0.05258927313972453+0.j,0.1276358693131982+0.j,0.21904498533996763+0.j,0.30693630470663286+0.j,0.3724721767015564+0.j,0.4042820015239426+0.j,0.40057547314265884+0.j,0.3674607073496499+0.j,0.3153127161178631+0.j,0.25509139173865053+0.j,0.1957813756000509+0.j,0.14326846421031425+0.j,0.10037731043570394+0.j,0.06756774903635582+0.j,0.04382793466265294+0.j,0.02746508506102148+0.j,0.016664662764070536+0.j,0.00980951738347542+0.j,0.005611603287324897+0.j,0.003124537439035688+0.j,0.0016956894081003703+0.j,0.0008980742254944986+0.j,0.00046470405740859093+0.j,0.00023517335709883258+0.j,0.00011650862323243135+0.j,0.000056554040476069464+0.j,0.00002691860419325254+0.j,0.000012573211671739366+0.j,5.766904821090761e-6+0.j,2.5990782633610807e-6+0.j,1.1516865691747908e-6+0.j,5.020292571962267e-7+0.j,2.1539202082163167e-7+0.j,9.100142924654451e-8+0.j,3.7877763419059946e-8+0.j,1.553910056584136e-8+0.j,6.285650065926361e-9+0.j,2.507984855661813e-9+0.j,9.87435379442578e-10+0.j,3.837531493588289e-10+0.j,1.4726431762404974e-10+0.j,5.58188870954043e-11+0.j,2.0904130144622988e-11+0.j,7.737015112268476e-12+0.j,2.830887946591794e-12+0.j,1.024217034833851e-12+0.j,3.6651238215004983e-13+0.j,1.2975236865299175e-13+0.j,4.545380541292829e-14+0.j,1.5759694002500943e-14+0.j,5.409266157414369e-15+0.j,1.8383526916633498e-15+0.j,6.187322252979707e-16+0.j,2.062720446261233e-16+0.j,6.81269687666425e-17+0.j,2.2295298617504293e-17+0.j,7.230941573668147e-18+0.j,2.3245184467258823e-18+0.j,7.407890813641629e-19+0.j,2.3406912902839416e-19+0.j,7.334053713010241e-20+0.j,2.2790546596071295e-20+0.j,7.024808163179827e-21+0.j,2.148027150694056e-21+0.j,6.516664338532407e-22+0.j,1.9617526408456623e-22+0.j,5.860677860835934e-23+0.j,1.737744895803865e-23+0.j,5.114546572219345e-24+0.j,1.4943700833628207e-24+0.j,4.334956231901355e-25+0.j,1.2486223803617573e-25+0.j,3.5714159934456444e-26+0.j,1.0145059102399961e-26+0.j,2.8622943544543757e-27+0.j,8.021567357731064e-28+0.j,2.2332020142611726e-28+0.j,6.176724353849085e-29+0.j,1.6974089654464875e-29+0.j,4.6349869793220315e-30+0.j,1.2577058974119643e-30+0.j,3.3916588344295422e-31+0.j,9.090354218814478e-32+0.j,2.421683220703945e-32+0.j,6.412882195398933e-33+0.j,1.688182412703743e-33+0.j,4.418203529747406e-34+0.j,1.1496394661721216e-34+0.j,2.9743762225949154e-35+0.j,7.652026576372888e-36+0.j,1.95763079137969e-36+0.j,4.980645865734645e-37+0.j,1.2602808067752215e-37+0.j,3.171768052599343e-38+0.j,7.939864044087163e-39+0.j,1.9770918038271793e-39+0.j,4.897413697488332e-40+0.j,1.2068588981219745e-40+0.j,2.95882330916427e-41+0.j,7.217337367159705e-42+0.j
-0.1276358693131982+0.j,-0.2571871158978735+0.j,-0.3511248970113257+0.j,-0.36554730965110904+0.j,-0.29012942807394315+0.j,-0.14833240584146828+0.j,0.018074967689692287+0.j,0.16798404420235058+0.j,0.2740616567302197+0.j,0.3268230780165122+0.j,0.3315020693203212+0.j,0.30161616060150437+0.j,0.25267753455099173+0.j,0.19792642419153686+0.j,0.1464435502460622+0.j,0.10308620999083938+0.j,0.06941466393568409+0.j,0.044902148364783456+0.j,0.02799871463007098+0.j,0.016877058070212198+0.j,0.009857863105836369+0.j,0.005590969833231649+0.j,0.0030844897013327733+0.j,0.0016578690124241765+0.j,0.0008693392495986065+0.j,0.00044528462810208185+0.j,0.0002230378316706821+0.j,0.00010935757841227844+0.j,0.000052534717734753855+0.j,0.000024747685757504806+0.j,0.000011440557328326968+0.j,5.19387816870976e-6+0.j,2.3171429257086934e-6+0.j,1.0164695407934225e-6+0.j,4.386943975936453e-7+0.j,1.8637396999697127e-7+0.j,7.797912708847314e-8+0.j,3.214715621952058e-8+0.j,1.3063719313850863e-8+0.j,5.235150644641699e-9+0.j,2.069652753606248e-9+0.j,8.074774744944928e-10+0.j,3.1101273237872505e-10+0.j,1.1829956204260465e-10+0.j,4.4450895508602383e-11+0.j,1.6504365737149196e-11+0.j,6.057040481512437e-12+0.j,2.1977690973007684e-12+0.j,7.886329216200588e-13+0.j,2.7992735007898957e-13+0.j,9.830940081200203e-14+0.j,3.416814558592611e-14+0.j,1.1754866632393997e-14+0.j,4.003809658605932e-15+0.j,1.3504374127273087e-15+0.j,4.511317107926927e-16+0.j,1.4929300811051977e-16+0.j,4.895073012934037e-17+0.j,1.5905085975515632e-17+0.j,5.122015544574304e-18+0.j,1.635091818010774e-18+0.j,5.174945115609055e-19+0.j,1.6240350640004586e-19+0.j,5.0544354752304715e-20+0.j,1.5602601662662083e-20+0.j,4.777779035453185e-21+0.j,1.4514948294658424e-21+0.j,4.375415262436359e-22+0.j,1.3088494492105285e-22+0.j,3.885773000879636e-23+0.j,1.1450689217274034e-23+0.j,3.349654350928099e-24+0.j,9.728117997867303e-25+0.j,2.8051952919382567e-25+0.j,8.032421714225396e-26+0.j,2.2841335860527462e-26+0.j,6.45103493387318e-27+0.j,1.8097157137475705e-27+0.j,5.043168589102542e-28+0.j,1.3961974537656574e-28+0.j,3.8404090891374325e-29+0.j,1.0496186491773449e-29+0.j,2.8506518589729484e-30+0.j,7.693956470475808e-31+0.j,2.0638666055565917e-31+0.j,5.502657910282975e-32+0.j,1.4583247338682214e-32+0.j,3.842004683362757e-33+0.j,1.00626833970626e-33+0.j,2.6203037528066797e-34+0.j,6.784226475273699e-35+0.j,1.746578865370738e-35+0.j,4.471393455928029e-36+0.j,1.1383909581380036e-36+0.j,2.882440148069413e-37+0.j,7.258975611619438e-38+0.j,1.8182846208617831e-38+0.j,4.5304845466390825e-39+0.j,1.1229177550194707e-39+0.j,2.7688249055900693e-40+0.j
0.21904498533996763+0.j,0.3511248970113257+0.j,0.3454032713671145+0.j,0.1973032976435993+0.j,-0.01905023441285897+0.j,-0.20417112207229268+0.j,-0.287938999815108+0.j,-0.25447418728797755+0.j,-0.1343685959752172+0.j,0.02048825905010162+0.j,0.16188436082609908+0.j,0.25981633863595543+0.j,0.305167818933238+0.j,0.30452823813365737+0.j,0.272341913205962+0.j,0.22413860891623114+0.j,0.17244439502690345+0.j,0.12531701547472351+0.j,0.08665586128367893+0.j,0.05733391559999977+0.j,0.036452164313152784+0.j,0.02234806668048331+0.j,0.013249637185734504+0.j,0.007614826668916977+0.j,0.0042510918607342385+0.j,0.0023093937997811773+0.j,0.0012227254864383686+0.j,0.0006318170099549579+0.j,0.0003190200287592759+0.j,0.00015757498308516216+0.j,0.00007621342138031614+0.j,0.00003612793583244769+0.j,0.000016798899040101203+0.j,7.66784344781662e-6+0.j,3.438136651869541e-6+0.j,1.5153407177072828e-6+0.j,6.56892266809508e-7+0.j,2.802308884102457e-7+0.j,1.1770662823955411e-7+0.j,4.8703408462826466e-8+0.j,1.9860427264400995e-8+0.j,7.984981918418535e-9+0.j,3.1665755977392015e-9+0.j,1.2390844286812203e-9+0.j,4.785887896499009e-10+0.j,1.8252479589351782e-10+0.j,6.875723988107228e-11+0.j,2.559084541287377e-11+0.j,9.41339672336345e-12+0.j,3.423130589650075e-12+0.j,1.2309210016362464e-12+0.j,4.377997568103453e-13+0.j,1.5405067913820237e-13+0.j,5.364065732954719e-14+0.j,1.8486823649370193e-14+0.j,6.307534349800658e-15+0.j,2.130952290363766e-15+0.j,7.129987385454693e-16+0.j,2.3631190089230916e-16+0.j,7.759647396808369e-17+0.j,2.524833727539328e-17+0.j,8.141980607801308e-18+0.j,2.6025753014396483e-18+0.j,8.24744660085441e-19+0.j,2.59145314508986e-19+0.j,8.074902879743606e-20+0.j,2.495523755805686e-20+0.j,7.650237599973584e-21+0.j,2.3266626366486455e-21+0.j,7.020884708187892e-22+0.j,2.1023408945190204e-22+0.j,6.247677514508493e-23+0.j,1.842841464637257e-23+0.j,5.39584535201752e-24+0.j,1.5684835841903409e-24+0.j,4.526837253550286e-25+0.j,1.2973237115414213e-25+0.j,3.6921837366434364e-26+0.j,1.0436177010875266e-26+0.j,2.9299709433995768e-27+0.j,8.171248140098158e-28+0.j,2.263888863368223e-28+0.j,6.231617989896575e-29+0.j,1.704362544886694e-29+0.j,4.63205886864909e-30+0.j,1.2510413912200066e-30+0.j,3.3580606260236167e-31+0.j,8.958958484919957e-32+0.j,2.375804735017747e-32+0.j,6.26295812604152e-33+0.j,1.641324262368696e-33+0.j,4.276468136813721e-34+0.j,1.1078506601078932e-34+0.j,2.853716457616485e-35+0.j,7.309739172317136e-36+0.j,1.8620083374818887e-36+0.j,4.7171170832801895e-37+0.j,1.1885378451492018e-37+0.j,2.978627287073007e-38+0.j,7.425248984926946e-39+0.j
-0.30693630470663286+0.j,-0.36554730965110904+0.j,-0.1973032976435993+0.j,0.06893245880243438+0.j,0.25452032315166495+0.j,0.2615005895902108+0.j,0.11473232132595246+0.j,-0.08325269125692418+0.j,-0.22727090765978744+0.j,-0.261442363174547+0.j,-0.18943383297311953+0.j,-0.05408212322936872+0.j,0.09201694110988223+0.j,0.20853794783348717+0.j,0.27623767438497265+0.j,0.29490129749309657+0.j,0.27598861491358473+0.j,0.23489957557907584+0.j,0.18553640866543294+0.j,0.13774011184426305+0.j,0.09695701832929435+0.j,0.06512818216076942+0.j,0.0419528256489122+0.j,0.026016324992258054+0.j,0.015581149165726439+0.j,0.009035812159979364+0.j,0.005085329859060942+0.j,0.002782844261523003+0.j,0.0014832067342234855+0.j,0.0007710719788925962+0.j,0.00039150195945954105+0.j,0.0001943676822788559+0.j,0.00009445392394144791+0.j,0.00004497109621364569+0.j,0.000020996126155644372+0.j,9.620104479632847e-6+0.j,4.328825381297046e-6+0.j,1.914256908318138e-6+0.j,8.32412887048854e-7+0.j,3.5615173941899287e-7+0.j,1.5001032285713345e-7+0.j,6.223199282395149e-8+0.j,2.543990947546007e-8+0.j,1.0252197391622369e-8+0.j,4.074710592709113e-9+0.j,1.5978039425561322e-9+0.j,6.183810214376196e-10+0.j,2.3628987982962e-10+0.j,8.917288016376586e-11+0.j,3.324713570366508e-11+0.j,1.225004676202939e-11+0.j,4.461751358671543e-12+0.j,1.6068425607908101e-12+0.j,5.723378641755195e-13+0.j,2.0167341422670296e-13+0.j,7.031743114870154e-14+0.j,2.426567082739296e-14+0.j,8.289517770489752e-15+0.j,2.803901570632216e-15+0.j,9.392432311318342e-16+0.j,3.116428040495444e-16+0.j,1.0244212617055461e-16+0.j,3.336708404136414e-17+0.j,1.077082667678216e-17+0.j,3.446205609205875e-18+0.j,1.0931063933882802e-18+0.j,3.4377804543291725e-19+0.j,1.0721397297090604e-19+0.j,3.316218527722147e-20+0.j,1.0174482088935036e-20+0.j,3.0968194570724154e-21+0.j,9.352097300652696e-22+0.j,2.802496642038483e-22+0.j,8.334429433797291e-23+0.j,2.460092750132457e-23+0.j,7.208095844846375e-24+0.j,2.0966709184476503e-24+0.j,6.055171343554996e-25+0.j,1.7364149908946886e-25+0.j,4.9448685620815686e-26+0.j,1.398531054023739e-26+0.j,3.928678152118946e-27+0.j,1.096269902359204e-27+0.j,3.038952348026707e-28+0.j,8.369572643511115e-29+0.j,2.2902997138633365e-29+0.j,6.227685900543103e-30+0.j,1.6828337813084804e-30+0.j,4.519285736344048e-31+0.j,1.2062727449425877e-31+0.j,3.200373240497311e-32+0.j,8.44047000736648e-33+0.j,2.2129634878097266e-33+0.j,5.768375032710803e-34+0.j,1.4949740558246356e-34+0.j,3.852506496250846e-35+0.j,9.872124781011964e-36+0.j,2.515722711452465e-36+0.j,6.375680113548451e-37+0.j,1.6070449667776735e-37+0.j
0.3724721767015564+0.j,0.29012942807394315+0.j,-0.01905023441285897+0.j,-0.25452032315166495+0.j,-0.2399320753871424+0.j,-0.032772828449423176+0.j,0.181041975907652+0.j,0.25280508393133844+0.j,0.15805984209683338+0.j,-0.023641819627494134+0.j,-0.18349564798465076+0.j,-0.24851094086773812+0.j,-0.20533703349762958+0.j,-0.08717827734891394+0.j,0.054919884835681165+0.j,0.1770644557072246+0.j,0.2548859410570851+0.j,0.28391066613289434+0.j,0.27314581162734114+0.j,0.23721737138807986+0.j,0.19033734131701055+0.j,0.14312233399998203+0.j,0.10182869264222554+0.j,0.0690281101480231+0.j,0.04481874435871864+0.j,0.027987768520064932+0.j,0.016865761119793165+0.j,0.00983504795322342+0.j,0.005562818460384676+0.j,0.003057948019257972+0.j,0.0016365736131837521+0.j,0.000854026998630966+0.j,0.0004351334583145132+0.j,0.00021672508806871307+0.j,0.0001056330102106849+0.j,0.000050433226149440405+0.j,0.000023607213731864126+0.j,0.000010842626654479263+0.j,4.8899895258086376e-6+0.j,2.1670125029444972e-6+0.j,9.442107329383778e-7+0.j,4.0474783591521836e-7+0.j,1.7078296216196469e-7+0.j,7.09691136519379e-8+0.j,2.9057964729065808e-8+0.j,1.1728033849622438e-8+0.j,4.668001408967127e-9+0.j,1.8329617512398422e-9+0.j,7.103194200940084e-10+0.j,2.717591429478708e-10+0.j,1.0268074541597162e-10+0.j,3.8327008565307254e-11+0.j,1.4137143831168204e-11+0.j,5.154453941277587e-12+0.j,1.858169637221438e-12+0.j,6.624936932235736e-13+0.j,2.336569511365012e-13+0.j,8.154143453769063e-14+0.j,2.8162963282416227e-14+0.j,9.628801441003195e-15+0.j,3.2594898023340395e-15+0.j,1.0926888754695257e-15+0.j,3.628235571730216e-16+0.j,1.1935093691370823e-16+0.j,3.89012803878604e-17+0.j,1.256559662591098e-17+0.j,4.023038934382015e-18+0.j,1.2768663959788585e-18+0.j,4.0181168619414538e-19+0.j,1.2538600099094529e-19+0.j,3.8804871707270956e-20+0.j,1.1912240129408917e-20+0.j,3.627671345512746e-21+0.j,1.0960874393218951e-21+0.j,3.2862374058027373e-22+0.j,9.777799981869482e-23+0.j,2.8875017247190693e-23+0.j,8.464301471628738e-24+0.j,2.4631744942165387e-24+0.j,7.116729205711628e-25+0.j,2.041698440547756e-25+0.j,5.816638286716698e-26+0.j,1.645750559462614e-26+0.j,4.624965276007649e-27+0.j,1.291056797309227e-27+0.j,3.5802507742724296e-28+0.j,9.863943123371312e-29+0.j,2.7001847461275213e-29+0.j,7.344767445767116e-30+0.j,1.98535966715272e-30+0.j,5.3334835542529885e-31+0.j,1.4240542761352168e-31+0.j,3.779360510073418e-32+0.j,9.970521859330026e-33+0.j,2.614906022772853e-33+0.j,6.818094433885647e-34+0.j,1.7675351962719233e-34+0.j,4.556170633153647e-35+0.j,1.1678493014556734e-35+0.j,2.9768432986120658e-36+0.j
-0.4042820015239426+0.j,-0.14833240584146828+0.j,0.20417112207229268+0.j,0.2615005895902108+0.j,0.032772828449423176+0.j,-0.2043603857150042+0.j,-0.23240413617171907+0.j,-0.06018335912520328+0.j,0.14821749766240003+0.j,0.23772040637858366+0.j,0.16573193967513264+0.j,-0.0024337865194549234+0.j,-0.16211829156319732+0.j,-0.23647255157592698+0.j,-0.20548730603081633+0.j,-0.09706206254990567+0.j,0.040088847411026474+0.j,0.1618292817285916+0.j,0.2422096362410267+0.j,0.27498302910638167+0.j,0.26784223432674653+0.j,0.23473022242326744+0.j,0.18969088592097652+0.j,0.14347497400876655+0.j,0.10258666265155202+0.j,0.06983978243217186+0.j,0.04551580288183908+0.j,0.02851750760645291+0.j,0.017236077719530746+0.j,0.010077938388411242+0.j,0.005714072227621458+0.j,0.0031480729223170496+0.j,0.0016882417246560754+0.j,0.0008826442765306035+0.j,0.00045049561809530045+0.j,0.000224738356686882+0.j,0.00010970323218421884+0.j,0.00005244995689864036+0.j,0.00002458345504773321+0.j,0.000011304918061320301+0.j,5.104388836609944e-6+0.j,2.264494001275359e-6+0.j,9.877025269740944e-7+0.j,4.238039484214316e-7+0.j,1.7898884371911488e-7+0.j,7.444426417656414e-8+0.j,3.0506230440410045e-8+0.j,1.232232117724291e-8+0.j,4.908242234154021e-9+0.j,1.928683627533636e-9+0.j,7.479279923875986e-10+0.j,2.8633579550969453e-10+0.j,1.082564061917432e-10+0.j,4.0432551626062266e-11+0.j,1.4922403350541307e-11+0.j,5.443779582163976e-12+0.j,1.9635162693364268e-12+0.j,7.004114403870843e-13+0.j,2.4715198536998983e-13+0.j,8.629183666365023e-14+0.j,2.9817290258336234e-14+0.j,1.0198901870632602e-14+0.j,3.453945211702275e-15+0.j,1.1583521353289554e-15+0.j,3.8477937004887223e-16+0.j,1.2662183889546145e-16+0.j,4.1286465658578613e-17+0.j,1.3340827332368657e-17+0.j,4.2727234411607476e-18+0.j,1.3565699637569291e-18+0.j,4.270325760302887e-19+0.j,1.3329839311407014e-19+0.j,4.126629170744191e-20+0.j,1.2671617379117165e-20+0.j,3.860043745663863e-21+0.j,1.1666258494302696e-21+0.j,3.4986782421364215e-22+0.j,1.0412658136338106e-22+0.j,3.0757777897896194e-23+0.j,9.018473839561432e-24+0.j,2.6250853493330585e-24+0.j,7.586338690479424e-25+0.j,2.176928897978374e-25+0.j,6.203302961416771e-26+0.j,1.7555401113650378e-26+0.j,4.934562451193077e-27+0.j,1.3777697799336815e-27+0.j,3.821498339492574e-28+0.j,1.0530708173001202e-28+0.j,2.883269468195655e-29+0.j,7.844270393774246e-30+0.j,2.1207747281404125e-30+0.j,5.698299813602209e-31+0.j,1.5217316848574095e-31+0.j,4.0392928687215475e-32+0.j,1.0658073847214068e-32+0.j,2.7956906936869027e-33+0.j,7.290657350927412e-34+0.j,1.8903441423289009e-34+0.j,4.873494201741989e-35+0.j
0.40057547314265884+0.j,-0.018074967689692287+0.j,-0.287938999815108+0.j,-0.11473232132595246+0.j,0.181041975907652+0.j,0.23240413617171907+0.j,0.025913028526475708+0.j,-0.19139356977376135+0.j,-0.2163523708004056+0.j,-0.0540123238370397+0.j,0.14268324483605974+0.j,0.22681358026987336+0.j,0.1571900686946838+0.j,-0.0043271341584418975+0.j,-0.15761442679948096+0.j,-0.22873177813822088+0.j,-0.1982229902380029+0.j,-0.09286601705657438+0.j,0.04030752234197893+0.j,0.15855327018131868+0.j,0.23666141688580278+0.j,0.2685087627535357+0.j,0.2615223893460055+0.j,0.22923432231791555+0.j,0.1853038179032348+0.j,0.1402046692163729+0.j,0.10028459449065236+0.j,0.06829754451761004+0.j,0.04452680305506298+0.j,0.027907704635040394+0.j,0.01687327069948621+0.j,0.00986904837469861+0.j,0.005597399368441567+0.j,0.0030847257570468453+0.j,0.0016547482477398715+0.j,0.0008653723714186786+0.j,0.0004417968458266368+0.j,0.00022045447117719874+0.j,0.00010763809395890382+0.j,0.000051474485912553625+0.j,0.000024131582017722503+0.j,0.00001109946904960627+0.j,5.012640876004473e-6+0.j,2.2242235171056177e-6+0.j,9.703186751009637e-7+0.j,4.164193901433378e-7+0.j,1.7590028979259107e-7+0.j,7.317177259551616e-8+0.j,2.9989544850077315e-8+0.j,1.2115469391568785e-8+0.j,4.8265592004725436e-9+0.j,1.8968554535538283e-9+0.j,7.356858653536654e-10+0.j,2.816861850075016e-10+0.j,1.0651206274191342e-10+0.j,3.9785949733216527e-11+0.j,1.4685506927225794e-11+0.j,5.357973647567083e-12+0.j,1.9327816133014652e-12+0.j,6.895221112245731e-13+0.j,2.433348272309808e-13+0.j,8.496766193867181e-14+0.j,2.9362603759845874e-14+0.j,1.0044329492227554e-14+0.j,3.4019105868080834e-15+0.j,1.1410030033511437e-15+0.j,3.7904918578949083e-16+0.j,1.247466607954604e-16+0.j,4.06783668126625e-17+0.j,1.3145377460175761e-17+0.j,4.210451076678719e-18+0.j,1.3368992197617146e-18+0.j,4.2087122378294822e-19+0.j,1.3138447549344408e-19+0.j,4.067660354488473e-20+0.j,1.2491385522393221e-20+0.j,3.805391653838148e-21+0.j,1.1501820411244845e-21+0.j,3.4495794305534157e-22+0.j,1.0267157983364778e-22+0.j,3.032979226876329e-23+0.j,8.89350087516136e-24+0.j,2.5888551634005348e-24+0.j,7.482049869318495e-25+0.j,2.147118933662743e-25+0.j,6.118680781233423e-26+0.j,1.7316813779978453e-26+0.j,4.867744800878701e-27+0.j,1.3591808330774841e-27+0.j,3.7701204543908913e-28+0.j,1.038961935841396e-28+0.j,2.844771307905757e-29+0.j,7.739881672919257e-30+0.j,2.0926448618835543e-30+0.j,5.622961537986483e-31+0.j,1.5016763370124234e-31+0.j,3.986223607836801e-32+0.j,1.0518473907401e-32+0.j,2.7591827753600117e-33+0.j,7.195732890017239e-34+0.j
-0.3674607073496499+0.j,0.16798404420235058+0.j,0.25447418728797755+0.j,-0.08325269125692418+0.j,-0.25280508393133844+0.j,-0.06018335912520328+0.j,0.19139356977376135+0.j,0.20148447821978738+0.j,-0.006141375588098337+0.j,-0.19577329539094676+0.j,-0.19544498370185434+0.j,-0.02920044625875538+0.j,0.1527732027723697+0.j,0.21818337385668107+0.j,0.1384652684715869+0.j,-0.020900912176635377+0.j,-0.16397364818477284+0.j,-0.22371924840804067+0.j,-0.18589230313172156+0.j,-0.07903898788706595+0.j,0.05090684653083058+0.j,0.16359791290903822+0.j,0.23611229824314525+0.j,0.26376560436147595+0.j,0.2544743610017287+0.j,0.22157706718305425+0.j,0.17821493015717038+0.j,0.13430350932364385+0.j,0.09574922691024448+0.j,0.0650292674778739+0.j,0.042296045956938776+0.j,0.026455205718519857+0.j,0.015966239339781526+0.j,0.009323583020739977+0.j,0.00528045090405685+0.j,0.0029062957833455344+0.j,0.00155720568155981+0.j,0.0008134911049941607+0.j,0.0004149035036060328+0.j,0.00020684840424417647+0.j,0.00010091088358440358+0.j,0.00004822023380233574+0.j,0.000022589779614422722+0.j,0.000010383372675184888+0.j,4.68631908321454e-6+0.j,2.078212030399118e-6+0.j,9.061237178410539e-7+0.j,3.8866894422545516e-7+0.j,1.6409830837548512e-7+0.j,6.823096961297369e-8+0.j,2.7952396665525898e-8+0.j,1.1287832433518475e-8+0.j,4.495088304610369e-9+0.j,1.7659303159754606e-9+0.j,6.846652702122534e-10+0.j,2.620627293908289e-10+0.j,9.906017369660117e-11+0.j,3.6991069379103586e-11+0.j,1.3649880045950185e-11+0.j,4.978731265270321e-12+0.j,1.7954952076897709e-12+0.j,6.403800994996383e-13+0.j,2.2593659738211518e-13+0.j,7.887382623170031e-14+0.j,2.72505161206476e-14+0.j,9.31978324545487e-15+0.j,3.1558474647764217e-15+0.j,1.0582578587364503e-15+0.j,3.51491691627086e-16+0.j,1.1565547914770505e-16+0.j,3.7706951891724154e-17+0.j,1.2183002060878078e-17+0.j,3.90153750017123e-18+0.j,1.2386088295359219e-18+0.j,3.8986602957497497e-19+0.j,1.2168669121752622e-19+0.j,3.766853108752395e-20+0.j,1.1565957482674987e-20+0.j,3.5229723216061366e-21+0.j,1.0646752784484551e-21+0.j,3.1927080058105647e-22+0.j,9.501396245251699e-23+0.j,2.806417972998276e-23+0.j,8.228163842528346e-24+0.j,2.3948960091416132e-24+0.j,6.9206938471453485e-25+0.j,1.9858050999122768e-25+0.j,5.658366725177947e-26+0.j,1.6012358294530454e-26+0.j,4.500599069362945e-27+0.j,1.256539443339805e-27+0.j,3.4850705523189567e-28+0.j,9.603167679385654e-29+0.j,2.629188867151764e-29+0.j,7.152688022409182e-30+0.j,1.933712832165954e-30+0.j,5.195459489788636e-31+0.j,1.3873897232458686e-31+0.j,3.6825438888414143e-32+0.j,9.716368350361832e-33+0.j
0.3153127161178631+0.j,-0.2740616567302197+0.j,-0.1343685959752172+0.j,0.22727090765978744+0.j,0.15805984209683338+0.j,-0.14821749766240003+0.j,-0.2163523708004056+0.j,0.006141375588098337+0.j,0.20675430375120302+0.j,0.16147631960768422+0.j,-0.05117268575273629+0.j,-0.20412307750557593+0.j,-0.16685557159219577+0.j,0.007528389352915802+0.j,0.16981443032174406+0.j,0.20753614775173923+0.j,0.1111450614752807+0.j,-0.04706036362434472+0.j,-0.17606737700582598+0.j,-0.21865706724159317+0.j,-0.16865404126605327+0.j,-0.05790248390293576+0.j,0.06869190003357398+0.j,0.17401443131189293+0.j,0.23849466090553922+0.j,0.2597192904470436+0.j,0.24653008565557114+0.j,0.21215783448551+0.j,0.16909783266733397+0.j,0.1265004233006535+0.j,0.08963500993282127+0.j,0.06055902048446684+0.j,0.039210012478126804+0.j,0.024427153708097924+0.j,0.014689980284940554+0.j,0.008551005123807829+0.j,0.004828968705771212+0.j,0.0026508524984781064+0.j,0.0014169400659427667+0.j,0.0007385885088594926+0.j,0.0003759369238223238+0.j,0.00018706964395358156+0.j,0.00009110247268251785+0.j,0.000043462427656788785+0.j,0.000020329904819839172+0.j,9.33129793571224e-6+0.j,4.205845732354895e-6+0.j,1.8627876503376469e-6+0.j,8.112302081712672e-7+0.j,3.4757458543939616e-7+0.j,1.4659187690229303e-7+0.j,6.089041635522619e-8+0.j,2.4921268688439396e-8+0.j,1.0054622406279413e-8+0.j,4.000520183026341e-9+0.j,1.570335247328751e-9+0.j,6.083507081383998e-10+0.j,2.3267680515122007e-10+0.j,8.788873793459009e-11+0.j,3.279673540707444e-11+0.j,1.2094128650366967e-11+0.j,4.408472295791657e-12+0.j,1.588869823235839e-12+0.j,5.663525148539941e-13+0.j,1.997055959560316e-13+0.j,6.96787508518695e-14+0.j,2.4061052305867885e-14+0.j,8.224818129136296e-15+0.j,2.78371539853206e-15+0.j,9.330308199017219e-16+0.j,3.097577311659953e-16+0.j,1.0187848963505919e-16+0.j,3.3201153305825616e-17+0.j,1.0722781930609933e-17+0.j,3.4325432900663318e-18+0.j,1.0892984616035045e-18+0.j,3.427407501650762e-19+0.j,1.0693896361416385e-19+0.j,3.309167908982028e-20+0.j,1.0157186403545286e-20+0.j,3.0928371939823578e-21+0.j,9.343833601603807e-22+0.j,2.8011163637676817e-22+0.j,8.333494724301364e-23+0.j,2.4607272530481768e-23+0.j,7.212551186163197e-24+0.j,2.0987021600842496e-24+0.j,6.063105819611211e-25+0.j,1.7392682056979732e-25+0.j,4.954597736861664e-26+0.j,1.4017249872630236e-26+0.j,3.938862105507019e-27+0.j,1.0994415326587769e-27+0.j,3.048636749485258e-28+0.j,8.398643566363649e-29+0.j,2.298895910032193e-29+0.j,6.252762883709079e-30+0.j,1.6900595215927768e-30+0.j,4.539870268601823e-31+0.j,1.2120748910001347e-31+0.j
