0.9064904621858286+0.j,0.4016781276275982+0.j,0.12585721900152214+0.j,0.032198263398031966+0.j,0.007133741994038986+0.j,0.0014136677189526532+0.j,0.0002557329337406659+0.j,0.00004283044492091938+0.j,6.710000265862645e-6+0.j,9.910971509004388e-7+0.j,1.3887727063484924e-7+0.j,1.8554522194957794e-8+0.j,2.373417264410775e-9+0.j,2.916871962644022e-10+0.j,3.4543655447060594e-11+0.j,3.9521881227201655e-12+0.j,4.3781694110114983e-13+0.j,4.7052537195803433e-14+0.j,4.914300838672012e-15+0.j,4.995740643930307e-16+0.j,4.9499388164621885e-17+0.j,4.786357444483858e-18+0.j,4.521772758906295e-19+0.j,4.1779165408978897e-20+0.j,3.778932063041819e-21+0.j,3.3489913437244017e-22+0.j,2.9103304017614324e-23+0.j,2.481849024225914e-24+0.j,2.078314599126703e-25+0.j,1.7101225526723684e-26+0.j,1.3835076091310686e-27+0.j,1.1010718260331598e-28+0.j,8.62493053604466e-30+0.j,6.652939606994234e-31+0.j,5.05579047765908e-32+0.j,3.786779265172112e-33+0.j,2.7966214546181136e-34+0.j,2.0372661443187377e-35+0.j,1.4644377474801472e-36+0.j,1.0390909354968025e-37+0.j,7.280119458122829e-39+0.j,5.038038967433572e-40+0.j,3.4447033080005373e-41+0.j,2.3277296542183164e-42+0.j,1.554966890392539e-43+0.j,1.0271404539277151e-44+0.j,6.710669701690422e-46+0.j,4.33742401280701e-47+0.j,2.7741261474961834e-48+0.j,1.7560752046525888e-49+0.j,1.1004569400901615e-50+0.j,6.828147760407129e-52+0.j,4.195813576014076e-53+0.j,2.5538371135847097e-54+0.j,1.5399664494394493e-55+0.j,9.201208234662441e-57+0.j,5.4483599387531375e-58+0.j,3.197741168153223e-59+0.j,1.8605624697931744e-60+0.j,1.0733298204080753e-61+0.j,6.140058591192162e-63+0.j,3.483553966372001e-64+0.j,1.9603862293915216e-65+0.j,1.0944257770990202e-66+0.j,6.061934947341899e-68+0.j,3.331727996299373e-69+0.j,1.8172409530463978e-70+0.j,9.83762036597418e-72+0.j,5.286284685832328e-73+0.j,2.8199470094625234e-74+0.j,1.493505658737195e-75+0.j,7.854031578589075e-77+0.j,4.1014870051533553e-78+0.j,2.1271340268041805e-79+0.j,1.0957057482021482e-80+0.j,5.606324780928734e-82+0.j,2.8496164043070378e-83+0.j,1.438984064902458e-84+0.j,7.219774419369455e-86+0.j,3.5993578592718594e-87+0.j,1.783179157188066e-88+0.j,8.77945212225707e-90+0.j,4.2961104043486504e-91+0.j,2.089543094725758e-92+0.j,1.0102448250217383e-93+0.j,4.85547940779964e-95+0.j,2.3200526252311895e-96+0.j,1.1021815953037248e-97+0.j,5.206270917726818e-99+0.j,2.4453819675412526e-100+0.j,1.142195370733892e-101+0.j,5.305601710089546e-103+0.j,2.4510697823480072e-104+0.j,1.1262353288791332e-105+0.j,5.1473081051437215e-107+0.j,2.3400940221997322e-108+0.j,1.0583093564050127e-109+0.j,4.761477249339796e-111+0.j,2.131295268251295e-112+0.j,9.491633674827964e-114+0.j
-0.4016781276275982+0.j,0.7285014761513152+0.j,0.5122896276787037+0.j,0.20372361382188148+0.j,0.061235469678888745+0.j,0.015325116834526469+0.j,0.0033494458714752122+0.j,0.0006576269979677413+0.j,0.00011816950072657485+0.j,0.00001969083230715417+0.j,3.072585991063989e-6+0.j,4.523820400253957e-7+0.j,6.322305716113495e-8+0.j,8.428227121334871e-9+0.j,1.0760867937497068e-9+0.j,1.3203573449918817e-10+0.j,1.561474991006906e-11+0.j,1.7843158801579702e-12+0.j,1.974494158776071e-13+0.j,2.119957274036698e-14+0.j,2.2122292902648776e-15+0.j,2.2471379369730884e-16+0.j,2.224964055126932e-17+0.j,2.150053123187755e-18+0.j,2.0300077859080933e-19+0.j,1.874626200011327e-20+0.j,1.6947611554303798e-21+0.j,1.5012546296480494e-22+0.j,1.30406177015548e-23+0.j,1.1116288804770942e-24+0.j,9.30542189723068e-26+0.j,7.654254386869718e-27+0.j,6.1903846097359755e-28+0.j,4.9251653075691076e-29+0.j,3.8568941925157105e-30+0.j,2.974266254518917e-31+0.j,2.2596753529363613e-32+0.j,1.6920910190008724e-33+0.j,1.249366073968975e-34+0.j,9.099367283541001e-36+0.j,6.5395289149884705e-37+0.j,4.639226706449194e-38+0.j,3.249758473532424e-39+0.j,2.2485285341936198e-40+0.j,1.5371509076528973e-41+0.j,1.038552103271293e-42+0.j,6.936669616667518e-44+0.j,4.5813836514803e-45+0.j,2.9927629792278754e-46+0.j,1.9341068975998952e-47+0.j,1.2368564126303665e-48+0.j,7.828578034365939e-50+0.j,4.9052551584922223e-51+0.j,3.0432819947653853e-52+0.j,1.869855545680466e-53+0.j,1.1379925060089578e-54+0.j,6.861411335307629e-56+0.j,4.099251926515622e-57+0.j,2.4270827160074075e-58+0.j,1.4243690814159064e-59+0.j,8.286769612619609e-61+0.j,4.780102965584339e-62+0.j,2.7342664007719667e-63+0.j,1.5511587830237996e-64+0.j,8.728544966938727e-66+0.j,4.872524864595988e-67+0.j,2.698656180260536e-68+0.j,1.4831166451924587e-69+0.j,8.08888533560681e-71+0.j,4.37862228691063e-72+0.j,2.352719015121191e-73+0.j,1.2549700096314566e-74+0.j,6.646192545556531e-76+0.j,3.4948864160971015e-77+0.j,1.8249746588342457e-78+0.j,9.464247750288484e-80+0.j,4.874853599023656e-81+0.j,2.49415191443419e-82+0.j,1.2676771359244427e-83+0.j,6.401126629605579e-85+0.j,3.2114620325618833e-86+0.j,1.600970948038579e-87+0.j,7.931095383311986e-89+0.j,3.904683801986939e-90+0.j,1.9106213490644083e-91+0.j,9.292481794102162e-93+0.j,4.492505898542203e-94+0.j,2.1591171108319842e-95+0.j,1.0316310162257526e-96+0.j,4.900750343907702e-98+0.j,2.314831808501947e-99+0.j,1.0872339562743846e-100+0.j,5.078093366091433e-102+0.j,2.358735596814525e-103+0.j,1.0896448221854282e-104+0.j,5.006606081367529e-106+0.j,2.2881250105750583e-107+0.j,1.0402039614826806e-108+0.j,4.7041779357989753e-110+0.j,2.11640614601028e-111+0.j
0.12585721900152214+0.j,-0.5122896276787037+0.j,0.5679865179588617+0.j,0.5635916728396071+0.j,0.26892187767913733+0.j,0.09201998249155309+0.j,0.02549440402360572+0.j,0.00606018613989403+0.j,0.0012782281194704513+0.j,0.00024450566625305257+0.j,0.00004306731070716621+0.j,7.064108676391755e-6+0.j,1.0882955790254474e-6+0.j,1.5854699703589105e-7+0.j,2.196182425832564e-8+0.j,2.905614490680953e-9+0.j,3.6856090619005654e-10+0.j,4.496535070831668e-11+0.j,5.291081104392919e-12+0.j,6.019375410018455e-13+0.j,6.634578072085878e-14+0.j,7.098032954192088e-15+0.j,7.383198916480346e-16+0.j,7.477852911849904e-17+0.j,7.384396560243218e-18+0.j,7.118423968419117e-19+0.j,6.705959183582203e-20+0.j,6.179911508764901e-21+0.j,5.576320498139498e-22+0.j,4.930888773983978e-23+0.j,4.276163599207268e-24+0.j,3.639565301405631e-25+0.j,3.0423055133808706e-26+0.j,2.499114167176654e-27+0.j,2.0186129286294995e-28+0.j,1.6041353738623277e-29+0.j,1.2547940949108396e-30+0.j,9.666213152045506e-32+0.j,7.336507551017892e-33+0.j,5.488540285755702e-34+0.j,4.048870549545697e-35+0.j,2.946361626316826e-36+0.j,2.115778334242071e-37+0.j,1.4998057328020602e-38+0.j,1.0498370349100653e-39+0.j,7.258806162533253e-41+0.j,4.9589863502300364e-42+0.j,3.3483205755799283e-43+0.j,2.2350332720323844e-44+0.j,1.4752819891726444e-45+0.j,9.631780247305112e-47+0.j,6.221289554888731e-48+0.j,3.976437651998337e-49+0.j,2.515599172080558e-50+0.j,1.5754769200325982e-51+0.j,9.769948653149947e-53+0.j,6.00019156993861e-54+0.j,3.6501471613429555e-55+0.j,2.1999099783239927e-56+0.j,1.3137803841325063e-57+0.j,7.775625947273548e-59+0.j,4.561540675320584e-60+0.j,2.6528814574056884e-61+0.j,1.52974298829847e-62+0.j,8.747330131372421e-64+0.j,4.960769223345225e-65+0.j,2.7905967732923724e-66+0.j,1.557313162323338e-67+0.j,8.622637026695949e-69+0.j,4.7374248902254565e-70+0.j,2.5830561389352226e-71+0.j,1.3978619574104549e-72+0.j,7.508995640097075e-74+0.j,4.004362027481998e-75+0.j,2.120138247597998e-76+0.j,1.1145987580373045e-77+0.j,5.818879828612066e-79+0.j,3.016952222155942e-80+0.j,1.5536253771443197e-81+0.j,7.94717070154585e-83+0.j,4.0383655212248683e-84+0.j,2.0387456238664258e-85+0.j,1.0226365495890507e-86+0.j,5.09701630795663e-88+0.j,2.524537801125424e-89+0.j,1.2426611297244045e-90+0.j,6.079411507415531e-92+0.j,2.9562460112349573e-93+0.j,1.428963872670376e-94+0.j,6.86648177908492e-96+0.j,3.2802702443421956e-97+0.j,1.5580328073561143e-98+0.j,7.358068344795804e-100+0.j,3.455407408376557e-101+0.j,1.6136534863923958e-102+0.j,7.494171550278851e-104+0.j,3.461509094005496e-105+0.j,1.5902354228747227e-106+0.j,7.266688198600237e-108+0.j,3.3030512447051008e-109+0.j
-0.032198263398031966+0.j,0.20372361382188148+0.j,-0.5635916728396071+0.j,0.4238019151606092+0.j,0.5819808731089123+0.j,0.32363502479028206+0.j,0.12361363111375553+0.j,0.03739295782896651+0.j,0.009569231282642561+0.j,0.00215140375195579+0.j,0.00043538624716057+0.j,0.00008066039868931438+0.j,0.000013849796869744279+0.j,2.224906560093698e-6+0.j,3.3688212843725696e-7+0.j,4.836478372369243e-8+0.j,6.6159396787213835e-9+0.j,8.658468832937254e-10+0.j,1.0878853918866139e-10+0.j,1.316160075002962e-11+0.j,1.5372226954953169e-12+0.j,1.737185346518379e-13+0.j,1.9032678489709902e-14+0.j,2.0251844936365627e-15+0.j,2.0961645755184437e-16+0.j,2.11348048751626e-17+0.j,2.078451306636403e-18+0.j,1.9959775838254888e-19+0.j,1.873728157558388e-20+0.j,1.7211337248143862e-21+0.j,1.5483441604279116e-22+0.j,1.365283117308572e-23+0.j,1.1808938686504089e-24+0.j,1.0026250628676952e-25+0.j,8.361629444571965e-27+0.j,6.8538369007844065e-28+0.j,5.524786331738698e-29+0.j,4.381962803160294e-30+0.j,3.4214613638734526e-31+0.j,2.6311739911472316e-32+0.j,1.9937732547635676e-33+0.j,1.4892671616233898e-34+0.j,1.0970147431277544e-35+0.j,7.971837711882795e-37+0.j,5.716960502891794e-38+0.j,4.0474310269036395e-39+0.j,2.8297021716880624e-40+0.j,1.9542572795733684e-41+0.j,1.3336103071309357e-42+0.j,8.995037042257756e-44+0.j,5.998172355388303e-45+0.j,3.955368702839206e-46+0.j,2.579956400719663e-47+0.j,1.6649299987279245e-48+0.j,1.063247770970186e-49+0.j,6.72079452989911e-51+0.j,4.205749866472502e-52+0.j,2.60608463682939e-53+0.j,1.5993301980479683e-54+0.j,9.722355559422628e-56+0.j,5.855511978594964e-57+0.j,3.4945540720725695e-58+0.j,2.066917107152849e-59+0.j,1.2117894416900798e-60+0.j,7.043201767313819e-62+0.j,4.058969370790484e-63+0.j,2.3196677840794703e-64+0.j,1.3148004834003835e-65+0.j,7.392234222800668e-67+0.j,4.12315161312853e-68+0.j,2.2817853538633611e-69+0.j,1.2530392676192709e-70+0.j,6.828886663536526e-72+0.j,3.693855164096658e-73+0.j,1.9833643630568588e-74+0.j,1.057217627104637e-75+0.j,5.595137518779284e-77+0.j,2.940258901958104e-78+0.j,1.534375159378614e-79+0.j,7.952254841636189e-81+0.j,4.0935698853046995e-82+0.j,2.093180521569791e-83+0.j,1.0632662933480208e-84+0.j,5.3659377395656284e-86+0.j,2.6906289484659345e-87+0.j,1.3406087397958856e-88+0.j,6.6378113708680875e-90+0.j,3.2663002760358007e-91+0.j,1.597454666349346e-92+0.j,7.765587388780532e-94+0.j,3.752534990727244e-95+0.j,1.8026460370286908e-96+0.j,8.609170728221988e-98+0.j,4.087959044222688e-99+0.j,1.9300770208947674e-100+0.j,9.06136293693407e-102+0.j,4.230487981297722e-103+0.j,1.9642290644902524e-104+0.j,9.070362009251605e-106+0.j,4.165944307580782e-107+0.j
0.007133741994038986+0.j,-0.061235469678888745+0.j,0.26892187767913733+0.j,-0.5819808731089123+0.j,0.29486013519870335+0.j,0.578970878690924+0.j,0.36898290475308865+0.j,0.1552408017797494+0.j,0.05076150049432899+0.j,0.013877188940838003+0.j,0.0033052052576047304+0.j,0.0007041355560722188+0.j,0.00013663939296414989+0.j,0.000024475133359269+0.j,4.087780529496961e-6+0.j,6.416538931412932e-7+0.j,9.526376147727131e-8+0.j,1.3447274848718036e-8+0.j,1.812635774786282e-9+0.j,2.3418308302771103e-10+0.j,2.9089651933987145e-11+0.j,3.4837311703410017e-12+0.j,4.031892583169413e-13+0.j,4.5190066480195563e-14+0.j,4.914226707231206e-15+0.j,5.193585855934706e-16+0.j,5.342289635941915e-17+0.j,5.355752669293589e-18+0.j,5.2393466006566535e-19+0.j,5.0070345898793634e-20+0.j,4.679214220697677e-21+0.j,4.280158952427627e-22+0.j,3.835440303391087e-23+0.j,3.3696455705163026e-24+0.j,2.9046035021878116e-25+0.j,2.4582182085297814e-26+0.j,2.0439105342239262e-27+0.j,1.6705896307739643e-28+0.j,1.3430311652518777e-29+0.j,1.0625214253580937e-30+0.j,8.276329343680467e-32+0.j,6.35019320931544e-33+0.j,4.801472052493091e-34+0.j,3.579141226092594e-35+0.j,2.6312931471685116e-36+0.j,1.9085594904847336e-37+0.j,1.3662812447810936e-38+0.j,9.656432470038546e-40+0.j,6.740198764508894e-41+0.j,4.6477069649025074e-42+0.j,3.166936490190233e-43+0.j,2.1330125432921227e-44+0.j,1.4204124000731798e-45+0.j,9.354295408549332e-47+0.j,6.093786461427497e-48+0.j,3.927737882556369e-49+0.j,2.5053729278452443e-50+0.j,1.581861802463576e-51+0.j,9.888240407280129e-53+0.j,6.120803641898119e-54+0.j,3.7524788358107114e-55+0.j,2.2789081068766563e-56+0.j,1.3712279200003867e-57+0.j,8.17597495838709e-59+0.j,4.831553079141326e-60+0.j,2.8302124812029103e-61+0.j,1.6436217724562404e-62+0.j,9.464519273369166e-64+0.j,5.404683277154183e-65+0.j,3.0610903398265864e-66+0.j,1.7197826199753504e-67+0.j,9.58557064250616e-69+0.j,5.3010655212794475e-70+0.j,2.9091176767173594e-71+0.j,1.58439290329144e-72+0.j,8.564796248659827e-74+0.j,4.595908394077076e-75+0.j,2.4483422819756933e-76+0.j,1.294983663909341e-77+0.j,6.801293606931531e-79+0.j,3.5472869004260325e-80+0.j,1.8374688660420576e-81+0.j,9.453720512778255e-83+0.j,4.831519874982573e-84+0.j,2.453020317046596e-85+0.j,1.2373484515187914e-86+0.j,6.201440484389837e-88+0.j,3.0884324288213383e-89+0.j,1.5284913607596457e-90+0.j,7.517973409237999e-92+0.j,3.6752275337752134e-93+0.j,1.7858512325340088e-94+0.j,8.626112492493986e-96+0.j,4.1421346437990614e-97+0.j,1.9774354561018625e-98+0.j,9.385955836611294e-100+0.j,4.429770183039049e-101+0.j,2.078921846288662e-102+0.j,9.702341841542773e-104+0.j,4.50321819456906e-105+0.j
-0.0014136677189526532+0.j,0.015325116834526469+0.j,-0.09201998249155309+0.j,0.32363502479028206+0.j,-0.578970878690924+0.j,0.1801275807969694+0.j,0.5611108198573179+0.j,0.40582295525402773+0.j,0.186306585737061+0.j,0.06535370735996222+0.j,0.018970328296664223+0.j,0.004762875662667965+0.j,0.001063764781052923+0.j,0.00021547425272183898+0.j,0.000040144670843623186+0.j,6.953089347764439e-6+0.j,1.128947305156279e-6+0.j,1.7299289924741263e-7+0.j,2.5155206664205834e-8+0.j,3.487070413497008e-9+0.j,4.626015754760282e-10+0.j,5.892568789104656e-11+0.j,7.22763760252017e-12+0.j,8.557894694231241e-13+0.j,9.803264070267541e-14+0.j,1.0885625571237488e-14+0.j,1.1737331710429225e-15+0.j,1.2308226270604458e-16+0.j,1.2570197809015819e-17+0.j,1.2518794940225587e-18+0.j,1.2171953582408893e-19+0.j,1.1566331094962106e-20+0.j,1.0752035303521311e-21+0.j,9.786649506364454e-23+0.j,8.729401131451471e-24+0.j,7.636144907389424e-25+0.j,6.555588189289607e-26+0.j,5.526932303314334e-27+0.j,4.578883422671069e-28+0.j,3.7298263147208914e-29+0.j,2.9888635191009153e-30+0.j,2.3573961050254407e-31+0.j,1.8309459415185026e-32+0.j,1.4009753531364821e-33+0.j,1.056530531862891e-34+0.j,7.856058211866782e-36+0.j,5.7618724587949905e-37+0.j,4.1698031735853845e-38+0.j,2.97857936434155e-39+0.j,2.1008057747596104e-40+0.j,1.463458187691347e-41+0.j,1.0072114914058572e-42+0.j,6.850610965554501e-44+0.j,4.6059906594820685e-45+0.j,3.0620593277834516e-46+0.j,2.013296869126343e-47+0.j,1.3095077059575975e-48+0.j,8.427765420096036e-50+0.j,5.368031995764787e-51+0.j,3.384592752554047e-52+0.j,2.112872427282172e-53+0.j,1.3061684805149265e-54+0.j,7.997690411232572e-56+0.j,4.8511742329530186e-57+0.j,2.915551213182098e-58+0.j,1.7364327075046402e-59+0.j,1.0250101529873404e-60+0.j,5.9978880816483794e-62+0.j,3.4796319839256347e-63+0.j,2.001684675863445e-64+0.j,1.1419470974576119e-65+0.j,6.46164209881369e-67+0.j,3.626963379488105e-68+0.j,2.0197693988606757e-69+0.j,1.1160201820232428e-70+0.j,6.119354782911545e-72+0.j,3.330064761037334e-73+0.j,1.79871289906238e-74+0.j,9.644514970378241e-76+0.j,5.13398037983529e-77+0.j,2.713487913270075e-78+0.j,1.4241141908508805e-79+0.j,7.422447671552333e-81+0.j,3.8421641256775845e-82+0.j,1.9754727901559516e-83+0.j,1.0089541784496449e-84+0.j,5.119351550531912e-86+0.j,2.580705687615237e-87+0.j,1.2926411475622645e-88+0.j,6.433814021031345e-90+0.j,3.182322922266643e-91+0.j,1.564366694822309e-92+0.j,7.643354307686381e-94+0.j,3.712037092582096e-95+0.j,1.7920681721170532e-96+0.j,8.600841513031437e-98+0.j,4.103941473823105e-99+0.j,1.946991649612626e-100+0.j,9.184552578320704e-102+0.j,4.3083457093933203e-103+0.j
0.0002557329337406659+0.j,-0.0033494458714752122+0.j,0.02549440402360572+0.j,-0.12361363111375553+0.j,0.36898290475308865+0.j,-0.5611108198573179+0.j,0.07862245749822588+0.j,0.5326554545401316+0.j,0.4349010651255341+0.j,0.21635552922901707+0.j,0.0809395350673035+0.j,0.024824340237239197+0.j,0.006543287975510581+0.j,0.0015268400008148749+0.j,0.00032188017425738855+0.j,0.00006221648184802669+0.j,0.000011150120437083993+0.j,1.8690070108647885e-6+0.j,2.95081906069941e-7+0.j,4.413320620180595e-8+0.j,6.282805646843469e-9+0.j,8.547886255856513e-10+0.j,1.1152661995098628e-10+0.j,1.3996106952108303e-11+0.j,1.6938448033962222e-12+0.j,1.9813907680262711e-13+0.j,2.244790793579333e-14+0.j,2.4675984337171213e-15+0.j,2.6361412366423475e-16+0.j,2.7408917469495315e-17+0.j,2.7772685460658582e-18+0.j,2.7457983801754572e-19+0.j,2.651679282898383e-20+0.j,2.5038717122389206e-21+0.j,2.3138970528055736e-22+0.j,2.0945368659871412e-23+0.j,1.8586067829103096e-24+0.j,1.617936164359235e-25+0.j,1.3826309130263046e-26+0.j,1.160643528631771e-27+0.j,9.576301499303705e-29+0.j,7.770436721566306e-30+0.j,6.203961966061858e-31+0.j,4.8762140703085043e-32+0.j,3.774746520484694e-33+0.j,2.8792163910262085e-34+0.j,2.1648207750227365e-35+0.j,1.605095018363935e-36+0.j,1.174010180690081e-37+0.j,8.473995892168581e-39+0.j,6.038029893347794e-40+0.j,4.248456658803194e-41+0.j,2.9527575679150336e-42+0.j,2.0277326384911125e-43+0.j,1.3762579229168142e-44+0.j,9.234424404523585e-46+0.j,6.127034497320635e-47+0.j,4.020927965722682e-48+0.j,2.6105879680750336e-49+0.j,1.6771925825891495e-50+0.j,1.0664800121691789e-51+0.j,6.7133096413369505e-53+0.j,4.184276373329771e-54+0.j,2.582772097664441e-55+0.j,1.579112628587351e-56+0.j,9.564841721458742e-58+0.j,5.740553298677853e-59+0.j,3.41438141230192e-60+0.j,2.0128953448392635e-61+0.j,1.1763795628843094e-62+0.j,6.816396915373949e-64+0.j,3.916564622666416e-65+0.j,2.2318172949651735e-66+0.j,1.2614582317925166e-67+0.j,7.073008175572346e-69+0.j,3.934657261253388e-70+0.j,2.1718702313724903e-71+0.j,1.1896966044277126e-72+0.j,6.467904629577581e-74+0.j,3.4903118409437626e-75+0.j,1.869755867737425e-76+0.j,9.944228945703747e-78+0.j,5.251302909858013e-79+0.j,2.753694529241271e-80+0.j,1.4340325417306529e-81+0.j,7.417157450268606e-83+0.j,3.8105779466739498e-84+0.j,1.9447224882171312e-85+0.j,9.859966410953546e-87+0.j,4.966847947158478e-88+0.j,2.48604862345763e-89+0.j,1.2365067772217773e-90+0.j,6.111889029242033e-92+0.j,3.0024765133863964e-93+0.j,1.4660247522924696e-94+0.j,7.115281249982825e-96+0.j,3.432912562214831e-97+0.j,1.646582203507164e-98+0.j,7.852058186675969e-100+0.j,3.722989082882882e-101+0.j
-0.00004283044492091938+0.j,0.0006576269979677413+0.j,-0.00606018613989403+0.j,0.03739295782896651+0.j,-0.1552408017797494+0.j,0.40582295525402773+0.j,-0.5326554545401316+0.j,-0.01058728867644358+0.j,0.4965949041996254+0.j,0.45689598360381223+0.j,0.24503847219821467+0.j,0.09730546785897558+0.j,0.03140681354691253+0.j,0.008661281523401928+0.j,0.002105368976130788+0.j,0.00046076424060141575+0.j,0.00009219504414315665+0.j,0.000017063184261957698+0.j,2.9476581532833464e-6+0.j,4.787585989309225e-7+0.j,7.354648250005017e-8+0.j,1.0738977615451364e-8+0.j,1.496699662380116e-9+0.j,1.998150824011109e-10+0.j,2.563206720012162e-11+0.j,3.1678812326413284e-12+0.j,3.781035823820258e-13+0.j,4.367353977505565e-14+0.j,4.891046471789758e-15+0.j,5.319699683053096e-16+0.j,5.627670977364817e-17+0.j,5.798544538111669e-18+0.j,5.826353252389979e-19+0.j,5.715498569133796e-20+0.j,5.4795110752679075e-21+0.j,5.138951559455633e-22+0.j,4.718834977032283e-23+0.j,4.245966248240752e-24+0.j,3.7465207213081196e-25+0.j,3.2441059638454975e-26+0.j,2.7584302017830865e-27+0.j,2.3045979215016484e-28+0.j,1.8929700380178548e-29+0.j,1.5294720792600455e-30+0.j,1.2162095773174316e-31+0.j,9.52250780073109e-33+0.j,7.3445563279201265e-34+0.j,5.582588024203201e-35+0.j,4.183462925330835e-36+0.j,3.091946629295931e-37+0.j,2.2546581044150692e-38+0.j,1.622673428113632e-39+0.j,1.1529887884465145e-40+0.j,8.090914636689873e-42+0.j,5.608897175569323e-43+0.j,3.842266998237604e-44+0.j,2.601628019099474e-45+0.j,1.7416573927349155e-46+0.j,1.1530485222461426e-47+0.j,7.550969709653135e-49+0.j,4.89245556158495e-50+0.j,3.1370021648975187e-51+0.j,1.9909370104816345e-52+0.j,1.2509572556802807e-53+0.j,7.783121599036773e-55+0.j,4.795926915293814e-56+0.j,2.9273639404610527e-57+0.j,1.770278174765408e-58+0.j,1.0608146048391747e-59+0.j,6.300001618871968e-61+0.j,3.708622631889178e-62+0.j,2.1643165338968867e-63+0.j,1.2523572369092484e-64+0.j,7.186147214599326e-66+0.j,4.0896257044160324e-67+0.j,2.3085955734540412e-68+0.j,1.2928391312371298e-69+0.j,7.183353475684467e-71+0.j,3.9604840083785605e-72+0.j,2.166996314581321e-73+0.j,1.1768092725185423e-74+0.j,6.343656912206567e-76+0.j,3.3947306509089805e-77+0.j,1.8036323464284825e-78+0.j,9.51506032493076e-80+0.j,4.984693872520465e-81+0.j,2.593404617772301e-82+0.j,1.3401309299218011e-83+0.j,6.878735389730617e-85+0.j,3.507459260297452e-86+0.j,1.7767919666620882e-87+0.j,8.942866627911952e-89+0.j,4.472481487348494e-90+0.j,2.2227289188352333e-91+0.j,1.0978026612216828e-92+0.j,5.38883338590408e-94+0.j,2.629238677392625e-95+0.j,1.275150285515378e-96+0.j,6.147795747614154e-98+0.j,2.946687450451927e-99+0.j
6.710000265862645e-6+0.j,-0.00011816950072657485+0.j,0.0012782281194704513+0.j,-0.009569231282642561+0.j,0.05076150049432899+0.j,-0.186306585737061+0.j,0.4349010651255341+0.j,-0.4965949041996254+0.j,-0.08838596542047195+0.j,0.4551391619516916+0.j,0.4724364663183497+0.j,0.27208878812717097+0.j,0.11425404729034212+0.j,0.038679075461300706+0.j,0.011127962385263802+0.j,0.0028107099081565697+0.j,0.000637175369088181+0.j,0.0001317230255775797+0.j,0.000025132983688501236+0.j,4.467641933966191e-6+0.j,7.45461705222989e-7+0.j,1.1747650653248367e-7+0.j,1.7574100335466897e-8+0.j,2.5064738655207496e-9+0.j,3.420742458134696e-10+0.j,4.481522754081247e-11+0.j,5.651743788788051e-12+0.j,6.877785519624211e-13+0.j,8.093945914178112e-14+0.j,9.228934359608764e-15+0.j,1.0213388644693561e-15+0.j,1.0987238923961156e-16+0.j,1.1505810939970554e-17+0.j,1.1743837955866675e-18+0.j,1.1696957793100002e-19+0.j,1.1380710696062839e-20+0.j,1.0827435205286076e-21+0.j,1.0081719219413724e-22+0.j,9.195174304560952e-24+0.j,8.22127022449084e-25+0.j,7.210826716762286e-26+0.j,6.208557149005907e-27+0.j,5.250841134482563e-28+0.j,4.3647091267508194e-29+0.j,3.5678763141706944e-30+0.j,2.869575915263605e-31+0.j,2.2719108592392363e-32+0.j,1.7714569680089624e-33+0.j,1.3608952188129489e-34+0.j,1.0305102756424723e-35+0.j,7.694544137276475e-37+0.j,5.66731117061827e-38+0.j,4.1189585227108365e-39+0.j,2.9550109585150703e-40+0.j,2.0932941469113005e-41+0.j,1.464645787118125e-42+0.j,1.0124924733342778e-43+0.j,6.917160937742236e-45+0.j,4.6714918985465536e-46+0.j,3.119498576856265e-47+0.j,2.0602534908557124e-48+0.j,1.3460588870037276e-49+0.j,8.701853561146816e-51+0.j,5.56745509873116e-52+0.j,3.5260480634485026e-53+0.j,2.21101749068948e-54+0.j,1.3729389973915886e-55+0.j,8.443937949178764e-57+0.j,5.1445842645093694e-58+0.j,3.105567641645397e-59+0.j,1.857755524077053e-60+0.j,1.101442766424763e-61+0.j,6.473329638815828e-63+0.j,3.771814392363436e-64+0.j,2.1791743685690265e-65+0.j,1.2485702825117463e-66+0.j,7.0953152705904414e-68+0.j,3.9996741757742715e-69+0.j,2.2367967406240402e-70+0.j,1.2411678922864643e-71+0.j,6.834207639040414e-73+0.j,3.734645931812011e-74+0.j,2.0256428365288845e-75+0.j,1.090625474025972e-76+0.j,5.829530076703562e-78+0.j,3.0937209736710924e-79+0.j,1.6302782432368586e-80+0.j,8.531344043192075e-82+0.j,4.433934944112253e-83+0.j,2.288849483548836e-84+0.j,1.1736540020368383e-85+0.j,5.978548255208023e-87+0.j,3.025666842932652e-88+0.j,1.521430657049899e-89+0.j,7.601932223987562e-91+0.j,3.774598974280737e-92+0.j,1.8626275660759158e-93+0.j,9.135287244528144e-95+0.j,4.453394600149024e-96+0.j,2.158062448409037e-97+0.j
