0.7803439674041516+0.j,0.-0.549597616443668j,-0.27370870252695095+0.j,0.+0.11129784152008286j,0.039193631891743914+0.j,0.-0.012344948157526021j,-0.0035495427287163747+0.j,0.+0.0009448919558358781j,0.00023528591056626218+0.j,0.-0.00005523742564455669j,-0.000012302466559045975+0.j,0.+2.6124898622537993e-6j,5.311568101005408e-7+0.j,0.-1.0375519265185763e-7j,-1.9530105374284868e-8+0.j,0.+3.5515482582925262e-9j,6.253404072358591e-10+0.j,0.-1.068195624427549e-10j,-1.773263624509669e-11+0.j,0.+2.8652021481958993e-12j,4.512311091506838e-13+0.j,0.-6.935026890138673e-14j,-1.0413472444937385e-14+0.j,0.+1.5292920026108315e-15j,2.1985865143719014e-16+0.j,0.-3.096936628762774e-17j,-4.277641730978455e-18+0.j,0.+5.798041093307372e-19j,7.717222762737665e-20+0.j,0.-1.009301226272907e-20j,-1.2978333705906222e-21+0.j,0.+1.6417115480584568e-22j,2.0439987560819747e-23+0.j,0.-2.5060078117987695e-24j,-3.0269254520500023e-25+0.j,0.+3.603516095469289e-26j,4.229937778751767e-27+0.j,0.-4.897696623614734e-28j,-5.595756980989608e-29+0.j,0.+6.310812904289712e-30j,7.027713892299263e-31+0.j,0.-7.730025157514323e-32j,-8.400691287983213e-33+0.j,0.+9.022763225709658e-34j,9.580142869541214e-35+0.j,0.-1.0058297854171862e-35j,-1.044490127835587e-36+0.j,0.+1.0730357063496618e-37j,1.090818056643054e-38+0.j,0.-1.0975215123934032e-39j,-1.093167729134097e-40+0.j,0.+1.0781035542263223e-41j,1.052973809619701e-42+0.j,0.-1.018681449607406e-43j,-9.763381982093899e-45+0.j,0.+9.272091301623847e-46j,8.726547343433759e-47+0.j,0.-8.140738128409809e-48j,-7.528501668952449e-49+0.j,0.+6.9030545992246635e-50j,6.276599913038634e-51+0.j,0.-5.6600242537667515e-52j,-5.062688546391344e-53+0.j,0.+4.492309806262034e-54j,3.954927033749663e-55+0.j,0.-3.4549404032719553e-56j,-2.995210543156422e-57+0.j,0.+2.577203530777158e-58j,2.2011671587032544e-59+0.j,0.-1.8663248658735006e-60j,-1.5710752450203903e-61+0.j,0.+1.3131869992366597e-62j,1.089981406342721e-63+0.j,0.-8.984965682291825e-65j,-7.356298204375813e-66+0.j,0.+5.982565436657756e-67j,4.833251836870569e-68+0.j,0.-3.879295166527493e-69j,-3.0936009127226707e-70+0.j,0.+2.4513736006670013e-71j,1.9302931722778099e-72+0.j,0.-1.510565384320178e-73j,-1.1748741958310432e-74+0.j,0.+9.082618701224547e-76j,6.979594674270715e-77+0.j,0.-5.331869397498277e-78j,-4.049384727601015e-79+0.j,0.+3.0576528581209804e-80j,2.2956496267882844e-81+0.j,0.-1.7138364079941818e-82j,-1.2723508171614556e-83+0.j,0.+9.393878530238556e-85j,6.89778716261719e-86+0.j,0.-5.037639419365328e-87j,-3.6595013784097574e-88+0.j,0.+2.644349627614173e-89j,1.9008245059254149e-90+0.j,0.-1.3592987529637908e-91j,-9.670760854035317e-93+0.j,0.+6.845446959813526e-94j
0.-0.549597616443668j,0.3932614081509943+0.j,0.-0.5844748867370291j,-0.39569011546694716+0.j,0.+0.19499153978122682j,0.07894505668948174+0.j,0.-0.027738874756082905j,-0.008725718276664919+0.j,0.+0.0025068457609070086j,0.0006669539165341461+0.j,0.-0.00016601142847929039j,-0.00003896268440848947+0.j,0.+8.675835684162474e-6j,1.8420381510912262e-6+0.j,0.-3.744612957443575e-7j,-7.31384112353378e-8+0.j,0.+1.3765764694336364e-8j,2.5031113469768733e-9+0.j,0.-4.407078951831117e-10j,-7.527680252769585e-11+0.j,0.+1.2495770688582723e-11j,2.0189571983316612e-12+0.j,0.-3.179473674085876e-13j,-4.886417639546384e-14+0.j,0.+7.337123316793027e-15j,1.0774814785275338e-15+0.j,0.-1.5490065249682207e-16j,-2.1818921399048803e-17+0.j,0.+3.013682430409647e-18j,4.084766381775703e-19+0.j,0.-5.436763858959698e-20j,-7.11040435917303e-21+0.j,0.+9.142963758399237e-22j,1.1565380336756886e-22+0.j,0.-1.4399224111500432e-23j,-1.7653736205097472e-24+0.j,0.+2.1323181317746824e-25j,2.538476139917587e-26+0.j,0.-2.979731950934903e-27j,-3.4501019492930434e-28+0.j,0.+3.9418122215054744e-29j,4.445489813827716e-30+0.j,0.-4.95046264863006e-31j,-5.445154189586418e-32+0.j,0.+5.917550925159496e-33j,6.355714440025244e-34+0.j,0.-6.748305889789099e-35j,-7.08508945813273e-36+0.j,0.+7.357382941065236e-37j,7.558427765076806e-38+0.j,0.-7.68365704540434e-39j,-7.730848076757778e-40+0.j,0.+7.700154161092725e-41j,7.594019132505799e-42+0.j,0.-7.416985616447114e-43j,-7.175414367796958e-44+0.j,0.+6.877136556862315e-45j,6.531063402909879e-46+0.j,0.-6.14677808154024e-47j,-5.734133524361633e-48+0.j,0.+5.3028768975578725e-49j,4.862317594182645e-50+0.j,0.-4.4210509504468654e-51j,-3.9867450414679686e-52+0.j,0.+3.565993224973419e-53j,3.1642309066978646e-54+0.j,0.-2.7857115321266234e-55j,-2.433534202786697e-56+0.j,0.+2.1097136165549703e-57j,1.8152822061137412e-58+0.j,0.-1.5504143014671946e-59j,-1.3145627330216546e-60+0.j,0.+1.106599360507401e-61j,9.24952394820317e-63+0.j,0.-7.677349194749602e-64j,-6.328605810152091e-65+0.j,0.+5.181438955367594e-66j,4.213839330906653e-67+0.j,0.-3.404312438915087e-68j,-2.7323875691875215e-69+0.j,0.+2.1789801152769966e-70j,1.7266249167179767e-71+0.j,0.-1.3596004736955024e-72j,-1.0639644283139993e-73+0.j,0.+8.275200134405721e-75j,6.397315890227122e-76+0.j,0.-4.9160523788003155e-77j,-3.755479526235229e-78+0.j,0.+2.852164330423551e-79j,2.153640946798317e-80+0.j,0.-1.6169267868716342e-81j,-1.2071291974220456e-82+0.j,0.+8.961710521077507e-84j,6.616504859753602e-85+0.j,0.-4.8583986964406855e-86j,-3.548216533470056e-87+0.j,0.+2.577535375541265e-88j,1.8625214616920978e-89+0.j,0.-1.3388259785043524e-90j,-9.574072954768321e-92+0.j
-0.27370870252695095+0.j,0.-0.5844748867370291j,0.10218324819908349+0.j,0.-0.5187723983520087j,-0.4624813161053772+0.j,0.+0.2689927512192615j,0.1229224308037785+0.j,0.-0.0475491308035936j,-0.016202985904848245+0.j,0.+0.0049856688299052985j,0.0014086778582619902+0.j,0.-0.0003699272490039847j,-0.00009111798615359028+0.j,0.+0.00002120176226128342j,4.687086934959636e-6+0.j,0.-9.890803545618055e-7j,-2.0001108771554575e-7+0.j,0.+3.888716501563488e-8j,7.289854220467657e-9+0.j,0.-1.3208638675162465e-9j,-2.318230504976156e-10+0.j,0.+3.948545075437667e-11j,6.5377804473009895e-12+0.j,0.-1.053876813528795e-12j,-1.6561646361688806e-13+0.j,0.+2.5404044662262376e-14j,3.807771632420892e-15+0.j,0.-5.582751554524138e-16j,-8.013806473196249e-17+0.j,0.+1.1272332680147717e-17j,1.5549472337979485e-18+0.j,0.-2.1050450820643617e-19j,-2.798628272040347e-20+0.j,0.+3.656291928450296e-21j,4.696817955393423e-22+0.j,0.-5.935709087628721e-23j,-7.383652980838108e-24+0.j,0.+9.045026761134347e-25j,1.0916565385294099e-25+0.j,0.-1.2986319235169695e-26j,-1.5233016208037602e-27+0.j,0.+1.7625921159058257e-28j,2.012525234578024e-29+0.j,0.-2.2683173305670975e-30j,-2.5245333202670837e-31+0.j,0.+2.775288354977875e-32j,3.0144858870627733e-33+0.j,0.-3.2360777360901366e-34j,-3.4343298070298444e-35+0.j,0.+3.604076538266278e-36j,3.7409479996882205e-37+0.j,0.-3.8415557117460174e-38j,-3.903626478786137e-39+0.j,0.+3.926077492340481e-40j,3.909030276314532e-41+0.j,0.-3.853765320380359e-42j,-3.7626231167754956e-43+0.j,0.+3.638860482487719e-44j,3.486473307618456e-45+0.j,0.-3.309998118101806e-46j,-3.114305075071586e-47+0.j,0.+2.90439434238645e-48j,2.6852062972549986e-49+0.j,0.-2.461454042250885e-50j,-2.2374843269237517e-51+0.j,0.+2.0171705273596973e-52j,1.8038389630179564e-53+0.j,0.-1.6002277149052275e-54j,-1.408475364364876e-55+0.j,0.+1.2301357653374384e-56j,1.0662141163839356e-57+0.j,0.-9.172191935739484e-59j,-7.83226591982372e-60+0.j,0.+6.639481314683001e-61j,5.588031300811966e-62+0.j,0.-4.669879522482875e-63j,-3.875410204605524e-64+0.j,0.+3.194012705861679e-65j,2.614587779739386e-66+0.j,0.-2.1259694491358964e-67j,-1.7172619524472396e-68+0.j,0.+1.3780955763810786e-69j,1.0988083501022223e-70+0.j,0.-8.705626177827003e-72j,-6.854065706966662e-73+0.j,0.+5.36291077081964e-74j,4.170517813181141e-75+0.j,0.-3.223656321593028e-76j,-2.4768990492051878e-77+0.j,0.+1.8919054295140732e-78j,1.436653704035843e-79+0.j,0.-1.0846650439876159e-80j,-8.142517748651074e-82+0.j,0.+6.0781205316380016e-83j,4.511851569018501e-84+0.j,0.-3.330749519281836e-85j,-2.4454399724336955e-86+0.j,0.+1.7857700105228686e-87j,1.297097448389336e-88+0.j,0.-9.371795237131042e-90j
0.+0.11129784152008286j,-0.39569011546694716+0.j,0.-0.5187723983520087j,-0.10876455011248072+0.j,0.-0.41096854464032656j,-0.487680611841607+0.j,0.+0.33042939630584744j,0.16843226854354038+0.j,0.-0.07105880472402414j,-0.02603707828324546+0.j,0.+0.008529735286191704j,0.0025469896614884564+0.j,0.-0.0007028033005526996j,-0.0001810559665492698+0.j,0.+0.00004389513664787772j,0.000010078456444395083+0.j,0.-2.202852967049797e-6j,-4.603089813289253e-7+0.j,0.+9.228944715089335e-8j,1.780862951658766e-8+0.j,0.-3.316189911940263e-9j,-5.972902182935501e-10+0.j,0.+1.0426865629343241e-10j,1.7673757692981314e-11+0.j,0.-2.9134693415066227e-12j,-4.677635330367421e-13+0.j,0.+7.323913288499429e-14j,1.1196304140196818e-14+0.j,0.-1.6729723271429614e-15j,-2.445757136569432e-16+0.j,0.+3.5013959483186027e-17j,4.912858829071746e-18+0.j,0.-6.7612481629585965e-19j,-9.133324545757014e-20+0.j,0.+1.2117926650474184e-20j,1.5801324421617047e-21+0.j,0.-2.0261658841614263e-22j,-2.556274024045915e-23+0.j,0.+3.1747587184130314e-24j,3.8832175106688602e-25+0.j,0.-4.6799914915540675e-26j,-5.559738673398851e-27+0.j,0.+6.5131807380453e-28j,7.52706125155399e-29+0.j,0.-8.584339209414e-30j,-9.664624288730616e-31+0.j,0.+1.074484107162672e-31j,1.1800090638880673e-32+0.j,0.-1.2804661203208273e-33j,-1.3733126537890994e-34+0.j,0.+1.4561463134525747e-35j,1.5268115023369863e-36+0.j,0.-1.5834939124947638e-37j,-1.6247973377661803e-38+0.j,0.+1.6497983680370453e-39j,1.6580762488294802e-40+0.j,0.-1.649717007662514e-41j,-1.6252927381170136e-42+0.j,0.+1.585818542719227e-43j,1.5326909442521576e-44+0.j,0.-1.467612498109475e-45j,-1.3925078351086551e-46+0.j,0.+1.3094364365357216e-47j,1.2205071303161914e-48+0.j,0.-1.12779866742297e-49j,-1.0332898781824937e-50+0.j,0.+9.388019144313959e-52j,8.45954049097632e-53+0.j,0.-7.561335132051928e-54j,-6.704789689103046e-55+0.j,0.+5.898764938051496e-56j,5.149664137025799e-57+0.j,0.-4.461589764088925e-58j,-3.8365669896404823e-59+0.j,0.+3.274812240318536e-60j,2.775026575297558e-61+0.j,0.-2.3346959477799527e-62j,-1.9503834132758628e-63+0.j,0.+1.6180016444465e-64j,1.33305743732734e-65+0.j,0.-1.0908630211199838e-66j,-8.867117519448106e-68+0.j,0.+7.16018080039595e-69j,5.7442348512077344e-70+0.j,0.-4.5787137695236525e-71j,-3.6265479328730215e-72+0.j,0.+2.854411545053003e-73j,2.232784260459541e-74+0.j,0.-1.7358687324266027e-75j,-1.3414024326253467e-76+0.j,0.+1.0303974326807363e-77j,7.868366022369368e-79+0.j,0.-5.973493202817969e-80j,-4.508846625826599e-81+0.j,0.+3.3839535304482094e-82j,2.5254169160143444e-83+0.j,0.-1.8742125939763718e-84j,-1.3832745756368287e-85+0.j,0.+1.015378203738991e-86j,7.413149132336396e-88+0.j
0.039193631891743914+0.j,0.+0.19499153978122682j,-0.4624813161053772+0.j,0.-0.41096854464032656j,-0.25348748128282356+0.j,0.-0.2877396487221059j,-0.4809233283387996+0.j,0.+0.37780343408228384j,0.21317577850143374+0.j,0.-0.09741922727625334j,-0.03816448178054894+0.j,0.+0.013248041123581475j,0.004164022705240306+0.j,0.-0.0012032376519363244j,-0.00032326698670239726+0.j,0.+0.00008145342938769968j,0.000019381176296570573+0.j,0.-4.379199521473415e-6j,-9.439629971681979e-7+0.j,0.+1.9486886243780367e-7j,3.865350701751946e-8+0.j,0.-7.388009374223595e-9j,-1.3640514283482595e-9+0.j,0.+2.4380362519779154e-10j,4.226570741757849e-11+0.j,0.-7.118950017933342e-12j,-1.1667764668744907e-12+0.j,0.+1.8633806062765796e-13j,2.903349769493913e-14+0.j,0.-4.418488298998484e-15j,-6.57467980591114e-16+0.j,0.+9.574467038762144e-17j,1.3657565228867328e-17+0.j,0.-1.9098576000569025e-18j,-2.620125419003823e-19+0.j,0.+3.528886541832221e-20j,4.669045718286054e-21+0.j,0.-6.072323547626737e-22j,-7.76716628966565e-23+0.j,0.+9.776433077867732e-24j,1.2115005675308026e-24+0.j,0.-1.4787496793337917e-25j,-1.7786250119264524e-26+0.j,0.+2.1089825025713642e-27j,2.466213969200895e-28+0.j,0.-2.845240843461216e-29j,-3.23959550297566e-30+0.j,0.+3.6415918341365396e-31j,4.042579578067141e-32+0.j,0.-4.4332700963300796e-33j,-4.804115131580777e-34+0.j,0.+5.145715539381625e-35j,5.449234283507927e-36+0.j,0.-5.7067874661274656e-37j,-5.91178882612261e-38+0.j,0.+6.059226780914191e-39j,6.145858316063144e-40+0.j,0.-6.170310311027769e-41j,-6.13308562386151e-42+0.j,0.+6.036477832967686e-43j,5.884404399942356e-44+0.j,0.-5.682172734082197e-45j,-5.4361969108992405e-46+0.j,0.+5.153684488114112e-47j,4.842312992899358e-48+0.j,0.-4.5099143793604514e-49j,-4.164183335501076e-50+0.j,0.+3.812422080697819e-51j,3.461330591280951e-52+0.j,0.-3.1168473668461093e-53j,-2.784042207455816e-54+0.j,0.+2.4670592550992934e-55j,2.1691059320357223e-56+0.j,0.-1.8924814786310787e-57j,-1.638637577838765e-58+0.j,0.+1.4082630160996827e-59j,1.2013843886082762e-60+0.j,0.-1.0174753976696794e-61j,-8.555681882928129e-63+0.j,0.+7.143612857851701e-64j,5.9231992591893045e-65+0.j,0.-4.877657963414946e-66j,-3.989543571093873e-67+0.j,0.+3.241389206741978e-68j,2.616215121081569e-69+0.j,0.-2.09791183761473e-70j,-1.6715092641214323e-71+0.j,0.+1.3233461534782872e-72j,1.0411557714845108e-73+0.j,0.-8.140838831146374e-75j,-6.326544883584995e-76+0.j,0.+4.88697400084385e-77j,3.7525000723290927e-78+0.j,0.-2.864436170867934e-79j,-2.1738278749699875e-80+0.j,0.+1.6402416790036822e-81j,1.2305965104214634e-82+0.j,0.-9.180714529465466e-84j,-6.81110319679129e-85+0.j,0.+5.025337313882984e-86j
0.-0.012344948157526021j,0.07894505668948174+0.j,0.+0.2689927512192615j,-0.487680611841607+0.j,0.-0.2877396487221059j,-0.34411779225146316+0.j,0.-0.16372497767709557j,-0.4500381560107385+0.j,0.+0.4107430622153194j,0.255320862187121+0.j,0.-0.12575079911444836j,-0.05243429498052024+0.j,0.+0.01921222102206599j,0.006335297112113363+0.j,0.-0.0019115812172119863j,-0.0005342591887189881+0.j,0.+0.00013960377074548856j,0.00003435779231055236+0.j,0.-8.011623735401782e-6j,-1.778744148940624e-6+0.j,0.+3.775629016401407e-7j,7.688909086537718e-8+0.j,0.-1.5067579404101652e-8j,-2.848772749931841e-9+0.j,0.+5.208344105201289e-10j,9.22667156175001e-11+0.j,0.-1.586620027446563e-11j,-2.652651978334382e-12+0.j,0.+4.318115563101622e-13j,6.853021578323829e-14+0.j,0.-1.061595689775693e-14j,-1.6069250532401767e-15+0.j,0.+2.379152172047981e-16j,3.44853661854575e-17+0.j,0.-4.897772345102456e-18j,-6.821049753305746e-19+0.j,0.+9.321933750202767e-20j,1.2509915540583817e-20+0.j,0.-1.649559575247428e-21j,-2.138458335236822e-22+0.j,0.+2.727033815102227e-23j,3.4226329999610695e-24+0.j,0.-4.229801801720327e-25j,-5.149525096772843e-26+0.j,0.+6.178573979054189e-27j,7.3090244136045925e-28+0.j,0.-8.528004156286737e-29j,-9.817711306935957e-30+0.j,0.+1.1155729152816192e-30j,1.2515639659632763e-31+0.j,0.-1.3867914180330927e-32j,-1.5181037014018721e-33+0.j,0.+1.6422797652606466e-34j,1.7561672880939518e-35+0.j,0.-1.856821178419499e-36j,-1.941633590160943e-37+0.j,0.+2.0084473220548428e-38j,2.0556457666177497e-39+0.j,0.-2.0822143825916004e-40j,-2.0877708032497002e-41+0.j,0.+2.0725629574955936e-42j,2.037436768464654e-43+0.j,0.-1.983776924494509e-44j,-1.913425747622599e-45+0.j,0.+1.828586222252858e-46j,1.7317157519573673e-47+0.j,0.-1.625417197826572e-48j,-1.512333274141363e-49+0.j,0.+1.395049526817434e-50j,1.2760100082264666e-51+0.j,0.-1.1574485073333323e-52j,-1.0413369108544872e-53+0.j,0.+9.293510593889465e-55j,8.22853401239708e-56+0.j,0.-7.228908903242565e-57j,-6.302059522404528e-58+0.j,0.+5.452579598201948e-59j,4.682525022205209e-60+0.j,0.-3.9917577071771565e-61j,-3.3783158119310685e-62+0.j,0.+2.838788646089395e-63j,2.3686783928344476e-64+0.j,0.-1.96273492681447e-65j,-1.6152541189337655e-66+0.j,0.+1.3203338451016897e-67j,1.072085265898402e-68+0.j,0.-8.647997075659484e-70j,-6.930736074615639e-71+0.j,0.+5.518954991379066e-72j,4.3669995421364787e-73+0.j,0.-3.4339384770956144e-74j,-2.683603625330367e-75+0.j,0.+2.0844589327576774e-76j,1.609345413531308e-77+0.j,0.-1.235142949968559e-78j,-9.423832791768466e-80+0.j,0.+7.148418432591963e-81j,5.391298579191077e-82+0.j,0.-4.043022427011556e-83j,-3.0149211218904165e-84+0.j
-0.0035495427287163747+0.j,0.-0.027738874756082905j,0.1229224308037785+0.j,0.+0.33042939630584744j,-0.4809233283387996+0.j,0.-0.16372497767709557j,-0.3911936322312926+0.j,0.-0.047443724537045706j,-0.4015583555121174+0.j,0.+0.42964305585025503j,0.2934606906508893+0.j,0.-0.15519095498076102j,-0.06862920151907582+0.j,0.+0.02645803576135254j,0.009127689274674711+0.j,0.-0.0028688597541665127j,-0.0008323013320656349+0.j,0.+0.00022510926658504189j,0.000057205859884677966+0.j,0.-0.000013745346650622249j,-3.1389669934845977e-6+0.j,0.+6.842475909895026e-7j,1.4289901892688235e-7+0.j,0.-2.8681555772905592e-8j,-5.54778999087843e-9+0.j,0.+1.0366193414135307e-9j,1.8750647649479167e-10+0.j,0.-3.289457644008725e-11j,-5.606224442303101e-12+0.j,0.+9.296264467466107e-13j,1.5018581510214112e-13+0.j,0.-2.366835237726017e-14j,-3.642626689964059e-15+0.j,0.+5.480450654009468e-16j,8.068333508476566e-17+0.j,0.-1.163311841331487e-17j,-1.6440057860853087e-18+0.j,0.+2.2789249866435267e-19j,3.100829920760323e-20+0.j,0.-4.144081142721797e-21j,-5.443065280751267e-22+0.j,0.+7.03023138991984e-23j,8.933816263102311e-24+0.j,0.-1.1175381899534572e-24j,-1.3767327357081499e-25+0.j,0.+1.6710565341478226e-26j,1.9992566514247474e-27+0.j,0.-2.358596845643063e-28j,-2.7447920302564815e-29+0.j,0.+3.152028932327091e-30j,3.5730795520574293e-31+0.j,0.-3.9995069902853657e-32j,-4.421955819792667e-33+0.j,0.+4.830512161435314e-34j,5.215112688172799e-35+0.j,0.-5.5659775111014085e-36j,-5.874039716834783e-37+0.j,0.+6.131344419003118e-38j,6.331392514857667e-39+0.j,0.-6.469408633408375e-40j,-6.542518571561256e-41+0.j,0.+6.549828260192111e-42j,6.49240334643833e-43+0.j,0.-6.373155198378258e-44j,-6.19664498670817e-45+0.j,0.+5.968822053492698e-46j,5.696715774932629e-47+0.j,0.-5.388101464173993e-48j,-5.051160600265213e-49+0.j,0.+4.694154003295232e-50j,4.3251237954741184e-51+0.j,0.-3.95163644424463e-52j,-3.5805752454016654e-53+0.j,0.+3.217986622266284e-54j,2.868980894429222e-55+0.j,0.-2.5376849423841946e-56j,-2.2272416211533813e-57+0.j,0.+1.9398489371153077e-58j,1.6768309063802488e-59+0.j,0.-1.4387316093295607e-60j,-1.225424149214328e-61+0.j,0.+1.0362268900084778e-62j,8.700203548625396e-64+0.j,0.-7.253593776994082e-65j,-6.00576394887691e-66+0.j,0.+4.938730389410839e-67j,4.033983724794586e-68+0.j,0.-3.2731312331916067e-69j,-2.6384011874912907e-70+0.j,0.+2.113017573185482e-71j,1.6814580472539216e-72+0.j,0.-1.3296107367015749e-73j,-1.0448467071276462e-74+0.j,0.+8.160249518922075e-76j,6.3344585957363416e-77+0.j,0.-4.88767594820117e-78j,-3.7489792704332105e-79+0.j,0.+2.8587197296076338e-80j,2.167242478504112e-81+0.j,0.-1.6336146712156997e-82j
0.+0.0009448919558358781j,-0.008725718276664919+0.j,0.-0.0475491308035936j,0.16843226854354038+0.j,0.+0.37780343408228384j,-0.4500381560107385+0.j,0.-0.047443724537045706j,-0.4038232009098922+0.j,0.+0.056175775755589456j,-0.3409529495938885+0.j,0.+0.43540213193647415j,0.32656045104893466+0.j,0.-0.18492349205367073j,-0.0864826801404673+0.j,0.+0.034987512655644336j,0.01259787550147785+0.j,0.-0.004115748782656353j,-0.0012371236260647841+0.j,0.+0.00034574963368802465j,0.00009058814016573824+0.j,0.-0.000022398280139699928j,-5.254702897599886e-6+0.j,0.+1.175001461128661e-6j,2.5139140897838473e-7+0.j,0.-5.1631094205077103e-8j,-1.0208388457514484e-8+0.j,0.+1.947908365479653e-9j,3.5949883899113935e-10+0.j,0.-6.429677011906938e-11j,-1.116344719067643e-11+0.j,0.+1.8845299621136863e-12j,3.097530610174439e-13+0.j,0.-4.9635395000075926e-14j,-7.763128770911549e-15+0.j,0.+1.1863545095474948e-15j,1.7731667371387303e-16+0.j,0.-2.5943796777898316e-17j,-3.7190160957305056e-18+0.j,0.+5.2271901178793e-19j,7.208843934625014e-20+0.j,0.-9.761353720060687e-21j,-1.2985907881518283e-21+0.j,0.+1.6982660563495528e-22j,2.184478435137048e-23+0.j,0.-2.7651677513265462e-24j,-3.4461708893686304e-25+0.j,0.+4.2304992135101066e-26j,5.1176755034143904e-27+0.j,0.-6.103189682357165e-28j,-7.178129775555615e-29+0.j,0.+8.329035921714364e-30j,9.538011305334203e-31+0.j,0.-1.0783105661375093e-31j,-1.2038966151845863e-32+0.j,0.+1.3277728913106661e-33j,1.4470104541441261e-34+0.j,0.-1.5586594221631348e-35j,-1.6598761753788993e-36+0.j,0.+1.7480481501487014e-37j,1.8209083716368587e-38+0.j,0.-1.8766326548890956e-39j,-1.9139137452311348e-40+0.j,0.+1.9320084235068805e-41j,1.9307555986934636e-42+0.j,0.-1.9105654635449645e-43j,-1.8723817190502079e-44+0.j,0.+1.8176205264224676e-45j,1.7480911051686567e-46+0.j,0.-1.6659036928682609e-47j,-1.5733708953985053e-48+0.j,0.+1.4729083093989738e-49j,1.366939753308577e-50+0.j,0.-1.2578115879706325e-51j,-1.1477195464814015e-52+0.j,0.+1.0386503330953251e-53j,9.323390932280399e-55+0.j,0.-8.30242786664359e-56j,-7.335285794928862e-57+0.j,0.+6.430756498249825e-58j,5.594882981230523e-59+0.j,0.-4.8311796462005144e-60j,-4.1409166676497014e-61+0.j,0.+3.5234444958189476e-62j,2.976536545644985e-63+0.j,0.-2.496731185922339e-64j,-2.0796577461527055e-65+0.j,0.+1.7203350562944576e-66j,1.4134347372510828e-67+0.j,0.-1.1535048459431871e-68j,-9.351523978131427e-70+0.j,0.+7.531856578880468e-71j,6.027188831202134e-72+0.j,0.-4.792434338360678e-73j,-3.786699044922708e-74+0.j,0.+2.973462286371916e-75j,2.3205667551819674e-76+0.j,0.-1.80006363190689e-77j,-1.387954470775557e-78+0.j,0.+1.0638657573446616e-79j,8.106859679898699e-81+0.j
0.00023528591056626218+0.j,0.+0.0025068457609070086j,-0.016202985904848245+0.j,0.-0.07105880472402414j,0.21317577850143374+0.j,0.+0.4107430622153194j,-0.4015583555121174+0.j,0.+0.056175775755589456j,-0.38983496821430574+0.j,0.+0.14448351184237362j,-0.2727782549021746+0.j,0.+0.42923800264739936j,0.35390575891855675+0.j,0.-0.21419722112256567j,-0.1056936522106986+0.j,0.+0.044771649606180394j,0.016791230910173923+0.j,0.-0.0056916292777395745j,-0.001769590921213101+0.j,0.+0.0005102787748582467j,0.0001376550689890308+0.j,0.-0.00003498089694488378j,-8.421353867845186e-6+0.j,0.+1.929713370349118e-6j,4.2256612352856256e-7+0.j,0.-8.872976893942579e-8j,-1.79183887209343e-8+0.j,0.+3.489017987142554e-9j,6.565503157771689e-10+0.j,0.-1.1963761250268627e-10j,-2.1148658983631515e-11+0.j,0.+3.6325698664996994e-12j,6.071464982315682e-13+0.j,0.-9.887688054313762e-14j,-1.5708687870711276e-14+0.j,0.+2.4372851705585087e-15j,3.6968524726770577e-16+0.j,0.-5.4868178875012106e-17j,-7.97524630890735e-18+0.j,0.+1.1361817105828314e-18j,1.5876399297455678e-19+0.j,0.-2.1774844506542214e-20j,-2.9331570625945374e-21+0.j,0.+3.882872558170653e-22j,5.0542010759817046e-23+0.j,0.-6.472358650102727e-24j,-8.158284564249458e-25+0.j,0.+1.0126618560097084e-25j,1.2383719182525747e-26+0.j,0.-1.4925882472220788e-27j,-1.7737924556937052e-28+0.j,0.+2.0792280487049111e-29j,2.404874463557824e-30+0.j,0.-2.7454936702653018e-31j,-3.094752513875436e-32+0.j,0.+3.445418135038062e-33j,3.7896178976671953e-34+0.j,0.-4.119149865312748e-35j,-4.425825537479456e-36+0.j,0.+4.701823711567185e-37j,4.940033246533268e-38+0.j,0.-5.134363257550724e-39j,-5.280001764739747e-40+0.j,0.+5.373607780842327e-41j,5.413426846660433e-42+0.j,0.-5.399325620816284e-43j,-5.332746787511476e-44+0.j,0.+5.2165907771956743e-45j,5.0550351914901635e-46+0.j,0.-4.853306087326122e-47j,-4.6174172379011726e-48+0.j,0.+4.353894114617858e-49j,4.069498711267385e-50+0.j,0.-3.77096964510502e-51j,-3.464789474132337e-52+0.j,0.+3.1569881571717714e-53j,2.852988348967348e-54+0.j,0.-2.557495039156996e-55j,-2.27442913989358e-56+0.j,0.+2.0069021728234704e-57j,1.7572273094579668e-58+0.j,0.-1.5269607251056484e-59j,-1.316966525833229e-60+0.j,0.+1.1274983464203704e-61j,9.582910094686788e-63+0.j,0.-8.08656277860119e-64j,-6.775776145499862e-65+0.j,0.+5.637998792310619e-66j,4.659109464588641e-67+0.j,0.-3.824132469720983e-68j,-3.117841550537516e-69+0.j,0.+2.5252493131454274e-70j,2.031985618389322e-71+0.j,0.-1.6245730631818848e-72j,-1.2906108694063697e-73+0.j,0.+1.0188803248320474e-74j,7.993855971705809e-76+0.j,0.-6.233435083150531e-77j,-4.831349510617616e-78+0.j,0.+3.722292784958744e-79j
