0.5100745304675501+0.j,0.-0.5918616249620362j,-0.4856145918435893+0.j,0.+0.32532515424616454j,0.18874445098902026+0.j,0.-0.09794352582542372j,-0.04639665302712665+0.j,0.+0.02034811465799358j,0.008347678729011985+0.j,0.-0.0032287246942032054j,-0.0011847250163982569+0.j,0.+0.0004144839901326319j,0.00013883650768251128+0.j,0.-0.00004468055389856046j,-0.000013856102080867128+0.j,0.+4.151279629786447e-6j,1.2042275003934524e-6+0.j,0.-3.388992625287766e-7j,-9.268744590965408e-8+0.j,0.+2.4673494233066066e-8j,6.401801501863278e-9+0.j,0.-1.6209853892443202e-9j,-4.010091697795752e-10+0.j,0.+9.702349824289624e-11j,2.298041420051271e-11+0.j,0.-5.3330344797058625e-12j,-1.2135963490290543e-12+0.j,0.+2.7100601043966883e-13j,5.942736182077246e-14+0.j,0.-1.2804835266114993e-14j,-2.7126884108059963e-15+0.j,0.+5.653346553364795e-16j,1.1596239151502221e-16+0.j,0.-2.3423227528573468e-17j,-4.6611579755798485e-18+0.j,0.+9.142107921516948e-19j,1.7679974614192046e-19+0.j,0.-3.3726192829449945e-20j,-6.348367565975661e-21+0.j,0.+1.179549862566045e-21j,2.164077712757697e-22+0.j,0.-3.92163768889933e-23j,-7.021491367038326e-24+0.j,0.+1.24245790085849e-24j,2.1734111341940405e-25+0.j,0.-3.7594314859015527e-26j,-6.4317595828661255e-27+0.j,0.+1.0885977114935393e-27j,1.8231959271403474e-28+0.j,0.-3.022190566857874e-29j,-4.9593343332316406e-30+0.j,0.+8.057955095424107e-31j,1.2966110389948387e-31+0.j,0.-2.0666090345229873e-32j,-3.263232272864128e-33+0.j,0.+5.105675234036408e-34j,7.916727867248247e-35+0.j,0.-1.216731726334573e-35j,-1.8538192150862148e-36+0.j,0.+2.8004506073246325e-37j,4.1950663659090884e-38+0.j,0.-6.232473806462376e-39j,-9.184407845684676e-40+0.j,0.+1.342664263594625e-40j,1.947439553836245e-41+0.j,0.-2.8028112496753457e-42j,-4.0032105070331595e-43+0.j,0.+5.674891600634248e-44j,7.985270963158239e-45+0.j,0.-1.1154539761493518e-45j,-1.5469959602534993e-46+0.j,0.+2.1303283599688134e-47j,2.913176811909471e-48+0.j,0.-3.956324979194293e-49j,-5.336575301582607e-50+0.j,0.+7.150205995839662e-51j,9.516961260079766e-52+0.j,0.-1.2584601926270016e-52j,-1.6534030138665593e-53+0.j,0.+2.158498359848573e-54j,2.800227221835727e-55+0.j,0.-3.610250255997994e-56j,-4.6261203294544476e-57+0.j,0.+5.892022850709167e-58j,7.459527565258963e-59+0.j,0.-9.388331239340587e-60j,-1.1746966279030032e-60+0.j,0.+1.4613446012228704e-61j,1.807581330425944e-62+0.j,0.-2.223255561880851e-63j,-2.7192846830367915e-64+0.j,0.+3.3076574308358924e-65j,4.001410929146712e-66+0.j,0.-4.814577960199962e-67j,-5.76210065315177e-68+0.j,0.+6.85970724296627e-69j,8.123749225315274e-70+0.j,0.-9.570997110760676e-71j,-1.1218394057603045e-71+0.j,0.+1.3082767920868358e-72j
0.-0.5918616249620362j,-0.17668821140392904+0.j,0.-0.2735390409349509j,-0.46362024399187907+0.j,0.+0.4316419267906757j,0.30839729709791003+0.j,0.-0.18607561084731544j,-0.09914320462972505+0.j,0.+0.04786698535350498j,0.021296606734237097+0.j,0.-0.008835436094433461j,-0.003448344588637594+0.j,0.+0.0012747166315697984j,0.00044873736065287524+0.j,0.-0.00015110148766808693j,-0.000048847542600974495+0.j,0.+0.00001520780106329571j,4.571917652194265e-6+0.j,0.-1.3302785320933463e-6j,-3.75385483381821e-7+0.j,0.+1.0291493244853957e-7j,2.7455840236602533e-8+0.j,0.-7.1377870647797546e-9j,-1.8105918398282128e-9+0.j,0.+4.486509551113037e-10j,1.0871391953723954e-10+0.j,0.-2.5785058340969166e-11j,-5.991571568294385e-12+0.j,0.+1.36507286661804e-12j,3.0516813111726183e-13+0.j,0.-6.698732105683315e-14j,-1.4447627513924555e-14+0.j,0.+3.0634595495034554e-15j,6.389742347705371e-16+0.j,0.-1.3117116895618857e-16j,-2.6514983988309793e-17+0.j,0.+5.2801163308775825e-18j,1.036296905278616e-18+0.j,0.-2.005359288139574e-19j,-3.827685982143084e-20+0.j,0.+7.209021025532329e-21j,1.3401813805588251e-21+0.j,0.-2.4600382844468826e-22j,-4.4601320138810733e-23+0.j,0.+7.989343019143479e-24j,1.4143461958707127e-24+0.j,0.-2.4751399895456494e-25j,-4.2830774981765684e-26+0.j,0.+7.3304728415601e-27j,1.2411693596262386e-27+0.j,0.-2.0794661342688575e-28j,-3.448173167690331e-29+0.j,0.+5.660222645692448e-30j,9.199673228115709e-31+0.j,0.-1.4807765887758508e-31j,-2.3608344578985178e-32+0.j,0.+3.728876259920576e-33j,5.83581580146803e-34+0.j,0.-9.051246065724453e-35j,-1.391450713784874e-35+0.j,0.+2.1205425362819102e-36j,3.2041334727797993e-37+0.j,0.-4.800884110593984e-38j,-7.134102565414726e-39+0.j,0.+1.0515344241609813e-39j,1.5375537273249913e-40+0.j,0.-2.230563633637467e-41j,-3.210920790752647e-42+0.j,0.+4.58697893050639e-43j,6.503633265328308e-44+0.j,0.-9.15305287455528e-45j,-1.2788028410175228e-45+0.j,0.+1.7738406999456267e-46j,2.4431124026163625e-47+0.j,0.-3.34143683296865e-48j,-4.538642835614573e-49+0.j,0.+6.122975638540172e-50j,8.205075012997676e-51+0.j,0.-1.0922567950356846e-51j,-1.4445307500602626e-52+0.j,0.+1.898127372473253e-53j,2.4783131983736586e-54+0.j,0.-3.2155417684837883e-55j,-4.146228499629812e-56+0.j,0.+5.313572004715853e-57j,6.768407718079532e-58+0.j,0.-8.570075072071012e-59j,-1.0787274561648468e-59+0.j,0.+1.3498885985992221e-60j,1.6794714169751897e-61+0.j,0.-2.0776123779729635e-62j,-2.5556520736179136e-63+0.j,0.+3.126163446614708e-64j,3.802955316645825e-65+0.j,0.-4.6010463641616534e-66j,-5.536604844434488e-67+0.j,0.+6.626849622491235e-68j,7.889908658587952e-69+0.j,0.-9.344631846391472e-70j,-1.101035611514817e-70+0.j
-0.4856145918435893+0.j,0.-0.2735390409349509j,-0.40112335657056075+0.j,0.+0.04537870678775046j,-0.30150157651519166+0.j,0.+0.42944993038860635j,0.3814872234947088+0.j,0.-0.2667699110646845j,-0.15901218438177478+0.j,0.+0.08406762722310852j,0.04037130253884666+0.j,0.-0.01789161347725245j,-0.007400796656284661+0.j,0.+0.002881719452885029j,0.001063270699206962+0.j,0.-0.0003737297072836537j,-0.00012568391595284154+0.j,0.+0.000040586780583620427j,0.000012624277112981363+0.j,0.-3.7921950088506315e-6j,-1.1026327946884483e-6+0.j,0.+3.1095534383018464e-7j,8.520426101078847e-8+0.j,0.-2.2719847086617492e-8j,-5.903961974849073e-9+0.j,0.+1.4970223385808306e-9j,3.7081731380667265e-10+0.j,0.-8.98243490977626e-11j,-2.129838388456015e-11+0.j,0.+4.947656219555631e-12j,1.1269488835782074e-12+0.j,0.-2.518752605006449e-13j,-5.527698223767655e-14+0.j,0.+1.1919561653988111e-14j,2.526934062383821e-15+0.j,0.-5.269731767694098e-16j,-1.0816128466031054e-16+0.j,0.+2.1860371234420527e-17j,4.352576423040393e-18+0.j,0.-8.54137029773844e-19j,-1.652644151765092e-19+0.j,0.+3.1540629928498e-20j,5.9396397518595344e-21+0.j,0.-1.1040780367131215e-21j,-2.0264358519471721e-22+0.j,0.+3.673632917961286e-23j,6.579884126693535e-24+0.j,0.-1.1647265459140868e-24j,-2.0381253251138393e-25+0.j,0.+3.526562643630069e-26j,6.035229367391382e-27+0.j,0.-1.0217871223576334e-27j,-1.7117888528009103e-28+0.j,0.+2.83829584845427e-29j,4.658794683481507e-30+0.j,0.-7.571554614867467e-31j,-1.2186412386459197e-31+0.j,0.+1.9427930884464372e-32j,3.0684187172957212e-33+0.j,0.-4.801918278678007e-34j,-7.447301741070666e-35+0.j,0.+1.1448184042649584e-35j,1.7445954007134828e-36+0.j,0.-2.6359551615650588e-37j,-3.949380840329254e-38+0.j,0.+5.868514306906599e-39j,8.64955892942475e-40+0.j,0.-1.2646868631609734e-40j,-1.8346369148221758e-41+0.j,0.+2.6408786360278124e-42j,3.772501746240886e-43+0.j,0.-5.348636581752584e-44j,-7.527275775786271e-45+0.j,0.+1.0516245240209947e-45j,1.4586712131726074e-46+0.j,0.-2.008964851277251e-47j,-2.747569144241956e-48+0.j,0.+3.731884921580509e-49j,5.034449485897479e-50+0.j,0.-6.74620568400537e-51j,-8.980275814178205e-52+0.j,0.+1.1876266327780403e-52j,1.5605116382847067e-53+0.j,0.-2.0374486268391735e-54j,-2.6434660266223857e-55+0.j,0.+3.4084912541707e-56j,4.3680254256788263e-57+0.j,0.-5.5638445634218065e-58j,-7.044711882070168e-59+0.j,0.+8.86708170709536e-60j,1.1095771431372146e-60+0.j,0.-1.3804573820915391e-61j,-1.7076778132167608e-62+0.j,0.+2.1005565123696915e-63j,2.5694238376644876e-64+0.j,0.-3.1256252633012978e-65j,-3.781499936979417e-66+0.j,0.+4.5503310785996646e-67j,5.446264599497094e-68+0.j,0.-6.484192764702202e-69j
0.+0.32532515424616454j,-0.46362024399187907+0.j,0.+0.04537870678775046j,-0.3707230452265982+0.j,0.+0.25438213589079595j,-0.10153779487572841+0.j,0.+0.3517662457697682j,0.4040156372962655+0.j,0.-0.3291072688156869j,-0.2190982120343044+0.j,0.+0.12644005782630977j,0.06531912710616203+0.j,0.-0.030825251320762373j,-0.013475452057799656+0.j,0.+0.005512914330591954j,0.002127174842598195+0.j,0.-0.0007788930430948195j,-0.0002719974812984031+0.j,0.+0.0000909595891176117j,0.00002922991601916646+0.j,0.-9.052724591748933e-6j,-2.7089755322860235e-6+0.j,0.+7.849906225443372e-7j,2.2069933176504632e-7+0.j,0.-6.030622248994037e-8j,-1.6040378107378673e-8+0.j,0.+4.158694799980051e-9j,1.0522764015657591e-9+0.j,0.-2.601496083273452e-10j,-6.290481002680491e-11+0.j,0.+1.489089196936817e-11j,3.4538963900364112e-12+0.j,0.-7.855897466524164e-13j,-1.7534780222285117e-13+0.j,0.+3.8434368674378075e-14j,8.278090688240358e-15+0.j,0.-1.7530287289673547e-15j,-3.652051480726604e-16+0.j,0.+7.48857334725618e-17j,1.5121230077853416e-17+0.j,0.-3.008152761184088e-18j,-5.8982716647122175e-19+0.j,0.+1.140351202555516e-19j,2.1747464150606294e-20+0.j,0.-4.092541045855684e-21j,-7.602246605694551e-22+0.j,0.+1.394433584516751e-22j,2.5263652722428745e-23+0.j,0.-4.522367157255141e-24j,-8.000732333881987e-25+0.j,0.+1.399281685140732e-25j,2.4199367841974778e-26+0.j,0.-4.139362078808139e-27j,-7.0048009628462735e-28+0.j,0.+1.1729765338918757e-28j,1.9440530023016104e-29+0.j,0.-3.189645703495438e-30j,-5.181781522202831e-31+0.j,0.+8.336839394902118e-32j,1.3285859661182446e-32+0.j,0.-2.097591833370536e-33j,-3.28148015399523e-34+0.j,0.+5.087539067370904e-35j,7.818151363890256e-36+0.j,0.-1.1910376644491647e-36j,-1.7990221157972852e-37+0.j,0.+2.694631677364343e-38j,4.0028975926035736e-39+0.j,0.-5.898206974349437e-40j,-8.621690597327323e-41+0.j,0.+1.2503926584944033e-41j,1.79942984761312e-42+0.j,0.-2.5698590179208315e-43j,-3.642666055074694e-44+0.j,0.+5.125230865786801e-45j,7.158770571297112e-46+0.j,0.-9.92750159688636e-47j,-1.3669803725149752e-47+0.j,0.+1.8691683889019967e-48j,2.5382843323869812e-49+0.j,0.-3.423564559690239e-50j,-4.5867261648498293e-51+0.j,0.+6.1045227846848506e-52j,8.071659075055953e-53+0.j,0.-1.0604072463105523e-53j,-1.3842579218370866e-54+0.j,0.+1.7956867341617187e-55j,2.314980117263405e-56+0.j,0.-2.966198203821895e-57j,-3.7776485943288235e-58+0.j,0.+4.7823673694267695e-59j,6.018594159508063e-60+0.j,0.-7.530225286064038e-61j,-9.367226226497062e-62+0.j,0.+1.1585982060590688e-62j,1.4249562282961838e-63+0.j,0.-1.7427874575169575e-64j,-2.1197680994077976e-65+0.j,0.+2.564244971882231e-66j,3.085201616629081e-67+0.j
0.18874445098902026+0.j,0.+0.4316419267906757j,-0.30150157651519166+0.j,0.+0.25438213589079595j,-0.22313772649716368+0.j,0.+0.3433172301219097j,0.07972693074152574+0.j,0.+0.23094455987943674j,0.38042566680960294+0.j,0.-0.36654631892735323j,-0.27306774610962975+0.j,0.+0.17178080548270716j,0.0952521080892808+0.j,0.-0.04775293604695908j,-0.02201182543277787+0.j,0.+0.009441586030192349j,0.0038024579766110173+0.j,0.-0.0014479239000755777j,-0.0005242216101316805+0.j,0.+0.00018128345809986034j,0.000060107944490470154+0.j,0.-0.000019170726877190505j,-5.897681413124825e-6+0.j,0.+1.7542978778834942e-6j,5.056127851823344e-7+0.j,0.-1.41459382632007e-7j,-3.848234341470842e-8+0.j,0.+1.0194105030998938e-8j,2.633130225970611e-9+0.j,0.-6.639786664874779e-10j,-1.6363264288156037e-10+0.j,0.+3.9450635844724146e-11j,9.31331728910331e-12+0.j,0.-2.1547029228311908e-12j,-4.889237664241803e-13+0.j,0.+1.0888768171663542e-13j,2.3817214389658718e-14+0.j,0.-5.1197470383542115e-15j,-1.0821912803372454e-15+0.j,0.+2.2505771791340297e-16j,4.607228293858225e-17+0.j,0.-9.28858689184469e-18j,-1.845098510689234e-18+0.j,0.+3.6127188188290675e-19j,6.975380219315095e-20+0.j,0.-1.328573912768622e-20j,-2.497146162948663e-21+0.j,0.+4.633304943358293e-22j,8.48921107139517e-23+0.j,0.-1.5364105194590517e-23j,-2.7475036790933524e-24+0.j,0.+4.856037116725365e-25j,8.485052081319466e-26+0.j,0.-1.4661106667460263e-26j,-2.505675436183823e-27+0.j,0.+4.236724942589667e-28j,7.088926056187729e-29+0.j,0.-1.1740016179712681e-29j,-1.9247956341997217e-30+0.j,0.+3.12474312427922e-31j,5.023894976732053e-32+0.j,0.-8.000975773212429e-33j,-1.262403566153277e-33+0.j,0.+1.9736957711935184e-34j,3.058159909730801e-35+0.j,0.-4.696852145666435e-36j,-7.151327473001938e-37+0.j,0.+1.0796018640687863e-37j,1.616217230031245e-38+0.j,0.-2.399688730323456e-39j,-3.5341676973007988e-40+0.j,0.+5.163600078736525e-41j,7.485238335055912e-42+0.j,0.-1.0767105357676231e-42j,-1.5370347727017369e-43+0.j,0.+2.1777569033895906e-44j,3.0628391922698436e-45+0.j,0.-4.276365314420493e-46j,-5.927978017493579e-47+0.j,0.+8.159501943515686e-48j,1.1152927096449475e-48+0.j,0.-1.5139931642449287e-49j,-2.0413118830775388e-50+0.j,0.+2.7339129856451515e-51j,3.637377041011462e-52+0.j,0.-4.807925146562361e-53j,-6.31435926895507e-54+0.j,0.+8.240216817779554e-55j,1.068612879733036e-55+0.j,0.-1.377236045998787e-56j,-1.7641501211344394e-57+0.j,0.+2.2461256739938336e-58j,2.8427281228233977e-59+0.j,0.-3.5765971439583607e-60j,-4.473712799583954e-61+0.j,0.+5.563637292221058e-62j,6.879719732343581e-63+0.j,0.-8.459249975651922e-64j,-1.0343546544463679e-64+0.j,0.+1.257796299372511e-65j
0.-0.09794352582542372j,0.30839729709791003+0.j,0.+0.42944993038860635j,-0.10153779487572841+0.j,0.+0.3433172301219097j,-0.044983085030568824+0.j,0.+0.33471317588739874j,0.21417624004143168+0.j,0.+0.09471332734780535j,0.3201858791712288+0.j,0.-0.376674091269864j,-0.3158841931623292+0.j,0.+0.2166933267540238j,0.12880939112712428+0.j,0.-0.06848353925086641j,-0.033226159422308+0.j,0.+0.014916445906257904j,0.006260027443609275+0.j,0.-0.002475212654645682j,-0.0009278241877088692+0.j,0.+0.0003313756203355667j,0.00011323653004365756+0.j,0.-0.000037152423132497274j,-0.00001173877480511602+0.j,0.+3.581100810762117e-6j,1.0571782637705034e-6+0.j,0.-3.026077137528638e-7j,-8.41349463284744e-8+0.j,0.+2.2757267973528823e-8j,5.99686462307015e-9+0.j,0.-1.5414964605948492e-9j,-3.869702176476236e-10+0.j,0.+9.497021232300372e-11j,2.2808223976063874e-11+0.j,0.-5.3650648085580495e-12j,-1.2370665529365678e-12+0.j,0.+2.798170487678283e-13j,6.213308176551234e-14+0.j,0.-1.3552596391915549e-14j,-2.9056085069610946e-15+0.j,0.+6.12651462594403e-16j,1.2711089454348888e-16+0.j,0.-2.5963421402820927e-17j,-5.223419288592453e-18+0.j,0.+1.0355088561487191e-18j,2.0236715285944143e-19+0.j,0.-3.900181953014796e-20j,-7.415673072786002e-21+0.j,0.+1.3915247017553294e-21j,2.5778158018287037e-22+0.j,0.-4.715982829957527e-23j,-8.522832937893261e-24+0.j,0.+1.521994167774457e-24j,2.6864531985648934e-25+0.j,0.-4.688106455172421e-26j,-8.090532564401063e-27+0.j,0.+1.3810934101698445e-27j,2.332575463753815e-28+0.j,0.-3.898623673910384e-29j,-6.449740541894362e-30+0.j,0.+1.0563727065981689e-30j,1.7132523045081243e-31+0.j,0.-2.7519254864478824e-32j,-4.378668841554976e-33+0.j,0.+6.902614210349201e-34j,1.07826226762079e-34+0.j,0.-1.669341362176171e-35j,-2.5617928350698992e-36+0.j,0.+3.8975059896537894e-37j,5.879455562255028e-38+0.j,0.-8.795417555551114e-39j,-1.3049814092099277e-39+0.j,0.+1.92060596098134e-40j,2.8042327431552713e-41+0.j,0.-4.06242811940501e-42j,-5.839901621395484e-43+0.j,0.+8.331522202449099e-44j,1.1797539192305615e-44+0.j,0.-1.6582674220412143e-45j,-2.313983260031616e-46+0.j,0.+3.2059258572495126e-47j,4.410402226357266e-48+0.j,0.-6.025276983175428e-49j,-8.175068340836291e-50+0.j,0.+1.1016957443482047e-50j,1.4747796238204284e-51+0.j,0.-1.9612185981235963e-52j,-2.5911678368386224e-53+0.j,0.+3.401512319622704e-54j,4.4370149594641386e-55+0.j,0.-5.7515721677959065e-56j,-7.409565375251683e-57+0.j,0.+9.487290525900934e-58j,1.207444022300066e-58+0.j,0.-1.5275605164324717e-59j,-1.9211752976838813e-60+0.j,0.+2.4021633826827745e-61j,2.9863053595659853e-62+0.j,0.-3.6913947391220515e-63j,-4.537317918343838e-64+0.j
-0.04639665302712665+0.j,0.-0.18607561084731544j,0.3814872234947088+0.j,0.+0.3517662457697682j,0.07972693074152574+0.j,0.+0.33471317588739874j,0.11357329686786784+0.j,0.+0.2600745053262205j,0.292175901148249+0.j,0.-0.03567502014535172j,0.2349245802478446+0.j,0.-0.36038219252881226j,-0.34407830056480543+0.j,0.+0.2579458734782743j,0.16431837971889166+0.j,0.-0.09254247837930363j,-0.04719204813077121+0.j,0.+0.02214269340749705j,0.009670157014725664+0.j,0.-0.003965155258634544j,-0.0015369921022827583+0.j,0.+0.0005663059440182565j,0.00019923203876899456+0.j,0.-0.00006717960440992585j,-0.00002178115272874506+0.j,0.+6.809097389030268e-6j,2.057344286404629e-6+0.j,0.-6.020724838535715e-7j,-1.7097195209788777e-7+0.j,0.+4.719073290026989e-8j,1.2679177408532533e-8+0.j,0.-3.3205571638102517e-9j,-8.486812673208479e-10+0.j,0.+2.1192044717445718e-10j,5.175295774891156e-11+0.j,0.-1.2371853976461237e-11j,-2.8976301971812243e-12+0.j,0.+6.654304031345024e-13j,1.4994485048261966e-13+0.j,0.-3.3176066104743385e-14j,-7.212030873123932e-15+0.j,0.+1.5412969784054356e-15j,3.240047298180329e-16+0.j,0.-6.703133989994395e-17j,-1.3654557246972627e-17+0.j,0.+2.7399948117986167e-18j,5.418537912650339e-19+0.j,0.-1.0564578879987985e-19j,-2.0315514181346082e-20+0.j,0.+3.8544998115753655e-21j,7.218113253556611e-22+0.j,0.-1.3345600909356923e-22j,-2.4369559659563188e-23+0.j,0.+4.3962478286967044e-24j,7.837280140496531e-25+0.j,0.-1.3810691993138917e-25j,-2.4062749961819253e-26+0.j,0.+4.1463197620351095e-27j,7.067590833023943e-28+0.j,0.-1.1919831606477569e-28j,-1.9895457997735116e-29+0.j,0.+3.287108471996217e-30j,5.3769746583803e-31+0.j,0.-8.709836608341355e-32j,-1.397369004526151e-32+0.j,0.+2.220850302977701e-33j,3.497113295200791e-34+0.j,0.-5.457010807905014e-35j,-8.439651734806585e-36+0.j,0.+1.2938571225136763e-36j,1.9665517735183196e-37+0.j,0.-2.9637715064387954e-38j,-4.42960752475353e-39+0.j,0.+6.566378679568504e-40j,9.655701183146e-41+0.j,0.-1.4086211417869817e-41j,-2.038969114550495e-42+0.j,0.+2.9287687827078752e-43j,4.1751097577644824e-44+0.j,0.-5.907557588571089e-45j,-8.297604852420577e-46+0.j,0.+1.1570399377506757e-46j,1.6019153311201405e-47+0.j,0.-2.202266706143634e-48j,-3.0066422517670888e-49+0.j,0.+4.0767706170869975e-50j,5.490521006010147e-51+0.j,0.-7.345352177450843e-52j,-9.76228487719481e-53+0.j,0.+1.2890422189230865e-53j,1.691202834497785e-54+0.j,0.-2.2048158283960705e-55j,-2.8564807464205335e-56+0.j,0.+3.677952399654678e-57j,4.7068393269885165e-58+0.j,0.-5.9873269258054554e-59j,-7.570908737337958e-60+0.j,0.+9.517105211034994e-61j,1.189414502042646e-61+0.j,0.-1.47795798353505e-62j
0.+0.02034811465799358j,-0.09914320462972505+0.j,0.-0.2667699110646845j,0.4040156372962655+0.j,0.+0.23094455987943674j,0.21417624004143168+0.j,0.+0.2600745053262205j,0.22763380573485031+0.j,0.+0.14989216839155067j,0.3156503882585096+0.j,0.-0.14567034642519258j,0.13644123676410527+0.j,0.-0.3209491155680633j,-0.3557727268645993+0.j,0.+0.2927256726713636j,0.19995125395520455+0.j,0.-0.11921412632001344j,-0.0638324055013326+0.j,0.+0.03126627531772612j,0.01419267760581043+0.j,0.-0.006028259217201644j,-0.002413784413107518+0.j,0.+0.0009165762214283637j,0.0003316758745994793+0.j,0.-0.00011483992669330524j,-0.000038176253328181+0.j,0.+0.000012220534264391277j,3.7764938872230222e-6+0.j,0.-1.1291620398964954e-6j,-3.273001054307845e-7+0.j,0.+9.213340953653945e-8j,2.5225985976646173e-8+0.j,0.-6.727444905507541e-9j,-1.7497495669144145e-9+0.j,0.+4.4435269638537593e-10j,1.1029722501998546e-10+0.j,0.-2.6785918022792588e-11j,-6.370012377987663e-12+0.j,0.+1.4846448183122314e-12j,3.393779518824465e-13+0.j,0.-7.614299650240088e-14j,-1.6778257159900572e-14+0.j,0.+3.633292841962345e-15j,7.736410125325089e-16+0.j,0.-1.6206800308204645e-16j,-3.3418945802332574e-17+0.j,0.+6.786281238705982e-18j,1.3577153022508231e-18+0.j,0.-2.677358673389699e-19j,-5.20593357361218e-20+0.j,0.+9.985020291356519e-21j,1.8897880144910662e-21+0.j,0.-3.530520444283774e-22j,-6.512778215971528e-23+0.j,0.+1.1866685320790933e-23j,2.136266939640654e-24+0.j,0.-3.8007219214799534e-25j,-6.684627639709102e-26+0.j,0.+1.1625184556008387e-26j,1.999586478015287e-27+0.j,0.-3.402514130849076e-28j,-5.728970786474298e-29+0.j,0.+9.546930646635513e-30j,1.5748937899862403e-30+0.j,0.-2.572322827655074e-31j,-4.160728990070485e-32+0.j,0.+6.665965859525133e-33j,1.05799457527116e-33+0.j,0.-1.6638137644569243e-34j,-2.592975901025798e-35+0.j,0.+4.0052886903004956e-36j,6.133063389603287e-37+0.j,0.-9.310946370417293e-38j,-1.4016683161985486e-38+0.j,0.+2.092627982973297e-39j,3.0987924127271507e-40+0.j,0.-4.552009073455815e-41j,-6.634048912798118e-42+0.j,0.+9.59339197985807e-43j,1.3766867479533384e-43+0.j,0.-1.9607282838817582e-44j,-2.7718357234501497e-45+0.j,0.+3.889845966311246e-46j,5.419483152305073e-47+0.j,0.-7.497013768681459e-48j,-1.0298332423571557e-48+0.j,0.+1.404868486659636e-49j,1.903423700669812e-50+0.j,0.-2.5615692088634676e-51j,-3.424414052142119e-52+0.j,0.+4.547929571986143e-53j,6.001022240278674e-54+0.j,0.-7.867859898637572e-55j,-1.0250447131629029e-55+0.j,0.+1.3271434990052277e-56j,1.7077137675523357e-57+0.j,0.-2.1840714170951074e-58j,-2.7765456351329477e-59+0.j,0.+3.5088107173533547e-60j,4.408211361211988e-61+0.j
0.008347678729011985+0.j,0.+0.04786698535350498j,-0.15901218438177478+0.j,0.-0.3291072688156869j,0.38042566680960294+0.j,0.+0.09471332734780535j,0.292175901148249+0.j,0.+0.14989216839155067j,0.28912607107531935+0.j,0.+0.029491180280835756j,0.2931475716823752+0.j,0.-0.22678773223826296j,0.035438464535718785+0.j,0.-0.2631780553836739j,-0.35055431860422387+0.j,0.+0.31880246289379816j,0.23386697257569758+0.j,0.-0.14759613905072105j,-0.0829218267151318+0.j,0.+0.04236211473698187j,0.019967540407840847+0.j,0.-0.008776657207900398j,-0.003626789311684618+0.j,0.+0.0014180627751032553j,0.000527367150179502+0.j,0.-0.0001873486732233237j,-0.0000638098265211932+0.j,0.+0.0000209012734943918j,6.601941906370342e-6+0.j,0.-2.0155877821052834e-6j,-5.960168101724342e-7+0.j,0.+1.710160050365945e-7j,4.7692082416486895e-8+0.j,0.-1.2945682069886176e-8j,-3.4249084025159594e-9+0.j,0.+8.841816437527902e-10j,2.229870025232911e-10+0.j,0.-5.4992039632880924e-11j,-1.3274054448147465e-11+0.j,0.+3.1387794537029053e-12j,7.276350124889105e-13+0.j,0.-1.654928712962713e-13j,-3.6953282504334e-14+0.j,0.+8.106061843804457e-15j,1.747861678257844e-15+0.j,0.-3.7066811889233665e-16j,-7.735179012609817e-17+0.j,0.+1.589186575950776e-17j,3.215872847278111e-18+0.j,0.-6.412554694625461e-19j,-1.2605205116344727e-19+0.j,0.+2.4435667469181752e-20j,4.673195727695169e-21+0.j,0.-8.820050779395022e-22j,-1.6433871278473203e-22+0.j,0.+3.023832210084759e-23j,5.496108966886279e-24+0.j,0.-9.87091893863977e-25j,-1.7521995291101322e-25+0.j,0.+3.075013994450354e-26j,5.336507218817667e-27+0.j,0.-9.16047201842207e-28j,-1.5557123208984143e-28+0.j,0.+2.614491797652537e-29j,4.3489444807115895e-30+0.j,0.-7.161557043738802e-31j,-1.1677317352662332e-31+0.j,0.+1.8856998158228584e-32j,3.0163008834107777e-33+0.j,0.-4.77997143663177e-34j,-7.505811847950247e-35+0.j,0.+1.1680525945175417e-35j,1.8017214785489705e-36+0.j,0.-2.7551123156848916e-37j,-4.1771590853786605e-38+0.j,0.+6.280212576573252e-39j,9.36437652537834e-40+0.j,0.-1.385007931360859e-40j,-2.032124856422224e-41+0.j,0.+2.9581990250884614e-42j,4.273028174087343e-43+0.j,0.-6.12528647782781e-44j,-8.714625907376483e-45+0.j,0.+1.2306959172913277e-45j,1.7253572510189471e-46+0.j,0.-2.4014792856746977e-47j,-3.3189002930539804e-48+0.j,0.+4.554785331222058e-49j,6.207855558771872e-50+0.j,0.-8.403414656069654e-51j,-1.1299258119101819e-51+0.j,0.+1.5092543131040602e-52j,2.0027682814393057e-53+0.j,0.-2.640530793870617e-54j,-3.459231072173713e-55+0.j,0.+4.503294851096257e-56j,5.826093942832804e-57+0.j,0.-7.491242742246118e-58j,-9.57396309654955e-59+0.j,0.+1.216249187543089e-59j
