3.3053109262305915e-7+0.j,0.-1.8057143867933118e-6j,-6.975427021742701e-6+0.j,0.+0.000022001227460974665j,0.000060097119212170704+0.j,0.-0.00014682681943039105j,-0.00032746621870915083+0.j,0.+0.0006761673932063094j,0.0013060083976427024+0.j,0.-0.002378271621570469j,-0.004108640972379908+0.j,0.+0.006767660889038378j,0.01067295565808068+0.j,0.-0.01617147999856887j,-0.023611440800653173+0.j,0.+0.03330531906556808j,0.04548731960144363+0.j,0.-0.06027019887579845j,-0.07760739589067228+0.j,0.+0.09726644643002035j,0.11881869841544868+0.j,0.-0.1416484681630474j,-0.1649822723009064+0.j,0.+0.18793605308274094j,0.2095758421413749+0.j,0.-0.228985485314433j,-0.24533415809521358+0.j,0.+0.2579365439742868j,0.26629965258591165+0.j,0.-0.27015209506649607j,-0.2694538861637684+0.j,0.+0.2643871501713238j,0.2553301459238031+0.j,0.-0.24281855062298927j,-0.22749881716027753+0.j,0.+0.21007862188197948j,0.19127902455388068+0.j,0.-0.17179211454736856j,-0.1522467974923427+0.j,0.+0.13318416784226877j,0.11504277390059518+0.j,0.-0.09815313047773917j,-0.08274013959065768+0.j,0.+0.06893166368805317j,0.05677134209268231+0.j,0.-0.04623380567730072j,-0.03724066834107491+0.j,0.+0.029675994128713443j,0.023400298466360464+0.j,0.-0.01826249439981964j,-0.01410950678054373+0.j,0.+0.010793529517181112j,0.008177085724557552+0.j,0.-0.006136169602190411j,-0.004561810221462833+0.j,0.+0.0033604126292313863j,0.0024532134309255076+0.j,0.-0.0017751483163169093j,-0.001273378131171342+0.j,0.+0.0009056661172701337j,0.0006387475304285813+0.j,0.-0.0004467875425854588j,-0.00030998590698296533+0.j,0.+0.00021335774570539672j,0.00014569852865301352+0.j,0.-0.0000987268377620741j,-0.00006638959173227316+0.j,0.+0.00004430975365909464j,0.00002935496846781132+0.j,0.-0.00001930606712420028j,-0.000012606122724919863+0.j,0.+8.173142960537737e-6j,5.262105926650694e-6+0.j,0.-3.364611268934502e-6j,-2.1367601434401107e-6+0.j,0.+1.3479130610594677e-6j,8.446792476490153e-7+0.j,0.-5.258758183171242e-7j,-3.2529144258179613e-7+0.j,0.+1.9993822481136248e-7j,1.2212021980608095e-7+0.j,0.-7.412791875585305e-8j,-4.47210116862684e-8+0.j,0.+2.6816945690997514e-8j,1.598477061522619e-8+0.j,0.-9.47182541605871e-9j,-5.579832960167787e-9+0.j,0.+3.2681223771075946e-9j,1.9032406877567438e-9+0.j,0.-1.102136661996421e-9j,-6.34674330379239e-10+0.j,0.+3.634686653909728e-10j,2.0701880705171827e-10+0.j,0.-1.1727489866241184e-10j,-6.608119354722081e-11+0.j,0.+3.7038450940125933e-11j,2.0651611066800935e-11+0.j,0.-1.1455256264932285e-11j,-6.321621805261996e-12+0.j,0.+3.4709443612756643e-12j
0.-1.8057143867933118e-6j,-9.534212404869235e-6+0.j,0.+0.00003555357801571241j,0.00010811244441819418+0.j,0.-0.00028431229424449183j,-0.0006677439000257361+0.j,0.+0.001429319978914498j,0.0028275553995598247+0.j,0.-0.005222324668897767j,-0.009074638367681371+0.j,0.+0.014925036658598626j,0.02334538242978583+0.j,0.-0.034863235318557825j,-0.049864032998176114+0.j,0.+0.06848280848935731j,0.09050256140488255+0.j,0.-0.11527911977962793j,-0.14171127208415812+0.j,0.+0.16826981261453675j,0.19309057735118704+0.j,0.-0.21412605513697586j,-0.22933977062672653+0.j,0.+0.23691944031437656j,0.23548056903244002+0.j,0.-0.22423255792150495j,-0.20308444877147697+0.j,0.+0.17267613992876374j,0.13433162997130918+0.j,0.-0.08994165614286093j,-0.0417921993354468+0.j,0.-0.007638611537910078j,-0.055890323816102594+0.j,0.+0.10071319816250295j,0.1402253598132105+0.j,0.-0.17302140008130099j,-0.19822700555770273+0.j,0.+0.2155010939224438j,0.2249925930193599+0.j,0.-0.22726285492212425j,-0.22318655786293437+0.j,0.+0.21384394856952363j,0.20041578386728928+0.j,0.-0.18408984035095563j,-0.16598489772522915+0.j,0.+0.14709513219759354j,0.12825523879810138+0.j,0.-0.11012456080915335j,-0.09318713581045135+0.j,0.+0.07776385758545323j,0.06403281002732239+0.j,0.-0.052054117776625886j,-0.041796229107778624+0.j,0.+0.03316125923165172j,0.026007760610856166+0.j,0.-0.020169966444706405j,-0.015473121752519184+0.j,0.+0.011744949587302142j,0.008823596312900276+0.j,0.-0.00656257336066772j,-0.004833285922113667+0.j,0.+0.0035257373191458666j,0.002547946220099482+0.j,0.-0.0018245340220507864j,-0.0012948486302110582+0.j,0.+0.0009109007529308864j,0.000635307498647389+0.j,0.-0.0004393696566128808j,-0.0003013549574503057+0.j,0.+0.00020501935129010987j,0.00013837029183469743+0.j,0.-0.00009265801962095011j,-0.00006157062873053775+0.j,0.+0.00004060416644872564j,0.000026578346974036337+0.j,0.-0.00001727021100282853j,-0.000011141142699716044+0.j,0.+7.13629205775004e-6j,4.53913408414408e-6+0.j,0.-2.8673196591850436e-6j,-1.7989771323015604e-6+0.j,0.+1.1211505791126657e-6j,6.941159936684437e-7+0.j,0.-4.2694285130944353e-7j,-2.6092496393834515e-7+0.j,0.+1.5845545155795756e-7j,9.562706118551908e-8+0.j,0.-5.7355079161303775e-8j,-3.419123683921993e-8+0.j,0.+2.0260168931012437e-8j,1.193408736873774e-8+0.j,0.-6.988516350019987e-9j,-4.068752597263426e-9+0.j,0.+2.3553108007057266e-9j,1.3557361343384217e-9+0.j,0.-7.760161638889344e-10j,-4.417361656439633e-10+0.j,0.+2.500800326292119e-10j,1.408139177225548e-10+0.j,0.-7.886579104863228e-11j,-4.393733192063919e-11+0.j
-6.975427021742701e-6+0.j,0.+0.00003555357801571241j,0.0001278083211786685+0.j,0.-0.0003740914572676886j,-0.0009453968042497307+0.j,0.+0.0021299398551321825j,0.004364858996207768+0.j,0.-0.008248759058164435j,-0.014518591574949462+0.j,0.+0.023976864965612684j,0.037363514465553666+0.j,0.-0.055180282640737j,-0.07749148316008832+0.j,0.+0.1037392849167611j,0.13261945119108737+0.j,0.-0.16206111120777325j,-0.18934029785163384+0.j,0.+0.21133340321458752j,0.2248880290845583+0.j,0.-0.2272614098932216j,-0.2165572808667291+0.j,0.+0.19208576138870082j,0.15457957674057185+0.j,0.-0.10622231181187117j,-0.05047583403142964+0.j,0.-0.00827194532402657j,-0.06518802182997882+0.j,0.+0.11553310892268971j,0.15518069152151495+0.j,0.-0.18104545987603374j,-0.1913682468086285+0.j,0.+0.185829602207274j,0.16549113132472615+0.j,0.-0.1325879194211041j,-0.09021313242233209+0.j,0.+0.04194524516408496j,-0.008530920511788238+0.j,0.+0.057764803586919176j,0.10280956512519515+0.j,0.-0.14140181130668186j,-0.1720471003030385+0.j,0.+0.1940187729534571j,0.20728630505782009+0.j,0.-0.21239419473512522j,-0.2103135664776923+0.j,0.+0.20228687299691944j,0.18968224513918003+0.j,0.-0.17386916889858228j,-0.15612213706019493+0.j,0.+0.13755440195765611j,0.11908036692087384+0.j,0.-0.1014026797705901j,-0.08501871855898242+0.j,0.+0.07024073715788577j,0.05722424023507408+0.j,0.-0.04599993539224562j,-0.036505634030100195+0.j,0.+0.0286155532108677j,0.02216547263659366+0.j,0.-0.01697304097483878j,-0.012853167047681961+0.j,0.+0.009628871765234763j,0.007138237386602341+0.j,0.-0.0052382057152640625j,-0.003805984407183522+0.j,0.+0.002738757165046656j,0.0019522903376633048+0.j,0.-0.001378909494892799j,-0.0009652019167787518+0.j,0.+0.0006696952402116538j,0.0004606742016382778+0.j,0.-0.0003142281537330423j,-0.00021257094897256669+0.j,0.+0.00014263955202568858j,0.00009495540376353566+0.j,0.-0.00006272007154367822j,-0.00004111130818133407+0.j,0.+0.000026744972564392617j,0.000017270503097675965+0.j,0.-0.00001107142343786356j,-7.046755294329777e-6+0.j,0.+4.453606829805577e-6j,2.7952419754485843e-6+0.j,0.-1.742440673822903e-6j,-1.0788778054404489e-6+0.j,0.+6.635983472393009e-7j,4.055074178361346e-7+0.j,0.-2.462028821508549e-7j,-1.4853450953146894e-7+0.j,0.+8.905111932596033e-8j,5.3059837590913746e-8+0.j,0.-3.142263611207807e-8j,-1.849711926999971e-8+0.j,0.+1.0823905418605796e-8j,6.296728704974444e-9+0.j,0.-3.6419071676627796e-9j,-2.0943853635361717e-9+0.j,0.+1.1976454494599947e-9j,6.810409545767392e-10+0.j,0.-3.851412702047776e-10j
0.+0.000022001227460974665j,0.00010811244441819418+0.j,0.-0.0003740914572676886j,-0.0010521153188937135+0.j,0.+0.0025499169381730594j,0.005497551375450629+0.j,0.-0.010755032636832172j,-0.019350017828478602+0.j,0.+0.032322991427533206j,0.05047860527306129+0.j,0.-0.0740728722300249j,-0.10249870807381257+0.j,0.+0.13405568937635842j,0.16589318495658442+0.j,0.-0.19419317155902802j,-0.2146116116826402+0.j,0.+0.22293502696763487j,0.21584762773750618+0.j,0.-0.19166139593153114j,-0.1508504957268867+0.j,0.+0.09625790976983838j,0.03290190148466517+0.j,0.+0.03261052450624669j,0.0929751693490834+0.j,0.-0.14123600040410017j,-0.17180176381702505+0.j,0.+0.18125790124138982j,0.168839461456664+0.j,0.-0.1364966773700196j,-0.0885599667011311+0.j,0.+0.03107948187657993j,-0.02903681641717726+0.j,0.+0.08494057694193492j,0.13067580308721924+0.j,0.-0.16181578003899388j,-0.17583681202963314+0.j,0.+0.17221000837750433j,0.1522366327968642+0.j,0.-0.11868569439035213j,-0.07531096519103103+0.j,0.+0.02632816376553338j,-0.024076016705838338+0.j,0.+0.07214905683699047j,0.11485974795496048+0.j,0.-0.15005682051494837j,-0.17650695467324393+0.j,0.+0.19383323068339822j,0.20238238507491+0.j,0.-0.20305110244331007j,-0.1970991132290816+0.j,0.+0.18597154422292517j,0.17114625742941064+0.j,0.-0.15401507792739294j,-0.13580177442084335+0.j,0.+0.11751496175983443j,0.09993094387281881+0.j,0.-0.08359984213529247j,-0.06886791747139709+0.j,0.+0.055909468052561494j,0.044762728790494116+0.j,0.-0.035365511648240824j,-0.027587670218283917+0.j,0.+0.021258685818592592j,0.01618966365590368+0.j,0.-0.012189762363791577j,-0.009077566321207438+0.j,0.+0.006688181553499191j,0.004876939205269577+0.j,0.-0.003520574366809561j,-0.002516656844637644+0.j,0.+0.001781920658835464j,0.0012499976988867385+0.j,0.-0.0008689262403263743j,-0.0005986875034812781+0.j,0.+0.00040892786352474667j,0.0002769513436153125+0.j,0.-0.00018601473178035137j,-0.00012392281788486348+0.j,0.+0.00008190016124402849j,0.00005370490936737815+0.j,0.-0.00003494638048761417j,-0.000022568872164880544+0.j,0.+0.000014467545255856234j,9.206884399673397e-6+0.j,0.-5.8172357900604184e-6j,-3.6497069603115737e-6+0.j,0.+2.2739763835819368e-6j,1.40717459697507e-6+0.j,0.-8.649477121170823e-7j,-5.281480701347531e-7+0.j,0.+3.203967827957041e-7j,1.9312051312818338e-7+0.j,0.-1.1566882766902839e-7j,-6.884787005667182e-8+0.j,0.+4.072755177962795e-8j,2.3946715053603866e-8+0.j,0.-1.3995827226675125e-8j,-8.131680108250561e-9+0.j,0.+4.697039396818906e-9j,2.6975065209462156e-9+0.j
0.000060097119212170704+0.j,0.-0.00028431229424449183j,-0.0009453968042497307+0.j,0.+0.0025499169381730594j,0.00591307162289571+0.j,0.-0.012165859281320239j,-0.022644648441768254+0.j,0.+0.03862767689763352j,0.06092631939547335+0.j,0.-0.08939958156078723j,-0.1225189479046111+0.j,0.+0.15714282943294372j,0.18864481520505438+0.j,0.-0.21147068261372787j,-0.2200876822881017+0.j,0.+0.21016563350907894j,0.17973156863471632+0.j,0.-0.13000298219790732j,-0.06564781559383524+0.j,0.-0.0056629442369422415j,-0.07438012924906111+0.j,0.+0.1306818888514689j,0.1662385822871717+0.j,0.-0.1757676231143613j,-0.15804933134002833+0.j,0.+0.11619250149043252j,0.05710199818914734+0.j,0.+0.009730970922148396j,0.07386179747397463+0.j,0.-0.12562391764255335j,-0.1576367698854157+0.j,0.+0.16583669133132656j,0.14988962561173944+0.j,0.-0.11297227542550338j,-0.06102327914296638+0.j,0.+0.0016468448148589888j,-0.057112799350257856+0.j,0.+0.10791662757363153j,0.14503070690074887+0.j,0.-0.16488143711141498j,-0.16623788633443012+0.j,0.+0.150055730075928j,0.1190624513685164+0.j,0.-0.07718690022736534j,-0.028938744914689722+0.j,0.-0.02117098151078622j,-0.06910198375315905+0.j,0.+0.1116123050943122j,0.146431987498888+0.j,0.-0.17229576491047063j,-0.18886284637359674+0.j,0.+0.19655927243815075j,0.19637905636326367+0.j,0.-0.18967606853662894j,-0.17797136861742585+0.j,0.+0.16279228657066938j,0.14555147335488586+0.j,0.-0.12746736791314606j,-0.1095225573018897+0.j,0.+0.09245343341870899j,0.0767631761280739+0.j,0.-0.0627500557395796j,-0.05054392541229342+0.j,0.+0.040145163578578155j,0.03146189410221937+0.j,0.-0.02434281441452368j,-0.018604247813984693+0.j,0.+0.01405103338375864j,0.010491563952532488+0.j,0.-0.007747707685561414j,-0.005660552560072789+0.j,0.+0.004092952920035224j,0.002929788802009719+0.j,0.-0.00207671875511693j,-0.0014580516151002291+0.j,0.+0.0010142073480822543j,0.0006990971995023169+0.j,0.-0.0004776368296052524j,-0.0003235152033282542+0.j,0.+0.00021727544725069355j,0.0001447184004990224+0.j,0.-0.00009561105169974047j,-0.00006266631095661068+0.j,0.+0.00004075387959813445j,0.000026301262474959408+0.j,0.-0.0000168468302945745j,-0.000010711549280479487+0.j,0.+6.76137341381067e-6j,4.2375991007763705e-6+0.j,0.-2.637295346798746e-6j,-1.6300512920930097e-6+0.j,0.+1.0006798467105977e-6j,6.102200126107394e-7+0.j,0.-3.696745336434987e-7j,-2.2250370648838515e-7+0.j,0.+1.3307024934020154e-7j,7.908437618651778e-8+0.j,0.-4.670948860803649e-8j,-2.7419636297293708e-8+0.j,0.+1.599914292880008e-8j
0.-0.00014682681943039105j,-0.0006677439000257361+0.j,0.+0.0021299398551321825j,0.005497551375450629+0.j,0.-0.012165859281320239j,-0.023810057327887678+0.j,0.+0.04199744618328755j,0.06758004822001117+0.j,0.-0.09999211145818167j,-0.13667615982207626+0.j,0.+0.17290317310395772j,0.20219995538045538+0.j,0.-0.2174446590266738j,-0.21247588302005968+0.j,0.+0.1838510743379695j,0.1322650172861158+0.j,0.-0.06315709028851871j,0.013790677705354798+0.j,0.-0.08627526240238441j,-0.14180662489998935+0.j,0.+0.1703965958918773j,0.16684273222044135+0.j,0.-0.1320266506654998j,-0.07288621766277456+0.j,0.+0.0010520826826451956j,-0.06953228953635579+0.j,0.+0.1254504071008416j,0.1564673622840884+0.j,0.-0.15742843727237218j,-0.12903644465976402+0.j,0.+0.07741719996125843j,0.012653018189067127+0.j,0.+0.05333313919422499j,0.1090641856705371+0.j,0.-0.14550607644229377j,-0.15742891701889547+0.j,0.+0.14395459975912434j,0.10829387184744818+0.j,0.-0.05682746994442126j,0.0022171491544382416+0.j,0.-0.06020953610476397j,-0.10942285028085527+0.j,0.+0.1440143203947127j,0.16057977464604753+0.j,0.-0.15827139314470978j,-0.13854030937856174+0.j,0.+0.10461236921032549j,0.06082394060019406+0.j,0.-0.011938553327709937j,0.037458675650104585+0.j,0.-0.08342507992538913j,-0.12295399939682414+0.j,0.+0.15409934219173216j,0.17595508601083512+0.j,0.-0.18852681196682278j,-0.19253680831547776+0.j,0.+0.18920179887088276j,0.1800152849766281+0.j,0.-0.16655718667809757j,-0.15034389865908912+0.j,0.+0.13272344116561657j,0.11481388214307378+0.j,0.-0.09747890015233633j,-0.08133211829954078+0.j,0.+0.06676129291661363j,0.053964105576490756+0.j,0.-0.042988700790558686j,-0.033773819881518+0.j,0.+0.026185091580230867j,0.02004554829131392+0.j,0.-0.015159637595006624j,-0.011330861570705663+0.j,0.+0.008373724334583306j,0.006120953116281115+0.j,0.-0.004427044600120376j,-0.003169139783275081+0.j,0.+0.002246102542668325j,0.001576512783950864+0.j,0.-0.0010961152299045203j,-0.0007551090286253816+0.j,0.+0.0005155317221363522j,0.0003488873217507815+0.j,0.-0.00023409148523706507j,-0.00015575375328266583+0.j,0.+0.00010278303221127006j,0.00006728339772424782+0.j,0.-0.000043698643337566346j,-0.000028162304098215646+0.j,0.+0.0000180124245436791j,0.000011435118253006254+0.j,0.-7.206622009989595e-6j,-4.509216473257102e-6+0.j,0.+2.8015738018164256e-6j,1.7285659450896916e-6+0.j,0.-1.0592586427372243e-6j,-6.447593899565179e-7+0.j,0.+3.898689106252582e-7j,2.342118353298198e-7+0.j,0.-1.39801189283991e-7j,-8.292122862932564e-8+0.j
-0.00032746621870915083+0.j,0.+0.001429319978914498j,0.004364858996207768+0.j,0.-0.010755032636832172j,-0.022644648441768254+0.j,0.+0.04199744618328755j,0.06985637875262876+0.j,0.-0.10536060178432793j,-0.14497657351801804+0.j,0.+0.18236249004526844j,0.20917585603151456+0.j,0.-0.21685230348213694j,-0.19901047997923066+0.j,0.+0.15381272175119287j,0.08547872929253818+0.j,0.-0.004295121117523358j,0.07512931431731501+0.j,0.-0.1370664189729509j,-0.16853260157631947+0.j,0.+0.16274178016022522j,0.1211313375495235+0.j,0.-0.05332464503908347j,0.025021941830891428+0.j,0.-0.09593634301375589j,-0.14342598704592474+0.j,0.+0.15722464506531847j,0.13504764157879626+0.j,0.-0.08284691328256247j,-0.013102754564421804+0.j,0.-0.05831540770356041j,-0.11587154372367385+0.j,0.+0.14775175449899508j,0.14816919967485223+0.j,0.-0.11816733927278937j,-0.0648958883171913+0.j,0.-0.0003186033174303583j,-0.06456017826252834+0.j,0.+0.11595258958721338j,0.14579192816830217+0.j,0.-0.14982707212212024j,-0.1285600027229224+0.j,0.+0.08665295094245144j,0.03168788386957666+0.j,0.+0.02739613687724133j,0.08186116151828304+0.j,0.-0.12445915345602841j,-0.15028494567566902+0.j,0.+0.15713511204668348j,0.14540966101882002+0.j,0.-0.11766092466020375j,-0.07792814347473304+0.j,0.+0.03099912036235922j,-0.01828072825289338+0.j,0.+0.06556681937150514j,0.10739601079572322+0.j,0.-0.14138057161413592j,-0.16623500244237902+0.j,0.+0.18167302570546665j,0.1882196292599995+0.j,0.-0.1869821398047433j,-0.17941754069783272+0.j,0.+0.16712336821624776j,0.15166888954671173+0.j,0.-0.13447362088559123j,-0.11673261863544018+0.j,0.+0.09938277285188366j,0.08310147016266342+0.j,0.-0.06832808778439421j,-0.055299302358581666+0.j,0.+0.0440906029596967j,0.034658211394341144+0.j,0.-0.026877471483695018j,-0.020575431825777358+0.j,0.+0.015556684355938133j,0.011622492666447194+0.j,0.-0.008583869154303456j,-0.006269593688757806+0.j,0.+0.004530278472134015j,0.0032395441000094656+0.j,0.-0.00229324170578719j,-0.0016074836690683919+0.j,0.+0.001116064993496017j,0.0007676908960410225+0.j,0.-0.0005232850335748047j,-0.000353541330461031+0.j,0.+0.00023679986711390235j,0.00015727023544942083+0.j,0.-0.0001035894034391164j,-0.00006768050376528147+0.j,0.+0.00004386955524677856j,0.000028215173818547538+0.j,0.-0.000018008905256647795j,-0.000011408781047460094+0.j,0.+7.174605728412624e-6j,4.479408373904995e-6+0.j,0.-2.776909232480993e-6j,-1.7095172742951494e-6+0.j,0.+1.0452168235874846e-6j,6.347588291177096e-7+0.j,0.-3.8293682348258657e-7j
0.+0.0006761673932063094j,0.0028275553995598247+0.j,0.-0.008248759058164435j,-0.019350017828478602+0.j,0.+0.03862767689763352j,0.06758004822001117+0.j,0.-0.10536060178432793j,-0.14769706457958914+0.j,0.+0.18671911282043344j,0.21216252080861903+0.j,0.-0.21395111622820498j,-0.18555085283717235+0.j,0.+0.12699973004167492j,0.04639405241254607+0.j,0.+0.04102360366131549j,0.1162592825019082+0.j,0.-0.16162409557794552j,-0.16594050082956285+0.j,0.+0.12819866195664512j,0.058377786103529686+0.j,0.+0.024966227936224137j,0.09969843776394251+0.j,0.-0.14620095446545178j,-0.15273767666023494+0.j,0.+0.11851302196504507j,0.05359508048389441+0.j,0.+0.024158301783699963j,0.09416216475019552+0.j,0.-0.13863865295799307j,-0.14708171028553105+0.j,0.+0.11853255905798835j,0.06124259527598523+0.j,0.+0.009959923127868009j,0.07771359383020918+0.j,0.-0.12642810015048683j,-0.14576948460222314+0.j,0.+0.13258431747690722j,0.09099602102904036+0.j,0.-0.030876558011248365j,0.03475555918401879+0.j,0.-0.09269856677901554j,-0.13220991704990911+0.j,0.+0.14682490638498744j,0.1351065587188011+0.j,0.-0.10034496212889274j,-0.04943308924039005+0.j,0.-0.008733216770650153j,-0.06495758460202529+0.j,0.+0.11122771854607919j,0.14176608240440516+0.j,0.-0.1535524137875055j,-0.14633571316981067+0.j,0.+0.12223625350421759j,0.08508373055594755+0.j,0.-0.039647012236640244j,0.009108271099300697+0.j,0.-0.05663492250593651j,-0.09923621629487485+0.j,0.+0.1342996955189612j,0.16034989628720103+0.j,0.-0.17695801580470202j,-0.1845559645573405+0.j,0.+0.18420212247612294j,0.17733931703467679+0.j,0.-0.1655751003484033j,-0.15050297638043889+0.j,0.+0.13357277414142443j,0.11601005126165809+0.j,0.-0.09877871126219212j,-0.08257785527337264+0.j,0.+0.06786285098608949j,0.05488111457340909+0.j,0.-0.04371457368201554j,-0.03432269531342245+0.j,0.+0.026581928334432348j,0.020319167413603702+0.j,0.-0.01533825537125038j,-0.011439561345823385+0.j,0.+0.008433325126241602j,0.006147803275991285+0.j,0.-0.0044333653154948515j,-0.003163642845770723+0.j,0.+0.00223469586169743j,0.0015629792207611536+0.j,0.-0.0010827040400979116j,-0.0007430161080465946+0.j,0.+0.0005052679625166325j,0.000340547113431266+0.j,0.-0.00022753893423695288j,-0.0001507451426736833+0.j,0.+0.00009904244671966983j,0.00006454563549043438+0.j,0.-0.00004173044718798967j,-0.0000267700629275782+0.j,0.+0.000017042064058568773j,0.000010767989979253888+0.j,0.-6.75378320015518e-6j,-4.205497384116624e-6+0.j,0.+2.600163861761657e-6j,1.5964312452365094e-6+0.j
0.0013060083976427024+0.j,0.-0.005222324668897767j,-0.014518591574949462+0.j,0.+0.032322991427533206j,0.06092631939547335+0.j,0.-0.09999211145818167j,-0.14497657351801804+0.j,0.+0.18671911282043344j,0.21294843798973737+0.j,0.-0.2117435830825078j,-0.1760388484099145+0.j,0.+0.10750910198023128j,0.018045847361821292+0.j,0.+0.07228402538160021j,0.14061011164482942+0.j,0.-0.16837938726986332j,-0.14775935383962677+0.j,0.+0.0849063061014455j,-0.0012967273145471979+0.j,0.+0.08481148319424184j,0.14052532424076083+0.j,0.-0.1521163046069679j,-0.1170540592383484+0.j,0.+0.047115027768218146j,-0.0356430781131212+0.j,0.+0.10598521298272569j,0.14328134651412275+0.j,0.-0.13749134438587635j,-0.09161744914239062+0.j,0.+0.02012625144898562j,-0.05587843350412974+0.j,0.+0.11504231118558447j,0.14172265064774542+0.j,0.-0.12987408151744195j,-0.08398352921041753+0.j,0.+0.017108491948365685j,-0.05313891346042809+0.j,0.+0.10937574217745738j,0.13868356559639844+0.j,0.-0.13530349813123346j,-0.10133026560257292+0.j,0.+0.045506404227773446j,-0.019340606991119134+0.j,0.+0.07944300648973891j,0.12303799588039367+0.j,0.-0.14250961446218818j,-0.13540447679065196+0.j,0.+0.10429679799926922j,0.05572193347294896+0.j,0.+0.0014552416430587058j,0.05783074497416072+0.j,0.-0.10505534131466793j,-0.13698661781356944+0.j,0.+0.1502867111244245j,0.14447633535582982+0.j,0.-0.12154784853377916j,-0.08529138529423279+0.j,0.+0.040499567458284313j,-0.007803600042663184+0.j,0.+0.055003319325224745j,0.0973442039650239+0.j,0.-0.13217388211913417j,-0.15799809227292372+0.j,0.+0.17438737338687174j,0.18178521310041107+0.j,0.-0.1812671381401286j,-0.1742928374530748+0.j,0.+0.16248227882190844j,0.1474347367395831+0.j,0.-0.130598741755181j,-0.11319238885871842+0.j,0.+0.09616765149544068j,0.08020922148703157+0.j,0.-0.06575746778461788j,-0.053045758678304564+0.j,0.+0.04214399725948681j,0.03300224221220742+0.j,0.-0.02549032407476094j,-0.019431162653824365+0.j,0.+0.014626912369788641j,0.010878074352163578+0.j,0.-0.007996347640382295j,-0.005812313523123757+0.j,0.+0.004179136785898073j,0.002973402956697739+0.j,0.-0.002094057582906871j,-0.001460222823179796+0.j,0.+0.001008473288402291j,0.000689978549690842+0.j,0.-0.0004677747516009645j,-0.00031431540051533635+0.j,0.+0.00020936987083800264j,0.00013828309134188951+0.j,0.-0.00009057583196007105j,-0.00005884663067987514+0.j,0.+0.00003792892989846886j,0.00002425656834705183+0.j,0.-0.000015394465983944304j,-9.697058655756336e-6+0.j,0.+6.063401281957546e-6j
0.-0.002378271621570469j,-0.009074638367681371+0.j,0.+0.023976864965612684j,0.05047860527306129+0.j,0.-0.08939958156078723j,-0.13667615982207626+0.j,0.+0.18236249004526844j,0.21216252080861903+0.j,0.-0.2117435830825078j,-0.1726415441296185+0.j,0.+0.09737349695341357j,0.0011583018250407506+0.j,0.+0.09127891081223734j,0.1533192981975623+0.j,0.-0.16590025952549067j,-0.12509590092721462+0.j,0.+0.04456736506768811j,-0.04845945249276294+0.j,0.+0.12243702017338524j,0.15255957936859624+0.j,0.-0.12947038440199854j,-0.062351344825902995+0.j,0.-0.024671410596061972j,-0.10132628935636069+0.j,0.+0.1418453911501482j,0.13359640395005143+0.j,0.-0.08077843637782736j,-0.0022043591519979753+0.j,0.-0.07567443392355158j,-0.1278079829993431+0.j,0.+0.13850126479927102j,0.10578873672750647+0.j,0.-0.04115437575739452j,0.034874496514417506+0.j,0.-0.09949388352820447j,-0.1344627919428254+0.j,0.+0.13098417935438322j,0.09143196930791395+0.j,0.-0.027800208048066277j,0.04230205093352242+0.j,0.-0.10072005279797676j,-0.13340854099339947+0.j,0.+0.1335247631172343j,0.10239261260226869+0.j,0.-0.04839995131625616j,0.015608005164194751+0.j,0.-0.07560771361311093j,-0.11950188349796408+0.j,0.+0.13939220271599573j,0.1326678735973329+0.j,0.-0.10188109215576317j,-0.0536435075025279+0.j,0.-0.0030658009657088714j,-0.05875028594522328+0.j,0.+0.10503099551566077j,0.13581360500717563+0.j,0.-0.1478760101973278j,-0.1408946263781928+0.j,0.+0.1170223757835129j,0.08018212540599622+0.j,0.-0.035248096225185314j,0.012735803673687877+0.j,0.-0.05919453429259404j,-0.1004602030373072+0.j,0.+0.13399790104028078j,0.15844141282420882+0.j,0.-0.17348242597431668j,-0.17966545032360215+0.j,0.+0.17813898576612103j,0.17040495917424664+0.j,0.-0.15809652035951274j,-0.14280181389227706+0.j,0.+0.1259403389843591j,0.1086900870084188+0.j,0.-0.09195815043738685j,-0.07638471754089005+0.j,0.+0.06236976727371014j,0.050112694602879745+0.j,0.-0.039656883768211845j,-0.030933370034048297+0.j,0.+0.023799801129310835j,0.018072688303990128+0.j,0.-0.013552311288932431j,-0.010040593625217788+0.j,0.+0.007352837938416029j,0.005324479427419424+0.j,0.-0.0038140640386940617j,-0.0027035639799440625+0.j,0.+0.0018969723744806388j,0.0013179195206265244+0.j,0.-0.0009068580032863348j,-0.0006181918768714564+0.j,0.+0.00041758503037953536j,0.00027957725290664385+0.j,0.-0.0001855606763763317j,-0.0001221192068710287+0.j,0.+0.00007970359205056127j,0.00005159948407375272+0.j,0.-0.00003314057701281625j,-0.000021119910586260066+0.j
