2.814268457485565e-10+0.j,0.-1.866398932093089e-9j,-8.752425719211913e-9+0.j,0.+3.351249486718384e-8j,1.1112600943509646e-7+0.j,0.-3.295866946636878e-7j,-8.923454221712577e-7+0.j,0.+2.2367782659520127e-6j,5.244654635849363e-6+0.j,0.-0.000011594034659948588j,-0.000024314959388282307+0.j,0.+0.00004862013497253699j,0.00009308173962175848+0.j,0.-0.00017121104157248376j,-0.0003034636699526931+0.j,0.+0.0005196369563593125j,0.0008615470370687781+0.j,0.-0.0013857774393923432j,-0.0021661882128702894+0.j,0.+0.003295780971996224j,0.004887449672752501+0.j,0.-0.007073129429588184j,-0.010000903091307991+0.j,0.+0.013829747634375326j,0.01872179944022222+0.j,0.-0.0248322766715094j,-0.032297493428778065+0.j,0.+0.041221699274331156j,0.05166373846468734+0.j,0.-0.0636247053938011j,-0.07703784244169495+0.j,0.+0.0917618622034036j,0.10757867315793505+0.j,0.-0.12419615988607235j,-0.14125624700800785+0.j,0.+0.1583480047482431j,0.17502508581172932+0.j,0.-0.19082637105803357j,-0.20529839176828196+0.j,0.+0.21801792301892295j,0.22861312302417477+0.j,0.-0.23678172617149956j,-0.24230506434496824+0.j,0.+0.2450570593229173j,0.24500775654174067+0.j,0.-0.24222141169906455j,-0.2368495529135536+0.j,0.+0.22911978573568836j,0.2193213598655081+0.j,0.-0.2077886608504366j,-0.19488382554403164+0.j,0.+0.1809796159664068j,0.16644354026314878+0.j,0.-0.15162400505326218j,-0.13683904618642706+0.j,0.+0.12236793966389942j,0.10844576294232684+0.j,0.-0.09526077596492065j,-0.08295433233617336+0.j,0.+0.07162291963204853j,0.06132186427615356+0.j,0.-0.05207021684223899j,-0.04385635116747506+0.j,0.+0.036643856619513j,0.03037736799794169+0.j,0.-0.024988052988491244j,-0.020398555038709503+0.j,0.+0.016527263736397707j,0.013291850726287585+0.j,0.-0.010612064088661442j,-0.008411816657307392+0.j,0.+0.006620633971424391j,0.0051745463820354705+0.j,0.-0.0040165188381944186j,-0.003096512963699441+0.j,0.+0.0023712711911250454j,0.0018039038401001296+0.j,0.-0.0013633487826115779j,-0.0010237611092974634+0.j,0.+0.0007638780592985732j,0.0005663931557745841+0.j,0.-0.00041736347673062326j,-0.0003056655324874499+0.j,0.+0.00022250838291200444j,0.0001610073450248547+0.j,0.-0.00011581776503211j,-0.00008282566062502438+0.j,0.+0.000058890363691483674j,0.00004163339764621744+0.j,0.-0.00002926751202021765j,-0.00002045989991232318+0.j,0.+0.000014224000630735259j,9.834828778874602e-6+0.j,0.-6.763387699311589e-6j,-4.626358789200411e-6+0.j,0.+3.1478676339548575e-6j,2.130687705420716e-6+0.j,0.-1.4347389445480566e-6j,-9.61166893000629e-7+0.j,0.+6.40649011205646e-7j
0.-1.866398932093089e-9j,-1.2096372310024024e-8+0.j,0.+5.540585711578894e-8j,2.0709237283504533e-7+0.j,0.-6.699532640131052e-7j,-1.9373056474628636e-6+0.j,0.+5.110639801766802e-6j,0.000012473199361330088+0.j,0.-0.00002845553966038438j,-0.00006115668897391853+0.j,0.+0.00012459118816396852j,0.00024180100747990383+0.j,0.-0.00044888510122860476j,-0.000799846097280385+0.j,0.+0.0013719322196565843j,0.0022708784083693492+0.j,0.-0.003635158930775364j,-0.005638108812609153+0.j,0.+0.008486620449317844j,0.012415143897176918+0.j,0.-0.017673970426640078j,-0.024511285391262218+0.j,0.+0.033149221916585474j,0.043755065083645815+0.j,0.-0.05640973340618213j,-0.0710765520323631+0.j,0.+0.08757396923743963j,0.10555610882759317+0.j,0.-0.12450479455225233j,-0.14373589468341508+0.j,0.+0.1624215626549762j,0.17962832067203688+0.j,0.-0.1943691407783377j,-0.20566595376287594+0.j,0.+0.21261759576504147j,0.2144672877097793+0.j,0.-0.2106634711751331j,-0.2009082471655894+0.j,0.+0.18518873898225505j,0.16378829785402615+0.j,0.-0.13727639487182083j,-0.1064780628994509+0.j,0.+0.07242563201734531j,0.03629703478223014+0.j,0.+0.0006540095087401328j,0.037170171710737374+0.j,0.-0.07205942999970998j,-0.1042557731461195+0.j,0.+0.1328678137009793j,0.1572127732009484+0.j,0.-0.17683473696090413j,-0.1915074542262414+0.j,0.+0.20122315172074315j,0.20616974333894897+0.j,0.-0.20669940640856835j,-0.20329174734840694+0.j,0.+0.19651472398491804j,0.1869861822004658+0.j,0.-0.175338371055725j,-0.16218719889141134+0.j,0.+0.14810735566686328j,0.13361381617069887+0.j,0.-0.11914970233667531j,-0.1050800518160331+0.j,0.+0.09169072913474896j,0.07919152598076928+0.j,0.-0.06772241809938584j,-0.05736196001943643+0.j,0.+0.048136883381524574j,0.04003209694830033+0.j,0.-0.0330004447834081j,-0.026971744983352898+0.j,0.+0.021860790126706577j,0.017574131961073415+0.j,0.-0.014015590579588198j,-0.01109051981139259+0.j,0.+0.008708925964675637j,0.0067875786535969386+0.j,0.-0.0052512737232573775j,-0.004033413383111941+0.j,0.+0.0030760617778732265j,0.0023296192818435995+0.j,0.-0.0017522391810651874j,-0.0013090888391202819+0.j,0.+0.0009715359812550831j,0.0007163207971334747+0.j,0.-0.0005247570231840158j,-0.000381990443062457+0.j,0.+0.00027633142373957023j,0.0001986690345917632+0.j,0.-0.0001419676802643521j,-0.00010084264206609588+0.j,0.+0.00007120807229164431j,0.000049989441406456334+0.j,0.-0.00003489185818286228j,-0.000024215776965626126+0.j,0.+0.000016712138076493336j,0.000011469773440225194+0.j,0.-7.828813739469071e-6j,-5.3147600196738616e-6+0.j
-8.752425719211913e-9+0.j,0.+5.540585711578894e-8j,2.4772784880189894e-7+0.j,0.-9.032958651509036e-7j,-2.8488542974553353e-6+0.j,0.+8.025651662556633e-6j,0.00002061069095149463+0.j,0.-0.00004893158881792324j,-0.00010849506060045363+0.j,0.+0.000226429271492921j,0.0004475163869556985+0.j,0.-0.0008417268420392418j,-0.001512745070626379+0.j,0.+0.002606419012095209j,0.004317444006414443+0.j,0.-0.006892029817795001j,-0.010623962297103886+0.j,0.+0.015841535544828873j,0.022883443381135564+0.j,0.-0.03206294995341598j,-0.043621459015214956+0.j,0.+0.05767477925021997j,0.07415761453692143+0.j,0.-0.0927736760751458j,-0.11295987934069224+0.j,0.+0.13387298262603592j,0.1544055325748909+0.j,0.-0.1732351182412433j,-0.188906966034567+0.j,0.+0.19994533491158104j,0.20498466012098385+0.j,0.-0.20290766650439526j,-0.1929753800607238+0.j,0.+0.174933569877253j,0.1490818323163661+0.j,0.-0.11629514547029286j,-0.07799282963650121+0.j,0.+0.036055769243359265j,-0.0073013216578324235+0.j,0.+0.049690675848159595j,0.08872971212386561+0.j,0.-0.12221940775826164j,-0.14830580243076516+0.j,0.+0.16560990839401127j,0.17331514332169398+0.j,0.-0.1712062436950301j,-0.15965880529633514+0.j,0.+0.13958349206893353j,0.11233301142207888+0.j,0.-0.07958278917774786j,-0.04319769925502673+0.j,0.+0.0050972138990350085j,-0.03286989026283026+0.j,0.+0.0690323137421585j,0.10197831193408614+0.j,0.-0.1306098544471069j,-0.15416849881732564+0.j,0.+0.17223505834796188j,0.18470700871008477+0.j,0.-0.19175877407986494j,-0.1937905615339628+0.j,0.+0.19137134323579333j,0.18518103924548812+0.j,0.-0.17595607457942777j,-0.16444142156149258+0.j,0.+0.1513511287141679j,0.1373382918610541+0.j,0.-0.12297452218753735j,-0.10873825787671362+0.j,0.+0.09501076907044118j,0.08207841433699742+0.j,0.-0.07013959676863013j,-0.05931490452058388+0.j,0.+0.04965906454977956j,0.04117355040964949+0.j,0.-0.03381893018118435j,-0.027526290294680088+0.j,0.+0.02220730379288352j,0.01776271349187453+0.j,0.-0.014089164060526588j,-0.011084440186572867+0.j,0.+0.00865125265690416j,0.006699764935720568+0.j,0.-0.005149075713580959j,-0.003927874439436858+0.j,0.+0.002974473313050265j,0.002236396171468001+0.j,0.-0.0016696767467368205j,-0.0012379894443452833+0.j,0.+0.0009117076181283597j,0.0006669589234363891+0.j,0.-0.00048472560201099913j,-0.00035001980656776616+0.j,0.+0.0002511502233408839j,0.00017908594848973128+0.j,0.-0.00012691632666566818j,-0.00008940071895858017+0.j,0.+0.00006259939149629412j,0.00004357541047553241+0.j,0.-0.00003015716818691521j
0.+3.351249486718384e-8j,2.0709237283504533e-7+0.j,0.-9.032958651509036e-7j,-3.210935956589846e-6+0.j,0.+9.86505007149047e-6j,0.00002705186702757758+0.j,0.-0.00006756707104062198j,-0.00015587266621720094+0.j,0.+0.00033551590344931253j,0.000679064670080638+0.j,0.-0.0013001110720181693j,-0.0023659911970518584+0.j,0.+0.00410875330414477j,0.006830786652803939+0.j,0.-0.010900716552562804j,-0.01673505613711789+0.j,0.+0.02476203118637719j,0.03536616761927638+0.j,0.-0.04881560563839327j,-0.06517830913374702+0.j,0.+0.08423767844149242j,0.10542161783410005+0.j,0.-0.12776086299822323j,-0.14989151093118033+0.j,0.+0.17011278536563196j,0.18650425804015133+0.j,0.-0.19709781151263367j,-0.20008991833433+0.j,0.+0.19407102035663973j,0.17824265195226163+0.j,0.-0.1525908755630895j,-0.11798737056854618+0.j,0.+0.07619708962419175j,0.029782852522707372+0.j,0.+0.018089067648245347j,0.06392450436610099+0.j,0.-0.10422849713519527j,-0.13584651342222528+0.j,0.+0.15627973069384832j,0.16393722419811838+0.j,0.-0.15829586705855833j,-0.1399504896943213+0.j,0.+0.11055056319111513j,0.07263335470283601+0.j,0.-0.02937526468748275j,0.015708582388590527+0.j,0.-0.05908233564452504j,-0.09749122909472639+0.j,0.+0.12821783939110784j,0.14927090015881966+0.j,0.-0.1594940669016993j,-0.158591761146876+0.j,0.+0.14707816350652317j,0.12616259633311058+0.j,0.-0.09758932419205057j,-0.06345198156679198+0.j,0.+0.026002547418948595j,-0.012527557826626824+0.j,0.+0.05008047979055876j,0.08488986309268276+0.j,0.-0.1155592755780566j,-0.1411010457423099+0.j,0.+0.16093901071092911j,0.17488124060891058+0.j,0.-0.18307029894649454j,-0.18591908290386813+0.j,0.+0.1840399236334706j,0.17817363261031963+0.j,0.-0.16912379182635648j,-0.15770002690515442+0.j,0.+0.14467246214392465j,0.13073817717811936+0.j,0.-0.11649935761398272j,-0.10245199987498968+0.j,0.+0.08898349671147758j,0.07637716732693621+0.j,0.-0.0648217586208481j,-0.05442407609012855+0.j,0.+0.04522314785115145j,0.037204631367324284+0.j,0.-0.03031449682960712j,-0.024471331238983783+0.j,0.+0.019576881185728322j,0.01552467782001109+0.j,0.-0.012206760191456813j,-0.009518634576042427+0.j,0.+0.007362683161907659j,0.005650273321177217+0.j,0.-0.004302827261550267j,-0.0032520995150191823+0.j,0.+0.0024398839593688195j,0.001817339076939953+0.j,0.-0.0013440847194143512j,-0.0009871891875403117+0.j,0.+0.0007201341648579663j,0.0005218181879464006+0.j,0.-0.0003756373575139923j,-0.00026866482216404984+0.j,0.+0.00019093778163324055j,0.0001348517500159872+0.j
1.1112600943509646e-7+0.j,0.-6.699532640131052e-7j,-2.8488542974553353e-6+0.j,0.+9.86505007149047e-6j,0.000029501151032661252+0.j,0.-0.00007867338067300589j,-0.00019091790205159773+0.j,0.+0.00042748430661847573j,0.0008921192452184631+0.j,0.-0.0017484757454896162j,-0.0032374175706630765+0.j,0.+0.005689536000962985j,0.009526434461277405+0.j,0.-0.015243438024230954j,-0.023367081378953335+0.j,0.+0.034383588443703046j,0.04863973129769218+0.j,0.-0.06622447449754812j,-0.08684750386204325+0.j,0.+0.10973735851912853j,0.1335854335805005+0.j,0.-0.15656083772335921j,-0.1764139858158193+0.j,0.+0.19067409604667868j,0.19692905166164298+0.j,0.-0.19315823391513565j,-0.17807354509333612+0.j,0.+0.15141453437196803j,0.11414309598573692+0.j,0.-0.06849284802382351j,-0.017847255689697986+0.j,0.-0.03355391059139113j,-0.08105236680136381+0.j,0.+0.12010080356638127j,0.14681377010936292+0.j,0.-0.15846275738705318j,-0.15384375598163866+0.j,0.+0.1334626695353198j,0.09950987372976501+0.j,0.-0.055625569025328184j,-0.006487349319176286+0.j,0.-0.04272417251762571j,-0.08691044558953807+0.j,0.+0.12161514210296694j,0.14349045491354048+0.j,0.-0.15061662497845332j,-0.14264412063324275+0.j,0.+0.12075273136165217j,0.08744538481193567+0.j,0.-0.04621352632523226j,-0.001123222172982432+0.j,0.-0.043624188479090935j,-0.08410578408298683+0.j,0.+0.11702278601744731j,0.13994892484186214+0.j,0.-0.1514668236540544j,-0.1511922328303738+0.j,0.+0.13969831356139162j,0.11836122467669506+0.j,0.-0.08915344786465025j,-0.054412623067631824+0.j,0.+0.01661167667244772j,-0.02184844945648003+0.j,0.+0.05880813263480807j,0.09247162759319917+0.j,0.-0.1214801866479882j,-0.144938315716139+0.j,0.+0.1623996522518127j,0.1738213973002473+0.j,0.-0.17949727205367647j,-0.1799788044052011+0.j,0.+0.17599367501593816j,0.16836818866997658+0.j,0.-0.1579589942632831j,-0.14559721833948894+0.j,0.+0.13204640084339567j,0.11797415588534864+0.j,0.-0.10393638722525526j,-0.09037217541486663+0.j,0.+0.07760708789711218j,0.0658625858431896+0.j,0.-0.055269340838506535j,-0.0458825581812707+0.j,0.+0.03769776567113888j,0.03066591297415536+0.j,0.-0.024706996210934508j,-0.01972174821545569+0.j,0.+0.015601202028862204j,0.012234138609249112+0.j,0.-0.009512571750932185j,-0.007335510899661333+0.j,0.+0.0056112855965871206j,0.004258724198218552+0.j,0.-0.003207464401569833j,-0.002397642839104104+0.j,0.+0.001779172857344696j,0.0013107790767602548+0.j,0.-0.0009589183216530375j,-0.0006966814500927418+0.j,0.+0.0005027407951529814j
0.-3.295866946636878e-7j,-1.9373056474628636e-6+0.j,0.+8.025651662556633e-6j,0.00002705186702757758+0.j,0.-0.00007867338067300589j,-0.00020383485757456208+0.j,0.+0.00048005770781094645j,0.0010419711466307163+0.j,0.-0.0021051912922557424j,-0.0039888701750576214+0.j,0.+0.007129082237904875j,0.012072629409285466+0.j,0.-0.019440094668899868j,-0.02984933316144672+0.j,0.+0.04379686889337963j,0.061504713550175526+0.j,0.-0.08275249849928758j,-0.10672678172476632+0.j,0.+0.1319273923578179j,0.1561711672129552+0.j,0.-0.17672399227225322j,-0.19057238784945954+0.j,0.+0.1948183822007735j,0.18715113133722985+0.j,0.-0.16632242806911185j,-0.13253789331978416+0.j,0.+0.08767668097012855j,0.0352722038918619+0.j,0.+0.019777167184157635j,0.07175123291490368+0.j,0.-0.11483966408279273j,-0.14395626692796445+0.j,0.+0.15550637660445726j,0.1479775796407187+0.j,0.-0.12224782308544557j,-0.08154920567365374+0.j,0.+0.03108231775171739j,-0.022665656419012057+0.j,0.+0.07279658846888488j,0.11293704697560512+0.j,0.-0.13809215197737898j,-0.14529182001247049+0.j,0.+0.13393975986200726j,0.10582477312566765+0.j,0.-0.06480702630727929j,-0.016239858315055224+0.j,0.-0.03377713144185761j,-0.07920017097211964+0.j,0.+0.1147859112550511j,0.13668346234924852+0.j,0.-0.14280865682871285j,-0.13297150426752238+0.j,0.+0.10876409857267427j,0.07324724752317158+0.j,0.-0.030495959275621456j,0.014925261023842742+0.j,0.-0.058486538437823476j,-0.09615493831520128+0.j,0.+0.12474981780866318j,0.14216550155116475+0.j,0.-0.14745515229765935j,-0.14078683940630973+0.j,0.+0.12329568525247171j,0.09686371359216155+0.j,0.-0.06386161714801211j,-0.02688477359243512+0.j,0.-0.011489411567769154j,-0.048903051470624646+0.j,0.+0.08336647264497472j,0.11335000114864766+0.j,0.-0.1378212945961811j,-0.1562355279228428+0.j,0.+0.16848876376900673j,0.17484611744354456+0.j,0.-0.17585613174582096j,-0.1722614829449524+0.j,0.+0.1649141523270882j,0.15470089905750495+0.j,0.-0.14248257691647848j,-0.12904878302635936+0.j,0.+0.11508765609861799j,0.1011694196637153+0.j,0.-0.08774149164527359j,-0.07513260829466664+0.j,0.+0.06356336268736967j,0.05316074883346785+0.j,0.-0.043974646270193825j,-0.03599460104343805+0.j,0.+0.029165696436976144j,0.023402716568308023+0.j,0.-0.01860216001666617j,-0.014651944870106433+0.j,0.+0.011438857798597865j,0.008853942561898715+0.j,0.-0.006796107132683317j,-0.005174265068437023+0.j,0.+0.003908328042029392j,0.0029293438120825293+0.j,0.-0.0021790370101184573j,-0.0016089665871929996+0.j
-8.923454221712577e-7+0.j,0.+5.110639801766802e-6j,0.00002061069095149463+0.j,0.-0.00006756707104062198j,-0.00019091790205159773+0.j,0.+0.00048005770781094645j,0.0010959060144902057+0.j,0.-0.0023025819273172084j,-0.004496573369876291+0.j,0.+0.008221416033653336j,0.014152152627461154+0.j,0.-0.023033434568592512j,-0.03556015758448569+0.j,0.+0.05220106917924538j,0.07298301056581222+0.j,0.-0.09727311246334489j,-0.12361296323604021+0.j,0.+0.14966613283330882j,0.17233298191211907+0.j,0.-0.18806191920439433j,-0.193346313184799+0.j,0.+0.18534832226866385j,0.16254619133366827+0.j,0.-0.12527272899740857j,-0.07601038554492845+0.j,0.+0.019337867568453116j,-0.038517819915784776+0.j,0.+0.0904919644048037j,0.12974271596517223+0.j,0.-0.15078437351045246j,-0.15048407897873592+0.j,0.+0.12872294898185432j,0.0885757773679182+0.j,0.-0.03594977872700215j,0.02127503148070494+0.j,0.-0.07446468036509359j,-0.11559956279773526+0.j,0.+0.13855255632781366j,0.14005378116418382+0.j,0.-0.12017782578858816j,-0.08227787825289314+0.j,0.+0.03239115485691326j,-0.021768412317255+0.j,0.+0.07204799973522812j,0.11111189179101184+0.j,0.-0.13351245459193228j,-0.1364166333447015+0.j,0.+0.11989617823935704j,0.08676726732389864+0.j,0.-0.042038033321870255j,0.00792130338969848+0.j,0.-0.056339114117895696j,-0.0969821950704884+0.j,0.+0.12494237534244505j,0.1371749093358763+0.j,0.-0.13274076820258615j,-0.11275300442864923+0.j,0.+0.08006879826440098j,0.03879828463017833+0.j,0.+0.006283759376808744j,0.050336686388372104+0.j,0.-0.08898800161787884j,-0.11874725053195434+0.j,0.+0.13726827978001843j,0.1434522803278776+0.j,0.-0.13740465099763619j,-0.1202739204993102+0.j,0.+0.09400978166920194j,0.06107985194867553+0.j,0.-0.02418203504818552j,0.014017218393276985+0.j,0.-0.05109722240611677j,-0.08503781186037418+0.j,0.+0.11431116740130286j,0.13791453882471472+0.j,0.-0.1553528672311036j,-0.16658332432942063+0.j,0.+0.17193482647351738j,0.17201500931740746+0.j,0.-0.16761543107768875j,-0.15962338619300773+0.j,0.+0.1489460854883622j,0.13645043496100306+0.j,0.-0.12291946002850171j,-0.10902470968719885+0.j,0.+0.09531278050966455j,0.08220340013985843+0.j,0.-0.06999623445313352j,-0.05888363789336255+0.j,0.+0.048966852041040065j,0.0402735789360507+0.j,0.-0.03277533344997073j,-0.026403452083088124+0.j,0.+0.021063062211942686j,0.016644671821392506+0.j,0.-0.013033315331417722j,-0.010115387247756381+0.j,0.+0.0077834201545934015j,0.005939129138803036+0.j,0.-0.004495064663240246j
0.+2.2367782659520127e-6j,0.000012473199361330088+0.j,0.-0.00004893158881792324j,-0.00015587266621720094+0.j,0.+0.00042748430661847573j,0.0010419711466307163+0.j,0.-0.0023025819273172084j,-0.004675810949177448+0.j,0.+0.0088096743258851j,0.015509398935182238+0.j,0.-0.025647714270224567j,-0.03999559616422429+0.j,0.+0.058978251472923605j,0.0823883497872294+0.j,0.-0.10911781784829307j,-0.13699134605921215+0.j,0.+0.16278862599767924j,0.1825204703747928+0.j,0.-0.19197498591282944j,-0.18748119534085111+0.j,0.+0.16676467308867035j,0.12971370736185645+0.j,0.-0.07885542338968639j,-0.019372171310521668+0.j,0.-0.04143023934580069j,-0.09517328096043115+0.j,0.+0.1338187273921279j,0.15118222001737142+0.j,0.-0.14423283145611224j,-0.11388192299849705+0.j,0.+0.06505433811017361j,0.0059793109344587385+0.j,0.+0.05319469366231441j,0.10220659158645183+0.j,0.-0.13255804892104497j,-0.13908285665019904+0.j,0.+0.12089511061182588j,0.08152848405746389+0.j,0.-0.028245080926126036j,0.029340041112893393+0.j,0.-0.08103989517490005j,-0.11793250860505525+0.j,0.+0.13390711938716754j,0.12664500491323638+0.j,0.-0.09788231479410171j,-0.0529460294012001+0.j,0.-0.0003106871652830369j,-0.052946794808905705+0.j,0.+0.09646860716646527j,0.12419088834521497+0.j,0.-0.13220713298013964j,-0.11983998493636665+0.j,0.+0.08954377078471469j,0.0463256621028026+0.j,0.+0.003175980904830899j,0.05177767726022754+0.j,0.-0.0928177203933977j,-0.12104578628200531+0.j,0.+0.13322449145095475j,0.12839023680523948+0.j,0.-0.10777839764967147j,-0.07446609864135896+0.j,0.+0.03281844799111156j,-0.012161200289309192+0.j,0.+0.05547872229335033j,0.09271214777364431+0.j,0.-0.12043242219812651j,-0.1364525765147059+0.j,0.+0.13990284300634045j,0.13115146244459502+0.j,0.-0.11160626516655284j,-0.08343991193398179+0.j,0.+0.049282498199556206j,0.011920458139963183+0.j,0.+0.0259677992191111j,0.06201940588150612+0.j,0.-0.09432800504078342j,-0.12151768569847667+0.j,0.+0.14275655551968236j,0.15772137948149134+0.j,0.-0.16652708581009903j,-0.16963525210077826+0.j,0.+0.16775441995873808j,0.16174279366695632+0.j,0.-0.15252108008121473j,-0.14100036288410692+0.j,0.+0.1280273004961085j,0.11434679858304485+0.j,0.-0.10058073006098041j,-0.08722026337154463+0.j,0.+0.07462885572379836j,0.06305287636421654+0.j,0.-0.052637034716106056j,-0.04344219017791765+0.j,0.+0.03546361859267783j,0.028648328678476366+0.j,0.-0.02291050551793273j,-0.01814457360214039+0.j,0.+0.014235702489790591j,0.011067820969593136+0.j
5.244654635849363e-6+0.j,0.-0.00002845553966038438j,-0.00010849506060045363+0.j,0.+0.00033551590344931253j,0.0008921192452184631+0.j,0.-0.0021051912922557424j,-0.004496573369876291+0.j,0.+0.0088096743258851j,0.01598055003075688+0.j,0.-0.02702137611205438j,-0.042797085092760645+0.j,0.+0.06370450536006637j,0.08930403110927372+0.j,0.-0.11799612005481415j,-0.14686293896420485+0.j,0.+0.17179282197861637j,0.18796134036859155+0.j,0.-0.19065916493054563j,-0.17634996459000102+0.j,0.+0.14374059455209065j,0.09458534297967348+0.j,0.-0.03395475483417165j,0.030210694789325095+0.j,0.-0.08828324716002102j,-0.13069656071355581+0.j,0.+0.14991721488784426j,0.14219352199190066+0.j,0.-0.10864170127678545j,-0.055351884358362365+0.j,0.-0.007588079408026616j,-0.06799614383318871+0.j,0.+0.11403968672784234j,0.13668613776325672+0.j,0.-0.13160854627306268j,-0.10010934963923072+0.j,0.+0.048847536094246975j,-0.011572169142160131+0.j,0.+0.0688319905048557j,0.1114599520329544+0.j,0.-0.13115810220086407j,-0.1244108373070449+0.j,0.+0.09305873879271215j,0.04375952637833232+0.j,0.+0.01350177619481971j,0.06750067132688645+0.j,0.-0.10800382921223818j,-0.1276885978149434+0.j,0.+0.12339320255946885j,0.09650079011086743+0.j,0.-0.05244723092769074j,0.0004863901082869235+0.j,0.-0.052813515203049034j,-0.09557670344513709+0.j,0.+0.12185593638845503j,0.1278044376058884+0.j,0.-0.11307749426652774j,-0.0806421975824236+0.j,0.+0.03606490283214205j,-0.013549486331924397+0.j,0.+0.06075588497620568j,0.09889924993678048+0.j,0.-0.1230094819925515j,-0.1303542470200754+0.j,0.+0.12061134598990837j,0.09568589139682035+0.j,0.-0.05924682571318281j,-0.016086871416424606+0.j,0.-0.028581244035223656j,-0.06978896530957529+0.j,0.+0.10335600830075063j,0.12626402441356027+0.j,0.-0.13684096553541678j,-0.13476528564345833+0.j,0.+0.12092034492740317j,0.09714229302494491+0.j,0.-0.06590931447749356j,-0.030017626900027437+0.j,0.-0.007718041198627547j,-0.04471240988946824+0.j,0.+0.07879051523675154j,0.10829673347862293+0.j,0.-0.13213605138649917j,-0.1497579611145089+0.j,0.+0.1610969680229934j,0.16648487795704553+0.j,0.-0.16654926214898555j,-0.1621103789115739+0.j,0.+0.15408595940361358j,0.1434101631773189+0.j,0.-0.13097008213899372j,-0.1175606884916429+0.j,0.+0.10385722454134894j,0.09040275408405095+0.j,0.-0.07760789146467569j,-0.06575950049759921+0.j,0.+0.0550352928794443j,0.045521633436379175+0.j,0.-0.037232368284766164j,-0.030127042783780283+0.j,0.+0.024127403661268088j
0.-0.000011594034659948588j,-0.00006115668897391853+0.j,0.+0.000226429271492921j,0.000679064670080638+0.j,0.-0.0017484757454896162j,-0.0039888701750576214+0.j,0.+0.008221416033653336j,0.015509398935182238+0.j,0.-0.02702137611205438j,-0.0437539402178903+0.j,0.+0.06612584614600361j,0.0935136646972117+0.j,0.-0.12385928916339954j,-0.15351666014996881+0.j,0.+0.177493826700874j,0.19017256124676385+0.j,0.-0.18645745098607788j,-0.163150308099568+0.j,0.+0.12021321755303623j,0.06152791236415935+0.j,0.+0.0051818406815779755j,0.06941981481303779+0.j,0.-0.11987222615228171j,-0.14686719751935118+0.j,0.+0.14475689014449425j,0.11358514306499363+0.j,0.-0.05952818450488373j,0.006118893564284904+0.j,0.-0.06926295086370636j,-0.11613417254535434+0.j,0.+0.1364610088730643j,0.1259050025247262+0.j,0.-0.08712832228509595j,-0.02920487221573906+0.j,0.-0.034495466785211634j,-0.08943406333875158+0.j,0.+0.12327695306352844j,0.12869905216080774+0.j,0.-0.10496134885522189j,-0.05792073792510695+0.j,0.-0.0014781898373078782j,-0.05982013266301556+0.j,0.+0.10429336484385471j,0.12549767891501604+0.j,0.-0.1193660221222692j,-0.087821316972063+0.j,0.+0.03810077454404662j,-0.019018562217551792+0.j,0.+0.07163604762553752j,0.10922665032428337+0.j,0.-0.12469454143688406j,-0.1155937419508817+0.j,0.+0.08433763440846717j,0.037443104598075205+0.j,0.+0.015955475466457612j,0.06596758048593343+0.j,0.-0.10379409335863266j,-0.12321862286412709+0.j,0.+0.12150705309906416j,0.09961742941944157+0.j,0.-0.06175945403262685j,-0.014453533136516037+0.j,0.-0.03469311264380129j,-0.07825685330876068+0.j,0.+0.11010335509009866j,0.12617480152098565+0.j,0.-0.12487890762996122j,-0.10707503327712548+0.j,0.+0.07571583760039001j,0.03524586057472223+0.j,0.+0.00912204115161574j,0.05213397423626335+0.j,0.-0.08912739027618054j,-0.11650055021067399+0.j,0.+0.1319855679839849j,0.13472398706486247+0.j,0.-0.12516991035623437j,-0.10486300019227235+0.j,0.+0.0761216698582565j,0.041706470451803+0.j,0.-0.0044969812539375495j,0.03278517808949985+0.j,0.-0.06778692022328264j,-0.09865951730480331+0.j,0.+0.12412151122395536j,0.14345805886208263+0.j,0.-0.15647068573027864j,-0.1633933201055905+0.j,0.+0.1647901353588459j,0.1614487718380538+0.j,0.-0.15427959870335511j,-0.14422840103935441+0.j,0.+0.13220670597773662j,0.11904121509473502+0.j,0.-0.10544166794221126j,-0.09198498025723749+0.j,0.+0.07911264532828892j,0.06713806375683735+0.j,0.-0.05626055101514151j,-0.04658313318585992+0.j
