1.0925080319059214e-13+0.j,8.440659389950128e-13+0.j,4.611191030018004e-12+0.j,2.056857590736589e-11+0.j,7.945586590678727e-11+0.j,2.7453182655812744e-10+0.j,8.659021365366092e-10+0.j,2.5285498962126683e-9+0.j,6.906822122363661e-9+0.j,1.7787247720928497e-8+0.j,4.3457074873490736e-8+0.j,1.0123154952761392e-7+0.j,2.2577559649170126e-7+0.j,4.837901913972979e-7+0.j,9.989523617592951e-7+0.j,1.9927411327479234e-6+0.j,3.8489532027799846e-6+0.j,7.212235627723915e-6+0.j,0.000013133648567999476+0.j,0.000023278785980790373+0.j,0.000040215832792378996+0.j,0.00006780147719793053+0.j,0.0001116810664490048+0.j,0.0001799149991949251+0.j,0.00028373537624222+0.j,0.0004384249081559449+0.j,0.000664293927591678+0.j,0.0009877115612520503+0.j,0.0014421248431613805+0.j,0.002068976683042176+0.j,0.002918412694494869+0.j,0.004049650985425795+0.j,0.005530881367198864+0.j,0.007438564107013909+0.j,0.009856015742591234+0.j,0.012871201910833659+0.j,0.016573704432954015+0.j,0.021050890121227697+0.j,0.02638337819200993+0.j,0.03263997641011275+0.j,0.0398723265391503+0.j,0.04810956009675732+0.j,0.057353308718097816+0.j,0.06757343348355005+0.j,0.07870482997710566+0.j,0.09064562859717902+0.j,0.10325704350032913+0.j,0.11636503215066828+0.j,0.1297638170471097+0.j,0.14322120019091286+0.j,0.15648547894613227+0.j,0.16929365922346187+0.j,0.18138056785308249+0.j,0.19248839852005903+0.j,0.2023761903148435+0.j,0.21082873756828024+0.j,0.2176644639200739+0.j,0.22274185930026894+0.j,0.22596416992906315+0.j,0.22728214089125287+0.j,0.22669472951410732+0.j,0.2242478265797294+0.j,0.22003113276864789+0.j,0.21417343232766753+0.j,0.20683657921267778+0.j,0.1982085593982295+0.j,0.18849601538437552+0.j,0.17791661597072644+0.j,0.16669162871886106+0.j,0.15503900819978483+0.j,0.14316725505264444+0.j,0.1312702344112785+0.j,0.11952307267730822+0.j,0.10807918376281579+0.j,0.097068413854954+0.j,0.08659624056283913+0.j,0.07674392002977187+0.j,0.06756944521833742+0.j,0.05910916013468747+0.j,0.05137986748155089+0.j,0.04438126973712655+0.j,0.038098594162795076+0.j,0.03250526875430068+0.j,0.027565536648399686+0.j,0.023236919078166357+0.j,0.019472459961856144+0.j,0.016222707236298945+0.j,0.01343740606341415+0.j,0.011066896338331062+0.j,0.009063221113359287+0.j,0.007380963498826225+0.j,0.005977837405841936+0.j,0.004815062419512858+0.j,0.0038575555074954688+0.j,0.0030739726135731054+0.j,0.002436631914293485+0.j,0.00192134807008731+0.j,0.0015072035840087159+0.j,0.0011762797407014586+0.j,0.0009133658226790351+0.j
-8.440659389950128e-13+0.j,-6.4119580901540334e-12+0.j,-3.443212901243093e-11+0.j,-1.509249146661775e-10+0.j,-5.727346743564232e-10+0.j,-1.9433496843217814e-9+0.j,-6.017451309775234e-9+0.j,-1.724448132369505e-8+0.j,-4.620992405006348e-8+0.j,-1.1670287068161346e-7+0.j,-2.7949885062560185e-7+0.j,-6.379787966238432e-7+0.j,-1.3936539674279876e-6+0.j,-2.9236919935126444e-6+0.j,-5.9076760771447365e-6+0.j,-0.000011526886950371626+0.j,-0.00002176584475895694+0.j,-0.00003985171118179901+0.j,-0.00007087095129930377+0.j,-0.0001226024249231625+0.j,-0.0002065995057159077+0.j,-0.0003395385362395338+0.j,-0.0005448249074673237+0.j,-0.0008544102085067678+0.j,-0.001310724650578097+0.j,-0.001968570818340061+0.j,-0.0028967626600029254+0.j,-0.004179234887781287+0.j,-0.005915302104027997+0.j,-0.008218724695955665+0.j,-0.011215250436009105+0.j,-0.015038355569038007+0.j,-0.01982301212716364+0.j,-0.025697459165443314+0.j,-0.03277314793415541+0.j,-0.04113325112106885+0.j,-0.0508203541938269+0.j,-0.06182415765944192+0.j,-0.07407018551066798+0.j,-0.08741059094729903+0.j,-0.10161815384753405+0.j,-0.11638446153205483+0.j,-0.13132305184283335+0.j,-0.14597798436131254+0.j,-0.1598379128975285+0.j,-0.1723552921420409+0.j,-0.18296990331566468+0.j,-0.19113547114181548+0.j,-0.1963478096990172+0.j,-0.19817271387057728+0.j,-0.19627173210376092+0.j,-0.19042402753409252+0.j,-0.1805427557554154+0.j,-0.16668474132869984+0.j,-0.1490526912512587+0.j,-0.1279897020923414+0.j,-0.10396635298821302+0.j,-0.07756118319609596+0.j,-0.04943578846420515+0.j,-0.020306101140979967+0.j,0.009088378257270081+0.j,0.03801556576924999+0.j,0.06578023409043948+0.j,0.09175034029159684+0.j,0.11537896483390045+0.j,0.13622094528548243+0.j,0.15394368298058114+0.j,0.16833199778515837+0.j,0.17928727520402662+0.j,0.18682146675322228+0.j,0.19104675123310866+0.j,0.19216183130759956+0.j,0.1904359241815812+0.j,0.1861915114705582+0.j,0.17978685132775266+0.j,0.17159913915262476+0.j,0.16200904754114737+0.j,0.15138719789108632+0.j,0.14008293072686834+0.j,0.12841556288145226+0.j,0.11666815798955855+0.j,0.10508370004528325+0.j,0.09386345265699056+0.j,0.0831672107717821+0.j,0.07311510621554905+0.j,0.06379061061811943+0.j,0.055244385011328896+0.j,0.04749864966496502+0.j,0.04055178536288207+0.j,0.03438292329767238+0.j,0.028956330556534293+0.j,0.02422544798114045+0.j,0.020136484038918594+0.j,0.016631510124029508+0.j,0.013651038102485736+0.j,0.011136089326091015+0.j,0.009029785746740676+0.j,0.007278508592932129+0.j,0.005832679057855333+0.j,0.004647219508296207+0.j
4.611191030018004e-12+0.j,3.443212901243093e-11+0.j,1.8169316155913245e-10+0.j,7.823427502005721e-10+0.j,2.915449366679848e-9+0.j,9.711081683852819e-9+0.j,2.9507775345415115e-8+0.j,8.295018230692092e-8+0.j,2.1795907184049967e-7+0.j,5.395298611522735e-7+0.j,1.2659661413789525e-6+0.j,2.829839706431512e-6+0.j,6.050906200190438e-6+0.j,0.000012419198663903508+0.j,0.000024538684066749587+0.j,0.000046793349227934986+0.j,0.00008630536661001093+0.j,0.00015425487774771497+0.j,0.0002676178109159042+0.j,0.00045134664665547405+0.j,0.000740964583904263+0.j,0.0011854637663283134+0.j,0.0018502945003651024+0.j,0.002820111342301821+0.j,0.004200816299795949+0.j,0.0061203280856274795+0.j,0.008727433201446803+0.j,0.01218806572092179+0.j,0.016678442418965926+0.j,0.02237466626644634+0.j,0.02943871061347579+0.j,0.03800109906081336+0.j,0.04814107402534543+0.j,0.05986555383055457+0.j,0.07308865198988007+0.j,0.08761390248873745+0.j,0.10312153076790402+0.j,0.1191630720442387+0.j,0.1351653283386199+0.j,0.15044506528221774+0.j,0.16423500748808856+0.j,0.175720661688749+0.j,0.18408637668485664+0.j,0.18856795748881128+0.j,0.18850821548224705+0.j,0.18341117699904075+0.j,0.1729903858917494+0.j,0.15720688026133062+0.j,0.13629301166703264+0.j,0.11075926841836894+0.j,0.08138257719882072+0.j,0.04917606526207932+0.j,0.015341820684309525+0.j,-0.01879036429671021+0.j,-0.051834085815465364+0.j,-0.08242224768560112+0.j,-0.10928241461352119+0.j,-0.1313062958010302+0.j,-0.14760859762200812+0.j,-0.15757141400769964+0.j,-0.16087154009727983+0.j,-0.15748947485034037+0.j,-0.14770028936089497+0.j,-0.13204785299147667+0.j,-0.11130502086178645+0.j,-0.08642321309607312+0.j,-0.05847531127293187+0.j,-0.028595948234904797+0.j,0.0020769062312939136+0.j,0.0324556123551071+0.j,0.06154899047198114+0.j,0.08849892043626463+0.j,0.11260626654805307+0.j,0.133345814502052+0.j,0.15037065504663139+0.j,0.16350706819345745+0.j,0.17274142255303546+0.j,0.17820089475756734+0.j,0.1801299378047277+0.j,0.1788644012206042+0.j,0.174805056176985+0.j,0.1683920365357233+0.j,0.16008140547453836+0.j,0.15032472880361117+0.j,0.13955220850480887+0.j,0.12815962625780955+0.j,0.11649908341423791+0.j,0.1048733113971126+0.j,0.09353316933190044+0.j,0.08267784335461875+0.j,0.07245721008532974+0.j,0.06297581808081455+0.j,0.05429796700241881+0.j,0.046453415521214875+0.j,0.039443316684423954+0.j,0.033246055531238834+0.j,0.027822741410448434+0.j,0.023122181440086778+0.j,0.019085228100140256+0.j,0.015648450721156542+0.j
-2.056857590736589e-11+0.j,-1.509249146661775e-10+0.j,-7.823427502005721e-10+0.j,-3.3080074685652794e-9+0.j,-1.2101216853611018e-8+0.j,-3.955320551378623e-8+0.j,-1.178881814416635e-7+0.j,-3.249318625505273e-7+0.j,-8.367662962262625e-7+0.j,-2.0290986840677775e-6+0.j,-4.661898095658795e-6+0.j,-0.000010198579304012824+0.j,-0.000021330857885801423+0.j,-0.00004280083498574574+0.j,-0.00008262817167917639+0.j,-0.00015385520471127234+0.j,-0.00027690718313087376+0.j,-0.0004826180025338016+0.j,-0.0008158843003268333+0.j,-0.0013397767350421387+0.j,-0.0021397580734456357+0.j,-0.003327445228233227+0.j,-0.005043131343182882+0.j,-0.007456092298988019+0.j,-0.010761588119193073+0.j,-0.01517348690564805+0.j,-0.020911635945173018+0.j,-0.0281835146316761+0.j,-0.037160332600114004+0.j,-0.04794855271205316+0.j,-0.06055874897260405+0.j,-0.07487464061032915+0.j,-0.090625931729691+0.j,-0.10736907523699096+0.j,-0.12448012612321409+0.j,-0.14116334736115077+0.j,-0.1564781400491535+0.j,-0.1693852283470579+0.j,-0.1788109685774459+0.j,-0.18372638221056506+0.j,-0.18323530683714295+0.j,-0.17666421731568735+0.j,-0.16364507603263176+0.j,-0.14418225333579673+0.j,-0.11869524679291497+0.j,-0.08803062799736405+0.j,-0.05343923241052608+0.j,-0.016517832066985042+0.j,0.02088195169729055+0.j,0.05677132536426633+0.j,0.08915951032497291+0.j,0.11619530149077971+0.j,0.1363029027707829+0.j,0.14830021274654698+0.j,0.15148920351688777+0.j,0.14571054458434884+0.j,0.13135789228072112+0.j,0.10935093412271309+0.j,0.0810699532441484+0.j,0.04825798145188203+0.j,0.012899219250388332+0.j,-0.02291591194685449+0.j,-0.057128073206631935+0.j,-0.08783804696245871+0.j,-0.11341821312402182+0.j,-0.13259921883209472+0.j,-0.14452713089530206+0.j,-0.14878909058033837+0.j,-0.14540814674369662+0.j,-0.13481028853611685+0.j,-0.11776855268089353+0.j,-0.09533033057160742+0.j,-0.06873460642667903+0.j,-0.03932584493395405+0.j,-0.008470695342721617+0.j,0.022517292049034444+0.j,0.052440990866798494+0.j,0.08026850216644633+0.j,0.10516625492390726+0.j,0.12651648761505102+0.j,0.14392025970102776+0.j,0.15718795208848577+0.j,0.1663197490846959+0.j,0.17147885628360715+0.j,0.1729602265325238+0.j,0.17115738242646414+0.j,0.16652959009878582+0.j,0.1595712092761177+0.j,0.15078456969884488+0.j,0.14065724848410568+0.j,0.12964418215450718+0.j,0.11815466604569361+0.j,0.10654398773685222+0.j,0.09510921600104837+0.j,0.08408852096615028+0.j,0.07366332742402529+0.j,0.06396259045090992+0.j,0.0550685176297353+0.j,0.04702313164539057+0.j,0.039835158021914716+0.j
7.945586590678727e-11+0.j,5.727346743564232e-10+0.j,2.915449366679848e-9+0.j,1.2101216853611018e-8+0.j,4.3438673874849464e-8+0.j,1.3926341730723065e-7+0.j,4.0695634813304455e-7+0.j,1.099251804482076e-6+0.j,2.7728830724347157e-6+0.j,6.583205222460433e-6+0.j,0.000014800502592360071+0.j,0.000031665959304560636+0.j,0.00006473608355260053+0.j,0.00012688374506864786+0.j,0.0002391174163720371+0.j,0.0004343298290007878+0.j,0.0007619747311803937+0.j,0.0012934818247909905+0.j,0.00212795213329305+0.j,0.003397343562171983+0.j,0.005269997113337944+0.j,0.007951031432139759+0.j,0.011677932516679588+0.j,0.016709683642033284+0.j,0.02330810928875935+0.j,0.031710809176458826+0.j,0.04209614486859886+0.j,0.054542149344025806+0.j,0.06898281335220581+0.j,0.08516673605110767+0.j,0.10262432948029224+0.j,0.1206503384744325+0.j,0.13830811811341356+0.j,0.154460732962207+0.j,0.16783148572012366+0.j,0.1770931066497833+0.j,0.1809808833264374+0.j,0.17842098332405806+0.j,0.16866171587173845+0.j,0.15139309534469375+0.j,0.12683932051797672+0.j,0.09580999198044955+0.j,0.059699118417052936+0.j,0.020425976591434355+0.j,-0.019681829856953104+0.j,-0.05805596790687866+0.j,-0.09209203935786624+0.j,-0.119372510404363+0.j,-0.13788587705481298+0.j,-0.14621930069489555+0.j,-0.14370388967494957+0.j,-0.13049625230466455+0.j,-0.10758639875334998+0.j,-0.07672975286322342+0.j,-0.04030902028546713+0.j,-0.0011389873293245643+0.j,0.03776686424833669+0.j,0.07344539659704914+0.j,0.10322486172384865+0.j,0.12493575454386668+0.j,0.13707301494256527+0.j,0.13889662456390311+0.j,0.13046420358072378+0.j,0.11259604541271843+0.j,0.08677937623878607+0.j,0.0550238491561013+0.j,0.01968391933820221+0.j,-0.016734445509460086+0.j,-0.051765302984256995+0.j,-0.08315680395266435+0.j,-0.10901508693106898+0.j,-0.12790918058544964+0.j,-0.13893236854195548+0.j,-0.14171966623607185+0.j,-0.13642478220197574+0.j,-0.12366289170624438+0.j,-0.10442756322921463+0.j,-0.07999119186257696+0.j,-0.05179835922204242+0.j,-0.021360792819797154+0.j,0.009838768124585727+0.j,0.04042825806939942+0.j,0.06920992123293214+0.j,0.09520421712699628+0.j,0.11767404848612573+0.j,0.13613079761510466+0.j,0.15032472197060812+0.j,0.16022293499867413+0.j,0.1659785013976648+0.j,0.1678941539503026+0.j,0.16638385769771594+0.j,0.16193498123835062+0.j,0.15507325921339848+0.j,0.1463321128152641+0.j,0.1362272933430169+0.j,0.12523727051109623+0.j,0.11378933100774657+0.j,0.10225099869720758+0.j,0.09092613915806977+0.j,0.08005496205015739+0.j
-2.7453182655812744e-10+0.j,-1.9433496843217814e-9+0.j,-9.711081683852819e-9+0.j,-3.955320551378623e-8+0.j,-1.3926341730723065e-7+0.j,-4.377371322126767e-7+0.j,-1.2535392401965392e-6+0.j,-3.3165611260163888e-6+0.j,-8.190267390523583e-6+0.j,-0.000019025739506132655+0.j,-0.0000418278782063221+0.j,-0.0000874579030515004+0.j,-0.00017461609745168612+0.j,-0.00033401840021863633+0.j,-0.0006138690995327761+0.j,-0.0010865106012848422+0.j,-0.0018557831338063275+0.j,-0.003064159978254155+0.j,-0.004898181699730221+0.j,-0.007590184604605703+0.j,-0.011413936203454128+0.j,-0.016671715200925023+0.j,-0.02367076834776476+0.j,-0.03268806570096441+0.j,-0.04392389933416709+0.j,-0.05744704221521179+0.j,-0.07313666677710277+0.j,-0.09062863199687193+0.j,-0.10927559050503519+0.j,-0.12813111747837652+0.j,-0.1459672654445342+0.j,-0.16133233251409732+0.j,-0.17265120934330294+0.j,-0.17836480157776494+0.j,-0.17709841590823508+0.j,-0.16784263216549267+0.j,-0.15012518204276346+0.j,-0.12414978738289803+0.j,-0.09087859071026148+0.j,-0.05203910926521488+0.j,-0.010044367664140443+0.j,0.03217477606954391+0.j,0.07141441051266967+0.j,0.10449739645696195+0.j,0.12859688622454535+0.j,0.14154650864325719+0.j,0.14209921462903777+0.j,0.13010092015527888+0.j,0.10655400393312325+0.j,0.07355834514886002+0.j,0.03413227005064058+0.j,-0.008069470929071794+0.j,-0.04911076980777567+0.j,-0.08516323597796081+0.j,-0.11288604246913753+0.j,-0.129754525438558+0.j,-0.13430191009813106+0.j,-0.1262491517046561+0.j,-0.10651123289912626+0.j,-0.07708255710476453+0.j,-0.04081749124529045+0.j,-0.001133024424915572+0.j,0.03833227148051586+0.j,0.07406590982178447+0.j,0.10300021518632063+0.j,0.12277191342775522+0.j,0.13190070464263878+0.j,0.1298749722147026+0.j,0.1171432301621692+0.j,0.09501955185134187+0.j,0.06551905893488022+0.j,0.03114490641985127+0.j,-0.005349229756603073+0.j,-0.04119732359495204+0.j,-0.07383854194762018+0.j,-0.10109723811200336+0.j,-0.12131395696547956+0.j,-0.13342189287195363+0.j,-0.13696886306073747+0.j,-0.13208969153493258+0.j,-0.11943757752595797+0.j,-0.10008536283246952+0.j,-0.07540859796517344+0.j,-0.046962063371121826+0.j,-0.016360157649643974+0.j,0.014830391865192874+0.j,0.04517940243904211+0.j,0.07346007616055526+0.j,0.09869253523347052+0.j,0.12016480784760726+0.j,0.13743361002044657+0.j,0.15030836672439196+0.j,0.1588225239297316+0.j,0.16319636878595156+0.j,0.16379537528211344+0.j,0.16108762089093057+0.j,0.1556031731892087+0.j,0.14789761529748985+0.j,0.1385211429592004+0.j,0.127993984617343+0.j
8.659021365366092e-10+0.j,6.017451309775234e-9+0.j,2.9507775345415115e-8+0.j,1.178881814416635e-7+0.j,4.0695634813304455e-7+0.j,1.2535392401965392e-6+0.j,3.516056932129948e-6+0.j,9.106804052963927e-6+0.j,0.00002200332631361741+0.j,0.00004997818725326879+0.j,0.0001073673849981245+0.j,0.0002192161720963183+0.j,0.00042707330872575143+0.j,0.0007965010847083827+0.j,0.0014259859048851326+0.j,0.0024563559721008147+0.j,0.004079070004064014+0.j,0.006540933036504066+0.j,0.01014209737142746+0.j,0.015223859052735439+0.j,0.022143032582233643+0.j,0.031230816652590112+0.j,0.042736178608408636+0.j,0.05675682196940393+0.j,0.07316444786464743+0.j,0.09153470431359055+0.j,0.11109515309553848+0.j,0.13070589903266464+0.j,0.14888643714518016+0.j,0.1638982925164231+0.j,0.17388615569830423+0.j,0.1770710606921002+0.j,0.1719789360297231+0.j,0.15767829019775526+0.j,0.1339937988982865+0.j,0.10165993135187187+0.j,0.06238174298965566+0.j,0.01877896097379876+0.j,-0.0257961858808605+0.j,-0.06755905229075142+0.j,-0.10268341465676252+0.j,-0.12773923901175221+0.j,-0.14012207502153728+0.j,-0.13841485304326392+0.j,-0.12262776157583873+0.j,-0.09427543736327648+0.j,-0.056271271516022583+0.j,-0.012643330213367741+0.j,0.03189848221984666+0.j,0.07249270423677999+0.j,0.10468789697265407+0.j,0.12496376890284511+0.j,0.13114463284631783+0.j,0.12265202009238366+0.j,0.10056469415378584+0.j,0.06747989779190446+0.j,0.027195668717133418+0.j,-0.01574323929468218+0.j,-0.05657697937952788+0.j,-0.09087302231206339+0.j,-0.11501380554451766+0.j,-0.12657375348457797+0.j,-0.12454616327899612+0.j,-0.10940088161733708+0.j,-0.08297521882503302+0.j,-0.04822026318104179+0.j,-0.008840266621544217+0.j,0.031127551478392645+0.j,0.06774228976415424+0.j,0.09755040185375898+0.j,0.1178995819299603+0.j,0.12714872613177822+0.j,0.12476115158457576+0.j,0.11128215962254123+0.j,0.08821424980300861+0.j,0.057812609717836465+0.j,0.0228292197208988+0.j,-0.013764152344694238+0.j,-0.04904533525383644+0.j,-0.08037914823572524+0.j,-0.10560472789274689+0.j,-0.12316196386034078+0.j,-0.1321535068336332+0.j,-0.13234535933487254+0.j,-0.12411430045473672+0.j,-0.10835400570126484+0.j,-0.08635361014266305+0.j,-0.05966273569832857+0.j,-0.02995592056525271+0.j,0.001092697922544188+0.j,0.03191629823814007+0.j,0.061138681876182745+0.j,0.08763162630139482+0.j,0.11054646099891557+0.j,0.12932206654668255+0.j,0.1436729351636666+0.j,0.15356177682015493+0.j,0.1591614571619746+0.j,0.16081090187427793+0.j,0.15896910853733376+0.j
-2.5285498962126683e-9+0.j,-1.724448132369505e-8+0.j,-8.295018230692092e-8+0.j,-3.249318625505273e-7+0.j,-1.099251804482076e-6+0.j,-3.3165611260163888e-6+0.j,-9.106804052963927e-6+0.j,-0.00002307702728758714+0.j,-0.00005451706874988012+0.j,-0.00012099355540326373+0.j,-0.0002537917458815609+0.j,-0.0005055483630056153+0.j,-0.0009600897616738636+0.j,-0.0017438867392400887+0.j,-0.003037646673078374+0.j,-0.005085457908199206+0.j,-0.008197768086357476+0.j,-0.012743626649895716+0.j,-0.019127451672923988+0.j,-0.02774650575582886+0.j,-0.03892759425522078+0.j,-0.05284529862277897+0.j,-0.06942902942082788+0.j,-0.08827159879872848+0.j,-0.10855674709669333+0.j,-0.12902575287717638+0.j,-0.14800258962698612+0.j,-0.16349213409237812+0.j,-0.1733564849841749+0.j,-0.1755613060140646+0.j,-0.16846909970570315+0.j,-0.15114214484809493+0.j,-0.12360761153160778+0.j,-0.08703402116860892+0.j,-0.043773763756089545+0.j,0.002758664755564731+0.j,0.04838003249185259+0.j,0.08858280313651601+0.j,0.11908196330341382+0.j,0.13639246493336069+0.j,0.13835226186532695+0.j,0.1245060167777043+0.j,0.09627921929275167+0.j,0.056900266984418746+0.j,0.011065041292243288+0.j,-0.03562125397136409+0.j,-0.07735354831433655+0.j,-0.10888956129165732+0.j,-0.12625583886116903+0.j,-0.12729292798216182+0.j,-0.11195774055979411+0.j,-0.08233667248057626+0.j,-0.04236602213574938+0.j,0.0027002935018673752+0.j,0.04699877720121471+0.j,0.08483851187031599+0.j,0.11144698814234222+0.j,0.12357708399784212+0.j,0.11989555356335038+0.j,0.10110706483752926+0.j,0.06980670713798348+0.j,0.030091868732257325+0.j,-0.013004112561802521+0.j,-0.054173302967805675+0.j,-0.08849845066684875+0.j,-0.11203637751797478+0.j,-0.12225027926813713+0.j,-0.11824638216745839+0.j,-0.10079896353717606+0.j,-0.07217592006958864+0.j,-0.03580107042081135+0.j,0.004193587105688096+0.j,0.04346389061610292+0.j,0.07793614387596633+0.j,0.10422245449484054+0.j,0.11992836987336303+0.j,0.12382921209512103+0.j,0.11590911937888447+0.j,0.09727292522055048+0.j,0.06995388453158215+0.j,0.03664879445410628+0.j,0.00041586714286054674+0.j,-0.03562995442374023+0.j,-0.06859393197944925+0.j,-0.09602743789954184+0.j,-0.11608800139934525+0.j,-0.12762736839931607+0.j,-0.13020940632803715+0.j,-0.12406616187060726+0.j,-0.11000494062454581+0.j,-0.08928178242247657+0.j,-0.06345726747937601+0.j,-0.03424950916524497+0.j,-0.003396888864365647+0.j,0.027459967229683382+0.j,0.056870830032475714+0.j,0.0836402652913327+0.j,0.1068638179663182+0.j,0.12593832908465832+0.j,0.14055037134827755+0.j
6.906822122363661e-9+0.j,4.620992405006348e-8+0.j,2.1795907184049967e-7+0.j,8.367662962262625e-7+0.j,2.7728830724347157e-6+0.j,8.190267390523583e-6+0.j,0.00002200332631361741+0.j,0.00005451706874988012+0.j,0.00012583824507942593+0.j,0.00027267402783302206+0.j,0.0005579660872322846+0.j,0.0010833257629427682+0.j,0.002003350863460603+0.j,0.0035396082683232686+0.j,0.005990492389175286+0.j,0.009731636414366533+0.j,0.015200565548668348+0.j,0.022859462273331025+0.j,0.03313186056562458+0.j,0.04631316427523903+0.j,0.062461002083067756+0.j,0.08127886293427294+0.j,0.10201379865789445+0.j,0.12339430003374458+0.j,0.1436356422336425+0.j,0.16053530849699307+0.j,0.17166974524043377+0.j,0.17468634054823975+0.j,0.16766350192365023+0.j,0.14949090895640266+0.j,0.12020620717335584+0.j,0.08121827921624344+0.j,0.03535420701601438+0.j,-0.013311785185353062+0.j,-0.05985567061176459+0.j,-0.09909478474079239+0.j,-0.12629973238036835+0.j,-0.13792181852685886+0.j,-0.13221478742422488+0.j,-0.10963491328636375+0.j,-0.07293119951203875+0.j,-0.026884267956698352+0.j,0.02228908184069314+0.j,0.06778912582903103+0.j,0.10321840876561209+0.j,0.12354374573805937+0.j,0.12587714544756437+0.j,0.10994301075380308+0.j,0.07814835843258812+0.j,0.03523780759222711+0.j,-0.012415851620547086+0.j,-0.05777394937751809+0.j,-0.09419388456691409+0.j,-0.11642216937745534+0.j,-0.12136322879477361+0.j,-0.10850751702931433+0.j,-0.07995972630510954+0.j,-0.04007305635305791+0.j,0.005242600792642936+0.j,0.04942230043615123+0.j,0.08621364844170408+0.j,0.11056308276162177+0.j,0.11929340362398354+0.j,0.11148356378937507+0.j,0.08851136124760216+0.j,0.05377187140118384+0.j,0.012130901680903203+0.j,-0.030793211584021003+0.j,-0.06940860289219497+0.j,-0.09887888733166852+0.j,-0.11570737980708588+0.j,-0.11810967697079497+0.j,-0.106142369945221+0.j,-0.0815912447400871+0.j,-0.047653737131017844+0.j,-0.008473728392038896+0.j,0.03140025492950685+0.j,0.0675602302615103+0.j,0.09622172556162109+0.j,0.11459395522951894+0.j,0.12110614760112667+0.j,0.11547979427638928+0.j,0.0986558861523269+0.j,0.07260175203350698+0.j,0.04003254837218883+0.j,0.0040872676337367205+0.j,-0.03200136366993903+0.j,-0.06520862439520096+0.j,-0.09296470202846613+0.j,-0.1133299360639359+0.j,-0.12509148886964142+0.j,-0.1277835373355026+0.j,-0.12164033658570761+0.j,-0.10749653699499387+0.j,-0.08665180542807756+0.j,-0.06071727154641428+0.j,-0.03145996404326459+0.j,-0.0006587186802672781+0.j,0.030018429984288275+0.j,0.05910910728380305+0.j
-1.7787247720928497e-8+0.j,-1.1670287068161346e-7+0.j,-5.395298611522735e-7+0.j,-2.0290986840677775e-6+0.j,-6.583205222460433e-6+0.j,-0.000019025739506132655+0.j,-0.00004997818725326879+0.j,-0.00012099355540326373+0.j,-0.00027267402783302206+0.j,-0.0005763834705233376+0.j,-0.0011495151842567557+0.j,-0.002173051169168474+0.j,-0.003908344168491639+0.j,-0.0067078807977234605+0.j,-0.011012742195419761+0.j,-0.01732834400837364+0.j,-0.02617074048604402+0.j,-0.03797915387786679+0.j,-0.05299684041461085+0.j,-0.07113154356022232+0.j,-0.09181721271457689+0.j,-0.11390797831865655+0.j,-0.13564052143672312+0.j,-0.15469895255646457+0.j,-0.16840508201544274+0.j,-0.17403636964495556+0.j,-0.169246240013446+0.j,-0.1525317613924574+0.j,-0.1236687124057655+0.j,-0.08402109406524608+0.j,-0.036637127382011386+0.j,0.013930566038043482+0.j,0.062098410191430954+0.j,0.10198020224801577+0.j,0.12827379093511762+0.j,0.1371633845649348+0.j,0.12707211919902428+0.j,0.09910847015494466+0.j,0.0570924265538048+0.j,0.0071174901659883626+0.j,-0.04330982537695922+0.j,-0.08642703200918332+0.j,-0.11547807977897243+0.j,-0.12585864139620911+0.j,-0.11593259586205545+0.j,-0.08736077437383762+0.j,-0.044868576919015586+0.j,0.0045187777268447015+0.j,0.05264580993753988+0.j,0.09159768916198255+0.j,0.11503104710509726+0.j,0.11923052258311566+0.j,0.10370770223551481+0.j,0.07124323503055352+0.j,0.027373723576404597+0.j,-0.02057681481062244+0.j,-0.06474376007084795+0.j,-0.09802679227933389+0.j,-0.11523045395112227+0.j,-0.11385496792829486+0.j,-0.09441953476898733+0.j,-0.060284807298579664+0.j,-0.017026651878899877+0.j,0.02851530252882546+0.j,0.0693448017020564+0.j,0.0993875892540939+0.j,0.11437401408556262+0.j,0.11240081235856346+0.j,0.09410662486911743+0.j,0.062460635813795254+0.j,0.022222994719490904+0.j,-0.020819527294291127+0.j,-0.06071449810253383+0.j,-0.0921703853402579+0.j,-0.11123472279117767+0.j,-0.11574196370304272+0.j,-0.10548965456493073+0.j,-0.08214355142916956+0.j,-0.048909391729403194+0.j,-0.01003648188841731+0.j,0.02976659688361102+0.j,0.06592151102124633+0.j,0.09450128122307648+0.j,0.11262686460789897+0.j,0.11870556427562351+0.j,0.11250128181709042+0.j,0.09504820244940206+0.j,0.06843651369420678+0.j,0.03550975398235181+0.j,-0.000482046871124375+0.j,-0.036230644892886764+0.j,-0.06868262838543751+0.j,-0.09528993765479307+0.j,-0.11418145117368349+0.j,-0.12425010638912862+0.j,-0.12515963063798596+0.j,-0.11728243792219187+0.j,-0.10158516218545051+0.j,-0.07948059595713297+0.j,-0.052664745276158+0.j
