0.8475995514672432+0.j,0.48742056854076743+0.j,0.19819924134760517+0.j,0.06580433341045899+0.j,0.01892071883936793+0.j,0.00486592895482219+0.j,0.001142360748192744+0.j,0.0002482946637178256+0.j,0.00005048188069582437+0.j,9.676702851471016e-6+0.j,1.7597077178808937e-6+0.j,3.0511062387525396e-7+0.j,5.0650045590608246e-8+0.j,8.078324568883383e-9+0.j,1.2415677238637804e-9+0.j,1.84347782629755e-10+0.j,2.6502757364335857e-11+0.j,3.696406570819492e-12+0.j,5.010217905808747e-13+0.j,6.609870455138271e-14+0.j,8.499455096906716e-15+0.j,1.0665827860367062e-15+0.j,1.3076645892199798e-16+0.j,1.5679982698915428e-17+0.j,1.8405731910482543e-18+0.j,2.116879910256315e-19+0.j,2.3873862106346584e-20+0.j,2.64212848168962e-21+0.j,2.871362675487016e-22+0.j,3.066212046016785e-23+0.j,3.2192499071116072e-24+0.j,3.3249642384301734e-25+0.j,3.3800655537459973e-26+0.j,3.383617690660183e-27+0.j,3.3369904372619304e-28+0.j,3.243650652058881e-29+0.j,3.108822718301608e-30+0.j,2.9390584873014355e-31+0.j,2.741760807291568e-32+0.j,2.5247035703400928e-33+0.j,2.295585813825794e-34+0.j,2.061649046905862e-35+0.j,1.8293770485027413e-36+0.j,1.60428725010111e-37+0.j,1.390813595859313e-38+0.j,1.1922732612693699e-39+0.j,1.0109042494228376e-40+0.j,8.479577755046356e-42+0.j,7.0382832696414074e-43+0.j,5.782049902660797e-44+0.j,4.702296037987269e-45+0.j,3.786500449956942e-46+0.j,3.0196004029507308e-47+0.j,2.3851993018545087e-48+0.j,1.8665555843179278e-49+0.j,1.4473471700689006e-50+0.j,1.1122229097509061e-51+0.j,8.47164097730749e-53+0.j,6.396857544969637e-54+0.j,4.789098915350729e-55+0.j,3.5554233122780813e-56+0.j,2.6178184961401204e-57+0.j,1.911863230627025e-58+0.j,1.3851591646918084e-59+0.j,9.956869762448555e-61+0.j,7.101977333776401e-62+0.j,5.027133840030453e-63+0.j,3.531800634008823e-64+0.j,2.4629458155818924e-65+0.j,1.705074839412158e-66+0.j,1.1719458880069308e-67+0.j,7.998186356455929e-69+0.j,5.420488213263074e-70+0.j,3.648296344445718e-71+0.j,2.4388628697720296e-72+0.j,1.619458725812185e-73+0.j,1.068258166241761e-74+0.j,7.000740706697798e-76+0.j,4.5583726369597764e-77+0.j,2.94923522905076e-78+0.j,1.8961712313170743e-79+0.j,1.2115690691427027e-80+0.j,7.694039028357447e-82+0.j,4.856556800716537e-83+0.j,3.0472070409189233e-84+0.j,1.9006652475283348e-85+0.j,1.1786084272985553e-86+0.j,7.266462714638179e-88+0.j,4.454457781063752e-89+0.j,2.7152697260587074e-90+0.j,1.6459053482759152e-91+0.j,9.921955936382546e-93+0.j,5.94862393248257e-94+0.j,3.547220400422276e-95+0.j,2.103959522800696e-96+0.j,1.2413341731531079e-97+0.j,7.2856151824570595e-99+0.j,4.253960913382795e-100+0.j,2.4711186078965586e-101+0.j,1.4282003245270658e-102+0.j
-0.48742056854076743+0.j,0.5673034963014015+0.j,0.5753403297848407+0.j,0.3054497183569225+0.j,0.1207281189042511+0.j,0.03950981257273138+0.j,0.011262117131886837+0.j,0.002879618126571411+0.j,0.0006732532532348189+0.j,0.0001458809576827923+0.j,0.00002958848379234896+0.j,5.660833336166271e-6+0.j,1.0278073915090047e-6+0.j,1.7797581543635212e-7+0.j,2.9512346903884612e-8+0.j,4.702560088255726e-9+0.j,7.221504557923039e-10+0.j,1.0714801254942112e-10+0.j,1.53944073400555e-11+0.j,2.1458926349170487e-12+0.j,2.9071469685118187e-13+0.j,3.833604728766908e-14+0.j,4.927518153470516e-15+0.j,6.181169755854648e-16+0.j,7.575747362089406e-17+0.j,9.081132666496194e-18+0.j,1.0656722947217147e-18+0.j,1.2253284411061408e-19+0.j,1.3815709216848613e-20+0.j,1.5286435649315215e-21+0.j,1.6609208863030435e-22+0.j,1.7732819525947132e-23+0.j,1.861446404361452e-24+0.j,1.922242001576688e-25+0.j,1.9537815024326332e-26+0.j,1.955537229918384e-27+0.j,1.9283127963944177e-28+0.j,1.8741216857092273e-29+0.j,1.795990560723259e-30+0.j,1.6977105158901768e-31+0.j,1.5835617448254342e-32+0.j,1.458036398070535e-33+0.j,1.325581273393804e-34+0.j,1.1903771396310004e-35+0.j,1.0561657607274193e-36+0.j,9.261298371107748e-38+0.j,8.028257631739916e-39+0.j,6.8816477112363034e-40+0.j,5.834349450069894e-41+0.j,4.893548034592867e-42+0.j,4.061485673372496e-43+0.j,3.3363364123421673e-44+0.j,2.7131197923520755e-45+0.j,2.1845859492453613e-46+0.j,1.742022553422877e-47+0.j,1.3759515559178324e-48+0.j,1.0766994973455671e-49+0.j,8.348381808081493e-51+0.j,6.4150237849814795e-52+0.j,4.885979322572189e-53+0.j,3.6891742524375804e-54+0.j,2.7618203511111103e-55+0.j,2.050277985106067e-56+0.j,1.5095288988923282e-57+0.j,1.102401534574693e-58+0.j,7.986644410728579e-60+0.j,5.740764626736007e-61+0.j,4.09457641971098e-62+0.j,2.898233997179228e-63+0.j,2.0360712457011084e-64+0.j,1.419828568769854e-65+0.j,9.828997210729325e-67+0.j,6.755515114181478e-68+0.j,4.610287267869379e-69+0.j,3.124358258579168e-70+0.j,2.1028043427846735e-71+0.j,1.4056682607714192e-72+0.j,9.333668908243008e-74+0.j,6.15667340477411e-75+0.j,4.034610351306161e-76+0.j,2.626972059895511e-77+0.j,1.6995868595184595e-78+0.j,1.0926979204385102e-79+0.j,6.981675038473423e-81+0.j,4.433584563479113e-82+0.j,2.798456113522461e-83+0.j,1.7558267341110167e-84+0.j,1.0951541038622734e-85+0.j,6.790930443617663e-87+0.j,4.1867126368689846e-88+0.j,2.5664660960916607e-89+0.j,1.5643879139070143e-90+0.j,9.482597655810643e-92+0.j,5.716246526935766e-93+0.j,3.4270587480898023e-94+0.j,2.0435476619903352e-95+0.j,1.2120644641888753e-96+0.j,7.151035966915971e-98+0.j,4.196996038451889e-99+0.j,2.4505189621688085e-100+0.j
0.19819924134760517+0.j,-0.5753403297848407+0.j,0.3333535478586761+0.j,0.5804404654805418+0.j,0.38287960409154903+0.j,0.17482208897003942+0.j,0.06385350158791574+0.j,0.019898556212596563+0.j,0.005485472090039423+0.j,0.0013688664235496908+0.j,0.00031416820831486946+0.j,0.0000670892874725531+0.j,0.000013448217105320113+0.j,2.548034880329398e-6+0.j,4.588791767935592e-7+0.j,7.891069425076023e-8+0.j,1.3007201335421826e-8+0.j,2.061842816414847e-9+0.j,3.151842282501319e-10+0.j,4.657616833810408e-11+0.j,6.667695371916796e-12+0.j,9.264347428123532e-13+0.j,1.251426140000804e-13+0.j,1.645868289270492e-14+0.j,2.110414842807668e-15+0.j,2.6415046652696584e-16+0.j,3.2309156420927065e-17+0.j,3.8657046491549945e-18+0.j,4.528580560156794e-19+0.j,5.1987062846157267e-20+0.j,5.8528732424186995e-21+0.j,6.466945317016155e-22+0.j,7.01743603843367e-23+0.j,7.483067142576945e-24+0.j,7.846160427532787e-25+0.j,8.093736642432438e-26+0.j,8.218231064801464e-27+0.j,8.217779760201883e-28+0.j,8.096076887080904e-29+0.j,7.86184577610005e-30+0.j,7.528000057939315e-31+0.j,7.110592785477692e-32+0.j,6.627660207781872e-33+0.j,6.098063344216292e-34+0.j,5.540416954169085e-35+0.j,4.972174979355096e-36+0.j,4.408917459750613e-37+0.j,3.863859519579148e-38+0.j,3.347580951211702e-39+0.j,2.8679570662721463e-40+0.j,2.4302588468017787e-41+0.j,2.0373832260162145e-42+0.j,1.6901721205640927e-43+0.j,1.3877807398611397e-44+0.j,1.1280605918568157e-45+0.j,9.07929318557352e-47+0.j,7.23706956350231e-48+0.j,5.714055468695238e-49+0.j,4.469655856642215e-50+0.j,3.4643819619697593e-51+0.j,2.6611598454486673e-52+0.j,2.026182716695949e-53+0.j,1.5293794719583967e-54+0.j,1.1445774859251468e-55+0.j,8.494358145012832e-57+0.j,6.252179695164307e-58+0.j,4.564634312937793e-59+0.j,3.3060580238203536e-60+0.j,2.3757427591585934e-61+0.j,1.6940477741654059e-62+0.j,1.1987825614794602e-63+0.j,8.419637501405923e-65+0.j,5.869928456330321e-66+0.j,4.0626132291603283e-67+0.j,2.791623724166252e-68+0.j,1.9047202687068537e-69+0.j,1.2905398016223641e-70+0.j,8.683988799383532e-72+0.j,5.803839557724523e-73+0.j,3.853003347337809e-74+0.j,2.541029611295215e-75+0.j,1.6648837721177093e-76+0.j,1.0838233569284964e-77+0.j,7.010824441213241e-79+0.j,4.506614324739316e-80+0.j,2.8789641864505226e-81+0.j,1.8279306955422696e-82+0.j,1.1535940544328033e-83+0.j,7.236816621221526e-85+0.j,4.513091253684926e-86+0.j,2.7980962271754447e-87+0.j,1.7248147765485752e-88+0.j,1.0571636080582866e-89+0.j,6.443025584755793e-91+0.j,3.904925772045959e-92+0.j,2.3536275896423873e-93+0.j,1.4108827481047771e-94+0.j,8.41197406529158e-96+0.j,4.988658982173757e-97+0.j,2.94288393852765e-98+0.j
-0.06580433341045899+0.j,0.3054497183569225+0.j,-0.5804404654805418+0.j,0.1406409135634939+0.j,0.5431146679179243+0.j,0.4362525823444412+0.j,0.2260357026678329+0.j,0.09093129474700876+0.j,0.030672969010968054+0.j,0.009046637618136311+0.j,0.0023948894188840146+0.j,0.0005793119349253333+0.j,0.00012971361859028983+0.j,0.000027148720627476056+0.j,5.352031503816953e-6+0.j,9.998858122335712e-7+0.j,1.77917908013759e-7+0.j,3.027877791590131e-8+0.j,4.94581819113727e-9+0.j,7.777324452097947e-10+0.j,1.1804540115634584e-10+0.j,1.733347722283369e-11+0.j,2.467248415700729e-12+0.j,3.4103974371831766e-13+0.j,4.5851504134734365e-14+0.j,6.004542020656285e-15+0.j,7.669109215359298e-16+0.j,9.564401269720679e-17+0.j,1.1659568911728006e-17+0.j,1.3907326371763234e-18+0.j,1.6245430900773332e-19+0.j,1.8599645451304828e-20+0.j,2.088796834787869e-21+0.j,2.302575625007243e-22+0.j,2.4931256676391044e-23+0.j,2.6531018887152322e-24+0.j,2.776467184303301e-25+0.j,2.858863963785561e-26+0.j,2.897849384007846e-27+0.j,2.892979839847638e-28+0.j,2.845746393258276e-29+0.j,2.7593773633880298e-30+0.j,2.6385356393774228e-31+0.j,2.488945415150476e-32+0.j,2.316985665070217e-33+0.j,2.129286090306236e-34+0.j,1.932356262615706e-35+0.j,1.7322713653976525e-36+0.j,1.534429469979812e-37+0.j,1.343386800649254e-38+0.j,1.1627698421052237e-39+0.j,9.952570553496512e-41+0.j,8.426187201027217e-42+0.j,7.0580106551676286e-43+0.j,5.850402176321209e-44+0.j,4.799922633978442e-45+0.j,3.898675121814028e-46+0.j,3.135594193298077e-47+0.j,2.4976125273427345e-48+0.j,1.970661321913298e-49+0.j,1.5404833692995996e-50+0.j,1.193256287511146e-51+0.j,9.16037226248214e-53+0.j,6.970495962052749e-54+0.j,5.25837475125522e-55+0.j,3.9331506125564015e-56+0.j,2.9173771283433315e-57+0.j,2.1461855392662396e-58+0.j,1.566110722612453e-59+0.j,1.1337417761748122e-60+0.j,8.143227271043554e-62+0.j,5.803931039485733e-63+0.j,4.1052743298542416e-64+0.j,2.8820786246735108e-65+0.j,2.0084506283102917e-66+0.j,1.3894879807824953e-67+0.j,9.544034438504547e-69+0.j,6.509337143873176e-70+0.j,4.408713447142953e-71+0.j,2.965506746940472e-72+0.j,1.981245874473876e-73+0.j,1.3148301194018086e-74+0.j,8.668243078646031e-76+0.j,5.677537989798456e-77+0.j,3.694817134953263e-78+0.j,2.3892701780738238e-79+0.j,1.5353648077133295e-80+0.j,9.8054074569909e-82+0.j,6.223867905289985e-83+0.j,3.926701304236388e-84+0.j,2.4626318957389284e-85+0.j,1.5353446616954955e-86+0.j,9.516492723944828e-88+0.j,5.864646307298545e-89+0.j,3.5935951633888982e-90+0.j,2.1896101757624968e-91+0.j,1.3267285369358567e-92+0.j,7.994690228168135e-94+0.j,4.791280746359437e-95+0.j,2.8559957053821087e-96+0.j
0.01892071883936793+0.j,-0.1207281189042511+0.j,0.38287960409154903+0.j,-0.5431146679179243+0.j,-0.015520837443293545+0.j,0.48178496111774644+0.j,0.4693060712065663+0.j,0.27287165474559316+0.j,0.11977687202988535+0.j,0.043408273959678334+0.j,0.013615387506836718+0.j,0.0038049052578563148+0.j,0.0009661011502277217+0.j,0.00022603848030747724+0.j,0.00004925173601355499+0.j,0.000010076667291154153+0.j,1.9486148914748155e-6+0.j,3.580811072280459e-7+0.j,6.280891655277177e-8+0.j,1.0555539447721172e-8+0.j,1.7051210236577906e-9+0.j,2.654920987162138e-10+0.j,3.994119947526659e-11+0.j,5.818194712359133e-12+0.j,8.221896719341803e-13+0.j,1.1290227447422011e-13+0.j,1.5088128582845517e-14+0.j,1.964992500164589e-15+0.j,2.4969779634300423e-16+0.j,3.099447275395453e-17+0.j,3.761967699561144e-18+0.j,4.469057004080612e-19+0.j,5.2007149987607406e-20+0.j,5.933406183729321e-21+0.j,6.641419013851091e-22+0.j,7.298480545537976e-23+0.j,7.879473910031332e-24+0.j,8.362094367070047e-25+0.j,8.728288667180513e-26+0.j,8.965349957098196e-27+0.j,9.06658177777886e-28+0.j,9.031493479606263e-29+0.j,8.86553877994376e-30+0.j,8.579452981511986e-31+0.j,8.188277780937272e-32+0.j,7.710182815738461e-33+0.j,7.165199410214438e-34+0.j,6.573975555155455e-35+0.j,5.956644586853223e-36+0.j,5.331876746590068e-37+0.j,4.716156463233192e-38+0.j,4.1233021787522805e-39+0.j,3.5642225307389435e-40+0.j,3.0468845417489125e-41+0.j,2.5764570452845107e-42+0.j,2.1555859717332614e-43+0.j,1.7847567380381997e-44+0.j,1.4627018108924154e-45+0.j,1.1868173115462698e-46+0.j,9.53560050055454e-48+0.j,7.588044965150894e-49+0.j,5.981470171949476e-50+0.j,4.6715158850176494e-51+0.j,3.615367772669663e-52+0.j,2.773078980814678e-53+0.j,2.1084096418170662e-54+0.j,1.589264997432274e-55+0.j,1.1878171212968519e-56+0.j,8.803919291688378e-58+0.j,6.4719478748965635e-59+0.j,4.719367902732027e-60+0.j,3.41411458923444e-61+0.j,2.4505955027700757e-62+0.j,1.7454871223239707e-63+0.j,1.2338539909898774e-64+0.j,8.656894386326343e-66+0.j,6.029195730936549e-67+0.j,4.168711819540049e-68+0.j,2.861769079643041e-69+0.j,1.9507483913890368e-70+0.j,1.3205182588608069e-71+0.j,8.877801126999688e-73+0.j,5.928222763388815e-74+0.j,3.932248016801145e-75+0.j,2.5911510528592487e-76+0.j,1.6963566737366013e-77+0.j,1.1034443715418941e-78+0.j,7.132271286804153e-80+0.j,4.581248280472059e-81+0.j,2.92450217576977e-82+0.j,1.855517166820241e-83+0.j,1.1701859757641584e-84+0.j,7.335891557837501e-86+0.j,4.571823998456923e-87+0.j,2.832660113928878e-88+0.j,1.7450058650455723e-89+0.j,1.06887079091361e-90+0.j,6.510393219512528e-92+0.j,3.943393402980938e-93+0.j,2.3754202311850395e-94+0.j
-0.00486592895482219+0.j,0.03950981257273138+0.j,-0.17482208897003942+0.j,0.4362525823444412+0.j,-0.48178496111774644+0.j,-0.1394237087984201+0.j,0.4070753647404912+0.j,0.48511476387478647+0.j,0.31435480185431014+0.j,0.14953402979832+0.j,0.05788703744530046+0.j,0.019216358126319194+0.j,0.005646077168685443+0.j,0.001499659933222895+0.j,0.0003655684246484074+0.j,0.0000827150459073589+0.j,0.000017524556116947672+0.j,3.5009789464927005e-6+0.j,6.632582713821715e-7+0.j,1.197225015310298e-7+0.j,2.067256501914969e-8+0.j,3.4261804023950865e-9+0.j,5.4662906112314e-10+0.j,8.416803718294329e-11+0.j,1.2535579623173208e-11+0.j,1.8094363956540593e-12+0.j,2.5357651363076763e-13+0.j,3.455629620775887e-14+0.j,4.5858050221191095e-15+0.j,5.933809339494062e-16+0.j,7.495316042508612e-17+0.j,9.252291219857247e-18+0.j,1.1172170102846104e-18+0.j,1.320828659013392e-19+0.j,1.530162989476088e-20+0.j,1.7383844656446026e-21+0.j,1.9381238276334764e-22+0.j,2.12194345459525e-23+0.j,2.282823384014475e-24+0.j,2.4146217563990906e-25+0.j,2.512466951587646e-26+0.j,2.5730472006364268e-27+0.j,2.5947755749075086e-28+0.j,2.577822146779231e-29+0.j,2.524018875396671e-30+0.j,2.436654699793979e-31+0.j,2.3201871622992992e-32+0.j,2.1799019428092153e-33+0.j,2.021552848525736e-34+0.j,1.8510124754183563e-35+0.j,1.6739587140974877e-36+0.j,1.4956154989820605e-37+0.j,1.3205587212973246e-38+0.j,1.1525909686610813e-39+0.j,9.946824421846708e-41+0.j,8.489705104202705e-42+0.j,7.168071049022996e-43+0.j,5.98841532946274e-44+0.j,4.9512609243160887e-45+0.j,4.052328201263105e-46+0.j,3.2837143826117134e-47+0.j,2.6350073396625375e-48+0.j,2.094279043709915e-49+0.j,1.6489258321662823e-50+0.j,1.2863416407987504e-51+0.j,9.94425550830632e-53+0.j,7.619360773848274e-54+0.j,5.78711746464936e-55+0.j,4.35781165549871e-56+0.j,3.2538666532377746e-57+0.j,2.4094441401306637e-58+0.j,1.7696138543028444e-59+0.j,1.2892630853439256e-60+0.j,9.318822767118419e-62+0.j,6.683291439586288e-63+0.j,4.756432622245281e-64+0.j,3.359573207836777e-65+0.j,2.355306387201127e-66+0.j,1.6391494979982572e-67+0.j,1.1325138807025344e-68+0.j,7.76903318547883e-70+0.j,5.292152013603237e-71+0.j,3.5799895545526106e-72+0.j,2.4052288404759238e-73+0.j,1.6050782898546937e-74+0.j,1.0639963492088716e-75+0.j,7.00690234554226e-77+0.j,4.584489015424814e-78+0.j,2.980373884732373e-79+0.j,1.9253096891734104e-80+0.j,1.2359892725543416e-81+0.j,7.885812555836938e-83+0.j,5.000672572790905e-84+0.j,3.152045001251745e-85+0.j,1.975010765311348e-86+0.j,1.230240205343371e-87+0.j,7.61874395660005e-89+0.j,4.6911443966699014e-90+0.j,2.872132537599705e-91+0.j,1.7485903130516965e-92+0.j
0.001142360748192744+0.j,-0.011262117131886837+0.j,0.06385350158791574+0.j,-0.2260357026678329+0.j,0.4693060712065663+0.j,-0.4070753647404912+0.j,-0.2349916717821245+0.j,0.32580258933541834+0.j,0.4863620673915598+0.j,0.34989873875620703+0.j,0.1794576219085972+0.j,0.07386804771470663+0.j,0.0258505202845051+0.j,0.00795872952944585+0.j,0.002204944893997312+0.j,0.0005585956475938411+0.j,0.0001309589125426614+0.j,0.000028676308316120496+0.j,5.908162092672411e-6+0.j,1.152169821971062e-6+0.j,2.1372914123934046e-7+0.j,3.7870472860563265e-8+0.j,6.432305386444353e-9+0.j,1.0504796853891143e-9+0.j,1.6539313083951943e-10+0.j,2.516334835318746e-11+0.j,3.707110762844946e-12+0.j,5.298043304627186e-13+0.j,7.357353491645428e-14+0.j,9.942514056261506e-15+0.j,1.3092435576843113e-15+0.j,1.6819866849556975e-16+0.j,2.110496534304142e-17+0.j,2.589097405195857e-18+0.j,3.1082778962147424e-19+0.j,3.65488315361908e-20+0.j,4.212654117939949e-21+0.j,4.7630828254224255e-22+0.j,5.286514038116841e-23+0.j,5.76339308019093e-24+0.j,6.175542071501514e-25+0.j,6.507344003813707e-26+0.j,6.746726172504742e-27+0.j,6.885859038649858e-28+0.j,6.921519677135021e-29+0.j,6.855105696373036e-30+0.j,6.692320962910858e-31+0.j,6.442584381491714e-32+0.j,6.118234344497164e-33+0.j,5.73361275102092e-34+0.j,5.304113686774755e-35+0.j,4.845274214499488e-36+0.j,4.371970418019416e-37+0.j,3.8977635004159736e-38+0.j,3.43442102005519e-39+0.j,2.9916196012845786e-40+0.j,2.576819468076346e-41+0.j,2.1952890395943197e-42+0.j,1.8502500511760973e-43+0.j,1.5431101001886947e-44+0.j,1.2737496083742982e-45+0.j,1.0408331181946256e-46+0.j,8.421196699420324e-48+0.j,6.747528338270016e-49+0.j,5.355170128008362e-50+0.j,4.2105228072963484e-51+0.j,3.2802486704671045e-52+0.j,2.5325422184812175e-53+0.j,1.938003332620327e-54+0.j,1.4701668194096762e-55+0.j,1.1057504607983739e-56+0.j,8.246849714810238e-58+0.j,6.099854536250801e-59+0.j,4.4751686930782646e-60+0.j,3.2569728225840534e-61+0.j,2.351733802833118e-62+0.j,1.6849395993866346e-63+0.j,1.197991994094427e-64+0.j,8.453696086861436e-66+0.j,5.921214049051414e-67+0.j,4.11711684894128e-68+0.j,2.842100825249911e-69+0.j,1.9480221938661645e-70+0.j,1.3258656038526937e-71+0.j,8.961860276604203e-73+0.j,6.016316060852486e-74+0.j,4.011775253163709e-75+0.j,2.6573860432474233e-76+0.j,1.7487286816914336e-77+0.j,1.143343189138617e-78+0.j,7.427675382490897e-80+0.j,4.794973353071405e-81+0.j,3.076170800342653e-82+0.j,1.9613667913800858e-83+0.j,1.2429786755380232e-84+0.j,7.82990728000283e-86+0.j,4.903074505877788e-87+0.j,3.0523155748577377e-88+0.j,1.889160609648706e-89+0.j,1.1625606345818726e-90+0.j
-0.0002482946637178256+0.j,0.002879618126571411+0.j,-0.019898556212596563+0.j,0.09093129474700876+0.j,-0.27287165474559316+0.j,0.48511476387478647+0.j,-0.32580258933541834+0.j,-0.3058055932910815+0.j,0.2425857353912584+0.j,0.47543147399898833+0.j,0.3792034674199084+0.j,0.20890664908042353+0.j,0.0910973087656894+0.j,0.03349847330192982+0.j,0.0107760935353299+0.j,0.0031062968109436587+0.j,0.0008160530257175804+0.j,0.00019785186535821954+0.j,0.00004470024239865569+0.j,9.483323191186074e-6+0.j,1.9010679475247062e-6+0.j,3.6195849970413944e-7+0.j,6.573909675422473e-8+0.j,1.1431219556469877e-8+0.j,1.9091618473521153e-9+0.j,3.070943276385435e-10+0.j,4.769026959050058e-11+0.j,7.16546684962239e-12+0.j,1.0436172885507203e-12+0.j,1.475906172846619e-13+0.j,2.029839255488522e-14+0.j,2.7186362044735606e-15+0.j,3.550366688187209e-16+0.j,4.5261211362412487e-17+0.j,5.6385336522392365e-18+0.j,6.870880966070965e-19+0.j,8.196932930917274e-20+0.j,9.581652172419934e-21+0.j,1.0982743573424678e-21+0.j,1.2352952368376956e-22+0.j,1.3642917804371365e-23+0.j,1.4804321045556619e-24+0.j,1.5793030787715564e-25+0.j,1.6571952075483264e-26+0.j,1.7113321461908837e-27+0.j,1.7400258157373344e-28+0.j,1.7427465734664853e-29+0.j,1.7201070097335957e-30+0.j,1.6737664864825681e-31+0.j,1.6062705182783217e-32+0.j,1.5208438547484058e-33+0.j,1.421158360258982e-34+0.j,1.3110965716024078e-35+0.j,1.1945295149025744e-36+0.j,1.0751235469492914e-37+0.j,9.561863127805889e-39+0.j,8.405570279704478e-40+0.j,7.305417553367182e-41+0.j,6.278905611751576e-42+0.j,5.338106484148816e-43+0.j,4.490078545389932e-44+0.j,3.737482158269679e-45+0.j,3.0793148257431786e-46+0.j,2.5116931060620975e-47+0.j,2.0286212119398686e-48+0.j,1.6227009457978625e-49+0.j,1.2857525527509131e-50+0.j,1.0093297911850683e-51+0.j,7.851241058259282e-53+0.j,6.052617740070047e-54+0.j,4.6250419561533976e-55+0.j,3.5036530548363533e-56+0.j,2.631617785705468e-57+0.j,1.9601173682297608e-58+0.j,1.4479653130944171e-59+0.j,1.0609830608291162e-60+0.j,7.712382400133028e-62+0.j,5.562273821632824e-63+0.j,3.980633004243809e-64+0.j,2.8270831327812187e-65+0.j,1.9927870531275557e-66+0.j,1.394334140402335e-67+0.j,9.685073010981384e-69+0.j,6.67904103882331e-70+0.j,4.573454376002031e-71+0.j,3.1098272405902946e-72+0.j,2.1000582530403657e-73+0.j,1.4085425441787607e-74+0.j,9.38407486185741e-76+0.j,6.210608015195286e-77+0.j,4.08352525126094e-78+0.j,2.667664463075925e-79+0.j,1.7316393366708523e-80+0.j,1.1169880708064363e-81+0.j,7.16041517906254e-83+0.j,4.562042854480646e-84+0.j,2.8889772735680525e-85+0.j,1.8185442051931273e-86+0.j,1.1379657789035445e-87+0.j,7.079295943892996e-89+0.j
0.00005048188069582437+0.j,-0.0006732532532348189+0.j,0.005485472090039423+0.j,-0.030672969010968054+0.j,0.11977687202988535+0.j,-0.31435480185431014+0.j,0.4863620673915598+0.j,-0.2425857353912584+0.j,-0.35512676664681453+0.j,0.16063896266666616+0.j,0.45445102161444656+0.j,0.4021817498277281+0.j,0.23733595234394103+0.j,0.10931601674167936+0.j,0.042123379831984595+0.j,0.014124218903888855+0.j,0.004227051747110298+0.j,0.0011493653507616602+0.j,0.0002876895950527999+0.j,0.00006695960387543427+0.j,0.000014607936045802092+0.j,3.0064907291250243e-6+0.j,5.868745615547114e-7+0.j,1.091419301940745e-7+0.j,1.9411292967869812e-8+0.j,3.312516522499084e-9+0.j,5.439260537819973e-10+0.j,8.615577704769118e-11+0.j,1.3193178560435924e-11+0.j,1.9569808218703126e-12+0.j,2.816810458870069e-13+0.j,3.940468781170507e-14+0.j,5.365088341478278e-15+0.j,7.118806270812424e-16+0.j,9.216198250623309e-17+0.j,1.1654144383301622e-17+0.j,1.4408684121041744e-18+0.j,1.7433362029267774e-19+0.j,2.0659431773343573e-20+0.j,2.3998087913679556e-21+0.j,2.734466105309021e-22+0.j,3.0584475615846664e-23+0.j,3.3599865843211006e-24+0.j,3.6277703953124334e-25+0.j,3.851673412361969e-26+0.j,4.0234033307161746e-27+0.j,4.137002781768437e-28+0.j,4.189166477843074e-29+0.j,4.17935439385791e-30+0.j,4.109702921758074e-31+0.j,3.984755350040885e-32+0.j,3.811048309377177e-33+0.j,3.5966006240905138e-34+0.j,3.350354839866019e-35+0.j,3.081619906488925e-36+0.j,2.7995570775983437e-37+0.j,2.5127414558402964e-38+0.j,2.22882032483278e-39+0.j,1.9542779561896196e-40+0.j,1.6943061954404318e-41+0.j,1.4527716915908627e-42+0.j,1.232264623790901e-43+0.j,1.0342103078995476e-44+0.j,8.59023946015384e-46+0.j,7.062896119673655e-47+0.j,5.74946828472673e-48+0.j,4.634712418923487e-49+0.j,3.7003943338596173e-50+0.j,2.9267140255294625e-51+0.j,2.293474134293049e-52+0.j,1.780985096017919e-53+0.j,1.3707199605818334e-54+0.j,1.0457454585270132e-55+0.j,7.909637663643078e-57+0.j,5.932025021272905e-58+0.j,4.411898914420222e-59+0.j,3.254489034504486e-60+0.j,2.3813948117949347e-61+0.j,1.728726244004245e-62+0.j,1.245146657829361e-63+0.j,8.899505603733858e-65+0.j,6.312660753290584e-66+0.j,4.444356216616785e-67+0.j,3.1060064689800135e-68+0.j,2.1549581629861602e-69+0.j,1.4844410117957352e-70+0.j,1.0153553267216649e-71+0.j,6.896780032395642e-73+0.j,4.6525279447477755e-74+0.j,3.1173522985356833e-75+0.j,2.074798860654283e-76+0.j,1.3718204414298935e-77+0.j,9.011283615060746e-79+0.j,5.881393000795654e-80+0.j,3.81428404791558e-81+0.j,2.458212507755933e-82+0.j,1.5744642952296873e-83+0.j,1.0022725675071876e-84+0.j,6.3417682351656084e-86+0.j,3.9887562395253536e-87+0.j
