0.025599270367096253+0.j,0.06930920480971547+0.j,0.13269032180048748+0.j,0.20741585400049362+0.j,0.280785891542051+0.j,0.3399801875479476+0.j,0.3757866200743997+0.j,0.3845524848110736+0.j,0.368106899356648+0.j,0.3322125476431849+0.j,0.28443259311499947+0.j,0.23219151600692878+0.j,0.18147593935547093+0.j,0.1362732789693514+0.j,0.09860751562499145+0.j,0.06893308522078985+0.j,0.04665853023563373+0.j,0.03063867095338872+0.j,0.019552261586350123+0.j,0.012144608730690853+0.j,0.007352446255901621+0.j,0.00434395722661621+0.j,0.002507480295202419+0.j,0.0014155882196291378+0.j,0.000782338400817179+0.j,0.00042363123382171427+0.j,0.00022493893139698538+0.j,0.00011720498255031136+0.j,0.00005996949447406793+0.j,0.00003015051383423819+0.j,0.000014903813918922077+0.j,7.247361117286822e-6+0.j,3.4687119896170115e-6+0.j,1.6348375357354648e-6+0.j,7.590990903399114e-7+0.j,3.473983711314895e-7+0.j,1.5676166097727434e-7+0.j,6.977539815957131e-8+0.j,3.064600400975049e-8+0.j,1.3286325242700868e-8+0.j,5.68772005837901e-9+0.j,2.4049697244154486e-9+0.j,1.0047275184752177e-9+0.j,4.1483691749578593e-10+0.j,1.6932238973408225e-10+0.j,6.833944718721592e-11+0.j,2.7280722913180912e-11+0.j,1.0773833870285374e-11+0.j,4.2102994452465356e-12+0.j,1.6284644186907262e-12+0.j,6.235289189941166e-13+0.j,2.3639312487295296e-13+0.j,8.875575011943596e-14+0.j,3.300820386953245e-14+0.j,1.2161533545351903e-14+0.j,4.439870738257857e-15+0.j,1.6063480181399754e-15+0.j,5.760571122251846e-16+0.j,2.0479289021063194e-16+0.j,7.218587054754443e-17+0.j,2.5231315963352413e-17+0.j,8.746580823723132e-18+0.j,3.007501120978945e-18+0.j,1.0258854070922501e-18+0.j,3.471939862534448e-19+0.j,1.1659470953397758e-19+0.j,3.885708398754695e-20+0.j,1.2852752177372175e-20+0.j,4.2199276618792e-21+0.j,1.3754467768871878e-21+0.j,4.451005172242367e-22+0.j,1.4301851146117191e-22+0.j,4.5634083672123995e-23+0.j,1.446076382749427e-23+0.j,4.551333947772131e-24+0.j,1.4228902376738756e-24+0.j,4.419039998762268e-25+0.j,1.36347098030726e-25+0.j,4.1798618368626624e-26+0.j,1.2732442101767573e-26+0.j,3.854162712671343e-27+0.j,1.1594469034636014e-27+0.j,3.4666282182584057e-28+0.j,1.030223733610372e-28+0.j,3.043373373219879e-29+0.j,8.937356932223693e-30+0.j,2.609295144543804e-30+0.j,7.574028043586909e-31+0.j,2.1859936785564017e-31+0.j,6.273605813464137e-32+0.j,1.7904380617811775e-32+0.j,5.08161706092722e-33+0.j,1.4344035448410778e-33+0.j,4.027107330153727e-34+0.j,1.1245858292910563e-34+0.j,3.1238784927124566e-35+0.j,8.632206988046624e-36+0.j,2.3730085742199584e-36+0.j,6.490073251412824e-37+0.j,1.7660188315482729e-37+0.j
-0.06930920480971547+0.j,-0.16205318231880353+0.j,-0.2612367799849492+0.j,-0.33174540405299335+0.j,-0.3453871023593507+0.j,-0.29262913073649255+0.j,-0.1846522587138452+0.j,-0.04692559620418331+0.j,0.09104103599863268+0.j,0.20486586303861715+0.j,0.28045617974088377+0.j,0.3147050948803491+0.j,0.31299471082128116+0.j,0.285365265379469+0.j,0.2429112298127638+0.j,0.19527114488394445+0.j,0.1494058643137937+0.j,0.1094248279661448+0.j,0.07705174982018421+0.j,0.052345193114352595+0.j,0.03440582855730491+0.j,0.021932016416699656+0.j,0.01358604282799208+0.j,0.008192793267443056+0.j,0.004816781478863989+0.j,0.00276472400352596+0.j,0.0015510889737922163+0.j,0.0008514882360821907+0.j,0.0004578249864744176+0.j,0.00024131406038086897+0.j,0.00012478956652044854+0.j,0.00006335892584929403+0.j,0.00003160583889298542+0.j,0.000015499963047959733+0.j,7.4774225466282215e-6+0.j,3.550320815865587e-6+0.j,1.6599630493272583e-6+0.j,7.646293013271273e-7+0.j,3.4715136693086074e-7+0.j,1.554119335439935e-7+0.j,6.863077906875132e-8+0.j,2.9907799641747066e-8+0.j,1.2865717587368431e-8+0.j,5.46528126536721e-9+0.j,2.2932818606761504e-9+0.j,9.508222556989625e-10+0.j,3.896389979512796e-10+0.j,1.5785740332503056e-10+0.j,6.324405969172849e-11+0.j,2.506308084785896e-11+0.j,9.826797751492552e-12+0.j,3.812860332027376e-12+0.j,1.4643517143751983e-12+0.j,5.567829591474623e-13+0.j,2.0963280776637601e-13+0.j,7.817153882419524e-14+0.j,2.887581446568792e-14+0.j,1.056800539684396e-14+0.j,3.832650070113693e-15+0.j,1.3776031047772115e-15+0.j,4.908363688804684e-16+0.j,1.7338178981778528e-16+0.j,6.072793329422791e-17+0.j,2.109374821154718e-17+0.j,7.267066656387048e-18+0.j,2.4834909632275614e-18+0.j,8.420155873701523e-19+0.j,2.832605251595533e-19+0.j,9.456119059532046e-20+0.j,3.13293737104422e-20+0.j,1.030271797055803e-20+0.j,3.3632655820361784e-21+0.j,1.0899994911705423e-21+0.j,3.5074572679108794e-22+0.j,1.1207360312776705e-22+0.j,3.556327844235798e-23+0.j,1.1208028577998025e-23+0.j,3.508536459585414e-24+0.j,1.0910165438174293e-24+0.j,3.3704156714801654e-25+0.j,1.034474021053553e-25+0.j,3.154829904933662e-26+0.j,9.56065976841184e-27+0.j,2.8793188355873677e-27+0.j,8.61817288834561e-28+0.j,2.5638755343277367e-28+0.j,7.581705549539049e-29+0.j,2.22872410343887e-29+0.j,6.513217311455214e-30+0.j,1.8924064432890293e-30+0.j,5.466909681685298e-31+0.j,1.5703859000919834e-31+0.j,4.485755691349308e-32+0.j,1.2742560422259937e-32+0.j,3.599947405341613e-33+0.j,1.0115326702194162e-33+0.j,2.82704909014069e-34+0.j,7.859253441188147e-35+0.j,2.1734419813942105e-35+0.j,5.9793974073500426e-36+0.j
0.13269032180048748+0.j,0.2612367799849492+0.j,0.3380765262457806+0.j,0.3151678748092667+0.j,0.19207403972546008+0.j,0.014124430958328722+0.j,-0.15333750304346244+0.j,-0.2556151461657944+0.j,-0.2681464306364495+0.j,-0.19908213561411583+0.j,-0.07883065695615897+0.j,0.05523490449862538+0.j,0.17164824091572714+0.j,0.2516601239688454+0.j,0.2899595135704353+0.j,0.2913992529853084+0.j,0.2662773120136489+0.j,0.22609876634789025+0.j,0.18076129994256235+0.j,0.13727619493438278+0.j,0.0996611437136465+0.j,0.06949946186286048+0.j,0.046730211958874335+0.j,0.030387664340926438+0.j,0.01915908972362762+0.j,0.011736915926335589+0.j,0.006998842450386785+0.j,0.004068916992630655+0.j,0.0023094855189372755+0.j,0.0012813573294665102+0.j,0.000695699584435272+0.j,0.00036999831730806493+0.j,0.00019292730563098506+0.j,0.00009870932622920961+0.j,0.00004959269141424788+0.j,0.000024483323703151973+0.j,0.000011884787799861245+0.j,5.675911971427498e-6+0.j,2.6683313345895374e-6+0.j,1.2354476045592628e-6+0.j,5.636317990657333e-7+0.j,2.53481514085625e-7+0.j,1.1242373865664049e-7+0.j,4.919276690443751e-8+0.j,2.1244024421952033e-8+0.j,9.057671292170251e-9+0.j,3.814031576673158e-9+0.j,1.5866320220076455e-9+0.j,6.522613908480328e-10+0.j,2.6505963382042834e-10+0.j,1.0650230488988519e-10+0.j,4.2323293425003496e-11+0.j,1.663839332029674e-11+0.j,6.472268126600591e-12+0.j,2.4917936169659036e-12+0.j,9.49666733005944e-13+0.j,3.583630519456824e-13+0.j,1.3392254693541282e-13+0.j,4.957296112050261e-14+0.j,1.8179239811386733e-14+0.j,6.605751961200444e-15+0.j,2.3787983911137854e-15+0.j,8.490872067324981e-16+0.j,3.0045135392234174e-16+0.j,1.0541168560664045e-16+0.j,3.667408768960292e-17+0.j,1.2654556707833495e-17+0.j,4.3312240692428094e-18+0.j,1.470644030948191e-18+0.j,4.954421204955689e-19+0.j,1.6562284058549763e-19+0.j,5.494665932309868e-20+0.j,1.809282329130557e-20+0.j,5.91376517192658e-21+0.j,1.918941529274244e-21+0.j,6.182230602696001e-22+0.j,1.977693487172434e-22+0.j,6.282700425920053e-23+0.j,1.9822085850776395e-23+0.j,6.211677031653198e-24+0.j,1.9335911955363222e-24+0.j,5.979369962023721e-25+0.j,1.8370409185296494e-25+0.j,5.60778756149029e-26+0.j,1.7010196305978945e-26+0.j,5.12751532740357e-27+0.j,1.5360962200454437e-27+0.j,4.573795931951814e-28+0.j,1.353674798223601e-28+0.j,3.982562526264556e-29+0.j,1.1648025451149435e-29+0.j,3.386986682534375e-30+0.j,9.792091368388129e-31+0.j,2.814925193340981e-31+0.j,8.046660538602916e-32+0.j,2.287437736290642e-32+0.j,6.466874137952882e-33+0.j,1.8183489020640235e-33+0.j,5.085378686132902e-34+0.j,1.4146782705557627e-34+0.j
-0.20741585400049362+0.j,-0.33174540405299335+0.j,-0.3151678748092667+0.j,-0.1545804589816421+0.j,0.06368256459040586+0.j,0.22588781073012146+0.j,0.2596656092822854+0.j,0.16533979388916206+0.j,0.001737282624543716+0.j,-0.15324653488460213+0.j,-0.24024786610466187+0.j,-0.23729006364524813+0.j,-0.1578434032560878+0.j,-0.03607006968184443+0.j,0.09039565286701784+0.j,0.1928662941371683+0.j,0.25672440677522784+0.j,0.2804388364315853+0.j,0.2712682514215875+0.j,0.24032166691813167+0.j,0.1986595602468014+0.j,0.15504000585610458+0.j,0.11515875735830271+0.j,0.0818893965569619+0.j,0.05600062184049818+0.j,0.03696088145527072+0.j,0.02361225278912087+0.j,0.014636169779998601+0.j,0.00882065744147179+0.j,0.005177519135431886+0.j,0.002964519727306339+0.j,0.0016579956802865682+0.j,0.0009068337051065821+0.j,0.0004855692741437447+0.j,0.0002547839283238233+0.j,0.00013112000128535594+0.j,0.0000662349275840606+0.j,0.000032865659451446356+0.j,0.000016029696974633435+0.j,7.689606422660362e-6+0.j,3.630171612119372e-6+0.j,1.687428185194446e-6+0.j,7.727049843259805e-7+0.j,3.487333691781662e-7+0.j,1.551862008877372e-7+0.j,6.811918718794169e-8+0.j,2.950591691269338e-8+0.j,1.261621635742409e-8+0.j,5.3269408899702304e-9+0.j,2.2217531079189824e-9+0.j,9.156215613319472e-10+0.j,3.7296228453617446e-10+0.j,1.5019749472931144e-10+0.j,5.981687869347611e-11+0.j,2.356444254342466e-11+0.j,9.184744299795812e-12+0.j,3.5428513864401562e-12+0.j,1.3527263127325861e-12+0.j,5.11362901412205e-13+0.j,1.9142477137256473e-13+0.j,7.097420215490215e-14+0.j,2.606854916949929e-14+0.j,9.486904637402957e-15+0.j,3.421353649278145e-15+0.j,1.2229503076406385e-15+0.j,4.3333732340739272e-16+0.j,1.522356553374039e-16+0.j,5.3032717022895587e-17+0.j,1.8321903081679655e-17+0.j,6.278507002810686e-18+0.j,2.134318244670433e-18+0.j,7.198383179655148e-19+0.j,2.4090062681365746e-19+0.j,8.000563235168832e-20+0.j,2.637143126388565e-20+0.j,8.628327715501612e-21+0.j,2.802509885063904e-21+0.j,9.037361276070099e-22+0.j,2.8937108117899766e-22+0.j,9.200921557364249e-23+0.j,2.905445493949716e-23+0.j,9.112564954827253e-24+0.j,2.838933373736146e-24+0.j,8.786086804294315e-25+0.j,2.7014661219648657e-25+0.j,8.252857068846821e-26+0.j,2.505220369852441e-26+0.j,7.557175024120028e-27+0.j,2.265578913792349e-27+0.j,6.750538958087639e-28+0.j,1.9992623644054365e-28+0.j,5.885792872536866e-29+0.j,1.722562495798076e-29+0.j,5.01198863060565e-30+0.j,1.449905778472026e-30+0.j,4.170546307947454e-31+0.j,1.1928827684215788e-31+0.j,3.392983746357415e-32+0.j,9.597804914758783e-33+0.j,2.7001911683855663e-33+0.j
0.280785891542051+0.j,0.3453871023593507+0.j,0.19207403972546008+0.j,-0.06368256459040586+0.j,-0.24078971121247106+0.j,-0.234592735518505+0.j,-0.07486322351362179+0.j,0.11967921427754111+0.j,0.23147396037964166+0.j,0.21006096699828103+0.j,0.08292765539247451+0.j,-0.07717838972580922+0.j,-0.19732046634316655+0.j,-0.23572696263128648+0.j,-0.18985258913128367+0.j,-0.08603922875961717+0.j,0.03819603286322055+0.j,0.1496113380232807+0.j,0.22767555659818753+0.j,0.26588383832481743+0.j,0.26844338463023404+0.j,0.24530331050385643+0.j,0.20770671939944527+0.j,0.16528453985537028+0.j,0.12477729168485306+0.j,0.08996635308972767+0.j,0.06226741871838464+0.j,0.04153295175915848+0.j,0.026782841595270748+0.j,0.016741363379371318+0.j,0.010166048994263831+0.j,0.006008388538290128+0.j,0.0034619083453182775+0.j,0.0019473498837754716+0.j,0.0010707558757982053+0.j,0.0005761594212514585+0.j,0.0003036955310869361+0.j,0.00015695430756268073+0.j,0.00007959882003212896+0.j,0.00003964303117976968+0.j,0.00001940238390646481+0.j,9.337891028497075e-6+0.j,4.4218552565009135e-6+0.j,2.0613905009060357e-6+0.j,9.465369025820843e-7+0.j,4.2829508249224557e-7+0.j,1.9106024022646923e-7+0.j,8.40621866076061e-8+0.j,3.6492594517346394e-8+0.j,1.5636630416209823e-8+0.j,6.6155754144748664e-9+0.j,2.7645312025264877e-9+0.j,1.1414071869417549e-9+0.j,4.657509915229715e-10+0.j,1.8788125939048789e-10+0.j,7.494559102549504e-11+0.j,2.957008801304123e-11+0.j,1.154273911002624e-11+0.j,4.458778995390239e-12+0.j,1.7047882684419345e-12+0.j,6.453047617357795e-13+0.j,2.4187323861876224e-13+0.j,8.978923544862018e-14+0.j,3.3018382848066004e-14+0.j,1.2029865198069554e-14+0.j,4.343246833121853e-15+0.j,1.5541379477028558e-15+0.j,5.5125908010225755e-16+0.j,1.9385651094309218e-16+0.j,6.759715034253966e-17+0.j,2.3375580025399868e-17+0.j,8.017572998562748e-18+0.j,2.727899969314795e-18+0.j,9.208215849988096e-19+0.j,3.0841733348605034e-19+0.j,1.0251118654153213e-19+0.j,3.381615567602597e-20+0.j,1.1072543904805409e-20+0.j,3.599059214444356e-21+0.j,1.1614372116555386e-21+0.j,3.721457179573308e-22+0.j,1.1840905831596878e-22+0.j,3.741573202889376e-23+0.j,1.1742554534266833e-23+0.j,3.6605841332078174e-24+0.j,1.1335926193123368e-24+0.j,3.487552201106677e-25+0.j,1.0660529531016767e-25+0.j,3.237930165115898e-26+0.j,9.772870959383979e-27+0.j,2.931414839506505e-27+0.j,8.739093929890197e-28+0.j,2.5895379598032185e-28+0.j,7.627405625257541e-29+0.j,2.2333729596154237e-29+0.j,6.501385691832147e-30+0.j,1.8816574857020496e-30+0.j,5.414946637838592e-31+0.j,1.5495125234670946e-31+0.j,4.4093136006869787e-32+0.j
-0.3399801875479476+0.j,-0.29262913073649255+0.j,-0.014124430958328722+0.j,0.22588781073012146+0.j,0.234592735518505+0.j,0.0432590413119157+0.j,-0.16633784063994225+0.j,-0.23348892674422925+0.j,-0.12888892588010525+0.j,0.056209623578837464+0.j,0.19666089585466445+0.j,0.21645045741878766+0.j,0.11935462716111828+0.j,-0.03274759831903405+0.j,-0.16457000809162975+0.j,-0.22465661338259252+0.j,-0.2001600378215827+0.j,-0.11072187050638455+0.j,0.008194236937737319+0.j,0.12188482971802272+0.j,0.20673199999447314+0.j,0.25312793582013154+0.j,0.26305784421805967+0.j,0.24535203710508866+0.j,0.211037881233259+0.j,0.1700777624184487+0.j,0.12976043240351798+0.j,0.09440762256960164+0.j,0.06585579624994609+0.j,0.044230905192225334+0.j,0.02869857812085072+0.j,0.018038201938811962+0.j,0.011008418568333218+0.j,0.006535920221879864+0.j,0.0037815783475964207+0.j,0.002135330434288806+0.j,0.001178278401272767+0.j,0.000636098298219911+0.j,0.0003363136016051289+0.j,0.00017430697017261178+0.j,0.00008863469832301589+0.j,0.000044253499758634444+0.j,0.00002170972412222368+0.j,0.000010471459485871091+0.j,4.968989955918287e-6+0.j,2.321023959416795e-6+0.j,1.0677444161474042e-6+0.j,4.839957225142333e-7+0.j,2.162713238289105e-7+0.j,9.530680087162865e-8+0.j,4.1437119244937964e-8+0.j,1.7781113556406846e-8+0.j,7.533310599807136e-9+0.j,3.152213584045035e-9+0.j,1.303124218453747e-9+0.j,5.323862850953743e-10+0.j,2.1501197053660222e-10+0.j,8.586396931318067e-11+0.j,3.3914389673698015e-11+0.j,1.3252223085876036e-11+0.j,5.124214147800347e-12+0.j,1.961088527606436e-12+0.j,7.430052763426435e-13+0.j,2.787409659316026e-13+0.j,1.0356419853819911e-13+0.j,3.81154209242763e-14+0.j,1.3898023520368414e-14+0.j,5.021605408900889e-15+0.j,1.7982183785143747e-15+0.j,6.382972316165512e-16+0.j,2.246218391535016e-16+0.j,7.837812531995055e-17+0.j,2.7121564113511422e-17+0.j,9.308345188151242e-18+0.j,3.1690345748585257e-18+0.j,1.0703729612322584e-18+0.j,3.587170223950226e-19+0.j,1.1929735875176322e-19+0.j,3.937524406984425e-20+0.j,1.2899690102113591e-20+0.j,4.195148674756354e-21+0.j,1.3544859808623683e-21+0.j,4.342165534674016e-22+0.j,1.3822520342803197e-22+0.j,4.369785564134968e-23+0.j,1.3720402396635666e-23+0.j,4.27905680241593e-24+0.j,1.3256939149788061e-24+0.j,4.080289155689181e-25+0.j,1.2477527001250193e-25+0.j,3.791337453648888e-26+0.j,1.1447699206617937e-26+0.j,3.435108144034092e-27+0.j,1.0244547257824119e-27+0.j,3.0367437903194944e-28+0.j,8.94784853405735e-29+0.j,2.6209302876048755e-29+0.j,7.632190844370412e-30+0.j,2.2096815383000885e-30+0.j,6.361008497776406e-31+0.j
0.3757866200743997+0.j,0.1846522587138452+0.j,-0.15333750304346244+0.j,-0.2596656092822854+0.j,-0.07486322351362179+0.j,0.16633784063994225+0.j,0.22711544593179567+0.j,0.078414385391961+0.j,-0.12714638832654376+0.j,-0.21998562565543392+0.j,-0.144806746956945+0.j,0.02703327096441226+0.j,0.17418221455756885+0.j,0.21188180255369424+0.j,0.13187960269949414+0.j,-0.011890767724887778+0.j,-0.14562198574806676+0.j,-0.21453654195591848+0.j,-0.20083315242964178+0.j,-0.12013988780618817+0.j,-0.005974607957638868+0.j,0.10697299649573475+0.j,0.19394021588578247+0.j,0.2438460170828253+0.j,0.257439857644251+0.j,0.24278905931207292+0.j,0.2106184013305638+0.j,0.17091288964942547+0.j,0.13115209962862304+0.j,0.09589366826468214+0.j,0.0671822220528595+0.j,0.04529476667556176+0.j,0.029489626861363076+0.j,0.018592752030890922+0.j,0.011378751104186333+0.j,0.006773157749878939+0.j,0.0039280962870148865+0.j,0.0022229004842792177+0.j,0.0012290784063772394+0.j,0.0006647699723432364+0.j,0.00035208903020010694+0.j,0.0001827825786431093+0.j,0.00009308758067121686+0.j,0.000046543995700935735+0.j,0.000022864526464948195+0.j,0.000011042667148725258+0.j,5.246425959807294e-6+0.j,2.453443218345373e-6+0.j,1.129897788807512e-6+0.j,5.127023531912383e-7+0.j,2.2932579327773299e-7+0.j,1.011551187402618e-7+0.j,4.401946830612482e-8+0.j,1.8905493191275664e-8+0.j,8.01627256738374e-9+0.j,3.356947732547788e-9+0.j,1.3888101132652007e-9+0.j,5.678043093539149e-10+0.j,2.2947570441500475e-10+0.j,9.170130270489878e-11+0.j,3.624331686282438e-11+0.j,1.4171036068446226e-11+0.j,5.482759645556171e-12+0.j,2.0995145325413063e-12+0.j,7.958926882071117e-13+0.j,2.9874180228793525e-13+0.j,1.1105279805461869e-13+0.j,4.089194077760178e-14+0.j,1.4917637622435255e-14+0.j,5.392533043590187e-15+0.j,1.9319212764271853e-15+0.j,6.860575756284155e-16+0.j,2.4153180566897177e-16+0.j,8.431335523529032e-17+0.j,2.9187039292828084e-17+0.j,1.0021125431112013e-17+0.j,3.4129884857542676e-18+0.j,1.153193364522915e-18+0.j,3.8661053175586937e-19+0.j,1.2861834900807692e-19+0.j,4.246603009039845e-20+0.j,1.3916821146848143e-20+0.j,4.52737752384518e-21+0.j,1.462206881120066e-21+0.j,4.688912757420649e-22+0.j,1.493073297002895e-22+0.j,4.7214881588347236e-23+0.j,1.482884795407969e-23+0.j,4.626018979231613e-24+0.j,1.4335687883576552e-24+0.j,4.41346162951007e-25+0.j,1.3499801916723622e-25+0.j,4.1029781177918407e-26+0.j,1.239168483580876e-26+0.j,3.7192515084133475e-27+0.j,1.109452119296283e-27+0.j,3.2894429635641253e-28+0.j,9.694581718000556e-29+0.j,2.840272869682577e-29+0.j,8.272674373730352e-30+0.j
-0.3845524848110736+0.j,-0.04692559620418331+0.j,0.2556151461657944+0.j,0.16533979388916206+0.j,-0.11967921427754111+0.j,-0.23348892674422925+0.j,-0.078414385391961+0.j,0.14687191107299302+0.j,0.2139407990881076+0.j,0.08094671312091786+0.j,-0.11474850177380985+0.j,-0.20918873212407935+0.j,-0.14285045206983407+0.j,0.020546039170506736+0.j,0.16469019911572835+0.j,0.2052201110331557+0.j,0.13104171625295036+0.j,-0.007394501084203794+0.j,-0.13850588711007542+0.j,-0.2079320586153623+0.j,-0.1969594987914511+0.j,-0.11981664888108744+0.j,-0.008821349025714945+0.j,0.10201235344680687+0.j,0.18807000571221855+0.j,0.2380630718391515+0.j,0.2523833479338923+0.j,0.2387466039385293+0.j,0.20761433294562265+0.j,0.16881656004463794+0.j,0.12976939135949084+0.j,0.095028073995814+0.j,0.06666676197614341+0.j,0.04500261519720754+0.j,0.029332249823529558+0.j,0.01851250774542537+0.j,0.011340352155360346+0.j,0.006756207566892577+0.j,0.00392145263234659+0.j,0.002220824288918287+0.j,0.0012288020709633825+0.j,0.0006650631965365135+0.j,0.00035246504406677653+0.j,0.0001830858809811716+0.j,0.00009329409218176624+0.j,0.00004667189925235729+0.j,0.000022938846123313652+0.j,0.000011083832857582019+0.j,5.268367850517257e-6+0.j,2.4647665448588337e-6+0.j,1.1355794673710279e-6+0.j,5.154828758421209e-7+0.j,2.3065608295651228e-7+0.j,1.017784808284339e-7+0.j,4.4305990961405414e-8+0.j,1.903483512681424e-8+0.j,8.073675541923018e-9+0.j,3.3820164403720465e-9+0.j,1.3995913566698385e-9+0.j,5.723735198199714e-10+0.j,2.3138516986726174e-10+0.j,9.248855943903325e-11+0.j,3.656369856203555e-11+0.j,1.429978964179724e-11+0.j,5.5338769864358355e-12+0.j,2.119571142275467e-12+0.j,8.036726548077023e-13+0.j,3.0172628273092026e-13+0.j,1.1218535721623496e-13+0.j,4.1317221937468545e-14+0.j,1.507570013564735e-14+0.j,5.450693361448073e-15+0.j,1.953113248670936e-15+0.j,6.937057670746375e-16+0.j,2.4426631826434034e-16+0.j,8.528212675340088e-17+0.j,2.9527185243855645e-17+0.j,1.0139508651707197e-17+0.j,3.4538364791649008e-18+0.j,1.1671692254812829e-18+0.j,3.9135275682935475e-19+0.j,1.3021440138592228e-19+0.j,4.299891876911004e-20+0.j,1.4093347985191708e-20+0.j,4.58540425296346e-21+0.j,1.4811366176895149e-21+0.j,4.750206222798579e-22+0.j,1.5127743293307037e-22+0.j,4.7843546557413256e-23+0.j,1.502803155000731e-23+0.j,4.688685971884258e-24+0.j,1.4531491422153758e-24+0.j,4.4742251024530535e-25+0.j,1.3687106156354858e-25+0.j,4.160333857912899e-26+0.j,1.2566174811154133e-26+0.j,3.771994803230781e-27+0.j,1.125293934975404e-27+0.j,3.3367276211437706e-28+0.j,9.834846543267819e-29+0.j
0.368106899356648+0.j,-0.09104103599863268+0.j,-0.2681464306364495+0.j,-0.001737282624543716+0.j,0.23147396037964166+0.j,0.12888892588010525+0.j,-0.12714638832654376+0.j,-0.2139407990881076+0.j,-0.057919599341761704+0.j,0.149433499548316+0.j,0.20034239942829954+0.j,0.06568812276266182+0.j,-0.11946144805024611+0.j,-0.2017666878603703+0.j,-0.13046728272881525+0.j,0.029067575554625153+0.j,0.1647874146591586+0.j,0.1981027573517667+0.j,0.12149085974800393+0.j,-0.014412170669716845+0.j,-0.1402330277079066+0.j,-0.20441823187650748+0.j,-0.19024933450563286+0.j,-0.11260706750717052+0.j,-0.003336515698204977+0.j,0.10458175921852661+0.j,0.18758426233370887+0.j,0.23512133428985535+0.j,0.24791839823538192+0.j,0.2336888805702482+0.j,0.20269212643563997+0.j,0.16448715296875363+0.j,0.12624042449359146+0.j,0.09232277851622986+0.j,0.06469742692011707+0.j,0.043631991490503966+0.j,0.028415583147227173+0.j,0.017921074606930824+0.j,0.010971063325906458+0.j,0.006532483382193424+0.j,0.0037896623598067374+0.j,0.0021451975770359942+0.j,0.0011864595254549978+0.j,0.0006419004691155479+0.j,0.00034007012859076416+0.j,0.0001765904162524406+0.j,0.00008995742831199837+0.j,0.00004499026412636739+0.j,0.000022106671514628474+0.j,0.000010679185683431786+0.j,5.074900536693874e-6+0.j,2.373759625003126e-6+0.j,1.0934366648780354e-6+0.j,4.96261558397445e-7+0.j,2.2201702747341006e-7+0.j,9.795048778814403e-8+0.j,4.2633039351571756e-8+0.j,1.831343362358612e-8+0.j,7.766620845853284e-9+0.j,3.2529677503397623e-9+0.j,1.346019576944452e-9+0.j,5.503999453342371e-10+0.j,2.2247721948208688e-10+0.j,8.891837285069877e-11+0.j,3.5148695019571816e-11+0.j,1.3745049775030939e-11+0.j,5.31870142629389e-12+0.j,2.0369730912721085e-12+0.j,7.722880274836224e-13+0.j,2.8991961743079563e-13+0.j,1.077870106592518e-13+0.j,3.96943334886148e-14+0.j,1.4482492731622134e-14+0.j,5.2358502118606894e-15+0.j,1.8760035803922566e-15+0.j,6.662748087754271e-16+0.j,2.345927282508962e-16+0.j,8.189979580833784e-17+0.j,2.835447423748552e-17+0.j,9.736258207681739e-18+0.j,3.316296813142495e-18+0.j,1.1206311315396105e-18+0.j,3.7572944696936774e-19+0.j,1.2500993995493723e-19+0.j,4.127835985835834e-20+0.j,1.3528794171453245e-20+0.j,4.401525038053719e-21+0.j,1.4216801137337885e-21+0.j,4.55932991687083e-22+0.j,1.451927814255262e-22+0.j,4.5917378273958787e-23+0.j,1.4422453521497376e-23+0.j,4.499580242889816e-24+0.j,1.3944896725258807e-24+0.j,4.293462110988362e-25+0.j,1.3133683594530222e-25+0.j,3.9919822960422676e-26+0.j,1.2057281890571513e-26+0.j,3.619125698157233e-27+0.j,1.079655443976371e-27+0.j
