0.5428809444753254+0.j,0.6000567171238743+0.j,0.4689915388784736+0.j,0.2992899158023874+0.j,0.16540544125952833+0.j,0.08176218592035472+0.j,0.03689475004808306+0.j,0.015413570609328088+0.j,0.006023459110939752+0.j,0.0022192816163610213+0.j,0.0007757113026320592+0.j,0.0002585184126873259+0.j,0.00008248757978830549+0.j,0.000025287423916759728+0.j,7.470131983456835e-6+0.j,2.1319172780995447e-6+0.j,5.891122612124685e-7+0.j,1.5792878889801026e-7+0.j,4.114459162766193e-8+0.j,1.0433347187263642e-8+0.j,2.5786735490707937e-9+0.j,6.219771384012801e-10+0.j,1.465719228450583e-10+0.j,3.3781160973253254e-11+0.j,7.621784302931418e-12+0.j,1.6849008660134245e-12+0.j,3.652375184125188e-13+0.j,7.769287721406029e-14+0.j,1.6228930230183182e-14+0.j,3.331030413971181e-15+0.j,6.722110921423287e-16+0.j,1.334481419644465e-16+0.j,2.6075055771543987e-17+0.j,5.0171372270763484e-18+0.j,9.510519166763755e-19+0.j,1.7768792131031558e-19+0.j,3.2733644401868e-20+0.j,5.948140275381011e-21+0.j,1.0665399002744893e-21+0.j,1.8876979654822104e-22+0.j,3.299060013350471e-23+0.j,5.6948985427948745e-24+0.j,9.712902963145917e-25+0.j,1.6372029780392115e-25+0.j,2.728122651388094e-26+0.j,4.495161903135097e-27+0.j,7.325784286667026e-28+0.j,1.1811169477695416e-28+0.j,1.8843431200062736e-29+0.j,2.975429401320357e-30+0.j,4.651064387506657e-31+0.j,7.198714792742026e-32+0.j,1.1034203760559481e-32+0.j,1.6752929793337e-33+0.j,2.5198900540662226e-34+0.j,3.7556745520760713e-35+0.j,5.547299852145941e-36+0.j,8.121419009957766e-37+0.j,1.1787063541616923e-37+0.j,1.6961619744340204e-38+0.j,2.4203568476161898e-39+0.j,3.425328181028088e-40+0.j,4.808327571279258e-41+0.j,6.695938802142424e-42+0.j,9.251436932362585e-43+0.j,1.2683532265491488e-43+0.j,1.7256628672512512e-44+0.j,2.3302700667643324e-45+0.j,3.1234855704068215e-46+0.j,4.1562595678282303e-47+0.j,5.490872333703339e-48+0.j,7.202775449955977e-49+0.j,9.382559587206444e-50+0.j,1.2138013186794676e-50+0.j,1.55962234547702e-51+0.j,1.9905657214097055e-52+0.j,2.5238144855678356e-53+0.j,3.1790676512681e-54+0.j,3.978690641142608e-55+0.j,4.947824998599247e-56+0.j,6.11444497164534e-57+0.j,7.509348072759352e-58+0.j,9.166066691132905e-59+0.j,1.1120688357795727e-59+0.j,1.341157341208726e-60+0.j,1.6078960641125135e-61+0.j,1.916445398648087e-62+0.j,2.2710386626073678e-63+0.j,2.6759062599104458e-64+0.j,3.1351880563295815e-65+0.j,3.6528349132480195e-66+0.j,4.2325008376276635e-67+0.j,4.877427727630773e-68+0.j,5.590325200203781e-69+0.j,6.373248455327534e-70+0.j,7.227477536801587e-71+0.j,8.153401667189411e-72+0.j,9.150412542625424e-73+0.j,1.0216810552528444e-73+0.j,1.1349727825308541e-74+0.j
-0.6000567171238743+0.j,-0.12037325044484083+0.j,0.33022300718691244+0.j,0.4815062911383742+0.j,0.4157540258978856+0.j,0.27948449869932523+0.j,0.15949516111162354+0.j,0.08057741817693465+0.j,0.036938316351531185+0.j,0.01561736280976576+0.j,0.006160576100758712+0.j,0.0022869979780948935+0.j,0.0008043589473767421+0.j,0.00026946252399958546+0.j,0.00008635999637705666+0.j,0.000026575247721049825+0.j,7.876512034445805e-6+0.j,2.254410359831041e-6+0.j,6.245571994140176e-7+0.j,1.6781293828322202e-7+0.j,4.380908976989941e-8+0.j,1.1129483474337215e-8+0.j,2.7553226155176282e-9+0.j,6.655952830694152e-10+0.j,1.570687102765157e-10+0.j,3.624656828117549e-11+0.j,8.187638362108937e-12+0.j,1.8119543892951953e-12+0.j,3.9317391574214856e-13+0.j,8.371361214730898e-14+0.j,1.7501797165562324e-14+0.j,3.595210173082091e-15+0.j,7.2607542985122e-16+0.j,1.4424425341596765e-16+0.j,2.8203469901954905e-17+0.j,5.430097150516004e-18+0.j,1.0299464030698486e-18+0.j,1.9253639215181143e-19+0.j,3.5487932203580794e-20+0.j,6.451888666830738e-21+0.j,1.157419878188843e-21+0.j,2.0494823076900544e-22+0.j,3.5833574971564834e-23+0.j,6.188213222999555e-24+0.j,1.055843134005868e-24+0.j,1.7803944234208536e-25+0.j,2.967793837097668e-26+0.j,4.891753553733689e-27+0.j,7.9747381947777555e-28+0.j,1.2861521923229679e-28+0.j,2.0525372001456153e-29+0.j,3.241955569107097e-30+0.j,5.069103890671543e-31+0.j,7.847848246547312e-32+0.j,1.2032310627792256e-32+0.j,1.8272882897244582e-33+0.j,2.7491741171142473e-34+0.j,4.098351943133067e-35+0.j,6.054803774372571e-36+0.j,8.866335265000958e-37+0.j,1.2870887475748895e-37+0.j,1.85249831931021e-38+0.j,2.6439587402552552e-39+0.j,3.742480197263124e-40+0.j,5.254493135430658e-41+0.j,7.318553395013704e-42+0.j,1.011340949762709e-42+0.j,1.3867590115234472e-43+0.j,1.887065439390282e-44+0.j,2.5486220435380374e-45+0.j,3.416684575577836e-46+0.j,4.547077608809486e-47+0.j,6.008050406704737e-48+0.j,7.882298638280174e-49+0.j,1.0269125704581846e-49+0.j,1.3286704669032987e-50+0.j,1.70743875859521e-51+0.j,2.179499378820541e-52+0.j,2.763699296857485e-53+0.j,3.481648336077806e-54+0.j,4.357885082401339e-55+0.j,5.4199982103909235e-56+0.j,6.698689600878257e-57+0.j,8.227765076459114e-58+0.j,1.0044038543464501e-58+0.j,1.2187135896553525e-59+0.j,1.4699186294485e-60+0.j,1.7624390409872366e-61+0.j,2.1008458018835515e-62+0.j,2.489791081987378e-63+0.j,2.933925060596916e-64+0.j,3.4377997767539497e-65+0.j,4.0057610440372836e-66+0.j,4.6418300253991614e-67+0.j,5.3495766367040826e-68+0.j,6.131987505234519e-69+0.j,6.991331725076413e-70+0.j,7.929028097774473e-71+0.j,8.945517897355123e-72+0.j,1.0040147429215214e-72+0.j
0.4689915388784736+0.j,-0.33022300718691244+0.j,-0.3784685135992669+0.j,0.0281038814362932+0.j,0.35600824315550544+0.j,0.4389257076131772+0.j,0.35942333365988094+0.j,0.23541053146109456+0.j,0.13228463569630688+0.j,0.06615180407177923+0.j,0.030106509914677212+0.j,0.012660362747852713+0.j,0.004973308282113362+0.j,0.001840114819595631+0.j,0.0006454336938960046+0.j,0.00021573594328654853+0.j,0.00006901003759614236+0.j,0.0000212017823053441+0.j,6.275090485926003e-6+0.j,1.7938555575163518e-6+0.j,4.964308551210634e-7+0.j,1.332591084762489e-7+0.j,3.475881937291885e-8+0.j,8.823538509248209e-9+0.j,2.1829281393423807e-9+0.j,5.269922056321934e-10+0.j,1.242895768869438e-10+0.j,2.8667119352610287e-11+0.j,6.472416173827913e-12+0.j,1.4317328919612749e-12+0.j,3.1054239411324924e-13+0.j,6.609470471221255e-14+0.j,1.3813355613884506e-14+0.j,2.8365941047276717e-15+0.j,5.726910618517745e-16+0.j,1.1373953120148955e-16+0.j,2.223296695220286e-17+0.j,4.279484643547254e-18+0.j,8.11510065018746e-19+0.j,1.51667806782183e-19+0.j,2.794910858016117e-20+0.j,5.080258213417764e-21+0.j,9.111840227018336e-22+0.j,1.613168762651711e-22+0.j,2.8200068339850924e-23+0.j,4.869151900041172e-24+0.j,8.306515259819688e-25+0.j,1.4004585374904303e-25+0.j,2.334131177038968e-26+0.j,3.846771105299605e-27+0.j,6.270339029382315e-28+0.j,1.0111420458017405e-28+0.j,1.613460435463657e-29+0.j,2.5481438312364457e-30+0.j,3.983819592957075e-31+0.j,6.166979967629808e-32+0.j,9.45423118779974e-33+0.j,1.4356255136900362e-33+0.j,2.159707009524643e-34+0.j,3.219302829493357e-35+0.j,4.755695714181801e-36+0.j,6.963392619338809e-37+0.j,1.0107627945365604e-37+0.j,1.4546677351714886e-38+0.j,2.0759985024905965e-39+0.j,2.9383217189233704e-40+0.j,4.1251445931800597e-41+0.j,5.745172815554021e-42+0.j,7.938636073793369e-43+0.j,1.0884804910722451e-43+0.j,1.4810810563352512e-44+0.j,2.000185792829561e-45+0.j,2.6812889240246214e-46+0.j,3.568171097883007e-47+0.j,4.71435378348631e-48+0.j,6.184683468774116e-49+0.j,8.057025057833166e-50+0.j,1.0424033856864718e-50+0.j,1.3394964412495988e-51+0.j,1.709746253217726e-52+0.j,2.167927449901183e-53+0.j,2.7309795334100385e-54+0.j,3.4181366607982546e-55+0.j,4.251022449920289e-56+0.j,5.253699134595908e-57+0.j,6.452659966777252e-58+0.j,7.876753736199316e-59+0.j,9.55703072517795e-60+0.j,1.152650040009064e-60+0.j,1.3819792706073557e-61+0.j,1.6472716998711796e-62+0.j,1.952171540905234e-63+0.j,2.300321075761593e-64+0.j,2.6952852936706643e-65+0.j,3.140467186151198e-66+0.j,3.639014950964663e-67+0.j,4.193722805735083e-68+0.j,4.80692754866744e-69+0.j,5.480403407445049e-70+0.j,6.215258066751458e-71+0.j
-0.2992899158023874+0.j,0.4815062911383742+0.j,-0.0281038814362932+0.j,-0.3964031832287077+0.j,-0.19473734425845152+0.j,0.17950145013308916+0.j,0.3913664156995039+0.j,0.3987994919407671+0.j,0.30000551144631377+0.j,0.18690851806395212+0.j,0.10156345804442099+0.j,0.04957028688997021+0.j,0.02214697737101114+0.j,0.009178485849220682+0.j,0.0035632147410909858+0.j,0.0013055603582901236+0.j,0.00045418162790350665+0.j,0.00015074669668513167+0.j,0.00004792905961689821+0.j,0.000014647204479086733+0.j,4.314914644223292e-6+0.j,1.2283924431652862e-6+0.j,3.386858113256903e-7+0.j,9.061201592886856e-8+0.j,2.356368626179881e-8+0.j,5.965267336345751e-9+0.j,1.4721068668581018e-9+0.j,3.545746271939375e-10+0.j,8.34490829556609e-11+0.j,1.9209890283534545e-11+0.j,4.3293623473246586e-12+0.j,9.560753780648036e-13+0.j,2.0704932143784898e-13+0.j,4.4003527204294424e-14+0.j,9.183932300898907e-15+0.j,1.8835287706624766e-15+0.j,3.7981718530838135e-16+0.j,7.534863371939959e-17+0.j,1.4712927193624885e-17+0.j,2.829153380140418e-18+0.j,5.359766264601816e-19+0.j,1.0008153744373025e-19+0.j,1.842710782577316e-20+0.j,3.3467416495162257e-21+0.j,5.998005491892928e-22+0.j,1.0611111497122263e-22+0.j,1.8536442305945152e-23+0.j,3.198442311179783e-24+0.j,5.452880093110716e-25+0.j,9.187794713449755e-26+0.j,1.5304231625770718e-26+0.j,2.520800343695541e-27+0.j,4.106756036929267e-28+0.j,6.619042581549856e-29+0.j,1.0556628728883294e-29+0.j,1.666414668186186e-30+0.j,2.6041070967498794e-31+0.j,4.029388483797796e-32+0.j,6.17457731247519e-33+0.j,9.372235807103513e-34+0.j,1.4093672204950802e-34+0.j,2.1000246420966098e-35+0.j,3.1010979921969754e-36+0.j,4.539066474354107e-37+0.j,6.586341310845103e-38+0.j,9.475736281471738e-39+0.j,1.3518701787473136e-39+0.j,1.912804094330782e-40+0.j,2.684588456755888e-41+0.j,3.737774042735195e-42+0.j,5.1633441682901e-43+0.j,7.07757900778057e-44+0.j,9.627761018422802e-45+0.j,1.2998779087599875e-45+0.j,1.742066785662892e-46+0.j,2.3177089431515755e-47+0.j,3.061472666763013e-48+0.j,4.015351004581422e-49+0.j,5.2297543923361815e-50+0.j,6.764653327889394e-51+0.j,8.69074402568442e-52+0.j,1.1090602285430586e-52+0.j,1.4059782873533579e-53+0.j,1.7707813891091996e-54+0.j,2.2159028308480974e-55+0.j,2.755316856159664e-56+0.j,3.404569534682158e-57+0.j,4.180772905634621e-58+0.j,5.102555218625936e-59+0.j,6.189960400625897e-60+0.j,7.464290520123168e-61+0.j,8.947886036416482e-62+0.j,1.066384002693412e-62+0.j,1.2635644373543621e-63+0.j,1.4886768034716307e-64+0.j,1.7440169986965119e-65+0.j,2.0317752116940558e-66+0.j,2.353976019462643e-67+0.j,2.7124143949268796e-68+0.j,3.1085890079152243e-69+0.j
0.16540544125952833+0.j,-0.4157540258978856+0.j,0.35600824315550544+0.j,0.19473734425845152+0.j,-0.28877972297806037+0.j,-0.31692616705564197+0.j,0.003551078793113164+0.j,0.29732874121145625+0.j,0.3981867281175759+0.j,0.34671148277014113+0.j,0.23939829680765295+0.j,0.14102844709227064+0.j,0.07361851607211262+0.j,0.034853453055178334+0.j,0.015202129901377575+0.j,0.006178605227191616+0.j,0.0023601128856817525+0.j,0.0008530078053994932+0.j,0.00029329358010958615+0.j,0.00009636404568643429+0.j,0.000030367465950376213+0.j,9.207828626904126e-6+0.j,2.6936576767264543e-6+0.j,7.620624459270828e-7+0.j,2.0893050647311233e-7+0.j,5.5612453472069154e-8+0.j,1.4394933302860003e-8+0.j,3.6286867643294946e-9+0.j,8.91997349047099e-10+0.j,2.1407700232989435e-10+0.j,5.021578757062583e-11+0.j,1.1524050472027485e-11+0.j,2.5897617401467282e-12+0.j,5.703849277903504e-13+0.j,1.23215636933462e-13+0.j,2.612548787486155e-14+0.j,5.4406767032207855e-15+0.j,1.113526726786475e-15+0.j,2.24108846135888e-16+0.j,4.437754169876656e-17+0.j,8.650355910188686e-18+0.j,1.6606514426427341e-18+0.j,3.1411732863487837e-19+0.j,5.8567704516291e-20+0.j,1.076840079790523e-20+0.j,1.9531488764177322e-21+0.j,3.495959557569011e-22+0.j,6.177207317818234e-23+0.j,1.0778370530063034e-23+0.j,1.8577308042713107e-24+0.j,3.163795669719203e-25+0.j,5.325389292779476e-26+0.j,8.861911084875004e-27+0.j,1.4583009884712702e-27+0.j,2.3736493158489074e-28+0.j,3.82240669617028e-29+0.j,6.091234277388931e-30+0.j,9.60760069855735e-31+0.j,1.5002210289253432e-31+0.j,2.3195948537264045e-32+0.j,3.551961289163542e-33+0.j,5.38769506341429e-34+0.j,8.096420130183537e-35+0.j,1.2056245257585807e-35+0.j,1.7792265430549476e-36+0.j,2.6026704983170074e-37+0.j,3.774349871677981e-38+0.j,5.427054205332615e-39+0.j,7.738326967263134e-40+0.j,1.0943361602627048e-40+0.j,1.5350873483309558e-41+0.j,2.1362406457097253e-42+0.j,2.949553722189709e-43+0.j,4.041142311201186e-44+0.j,5.4947092982699106e-45+0.j,7.415280050635829e-46+0.j,9.933463841776733e-47+0.j,1.3210244589126165e-47+0.j,1.7442282543160452e-48+0.j,2.286768184551047e-49+0.j,2.9772147070368373e-50+0.j,3.849541534772053e-51+0.j,4.943781017462396e-52+0.j,6.306671969209695e-53+0.j,7.992275760479754e-54+0.j,1.0062532103445725e-54+0.j,1.2587721879822938e-55+0.j,1.5646800858553684e-56+0.j,1.932756551885653e-57+0.j,2.3726610733043575e-58+0.j,2.894903906673231e-59+0.j,3.5107883189413236e-60+0.j,4.2323206577947625e-61+0.j,5.072085349533479e-62+0.j,6.043082720772646e-63+0.j,7.158528553241279e-64+0.j,8.431615494156772e-65+0.j,9.87523783112289e-66+0.j,1.1501682660861432e-66+0.j,1.3322292084171689e-67+0.j
-0.08176218592035472+0.j,0.27948449869932523+0.j,-0.4389257076131772+0.j,0.17950145013308916+0.j,0.31692616705564197+0.j,-0.1321187570720426+0.j,-0.3489305686373493+0.j,-0.14277199552069977+0.j,0.17926523487873883+0.j,0.36283929771697015+0.j,0.37198620845829816+0.j,0.2853727550917766+0.j,0.18208968514122104+0.j,0.10147774882655532+0.j,0.05080635989429629+0.j,0.0232766917788282+0.j,0.009885988756098592+0.j,0.003930179637472328+0.j,0.0014734894632309717+0.j,0.0005241003676536567+0.j,0.00017771703503724858+0.j,0.00005768322928789313+0.j,0.000017982992213003872+0.j,5.400554136684833e-6+0.j,1.5663179428009552e-6+0.j,4.396928139588254e-7+0.j,1.1970029192230976e-7+0.j,3.1657092365536334e-8+0.j,8.146113596979944e-9+0.j,2.0423928801422234e-9+0.j,4.995570665082058e-10+0.j,1.193398059556104e-10+0.j,2.7873643021481683e-11+0.j,6.371269255671984e-12+0.j,1.4264747322299945e-12+0.j,3.1308374476547174e-13+0.j,6.741263883137784e-14+0.j,1.4249809159905178e-14+0.j,2.9590012509304452e-15+0.j,6.039655150903394e-16+0.j,1.212426526979464e-16+0.j,2.3949966749203257e-17+0.j,4.657752621468292e-18+0.j,8.92222009902098e-19+0.j,1.6841691994167083e-19+0.j,3.133973402491362e-20+0.j,5.7513837693639906e-21+0.j,1.0413061181032322e-21+0.j,1.8606587165915558e-22+0.j,3.282333496606275e-23+0.j,5.718269846991492e-24+0.j,9.841111750551391e-25+0.j,1.6735807974700232e-25+0.j,2.8131433890148556e-26+0.j,4.675133329813708e-27+0.j,7.683557341175781e-28+0.j,1.2491121458293897e-28+0.j,2.009145706927365e-29+0.j,3.1980728968450935e-30+0.j,5.038767704646946e-31+0.j,7.859733944534664e-32+0.j,1.2140146236588774e-32+0.j,1.857181486829073e-33+0.j,2.8143483673736856e-34+0.j,4.2254238153087976e-35+0.j,6.286438947130473e-36+0.j,9.269400198585731e-37+0.j,1.35481223208978e-37+0.j,1.9631470855821688e-38+0.j,2.8205663396297105e-39+0.j,4.01874949744924e-40+0.j,5.679055048919857e-41+0.j,7.960662785149104e-42+0.j,1.1070469722008095e-42+0.j,1.5274973838345685e-43+0.j,2.091437010665646e-44+0.j,2.8419059076976e-45+0.j,3.832872643125898e-46+0.j,5.131408947229131e-47+0.j,6.820132086280083e-48+0.j,8.999904917999227e-49+0.j,1.1792769907590275e-49+0.j,1.5345077141133965e-50+0.j,1.9830747763690056e-51+0.j,2.545459367642753e-52+0.j,3.2455592339615496e-53+0.j,4.1109992950103097e-54+0.j,5.1734108109383485e-55+0.j,6.468662458188324e-56+0.j,8.037024923397519e-57+0.j,9.923249322278428e-58+0.j,1.2176539049172361e-58+0.j,1.4850394710758238e-59+0.j,1.8002312728623823e-60+0.j,2.1693320120870615e-61+0.j,2.5987330969367523e-62+0.j,3.095031417979482e-63+0.j,3.6649267327173606e-64+0.j,4.315099757257784e-65+0.j,5.052071769729422e-66+0.j
0.03689475004808306+0.j,-0.15949516111162354+0.j,0.35942333365988094+0.j,-0.3913664156995039+0.j,0.003551078793113164+0.j,0.3489305686373493+0.j,0.025334299852718588+0.j,-0.3124629884813902+0.j,-0.24575138062946325+0.j,0.055824880342716564+0.j,0.3005667277851929+0.j,0.3748987744939947+0.j,0.3214110219389179+0.j,0.22223746664055366+0.j,0.13208372302490903+0.j,0.06982842550196862+0.j,0.03354967883880398+0.j,0.014867126123643631+0.j,0.006142366558411106+0.j,0.0023855962231921868+0.j,0.0008766781155820002+0.j,0.00030644887907906786+0.j,0.00010234024550183132+0.j,0.000032771749764478525+0.j,0.000010094315660807179+0.j,2.998824076610747e-6+0.j,8.612794631143129e-7+0.j,2.396375704024617e-7+0.j,6.471124534240887e-8+0.j,1.6987484176541195e-8+0.j,4.341506856534206e-9+0.j,1.0816568896306274e-9+0.j,2.630256437166671e-10+0.j,6.249448600639682e-11+0.j,1.4522965352678144e-11+0.j,3.303986424984144e-12+0.j,7.364758279303221e-13+0.j,1.609741324386334e-13+0.j,3.452599977428026e-14+0.j,7.271466344178844e-15+0.j,1.5047221544368881e-15+0.j,3.0612882248058793e-16+0.j,6.126386991371712e-17+0.j,1.2066487099512737e-17+0.j,2.340151388319206e-18+0.j,4.470868428631409e-19+0.j,8.41805129376803e-20+0.j,1.5627142384063817e-20+0.j,2.8612972380176234e-21+0.j,5.169161633977822e-22+0.j,9.217246764059949e-23+0.j,1.6227403284037293e-23+0.j,2.8216254143267804e-24+0.j,4.847095202764297e-25+0.j,8.228467270562026e-26+0.j,1.3807952657004103e-26+0.j,2.29100002254381e-27+0.j,3.7593605737305885e-28+0.j,6.102376527743399e-29+0.j,9.801192043357225e-30+0.j,1.557931624751889e-30+0.j,2.451310973188751e-31+0.j,3.8187066929824066e-32+0.j,5.8909598548952314e-33+0.j,9.000953283359108e-34+0.j,1.3623900178680404e-34+0.j,2.0431482518041187e-35+0.j,3.036379755862558e-36+0.j,4.4723916449702236e-37+0.j,6.530079119118651e-38+0.j,9.452724211757024e-39+0.j,1.356807817657939e-39+0.j,1.9313603107686563e-40+0.j,2.726783919117277e-41+0.j,3.818893691499971e-42+0.j,5.306143812822587e-43+0.j,7.315239386607439e-44+0.j,1.0007785679526988e-44+0.j,1.3588066756900747e-45+0.j,1.8312025275250376e-46+0.j,2.4497485352446826e-47+0.j,3.253561972548162e-48+0.j,4.2903609973971574e-49+0.j,5.617838404622916e-50+0.j,7.305123890022036e-51+0.j,9.434306874375823e-52+0.j,1.210198229779327e-52+0.j,1.5420771532684738e-53+0.j,1.9520760058578938e-54+0.j,2.455078327329232e-55+0.j,3.067948235154516e-56+0.j,3.809604404594579e-57+0.j,4.701053244721192e-58+0.j,5.765371768794413e-59+0.j,7.027630707267748e-60+0.j,8.514748876519689e-61+0.j,1.0255270746767176e-61+0.j,1.2279060582920113e-62+0.j,1.4616908476198625e-63+0.j,1.730004603147999e-64+0.j
-0.015413570609328088+0.j,0.08057741817693465+0.j,-0.23541053146109456+0.j,0.3987994919407671+0.j,-0.29732874121145625+0.j,-0.14277199552069977+0.j,0.3124629884813902+0.j,0.15587239346991077+0.j,-0.23136909221024604+0.j,-0.30197791046187245+0.j,-0.05884468228166319+0.j,0.2201583551476707+0.j,0.3565813918378083+0.j,0.34516493792276054+0.j,0.25911044026504815+0.j,0.16417845478028414+0.j,0.09155456058664015+0.j,0.04607233850042326+0.j,0.021274334600765145+0.j,0.009122970006461598+0.j,0.0036661425708122927+0.j,0.0013904254672336672+0.j,0.0005005209714345915+0.j,0.00017181634955643635+0.j,0.00005646437309860307+0.j,0.000017823640625449456+0.j,5.419660464593669e-6+0.j,1.5914055678270897e-6+0.j,4.522406345946133e-7+0.j,1.246164473912306e-7+0.j,3.335367600346391e-8+0.j,8.684456079040084e-9+0.j,2.2027951232509406e-9+0.j,5.449835471288158e-10+0.j,1.316638597407206e-10+0.j,3.109402679815189e-11+0.j,7.185058405380552e-12+0.j,1.625957722297285e-12+0.j,3.6063440376215254e-13+0.j,7.84569235368892e-14+0.j,1.6753499363120136e-14+0.j,3.5137666951534746e-15+0.j,7.242651192133193e-16+0.j,1.4680016959338693e-16+0.j,2.927463589265837e-17+0.j,5.746586620717746e-18+0.j,1.1109298716371894e-18+0.j,2.1159945696038883e-19+0.j,3.9726096404458575e-20+0.j,7.354328140366139e-21+0.j,1.3430095390212504e-21+0.j,2.4201315447366126e-22+0.j,4.304965174461033e-23+0.j,7.561551334187032e-24+0.j,1.3118852680736352e-24+0.j,2.2488027046117406e-25+0.j,3.809767359333397e-26+0.j,6.380471761801873e-27+0.j,1.0566348264648415e-27+0.j,1.7306955032819957e-28+0.j,2.804409284686041e-29+0.j,4.496600574491567e-30+0.j,7.135800274509725e-31+0.j,1.121001263666397e-31+0.j,1.7436554229946884e-32+0.j,2.685896034311615e-33+0.j,4.097995033814035e-34+0.j,6.19418471469595e-35+0.j,9.276868456718966e-36+0.j,1.3768751750882403e-36+0.j,2.0255015554496658e-37+0.j,2.953806124925221e-38+0.j,4.2707790025471004e-39+0.j,6.123082319227045e-40+0.j,8.706250079813584e-41+0.j,1.2278588364078678e-41+0.j,1.717822899464055e-42+0.j,2.384380765449403e-43+0.j,3.283923719032138e-44+0.j,4.488302257625092e-45+0.j,6.088250947226368e-46+0.j,8.197336719932585e-47+0.j,1.0956447336382006e-47+0.j,1.4538818628180067e-48+0.j,1.9155575922829722e-49+0.j,2.5061736590523227e-50+0.j,3.256258706341539e-51+0.j,4.202030942026331e-52+0.j,5.386069054063026e-53+0.j,6.857970216942836e-54+0.j,8.674969468419786e-55+0.j,1.090249030372317e-55+0.j,1.361459227488077e-56+0.j,1.689427797611653e-57+0.j,2.083361934314807e-58+0.j,2.553366200103048e-59+0.j,3.110406675729292e-60+0.j,3.766244951935442e-61+0.j,4.533338513149133e-62+0.j,5.42470470192621e-63+0.j
0.006023459110939752+0.j,-0.036938316351531185+0.j,0.13228463569630688+0.j,-0.30000551144631377+0.j,0.3981867281175759+0.j,-0.17926523487873883+0.j,-0.24575138062946325+0.j,0.23136909221024604+0.j,0.246288968693581+0.j,-0.12739423226514815+0.j,-0.31462569309942057+0.j,-0.15503704495647147+0.j,0.1302896089991468+0.j,0.3196670899387674+0.j,0.3553526951547655+0.j,0.2906423922884771+0.j,0.1964048509427623+0.j,0.1154579808026095+0.j,0.060794724537898755+0.j,0.02922079208645673+0.j,0.012991992681256392+0.j,0.005396466388249524+0.j,0.0021101615259739538+0.j,0.0007815305998075867+0.j,0.00027552897181271584+0.j,0.00009285056399779657+0.j,0.000030014079550309703+0.j,9.334647703888337e-6+0.j,2.800516379244788e-6+0.j,8.12341736145984e-7+0.j,2.2828445161778552e-7+0.j,6.226298399588648e-8+0.j,1.6508083302068563e-8+0.j,4.260924283114728e-9+0.j,1.0720595314503891e-9+0.j,2.632435066988351e-10+0.j,6.315254736613177e-11+0.j,1.4816645418593456e-11+0.j,3.4027606177581124e-12+0.j,7.655990740524162e-13+0.j,1.6888792534749006e-13+0.j,3.6554204712627255e-14+0.j,7.768015838358267e-15+0.j,1.6217716596648256e-15+0.j,3.328366988151633e-16+0.j,6.718519051742588e-17+0.j,1.3345691080382886e-17+0.j,2.6100253683891778e-18+0.j,5.027861643426323e-19+0.j,9.544307949954746e-20+0.j,1.7860986537327917e-20+0.j,3.2963567065950313e-21+0.j,6.001915535400032e-22+0.j,1.0785084934744072e-22+0.j,1.9132815862043454e-23+0.j,3.3519113795049914e-24+0.j,5.800891056231706e-25+0.j,9.91995401848654e-26+0.j,1.6767024364083654e-26+0.j,2.801864309178371e-27+0.j,4.630111510792724e-28+0.j,7.568205889509208e-29+0.j,1.223914674712345e-29+0.j,1.9586714509926876e-30+0.j,3.1025301855466243e-31+0.j,4.86522070354892e-32+0.j,7.554503737459394e-33+0.j,1.1617368398295413e-33+0.j,1.7696466417908894e-34+0.j,2.670656411955196e-35+0.j,3.993697251658602e-36+0.j,5.918727575103847e-37+0.j,8.694520883300644e-38+0.j,1.2661721226867913e-38+0.j,1.82823968769676e-39+0.j,2.617750368943825e-40+0.j,3.7173844144151303e-41+0.j,5.236226332031695e-42+0.j,7.316894315005848e-43+0.j,1.0144172201206528e-43+0.j,1.395533560342237e-44+0.j,1.9052352704563077e-45+0.j,2.581611643275439e-46+0.j,3.4722825758017964e-47+0.j,4.6362577304821174e-48+0.j,6.146015236028829e-49+0.j,8.089788730620078e-50+0.j,1.057403970224552e-50+0.j,1.3726078154191784e-51+0.j,1.7696778819758444e-52+0.j,2.266332282838769e-53+0.j,2.88318764160578e-54+0.j,3.644009968363967e-55+0.j,4.575936041700334e-56+0.j,5.709651162497388e-57+0.j,7.079507788077296e-58+0.j,8.723568600107012e-59+0.j,1.0683557131348726e-59+0.j,1.3004699294469623e-60+0.j,1.5735440127104545e-61+0.j
