0.022042319068056735+0.j,0.-0.06088462866895342j,-0.11891675258453607+0.j,0.+0.18964124181431194j,0.26191065814204983+0.j,0.-0.3235329716410087j,-0.36483231467417554+0.j,0.+0.38088568931568295j,0.3719632546797477+0.j,0.-0.3424752264004607j,-0.2991434778534696+0.j,0.+0.24913432811962496j,0.19865217614983788+0.j,0.-0.15218506278410218j,-0.11234619989006864+0.j,0.+0.08012409449959902j,0.05532908908066967+0.j,0.-0.03706631707901023j,-0.02413201357861663+0.j,0.+0.01529210028934888j,0.009445012059345118+0.j,0.-0.005693027038078914j,-0.0033526041868762804+0.j,0.+0.0019309398349803128j,0.0010887132243728728+0.j,0.-0.0006014421639416473j,-0.0003258048717206401+0.j,0.+0.0001731912987290047j,0.00009040603661820402+0.j,0.-0.00004637125056694757j,-0.000023385063742144698+0.j,0.+0.00001160133821855849j,5.664785581953156e-6+0.j,0.-2.723810458572486e-6j,-1.290291396935223e-6+0.j,0.+6.024266231372875e-7j,2.7733410700237273e-7+0.j,0.-1.2593684182504932e-7j,-5.643017236599027e-8+0.j,0.+2.495913041736732e-8j,1.0900585650710754e-8+0.j,0.-4.7022777749512254e-9j,-2.004167485985058e-9+0.j,0.+8.442093569817275e-10j,3.5153955629105243e-10+0.j,0.-1.4474991599937209e-10j,-5.895081064676827e-11+0.j,0.+2.375151024895083e-11j,9.469367857515339e-12+0.j,0.-3.736571740895626e-12j,-1.459616283914497e-12+0.j,0.+5.64552050087539e-13j,2.1624829602334714e-13+0.j,0.-8.204745913407029e-14j,-3.0840302795301664e-14+0.j,0.+1.148649864426049e-14j,4.239786905222827e-15+0.j,0.-1.5511613621682829e-15j,-5.62591749174205e-16+0.j,0.+2.023101769006808e-16j,7.214271487634692e-17+0.j,0.-2.551396416381273e-17j,-8.950194504958183e-18+0.j,0.+3.1146738436761334e-18j,1.0754072643831882e-18+0.j,0.-3.684399074340055e-19j,-1.252694220604458e-19+0.j,0.+4.227251135411999e-20j,1.4159697327506624e-20+0.j,0.-4.708469936415642e-21j,-1.5544657545422615e-21+0.j,0.+5.095682513887485e-22j,1.6587712147841893e-22+0.j,0.-5.362600412650942e-23j,-1.7219080422590995e-23+0.j,0.+5.491989519171074e-24j,1.740096288310454e-24+0.j,0.-5.477448401150482e-25j,-1.7130946973182935e-25+0.j,0.+5.323756730863536e-26j,1.6440824207465914e-26+0.j,0.-5.045816508147701e-27j,-1.5391285852365425e-27+0.j,0.+4.666445897027786e-28j,1.4063615004718782e-28+0.j,0.-4.2134503736706586e-29j,-1.2549864434885614e-29+0.j,0.+3.7164627587490836e-30j,1.0943061153593757e-30+0.j,0.-3.204012486490419e-31j,-9.328747156093122e-32+0.j,0.+2.7011767510270993e-32j,7.778743775209323e-33+0.j,0.-2.2280163278559563e-33j,-6.347530837542719e-34+0.j,0.+1.7988435521985642e-34j,5.07116982201676e-35+0.j,0.-1.4222392643833713e-35j,-3.9683503142660295e-36+0.j,0.+1.101647829532226e-36j
0.-0.06088462866895342j,-0.14613136523036+0.j,0.+0.24236439842916013j,0.31785145893658545+0.j,0.-0.3441592339231828j,-0.3080029769929059+0.j,0.+0.2152381163858967j,0.08681538407714291+0.j,0.+0.04988173588674546j,0.16991502683814036+0.j,0.-0.2567166688371998j,-0.303995350270665+0.j,0.+0.31431558119766556j,0.2958896183960893+0.j,0.-0.2591050806958955j,-0.21379860486124658+0.j,0.+0.16766803752900078j,0.125744215778056+0.j,0.-0.09060234516531314j,-0.0629496304673391+0.j,0.+0.04229962419602942j,0.02755737518714516+0.j,0.-0.0174422016102875j,-0.01074494109274392+0.j,0.+0.00645242381972322j,0.0037822807233372294+0.j,0.-0.002166836943753499j,-0.0012145479936992883+0.j,0.+0.000666725384738547j,0.00035876613754618055+0.j,0.-0.0001893922820579858j,-0.00009815765813428655+0.j,0.+0.000049979979584885596j,0.000025018088588873423+0.j,0.-0.00001231840378866926j,-5.9694622057015535e-6+0.j,0.+2.8485158361862233e-6j,1.3390985697248862e-6+0.j,0.-6.204571117378007e-7j,-2.8346495650289564e-7+0.j,0.+1.2774613228020698e-7j,5.680931438942987e-8+0.j,0.-2.4938391991297068e-8j,-1.0810355467381062e-8+0.j,0.+4.6288394074952015e-9j,1.9583751833616054e-9+0.j,0.-8.189095448327083e-10j,-3.385406912287827e-10+0.j,0.+1.3839928784443525e-10j,5.5964529279744396e-11+0.j,0.-2.238984410388619e-11j,-8.864356585623252e-12+0.j,0.+3.4737282098855444e-12j,1.3476823423353864e-12+0.j,0.-5.17737074843383e-13j,-1.9699014694753836e-13+0.j,0.+7.424607353417338e-14j,2.772511806231978e-14+0.j,0.-1.0259319029805143e-14j,-3.762534155422887e-15+0.j,0.+1.3678174614677004e-15j,4.929787134760404e-16+0.j,0.-1.7617519750678335e-16j,-6.243670842226292e-17+0.j,0.+2.194693325091679e-17j,7.652516954104488e-18+0.j,0.-2.6472045398078817e-18j,-9.086105556771348e-19+0.j,0.+3.094765700146534e-19j,1.0461368611794733e-19+0.j,0.-3.510018741350749e-20j,-1.169064721575361e-20+0.j,0.+3.865649212308948e-21j,1.2691306165795946e-21+0.j,0.-4.1374630585880962e-22j,-1.339518030121596e-22+0.j,0.+4.307161316071485e-23j,1.3756318689748504e-23+0.j,0.-4.364365595117096e-24j,-1.3755806703676555e-24+0.j,0.+4.307589292619764e-25j,1.3403001575076413e-25+0.j,0.-4.144047727809331e-26j,-1.2733177139483827e-26+0.j,0.+3.8884073795225655e-27j,1.1802185827232483e-27+0.j,0.-3.5607445626371457e-28j,-1.067918413499486e-28+0.j,0.+3.184085165442516e-29j,9.438660583122295e-30+0.j,0.-2.781917293402691e-30j,-8.152946720125384e-31+0.j,0.+2.3760156089667017e-31j,6.886132885027128e-32+0.j,0.-1.9848123932907744e-32j,-5.68993662856844e-33+0.j,0.+1.6224252092423796e-33j,4.601676408152471e-34+0.j,0.-1.2983324645913026e-34j,-3.644164869151232e-35+0.j
-0.11891675258453607+0.j,0.+0.24236439842916013j,0.3272424211157658+0.j,0.-0.32397671032561587j,-0.22268442509409153+0.j,0.+0.057412183002616364j,-0.11308468977315764+0.j,0.+0.23311026204675905j,0.2710572315262478+0.j,0.-0.22605422639249484j,-0.12146435876458636+0.j,0.-0.008305735360812843j,-0.1307283241591983+0.j,0.+0.2234341239118553j,0.27677951235646936+0.j,0.-0.2920079525638018j,-0.27723311067981216+0.j,0.+0.2432349392316004j,0.20027276601200178+0.j,0.-0.15630517380400363j,-0.11644674075995878+0.j,0.+0.08324278779233038j,0.05733025478786952+0.j,0.-0.03816291235250553j,-0.024619022558541297+0.j,0.+0.015425405316421227j,0.009405051641302228+0.j,0.-0.0055892740830288485j,-0.003242208442959923+0.j,0.+0.0018380908984615071j,0.0010195839265281+0.j,0.-0.0005539216266864607j,-0.00029501228458281574+0.j,0.+0.0001541555816914984j,0.00007909254356238287+0.j,0.-0.00003987233096930755j,-0.000019762707331143454+0.j,0.+9.636470821587421e-6j,4.625150143505364e-6+0.j,0.-2.186215118428545e-6j,-1.0181865913766006e-6+0.j,0.+4.674381573434555e-7j,2.116245875854871e-7+0.j,0.-9.452033146366327e-8j,-4.1664248518747105e-8+0.j,0.+1.8131514613572658e-8j,7.79258506701808e-9+0.j,0.-3.30859088752507e-9j,-1.3881894684675349e-9+0.j,0.+5.757344593202656e-10j,2.360919444150592e-10+0.j,0.-9.57497612040032e-11j,-3.841481836996329e-11+0.j,0.+1.5249885988607705e-11j,5.991545209800705e-12+0.j,0.-2.330285013901921e-12j,-8.973602336288931e-13+0.j,0.+3.4221428144865614e-13j,1.292663511932323e-13+0.j,0.-4.83735754210202e-14j,-1.7936696973924056e-14+0.j,0.+6.5911579445441165e-15j,2.400692898842083e-15+0.j,0.-8.668326480486926e-16j,-3.1032972827585447e-16+0.j,0.+1.1017026378481529e-16j,3.8789978104025244e-17+0.j,0.-1.3547152187669726e-17j,-4.69361058305077e-18+0.j,0.+1.6134371461393503e-18j,5.50347016963913e-19+0.j,0.-1.8629992683814418e-19j,-6.259369433864887e-20+0.j,0.+2.087560735989764e-20j,6.911711970353354e-21+0.j,0.-2.2720404985217982e-21j,-7.416090913414642e-22+0.j,0.+2.4038419105043837e-22j,7.738392631450996e-23+0.j,0.-2.4742898403021875e-23j,-7.858599668432217e-24+0.j,0.+2.479552446039671e-24j,7.772714149719391e-25+0.j,0.-2.420918078641184e-25j,-7.492578026011199e-26+0.j,0.+2.304417197728196e-26j,7.043744327512443e-27+0.j,0.-2.1398919534914162e-27j,-6.4618700877509135e-28+0.j,0.+1.939698625126387e-28j,5.788296101655732e-29+0.j,0.-1.7172666077427204e-29j,-5.065526244167521e-30+0.j,0.+1.4857301928022081e-30j,4.333231421897527e-31+0.j,0.-1.256804598362147e-31j,-3.6252199128872366e-32+0.j,0.+1.0400108157578975e-32j,2.9675898081191197e-33+0.j,0.-8.422818877220578e-34j
0.+0.18964124181431194j,0.31785145893658545+0.j,0.-0.32397671032561587j,-0.1894160338936674+0.j,0.-0.01897243449616145j,-0.1959268809600816+0.j,0.+0.2615337087667588j,0.19901042434088648+0.j,0.-0.051598208299056245j,0.10898729420662216+0.j,0.-0.21901265337768633j,-0.2458320236193843+0.j,0.+0.19186615076598076j,0.0841865140828768+0.j,0.+0.04128165400222879j,0.15322118996756645+0.j,0.-0.23224888949836503j,-0.272050442129734+0.j,0.+0.27641859925366036j,0.25474270801972027+0.j,0.-0.21787600697166185j,-0.17533855577310017+0.j,0.+0.1339957134813459j,0.09788038397120821+0.j,0.-0.06868008888566449j,-0.04646949344169495+0.j,0.+0.030412556380520768j,0.019301718802342153+0.j,0.-0.01190503652595216j,-0.007149159556669954+0.j,0.+0.004186583030742967j,0.0023941430751372866+0.j,0.-0.0013386327158018858j,-0.0007326070622022806+0.j,0.+0.0003928330166435457j,0.0002065664857083727+0.j,0.-0.00010660543622581202j,-0.00005403668662046926+0.j,0.+0.000026920541413492655j,0.000013189772407950533+0.j,0.-6.3591865368789935e-6j,-3.018636430267854e-6+0.j,0.+1.4115073466143372e-6j,6.504624521969925e-7+0.j,0.-2.955416877196996e-7j,-1.324498982096986e-7+0.j,0.+5.8571879881084725e-8j,2.5567599719061703e-8+0.j,0.-1.1020562979936123e-8j,-4.692154462954263e-9+0.j,0.+1.973920939872926e-9j,8.20736098472186e-10+0.j,0.-3.373764167111716e-10j,-1.37144547442761e-10+0.j,0.+5.514483299457625e-11j,2.19380663651436e-11+0.j,0.-8.636926147639698e-12j,-3.365759944391128e-12+0.j,0.+1.2985593125957125e-12j,4.961157314525032e-13+0.j,0.-1.877288468605957e-13j,-7.036986651245931e-14+0.j,0.+2.6135323435608016e-14j,9.61898467097706e-15+0.j,0.-3.508833427781857e-15j,-1.2688134020934297e-15+0.j,0.+4.54884431476252e-16j,1.6171010604456095e-16+0.j,0.-5.701225900750248e-17j,-1.9936753654727397e-17+0.j,0.+6.9159817237843765e-18j,2.3802502428172847e-18+0.j,0.-8.12858883321413e-19j,-2.754762065794625e-19+0.j,0.+9.265746806690396e-20j,3.093524713738877e-20+0.j,0.-1.0253013089164678e-20j,-3.373810618432032e-21+0.j,0.+1.1023164774507185e-21j,3.576449903926004e-22+0.j,0.-1.152393586789673e-22j,-3.688024149369856e-23+0.j,0.+1.1723874744181535e-23j,3.7023053156171995e-24+0.j,0.-1.1615423352285848e-24j,-3.620734696800249e-25+0.j,0.+1.121484661740068e-25j,3.4519153852395293e-26+0.j,0.-1.0559209664719542e-26j,-3.210262841304835e-27+0.j,0.+9.701084477955529e-28j,2.9140856247794473e-28+0.j,0.-8.701972379428377e-29j,-2.5834303885747524e-29+0.j,0.+7.62551334611988e-30j,2.238017938447146e-30+0.j,0.-6.531432296167693e-31j,-1.8955326704455999e-31+0.j,0.+5.470903659535287e-32j,1.5704285370752968e-32+0.j
0.26191065814204983+0.j,0.-0.3441592339231828j,-0.22268442509409153+0.j,0.-0.01897243449616145j,-0.21561857695817693+0.j,0.+0.2493798329250831j,0.12123981705673696+0.j,0.+0.07112628164260065j,0.21018173408522925+0.j,0.-0.22791802029507433j,-0.13015102869922338+0.j,0.-0.02367649859805059j,-0.1608101087060215+0.j,0.+0.22962289774418054j,0.21451201570993506+0.j,0.-0.13166989474213245j,-0.01431305764440718+0.j,0.-0.10306858994456398j,-0.1953485799858478+0.j,0.+0.2506190591332397j,0.2687167455532639+0.j,0.-0.2570592128103344j,-0.22614590422160796+0.j,0.+0.1861293116721045j,0.14490396190495583+0.j,0.-0.10752190586059535j,-0.07647210410966321+0.j,0.+0.052356826606479535j,0.03462568148048055+0.j,0.-0.022181695452105733j,-0.013796753116989614+0.j,0.+0.008348439017269145j,0.004922893765060154+0.j,0.-0.0028331371868169264j,-0.0015933625157550587+0.j,0.+0.0008767298767995381j,0.00047246829740321764+0.j,0.-0.00024959852380613537j,-0.0001293727002157361+0.j,0.+0.00006584316792981204j,0.00003292714603696906+0.j,0.-0.000016190337487628385j,-7.832088481256986e-6+0.j,0.+3.729592446159123e-6j,1.7491717277840018e-6+0.j,0.-8.083523996110925e-7j,-3.682667182563528e-7+0.j,0.+1.6546326262125063e-7j,7.334843020661725e-8+0.j,0.-3.2091706686830316e-8j,-1.3863118764160611e-8+0.j,0.+5.914801313876785e-9j,2.493260607206382e-9+0.j,0.-1.038660428343916e-9j,-4.2774154642563965e-10+0.j,0.+1.741841810135192e-10j,7.015639966083636e-11+0.j,0.-2.7955280938825237e-11j,-1.1023011356083215e-11+0.j,0.+4.3020337188426025e-12j,1.6621784873851805e-12+0.j,0.-6.359178216350738e-13j,-2.4095134058669465e-13+0.j,0.+9.043671475019786e-14j,3.362994177105822e-14+0.j,0.-1.2392220696999207e-14j,-4.525710377536362e-15+0.j,0.+1.6383593831332932e-15j,5.880090771232111e-16+0.j,0.-2.0925534586860638e-16j,-7.384986618461796e-17+0.j,0.+2.585022121467819e-17j,8.975919384735759e-18+0.j,0.-3.0920786386833996e-18j,-1.0569001348471233e-18+0.j,0.+3.5849440284909925e-19j,1.2068333436483886e-19+0.j,0.-4.0325393412631794e-20j,-1.337595163767372e-20+0.j,0.+4.40486347969717e-21j,1.440281680889584e-21+0.j,0.-4.6764236890373185e-22j,-1.5079072881365247e-22+0.j,0.+4.8291593055117357e-23j,1.5361905758495887e-23+0.j,0.-4.854391392599033e-24j,-1.5239790578152926e-24+0.j,0.+4.753517444841233e-25j,1.473260180733356e-25+0.j,0.-4.5374046793094613e-26j,-1.3887811557295765e-26+0.j,0.+4.2246624204406495e-27j,1.2773647423421982e-27+0.j,0.-3.839145454347723e-28j,-1.1470495313347734e-28+0.j,0.+3.40712623670612e-29j,1.0061957707676832e-29+0.j,0.-2.9545682388359734e-30j,-8.626829785615643e-31+0.j,0.+2.5048506893221365e-31j
0.-0.3235329716410087j,-0.3080029769929059+0.j,0.+0.057412183002616364j,-0.1959268809600816+0.j,0.+0.2493798329250831j,0.09243531815987252+0.j,0.+0.1234168106504005j,0.23131375220555944+0.j,0.-0.16966485090092834j,0.0004458376708517519+0.j,0.-0.16155180567299496j,-0.22229227525100437+0.j,0.+0.16196602112067252j,0.024350041216310903+0.j,0.+0.11925021808929136j,0.20889653561225166+0.j,0.-0.21785763576892747j,-0.1537105317510144+0.j,0.+0.0457512747136064j,-0.07121980058976637+0.j,0.+0.16929772364765222j,0.23316537359862843+0.j,0.-0.25985846380941097j,-0.25510713147666364+0.j,0.+0.22879193886789148j,0.19119545989184372+0.j,0.-0.1507232163144046j,-0.11302977585646044+0.j,0.+0.08112645699529776j,0.05598908113697351+0.j,0.-0.037290983674562066j,-0.024040979301192925+0.j,0.+0.01503891404266005j,0.00914742565317588+0.j,0.-0.005419669215643054j,-0.0031326341703783256+0.j,0.+0.001768882531668694j,0.0009769286831206939+0.j,0.-0.0005282841479125563j,-0.0002799835462779457+0.j,0.+0.00014555836048273988j,0.00007428939854103625+0.j,0.-0.00003724923455905025j,-0.000018361101460395938+0.j,0.+8.903042465412654e-6j,4.248973711864887e-6+0.j,0.-1.9969417494998164e-6j,-9.246909353112203e-7+0.j,0.+4.2206332689035075e-7j,1.8997466614672224e-7+0.j,0.-8.435805516951755e-8j,-3.696881559712763e-8+0.j,0.+1.5994786375032377e-8j,6.8344320745804716e-9+0.j,0.-2.885005942387895e-9j,-1.203491999008081e-9+0.j,0.+4.962689756656044e-10j,2.023426716111702e-10+0.j,0.-8.159575164762902e-11j,-3.2551071703393297e-11+0.j,0.+1.2849426277871358e-11j,5.02020335935506e-12+0.j,0.-1.9416553769750058e-12j,-7.435777568858299e-13+0.j,0.+2.82013835835719e-13j,1.0594661830104944e-13+0.j,0.-3.9432654594263874e-14j,-1.4542987715563937e-14+0.j,0.+5.315615073845128e-15j,1.9258678502936202e-15+0.j,0.-6.917365552637212e-16j,-2.4635536023830183e-16+0.j,0.+8.700691966766823e-17j,3.047735722036141e-17+0.j,0.-1.0589896539738218e-17j,-3.650515690707275e-18+0.j,0.+1.2485907901087065e-18j,4.237824546264914e-19+0.j,0.-1.427494980646716e-19j,-4.7727116861402044e-20+0.j,0.+1.5840302907814052e-20j,5.219352722619545e-21+0.j,0.-1.7075384980611885e-21j,-5.547145034971509e-22+0.j,0.+1.7896037716656375e-22j,5.734222793826688e-23+0.j,0.-1.8250019785359042e-23j,-5.769828209487714e-24+0.j,0.+1.812223593535422e-24j,5.655195031917588e-25+0.j,0.-1.753504425896765e-25j,-5.402878839479925e-26+0.j,0.+1.654387990177332e-26j,5.03474062904449e-27+0.j,0.-1.5229210790302934e-27j,-4.5789975345721995e-28+0.j,0.+1.3686345757635823e-28j,4.066860772640391e-29+0.j,0.-1.201477624833068e-29j,-3.529277749328333e-30+0.j
-0.36483231467417554+0.j,0.+0.2152381163858967j,-0.11308468977315764+0.j,0.+0.2615337087667588j,0.12123981705673696+0.j,0.+0.1234168106504005j,0.2316064217135818+0.j,0.-0.1275358182162427j,0.07577535671707925+0.j,0.-0.20829890534085874j,-0.18159849907229306+0.j,0.+0.03192595204966591j,-0.13172758693088632+0.j,0.+0.21094917682247177j,0.17166794317588566+0.j,0.-0.04701125999400644j,0.09545920933835114+0.j,0.-0.19337719293154076j,-0.21464297492493578+0.j,0.+0.16172607724821625j,0.06087979495432877+0.j,0.+0.053797846714262944j,0.1534480133238116+0.j,0.-0.22110245305568862j,-0.252216779072198+0.j,0.+0.2514178169514303j,0.22804188589142127+0.j,0.-0.19227407277839145j,-0.1526898835400527+0.j,0.+0.11521909465270035j,0.08314417227700827+0.j,0.-0.05765369816829453j,-0.038561615367310884+0.j,0.+0.024954275024408383j,0.015663732527638186+0.j,0.-0.009557226340360223j,-0.0056786729174919245+0.j,0.+0.003290991307581254j,0.0018628297316205657+0.j,0.-0.001031141832651253j,-0.0005587753611595358+0.j,0.+0.0002967264235006763j,0.00015454713288158933+0.j,0.-0.00007901363367849968j,-0.000039682572084479666+0.j,0.+0.000019590626020047745j,9.513021895030399e-6+0.j,0.-4.5463303215532304e-6j,-2.1394807442765707e-6+0.j,0.+9.919212784931812e-7j,4.5328316862448e-7+0.j,0.-2.0425595486527168e-7j,-9.079670767434749e-8+0.j,0.+3.983112837493217e-8j,1.725001606972328e-8+0.j,0.-7.377670174182928e-9j,-3.1171105277591515e-9+0.j,0.+1.3014317731223462e-9j,5.370973923067024e-10+0.j,0.-2.1916289883057924e-10j,-8.844585705383335e-11+0.j,0.+3.5309628638991534e-11j,1.3948186140688337e-11+0.j,0.-5.453186228811031e-12j,-2.1105015695181085e-12+0.j,0.+8.087503474879631e-13j,3.069189039781646e-13+0.j,0.-1.1537096145886458e-13j,-4.296483284426407e-14+0.j,0.+1.5854420727463567e-14j,5.798053520022655e-15+0.j,0.-2.10174404297247e-15j,-7.552865517364744e-16+0.j,0.+2.6911882889078745e-16j,9.509125240142106e-17+0.j,0.-3.332443020494506e-17j,-1.1584305772599735e-17+0.j,0.+3.9950282039986714e-18j,1.3669977398172633e-18+0.j,0.-4.641598900141281e-19j,-1.564124549037682e-19+0.j,0.+5.231538035044577e-20j,1.7369632953541963e-20+0.j,0.-5.725355840751632e-21j,-1.8737467515576855e-21+0.j,0.+6.08920362248541e-22j,1.9651451613051953e-22+0.j,0.-6.298765174501608e-23j,-2.005320379216788e-23+0.j,0.+6.341901338998049e-24j,1.992513496547726e-24+0.j,0.-6.219662389124327e-25j,-1.9290912672313973e-25+0.j,0.+5.945588944646192e-26j,1.821075387066615e-26+0.j,0.-5.543522571360302e-27j,-1.6772647839399382e-27+0.j,0.+5.044377647889584e-28j,1.5081174555298265e-28+0.j,0.-4.482445785985566e-29j
0.+0.38088568931568295j,0.08681538407714291+0.j,0.+0.23311026204675905j,0.19901042434088648+0.j,0.+0.07112628164260065j,0.23131375220555944+0.j,0.-0.1275358182162427j,0.09845876433812169+0.j,0.-0.21545115342683824j,-0.13154330867432923+0.j,0.-0.05937560321419327j,-0.1943150062073842+0.j,0.+0.17932475596317451j,0.040716934330778956+0.j,0.+0.1191054999381234j,0.20221628496552166+0.j,0.-0.17073395595653007j,-0.053123755097931366+0.j,0.-0.08600566372608935j,-0.18478386219378187+0.j,0.+0.20980833302193563j,0.1616119609915645+0.j,0.-0.06482665388061018j,0.04731672785613418+0.j,0.-0.14608735251988703j,-0.21416419025714178+0.j,0.+0.24646834161755163j,0.24713084430255663+0.j,0.-0.22513959208030895j,-0.19049616578789694+0.j,0.+0.15172349957823084j,0.11477943998659611+0.j,0.-0.08301038577481987j,-0.0576742300151282+0.j,0.+0.038643574484409304j,0.025047406693434263+0.j,0.-0.015745205859736492j,-0.009619854233421498+0.j,0.+0.005722979615429255j,0.003320485583829757+0.j,0.-0.001881537807303605j,-0.001042539135338039+0.j,0.+0.0005654808051563532j,0.0003005513952521602+0.j,0.-0.00015666897619048505j,-0.00008016102991903408+0.j,0.+0.00004028855915014479j,0.000019903705860726483+0.j,0.-9.671465021389122e-6j,-4.624966122687607e-6+0.j,0.+2.1777925643450146e-6j,1.0102611155093753e-6+0.j,0.-4.619159426059337e-7j,-2.0825451966608591e-7+0.j,0.+9.26203253678839e-8j,4.065051944708726e-8+0.j,0.-1.7612932615256524e-8j,-7.536193118648882e-9+0.j,0.+3.185429730258068e-9j,1.3304947406884408e-9+0.j,0.-5.49305609605531e-10j,-2.2422857093350444e-10+0.j,0.+9.052288248600977e-11j,3.615142074706927e-11+0.j,0.-1.428551728015913e-11j,-5.586882546976768e-12+0.j,0.+2.1629231449726273e-12j,8.290897574065325e-13+0.j,0.-3.147299415549918e-13j,-1.1834071550384522e-13+0.j,0.+4.4082900642748746e-14j,1.627133026104497e-14+0.j,0.-5.952055958809471e-15j,-2.1581088115261304e-15+0.j,0.+7.757303208094528e-16j,2.764684132883768e-16+0.j,0.-9.771055437611282e-17j,-3.4249978016136455e-17+0.j,0.+1.1908622593635027e-17j,4.107738013966395e-18+0.j,0.-1.4058518980176317e-18j,-4.77447794774511e-19+0.j,0.+1.609214138430765e-19j,5.383366212985626e-20+0.j,0.-1.787701894026594e-20j,-5.8936567319176935e-21+0.j,0.+1.929164182992811e-21j,6.270365560281608e-22+0.j,0.-2.0239475725828676e-22j,-6.488294533350643e-23+0.j,0.+2.065987755208687e-23j,6.534775542065436e-24+0.j,0.-2.0534215736467717e-24j,-6.4107347342395e-25+0.j,0.+1.9886413294466456e-25j,6.129991181544597e-26+0.j,0.-1.8778150585127153e-26j,-5.7170148667124706e-27+0.j,0.+1.7299855152476874e-27j,5.20360757686797e-28+0.j
0.3719632546797477+0.j,0.+0.04988173588674546j,0.2710572315262478+0.j,0.-0.051598208299056245j,0.21018173408522925+0.j,0.-0.16966485090092834j,0.07577535671707925+0.j,0.-0.21545115342683824j,-0.11194533983585092+0.j,0.-0.10005861544347873j,-0.20505459059161793+0.j,0.+0.12013901533412183j,-0.06286232194487477+0.j,0.+0.1888319873668488j,0.17017883620628146+0.j,0.-0.034387346419203504j,0.11924258367943748+0.j,0.-0.19700606599744627j,-0.16367657139265207+0.j,0.+0.04791157987184155j,-0.08727547007466548+0.j,0.+0.18210222936424228j,0.2046950604970905+0.j,0.-0.15612724981029097j,-0.06071020772968708+0.j,0.-0.04910110528140067j,-0.14539528519670347+0.j,0.+0.21144957332754338j,0.24247388815608206+0.j,0.-0.2426193132113715j,-0.2207249368410313+0.j,0.+0.1865773324448212j,0.14849305331927212+0.j,0.-0.11227170769841621j,-0.0811601413715468+0.j,0.+0.056368176263319136j,0.03775720670503843+0.j,0.-0.02446684113465497j,-0.015377070224824775+0.j,0.+0.009393295275955968j,0.005587369625142151+0.j,0.-0.0032413952310239823j,-0.0018365231121936039+0.j,0.+0.0010175024824140635j,0.0005518565721085524+0.j,0.-0.00029328988422576825j,-0.00015287461727998638+0.j,0.+0.00007821556657825093j,0.00003930901715350767+0.j,0.-0.000019419030736045038j,-9.435638604484662e-6+0.j,0.+4.512061437667592e-6j,2.1245752364765275e-6+0.j,0.-9.855528702248276e-7j,-4.5061046476653086e-7+0.j,0.+2.03154280883183e-7j,9.035082411792571e-8+0.j,0.-3.9654010857541214e-8j,-1.718101150929514e-8+0.j,0.+7.351328735587906e-9j,3.1072720550968293e-9+0.j,0.-1.2978437853570218e-9j,-5.358235837518071e-10+0.j,0.+2.187246530117744e-10j,8.830078702852383e-11+0.j,0.-3.526398226912971e-11j,-1.3934842788653427e-11+0.j,0.+5.449743467871308e-12j,2.1098340081198117e-12+0.j,0.-8.087413916708294e-13j,-3.070063202448131e-13+0.j,0.+1.1543693061303804e-13j,4.3001364663071436e-14+0.j,0.-1.587218739591727e-14j,-5.806073251078447e-15+0.j,0.+2.1051873252779294e-15j,7.56711242552259e-16+0.j,0.-2.696913674611005e-16j,-9.531586482664408e-17+0.j,0.+3.3410753992692944e-17j,1.1616889029644338e-17+0.j,0.-4.007130001627496e-18j,-1.3714270228507052e-18+0.j,0.+4.657592636867967e-19j,1.5698276157704493e-19+0.j,0.-5.251635751282868e-20j,-1.743967328842484e-20+0.j,0.+5.749507912727565e-21j,1.881991425673787e-21+0.j,0.-6.117076844979946e-22j,-1.9744810476167922e-22+0.j,0.+6.329755132549358e-23j,2.015518288279855e-23+0.j,0.-6.375178118521715e-24j,-2.0032835108310073e-24+0.j,0.+6.254242946610751e-25j,1.9401086035728792e-25+0.j,0.-5.980425213810134e-26j,-1.8320092279947823e-26+0.j,0.+5.577592442773871e-27j
