0.6167312368178629+0.j,0.6063581251002296+0.j,0.4215484137672907+0.j,0.23928754165063557+0.j,0.11763142229000847+0.j,0.051721558385904844+0.j,0.02076009002586334+0.j,0.007714600984387863+0.j,0.0026816477533625244+0.j,0.000878847925339399+0.j,0.00027324170567747454+0.j,0.00008099979150152315+0.j,0.000022989341614879345+0.j,6.2688533961654486e-6+0.j,1.6472417895191187e-6+0.j,4.181623982478663e-7+0.j,1.0278227883237309e-7+0.j,2.4509081589461157e-8+0.j,5.6796822643508994e-9+0.j,1.2810925223486822e-9+0.j,2.816428654966254e-10+0.j,6.042579358038249e-11+0.j,1.2666139830826366e-11+0.j,2.59665119957649e-12+0.j,5.211242115595727e-13+0.j,1.0247183246173657e-13+0.j,1.975836866167996e-14+0.j,3.738543671910103e-15+0.j,6.94635058315343e-16+0.j,1.2682093634002442e-16+0.j,2.27647866155761e-17+0.j,4.0199068788571554e-18+0.j,6.986734811190727e-19+0.j,1.195777962569609e-19+0.j,2.016249825091319e-20+0.j,3.3507619599689813e-21+0.j,5.490673025814852e-22+0.j,8.874787759532617e-23+0.j,1.4154659717572207e-23+0.j,2.2284371278286014e-24+0.j,3.4642054913411067e-25+0.j,5.319183506309053e-26+0.j,8.069629285962406e-27+0.j,1.2099087346205141e-27+0.j,1.7933271752411665e-28+0.j,2.628370163730316e-29+0.j,3.8101394289175655e-30+0.j,5.464182493051622e-31+0.j,7.754214896741202e-32+0.j,1.0891132672480009e-32+0.j,1.5143327060898888e-33+0.j,2.0848243462323354e-34+0.j,2.8425038007238717e-35+0.j,3.838807857871254e-36+0.j,5.1360914873436455e-37+0.j,6.809020820702204e-38+0.j,8.945897226139654e-39+0.j,1.164983387819948e-39+0.j,1.5039693705713707e-40+0.j,1.9250687392504847e-41+0.j,2.4434523392949313e-42+0.j,3.0758999899721828e-43+0.j,3.8406932468035763e-44+0.j,4.757432147550046e-45+0.j,5.846768140373757e-46+0.j,7.130047930312921e-47+0.j,8.628866251158315e-48+0.j,1.0364529498210408e-48+0.j,1.2357436612312473e-49+0.j,1.462638840290393e-50+0.j,1.718784140627224e-51+0.j,2.0055127126489323e-52+0.j,2.3237661809939667e-53+0.j,2.674017546402353e-54+0.j,3.05619913653448e-55+0.j,3.4696388566170163e-56+0.j,3.9130079708520935e-57+0.j,4.3842834672921456e-58+0.j,4.880727718879579e-59+0.j,5.39888765741007e-60+0.j,5.9346150406826e-61+0.j,6.4831086405142645e-62+0.j,7.038978343109999e-63+0.j,7.596330272304857e-64+0.j,8.148871163366935e-65+0.j,8.690029375055146e-66+0.j,9.21308917392937e-67+0.j,9.711334297506395e-68+0.j,1.0178196335351993e-68+0.j,1.0607403185134451e-69+0.j,1.0993122759721749e-70+0.j,1.1330097246543307e-71+0.j,1.1613763545761935e-72+0.j,1.1840356022830318e-73+0.j,1.2006988377997307e-74+0.j,1.2111712226720357e-75+0.j,1.2153550861616464e-76+0.j,1.2132507586128893e-77+0.j,1.2049548929301242e-78+0.j,1.1906563928334718e-79+0.j
-0.6063581251002296+0.j,0.020571752871295226+0.j,0.4430617044147116+0.j,0.4948804259149982+0.j,0.36292216284816375+0.j,0.2121802289528354+0.j,0.10628051107825073+0.j,0.04734119015912167+0.j,0.01918364290481811+0.j,0.007180877118397383+0.j,0.0025105152444785377+0.j,0.0008266027993898487+0.j,0.00025798883620800644+0.j,0.00007672583557204883+0.j,0.000021836365611941217+0.j,5.968610902654956e-6+0.j,1.5715960608112352e-6+0.j,3.996853410029151e-7+0.j,9.83990739131311e-8+0.j,2.349761583646924e-8+0.j,5.452314157866745e-9+0.j,1.2312402882039132e-9+0.j,2.7096899283128817e-10+0.j,5.819169585750142e-11+0.j,1.2208581795587837e-11+0.j,2.5048727504351996e-12+0.j,5.030798305578146e-13+0.j,9.899183195762027e-14+0.j,1.9099561999670643e-14+0.j,3.6160363983802076e-15+0.j,6.722449817115834e-16+0.j,1.2279667359495822e-16+0.j,2.2053105168493572e-17+0.j,3.896007024382356e-18+0.j,6.774290025766027e-19+0.j,1.1598854446351926e-19+0.j,1.9564739495333552e-20+0.j,3.2525908321843077e-21+0.j,5.331620739795599e-22+0.j,8.620486567714856e-23+0.j,1.3753279964518283e-23+0.j,2.165876639570827e-24+0.j,3.3678858816908e-25+0.j,5.172653928328115e-26+0.j,7.849310175935809e-27+0.j,1.1771588180324434e-27+0.j,1.7451868289760706e-28+0.j,2.5583772137069536e-29+0.j,3.709458751210196e-30+0.j,5.32087093517392e-31+0.j,7.552307528966042e-32+0.j,1.0609522773458326e-32+0.j,1.4754412730861205e-33+0.j,2.031631592748018e-34+0.j,2.770439091802203e-35+0.j,3.742082426927252e-36+0.j,5.007450293116816e-37+0.j,6.639465398385892e-38+0.j,8.724381818128823e-39+0.j,1.1362938931342218e-39+0.j,1.467128286584512e-40+0.j,1.8781556352401752e-41+0.j,2.3842051270463495e-42+0.j,3.001681612815247e-43+0.j,3.748461433868112e-44+0.j,4.6437139334105766e-45+0.j,5.707640991018334e-46+0.j,6.961129395874498e-47+0.j,8.425314069254407e-48+0.j,1.0121053986362855e-48+0.j,1.2068327004383582e-49+0.j,1.4285554497748528e-50+0.j,1.678887150712358e-51+0.j,1.95913627631212e-52+0.j,2.2702289164753794e-53+0.j,2.612633278642495e-54+0.j,2.9862890980253772e-55+0.j,3.3905451391140557e-56+0.j,3.824107952195658e-57+0.j,4.28500487573323e-58+0.j,4.770563944176653e-59+0.j,5.277412876738645e-60+0.j,5.801498700833005e-61+0.j,6.338128828125108e-62+0.j,6.882033583185666e-63+0.j,7.427449322577378e-64+0.j,7.968220417787155e-65+0.j,8.497917552518816e-66+0.j,9.009969046079008e-67+0.j,9.497801299052126e-68+0.j,9.954983998231507e-69+0.j,1.0375375439852979e-69+0.j,1.0753263249064157e-70+0.j,1.1083495894191673e-71+0.j,1.1361600711065304e-72+0.j,1.1583884649389266e-73+0.j,1.1747514604762213e-74+0.j,1.1850574973681593e-75+0.j,1.1892100926450443e-76+0.j,1.1872086792824346e-77+0.j
0.4215484137672907+0.j,-0.4430617044147116+0.j,-0.2874507687469003+0.j,0.19858994876090694+0.j,0.4475581874903662+0.j,0.42631974360366154+0.j,0.29361928041446517+0.j,0.16592039053359633+0.j,0.08134565091354143+0.j,0.03570240854000991+0.j,0.014311585039110713+0.j,0.005313014627790897+0.j,0.0018453977314228974+0.j,0.0006044042108568734+0.j,0.0001878165417551204+0.j,0.0000556518906378471+0.j,0.00001578918602224189+0.j,4.30408383041251e-6+0.j,1.1306476488035015e-6+0.j,2.869504525068806e-7+0.j,7.051546268430944e-8+0.j,1.6811542141053536e-8+0.j,3.895180734315665e-9+0.j,8.784449040434079e-10+0.j,1.9309437553219986e-10+0.j,4.1422433284540424e-11+0.j,8.681699201173223e-12+0.j,1.7796128594706497e-12+0.j,3.571152440583955e-13+0.j,7.021504763077852e-14+0.j,1.3537494897799944e-14+0.j,2.561261222370769e-15+0.j,4.758550757907588e-16+0.j,8.687157960429171e-17+0.j,1.5592690625473295e-17+0.j,2.7532520230416947e-18+0.j,4.784960450441299e-19+0.j,8.188988107696545e-20+0.j,1.3807053218462737e-20+0.j,2.2944491753674695e-21+0.j,3.7595841204361467e-22+0.j,6.076487660446597e-23+0.j,9.691153640656996e-24+0.j,1.5256634466762553e-24+0.j,2.3716202788697487e-25+0.j,3.641417050845634e-26+0.j,5.5241276060273646e-27+0.j,8.28224517550271e-28+0.j,1.2275550869821606e-28+0.j,1.7990969879906648e-29+0.j,2.607930798690334e-30+0.j,3.7399695142476247e-31+0.j,5.307241681581697e-32+0.j,7.454057030300605e-33+0.j,1.0364062729827162e-33+0.j,1.426815050522654e-34+0.j,1.945311422085054e-35+0.j,2.6270884648608057e-36+0.j,3.5148084514250574e-37+0.j,4.6595555340157884e-38+0.j,6.121741218779887e-39+0.j,7.971908858267415e-40+0.j,1.0291374831287954e-40+0.j,1.3172637100416113e-41+0.j,1.6719477251073825e-42+0.j,2.104668073701519e-43+0.j,2.6279302640189135e-44+0.j,3.255141342457752e-45+0.j,4.00042713503846e-46+0.j,4.878388557786924e-47+0.j,5.903795636864594e-48+0.j,7.091220566610298e-49+0.j,8.454614180997513e-50+0.j,1.000683349532392e-50+0.j,1.1759131331991385e-51+0.j,1.3720622293526484e-52+0.j,1.5897742288665452e-53+0.j,1.8293721251036806e-54+0.j,2.0908090422426414e-55+0.j,2.3736246435396166e-56+0.j,2.676909429212219e-57+0.j,2.9992790115738687e-58+0.j,3.3388602223481833e-59+0.j,3.693290567759624e-60+0.j,4.059732111535771e-61+0.j,4.4349003511512174e-62+0.j,4.815108080661827e-63+0.j,5.196323630927417e-64+0.j,5.574242274241131e-65+0.j,5.944369005915522e-66+0.j,6.30211040001541e-67+0.j,6.642872807424481e-68+0.j,6.962163844864047e-69+0.j,7.25569393073384e-70+0.j,7.5194745684717e-71+0.j,7.749910163907567e-72+0.j,7.943880385756054e-73+0.j,8.09881042670448e-74+0.j,8.212726978860274e-75+0.j,8.28429827868697e-76+0.j
-0.23928754165063557+0.j,0.4948804259149982+0.j,-0.19858994876090694+0.j,-0.4001782730704152+0.j,-0.024739796519450498+0.j,0.3357991984804084+0.j,0.4362372542407485+0.j,0.35432788754606254+0.j,0.2247718564513933+0.j,0.12062870210700083+0.j,0.05705956037180608+0.j,0.024388721839450598+0.j,0.009578508562588227+0.j,0.0034984179934128413+0.j,0.00119905022984917+0.j,0.00038838034185737646+0.j,0.00011955997009782906+0.j,0.000035142612536859515+0.j,9.901008899573285e-6+0.j,2.682516432270992e-6+0.j,7.008755187045495e-7+0.j,1.7702348204009657e-7+0.j,4.3314812787147374e-8+0.j,1.0286627030663203e-8+0.j,2.375009394448922e-9+0.j,5.339024380795969e-10+0.j,1.170162661399987e-10+0.j,2.5034919004039225e-11+0.j,5.23409436306967e-12+0.j,1.0704595793221637e-12+0.j,2.1435505934750996e-13+0.j,4.206308455224066e-14+0.j,8.094929974189944e-15+0.j,1.5289209987406546e-15+0.j,2.836022882279166e-16+0.j,5.1696323043528027e-17+0.j,9.265931511841634e-18+0.j,1.6339389509772631e-18+0.j,2.8361079362918407e-19+0.j,4.847961830057799e-20+0.j,8.164734947957028e-21+0.j,1.3553676188188058e-21+0.j,2.2186026754743496e-22+0.j,3.582408865165677e-23+0.j,5.708223623619293e-24+0.j,8.978544618828376e-25+0.j,1.3945416893024112e-25+0.j,2.1394994003157142e-26+0.j,3.2432171914665476e-27+0.j,4.858980963304453e-28+0.j,7.196746237095995e-29+0.j,1.0540478695181502e-29+0.j,1.5269474738607024e-30+0.j,2.1884135346527108e-31+0.j,3.103658047563163e-32+0.j,4.356634878962706e-33+0.j,6.05412201271819e-34+0.j,8.330291977567563e-35+0.j,1.1351711207784562e-35+0.j,1.5322666899725864e-36+0.j,2.049067160980015e-37+0.j,2.715194302130565e-38+0.j,3.5656601380817067e-39+0.j,4.641327322194987e-40+0.j,5.989274099322366e-41+0.j,7.66302384596653e-42+0.j,9.722596593222553e-43+0.j,1.2234339217630369e-43+0.j,1.5270492558481981e-44+0.j,1.8908457944220514e-45+0.j,2.322973272621612e-46+0.j,2.83184945122048e-47+0.j,3.4259826765081865e-48+0.j,4.113759397903313e-49+0.j,4.903199224170475e-50+0.j,5.801681990685555e-51+0.j,6.815653242076144e-52+0.j,7.950316400800627e-53+0.j,9.209321578219651e-54+0.j,1.0594462374095858e-54+0.j,1.210539299289416e-55+0.j,1.373937848441044e-56+0.j,1.5491090817524794e-57+0.j,1.7352462773098122e-58+0.j,1.9312610282558322e-59+0.j,2.1357831866922346e-60+0.j,2.3471691308339808e-61+0.j,2.5635186710403925e-62+0.j,2.7827005802979216e-63+0.j,3.0023863875683805e-64+0.j,3.2200917250907453e-65+0.j,3.4332241907899787e-66+0.j,3.639136391537954e-67+0.j,3.835182587747154e-68+0.j,4.01877717785468e-69+0.j,4.1874531525769595e-70+0.j,4.338918619444535e-71+0.j,4.471109549892826e-72+0.j,4.582237031620292e-73+0.j,4.670827511440921e-74+0.j
0.11763142229000847+0.j,-0.36292216284816375+0.j,0.4475581874903662+0.j,0.024739796519450498+0.j,-0.3880164303281078+0.j,-0.19273554512916832+0.j,0.19681836552524914+0.j,0.40290350904593+0.j,0.39059965111265715+0.j,0.277857890917633+0.j,0.1626808014074266+0.j,0.08263331837516522+0.j,0.037533803943963585+0.j,0.015548113708383668+0.j,0.005955499361944908+0.j,0.002131026796601356+0.j,0.0007179861681902789+0.j,0.00022920342699124413+0.j,0.0000696814994655392+0.j,0.000020260049694078018+0.j,5.653745522245664e-6+0.j,1.5188845409081421e-6+0.j,3.9386372538698725e-7+0.j,9.880846674750487e-8+0.j,2.4029455938785574e-8+0.j,5.675062253405467e-9+0.j,1.3036654195999947e-9+0.j,2.917102553215943e-10+0.j,6.366314002375318e-11+0.j,1.3567002888988299e-11+0.j,2.826199435365962e-12+0.j,5.760614279860715e-13+0.j,1.1499298065276755e-13+0.j,2.2499313522878114e-14+0.j,4.318116277723634e-15+0.j,8.134934735724306e-16+0.j,1.5053392754730341e-16+0.j,2.737800204777505e-17+0.j,4.896717773913837e-18+0.j,8.617423116156573e-19+0.j,1.4929230983565861e-19+0.j,2.5473620612909603e-20+0.j,4.282828700025207e-21+0.j,7.098067600372122e-22+0.j,1.1600895343892975e-22+0.j,1.8704587580888787e-23+0.j,2.9762183089642954e-24+0.j,4.675072369468897e-25+0.j,7.252009933403077e-26+0.j,1.111239740375109e-26+0.j,1.6825306916253496e-27+0.j,2.5179364430195775e-28+0.j,3.7253603913841984e-29+0.j,5.4505924268929765e-30+0.j,7.888171955768951e-31+0.j,1.1294504135709426e-31+0.j,1.6003420341305433e-32+0.j,2.244430039235221e-33+0.j,3.1162767748945784e-34+0.j,4.284382677300837e-35+0.j,5.833713228531811e-36+0.j,7.868386760549012e-37+0.j,1.0514446281551212e-37+0.j,1.3922611852101527e-38+0.j,1.827088241392961e-39+0.j,2.3766828976576372e-40+0.j,3.0649396641681176e-41+0.j,3.9190013300281585e-42+0.j,4.9692790329323554e-43+0.j,6.249359758665061e-44+0.j,7.795780361610045e-45+0.j,9.647649399285057e-46+0.j,1.184610173368928e-46+0.j,1.443357600888059e-47+0.j,1.7452911712588444e-48+0.j,2.094627041003659e-49+0.j,2.4953894632215283e-50+0.j,2.9512727435749317e-51+0.j,3.465492536256937e-52+0.j,4.0406306879272093e-53+0.j,4.6784786790977954e-54+0.j,5.379885401838345e-55+0.j,6.144615494756324e-56+0.j,6.97122468304624e-57+0.j,7.85695850609932e-58+0.j,8.797680435369523e-59+0.j,9.787834685386473e-60+0.j,1.0820448014202254e-60+0.j,1.1887173528008685e-61+0.j,1.2978377998026126e-62+0.j,1.4083272531463312e-63+0.j,1.51900846899751e-64+0.j,1.6286268404140914e-65+0.j,1.7358746379307274e-66+0.j,1.8394178212601905e-67+0.j,1.9379246221097427e-68+0.j,2.0300950082597611e-69+0.j,2.1146900862342873e-70+0.j,2.1905604870559122e-71+0.j,2.256672807538696e-72+0.j
-0.051721558385904844+0.j,0.2121802289528354+0.j,-0.42631974360366154+0.j,0.3357991984804084+0.j,0.19273554512916832+0.j,-0.30327221355020534+0.j,-0.2976706103618355+0.j,0.055725307482839374+0.j,0.337893687219484+0.j,0.4018726186167845+0.j,0.32142100190762607+0.j,0.20496143958447735+0.j,0.11151168482778383+0.j,0.053685064004482745+0.j,0.023398386900569702+0.j,0.009378232714357239+0.j,0.003496404074488101+0.j,0.0012231222382339227+0.j,0.00040424455010642217+0.j,0.00012692607357854123+0.j,0.00003803419448761875+0.j,0.000010918889497407001+0.j,3.012860486261667e-6+0.j,8.012983194149595e-7+0.j,2.059129524465484e-7+0.j,5.12362192514611e-8+0.j,1.2367922188239136e-8+0.j,2.9011821015147802e-9+0.j,6.623203042432527e-10+0.j,1.47355845982408e-10+0.j,3.198957802235527e-11+0.j,6.783890422364999e-12+0.j,1.4067714901498458e-12+0.j,2.855295551844394e-13+0.j,5.6772391707276626e-14+0.j,1.1066975486222411e-14+0.j,2.1166435309984007e-15+0.j,3.974586753417674e-16+0.j,7.332289689869999e-17+0.j,1.3296887554466577e-17+0.j,2.3717327413060765e-18+0.j,4.1630757647581707e-19+0.j,7.194644250653875e-20+0.j,1.2247623069446645e-20+0.j,2.0546189556458958e-21+0.j,3.398026086685834e-22+0.j,5.542520469730651e-23+0.j,8.91935350082218e-24+0.j,1.4166317096008819e-24+0.j,2.2213779183503732e-25+0.j,3.440069130435321e-26+0.j,5.262860534948191e-27+0.j,7.956300039861803e-28+0.j,1.1889236676078072e-28+0.j,1.7565638181236763e-29+0.j,2.566549670256357e-30+0.j,3.7094983432424237e-31+0.j,5.304690882511251e-32+0.j,7.507233162985391e-33+0.j,1.051638151678325e-33+0.j,1.458503343183299e-34+0.j,2.0030317888849463e-35+0.j,2.7245137476714435e-36+0.j,3.6710416178272735e-37+0.j,4.900769493181426e-38+0.j,6.483159568118806e-39+0.j,8.500154931181133e-40+0.j,1.1047206102855718e-40+0.j,1.4234067728565375e-41+0.j,1.8185273140662587e-42+0.j,2.304018912257777e-43+0.j,2.8952552204223626e-44+0.j,3.608939215788786e-45+0.j,4.462925883206197e-46+0.j,5.475968556528671e-47+0.j,6.667384631061404e-48+0.j,8.05663939907984e-49+0.j,9.662850373520577e-50+0.j,1.1504218527048605e-50+0.j,1.3597397212602675e-51+0.j,1.5956813933904863e-52+0.j,1.8593964355695076e-53+0.j,2.1516701721079463e-54+0.j,2.4728547912933978e-55+0.j,2.822805450905746e-56+0.j,3.2008243122446004e-57+0.j,3.6056153925222284e-58+0.j,4.035252943104514e-59+0.j,4.4871657336886245e-60+0.j,4.9581391566271406e-61+0.j,5.444336476295201e-62+0.j,5.94133985873614e-63+0.j,6.44421105692798e-64+0.j,6.9475708323720655e-65+0.j,7.445695403272334e-66+0.j,7.932627463389288e-67+0.j,8.402298652513892e-68+0.j,8.848659814541985e-69+0.j,9.265814981659236e-70+0.j,9.64815479486192e-71+0.j
0.02076009002586334+0.j,-0.10628051107825073+0.j,0.29361928041446517+0.j,-0.4362372542407485+0.j,0.19681836552524914+0.j,0.2976706103618355+0.j,-0.1837926606903+0.j,-0.34388812842519373+0.j,-0.071278319605081+0.j,0.25252922238847253+0.j,0.3898027929640056+0.j,0.3529383110051349+0.j,0.24510049154217445+0.j,0.14259255033737187+0.j,0.07261360416370242+0.j,0.033231846557012265+0.j,0.01391119707911465+0.j,0.005394386082034147+0.j,0.0019562534723484336+0.j,0.0006684126385385885+0.j,0.00021646801360496645+0.j,0.00006677281931659655+0.j,0.000019698774344567047+0.j,5.577222951906074e-6+0.j,1.519946936004134e-6+0.j,3.997527703524443e-7+0.j,1.0169243720756809e-7+0.j,2.5071843373602616e-8+0.j,6.001426351588181e-9+0.j,1.3969548594251316e-9+0.j,3.166576554378097e-10+0.j,6.999034971672009e-11+0.j,1.5102071432352347e-11+0.j,3.184565229144463e-12+0.j,6.569088918112414e-13+0.j,1.3267627076018597e-13+0.j,2.625886083583137e-14+0.j,5.09668039167074e-15+0.j,9.708185913131772e-16+0.j,1.8160031293870313e-16+0.j,3.3380445779605095e-17+0.j,6.032764151543452e-18+0.j,1.0725683266996467e-18+0.j,1.8768919158516755e-19+0.j,3.234203349234734e-20+0.j,5.490415177021036e-21+0.j,9.186241531898127e-22+0.j,1.5154451094565576e-22+0.j,2.4659131251040066e-23+0.j,3.9592002582491204e-24+0.j,6.2744875961729445e-25+0.j,9.818197185949379e-26+0.j,1.5174090536200203e-26+0.j,2.316964674166242e-27+0.j,3.496265735506532e-28+0.j,5.215244444100419e-29+0.j,7.692046262618269e-30+0.j,1.1220521150387273e-30+0.j,1.6191627562495437e-31+0.j,2.3119183141037592e-32+0.j,3.2670301700552315e-33+0.j,4.570070610435192e-34+0.j,6.32948933331362e-35+0.j,8.681084650167074e-36+0.j,1.179286377017755e-36+0.j,1.587018493451497e-37+0.j,2.1161027030588956e-38+0.j,2.7961181371881705e-39+0.j,3.6619108017613262e-40+0.j,4.754014847854717e-41+0.j,6.118974168474743e-42+0.j,7.809525491613063e-43+0.j,9.884602048645142e-44+0.j,1.2409116672661085e-44+0.j,1.545348522149695e-45+0.j,1.9092855843052686e-46+0.j,2.3406017005606986e-47+0.j,2.847396744949691e-48+0.j,3.4378144143309045e-49+0.j,4.1198319612275554e-50+0.j,4.901019710861927e-51+0.j,5.7882750277973855e-52+0.j,6.787537233914932e-53+0.j,7.903491730681529e-54+0.j,9.139273134854844e-55+0.j,1.049617848788459e-55+0.j,1.197340244237748e-56+0.j,1.3567806676245246e-57+0.j,1.5273735570513236e-58+0.j,1.7082889372511892e-59+0.j,1.898426464725469e-60+0.j,2.0964169826418717e-61+0.j,2.300632116232344e-62+0.j,2.509202148264511e-63+0.j,2.720042094820159e-64+0.j,2.930885569069985e-65+0.j,3.1393256913208827e-66+0.j,3.342861994053125e-67+0.j,3.5389519970688e-68+0.j,3.7250659047428296e-69+0.j
-0.007714600984387863+0.j,0.04734119015912167+0.j,-0.16592039053359633+0.j,0.35432788754606254+0.j,-0.40290350904593+0.j,0.055725307482839374+0.j,0.34388812842519373+0.j,-0.05600132208034303+0.j,-0.3411443292918354+0.j,-0.17466371980493542+0.j,0.15697658820158422+0.j,0.3574892083941032+0.j,0.3710235899864086+0.j,0.2810272348756023+0.j,0.17467257325647764+0.j,0.09394623565617588+0.j,0.045072327109822306+0.j,0.01967444162983275+0.j,0.007923303872547159+0.j,0.0029745580733825452+0.j,0.0010493824768647354+0.j,0.0003501203307351934+0.j,0.00011105534826114114+0.j,0.00003363452405969854+0.j,9.762186843852247e-6+0.j,2.723878666030071e-6+0.j,7.32633164495003e-7+0.j,1.904031019030306e-7+0.j,4.791351290971166e-8+0.j,1.1696190445467101e-8+0.j,2.7742990132468127e-9+0.j,6.40370867483276e-10+0.j,1.4403362232102647e-10+0.j,3.160682285412169e-11+0.j,6.774327794982881e-12+0.j,1.419589466476987e-12+0.j,2.9112351619855594e-13+0.j,5.847694655324662e-14+0.j,1.1514142671205343e-14+0.j,2.22402394687505e-15+0.j,4.2170336167662497e-16+0.j,7.85439827584703e-17+0.j,1.4378619690809152e-17+0.j,2.5885911815612978e-18+0.j,4.585431705876111e-19+0.j,7.996174328280543e-20+0.j,1.373320083778505e-20+0.j,2.3240182356762676e-21+0.j,3.8767316830157516e-22+0.j,6.377066112243546e-23+0.j,1.0348243241087342e-23+0.j,1.6571284651637187e-24+0.j,2.619601452823441e-25+0.j,4.0892373987191704e-26+0.j,6.305353610713871e-27+0.j,9.606438779190738e-28+0.j,1.4465096794225485e-28+0.j,2.153282349505314e-29+0.j,3.1696483949077904e-30+0.j,4.614841073333384e-31+0.j,6.647198528384797e-32+0.j,9.474435783795785e-33+0.j,1.3365756930903155e-33+0.j,1.8665872557896583e-34+0.j,2.581090125411644e-35+0.j,3.5346021102023266e-36+0.j,4.794459723212638e-37+0.j,6.442834658062e-38+0.j,8.578791520897708e-39+0.j,1.132030438973824e-39+0.j,1.4806129403055381e-40+0.j,1.9197411061445854e-41+0.j,2.4678882752587213e-42+0.j,3.1459508845143496e-43+0.j,3.9772408284887243e-44+0.j,4.987389966815425e-45+0.j,6.204151678684679e-46+0.j,7.657086283030923e-47+0.j,9.377120151127708e-48+0.j,1.1395972446400923e-48+0.j,1.3745448573413584e-49+0.j,1.645660546503907e-50+0.j,1.9558800565027823e-51+0.j,2.307864347866624e-52+0.j,2.703887640890752e-53+0.j,3.145721626437512e-54+0.j,3.634519728911997e-55+0.j,4.170705779491436e-56+0.j,4.753871767885974e-57+0.j,5.382689454714868e-58+0.j,6.0548405193191785e-59+0.j,6.76696957598643e-60+0.j,7.514663814544995e-61+0.j,8.29246222225041e-62+0.j,9.093896349839969e-63+0.j,9.91156343537146e-64+0.j,1.0737231445786218e-64+0.j,1.156197429709658e-65+0.j,1.2376334233673268e-66+0.j,1.3170507150417869e-67+0.j
0.0026816477533625244+0.j,-0.01918364290481811+0.j,0.08134565091354143+0.j,-0.2247718564513933+0.j,0.39059965111265715+0.j,-0.337893687219484+0.j,-0.071278319605081+0.j,0.3411443292918354+0.j,0.0625827662048663+0.j,-0.30112390637422964+0.j,-0.24984610467831037+0.j,0.05980568641682628+0.j,0.3088627521082625+0.j,0.37527715380300225+0.j,0.3110467135043806+0.j,0.20652392112523446+0.j,0.11719259325097288+0.j,0.05886467311544399+0.j,0.026757468148501978+0.j,0.011176654725246468+0.j,0.0043384167885079684+0.j,0.0015784897240890177+0.j,0.0005420052901465149+0.j,0.00017661191533187686+0.j,0.00005486330204024878+0.j,0.000016310432547417116+0.j,4.655873830141932e-6+0.j,1.2797476534772268e-6+0.j,3.3955652350106037e-7+0.j,8.7158935435649e-8+0.j,2.168521020535615e-8+0.j,5.23861580140518e-9+0.j,1.2306746685703002e-9+0.j,2.8154692330639947e-10+0.j,6.280433215901045e-11+0.j,1.3676064231486366e-11+0.j,2.9102075011756407e-12+0.j,6.057578106025131e-13+0.j,1.2344515599961956e-13+0.j,2.464945281825434e-14+0.j,4.826481773140923e-15+0.j,9.273691660837873e-16+0.j,1.749687672229509e-16+0.j,3.243564648168289e-17+0.j,5.911391713158949e-18+0.j,1.059735372807954e-18+0.j,1.8696777056479192e-19+0.j,3.247923599998587e-20+0.j,5.557901001257894e-21+0.j,9.372750262856858e-22+0.j,1.5582953309829646e-22+0.j,2.555200430795835e-23+0.j,4.133806062645719e-24+0.j,6.600467246533977e-25+0.j,1.0404972029701447e-25+0.j,1.6198850301061019e-26+0.j,2.4913431395391057e-27+0.j,3.786274701404083e-28+0.j,5.687711030954715e-29+0.j,8.44738367372561e-30+0.j,1.2407201635586203e-30+0.j,1.8025839045265031e-31+0.j,2.591111015924004e-32+0.j,3.6858723941807505e-33+0.j,5.1897855773513315e-34+0.j,7.234373654892146e-35+0.j,9.985712946613054e-36+0.j,1.3651013635060738e-36+0.j,1.8485724852856599e-37+0.j,2.4800993986021654e-38+0.j,3.297124084466858e-39+0.j,4.344153357096252e-40+0.j,5.673437844080783e-41+0.j,7.345546480249358e-42+0.j,9.429784485936788e-43+0.j,1.2004398201303815e-43+0.j,1.515650774432892e-44+0.j,1.8981708870462685e-45+0.j,2.3583289183635812e-46+0.j,2.9071011400939545e-47+0.j,3.555942794527305e-48+0.j,4.316570674047507e-49+0.j,5.200696745395698e-50+0.j,6.219715002566659e-51+0.j,7.384346230054595e-52+0.j,8.704247983450923e-53+0.j,1.0187599713096791e-53+0.j,1.1840675418353935e-54+0.j,1.3667418366754527e-55+0.j,1.566903408765749e-56+0.j,1.7843618910663196e-57+0.j,2.0185841645048796e-58+0.j,2.2686695501678345e-59+0.j,2.5333335998783643e-60+0.j,2.81090183712964e-61+0.j,3.099314497432574e-62+0.j,3.3961429439764655e-63+0.j,3.6986180062229305e-64+0.j,4.0036700247267024e-65+0.j,4.3079799070737463e-66+0.j
