0.06632465004272027+0.j,0.15450066796366446+0.j,0.2544900211376547+0.j,0.3422673912433778+0.j,0.3986492241965993+0.j,0.4152994111569625+0.j,0.39494905988033224+0.j,0.34773424207761805+0.j,0.2863900065384561+0.j,0.22237809160349625+0.j,0.1638126338471697+0.j,0.11505525116139721+0.j,0.0773697540041509+0.j,0.049986753806567995+0.j,0.03112048169315085+0.j,0.018717854853416233+0.j,0.010900626975932082+0.j,0.006158605871620589+0.j,0.0033814389696054364+0.j,0.0018070915168661246+0.j,0.0009412837117314063+0.j,0.00047848275552638165+0.j,0.0002376349662626188+0.j,0.0001154255148909433+0.j,0.00005488473781528159+0.j,0.00002557036832613438+0.j,0.00001168169072663998+0.j,5.236959511477708e-6+0.j,2.305449400318422e-6+0.j,9.972682442146087e-7+0.j,4.241375828370413e-7+0.j,1.7745216582489877e-7+0.j,7.307380289501654e-8+0.j,2.9631943281654587e-8+0.j,1.1837938228329263e-8+0.j,4.661196820217222e-9+0.j,1.8096791609399376e-9+0.j,6.930365151286039e-10+0.j,2.6189048113382544e-10+0.j,9.768835675173357e-11+0.j,3.598058356449122e-11+0.j,1.3089759543634317e-11+0.j,4.70503022601709e-12+0.j,1.6714122629841756e-12+0.j,5.869655874384353e-13+0.j,2.038270305796173e-13+0.j,7.000648234786866e-14+0.j,2.3787276526116654e-14+0.j,7.997964954562051e-15+0.j,2.6615636160998235e-15+0.j,8.768135307735515e-16+0.j,2.860075839616309e-16+0.j,9.239134123092956e-17+0.j,2.956301550694948e-17+0.j,9.37145977739287e-18+0.j,2.943616949933713e-18+0.j,9.163105265501824e-19+0.j,2.827226755700763e-19+0.j,8.64772836804134e-20+0.j,2.622596202696552e-20+0.j,7.886988309695417e-21+0.j,2.3523485597110997e-21+0.j,6.959230534123411e-22+0.j,2.042426058658511e-22+0.j,5.947189131904202e-23+0.j,1.718345405507015e-23+0.j,4.927128541278894e-24+0.j,1.4022062075552258e-24+0.j,3.9610727906474523e-25+0.j,1.1108199531091947e-25+0.j,3.092787250648688e-26+0.j,8.550199857120495e-27+0.j,2.3472827777477138e-27+0.j,6.39969647145988e-28+0.j,1.7330013893115846e-28+0.j,4.661478370658686e-29+0.j,1.2455818507135609e-29+0.j,3.306604886345807e-30+0.j,8.721484154542943e-31+0.j,2.2857685065587715e-31+0.j,5.953092701535105e-32+0.j,1.5408328548274735e-32+0.j,3.963729403065335e-33+0.j,1.0134920499670448e-33+0.j,2.5759421029410166e-34+0.j,6.508516781254271e-35+0.j,1.6348887206407e-35+0.j,4.083043111402939e-36+0.j,1.0139067717912436e-36+0.j,2.5035623663583683e-37+0.j,6.147415306316266e-38+0.j,1.5011609282563432e-38+0.j,3.6457655159776695e-39+0.j,8.806486075584804e-40+0.j,2.1158950384543118e-40+0.j,5.056938963467355e-41+0.j,1.2022851681451032e-41+0.j,2.8436557279000888e-42+0.j,6.691436685676382e-43+0.j,1.5665965650719559e-43+0.j
-0.15450066796366446+0.j,-0.2935785893387667+0.j,-0.3743275713776689+0.j,-0.35650880176350325+0.j,-0.24410293187584672+0.j,-0.07601690661758352+0.j,0.09725332093396367+0.j,0.23490373023251+0.j,0.3164066876849037+0.j,0.3411489871471197+0.j,0.3216261729261566+0.j,0.27528835258234485+0.j,0.21833327743470046+0.j,0.1625184350248608+0.j,0.11453936649718675+0.j,0.07692659941979765+0.j,0.04947883689842407+0.j,0.03059820585376646+0.j,0.0182518225431203+0.j,0.010529802021170894+0.j,0.005888875500620997+0.j,0.0031988970685948577+0.j,0.0016907217344161035+0.j,0.0008707780576158654+0.j,0.0004376153879309944+0.j,0.00021485852010951504+0.j,0.00010317176721153246+0.j,0.00004850055402356864+0.j,0.000022340931134951366+0.j,0.000010092127759168561+0.j,4.474251287412237e-6+0.j,1.9481302662236967e-6+0.j,8.335984838080745e-7+0.j,3.5075059020765824e-7+0.j,1.452064235529776e-7+0.j,5.9176112060560814e-8+0.j,2.3751604374950618e-8+0.j,9.393447242881331e-9+0.j,3.6621004060461895e-9+0.j,1.4079443392687048e-9+0.j,5.340200598331167e-10+0.j,1.9989606582578443e-10+0.j,7.387115424352067e-11+0.j,2.695945722532224e-11+0.j,9.719581404550746e-12+0.j,3.462677797655236e-12+0.j,1.2193448291242392e-12+0.j,4.2452873613223266e-13+0.j,1.4617214075500117e-13+0.j,4.978574674747294e-14+0.j,1.677759412415349e-14+0.j,5.595457638763248e-15+0.j,1.8472080167413452e-15+0.j,6.0375323318029975e-16+0.j,1.9541246217934814e-16+0.j,6.264356572248809e-17+0.j,1.9893502817454243e-17+0.j,6.259401395428254e-18+0.j,1.9517063123172684e-18+0.j,6.031522710786757e-19+0.j,1.8477299876130624e-19+0.j,5.611964428740345e-20+0.j,1.6901285654851153e-20+0.j,5.047942862344972e-21+0.j,1.4954034113287812e-21+0.j,4.394495350989991e-22+0.j,1.2812148819993664e-22+0.j,3.7063900961408226e-23+0.j,1.0640172252303637e-23+0.j,3.0315530302355595e-24+0.j,8.573333868562448e-25+0.j,2.406855310712691e-25+0.j,6.708294853153686e-26+0.j,1.856440868048609e-26+0.j,5.1015311969661444e-27+0.j,1.3922359196741796e-27+0.j,3.7736292278317315e-28+0.j,1.0159675757069553e-28+0.j,2.7171508147710707e-29+0.j,7.219363879031822e-30+0.j,1.905778547662913e-30+0.j,4.998852468100597e-31+0.j,1.3029499733536484e-31+0.j,3.3750403517819866e-32+0.j,8.688752472261613e-33+0.j,2.223287930969625e-33+0.j,5.6549092521868026e-34+0.j,1.4298097946754672e-34+0.j,3.594048350281102e-35+0.j,8.981982332014743e-36+0.j,2.2318861768821004e-36+0.j,5.51457090432283e-37+0.j,1.354936304114938e-37+0.j,3.3107053040896265e-38+0.j,8.045315591734378e-39+0.j,1.9445199720106845e-39+0.j,4.674700439344026e-40+0.j,1.1178717222384483e-40+0.j,2.6592011578552457e-41+0.j,6.292962920023919e-42+0.j
0.2544900211376547+0.j,0.3743275713776689+0.j,0.32300535691778814+0.j,0.12877749693581084+0.j,-0.10209873001921074+0.j,-0.26074728733685587+0.j,-0.2918586247338504+0.j,-0.2049838314155277+0.j,-0.05137051046753081+0.j,0.10926701397847424+0.j,0.2330569362294944+0.j,0.30083145985508264+0.j,0.31468233791804034+0.j,0.2889461145607903+0.j,0.24131669730627472+0.j,0.1869672114760243+0.j,0.13608085446636367+0.j,0.09385368322892114+0.j,0.06173062647297788+0.j,0.03891144245893179+0.j,0.023598134581900018+0.j,0.013812986345522109+0.j,0.007824622551180476+0.j,0.004299190348386377+0.j,0.002295633463280754+0.j,0.0011932939257673731+0.j,0.0006047411995536486+0.j,0.0002991882578690594+0.j,0.00014467297754495307+0.j,0.00006844820566401222+0.j,0.00003171675677211447+0.j,0.00001440622862825442+0.j,6.419436413801044e-6+0.j,2.8083445744586607e-6+0.j,1.2070009806365747e-6+0.j,5.099684916882541e-7+0.j,2.1193987285910347e-7+0.j,8.668683845212168e-8+0.j,3.491295793957794e-8+0.j,1.385226331657241e-8+0.j,5.41689268508571e-9+0.j,2.088614358382753e-9+0.j,7.943599509724037e-10+0.j,2.9811944028468883e-10+0.j,1.1044118742730796e-10+0.j,4.040037781890787e-11+0.j,1.4597941992422532e-11+0.j,5.2117191930078385e-12+0.j,1.8389861106792876e-12+0.j,6.415092226996417e-13+0.j,2.21293058503271e-13+0.j,7.550598553442223e-14+0.j,2.5488668238817902e-14+0.j,8.514596536874592e-15+0.j,2.8153148180115833e-15+0.j,9.21566526066693e-16+0.j,2.9871046241213583e-16+0.j,9.589189811862092e-17+0.j,3.049310142034936e-17+0.j,9.606979788194279e-18+0.j,2.999247122064262e-18+0.j,9.280032244366638e-19+0.j,2.846215383799972e-19+0.j,8.654337266420959e-20+0.j,2.609228220723689e-20+0.j,7.801259722587001e-21+0.j,2.3134065541162812e-21+0.j,6.805059025345322e-22+0.j,1.985915714086118e-22+0.j,5.750335533017882e-23+0.j,1.652272934465236e-23+0.j,4.711701405385656e-24+0.j,1.333615664217666e-24+0.j,3.7470429964061263e-25+0.j,1.0451976221028362e-25+0.j,2.894711119289894e-26+0.j,7.96073488993589e-27+0.j,2.174127467660134e-27+0.j,5.897152513150181e-28+0.j,1.5887870709683122e-28+0.j,4.2520110722249007e-29+0.j,1.1304900688579954e-29+0.j,2.9862083542289748e-30+0.j,7.837738999694944e-31+0.j,2.0441569625147713e-31+0.j,5.298158620072144e-32+0.j,1.3647610011175366e-32+0.j,3.494153757754494e-33+0.j,8.892281670047328e-34+0.j,2.2495800956237484e-34+0.j,5.657665654955747e-35+0.j,1.4146547640318276e-35+0.j,3.516981901953101e-36+0.j,8.694101829222162e-37+0.j,2.1371845781173722e-37+0.j,5.224554166109622e-38+0.j,1.27020234218017e-38+0.j,3.071418827134018e-39+0.j,7.387084429084427e-40+0.j,1.7672575847675869e-40+0.j
-0.3422673912433778+0.j,-0.35650880176350325+0.j,-0.12877749693581084+0.j,0.14981059772826777+0.j,0.2860135362466516+0.j,0.2188739873704352+0.j,0.023772628490579817+0.j,-0.17013562845967875+0.j,-0.2656482361171533+0.j,-0.23593115640105586+0.j,-0.11394835737378528+0.j,0.041677379610146705+0.j,0.17844199187929932+0.j,0.2664556228659728+0.j,0.29964455479625646+0.j,0.28814557286039433+0.j,0.24876512681228416+0.j,0.19771202165648127+0.j,0.1468712023596556+0.j,0.10301942900879955+0.j,0.06873143239195048+0.j,0.043857505992130986+0.j,0.026882293320317874+0.j,0.015883354151426055+0.j,0.009072515217509392+0.j,0.005022044350157198+0.j,0.0026996368201089704+0.j,0.0014118408881180194+0.j,0.0007194623997937113+0.j,0.0003577495631831257+0.j,0.0001737958966369982+0.j,0.0000825799586953772+0.j,0.00003841695075251736+0.j,0.000017513877819603397+0.j,7.8309831723089e-6+0.j,3.43682904496935e-6+0.j,1.4815416078699947e-6+0.j,6.27721961869068e-7+0.j,2.6156576598292035e-7+0.j,1.0725034633370701e-7+0.j,4.329605489643561e-8+0.j,1.7216407034389495e-8+0.j,6.746532902048633e-9+0.j,2.606452994789789e-9+0.j,9.9317654842257e-10+0.j,3.7340181432321477e-10+0.j,1.3856600516277674e-10+0.j,5.077100081376063e-11+0.j,1.837359716829204e-11+0.j,6.569398646000065e-12+0.j,2.32133012935311e-12+0.j,8.108655383669093e-13+0.j,2.8007639900411584e-13+0.j,9.56818857092534e-14+0.j,3.2338015187642357e-14+0.j,1.081502942987344e-14+0.j,3.579882344810299e-15+0.j,1.1730822878002027e-15+0.j,3.806230472384759e-16+0.j,1.2230754040275196e-16+0.j,3.892998794106396e-17+0.j,1.227626908973932e-17+0.j,3.835967149238627e-18+0.j,1.1879062828799747e-18+0.j,3.6463482000320136e-19+0.j,1.109609344931345e-19+0.j,3.347981687840109e-20+0.j,1.0017510395910854e-20+0.j,2.9727673921766282e-21+0.j,8.750746058401569e-22+0.j,2.5554593248891484e-22+0.j,7.40435951102585e-23+0.j,2.1288929107079596e-23+0.j,6.074624503552791e-24+0.j,1.7204192679924482e-24+0.j,4.836674133182756e-25+0.j,1.3499075456320384e-25+0.j,3.7406882238753107e-26+0.j,1.0292801624102971e-26+0.j,2.8125053108273827e-27+0.j,7.632601901040535e-28+0.j,2.0573684830055643e-28+0.j,5.508728390768659e-29+0.j,1.4653081901266685e-29+0.j,3.8724199553285744e-30+0.j,1.0168299145664825e-30+0.j,2.653152228970792e-31+0.j,6.879529009506256e-32+0.j,1.7728490106954708e-32+0.j,4.540819972022099e-33+0.j,1.1560549815906086e-33+0.j,2.9257402624364437e-34+0.j,7.360999252412898e-35+0.j,1.841244389197142e-35+0.j,4.579193446825936e-36+0.j,1.132395140829176e-36+0.j,2.78462275304113e-37+0.j,6.809596601084204e-38+0.j,1.656112089237082e-38+0.j,4.005875842917623e-39+0.j
0.3986492241965993+0.j,0.24410293187584672+0.j,-0.10209873001921074+0.j,-0.2860135362466516+0.j,-0.18331805329585926+0.j,0.06484367514137367+0.j,0.24037609120786024+0.j,0.2296103644646561+0.j,0.06880045432078045+0.j,-0.12367617180669932+0.j,-0.24032080051549584+0.j,-0.23750488308976636+0.j,-0.13564946766906824+0.j,0.011341920312823698+0.j,0.14948771251070095+0.j,0.24464728644222414+0.j,0.28654684828531235+0.j,0.2825612513749914+0.j,0.24834518428801683+0.j,0.20010850704902414+0.j,0.15030485979627842+0.j,0.1064013267318686+0.j,0.07154434528269349+0.j,0.04596164995313335+0.j,0.028339079096496647+0.j,0.016831960484995058+0.j,0.009659402085683135+0.j,0.005369448245931339+0.j,0.0028974001758371704+0.j,0.0015205300177117249+0.j,0.0007773121700013429+0.j,0.00038764391425712017+0.j,0.00018882600598749258+0.j,0.00008994534480392506+0.j,0.00004194030562532063+0.j,0.000019161381459066566+0.j,8.584890634327672e-6+0.j,3.774806058726782e-6+0.j,1.6301154352645905e-6+0.j,6.918211072660805e-7+0.j,2.8872714434955656e-7+0.j,1.1856253716363697e-7+0.j,4.792964313144458e-8+0.j,1.9084172425633066e-8+0.j,7.487843731729319e-9+0.j,2.8963029816821926e-9+0.j,1.1048751264793506e-9+0.j,4.1584580896865794e-10+0.j,1.5447561934916537e-10+0.j,5.66560119934505e-11+0.j,2.052260796115754e-11+0.j,7.344366772851612e-12+0.j,2.5974037891035546e-12+0.j,9.080498832197435e-13+0.j,3.138926281266367e-13+0.j,1.0731597645874455e-13+0.j,3.629653707736895e-14+0.j,1.2147434937005915e-14+0.j,4.023641047718785e-15+0.j,1.3193552440047465e-15+0.j,4.283521279556411e-16+0.j,1.3772791944825178e-16+0.j,4.386385231272186e-17+0.j,1.3839932150691761e-17+0.j,4.326923883816211e-18+0.j,1.3406503814862902e-18+0.j,4.117304872201857e-19+0.j,1.253543573843823e-19+0.j,3.784078101252796e-20+0.j,1.132760431261409e-20+0.j,3.3630576069882573e-21+0.j,9.90393326836028e-22+0.j,2.8934450702459045e-22+0.j,8.387104538525976e-23+0.j,2.4124123362044538e-23+0.j,6.886291832414351e-24+0.j,1.9510295458413344e-24+0.j,5.487006002833978e-25+0.j,1.5319598073123488e-25+0.j,4.2466400624226285e-26+0.j,1.1688913802882814e-26+0.j,3.1950429006529103e-27+0.j,8.67351366834143e-28+0.j,2.3386763108848227e-28+0.j,6.263853186140141e-29+0.j,1.6666641288215234e-29+0.j,4.405825654327233e-30+0.j,1.1572198627812913e-30+0.j,3.020296020758368e-31+0.j,7.833628967218154e-32+0.j,2.0192507991640072e-32+0.j,5.173260976717313e-33+0.j,1.3173999443582556e-33+0.j,3.3348899768033814e-34+0.j,8.392410771728039e-35+0.j,2.0997293387748409e-35+0.j,5.223247096381531e-36+0.j,1.2919542368380412e-36+0.j,3.1776859494999208e-37+0.j,7.772477092110427e-38+0.j
-0.4152994111569625+0.j,-0.07601690661758352+0.j,0.26074728733685587+0.j,0.2188739873704352+0.j,-0.06484367514137367+0.j,-0.2508700224680987+0.j,-0.1793830745434485+0.j,0.04521643857165511+0.j,0.21876268122556664+0.j,0.22114718956669566+0.j,0.07545364221332318+0.j,-0.10902871818550572+0.j,-0.2266259101713395+0.j,-0.230543827098802+0.j,-0.13675262990720405+0.j,0.004054963304945568+0.j,0.13912346019797997+0.j,0.2340034325592041+0.j,0.27740458370602544+0.j,0.2756475464699953+0.j,0.24363444481493102+0.j,0.19718796079412879+0.j,0.1486568029442854+0.j,0.10556421806760828+0.j,0.07117422630021153+0.j,0.045833134542203335+0.j,0.028319933799303462+0.j,0.016852710685473477+0.j,0.009688019215305509+0.j,0.005393826399511066+0.j,0.0029147448951606348+0.j,0.0015316572467366208+0.j,0.0007839575427978331+0.j,0.0003914007447806452+0.j,0.00019085675743745484+0.j,0.00009100193309796981+0.j,0.00004247193022421513+0.j,0.0000194209608215444+0.j,8.70822248012306e-6+0.j,3.831948586693721e-6+0.j,1.6559793156423162e-6+0.j,7.032742371787916e-7+0.j,2.936953817356683e-7+0.j,1.2067605311514475e-7+0.j,4.881221943350683e-8+0.j,1.9446259744957785e-8+0.j,7.6338999984144e-9+0.j,2.9542687551730527e-9+0.j,1.1275235872724587e-9+0.j,4.2456284411709397e-10+0.j,1.5778227536153053e-10+0.j,5.78928383267367e-11+0.j,2.0978982886885264e-11+0.j,7.510558101596563e-12+0.j,2.6571535984387878e-12+0.j,9.292658816511581e-13+0.j,3.2133543407604753e-13+0.j,1.0989642322023716e-13+0.j,3.718097808614126e-14+0.j,1.2447200787156567e-14+0.j,4.124137730143072e-15+0.j,1.352689327274432e-15+0.j,4.392941585368931e-16+0.j,1.4128325210517424e-16+0.j,4.500760215356725e-17+0.j,1.4204301258568916e-17+0.j,4.441897689784998e-18+0.j,1.3765910797240586e-18+0.j,4.2286276994280063e-19+0.j,1.2877154361683225e-19+0.j,3.8880493563306376e-20+0.j,1.1641213499884336e-20+0.j,3.456849013299461e-21+0.j,1.0182097627082837e-21+0.j,2.97526650117018e-22+0.j,8.62584198113389e-23+0.j,2.4815190873932545e-23+0.j,7.084774899463269e-24+0.j,2.0075992824822176e-24+0.j,5.647019055916774e-25+0.j,1.5768848355433858e-25+0.j,4.371848183036071e-26+0.j,1.2035359979013468e-26+0.j,3.290222671137268e-27+0.j,8.933173158535134e-28+0.j,2.409025343635967e-28+0.j,6.453152430875405e-29+0.j,1.717260301354432e-29+0.j,4.540165400867123e-30+0.j,1.1926561639944921e-30+0.j,3.113168512548902e-31+0.j,8.075485315610193e-32+0.j,2.0818394238516962e-32+0.j,5.3342275685187416e-33+0.j,1.3585445122702332e-33+0.j,3.4394242740646196e-34+0.j,8.65641259797406e-35+0.j,2.1660102348659563e-35+0.j,5.3886845492884776e-36+0.j,1.3330099204962477e-36+0.j
0.39494905988033224+0.j,-0.09725332093396367+0.j,-0.2918586247338504+0.j,-0.023772628490579817+0.j,0.24037609120786024+0.j,0.1793830745434485+0.j,-0.08027701235038877+0.j,-0.23675662433120226+0.j,-0.15583150561869993+0.j,0.05761785677456483+0.j,0.2137435039086152+0.j,0.2058508469580848+0.j,0.06133097748481805+0.j,-0.11433750544524755+0.j,-0.22210998581110966+0.j,-0.22008115672466028+0.j,-0.12568445545921625+0.j,0.01164279774554289+0.j,0.1414945295351717+0.j,0.23150470934800074+0.j,0.2715653057195638+0.j,0.26827288227387786+0.j,0.23621382182810402+0.j,0.1906622724992123+0.j,0.1434418634847339+0.j,0.10169654517138466+0.j,0.06847706716147652+0.j,0.04404875143428384+0.j,0.027192725598122747+0.j,0.016169438325963917+0.j,0.009289044866278242+0.j,0.005168699880153863+0.j,0.002791668555513897+0.j,0.0014663219395907596+0.j,0.0007502156714835034+0.j,0.00037442017342010725+0.j,0.0001825175656093669+0.j,0.00008700028270659833+0.j,0.00004059350760824883+0.j,0.000018557521347009307+0.j,8.319215089323176e-6+0.j,3.660024132954424e-6+0.j,1.5813849080038696e-6+0.j,6.714783306181143e-7+0.j,2.8037195593358766e-7+0.j,1.1518440715752677e-7+0.j,4.658442868409394e-8+0.j,1.8556325338576445e-8+0.j,7.283660795954953e-9+0.j,2.81840846927679e-9+0.j,1.075556676223572e-9+0.j,4.049544343077109e-10+0.j,1.504809229564579e-10+0.j,5.5208947493251976e-11+0.j,2.000472558425679e-11+0.j,7.161201701599836e-12+0.j,2.5333646907110387e-12+0.j,8.859110062276253e-13+0.j,3.0632281604877685e-13+0.j,1.0475538711823942e-13+0.j,3.543945675353075e-14+0.j,1.186349474735311e-14+0.j,3.9305197947762726e-15+0.j,1.2891156245269871e-15+0.j,4.1862701320516356e-16+0.j,1.3462988695189737e-16+0.j,4.288610025529266e-17+0.j,1.3534159429850508e-17+0.j,4.23215433422683e-18+0.j,1.3115358945729434e-18+0.j,4.028632701280996e-19+0.j,1.2267661587966963e-19+0.j,3.703888873669741e-20+0.j,1.1089432538169713e-20+0.j,3.292887812216866e-21+0.j,9.698839434309055e-22+0.j,2.8339676019245113e-22+0.j,8.215944232518641e-23+0.j,2.363529554531171e-23+0.j,6.747724446706618e-24+0.j,1.9120383234420513e-24+0.j,5.378082799085612e-25+0.j,1.5017486528489352e-25+0.j,4.16343458763978e-26+0.j,1.1461342657187976e-26+0.j,3.1332263121729142e-27+0.j,8.506729013459812e-28+0.j,2.2939760631294803e-28+0.j,6.144837268276264e-29+0.j,1.6351809246454193e-29+0.j,4.3230756451981e-30+0.j,1.13560721510849e-30+0.j,2.9641998341529605e-31+0.j,7.688925839731135e-32+0.j,1.9821507366600272e-32+0.j,5.0787122610559185e-33+0.j,1.293447367583947e-33+0.j,3.2745652924701184e-34+0.j,8.241363127031189e-35+0.j,2.0621249863103873e-35+0.j
-0.34773424207761805+0.j,0.23490373023251+0.j,0.2049838314155277+0.j,-0.17013562845967875+0.j,-0.2296103644646561+0.j,0.04521643857165511+0.j,0.23675662433120226+0.j,0.1281761622023269+0.j,-0.11590109905539533+0.j,-0.22742615652011583+0.j,-0.11932468363689587+0.j,0.08669958429354797+0.j,0.2155229575879586+0.j,0.1842488791002771+0.j,0.033859840999867476+0.j,-0.13136452460955322+0.j,-0.2220721277123159+0.j,-0.20611601825798573+0.j,-0.10590932791519779+0.j,0.029284394510666598+0.j,0.152213783805589+0.j,0.23416313610719738+0.j,0.2676217259114023+0.j,0.26030466766231597+0.j,0.2267440520778539+0.j,0.18154057286705458+0.j,0.13570361948516882+0.j,0.09570341722174898+0.j,0.06415557519629302+0.j,0.04111166335882274+0.j,0.025295346384956216+0.j,0.014997225698863918+0.j,0.0085932111246462+0.j,0.004770355955685041+0.j,0.0025710862222728657+0.j,0.0013478737250001802+0.j,0.0006884069302247224+0.j,0.0003430206244298052+0.j,0.00016696383258209266+0.j,0.00007947737022216423+0.j,0.00003703627966480298+0.j,0.000016911296645656106+0.j,7.572855855135461e-6+0.j,3.328223584671202e-6+0.j,1.4366308265260426e-6+0.j,6.09458151634549e-7+0.j,2.5425747991103313e-7+0.j,1.0437130671306526e-7+0.j,4.217894208836263e-8+0.j,1.6789277784600605e-8+0.j,6.5855359460988156e-9+0.j,2.5466057759017547e-9+0.j,9.71228301871277e-10+0.j,3.65457847823675e-10+0.j,1.357274311992737e-10+0.j,4.976933277541697e-11+0.j,1.8024427586548065e-11+0.j,6.449128081291049e-12+0.j,2.2803844859887986e-12+0.j,7.970842256387438e-13+0.j,2.754895796452588e-13+0.j,9.417191230366364e-14+0.j,3.184625069479264e-14+0.j,1.0656553151420904e-14+0.j,3.5293376848221406e-15+0.j,1.157124569038137e-15+0.j,3.7563503466039453e-16+0.j,1.2076364294148812e-16+0.j,3.845671359949241e-17+0.j,1.2132562377461934e-17+0.j,3.792738324528903e-18+0.j,1.1750219605113246e-18+0.j,3.608294410917655e-19+0.j,1.0984706129200922e-19+0.j,3.3156651002581806e-20+0.j,9.924567853166535e-21+0.j,2.9462672985084463e-21+0.j,8.675831601317204e-22+0.j,2.534459878431842e-22+0.j,7.345986826611743e-23+0.j,2.1128011463194668e-23+0.j,6.030627887754718e-24+0.j,1.7084881085567444e-24+0.j,4.804580673242421e-25+0.j,1.3413442669965745e-25+0.j,3.7180225553408034e-26+0.j,1.0233288459441188e-26+0.j,2.797003578432321e-27+0.j,7.592545512895104e-28+0.j,2.0471005292599214e-28+0.j,5.482618403265111e-29+0.j,1.4587221674361453e-29+0.j,3.855941790850038e-30+0.j,1.0127407965882042e-30+0.j,2.6430889114450436e-31+0.j,6.854971378338655e-32+0.j,1.7669075438182593e-32+0.j,4.526571344940623e-33+0.j,1.152668779754803e-33+0.j,2.917768130869713e-34+0.j
0.2863900065384561+0.j,-0.3164066876849037+0.j,-0.05137051046753081+0.j,0.2656482361171533+0.j,0.06880045432078045+0.j,-0.21876268122556664+0.j,-0.15583150561869993+0.j,0.11590109905539533+0.j,0.22363100242159947+0.j,0.06437394222197083+0.j,-0.15599570698673848+0.j,-0.21132539561601224+0.j,-0.07131741002113769+0.j,0.12299363927451035+0.j,0.215851772910758+0.j,0.15455484017157647+0.j,-0.0028813883055905758+0.j,-0.15396814154948613+0.j,-0.2219482973786403+0.j,-0.18733553360920108+0.j,-0.07905886524858285+0.j,0.05376039350195564+0.j,0.16790539086715964+0.j,0.23939072050221782+0.j,0.2641170615215701+0.j,0.25131587024747554+0.j,0.21551294894149367+0.j,0.17048321111819736+0.j,0.12620688960745327+0.j,0.0882894729881306+0.j,0.0587794312865021+0.j,0.037442392925106455+0.j,0.022917179468826106+0.j,0.01352408284460666+0.j,0.007716823074453715+0.j,0.004267719043545963+0.j,0.002292307756624646+0.j,0.0011979671583541873+0.j,0.0006100865860975453+0.j,0.0003031894934155281+0.j,0.00014721413955953047+0.j,0.00006991649060377554+0.j,0.00003251172967188936+0.j,0.000014815856559537788+0.j,6.622183203578545e-6+0.j,2.9053263048472346e-6+0.j,1.2520257101754708e-6+0.j,5.303203989178001e-7+0.j,2.2091834343501372e-7+0.j,9.056009576060202e-8+0.j,3.6549421204678256e-8+0.j,1.4530307358257472e-8+0.j,5.6927035782842465e-9+0.j,2.1988648759555192e-9+0.j,8.377037565402857e-10+0.j,3.148908648459524e-10+0.j,1.1683256182313932e-10+0.j,4.2800626672189794e-11+0.j,1.5486709802859218e-11+0.j,5.536359433065976e-12+0.j,1.9560149370874355e-12+0.j,6.831615392482568e-13+0.j,2.359352951455222e-13+0.j,8.059170217450864e-14+0.j,2.7234561210354633e-14+0.j,9.107165471104446e-15+0.j,3.0142185031770815e-15+0.j,9.876128974355252e-16+0.j,3.204109799933516e-16+0.j,1.0294878191047001e-16+0.j,3.27649469186644e-17+0.j,1.0331188454111787e-17+0.j,3.227890816529966e-18+0.j,9.995108784531046e-19+0.j,3.067793497994487e-19+0.j,9.334733332943759e-20+0.j,2.81630599495301e-20+0.j,8.426022189762164e-21+0.j,2.5002922872647404e-21+0.j,7.359409466074844e-22+0.j,2.148997079819274e-22+0.j,6.226216357592071e-23+0.j,1.7900338227645687e-23+0.j,5.1073825113835064e-24+0.j,1.4463904718203005e-24+0.j,4.0660352343717234e-25+0.j,1.1347550053732724e-25+0.j,3.1443005773136816e-26+0.j,8.651297907157947e-27+0.j,2.3638328959135497e-27+0.j,6.414641631641366e-28+0.j,1.7289754356507186e-28+0.j,4.6291965222436456e-29+0.j,1.2312926771814393e-29+0.j,3.253818723752715e-30+0.j,8.543548878350002e-31+0.j,2.2291112264441374e-31+0.j,5.779740260670027e-32+0.j,1.4893674678504804e-32+0.j,3.814567759751831e-33+0.j
