0.03156356219061547+0.j,0.08297978161646732+0.j,0.15425653311660453+0.j,0.23413655060195113+0.j,0.30776944186545907+0.j,0.3618484957436029+0.j,0.3883626207271264+0.j,0.38589991228684273+0.j,0.35868726959602504+0.j,0.3143264916249375+0.j,0.26131675823873446+0.j,0.20713676824989732+0.j,0.15720011153176308+0.j,0.11462185969443212+0.j,0.08053593579129777+0.j,0.05466764387264555+0.j,0.03592995241351178+0.j,0.02290965019711347+0.j,0.01419608144489486+0.j,0.008562053921425948+0.j,0.00503325852164677+0.j,0.002887525757165041+0.j,0.0016184556506032915+0.j,0.0008872033274980709+0.j,0.0004761061790196345+0.j,0.0002503341449403727+0.j,0.00012906833067686635+0.j,0.000065301639906968+0.j,0.00003244377260754974+0.j,0.00001583866694812826+0.j,7.602287264013877e-6+0.j,3.5896301634999923e-6+0.j,1.6682494621147872e-6+0.j,7.634670534516843e-7+0.j,3.442208070899187e-7+0.j,1.5296404975989108e-7+0.j,6.702308275384333e-8+0.j,2.896741986638117e-8+0.j,1.2353906005279163e-8+0.j,5.200657650509929e-9+0.j,2.161795194091276e-9+0.j,8.875828362637244e-10+0.j,3.600563934284065e-10+0.j,1.4435192372852105e-10+0.j,5.7211391977518476e-11+0.j,2.242139007366916e-11+0.j,8.691002908275961e-12+0.j,3.3327845785477224e-12+0.j,1.2646574335537066e-12+0.j,4.749644860478159e-13+0.j,1.7658849793045742e-13+0.j,6.500752043232198e-14+0.j,2.369999236473462e-14+0.j,8.55847818573906e-15+0.j,3.061864340782637e-15+0.j,1.0854026483540865e-15+0.j,3.813143419090597e-16+0.j,1.3277979355965405e-16+0.j,4.583574230176657e-17+0.j,1.5687890162868977e-17+0.j,5.324455375792392e-18+0.j,1.7922415886099885e-18+0.j,5.983936590549078e-19+0.j,1.9819969638164662e-19+0.j,6.513272893153115e-20+0.j,2.123874609598341e-20+0.j,6.872949961692018e-21+0.j,2.207456008519701e-21+0.j,7.037588638954685e-22+0.j,2.2273353472034813e-22+0.j,6.998788443002581e-23+0.j,2.1836346063272556e-23+0.j,6.765501535509745e-24+0.j,2.081732122178733e-24+0.j,6.362023376497966e-25+0.j,1.9313051812155212e-25+0.j,5.824120960591947e-26+0.j,1.744903044450185e-26+0.j,5.194099630739889e-27+0.j,1.5363246788083674e-27+0.j,4.515691767764786e-28+0.j,1.3190706509877725e-28+0.j,3.829547035955227e-29+0.j,1.1050823400019266e-29+0.j,3.169868691246679e-30+0.j,9.038952127332554e-31+0.j,2.5624484509184013e-31+0.j,7.222404165014123e-32+0.j,2.0240755953090274e-32+0.j,5.6405051743753794e-33+0.j,1.563086542464005e-33+0.j,4.3077312878923064e-34+0.j,1.1807038182235573e-34+0.j,3.2187390591150785e-35+0.j,8.727867010289738e-36+0.j,2.3541416673909404e-36+0.j,6.3165982328602215e-37+0.j,1.6861013033675985e-37+0.j,4.4777196922329437e-38+0.j,1.1831112458170103e-38+0.j
-0.08297978161646732+0.j,-0.1865881190275412+0.j,-0.28818526898673513+0.j,-0.348358730973528+0.j,-0.34084473283483685+0.j,-0.263096862543154+0.j,-0.1346510201071467+0.j,0.012990110330729823+0.j,0.1485103044744687+0.j,0.249705661982102+0.j,0.30699270189293154+0.j,0.32213247825287916+0.j,0.3042678210315702+0.j,0.2654551835821697+0.j,0.21714885371628398+0.j,0.16819452843687885+0.j,0.12421166788193069+0.j,0.08791411618855528+0.j,0.05987628626130258+0.j,0.03936986800710489+0.j,0.025058363837310478+0.j,0.015474058277562855+0.j,0.009288818632699855+0.j,0.0054294062242782664+0.j,0.003094720176237404+0.j,0.001722408958389986+0.j,0.0009371414155602148+0.j,0.0004989824113166853+0.j,0.0002602499669560728+0.j,0.00013307562022550612+0.j,0.00006676573678293844+0.j,0.000032890700045595506+0.j,0.00001592023032737988+0.j,7.576228577825671e-6+0.j,3.5467921396505374e-6+0.j,1.6342992612238292e-6+0.j,7.415823623967071e-7+0.j,3.315309052698495e-7+0.j,1.4608907203641223e-7+0.j,6.34777249791017e-8+0.j,2.7208543841172878e-8+0.j,1.150881108103832e-8+0.j,4.8056153444681105e-9+0.j,1.9815502233419215e-9+0.j,8.07115080482714e-10+0.j,3.2484043503912353e-10+0.j,1.2922084623192656e-10+0.j,5.082071035388218e-11+0.j,1.976545748057226e-11+0.j,7.603932791214148e-12+0.j,2.8942595345875104e-12+0.j,1.090191043875935e-12+0.j,4.0646923474182405e-13+0.j,1.5003853290075674e-13+0.j,5.484215211079025e-14+0.j,1.9853898443630487e-14+0.j,7.119944215951382e-15+0.j,2.52978553569855e-15+0.j,8.907198099762173e-16+0.j,3.108279630854821e-16+0.j,1.075200203892568e-16+0.j,3.687356949000516e-17+0.j,1.2538963061183513e-17+0.j,4.2285405924795164e-18+0.j,1.4143653257766805e-18+0.j,4.692807390541508e-19+0.j,1.544755827919557e-19+0.j,5.045417575826373e-20+0.j,1.6352984879481972e-20+0.j,5.2602995201313146e-21+0.j,1.679526128263532e-21+0.j,5.323212123485143e-22+0.j,1.6750121348347115e-22+0.j,5.2331651014229746e-23+0.j,1.6235177484439457e-23+0.j,5.001938769474131e-24+0.j,1.5305582020659576e-24+0.j,4.651914943160068e-25+0.j,1.4045051180174866e-25+0.j,4.212720983765957e-26+0.j,1.2554142083414842e-26+0.j,3.717342357836557e-27+0.j,1.0937914843300205e-27+0.j,3.1983601265139273e-28+0.j,9.29489673458247e-29+0.j,2.6848428387910585e-29+0.j,7.708718349576211e-30+0.j,2.2002176791453432e-30+0.j,6.243091469976165e-31+0.j,1.7612216879758407e-31+0.j,4.940121677028373e-32+0.j,1.3778403962409987e-32+0.j,3.82142674711814e-33+0.j,1.0540097173039346e-33+0.j,2.891229953724251e-34+0.j,7.887974778586622e-35+0.j,2.1405166271701246e-35+0.j,5.777856144443398e-36+0.j,1.551437048901424e-36+0.j,4.14423798045388e-37+0.j
0.15425653311660453+0.j,0.28818526898673513+0.j,0.3491382907458479+0.j,0.29463335629061793+0.j,0.14096488291152465+0.j,-0.04983490889582234+0.j,-0.20538556169816904+0.j,-0.2760571561218929+0.j,-0.25009527934656495+0.j,-0.14915622618442725+0.j,-0.012329940027282089+0.j,0.12112861034144042+0.j,0.22343688563022582+0.j,0.2822618082452824+0.j,0.2986562199495347+0.j,0.28201883863061233+0.j,0.24482078827741324+0.j,0.198706840324103+0.j,0.15243441120261+0.j,0.11136389096310298+0.j,0.07791582569029817+0.j,0.05243264207139956+0.j,0.03405405394361593+0.j,0.021406838888448146+0.j,0.013055037506240886+0.j,0.007739589657748104+0.j,0.004468120461127492+0.j,0.0025156864485600264+0.j,0.0013832255720116432+0.j,0.0007436193917194104+0.j,0.00039128447422613014+0.j,0.0002017142990925713+0.j,0.00010196764472547568+0.j,0.00005058433540196106+0.j,0.00002464422722081648+0.j,0.00001179919044166294+0.j,5.555168675304313e-6+0.j,2.5733619040778204e-6+0.j,1.1735351997653315e-6+0.j,5.271089878006799e-7+0.j,2.3330127785146047e-7+0.j,1.017974415303796e-7+0.j,4.3806525854739035e-8+0.j,1.859908860100728e-8+0.j,7.793895483407564e-9+0.j,3.22461589142974e-9+0.j,1.3176629315768896e-9+0.j,5.319473572923709e-10+0.j,2.1222631823024516e-10+0.j,8.369857606033812e-11+0.j,3.263933596474579e-11+0.j,1.2588666930136159e-11+0.j,4.803293210761348e-12+0.j,1.8135120287007852e-12+0.j,6.776734294782913e-13+0.j,2.5068696401729843e-13+0.j,9.182122656813056e-14+0.j,3.3307317290634863e-14+0.j,1.1967494833881715e-14+0.j,4.26002849547822e-15+0.j,1.502598883850627e-15+0.j,5.252520353892735e-16+0.j,1.8199384913623833e-16+0.j,6.251404548643027e-17+0.j,2.1290981783313885e-17+0.j,7.190746331494232e-18+0.j,2.4086478590136813e-18+0.j,8.002995148749575e-19+0.j,2.6379624059569924e-19+0.j,8.627332353499182e-20+0.j,2.799817088177511e-20+0.j,9.017365172514787e-21+0.j,2.8825483335654476e-21+0.j,9.146797092019378e-22+0.j,2.881403746505217e-22+0.j,9.012132128684041e-23+0.j,2.79887668331202e-23+0.j,8.632089054593023e-24+0.j,2.644027325624569e-24+0.j,8.044047585602733e-25+0.j,2.4309815483381637e-25+0.j,7.298366060866742e-26+0.j,2.1769284555396848e-26+0.j,6.45169469189078e-27+0.j,1.899985360731008e-27+0.j,5.560428352379071e-28+0.j,1.6172667884878939e-28+0.j,4.6752361126095025e-29+0.j,1.3434023968282962e-29+0.j,3.837256458551169e-30+0.j,1.0896282784735007e-30+0.j,3.0761585077133167e-31+0.j,8.634578266401896e-32+0.j,2.409928868830901e-32+0.j,6.688456956733992e-33+0.j,1.846008019210608e-33+0.j,5.067034624630419e-34+0.j,1.3832889950919764e-34+0.j,3.7560925400292817e-35+0.j,1.0144927724292709e-35+0.j
-0.23413655060195113+0.j,-0.348358730973528+0.j,-0.29463335629061793+0.j,-0.09806764822086492+0.j,0.12625132688415505+0.j,0.257626239455341+0.j,0.24126496977825657+0.j,0.10527863394522313+0.j,-0.0711951303757114+0.j,-0.2067826236959395+0.j,-0.25360590424466767+0.j,-0.20746374179946023+0.j,-0.09688395293054632+0.j,0.0366930444742286+0.j,0.1564431985985943+0.j,0.23975647504902708+0.j,0.27969611892448654+0.j,0.2811850943627822+0.j,0.25535950392609286+0.j,0.21458575468892147+0.j,0.1692766669397906+0.j,0.12656159962566574+0.j,0.090299701689176+0.j,0.06179927512707317+0.j,0.04073224134839373+0.j,0.025939197639820707+0.j,0.016002848436215685+0.j,0.0095859548915376+0.j,0.005586035612475412+0.j,0.0031719287126623645+0.j,0.00175762423459293+0.j,0.0009516338168756441+0.j,0.0005040256949653569+0.j,0.0002614095515345365+0.j,0.00013288628420927585+0.j,0.00006626679197745968+0.j,0.00003244174412894049+0.j,0.00001560316269805543+0.j,7.377424884767094e-6+0.j,3.4311748645661e-6+0.j,1.5706161550487324e-6+0.j,7.079666735127882e-7+0.j,3.143999045678204e-7+0.j,1.3761841192362115e-7+0.j,5.939920948287078e-8+0.j,2.5291180304994895e-8+0.j,1.0626886630670598e-8+0.j,4.408049798307685e-9+0.j,1.8056640896882912e-9+0.j,7.306615077462784e-10+0.j,2.921567554845664e-10+0.j,1.154678626679337e-10+0.j,4.512017506713021e-11+0.j,1.7436455361193218e-11+0.j,6.665480896821379e-12+0.j,2.5211218715421758e-12+0.j,9.437216534698814e-13+0.j,3.4968430908619814e-13+0.j,1.2828650207673313e-13+0.j,4.6606351221192114e-14+0.j,1.6770723722231037e-14+0.j,5.978345728259336e-15+0.j,2.1115902401452167e-15+0.j,7.391143461079945e-16+0.j,2.564237297481837e-16+0.j,8.818973303772128e-17+0.j,3.007165075024055e-17+0.j,1.0168100037644717e-17+0.j,3.409787636196688e-18+0.j,1.1341733288024168e-18+0.j,3.7424303483074407e-19+0.j,1.2251971044404882e-19+0.j,3.9800643300090197e-20+0.j,1.2830936925302832e-20+0.j,4.105456268523548e-21+0.j,1.3039122353975862e-21+0.j,4.111182670324676e-22+0.j,1.2869535598492934e-22+0.j,4.000198327819111e-23+0.j,1.2347137679354786e-23+0.j,3.784944500549677e-24+0.j,1.1523976346015165e-24+0.j,3.4852573131964625e-25+0.j,1.047118728688591e-25+0.j,3.1255287885721334e-26+0.j,9.269460989639103e-27+0.j,2.731648448569244e-27+0.j,7.9996227175879235e-28+0.j,2.3282130208961426e-28+0.j,6.734691673343019e-29+0.j,1.936363913780877e-29+0.j,5.5342933412436255e-30+0.j,1.5724404655642861e-30+0.j,4.441741362544851e-31+0.j,1.2474662573389846e-31+0.j,3.483610714598757e-32+0.j,9.67350413434243e-33+0.j,2.6712768822738354e-33+0.j,7.336040846384292e-34+0.j,2.003727241347304e-34+0.j
0.30776944186545907+0.j,0.34084473283483685+0.j,0.14096488291152465+0.j,-0.12625132688415505+0.j,-0.264023370682876+0.j,-0.19749305690017313+0.j,-0.0016132403861520187+0.j,0.18077616390659637+0.j,0.24247154221666598+0.j,0.16502036616795843+0.j,0.0064096175728890715+0.j,-0.14784943190456937+0.j,-0.23198504907911816+0.j,-0.2228925583953025+0.j,-0.13699614358049741+0.j,-0.012205807849191511+0.j,0.11185604991731428+0.j,0.20699418172718215+0.j,0.2608169237836843+0.j,0.27447296029962126+0.j,0.2573163637125049+0.j,0.2214979978869457+0.j,0.17811548066721392+0.j,0.13529673686199914+0.j,0.09783469056341333+0.j,0.06773386640479565+0.j,0.0450967019258884+0.j,0.02897600716307342+0.j,0.01801928176953368+0.j,0.010871402275305668+0.j,0.0063763104023717+0.j,0.003642108548418123+0.j,0.0020290916985763645+0.j,0.001104084144233826+0.j,0.000587455972600991+0.j,0.0003059760960106107+0.j,0.0001561561264205613+0.j,0.0000781575589518283+0.j,0.000038394648527795104+0.j,0.000018525767213540815+0.j,8.785773172471134e-6+0.j,4.09781222689955e-6+0.j,1.8807996433165264e-6+0.j,8.4993141564226e-7+0.j,3.783491504885342e-7+0.j,1.6598607868836417e-7+0.j,7.179766137868496e-8+0.j,3.063280814415442e-8+0.j,1.2896410531752544e-8+0.j,5.359379292174835e-9+0.j,2.1992422899851273e-9+0.j,8.914272802029908e-10+0.j,3.570154179052995e-10+0.j,1.4131992321184478e-10+0.j,5.530394013724911e-11+0.j,2.1402282854858267e-11+0.j,8.19266446932145e-12+0.j,3.1028156550637507e-12+0.j,1.1629272446332635e-12+0.j,4.31430219185707e-13+0.j,1.5846072451898458e-13+0.j,5.763331227537965e-14+0.j,2.0761112840261277e-14+0.j,7.408557801934941e-15+0.j,2.6193917362759622e-15+0.j,9.177528472073453e-16+0.j,3.186995963672868e-16+0.j,1.0970770003718223e-16+0.j,3.7442029093977013e-17+0.j,1.2671055625749027e-17+0.j,4.2526498489096706e-18+0.j,1.4156633702020768e-18+0.j,4.674896820156391e-19+0.j,1.5316232347977316e-19+0.j,4.979137773968717e-20+0.j,1.606317148715622e-20+0.j,5.1432120656470986e-21+0.j,1.6346057092712295e-21+0.j,5.157212190694831e-22+0.j,1.6154255079463583e-22+0.j,5.0242818179163813e-23+0.j,1.5517438592797165e-23+0.j,4.7595696788848815e-24+0.j,1.4499678718019405e-24+0.j,4.3876541532678295e-25+0.j,1.318951725269351e-25+0.j,3.9390006182317254e-26+0.j,1.1688020287671806e-26+0.j,3.446115081870548e-27+0.j,1.0096892419034927e-27+0.j,2.9400122431909614e-28+0.j,8.50839158663225e-29+0.j,2.4474585982940517e-29+0.j,6.998172237544089e-30+0.j,1.989236201080004e-30+0.j,5.621482446511152e-31+0.j,1.5794567925449269e-31+0.j,4.412512471248717e-32+0.j,1.2257832984500591e-32+0.j,3.386246907762551e-33+0.j
-0.3618484957436029+0.j,-0.263096862543154+0.j,0.04983490889582234+0.j,0.257626239455341+0.j,0.19749305690017313+0.j,-0.03182824069861613+0.j,-0.21444609693512975+0.j,-0.214449675406159+0.j,-0.05641114448379056+0.j,0.13129314124224822+0.j,0.2258381699896731+0.j,0.18333548007837536+0.j,0.04370045431443602+0.j,-0.1120070009409393+0.j,-0.21190245762671822+0.j,-0.22293375566805912+0.j,-0.15334501104061155+0.j,-0.037113359777068936+0.j,0.08609803033790604+0.j,0.18572438992305576+0.j,0.24641575849079284+0.j,0.2669235738494896+0.j,0.25520545597659533+0.j,0.22294503127694867+0.j,0.18139479349699356+0.j,0.13912943976138786+0.j,0.10143620670889189+0.j,0.07072780059031135+0.j,0.04738424647021715+0.j,0.030614529495057052+0.j,0.019132678119454828+0.j,0.011594810945643344+0.j,0.006828257561576316+0.j,0.003914745013397588+0.j,0.0021884196521873398+0.j,0.0011945223737714443+0.j,0.0006374252516524474+0.j,0.00033289974121096066+0.j,0.00017032443793079532+0.j,0.00008544943463071193+0.j,0.00004206923584608093+0.j,0.000020340775037227124+0.j,9.665307804575371e-6+0.j,4.516311945433718e-6+0.j,2.076474063548757e-6+0.j,9.398954814593629e-7+0.j,4.190472690825101e-7+0.j,1.8411207448205702e-7+0.j,7.974980871122073e-8+0.j,3.407105961766731e-8+0.j,1.4362167929497999e-8+0.j,5.975754082598304e-9+0.j,2.4550189748631373e-9+0.j,9.962063342215773e-10+0.j,3.994031040767301e-10+0.j,1.5825947932811245e-10+0.j,6.199351705687013e-11+0.j,2.4013598625726745e-11+0.j,9.20054078670908e-12+0.j,3.487548208251433e-12+0.j,1.3082138048901059e-12+0.j,4.857192888258204e-13+0.j,1.7853872717934726e-13+0.j,6.498430316654548e-14+0.j,2.3426009584075754e-14+0.j,8.365337375915182e-15+0.j,2.959662460253775e-15+0.j,1.0376473194725152e-15+0.j,3.605609313981663e-16+0.j,1.241934415437254e-16+0.j,4.241085369440134e-17+0.j,1.436079887210127e-17+0.j,4.822431141190956e-18+0.j,1.606200650972307e-18+0.j,5.306868592432788e-19+0.j,1.739554992183058e-19+0.j,5.657883095298169e-20+0.j,1.8261594618412924e-20+0.j,5.849835172751903e-21+0.j,1.8600236442340085e-21+0.j,5.870990749019308e-22+0.j,1.8397938993230961e-22+0.j,5.724494942814246e-23+0.j,1.768721528699862e-23+0.j,5.4272376093408375e-24+0.j,1.6540052995940055e-24+0.j,5.006959645109063e-25+0.j,1.5056698701333805e-25+0.j,4.4982354506123307e-26+0.j,1.3352070815366142e-26+0.j,3.9380876339562274e-27+0.j,1.1542178333235548e-27+0.j,3.361942531034854e-28+0.j,9.73254613341322e-29+0.j,2.8004581139309093e-29+0.j,8.009954645694999e-30+0.j,2.2775114251978102e-30+0.j,6.438000758795665e-31+0.j,1.8093856250677653e-31+0.j,5.056265936893011e-32+0.j
0.3883626207271264+0.j,0.1346510201071467+0.j,-0.20538556169816904+0.j,-0.24126496977825657+0.j,-0.0016132403861520187+0.j,0.21444609693512975+0.j,0.19833120224526912+0.j,-0.001464974379522848+0.j,-0.1870805349901928+0.j,-0.21000278866858532+0.j,-0.07288754346459911+0.j,0.10901710425069921+0.j,0.21237295636088277+0.j,0.18453954082779273+0.j,0.056335900680563336+0.j,-0.09577817666253259+0.j,-0.19946806893951358+0.j,-0.21828530801599724+0.j,-0.15668901130095791+0.j,-0.04612061065437456+0.j,0.07461313993435592+0.j,0.17451951143019098+0.j,0.23721432303073922+0.j,0.2603830863958926+0.j,0.251203727755189+0.j,0.22094654666182664+0.j,0.1807521702184208+0.j,0.13926837192686198+0.j,0.10193322716918266+0.j,0.07131574141181696+0.j,0.047921561048695716+0.j,0.031044746406841135+0.j,0.01944847685367618+0.j,0.01181208898553931+0.j,0.006970182964270115+0.j,0.004003485677125532+0.j,0.002241838285056335+0.j,0.0012256110522633474+0.j,0.0006549745010689401+0.j,0.00034253315077563705+0.j,0.00017547767002467824+0.j,0.00008814046981786339+0.j,0.00004344310763096628+0.j,0.000021027397893340028+0.j,0.000010001604720103336+0.j,4.677892940932272e-6+0.j,2.152700161940833e-6+0.j,9.752306594196505e-7+0.j,4.3515418082105757e-7+0.j,1.9133647545126902e-7+0.j,8.294013426639327e-8+0.j,3.545893303143784e-8+0.j,1.495723538937343e-8+0.j,6.22734081539871e-9+0.j,2.559949993257793e-9+0.j,1.0393971483153003e-9+0.j,4.1695465905506446e-10+0.j,1.6530367872575282e-10+0.j,6.478661008398243e-11+0.j,2.5108095129417997e-11+0.j,9.624523785992458e-12+0.j,3.649957356380329e-12+0.j,1.3697480703293493e-12+0.j,5.087856278603541e-13+0.j,1.8709531590752997e-13+0.j,6.812613689590978e-14+0.j,2.456815623996107e-14+0.j,8.776494636023589e-15+0.j,3.106260697841398e-15+0.j,1.0894280029557705e-15+0.j,3.786828892401349e-16+0.j,1.3047861929900723e-16+0.j,4.457147609636626e-17+0.j,1.509710756273251e-17+0.j,5.071218841069405e-18+0.j,1.6895594514040651e-18+0.j,5.583875649731622e-19+0.j,1.830862824158197e-19+0.j,5.956463915394437e-20+0.j,1.9230339226467473e-20+0.j,6.1617278149309254e-21+0.j,1.9596794277278888e-21+0.j,6.187038582443746e-22+0.j,1.9392899411563368e-22+0.j,6.035458613758613e-23+0.j,1.8652179201315453e-23+0.j,5.724578986288493e-24+0.j,1.744993782009093e-24+0.j,5.283492632868966e-25+0.j,1.5891490828578426e-25+0.j,4.748570042115057e-26+0.j,1.4097855789717244e-26+0.j,4.1588345688645045e-27+0.j,1.219141200576104e-27+0.j,3.5516868210439715e-28+0.j,1.028364915622156e-28+0.j,2.9595424544307687e-29+0.j,8.466396981183018e-30+0.j,2.40769035590294e-30+0.j,6.80708322318103e-31+0.j
-0.38589991228684273+0.j,0.012990110330729823+0.j,0.2760571561218929+0.j,0.10527863394522313+0.j,-0.18077616390659637+0.j,-0.214449675406159+0.j,0.001464974379522848+0.j,0.19978688684102625+0.j,0.18432808514633867+0.j,-0.0034582811162142623+0.j,-0.17857599647247924+0.j,-0.19969516959298272+0.j,-0.06828934924417422+0.j,0.10604622727047407+0.j,0.2049996613585154+0.j,0.1776381366959686+0.j,0.05340019773533163+0.j,-0.0939474302291099+0.j,-0.1943398095638884+0.j,-0.2123183993860734+0.j,-0.1520980592481583+0.j,-0.04417908851505663+0.j,0.07367994067912105+0.j,0.17125554643935176+0.j,0.23252501050463997+0.j,0.2551849557814246+0.j,0.2462128658318861+0.j,0.2166049802266157+0.j,0.17724990180375047+0.j,0.13661148057398428+0.j,0.10001993300215518+0.j,0.06999907005189424+0.j,0.04705131083545109+0.j,0.030490136968401756+0.j,0.019106592995143563+0.j,0.011607704391085112+0.j,0.006851429919823415+0.j,0.003936299829568093+0.j,0.0022047661966749193+0.j,0.0012056324859170797+0.j,0.0006444459224498722+0.j,0.00033710134526174326+0.j,0.00017273155316251717+0.j,0.00008677876340985398+0.j,0.00004278029453627572+0.j,0.000020710467145442395+0.j,9.852634626986972e-6+0.j,4.609017013137555e-6+0.j,2.121358568982368e-6+0.j,9.611865833529378e-7+0.j,4.2895405123074233e-7+0.j,1.886384486287709e-7+0.j,8.178237307280414e-8+0.j,3.4968819757685654e-8+0.j,1.4752475200906543e-8+0.j,6.142886223046171e-9+0.j,2.5255484466195305e-9+0.j,1.0255535251391764e-9+0.j,4.1144948065682713e-10+0.j,1.631396214932441e-10+0.j,6.394548342908366e-11+0.j,2.4784752380443364e-11+0.j,9.50155856064164e-12+0.j,3.6036849251934777e-12+0.j,1.3525142378490604e-12+0.j,5.024315089855097e-13+0.j,1.847756093324336e-13+0.j,6.728744670140144e-14+0.j,2.426779501243959e-14+0.j,8.669923488572271e-15+0.j,3.0687922736128152e-15+0.j,1.0763724628839845e-15+0.j,3.7417369727469556e-16+0.j,1.289346263661469e-16+0.j,4.404727206065716e-17+0.j,1.4920614631093205e-17+0.j,5.0122819246650125e-18+0.j,1.6700367559610655e-18+0.j,5.519719013616325e-19+0.j,1.8099434781364618e-19+0.j,5.888775737307295e-20+0.j,1.901297526705438e-20+0.j,6.092445497216314e-21+0.j,1.9377581398723715e-21+0.j,6.11817879736964e-22+0.j,1.9178132707511004e-22+0.j,5.968944418223254e-23+0.j,1.8447604953727144e-23+0.j,5.6620878080296e-24+0.j,1.7260329092670483e-24+0.j,5.226343532610195e-25+0.j,1.5720367010225512e-25+0.j,4.697660520963282e-26+0.j,1.394736443571135e-26+0.j,4.114628323941368e-27+0.j,1.206236442241646e-27+0.j,3.514246112577957e-28+0.j,1.0175680155192648e-28+0.j,2.928593423919216e-29+0.j,8.378206995827495e-30+0.j
0.35868726959602504+0.j,-0.1485103044744687+0.j,-0.25009527934656495+0.j,0.0711951303757114+0.j,0.24247154221666598+0.j,0.05641114448379056+0.j,-0.1870805349901928+0.j,-0.18432808514633867+0.j,0.02845713146689427+0.j,0.19872387072003925+0.j,0.16211681297227415+0.j,-0.023785723436617574+0.j,-0.1811018701197602+0.j,-0.18562030847264832+0.j,-0.050257654206266995+0.j,0.11559578259646013+0.j,0.20158370529442698+0.j,0.165166001597747+0.j,0.03971433408206853+0.j,-0.10215149427914602+0.j,-0.19433235982467448+0.j,-0.2053633248140012+0.j,-0.14174695593606532+0.j,-0.034248639867752145+0.j,0.08049534667143153+0.j,0.17386004269021407+0.j,0.23119063664112424+0.j,0.2509913479938921+0.j,0.24048010531039196+0.j,0.21049575905213913+0.j,0.1715802031122561+0.j,0.13182651451179267+0.j,0.0962647634505758+0.j,0.06722161102307928+0.j,0.04509778111437947+0.j,0.02917514677350162+0.j,0.01825537429100648+0.j,0.011075834817700138+0.j,0.006529674677226118+0.j,0.0037473774868321567+0.j,0.002096874896475729+0.j,0.0011455966584761298+0.j,0.0006118452355661793+0.j,0.00031980227735254886+0.j,0.0001637506986136612+0.j,0.00008221235758396663+0.j,0.0000405041027463929+0.j,0.000019597207906532602+0.j,9.317973932997043e-6+0.j,4.356688359200683e-6+0.j,2.0042611140190356e-6+0.j,9.077197262767993e-7+0.j,4.0492026918308154e-7+0.j,1.7799735536487238e-7+0.j,7.713948914197185e-8+0.j,3.2971610198449364e-8+0.j,1.3905095838456613e-8+0.j,5.788135399531117e-9+0.j,2.3789522258276445e-9+0.j,9.65735901677167e-10+0.j,3.873400367621326e-10+0.j,1.5353824037653632e-10+0.j,6.01662967790748e-11+0.j,2.33141199994718e-11+0.j,8.935621685803346e-12+0.j,3.388257374386604e-12+0.j,1.2713789181444438e-12+0.j,4.721905656519366e-13+0.j,1.736184382244011e-13+0.j,6.321196713994364e-14+0.j,2.2793590389026188e-14+0.j,8.141750583782816e-15+0.j,2.8813294323532047e-15+0.j,1.0104469995515391e-15+0.j,3.511981822995599e-16+0.j,1.2099822409651807e-16+0.j,4.132959384212681e-17+0.j,1.3997925552364702e-17+0.j,4.701639798533384e-18+0.j,1.5663136994207934e-18+0.j,5.176192344679356e-19+0.j,1.6970746609054638e-19+0.j,5.520839904879034e-20+0.j,1.7822804765056e-20+0.j,5.710379921762231e-21+0.j,1.81602488219825e-21+0.j,5.733168289896048e-22+0.j,1.796927326566514e-22+0.j,5.59209715833921e-23+0.j,1.7281100732290655e-23+0.j,5.303510815889436e-24+0.j,1.6165626428973836e-24+0.j,4.894396435250918e-25+0.j,1.4720503620981965e-25+0.j,4.39846809777128e-26+0.j,1.3057883519598254e-26+0.j,3.851882532057628e-27+0.j,1.129113428303093e-27+0.j,3.2892803793382865e-28+0.j,9.523500765799587e-29+0.j
