0.08824887569688931+0.j,0.-0.19445191995151825j,-0.30297046411232986+0.j,0.+0.38542751885854165j,0.4246349908276241+0.j,0.-0.41844061370764885j,-0.3764100926836826+0.j,0.+0.31348393824628207j,0.24421557340734185+0.j,0.-0.17937220826180802j,-0.12498509057046392+0.j,0.+0.08303571337732987j,0.0528174406000964+0.j,0.-0.032278157090159174j,-0.019008496513593647+0.j,0.+0.010814468809797799j,0.005957283327166282+0.j,0.-0.0031836612344200727j,-0.001653459840713967+0.j,0.+0.0008358337533287468j,0.000411820500259272+0.j,0.-0.0001980164949639618j,-0.00009302358721821141+0.j,0.+0.0000427397738075228j,0.000019223375663301734+0.j,0.-8.471546580417405e-6j,-3.6608259693156848e-6+0.j,0.+1.5523879249641056e-6j,6.464341550117234e-7+0.j,0.-2.6450162850258874e-7j,-1.0640714170169474e-7+0.j,0.+4.211075083004671e-8j,1.6402915597694864e-8+0.j,0.-6.291687370875443e-9j,-2.377555867162965e-9+0.j,0.+8.85522831150071e-10j,3.252007713379952e-10+0.j,0.-1.178022971898882e-10j,-4.210803891167381e-11+0.j,0.+1.485715884170745e-11j,5.1761735038134785e-12+0.j,0.-1.781229796523243e-12j,-6.056174227198303e-13+0.j,0.+2.0350129973545832e-13j,6.759956535464063e-14+0.j,0.-2.2204484811952072e-14j,-7.213812329216546e-15+0.j,0.+2.3185633427255848e-15j,7.37397058754027e-16+0.j,0.-2.321167148978292e-16j,-7.233099972307712e-17+0.j,0.+2.2317340220195145e-17j,6.819363123974066e-18+0.j,0.-2.0639964046628984e-18j,-6.188923449965289e-19+0.j,0.+1.8388098466971601e-19j,5.414344205351367e-20+0.j,0.-1.5801979289972014e-20j,-4.5719402491609e-21+0.j,0.+1.3115280837920945e-21j,3.73082625056649e-22+0.j,0.-1.0525510305572689e-22j,-2.9454412895082886e-23+0.j,0.+8.176795763056242e-24j,2.2521443228338015e-24+0.j,0.-6.155206021782022e-25j,-1.6694510150486537e-25+0.j,0.+4.4940648352672105e-26j,1.2008477031607251e-26+0.j,0.-3.185418080736514e-27j,-8.389198591840411e-28+0.j,0.+2.1937864785724873e-28j,5.696802477292542e-29+0.j,0.-1.4691724844315297e-29j,-3.763223227239915e-30+0.j,0.+9.574859355584846e-31j,2.4200740881972673e-31+0.j,0.-6.076959661768246e-32j,-1.5161497779911868e-32+0.j,0.+3.7586476524379086e-33j,9.259545635485196e-34+0.j,0.-2.266993221009292e-34j,-5.516280601720924e-35+0.j,0.+1.334167502628725e-35j,3.20755247005713e-36+0.j,0.-7.665974336348624e-37j,-1.821466506910662e-37+0.j,0.+4.3029333385248307e-38j,1.0107094734286309e-38+0.j,0.-2.3606651436845195e-39j,-5.4829740097251344e-40+0.j,0.+1.266480611414326e-40j,2.9094284837934303e-41+0.j,0.-6.64766715620859e-42j,-1.5108049329311128e-42+0.j,0.+3.4154634800311307e-43j,7.680987952417444e-44+0.j,0.-1.7184395966768932e-44j,-3.824937013324467e-45+0.j,0.+8.470513618200914e-46j
0.-0.19445191995151825j,-0.3402160636492386+0.j,0.+0.3925835028732811j,0.32450974461996934+0.j,0.-0.16480661907994903j,0.027500044006821094+0.j,0.-0.195565450627992j,-0.30514154410502886+0.j,0.+0.34854984932262006j,0.3374091604569249+0.j,0.-0.29182642156928745j,-0.23156366852057902+0.j,0.+0.17126359835847368j,0.11931270893086711+0.j,0.-0.07888954730941732j,-0.04979045712492482+0.j,0.+0.030131303693492918j,0.017547472404906745+0.j,0.-0.009863815822794764j,-0.005365547086659626+0.j,0.+0.002830536603641526j,0.001450879315649083+0.j,0.-0.000723806934158594j,-0.00035195052897487634+0.j,0.+0.00016702354219871385j,0.00007745025526310086+0.j,0.-0.00003513013704657576j,-0.00001560160170328859+0.j,0.+6.7900799142673534e-6j,2.8983385438022186e-6+0.j,0.-1.2142723465136416e-6j,-4.996609887144142e-7+0.j,0.+2.020713875278375e-7j,8.03641623480999e-8+0.j,0.-3.144770267814048e-8j,-1.2114605570884643e-8+0.j,0.+4.596573587570722e-9j,1.718547682014151e-9+0.j,0.-6.333992031509108e-10j,-2.302276230473544e-10+0.j,0.+8.255948731485326e-11j,2.921883254034063e-11+0.j,0.-1.0209241172914148e-11j,-3.5228942301866153e-12+0.j,0.+1.2009226988096637e-12j,4.045452144941645e-13+0.j,0.-1.3470287365307356e-13j,-4.4346568996767823e-14+0.j,0.+1.4438661036385147e-14j,4.650322007336247e-15+0.j,0.-1.4819353434120485e-15j,-4.673715308683137e-16+0.j,0.+1.4590650835474918e-16j,4.5097801564570825e-17+0.j,0.-1.3803516186775985e-17j,-4.184656052828529e-18+0.j,0.+1.2567369617645624e-18j,3.739551636685319e-19+0.j,0.-1.102702505319565e-19j,-3.222785381714446e-20+0.j,0.+9.336984218691613e-21j,2.681944172374837e-21+0.j,0.-7.638782059094819e-22j,-2.15770000018739e-22+0.j,0.+6.045188036030111e-23j,1.680109960096245e-23+0.j,0.-4.632657950377012e-24j,-1.2674801109451057e-24+0.j,0.+3.4413001024079693e-25j,9.273099475160344e-26+0.j,0.-2.4802602415629656e-26j,-6.585474661643915e-27+0.j,0.+1.7359634024737484e-27j,4.543625467700039e-28+0.j,0.-1.1809092440509338e-28j,-3.048069747174755e-29+0.j,0.+7.813917819765463e-30j,1.9897036711106046e-30+0.j,0.-5.032949541895316e-31j,-1.2647635053287182e-31+0.j,0.+3.157807271837549e-32j,7.834070618150739e-33+0.j,0.-1.931301228016987e-33j,-4.731593762798758e-34+0.j,0.+1.1521079229068093e-34j,2.7883014048050186e-35+0.j,0.-6.707781236269872e-36j,-1.604137901390653e-36+0.j,0.+3.813804564651123e-37j,9.014853515649403e-38+0.j,0.-2.1187090437972695e-38j,-4.9513612714789e-39+0.j,0.+1.1506577475472342e-39j,2.6592732483418626e-40+0.j,0.-6.112254233071474e-41j,-1.397292492824675e-41+0.j,0.+3.177210432188239e-42j,7.186246366104171e-43+0.j,0.-1.6168878622580697e-43j,-3.619120806246282e-44+0.j
-0.30297046411232986+0.j,0.+0.3925835028732811j,0.2714580514637271+0.j,0.-0.024795536375504763j,0.20214518782869875+0.j,0.-0.30342924609844746j,-0.2570739537822105+0.j,0.+0.10956362364822793j,-0.06721666005709559+0.j,0.+0.21367747467161366j,0.2997826839866814+0.j,0.-0.3236003119492841j,-0.30037148572659483+0.j,0.+0.25074019553846116j,0.1927560102863569+0.j,0.-0.13847071062339233j,-0.09388188118917011+0.j,0.+0.060506832162340846j,0.037273863083212004+0.j,0.-0.022042403237310354j,-0.012557164440387595+0.j,0.+0.006911409667890663j,0.003684277602806395+0.j,0.-0.0019061837973579844j,-0.0009589573716534381+0.j,0.+0.000469844174131186j,0.00022451551650174066+0.j,0.-0.00010476791689800206j,-0.000047796401866425365+0.j,0.+0.000021340028318213736j,9.333290843544076e-6+0.j,0.-4.002086256183033e-6j,-1.6838017970718298e-6+0.j,0.+6.956045513571775e-7j,2.8235208465989296e-7+0.j,0.-1.1267972786047932e-7j,-4.4236117100293466e-8+0.j,0.+1.7092986242818523e-8j,6.504092899624033e-9+0.j,0.-2.438303493694773e-9j,-9.009754472795419e-10+0.j,0.+3.282788764266193e-10j,1.179907594753934e-10+0.j,0.-4.184937427925332e-11j,-1.4652712287041386e-11+0.j,0.+5.066165187089451e-12j,1.7302536586214534e-12+0.j,0.-5.839011749900563e-13j,-1.9475643064847357e-13+0.j,0.+6.422218049664369e-14j,2.0942645235048497e-14+0.j,0.-6.755207268908332e-15j,-2.1558034313633514e-15+0.j,0.+6.808340143699659e-16j,2.1282815235867977e-16+0.j,0.-6.586624612543988e-17j,-2.018502939866388e-17+0.j,0.+6.1264896557637445e-18j,1.8420009859282847e-18+0.j,0.-5.487073847644499e-19j,-1.619715136044982e-19+0.j,0.+4.738651349833471e-20j,1.374225447952085e-20+0.j,0.-3.9510701890317096e-21j,-1.1263909436435563e-21+0.j,0.+3.1845138691508794e-22j,8.929694568089714e-23+0.j,0.-2.4838618731903177e-23j,-6.854435562421052e-24+0.j,0.+1.8768243946745568e-24j,5.099596754797214e-25+0.j,0.-1.3751790296423558e-25j,-3.6808088675840477e-26+0.j,0.+9.779932368409039e-27j,2.5797850858017823e-27+0.j,0.-6.7566509048686215e-28j,-1.7572097678961824e-28+0.j,0.+4.53839796322816e-29j,1.1641524704040147e-29+0.j,0.-2.966100235891667e-30j,-7.507057042848903e-31+0.j,0.+1.887555631287419e-31j,4.7153417388310976e-32+0.j,0.-1.1704320564798322e-32j,-2.8869162965464547e-33+0.j,0.+7.076386773591713e-34j,1.7238993152354004e-34+0.j,0.-4.1741490318639085e-35j,-1.0046428121061204e-35+0.j,0.+2.4036668843273173e-36j,5.717237051090528e-37+0.j,0.-1.3520015157492447e-37j,-3.178895618779815e-38+0.j,0.+7.432105288054462e-39j,1.7278724490748534e-39+0.j,0.-3.994872018283409e-40j,-9.18569349288196e-41+0.j,0.+2.1007039968256854e-41j,4.7784493761777754e-42+0.j,0.-1.0811928694319004e-42j
0.+0.38542751885854165j,0.32450974461996934+0.j,0.-0.024795536375504763j,0.2399141117203659+0.j,0.-0.28579285050634723j,-0.1250428485531009+0.j,0.-0.1020740336738363j,-0.2533042695780897+0.j,0.+0.26442713051511435j,0.15540969834241197+0.j,0.+0.00874776365299828j,0.162368108330546+0.j,0.-0.2650794266437366j,-0.30629095437428583+0.j,0.+0.29644385378675175j,0.2548583625708888+0.j,0.-0.20035144421607168j,-0.14650908434277152+0.j,0.+0.10079247164511419j,0.06576232336265836+0.j,0.-0.04093849270126522j,-0.024430701369128862+0.j,0.+0.01402918780495047j,0.007776328113132488+0.j,0.-0.004171552806279624j,-0.0021705535677672577+0.j,0.+0.00109756368288002j,0.0005402647842866684+0.j,0.-0.00025926650571697445j,-0.00012145707890829655+0.j,0.+0.00005560963664729156j,0.000024911030296469224+0.j,0.-0.000010928690276709635j,-4.699617088206631e-6+0.j,0.+1.9825562676717058e-6j,8.210690993920191e-7+0.j,0.-3.34058519007466e-7j,-1.3360708973704995e-7+0.j,0.+5.256012390389829e-8j,2.0348923342140163e-8+0.j,0.-7.757238754953404e-9j,-2.9131431099164938e-9+0.j,0.+1.07820371950775e-9j,3.934666211189297e-10+0.j,0.-1.4163027738919417e-10j,-5.0304727705799857e-11+0.j,0.+1.763682552999121e-11j,6.105724379307852e-12+0.j,0.-2.087842964945856e-12j,-7.05397724498347e-13+0.j,0.+2.355435160245694e-13j,7.775502023171706e-14+0.j,0.-2.538163932532545e-14j,-8.195084469841946e-15+0.j,0.+2.6177821974570596e-15j,8.274831684561068e-16+0.j,0.-2.5889608008861165e-16j,-8.019061584025453e-17+0.j,0.+2.4594659265239578e-17j,7.470698378212741e-18+0.j,0.-2.2478400155900938e-18j,-6.700866847597794e-19+0.j,0.+1.9793958608503696e-19j,5.794851992282919e-20+0.j,0.-1.6816259715036783e-20j,-4.837942745776362e-21+0.j,0.+1.3800692207634679e-21j,3.904021537943254e-22+0.j,0.-1.0953552600622e-22j,-3.0485093424021546e-23+0.j,0.+8.417171796937119e-24j,2.3059270921718962e-24+0.j,0.-6.268715329278919e-25j,-1.6912833126660586e-25+0.j,0.+4.5290665515527664e-26j,1.2039369959901731e-26+0.j,0.-3.1772274910744454e-27j,-8.325067664047561e-28+0.j,0.+2.166038921187538e-28j,5.596630484892228e-29+0.j,0.-1.436185646747611e-29j,-3.66065360481543e-30+0.j,0.+9.26851655492182e-31j,2.3313299984076175e-31+0.j,0.-5.82608176797346e-32j,-1.4466554393329886e-32+0.j,0.+3.56947881218274e-33j,8.752462535334202e-34+0.j,0.-2.1329229594375025e-34j,-5.166214231552019e-35+0.j,0.+1.2438100546842127e-35j,2.9768121409616957e-36+0.j,0.-7.082638340479952e-37j,-1.6753857528763893e-37+0.j,0.+3.9403956648778293e-38j,9.215068960875165e-39+0.j,0.-2.1429839710165542e-39j,-4.9559628376644196e-40+0.j,0.+1.139862723361414e-40j,2.607464928557785e-41+0.j
0.4246349908276241+0.j,0.-0.16480661907994903j,0.20214518782869875+0.j,0.-0.28579285050634723j,-0.07495091092453637+0.j,0.-0.18176333447968157j,-0.26560306451014876+0.j,0.+0.14404029861473022j,-0.0669004507637393+0.j,0.+0.22542200327870246j,0.2553619352998095+0.j,0.-0.16437841927167843j,-0.010814720234584279+0.j,0.-0.1404304438610129j,-0.2464184106690409+0.j,0.+0.2932773190486162j,0.28898460427778394+0.j,0.-0.2516224165506239j,-0.19974715254472666+0.j,0.+0.1472201276729337j,0.10194607964965326+0.j,0.-0.06688596537989602j,-0.041838771610983615+0.j,0.+0.02507343834306176j,0.014452133475214653+0.j,0.-0.008037529688108785j,-0.004324634555619008+0.j,0.+0.0022563310750553355j,0.0011437659661171424+0.j,0.-0.000564284175737014j,-0.00027135740304218254+0.j,0.+0.0001273655809267536j,0.000058418626538137813+0.j,0.-0.00002621258906923948j,-0.000011517389511169473+0.j,0.+4.9598884768112745e-6j,2.0951667997323403e-6+0.j,0.-8.688010995900976e-7j,-3.5389792434453753e-7+0.j,0.+1.4170002423600264e-7j,5.58026046917503e-8+0.j,0.-2.162580022711487e-8j,-8.251778961802582e-9+0.j,0.+3.101635435877333e-9j,1.1489435847456563e-9+0.j,0.-4.1962043432376886e-10j,-1.5116070641446464e-10+0.j,0.+5.3729165104395506e-11j,1.8850621664694295e-11+0.j,0.-6.530296329879499e-12j,-2.234453478955379e-12+0.j,0.+7.55393959808309e-13j,2.523861351611266e-13+0.j,0.-8.336183531916522e-14j,-2.7226587900761503e-14+0.j,0.+8.795337598089645e-15j,2.8109263214921458e-15+0.j,0.-8.889632936926837e-16j,-2.7826022583633674e-16+0.j,0.+8.622692880686834e-17j,2.64573896925902e-17+0.j,0.-8.039844871406563e-18j,-2.4200589986789225e-18+0.j,0.+7.217050673897924e-19j,2.132671921691243e-19+0.j,0.-6.245842940814933e-20j,-1.813136008064567e-20+0.j,0.+5.218061042111444e-21j,1.4889913296386592e-21+0.j,0.-4.213490287896696e-22j,-1.1825488987671869e-22+0.j,0.+3.292167844001976e-23j,9.09258029474659e-24+0.j,0.-2.4916635143000375e-24j,-6.775506169801878e-25+0.j,0.+1.828502640323331e-25j,4.897796721525601e-26+0.j,0.-1.3022835832742793e-26j,-3.437612497217899e-27+0.j,0.+9.009492958150723e-28j,2.344661131723342e-28+0.j,0.-6.059532186321871e-29j,-1.5553178826712388e-29+0.j,0.+3.9651618544167215e-30j,1.0041622409272328e-30+0.j,0.-2.526309400636005e-31j,-6.314607046834458e-32+0.j,0.+1.5682660596262797e-32j,3.870279445346645e-33+0.j,0.-9.491802931159368e-34j,-2.313516960511992e-34+0.j,0.+5.604633125769931e-35j,1.3495977793688353e-35+0.j,0.-3.230543156134716e-36j,-7.687610671800832e-37+0.j,0.+1.818786624670652e-37j,4.278345557361163e-38+0.j,0.-1.000696156838856e-38j,-2.3274949670946198e-39+0.j,0.+5.3834746153387496e-40j
0.-0.41844061370764885j,0.027500044006821094+0.j,0.-0.30342924609844746j,-0.1250428485531009+0.j,0.-0.18176333447968157j,-0.2540627666879751+0.j,0.+0.06261681408641127j,-0.17232667811068988+0.j,0.+0.24812270559175154j,0.13237727889242454+0.j,0.+0.06715801975961111j,0.21678241605941814+0.j,0.-0.24399699198430908j,-0.15582012246940444+0.j,0.+0.007838696094222483j,-0.13781008084346844+0.j,0.+0.23986138561624717j,0.2849094151824587+0.j,0.-0.2805866337119322j,-0.24430633422251125+0.j,0.+0.19398131754013437j,0.143017027665926+0.j,0.-0.09907273748581615j,-0.06502648938237461+0.j,0.+0.04069183860368427j,0.02439567091531047+0.j,0.-0.014066838853262903j,-0.00782612579731576+0.j,0.+0.004212372620983897j,0.0021985005499355645+0.j,0.-0.0011148093326261202j,-0.000550166853350789+0.j,0.+0.0002646458221200642j,0.00012424995691154297+0.j,0.-0.0000570046902759455j,-0.00002558461246132127+0.j,0.+0.000011244173869940541j,4.843342452973633e-6+0.j,0.-2.0463839159779933e-6j,-8.487501429108803e-7+0.j,0.+3.4579960979541163e-7j,1.3848400862467715e-7+0.j,0.-5.45461178453667e-8j,-2.114257590749686e-8+0.j,0.+8.068754279024713e-9j,3.033331547022575e-9+0.j,0.-1.123816150344508e-9j,-4.1050456086988787e-10+0.j,0.+1.4789809173278924e-10j,5.257674463061528e-11+0.j,0.-1.84487518841018e-11j,-6.391897508515631e-12+0.j,0.+2.1873678782132087e-12j,7.39563931285695e-13+0.j,0.-2.4712552669617325e-13j,-8.163334107151716e-14+0.j,0.+2.6664907712939007e-14j,8.614784084459603e-15+0.j,0.-2.7534987831912935e-15j,-8.708861749769019e-16+0.j,0.+2.726274017119914e-16j,8.448912597079361e-17+0.j,0.-2.5926458942243285e-17j,-7.879180098995641e-18+0.j,0.+2.3718943947474205e-18j,7.07398481758223e-19+0.j,0.-2.0905587483722387e-19j,-6.122973322982072e-20+0.j,0.+1.77759876845901e-20j,5.1161547052221684e-21+0.j,0.-1.4600138632623374e-21j,-4.131771371773316e-22+0.j,0.+1.1596904394352158e-22j,3.2287384234187504e-23+0.j,0.-8.917954105291776e-24j,-2.443959326081894e-24+0.j,0.+6.646180682851972e-25j,1.7937055765874922e-25+0.j,0.-4.804861401362782e-26j,-1.2776432753360951e-26+0.j,0.+3.372751352349586e-27j,8.839965158718762e-28+0.j,0.-2.300660542627146e-28j,-5.94611483303561e-29+0.j,0.+1.5262813329828618e-29j,3.891321306817396e-30+0.j,0.-9.855084094779285e-31j,-2.479492545157485e-31+0.j,0.+6.197863117024666e-32j,1.5393392774270597e-32+0.j,0.-3.799054085532198e-33j,-9.317513132606064e-34+0.j,0.+2.2711287279076577e-34j,5.502165400513463e-35+0.j,0.-1.324975459854595e-35j,-3.1717263021664514e-36+0.j,0.+7.547930188110207e-37j,1.785805897485449e-37+0.j,0.-4.2009164862952084e-38j,-9.826204492266868e-39+0.j
-0.3764100926836826+0.j,0.-0.195565450627992j,-0.2570739537822105+0.j,0.-0.1020740336738363j,-0.26560306451014876+0.j,0.+0.06261681408641127j,-0.1977355364390243+0.j,0.+0.2226511097382063j,0.02421416207168895+0.j,0.+0.1848064482574688j,0.23131062395515176+0.j,0.-0.10407518628781898j,0.08708806661593577+0.j,0.-0.2189851717123801j,-0.2309678351564185+0.j,0.+0.13636173053036524j,-0.009274556273024741+0.j,0.+0.14745535844305677j,0.2410746434009322+0.j,0.-0.2795407376738028j,-0.2715435541054399+0.j,0.+0.23425421918312758j,0.18473544198642333+0.j,0.-0.1354786598018613j,-0.0934484565493614+0.j,0.+0.06111663476277887j,0.03812975197859512+0.j,0.-0.022800245580124723j,-0.013117105688187853+0.j,0.+0.007283164354221232j,0.003913165044604145+0.j,0.-0.00203909036228359j,-0.001032492611386523+0.j,0.+0.0005088798727291164j,0.0002444952385621334+0.j,0.-0.0001146646566233694j,-0.00005255449978562131+0.j,0.+0.000023565552915992524j,0.000010347977567685744+0.j,0.-4.453778839483799e-6j,-1.8803978872925998e-6+0.j,0.+7.793685937715932e-7j,3.1732704739744234e-7+0.j,0.-1.270045004943342e-7j,-4.999608284944035e-8+0.j,0.+1.9368546926394757e-8j,7.387980981469756e-9+0.j,0.-2.7760758785791205e-9j,-1.028039856515781e-9+0.j,0.+3.753583601354013e-10j,1.351803325070661e-10+0.j,0.-4.803703288836194e-11j,-1.6849580372980823e-11+0.j,0.+5.8357814993211316e-12j,1.9963889404509567e-12+0.j,0.-6.747760577514024e-13j,-2.254074415631304e-13+0.j,0.+7.443729837032711e-14j,2.4307530276163687e-14+0.j,0.-7.851052256141736e-15j,-2.5087407185474117e-15+0.j,0.+7.932756523654964e-16j,2.4827228125925223e-16+0.j,0.-7.692357773722498e-17j,-2.359964642050457e-17+0.j,0.+7.170516778843098e-18j,2.158118210460272e-18+0.j,0.-6.435134006066323e-19j,-1.9013952988057496e-19+0.j,0.+5.567904768102616e-20j,1.6161633239167493e-20+0.j,0.-4.650715790375841e-21j,-1.3269671251880235e-21+0.j,0.+3.7546445563560504e-22j,1.0536738215810964e-22+0.j,0.-2.933125476030655e-23j,-8.100254886136316e-24+0.j,0.+2.2195504078729164e-24j,6.035074010862175e-25+0.j,0.-1.6285563256611553e-25j,-4.361896285758847e-26+0.j,0.+1.1597076813685528e-26j,3.0610416135856558e-27+0.j,0.-8.022004944540586e-28j,-2.0875351408087002e-28+0.j,0.+5.394668721052721e-29j,1.3845786276926028e-29+0.j,0.-3.529660378866634e-30j,-8.938202004828791e-31+0.j,0.+2.24857719342781e-31j,5.620089806074209e-32+0.j,0.-1.395702903548364e-32j,-3.444232813448051e-33+0.j,0.+8.446493036971874e-34j,2.0586310564882264e-34+0.j,0.-4.986911889467362e-35j,-1.2007927832042963e-35+0.j,0.+2.874213237374794e-36j,6.8393533210331624e-37+0.j,0.-1.618028289194147e-37j
0.+0.31348393824628207j,-0.30514154410502886+0.j,0.+0.10956362364822793j,-0.2533042695780897+0.j,0.+0.14404029861473022j,-0.17232667811068988+0.j,0.+0.2226511097382063j,-0.012306006008519952+0.j,0.+0.21785787583348293j,0.18136780886274131+0.j,0.+0.02824455912288801j,0.2032867394237448+0.j,0.-0.20879557146770167j,-0.06369541401817715+0.j,0.-0.11733588803633108j,-0.22453675906722004+0.j,0.+0.21388364579928767j,0.10835123628985806+0.j,0.+0.035681493565170405j,0.16436396524791733+0.j,0.-0.2463616808763878j,-0.2752343358728078+0.j,0.+0.2614359503162777j,0.22203133788617063+0.j,0.-0.17303147149455828j,-0.12570148889052019+0.j,0.+0.0860314945261896j,0.05589671947804366+0.j,0.-0.03467623054808424j,-0.020632964474047385+0.j,0.+0.011818598864976828j,0.0065367249963001256+0.j,0.-0.003499872365387093j,-0.0018179817160078025+0.j,0.+0.0009178947375810554j,0.0004512123191671211+0.j,0.-0.00021626626948067587j,-0.00010120038146196738+0.j,0.+0.0000462880166949145j,0.00002071601487081345+0.j,0.-9.080524393569242e-6j,-3.9017734179553076e-6+0.j,0.+1.6447773070686104e-6j,6.807157668592474e-7+0.j,0.-2.767791193280491e-7j,-1.1063258589028606e-7+0.j,0.+4.3497979130603534e-8j,1.683170420194232e-8+0.j,0.-6.413295208899807e-9j,-2.4073297696831735e-9+0.j,0.+8.906057816656306e-10j,3.24873128220938e-10+0.j,0.-1.16894121410194e-10j,-4.1503503300345104e-11+0.j,0.+1.4546007734886003e-11j,5.034026356987613e-12+0.j,0.-1.7208298309057008e-12j,-5.81222448138883e-13+0.j,0.+1.9402321118683803e-13j,6.403107004820585e-14+0.j,0.-2.089618406785895e-14j,-6.745134608549469e-15+0.j,0.+2.15409639388601e-15j,6.807529237028951e-16+0.j,0.-2.1294064792600325e-16j,-6.594216228214833e-17+0.j,0.+2.0220437760860688e-17j,6.140792477723706e-18+0.j,0.-1.847333351903714e-18j,-5.505927914024664e-19+0.j,0.+1.6261278771098334e-19j,4.759809640974262e-20+0.j,0.-1.3810340824016034e-20j,-3.972518190280186e-21+0.j,0.+1.1330224729318778e-21j,3.2046789946426735e-22+0.j,0.-8.990090986108722e-23j,-2.5017007899243e-23+0.j,0.+6.906446732032594e-24j,1.891805540815308e-24+0.j,0.-5.142255368355585e-25j,-1.3871942304132342e-25+0.j,0.+3.714300234179523e-26j,9.87235954775439e-27+0.j,0.-2.60504877066327e-27j,-6.82506896267072e-28+0.j,0.+1.7755731870177985e-28j,4.587259158918658e-29+0.j,0.-1.1770441819354683e-29j,-2.9998361138724637e-30+0.j,0.+7.594635943564562e-31j,1.9101144945870106e-31+0.j,0.-4.773008213742334e-32j,-1.1850636292671119e-32+0.j,0.+2.923770609821556e-33j,7.16855462880578e-34+0.j,0.-1.74678821556037e-34j,-4.230601349780808e-35+0.j,0.+1.0184722379328359e-35j,2.437321407178097e-36+0.j
0.24421557340734185+0.j,0.+0.34854984932262006j,-0.06721666005709559+0.j,0.+0.26442713051511435j,-0.0669004507637393+0.j,0.+0.24812270559175154j,0.02421416207168895+0.j,0.+0.21785787583348293j,0.15741333070014601+0.j,0.+0.08978094604026994j,0.22477893017243125+0.j,0.-0.12524820162610617j,0.08631492484154127+0.j,0.-0.21654209178702108j,-0.17567010576919445+0.j,0.+0.014253651875103298j,-0.15091966528886416+0.j,0.+0.22737669500073307j,0.1903240566129819+0.j,0.-0.07305672872811596j,0.06795739345991432+0.j,0.-0.1847338233887784j,-0.2527562434985451+0.j,0.+0.2703156032367198j,0.2497716470246458+0.j,0.-0.2079532117004635j,-0.15958986807258782+0.j,0.+0.11450433728458145j,0.07755912152962854+0.j,0.-0.04994773414169406j,-0.03074843859636011+0.j,0.+0.018172584778963805j,0.010346920074202789+0.j,0.-0.005691999432503943j,-0.0030327913968030114+0.j,0.+0.0015684035165391896j,0.0007886864553755486+0.j,0.-0.0003862593613410212j,-0.0001845010422357375+0.j,0.+0.00008606263241460547j,0.00003924835337996766+0.j,0.-0.000017517285718487798j,-7.658743707472468e-6+0.j,0.+3.2829565741646416e-6j,1.3807988174586466e-6+0.j,0.-5.702524463012056e-7j,-2.314010881494083e-7+0.j,0.+9.231961900756294e-8j,3.623289281054306e-8+0.j,0.-1.3996697002932712e-8j,-5.3245096059237925e-9+0.j,0.+1.9955811992053952e-9j,7.372023694529945e-10+0.j,0.-2.685418969962147e-10j,-9.649738700610149e-11+0.j,0.+3.421826146873778e-11j,1.1978191798469435e-11+0.j,0.-4.1405649232519665e-12j,-1.4138380843324577e-12+0.j,0.+4.770253183484106e-13j,1.5907740757800284e-13+0.j,0.-5.244676508589094e-14j,-1.7099539347607278e-14+0.j,0.+5.5145863266644786e-15j,1.759571400210162e-15+0.j,0.-5.556028529640994e-16j,-1.7365197283090934e-16+0.j,0.+5.373321811855487e-17j,1.6464191813369604e-17+0.j,0.-4.99638116910874e-18j,-1.5019940696152029e-18+0.j,0.+4.47358075041052e-19j,1.3203552333469545e-19+0.j,0.-3.862300728820568e-20j,-1.1199276019540377e-20+0.j,0.+3.2195023199324774e-21j,9.177122722049588e-22+0.j,0.-2.59421064249373e-22j,-7.273520488061149e-23+0.j,0.+2.0229385889207672e-23j,5.581813701531136e-24+0.j,0.-1.5281880814591168e-24j,-4.151830784107095e-25+0.j,0.+1.1194759435142462e-25j,2.99606718873612e-26+0.j,0.-7.959722009899061e-27j,-2.0994247940376363e-27+0.j,0.+5.4979902912539775e-28j,1.429725652817633e-28+0.j,0.-3.6922336961555463e-29j,-9.470106000254624e-30+0.j,0.+2.412626031681067e-30j,6.105678424329476e-31+0.j,0.-1.5350579951129641e-31j,-3.8344209249107465e-32+0.j,0.+9.516892257815526e-33j,2.3471789091387673e-33+0.j,0.-5.752906645784072e-34j,-1.4013677210919998e-34+0.j,0.+3.3929173315111934e-35j
