0.11361397508152953+0.j,0.23695794116471292+0.j,0.3494586402180535+0.j,0.42079896996411814+0.j,0.43881774885253383+0.j,0.4092971265707128+0.j,0.3484998401957252+0.j,0.27472177005875364+0.j,0.2025758152082677+0.j,0.1408334613386195+0.j,0.09288495307855998+0.j,0.05841017887374845+0.j,0.035167170412722625+0.j,0.02034254392968403+0.j,0.011339156710981114+0.j,0.006106250837810522+0.j,0.0031838614609790952+0.j,0.0016105314652276916+0.j,0.0007917215647363079+0.j,0.0003788219947413055+0.j,0.00017666873586454085+0.j,0.0000804062053784471+0.j,0.000035753432231007+0.j,0.000015548673136947408+0.j,6.6195310835459535e-6+0.j,2.761192812604748e-6+0.j,1.1294046539524424e-6+0.j,4.5332242537516666e-7+0.j,1.786766086269221e-7+0.j,6.920033781305614e-8+0.j,2.635039318780059e-8+0.j,9.870650297175561e-9+0.j,3.639236581357243e-9+0.j,1.3212738269268508e-9+0.j,4.725990957884413e-10+0.j,1.6660896901000842e-10+0.j,5.7914410393992274e-11+0.j,1.9857532865910508e-11+0.j,6.7185105652345506e-12+0.j,2.2437796955846244e-12+0.j,7.399284579177329e-13+0.j,2.4101124998211274e-13+0.j,7.756256855445017e-14+0.j,2.4669336424882642e-14+0.j,7.756586538055034e-15+0.j,2.4115923526525998e-15+0.j,7.415910757788043e-16+0.j,2.2560830293278703e-16+0.j,6.791629291969508e-17+0.j,2.0235570152906924e-17+0.j,5.968565387522893e-18+0.j,1.7431083398307196e-18+0.j,5.041528442728538e-19+0.j,1.4443212455140919e-19+0.j,4.0992691338133535e-20+0.j,1.1528282238834621e-20+0.j,3.212995369861719e-21+0.j,8.875895585278386e-22+0.j,2.430735482264415e-22+0.j,6.600110513352856e-23+0.j,1.7771132095199447e-23+0.j,4.745584275283432e-24+0.j,1.2569944446144484e-24+0.j,3.302954539707094e-25+0.j,8.610970909696542e-26+0.j,2.227588445238847e-26+0.j,5.718768304097057e-27+0.j,1.4571511817721874e-27+0.j,3.6854427502573243e-28+0.j,9.25347032637971e-29+0.j,2.3067213185695777e-29+0.j,5.7095971602910194e-30+0.j,1.4033911461396008e-30+0.j,3.425759059988035e-31+0.j,8.30578084774358e-32+0.j,2.0002733504012715e-32+0.j,4.785442094653922e-33+0.j,1.1374078352785811e-33+0.j,2.686014959234293e-34+0.j,6.302812594377884e-35+0.j,1.469700741901523e-35+0.j,3.4058531353827026e-36+0.j,7.844377823971593e-37+0.j,1.7958041457370828e-37+0.j,4.086569031441787e-38+0.j,9.244616279835247e-39+0.j,2.079118182909257e-39+0.j,4.648994827510136e-40+0.j,1.0336112786653263e-40+0.j,2.28508178831308e-41+0.j,5.023657320040854e-42+0.j,1.0983451172459468e-42+0.j,2.388275496080725e-43+0.j,5.165144326226879e-44+0.j,1.111112535170619e-44+0.j,2.377583385638982e-45+0.j,5.0610386450150316e-46+0.j,1.071749523545977e-46+0.j,2.2579783526850646e-47+0.j,4.73305650707639e-48+0.j
-0.23695794116471292+0.j,-0.38059517340330173+0.j,-0.39373606164335967+0.j,-0.27235537770346613+0.j,-0.07361825807921236+0.j,0.12757953224669022+0.j,0.27572362997465655+0.j,0.3490729785510053+0.j,0.35453012217660623+0.j,0.313999433538684+0.j,0.25162986133353604+0.j,0.18624188620481294+0.j,0.12899270976518268+0.j,0.08436979666862195+0.j,0.052465421957670386+0.j,0.031180919257749524+0.j,0.017784612006727527+0.j,0.009768406977530165+0.j,0.005181659529593028+0.j,0.0026609476863233192+0.j,0.0013256759407363477+0.j,0.0006418993930273219+0.j,0.00030256971611881126+0.j,0.00013903849037772738+0.j,0.00006236666666265845+0.j,0.000027338799048483777+0.j,0.000011723843613383322+0.j,4.9230909857886e-6+0.j,2.026101578709969e-6+0.j,8.17875937154964e-7+0.j,3.240684051093134e-7+0.j,1.26126149217436e-7+0.j,4.8246689806818224e-8+0.j,1.8150119934089874e-8+0.j,6.718612171485472e-9+0.j,2.448447493741186e-9+0.j,8.788651571991251e-10+0.j,3.1086392490146295e-10+0.j,1.0839765395526266e-10+0.j,3.727736656691598e-11+0.j,1.2647683835118822e-11+0.j,4.235190948155487e-12+0.j,1.4001637594917415e-12+0.j,4.571604006814676e-13+0.j,1.4746041219311584e-13+0.j,4.700304892887976e-14+0.j,1.4809522520581425e-14+0.j,4.613554390284745e-15+0.j,1.4214111820855792e-15+0.j,4.332099198431342e-16+0.j,1.3063880531087015e-16+0.j,3.898858467467923e-17+0.j,1.1518251257620483e-17+0.j,3.3690545764142306e-18+0.j,9.758589935527075e-19+0.j,2.799660797652166e-19+0.j,7.956861057814122e-20+0.j,2.2406390092417893e-20+0.j,6.25271658083085e-21+0.j,1.7294287540829667e-21+0.j,4.741781639788573e-22+0.j,1.288993945325434e-22+0.j,3.474512905922352e-23+0.j,9.288206426743e-24+0.j,2.4627697097391924e-24+0.j,6.4777917604106015e-25+0.j,1.690428443236785e-25+0.j,4.3771042042340533e-26+0.j,1.1247325495601516e-26+0.j,2.8683645175104723e-27+0.j,7.260909520630097e-28+0.j,1.8245962439935227e-28+0.j,4.552056861471344e-29+0.j,1.1276088924271451e-29+0.j,2.773720618457513e-30+0.j,6.7758320425969355e-31+0.j,1.6439907462862193e-31+0.j,3.9619859778181627e-32+0.j,9.485107771520864e-33+0.j,2.2559282859302755e-33+0.j,5.330880182003722e-34+0.j,1.2516968053462847e-34+0.j,2.9205256425733125e-35+0.j,6.772028075116086e-36+0.j,1.5606505354485517e-36+0.j,3.5748209979639187e-37+0.j,8.139475081923736e-38+0.j,1.8423110061966887e-38+0.j,4.1455695364967715e-39+0.j,9.274483321344355e-40+0.j,2.063043480849451e-40+0.j,4.56318831386284e-41+0.j,1.0036847793406823e-41+0.j,2.1954431234026333e-42+0.j,4.77605505920513e-43+0.j,1.0333906884295454e-43+0.j,2.2239913597282765e-44+0.j,4.761016541720922e-45+0.j,1.013884580529359e-45+0.j,2.1479455368798178e-46+0.j
0.3494586402180535+0.j,0.39373606164335967+0.j,0.20007525287735317+0.j,-0.08056447798778028+0.j,-0.27659861537406655+0.j,-0.3045512486973087+0.j,-0.18565491225730998+0.j,0.0010290605963039045+0.j,0.17529530350835512+0.j,0.28899478099779824+0.j,0.3310277193838201+0.j,0.31546024772882497+0.j,0.26596291482368106+0.j,0.2044420639311404+0.j,0.1458470305474479+0.j,0.09769776784834158+0.j,0.06196473224493164+0.j,0.03744444767145593+0.j,0.021663461030457642+0.j,0.012046659470751375+0.j,0.006459587324152677+0.j,0.0033490265627972144+0.j,0.0016827184731610823+0.j,0.0008210139303058703+0.j,0.00038966692341785633+0.j,0.000180181003454216+0.j,0.0000812814601597115+0.j,0.000035815721438176866+0.j,0.00001543248441127667+0.j,6.508985448551593e-6+0.j,2.6896932795465435e-6+0.j,1.0898514313071708e-6+0.j,4.333517900381147e-7+0.j,1.6921171448580501e-7+0.j,6.492644890589225e-8+0.j,2.449507244570483e-8+0.j,9.091758331643676e-9+0.j,3.321688950887951e-9+0.j,1.1951627445953248e-9+0.j,4.2369550931365206e-10+0.j,1.4805701717723953e-10+0.j,5.10188883921979e-11+0.j,1.734316254712155e-11+0.j,5.818085482145489e-12+0.j,1.9268020456820596e-12+0.j,6.301474292128717e-13+0.j,2.0357805313460342e-13+0.j,6.498788896027994e-14+0.j,2.050545268083787e-14+0.j,6.3967410822715925e-15+0.j,1.9733873105443326e-15+0.j,6.021944054917929e-16+0.j,1.8181677403671147e-16+0.j,5.4325244270832507e-17+0.j,1.6066952801263402e-17+0.j,4.704561950055571e-18+0.j,1.3640957858176914e-18+0.j,3.9173585208978355e-19+0.j,1.1144077986950667e-19+0.j,3.14104329077568e-20+0.j,8.773167316352357e-21+0.j,2.4286374472706377e-21+0.j,6.664403552846105e-22+0.j,1.813085780555246e-22+0.j,4.891000926744697e-23+0.j,1.3084621723403024e-23+0.j,3.471908615864819e-24+0.j,9.138539453086345e-25+0.j,2.3863961389809695e-25+0.j,6.183289895771253e-26+0.j,1.5898655635862898e-26+0.j,4.057100022115751e-27+0.j,1.0276253433550497e-27+0.j,2.583839155566056e-28+0.j,6.449916916468426e-29+0.j,1.5986220621431844e-29+0.j,3.9344524461975486e-30+0.j,9.616392216676058e-31+0.j,2.334375855252242e-31+0.j,5.628600092626248e-32+0.j,1.34815606275424e-32+0.j,3.207954790316837e-33+0.j,7.584059573483539e-34+0.j,1.7815451465208517e-34+0.j,4.1586156199094307e-35+0.j,9.646992580539966e-36+0.j,2.2241282953761036e-36+0.j,5.096653879638475e-37+0.j,1.1609132240627213e-37+0.j,2.6286624384373504e-38+0.j,5.917260931001945e-39+0.j,1.324302342638994e-39+0.j,2.9468843966626707e-40+0.j,6.520440163768643e-41+0.j,1.434684111949363e-41+0.j,3.1392673530465725e-42+0.j,6.831552965523999e-43+0.j,1.4786166798886773e-43+0.j,3.183186847048222e-44+0.j,6.816537598052343e-45+0.j
-0.42079896996411814+0.j,-0.27235537770346613+0.j,0.08056447798778028+0.j,0.29708658827258383+0.j,0.240037069301518+0.j,0.009636669735325681+0.j,-0.20714502121585956+0.j,-0.284831701306536+0.j,-0.20940056230044066+0.j,-0.04437132765110597+0.j,0.12902440476046792+0.j,0.2540098575780533+0.j,0.3106625085993872+0.j,0.3074680118839352+0.j,0.2660243222148312+0.j,0.20848156921722014+0.j,0.15100879079847435+0.j,0.10241701211797496+0.j,0.06563383628410434+0.j,0.04001258662633151+0.j,0.023326059458819635+0.j,0.013057747124802493+0.j,0.007042969308384528+0.j,0.0036706164307769257+0.j,0.001852962486129781+0.j,0.0009079074119322113+0.j,0.0004325638256320028+0.j,0.00020071704878602505+0.j,0.00009083588320833449+0.j,0.00004014377988064919+0.j,0.000017344437824109282+0.j,7.333814764027022e-6+0.j,3.0376213597121434e-6+0.j,1.2335098035364599e-6+0.j,4.914706387727161e-7+0.j,1.9227041606855333e-7+0.j,7.390562219762126e-8+0.j,2.7929409878100795e-8+0.j,1.0382828049000344e-8+0.j,3.799029613144549e-9+0.j,1.3688350956295053e-9+0.j,4.859097646857083e-10+0.j,1.7001151340593667e-10+0.j,5.86543335524395e-11+0.j,1.996142144677963e-11+0.j,6.7036831857586844e-12+0.j,2.222381176001762e-12+0.j,7.275302887733927e-13+0.j,2.3526001191088666e-13+0.j,7.516919483480523e-14+0.j,2.3738341110647742e-14+0.j,7.411354774420231e-15+0.j,2.288201428830456e-15+0.j,6.987919429577908e-16+0.j,2.1113554640309412e-16+0.j,6.312960581734121e-17+0.j,1.8683461238602656e-17+0.j,5.4742488048653825e-18+0.j,1.5882593734253333e-18+0.j,4.563849909940534e-19+0.j,1.2990755840971756e-19+0.j,3.663597024913032e-20+0.j,1.0238241923323491e-20+0.j,2.8356915069223453e-21+0.j,7.78533694279069e-22+0.j,2.1190791791178396e-22+0.j,5.719163359234513e-23+0.j,1.5307187080700278e-23+0.j,4.063458266521263e-24+0.j,1.070019590005996e-24+0.j,2.7953698699335558e-25+0.j,7.245907551975187e-26+0.j,1.863823957892428e-26+0.j,4.758023674406298e-27+0.j,1.2056115085626395e-27+0.j,3.0324611381816733e-28+0.j,7.572456030741853e-29+0.j,1.8774880025246586e-29+0.j,4.6223243910106435e-30+0.j,1.1301321279127061e-30+0.j,2.7442590143792155e-31+0.j,6.618940031774391e-32+0.j,1.585837067203109e-32+0.j,3.774624132582961e-33+0.j,8.92629307988113e-34+0.j,2.0974283954918766e-34+0.j,4.897304152214851e-35+0.j,1.1363586254737834e-35+0.j,2.6205699730309467e-36+0.j,6.006630316415326e-37+0.j,1.368525295766892e-37+0.j,3.0995079617384107e-38+0.j,6.978806602224186e-39+0.j,1.5622402204569105e-39+0.j,3.4771368665192524e-40+0.j,7.695405080096021e-41+0.j,1.693575964484322e-41+0.j,3.7065385251123264e-42+0.j,8.067696305712233e-43+0.j,1.7465206105351165e-43+0.j
0.43881774885253383+0.j,0.07361825807921236+0.j,-0.27659861537406655+0.j,-0.240037069301518+0.j,0.046771036404589676+0.j,0.25832028628129544+0.j,0.22781751506569559+0.j,0.02300120206108639+0.j,-0.18444567750250784+0.j,-0.2678295179407223+0.j,-0.20470651006734544+0.j,-0.05092389078893934+0.j,0.11599277844413794+0.j,0.2394208878878452+0.j,0.2978043896669854+0.j,0.29774505206482776+0.j,0.25948809128596395+0.j,0.20451004820827956+0.j,0.14881498813180297+0.j,0.10131968835494028+0.j,0.0651459730702564+0.j,0.03982983152887232+0.j,0.023278579401801492+0.j,0.01306065343040605+0.j,0.007058830221743368+0.j,0.0036856218477092063+0.j,0.0018636324246799221+0.j,0.000914521952796655+0.j,0.00043632188320300274+0.j,0.00020272034827300997+0.j,0.00009185113538587044+0.j,0.000040637019782542945+0.j,0.00001757546709461952+0.j,7.4385739158205985e-6+0.j,3.0837525565549623e-6+0.j,1.2532862434278102e-6+0.j,4.997409579360071e-7+0.j,1.9564981644813443e-7+0.j,7.525679780711688e-8+0.j,2.8458664623032294e-8+0.j,1.0586137318316965e-8+0.j,3.875693975293623e-9+0.j,1.3972361199969925e-9+0.j,4.962540883992963e-10+0.j,1.7371823928695076e-10+0.j,5.996190536364513e-11+0.j,2.041575131415919e-11+0.j,6.8592554420906825e-12+0.j,2.2749049094174653e-12+0.j,7.450220720994847e-13+0.j,2.4100841072252764e-13+0.j,7.703412009994824e-14+0.j,2.4335836537738382e-14+0.j,7.600464434075676e-15+0.j,2.347349090632471e-15+0.j,7.170787193118721e-16+0.j,2.1672586146719138e-16+0.j,6.48198612034736e-17+0.j,1.918904914135262e-17+0.j,5.623898288923982e-18+0.j,1.632101217964193e-18+0.j,4.691004959494396e-19+0.j,1.3355931160132005e-19+0.j,3.767464604484818e-20+0.j,1.0530895211659254e-20+0.j,2.9173877554538723e-21+0.j,8.011334296415457e-22+0.j,2.181042013703325e-22+0.j,5.887569200273543e-23+0.j,1.5760971447840057e-23+0.j,4.184706221121076e-24+0.j,1.1021484578852652e-24+0.j,2.8798148555684815e-25+0.j,7.466083024785497e-26+0.j,1.9207797365958845e-26+0.j,4.904219734795204e-27+0.j,1.2428520491236583e-27+0.j,3.1266133213550206e-28+0.j,7.808737118267981e-29+0.j,1.9363534089477e-29+0.j,4.767927595694746e-30+0.j,1.1658928997640009e-30+0.j,2.831478235721315e-31+0.j,6.830206130459482e-32+0.j,1.636664875837102e-32+0.j,3.8960936832641524e-33+0.j,9.214674514754373e-34+0.j,2.1654488130204625e-34+0.j,5.056716023808376e-35+0.j,1.1734820179373751e-35+0.j,2.7064823201703265e-36+0.j,6.204226626543279e-37+0.j,1.413695380261589e-37+0.j,3.202145083350805e-38+0.j,7.210637524449775e-39+0.j,1.6142976435402514e-39+0.j,3.5933536061132367e-40+0.j,7.953369027802705e-41+0.j,1.7505113854532889e-41+0.j,3.831497503668971e-42+0.j
-0.4092971265707128+0.j,0.12757953224669022+0.j,0.3045512486973087+0.j,0.009636669735325681+0.j,-0.25832028628129544+0.j,-0.19417124814595818+0.j,0.07048416695907976+0.j,0.24810347870821955+0.j,0.20113192333960392+0.j,0.002351957060422565+0.j,-0.1878328643900843+0.j,-0.2561307383299784+0.j,-0.1870805391599809+0.j,-0.036281571578225806+0.j,0.12285760220385818+0.j,0.2380975087768021+0.j,0.2905910133912387+0.j,0.28772037172863496+0.j,0.24922678876439452+0.j,0.19559021626949172+0.j,0.14187597401016444+0.j,0.09635915971303154+0.j,0.06183520183000044+0.j,0.037744967583948526+0.j,0.022030497039023694+0.j,0.012346345509514661+0.j,0.006666250785667725+0.j,0.0034776911638174533+0.j,0.001757184768961425+0.j,0.000861719518961236+0.j,0.0004108893872998338+0.j,0.0001908042404735004+0.j,0.00008641132060695113+0.j,0.00003821403437696352+0.j,0.000016521128566526298+0.j,6.989868553957638e-6+0.j,2.896798039053463e-6+0.j,1.1769545299184084e-6+0.j,4.6917528055399396e-7+0.j,1.8363663534878598e-7+0.j,7.061928371651066e-8+0.j,2.6699119877242226e-8+0.j,9.929588569478782e-9+0.j,3.634631089835986e-9+0.j,1.3100958498628253e-9+0.j,4.652266346572411e-10+0.j,1.6283114309672597e-10+0.j,5.6195696068958694e-11+0.j,1.9130760630154943e-11+0.j,6.426676686372828e-12+0.j,2.131171622721475e-12+0.j,6.978673404236947e-13+0.j,2.2572888284622334e-13+0.j,7.214258564173176e-14+0.j,2.2788239224936974e-14+0.j,7.116437561586871e-15+0.j,2.19765835642962e-15+0.j,6.712914992991468e-16+0.j,2.0287034945372927e-16+0.j,6.06709871487991e-17+0.j,1.7959450406690408e-17+0.j,5.2631418169641406e-18+0.j,1.5272989392624782e-18+0.j,4.389483694231226e-19+0.j,1.2496646189781044e-19+0.j,3.5248556571624503e-20+0.j,9.85215737005232e-21+0.j,2.7291982089577044e-21+0.j,7.494136095795484e-22+0.j,2.0401280628588762e-22+0.j,5.506896710304041e-23+0.j,1.4741177783102764e-23+0.j,3.913751252328386e-24+0.j,1.0307375451529109e-24+0.j,2.693103191921872e-25+0.j,6.981718155591569e-26+0.j,1.7960926909072366e-26+0.j,4.585675992018542e-27+0.j,1.1620791214326894e-27+0.j,2.923302719680134e-28+0.j,7.300696194502444e-29+0.j,1.8103078696954354e-29+0.j,4.457406789947766e-30+0.j,1.0899247692404822e-30+0.j,2.646895299018362e-31+0.j,6.384743011365395e-32+0.j,1.529874613771195e-32+0.j,3.641768250708159e-33+0.j,8.61291398607489e-34+0.j,2.0239770010075214e-34+0.j,4.7262216635186794e-35+0.j,1.0967563268973017e-35+0.j,2.5294575603646835e-36+0.j,5.79827278008339e-37+0.j,1.3211614656832373e-37+0.j,2.9924741421343644e-38+0.j,6.738336107625862e-39+0.j,1.5085248726079044e-39+0.j,3.3578316589617663e-40+0.j,7.431909847168774e-41+0.j
0.3484998401957252+0.j,-0.27572362997465655+0.j,-0.18565491225730998+0.j,0.20714502121585956+0.j,0.22781751506569559+0.j,-0.07048416695907976+0.j,-0.2541856467990217+0.j,-0.13511840990032883+0.j,0.11522957608658306+0.j,0.24433269589793688+0.j,0.162968400588683+0.j,-0.036242004425240414+0.j,-0.2029321011120598+0.j,-0.24448281631061075+0.j,-0.1600292625952622+0.j,-0.008475410013221878+0.j,0.14138518616601886+0.j,0.24415537945114912+0.j,0.28613983795750697+0.j,0.2769652146310295+0.j,0.23629562903392184+0.j,0.1833797415058423+0.j,0.13186358622220043+0.j,0.08892822134832164+0.j,0.0567318638326328+0.j,0.03445715320752122+0.j,0.020024926513553146+0.j,0.011180140962764444+0.j,0.006016500260716456+0.j,0.0031294240845683692+0.j,0.001577007836552424+0.j,0.0007715019773803709+0.j,0.0003670677968328736+0.j,0.00017011481547774167+0.j,0.00007690052878101305+0.j,0.000033950727882278565+0.j,0.00001465510572891464+0.j,6.191424248477762e-6+0.j,2.5624536289892692e-6+0.j,1.0398078365341754e-6+0.j,4.140183085683927e-7+0.j,1.618701506269221e-7+0.j,6.218459100051534e-8+0.j,2.34873944316172e-8+0.j,8.72713423991311e-9+0.j,3.1917237079587854e-9+0.j,1.1495101324479437e-9+0.j,4.078849654510067e-10+0.j,1.4265636721985288e-10+0.j,4.919864869861434e-11+0.j,1.6737611700698647e-11+0.j,5.6191739766942634e-12+0.j,1.862266868353822e-12+0.j,6.094606262899696e-13+0.j,1.9702449896740584e-13+0.j,6.293546369543446e-14+0.j,1.9869859248956378e-14+0.j,6.202060590654989e-15+0.j,1.914394246279236e-15+0.j,5.845049323034291e-16+0.j,1.765667664149671e-16+0.j,5.27827351891303e-17+0.j,1.561820099456484e-17+0.j,4.575267530817255e-18+0.j,1.3271955166109099e-18+0.j,3.813022695685862e-19+0.j,1.085175256446994e-19+0.j,3.0598722342072936e-20+0.j,8.549755084202949e-21+0.j,2.367676598111342e-21+0.j,6.499474103281504e-22+0.j,1.7688359961874616e-22+0.j,4.773253791060727e-23+0.j,1.2773826540221076e-23+0.j,3.390524522486811e-24+0.j,8.927092769853326e-25+0.j,2.331881722218857e-25+0.j,6.043806532041141e-26+0.j,1.55444268599127e-26+0.j,3.96780155858228e-27+0.j,1.0052767721130233e-27+0.j,2.5283067214627234e-28+0.j,6.312898464150579e-29+0.j,1.565049090211566e-29+0.j,3.8527527050394285e-30+0.j,9.418917104222692e-31+0.j,2.286962096514201e-31+0.j,5.515507229069747e-32+0.j,1.3213556012084551e-32+0.j,3.144850035187871e-33+0.j,7.436410684493786e-34+0.j,1.7472145610786378e-34+0.j,4.0792835217658607e-35+0.j,9.464785052030076e-36+0.j,2.182530963325924e-36+0.j,5.002252621758319e-37+0.j,1.1396154681715983e-37+0.j,2.58089152315693e-38+0.j,5.8107249934146294e-39+0.j,1.3006779809749901e-39+0.j
-0.27472177005875364+0.j,0.3490729785510053+0.j,-0.0010290605963039045+0.j,-0.284831701306536+0.j,-0.02300120206108639+0.j,0.24810347870821955+0.j,0.13511840990032883+0.j,-0.14767205782723017+0.j,-0.23528291473902102+0.j,-0.06194894767879493+0.j,0.1635657439627067+0.j,0.2328612057132133+0.j,0.11251907203853447+0.j,-0.08382449250353184+0.j,-0.21960014718818566+0.j,-0.22757770375179337+0.j,-0.12426729245903147+0.j,0.027865671564297086+0.j,0.16595612227601453+0.j,0.2530867827624576+0.j,0.2818852581608728+0.j,0.2647181289802205+0.j,0.22114971747931228+0.j,0.16892109835002367+0.j,0.11994144772191082+0.j,0.08005063586777077+0.j,0.05062187530639771+0.j,0.030514890802095768+0.j,0.01761748606009985+0.j,0.009779071383751926+0.j,0.005235371025746558+0.j,0.002710508733690531+0.j,0.001360181757467899+0.j,0.0006628913111844653+0.j,0.00031429425066925397+0.j,0.00014519151477970256+0.j,0.00006544042148835195+0.j,0.000028812398468011853+0.j,0.000012405604554662625+0.j,5.228704634742562e-6+0.j,2.159246293141383e-6+0.j,8.743859134568941e-7+0.j,3.4747927722844644e-7+0.j,1.3560812128484574e-7+0.j,5.200643065249706e-8+0.j,1.9611294093703526e-8+0.j,7.2757625014980056e-9+0.j,2.657068665237913e-9+0.j,9.556378128547773e-10+0.j,3.386500681568532e-10+0.j,1.182946916208814e-10+0.j,4.074868151882223e-11+0.j,1.3847265196405468e-11+0.j,4.643819488647568e-12+0.j,1.5374386507024068e-12+0.j,5.026594960559463e-13+0.j,1.62344999864919e-13+0.j,5.1810945509355284e-14+0.j,1.6343466345890415e-14+0.j,5.0971056263763324e-15+0.j,1.5720679675875353e-15+0.j,4.796160164970933e-16+0.j,1.4477464823345936e-16+0.j,4.32479281747405e-17+0.j,1.2788082914059457e-17+0.j,3.7437126942874596e-18+0.j,1.085281784204588e-18+0.j,3.1160762628481216e-19+0.j,8.86295735695946e-20+0.j,2.4976450518563864e-20+0.j,6.974898488789887e-21+0.j,1.930505921569852e-21+0.j,5.296620960327706e-22+0.j,1.4407452709695313e-22+0.j,3.885973489558592e-23+0.j,1.0394375573497894e-23+0.j,2.757671234470636e-24+0.j,7.257544593300372e-25+0.j,1.89494170243042e-25+0.j,4.9092474678765787e-26+0.j,1.2621159683583587e-26+0.j,3.2203242041904787e-27+0.j,8.155773055317693e-28+0.j,2.0504236999133596e-28+0.j,5.117777308410778e-29+0.j,1.2683042783434292e-29+0.j,3.1211422660088003e-30+0.j,7.627710730916296e-31+0.j,1.851427634622256e-31+0.j,4.4636625554347157e-32+0.j,1.0690233343568443e-32+0.j,2.5435034068537443e-33+0.j,6.012621542050901e-34+0.j,1.4122707339086675e-34+0.j,3.2963234196520034e-35+0.j,7.645990820558613e-36+0.j,1.7626387350408503e-36+0.j,4.038788296382971e-37+0.j,9.198753471246509e-38+0.j,2.0827065794980762e-38+0.j
0.2025758152082677+0.j,-0.35453012217660623+0.j,0.17529530350835512+0.j,0.20940056230044066+0.j,-0.18444567750250784+0.j,-0.20113192333960392+0.j,0.11522957608658306+0.j,0.23528291473902102+0.j,0.02582212229413787+0.j,-0.20387496880018927+0.j,-0.18987201638602175+0.j,0.02008938850724629+0.j,0.20222564940657592+0.j,0.2052451907635462+0.j,0.051040556232554025+0.j,-0.13288741538159107+0.j,-0.23021059119213277+0.j,-0.20169688976084446+0.j,-0.08057510997436813+0.j,0.06913306900361557+0.j,0.19230727304396875+0.j,0.26150703962261174+0.j,0.2759127873443952+0.j,0.2504176425923424+0.j,0.2041368555052974+0.j,0.15300035949158747+0.j,0.10698550566322033+0.j,0.07049708907064793+0.j,0.044097256737715+0.j,0.02633174992098712+0.j,0.015076604282567201+0.j,0.008307148673233553+0.j,0.00441803933320714+0.j,0.002273735851204765+0.j,0.0011348294635286711+0.j,0.0005503314908085185+0.j,0.0002597429043291895+0.j,0.00011948910658863262+0.j,0.000053647455265161504+0.j,0.00002353526288372159+0.j,0.000010099542361752568+0.j,4.243442314156604e-6+0.j,1.7472436806531668e-6+0.j,7.056021177722643e-7+0.j,2.7968045329114203e-7+0.j,1.0888299894481119e-7+0.j,4.166119035920794e-8+0.j,1.5676000091008304e-8+0.j,5.8037890951650755e-9+0.j,2.115367315176029e-9+0.j,7.593963949485903e-10+0.j,2.6863197378296156e-10+0.j,9.367839028069964e-11+0.j,3.2217295660359856e-11+0.j,1.0931312168557691e-11+0.j,3.660544390357773e-12+0.j,1.2102011922385753e-12+0.j,3.9513793340526663e-13+0.j,1.2745380714392125e-13+0.j,4.0625340705676746e-14+0.j,1.279977872125893e-14+0.j,3.987352725605963e-15+0.j,1.2284397740891092e-15+0.j,3.7438245928589977e-16+0.j,1.1289386783397042e-16+0.j,3.369108569597916e-17+0.j,9.952725136957956e-18+0.j,2.9109863257770953e-18+0.j,8.431303881974183e-19+0.j,2.418731671410604e-19+0.j,6.873814885125742e-20+0.j,1.935535016538497e-20+0.j,5.40095268184114e-21+0.j,1.4937444151363958e-21+0.j,4.0953096734164905e-22+0.j,1.1131849202095478e-22+0.j,3.000415073361794e-23+0.j,8.020289287128469e-24+0.j,2.1264373432941583e-24+0.j,5.592761236003808e-25+0.j,1.459373774032616e-25+0.j,3.778566422588674e-26+0.j,9.708673205514838e-27+0.j,2.475799386219704e-27+0.j,6.266754746954451e-28+0.j,1.5746684044290054e-28+0.j,3.9282652019063135e-29+0.j,9.730217295187969e-30+0.j,2.3933038844706988e-30+0.j,5.846137436680369e-31+0.j,1.418329718245433e-31+0.j,3.417924092057427e-32+0.j,8.182077790688049e-33+0.j,1.9458918482868913e-33+0.j,4.597954109146863e-34+0.j,1.0795366499570713e-34+0.j,2.5186745127655437e-35+0.j,5.839864831599975e-36+0.j,1.3457456410308189e-36+0.j,3.08237263187836e-37+0.j
