0.00004780517138406165+0.j,0.-0.00021323868171513783j,-0.0006725771376102828+0.j,0.+0.0017320984884453686j,0.0038630799512206714+0.j,0.-0.0077061916189214595j,-0.014033153899121499+0.j,0.+0.023659054109819302j,0.03731156740362517+0.j,0.-0.055477048580893126j,-0.07825362371581968+0.j,0.+0.1052444552632071j,0.135518851061724+0.j,0.-0.1676560169660099j,-0.1998693665075997+0.j,0.+0.230192789561599j,0.2566982063095945+0.j,0.-0.2777086983081024j,-0.2919741075981377+0.j,0.+0.29878490233401583j,0.29801269185473356+0.j,0.-0.29007895513970805j,-0.2758646112796848+0.j,0.+0.2565802257674028j,0.23361927484546832+0.j,0.-0.20841538582122165j,-0.18231995801107678+0.j,0.+0.15651048582395344j,0.13193363656814266+0.j,0.-0.10928175070695197j,-0.08899756532110738+0.j,0.+0.07129981261859758j,0.0562217693073477+0.j,0.-0.043655467997139236j,-0.033395680638761624+0.j,0.+0.02517951650432532j,0.018719198328534147+0.j,0.-0.013727058770687374j,-0.009932916947864473+0.j,0.+0.007094725715876072j,0.005003762914023564+0.j,0.-0.0034857473435775084j,-0.002399177441847849+0.j,0.+0.0016319966051651907j,0.0010974481790502063+0.j,0.-0.0007297412139524405j,-0.00047993350343093066+0.j,0.+0.0003122649565397286j,0.00020104521435961018+0.j,0.-0.00012811111444337332j,-0.00008081517476598758+0.j,0.+0.000050477627898672094j,0.00003122398829786804+0.j,0.-0.000019131170850058402j,-0.0000116127688005258+0.j,0.+6.984664408403429e-6j,4.1633472983519785e-6+0.j,0.-2.459780317207041e-6j,-1.4406995970702884e-6+0.j,0.+8.366398340710782e-7j,4.817858299857327e-7+0.j,0.-2.751567775112201e-7j,-1.5587464568299847e-7+0.j,0.+8.759842829044598e-8j,4.8842449540930827e-8+0.j,0.-2.7022894620646877e-8j,-1.4837167834179008e-8+0.j,0.+8.085459711790136e-9j,4.373623259906497e-9+0.j,0.-2.348593933016942e-9j,-1.2521317388435078e-9+0.j,0.+6.628449612000472e-10j,3.484470727805404e-10+0.j,0.-1.8191415768925524e-10j,-9.432824393809894e-11+0.j,0.+4.858500225666575e-11j,2.4859165207443086e-11+0.j,0.-1.263665961738969e-11j,-6.3822835584950025e-12+0.j,0.+3.202975814748611e-12j,1.5973488570579436e-12+0.j,0.-7.916776334178766e-13j,-3.8997122134767453e-13+0.j,0.+1.9093459393321422e-13j,9.292575286553282e-14+0.j,0.-4.495911305386735e-14j,-2.1625174410014273e-14+0.j,0.+1.0341680156473533e-14j,4.917460446191985e-15+0.j,0.-2.3250750802010392e-15j,-1.093218157125412e-15+0.j,0.+5.111839970938349e-16j,2.377247751616159e-16+0.j,0.-1.0995730336669804e-16j,-5.0588437196110303e-17+0.j,0.+2.315157652493928e-17j,1.0539889625377359e-17+0.j,0.-4.773548124516839e-18j,-2.1508958264908053e-18+0.j,0.+9.642571970383698e-19j
0.-0.00021323868171513783j,-0.0009033625383664758+0.j,0.+0.0026985175499965246j,0.006561222128091085+0.j,0.-0.013767371330656792j,-0.025735957161349892+0.j,0.+0.04371973610313264j,0.0684048139842372+0.j,0.-0.09951323535262874j,-0.13552498389288378+0.j,0.+0.17362253799396837j,0.2099131624935003+0.j,0.-0.23991487834943936j,-0.25922252528797435+0.j,0.+0.26422146607113334j,0.25270209733741766+0.j,0.-0.2242511380306999j,-0.18034740996014625+0.j,0.+0.12415497252075003j,0.06006764513901672+0.j,0.+0.0068979350975692764j,0.07174599815807095+0.j,0.-0.13007536778639817j,-0.17850416404068253+0.j,0.+0.21490433333038622j,0.23844335061144437+0.j,0.-0.24946177914224704j,-0.24923510767965978+0.j,0.+0.23967540815904226j,0.22302463562993993+0.j,0.-0.20158024408425024j,-0.17747911795324664+0.j,0.+0.15255107722602096j,0.12824086858503436+0.j,0.-0.10558890529881558j,-0.08525632109862298+0.j,0.+0.0675786602844133j,0.05263382586628498+0.j,0.-0.040312725410771695j,-0.030384471098079378+0.j,0.+0.022551311971445588j,0.01649126870306663+0.j,0.-0.011888507263649649j,-0.008452810910272814+0.j,0.+0.005930187915790762j,0.004106838800192903+0.j,0.-0.0028085650294662197j,-0.0018973762271251775+0.j,0.+0.0012666572794967938j,0.0008358669195192069+0.j,0.-0.0005454000108017762j,-0.0003519764048665779+0.j,0.+0.0002247223252058792j,0.00014197799180348805+0.j,0.-0.00008878516267547738j,-0.00005496696006428284+0.j,0.+0.000033697508213629105j,0.0000204605415540926+0.j,0.-0.00001230677628214613j,-7.33432659204563e-6+0.j,0.+4.331541155881471e-6j,2.5355094350357843e-6+0.j,0.-1.4712956632211375e-6j,-8.464770482051141e-7+0.j,0.+4.82921884786804e-7j,2.732426959563589e-7+0.j,0.-1.5335269363879734e-7j,-8.538163152372558e-8+0.j,0.+4.71655224384703e-8j,2.585395759970324e-8+0.j,0.-1.4064515703690676e-8j,-7.593978110670514e-9+0.j,0.+4.070150758655348e-9j,2.165690858657375e-9+0.j,0.-1.144126293151108e-9j,-6.001893775276355e-10+0.j,0.+3.1266799189880965e-10j,1.6177148722588722e-10+0.j,0.-8.313528413452409e-11j,-4.2439854581687e-11+0.j,0.+2.1523187907501254e-11j,1.0844800111428798e-11+0.j,0.-5.4294489398584146e-12j,-2.7011283168318286e-12+0.j,0.+1.3354419174086011e-12j,6.561894923941673e-13+0.j,0.-3.2047289149219027e-13j,-1.555763308611015e-13+0.j,0.+7.507884474072305e-14j,3.602005099910531e-14+0.j,0.-1.7181214413353713e-14j,-8.148460616641876e-15+0.j,0.+3.842714822662227e-15j,1.8020616128667403e-15+0.j,0.-8.404219542664364e-16j,-3.898056874660502e-16+0.j,0.+1.798242002199966e-16j,8.251309182344213e-17+0.j,0.-3.766147751639806e-17j,-1.7099999102716117e-17+0.j
-0.0006725771376102828+0.j,0.+0.0026985175499965246j,0.007608044467949356+0.j,0.-0.0173897863111856j,-0.03414476190767863+0.j,0.+0.059405779175902146j,0.09332064166613832+0.j,0.-0.1339638115337231j,-0.17706553975189535+0.j,0.+0.2163605440253486j,0.2445805941247696+0.j,0.-0.2549071574231986j,-0.24253651756443653+0.j,0.+0.20594967361998515j,0.14754384347370045+0.j,0.-0.0734485983192601j,0.007437888270687431+0.j,0.-0.08496417778026516j,-0.14944444205674462+0.j,0.+0.1932116810763618j,0.2117073821373485+0.j,0.-0.20394252879526995j,-0.1723167785178101+0.j,0.+0.12191379712952011j,0.05947421430970947+0.j,0.+0.007726253673403423j,0.07289114587409447+0.j,0.-0.13046746832464115j,-0.17659103978914226+0.j,0.+0.20921370251939625j,0.22796549541811337+0.j,0.-0.23383448667815773j,-0.22875439542617082+0.j,0.+0.2151802730426877j,0.1957121795762017+0.j,0.-0.17280271470859593j,-0.1485617637282743+0.j,0.+0.12465420857699085j,0.10227496949980792+0.j,0.-0.08218037091337639j,-0.06475428559793171+0.j,0.+0.050090218784304676j,0.03807488997784293+0.j,0.-0.028463689429454545j,-0.020942763670113957+0.j,0.+0.015175951407367657j,0.010837198695748134+0.j,0.-0.007630500762385426j,-0.005300037478755609+0.j,0.+0.00363322184615978j,0.0024590858361274188+0.j,0.-0.0016439646028582626j,-0.001085936804715615+0.j,0.+0.0007090155148747029j,0.00045770158328573436+0.j,0.-0.0002922217714971899j,-0.00018457234279173286+0.j,0.+0.0001153607748663298j,0.00007136652685667117+0.j,0.-0.00004370967035533144j,-0.00002650962667696868+0.j,0.+0.000015924455576156527j,9.476498442762186e-6+0.j,0.-5.587749156166079e-6j,-3.2652110794306554e-6+0.j,0.+1.891242242792537e-6j,1.0859693261129802e-6+0.j,0.-6.182902760403673e-7j,-3.4909118804000487e-7+0.j,0.+1.954886267991325e-7j,1.0859312016510328e-7+0.j,0.-5.98468212982668e-8j,-3.27261868471954e-8+0.j,0.+1.775909355673388e-8j,9.564689038243268e-9+0.j,0.-5.113253885823866e-9j,-2.713628206707468e-9+0.j,0.+1.4298096541963951e-9j,7.480452198379058e-10+0.j,0.-3.886374121629775e-10j,-2.0052681900303305e-10+0.j,0.+1.0276709361971307e-10j,5.231555178487789e-11+0.j,0.-2.645713644804984e-11j,-1.3293188527426964e-11+0.j,0.+6.636325769029819e-12j,3.2921171892763735e-12+0.j,0.-1.6229598436954597e-12j,-7.95170091079279e-13+0.j,0.+3.8722734868991554e-13j,1.8743849787152226e-13+0.j,0.-9.019252904652108e-14j,-4.314522370441843e-14+0.j,0.+2.0519930398391598e-14j,9.703533113510065e-15+0.j,0.-4.562720626877727e-15j,-2.133468660075183e-15+0.j,0.+9.920757067834791e-16j,4.588033978621101e-16+0.j,0.-2.1103679322879406e-16j
0.+0.0017320984884453686j,0.006561222128091085+0.j,0.-0.0173897863111856j,-0.03717614592397221+0.j,0.+0.06785354714293226j,0.10890794004653832+0.j,0.-0.1563176586993963j,-0.20244947757323997+0.j,0.+0.23723768325696196j,0.25051020329277507+0.j,0.-0.23485375187765742j,-0.18813023290413214+0.j,0.+0.11479379621548184j,0.025505413754116232+0.j,0.+0.06493016153555098j,0.1407647323806505+0.j,0.-0.18877718277626868j,-0.20110386874078084+0.j,0.+0.17674774181715353j,0.12148748504441653+0.j,0.-0.04634293796355144j,0.03490867951335108+0.j,0.-0.10850886687826526j,-0.1631570342086056+0.j,0.+0.19165941048196042j,0.19158481089943968+0.j,0.-0.1649722402867701j,-0.11732148703325614+0.j,0.+0.05619298465392256j,-0.010252514168723578+0.j,0.+0.07450868928882726j,0.13060890716726842+0.j,0.-0.1745854405058879j,-0.204535354798937+0.j,0.+0.22038408695691097j,0.22346280513933053+0.j,0.-0.21601271472044806j,-0.20070782252118388+0.j,0.+0.18025724110813351j,0.15711724404548955+0.j,0.-0.13331755532898162j,-0.11038846063178852+0.j,0.+0.08936557368372394j,0.07084621958479238+0.j,0.-0.055073402479982714j,-0.04202810839821313+0.j,0.+0.03151647925947864j,0.023243919479997106+0.j,0.-0.0168727331111164j,-0.012063153050391344+0.j,0.+0.008499643617403447j,0.005905342728063622+0.j,0.-0.004047740291018654j,-0.0027384418814054663+0.j,0.+0.0018293719798241912j,0.0012071977687787322+0.j,0.-0.000787210292219801j,-0.0005074417707795942+0.j,0.+0.0003234463709650983j,0.00020392375999075425+0.j,0.-0.0001272049295505574j,-0.0000785280264539677+0.j,0.+0.00004798856393039818j,0.000029036553087420025+0.j,0.-0.000017399758350506053j,-0.000010328184520708173+0.j,0.+6.073998523198284e-6j,3.5397981315736387e-6+0.j,0.-2.044630471893796e-6j,-1.1707375866443096e-6+0.j,0.+6.646382086292347e-7j,3.741636764625022e-7+0.j,0.-2.0890808573858242e-7j,-1.156991730934327e-7+0.j,0.+6.356941727767495e-8j,3.465520197952856e-8+0.j,0.-1.874769741071502e-8j,-1.0065648034530667e-8+0.j,0.+5.364174699042734e-9j,2.8378058824302616e-9+0.j,0.-1.4904950935443236e-9j,-7.773102026895149e-10+0.j,0.+4.0255056331447646e-10j,2.070396810048811e-10+0.j,0.-1.0576384924744737e-10j,-5.366776507097961e-11+0.j,0.+2.7053484025108765e-11j,1.3548959598777451e-11+0.j,0.-6.742178015189648e-12j,-3.3338294304074002e-12+0.j,0.+1.6382182238666754e-12j,8.000565106753175e-13+0.j,0.-3.8835103567077504e-13j,-1.873771392415158e-13+0.j,0.+8.987308130820631e-14j,4.285438478095216e-14+0.j,0.-2.0316290147600938e-14j,-9.57650815130784e-15+0.j,0.+4.488621346468665e-15j,2.0921384862697746e-15+0.j
0.0038630799512206714+0.j,0.-0.013767371330656792j,-0.03414476190767863+0.j,0.+0.06785354714293226j,0.11415686391101422+0.j,0.-0.16703359273492463j,-0.21524909071139028+0.j,0.+0.24473198792072523j,0.24280176361968384+0.j,0.-0.20285358910185264j,-0.12770029515884043+0.j,0.+0.030123873581184034j,-0.06982779772731508+0.j,0.+0.150063019190981j,0.1925292753894897+0.j,0.-0.18820929638882603j,-0.1394981817009198+0.j,0.+0.05934558461777719j,-0.03240720954607597+0.j,0.+0.1142605888564118j,0.16829613701560348+0.j,0.-0.18404144936676323j,-0.1601380059871784+0.j,0.+0.10369219253058222j,0.027804365029366243+0.j,0.+0.0518590580359717j,0.12051159606249+0.j,0.-0.16694964826539085j,-0.1850768908392086+0.j,0.+0.17417030974965195j,0.1380982327718995+0.j,0.-0.08387217729668624j,-0.019958186105413996+0.j,0.-0.04528557821042392j,-0.1047977347771094+0.j,0.+0.15351831730053625j,0.18861766565289742+0.j,0.-0.20934060428932227j,-0.21659734029663455+0.j,0.+0.21243621693686437j,0.19951169330184249+0.j,0.-0.1806262816451412j,-0.1583884518893861+0.j,0.+0.1349970939870073j,0.11214073252545449+0.j,0.-0.09098698586949489j,-0.07223339748079988+0.j,0.+0.05619239349366072j,0.042888230434032816+0.j,0.-0.03215025010759154j,-0.023693026207046705+0.j,0.+0.01717917822087211j,0.012264385953989926+0.j,0.-0.008626480658029458j,-0.0059816500148224625+0.j,0.+0.004091093127380436j,0.0027612141090783983+0.j,0.-0.0018399119610421884j,-0.0012109018596141517+0.j,0.+0.0007874104697150232j,0.0005060895899064365+0.j,0.-0.0003216109478431404j,-0.0002021367901051749+0.j,0.+0.000125688808219627j,0.00007733972525421763+0.j,0.-0.00004710583348083249j,-0.000028406512648271102+0.j,0.+0.000016964138009093823j,0.000010034845039704679+0.j,0.-5.880905144963761e-6j,-3.4152115134929445e-6+0.j,0.+1.9656774686001306e-6j,1.121516662460396e-6+0.j,0.-6.344131574276329e-7j,-3.5586279728744883e-7+0.j,0.+1.9797254065493609e-7j,1.092457427406745e-7+0.j,0.-5.980588595184881e-8j,-3.248503916553782e-8+0.j,0.+1.750978697997245e-8j,9.366819127419374e-9+0.j,0.-4.973601640504001e-9j,-2.6216175944161317e-9+0.j,0.+1.3719467919710043e-9j,7.128910760286865e-10+0.j,0.-3.6785263684798123e-10j,-1.8851010552883425e-10+0.j,0.+9.595095654041594e-11j,4.851324915854262e-11+0.j,0.-2.436738747541705e-11j,-1.2160041652277551e-11+0.j,0.+6.029445803514899e-12j,2.9708012483886963e-12+0.j,0.-1.4546557353666472e-12j,-7.079014522075372e-13+0.j,0.+3.4240956364002185e-13j,1.6463155645626803e-13+0.j,0.-7.868774698056109e-14j,-3.739037482240874e-14+0.j,0.+1.7664536103292804e-14j
0.-0.0077061916189214595j,-0.025735957161349892+0.j,0.+0.059405779175902146j,0.10890794004653832+0.j,0.-0.16703359273492463j,-0.21904692391260652+0.j,0.+0.2464094243732021j,0.23351279594519062+0.j,0.-0.1747842842096611j,-0.07890587767438546+0.j,0.-0.03213779016052701j,-0.12931811047322225+0.j,0.+0.1859623594291547j,0.18675642107779455+0.j,0.-0.1329599065594306j,-0.041975250872762854+0.j,0.-0.05840372811727388j,-0.1388375260291681+0.j,0.+0.17724723591080602j,0.16475728269433895+0.j,0.-0.10720117257316908j,-0.02222714135398234+0.j,0.-0.06660034339430901j,-0.13660935980579042+0.j,0.+0.17171320241613494j,0.16562250656569483+0.j,0.-0.12214341987675854j,-0.052992690049083024+0.j,0.-0.025877857443704348j,-0.09828384495796194+0.j,0.+0.15114575228175872j,0.17655100772986762+0.j,0.-0.17236848183327194j,-0.14161058346896696+0.j,0.+0.09096342927621871j,0.028974353311778243+0.j,0.+0.03567250647371935j,0.09549639762583666+0.j,0.-0.1450371314256421j,-0.1811491007590997+0.j,0.+0.202868248802552j,0.21099563999215035+0.j,0.-0.20754650659900312j,-0.19518973160938435+0.j,0.+0.17676428874599392j,0.15491853811498674+0.j,0.-0.1318837722559754j,-0.10936907488001207+0.j,0.+0.08855099200078086j,0.07012708278037681+0.j,0.-0.054404434665043556j,-0.04139990038874678+0.j,0.+0.03093580786508644j,0.022721576747651236+0.j,0.-0.016417127444993514j,-0.011677849356628744+0.j,0.+0.008183260852222886j,0.005652618442878242+0.j,0.-0.003850969772547784j,-0.002588833676569377+0.j,0.+0.0017181066802396802j,0.0011261354560223992+0.j,0.-0.0007292802779501227j,-0.0004667864961840803+0.j,0.+0.0002953982697009427j,0.00018488416840951362+0.j,0.-0.00011447780024027401j,-0.00007014432155701119+0.j,0.+0.000042542829916797584j,0.000025546382963576516+0.j,0.-0.00001519156239845441j,-8.948308739787113e-6+0.j,0.+5.221985336718512e-6j,3.0197621207956957e-6+0.j,0.-1.730750009745871e-6j,-9.83328927373445e-7+0.j,0.+5.539122622936214e-7j,3.094086170058852e-7+0.j,0.-1.7141215987024098e-7j,-9.419641103682272e-8+0.j,0.+5.1353926809497795e-8j,2.777922503914813e-8+0.j,0.-1.491186749160208e-8j,-7.944480162628173e-9+0.j,0.+4.201211278542641e-9j,2.2055213648245288e-9+0.j,0.-1.149545124945482e-9j,-5.949320527648921e-10+0.j,0.+3.0576111579973387e-10j,1.5606880264719216e-10+0.j,0.-7.912484156594284e-11j,-3.9848785276037434e-11+0.j,0.+1.993719472564596e-11j,9.910595294710202e-12+0.j,0.-4.895093212677831e-12j,-2.402621681973677e-12+0.j,0.+1.1719514038828234e-12j,5.681580310079918e-13+0.j,0.-2.7377802759554296e-13j,-1.3113890060079077e-13+0.j
-0.014033153899121499+0.j,0.+0.04371973610313264j,0.09332064166613832+0.j,0.-0.1563176586993963j,-0.21524909071139028+0.j,0.+0.2464094243732021j,0.2296703602427347+0.j,0.-0.1590796267881217j,-0.04864888936889643+0.j,0.-0.07037672000756087j,-0.1603907122692194+0.j,0.+0.19197650874515473j,0.15575834943695563+0.j,0.-0.06635859839526617j,0.043152067793649766+0.j,0.-0.1337901644739619j,-0.17489984285506827+0.j,0.+0.15451823570298717j,0.08229768373053453+0.j,0.+0.015386930014091318j,0.10558844269210726+0.j,0.-0.1600788890275947j,-0.16384250730281535+0.j,0.+0.11837266897873923j,0.039475009687856576+0.j,0.+0.048905675970895526j,0.12234473652913153+0.j,0.-0.16260440218667188j,-0.16160147374013384+0.j,0.+0.12208510012619582j,0.0554705665503163+0.j,0.+0.022055386933494434j,0.09384007901854038+0.j,0.-0.14636376072097945j,-0.1714540983648026+0.j,0.+0.16693458370834963j,0.13593284395306018+0.j,0.-0.08531642851104809j,-0.023788654113453885+0.j,0.-0.039896862355370454j,-0.09829717466349938+0.j,0.+0.14608273176911823j,0.18029498276405348+0.j,0.-0.20017005342115482j,-0.2066844171208031+0.j,0.+0.20197868595351434j,0.18878659648676377+0.j,0.-0.1699538991978979j,-0.14808904514387747+0.j,0.+0.1253524914164583j,0.10336771164318662+0.j,0.-0.08322464066031297j,-0.06554318216243217+0.j,0.+0.05056756103876289j,0.03826875991029079+0.j,0.-0.02843968684871234j,-0.020774511035408755+0.j,0.+0.014928954438325955j,0.010561999566099252+0.j,0.-0.007361601069785799j,-0.005057898736959355+0.j,0.+0.0034275005469997966j,0.002291982693577332+0.j,0.-0.0015131091391840064j,-0.0009865912034638887+0.j,0.+0.0006355963700142605j,0.00040472468353309663+0.j,0.-0.00025481102111255037j,-0.00015866949273608876+0.j,0.+0.00009774919881493415j,0.000059593321570451375+0.j,0.-0.00003596330780518573j,-0.0000214884941897976+0.j,0.+0.000012715619149963583j,7.453320079233454e-6+0.j,0.-4.328460529532551e-6j,-2.4910062085301584e-6+0.j,0.+1.4208751869685343e-6j,8.034431098528913e-7+0.j,0.-4.5045062735939164e-7j,-2.504399677591124e-7+0.j,0.+1.3809976154338866e-7j,7.554064613795774e-8+0.j,0.-4.099490823287342e-8j,-2.2075019581523687e-8+0.j,0.+1.1796479169480388e-8j,6.256620755256594e-9+0.j,0.-3.2939523390626557e-9j,-1.7216182057922052e-9+0.j,0.+8.934054866336483e-10j,4.6036369950551085e-10+0.j,0.-2.3558142271738865e-10j,-1.1973298346420304e-10+0.j,0.+6.0445389942073e-11j,3.031318785271072e-11+0.j,0.-1.5102894895018485e-11j,-7.476336005169594e-12+0.j,0.+3.677529047551424e-12j,1.797627198808032e-12+0.j,0.-8.732846218301081e-13j
0.+0.023659054109819302j,0.0684048139842372+0.j,0.-0.1339638115337231j,-0.20244947757323997+0.j,0.+0.24473198792072523j,0.23351279594519062+0.j,0.-0.1590796267881217j,-0.03852833015897452+0.j,0.-0.08804417069709812j,-0.17381357593294888+0.j,0.+0.18629283254510756j,0.1226004580266603+0.j,0.-0.011242964110243805j,0.10038624180268768+0.j,0.-0.16659702277895735j,-0.16239401762389694+0.j,0.+0.09259890789079324j,-0.012053260066179749+0.j,0.+0.10903146458685053j,0.1615276091402885+0.j,0.-0.15200710999031097j,-0.08699883904902238+0.j,0.-0.0075609179250155905j,-0.09742055953547603+0.j,0.+0.1526310984428071j,0.15705278672347622+0.j,0.-0.1120124959923668j,-0.03386095731002152+0.j,0.-0.05275843156843145j,-0.12309565601522163+0.j,0.+0.15922012718261078j,0.15391726696995114+0.j,0.-0.11105233280511614j,-0.04301111556043401+0.j,0.-0.03350871215494824j,-0.10194134326240421+0.j,0.+0.14939744613352854j,0.168680498799027+0.j,0.-0.15867502158762672j,-0.12341415110553981+0.j,0.+0.0703513864021131j,0.008392457345901109+0.j,0.+0.05386164748895605j,0.1093826115753428+0.j,0.-0.15339537696106365j,-0.18351671753911492+0.j,0.+0.1994854210128979j,0.20265061293491252+0.j,0.-0.1953745455829667j,-0.18047001824616965+0.j,0.+0.16074687568729298j,0.1386990289882685+0.j,0.-0.11633026888568256j,-0.09509625192617413+0.j,0.+0.07593056388462203j,0.059322010185036494+0.j,0.-0.045415004602483634j,-0.03411218472033166+0.j,0.+0.02516597445668944j,0.018252382315984524+0.j,0.-0.01302524776201235j,-0.009152341469896892+0.j,0.+0.006336422973413877j,0.004324937006859465+0.j,0.-0.0029118785102680866j,-0.0019348098042765065+0.j,0.+0.001269319382096171j,0.0008225300469632403+0.j,0.-0.0005266813632341285j,-0.00033336084686448977+0.j,0.+0.00020863934898185946j,0.0001291599564058906+0.j,0.-0.00007911086989845089j,-0.00004795566650873129+0.j,0.+0.00002877737533345431j,0.000017099192423069042+0.j,0.-0.000010062668092668603j,-5.866222770629557e-6+0.j,0.+3.3884550716205393e-6j,1.939671546617433e-6+0.j,0.-1.1005743223241025e-6j,-6.190887954642515e-7+0.j,0.+3.4530516997849967e-7j,1.9100323727416793e-7+0.j,0.-1.0479337147139172e-7j,-5.703578858744868e-8+0.j,0.+3.0799532824650685e-8j,1.6503797172583484e-8+0.j,0.-8.776561894574247e-9j,-4.63256278946088e-9+0.j,0.+2.4273258616412987e-9j,1.2626888031937426e-9+0.j,0.-6.521925710857689e-10j,-3.345143266425741e-10+0.j,0.+1.7039601067862105e-10j,8.620945238306534e-11+0.j,0.-4.332560144216186e-11j,-2.1630704998896238e-11+0.j,0.+1.0729362302406215e-11j,5.2880294608075446e-12+0.j
0.03731156740362517+0.j,0.-0.09951323535262874j,-0.17706553975189535+0.j,0.+0.23723768325696196j,0.24280176361968384+0.j,0.-0.1747842842096611j,-0.04864888936889643+0.j,0.-0.08804417069709812j,-0.17737859839931125+0.j,0.+0.18072816699842967j,0.09946406785627158+0.j,0.+0.02510036628632416j,0.1324235389798232+0.j,0.-0.17264638410022748j,-0.12993371451376529+0.j,0.+0.02798150222242964j,-0.08362649483639183+0.j,0.+0.15399356673454143j,0.15386843975216863+0.j,0.-0.08670872737546013j,0.01567440156834197+0.j,0.-0.10907794055519916j,-0.15619521670935374+0.j,0.+0.14081716441318087j,0.0719698770259173+0.j,0.+0.022135741987641j,0.10648136524242932+0.j,0.-0.1523795919530163j,-0.14655086017015598+0.j,0.+0.09367923524247938j,0.012724766377847075+0.j,0.+0.07068954281455937j,0.13269918907130743+0.j,0.-0.1577175723405128j,-0.14151468025293354+0.j,0.+0.09067833719711114j,0.019357351486182152+0.j,0.+0.055273375682106746j,0.11739180483050508+0.j,0.-0.15571438178858218j,-0.1650146104571124+0.j,0.+0.14602937995383958j,0.10417217446046889+0.j,0.-0.04762901445470349j,0.014612419498563758+0.j,0.-0.07439360560253916j,-0.12545867312280629+0.j,0.+0.16393009882603576j,0.1882747072089746+0.j,0.-0.19891666083184142j,-0.19766880401808132+0.j,0.+0.1871303335447911j,0.1701556011799556+0.j,0.-0.14945158599181768j,-0.127320834035241+0.j,0.+0.10553770124658156j,0.08532944548843122+0.j,0.-0.0674281876613096j,-0.05216180861409917+0.j,0.+0.039558151266115324j,0.029444709734143617+0.j,0.-0.021533419142802344j,-0.015486169455931413+0.j,0.+0.010960890702646518j,0.0076405842313693505+0.j,0.-0.005248834404464517j,-0.0035555349225162057+0.j,0.+0.002376185574553278j,0.001567462474766969+0.j,0.-0.0010210487634967752j,-0.0006570595030975853+0.j,0.+0.0004178641799483808j,0.0002627178841918046+0.j,0.-0.00016334647187914346j,-0.00010046803764728027+0.j,0.+0.0000611460351589808j,0.000036833896021727055+0.j,0.-0.000021967266224270278j,-0.00001297350362219041+0.j,0.+7.589091338071624e-6j,4.398116654327572e-6+0.j,0.-2.5256705959408397e-6j,-1.4374868982949071e-6+0.j,0.+8.110143668063594e-7j,4.536565916143007e-7+0.j,0.-2.5163617399096665e-7j,-1.3843186237543736e-7+0.j,0.+7.554108278382553e-8j,4.0895805083575495e-8+0.j,0.-2.1967690973207427e-8j,-1.1710067953140636e-8+0.j,0.+6.195277672762998e-9j,3.2534442233845034e-9+0.j,0.-1.6961335841669385e-9j,-8.779339083502687e-10+0.j,0.+4.5122990821773935e-10j,2.3031156071679044e-10+0.j,0.-1.1675119518027896e-10j,-5.878670122687132e-11+0.j,0.+2.94043781225721e-11j
