0.23695225048435617+0.j,0.-0.4021068705859745j,-0.4825109257994544+0.j,0.+0.47274525702888004j,0.4011232547900941+0.j,0.-0.3044202191805604j,-0.21090094466040715+0.j,0.+0.13527270075503292j,0.08116070732836192+0.j,0.-0.045909781361211925j,-0.024636889770412784+0.j,0.+0.012605793651398514j,0.006175330796820422+0.j,0.-0.00290649249820048j,-0.0013182137714383448+0.j,0.+0.0005775916029227322j,0.00024504256812632626+0.j,0.-0.00010085506893998917j,-0.00004034057961994579+0.j,0.+0.000015705291057909006j,5.959525020115097e-6+0.j,0.-2.2069000065900383e-6j,-7.984578067266043e-7+0.j,0.+2.825326932068248e-7j,9.78686830578524e-8+0.j,0.-3.3216540288028886e-8j,-1.105473605858848e-8+0.j,0.+3.6103320912681468e-9j,1.1578406474062908e-9+0.j,0.-3.6486352440255914e-10j,-1.1304477074343752e-10+0.j,0.+3.4454843881056526e-11j,1.0336082168340885e-11+0.j,0.-3.0533714404252842e-12j,-8.886297250831486e-13+0.j,0.+2.548986117765073e-13j,7.209362708354861e-14+0.j,0.-2.01129914792564e-14j,-5.5368853036352825e-15+0.j,0.+1.5045751326509057e-15j,4.0370538254994106e-16+0.j,0.-1.069924832390525e-16j,-2.8016203162588923e-17+0.j,0.+7.250295479021903e-18j,1.8548552510466862e-18+0.j,0.-4.692285437031297e-19j,-1.1740488377160638e-19+0.j,0.+2.9061490856312353e-20j,7.11832687609449e-21+0.j,0.-1.7256811012727884e-21j,-4.1414859915045044e-22+0.j,0.+9.841283992982671e-23j,2.315958370439989e-23+0.j,0.-5.398504525160519e-24j,-1.246686468652418e-24+0.j,0.+2.8527029872186083e-25j,6.469090090380677e-26+0.j,0.-1.45407372671132e-26j,-3.240060252575867e-27+0.j,0.+7.15826441591063e-28j,1.5682408679508773e-28+0.j,0.-3.407442262596082e-29j,-7.343672771985251e-30+0.j,0.+1.5700869286087708e-30j,3.3305377988618033e-31+0.j,0.-7.010328100505964e-32j,-1.4643572192640235e-32+0.j,0.+3.035919748043837e-33j,6.247647048152606e-34+0.j,0.-1.2763582716924424e-34j,-2.588834175538025e-35+0.j,0.+5.213816170592569e-36j,1.0427258072606099e-36+0.j,0.-2.0710441073046693e-37j,-4.0855840018234295e-38+0.j,0.+8.005789530485607e-39j,1.5583967299080343e-39+0.j,0.-3.013792317936465e-40j,-5.79090814314268e-41+0.j,0.+1.1056401122055415e-41j,2.097729321805039e-42+0.j,0.-3.955374371387118e-43j,-7.412442286160206e-44+0.j,0.+1.3807114762462172e-44j,2.556489112590234e-45+0.j,0.-4.7056014454340904e-46j,-8.610860843695031e-47+0.j,0.+1.5666341905399707e-47j,2.8340461642715373e-48+0.j,0.-5.097914798751786e-49j,-9.119099912327793e-50+0.j,0.+1.6222281517559385e-50j,2.870110886576061e-51+0.j,0.-5.050540495187688e-52j,-8.840047258320129e-53+0.j,0.+1.5391233963830827e-53j,2.665744239327227e-54+0.j,0.-4.5931779167330304e-55j,-7.873736671528486e-56+0.j,0.+1.3429008378854901e-56j
0.-0.4021068705859745j,-0.44542124477443046+0.j,0.+0.2501538143051403j,-0.033486929111563625+0.j,0.+0.26478621024464233j,0.38033916437766857+0.j,0.-0.38777627900471295j,-0.3284343047689077+0.j,0.+0.24487963196957394j,0.16557343584807824+0.j,0.-0.10337078825544202j,-0.06031934598252881+0.j,0.+0.03318824241388957j,0.01733316753563855+0.j,0.-0.008638096466465881j,-0.004125249711016674+0.j,0.+0.0018945303095724013j,0.0008391858067198969+0.j,0.-0.0003594340423867023j,-0.00014918870377002362+0.j,0.+0.000060122910492410583j,0.000023564875430436076+0.j,0.-8.996299374816663e-6j,-3.349812448954757e-6+0.j,0.+1.2180391665819061e-6j,4.32975100408902e-7+0.j,0.-1.5061195125988152e-7j,-5.1315376731458565e-8+0.j,0.+1.713923151668283e-8j,5.615990997240422e-9+0.j,0.-1.8066033753733616e-9j,-5.709369356125187e-10+0.j,0.+1.7736574650147723e-10j,5.4194714356509645e-11+0.j,0.-1.629606146234326e-11j,-4.8246425887244626e-12+0.j,0.+1.4070491197168163e-12j,4.0439676019853955e-13+0.j,0.-1.1458873762447914e-13j,-3.202458061350895e-14+0.j,0.+8.830682497402526e-15j,2.403409971736983e-15+0.j,0.-6.458471736643395e-16j,-1.7141081210674812e-16+0.j,0.+4.494533868414085e-17j,1.1646468625918991e-17+0.j,0.-2.9832272774123366e-18j,-7.555701162812471e-19+0.j,0.+1.8926414711841808e-19j,4.6899815303879084e-20+0.j,0.-1.1499599835946205e-20j,-2.790606446484993e-21+0.j,0.+6.703633748810852e-22j,1.5944307720573104e-22+0.j,0.-3.7555123224452925e-23j,-8.761571928255065e-24+0.j,0.+2.024987281946259e-24j,4.637300275593073e-25+0.j,0.-1.0524058859027377e-25j,-2.3672620879028348e-26+0.j,0.+5.2786380258430405e-27j,1.1670111358349203e-27+0.j,0.-2.5584009340966684e-28j,-5.562416535443835e-29+0.j,0.+1.1995504708405919e-29j,2.5662004746134705e-30+0.j,0.-5.446716730512512e-31j,-1.1471086249891709e-31+0.j,0.+2.3974612776439173e-32j,4.973087998727606e-33+0.j,0.-1.0239455495179796e-33j,-2.092912231392239e-34+0.j,0.+4.2471196380080073e-35j,8.557597977678692e-36+0.j,0.-1.7122473342351717e-36j,-3.4023616576821047e-37+0.j,0.+6.714826302719612e-38j,1.3163436647180258e-38+0.j,0.-2.5634378625504693e-39j,-4.9594451284287574e-40+0.j,0.+9.533162104743255e-41j,1.820833869909199e-41+0.j,0.-3.455955027879682e-42j,-6.5187502132951864e-43+0.j,0.+1.2220594688339967e-43j,2.277112664428871e-44+0.j,0.-4.217669350353947e-45j,-7.765819210394885e-46+0.j,0.+1.421539507413144e-46j,2.587122426310704e-47+0.j,0.-4.6815559217001803e-48j,-8.423775522702168e-49+0.j,0.+1.5072809329494423e-49j,2.6821272654808653e-50+0.j,0.-4.746665493359125e-51j,-8.355023735679131e-52+0.j,0.+1.4627892327669285e-52j,2.547507578597078e-53+0.j,0.-4.4133972066678714e-54j,-7.606379421622374e-55+0.j
-0.4825109257994544+0.j,0.+0.2501538143051403j,-0.14524744183307842+0.j,0.+0.34655747376771284j,0.27037437853381036+0.j,0.-0.03772685720465812j,0.1934519236841616+0.j,0.-0.33135596945100393j,-0.36302359823800123+0.j,0.+0.32078715331685415j,0.24619296413916+0.j,0.-0.1700453699686661j,-0.10792715780979899+0.j,0.+0.06381469334882628j,0.03549390701882796+0.j,0.-0.018706279465879865j,-0.009394613405682104+0.j,0.+0.004516470725225923j,0.002086252050263602+0.j,0.-0.0009288301031092684j,-0.00039963120200832734+0.j,0.+0.0001665436608995335j,0.00006736067825865324+0.j,0.-0.000026488304832511028j,-0.000010142496176368462+0.j,0.+3.786867300124424e-6j,1.3803860709285768e-6+0.j,0.-4.918074027235043e-7j,-1.714382187758857e-7+0.j,0.+5.8525301906254145e-8j,1.958279336544472e-8+0.j,0.-6.427504869200186e-9j,-2.0709164858619223e-9+0.j,0.+6.554317450826747e-10j,2.0389595976514027e-10+0.j,0.-6.238195277024112e-11j,-1.878082660623902e-11+0.j,0.+5.566688402546956e-12j,1.6252230610340673e-12+0.j,0.-4.675820469121741e-13j,-1.326218397495988e-13+0.j,0.+3.709862707303888e-14j,1.0238819329995272e-14+0.j,0.-2.7889845556827617e-15j,-7.500555039023607e-16+0.j,0.+1.9921919994129902e-16j,5.227475712735165e-17+0.j,0.-1.3555079185976276e-17j,-3.474413674709261e-18+0.j,0.+8.805319746695897e-19j,2.2070005200862612e-19+0.j,0.-5.472152512291685e-20j,-1.3424949548345962e-20+0.j,0.+3.259581858549988e-21j,7.834260015511827e-22+0.j,0.-1.864272187101324e-22j,-4.393198331101195e-23+0.j,0.+1.0254017774320889e-23j,2.3709784508697837e-24+0.j,0.-5.431965808448475e-25j,-1.2332614622915394e-25+0.j,0.+2.77518682378791e-26j,6.1906459201710224e-27+0.j,0.-1.3691523603385403e-27j,-3.002637071608176e-28+0.j,0.+6.53055683586733e-29j,1.4088116841557816e-29+0.j,0.-3.0148671320495344e-30j,-6.401050183118301e-31+0.j,0.+1.3485147391307175e-31j,2.8192494811170884e-32+0.j,0.-5.849719267660705e-33j,-1.20478373243066e-33+0.j,0.+2.4632196021298536e-34j,4.999921327407567e-35+0.j,0.-1.0077061960978091e-35j,-2.0167815610479248e-36+0.j,0.+4.008484580091925e-37j,7.912962048691967e-38+0.j,0.-1.5515845091379692e-38j,-3.0222346680062734e-39+0.j,0.+5.8483749913885115e-40j,1.1244325766344725e-40+0.j,0.-2.1481210938085678e-41j,-4.077991108204547e-42+0.j,0.+7.693609316407146e-43j,1.4425924153529989e-43+0.j,0.-2.688557502425043e-44j,-4.9806830838607786e-45+0.j,0.+9.172407732577329e-46j,1.6793178287079455e-46+0.j,0.-3.0568004382438895e-47j,-5.53241530983926e-48+0.j,0.+9.956441896155336e-49j,1.781815871133019e-49+0.j,0.-3.1711567422302737e-50j,-5.613001835815747e-51+0.j,0.+9.881458263616354e-52j,1.7302964394057497e-52+0.j,0.-3.013826894915982e-53j
0.+0.47274525702888004j,-0.033486929111563625+0.j,0.+0.34655747376771284j,0.19429596174922875+0.j,0.+0.13526790297790892j,0.31208852860157454+0.j,0.-0.2428904311472163j,-0.029146872072464945+0.j,0.-0.1854257665352916j,-0.31448066089683935+0.j,0.+0.3444643350971565j,0.30481985935036504+0.j,0.-0.23434794898466388j,-0.1621451642736965+0.j,0.+0.10307995718616281j,0.061039110850862235+0.j,0.-0.033995828649608206j,-0.01793859242747142+0.j,0.+0.00901902088270907j,0.004340254596450632+0.j,0.-0.002006686055543571j,-0.0008941518378295772+0.j,0.+0.00038500501840937326j,0.00016056107159533677+0.j,0.-0.00006498302041620888j,-0.000025568640616965755+0.j,0.+9.795787410818502e-6j,3.6593046327367024e-6+0.j,0.-1.3345279991211296e-6j,-4.7568229103421593e-7+0.j,0.+1.6588680284412564e-7j,5.665245651582656e-8+0.j,0.-1.8963140349857993e-8j,-6.2262866705551026e-9+0.j,0.+2.006742794300155e-9j,6.353178994280828e-10+0.j,0.-1.976967069558668e-10j,-6.050207274405096e-11+0.j,0.+1.8219659493077975e-11j,5.40170655287682e-12+0.j,0.-1.5774305599575538e-12j,-4.539346738099395e-13+0.j,0.+1.2877875892305676e-13j,3.603100681782165e-14+0.j,0.-9.946122738644512e-15j,-2.709765326524965e-15+0.j,0.+7.288818127935361e-16j,1.9362871526675626e-16+0.j,0.-5.081622266468111e-17j,-1.3178965042050114e-17+0.j,0.+3.3785234894477388e-18j,8.563556245944647e-19+0.j,0.-2.1467063820116611e-19j,-5.323378059362308e-20+0.j,0.+1.306166458468054e-20j,3.1717756647521864e-21+0.j,0.-7.624148103390941e-22j,-1.8144859169915574e-22+0.j,0.+4.276360314000818e-23j,9.982402878218268e-24+0.j,0.-2.30841884473708e-24j,-5.289182037090634e-25+0.j,0.+1.2009632205202347e-25j,2.7027661813424635e-26+0.j,0.-6.02965728142033e-27j,-1.3336676630621843e-27+0.j,0.+2.9250728338880287e-28j,6.362399429131383e-29+0.j,0.-1.372648880320214e-29j,-2.9377136464902572e-30+0.j,0.+6.237726051131818e-31j,1.3142064671843735e-31+0.j,0.-2.7477254899077454e-32j,-5.701720442882496e-33+0.j,0.+1.1743842502448142e-33j,2.401229567844228e-34+0.j,0.-4.874413622450031e-35j,-9.824739739753866e-36+0.j,0.+1.9664060146275198e-36j,3.908598586759336e-37+0.j,0.-7.716241267626092e-38j,-1.5130991176898435e-38+0.j,0.+2.9474384288490614e-39j,5.703951123552373e-40+0.j,0.-1.0967242845914226e-40j,-2.0952975643456574e-41+0.j,0.+3.97791593130653e-42j,7.505183600000652e-43+0.j,0.-1.4073308498962473e-43j,-2.622966757059383e-44+0.j,0.+4.859401655544898e-45j,8.949468109954944e-46+0.j,0.-1.6385749983245807e-46j,-2.9827691724183085e-47+0.j,0.+5.398661054366287e-48j,9.716140516010523e-49+0.j,0.-1.738883161532002e-49j,-3.0948733028804872e-50+0.j,0.+5.478196170468744e-51j,9.644513369298458e-52+0.j
0.4011232547900941+0.j,0.+0.26478621024464233j,0.27037437853381036+0.j,0.+0.13526790297790892j,0.30907046388202275+0.j,0.-0.11357227999723797j,0.17613685700389506+0.j,0.-0.29658278493384244j,-0.1985532348835486+0.j,0.-0.011302537981779458j,-0.20496039437500144+0.j,0.+0.31259053248605007j,0.3291197920436973+0.j,0.-0.28489697713983675j,-0.2158827210786941+0.j,0.+0.14782193468341773j,0.09323283989309401+0.j,0.-0.05486334208238119j,-0.030400882737862758+0.j,0.+0.015973804334101924j,0.00800243585058467+0.j,0.-0.003839209610969424j,-0.0017702960702167233+0.j,0.+0.000786973904884196j,0.00033815475576716154+0.j,0.-0.00014076261874380544j,-0.00005687579580902087+0.j,0.+0.000022345290744722464j,8.549266115760078e-6+0.j,0.-3.1897112861656676e-6j,-1.1619550373296262e-6+0.j,0.+4.1373983653343455e-7j,1.441471640615856e-7+0.j,0.-4.9184484049669014e-8j,-1.6449872420323484e-8+0.j,0.+5.396959472589074e-9j,1.7382085006828805e-9+0.j,0.-5.499351922345774e-10j,-1.710205733683845e-10+0.j,0.+5.230753304364493e-11j,1.5743249785225456e-11+0.j,0.-4.665079407134989e-12j,-1.3616479790455423e-12+0.j,0.+3.9165717167000603e-13j,1.1106206834430635e-13+0.j,0.-3.106108023578696e-14j,-8.570806782016533e-15+0.j,0.+2.334187460430774e-15j,6.276320981510064e-16+0.j,0.-1.6667445803635838e-16j,-4.372800840171628e-17+0.j,0.+1.1337126084540333e-17j,2.9054865755889818e-18+0.j,0.-7.362441786126882e-19j,-1.845106071766305e-19+0.j,0.+4.5742704266397953e-20j,1.1220790645875093e-20+0.j,0.-2.7240940850609544e-21j,-6.546508342391614e-22+0.j,0.+1.5576668850773168e-22j,3.6702992063507413e-23+0.j,0.-8.565877897140102e-24j,-1.9804515994725718e-24+0.j,0.+4.536845938847875e-25j,1.0299449702684487e-25+0.j,0.-2.3174711647622528e-26j,-5.169191904930354e-27+0.j,0.+1.1431528397606135e-27j,2.506815548545515e-28+0.j,0.-5.45177465037987e-29j,-1.1760068277544385e-29+0.j,0.+2.5164905834296743e-30j,5.342561958041528e-31+0.j,0.-1.1254498780488552e-31j,-2.3527564601540015e-32+0.j,0.+4.881489200342691e-33j,1.005312416047362e-33+0.j,0.-2.0552776083614465e-34j,-4.1716385032323365e-35+0.j,0.+8.407255796600312e-36j,1.682506299053305e-36+0.j,0.-3.3439224610243825e-37j,-6.60075816394151e-38+0.j,0.+1.294224208663698e-38j,2.5208219770680718e-39+0.j,0.-4.877863636936055e-40j,-9.377969878430396e-41+0.j,0.+1.7914951777510522e-41j,3.4008314473794687e-42+0.j,0.-6.4158082208947336e-43j,-1.2029504664730935e-43+0.j,0.+2.2418508378583256e-44j,4.1529814190656856e-45+0.j,0.-7.647835241879302e-46j,-1.4001434897373361e-46+0.j,0.+2.54854072464859e-47j,4.612373473489639e-48+0.j,0.-8.300407213559275e-49j,-1.4854017620412975e-49+0.j,0.+2.6435347114273596e-50j
0.-0.3044202191805604j,0.38033916437766857+0.j,0.-0.03772685720465812j,0.31208852860157454+0.j,0.-0.11357227999723797j,0.22287825747981008+0.j,0.-0.2580858768642939j,-0.016674488940464877+0.j,0.-0.2244649445208777j,-0.27496483353596635+0.j,0.+0.13956421667702162j,-0.06677437449842423+0.j,0.+0.23448777604468038j,0.3144758762281872+0.j,0.-0.3128862401161911j,-0.2617349076549378+0.j,0.+0.19367570485807178j,0.13027600789140042+0.j,0.-0.08102405298152353j,-0.04713940041507874+0.j,0.+0.025874404867321697j,0.013486462585727183+0.j,0.-0.006709681991458432j,-0.003199612311823511+0.j,0.+0.001467541235703527j,0.0006493095388861262+0.j,0.-0.00027782401259377956j,-0.0001152091313749351+0.j,0.+0.00004639040523221784j,0.000018168625532301856+0.j,0.-6.931334860088464e-6j,-2.579249522620031e-6+0.j,0.+9.372921147328399e-7j,3.32993710543178e-7+0.j,0.-1.1577331540630232e-7j,-3.9426414287179174e-8+0.j,0.+1.3162401753518228e-8j,4.31108184680435e-9+0.j,0.-1.3862758694079106e-9j,-4.3793726628232915e-10+0.j,0.+1.3600018763447594e-10j,4.15413874190506e-11+0.j,0.-1.2487303582945186e-11j,-3.695899495385471e-12+0.j,0.+1.0775557715148058e-12j,3.0961334870896473e-13+0.j,0.-8.770836950807337e-14j,-2.4506135858288764e-14+0.j,0.+6.755893154639766e-15j,1.8383067714474756e-15+0.j,0.-4.938848813427501e-16j,-1.3105209450899845e-16+0.j,0.+3.435610292361322e-17j,8.900828952622825e-18+0.j,0.-2.279516587764577e-18j,-5.772374282457946e-19+0.j,0.+1.4456869297533075e-19j,3.5818381811904465e-20+0.j,0.-8.781102917091892e-21j,-2.1305851035898517e-21+0.j,0.+5.117370245906203e-22j,1.2169722903154044e-22+0.j,0.-2.866056554256678e-23j,-6.685595762406532e-24+0.j,0.+1.5449868259185342e-24j,3.5376420190088693e-25+0.j,0.-8.02749087009062e-26j,-1.805478841612219e-26+0.j,0.+4.0254922762793224e-27j,8.898660695882394e-28+0.j,0.-1.9506178497472247e-28j,-4.2405519308719774e-29+0.j,0.+9.143952954131894e-30j,1.9559774834046044e-30+0.j,0.-4.151136877571037e-31j,-8.741720903171557e-32+0.j,0.+1.8268597438940185e-32j,3.78915179544708e-33+0.j,0.-7.801102384374206e-34j,-1.5943892137028999e-34+0.j,0.+3.2352136518240016e-35j,6.518180460841269e-36+0.j,0.-1.3040909511556817e-36j,-2.591132153645747e-37+0.j,0.+5.113430628703058e-38j,1.0023424741183166e-38+0.j,0.-1.9518194321603424e-39j,-3.775901343013483e-40+0.j,0.+7.257648279931986e-41j,1.3861215463473697e-41+0.j,0.-2.630702655448861e-42j,-4.961823673104169e-43+0.j,0.+9.301290938055673e-44j,1.7330451809699778e-44+0.j,0.-3.209762736233116e-45j,-5.909670278884912e-46+0.j,0.+1.0817103978748305e-46j,1.9685463794457013e-47+0.j,0.-3.5620169010910643e-48j,-6.40899760296254e-49+0.j
-0.21090094466040715+0.j,0.-0.38777627900471295j,0.1934519236841616+0.j,0.-0.2428904311472163j,0.17613685700389506+0.j,0.-0.2580858768642939j,0.04407753464771447+0.j,0.-0.26721259747203013j,-0.174762335024069+0.j,0.-0.08441790228748033j,-0.2582886185137158+0.j,0.+0.23523182595066708j,0.0680188397718207+0.j,0.+0.12728920251062253j,0.2636036701866833+0.j,0.-0.31338782886292765j,-0.2932336660940237+0.j,0.+0.2357501632743952j,0.16951156891687322+0.j,0.-0.1115253965754998j,-0.06813870638827688+0.j,0.+0.03906321904886747j,0.021176172537595392+0.j,0.-0.010920142541830956j,-0.005382518723588542+0.j,0.+0.002545767305020033j,0.0011591703766465585+0.j,0.-0.000509537367101357j,-0.00021674110688150246+0.j,0.+0.00008940143758102505j,0.000035824284450659744+0.j,0.-0.000013968241687434862j,-5.307169906435544e-6+0.j,0.+1.967448323602948e-6j,7.124763567896935e-7+0.j,0.-2.523046811075184e-7j,-8.745574526206268e-8+0.j,0.+2.969919694543175e-8j,9.8889124365588e-9+0.j,0.-3.2309229064330063e-9j,-1.036528847278134e-9+0.j,0.+3.2673358123957424e-10j,1.012570330434353e-10+0.j,0.-3.086879685549652e-11j,-9.262017404291273e-12+0.j,0.+2.73650929394094e-12j,7.965165836781422e-13+0.j,0.-2.285012581159522e-13j,-6.463336730337826e-14+0.j,0.+1.8033002237985053e-14j,4.964573345001928e-15+0.j,0.-1.3491171967333477e-15j,-3.6200516790925736e-16+0.j,0.+9.594305911035476e-17j,2.5123248123257464e-17+0.j,0.-6.501671736609622e-18j,-1.6633329389791599e-18+0.j,0.+4.207758255119875e-19j,1.0528036654018608e-19+0.j,0.-2.6059851231329266e-20j,-6.382972590702262e-21+0.j,0.+1.5473730021261092e-21j,3.7134594887011627e-22+0.j,0.-8.823909640855766e-23j,-2.076470447280767e-23+0.j,0.+4.840087954072662e-24j,1.1176890299602235e-24+0.j,0.-2.5574287708302e-25j,-5.799263216477607e-26+0.j,0.+1.3034613311379595e-26j,2.90433334945733e-27+0.j,0.-6.416266286361568e-28j,-1.4056213886865957e-28+0.j,0.+3.053970068087827e-29j,6.581578294441209e-30+0.j,0.-1.4070862726606142e-30j,-2.9846372583621895e-31+0.j,0.+6.281966248558533e-32j,1.3121524260382521e-32+0.j,0.-2.720241787245095e-33j,-5.597752120098867e-34+0.j,0.+1.1435357403108049e-34j,2.3193237833184464e-35+0.j,0.-4.6708177081060724e-36j,-9.340872612218293e-37+0.j,0.+1.855183538231711e-37j,3.6595861976645227e-38+0.j,0.-7.170714240079047e-39j,-1.3957794632867911e-39+0.j,0.+2.6991856280492823e-40j,5.186171780160127e-41+0.j,0.-9.901362027509168e-42j,-1.8785020898554934e-42+0.j,0.+3.5418573215389028e-43j,6.637219539757149e-44+0.j,0.-1.2362586562466137e-44j,-2.2889277066837155e-45+0.j,0.+4.212938843203229e-46j,7.70901056215529e-47+0.j,0.-1.402496860932317e-47j
0.+0.13527270075503292j,-0.3284343047689077+0.j,0.-0.33135596945100393j,-0.029146872072464945+0.j,0.-0.29658278493384244j,-0.016674488940464877+0.j,0.-0.26721259747203013j,-0.1273136831299592+0.j,0.-0.1735690291402147j,-0.2523078382725413+0.j,0.+0.06476865039431356j,-0.17290329411843072+0.j,0.+0.26436320357016224j,0.17433785221117346+0.j,0.+0.010937679003237775j,0.18486806747091658+0.j,0.-0.28571662813869936j,-0.30576057573749327+0.j,0.+0.2693158971930435j,0.2077389947432493+0.j,0.-0.14480789084812518j,-0.09296439809710265+0.j,0.+0.05566920481699094j,0.03138084981111036+0.j,0.-0.016767806099246184j,-0.008539139037276109+0.j,0.+0.004162829047434545j,0.0019497461418840943+0.j,0.-0.0008800561302808329j,-0.0003838126250459322+0.j,0.+0.00016210072123425993j,0.00006642995211416362+0.j,0.-0.000026461317179352677j,-0.000010261213593861137+0.j,0.+3.879059763892693e-6j,1.4313163449345375e-6+0.j,0.-5.160787737913694e-7j,-1.8201753460025475e-7+0.j,0.+6.28542472117561e-8j,2.126933734977869e-8+0.j,0.-7.058549278909009e-9j,-2.2989906824223776e-9+0.j,0.+7.353838940498671e-10j,2.311640408599861e-10+0.j,0.-7.145147482715124e-11j,-2.1728292356233233e-11+0.j,0.+6.504097347130656e-12j,1.917367284014621e-12+0.j,0.-5.569006519089069e-13j,-1.594373772624803e-13+0.j,0.+4.50109287396233e-14j,1.2535078204212893e-14+0.j,0.-3.4448821130786706e-15j,-9.345634512201052e-16+0.j,0.+2.5036388687764395e-16j,6.625176266326664e-17+0.j,0.-1.732263636467001e-17j,-4.47654835330633e-18+0.j,0.+1.1436724641986293e-18j,2.889350899528824e-19+0.j,0.-7.220136826641929e-20j,-1.785002414973884e-20+0.j,0.+4.366946659251194e-21j,1.0574409408800845e-21+0.j,0.-2.534913849371771e-22j,-6.01707318603023e-23+0.j,0.+1.4145073711894244e-23j,3.2938411430502404e-24+0.j,0.-7.598962737281981e-25j,-1.7371372053336559e-25+0.j,0.+3.935621557638559e-26j,8.838136177684952e-27+0.j,0.-1.967626043076025e-27j,-4.34333229151722e-28+0.j,0.+9.507451811851227e-29j,2.0640761242314245e-29+0.j,0.-4.444938617799465e-30j,-9.495994119408144e-31+0.j,0.+2.0128160523219794e-31j,4.233595973558593e-32+0.j,0.-8.837053644672432e-33j,-1.830829452047231e-33+0.j,0.+3.765118941929519e-34j,7.686818330838117e-35+0.j,0.-1.558105989973853e-35j,-3.1359845540784754e-36+0.j,0.+6.267873409770453e-37j,1.2441638268545296e-37+0.j,0.-2.452937682079097e-38j,-4.803817546358811e-39+0.j,0.+9.345788542724378e-40j,1.8063930996839614e-40+0.j,0.-3.469060699270438e-41j,-6.61988392091832e-42+0.j,0.+1.2553427668384416e-42j,2.3658190550679084e-43+0.j,0.-4.4313997207065704e-44j,-8.25035582211189e-45+0.j,0.+1.5268914753635088e-45j,2.809170145231432e-46+0.j
0.08116070732836192+0.j,0.+0.24487963196957394j,-0.36302359823800123+0.j,0.-0.1854257665352916j,-0.1985532348835486+0.j,0.-0.2244649445208777j,-0.174762335024069+0.j,0.-0.1735690291402147j,-0.23145136277034112+0.j,0.-0.03271848679973686j,-0.24322894338596066+0.j,0.+0.17968622760204384j,-0.05315019369060898+0.j,0.+0.23239932649384165j,0.23718967238478672+0.j,0.-0.09593982551969327j,0.09001910434856959+0.j,0.-0.2330502177311772j,-0.2970571250621104+0.j,0.+0.29040474882457573j,0.24158257506921363+0.j,0.-0.17883896106615035j,-0.12076368963192226+0.j,0.+0.07556389514796336j,0.04429290369604072+0.j,0.-0.024518273965696186j,-0.012896544042502732+0.j,0.+0.006477799592530609j,0.0031196263010735362+0.j,0.-0.0014452976426149306j,-0.000645993010564407+0.j,0.+0.00027923904815919037j,0.00011698368377047077+0.j,0.-0.00004758668207154833j,-0.00001882668142524865+0.j,0.+7.254876629187182e-6j,2.726644330163814e-6+0.j,0.-1.0006627679163117e-6j,-3.589868248891908e-7+0.j,0.+1.2601727583138542e-7j,4.3324706590404634e-8+0.j,0.-1.4600125659031381e-8j,-4.826434912308632e-9+0.j,0.+1.5662239739354734e-9j,4.992583840025735e-10+0.j,0.-1.5642554448336765e-10j,-4.8200296373647075e-11+0.j,0.+1.4614511770659095e-11j,4.362443097163466e-12+0.j,0.-1.282599803100291e-12j,-3.7158785523178213e-13+0.j,0.+1.0612624729441028e-13j,2.989144910222415e-14+0.j,0.-8.306090084168764e-15j,-2.2778541301249652e-15+0.j,0.+6.167100186958532e-16j,1.6489247915431513e-16+0.j,0.-4.355295339064691e-17j,-1.1367296475526525e-17+0.j,0.+2.9325109014081826e-18j,7.479620660209352e-19+0.j,0.-1.8866291452336976e-19j,-4.70722902158047e-20+0.j,0.+1.1620271876600314e-20j,2.8388052680277082e-21+0.j,0.-6.864604756218667e-22j,-1.643405297196267e-22+0.j,0.+3.8959032814404976e-23j,9.147193227475374e-24+0.j,0.-2.1274655053404496e-24j,-4.902392332453794e-25+0.j,0.+1.1194316730348998e-25j,2.5333875280429556e-26+0.j,0.-5.683138400294243e-27j,-1.2639302825514329e-27+0.j,0.+2.787210589217186e-28j,6.095223136899261e-29+0.j,0.-1.322032020848699e-29j,-2.8443585849256973e-30+0.j,0.+6.071169723635867e-31j,1.2857601781454194e-31+0.j,0.-2.7020874266408257e-32j,-5.6356151912476944e-33+0.j,0.+1.1666348495288108e-33j,2.3973308159104387e-34+0.j,0.-4.890651838859865e-35j,-9.905954056669656e-36+0.j,0.+1.9923260673864055e-36j,3.979253612934844e-37+0.j,0.-7.893348923469603e-38j,-1.5551766691526008e-38+0.j,0.+3.0436598179064214e-39j,5.917640869383898e-40+0.j,0.-1.1430741254428336e-40j,-2.1938640202237028e-41+0.j,0.+4.183982426205747e-42j,7.929563169649923e-43+0.j,0.-1.4935560398331093e-43j,-2.796014337408652e-44+0.j,0.+5.2027727205790944e-45j
