7.249472515987929e-7+0.j,0.-3.854806643398951e-6j,-0.000014493850988368846+0.j,0.+0.00004449583445218334j,0.0001183002196860401+0.j,0.-0.00028131749399668254j,-0.0006106850747555618+0.j,0.+0.0012273388370793038j,0.002307361673681787+0.j,0.-0.004089692083949076j,-0.00687680646249201+0.j,0.+0.011025204417292362j,0.016923579211177295+0.j,0.-0.024958399577963832j,-0.03546899692160934+0.j,0.+0.04869669288123155j,0.06473448061777656+0.j,0.-0.08348479753546792j,-0.1046326770021247+0.j,0.+0.12763997997094537j,0.1517637050654192+0.j,0.-0.17609801651524j,-0.19963620934171428+0.j,0.+0.22134595406938795j,0.24024931508400899+0.j,0.-0.25549849421883886j,-0.2664390411361587+0.j,0.+0.2726541868342834j,0.2739866147276795+0.j,0.-0.2705369182354062j,-0.2626407453744132+0.j,0.+0.25082882654913013j,0.23577548577021065+0.j,0.-0.21824176708441625j,-0.199019028525597+0.j,0.+0.17887793426385273j,0.15852644171399485+0.j,0.-0.13857887794571352j,-0.11953674708613596+0.j,0.+0.10178067362962037j,0.08557196725396266+0.j,0.-0.07106173046065527j,-0.05830520476059561+0.j,0.+0.047279109513307854j,0.037899993979390964+0.j,0.-0.030042016143524763j,-0.02355300641595416+0.j,0.+0.01826810976733779j,0.014020683471461298+0.j,0.-0.010650434747708003j,-0.008009004262715292+0.j,0.+0.005963340775340475j,0.004397280268946024+0.j,0.-0.0032117549589520955j,-0.0023240299176314465+0.j,0.+0.001666312916634992j,0.001184019182118298+0.j,0.-0.0008339067738045066j,-0.0005822368597304663+0.j,0.+0.0004030601676012088j,0.0002766880782914881+0.j,0.-0.00018837432997062328j,-0.0001272102385127784+0.j,0.+0.00008522126633128532j,0.000056644035632973916+0.j,0.-0.000037358867288639225j,-0.00002445219910091617+0.j,0.+0.000015884615727910246j,0.000010242794221238651+0.j,0.-6.556772171608642e-6j,-4.1671320667324975e-6+0.j,0.+2.6296883432185757e-6j,1.6479127886448078e-6+0.j,0.-1.0255786825201186e-6j,-6.339416944173562e-7+0.j,0.+3.8923768030687857e-7j,2.3741287684581588e-7+0.j,0.-1.4386498311874633e-7j,-8.661716973502277e-8+0.j,0.+5.181871441255373e-8j,3.080617880371784e-8+0.j,0.-1.8200843417445128e-8j,-1.068761444583233e-8+0.j,0.+6.237893032294941e-9j,3.6190490662699846e-9+0.j,0.-2.0872823436689984e-9j,-1.1968181448568836e-9+0.j,0.+6.822832815985924e-10j,3.8674043788500546e-10+0.j,0.-2.1798206997708707e-10j,-1.2217875875538204e-10+0.j,0.+6.810377782981203e-11j,3.775491362307566e-11+0.j,0.-2.081748199940104e-11j,-1.1417222430503266e-11+0.j,0.+6.2286632346052815e-12j,3.3803013980859825e-12+0.j,0.-1.8250121031799667e-12j,-9.802772012945675e-13+0.j,0.+5.238747854270506e-13j
0.-3.854806643398951e-6j,-0.000019772453387167124+0.j,0.+0.00007161752616093455j,0.00021149635306289292+0.j,0.-0.0005400533709321042j,-0.0012313394937133835+0.j,0.+0.002558149021312714j,0.004910483507259223+0.j,0.-0.008797637793797691j,-0.014824286428594681+0.j,0.+0.023633724375088087j,0.03581721128737384+0.j,0.-0.05179636100270089j,-0.07169400172292553+0.j,0.+0.09521570040144314j,0.1215670880870312+0.j,0.-0.1494298668471135j,-0.1770117514448308+0.j,0.+0.2021737750690131j,0.22262465684262162+0.j,0.-0.23615914668918458j,-0.24090815631854687+0.j,0.+0.23556499214697094j,0.2195548400622792+0.j,0.-0.1931231828951478j,-0.15733129451617914+0.j,0.+0.11396090576464153j,0.06534302115653472+0.j,0.-0.014135546543813531j,0.03692046764206033+0.j,0.-0.0852359259239034j,-0.12857422371741753+0.j,0.+0.16519861025204174j,0.19395666703332062+0.j,0.-0.21430111477426256j,-0.22625380082843463+0.j,0.+0.23032519932415987j,0.22740470211225566+0.j,0.-0.21863747263166528j,-0.2053021055202386+0.j,0.+0.18870041224513182j,0.17006702414766528+0.j,0.-0.15050279457840235j,-0.13093267669170913+0.j,0.+0.11208616252132528j,0.09449662704658467+0.j,0.-0.07851501607667957j,-0.0643331322711635+0.j,0.+0.05201213386714194j,0.0415125720530493+0.j,0.-0.03272317498478719j,-0.02548649176153351+0.j,0.+0.019620332838497328j,0.014934621236413764+0.j,0.-0.011243775153481758j,-0.00837507892139341+0.j,0.+0.006173685989733651j,0.004504964975599955+0.j,0.-0.003254880888232847j,-0.002329029540736936+0.j,0.+0.0016508400836758891j,0.00115934855409881+0.j,0.-0.0008068381260706441j,-0.0005565476809142721+0.j,0.+0.0003805733133847971j,0.0002580282106032038+0.j,0.-0.0001734836892280179j,-0.00011568563073779015+0.j,0.+0.00007652325675264097j,0.00005021831064586655+0.j,0.-0.00003269974395402491j,-0.00002112987522703677+0.j,0.+0.000013551097414195045j,8.626400382419564e-6+0.j,0.-5.451464221424384e-6j,-3.4203786427034415e-6+0.j,0.+2.130885323491959e-6j,1.3183074094125053e-6+0.j,0.-8.100063197889496e-7j,-4.943314047539897e-7+0.j,0.+2.9967308097546e-7j,1.8047514421853296e-7+0.j,0.-1.0798573683936533e-7j,-6.419966894838058e-8+0.j,0.+3.7927441632678506e-8j,2.2267148875710956e-8+0.j,0.-1.2992745358514961e-8j,-7.535229605060851e-9+0.j,0.+4.3439457780577695e-9j,2.489412515932704e-9+0.j,0.-1.4182908562529243e-9j,-8.033786657452018e-10+0.j,0.+4.5247196302031666e-10j,2.5340112308442064e-10+0.j,0.-1.4112347675047808e-10j,-7.816126461054463e-11+0.j,0.+4.305390212688865e-11j,2.3587858606269765e-11+0.j,0.-1.2854209773516591e-11j,-6.968003359234078e-12+0.j
-0.000014493850988368846+0.j,0.+0.00007161752616093455j,0.0002495053206640188+0.j,0.-0.0007075009099858248j,-0.001731468563188303+0.j,0.+0.0037758662308190723j,0.007485750436835391+0.j,0.-0.013677276611076133j,-0.023257644451324933+0.j,0.+0.03707585524246387j,0.055713330457882244+0.j,0.-0.07924465516092775j,-0.10701744285502693+0.j,0.+0.13750999001725886j,0.1683210511686805+0.j,0.-0.19632631570264455j,-0.2180040445482122+0.j,0.+0.22989480905102377j,0.22912649713081967+0.j,0.-0.21391446417334714j,-0.18394381266968893+0.j,0.+0.140557697701009j,0.08670884129833006+0.j,0.-0.026673800291762452j,0.0344282299734872+0.j,0.-0.09123695416961652j,-0.13877960672489584+0.j,0.+0.17303310805198094j,0.1913423568183461+0.j,0.-0.1926453897588129j,-0.17748981659092555+0.j,0.+0.14785750090146513j,0.10684036621160424+0.j,0.-0.05822597141832786j,-0.006056025396025223+0.j,0.-0.04578462026764956j,-0.09390409553116008+0.j,0.+0.1356375567434943j,0.1691698096047041+0.j,0.-0.19355284354312075j,-0.20863624458191316+0.j,0.+0.21493523733615175j,0.21346317092075423+0.j,0.-0.20555342551019792j,-0.19269117397439536+0.j,0.+0.17636947581444015j,0.1579779639153652+0.j,0.-0.1387267894199264j,-0.11960406717575471+0.j,0.+0.10136204763882233j,0.08452560678640057+0.j,0.-0.06941619237295739j,-0.0561847972491068+0.j,0.+0.04484852928096705j,0.03532662124983008+0.j,0.-0.027473039899090296j,-0.02110404828225293+0.j,0.+0.016020055331836355j,0.012021814146473459+0.j,0.-0.008921511358045215j,-0.006549556519620773+0.j,0.+0.004757978554136997j,0.0034213146738214487+0.j,0.-0.002435780521774557j,-0.0017173753719745084+0.j,0.+0.001199430484323895j,0.0008299705394748254+0.j,0.-0.0005691381364351195j,-0.00038683430919236314+0.j,0.+0.0002606544061990387j,0.0001741463782009024+0.j,0.-0.00011538409636050484j,-0.0000758279054661701+0.j,0.+0.00004943449786389691j,0.000031975153484190206+0.j,0.-0.000020522837510204564j,-0.000013072623897745239+0.j,0.+8.265035780150015e-6j,5.187250017335855e-6+0.j,0.-3.2321531664065062e-6j,-1.9996727890679985e-6+0.j,0.+1.2285316602219595e-6j,7.495846183722078e-7+0.j,0.-4.542623891463701e-7j,-2.734564110067402e-7+0.j,0.+1.6353347126402954e-7j,9.716348554285407e-8+0.j,0.-5.736101170615403e-8j,-3.365007265221486e-8+0.j,0.+1.9617684942327412e-8j,1.1366794886091751e-8+0.j,0.-6.546237346831282e-9j,-3.74751068851005e-9+0.j,0.+2.13267379231155e-9j,1.2066144296650517e-9+0.j,0.-6.787445880159587e-10j,-3.7963693335051034e-10+0.j,0.+2.11146742854882e-10j,1.1678392174438456e-10+0.j,0.-6.423809079569977e-11j
0.+0.00004449583445218334j,0.00021149635306289292+0.j,0.-0.0007075009099858248j,-0.0019225084105907988+0.j,0.+0.004498622392376525j,0.009356517975654535+0.j,0.-0.017641223819776345j,-0.03055429467414249+0.j,0.+0.04906560701419993j,0.0735387168146462+0.j,0.-0.1033478762882863j,-0.13659661057703384+0.j,0.+0.1700521121472029j,0.19937836404122863+0.j,0.-0.21968675193077833j,-0.22634057453636058+0.j,0.+0.21587187879990755j,0.18681906726920464+0.j,0.-0.1402888153469937j,-0.08009078052353658+0.j,0.+0.012379077295025733j,-0.05516024533831328+0.j,0.+0.11443762538304773j,0.15819787336191982+0.j,0.-0.18113888198286346j,-0.18070989664579887+0.j,0.+0.15745631377363287j,0.11486938231106195+0.j,0.-0.058792355359804004j,0.003490046143170624+0.j,0.-0.06430800325066988j,-0.11663034601711836+0.j,0.+0.15490277510890063j,0.17559683224254583+0.j,0.-0.17742595103151346j,-0.16124313888937858+0.j,0.+0.12968112981014995j,0.08662425775163893+0.j,0.-0.03661035061860541j,0.015747040200249186+0.j,0.-0.06624593253991663j,-0.1114490558305887+0.j,0.+0.14888632655836276j,0.17711359120515335+0.j,0.-0.19565161256185506j,-0.20483892256167316+0.j,0.+0.2056348640974783j,0.19940630908502094+0.j,0.-0.1877250487197846j,-0.1721946110978143+0.j,0.+0.1543168938749423j,0.13540167399215836+0.j,0.-0.11651644413365955j,-0.09847035204778073+0.j,0.+0.08182417000550588j,0.06691786895917028+0.j,0.-0.05390808976294748j,-0.042809162310398566+0.j,0.+0.03353295062736108j,0.02592441568644516+0.j,0.-0.019791203382051786j,-0.014926686526344676+0.j,0.+0.011126690631195408j,0.008200635681166678+0.j,0.-0.005978080062333884j,-0.004311719566368352+0.j,0.+0.003077834586925349j,0.0021750449782044954+0.j,0.-0.0015220658710973721j,-0.0010549883281014017+0.j,0.+0.0007244544805461386j,0.0004929673561904324+0.j,0.-0.0003324741584172041j,-0.00022228724948525447+0.j,0.+0.00014735605742268457j,0.00009687106417983559+0.j,0.-0.00006316332136349839j,-0.00004085539832553384+0.j,0.+0.000026218824272921232j,0.00001669625367765861+0.j,0.-0.000010551811464556788j,-6.6190368291476295e-6+0.j,0.+4.1217121785734834e-6j,2.5481720833186534e-6+0.j,0.-1.564224876775467e-6j,-9.53538394202736e-7+0.j,0.+5.772888630193708e-7j,3.471442170626731e-7+0.j,0.-2.0736365381166267e-7j,-1.230563363939966e-7+0.j,0.+7.255465131736053e-8j,4.2506606190971716e-8+0.j,0.-2.4746637577407454e-8j,-1.4317990307781491e-8+0.j,0.+8.233612046069233e-9j,4.706266286977504e-9+0.j,0.-2.6740813673765798e-9j,-1.5104906790311862e-9+0.j,0.+8.4827983676596e-10j,4.736628926328308e-10+0.j
0.0001183002196860401+0.j,0.-0.0005400533709321042j,-0.001731468563188303+0.j,0.+0.004498622392376525j,0.010037892464115536+0.j,0.-0.019846381738295015j,-0.035443035236306944+0.j,0.+0.057896970360350034j,0.08723948823208671+0.j,0.-0.12191756219185507j,-0.15849409129491773+0.j,0.+0.19178371839270061j,0.21552201188376682+0.j,0.-0.22351761877432938j,-0.21107417989006574+0.j,0.+0.17634576862455695j,0.12125326524893647+0.j,0.-0.05166098385954197j,0.023319911461875183+0.j,0.-0.09281656596183531j,-0.14617641478830565+0.j,0.+0.17501751326926213j,0.17489087267272185+0.j,0.-0.1461858591355616j,-0.09408639524873404+0.j,0.+0.027602723352716636j,-0.04209557010193722+0.j,0.+0.10368248460008786j,0.14760571385873716+0.j,0.-0.16758218009553355j,-0.1614165670117994+0.j,0.+0.13105695452380844j,0.08195659614323345+0.j,0.-0.02193157440482818j,0.04022937561218576+0.j,0.-0.0961390072625186j,-0.13894868978546862+0.j,0.+0.1641035097973733j,0.16965865833507676+0.j,0.-0.15618213623187077j,-0.1263302739167824+0.j,0.+0.08421699414122483j,0.034704998323105495+0.j,0.+0.017267966588890876j,0.06724414611817907+0.j,0.-0.1116341527289788j,-0.14792512297554056+0.j,0.+0.174723080377458j,0.19166273909787607+0.j,0.-0.19922716820099237j,-0.19852052674260212+0.j,0.+0.19103169873178957j,0.17841764821459663+0.j,0.-0.16232502656996609j,-0.14425882812881746+0.j,0.+0.1254988911047358j,0.10705933675530732+0.j,0.-0.08968267932932836j,-0.0738590222965109+0.j,0.+0.05986099493855014j,0.04778633824090164+0.j,0.-0.037601825377918195j,-0.02918410513502739+0.j,0.+0.022354812048507373j,0.016908736183408792+0.j,0.-0.012634925227099438j,-0.009331308024529188+0.j,0.+0.006813830662459987j,0.004921252913768781+0.j,0.-0.003516737155689747j,-0.0024872396121377242+0.j,0.+0.0017415381451895721j,0.001207540709175439+0.j,0.-0.0008293393903329265j,-0.0005643208942445818+0.j,0.+0.0003805212095275189j,0.00025432007103307096+0.j,0.-0.0001685064856384941j,-0.0001107050699817151+0.j,0.+0.00007212899507558584j,0.00004661401808907515+0.j,0.-0.00002988524561484494j,-0.000019010646930867545+0.j,0.+0.000012000516384850924j,7.518416845796512e-6+0.j,0.-4.67556619813114e-6j,-2.8865488418065747e-6+0.j,0.+1.7693503677256442e-6j,1.0769369465378725e-6+0.j,0.-6.509648827869726e-7j,-3.9080779858851176e-7+0.j,0.+2.3305213393566165e-7j,1.380611123131424e-7+0.j,0.-8.125699956531105e-8j,-4.751848714683923e-8+0.j,0.+2.7613201958378702e-8j,1.5946373267653325e-8+0.j,0.-9.152411037653612e-9j,-5.221242119452113e-9+0.j,0.+2.960820476547845e-9j
0.-0.00028131749399668254j,-0.0012313394937133835+0.j,0.+0.0037758662308190723j,0.009356517975654535+0.j,0.-0.019846381738295015j,-0.037156731437140884+0.j,0.+0.06254278751139465j,0.09574202100407624+0.j,0.-0.13422066869885813j,-0.17287546576999152+0.j,0.+0.2044809051798574j,0.22097625979031024+0.j,0.-0.21540050479687559j,-0.18400528594275686+0.j,0.+0.12791712167773203j,0.053758395428685206+0.j,0.+0.027117075300183723j,0.1007303413798751+0.j,0.-0.15347449010157294j,-0.17525858149634385+0.j,0.+0.16197385307433207j,0.11661850764346281+0.j,0.-0.048770028856482836j,0.027469689653136245+0.j,0.-0.09654006337368691j,-0.1447443993628289+0.j,0.+0.1630470069211321j,0.14873530772714005+0.j,0.-0.10564831260972599j,-0.043028184618942956+0.j,0.-0.02664281942302343j,-0.0902710473065917+0.j,0.+0.13665829477226268j,0.1583971032522328+0.j,0.-0.152855858561588j,-0.1221812878397191+0.j,0.+0.0724514544819967j,0.012256250738835036+0.j,0.+0.048954480774449936j,0.10243029174324018+0.j,0.-0.14133685664196938j,-0.16148714428169175+0.j,0.+0.16155567777602228j,0.1428381953666075+0.j,0.-0.1086812688719318j,-0.06373317255899039+0.j,0.+0.013162256555983751j,-0.03803898661701648+0.j,0.+0.08558636491963924j,0.12623779423387216+0.j,0.-0.15793052963616425j,-0.17975103046365554+0.j,0.+0.19178219598224625j,0.19487745195907316+0.j,0.-0.19040750133381024j,-0.18001649703884084+0.j,0.+0.16541290715120066j,0.14820883782462163+0.j,0.-0.1298117117807679j,-0.1113648442563948+0.j,0.+0.09372882996870231j,0.07749349927009612+0.j,0.-0.06300999429590315j,-0.050433634531492404+0.j,0.+0.03977009357327587j,0.030919508879110526+0.j,0.-0.023715146315794952j,-0.017954931252751494+0.j,0.+0.013425444279868203j,0.009918854958556073+0.j,0.-0.007243778765645614j,-0.0052312656124651885+0.j,0.+0.003737145171649525j,0.002641840504381113+0.j,0.-0.001848579295243879j,-0.0012807273671030484+0.j,0.+0.0008787725813283789j,0.0005973162138344851+0.j,0.-0.00040229103579344437j,-0.0002685214607832994+0.j,0.+0.00017766801409621554j,0.00011655079782825878+0.j,0.-0.00007581877099163162j,-0.000048918079782617234+0.j,0.+0.000031308712192826705j,0.000019880747305751948+0.j,0.-0.000012526718159866543j,-7.833241100183053e-6+0.j,0.+4.861889125926736e-6j,2.9956098211479365e-6+0.j,0.-1.832470567839959e-6j,-1.1130459186420108e-6+0.j,0.+6.713734580409574e-7j,4.0219721157586624e-7+0.j,0.-2.393231641080059e-7j,-1.4146418916543506e-7+0.j,0.+8.307457089869477e-8j,4.847208818865679e-8+0.j,0.-2.810335609380926e-8j,-1.6192240373417156e-8+0.j
-0.0006106850747555618+0.j,0.+0.002558149021312714j,0.007485750436835391+0.j,0.-0.017641223819776345j,-0.035443035236306944+0.j,0.+0.06254278751139465j,0.0986113870833082+0.j,0.-0.1402832081346524j,-0.18081336957550573+0.j,0.+0.2108926361168563j,0.22070665193238964+0.j,0.-0.2028276419862724j,-0.15508460295257295+0.j,0.+0.08237840911854316j,-0.0033897478584241445+0.j,0.+0.08555580099155792j,0.14665294124885617+0.j,0.-0.17302096486565716j,-0.1586929316068635+0.j,0.+0.10734213157772078j,0.031636521597653976+0.j,0.+0.049869436603336995j,0.11743727877170146+0.j,0.-0.1551176584955659j,-0.15463015361073085+0.j,0.+0.11715010773977412j,0.05263356151355732+0.j,0.+0.022999766932900616j,0.09196323272007945+0.j,0.-0.1388604142659584j,-0.15405027843477528+0.j,0.+0.13540079387548734j,0.08818628677904941+0.j,0.-0.023356918139923976j,0.04524045232287672+0.j,0.-0.1039503728866021j,-0.14200392125019998+0.j,0.+0.15331114459082057j,0.13711479240571178+0.j,0.-0.09754613645717422j,-0.042340704298528216+0.j,0.-0.018906762227422158j,-0.07654915034413846+0.j,0.+0.12242104619947575j,0.15088195409426203+0.j,0.-0.15928370183521262j,-0.14789648794247903+0.j,0.+0.11941382098581947j,0.07820070154137007+0.j,0.-0.02945406868268377j,0.021580934280816956+0.j,0.-0.07023844706302908j,-0.11285119266625382+0.j,0.+0.14695370416646714j,0.17129503534986237+0.j,0.-0.18570684954065594j,-0.19088052127664112+0.j,0.+0.18810451759778263j,0.1790042506332408+0.j,0.-0.16531424064469966j,-0.14869966225923015+0.j,0.+0.13063317012232875j,0.11232441496934992+0.j,0.-0.0946941935631897j,-0.07838249182432083+0.j,0.+0.06377921678559066j,0.05106748077564437+0.j,0.-0.04027123518150232j,-0.03130130064662732+0.j,0.+0.023996008962685746j,0.018154517263982137+0.j,0.-0.013562267105298415j,-0.010009026853339336+0.j,0.+0.007300525045940553j,0.00526493604990714+0.j,0.-0.0037555069873913497j,-0.0026504992790638638+0.j,0.+0.0018514271590141852j,0.0012803593420532445+0.j,0.-0.0008768419027493329j,-0.000594819347950294+0.j,0.+0.0003997850566391417j,0.0002662826192959664+0.j,0.-0.00017580263880327687j,-0.00011506962430142378+0.j,0.+0.00007468451057550302j,0.00004807424760232244+0.j,0.-0.00003069589237127381j,-0.000019444822270494406+0.j,0.+0.000012222231131376371j,7.6240129435511315e-6+0.j,0.-4.72024329186216e-6j,-2.901022963933856e-6+0.j,0.+1.7701087268801732e-6j,1.0724188001879965e-6+0.j,0.-6.452027107325014e-7j,-3.855181654891822e-7+0.j,0.+2.2880112858746936e-7j,1.3489074096699356e-7+0.j,0.-7.900619575769438e-8j
0.+0.0012273388370793038j,0.004910483507259223+0.j,0.-0.013677276611076133j,-0.03055429467414249+0.j,0.+0.057896970360350034j,0.09574202100407624+0.j,0.-0.1402832081346524j,-0.18332612318359037+0.j,0.+0.21342490739851322j,0.2188233957935143+0.j,0.-0.1915055248801343j,-0.13096724196320308+0.j,0.+0.04612124444530424j,-0.04578272419369654+0.j,0.+0.12331328971111502j,0.16698572082464097+0.j,0.-0.1653910197807525j,-0.11919089220337281+0.j,0.+0.041486101695011705j,-0.0457146247966323+0.j,0.+0.1178590675570698j,0.15502234774724108+0.j,0.-0.14761329909776924j,-0.09887825389797716+0.j,0.+0.02354953264916528j,-0.056778310430519265+0.j,0.+0.11999578633190884j,0.14959459074236986+0.j,0.-0.13882575787052295j,-0.09189596263292414+0.j,0.+0.022137838545003327j,-0.05206108155983266+0.j,0.+0.11226458971456363j,0.144531524509298+0.j,0.-0.1423992142871924j,-0.1077560047385551+0.j,0.+0.04965846688679257j,-0.018355975213103677+0.j,0.+0.08163444545100007j,0.12759836009500797+0.j,0.-0.14808462969217215j,-0.14046931732551562+0.j,0.+0.10753455334249999j,0.05631315997543113+0.j,0.+0.00368721415065557j,0.06243137251585764+0.j,0.-0.11108206836520142j,-0.14323371051096562+0.j,0.+0.15553306722406413j,0.14770359435179414+0.j,0.-0.1220921051257628j,-0.08291199533022607+0.j,0.+0.03536762804614166j,-0.015180227640703295+0.j,0.+0.06389381239714868j,0.10692143248762602+0.j,0.-0.14163162809393132j,-0.16664325212511538+0.j,0.+0.18169924138834537j,0.18744095456263282+0.j,0.-0.18513785961970175j,-0.17641782532532366+0.j,0.+0.16303009385541495j,0.14665933973765122+0.j,0.-0.12879725265472364j,-0.1106690170081419+0.j,0.+0.09320624606021903j,0.07705509842604845+0.j,0.-0.0626078419969859j,-0.05004728708290448+0.j,0.+0.039395570706440106j,0.03056115044316433+0.j,0.-0.02338014069285029j,-0.017650045766847096+0.j,0.+0.013155402168951492j,0.009685829167812554+0.j,0.-0.00704755879346027j,-0.005069761898445187+0.j,0.+0.0036070012895138177j,0.002539013136500061+0.j,0.-0.0017688143436220903j,-0.0012199077171506755+0.j,0.+0.0008331420602986895j,0.0005635994273921133+0.j,0.-0.0003777342938667551j,-0.00025087957777341073+0.j,0.+0.000165158191889107j,0.00010779001449036673+0.j,0.-0.00006975630837553656j,-0.000044770672139241176+0.j,0.+0.00002850253981682898j,0.000018002148497793877+0.j,0.-0.000011281935326587826j,-7.016586989004919e-6+0.j,0.+4.331246968305111e-6j,2.65401717078089e-6+0.j,0.-1.6145622602208036e-6j,-9.752599410051121e-7+0.j,0.+5.849955616140397e-7j,3.4849889890908357e-7+0.j
0.002307361673681787+0.j,0.-0.008797637793797691j,-0.023257644451324933+0.j,0.+0.04906560701419993j,0.08723948823208671+0.j,0.-0.13422066869885813j,-0.18081336957550573+0.j,0.+0.21342490739851322j,0.21790655736312153+0.j,0.-0.1850103843416955j,-0.11537287852862696+0.j,0.+0.021654510818793295j,-0.07369484637390834+0.j,0.+0.14486348456961176j,0.17126058269094283+0.j,0.-0.1450746709216445j,-0.07477688380151203+0.j,0.-0.017021324688640954j,-0.10079366167036004+0.j,0.+0.14987655486387064j,0.14929048500146258+0.j,0.-0.10048403609881006j,-0.020433271123724422+0.j,0.-0.06440225586959933j,-0.12698971622043442+0.j,0.+0.1483716743081837j,0.12323006834638253+0.j,0.-0.06078718731709926j,0.018877425292309118+0.j,0.-0.09155460460278647j,-0.13633726740341537+0.j,0.+0.14145171303854934j,0.10693203299411504+0.j,0.-0.043704644852442756j,0.030252948278556516+0.j,0.-0.09527113983068189j,-0.13522851711265954+0.j,0.+0.1413032759639068j,0.11346448638144531+0.j,0.-0.05963726773839179j,0.006923767121437946+0.j,0.-0.0711625668305815j,-0.11969377580037936+0.j,0.+0.1434414864242939j,0.1389979229505982+0.j,0.-0.1086241864765454j,-0.05912591784891658+0.j,0.+0.000030098818258622594j,-0.058451816759447134+0.j,0.+0.10724619846494672j,0.13972934376639626+0.j,0.-0.15239529081255293j,-0.14489481869954773+0.j,0.+0.11957139519641086j,0.0806791392302577+0.j,0.-0.03347822491451797j,0.01662413751333977+0.j,0.-0.06476847836542207j,-0.10711134638803081+0.j,0.+0.1410561462569149j,0.16527434985071301+0.j,0.-0.179568192530212j,-0.18463455825186045+0.j,0.+0.1817867304115886j,0.17268012821199527+0.j,0.-0.15907409037434014j,-0.14264749180695405+0.j,0.+0.12487370936419583j,0.1069513458649724+0.j,0.-0.08978144494649147j,-0.07397933308408852+0.j,0.+0.05990901844931307j,0.04772946003533105+0.j,0.-0.037444250889421535j,-0.028948741243687015+0.j,0.+0.022070948402329378j,0.016604522872105492+0.j,0.-0.01233346976672652j,-0.009049267889879184+0.j,0.+0.0065615542039126834j,0.004703744485705988+0.j,0.-0.0033349413944708185j,-0.002339327251712516+0.j,0.+0.0016240204443688474j,0.0011161412773715471+0.j,0.-0.000759616776171106j,-0.0005120710589438692+0.j,0.+0.00034200442082856197j,0.00022635918303052434+0.j,0.-0.0001484987336811599j,-0.00009658144529980556+0.j,0.+0.00006228655031709317j,0.000039838542196992714+0.j,0.-0.000025275289465877145j,-0.00001590902884877061+0.j,0.+9.936053980888325e-6j,6.158454608439201e-6+0.j,0.-3.7886019070820418e-6j,-2.31363498206132e-6+0.j,0.+1.402736405953521e-6j
0.-0.004089692083949076j,-0.014824286428594681+0.j,0.+0.03707585524246387j,0.0735387168146462+0.j,0.-0.12191756219185507j,-0.17287546576999152+0.j,0.+0.2108926361168563j,0.2188233957935143+0.j,0.-0.1850103843416955j,-0.11001581082082676+0.j,0.+0.009475034403815955j,-0.08916789526399009+0.j,0.+0.15562518954812427j,0.168193658634811+0.j,0.-0.12287497026098405j,-0.036041697602652537+0.j,0.-0.060894318909488224j,-0.13294050924795225+0.j,0.+0.15458032555026543j,0.1191994817054101+0.j,0.-0.0411877184383344j,0.049941665947425044+0.j,0.-0.12088693875300083j,-0.1468148683495915+0.j,0.+0.11991496809718674j,0.05133241845878177+0.j,0.+0.03376374499939147j,0.10569825515021167+0.j,0.-0.14067788551463087j,-0.12839029605185617+0.j,0.+0.07449644068307816j,-0.0023146260990953025+0.j,0.+0.07719181433445552j,0.12729478808095307+0.j,0.-0.13856851524953798j,-0.1092040801097421+0.j,0.+0.04914402624721228j,-0.023734116679100886+0.j,0.+0.08924006517795716j,0.13049085858674703+0.j,0.-0.13799845735223035j,-0.11135445192931254+0.j,0.+0.05842297949276425j,-0.007384777191841486+0.j,0.+0.0707936560918362j,0.1182774468269848+0.j,0.-0.1407770648311854j,-0.13506227480162333+0.j,0.+0.103672657951001j,0.05370136502546318+0.j,0.+0.0051179005268933275j,0.06250874923108383+0.j,0.-0.10949331072899605j,-0.139681954299341+0.j,0.+0.14988885504746566j,0.1401055614286528+0.j,0.-0.11297488158515928j,-0.07296264361111936+0.j,0.+0.025429239833437815j,-0.024230444658677203+0.j,0.+0.07126424570668057j,0.1120016447687563+0.j,0.-0.14405088685123915j,-0.16628853420114664+0.j,0.+0.17869705620669055j,0.1821124164881679+0.j,0.-0.17793857695263646j,-0.16787379378146702+0.j,0.+0.15367867087627407j,0.13700139940912323+0.j,0.-0.11926353322501944j,-0.10160100977428962+0.j,0.+0.08485002755769329j,0.06956535508472143+0.j,0.-0.056058900614278914j,-0.044448080259871674+0.j,0.+0.034705938608790295j,0.026707526307726527+0.j,0.-0.020269342157979594j,-0.015180498763221573+0.j,0.+0.011225604956631993j,0.0082002037399444+0.j,0.-0.005920043317523618j,-0.004225593891632564+0.j,0.+0.0029831555057521384j,0.0020837190289786497+0.j,0.-0.0014405097413007404j,-0.0009859065702376875+0.j,0.+0.000668217411272115j,0.0004486156015581362+0.j,0.-0.0002984080734355673j,-0.00019670938670080835+0.j,0.+0.00012853189012788991j,0.00008326371177841649+0.j,0.-0.0000534863216422302j,-0.00003407614699696868+0.j,0.+0.000021535439826879527j,0.00001350279253268888+0.j,0.-8.400937231787548e-6j,-5.187173592800497e-6+0.j
