0.05145437797989271+0.j,0.-0.12534311249154503j,-0.21590545701928257+0.j,0.+0.3036554877606487j,0.3698531150831467+0.j,0.-0.40292333601000196j,-0.40070516291364505+0.j,0.+0.3689385703080746j,0.31775120727027883+0.j,0.-0.25801449025235956j,-0.19875691132676845+0.j,0.+0.14598358980372486j,0.10265770670850044+0.j,0.-0.06935823364932615j,-0.04515565527178318+0.j,0.+0.02840172131296193j,0.017296682465364057+0.j,0.-0.010219190481208132j,-0.005867571413523511+0.j,0.+0.0032791382407626898j,0.0017861703272514535+0.j,0.-0.0009494921211403516j,-0.000493126302009287+0.j,0.+0.0002504796175728479j,0.00012455033873191238+0.j,0.-0.000060681044962334614j,-0.000028989753282858138+0.j,0.+0.000013590667252690045j,6.256621837963207e-6+0.j,0.-2.8302125313326784e-6j,-1.2587415395280525e-6+0.j,0.+5.507238185409832e-7j,2.3715758163719501e-7+0.j,0.-1.005676230263667e-7j,-4.201427456505395e-8+0.j,0.+1.7299796296695912e-8j,7.023731178407337e-9+0.j,0.-2.812840856744003e-9j,-1.1115564052717769e-9+0.j,0.+4.3358809012300023e-10j,1.670034684808398e-10+0.j,0.-6.353480554021435e-11j,-2.3881698002360102e-11+0.j,0.+8.871746353259823e-12j,3.2580738245315515e-12+0.j,0.-1.1831309248736027e-12j,-4.249443239228188e-13+0.j,0.+1.5099454090856156e-13j,5.309073888379084e-14+0.j,0.-1.8475613647410255e-14j,-6.364906262440102e-15+0.j,0.+2.1711261906436057e-15j,7.334348410900137e-16+0.j,0.-2.4541536202981864e-16j,-8.135476721823781e-17+0.j,0.+2.6722667277523186e-17j,8.698891883747749e-18+0.j,0.-2.806755921897473e-18j,-8.977776575171255e-19+0.j,0.+2.8472193705786137e-19j,8.954131059921894e-20+0.j,0.-2.792779652085269e-20j,-8.640103981945237e-21+0.j,0.+2.651714947746534e-21j,8.074487974589556e-22+0.j,0.-2.439700167825211e-22j,-7.315476686600025e-23+0.j,0.+2.1771250337466286e-23j,6.4314227499450035e-24+0.j,0.-1.8860823653720854e-24j,-5.491484685627794e-25+0.j,0.+1.5875914259328973e-25j,4.5577514600048676e-26+0.j,0.-1.2994732717002018e-26j,-3.679845911477652e-27+0.j,0.+1.0350876912147502e-27j,2.8923343165301144e-28+0.j,0.-8.029366285108927e-29j,-2.2146857489460866e-29+0.j,0.+6.0698325148697734e-30j,1.653140845767538e-30+0.j,0.-4.4745100661230105e-31j,-1.2036956902219128e-31+0.j,0.+3.2185169577581566e-32j,8.554493506367943e-33+0.j,0.-2.2602838420654386e-33j,-5.937339695740754e-34+0.j,0.+1.5506379661907648e-34j,4.026680943410536e-35+0.j,0.-1.0397534219881891e-35j,-2.6698523597606637e-36+0.j,0.+6.817806829829334e-37j,1.7315256157123797e-37+0.j,0.-4.37386715988223e-38j,-1.098954734357848e-38+0.j,0.+2.7466046058054568e-39j,6.8287100030446026e-40+0.j,0.-1.68900503791689e-40j,-4.156196281329226e-41+0.j,0.+1.0175519583649137e-41j
0.-0.12534311249154503j,-0.2538820475271381+0.j,0.+0.3486848031629535j,0.36574700897751744+0.j,0.-0.2936529935180554j,-0.15450647942126752+0.j,0.-0.010836872589595805j,-0.16143007656502273+0.j,0.+0.26947238886735847j,0.3247290813181277+0.j,0.-0.3317406655966606j,-0.3035853717455756+0.j,0.+0.2556273214244336j,0.20118063425675742+0.j,0.-0.14951535361886828j,-0.10570037099324311+0.j,0.+0.07147208348951994j,0.046422051563872045+0.j,0.-0.02906292111161161j,-0.017588154293302453+0.j,0.+0.010313632511038989j,0.005872293350186007+0.j,0.-0.003252254762921722j,-0.0017547811097827803+0.j,0.+0.0009236892832302175j,0.0004749323759760282+0.j,0.-0.00023879465379687977j,-0.00011752824589313734+0.j,0.+0.00005667389048365091j,0.000026798528380665928+0.j,0.-0.00001243541200881287j,-5.66681041231437e-6+0.j,0.+2.5376473625218343e-6j,1.1173833709306778e-6+0.j,0.-4.840579969230588e-7j,-2.0641741328546662e-7+0.j,0.+8.668893481308113e-8j,3.587159496515629e-8+0.j,0.-1.463175881048849e-8j,-5.885444850933959e-9+0.j,0.+2.335430608946936e-9j,9.145728645740412e-10+0.j,0.-3.535766687151959e-10j,-1.34991149675924e-10+0.j,0.+5.09118242550342e-11j,1.8973711012795192e-11+0.j,0.-6.989217926717702e-12j,-2.5454480805833895e-12+0.j,0.+9.16791570544803e-13j,3.266284883886518e-13+0.j,0.-1.151373746668503e-13j,-4.016564867407643e-14+0.j,0.+1.3869562807641834e-14j,4.741653236279578e-15+0.j,0.-1.6052466314056326e-15j,-5.382465554147667e-16+0.j,0.+1.787835883159538e-16j,5.883792255345223e-17+0.j,0.-1.9188625568553974e-17j,-6.2023770270724566e-18+0.j,0.+1.9873235773242306e-18j,6.3130774530169355e-19+0.j,0.-1.9885635481028486e-19j,-6.211910893422616e-20+0.j,0.+1.9246770423814795e-20j,5.915548188166382e-21+0.j,0.-1.803816421623946e-21j,-5.457627031002372e-22+0.j,0.+1.638633527026459e-22j,4.882890396441847e-23+0.j,0.-1.4442368905224724e-23j,-4.2404692081005464e-24+0.j,0.+1.2360889506334592e-24j,3.5775922398194855e-25+0.j,0.-1.0282079523256778e-25j,-2.934692181418151e-26+0.j,0.+8.319111255364223e-27j,2.342417313110827e-27+0.j,0.-6.551845779096786e-28j,-1.8205943386883766e-28+0.j,0.+5.026317340163726e-29j,1.3788274805500737e-29+0.j,0.-3.758620345651458e-30j,-1.0182157354770816e-30+0.j,0.+2.7414316432048602e-31j,7.336247086993671e-32+0.j,0.-1.9514671234370972e-32j,-5.1602456357773266e-33+0.j,0.+1.3565372092300839e-33j,3.5454787702981043e-34+0.j,0.-9.21358973504444e-35j,-2.3807947253460224e-35+0.j,0.+6.117610109221626e-36j,1.5632752175652077e-36+0.j,0.-3.972915643602306e-37j,-1.0042211585684024e-37+0.j,0.+2.5247642193109837e-38j,6.314056938543034e-39+0.j,0.-1.5707845405593374e-39j,-3.8874869391031015e-40+0.j
-0.21590545701928257+0.j,0.+0.3486848031629535j,0.34673293869840544+0.j,0.-0.2029549761987429j,0.011422540662568082+0.j,0.-0.1981663413512107j,-0.2862797537170316+0.j,0.+0.2577918806414126j,0.14131021982450662+0.j,0.+0.0122863770586162j,0.15468785386159034+0.j,0.-0.2550703075323257j,-0.30330722478835703+0.j,0.+0.3051875845584749j,0.2747314092489019+0.j,0.-0.2273941294859626j,-0.17585402311183054+0.j,0.+0.1284124358785436j,0.08920482192120936+0.j,0.-0.05928207013544704j,-0.03785323530228826+0.j,0.+0.023304872527640325j,0.013874134386247588+0.j,0.-0.008006294793874493j,-0.004487670947439741+0.j,0.+0.002447656389218177j,0.0013010655358869352+0.j,0.-0.0006749433546702306j,-0.0003421287732704832+0.j,0.+0.0001696468643347786j,0.0000823700638959996+0.j,0.-0.00003919709713355066j,-0.000018296104674371664+0.j,0.+8.3832621132464e-6j,3.773292248724938e-6+0.j,0.-1.669402684061909e-6j,-7.264318802113801e-7+0.j,0.+3.1107382798081164e-7j,1.3115722571087342e-7+0.j,0.-5.4474327316099365e-8j,-2.229769405126953e-8+0.j,0.+8.99874585718584e-9j,3.582058079885437e-9+0.j,0.-1.406943216446689e-9j,-5.45468208272187e-10+0.j,0.+2.088134749639247e-10j,7.895568501411792e-11+0.j,0.-2.949691712960197e-11j,-1.0890910216357065e-11+0.j,0.+3.975264113630651e-12j,1.4348165267548897e-12+0.j,0.-5.122292886699986e-13j,-1.8091488912614475e-13+0.j,0.+6.323037313621399e-14j,2.187329070982989e-14+0.j,0.-7.490846305443545e-15j,-2.5401755531239856e-15+0.j,0.+8.530939463506564e-16j,2.8379920444500706e-16+0.j,0.-9.353722302834076e-17j,-3.0548622366813063e-17+0.j,0.+9.88791579342568e-18j,3.172439608179808e-18+0.j,0.-1.0090773938846253e-18j,-3.182458845187155e-19+0.j,0.+9.95338496651956e-20j,3.087513536790582e-20+0.j,0.-9.500257621457849e-21j,-2.900058899029805e-21+0.j,0.+8.783707239972098e-22j,2.639984869407417e-22+0.j,0.-7.874606992235201e-23j,-2.3313632842820885e-23+0.j,0.+6.851613992025877e-24j,1.9990539865884776e-24+0.j,0.-5.790956797782166e-25j,-1.6657677749703086e-25+0.j,0.+4.7583877667740554e-26j,1.349982582564253e-26+0.j,0.-3.804171020119172e-27j,-1.0648658646524292e-27+0.j,0.+2.9612235941276233e-28j,8.181375470749155e-29+0.j,0.-2.245932539428679e-29j,-6.126576300486564e-30+0.j,0.+1.6608267812987656e-30j,4.474555685850504e-31+0.j,0.-1.1981949331736005e-31j,-3.189254079890233e-32+0.j,0.+8.438517646041479e-33j,2.219673949501193e-33+0.j,0.-5.804810469292232e-34j,-1.5093567611449978e-34+0.j,0.+3.9023773280822825e-35j,1.0032934050063425e-35+0.j,0.-2.5651644925106296e-36j,-6.522553718633128e-37+0.j,0.+1.6495342068218608e-37j,4.149269781475407e-38+0.j,0.-1.038182318652391e-38j
0.+0.3036554877606487j,0.36574700897751744+0.j,0.-0.2029549761987429j,0.061291370236446256+0.j,0.-0.2504172017074503j,-0.26396026157497643+0.j,0.+0.12238234406738062j,-0.07473381886591927+0.j,0.+0.22222972341113098j,0.262036385514238+0.j,0.-0.19512558153263326j,-0.06253334247130383+0.j,0.-0.0835608307648418j,-0.20215996223710112+0.j,0.+0.27289057710997106j,0.29450462782685766+0.j,0.-0.27781821923059535j,-0.23801345672023605+0.j,0.+0.18908478208212154j,0.14111791333906848+0.j,0.-0.09982779554686765j,-0.06737362084337832+0.j,0.+0.04359692157467868j,0.027155461131785533+0.j,0.-0.0163336351293118j,-0.009512337580725594+0.j,0.+0.005375850258529732j,0.002953937351305385+0.j,0.-0.0015808065099241438j,-0.0008251254782924456+0.j,0.+0.0004206229220575481j,0.00020965481347397013+0.j,0.-0.00010228502861360285j,-0.000048890859465282046+0.j,0.+0.00002291540169951599j,0.000010540351895417449+0.j,0.-4.761306371993204e-6j,-2.1136419688769944e-6+0.j,0.+9.226566685438028e-7j,3.962798812979886e-7+0.j,0.-1.675520171331747e-7j,-6.97750415039285e-8+0.j,0.+2.863231700004521e-8j,1.1582688632758104e-8+0.j,0.-4.621020517433822e-9j,-1.8189081611527624e-9+0.j,0.+7.066221486951773e-10j,2.7103031331397973e-10+0.j,0.-1.0267038705845055e-10j,-3.84241667181693e-11+0.j,0.+1.4210981596351796e-11j,5.195486461023227e-12+0.j,0.-1.878136816211004e-12j,-6.7148768094667e-13+0.j,0.+2.375005444473684e-13j,8.312049922287756e-14+0.j,0.-2.8791580898568134e-14j,-9.872553291891621e-15+0.j,0.+3.351884182388505e-15j,1.1270142413254802e-15+0.j,0.-3.753467392944972e-16j,-1.2384472587249418e-16+0.j,0.+4.048925605933194e-17j,1.3118749905452065e-17+0.j,0.-4.2131389057828274e-18j,-1.3413667781406465e-18+0.j,0.+4.234314811254891e-19j,1.3254876852140284e-19+0.j,0.-4.115154909749333e-20j,-1.2672828675673998e-20+0.j,0.+3.8716388214032516e-21j,1.1735596764887068e-21+0.j,0.-3.529864342800195e-22j,-1.0536711790215006e-22+0.j,0.+3.121739084752099e-23j,9.18081353368871e-24+0.j,0.-2.6804394197423644e-24j,-7.769926432445343e-25+0.j,0.+2.236445872452192e-25j,6.392543286477019e-26+0.j,0.-1.8146997470010205e-26j,-5.116730554266921e-27+0.j,0.+1.4331007504404856e-27j,3.9874566630015627e-28+0.j,0.-1.1022699054473162e-28j,-3.0275359307425147e-29+0.j,0.+8.262962018741211e-30j,2.2411044861044155e-30+0.j,0.-6.040908800545612e-31j,-1.6184130240945693e-31+0.j,0.+4.3097852994265455e-32j,1.1408606050396392e-32+0.j,0.-3.0022783111574567e-33j,-7.854901497584125e-34+0.j,0.+2.0432959714030202e-34j,5.285075438143414e-35+0.j,0.-1.3593411418837924e-35j,-3.4768859288975936e-36+0.j,0.+8.844308345218284e-37j,2.2375611478201826e-37+0.j
0.3698531150831467+0.j,0.-0.2936529935180554j,0.011422540662568082+0.j,0.-0.2504172017074503j,-0.24371738427323478+0.j,0.+0.04152929115400476j,-0.17422198692971716+0.j,0.+0.2529225949193289j,0.16498675788085407+0.j,0.+0.014183636759454941j,0.17665247599838457+0.j,0.-0.2474134088050902j,-0.2100882193551941+0.j,0.+0.09558989069350948j,-0.04582527815702642+0.j,0.+0.16974298458702514j,0.2506259958382999+0.j,0.-0.28283596804868805j,-0.27459706802126027+0.j,0.+0.24021877026816948j,0.19395875177727392+0.j,0.-0.14667298240111334j,-0.10490399107112985+0.j,0.+0.07146632837368795j,0.046622616595350365+0.j,0.-0.029248037750879738j,-0.017703998915812827+0.j,0.+0.01036896586757231j,0.005889957485451512+0.j,0.-0.0032514469731793508j,-0.0017473794545322678+0.j,0.+0.0009156045902968285j,0.000468409950180984+0.j,0.-0.00023424219281307802j,-0.00011462911038553276+0.j,0.+0.000054946498375620204j,0.00002582177306325899+0.j,0.-0.000011906526991147019j,-5.3908840317039095e-6+0.j,0.+2.3983246747459102e-6j,1.0490682555861726e-6+0.j,0.-4.51442022446669e-7j,-1.9122274457109533e-7+0.j,0.+7.976958663032523e-8j,3.278701814394346e-8+0.j,0.-1.328393948465836e-8j,-5.30755020080466e-9+0.j,0.+2.092063118155247e-9j,8.138237675063681e-10+0.j,0.-3.1254562714324365e-10j,-1.1854093444481055e-10+0.j,0.+4.441523896820815e-11j,1.6445017672809147e-11+0.j,0.-6.018647592692701e-12j,-2.177927045453575e-12+0.j,0.+7.794346210578137e-13j,2.759402150651136e-13+0.j,0.-9.66610407811998e-14j,-3.3510959920148904e-14+0.j,0.+1.1500449408452052e-14j,3.90773415555822e-15+0.j,0.-1.3149327002193025e-15j,-4.3826116198726806e-16+0.j,0.+1.4470808448886831e-16j,4.73433862922639e-17+0.j,0.-1.5349917929052087e-17j,-4.9329170468200614e-18+0.j,0.+1.571523304720176e-18j,4.963898872943061e-19+0.j,0.-1.5547968403033562e-19j,-4.82985804755811e-20+0.j,0.+1.488210577731736e-20j,4.5490537055352784e-21+0.j,0.-1.3796213050120024e-21j,-4.1517825312057902e-22+0.j,0.+1.2399301458407494e-22j,3.6753456746964196e-23+0.j,0.-1.081400131547229e-23j,-3.1587069643710273e-24+0.j,0.+9.160369547907416e-25j,2.63780140149655e-25+0.j,0.-7.542929848243236e-26j,-2.1421462744536426e-26+0.j,0.+6.0424114181002254e-27j,1.6930254590228203e-27+0.j,0.-4.712458593419829e-28j,-1.3031675838528095e-28+0.j,0.+3.580621876594484e-29j,9.77592765489924e-30+0.j,0.-2.652367886305369e-30j,-7.1518741395638425e-31+0.j,0.+1.9166794770731596e-31j,5.105697032316455e-32+0.j,0.-1.351973286673515e-32j,-3.5589308359827615e-33+0.j,0.+9.31406934877733e-34j,2.4235795367975102e-34+0.j,0.-6.270493262140881e-35j,-1.6132468438608567e-35+0.j,0.+4.1274523602416096e-36j
0.-0.40292333601000196j,-0.15450647942126752+0.j,0.-0.1981663413512107j,-0.26396026157497643+0.j,0.+0.04152929115400476j,-0.19847477348667836+0.j,0.+0.23529301299059063j,0.069395300219765+0.j,0.+0.14018562697616183j,0.23680482275376522+0.j,0.-0.17238907236204518j,-0.0075177830201866806+0.j,0.-0.15441805825304025j,-0.23462006458573123+0.j,0.+0.20987520216633299j,0.10554875385581643+0.j,0.+0.03060989491797938j,0.15400590542054254+0.j,0.-0.2374934981366729j,-0.27359042521123283+0.j,0.+0.26913606941890117j,0.23770948636864875+0.j,0.-0.19337991743765487j,-0.14713754260174114+0.j,0.+0.10578352737744273j,0.0723881043987013+0.j,0.-0.047408795124322375j,-0.029844274303649585+0.j,0.+0.018120846813410252j,0.010642722638370758+0.j,0.-0.006060765544521714j,-0.003353466862591788+0.j,0.+0.001806024174694716j,0.0009481801156915996+0.j,0.-0.0004859502949718144j,-0.0002434206085838326+0.j,0.+0.00011930631332964379j,0.00005727167414766286+0.j,0.-0.000026951122622903585j,-0.000012443150124635778+0.j,0.+5.640616424463195e-6j,2.512266840899513e-6+0.j,0.-1.1000824599951859e-6j,-4.738730242304563e-7+0.j,0.+2.0091618302061088e-7j,8.38893385147956e-8+0.j,0.-3.451006140885821e-8j,-1.3993516940262188e-8+0.j,0.+5.59542910285199e-9j,2.2071796428828174e-9+0.j,0.-8.592158450141343e-10j,-3.302027803498943e-10+0.j,0.+1.2531940156390365e-10j,4.698429669095717e-11+0.j,0.-1.7406629071320802e-11j,-6.374239474538391e-12+0.j,0.+2.307873899301105e-12j,8.263774606320194e-13+0.j,0.-2.9270831729837064e-13j,-1.0258517159438866e-13+0.j,0.+3.558158322963589e-14j,1.2216621904270454e-14+0.j,0.-4.15290779533903e-15j,-1.398025718662471e-15+0.j,0.+4.661468119268541e-16j,1.5397658409808634e-16+0.j,0.-5.039503012494398e-17j,-1.6345401058382992e-17+0.j,0.+5.254717262544696e-18j,1.6746247707664748e-18+0.j,0.-5.291345357081408e-19j,-1.6579021538001527e-19+0.j,0.+5.151781582326552e-20j,1.5878930387484278e-20+0.j,0.-4.8552079349899746e-21j,-1.4728986755541125e-21+0.j,0.+4.433740176689149e-22j,1.324500497206165e-22+0.j,0.-3.927074182756148e-23j,-1.155766793965182e-23+0.j,0.+3.376781917111732e-24j,9.795208147162215e-25+0.j,0.-2.82128525798092e-25j,-8.069498423641802e-26+0.j,0.+2.292211048740079e-26j,6.467140735470328e-27+0.j,0.-1.8124234625463822e-27j,-5.045864850603473e-28+0.j,0.+1.3956547918249047e-28j,3.835515599996213e-29+0.j,0.-1.0473908392838105e-29j,-2.842287947352817e-30+0.j,0.+7.665416986280093e-31j,2.0546846561845443e-31+0.j,0.-5.474301406391553e-32j,-1.4498331667113383e-32+0.j,0.+3.8171924455008844e-33j,9.991643937672213e-34+0.j,0.-2.6003162607266354e-34j,-6.728844648362622e-35+0.j
-0.40070516291364505+0.j,0.-0.010836872589595805j,-0.2862797537170316+0.j,0.+0.12238234406738062j,-0.17422198692971716+0.j,0.+0.23529301299059063j,0.03552290467335937+0.j,0.+0.18513223559883232j,0.21954466774490958+0.j,0.-0.06380953742793542j,0.1342736753742659+0.j,0.-0.22593951127191364j,-0.1641997068384991+0.j,0.+0.006031207147723594j,-0.1496682710671638+0.j,0.+0.22687414464219033j,0.2028017746478069+0.j,0.-0.10163394146870564j,0.030560003656260437+0.j,0.-0.15053852181566685j,-0.23185106951992074+0.j,0.+0.2671066327226943j,0.26286368950674943+0.j,0.-0.23228908939604767j,-0.18907391718201574+0.j,0.+0.1439401275676328j,0.10354005541387097+0.j,0.-0.07088926592256593j,-0.046449913083461865+0.j,0.+0.029254265366325714j,0.01777045146021234+0.j,0.-0.010441298259245908j,-0.005948418330904565+0.j,0.+0.0032925419302203135j,0.001773845102572036+0.j,0.-0.0009316009376699077j,-0.00047760677556049137+0.j,0.+0.00023931428988933294j,0.00011732780121560105+0.j,0.-0.000056337501975147755j,-0.00002651851176211662+0.j,0.+0.00001224649897388559j,5.5528070007806455e-6+0.j,0.-2.473725865722377e-6j,-1.0834441164473166e-6+0.j,0.+4.6680411701839626e-7j,1.9795898372621166e-7+0.j,0.-8.267059995439407e-8j,-3.4015017731586895e-8+0.j,0.+1.3795241879562789e-8j,5.517093113931088e-9+0.j,0.-2.176638181408345e-9j,-8.47461171146947e-10+0.j,0.+3.2573520425829594e-10j,1.2364208795634052e-10+0.j,0.-4.636203865287745e-11j,-1.7178454665392962e-11+0.j,0.+6.291517002604325e-12j,2.2782150389488197e-12+0.j,0.-8.158586010653987e-13j,-2.8901709685982404e-13+0.j,0.+1.0130326115534137e-13j,3.514089982928019e-14+0.j,0.-1.2066629973946398e-14j,-4.1023522963257435e-15+0.j,0.+1.381148076275927e-15j,4.605649604921861e-16+0.j,0.-1.521474523193821e-16j,-4.980103057056974e-17+0.j,0.+1.615420759293998e-17j,5.193710980976446e-18+0.j,0.-1.6553247863572175e-18j,-5.230799528704248e-19+0.j,0.+1.6390648772983942e-19j,5.093649179300395e-20+0.j,0.-1.5700962199089126e-20j,-4.801151649876107e-21+0.j,0.+1.4566063267003283e-21j,4.38500897121638e-22+0.j,0.-1.3100338732766586e-22j,-3.8844444223577437e-23+0.j,0.+1.1432960646543345e-23j,3.3405617659774755e-24+0.j,0.-9.69075225542293e-25j,-2.791370641332751e-25+0.j,0.+7.984415174689201e-26j,2.268175395314672e-26+0.j,0.-6.39969429513845e-27j,-1.793621972553665e-27+0.j,0.+4.993794141074201e-28j,1.3813263298491117e-28+0.j,0.-3.796337226130783e-29j,-1.0367452682281751e-29+0.j,0.+2.8135403645251695e-30j,7.588259733996708e-31+0.j,0.-2.034100757592893e-31j,-5.419714862651134e-32+0.j,0.+1.4354424805256885e-32j,3.779474721686132e-33+0.j,0.-9.893354481134447e-34j
0.+0.3689385703080746j,-0.16143007656502273+0.j,0.+0.2577918806414126j,-0.07473381886591927+0.j,0.+0.2529225949193289j,0.069395300219765+0.j,0.+0.18513223559883232j,0.2059784631271705+0.j,0.-0.004225200897814516j,0.19018932759786072+0.j,0.-0.19989588295345323j,-0.03970680705711484+0.j,0.-0.14464176882562169j,-0.2182134089315896+0.j,0.+0.14633247579604824j,-0.010203609284071588+0.j,0.+0.15627715174402093j,0.22246700388242074+0.j,0.-0.1911141871852589j,-0.08825644167618904+0.j,0.-0.040985868153555566j,-0.15564653827584465+0.j,0.+0.23150473133699806j,0.26260692961429755+0.j,0.-0.2560310594074193j,-0.22478709153548665+0.j,0.+0.18207661610110176j,0.13807923487251395+0.j,0.-0.09901101570099914j,-0.06760911549144347+0.j,0.+0.044200414695038895j,0.02778289600156683+0.j,0.-0.0168475875069021j,-0.009883927354029097+0.j,0.+0.005623188519052344j,0.003108691563649764+0.j,0.-0.001672928669733866j,-0.0008777082813906692+0.j,0.+0.00044955898390068794j,0.00022506781162814736+0.j,0.-0.0001102561772539904j,-0.00005290323181806962+0.j,0.+0.000024885074968781477j,0.000011484897427412618+0.j,0.-5.20440674827981e-6j,-2.317234798456488e-6+0.j,0.+1.0143774701821174e-6j,4.368333611419589e-7+0.j,0.-1.8516402832006858e-7j,-7.729367746266365e-8+0.j,0.+3.178961872628573e-8j,1.2887690681502796e-8+0.j,0.-5.15223845577939e-9j,-2.0319815791096814e-9+0.j,0.+7.908764496428612e-10j,3.038895276768512e-10+0.j,0.-1.1531504462818854e-10j,-4.3227162881755526e-11+0.j,0.+1.6012473660227283e-11j,5.862934363501508e-12+0.j,0.-2.1224846366453543e-12j,-7.599053043130937e-13+0.j,0.+2.6913310856114835e-13j,9.431267240794578e-14+0.j,0.-3.2708928267219637e-14j,-1.1229225551005326e-14+0.j,0.+3.816897495514679e-15j,1.2847975300612161e-15+0.j,0.-4.2835639093556224e-16j,-1.4148219445169632e-16+0.j,0.+4.630211919987422e-17j,1.5016758109064326e-17+0.j,0.-4.827238010226076e-18j,-1.538285199425187e-18+0.j,0.+4.860227702453077e-19j,1.5227256527408259e-19+0.j,0.-4.7314419169367676e-20j,-1.4582487235272608e-20+0.j,0.+4.458547713032789e-21j,1.3524915696194825e-21+0.j,0.-4.071072967953408e-22j,-1.216097860318425e-22+0.j,0.+3.605487672982458e-23j,1.0610707836911683e-23+0.j,0.-3.0999670618490593e-24j,-8.991834661225807e-25+0.j,0.+2.589779839465988e-25j,7.407031408257126e-26+0.j,0.-2.1039461254889473e-26j,-5.93574502802138e-27+0.j,0.+1.6634357575970937e-27j,4.630905305654774e-28+0.j,0.-1.280833571838911e-28j,-3.5198431041315136e-29+0.j,0.+9.611554221016858e-30j,2.6081864737167517e-30+0.j,0.-7.03383970303545e-31j,-1.8853342718295943e-31+0.j,0.+5.022948925816842e-32j,1.330256271908332e-32+0.j
0.31775120727027883+0.j,0.+0.26947238886735847j,0.14131021982450662+0.j,0.+0.22222972341113098j,0.16498675788085407+0.j,0.+0.14018562697616183j,0.21954466774490958+0.j,0.-0.004225200897814516j,0.20233947605916364+0.j,0.-0.16828353689724593j,0.04047625182530457+0.j,0.-0.20020090416169983j,-0.17320455437038415+0.j,0.+0.0035551917198942923j,-0.1626392258174167+0.j,0.+0.20916193241600045j,0.12016482728204192+0.j,0.+0.03620970470365235j,0.16910192873833246+0.j,0.-0.21851519749860343j,-0.17484508400676144+0.j,0.+0.067647093222048j,-0.058725336953849405+0.j,0.+0.16636311373766288j,0.23433980735936244+0.j,0.-0.2590036184373118j,-0.2484257934547001+0.j,0.+0.21557428989095895j,0.17304858879360904+0.j,0.-0.13028248216095137j,-0.09285653894839226+0.j,0.+0.06308036851183048j,0.04105567649680487+0.j,0.-0.025705002833095736j,-0.015533223480730999+0.j,0.+0.009084357900949913j,0.0051537078542348794+0.j,0.-0.0028418360715421797j,-0.001525734686016534+0.j,0.+0.0007987579606052819j,0.0004083079379116987+0.j,0.-0.00020403971820080098j,-0.00009978406818956922+0.j,0.+0.000047802215821324165j,0.00002245213623971825+0.j,0.-0.000010347597940021848j,-4.6828933771840515e-6+0.j,0.+2.08246249215406e-6j,9.105448808434679e-7+0.j,0.-3.916878105538178e-7j,-1.6585513778699652e-7+0.j,0.+6.916522919879169e-8j,2.8419887774868572e-8+0.j,0.-1.1511325478068442e-8j,-4.598094521788131e-9+0.j,0.+1.8119683310744231e-9j,7.047001390424176e-10+0.j,0.-2.705772092345068e-10j,-1.0260183090757759e-10+0.j,0.+3.843549889610986e-11j,1.4228300652898713e-11+0.j,0.-5.2064279247947494e-12j,-1.88369385755983e-12+0.j,0.+6.740253916164298e-13j,2.3858570249873036e-13+0.j,0.-8.356353281529573e-14j,-2.896616223128206e-14+0.j,0.+9.939403875701383e-15j,3.376871029732189e-15+0.j,0.-1.1361594165880813e-15j,-3.786319155878369e-16+0.j,0.+1.250050577746066e-16j,4.08927781232871e-17+0.j,0.-1.3257074633039789e-17j,-4.259920902748723e-18+0.j,0.+1.3569888093566067e-18j,4.285856560715844e-19+0.j,0.-1.3422984484401998e-19j,-4.1693842974191895e-20+0.j,0.+1.2845925072319913e-20j,3.926329556961811e-21+0.j,0.-1.1906701139360976e-21j,-3.582887417938534e-22+0.j,0.+1.069950933600208e-22j,3.171275236574559e-23+0.j,0.-9.330227623432627e-24j,-2.7251233517990294e-24+0.j,0.+7.902449249600968e-25j,2.2754304060779956e-25+0.j,0.-6.506314956134724e-26j,-1.8476447112314889e-26+0.j,0.+5.211403500937731e-27j,1.4601036096579125e-27+0.j,0.-4.063911024742911e-28j,-1.1237611717274526e-28+0.j,0.+3.08752121470001e-29j,8.429228072299634e-30+0.j,0.-2.2868753840815566e-30j,-6.166064576502637e-31+0.j,0.+1.652409556259181e-31j
