0.0006553226433276911+0.j,0.-0.0025091897292726824j,-0.006793550845735358+0.j,0.+0.015018084018572006j,0.028751655811404476+0.j,0.-0.04923298699464695j,-0.07695890630097463+0.j,0.+0.11137512229763491j,0.15077228864998904+0.j,0.-0.19243257856334695j,-0.2330005392756847+0.j,0.+0.2689917190830258j,0.2973217047477416+0.j,0.-0.31574266110526394j,-0.3231078979471135+0.j,0.+0.3194333611170128j,0.30577262859093085+0.j,0.-0.28395693044789017j,-0.25626809888622964+0.j,0.+0.2251106663147348j,0.19273447379391515+0.j,0.-0.16103789383598455j,-0.1314604360029247+0.j,0.+0.10495653319573912j,0.08203178901946655+0.j,0.-0.06281892578480101j,-0.04717176849135331+0.j,0.+0.03475990678976001j,0.025152312161398814+0.j,0.-0.01788369449381749j,-0.012501868937588872+0.j,0.+0.008597504693982882j,0.005819367164988258+0.j,0.-0.00387879758160775j,-0.002547041284787834+0.j,0.+0.001648467119631063j,0.0010519797150652405+0.j,0.-0.0006621933732768331j,-0.0004113119797925491+0.j,0.+0.00025218391476023014j,0.00015267422121157057+0.j,0.-0.00009129607606378758j,-0.00005393936053060788+0.j,0.+0.00003149560045540103j,0.00001818033498202834+0.j,0.-0.000010377050996062314j,-5.858323661654447e-6+0.j,0.+3.271920628470316e-6j,1.808258303215356e-6+0.j,0.-9.891012592907155e-7j,-5.355919975425811e-7+0.j,0.+2.8716223064608584e-7j,1.524768717272837e-7+0.j,0.-8.019445961374667e-8j,-4.17855201022206e-8+0.j,0.+2.157360854997159e-8j,1.1038424907984408e-8+0.j,0.-5.59819480080162e-9j,-2.814571829704428e-9+0.j,0.+1.4030225705559297e-9j,6.935333649892161e-10+0.j,0.-3.400014495300058e-10j,-1.653344102757796e-10+0.j,0.+7.975745779813679e-11j,3.8173294478989756e-11+0.j,0.-1.8129310663459e-11j,-8.544519596423457e-12+0.j,0.+3.996948712945264e-12j,1.8558909162598e-12+0.j,0.-8.554728432845229e-13j,-3.9150339670568807e-13+0.j,0.+1.7790357969197338e-13j,8.027804090008498e-14+0.j,0.-3.59760652478875e-14j,-1.601312630420527e-14+0.j,0.+7.079846215842332e-15j,3.109534323586757e-15+0.j,0.-1.3568390034244769e-15j,-5.882464903334344e-16+0.j,0.+2.5341021997591807e-16j,1.0848194401586383e-16+0.j,0.-4.615229231104367e-17j,-1.9514825726507446e-17+0.j,0.+8.201701476337305e-18j,3.4264361367782515e-18+0.j,0.-1.42302164382664e-18j,-5.875442857887538e-19+0.j,0.+2.4119000547273547e-19j,9.844559725578339e-20+0.j,0.-3.9955780775446176e-20j,-1.6126372740284892e-20+0.j,0.+6.472831838921716e-21j,2.58391806093321e-21+0.j,0.-1.0259249460492712e-21j,-4.051631977382851e-22+0.j,0.+1.5916461178491447e-22j,6.219983385386519e-23+0.j,0.-2.418141354467591e-23j,-9.352914694846565e-24+0.j,0.+3.5992142765343206e-24j
0.-0.0025091897292726824j,-0.008952209099382465+0.j,0.+0.022463554406800194j,0.04573653639419278+0.j,0.-0.0800521376182496j,-0.12421939474007189+0.j,0.+0.1740751791889813j,0.22283430363379003+0.j,0.-0.2622813187614864j,-0.28449553420871665+0.j,0.+0.2836193596316109j,0.2571772329042504+0.j,0.-0.20661170593228625j,-0.13695040130246874+0.j,0.+0.055759227585079264j,-0.02830099341353234+0.j,0.+0.10694902710523078j,0.1734793819577437+0.j,0.-0.22349258092869045j,-0.2551119754766674+0.j,0.+0.26875716642037056j,0.2666162143667215+0.j,0.-0.2519808246993328j,-0.22859005148058492+0.j,0.+0.2000852740780862j,0.1696291770692411+0.j,0.-0.13969715452096823j,-0.11201817337504755+0.j,0.+0.08762549571333075j,0.0669737899887212+0.j,0.-0.05008414861352581j,-0.036688148462858464+0.j,0.+0.026352835262401703j,0.018578044036698816+0.j,0.-0.012864619108643342j,-0.008756621161261845+0.j,0.+0.0058628376790062775j,0.00386344546561056+0.j,0.-0.0025071460599950667j,-0.0016030459324798316+0.j,0.+0.0010103710023736093j,0.0006280249972341908+0.j,0.-0.0003851357319792599j,-0.00023310934132290216+0.j,0.+0.00013930680421549074j,0.00008222431039930713+0.j,0.-0.000047949426398293394j,-0.00002763466254415051+0.j,0.+0.000015744822252338307j,8.870600788391338e-6+0.j,0.-4.943253559706524e-6j,-2.7253655586804927e-6+0.j,0.+1.4869318154425942e-6j,8.029887730866128e-7+0.j,0.-4.2931235566623566e-7j,-2.2728570277397394e-7+0.j,0.+1.1917665969829721e-7j,6.190314003626662e-8+0.j,0.-3.1857760553342526e-8j,-1.6247050096520274e-8+0.j,0.+8.212269889232866e-9j,4.114824290780927e-9+0.j,0.-2.0441188951649087e-9j,-1.006914842421782e-9+0.j,0.+4.918964870173106e-10j,2.383469338408152e-10+0.j,0.-1.145667808529762e-10j,-5.463583860817459e-11+0.j,0.+2.585359231319405e-11j,1.2140635349216937e-11+0.j,0.-5.658357109947426e-12j,-2.6176844921395676e-12+0.j,0.+1.202182294950926e-12j,5.48145761106064e-13+0.j,0.-2.4816454831261474e-13j,-1.1156944997853389e-13+0.j,0.+4.981445444685635e-14j,2.2090800617765758e-14+0.j,0.-9.730918309871105e-15j,-4.258157166783873e-15+0.j,0.+1.851199281437873e-15j,7.996232332856426e-16+0.j,0.-3.432057253482453e-16j,-1.463847176684953e-16+0.j,0.+6.205022437654242e-17j,2.6141518737488733e-17+0.j,0.-1.0946889230820649e-17j,-4.55674670232044e-18+0.j,0.+1.885620723610316e-18j,7.757457022766473e-19+0.j,0.-3.173069384690653e-19j,-1.2905171995562798e-19+0.j,0.+5.219156006971618e-20j,2.0990200429378015e-20+0.j,0.-8.395366654329145e-21j,-3.3396109443287367e-21+0.j,0.+1.3213290324769124e-21j,5.200081872578642e-22+0.j,0.-2.0357205105956576e-22j,-7.92791581342732e-23+0.j
-0.006793550845735358+0.j,0.+0.022463554406800194j,0.05186714515597499+0.j,0.-0.09631808471369312j,-0.15205736920303098+0.j,0.+0.2097464904344985j,0.2561486706518594+0.j,0.-0.2776519017218863j,-0.26444966482066184+0.j,0.+0.21387985187020572j,0.13173898069709067+0.j,0.-0.03115276596313596j,0.07055841613742388+0.j,0.-0.15596973387812116j,-0.2113703805654777+0.j,0.+0.2293269671336606j,0.20951376886556866+0.j,0.-0.15788255557589514j,-0.08466086057925269+0.j,0.+0.0018571069944772148j,-0.07908347862845835+0.j,0.+0.14901789007205488j,0.20203593183432852+0.j,0.-0.2356083065188165j,-0.25013469386307763+0.j,0.+0.2481427053284391j,0.2333811230874753+0.j,0.-0.20999450314160029j,-0.18189040205657867+0.j,0.+0.15233855498087512j,0.1237871446222534+0.j,0.-0.09784950309383092j,-0.07540313621743146+0.j,0.+0.056746263525927834j,0.04176869357947039+0.j,0.-0.030108291423867433j,-0.02127775193732108+0.j,0.+0.01475686346382883j,0.010052350681870771+0.j,0.-0.006731061698045345j,-0.004433492216123302+0.j,0.+0.002874291709302759j,0.0018352294261717403+0.j,0.-0.0011546648463961555j,-0.0007162110166053092+0.j,0.+0.00043817050480248057j,0.0002645124032014108+0.j,0.-0.00015762350457147574j,-0.00009275304280799226+0.j,0.+0.000053916026491628454j,0.000030969303216001015+0.j,0.-0.000017583366887182663j,-9.870871887825535e-6+0.j,0.+5.480383617545167e-6j,3.0101026026402884e-6+0.j,0.-1.6359642238677999e-6j,-8.800159022001884e-7+0.j,0.+4.6862849124729086e-7j,2.471047445873244e-7+0.j,0.-1.2904356202335505e-7j,-6.675430054618531e-8+0.j,0.+3.421298784126632e-8j,1.737598559118729e-8+0.j,0.-8.746399151671936e-9j,-4.364176517551801e-9+0.j,0.+2.1589247396349894e-9j,1.0590130024197094e-9+0.j,0.-5.15178401267668e-10j,-2.4858117332361457e-10+0.j,0.+1.18985089716136e-10j,5.650514665344458e-11+0.j,0.-2.6626256475191357e-11j,-1.2451236884100412e-11+0.j,0.+5.778924873139512e-12j,2.6623429286695596e-12+0.j,0.-1.217620575761941e-12j,-5.528892394351944e-13+0.j,0.+2.492804259618598e-13j,1.116108559088117e-13+0.j,0.-4.9629049071326695e-14j,-2.191888778640712e-14+0.j,0.+9.61600578754914e-15j,4.190868394208119e-15+0.j,0.-1.8146162887509592e-15j,-7.806824018176766e-16+0.j,0.+3.337406470895966e-16j,1.417830499887103e-16+0.j,0.-5.98624474038481e-17j,-2.5120780422487933e-17+0.j,0.+1.0478352474468197e-17j,4.344761995149757e-18+0.j,0.-1.790948917499188e-18j,-7.339643719558523e-19+0.j,0.+2.9906869410051377e-19j,1.2117137774679407e-19+0.j,0.-4.8819181932726707e-20j,-1.956004728694736e-20+0.j,0.+7.794086387206347e-21j,3.0888925011018194e-21+0.j,0.-1.2176105527578528e-21j
0.+0.015018084018572006j,0.04573653639419278+0.j,0.-0.09631808471369312j,-0.1610573065166324+0.j,0.+0.224925307179452j,0.2673684155793954+0.j,0.-0.2696257426958859j,-0.2225143838626872+0.j,0.+0.1311989132764682j,0.014770746891792481+0.j,0.+0.09926215556373831j,0.1833934434512409+0.j,0.-0.21828467241278077j,-0.19791361898661244+0.j,0.+0.13033033488507548j,0.03432044839847531+0.j,0.+0.06644877294303779j,0.14972129654854707+0.j,0.-0.19957715547760083j,-0.2089531015686621+0.j,0.+0.17962000018931976j,0.12018944506438275+0.j,0.-0.04308602460955392j,0.03856740668621761+0.j,0.-0.113443578558j,-0.17352288400564603+0.j,0.+0.2145910843350423j,0.23592146775143677+0.j,0.-0.23944990619724094j,-0.22875479051605963+0.j,0.+0.20808820030877076j,0.18161013327529565+0.j,0.-0.15288607440572852j,-0.12463844459397129+0.j,0.+0.09870091379920197j,0.0761087052751696+0.j,0.-0.05726076655889231j,-0.04210292074777571+0.j,0.+0.030297950081205616j,0.021364322710074823+0.j,0.-0.01477751427806551j,-0.010035916282051019+0.j,0.+0.00669758625900909j,0.004395520081315838+0.j,0.-0.0028387461586945324j,-0.0018052368188101117+0.j,0.+0.0011310380554404042j,0.0006985216902097745+0.j,0.-0.00042545058496222006j,-0.0002556681239000581+0.j,0.+0.00015164932713843576j,0.00008881924318384806+0.j,0.-0.000051384466087093353j,-0.000029373840009605092+0.j,0.+0.000016597050272051184j,9.271964089638637e-6+0.j,0.-5.1227763842654205e-6j,-2.799932272689578e-6+0.j,0.+1.5142855614495215e-6j,8.105696218718591e-7+0.j,0.-4.2953073680551095e-7j,-2.2537927031668727e-7+0.j,0.+1.171222947767309e-7j,6.029164387460356e-8+0.j,0.-3.07502712701835e-8j,-1.5541534341639693e-8+0.j,0.+7.785159868892241e-9j,3.865827065343462e-9+0.j,0.-1.9032167127196937e-9j,-9.291204249624625e-10+0.j,0.+4.498401433679168e-10j,2.1602746496467826e-10+0.j,0.-1.0291630251354658e-10j,-4.8645380105528585e-11+0.j,0.+2.28158697435308e-11j,1.0619995905272215e-11+0.j,0.-4.906317679770436e-12j,-2.2499941049943503e-12+0.j,0.+1.0243545182127623e-12j,4.630305497884233e-13+0.j,0.-2.0782857350264867e-13j,-9.263637072597105e-14+0.j,0.+4.100922479155465e-14j,1.8032135582189203e-14+0.j,0.-7.876240395028238e-15j,-3.4177195382101254e-15+0.j,0.+1.4734584734068392e-15j,6.311908692121659e-16+0.j,0.-2.686835872696369e-16j,-1.1366179697100987e-16+0.j,0.+4.7787602678215317e-17j,1.9969942843147236e-17+0.j,0.-8.295296223543258e-18j,-3.425407949902251e-18+0.j,0.+1.406206372878843e-18j,5.739478757381704e-19+0.j,0.-2.3292280615194964e-19j,-9.39932307820866e-20+0.j,0.+3.7718489990524136e-20j,1.5052639900162915e-20+0.j
0.028751655811404476+0.j,0.-0.0800521376182496j,-0.15205736920303098+0.j,0.+0.224925307179452j,0.2695552141817927+0.j,0.-0.26039439627620187j,-0.1887320215948812+0.j,0.+0.06931555170720437j,-0.06350661138704337+0.j,0.+0.16852023335713542j,0.21338891797712348+0.j,0.-0.18649339346683386j,-0.10025246967768067+0.j,0.-0.014618807634387674j,-0.1207490954940898+0.j,0.+0.18667817483325314j,0.19585501055378982+0.j,0.-0.14964912131285016j,-0.0644774386381485+0.j,0.-0.03493409737600095j,-0.12335642283392034+0.j,0.+0.18146216074861732j,0.19938237658051064+0.j,0.-0.17715276079287495j,-0.12271374367720891+0.j,0.+0.04859523026048376j,-0.03157031404477049+0.j,0.+0.10585966249945845j,0.16577011782195836+0.j,0.-0.20679465625293794j,-0.2280923924303812+0.j,0.+0.23160606858411673j,0.22097538200536665+0.j,0.-0.20051538171658434j,-0.17442055076244506+0.j,0.+0.14625348591139445j,0.11870215516830981+0.j,0.-0.09354708740922667j,-0.0717654318892136+0.j,0.+0.05370398595695339j,0.03926882792211689+0.j,0.-0.028097679634660335j,-0.01969776449450695+0.j,0.+0.013544418283714488j,0.009143599439530173+0.j,0.-0.006065374203174495j,-0.003956518642733941+0.j,0.+0.0025397050246678443j,0.0016052381729642809+0.j,0.-0.0009996083580708043j,-0.000613595389900041+0.j,0.+0.00037145472316691487j,0.00022186836978959083+0.j,0.-0.00013080697469053414j,-0.00007615184200941384+0.j,0.+0.00004379262203749235j,0.000024885116508550345+0.j,0.-0.000013977673326674298j,-7.762771734306852e-6+0.j,0.+4.263913663268581e-6j,2.3169993800626994e-6+0.j,0.-1.2458895299263576e-6j,-6.630920757528739e-7+0.j,0.+3.4938821621689525e-7j,1.822961353960478e-7+0.j,0.-9.420452119398934e-8j,-4.8225563949812985e-8+0.j,0.+2.446113400414768e-8j,1.2295563985024502e-8+0.j,0.-6.125880460025246e-9j,-3.025584602002747e-9+0.j,0.+1.4816323331059528e-9j,7.194968449375316e-10+0.j,0.-3.4652856641952026e-10j,-1.6555141660289493e-10+0.j,0.+7.846396143642614e-11j,3.6898495987143217e-11+0.j,0.-1.7218837564559415e-11j,-7.97461000569605e-12+0.j,0.+3.665873436289257e-12j,1.6728542153508526e-12+0.j,0.-7.578791237049095e-13j,-3.4091811909893355e-13+0.j,0.+1.5228394530013216e-13j,6.755480842680537e-14+0.j,0.-2.976455624213447e-14j,-1.302642303810226e-14+0.j,0.+5.663357518274521e-15j,2.446161210388124e-15+0.j,0.-1.04977596325673e-15j,-4.476573596845569e-16+0.j,0.+1.897005018177774e-16j,7.989139420611211e-17+0.j,0.-3.3440632646810895e-17j,-1.3913142658785407e-17+0.j,0.+5.754196764091602e-18j,2.365835384723312e-18+0.j,0.-9.67064674764627e-19j,-3.9303187749727015e-19+0.j,0.+1.5882930646165052e-19j
0.-0.04923298699464695j,-0.12421939474007189+0.j,0.+0.2097464904344985j,0.2673684155793954+0.j,0.-0.26039439627620187j,-0.17633193782912113+0.j,0.+0.03792809310579495j,-0.10461803954571618+0.j,0.+0.19642375122467207j,0.2033630841627168+0.j,0.-0.12707357592194546j,-0.0028356265320392073+0.j,0.-0.11724669546964683j,-0.18668481067826767+0.j,0.+0.18230314417551702j,0.11051538324711498+0.j,0.-0.0014328636423652018j,0.10488665841788743+0.j,0.-0.1735311019023719j,-0.18550917683827697+0.j,0.+0.1413615584464069j,0.05792185542807559+0.j,0.+0.039225208730799606j,0.12427947779316434+0.j,0.-0.1779929932909919j,-0.1911840793933685+0.j,0.+0.16487369980198202j,0.10790634105995583+0.j,0.-0.03334729168300541j,0.04512183946209224+0.j,0.-0.11596667380491617j,-0.17135410715700142+0.j,0.+0.2075342766382318j,0.2243428994735282+0.j,0.-0.22421057248746076j,-0.21103579068777134+0.j,0.+0.1891792802058554j,0.16271912733119925+0.j,0.-0.1350037628351353j,-0.10846975664642619+0.j,0.+0.08465571131286032j,0.06433566145043502+0.j,0.-0.04770528413611592j,-0.034572358054841636+0.j,0.+0.024522166896868966j,0.0170447359915606+0.j,0.-0.011622233873666765j,-0.007781584681166032+0.j,0.+0.005120253648138777j,0.0033135078727808734+0.j,0.-0.0021103472108386753j,-0.0013236048768839243+0.j,0.+0.0008179884969199624j,0.0004983633487746916+0.j,0.-0.00029947674147157366j,-0.00017757865488200617+0.j,0.+0.00010394603883522982j,0.000060087111500292475+0.j,0.-0.00003431363366181402j,-0.000019364670821185824+0.j,0.+0.000010803109133698524j,5.9595281119633715e-6+0.j,0.-3.2517819843265704e-6j,-1.755467378638883e-6+0.j,0.+9.37853930406604e-7j,4.959666594713654e-7+0.j,0.-2.59682828351823e-7j,-1.3464845104818617e-7+0.j,0.+6.915385784947613e-8j,3.518632255984065e-8+0.j,0.-1.774007669742304e-8j,-8.864198655897386e-9+0.j,0.+4.3903667393106355e-9j,2.1558143189607316e-9+0.j,0.-1.0496395310481692e-9j,-5.06819871742259e-10+0.j,0.+2.4272558420500605e-10j,1.1531542442698044e-10+0.j,0.-5.435361098799999e-11j,-2.542117808428363e-11+0.j,0.+1.1798976641566302e-11j,5.435351667702517e-12+0.j,0.-2.485404330270881e-12j,-1.1282421331460866e-12+0.j,0.+5.085007502608083e-13j,2.2756818047362255e-13+0.j,0.-1.0113635909711827e-13j,-4.46398508187362e-14+0.j,0.+1.9570426167310893e-14j,8.52277832635463e-15+0.j,0.-3.687274745920925e-15j,-1.5849373229510298e-15+0.j,0.+6.769222216933211e-16j,2.8729117542748433e-16+0.j,0.-1.211709150148261e-16j,-5.0792766162531186e-17+0.j,0.+2.1162481386058395e-17j,8.76446774612963e-18+0.j,0.-3.608368469403176e-18j,-1.4769095936768696e-18+0.j
-0.07695890630097463+0.j,0.+0.1740751791889813j,0.2561486706518594+0.j,0.-0.2696257426958859j,-0.1887320215948812+0.j,0.+0.03792809310579495j,-0.11704435968926766+0.j,0.+0.20450148196363632j,0.18623872711670694+0.j,0.-0.0773195211738881j,0.06390461642779414+0.j,0.-0.1676259046648685j,-0.1872852172336784+0.j,0.+0.11923527425370857j,-0.0001972559028074902+0.j,0.+0.11549364465571609j,0.17823107376446018+0.j,0.-0.1663662216705381j,-0.08958739885901423+0.j,0.-0.018820822680003332j,-0.11772150782060121+0.j,0.+0.17392228468322893j,0.1722270830211933+0.j,0.-0.11746973649534893j,-0.02967210308173106+0.j,0.-0.06447587404536877j,-0.14025785930643353+0.j,0.+0.18107534157591668j,0.18097727405700995+0.j,0.-0.14384603384250624j,-0.08037866013252584+0.j,0.+0.004257673543863663j,-0.07131662622391115+0.j,0.+0.136027764964714j,0.18356651195802642+0.j,0.-0.21163782856680605j,-0.22121301918577554+0.j,0.+0.2154290293190335j,0.19846869720474333+0.j,0.-0.17463811139597468j,-0.1477375086080794+0.j,0.+0.1207287285275829j,0.09564529430702769+0.j,0.-0.0736680181045425j,-0.05529038236200018+0.j,0.+0.04051311521445027j,0.02902735641210706+0.j,0.-0.020364574492707368j,-0.014005882976711724+0.j,0.+0.00945280934949506j,0.00626646852282932+0.j,0.-0.00408366382012651j,-0.0026179425066173516+0.j,0.+0.0016521170687473449j,0.0010269607717639337+0.j,0.-0.0006291274798285835j,-0.0003800277355347755+0.j,0.+0.00022645759769443355j,0.00013318081248913592+0.j,0.-0.00007733116626863154j,-0.00004434950630970008+0.j,0.+0.000025130260914064962j,0.00001407415564061667+0.j,0.-7.792906159321615e-6j,-4.267319170234479e-6+0.j,0.+2.3115812493186365e-6j,1.2390101918717823e-6+0.j,0.-6.572940349622297e-7j,-3.451958697742997e-7+0.j,0.+1.7951038245725544e-7j,9.245364006145724e-8+0.j,0.-4.716903880731524e-8j,-2.3843650770116125e-8+0.j,0.+1.1944051091302794e-8j,5.930219308092854e-9+0.j,0.-2.9187969349690845e-9j,-1.4243668584103574e-9+0.j,0.+6.892752905386574e-10j,3.3081242820554564e-10+0.j,0.-1.5748967708054703e-10j,-7.438136057837589e-11+0.j,0.+3.485589838879014e-11j,1.620857727740395e-11+0.j,0.-7.480391382648291e-12j,-3.4266288178578613e-12+0.j,0.+1.5582024156782031e-12j,7.034671814652263e-13+0.j,0.-3.153366701666564e-13j,-1.4036595720907025e-13+0.j,0.+6.205122613953819e-14j,2.7244787839582092e-14+0.j,0.-1.1882365586226106e-14j,-5.1481299787615904e-15+0.j,0.+2.2159641346214725e-15j,9.477220234465778e-16+0.j,0.-4.0275557099224115e-16j,-1.7009077597572633e-16+0.j,0.+7.138942605445735e-17j,2.9780726933325243e-17+0.j,0.-1.2348619900579403e-17j
0.+0.11137512229763491j,0.22283430363379003+0.j,0.-0.2776519017218863j,-0.2225143838626872+0.j,0.+0.06931555170720437j,-0.10461803954571618+0.j,0.+0.20450148196363632j,0.17891069812655655+0.j,0.-0.05090387300783712j,0.099277861999186+0.j,0.-0.1848974250055008j,-0.1624799536319486+0.j,0.+0.05156580871181173j,-0.08266914130354135+0.j,0.+0.1689096112003512j,0.16685393925785702+0.j,0.-0.08332647900161042j,0.036987454220287444+0.j,0.-0.13712834968168644j,-0.1748335825254698+0.j,0.+0.13855386476396472j,0.04780113409595169+0.j,0.+0.059083789411621006j,0.1421856022386501+0.j,0.-0.1745701442941135j,-0.1493846507177493+0.j,0.+0.07872051221071699j,-0.01340827865399776+0.j,0.+0.1002399180434581j,0.16018697957982306+0.j,0.-0.18146538278490737j,-0.16298851289002356+0.j,0.+0.11231288936489543j,0.042014168927093476+0.j,0.+0.0341326760770363j,0.10418440260481542+0.j,0.-0.15980944564352134j,-0.1968143715141262+0.j,0.+0.21471005184593225j,0.2157262946931228+0.j,0.-0.203658840892951j,-0.18282852644338785+0.j,0.+0.15730567228124964j,0.13044229324687465+0.j,0.-0.10467911573201881j,-0.0815560237059531+0.j,0.+0.061846088557191696j,0.04574384493168551+0.j,0.-0.033057624789938664j,-0.023375953839462556+0.j,0.+0.016194846693536217j,0.011004602365881664+0.j,0.-0.007341498474062591j,-0.00481264257895909+0.j,0.+0.003102469362609747j,0.0019681573343914827+0.j,0.-0.0012294641364705928j,-0.0007567054352566623+0.j,0.+0.00045911670223504694j,0.0002747367042237356+0.j,0.-0.00016221975559877903j,-0.00009455102861844547+0.j,0.+0.000054421896443348195j,0.00003094455357477011+0.j,0.-0.00001738785834738236j,-9.65824936019418e-6+0.j,0.+5.3048378581978766e-6j,2.8819781402126425e-6+0.j,0.-1.5490692145746166e-6j,-8.239920837825991e-7+0.j,0.+4.3386253233897313e-7j,2.261818386492602e-7+0.j,0.-1.167708794764909e-7j,-5.971355300467458e-8+0.j,0.+3.0252340982329805e-8j,1.5187108942842664e-8+0.j,0.-7.55614080965299e-9j,-3.7265695032248655e-9+0.j,0.+1.8221116478073313e-9j,8.834190003794572e-10+0.j,0.-4.247673909812325e-10j,-2.025780621686747e-10+0.j,0.+9.584118762858402e-11j,4.498730166371747e-11+0.j,0.-2.095381004747886e-11j,-9.685602829169178e-12+0.j,0.+4.443593211062726e-12j,2.0236597791979397e-12+0.j,0.-9.14926367498687e-13j,-4.107035659837566e-13+0.j,0.+1.8306747685697156e-13j,8.103629025412094e-14+0.j,0.-3.562684683599156e-14j,-1.5557765492037522e-14+0.j,0.+6.748858260946405e-15j,2.9084840822880973e-15+0.j,0.-1.2453610139102833e-15j,-5.298510780206396e-16+0.j,0.+2.24016030592985e-16j,9.412539698314708e-17+0.j
0.15077228864998904+0.j,0.-0.2622813187614864j,-0.26444966482066184+0.j,0.+0.1311989132764682j,-0.06350661138704337+0.j,0.+0.19642375122467207j,0.18623872711670694+0.j,0.-0.05090387300783712j,0.11000039503364609+0.j,0.-0.18838752689170965j,-0.1393059047736591+0.j,0.+0.003143186810800546j,-0.12919010196036224+0.j,0.+0.1776457926874485j,0.11929768735755439+0.j,0.+0.005413161712898302j,0.12316521697579912+0.j,0.-0.17153934662302503j,-0.13015412657120468+0.j,0.+0.025349183442534864j,-0.08887109001254642+0.j,0.+0.1597728976073389j,0.15925294713565472+0.j,0.-0.09230004347120754j,0.009951149282079918+0.j,0.-0.10637225285679973j,-0.16274037590681673+0.j,0.+0.16277005796101487j,0.11061359173516182+0.j,0.-0.02599944095597005j,0.06454489548454391+0.j,0.-0.1365718734139064j,-0.1739352499767793+0.j,0.+0.171232548112674j,0.13282099189091154+0.j,0.-0.06964435281141407j,0.0046690143006876145+0.j,0.-0.07724890368271126j,-0.13828668294099647+0.j,0.+0.18203094079882537j,0.20667876426896806+0.j,0.-0.21355111975347374j,-0.20596274548827304+0.j,0.+0.18811403192898812j,0.16420661702878211+0.j,0.-0.1378631605269143j,-0.11184132249893917+0.j,0.+0.08798002118039973j,0.06729784866209822+0.j,0.-0.05016862405433681j,-0.036516370173281604+0.j,0.+0.025992679274637363j,0.018117905082556222+0.j,0.-0.01238130040346694j,-0.00830369397028701+0.j,0.+0.005470381816261578j,0.0035428874573151924+0.j,0.-0.00225739333046989j,-0.0014159698546478553+0.j,0.+0.0008749005743578601j,0.0005327950544514035+0.j,0.-0.000319946999984821j,-0.0001895461528115873+0.j,0.+0.0001108303741550097j,0.00006398587984286708+0.j,0.-0.00003648832151806493j,-0.000020559869934809455+0.j,0.+0.00001145055269487561j,6.305310300777629e-6+0.j,0.-3.433894644012156e-6j,-1.85006699730971e-6+0.j,0.+9.863271468586655e-7j,5.204688074051557e-7+0.j,0.-2.719007099307598e-7j,-1.4065805913120727e-7+0.j,0.+7.206919308458489e-8j,3.65808088717182e-8+0.j,0.-1.8397526566620296e-8j,-9.169555073786141e-9+0.j,0.+4.529982738407783e-9j,2.218594114623837e-9+0.j,0.-1.0773647533491935e-9j,-5.188227766258915e-10+0.j,0.+2.478059915108425e-10j,1.174096335289393e-10+0.j,0.-5.5189334670245343e-11j,-2.5740929395776988e-11+0.j,0.+1.1914258014503358e-11j,5.473153269270348e-12+0.j,0.-2.4956766827232257e-12j,-1.1297169724005841e-12+0.j,0.+5.077272411521317e-13j,2.2657815705178384e-13+0.j,0.-1.0041027666121497e-13j,-4.4193174464899336e-14+0.j,0.+1.931933406205842e-14j,8.38939687320554e-15+0.j,0.-3.619190523010622e-15j,-1.5512206582435823e-15+0.j,0.+6.606254910793048e-16j
