0.00008069951757030478+0.j,0.-0.000350365632936717j,-0.0010756155291921548+0.j,0.+0.0026961682981052415j,0.005852852289027546+0.j,0.-0.011364049666736828j,-0.02014225359368922+0.j,0.+0.03305290238520491j,0.050735876678892594+0.j,0.-0.07342508803192038j,-0.10080800902180072+0.j,0.+0.13196211161989102j,0.16538998008321534+0.j,0.-0.1991535628307173j,-0.23108652613162783+0.j,0.+0.25904758983913684j,0.28117074149684224+0.j,0.-0.296071243037895j,-0.30297761045559535+0.j,0.+0.30177572162384636j,0.29296778044252675+0.j,0.-0.2775624900730491j,-0.25692123212898743+0.j,0.+0.23258764406649665j,0.20612543269935218+0.j,0.-0.17898314603714052j,-0.15239686218734108+0.j,0.+0.12733409457461056j,0.10447593112425368+0.j,0.-0.08423019633400658j,-0.06676636728265632+0.j,0.+0.05206279286949382j,0.03995793482522904+0.j,0.-0.030199282571861066j,-0.02248576817285318+0.j,0.+0.016501532084874718j,0.01194052931874886+0.j,0.-0.00852262302080648j,-0.0060024982491564075+0.j,0.+0.004173018404189039j,0.0028646453699500266+0.j,0.-0.0019423589860484418j,-0.0013012340389910728+0.j,0.+0.0008615326666945066j,0.0005638920509874152+0.j,0.-0.00036495580602711526j,-0.0002336210238280283+0.j,0.+0.00014794951827642436j,0.00009271361143243144+0.j,0.-0.00005750373046897244j,-0.00003530706191727383+0.j,0.+0.00002146481020183129j,0.000012923374877453051+0.j,0.-7.707056967550329e-6j,-4.5534676004275355e-6+0.j,0.+2.665701200413895e-6j,1.5465644233344064e-6+0.j,0.-8.893672834083862e-7j,-5.0701138788539e-7+0.j,0.+2.8657761880198843e-7j,1.6062650362013643e-7+0.j,0.-8.929000558846818e-8j,-4.9233143601426146e-8+0.j,0.+2.6930093033955228e-8j,1.4614986828555533e-8+0.j,0.-7.87031856434564e-9j,-4.206015853162764e-9+0.j,0.+2.2309203521433e-9j,1.1745734251389418e-9+0.j,0.-6.139120909005004e-10j,-3.185720926606298e-10+0.j,0.+1.641455507830983e-10j,8.39872630534656e-11+0.j,0.-4.267785271913664e-11j,-2.1539581550864142e-11+0.j,0.+1.0798344827823246e-11j,5.377754313032095e-12+0.j,0.-2.6607627763416886e-12j,-1.30800503694572e-12+0.j,0.+6.389199254183088e-13j,3.1013587081007783e-13+0.j,0.-1.4960980346780035e-13j,-7.173047186755824e-14+0.j,0.+3.4183395762136564e-14j,1.6192955472030665e-14+0.j,0.-7.62548059647284e-15j,-3.570002795929689e-15+0.j,0.+1.6617262923751761e-15j,7.690750403374164e-16+0.j,0.-3.539356224573781e-16j,-1.6197708611671066e-16+0.j,0.+7.371968101299098e-17j,3.336876206388595e-17+0.j,0.-1.502274109105039e-17j,-6.727222890198364e-18+0.j,0.+2.9965710268421454e-18j,1.3278209640095608e-18+0.j,0.-5.85334625428867e-19j,-2.567093808373746e-19+0.j,0.+1.1201461833787894e-19j
0.-0.000350365632936717j,-0.0014404505517123544+0.j,0.+0.0041744086481862504j,0.009842683832084195+0.j,0.-0.020018450958296886j,-0.036250867993748534+0.j,0.+0.05961363672499532j,0.09021133594305862+0.j,0.-0.12678753843785975j,-0.16657528485901535+0.j,0.+0.20547829520693853j,0.23858535534579264+0.j,0.-0.2609282184780362j,-0.26832455384633275+0.j,0.+0.2581226018542452j,0.22968869874665007+0.j,0.-0.18454264839661372j,-0.12612847138036193+0.j,0.+0.05928597217384697j,-0.010457041557920831+0.j,0.+0.07763093417976258j,0.1374796338500274+0.j,0.-0.18643232242732327j,-0.22234667780492567+0.j,0.+0.24452636669227706j,0.2535525893931987+0.j,0.-0.25099119023058564j,-0.2390426611742624+0.j,0.+0.22019520633207862j,0.19692565304908516+0.j,0.-0.17147442278407385j,-0.1457031869749559+0.j,0.+0.12102996046967684j,0.09842742729526288+0.j,0.-0.07846618357786525j,-0.0613844225823876+0.j,0.+0.047168100538429666j,0.03562952007211641+0.j,0.-0.02647648511004504j,-0.019367981435975998+0.j,0.+0.01395531984871466j,0.0099097198053338+0.j,0.-0.006938477433275226j,-0.004792325505634736+0.j,0.+0.0032665632269403876j,0.0021982079993416504+0.j,0.-0.001460959910134453j,-0.0009592863045403486+0.j,0.+0.0006224982171576302j,0.00039933665097224055+0.j,0.-0.0002533233717927087j,-0.00015895107415894052+0.j,0.+0.00009867672595489773j,0.00006062257270419752+0.j,0.-0.000036865701757621075j,-0.000022195991131947768+0.j,0.+0.000013233705433042005j,7.81502164743056e-6+0.j,0.-4.571974980121596e-6j,-2.6502208192162296e-6+0.j,0.+1.5224434528227044e-6j,8.66870937461215e-7+0.j,0.-4.893192202191246e-7j,-2.7385606806546736e-7+0.j,0.+1.5198820744466846e-7j,8.365995647820354e-8+0.j,0.-4.5677900185219386e-8j,-2.4741942928441746e-8+0.j,0.+1.3297103684445846e-8j,7.091374287023982e-9+0.j,0.-3.753242067125191e-9j,-1.9716806074518486e-9+0.j,0.+1.0281814512495375e-9j,5.322970034712491e-10+0.j,0.-2.736123613917652e-10j,-1.396560729119553e-10+0.j,0.+7.078968911827575e-11j,3.5637614882744226e-11+0.j,0.-1.782037604846205e-11j,-8.851863509631775e-12+0.j,0.+4.368185310447429e-12j,2.141675788389696e-12+0.j,0.-1.0433488342413942e-12j,-5.050848111988429e-13+0.j,0.+2.429925398138355e-13j,1.1618482891204665e-13+0.j,0.-5.5216246885026865e-14j,-2.608420591885159e-14+0.j,0.+1.2249352396313553e-14j,5.718789857020707e-15+0.j,0.-2.6544871997618267e-15j,-1.2251009997803296e-15+0.j,0.+5.622202716264115e-16j,2.5657384186846473e-16+0.j,0.-1.1644391724228904e-16j,-5.255892269607839e-17+0.j,0.+2.3595402482767746e-17j,1.0536226644993608e-17+0.j,0.-4.6799857804716955e-18j,-2.067902579057187e-18+0.j
-0.0010756155291921548+0.j,0.+0.0041744086481862504j,0.011374901027003005+0.j,0.-0.025104258146775728j,-0.047536589586542666+0.j,0.+0.07963749408443697j,0.12022433467187715+0.j,0.-0.16542010618792605j,-0.20881255106864424+0.j,0.+0.24242582904199247j,0.2583406218495697+0.j,0.-0.2505629816806216j,-0.2166320637786144+0.j,0.+0.15851200821307837j,0.08251121707650443+0.j,0.+0.0017581183647080163j,0.0831154832043822+0.j,0.-0.15081775248603566j,-0.19637865794487808+0.j,0.+0.21483454826102594j,0.20525735601689574+0.j,0.-0.17050676605520773j,-0.11637516249712657+0.j,0.+0.0503771163516056j,-0.019540400204587225+0.j,0.+0.08612985054993902j,0.1436588968171362+0.j,0.-0.18834430044346098j,-0.21842083213256877+0.j,0.+0.23392052447720724j,0.23626670500617428+0.j,0.-0.2277895896035333j,-0.2112531748688371+0.j,0.+0.18945577804650396j,0.16493705521858876+0.j,0.-0.13979863893012778j,-0.11562691767112111+0.j,0.+0.09349575308673358j,0.07402319436423997+0.j,0.-0.05745767448906561j,-0.04377369159821594+0.j,0.+0.0327627551428096j,0.02411105331388173+0.j,0.-0.017460052278632926j,-0.012449714897860925+0.j,0.+0.008746215011077918j,0.00605711733220177+0.j,0.-0.004137276040841264j,-0.0027884667729285583+0.j,0.+0.0018552533931954528j,0.0012189855385536142+0.j,0.-0.0007912436838806177j,-0.0005075590414758723+0.j,0.+0.0003218594437196856j,0.00020182715638033107+0.j,0.-0.00012518411938297678j,-0.00007682293263127327+0.j,0.+0.000046656693111474555j,0.000028049307227072405+0.j,0.-0.000016696055071381104j,-9.841986110710147e-6+0.j,0.+5.746692234399975e-6j,3.324332832484294e-6+0.j,0.-1.9055646264812124e-6j,-1.0825630864722846e-6+0.j,0.+6.09631691617065e-7j,3.403596153283336e-7+0.j,0.-1.884226882875232e-7j,-1.0344723498487005e-7+0.j,0.+5.633242171389912e-8j,3.0430757507823186e-8+0.j,0.-1.630950023349859e-8j,-8.6735870256746e-9+0.j,0.+4.577640651686568e-9j,2.397851756595479e-9+0.j,0.-1.2467853138063533e-9j,-6.435749128922273e-10+0.j,0.+3.2983170037840536e-10j,1.678486333423115e-10+0.j,0.-8.482428174611715e-11j,-4.257385837441389e-11+0.j,0.+2.1224058988407932e-11j,1.0510355966008463e-11+0.j,0.-5.17070436215658e-12j,-2.5273414246141857e-12+0.j,0.+1.227432434548993e-12j,5.923620925972493e-13+0.j,0.-2.8409816629756743e-13j,-1.3541777958781108e-13+0.j,0.+6.415680114388957e-14j,3.021358566574902e-14+0.j,0.-1.4144459369450778e-14j,-6.583034184054125e-15+0.j,0.+3.046154514251638e-15j,1.4015011278722964e-15+0.j,0.-6.411794680686501e-16j,-2.9170148136668073e-16+0.j,0.+1.319769572878131e-16j,5.938612318905515e-17+0.j,0.-2.657819877496971e-17j
0.+0.0026961682981052415j,0.009842683832084195+0.j,0.-0.025104258146775728j,-0.05155214225734067+0.j,0.+0.09016865913946376j,0.13825212112474985+0.j,0.-0.18873329237960956j,-0.23100101069325749+0.j,0.+0.25328554236820694j,0.24599748986855716+0.j,0.-0.20495692358658593j,-0.1333836256696801+0.j,0.+0.04189009289789803j,-0.05362491990667689+0.j,0.+0.13560012457277096j,0.18890763949243028+0.j,0.-0.20427941981519662j,-0.1801896178285132+0.j,0.+0.12282175879456292j,0.0443015683371673+0.j,0.+0.0401965262353439j,0.11566283797747443+0.j,0.-0.17002523244752324j,-0.1959515297085551+0.j,0.+0.19146852200579983j,0.15948724208726212+0.j,0.-0.10654003816092514j,-0.04113245840576811+0.j,0.-0.02790150873851537j,-0.09274616412610734+0.j,0.+0.1474888456867638j,0.18850737054322067+0.j,0.-0.2144245030970616j,-0.22575230676768973+0.j,0.+0.22436730251534545j,0.21294407367188767+0.j,0.-0.19444298976905244j,-0.17170929145238845+0.j,0.+0.14720519200797466j,0.12286939138506738+0.j,0.-0.10008138975126915j,-0.07970052650099532+0.j,0.+0.06214955682344839j,0.04751711387533576+0.j,0.-0.03566010204355048j,-0.026294028621675757+0.j,0.+0.01906531261130665j,0.01360414798403726+0.j,0.-0.009559454507473456j,-0.006619023681847476+0.j,0.+0.004518496644188536j,0.003042652341418627+0.j,0.-0.0020219483036451485j,-0.0013265766821617653+0.j,0.+0.000859628314687391j,0.0005503822016184987+0.j,0.-0.00034829067644611853j,-0.00021791241373215336+0.j,0.+0.00013483883047329365j,0.0000825397834394952+0.j,0.-0.00004999682752774413j,-0.000029975152196656926+0.j,0.+0.000017791944277612313j,0.000010457464668211715+0.j,0.-6.087842758833964e-6j,-3.5109368986891125e-6+0.j,0.+2.006271058723931e-6j,1.1361711506204391e-6+0.j,0.-6.377676643338477e-7j,-3.549110694934798e-7+0.j,0.+1.9583285150623278e-7j,1.071589070482169e-7+0.j,0.-5.8158448582720625e-8j,-3.131134530514043e-8+0.j,0.+1.6724580179146943e-8j,8.864031462995674e-9+0.j,0.-4.662145390211152e-9j,-2.4337318106987654e-9+0.j,0.+1.2610841462369974e-9j,6.487093454685087e-10+0.j,0.-3.31313870247503e-10j,-1.6801943097340735e-10+0.j,0.+8.461656385423255e-11j,4.2322506141688356e-11+0.j,0.-2.1025690216021678e-11j,-1.0376085186013152e-11+0.j,0.+5.086996506317972e-12j,2.4778389977228866e-12+0.j,0.-1.1992409072561923e-12j,-5.767643318740776e-13+0.j,0.+2.756670439310654e-13j,1.3094855275574518e-13+0.j,0.-6.182724953229034e-14j,-2.9017206094951095e-14+0.j,0.+1.3538168634432207e-14j,6.27948880882209e-15+0.j,0.-2.8958716176859215e-15j,-1.327867663757765e-15+0.j,0.+6.05452205200794e-16j,2.745256404564562e-16+0.j
0.005852852289027546+0.j,0.-0.020018450958296886j,-0.047536589586542666+0.j,0.+0.09016865913946376j,0.14418632236811763+0.j,0.-0.1993065992357072j,-0.24037936512184738+0.j,0.+0.25178718554816204j,0.22314844641302015+0.j,0.-0.15408396330890795j,-0.055965077778552044+0.j,0.-0.05033293024479135j,-0.14009204523418992+0.j,0.+0.19192761689883484j,0.19403822193535408+0.j,0.-0.14749290269009377j,-0.06563525439127343+0.j,0.-0.02997651196171302j,-0.1156179657454681+0.j,0.+0.17151380604369465j,0.18632008875009592+0.j,0.-0.1589795119249401j,-0.09783801547904003+0.j,0.+0.017666133423965297j,-0.06434067390833773+0.j,0.+0.1324557996333568j,0.17533676396422962+0.j,0.-0.18750864318613475j,-0.16939495593614556+0.j,0.+0.12620661068905015j,0.06617351024715233+0.j,0.+0.0013790600091851692j,0.06770584171182316+0.j,0.-0.12582353830736212j,-0.17111803571050763+0.j,0.+0.201427634620633j,0.21673464700482356+0.j,0.-0.21862809008039769j,-0.2096899954911103+0.j,0.+0.19292272746268974j,0.17129007394962237+0.j,0.-0.1474025833209348j,-0.12334473102670548+0.j,0.+0.10062061945164626j,0.08018535411591138+0.j,0.-0.06252844208683057j,-0.04778033697671126+0.j,0.+0.03582066341055711j,0.026374451180575666+0.j,0.-0.01908948925574968j,-0.013593013129987333+0.j,0.+0.009529259040236248j,0.00658118604288653+0.j,0.-0.004480265266050594j,-0.0030080695830710094+0.j,0.+0.001992815348691536j,0.0013032709189527004+0.j,0.-0.0008417233833771212j,-0.0005370771092866709+0.j,0.+0.0003386806821254049j,0.00021114190529170215+0.j,0.-0.00013017367979223574j,-0.00007938947260965709+0.j,0.+0.00004790848618807106j,0.000028614346699309518+0.j,0.-0.000016919323692717722j,-9.90627233537203e-6+0.j,0.+5.744613575880941e-6j,3.300085216701609e-6+0.j,0.-1.8784057643502346e-6j,-1.0595848329973845e-6+0.j,0.+5.924375099183184e-7j,3.283861599571415e-7+0.j,0.-1.804822150221883e-7j,-9.836940683298172e-8+0.j,0.+5.3177483652651895e-8j,2.8516814619693453e-8+0.j,0.-1.5171925709533617e-8j,-8.009502471471595e-9+0.j,0.+4.196159845500357e-9j,2.181898991722944e-9+0.j,0.-1.1261752029862437e-9j,-5.770543737934222e-10+0.j,0.+2.935729367241998e-10j,1.4830344053971652e-10+0.j,0.-7.439919807193283e-11j,-3.706905658420986e-11+0.j,0.+1.8345270106045624e-11j,9.018778410200172e-12+0.j,0.-4.404765863537034e-12j,-2.137414386314365e-12+0.j,0.+1.0305843875528765e-12j,4.937923712558218e-13+0.j,0.-2.351295407988461e-13j,-1.1127741808010493e-13+0.j,0.+5.2345334802431427e-14j,2.4476717847471236e-14+0.j,0.-1.13779737652755e-14j,-5.2582916811550274e-15+0.j,0.+2.416145396188399e-15j
0.-0.011364049666736828j,-0.036250867993748534+0.j,0.+0.07963749408443697j,0.13825212112474985+0.j,0.-0.1993065992357072j,-0.24279253525128516+0.j,0.+0.248397363642189j,0.20445582345544464+0.j,0.-0.11478240911181704j,0.00021164128193166724+0.j,0.-0.10924438544262408j,-0.18073734664844304+0.j,0.+0.19403090492806968j,0.14675999887297259+0.j,0.-0.055593309641514946j,0.04970801722121665+0.j,0.-0.13640421458776728j,-0.1792286015581124+0.j,0.+0.16761040578460093j,0.10763474323823995+0.j,0.-0.018736300259475785j,0.07316381530736828+0.j,0.-0.14351341148216973j,-0.17553814325402076+0.j,0.+0.1636300788125318j,0.11330949225922156+0.j,0.-0.038392709028992j,0.04337417964845585+0.j,0.-0.11482480134212175j,-0.16291105096540306+0.j,0.+0.180657596133617j,0.1674483303735071+0.j,0.-0.1279706401718074j,-0.07036278564248677+0.j,0.+0.004139566815366284j,-0.061638652443647524+0.j,0.+0.1196694534972916j,0.16508801697879605+0.j,0.-0.19557652159968864j,-0.21104851960045656+0.j,0.+0.21308662919131774j,0.20429945039163774+0.j,0.-0.18772394771438494j,-0.16635015389927926+0.j,0.+0.14279903294026108j,0.11914921892020504+0.j,0.-0.09688661483738366j,-0.07694141092147808+0.j,0.+0.05977694842971124j,0.04550044499620529+0.j,0.-0.03397371889458869j,-0.02491034627631248+0.j,0.+0.017952735656856615j,0.012727790244654083+0.j,0.-0.008883108249675259j,-0.006107336230369045+0.j,0.+0.004138771182736274j,0.002766037145299811+0.j,0.-0.001824003709321214j,-0.001187329268209423+0.j,0.+0.0007632657034258063j,0.0004847383801533679+0.j,0.-0.0003042441708589868j,-0.00018878431412408262+0.j,0.+0.00011584425388278507j,0.00007031949693356795+0.j,0.-0.00004223668058002335j,-0.000025109020271949456+0.j,0.+0.000014777557130731041j,8.612111169504249e-6+0.j,0.-4.971033435241155e-6j,-2.842529570493342e-6+0.j,0.+1.6105392056951204e-6j,9.043328099319121e-7+0.j,0.-5.033323551409433e-7j,-2.777322942159421e-7+0.j,0.+1.5195501256558931e-7j,8.24498573924901e-8+0.j,0.-4.437284757271528e-8j,-2.3689769950755885e-8+0.j,0.+1.2548207761092497e-8j,6.5953630817598465e-9+0.j,0.-3.4402382487986115e-9j,-1.7810894445817088e-9+0.j,0.+9.153411684593141e-10j,4.670153391379305e-10+0.j,0.-2.365806806927539e-10j,-1.1900764278874438e-10+0.j,0.+5.945163257632631e-11j,2.949786025755488e-11+0.j,0.-1.4537779711539078e-11j,-7.117512058378567e-12+0.j,0.+3.4619544613234284e-12j,1.6730801703006931e-12+0.j,0.-8.034382763606324e-13j,-3.8341196165549035e-13+0.j,0.+1.8184113558464884e-13j,8.571699023364716e-14+0.j,0.-4.016280177437024e-14j,-1.8706670376552577e-14+0.j
-0.02014225359368922+0.j,0.+0.05961363672499532j,0.12022433467187715+0.j,0.-0.18873329237960956j,-0.24037936512184738+0.j,0.+0.248397363642189j,0.19748032849109076+0.j,0.-0.094088694301469j,0.03263872637232274+0.j,0.-0.14095429129083945j,-0.19335740394748854+0.j,0.+0.17243100893168944j,0.08830961777688377+0.j,0.+0.025480433672361934j,0.12564302551699089+0.j,0.-0.1760059071117161j,-0.1605973232141906+0.j,0.+0.08807191855032745j,-0.013351334883418534+0.j,0.+0.1074872879256392j,0.16330402859623833+0.j,0.-0.1647318943218258j,-0.11427285867385384+0.j,0.+0.03014978180736568j,-0.061049523192797266+0.j,0.+0.13317265381941062j,0.16782321248766044+0.j,0.-0.15832196645533958j,-0.1098227242157039+0.j,0.+0.03631179360847636j,-0.044072932282213255+0.j,0.+0.11384574883693542j,0.15988330049062596+0.j,0.-0.17540296335580666j,-0.16015974142326586+0.j,0.+0.119249670602953j,0.061125336767341436+0.j,0.+0.004561558421360348j,0.06881203962295537+0.j,0.-0.12455048872496535j,-0.16723871794957346+0.j,0.+0.19491085022940471j,0.20779350468990265+0.j,0.-0.20770087640923351j,-0.1973736504577334+0.j,0.+0.17988476574901846j,0.1581821948071545+0.j,0.-0.1347920557244111j,-0.11167129122693177+0.j,0.+0.0901794200875926j,0.0711316219497406+0.j,0.-0.05489712109683181j,-0.041513678353985534+0.j,0.+0.030797768671890557j,0.022438471308814333+0.j,0.-0.016069974217323105j,-0.011322439459284036+0.j,0.+0.007853876327037773j,0.005366996577725945+0.j,0.-0.0036152511655700766j,-0.0024018115848215157+0.j,0.+0.0015745123751205571j,0.0010189571306282804+0.j,0.-0.0006512523056098062j,-0.00041123839416057497+0.j,0.+0.00025665205502834474j,0.00015836081963166066+0.j,0.-0.00009663588906249229j,-0.000058337020034654905+0.j,0.+0.00003484856479573749j,0.000020605032359687426+0.j,0.-0.000012061909856895887j,-6.99220485905418e-6+0.j,0.+4.014793244015049e-6j,2.28377908310747e-6+0.j,0.-1.2872809331499095e-6j,-7.191232323003178e-7+0.j,0.+3.982196313083204e-7j,2.1862836392741948e-7+0.j,0.-1.1902185481518282e-7j,-6.426169005946714e-8+0.j,0.+3.441508260927872e-8j,1.8284374811644288e-8+0.j,0.-9.638444411614012e-9j,-5.04182649789605e-9+0.j,0.+2.6174558612877824e-9j,1.3487631994877105e-9+0.j,0.-6.899368379453095e-10j,-3.5038929784198473e-10+0.j,0.+1.7668881820601467e-10j,8.847717789293096e-11+0.j,0.-4.4001056168084133e-11j,-2.1734457146632543e-11+0.j,0.+1.066427095324266e-11j,5.1981848268298095e-12+0.j,0.-2.5173909822659923e-12j,-1.2113428256019126e-12+0.j,0.+5.792136754400594e-13j,2.7523437903050406e-13+0.j,0.-1.2998536207984494e-13j
0.+0.03305290238520491j,0.09021133594305862+0.j,0.-0.16542010618792605j,-0.23100101069325749+0.j,0.+0.25178718554816204j,0.20445582345544464+0.j,0.-0.094088694301469j,0.04308328379931893+0.j,0.-0.15414432697807376j,-0.19429340573839732+0.j,0.+0.14882175522191163j,0.04056836579705514+0.j,0.+0.08085145204994296j,0.16215843713240283+0.j,0.-0.17014208803094905j,-0.10489845535336023+0.j,0.-0.0025599840316101723j,-0.10574917646540398+0.j,0.+0.16313844738892594j,0.15438733683166922+0.j,0.-0.08629088977770841j,0.012530217716477185+0.j,0.-0.10451971382421095j,-0.1576621568700927+0.j,0.+0.15600719171049235j,0.10316002836474705+0.j,0.-0.01873666730920412j,0.0697961104940605+0.j,0.-0.13642776363773174j,-0.16394659286151486+0.j,0.+0.147495064084518j,0.09407001230237212+0.j,0.-0.018951793618337858j,0.05931351488796067+0.j,0.-0.1237514278950365j,-0.16244253153330662+0.j,0.+0.17012778166808548j,0.1480167099912687+0.j,0.-0.10229061720937413j,-0.04196096935038207+0.j,0.-0.023298327074078057j,-0.08489984409443022+0.j,0.+0.1364485142791771j,0.17418018177696035+0.j,0.-0.1968487448721984j,-0.20524742551194647+0.j,0.+0.20155818513608748j,0.18869055669872717+0.j,0.-0.1697188376805439j,-0.14747243548268538+0.j,0.+0.12428953847978302j,0.10191420178033155+0.j,0.-0.08150148906609155j,-0.06369166872528428+0.j,0.+0.048718645214912974j,0.03652597110800957+0.j,0.-0.026872928982139412j,-0.019421362289699207+0.j,0.+0.01380021894515439j,0.009648934562128193+0.j,0.-0.006643062703505123j,-0.0045064074323052155+0.j,0.+0.003013817231309477j,0.001988183680982187+0.j,0.-0.0012943706095633553j,-0.0008319857677071344+0.j,0.+0.00052820936695165j,0.0003313554327256048+0.j,0.-0.0002054628143171612j,-0.00012596984836900032+0.j,0.+0.00007638852791169671j,0.00004582933006888388+0.j,0.-0.00002721014990961331j,-0.000015991967105099118+0.j,0.+9.305970974654158e-6j,5.363028028185821e-6+0.j,0.-3.06155160039891e-6j,-1.7315941167998823e-6+0.j,0.+9.70530372501162e-7j,5.391531762551857e-7+0.j,0.-2.9691558391439245e-7j,-1.621234872040264e-7+0.j,0.+8.778536641043837e-8j,4.714435515032559e-8+0.j,0.-2.5115047677740676e-8j,-1.3273876999159903e-8+0.j,0.+6.961155627080895e-9j,3.6227859381093713e-9+0.j,0.-1.8712750522864693e-9j,-9.59444869583246e-10+0.j,0.+4.883618958823426e-10j,2.4680443880971284e-10+0.j,0.-1.2385170909255594e-10j,-6.172138495204694e-11+0.j,0.+3.0549154139089577e-11j,1.5018839703244273e-11+0.j,0.-7.334823325060965e-12j,-3.558771660045393e-12+0.j,0.+1.715566832176828e-12j,8.217711386585291e-13+0.j
0.050735876678892594+0.j,0.-0.12678753843785975j,-0.20881255106864424+0.j,0.+0.25328554236820694j,0.22314844641302015+0.j,0.-0.11478240911181704j,0.03263872637232274+0.j,0.-0.15414432697807376j,-0.19352672621332975+0.j,0.+0.13474369857352964j,0.011213283857583507+0.j,0.+0.1122369381975557j,0.1737920733391233+0.j,0.-0.14584580652843113j,-0.046650965420158896+0.j,0.-0.07195856251081241j,-0.1522783682799053+0.j,0.+0.1585921489956183j,0.09179213076090957+0.j,0.+0.014430204653861483j,0.11165215489484488+0.j,0.-0.1590409799895378j,-0.13965770664134877+0.j,0.+0.0647880467120183j,-0.033609377266283436+0.j,0.+0.11743473960365289j,0.1572137878105826+0.j,0.-0.14155779175991146j,-0.07883869515475649+0.j,0.-0.00809433257332475j,-0.0910777543580974+0.j,0.+0.1459477899860338j,0.15904920974504022+0.j,0.-0.12953693068857508j,-0.06767926851240288+0.j,0.-0.009497010829017412j,-0.08344819268397068+0.j,0.+0.13866944988266722j,0.16557985955962873+0.j,0.-0.16144189657421193j,-0.12959028038730375+0.j,0.+0.07757658576096685j,0.014917132355910852+0.j,0.+0.04897801841456617j,0.10632786774758156+0.j,0.-0.15181503286070466j,-0.18277622559201154+0.j,0.+0.19890664778015157j,0.20167885403338282+0.j,0.-0.19366397069351615j,-0.17789788233966086+0.j,0.+0.15737841501453723j,0.13472727604695842+0.j,0.-0.11201121832065082j,-0.09069317314147063+0.j,0.+0.07167436277789536j,0.055388957024665765+0.j,0.-0.04191949329726563j,-0.03111041942141993+0.j,0.+0.022666168621948566j,0.016227660347254032+0.j,0.-0.011426465831456938j,-0.007919127854488252+0.j,0.+0.005405661437858117j,0.003636586630146986+0.j,0.-0.002412434014897806j,-0.0015789010529271162+0.j,0.+0.0010199890743926463j,0.0006506754160884219+0.j,0.-0.0004100479253307154j,-0.00025536820541885696+0.j,0.+0.0001572210253696641j,0.00009572068051204932+0.j,0.-0.000057647862499689256j,-0.000034353096183722406+0.j,0.+0.000020261405836254466j,0.000011830511256965037+0.j,0.-6.8402342922613745e-6j,-3.917146420146404e-6+0.j,0.+2.2222496366563037e-6j,1.2491895741428702e-6+0.j,0.-6.959216610543179e-7j,-3.842987501645929e-7+0.j,0.+2.103927152671096e-7j,1.1421382197147983e-7+0.j,0.-6.148977033689827e-8j,-3.2836011493523115e-8+0.j,0.+1.739504689797076e-8j,9.14303304410662e-9+0.j,0.-4.768742440026459e-9j,-2.4684452667776918e-9+0.j,0.+1.2682481824971534e-9j,6.468434300449108e-10+0.j,0.-3.27536315512324e-10j,-1.6467760034125846e-10+0.j,0.+8.221898781103578e-11j,4.0767905963597834e-11+0.j,0.-2.0077887673187644e-11j,-9.822322772208232e-12+0.j,0.+4.773630748991237e-12j
