0.0011062447772559045+0.j,0.-0.004081663694355812j,-0.010648984766976961+0.j,0.+0.022684727337886863j,0.041849430566845806+0.j,0.-0.06905426960155965j,-0.10401617897690381+0.j,0.+0.14505672269443654j,0.1892251476348605+0.j,0.-0.2327252916171015j,-0.27153734563031795+0.j,0.+0.3020780790327832j,0.32174704948688876+0.j,0.-0.3292523489429144j,-0.32467649524173564+0.j,0.+0.3093080370836645j,0.2853101346314437+0.j,0.-0.2553164064504118j,-0.2220385874195883+0.j,0.+0.18794797047069403j,0.15506315914165883+0.j,0.-0.12484897048985814j,-0.0982108817518072+0.j,0.+0.07555821288215482j,0.056906521781150854+0.j,0.-0.041993108343048154j,-0.03038626587983087+0.j,0.+0.021576521811984134j,0.015044868846251325+0.j,0.-0.01030802331828016j,-0.006943856705605089+0.j,0.+0.0046015684672109395j,0.0030013516657001523+0.j,0.-0.001927728639278113j,-0.0012198106649449665+0.j,0.+0.0007607542532245787j,0.0004678203654312377+0.j,0.-0.0002837685407993267j,-0.00016984721644230135+0.j,0.+0.000100348784282913j,0.00005854207407384583+0.j,0.-0.00003373355889027448j,-0.000019205406401599764+0.j,0.+0.000010806256179430403j,6.010836374350244e-6+0.j,0.-3.306089711800249e-6j,-1.798546635727089e-6+0.j,0.+9.679630060073818e-7j,5.154946068786726e-7+0.j,0.-2.71714034567615e-7j,-1.4177937389038504e-7+0.j,0.+7.3251066338393e-8j,3.7479886284818315e-8+0.j,0.-1.899530690941278e-8j,-9.537519087576928e-9+0.j,0.+4.745041996143036e-9j,2.3395483889921932e-9+0.j,0.-1.1433536682470806e-9j,-5.539270553422016e-10+0.j,0.+2.660801992792809e-10j,1.2674268903362938e-10+0.j,0.-5.98747874503158e-11j,-2.8056540863041956e-11+0.j,0.+1.3042169361746008e-11j,6.015141299867543e-12+0.j,0.-2.7528030481028337e-12j,-1.250227817968044e-12+0.j,0.+5.635568612643094e-13j,2.5215597902672447e-13+0.j,0.-1.1200327203275402e-13j,-4.939325822701716e-14+0.j,0.+2.1628404642562083e-14j,9.404684332157182e-15+0.j,0.-4.061334666181386e-15j,-1.7419629086746226e-15+0.j,0.+7.421543833650138e-16j,3.1410398469567446e-16+0.j,0.-1.320730077801123e-16j,-5.517632260286592e-17+0.j,0.+2.2904730791283366e-17j,9.448572141776178e-18+0.j,0.-3.873554395464252e-18j,-1.578296952673201e-18+0.j,0.+6.391983672352695e-19j,2.5732501043402476e-19+0.j,0.-1.0298133590836615e-19j,-4.0972765759794665e-20+0.j,0.+1.620770933999363e-20j,6.374795960320288e-21+0.j,0.-2.49320087464162e-21j,-9.696656272569754e-22+0.j,0.+3.7504837661799952e-22j,1.442711060940448e-22+0.j,0.-5.519806738376293e-23j,-2.1006124282204245e-23+0.j,0.+7.951885411390029e-24j,2.9944735529296356e-24+0.j,0.-1.1218133391552927e-24j,-4.1811288080451485e-25+0.j,0.+1.5504648855219479e-25j
0.-0.004081663694355812j,-0.013953693905707411+0.j,0.+0.033518756151462874j,0.0652542784682605+0.j,0.-0.10904058628991094j,-0.1612083919203005+0.j,0.+0.21463628916313354j,0.260008598354469+0.j,0.-0.2878935057555747j,-0.2910010390835941+0.j,0.+0.26593765490613575j,0.21397698176852434+0.j,0.-0.14070706520546333j,-0.054752722078885936+0.j,0.-0.034004607061787324j,-0.11622612045045837+0.j,0.+0.18453563658647829j,0.2343338760478031+0.j,0.-0.26396956417028444j,-0.2743802348352693+0.j,0.+0.26839901870410227j,0.2499387967108035+0.j,0.-0.2232291195979513j,-0.1922189598368606+0.j,0.+0.16019259316049217j,0.1295924462392781+0.j,0.-0.10200878279069404j,-0.07828170611896201+0.j,0.+0.05866181733981782j,0.04298602870135324+0.j,0.-0.030838920022253438j,-0.02168354898172923+0.j,0.+0.014956444204213635j,0.010128795359792527+0.j,0.-0.006739810104537316j,-0.004409575021502747+0.j,0.+0.0028384288720959276j,0.0017986316303533283+0.j,0.-0.0011225888095169403j,-0.0006904429406684171+0.j,0.+0.0004186612689806362j,0.00025038691451552246+0.j,0.-0.0001477570874278675j,-0.0000860668939528468+0.j,0.+0.00004950267026536564j,0.000028123579430485626+0.j,0.-0.000015786971344092153j,-8.75876311669183e-6+0.j,0.+4.80424618303429e-6j,2.6059306810479447e-6+0.j,0.-1.3981911162931075e-6j,-7.422359476848541e-7+0.j,0.+3.8993302964984063e-7j,2.027715252613614e-7+0.j,0.-1.043962550338719e-7j,-5.32245576051583e-8+0.j,0.+2.6876511974617718e-8j,1.3444620219510099e-8+0.j,0.-6.66372132584083e-9j,-3.2730497980095846e-9+0.j,0.+1.593411321849586e-9j,7.689746222753219e-10+0.j,0.-3.679355377746743e-10j,-1.7457075891805044e-10+0.j,0.+8.214354718986107e-11j,3.833872074425213e-11+0.j,0.-1.7750965966728442e-11j,-8.154224263960105e-12+0.j,0.+3.716839877876414e-12j,1.6813112251726539e-12+0.j,0.-7.548424286351959e-13j,-3.363935988117769e-13+0.j,0.+1.4882304046918493e-13j,6.536872661393655e-14+0.j,0.-2.850967632156793e-14j,-1.234754625952073e-14+0.j,0.+5.3110159753813874e-15j,2.2689471929306353e-15+0.j,0.-9.628555212614277e-16j,-4.059072841295024e-16+0.j,0.+1.7000415066338604e-16j,7.074506250718335e-17+0.j,0.-2.925315263585835e-17j,-1.202054687845739e-17+0.j,0.+4.9089087992169025e-18j,1.9924535753082134e-18+0.j,0.-8.038341727742712e-19j,-3.2236763021912645e-19+0.j,0.+1.2852098062809298e-19j,5.094064895764839e-20+0.j,0.-2.0074846795737475e-20j,-7.866220704051504e-21+0.j,0.+3.0650267701729517e-21j,1.1876382309427108e-21+0.j,0.-4.576597270908533e-22j,-1.7540264434839327e-22+0.j,0.+6.686366694644941e-23j,2.5353037867586583e-23+0.j,0.-9.562692388021871e-24j,-3.588102287978221e-24+0.j
-0.010648984766976961+0.j,0.+0.033518756151462874j,0.07349611832613492+0.j,0.-0.12919527581836404j,-0.19220137873054507+0.j,0.+0.24818139524561578j,0.2807609664241146+0.j,0.-0.2768098753765883j,-0.23109161255972077+0.j,0.+0.14850195546506484j,0.04312829728987283+0.j,0.+0.06541711276131842j,0.15703230236347987+0.j,0.-0.21588520064834132j,-0.23357947445739752+0.j,0.+0.2101063377719397j,0.1527129366584569+0.j,0.-0.0733635202513787j,0.014309938114659889+0.j,0.-0.09775590243543528j,-0.16741843237519952+0.j,0.+0.2176265436339671j,0.24655258240231911+0.j,0.-0.25551107948086155j,-0.24792650904442826+0.j,0.+0.22826205937116392j,0.20111319020814533+0.j,0.-0.17056868339596265j,-0.13985573207669896+0.j,0.+0.11122779494661923j,0.08602600373472755+0.j,0.-0.06484097299102616j,-0.047713110794632335+0.j,0.+0.03432752459142214j,0.024178053749164572+0.j,0.-0.016690149175507287j,-0.01130283419196081+0.j,0.+0.007515947686219701j,0.004911240159964162+0.j,0.-0.0031558651503108444j,-0.00199547522515723+0.j,0.+0.001242314707160969j,0.0007619214920903452+0.j,0.-0.00046057450166352604j,-0.0002745379685208946+0.j,0.+0.0001614378860730642j,0.00009368803376684635+0.j,0.-0.00005367873270555457j,-0.000030374811768700373+0.j,0.+0.00001698098063651259j,9.38179875241362e-6+0.j,0.-5.124039240446224e-6j,-2.767347549077777e-6+0.j,0.+1.478275983325265e-6j,7.812638618840907e-7+0.j,0.-4.085966977618726e-7j,-2.1151756558385826e-7+0.j,0.+1.0840454631096868e-7j,5.50159704822369e-8+0.j,0.-2.765394487820807e-8j,-1.3770051518914069e-8+0.j,0.+6.793661142538877e-9j,3.321532513695446e-9+0.j,0.-1.609581216564604e-9j,-7.732103505139414e-10+0.j,0.+3.6826525885191347e-10j,1.7392724259740484e-10+0.j,0.-8.146692379835607e-11j,-3.7849723217021205e-11+0.j,0.+1.7444981358500223e-11j,7.977401472250199e-12+0.j,0.-3.6198481801645057e-12j,-1.6300850444810798e-12+0.j,0.+7.285720263629971e-13j,3.232412249077738e-13+0.j,0.-1.4237088044790414e-13j,-6.225904502994426e-14+0.j,0.+2.703434640795204e-14j,1.1657498507142367e-14+0.j,0.-4.9924485509382116e-15j,-2.1236454019299574e-15+0.j,0.+8.973272357918273e-16j,3.76668492530759e-16+0.j,0.-1.5708886977432751e-16j,-6.509479549177985e-17+0.j,0.+2.680389568003147e-17j,1.096820340601616e-17+0.j,0.-4.460599329873638e-18j,-1.8030360966372413e-18+0.j,0.+7.244386673918811e-19j,2.8934535923587415e-19+0.j,0.-1.1488942115964202e-19j,-4.5354706620475795e-20+0.j,0.+1.780216991317946e-20j,6.94801177402913e-21+0.j,0.-2.696579753815429e-21j,-1.0407791020158116e-21+0.j,0.+3.995059525364217e-22j,1.5252237824733588e-22+0.j,0.-5.791821239968395e-23j
0.+0.022684727337886863j,0.0652542784682605+0.j,0.-0.12919527581836404j,-0.20171881243150036+0.j,0.+0.26025021488614286j,0.2805511543412408+0.j,0.-0.24710237016785552j,-0.16079769436458732+0.j,0.+0.040248361385517836j,-0.08391992305678009+0.j,0.+0.17925328430635964j,0.22193753258912197+0.j,0.-0.20367981880230357j,-0.13299512045442016+0.j,0.+0.031211363821444335j,-0.07472593271912947+0.j,0.+0.1599069766383968j,0.20724874046280334+0.j,0.-0.2101865698888718j,-0.1722294554928399+0.j,0.+0.1042341772951581j,0.020645839490911654+0.j,0.+0.06412313568018443j,0.13837724852044647+0.j,0.-0.1945553653637393j,-0.22945277195443917+0.j,0.+0.2435690799258597j,0.23998999694313095+0.j,0.-0.22317184028749001j,-0.1978889776006291+0.j,0.+0.1684784777310117j,0.13840908841618327+0.j,0.-0.11013009750893031j,-0.08512115512008243+0.j,0.+0.06405898765808006j,0.047030012209866516+0.j,0.-0.03373879936951589j,-0.023683593899847945+0.j,0.+0.016287410168176503j,0.010985027231508017+0.j,0.-0.007272780165748035j,-0.004730554491336599+0.j,0.+0.003025252236532921j,0.0019034611654801666+0.j,0.-0.0011790385689466496j,-0.0007193820536807995+0.j,0.+0.0004325787153694569j,0.0002564801738662979+0.j,0.-0.000150009765213442j,-0.00008658504072842446+0.j,0.+0.00004933922640033029j,0.000027766793724773215+0.j,0.-0.000015438005221696712j,-8.482582028035637e-6+0.j,0.+4.6075264810685006e-6j,2.4747693425700955e-6+0.j,0.-1.314759616691616e-6j,-6.91057681993449e-7+0.j,0.+3.5945502844929013e-7j,1.8507085203854672e-7+0.j,0.-9.433890125595546e-8j,-4.7620578579855255e-8+0.j,0.+2.3808785363074435e-8j,1.1792404962977375e-8+0.j,0.-5.7872256232919625e-9j,-2.8146106676311966e-9+0.j,0.+1.3568131154254367e-9j,6.484052508664567e-10+0.j,0.-3.0723173259578477e-10j,-1.443591705563525e-10+0.j,0.+6.727361035341078e-11j,3.1097691530720864e-11+0.j,0.-1.4261115016387865e-11j,-6.4889966619203205e-12+0.j,0.+2.929916551933209e-12j,1.312924199126511e-12+0.j,0.-5.839586461245203e-13j,-2.578292956287547e-13+0.j,0.+1.1301557194205501e-13j,4.918660032936681e-14+0.j,0.-2.1257052176980657e-14j,-9.123276814928326e-15+0.j,0.+3.8889541673361495e-15j,1.6466083068350246e-15+0.j,0.-6.925696437191356e-16j,-2.8939519538610965e-16+0.j,0.+1.2014670369694246e-16j,4.9563505384761676e-17+0.j,0.-2.0317848662844067e-17j,-8.277400589704998e-18+0.j,0.+3.3515434481929346e-18j,1.3488497286248542e-18+0.j,0.-5.396131015890021e-19j,-2.1460170223192424e-19+0.j,0.+8.484893206875088e-20j,3.3354326254904166e-20+0.j,0.-1.3037065586481635e-20j,-5.067083159052152e-21+0.j,0.+1.9584598162776235e-21j,7.527955667556712e-22+0.j
0.041849430566845806+0.j,0.-0.10904058628991094j,-0.19220137873054507+0.j,0.+0.26025021488614286j,0.27839819032807045+0.j,0.-0.22660016777898534j,-0.11225789721256361+0.j,0.-0.030241547290162984j,-0.15315095767566436+0.j,0.+0.2151904043707716j,0.19800251120994608+0.j,0.-0.11217873289399721j,0.008652756396839656+0.j,0.-0.12183583217499797j,-0.19123147521936334+0.j,0.+0.19829707341661743j,0.1455490757811739+0.j,0.-0.052681696922891964j,0.051882803589817596+0.j,0.-0.14035720782782116j,-0.19282259358456827+0.j,0.+0.20074247148525207j,0.16671497101423302+0.j,0.-0.1015204083487585j,-0.019967623896637643+0.j,0.-0.06308740982002792j,-0.13564891055749945+0.j,0.+0.19007065625423356j,0.2232400869506038+0.j,0.-0.23583735262348463j,-0.23112739420011633+0.j,0.+0.21368320687841555j,0.18830888196296156+0.j,0.-0.159290692816528j,-0.12999083691341573+0.j,0.+0.10272673597529032j,0.07884773939620382+0.j,0.-0.05892038428444823j,-0.04295026114448239+0.j,0.+0.03059193109530434j,0.021320674388160574+0.j,0.-0.014557195926183467j,-0.009747677088844043+0.j,0.+0.006407393453008263j,0.004137942583217235+0.j,0.-0.002627479097204666j,-0.0016415097113343792+0.j,0.+0.0010096432062327455j,0.000611731100618443+0.j,0.-0.0003652996310285769j,-0.00021510193825690827+0.j,0.+0.00012495130576332123j,0.000071634127154035+0.j,0.-0.00004054627851551502j,-0.000022666900529295786+0.j,0.+0.000012519640547614619j,6.834233034195191e-6+0.j,0.-3.6882258358761183e-6j,-1.9683363885194914e-6+0.j,0.+1.0390892569772023e-6j,5.427372380306031e-7+0.j,0.-2.805533879042503e-7j,-1.4355928055064355e-7+0.j,0.+7.273322336364557e-8j,3.649318132614703e-8+0.j,0.-1.8136578451951294e-8j,-8.92991513072811e-9+0.j,0.+4.356800538173732e-9j,2.1066534938724324e-9+0.j,0.-1.0097113146212764e-9j,-4.797894664527954e-10+0.j,0.+2.260588519797254e-10j,1.0562702053117057e-10+0.j,0.-4.895242434701688e-11j,-2.2505036535182643e-11+0.j,0.+1.0264790898276747e-11j,4.645600375548437e-12+0.j,0.-2.0864573397084443e-12j,-9.300489982881345e-13+0.j,0.+4.115113477367681e-13j,1.8075354903667514e-13+0.j,0.-7.882585409322227e-14j,-3.413293931869959e-14+0.j,0.+1.4677319452432003e-14j,6.2680350177698745e-15+0.j,0.-2.6587038178109442e-15j,-1.1202202600418556e-15+0.j,0.+4.688907584421187e-16j,1.9499050133953564e-16+0.j,0.-8.056871629411484e-17j,-3.3080135720419296e-17+0.j,0.+1.349744703677362e-17j,5.4733624423457605e-18+0.j,0.-2.2060168213646684e-18j,-8.83788624720963e-19+0.j,0.+3.5196953533536395e-19j,1.3935101046804583e-19+0.j,0.-5.485220334343411e-20j,-2.1467759634263925e-20+0.j,0.+8.35443588136869e-21j
0.-0.06905426960155965j,-0.1612083919203005+0.j,0.+0.24818139524561578j,0.2805511543412408+0.j,0.-0.22660016777898534j,-0.09550675570398416+0.j,0.-0.0629952493219514j,-0.18272584598518218+0.j,0.+0.21445612678898673j,0.14960452647645459+0.j,0.-0.02239177304050525j,0.10858301353362786+0.j,0.-0.1880641539187796j,-0.18708485979671136+0.j,0.+0.11167397251903642j,-0.004019622982287695+0.j,0.+0.11455919140984128j,0.18145102464945861+0.j,0.-0.1855664765776792j,-0.13046027576081753+0.j,0.+0.03745534632934966j,-0.06393065138251615+0.j,0.+0.14599046595462373j,0.19004853197144722+0.j,0.-0.18947219874472285j,-0.14874727461394122+0.j,0.+0.07996805517278867j,-0.0015906956718005677+0.j,0.+0.08142867158354916j,0.14848642515449176+0.j,0.-0.1963060135147492j,-0.222911446073978+0.j,0.+0.2298586595622578j,0.22093432209315578+0.j,0.-0.20088601109566728j,-0.17441766270909292+0.j,0.+0.14554088340303556j,0.11726659207409768+0.j,0.-0.09156157857567701j,-0.06947488460520246+0.j,0.+0.051346554751904916j,0.03703280451424335+0.j,0.-0.026106463884311377j,-0.018013186582863973+0.j,0.+0.012179527516660028j,0.008078317146681271+0.j,0.-0.005260941401846447j,-0.0033667968238148627+0.j,0.+0.0021188691416134517j,0.0013122532156596238+0.j,0.-0.0008002467394986063j,-0.0004808027564976957+0.j,0.+0.0002847549061065098j,0.0001663198365437822+0.j,0.-0.00009584681495636815j,-0.0000545193868405102+0.j,0.+0.00003062180424347634j,0.000016989215138135232+0.j,0.-9.313762089431673e-6j,-5.046892997067433e-6+0.j,0.+2.703959195958829e-6j,1.432768422688874e-6+0.j,0.-7.510483177822383e-7j,-3.895703673945731e-7+0.j,0.+2.000021790499969e-7j,1.0165150794030658e-7+0.j,0.-5.11585237535866e-8j,-2.549985371632212e-8+0.j,0.+1.2590971860013046e-8j,6.159781359725128e-9+0.j,0.-2.9863101195464456e-9j,-1.4349735023008316e-9+0.j,0.+6.835416072474647e-10j,3.2282560959246615e-10+0.j,0.-1.5118896944304005e-10j,-7.022406222251657e-11+0.j,0.+3.235398099377737e-11j,1.4787862636839243e-11+0.j,0.-6.706205139226067e-12j,-3.0178512870333353e-12+0.j,0.+1.3477903337681618e-12j,5.974512389494624e-13+0.j,0.-2.628988196760632e-13j,-1.1484964047009e-13+0.j,0.+4.981644437506738e-14j,2.145673703000004e-14+0.j,0.-9.177975211092323e-15j,-3.899109081594348e-15+0.j,0.+1.6453601549948051e-15j,6.897222288023743e-16+0.j,0.-2.8723974844281816e-16j,-1.1885302073614527e-16+0.j,0.+4.886619524583587e-17j,1.9965292248473236e-17+0.j,0.-8.106752563022084e-18j,-3.2715727841933714e-18+0.j,0.+1.3123150441579374e-18j,5.232678464735057e-19+0.j,0.-2.0741786300732696e-19j,-8.174013987525388e-20+0.j
-0.10401617897690381+0.j,0.+0.21463628916313354j,0.2807609664241146+0.j,0.-0.24710237016785552j,-0.11225789721256361+0.j,0.-0.0629952493219514j,-0.19039625588948453+0.j,0.+0.20719658842192096j,0.11204080084157836+0.j,0.+0.037305322343121436j,0.15940997213930663+0.j,0.-0.19387677695900415j,-0.12972073662848344+0.j,0.+0.004982260909578204j,-0.11756277130807813+0.j,0.+0.1826267967969982j,0.165996049694069+0.j,0.-0.08048712276380539j,0.034764328477069+0.j,0.-0.1337061568901948j,-0.18176794313027966+0.j,0.+0.16637102932187986j,0.09748699640668271+0.j,0.-0.0004360915733730026j,0.09469582446133998+0.j,0.-0.16270106222151573j,-0.1891865721438575+0.j,0.+0.17203392100544398j,0.1192193973853974+0.j,0.-0.0446448691930507j,0.036330752166901036+0.j,0.-0.11043886513775296j,-0.1685567245187042+0.j,0.+0.20627382558669954j,0.22333506203851375+0.j,0.-0.22246116150731443j,-0.20800660651620168+0.j,0.+0.18478017347841857j,0.1571956002953084+0.j,0.-0.12878738819776686j,-0.10204026405451407+0.j,0.+0.07844083710611428j,0.058655525610754815+0.j,0.-0.042755457067421856j,-0.03043396471424488+0.j,0.+0.02118667195800446j,0.014443311660248353+0.j,0.-0.00965297854558185j,-0.006331095074573083+0.j,0.+0.004078530994728479j,0.0025827401707506628+0.j,0.-0.001608868790189957j,-0.0009865197770321835+0.j,0.+0.0005957909711277714j,0.00035458582330619257+0.j,0.-0.00020806830190017156j,-0.00012043397283778597+0.j,0.+0.00006879195044366286j,0.000038792332689551584+0.j,0.-0.0000216041159468238j,-0.000011886713708621089+0.j,0.+6.4634573625952636e-6j,3.474404922990906e-6+0.j,0.-1.8468663634652603e-6j,-9.710689839821293e-7+0.j,0.+5.051704878403318e-7j,2.600800249274435e-7+0.j,0.-1.3254387103256726e-7j,-6.68795673414567e-8+0.j,0.+3.3419608165110536e-8j,1.654139140163575e-8+0.j,0.-8.111296030708695e-9j,-3.941277950139866e-9+0.j,0.+1.8979733728893263e-9j,9.059909223529178e-10+0.j,0.-4.2875549459556314e-10j,-2.0119459285339704e-10+0.j,0.+9.362884332135665e-11j,4.321686615158877e-11+0.j,0.-1.9788292376733206e-11j,-8.989463471858603e-12+0.j,0.+4.052159408613939e-12j,1.8126814511158977e-12+0.j,0.-8.048069889335102e-13j,-3.5468968832123873e-13+0.j,0.+1.5518208497912348e-13j,6.740914679831996e-14+0.j,0.-2.907547547414461e-14j,-1.2454051291343865e-14+0.j,0.+5.2980251513801105e-15j,2.2386145845480863e-15+0.j,0.-9.396102593026328e-16j,-3.917953257421673e-16+0.j,0.+1.62312760645423e-16j,6.681373333932216e-17+0.j,0.-2.732972002859823e-17j,-1.110955606601204e-17+0.j,0.+4.488332912700877e-18j,1.8023291000494677e-18+0.j,0.-7.194104861791003e-19j
0.+0.14505672269443654j,0.260008598354469+0.j,0.-0.2768098753765883j,-0.16079769436458732+0.j,0.-0.030241547290162984j,-0.18272584598518218+0.j,0.+0.20719658842192096j,0.09855165938267187+0.j,0.+0.0652549369655973j,0.17906680842209807+0.j,0.-0.17771825981284706j,-0.07054167372235436+0.j,0.-0.07294103652442818j,-0.16983150763197358+0.j,0.+0.17099422904485684j,0.08258960988406125+0.j,0.+0.04461444041894102j,0.14644209962759833+0.j,0.-0.17754744555715118j,-0.12918661346645252+0.j,0.+0.02748150845908179j,-0.082817057771047+0.j,0.+0.15899292028528275j,0.17610203205478173+0.j,0.-0.13286642094495957j,-0.04793798147253801+0.j,0.-0.04973345229969433j,-0.1316435589115375+0.j,0.+0.17780933072514546j,0.18039936357681366+0.j,0.-0.14308904574293455j,-0.0775584820157283+0.j,0.-0.0010658896834378718j,-0.07831613471889896+0.j,0.+0.1431513975281893j,0.18915711388267148+0.j,0.-0.21441696056097928j,-0.22053446388639902+0.j,0.+0.21130619970347483j,0.1914408695140619+0.j,0.-0.16555954949354978j,-0.13756270637812573+0.j,0.+0.11034142114446037j,0.08575145912005186+0.j,0.-0.06475163728649279j,-0.04761811532005641+0.j,0.+0.03416955150431368j,0.023963770405249024+0.j,0.-0.016448344266095413j,-0.011062750041355833+0.j,0.+0.007298548438700483j,0.0047276855410687164+0.j,0.-0.0030092769054349414j,-0.0018836646082954671+0.j,0.+0.0011602948354866634j,0.0007037616079926749+0.j,0.-0.00042055372019820863j,-0.00024773222516194927+0.j,0.+0.0001439188505207372j,0.00008249368885710809+0.j,0.-0.00004667364864214524j,-0.000026075867915423284+0.j,0.+0.000014390601206709504j,7.8476502310911e-6+0.j,0.-4.230185757531955e-6j,-2.254596881628788e-6+0.j,0.+1.1884784363491248e-6j,6.197881620704462e-7+0.j,0.-3.1984189095974906e-7j,-1.6337004909757132e-7+0.j,0.+8.261413021888636e-8j,4.136909672621758e-8+0.j,0.-2.0517675056051907e-8j,-1.0080850332428633e-8+0.j,0.+4.907562012360556e-9j,2.3676264813709018e-9+0.j,0.-1.1321792456976002e-9j,-5.367160064854082e-10+0.j,0.+2.522731983479522e-10j,1.1758773295013916e-10+0.j,0.-5.4360298706476296e-11j,-2.492830410020582e-11+0.j,0.+1.1341085349222729e-11j,5.119472956616613e-12+0.j,0.-2.2932974108103916e-12j,-1.019562453014409e-12+0.j,0.+4.499224185193522e-13j,1.9709794055572613e-13+0.j,0.-8.572270543178126e-14j,-3.7019121692991646e-14+0.j,0.+1.5875173065402264e-14j,6.761097508772633e-15+0.j,0.-2.8599946778991894e-15j,-1.2017225042690485e-15+0.j,0.+5.016196502842672e-16j,2.0802500424772327e-16+0.j,0.-8.571668251659885e-17j,-3.509628020196909e-17+0.j,0.+1.4280349311101037e-17j,5.7747567507130496e-18+0.j
0.1892251476348605+0.j,0.-0.2878935057555747j,-0.23109161255972077+0.j,0.+0.040248361385517836j,-0.15315095767566436+0.j,0.+0.21445612678898673j,0.11204080084157836+0.j,0.+0.0652549369655973j,0.183676118641479+0.j,0.-0.1643776759686166j,-0.03162904141015806+0.j,0.-0.11637217339777783j,-0.18154645786448012+0.j,0.+0.12856168236122875j,-0.001605583197433514+0.j,0.+0.12640611203124733j,0.17499846960803267+0.j,0.-0.12599619500381037j,-0.011945844431401962+0.j,0.-0.10509625236568854j,-0.16841259831066027+0.j,0.+0.15255921533383646j,0.0700682345348664+0.j,0.+0.039862147206580774j,0.1316946546228334+0.j,0.-0.17234221646733788j,-0.15129825177857634+0.j,0.+0.08036161408513633j,-0.01433192666892172+0.j,0.+0.10320958528294294j,0.16268353407456018+0.j,0.-0.18049674870064936j,-0.15650740722474213+0.j,0.+0.0999978382497652j,0.02528682083189756+0.j,0.+0.05266893174961749j,0.12155790001470163+0.j,0.-0.17343594930973616j,-0.20499674568017476+0.j,0.+0.21681861993995388j,0.21210390311748137+0.j,0.-0.1953520980441157j,-0.17125639823165667+0.j,0.+0.14395407892497203j,0.11663708814078706+0.j,0.-0.0914546028250842j,-0.06961036665645645+0.j,0.+0.05156100733650021j,0.03724229746425462+0.j,0.-0.02627632050361604j,-0.018135986445630057+0.j,0.+0.012260709616865173j,0.008127706637583292+0.j,0.-0.005288377514332427j,-0.0033803103715723637+0.j,0.+0.0021242682429634227j,0.0013133697746443335+0.j,0.-0.0007994068578630676j,-0.0004792986263161033+0.j,0.+0.00028322746943058185j,0.00016503292999174934+0.j,0.-0.00009486609727746809j,-0.00005381973842388172+0.j,0.+0.000030146337632394535j,0.000016678268743539065+0.j,0.-9.1167839168745e-6j,-4.925477431606459e-6+0.j,0.+2.630900233873911e-6j,1.3897467025803626e-6+0.j,0.-7.262081579348792e-7j,-3.754857566695766e-7+0.j,0.+1.921496424503739e-7j,9.734217361260479e-8+0.j,0.-4.88286271040791e-8j,-2.425784026848923e-8+0.j,0.+1.1937731757030708e-8j,5.820597606147808e-9+0.j,0.-2.812352690908685e-9j,-1.346807148683368e-9+0.j,0.+6.393641275508712e-10j,3.009325561914056e-10+0.j,0.-1.4045467009875033e-10j,-6.501517357595717e-11+0.j,0.+2.9851610898773874e-11j,1.3597403197278578e-11+0.j,0.-6.145225246766422e-12j,-2.7559394370678237e-12+0.j,0.+1.226608644765918e-12j,5.418754426332793e-13+0.j,0.-2.376297841772447e-13j,-1.0345689302583528e-13+0.j,0.+4.4722159488161366e-14j,1.9197160679313243e-14+0.j,0.-8.183645920798373e-15j,-3.4649390320694855e-15+0.j,0.+1.4572207424870442e-15j,6.088031368986496e-16+0.j,0.-2.5269103739124954e-16j,-1.0420839765002228e-16+0.j,0.+4.2702465046424886e-17j
