0.011243225549054943+0.j,0.-0.033684634338350276j,-0.07136047851680347+0.j,0.+0.12343492014204469j,0.18490512937889672+0.j,0.-0.2477449843824776j,-0.3030192088041023+0.j,0.+0.3431326577006501j,0.3634611318963209+0.j,0.-0.36297576914836965j,-0.3438892091438241+0.j,0.+0.31064410743595544j,0.26866643407474367+0.j,0.-0.2232454669096869j,-0.17875555444706415+0.j,0.+0.1382785542197149j,0.10357042370546321+0.j,0.-0.07525791920858481j,-0.05314432166072505+0.j,0.+0.03652758682585211j,0.024470728470589186+0.j,0.-0.015998459450657167j,-0.010218984458292736+0.j,0.+0.006383880293634268j,0.0039040918638552657+0.j,0.-0.0023393270246783787j,-0.0013745013734762829+0.j,0.+0.0007925090133760076j,0.00044871037233027697+0.j,0.-0.00024963646493122657j,-0.00013654893296455894+0.j,0.+0.00007347648599315963j,0.00003891475522294365+0.j,0.-0.000020295429538025524j,-0.000010427968315438073+0.j,0.+5.280883599376803e-6j,2.6369157773018695e-6+0.j,0.-1.298782148941634e-6j,-6.312267960458534e-7+0.j,0.+3.028266117543325e-7j,1.434514544431383e-7+0.j,0.-6.712030815291807e-8j,-3.102917370676896e-8+0.j,0.+1.4176757057169743e-8j,6.403117523409996e-9+0.j,0.-2.859737235999447e-9j,-1.2632465725874476e-9+0.j,0.+5.520521604142324e-10j,2.38726378211327e-10+0.j,0.-1.0217467934525138e-10j,-4.329115725075296e-11+0.j,0.+1.8161638273953185e-11j,7.545608423837362e-12+0.j,0.-3.105254810864203e-12j,-1.266022072748965e-12+0.j,0.+5.114472490394162e-13j,2.0476123846548773e-13+0.j,0.-8.12552131667578e-14j,-3.196525338391797e-14+0.j,0.+1.2467892805844268e-14j,4.82234579141166e-15+0.j,0.-1.8498407632677435e-15j,-7.038488652792795e-16+0.j,0.+2.6567461153813124e-16j,9.949493701339756e-17+0.j,0.-3.697304482152709e-17j,-1.3634969275906564e-17+0.j,0.+4.99065647111417e-18j,1.8131934198174896e-18+0.j,0.-6.539740311136659e-19j,-2.341813996091361e-19+0.j,0.+8.326531648121438e-20j,2.939942273712853e-20+0.j,0.-1.030904148191093e-20j,-3.590404185065805e-21+0.j,0.+1.242091597681489e-21j,4.268622428715814e-22+0.j,0.-1.4574151963250002e-22j,-4.9439822900207046e-23+0.j,0.+1.6664959974189148e-23j,5.582133203130056e-24+0.j,0.-1.8582262907760126e-24j,-6.147982014067562e-25+0.j,0.+2.0217826079786478e-25j,6.608999627997378e-26+0.j,0.-2.147668160673302e-26j,-6.938392553596175e-27+0.j,0.+2.228641201371888e-27j,7.117700885567102e-28+0.j,0.-2.2604017981068512e-28j,-7.138472709643499e-29+0.j,0.+2.2419479290864147e-29j,7.002812883345959e-30+0.j,0.-2.1755644919910596e-30j,-6.722780773003006e-31+0.j,0.+2.0664650327428344e-31j,6.318781798992531e-32+0.j,0.-1.9221549994619676e-32j,-5.8172306258306575e-33+0.j,0.+1.7516188038286958e-33j
0.-0.033684634338350276j,-0.08967573098684244+0.j,0.+0.16615828638935498j,0.2462102843142625+0.j,0.-0.30710478587975415j,-0.32878200515231665+0.j,0.+0.3009948809097147j,0.2263098552752969+0.j,0.-0.11840159101834133j,0.002910232040474319+0.j,0.-0.11754021826040752j,-0.20986364797049845+0.j,0.+0.2711797763441447j,0.29984856332882637+0.j,0.-0.2997575126958319j,-0.2780355905936995+0.j,0.+0.24281786681766368j,0.2015595352604537+0.j,0.-0.16007225043698237j,-0.12221430290376585+0.j,0.+0.09004218295794326j,0.06420767977461883+0.j,0.-0.04442341198699266j,-0.029882461850529448+0.j,0.+0.01957786347343378j,0.01251184999446069+0.j,0.-0.007810276517639395j,-0.004767766530040135+0.j,0.+0.002849230016815058j,0.0016684699977897461+0.j,0.-0.0009582154699681057j,-0.0005401371842916701+0.j,0.+0.00029905740560858495j,0.0001627432676446035+0.j,0.-0.00008709954462227416j,-0.000045871197865954966+0.j,0.+0.000023785118205658457j,0.000012148589185129714+0.j,0.-6.115079281474384e-6j,-3.034743418433379e-6+0.j,0.+1.4854639865524995e-6j,7.174454559604314e-7+0.j,0.-3.4202609985993954e-7j,-1.6099842241462474e-7+0.j,0.+7.485426723286311e-8j,3.4385663045454484e-8+0.j,0.-1.561100266637357e-8j,-7.0064373121242985e-9+0.j,0.+3.1095068056457366e-9j,1.3649699389050712e-9+0.j,0.-5.927840464273698e-10j,-2.5474854494160814e-10+0.j,0.+1.0835883982902527e-10j,4.562953426301011e-11+0.j,0.-1.90258751092643e-11j,-7.856778179691799e-12+0.j,0.+3.213857348215465e-12j,1.3024733321320723e-12+0.j,0.-5.230535653361365e-13j,-2.0817604022984497e-13+0.j,0.+8.212816417687661e-14j,3.212161314715966e-14+0.j,0.-1.2456933880257536e-14j,-4.790667678204736e-15+0.j,0.+1.8273106752144988e-15j,6.913828128092622e-16+0.j,0.-2.595201522871109e-16j,-9.66550575777701e-17+0.j,0.+3.572169125057438e-17j,1.3102213569034313e-17+0.j,0.-4.7699332746600006e-18j,-1.7237851730339296e-18+0.j,0.+6.184491500260458e-19j,2.203029533361099e-19+0.j,0.-7.792489924464036e-20j,-2.7372513582228776e-20+0.j,0.+9.549426861289514e-21j,3.3090602863922265e-21+0.j,0.-1.1390328454821122e-21j,-3.8950264068805805e-22+0.j,0.+1.3233189676141282e-22j,4.467196433219959e-23+0.j,0.-1.4985023120642883e-23j,-4.9953533572292825e-24+0.j,0.+1.6549891470930416e-24j,5.449756533715035e-25+0.j,0.-1.7837917051154505e-25j,-5.804002208504453e-26+0.j,0.+1.8774048836392644e-26j,6.037610602483421e-27+0.j,0.-1.9305372310382216e-27j,-6.137982740417558e-28+0.j,0.+1.940597068699864e-28j,6.101470400374954e-29+0.j,0.-1.9078739363182373e-29j,-5.9334445138288374e-30+0.j,0.+1.835403647982339e-30j,5.647401890630324e-31+0.j,0.-1.7285524980147113e-31j,-5.263287479134779e-32+0.j
-0.07136047851680347+0.j,0.+0.16615828638935498j,0.2623285302788643+0.j,0.-0.31809191323391606j,-0.3024037425662959+0.j,0.+0.21094528315640496j,0.0681867706822566+0.j,0.+0.08367524862511423j,0.2017874139209047+0.j,0.-0.2573329940862542j,-0.24250001249215578+0.j,0.+0.1689372796307625j,0.06043212726996718+0.j,0.+0.05615003693980045j,0.158292170485154+0.j,0.-0.23190481992708575j,-0.2719967779870022+0.j,0.+0.280928284010809j,0.26556753591768867+0.j,0.-0.2344663317444868j,-0.195722316134901+0.j,0.+0.1557468495323813j,0.11884233718978+0.j,0.-0.08734149610269662j,-0.062040424310658884+0.j,0.+0.04271200165870917j,0.02856614313089971+0.j,0.-0.018596334285862482j,-0.011803290534047793+0.j,0.+0.0073149117471597415j,0.004431988970469845+0.j,0.-0.0026282241768335697j,-0.001526999346252679+0.j,0.+0.0008700073376100724j,0.000486488381348314+0.j,0.-0.0002671859749303951j,-0.00014422653360746695+0.j,0.+0.00007656702670518022j,0.00003999975323138939+0.j,0.-0.000020574392792885562j,-0.000010424848192317872+0.j,0.+5.205824986324523e-6j,2.5631700741585234e-6+0.j,0.-1.244836629133006e-6j,-5.965717045037218e-7+0.j,0.+2.822193664522093e-7j,1.3183613197095126e-7+0.j,0.-6.083409295496198e-8j,-2.7736941200476373e-8+0.j,0.+1.2499601615418383e-8j,5.569044071543691e-9+0.j,0.-2.4537310809602275e-9j,-1.0694109484625666e-9+0.j,0.+4.611456683840089e-10j,1.9679193543563042e-10+0.j,0.-8.312804402666654e-11j,-3.476564555539091e-11+0.j,0.+1.4398029658823944e-11j,5.9059510835868845e-12+0.j,0.-2.3998896829815687e-12j,-9.66239638237812e-13+0.j,0.+3.855183739254116e-13j,1.5245571360433735e-13+0.j,0.-5.976539816560791e-14j,-2.3228973895508934e-14+0.j,0.+8.952587747366675e-15j,3.4219016689836588e-15+0.j,0.-1.2973189416800877e-15j,-4.879150329027836e-16+0.j,0.+1.8206055213008399e-16j,6.740869654659001e-17+0.j,0.-2.4768340069103023e-17j,-9.032534212744521e-18+0.j,0.+3.2696656918843962e-18j,1.1749676208787487e-18+0.j,0.-4.1920227424541147e-19j,-1.4850516409479733e-19+0.j,0.+5.224243240411765e-20j,1.8252047961392837e-20+0.j,0.-6.333553933889001e-21j,-2.1830875225162433e-21+0.j,0.+7.475180337743896e-22j,2.542945526117995e-22+0.j,0.-8.595166475254568e-23j,-2.886751589942533e-23+0.j,0.+9.63468509086936e-24j,3.1957502920801857e-24+0.j,0.-1.0535343673003152e-24j,-3.4522136341216637e-25+0.j,0.+1.1244792344820367e-25j,3.6411704095151345e-26+0.j,0.-1.1721861567408708e-26j,-3.7518693644056514e-27+0.j,0.+1.1940518802985168e-27j,3.7787766435950063e-28+0.j,0.-1.1892120841622569e-28j,-3.7219829667458235e-29+0.j,0.+1.1585712266964857e-29j,3.586989628555222e-30+0.j,0.-1.1046423917195452e-30j
0.+0.12343492014204469j,0.2462102843142625+0.j,0.-0.31809191323391606j,-0.28788708940217683+0.j,0.+0.15577829373399288j,-0.02552151397931965+0.j,0.+0.18037644275850206j,0.24889325670081663+0.j,0.-0.21239821715696924j,-0.09561256472927705+0.j,0.-0.050362170448619015j,-0.17213496561361477+0.j,0.+0.23334282182613464j,0.2229243483600408+0.j,0.-0.15250601423897517j,-0.0471824893512596+0.j,0.-0.06507812095103353j,-0.161549557076441+0.j,0.+0.2287687335533143j,0.2627650224007672+0.j,0.-0.2668411685751091j,-0.24843135504830113+0.j,0.+0.2161983744180238j,0.17798164032148997+0.j,0.-0.13972538700429232j,-0.10521471278841193+0.j,0.+0.07632878947247074j,0.05353164624858502+0.j,0.-0.03639614137423419j,-0.024045041965412864+0.j,0.+0.015465602964840409j,0.009700712452290584+0.j,0.-0.005942435662656612j,-0.003559599271611279+0.j,0.+0.0020873837710969536j,0.0011995124721677721+0.j,0.-0.0006760852742400162j,-0.00037406605644907485+0.j,0.+0.0002033149583680004j,0.00010863285548349435+0.j,0.-0.000057094805844741826j,-0.00002953434067048664+0.j,0.+0.000015044801240563039j,7.5507642588834735e-6+0.j,0.-3.7354486808566877e-6j,-1.8223467583519063e-6+0.j,0.+8.770670160102298e-7j,4.165954107929121e-7+0.j,0.-1.9535873499305718e-7j,-9.0476479351071e-8+0.j,0.+4.139642363321588e-8j,1.8717445434892822e-8+0.j,0.-8.365896539507293e-9j,-3.697258543390634e-9+0.j,0.+1.6160769175733104e-9j,6.98823003241433e-10+0.j,0.-2.9901874600260076e-10j,-1.2663511892608812e-10+0.j,0.+5.3091937986699616e-11j,2.2040009571756656e-11+0.j,0.-9.06129167221076e-12j,-3.6901701295735675e-12+0.j,0.+1.488881459929439e-12j,5.952613768474301e-13+0.j,0.-2.358645145660047e-13j,-9.263935933511594e-14+0.j,0.+3.607236585164915e-14j,1.3927254711700517e-14+0.j,0.-5.332508484381381e-15j,-2.025041268866299e-15+0.j,0.+7.628366438555156e-16j,2.850897773963119e-16+0.j,0.-1.0571567364954055e-16j,-3.8900768742093757e-17+0.j,0.+1.4206587907065368e-17j,5.149728067012721e-18+0.j,0.-1.853063508168444e-18j,-6.619953157754182e-19+0.j,0.+2.3481392420609357e-19j,8.270684767522874e-20+0.j,0.-2.8930162776717004e-20j,-1.0050645288210298e-20+0.j,0.+3.4682578348533416e-21j,1.1888929384214824e-21+0.j,0.-4.048802247472329e-22j,-1.369936078745582e-22+0.j,0.+4.605750902991718e-23j,1.538730374191494e-23+0.j,0.-5.108826650736706e-24j,-1.6858157575779935e-24+0.j,0.+5.529199396924257e-25j,1.8026428151446507e-25+0.j,0.-5.842297958976491e-26j,-1.8824127817994764e-26+0.j,0.+6.030217648533075e-27j,1.920733884467875e-27+0.j,0.-6.083393953207339e-28j,-1.9160066547741748e-28+0.j,0.+6.001330947432771e-29j,1.869494488644524e-29+0.j
0.18490512937889672+0.j,0.-0.30710478587975415j,-0.3024037425662959+0.j,0.+0.15577829373399288j,-0.05453168621350991+0.j,0.+0.2123965762704546j,0.23894601114648178+0.j,0.-0.1342257253478423j,0.0338163454961184+0.j,0.-0.17536999888847662j,-0.22661911462169193+0.j,0.+0.17434143567488494j,0.05140032065833317+0.j,0.+0.08672476866213533j,0.18859972876121783+0.j,0.-0.22464740325716634j,-0.19185180301721774+0.j,0.+0.10783875456317234j,-3.5051733868384035e-6+0.j,0.+0.1049687029937882j,0.1878332053030752+0.j,0.-0.2392605237081373j,-0.25875867391553364+0.j,0.+0.25180954181751153j,0.22665600391478238+0.j,0.-0.19170215250913392j,-0.15390564577905763+0.j,0.+0.11811777132007338j,0.0871101158072674+0.j,0.-0.061980211175181946j,-0.04268263389783171+0.j,0.+0.028522779207319535j,0.018536007948667752+0.j,0.-0.011736078246752067j,-0.007251031612655721+0.j,0.+0.004377698482983019j,0.002585763762494733+0.j,0.-0.0014958832887473357j,-0.0008483838381211625+0.j,0.+0.00047211907181790705j,0.0002579994091290012+0.j,0.-0.0001385502164042214j,-0.0000731651359708119+0.j,0.+0.00003801665806902838j,0.000019447361333044664+0.j,0.-9.799205946125588e-6j,-4.8660348465799415e-6+0.j,0.+2.3823756220797436e-6j,1.1504820533608583e-6+0.j,0.-5.482220856722437e-7j,-2.5787094560666893e-7+0.j,0.+1.19776122798872e-7j,5.4954622067176115e-8+0.j,0.-2.4913841178931613e-8j,-1.1163717083332876e-8+0.j,0.+4.945738893698177e-9j,2.166827093564426e-9+0.j,0.-9.390719954013018e-10j,-4.026806072569409e-10+0.j,0.+1.7088759054646496e-10j,7.178680306525126e-11+0.j,0.-2.9857611709057946e-11j,-1.2297874496955957e-11+0.j,0.+5.017115406756793e-12j,2.0277211925886003e-12+0.j,0.-8.120267807106368e-13j,-3.222665638047679e-13+0.j,0.+1.267695353355925e-13j,4.943546100092514e-14+0.j,0.-1.9114065542512838e-14j,-7.328628470785446e-15+0.j,0.+2.786824300214552e-15j,1.0511717362380712e-15+0.j,0.-3.933443242955654e-16j,-1.460371080939813e-16+0.j,0.+5.380205339382854e-17j,1.9671260815247815e-17+0.j,0.-7.138616206158351e-18j,-2.5715416280941864e-18+0.j,0.+9.196413025835158e-19j,3.265389726692937e-19+0.j,0.-1.1512989687578623e-19j,-4.0310792454278235e-20+0.j,0.+1.4017708367768332e-20j,4.841682556545655e-21+0.j,0.-1.6611896142159426e-21j,-5.6621922150926235e-22+0.j,0.+1.9174778897056616e-22j,6.451984541835576e-23+0.j,0.-2.157294031358141e-23j,-7.16825390100507e-24+0.j,0.+2.3672246912829887e-24j,7.769996807171274e-25+0.j,0.-2.535069204213078e-25j,-8.222009783207553e-26+0.j,0.+2.651039220694343e-26j,8.498345360748536e-27+0.j,0.-2.7087068943811797e-27j,-8.584751565169257e-28+0.j,0.+2.705574751946157e-28j
0.-0.2477449843824776j,-0.32878200515231665+0.j,0.+0.21094528315640496j,-0.02552151397931965+0.j,0.+0.2123965762704546j,0.23004769050669596+0.j,0.-0.08748282311910535j,0.10288250627383128+0.j,0.-0.21509240756707124j,-0.1895999593279112+0.j,0.+0.05562480208361279j,-0.10253923887443911+0.j,0.+0.20121991372628437j,0.19907863612873736+0.j,0.-0.10757689580341911j,0.025670675401050468+0.j,0.-0.1448090124208265j,-0.20926957948154276+0.j,0.+0.20461434707695933j,0.1406353968863737+0.j,0.-0.041730758495653886j,0.06437050695597987+0.j,0.-0.1551795137323717j,-0.21758872153016826+0.j,0.+0.24800220596013756j,0.24996626207052514+0.j,0.-0.2309378144910608j,-0.1993844037651382+0.j,0.+0.1628032470892865j,0.12674480506744365+0.j,0.-0.0946315998687598j,-0.068062679234722+0.j,0.+0.047322103103836013j,0.03189529192194703+0.j,0.-0.0208886591156724j,-0.013318970710772256+0.j,0.+0.008282064236970733j,0.005029779926714411+0.j,0.-0.002987159253386102j,-0.0017368387657870116+0.j,0.+0.0009896740943013862j,0.0005531614822241127+0.j,0.-0.0003035264300314323j,-0.0001636257090758531+0.j,0.+0.00008671910185475023j,0.00004521262603202215+0.j,0.-0.000023202710498928662j,-0.00001172695633077507+0.j,0.+5.840048461095687e-6j,2.8670436022708225e-6+0.j,0.-1.3881222815378394e-6j,-6.630918166470221e-7+0.j,0.+3.1263548479825767e-7j,1.4553849725208695e-7+0.j,0.-6.691753976317087e-8j,-3.039931667250544e-8+0.j,0.+1.3648386650289569e-8j,6.05783546896821e-9+0.j,0.-2.6588326890574502e-9j,-1.1542897147124816e-9+0.j,0.+4.957884898159065e-10j,2.1073582724356407e-10+0.j,0.-8.86622033030834e-11j,-3.6930946091454464e-11+0.j,0.+1.5232937201069074e-11j,6.2230593229487076e-12+0.j,0.-2.5184512157084635e-12j,-1.0098372628874482e-12+0.j,0.+4.012668852837938e-13j,1.5803462202845624e-13+0.j,0.-6.169902774448139e-14j,-2.3882463889438376e-14+0.j,0.+9.166843093081288e-15j,3.4894994975581466e-15+0.j,0.-1.317558130990122e-15j,-4.935126509179414e-16+0.j,0.+1.8340249739989247e-16j,6.763093275563478e-17+0.j,0.-2.4749796948489966e-17j,-8.989495167218133e-18+0.j,0.+3.241052238379274e-18j,1.1600373154144695e-18+0.j,0.-4.122301652064479e-19j,-1.4545704008751654e-19+0.j,0.+5.096838263696012e-20j,1.7737025058233727e-20+0.j,0.-6.130783847629801e-21j,-2.1049745184245597e-21+0.j,0.+7.17980249336141e-22j,2.4330503982385717e-22+0.j,0.-8.192185526568372e-23j,-2.740909224305767e-23+0.j,0.+9.113200292937733e-24j,3.01136122039253e-24+0.j,0.-9.890172840865781e-25j,-3.228691705465704e-25+0.j,0.+1.0477621757070413e-25j,3.380206980956189e-26+0.j,0.-1.0841729392953081e-26j,-3.4574670852315376e-27+0.j
-0.3030192088041023+0.j,0.+0.3009948809097147j,0.0681867706822566+0.j,0.+0.18037644275850206j,0.23894601114648178+0.j,0.-0.08748282311910535j,0.12304663088251772+0.j,0.-0.22032880490141007j,-0.14428305115306753+0.j,0.-0.03153183850627669j,-0.17673727900563285+0.j,0.+0.20073304069589598j,0.10110157720969093+0.j,0.+0.05269275042864829j,0.1725193318041329+0.j,0.-0.2014920504847752j,-0.13519722082939384+0.j,0.+0.012209691671724652j,-0.11219982144283838+0.j,0.+0.19210142920233442j,0.20572264962731918+0.j,0.-0.1568032698296985j,-0.06654137882182444+0.j,0.-0.03768961985456877j,-0.13184362413751088+0.j,0.+0.20049630874132077j,0.23788406673800294+0.j,0.-0.24602415388599322j,-0.23159336500300545+0.j,0.+0.2028976298492392j,0.1676652045605918+0.j,0.-0.13185239230960458j,-0.09930391756360174+0.j,0.+0.07196873906616402j,0.05037686704820282+0.j,0.-0.03416034711226711j,-0.022494811868391862+0.j,0.+0.01441469208334938j,0.009004379460760851+0.j,0.-0.005491447913782798j,-0.003274018763816895+0.j,0.+0.0019104949543872626j,0.0010922816998428966+0.j,0.-0.0006124272598217j,-0.0003370335698405247+0.j,0.+0.00018219005526113276j,0.00009680864042461078+0.j,0.-0.00005059661121859384j,-0.00002602582345254264+0.j,0.+0.00001318262074345097j,6.578616625103438e-6+0.j,0.-3.2360033177285323e-6j,-1.5697020652383175e-6+0.j,0.+7.511720556132564e-7j,3.5476802265533427e-7+0.j,0.-1.6542122425932705e-7j,-7.617797705042978e-8+0.j,0.+3.465775764096735e-8j,1.558253274333881e-8+0.j,0.-6.925783867520329e-9j,-3.0437810366981838e-9+0.j,0.+1.323079087774471e-9j,5.689773363580809e-10+0.j,0.-2.421277889129083e-10j,-1.0198441681542814e-10+0.j,0.+4.252625224097101e-11j,1.7559211572659554e-11+0.j,0.-7.1806569043438235e-12j,-2.9088255253649834e-12+0.j,0.+1.1674685885514656e-12j,4.643263388650313e-13+0.j,0.-1.8303139891628804e-13j,-7.151923016209888e-14+0.j,0.+2.7706596023376827e-14j,1.0643201812574923e-14+0.j,0.-4.054651503507219e-15j,-1.5321030865495339e-15+0.j,0.+5.74294515970288e-16j,2.1357508760077258e-16+0.j,0.-7.881173440670597e-17j,-2.886083390182192e-17+0.j,0.+1.0489533824450489e-17j,3.7842761590725205e-18+0.j,0.-1.355305591724416e-18j,-4.819105027346143e-19+0.j,0.+1.7014370167717789e-19j,5.965267399246417e-20+0.j,0.-2.0770715340414066e-20j,-7.183270298457829e-21+0.j,0.+2.467645249747233e-21j,8.421169794832039e-22+0.j,0.-2.855154722771785e-22j,-9.618153580080275e-23+0.j,0.+3.2195481342938314e-23j,1.0709634797437132e-23+0.j,0.-3.540506366757047e-24j,-1.1633239099761814e-24+0.j,0.+3.7993842518555723e-25j,1.2334881804822905e-25+0.j,0.-3.9810452633471574e-26j
0.+0.3431326577006501j,0.2263098552752969+0.j,0.+0.08367524862511423j,0.24889325670081663+0.j,0.-0.1342257253478423j,0.10288250627383128+0.j,0.-0.22032880490141007j,-0.12644913109310146+0.j,0.-0.07215827004617113j,-0.1993076011213061+0.j,0.+0.1624458680517103j,0.005754021463427459+0.j,0.+0.1483359179089725j,0.197446401510524+0.j,0.-0.12083850544908484j,0.024377030185623035+0.j,0.-0.15153282217279118j,-0.19686365030441272+0.j,0.+0.14663181133186678j,0.03268145894758031+0.j,0.+0.09175462531562241j,0.17876131580222762+0.j,0.-0.20263241128586493j,-0.16329543474873645+0.j,0.+0.07950936607442248j,-0.02212317429702808+0.j,0.+0.1170311789841986j,0.1886023910598439+0.j,0.-0.22979679192603158j,-0.24162830028837146+0.j,0.+0.23017740440954726j,0.20353061724961585+0.j,0.-0.16946257944544266j,-0.13411679171871155+0.j,0.+0.10156565797151029j,0.07396363172589415+0.j,0.-0.0519957278695992j,-0.03539420725996522+0.j,0.+0.0233888439135014j,0.015035422071981242+0.j,0.-0.009419640466585721j,-0.005760223097002411+0.j,0.+0.0034428606865069484j,0.002013697124845391+0.j,0.-0.0011537865849271319j,-0.0006482278325058093+0.j,0.+0.00035741642888981667j,0.0001935554048771531+0.j,0.-0.00010302192717222469j,-0.000053930130622098025+0.j,0.+0.000027782547101050372j,0.000014092660057516448+0.j,0.-7.042360332199317e-6j,-3.4686165130111654e-6+0.j,0.+1.684618622849038e-6j,8.071163367669679e-7+0.j,0.-3.8161951886941595e-7j,-1.7813340370668105e-7+0.j,0.+8.211673022252771e-8j,3.739659846179195e-8+0.j,0.-1.6829904524421786e-8j,-7.487004917361149e-9+0.j,0.+3.2933112539022304e-9j,1.4327515304149558e-9+0.j,0.-6.166405819288484e-10j,-2.6261586362219995e-10+0.j,0.+1.1069733414127091e-10j,4.6192979986150747e-11+0.j,0.-1.9086597529944548e-11j,-7.810556778844597e-12+0.j,0.+3.166066335432894e-12j,1.271518724973817e-12+0.j,0.-5.060194971699669e-13j,-1.9958481264321422e-13+0.j,0.+7.803234689682504e-14j,3.02466525345458e-14+0.j,0.-1.1625227508029931e-14j,-4.431091897655798e-15+0.j,0.+1.675199845634159e-15j,6.28244016955509e-16+0.j,0.-2.337508818155037e-16j,-8.629719867375269e-17+0.j,0.+3.161638825938902e-17j,1.1496133169784286e-17+0.j,0.-4.149210846300183e-18j,-1.4866271852741958e-18+0.j,0.+5.288209552729017e-19j,1.8678027857462207e-19+0.j,0.-6.551089928810153e-20j,-2.281914640829612e-20+0.j,0.+7.894604825539924e-21j,2.7129841594182856e-21+0.j,0.-9.261675150348578e-22j,-3.1412010421720656e-22+0.j,0.+1.0585302250452951e-22j,3.544447744120129e-23+0.j,0.-1.1794163999903472e-23j,-3.90026021992612e-24+0.j,0.+1.2819217757724914e-24j,4.187972499279739e-25+0.j
0.3634611318963209+0.j,0.-0.11840159101834133j,0.2017874139209047+0.j,0.-0.21239821715696924j,0.0338163454961184+0.j,0.-0.21509240756707124j,-0.14428305115306753+0.j,0.-0.07215827004617113j,-0.202882329502161+0.j,0.+0.13457993282767952j,-0.05076289765378295+0.j,0.+0.18438975348681438j,0.16417110602963492+0.j,0.-0.020051936831060352j,0.13319960307329268+0.j,0.-0.19128615561747142j,-0.126035871996381+0.j,0.-0.012368552905558971j,-0.13997664198906193+0.j,0.+0.19135716579388606j,0.14886443951973977+0.j,0.-0.04069232745541479j,0.0818049853708526+0.j,0.-0.17061029680239193j,-0.19861618850757012+0.j,0.+0.16398786446971714j,0.0840814282456035+0.j,0.+0.01522409557530088j,0.10943194332103504+0.j,0.-0.1815767838363903j,-0.22409720857541698+0.j,0.+0.23751613420646725j,0.2275590520137463+0.j,0.-0.20211774905084648j,-0.16890605818510654+0.j,0.+0.13409429870235687j,0.10182440555672123+0.j,0.-0.07432994717306561j,-0.052365398981117216+0.j,0.+0.035714991851756535j,0.023642530290130703+0.j,0.-0.015223137609996051j,-0.00955150042826387+0.j,0.+0.0058489479893873144j,0.0035003971064147084+0.j,0.-0.0020498138597940876j,-0.0011758046090885592+0.j,0.+0.0006612978536572435j,0.000364986643792791+0.j,0.-0.00019784110641816977j,-0.0001053968364663785+0.j,0.+0.00005521993046336671j,0.00002846979796799029+0.j,0.-0.000014452273873399804j,-7.227308258141694e-6+0.j,0.+3.562174337633887e-6j,1.7312010061487092e-6+0.j,0.-8.299586672537646e-7j,-3.926572329420889e-7+0.j,0.+1.833918896139653e-7j,8.458783114492518e-8+0.j,0.-3.854252948218081e-8j,-1.7354520134589613e-8+0.j,0.+7.72419864441724e-9j,3.399260593417554e-9+0.j,0.-1.4795218751529724e-9j,-6.370511781045063e-10+0.j,0.+2.7142394486856635e-10j,1.1445716245720834e-10+0.j,0.-4.778090459832715e-11j,-1.9750302467892135e-11+0.j,0.+8.08516036471412e-12j,3.278558172179749e-12+0.j,0.-1.3171552414506565e-12j,-5.243582322304915e-13+0.j,0.+2.0688571322946267e-13j,8.091249433489136e-14+0.j,0.-3.1372713346776476e-14j,-1.2061635006309572e-14+0.j,0.+4.598770322037004e-15j,1.739082853333854e-15+0.j,0.-6.523809808279998e-16j,-2.427963797525e-16+0.j,0.+8.965995942482261e-17j,3.285670329100881e-17+0.j,0.-1.1950072071712643e-17j,-4.314082882682559e-18+0.j,0.+1.5460610249453116e-18j,5.5008808996104315e-19+0.j,0.-1.9433506391122158e-19j,-6.817543281342922e-20+0.j,0.+2.3752298882357632e-20j,8.219139728560754e-21+0.j,0.-2.825080447770017e-21j,-9.646253135544872e-22+0.j,0.+3.272264635783895e-22j,1.1029037674572562e-22+0.j,0.-3.6937097537435514e-23j,-1.229304310786668e-23+0.j,0.+4.06595119470696e-24j
