0.06126621050970995+0.j,0.14478870766443117+0.j,0.24195431231929693+0.j,0.3301310798655501+0.j,0.3900947358741939+0.j,0.41228616409136+0.j,0.39777438076469823+0.j,0.3553051163095426+0.j,0.29687261688751876+0.j,0.23386356134696878+0.j,0.17477376095803965+0.j,0.12453561285080729+0.j,0.08496041248047664+0.j,0.05568761381939236+0.j,0.035172907033416224+0.j,0.02146230229467884+0.j,0.012680313450500594+0.j,0.0072680716743823755+0.j,0.004048523102455917+0.j,0.00219499479306552+0.j,0.001159931037527947+0.j,0.0005981859318444697+0.j,0.0003013967240849039+0.j,0.00014852114290164127+0.j,0.00007164672355470375+0.j,0.00003386413628514605+0.j,0.0000156952053510654+0.j,7.138365698866581e-6+0.j,3.1881111222144996e-6+0.j,1.3990979634018337e-6+0.j,6.036721910988671e-7+0.j,2.5623237145615565e-7+0.j,1.0704655119462498e-7+0.j,4.403818208984395e-8+0.j,1.7848577005302943e-8+0.j,7.129896870019941e-9+0.j,2.808314036405785e-9+0.j,1.091084739559479e-9+0.j,4.182927682155499e-10+0.j,1.5829300570253075e-10+0.j,5.914872710532721e-11+0.j,2.183067416186383e-11+0.j,7.960790139428602e-12+0.j,2.8690335078427344e-12+0.j,1.022169587214168e-12+0.j,3.6010601135898526e-13+0.j,1.2547728939867815e-13+0.j,4.325435819221158e-14+0.j,1.475444665772489e-14+0.j,4.981252532659859e-15+0.j,1.6648197921923485e-15+0.j,5.509292305241027e-16+0.j,1.8055429190795675e-16+0.j,5.861159695972795e-17+0.j,1.884952226298764e-17+0.j,6.006654825630755e-18+0.j,1.8969345000930975e-18+0.j,5.937841221873986e-19+0.j,1.84258807669789e-19+0.j,5.669123573276003e-20+0.j,1.7296330348802667e-20+0.j,5.2336265130919075e-21+0.j,1.5707987792676144e-21+0.j,4.676963206241236e-22+0.j,1.3816169075742722e-22+0.j,4.049903116072831e-23+0.j,1.1781113474765125e-23+0.j,3.4014384031693676e-24+0.j,9.748141560828563e-25+0.j,2.773390061361292e-25+0.j,7.833856426624711e-26+0.j,2.1971520191446016e-26+0.j,6.1193815276116085e-27+0.j,1.6926211921383087e-27+0.j,4.650049619527678e-28+0.j,1.2689386583837523e-28+0.j,3.439913367645401e-29+0.j,9.264368379697348e-30+0.j,2.479032310669842e-30+0.j,6.591470527100977e-31+0.j,1.7416103380949384e-31+0.j,4.57322066745679e-32+0.j,1.1935178105877776e-32+0.j,3.0960183854015036e-33+0.j,7.983210134741989e-34+0.j,2.0463587416864968e-34+0.j,5.214902803830914e-35+0.j,1.321296440531092e-35+0.j,3.3286842561909405e-36+0.j,8.338564098934106e-37+0.j,2.0772257125287602e-37+0.j,5.146081578228688e-38+0.j,1.267933352268786e-38+0.j,3.107195823958546e-39+0.j,7.573879141747044e-40+0.j,1.836412503253031e-40+0.j,4.429434637467935e-41+0.j,1.0628600985700134e-41+0.j,2.537328738145391e-42+0.j,6.026606199862602e-43+0.j
-0.14478870766443117+0.j,-0.2809088594468954+0.j,-0.3670416494271998+0.j,-0.361112309700977+0.j,-0.26163772935981305+0.j,-0.1020659185455355+0.j,0.06984175272927946+0.j,0.21272952721706556+0.j,0.3033639444901036+0.j,0.33793469080133753+0.j,0.32650361471184636+0.j,0.28534748620069394+0.j,0.23061947058459553+0.j,0.17472415616703482+0.j,0.12524083224058363+0.j,0.08550282937612033+0.j,0.05588218197067695+0.j,0.035105842885132424+0.j,0.021268056118063424+0.j,0.012459733775946377+0.j,0.007075082822770153+0.j,0.003901795835793482+0.j,0.002093458343021852+0.j,0.0010944520814870262+0.j,0.000558281350822281+0.j,0.0002782034594185906+0.j,0.00013558185550859343+0.j,0.00006468478094697906+0.j,0.000030238307699024477+0.j,0.00001386205505254954+0.j,6.2365336807501965e-6+0.j,2.755557774412962e-6+0.j,1.1964890834745009e-6+0.j,5.108614255240026e-7+0.j,2.1460348257400867e-7+0.j,8.87437213597341e-8+0.j,3.6142571848947063e-8+0.j,1.450377759623106e-8+0.j,5.7373585431934505e-9+0.j,2.2381481035454826e-9+0.j,8.613483525427046e-10+0.j,3.271448314933443e-10+0.j,1.22665427662631e-10+0.j,4.542208595836905e-11+0.j,1.6615350751427926e-11+0.j,6.0058936625414e-12+0.j,2.1458208582158522e-12+0.j,7.580071513169231e-13+0.j,2.6480621642215846e-13+0.j,9.150907295894552e-14+0.j,3.128835277748481e-14+0.j,1.0587195877404757e-14+0.j,3.5461083129600608e-15+0.j,1.1759399517525142e-15+0.j,3.8615897225263204e-16+0.j,1.255964405202449e-16+0.j,4.046671698343823e-17+0.j,1.291826813828599e-17+0.j,4.086671504153659e-18+0.j,1.2813419582573245e-18+0.j,3.9825249396010036e-19+0.j,1.2272017654466996e-19+0.j,3.7497391913308764e-20+0.j,1.1362535262938393e-20+0.j,3.415056937218809e-21+0.j,1.0181849435087549e-21+0.j,3.0117371123856514e-22+0.j,8.839404637465648e-23+0.j,2.5745228824110693e-23+0.j,7.44198707825179e-24+0.j,2.135249282450422e-24+0.j,6.0816780142490005e-25+0.j,1.7197276923914977e-25+0.j,4.8283894757433464e-26+0.j,1.3461544934658895e-26+0.j,3.727176404487105e-27+0.j,1.0249405728858388e-27+0.j,2.7995695242028864e-28+0.j,7.59620589529697e-29+0.j,2.047637750152182e-29+0.j,5.484000608042408e-30+0.j,1.4593716698445037e-30+0.j,3.8591667479508586e-31+0.j,1.014179144426241e-31+0.j,2.64888276686993e-32+0.j,6.876545883978337e-33+0.j,1.774472700109019e-33+0.j,4.551879255740284e-34+0.j,1.1608200732353548e-34+0.j,2.9432115127721976e-35+0.j,7.419751595266269e-36+0.j,1.859931142566969e-36+0.j,4.636300937158863e-37+0.j,1.1493191610336437e-37+0.j,2.8335467717559955e-38+0.j,6.94811005027232e-39+0.j,1.694629856354635e-39+0.j,4.111304458719283e-40+0.j,9.922138418395113e-41+0.j,2.3821851333731386e-41+0.j
0.24195431231929693+0.j,0.3670416494271998+0.j,0.3324491248340501+0.j,0.15391717281944453+0.j,-0.07347090583662146+0.j,-0.24312469510424284+0.j,-0.2934948980693864+0.j,-0.22482727684508036+0.j,-0.08148803940752393+0.j,0.07881433965514267+0.j,0.21002947898320296+0.j,0.28887879870485506+0.j,0.3135708834790444+0.j,0.29598758362309135+0.j,0.25298852443187697+0.j,0.20010360491101756+0.j,0.14845461693278186+0.j,0.10425829183791989+0.j,0.06977678811408013+0.j,0.044731270823618705+0.j,0.02757806933871268+0.j,0.016405654087841427+0.j,0.009442444879644381+0.j,0.005270339622360983+0.j,0.0028583573437232154+0.j,0.001508920873229576+0.j,0.0007765079629153434+0.j,0.000390065745990374+0.j,0.00019149749040520746+0.j,0.0000919793658443935+0.j,0.00004326572725616339+0.j,0.00001994848496790157+0.j,9.022795519702127e-6+0.j,4.006468503346107e-6+0.j,1.7477148459862237e-6+0.j,7.49452429685848e-7+0.j,3.161103946242163e-7+0.j,1.312180268416022e-7+0.j,5.3632884077517673e-8+0.j,2.1595352449494556e-8+0.j,8.569915849952924e-9+0.j,3.353233545506785e-9+0.j,1.2941815339992592e-9+0.j,4.928719993943903e-10+0.j,1.852827958322271e-10+0.j,6.877716683301817e-11+0.j,2.5217403995482148e-11+0.j,9.135557780087793e-12+0.j,3.27094765129302e-12+0.j,1.1578044128844383e-12+0.j,4.052598516356176e-13+0.j,1.4030632700447174e-13+0.j,4.805846813166884e-14+0.j,1.6289613593504225e-14+0.j,5.465058563689015e-15+0.j,1.815152341826881e-15+0.j,5.969705496948548e-16+0.j,1.9444562113436153e-16+0.j,6.273782538646391e-17+0.j,2.005507575660646e-17+0.j,6.3526849696186035e-18+0.j,1.9943453762958784e-18+0.j,6.206156770357463e-19+0.j,1.9146582204806806e-19+0.j,5.85693537016215e-20+0.j,1.776734586352148e-20+0.j,5.345740166970339e-21+0.j,1.595454869718292e-21+0.j,4.72398953196438e-22+0.j,1.3878278296972141e-22+0.j,4.045920514988416e-23+0.j,1.1705915486841822e-23+0.j,3.361625604655105e-24+0.j,9.582909212559707e-25+0.j,2.7120407307842844e-25+0.j,7.620636009197121e-26+0.j,2.126309507281432e-26+0.j,5.891756999613262e-27+0.j,1.621391510988651e-27+0.j,4.431963597645108e-28+0.j,1.203397482803286e-28+0.j,3.246123130125083e-29+0.j,8.699638344808528e-30+0.j,2.3166162612441656e-30+0.j,6.1299810941182165e-31+0.j,1.6119473281906552e-31+0.j,4.212723126529402e-32+0.j,1.0942793306653793e-32+0.j,2.825392155303189e-33+0.j,7.251799914924672e-34+0.j,1.850375910152717e-34+0.j,4.6940856784169934e-35+0.j,1.1839901220194958e-35+0.j,2.9694746687691815e-36+0.j,7.405825296631265e-37+0.j,1.8367784814455325e-37+0.j,4.530604708595803e-38+0.j,1.1114697179251871e-38+0.j,2.7121057030744608e-39+0.j,6.5827596539373855e-40+0.j
-0.3301310798655501+0.j,-0.361112309700977+0.j,-0.15391717281944453+0.j,0.12243905315704626+0.j,0.27797456258660663+0.j,0.2368774602366887+0.j,0.05662464928967015+0.j,-0.14155851940150455+0.j,-0.25595622288137876+0.j,-0.24867851611403752+0.j,-0.14267706145281117+0.j,0.008019313114016689+0.j,0.1499103175450664+0.j,0.248893847171478+0.j,0.29421970799637354+0.j,0.2926710538079544+0.j,0.2595627147443874+0.j,0.21113894782057124+0.j,0.16017368196126588+0.j,0.11456812707649532+0.j,0.07786714475917236+0.j,0.05058025445696947+0.j,0.031543113242728876+0.j,0.018953906926499942+0.j,0.011006726996927816+0.j,0.006192541536188692+0.j,0.0033826476563455408+0.j,0.001797304294443325+0.j,0.0009303845427583707+0.j,0.00046988997137680785+0.j,0.00023183099481956563+0.j,0.00011186143125864062+0.j,0.00005284045556971725+0.j,0.000024458659000257838+0.j,0.000011103138438615715+0.j,4.947003076408569e-6+0.j,2.1648670928390394e-6+0.j,9.311046732380589e-7+0.j,3.9382976328734853e-7+0.j,1.639106456870583e-7+0.j,6.716197946026932e-8+0.j,2.710638360345434e-8+0.j,1.0780823693560195e-8+0.j,4.227200102166989e-9+0.j,1.6347496068328525e-9+0.j,6.237551669741392e-10+0.j,2.349087331767713e-10+0.j,8.734848017199404e-11+0.j,3.207923366453425e-11+0.j,1.1639627977810329e-11+0.j,4.17376574939972e-12+0.j,1.4794902251590583e-12+0.j,5.185691355608544e-13+0.j,1.797719462329128e-13+0.j,6.165425689096535e-14+0.j,2.0923324275026092e-14+0.j,7.027826560511593e-15+0.j,2.336825768589775e-15+0.j,7.693695777051658e-16+0.j,2.5086030028239884e-16+0.j,8.102119577591796e-17+0.j,2.5924687277770316e-17+0.j,8.219624739247677e-18+0.j,2.582775531678274e-18+0.j,8.044286393204696e-19+0.j,2.4838310536400384e-19+0.j,7.604232079968966e-20+0.j,2.3086086975612707e-20+0.j,6.95132655455969e-21+0.j,2.0761856200979904e-21+0.j,6.151805510167511e-22+0.j,1.8085558515393988e-22+0.j,5.2760318145331056e-23+0.j,1.5274979076454612e-23+0.j,4.389363887939375e-24+0.j,1.2520416939288033e-24+0.j,3.545514769638468e-25+0.j,9.968476565376964e-26+0.j,2.7829899594065554e-26+0.j,7.71562211594735e-27+0.j,2.1244603226997814e-27+0.j,5.810124146235578e-28+0.j,1.5784140991436573e-28+0.j,4.2598452133228554e-29+0.j,1.1421984571131256e-29+0.j,3.042991771576397e-30+0.j,8.055770372542497e-31+0.j,2.119313463648903e-31+0.j,5.541138304757427e-32+0.j,1.4399634670130855e-32+0.j,3.719502517438303e-33+0.j,9.550598098282749e-34+0.j,2.4379191122203725e-34+0.j,6.187012309040111e-35+0.j,1.5611509287614303e-35+0.j,3.91687409128645e-36+0.j,9.772216317947378e-37+0.j,2.424558004033567e-37+0.j,5.982529211336923e-38+0.j,1.468168594656236e-38+0.j
0.3900947358741939+0.j,0.26163772935981305+0.j,-0.07347090583662146+0.j,-0.27797456258660663+0.j,-0.2060256694498918+0.j,0.03088209792021979+0.j,0.22320473611338262+0.j,0.2421779986094786+0.j,0.10225308393249082+0.j,-0.09008687197287092+0.j,-0.22460292003034268+0.j,-0.2460790477884311+0.j,-0.16324955532686758+0.j,-0.02384723694227003+0.j,0.11797718126222681+0.j,0.22392339035099237+0.j,0.2786334854157891+0.j,0.2856128839211137+0.j,0.2586263723922501+0.j,0.21371263452347983+0.j,0.16417150647293569+0.j,0.11864859797647098+0.j,0.08134873629600915+0.j,0.053241111535397616+0.j,0.03342145683441517+0.j,0.020199488097179523+0.j,0.011790887156049217+0.j,0.006664617128717984+0.j,0.0036558444163154293+0.j,0.001949898188869702+0.j,0.0010129068579912087+0.j,0.0005132106925097844+0.j,0.000253953727079438+0.j,0.0001228714240905979+0.j,0.000058188765033023706+0.j,0.000026997969987343985+0.j,0.000012282924552291612+0.j,5.483959508580533e-6+0.j,2.404493955942702e-6+0.j,1.036050338284645e-6+0.j,4.3896996703409647e-7+0.j,1.8299337325663325e-7+0.j,7.509571338839194e-8+0.j,3.035228290617385e-8+0.j,1.2088357828708402e-8+0.j,4.746065372120298e-9+0.j,1.837680093061997e-9+0.j,7.020124686044597e-10+0.j,2.6467803708176896e-10+0.j,9.852351553761737e-11+0.j,3.622042791779151e-11+0.j,1.3155105923780666e-11+0.j,4.721617960834971e-12+0.j,1.6751951604459302e-12+0.j,5.876714241391203e-13+0.j,2.038963522155481e-13+0.j,6.9983578662402e-14+0.j,2.376818626420929e-14+0.j,7.989252706909109e-15+0.j,2.6583943933148864e-15+0.j,8.758402115796513e-16+0.j,2.8576434282588193e-16+0.j,9.235299219684412e-17+0.j,2.9568724104053415e-17+0.j,9.380560367018224e-18+0.j,2.9492571207559073e-18+0.j,9.190826072978091e-19+0.j,2.8393726149382747e-19+0.j,8.697243806895982e-20+0.j,2.641773205349589e-20+0.j,7.95838815556985e-21+0.j,2.3780962779635867e-21+0.j,7.049617780190781e-22+0.j,2.073427142612156e-22+0.j,6.051353928066492e-23+0.j,1.7527045752448743e-23+0.j,5.038572463142572e-24+0.j,1.4377971940877582e-24+0.j,4.073111976644777e-25+0.j,1.1456172301551783e-25+0.j,3.1994972493207095e-26+0.j,8.873526324333724e-27+0.j,2.4441345156709326e-27+0.j,6.6866598018093155e-28+0.j,1.8171400436307946e-28+0.j,4.9057038949493094e-29+0.j,1.3157873639344553e-29+0.j,3.506535504139222e-30+0.j,9.285700474793795e-31+0.j,2.4435984580418374e-31+0.j,6.390836684092107e-32+0.j,1.6612363347249777e-32+0.j,4.292232668046731e-33+0.j,1.102414066471804e-33+0.j,2.8147942964435746e-34+0.j,7.145276617481655e-35+0.j,1.8033965657783482e-35+0.j,4.5257639681265494e-36+0.j,1.1294032712973101e-36+0.j,2.8027866317434032e-37+0.j
-0.41228616409136+0.j,-0.1020659185455355+0.j,0.24312469510424284+0.j,0.2368774602366887+0.j,-0.03088209792021979+0.j,-0.23866456590177146+0.j,-0.20207260298352184+0.j,0.008144559290883823+0.j,0.1982636462310735+0.j,0.23239857697482896+0.j,0.10997789295173782+0.j,-0.07306215182025033+0.j,-0.2086876431876641+0.j,-0.23802815709585948+0.j,-0.1645926419167535+0.j,-0.03231931073354685+0.j,0.1060821517214974+0.j,0.21191413737825926+0.j,0.26857342227919767+0.j,0.2782854479035275+0.j,0.25391449222208085+0.j,0.21105327488489525+0.j,0.16290295417801887+0.j,0.1182037482818598+0.j,0.08132271851231725+0.j,0.05338406736930197+0.j,0.03360028120835681+0.j,0.0203557966902761+0.j,0.011907547203994217+0.j,0.006743616669015795+0.j,0.0037057272397187924+0.j,0.0019797118842749912+0.j,0.0010299313026098493+0.j,0.0005225576925924478+0.j,0.0002589105078196781+0.j,0.00012541919032714002+0.j,0.00005946148866276471+0.j,0.000027617240166650324+0.j,0.000012576953968814906+0.j,5.620397733603721e-6+0.j,2.466451105226628e-6+0.j,1.0636153196269023e-6+0.j,4.509974785688106e-7+0.j,1.8814491952921554e-7+0.j,7.726339020993278e-8+0.j,3.1249017367312515e-8+0.j,1.2453308312552353e-8+0.j,4.892272427758944e-9+0.j,1.8953712292699177e-9+0.j,7.244450660027591e-10+0.j,2.7327780266651357e-10+0.j,1.0177530604816182e-10+0.j,3.743372390466305e-11+0.j,1.3601981886027566e-11+0.j,4.884150612981287e-12+0.j,1.7335901529184022e-12+0.j,6.084029557669531e-13+0.j,2.1117146369262365e-13+0.j,7.250778586456638e-14+0.j,2.4634361077745636e-14+0.j,8.283283933183209e-15+0.j,2.757157643453447e-15+0.j,9.086733872817025e-16+0.j,2.9656979365417445e-16+0.j,9.58740884421737e-17+0.j,3.070505906137658e-17+0.j,9.74381652284168e-18+0.j,3.0643050715683862e-18+0.j,9.55188818719578e-19+0.j,2.951677028190724e-19+0.j,9.043498307393472e-20+0.j,2.7476124740327806e-20+0.j,8.279175744616034e-21+0.j,2.4745172944554656e-21+0.j,7.337073583458948e-22+0.j,2.1584381815353017e-22+0.j,6.300780102603233e-23+0.j,1.82531965814226e-23+0.j,5.2483618757538686e-24+0.j,1.4979511613222019e-24+0.j,4.244318126304619e-25+0.j,1.1939896308421955e-25+0.j,3.3351868087831144e-26+0.j,9.251456537228147e-27+0.j,2.5486637314211826e-27+0.j,6.973782732140585e-28+0.j,1.895472929559444e-28+0.j,5.117982979117855e-29+0.j,1.3729347981478968e-29+0.j,3.659380509498688e-30+0.j,9.691870841480823e-31+0.j,2.550850153798426e-31+0.j,6.672269390178995e-32+0.j,1.7346292308336072e-32+0.j,4.482461459711211e-33+0.j,1.151422868859836e-33+0.j,2.9403046574055502e-34+0.j,7.464815680059271e-35+0.j,1.8842759257538404e-35+0.j,4.729304345364237e-36+0.j
0.39777438076469823+0.j,-0.06984175272927946+0.j,-0.2934948980693864+0.j,-0.05662464928967015+0.j,0.22320473611338262+0.j,0.20207260298352184+0.j,-0.04370458052746315+0.j,-0.22612124145903123+0.j,-0.18188057053008988+0.j,0.018603848096180223+0.j,0.1939184176838685+0.j,0.2194012572906232+0.j,0.09801670122817578+0.j,-0.07752992927215901+0.j,-0.204794759564842+0.j,-0.22906209222305077+0.j,-0.15512545085298488+0.j,-0.025892245023499093+0.j,0.10792596571163114+0.j,0.20943964204407087+0.j,0.26310026397740294+0.j,0.2714059650687285+0.j,0.2469672104251493+0.j,0.20490289426805047+0.j,0.15794720171091778+0.j,0.11449426654683743+0.j,0.07871019044138185+0.j,0.051637653379789386+0.j,0.03248512522570012+0.j,0.019672303250984284+0.j,0.011503893446505084+0.j,0.0065132008982920365+0.j,0.0035782693136465153+0.j,0.001911238470729753+0.j,0.000994138829442319+0.j,0.0005043236407718248+0.j,0.00024984447652879753+0.j,0.00012101421171243585+0.j,0.00005736759737863224+0.j,0.000026642497719403134+0.j,0.000012132168395474634+0.j,5.421284493734967e-6+0.j,2.3789385046445892e-6+0.j,1.0258261602726021e-6+0.j,4.349550025143869e-7+0.j,1.814454042089193e-7+0.j,7.450963842753491e-8+0.j,3.013436213329296e-8+0.j,1.2008778703850305e-8+0.j,4.717528637515933e-9+0.j,1.8276338882124126e-9+0.j,6.985418751193981e-10+0.j,2.63502268931292e-10+0.j,9.813327206915836e-11+0.j,3.6093708976742496e-11+0.j,1.3114929653469363e-11+0.j,4.7092172104258996e-12+0.j,1.6714852685822632e-12+0.j,5.866031292630986e-13+0.j,2.0360370223005134e-13+0.j,6.990896351412412e-14+0.j,2.375131511194912e-14+0.j,7.986332198128166e-15+0.j,2.658307268255325e-15+0.j,8.760934091984433e-16+0.j,2.8593596451399113e-16+0.j,9.243630959213534e-17+0.j,2.9604038976513264e-17+0.j,9.394420297563571e-18+0.j,2.9544245889539415e-18+0.j,9.209378165518178e-19+0.j,2.8458382541268617e-19+0.j,8.719232548334584e-20+0.j,2.649096687084921e-20+0.j,7.982337053306054e-21+0.j,2.3858007656581933e-21+0.j,7.074037470549548e-22+0.j,2.081061767539203e-22+0.j,6.074920789854933e-23+0.j,1.7598928557262588e-23+0.j,5.0602517511895974e-24+0.j,1.4442657380162364e-24+0.j,4.092215815173491e-25+0.j,1.151204137232508e-25+0.j,3.215682565959906e-26+0.j,8.919990065294288e-27+0.j,2.4573559853153477e-27+0.j,6.723962025982789e-28+0.j,1.8275772775150142e-28+0.j,4.9346725946026887e-29+0.j,1.323764645073623e-29+0.j,3.528334965461181e-30+0.j,9.344826454211574e-31+0.j,2.459517767439973e-31+0.j,6.433391662263829e-32+0.j,1.672532205117361e-32+0.j,4.3220103902550375e-33+0.j,1.1102109614901823e-33+0.j,2.835074083125258e-34+0.j,7.197680918545276e-35+0.j
-0.3553051163095426+0.j,0.21272952721706556+0.j,0.22482727684508036+0.j,-0.14155851940150455+0.j,-0.2421779986094786+0.j,0.008144559290883823+0.j,0.22612124145903123+0.j,0.15827432480627454+0.j,-0.07927208745040663+0.j,-0.22285074894384974+0.j,-0.15097843601127756+0.j,0.047113206132093154+0.j,0.19971194627176633+0.j,0.20282652246427088+0.j,0.07328551513761805+0.j,-0.09518306155825351+0.j,-0.2077461940368848+0.j,-0.21861775297455768+0.j,-0.13792297185146163+0.j,-0.00926936030386485+0.j,0.11900782871116722+0.j,0.2132743197567817+0.j,0.26055214213254185+0.j,0.2646401035667799+0.j,0.2383228178069449+0.j,0.19622212218261523+0.j,0.15035234948781917+0.j,0.1084593005550642+0.j,0.07425852801566293+0.j,0.04854830952772507+0.j,0.030449882104689015+0.j,0.018391185801636647+0.j,0.010729581837308676+0.j,0.0060621027335766966+0.j,0.003324167046054575+0.j,0.001772483593574304+0.j,0.0009205292380949583+0.j,0.00046631561363549585+0.j,0.0002307119620418289+0.j,0.0001116118003961848+0.j,0.00005285090048222299+0.j,0.000024519240513656216+0.j,0.000011154434903969793+0.j,4.979847087172865e-6+0.j,2.183366226113532e-6+0.j,9.407392299846082e-7+0.j,3.985771729347299e-7+0.j,1.6615191886877674e-7+0.j,6.818364834291213e-8+0.j,2.7558390776033947e-8+0.j,1.0975623123726275e-8+0.j,4.3092002801384845e-9+0.j,1.6685353598512162e-9+0.j,6.374030212895388e-10+0.j,2.4032118317117786e-10+0.j,8.945813066115038e-11+0.j,3.2888195586181994e-11+0.j,1.1945051723078649e-11+0.j,4.2873832752121635e-12+0.j,1.5211608238057057e-12+0.j,5.336456256856733e-13+0.j,1.8515559052539561e-13+0.j,6.355252204828605e-14+0.j,2.1584509400618584e-14+0.j,7.255410293696967e-15+0.j,2.414265637115567e-15+0.j,7.954272286705213e-16+0.j,2.595336188835892e-16+0.j,8.38777211539642e-17+0.j,2.6855814907851147e-17+0.j,8.520099029367562e-18+0.j,2.6787895803851505e-18+0.j,8.348156759293504e-19+0.j,2.5791018137131033e-19+0.j,7.90019382099762e-20+0.j,2.3997255811243513e-20+0.j,7.22937997474611e-21+0.j,2.1603055452840477e-21+0.j,6.404143468957757e-22+0.j,1.8836226852661074e-22+0.j,5.497525465145761e-23+0.j,1.592329297633495e-23+0.j,4.577633817984925e-24+0.j,1.3062925436783494e-24+0.j,3.7006528030451608e-25+0.j,1.0408798500223287e-25+0.j,2.9070451339048386e-26+0.j,8.06260046791372e-27+0.j,2.2208169309052356e-27+0.j,6.075828906187706e-28+0.j,1.6511755613098628e-28+0.j,4.457738859137219e-29+0.j,1.1956589981603229e-29+0.j,3.1864572233065836e-30+0.j,8.438254977643524e-31+0.j,2.220628107752397e-31+0.j,5.80779959605251e-32+0.j,1.5097086156881976e-32+0.j,3.9007909341983856e-33+0.j,1.0018939880712976e-33+0.j
0.29687261688751876+0.j,-0.3033639444901036+0.j,-0.08148803940752393+0.j,0.25595622288137876+0.j,0.10225308393249082+0.j,-0.1982636462310735+0.j,-0.18188057053008988+0.j,0.07927208745040663+0.j,0.22450954340367799+0.j,0.10212058354928948+0.j,-0.12300577288244832+0.j,-0.21640300711493834+0.j,-0.10916621285036966+0.j,0.08511354576632603+0.j,0.20708108740930753+0.j,0.17987984223743633+0.j,0.03897165140940256+0.j,-0.12017503562746035+0.j,-0.21268608914050158+0.j,-0.20480862787792442+0.j,-0.11409227495643355+0.j,0.01461490635438864+0.j,0.13597299253072997+0.j,0.22066952937100634+0.j,0.2592412005630796+0.j,0.2573472282665947+0.j,0.22811864466043263+0.j,0.18559252026598044+0.j,0.14086259622424924+0.j,0.10081983668643821+0.j,0.06857121866276931+0.j,0.04457403075230469+0.j,0.027817347200484604+0.j,0.01672673768942797+0.j,0.009719861239528817+0.j,0.005472008391731598+0.j,0.0029908639670637423+0.j,0.0015900463469653845+0.j,0.0008235416086995926+0.j,0.00041614178788683273+0.j,0.00020541238561418883+0.j,0.00009915944084297247+0.j,0.00004686063051238817+0.j,0.000021699618287382176+0.j,9.854480790842901e-6+0.j,4.392279829625706e-6+0.j,1.9227851567549795e-6+0.j,8.272602338572547e-7+0.j,3.5001706741153684e-7+0.j,1.457197065417455e-7+0.j,5.972537452221039e-8+0.j,2.4111568897171047e-8+0.j,9.59221552146115e-9+0.j,3.7620782570468825e-9+0.j,1.4552230024138497e-9+0.j,5.553813650446675e-10+0.j,2.0920447282948884e-10+0.j,7.780685799677893e-11+0.j,2.858074403198645e-11+0.j,1.037223093966423e-11+0.j,3.7199867459653174e-12+0.j,1.3188717349296205e-12+0.j,4.623504996895788e-13+0.j,1.6030904215835282e-13+0.j,5.498800633430535e-14+0.j,1.866387912022407e-14+0.j,6.2698366382981785e-15+0.j,2.0850825310117456e-15+0.j,6.865806009172805e-16+0.j,2.2389584815319064e-16+0.j,7.232166477428014e-17+0.j,2.3143931146158815e-17+0.j,7.338844548692235e-18+0.j,2.306284063619408e-18+0.j,7.183936963579981e-19+0.j,2.2184231332165385e-19+0.j,6.792405379357891e-20+0.j,2.0623533883481517e-20+0.j,6.210458333311287e-21+0.j,1.8550861499386435e-21+0.j,5.497196178755301e-22+0.j,1.6162559699353146e-22+0.j,4.7154602811899335e-23+0.j,1.365320823645465e-23+0.j,3.9236662608979165e-24+0.j,1.1192952706362837e-24+0.j,3.169856762910595e-25+0.j,8.912975001117381e-26+0.j,2.4885033082685372e-26+0.j,6.899686875746402e-27+0.j,1.8999321898054716e-27+0.j,5.196430899938791e-28+0.j,1.4117903743432575e-28+0.j,3.810411540408655e-29+0.j,1.0217572777121375e-29+0.j,2.7222899764490444e-30+0.j,7.20721492532351e-31+0.j,1.896189585162707e-31+0.j,4.958052393272455e-32+0.j,1.2885123188928207e-32+0.j
