0.15183580198064894+0.j,0.2948083275793039+0.j,0.40475321641285034+0.j,0.45372764456056713+0.j,0.4404846759608296+0.j,0.38248231696673807+0.j,0.30318052153717334+0.j,0.2224937598393791+0.j,0.15273494081091052+0.j,0.09885137294370816+0.j,0.06069435003028524+0.j,0.035531822323471074+0.j,0.01991555520256671+0.j,0.010724728367442482+0.j,0.0055652905519768744+0.j,0.002790022930824399+0.j,0.0013542952047783119+0.j,0.0006377558330084199+0.j,0.00029186616133016976+0.j,0.00013000872678559986+0.j,0.000056444686683349665+0.j,0.000023915473215447897+0.j,9.89995447821318e-6+0.j,4.008065765984807e-6+0.j,1.5885276460927772e-6+0.j,6.168652880929694e-7+0.j,2.348925366385834e-7+0.j,8.777137364377892e-8+0.j,3.220619654135157e-8+0.j,1.1611972518780614e-8+0.j,4.1163370815043385e-9+0.j,1.4354750347588862e-9+0.j,4.92704142866106e-10+0.j,1.6653089014337847e-10+0.j,5.545247111868517e-11+0.j,1.81992060260679e-11+0.j,5.889341668025549e-12+0.j,1.8798857153431865e-12+0.j,5.921138352803157e-13+0.j,1.840935042826018e-13+0.j,5.651633990755404e-14+0.j,1.7137507563230976e-14+0.j,5.134386686627239e-15+0.j,1.5202671285275413e-15+0.j,4.449990935573083e-16+0.j,1.288007609501442e-16+0.j,3.6872711242288133e-17+0.j,1.0442914030415456e-17+0.j,2.9266220707039046e-18+0.j,8.117721783908667e-19+0.j,2.2290238738916743e-19+0.j,6.060314902765802e-20+0.j,1.6317705053221247e-20+0.j,4.351978122119653e-21+0.j,1.1498875793320507e-21+0.j,3.010506696175814e-22+0.j,7.811081035745565e-23+0.j,2.0088119115862805e-23+0.j,5.121425240443784e-24+0.j,1.2945844646707594e-24+0.j,3.245042023041732e-25+0.j,8.06716550778976e-26+0.j,1.9892560232886469e-26+0.j,4.8661553152181835e-27+0.j,1.1810316568185264e-27+0.j,2.8442673752416727e-28+0.j,6.797731575043454e-29+0.j,1.6124719533233837e-29+0.j,3.796673687413675e-30+0.j,8.87450802474535e-31+0.j,2.059495397839176e-31+0.j,4.7456664536908346e-32+0.j,1.085916724789729e-32+0.j,2.467747106132583e-33+0.j,5.569937869308982e-34+0.j,1.2487781133343592e-34+0.j,2.7812757020616734e-35+0.j,6.154095600482992e-36+0.j,1.3529523349980903e-36+0.j,2.9555241354389722e-37+0.j,6.415862916842462e-38+0.j,1.3841339656385476e-38+0.j,2.967814546963548e-39+0.j,6.3250399423753255e-40+0.j,1.3399518379569116e-40+0.j,2.8219238186934367e-41+0.j,5.908287484863208e-42+0.j,1.229893629726541e-42+0.j,2.545609454943249e-43+0.j,5.239168079496774e-44+0.j,1.0722761246339598e-44+0.j,2.1824861646440103e-45+0.j,4.417973890938509e-46+0.j,8.895026168240956e-47+0.j,1.781348377894193e-47+0.j,3.5485638123168715e-48+0.j,7.032059912326153e-49+0.j,1.3863160601147674e-49+0.j,2.719034862431305e-50+0.j,5.3059449287029785e-51+0.j
-0.2948083275793039+0.j,-0.42057168608453654+0.j,-0.36895739801427324+0.j,-0.17991621656768114+0.j,0.052198828191887245+0.j,0.2423161007784219+0.j,0.34822335540724164+0.j,0.37014061286014033+0.j,0.3327532665853399+0.j,0.2662724352335199+0.j,0.19474976557233356+0.j,0.1323108790013755+0.j,0.08441728505528681+0.j,0.050983144958840536+0.j,0.02932254677056548+0.j,0.01613709680549866+0.j,0.008530557060450094+0.j,0.004345618926315778+0.j,0.0021390739437323683+0.j,0.0010197867894920529+0.j,0.00047182223523111675+0.j,0.00021222714679836947+0.j,0.00009295150432535195+0.j,0.00003969634941551203+0.j,0.000016551105523895565+0.j,6.744916602546445e-6+0.j,2.6893347054406712e-6+0.j,1.0501182498829077e-6+0.j,4.019100680343866e-7+0.j,1.5088956944779553e-7+0.j,5.560900611439943e-8+0.j,2.0131639383480917e-8+0.j,7.1636259194036136e-9+0.j,2.507029123359829e-9+0.j,8.633656545925262e-10+0.j,2.9272519330001354e-10+0.j,9.776033776587504e-11+0.j,3.2173432008836164e-11+0.j,1.0438730261879915e-11+0.j,3.3403089979012794e-12+0.j,1.0545759619026496e-12+0.j,3.286065171116652e-13+0.j,1.0109468449846736e-13+0.j,3.071663500679716e-14+0.j,9.220289521758993e-15+0.j,2.735061774342101e-15+0.j,8.019762512272988e-16+0.j,2.3251033997340527e-16+0.j,6.666822547027852e-17+0.j,1.8910196598271653e-17+0.j,5.3073030698623e-18+0.j,1.4741728015564954e-18+0.j,4.053326435828325e-19+0.j,1.103447724355368e-19+0.j,2.974772579228923e-20+0.j,7.943266745050656e-21+0.j,2.1011949500949852e-21+0.j,5.5072007319376355e-22+0.j,1.430426653539149e-22+0.j,3.682481496606538e-23+0.j,9.397742375930297e-24+0.j,2.3778246649685296e-24+0.j,5.965853368776862e-25+0.j,1.484440486952235e-25+0.j,3.6636120853317807e-26+0.j,8.969531302370664e-27+0.j,2.178707221224596e-27+0.j,5.251101366238359e-28+0.j,1.255961236249656e-28+0.j,2.981444277738061e-29+0.j,7.025069156337045e-30+0.j,1.6432185783477155e-30+0.j,3.815987111612228e-31+0.j,8.798932391016149e-32+0.j,2.0146889713918356e-32+0.j,4.5812416979342985e-33+0.j,1.0346575500551193e-33+0.j,2.3210700088485882e-34+0.j,5.172457337990203e-35+0.j,1.1451451166168838e-35+0.j,2.5189290934855996e-36+0.j,5.505529587745179e-37+0.j,1.1957627578829584e-37+0.j,2.5809991160324614e-38+0.j,5.5368263408953215e-39+0.j,1.1805833499711782e-39+0.j,2.502227650997151e-40+0.j,5.272084358477453e-41+0.j,1.1043162799455319e-41+0.j,2.2997981117180845e-42+0.j,4.762115341797602e-43+0.j,9.80510513121076e-44+0.j,2.0075866636423052e-44+0.j,4.087831594528528e-45+0.j,8.27817662041382e-46+0.j,1.667343795075833e-46+0.j,3.340331966508521e-47+0.j,6.656605094489985e-48+0.j,1.3195893963045542e-48+0.j,2.602383927532495e-49+0.j
0.40475321641285034+0.j,0.36895739801427324+0.j,0.0859835214695022+0.j,-0.2048650774683398+0.j,-0.3261056482755645+0.j,-0.2501511097972483+0.j,-0.05838487838377213+0.j,0.14328655818679392+0.j,0.28343200430176796+0.j,0.34030103550961577+0.j,0.32802413617061366+0.j,0.27507420348750905+0.j,0.20819453960259693+0.j,0.1452260534837422+0.j,0.09463071764054387+0.j,0.05814788670377461+0.j,0.03393068618601638+0.j,0.018904373570923155+0.j,0.010100043338229064+0.j,0.005192965824346391+0.j,0.002577066849479702+0.j,0.001237504310877669+0.j,0.000576261270772131+0.j,0.00026071330648614303+0.j,0.00011478856545501117+0.j,0.00004925665021134144+0.j,0.00002062685594202041+0.j,8.439500622449484e-6+0.j,3.377385564153178e-6+0.j,1.3232660934868852e-6+0.j,5.08045135940553e-7+0.j,1.912934064590633e-7+0.j,7.069135153460468e-8+0.j,2.565679337712231e-8+0.j,9.151399360505936e-9+0.j,3.2098244528011625e-9+0.j,1.1077090451211372e-9+0.j,3.7631102146576483e-10+0.j,1.2590902135700139e-10+0.j,4.1510151399259063e-11+0.j,1.3490449771845321e-11+0.j,4.323639749963823e-12+0.j,1.367067620904149e-12+0.j,4.265847678934503e-13+0.j,1.3141491367902717e-13+0.j,3.998060626732044e-14+0.j,1.201583272802747e-14+0.j,3.56850210560908e-15+0.j,1.0475321222864894e-15+0.j,3.0402837450075846e-16+0.j,8.726439103636543e-17+0.j,2.477662062024296e-17+0.j,6.960339758946937e-18+0.j,1.935081086994805e-18+0.j,5.325265077009437e-19+0.j,1.4509278650139629e-19+0.j,3.914700883516805e-20+0.j,1.0461207570334208e-20+0.j,2.769329810459715e-21+0.j,7.263623918724978e-22+0.j,1.887953115205748e-22+0.j,4.8636125540635606e-23+0.j,1.2420093437921253e-23+0.j,3.1445225943418078e-24+0.j,7.89427267338656e-25+0.j,1.9654342329364474e-25+0.j,4.8534807048705785e-26+0.j,1.18892366694038e-26+0.j,2.889456399895815e-27+0.j,6.967768441384889e-28+0.j,1.6673964584605908e-28+0.j,3.96006449072154e-29+0.j,9.335400537889325e-30+0.j,2.1846336000718503e-30+0.j,5.075577552600768e-31+0.j,1.1708424371544344e-31+0.j,2.682015099685878e-32+0.j,6.1012130112779127e-33+0.j,1.3784931831328616e-33+0.j,3.0936178358983415e-34+0.j,6.896700582535859e-35+0.j,1.5274492145396016e-35+0.j,3.3610883189880536e-36+0.j,7.348807833712977e-37+0.j,1.5966614722669375e-37+0.j,3.447482521391401e-38+0.j,7.398062685512497e-39+0.j,1.5779500926411565e-39+0.j,3.345489484632874e-40+0.j,7.050960656437634e-41+0.j,1.4773706373646987e-41+0.j,3.077604514642963e-42+0.j,6.374516881043681e-43+0.j,1.3128682382615672e-43+0.j,2.6888220103980186e-44+0.j,5.4764237320394025e-45+0.j,1.1093090182454206e-45+0.j,2.234881045956683e-46+0.j,4.478452275330314e-47+0.j,8.926843472371924e-48+0.j
-0.45372764456056713+0.j,-0.17991621656768114+0.j,0.2048650774683398+0.j,0.3156369134208474+0.j,0.1290060435926592+0.j,-0.14058162698799093+0.j,-0.28831774601564875+0.j,-0.24980835489111652+0.j,-0.08374080920665587+0.j,0.1094417689492387+0.j,0.25358736456938175+0.j,0.31976070105517485+0.j,0.316762693820104+0.j,0.27059334353152925+0.j,0.20764326352507897+0.j,0.14641703855849264+0.j,0.09625055255713313+0.j,0.059579419412955116+0.j,0.0349839383165154+0.j,0.01959657943105963+0.j,0.01051929269233104+0.j,0.005431037837167205+0.j,0.0027051896436186412+0.j,0.00130333604911984+0.j,0.0006087308076240231+0.j,0.0002761494274699575+0.j,0.00012188498263892199+0.j,0.00005241990245413809+0.j,0.000021997057002374236+0.j,9.017339488905458e-6+0.j,3.6150171009957528e-6+0.j,1.4186970480190463e-6+0.j,5.455167684260169e-7+0.j,2.056954686594574e-7+0.j,7.6114934531584e-8+0.j,2.7659771989419987e-8+0.j,9.877418177611459e-9+0.j,3.468302325443269e-9+0.j,1.1981569493430192e-9+0.j,4.0743862574931864e-10+0.j,1.3645087141690127e-10+0.j,4.502531599656124e-11+0.j,1.464509820672365e-11+0.j,4.697433705665557e-12+0.j,1.4863793947736e-12+0.j,4.641495827312384e-13+0.j,1.4308553268859209e-13+0.j,4.355975149954731e-14+0.j,1.3099726753574383e-14+0.j,3.892735395785651e-15+0.j,1.1433674123718012e-15+0.j,3.3202575340844006e-16+0.j,9.535076881125253e-17+0.j,2.7086292460616066e-17+0.j,7.612892472926499e-18+0.j,2.117493523127022e-18+0.j,5.829887562161309e-19+0.j,1.5891086014546538e-19+0.j,4.2893187904162864e-20+0.j,1.1466927973071736e-20+0.j,3.036752156498472e-21+0.j,7.968042005172992e-22+0.j,2.0717986946159036e-22+0.j,5.339101401348812e-23+0.j,1.363898115064509e-23+0.j,3.4542591204976014e-24+0.j,8.674629366666344e-25+0.j,2.1603873614758674e-25+0.j,5.336501294805322e-26+0.j,1.307626046962085e-26+0.j,3.178837068732139e-27+0.j,7.667694186082368e-28+0.j,1.8353777941236052e-28+0.j,4.360146689832146e-29+0.j,1.0281131159421193e-29+0.j,2.4065375447796454e-30+0.j,5.5924576120168245e-31+0.j,1.2903755224992585e-31+0.j,2.956491576442798e-32+0.j,6.727083586890219e-33+0.j,1.5202254886874103e-33+0.j,3.412403955442942e-34+0.j,7.608924196424517e-35+0.j,1.6855226292769288e-35+0.j,3.709638121609146e-36+0.j,8.112417502851683e-37+0.j,1.762893473941528e-37+0.j,3.8070907533162424e-38+0.j,8.171189318625486e-39+0.j,1.7431504752451948e-39+0.j,3.696357214696482e-40+0.j,7.791724084332459e-41+0.j,1.632841984543104e-41+0.j,3.402008493178532e-42+0.j,7.047519117695019e-43+0.j,1.4516940515048234e-43+0.j,2.9735797399900556e-44+0.j,6.057268319192203e-45+0.j,1.2271375416300868e-45+0.j,2.472605207011016e-46+0.j
0.4404846759608296+0.j,-0.052198828191887245+0.j,-0.3261056482755645+0.j,-0.1290060435926592+0.j,0.19039617486294877+0.j,0.2807116063853049+0.j,0.107725976691391+0.j,-0.13889133974729434+0.j,-0.27198570093411556+0.j,-0.23185870106387155+0.j,-0.07314326855356695+0.j,0.11009923843299993+0.j,0.2463244532653751+0.j,0.30835654357829195+0.j,0.3046510208043399+0.j,0.25995589273997627+0.j,0.19939279364561832+0.j,0.14058512506495283+0.j,0.09242417387887619+0.j,0.05722111267397489+0.j,0.03360701809772953+0.j,0.018830205611644203+0.j,0.010110679576609619+0.j,0.0052215213618331344+0.j,0.0026015445287917295+0.j,0.0012537375770035118+0.j,0.0005857181393468286+0.j,0.0002657765534460962+0.j,0.00011733499770602682+0.j,0.00005047473860787387+0.j,0.00002118549579496547+0.j,8.686492217722598e-6+0.j,3.4830864657596044e-6+0.j,1.367185799457879e-6+0.j,5.258068267609795e-7+0.j,1.9829854767210642e-7+0.j,7.33901904268606e-8+0.j,2.6673921759601865e-8+0.j,9.526839420669669e-9+0.j,3.345697178441661e-9+0.j,1.1559657902298414e-9+0.j,3.9314478086423297e-10+0.j,1.3168104783374628e-10+0.j,4.345683608376176e-11+0.j,1.4136628704870706e-11+0.j,4.534865622036716e-12+0.j,1.4350985268165728e-12+0.j,4.4818412408568605e-13+0.j,1.381780210685135e-13+0.j,4.206992567991991e-14+0.j,1.2652902080908408e-14+0.j,3.7603033682639074e-15+0.j,1.1045681169356628e-15+0.j,3.207863138283567e-16+0.j,9.21306986809884e-17+0.j,2.617367067298347e-17+0.j,7.356962244355339e-18+0.j,2.0464615716056576e-18+0.j,5.634732649093424e-19+0.j,1.5360217169633403e-19+0.j,4.146310273333306e-20+0.j,1.1085348431571794e-20+0.j,2.935888372906204e-21+0.j,7.703869287281834e-22+0.j,2.003231564424761e-22+0.j,5.1627051221824515e-23+0.j,1.3189122619236338e-23+0.j,3.340511872460384e-24+0.j,8.389430823795378e-25+0.j,2.0894694191604353e-25+0.j,5.161586594517675e-26+0.j,1.2648288936768524e-26+0.j,3.0749462788061238e-27+0.j,7.417448683756178e-28+0.j,1.7755594485502142e-28+0.j,4.21823059902514e-29+0.j,9.946930930812857e-30+0.j,2.3284094916017726e-30+0.j,5.411123988484564e-31+0.j,1.2485861971877963e-31+0.j,2.8608577780336985e-32+0.j,6.509734101893807e-33+0.j,1.471163181239658e-33+0.j,3.3023972043535245e-34+0.j,7.36389855906634e-35+0.j,1.6313022789471748e-35+0.j,3.5904292673774294e-36+0.j,7.851990527929938e-37+0.j,1.7063568822560764e-37+0.j,3.685114986307762e-38+0.j,7.90964156176389e-39+0.j,1.6874069578414943e-39+0.j,3.5782611830447516e-40+0.j,7.543007531155858e-41+0.j,1.580766576023364e-41+0.j,3.293603634688869e-42+0.j,6.823140403830062e-43+0.j,1.405513455433961e-43+0.j,2.8790627503221054e-44+0.j,5.864888470546682e-45+0.j
-0.38248231696673807+0.j,0.2423161007784219+0.j,0.2501511097972483+0.j,-0.14058162698799093+0.j,-0.2807116063853049+0.j,-0.05335174979641912+0.j,0.21396337568259888+0.j,0.24806543178982476+0.j,0.06048584095191265+0.j,-0.16357921335388448+0.j,-0.264385846533312+0.j,-0.20409053598487326+0.j,-0.043323813340994534+0.j,0.12943362824543175+0.j,0.251444154836566+0.j,0.30194575447108596+0.j,0.29188618709636815+0.j,0.2455890576528434+0.j,0.18648762240260838+0.j,0.13048156035552455+0.j,0.08526052879897382+0.j,0.052523219482618136+0.j,0.030719252005425815+0.j,0.017151032545710546+0.j,0.009180803075696978+0.j,0.004728583112543055+0.j,0.002350369893106808+0.j,0.0011303064625501889+0.j,0.0005270576160133303+0.j,0.00023875179343971055+0.j,0.000105241532886838+0.j,0.000045208791116440544+0.j,0.000018950841344634024+0.j,7.761054317214198e-6+0.j,3.10861500547445e-6+0.j,1.2189672078224159e-6+0.j,4.683645582829969e-7+0.j,1.7648136224519899e-7+0.j,6.52625680406326e-8+0.j,2.3701873694903244e-8+0.j,8.459310695447055e-9+0.j,2.968806199968284e-9+0.j,1.0251003413634796e-9+0.j,3.48430130392857e-10+0.j,1.1663867008806e-10+0.j,3.847216477058123e-11+0.j,1.2508801553663145e-11+0.j,4.010760852854583e-12+0.j,1.2686647716176792e-12+0.j,3.9603540614643003e-13+0.j,1.2204999915909752e-13+0.j,3.714497636075732e-14+0.j,1.1167493736503666e-14+0.j,3.3176675873958966e-15+0.j,9.742123343576448e-16+0.j,2.8283579807568736e-16+0.j,8.120564746730613e-17+0.j,2.3062976883468603e-17+0.j,6.480721003500513e-18+0.j,1.802218159982575e-18+0.j,4.960902272750679e-19+0.j,1.35198745280846e-19+0.j,3.648624492461913e-20+0.j,9.752426371284891e-21+0.j,2.582275161798958e-21+0.j,6.774465333762478e-22+0.j,1.761179930867538e-22+0.j,4.5379477725278275e-23+0.j,1.1590726767009804e-23+0.j,2.935102106461348e-24+0.j,7.369887022403476e-25+0.j,1.8352070496352746e-25+0.j,4.532683987086521e-26+0.j,1.1105280213167536e-26+0.j,2.6993738384541484e-27+0.j,6.510434140019677e-28+0.j,1.5581977055006283e-28+0.j,3.701276763971031e-29+0.j,8.726621091065474e-30+0.j,2.0424618200738726e-30+0.j,4.745930355475271e-31+0.j,1.0949476226600026e-31+0.j,2.5084971230587406e-32+0.j,5.7072202529746234e-33+0.j,1.2896377476767312e-33+0.j,2.894563672463226e-34+0.j,6.453716112714329e-35+0.j,1.4295062687877665e-35+0.j,3.1459282188895285e-36+0.j,6.879141113653284e-37+0.j,1.4947807590758536e-37+0.j,3.2278472390433234e-38+0.j,6.92746135382595e-39+0.j,1.477724810930764e-39+0.j,3.133308768138555e-40+0.j,6.6044110715631e-41+0.j,1.3839380094852023e-41+0.j,2.883237848859231e-42+0.j,5.97247811148853e-43+0.j,1.2301759609299716e-43+0.j
0.30318052153717334+0.j,-0.34822335540724164+0.j,-0.05838487838377213+0.j,0.28831774601564875+0.j,0.107725976691391+0.j,-0.21396337568259888+0.j,-0.22295312730257416+0.j,0.03447395997815158+0.j,0.2384962507283183+0.j,0.20374331581893595+0.j,-0.0016103278352048779+0.j,-0.1962046099894248+0.j,-0.2542863135316517+0.j,-0.16636849295150982+0.j,-0.001597963568291959+0.j,0.15822614659149598+0.j,0.26170725367993436+0.j,0.296647701432137+0.j,0.27755042873090907+0.j,0.22842893023973052+0.j,0.1706425702445152+0.j,0.11787450178374337+0.j,0.07622421823156088+0.j,0.046549885852068804+0.j,0.027024759602650137+0.j,0.014992051297905205+0.j,0.007980273659666302+0.j,0.004089932577600425+0.j,0.0020239606637827887+0.j,0.0009694776078455046+0.j,0.00045044391185472305+0.j,0.00020338174407862284+0.j,0.00008938355352050044+0.j,0.000038291742765669245+0.j,0.000016010912903684204+0.j,6.541785331934781e-6+0.j,2.614591264535241e-6+0.j,1.023188444454306e-6+0.j,3.924036384686403e-7+0.j,1.4759989736929675e-7+0.j,5.449257132987562e-8+0.j,1.9759913852009985e-8+0.j,7.042161262720565e-9+0.j,2.4680697347918147e-9+0.j,8.510978085246684e-10+0.j,2.889325972565196e-10+0.j,9.66093057155483e-11+0.j,3.183055815833615e-11+0.j,1.033851804291151e-11+0.j,3.3115879820927527e-12+0.j,1.0465109230683241e-12+0.j,3.263902971753995e-13+0.j,1.004997629801893e-13+0.j,3.0561022944969975e-14+0.j,9.180778294502747e-15+0.j,2.7253801512333384e-15+0.j,7.997087240846718e-16+0.j,2.3201139001455324e-16+0.j,6.65686654693098e-17+0.j,1.8893783587383344e-17+0.j,5.3058806380956365e-18+0.j,1.474626770842944e-18+0.j,4.056817748382667e-19+0.j,1.1049853467648673e-19+0.j,2.980441082387628e-20+0.j,7.962319599557958e-21+0.j,2.107233316815901e-21+0.j,5.52555052343978e-22+0.j,1.4358251770328958e-22+0.j,3.697951277909166e-23+0.j,9.441096771001443e-24+0.j,2.3897420461607303e-24+0.j,5.998053501204912e-25+0.j,1.4930064143745608e-25+0.j,3.6860761980702657e-26+0.j,9.027668103714301e-27+0.j,2.1935675422306405e-27+0.j,5.28864426764989e-28+0.j,1.2653414045459538e-28+0.j,3.00463426251178e-29+0.j,7.08182257137541e-30+0.j,1.656973442808313e-30+0.j,3.8490122914297922e-31+0.j,8.877509209412332e-32+0.j,2.0332211519609854e-32+0.j,4.624578077407262e-33+0.j,1.0447077413190757e-33+0.j,2.3441898558607577e-34+0.j,5.225225346055501e-35+0.j,1.157096316858401e-35+0.j,2.5457937892113787e-36+0.j,5.5654743981342185e-37+0.j,1.2090423861890582e-37+0.j,2.610210120716728e-38+0.j,5.6006367417133345e-39+0.j,1.194427806879407e-39+0.j,2.5320644428014864e-40+0.j,5.335965079457271e-41+0.j,1.1179049326563706e-41+0.j,2.3285202780928202e-42+0.j
-0.2224937598393791+0.j,0.37014061286014033+0.j,-0.14328655818679392+0.j,-0.24980835489111652+0.j,0.13889133974729434+0.j,0.24806543178982476+0.j,-0.03447395997815158+0.j,-0.24825238113722647+0.j,-0.13816998424344376+0.j,0.1209091154346512+0.j,0.2447016042542893+0.j,0.14196916396816334+0.j,-0.07028015445854652+0.j,-0.22444171629292461+0.j,-0.234107888567093+0.j,-0.11845590749329339+0.j,0.047157493826217346+0.j,0.1901417505901332+0.j,0.27200988254710506+0.j,0.28963067588360886+0.j,0.2608866498633965+0.j,0.20905755787449207+0.j,0.15303082412617+0.j,0.10400676846954876+0.j,0.06636109810676041+0.j,0.040069844163930834+0.j,0.0230369557921088+0.j,0.012671485448030336+0.j,0.006694550018302059+0.j,0.0034081052345634757+0.j,0.001676444024868109+0.j,0.0007986670125032979+0.j,0.00036925294357900387+0.j,0.00016597220643586012+0.j,0.0000726410323809345+0.j,0.00003100069831982421+0.j,0.000012916616047293696+0.j,5.26024064339589e-6+0.j,2.0959853932027147e-6+0.j,8.179061056601624e-7+0.j,3.128410157790738e-7+0.j,1.1737926470212099e-7+0.j,4.3233706294048474e-8+0.j,1.5642615855226346e-8+0.j,5.563186877303027e-9+0.j,1.9458891040669707e-9+0.j,6.697746226914943e-10+0.j,2.269740894118181e-10+0.j,7.576488405626464e-11+0.j,2.4922887115988315e-11+0.j,8.082592785990247e-12+0.j,2.585222189845978e-12+0.j,8.158366780447976e-13+0.j,2.541097651418146e-13+0.j,7.814457042856641e-14+0.j,2.3734205521223012e-14+0.j,7.121660410515879e-15+0.j,2.111758997550114e-15+0.j,6.189903985452414e-16+0.j,1.7939666510848953e-16+0.j,5.14215309869648e-17+0.j,1.458076532860026e-17+0.j,4.090913803313336e-18+0.j,1.1359542494277145e-18+0.j,3.1224373114470344e-19+0.j,8.497812893429413e-20+0.j,2.2902655722650525e-20+0.j,6.1137994320892405e-21+0.j,1.616819439799084e-21+0.j,4.236549304233044e-22+0.j,1.100109908588071e-22+0.j,2.831411630453584e-23+0.j,7.224048603248487e-24+0.j,1.827402728100452e-24+0.j,4.583812788953522e-25+0.j,1.1403007047547575e-25+0.j,2.813654406125647e-26+0.j,6.887125072176716e-27+0.j,1.6725389735083636e-27+0.j,4.0303156192742296e-28+0.j,9.637807115920298e-29+0.j,2.2874100190866166e-29+0.j,5.38871451311073e-30+0.j,1.2602276901441607e-30+0.j,2.926048289997544e-31+0.j,6.745703069068106e-32+0.j,1.5442925795801507e-32+0.j,3.510999347263769e-33+0.j,7.9281475575913e-34+0.j,1.7782483537488925e-34+0.j,3.9621568125613384e-35+0.j,8.770559014663764e-36+0.j,1.928928349451904e-36+0.j,4.21535362006397e-37+0.j,9.154107496009485e-38+0.j,1.9755871355843183e-38+0.j,4.237481582436672e-39+0.j,9.034068219299629e-40+0.j,1.914496116440434e-40+0.j,4.033221891685219e-41+0.j
0.15273494081091052+0.j,-0.3327532665853399+0.j,0.28343200430176796+0.j,0.08374080920665587+0.j,-0.27198570093411556+0.j,-0.06048584095191265+0.j,0.2384962507283183+0.j,0.13816998424344376+0.j,-0.15340304972001464+0.j,-0.2295516892204532+0.j,-0.03279942417561344+0.j,0.1894807169243044+0.j,0.22212111238092375+0.j,0.06448218165824718+0.j,-0.13620080910751467+0.j,-0.23924918843810644+0.j,-0.1998940814174513+0.j,-0.06178303849185452+0.j,0.09848643032444955+0.j,0.2203730684263237+0.j,0.2788558604797259+0.j,0.27917326994542274+0.j,0.24163191076840068+0.j,0.1880790241993196+0.j,0.1345902088450637+0.j,0.08980427339659264+0.j,0.0564227961151614+0.j,0.03362301553483261+0.j,0.019110581359220717+0.j,0.010406486864906665+0.j,0.005448941519031827+0.j,0.0027518236771465455+0.j,0.0013438535385313312+0.j,0.0006360215945778268+0.j,0.00029229469396260365+0.j,0.00013065861965964453+0.j,0.00005689556294063157+0.j,0.000024167244039340142+0.j,0.000010025600900677281+0.j,4.066343727158233e-6+0.j,1.6141381722011474e-6+0.j,6.276468122950237e-7+0.j,2.3927110850650124e-7+0.j,8.949506271582087e-8+0.j,3.286623383442471e-8+0.j,1.1858464758269675e-8+0.j,4.2062990229694e-9+0.j,1.4676159281206734e-9+0.j,5.03960503290079e-10+0.j,1.7039974646580106e-10+0.j,5.6758773053102975e-11+0.j,1.863287303519143e-11+0.j,6.031003077351464e-12+0.j,1.9254498429856756e-12+0.j,6.065527557306416e-13+0.j,1.8860400958041768e-13+0.j,5.790601037196919e-14+0.j,1.7559975499584025e-14+0.j,5.261167753616741e-15+0.j,1.5578390603052977e-15+0.j,4.559987437359941e-16+0.j,1.3198310844659432e-16+0.j,3.7782849635753805e-17+0.j,1.0700301664040478e-17+0.j,2.9986183493269733e-18+0.j,8.316967699321117e-19+0.j,2.283591426301377e-19+0.j,6.208242155677902e-20+0.j,1.6714739697843574e-20+0.j,4.457506237112049e-21+0.j,1.1776691128551226e-21+0.j,3.082963163995595e-22+0.j,7.99832676493564e-23+0.j,2.0567673575176826e-23+0.j,5.243164146715825e-24+0.j,1.3252222583307214e-24+0.j,3.3214943252251485e-25+0.j,8.25635384329091e-26+0.j,2.0356895950925568e-26+0.j,4.9792037841977015e-27+0.j,1.208337201946574e-27+0.j,2.9097079701133475e-28+0.j,6.953367030810649e-29+0.j,1.6492075932114003e-29+0.j,3.882740464381021e-30+0.j,9.074679309049091e-31+0.j,2.1057158495005135e-31+0.j,4.8516355282394553e-32+0.j,1.1100425177633321e-32+0.j,2.522295899502106e-33+0.j,5.69243674525682e-34+0.j,1.2761033252651188e-34+0.j,2.841826428165498e-35+0.j,6.287398111683299e-36+0.j,1.382110364367033e-36+0.j,3.018898781299792e-37+0.j,6.552744856586055e-38+0.j,1.4135161941532265e-38+0.j,3.030499763450123e-39+0.j,6.457969119680843e-40+0.j
