0.006914128389324402+0.j,0.-0.02180788515366102j,-0.04863788316751247+0.j,0.+0.08857071476672168j,0.13968065581430944+0.j,0.-0.19702773958015649j,-0.2537043194191523+0.j,0.+0.30245094998784366j,0.3372764911810431+0.j,0.-0.3546017936289555j,-0.3536853242261404+0.j,0.+0.33635416411363445j,0.30625437200571576+0.j,0.-0.26790864803372627j,-0.22583893990912685+0.j,0.+0.18392014839247606j,0.14502585314225425+0.j,0.-0.11094227820945632j,-0.08247777547537462+0.j,0.+0.05968102180715614j,0.042091786990641186+0.j,0.-0.028971022819848553j,-0.01948177841684108+0.j,0.+0.01281270399682949j,0.008249189566812837+0.j,0.-0.005203761589431853j,-0.003218895137059157+0.j,0.+0.00195389426568688j,0.001164657303008822+0.j,0.-0.0006821427488593781j,-0.00039281743116243573+0.j,0.+0.00022252869238539158j,0.00012407581552953742+0.j,0.-0.00006812496311064473j,-0.0000368504616758548+0.j,0.+0.00001964649231470203j,0.000010327849102253721+0.j,0.-5.355316385750408e-6j,-2.7401191435209307e-6+0.j,0.+1.3839272313661615e-6j,6.90175233635867e-7+0.j,0.-3.3997231631127934e-7j,-1.6546076222162142e-7+0.j,0.+7.958604158336885e-8j,3.784309760442747e-8+0.j,0.-1.7793301289630564e-8j,-8.27472802847516e-9+0.j,0.+3.806982768460506e-9j,1.7331510077538052e-9+0.j,0.-7.809342593845355e-10j,-3.4834179473910966e-10+0.j,0.+1.5384968404112064e-10j,6.729317949312856e-11+0.j,0.-2.9154743528425705e-11j,-1.2513778314465735e-11+0.j,0.+5.322102370396834e-12j,2.2431861872315755e-12+0.j,0.-9.371389870294065e-13j,-3.881200875768191e-13+0.j,0.+1.5937354265442458e-13j,6.489581829119171e-14+0.j,0.-2.6207639554975387e-14j,-1.0498038809845567e-14+0.j,0.+4.171709043446609e-15j,1.6447509105855178e-15+0.j,0.-6.434570577869148e-16j,-2.4981799167674387e-16+0.j,0.+9.626367178718205e-17j,3.6820024931698606e-17+0.j,0.-1.398091658286518e-17j,-5.270632505619003e-18+0.j,0.+1.972920899528593e-18j,7.333639150386702e-19+0.j,0.-2.7072865046412743e-19j,-9.926461674817408e-20+0.j,0.+3.6152634464581327e-20j,1.3080045827078677e-20+0.j,0.-4.701538692819006e-21j,-1.6790700880319683e-21+0.j,0.+5.958423816560292e-22j,2.1011763747696138e-22+0.j,0.-7.363700413025752e-23j,-2.564869638574079e-23+0.j,0.+8.879783189888246e-24j,3.055897834496251e-24+0.j,0.-1.0454553260988928e-24j,-3.5557593892079056e-25+0.j,0.+1.2023996767287728e-25j,4.042812747098231e-26+0.j,0.-1.3516515123772514e-26j,-4.493860549919003e-27+0.j,0.+1.4858501315905625e-27j,4.886042103646642e-28+0.j,0.-1.598055441930834e-28j,-5.198810976471359e-29+0.j,0.+1.682357684399276e-29j,5.4157527799081295e-30+0.j,0.-1.734399245010319e-30j,-5.526016147058709e-31+0.j,0.+1.751744101991629e-31j
0.-0.02180788515366102j,-0.0618702256312898+0.j,0.+0.12256797108767072j,0.19511802680988816+0.j,0.-0.2634259896209123j,-0.3091106865744535+0.j,0.+0.31759257031771926j,0.28272344046970865+0.j,0.-0.20834491003599712j,-0.10662172598660635+0.j,0.-0.005788771209934561j,-0.11214524960530535+0.j,0.+0.19920663553851742j,0.25920390386945297+0.j,0.-0.29010270013995515j,-0.2945670406241682+0.j,0.+0.27825386216565423j,0.24803334493591658+0.j,0.-0.210544680548508j,-0.1712720943741644+0.j,0.+0.13413973842264665j,0.10151115950483118+0.j,0.-0.0744385722855526j,-0.05301871660131549+0.j,0.+0.03675036608794263j,0.02483273871799065+0.j,0.-0.016381349466236088j,-0.010563082592115398+0.j,0.+0.006665585505645816j,0.004120321840246347+0.j,0.-0.0024972623867180748j,-0.0014852360899871412+0.j,0.+0.0008674642607720893j,0.0004978880258949777+0.j,0.-0.00028100316674445065j,-0.00015604317670488819+0.j,0.+0.00008530383603907756j,0.00004593062471963924+0.j,0.-0.00002436976452883835j,-0.000012746987120804902+0.j,0.+6.575839355466807e-6j,3.346969470850468e-6+0.j,0.-1.6813918515750226e-6j,-8.339760651350695e-7+0.j,0.+4.0855298328006457e-7j,1.9773728015824373e-7+0.j,0.-9.45806819051985e-8j,-4.472105486500806e-8+0.j,0.+2.090901049835979e-8j,9.668908601969384e-9+0.j,0.-4.423332597383457e-9j,-2.0023999774965556e-9+0.j,0.+8.971761123676478e-10j,3.979446266348186e-10+0.j,0.-1.7477296813155107e-10j,-7.601819546886229e-11+0.j,0.+3.275172309981582e-11j,1.3979849796271728e-11+0.j,0.-5.912866484392264e-12j,-2.4785261133925284e-12+0.j,0.+1.0298139447127925e-12j,4.2419090352607496e-13+0.j,0.-1.732472462019039e-13j,-7.016759254958315e-14+0.j,0.+2.8185955697732852e-14j,1.1230874814338585e-14+0.j,0.-4.439517736501049e-15j,-1.7412226867722593e-15+0.j,0.+6.776763580639869e-16j,2.617528224108604e-16+0.j,0.-1.0034861340185078e-16j,-3.818833972290138e-17+0.j,0.+1.4427682358085676e-17j,5.4119575159949446e-18+0.j,0.-2.0158049117993415e-18j,-7.4562760213421435e-19+0.j,0.+2.739155257523165e-19j,9.994779082277001e-20+0.j,0.-3.622690250853066e-20j,-1.3044552100046627e-20+0.j,0.+4.6666432398605836e-21j,1.6587999132286695e-21+0.j,0.-5.859127578693963e-22j,-2.0566297852868143e-22+0.j,0.+7.174593538783472e-23j,2.4876510338354282e-23+0.j,0.-8.573630092509119e-24j,-2.937342112012016e-24+0.j,0.+1.0004363300182339e-24j,3.3876568729086254e-25+0.j,0.-1.1405481457815443e-25j,-3.818217049370687e-26+0.j,0.+1.2710664942132177e-26j,4.207884940044559e-27+0.j,0.-1.3853962917340587e-27j,-4.536540907166736e-28+0.j,0.+1.4775486412948968e-28j,4.786850213225267e-29+0.j,0.-1.542671316953532e-29j,-4.945798205328482e-30+0.j
-0.04863788316751247+0.j,0.+0.12256797108767072j,0.21149175403047443+0.j,0.-0.2850550662430394j,-0.31157748848571326+0.j,0.+0.272893057592688j,0.17292775509196204+0.j,0.-0.03639364442780259j,0.10077755048966722+0.j,0.-0.2041690491721239j,-0.2513240590869692+0.j,0.+0.23654042826431732j,0.1695897000915596+0.j,0.-0.07022031655146212j,0.03877625012440224+0.j,0.-0.13750937710948477j,-0.21257492064241082+0.j,0.+0.2580564380180913j,0.27452458070461067+0.j,0.-0.2669560455851413j,-0.24243955449024415+0.j,0.+0.20826322352761434j,0.1706549101036059+0.j,0.-0.1341864277160183j,-0.1016982899785105+0.j,0.+0.07454798500511847j,0.05300057164492065+0.j,0.-0.03663019587635354j,-0.02465725495538204+0.j,0.+0.016192285542953433j,0.010388321403969388+0.j,0.-0.006519226352551731j,-0.0040062484887011425+0.j,0.+0.0024132223703440155j,0.0014261266900242478+0.j,0.-0.0008274992271183631j,-0.00047178293579237595+0.j,0.+0.0002644671117399844j,0.00014585533738568684+0.j,0.-0.0000791845030577926j,-0.00004234023820670946+0.j,0.+0.000022308670282691666j,0.000011587751444647178+0.j,0.-5.9362857646626735e-6j,-3.0005033147219294e-6+0.j,0.+1.4969257062567707e-6j,7.37372440946919e-7+0.j,0.-3.5875599640901495e-7j,-1.724543973130889e-7+0.j,0.+8.192986270259028e-8j,3.8479233624426887e-8+0.j,0.-1.7870804356422983e-8j,-8.20931467660716e-9+0.j,0.+3.7309652472053e-9j,1.6779867331476433e-9+0.j,0.-7.46974643001002e-10j,-3.292046777042542e-10+0.j,0.+1.4366725204440786e-10j,6.209639492200352e-11+0.j,0.-2.658725618409119e-11j,-1.1278664055065024e-11+0.j,0.+4.741265156230116e-12j,1.975403593657824e-12+0.j,0.-8.158537582234281e-13j,-3.3406502128462797e-13+0.j,0.+1.3563657518866017e-13j,5.4615057025613347e-14+0.j,0.-2.181213707334728e-14j,-8.641571697394682e-15+0.j,0.+3.396662934159315e-15j,1.324744186941751e-15+0.j,0.-5.127248400523469e-16j,-1.9695213919835554e-16+0.j,0.+7.509494609130404e-17j,2.84238251690854e-17+0.j,0.-1.0681268707670543e-17j,-3.985446487824696e-18+0.j,0.+1.4766886968158836e-18j,5.433772967860716e-19+0.j,0.-1.9858943263071783e-19j,-7.209302898658418e-20+0.j,0.+2.5998732766586977e-20j,9.314747236690666e-21+0.j,0.-3.3157910603145136e-21j,-1.1728342751571212e-21+0.j,0.+4.1224447083266626e-22j,1.440045156171466e-22+0.j,0.-4.9995852765542086e-23j,-1.7252861337849783e-23+0.j,0.+5.918197380153702e-24j,2.0181341340863892e-24+0.j,0.-6.841845164098568e-25j,-2.306156254245645e-25+0.j,0.+7.729038010832043e-26j,2.5757971840618864e-26+0.j,0.-8.536405351432867e-27j,-2.8134717102742354e-27+0.j,0.+9.222329719997387e-28j,3.006734885040508e-28+0.j,0.-9.750598925205904e-29j
0.+0.08857071476672168j,0.19511802680988816+0.j,0.-0.2850550662430394j,-0.3076001414384717+0.j,0.+0.23823660384510734j,0.09469978729194889+0.j,0.+0.07102360519733737j,0.197877837482429+0.j,0.-0.24294883228666145j,-0.19724474225452962+0.j,0.+0.08490696884860724j,-0.050503320949302447+0.j,0.+0.16425407427639135j,0.22515628537201654+0.j,0.-0.2223056730883344j,-0.16370143790910657+0.j,0.+0.06953956356107496j,-0.03610276067543331+0.j,0.+0.13219096123072094j,0.2047385523737039+0.j,0.-0.24778948690766292j,-0.262182602601052+0.j,0.+0.2532129209823009j,0.22816544844487657+0.j,0.-0.1943415841321815j,-0.15782406355219414+0.j,0.+0.12294805374503627j,0.0922972775800386+0.j,0.-0.06700566299321561j,-0.04717599311829562+0.j,0.+0.03228712831469339j,0.02152211862013569+0.j,0.-0.01399623257348382j,-0.00889268907523494+0.j,0.+0.0055271072607113j,0.0033642546832836078+0.j,0.-0.0020074137268820597j,-0.0011752464671332655+0.j,0.+0.0006756393924643117j,0.00038169207877241274+0.j,0.-0.00021203836648785187j,-0.0001159007125143155+0.j,0.+0.00006236983646901643j,0.000033060404689425666+0.j,0.-0.00001727025742503801j,-8.89496289392444e-6+0.j,0.+4.518859465172394e-6j,2.265301202259698e-6+0.j,0.-1.120980523216498e-6j,-5.477699663410127e-7+0.j,0.+2.6440568582850774e-7j,1.2611079487918296e-7+0.j,0.-5.9452738952547424e-8j,-2.7710998756843005e-8+0.j,0.+1.2773492151034646e-8j,5.824451778484439e-9+0.j,0.-2.627809949822941e-9j,-1.173348519492965e-9+0.j,0.+5.186214264481079e-10j,2.2696358977118166e-10+0.j,0.-9.83631151567093e-11j,-4.222435914646964e-11+0.j,0.+1.79568227391908e-11j,7.566747855709248e-12+0.j,0.-3.159926933678293e-12j,-1.3079906958386163e-12+0.j,0.+5.367366427029896e-13j,2.1838028176598757e-13+0.j,0.-8.811004111087566e-14j,-3.525811987344659e-14+0.j,0.+1.3995050823921145e-14j,5.510984457389121e-15+0.j,0.-2.1531740538524633e-15j,-8.347921913841518e-16+0.j,0.+3.212027198900587e-16j,1.226682874774092e-16+0.j,0.-4.650361625925588e-17j,-1.750209638305761e-17+0.j,0.+6.540161804255302e-18j,2.426759749682636e-18+0.j,0.-8.942283404127284e-19j,-3.2726207109178583e-19+0.j,0.+1.1896235893067853e-19j,4.295661153107083e-20+0.j,0.-1.5409758638267877e-20j,-5.492180401476274e-21+0.j,0.+1.944973328026726e-21j,6.844444406289995e-22+0.j,0.-2.3936095746670864e-22j,-8.319418418482634e-23+0.j,0.+2.874023292343498e-23j,9.869100224151468e-24+0.j,0.-3.3688858776093136e-24j,-1.1432658836571434e-24+0.j,0.+3.857361998547725e-25j,1.2940321188873902e-25+0.j,0.-4.316580356591455e-26j,-1.4318669696868783e-26+0.j,0.+4.72346707408293e-27j,1.5496770200528483e-27+0.j
0.13968065581430944+0.j,0.-0.2634259896209123j,-0.31157748848571326+0.j,0.+0.23823660384510734j,0.06811145975729349+0.j,0.+0.1170100962846762j,0.22799102385351672+0.j,0.-0.21810831468803324j,-0.10330151077630503+0.j,0.-0.05335795978913674j,-0.17796858438491364+0.j,0.+0.22044866097656515j,0.17156295961627924+0.j,0.-0.05897001041730824j,0.07064115011307324+0.j,0.-0.1723273438617368j,-0.21773534215502807+0.j,0.+0.20029542722047203j,0.13188654828896657+0.j,0.-0.03477989903765437j,0.0670323226333091+0.j,0.-0.15428134475011498j,-0.21554266793466065+0.j,0.+0.24735439259564748j,0.252402069385592+0.j,0.-0.23695714654373023j,-0.20847847008979858+0.j,0.+0.17387077312863694j,0.1385242034028989+0.j,0.-0.10601925726531362j,-0.07827828572361405+0.j,0.+0.05594205298356775j,0.03880095230784921+0.j,0.-0.0261768810172172j,-0.01720988349084556+0.j,0.+0.011043797933708842j,0.006926967470247247+0.j,0.-0.004251885271642352j,-0.0025568341829525034+0.j,0.+0.0015077349285803293j,0.0008726207249364476+0.j,0.-0.0004960725082725836j,-0.0002772007337370759+0.j,0.+0.00015235519457279412j,0.00008241285733458922+0.j,0.-0.00004389838205607053j,-0.00002303780872875282+0.j,0.+0.000011917371206125467j,6.079388560395328e-6+0.j,0.-3.059569906518649e-6j,-1.5196776746390514e-6+0.j,0.+7.452338125205749e-7j,3.6093885433824755e-7+0.j,0.-1.7270954007612414e-7j,-8.16722447299855e-8+0.j,0.+3.81799110897442e-8j,1.764890910629074e-8+0.j,0.-8.0693329583885e-9j,-3.6500848985197907e-9+0.j,0.+1.63386991464707e-9j,7.239024193021292e-10+0.j,0.-3.1753021838799387e-10j,-1.379186183024312e-10+0.j,0.+5.933077330283397e-11j,2.528362115667164e-11+0.j,0.-1.0675302873101316e-11j,-4.466621527425202e-12+0.j,0.+1.8522922416958584e-12j,7.614508189406809e-13+0.j,0.-3.103445834477837e-13j,-1.2542436944590308e-13+0.j,0.+5.027108605210033e-14j,1.998545863600252e-14+0.j,0.-7.881852584652274e-15j,-3.084023469035248e-15+0.j,0.+1.1973942622094378e-15j,4.613600303620823e-16+0.j,0.-1.764320656637471e-16j,-6.697298727050341e-17+0.j,0.+2.523798759890305e-17j,9.44255460532639e-18+0.j,0.-3.5079181063701455e-18j,-1.2941321770876105e-18+0.j,0.+4.741545086191775e-19j,1.7254992752721512e-19+0.j,0.-6.237402129112586e-20j,-2.2398868075385855e-20+0.j,0.+7.991347010716857e-21j,2.832844225308142e-21+0.j,0.-9.978617927390667e-22j,-3.492998126511258e-22+0.j,0.+1.2151808629939415e-22j,4.2017632497371733e-23+0.j,0.-1.444118925498279e-23j,-4.933860806921379e-24+0.j,0.+1.6757700634102166e-24j,5.658689475055799e-25+0.j,0.-1.899856386008687e-25j,-6.342464412824523e-26+0.j,0.+2.1055030171158636e-26j
0.-0.19702773958015649j,-0.3091106865744535+0.j,0.+0.272893057592688j,0.09469978729194889+0.j,0.+0.1170100962846762j,0.2331610483680053+0.j,0.-0.19341654351976462j,-0.037891924866772925+0.j,0.-0.1301747939326349j,-0.21385804512381107+0.j,0.+0.17557555316540083j,0.04698566840762346+0.j,0.+0.09951800211622232j,0.19345630929221083+0.j,0.-0.198319177339096j,-0.12072374255762257+0.j,0.-0.0011400815344289308j,-0.1189557113676118+0.j,0.+0.1940001581800903j,0.20803512958147216+0.j,0.-0.1641128120932711j,-0.0802474838523513+0.j,0.-0.01958773160205361j,-0.11337967401093442+0.j,0.+0.18589843185416202j,0.23014626212567535+0.j,0.-0.24627434769998055j,-0.2392052846544588+0.j,0.+0.21605685053668508j,0.18406409239035984+0.j,0.-0.14927698010268456j,-0.11600181995301131+0.j,0.+0.08679242954635567j,0.06275742870489051+0.j,0.-0.04398540643456926j,-0.029955148505667606+0.j,0.+0.019862726486609285j,0.012845855742872433+0.j,0.-0.008115074525439173j,-0.005014100902389859+0.j,0.+0.0030336357678742874j,0.001799066174497568+0.j,0.-0.0010467468645605999j,-0.000598006206361592+0.j,0.+0.00033571038706507684j,0.0001853173350414213+0.j,0.-0.00010065420787323879j,-0.00005382243453586281+0.j,0.+0.000028349290820019182j,0.000014715794106890551+0.j,0.-7.531615268681696e-6j,-3.8022653738400234e-6+0.j,0.+1.8941814543869503e-6j,9.315148574005343e-7+0.j,0.-4.523779850663029e-7j,-2.1702119255411824e-7+0.j,0.+1.0287960253721292e-7j,4.820730918515512e-8+0.j,0.-2.2334499368856892e-8j,-1.0233784249386287e-8+0.j,0.+4.638784682767413e-9j,2.0805874930292507e-9+0.j,0.-9.235969980903597e-10j,-4.058730017029391e-10+0.j,0.+1.766042003014051e-10j,7.610325305476615e-11+0.j,0.-3.248487036334912e-11j,-1.3737752815494567e-11+0.j,0.+5.756845325457632e-12j,2.3909050502523227e-12+0.j,0.-9.842846897681737e-13j,-4.0172492973888506e-13+0.j,0.+1.625746998315742e-13j,6.524651588273966e-14+0.j,0.-2.5971896726764247e-14j,-1.0255376852737827e-14+0.j,0.+4.0175269262888924e-15j,1.5616397426285945e-15+0.j,0.-6.023815061866887e-16j,-2.306127006610592e-16+0.j,0.+8.763267451661463e-17j,3.305742537827002e-17+0.j,0.-1.2380536426273882e-17j,-4.603872673163652e-18+0.j,0.+1.7000633911663204e-18j,6.234593695311047e-19+0.j,0.-2.2708813262194383e-19j,-8.216082392401416e-20+0.j,0.+2.9529689247744763e-20j,1.0544240423138563e-20+0.j,0.-3.740861214121567e-21j,-1.3187555568720506e-21+0.j,0.+4.6198618926440415e-22j,1.608423150318734e-22+0.j,0.-5.565600509992074e-23j,-1.9142428913057848e-23+0.j,0.+6.544665252474616e-24j,2.224408311587062e-24+0.j,0.-7.51638104626672e-25j,-2.52522497633663e-25+0.j
-0.2537043194191523+0.j,0.+0.31759257031771926j,0.17292775509196204+0.j,0.+0.07102360519733737j,0.22799102385351672+0.j,0.-0.19341654351976462j,-0.015893286024961987+0.j,0.-0.16012190896962222j,-0.2113744238875325+0.j,0.+0.11594508354840599j,-0.05000830631236278+0.j,0.+0.17722895711706688j,0.1945929081007798+0.j,0.-0.10261900633860466j,0.04014214425343933+0.j,0.-0.15811927487750607j,-0.19860908103010017+0.j,0.+0.15125521470681885j,0.04376849446400323+0.j,0.+0.07734773985336671j,0.16849729007414127+0.j,0.-0.2036956537105894j,-0.17888452948587327+0.j,0.+0.10764360527125341j,0.01261423071961801+0.j,0.+0.08311393941422025j,0.1619705468506719+0.j,0.-0.2144122166142374j,-0.23853517061578464+0.j,0.+0.23798602241645153j,0.2193621446077087+0.j,0.-0.18994043994119805j,-0.15613577296987555+0.j,0.+0.12273619273494797j,0.09275440707112557+0.j,0.-0.067662866618312j,-0.04779843293404311+0.j,0.+0.03278359263151499j,0.021878588436820858+0.j,0.-0.014233015193315917j,-0.009040067890473059+0.j,0.+0.005613537920503082j,0.0034120298521359733+0.j,0.-0.0020321799742490216j,-0.001187128340387112+0.j,0.+0.000680755434064159j,0.0003835122829363134+0.j,0.-0.00021240704872658284j,-0.00011572864633636364+0.j,0.+0.00006206593850135951j,0.000032782694772508363+0.j,0.-0.000017062226229778204j,-8.754508520980837e-6+0.j,0.+4.4302098995420435e-6j,2.2120364996529228e-6+0.j,0.-1.090193320188387e-6j,-5.305369650208053e-7+0.j,0.+2.5502171020092355e-7j,1.2112342142172747e-7+0.j,0.-5.685923683402057e-8j,-2.6388899708218015e-8+0.j,0.+1.2111777879634916e-8j,5.498876110467724e-9+0.j,0.-2.4701707624851058e-9j,-1.0981698843854972e-9+0.j,0.+4.832806319165196e-10j,2.1057653673864626e-10+0.j,0.-9.08637453986143e-11j,-3.883532027940311e-11+0.j,0.+1.6443744625875302e-11j,6.899073518536998e-12+0.j,0.-2.8686169147861683e-12j,-1.1822753862976916e-12+0.j,0.+4.830575439081628e-13j,1.9569531609565763e-13+0.j,0.-7.861910476771404e-14j,-3.132595355689196e-14+0.j,0.+1.2381386969357135e-14j,4.854910878848197e-15+0.j,0.-1.888845356802771e-15j,-7.292376183443193e-16+0.j,0.+2.794163521013907e-16j,1.0626629916149306e-16+0.j,0.-4.011895066550359e-17j,-1.503701419068873e-17+0.j,0.+5.596003780095822e-18j,2.0679672568460992e-18+0.j,0.-7.589308150349002e-19j,-2.766278633322025e-19+0.j,0.+1.0015346795413247e-19j,3.6020718175412174e-20+0.j,0.-1.2870455378240583e-20j,-4.569076536905903e-21+0.j,0.+1.611731573245152e-21j,5.6496633062368325e-22+0.j,0.-1.9681258569700912e-22j,-6.81424259353446e-23+0.j,0.+2.345037810138193e-23j,8.021986441789674e-24+0.j,0.-2.7280058328337675e-24j
0.+0.30245094998784366j,0.28272344046970865+0.j,0.-0.03639364442780259j,0.197877837482429+0.j,0.-0.21810831468803324j,-0.037891924866772925+0.j,0.-0.16012190896962222j,-0.2067809445110526+0.j,0.+0.08081028691629812j,-0.10145334993204445+0.j,0.+0.19819776012192403j,0.14859291738440794+0.j,0.+0.00006527522096462846j,0.14284925861977713+0.j,0.-0.1929802278017043j,-0.12973815694807808+0.j,0.-0.0022841356247422402j,-0.12919257664056352+0.j,0.+0.19036978642679192j,0.16431828481897498+0.j,0.-0.07013073858013737j,0.04901222496186224+0.j,0.-0.14785847772206143j,-0.19592954837513946+0.j,0.+0.18427930356952027j,0.12292206861625599+0.j,0.-0.03291030072533148j,0.06249455840045468+0.j,0.-0.1444572252777773j,-0.20180217298294897+0.j,0.+0.2311675874284717j,0.23519394509797667+0.j,0.-0.21997411478525908j,-0.19268966032011656+0.j,0.+0.15992119835713406j,0.12674158091444646+0.j,0.-0.0964625566158354j,-0.07080923706963654+0.j,0.+0.05030112896375875j,0.034674203833466526+0.j,0.-0.023246391559302807j,-0.015186231246904039+0.j,0.+0.00968268786748828j,0.006034001545867829+0.j,0.-0.0036797221988338993j,-0.0021983642351155047+0.j,0.+0.001287902633317086j,0.0007405358389403877+0.j,0.-0.00041824752162547454j,-0.00023219795855907206+0.j,0.+0.00012679665146262832j,0.0000681466995644731+0.j,0.-0.000036067194158891966j,-0.000018807677724679485+0.j,0.+9.667675944221566e-6j,4.900807481328797e-6+0.j,0.-2.4510582659863256e-6j,-1.20990247584249e-6+0.j,0.+5.896818485223997e-7j,2.838613975695283e-7+0.j,0.-1.3500754943179706e-7j,-6.346102092913071e-8+0.j,0.+2.9490376831458707e-8j,1.3551840101323831e-8+0.j,0.-6.159922585929758e-9j,-2.770256937926722e-9+0.j,0.+1.232923875631886e-9j,5.431536449598556e-10+0.j,0.-2.3690471930776425e-10j,-1.0232447172587364e-10+0.j,0.+4.377502796706706e-11j,1.855227599748995e-11+0.j,0.-7.790604198504691e-12j,-3.2420852261387337e-12+0.j,0.+1.3373042945180112e-12j,5.468383419235922e-13+0.j,0.-2.2170644846693707e-13j,-8.913609321433343e-14+0.j,0.+3.5542475620708433e-14j,1.4057925820068686e-14+0.j,0.-5.5161097623189115e-15j,-2.147529928309022e-15+0.j,0.+8.296500259396788e-16j,3.180921366542755e-16+0.j,0.-1.2104990265688667e-16j,-4.5727668454544967e-17+0.j,0.+1.7149237961586123e-17j,6.385697370431377e-18+0.j,0.-2.3611020539673114e-18j,-8.669777485428366e-19+0.j,0.+3.161771483661774e-19j,1.1453116763978327e-19+0.j,0.-4.1212386367449175e-20j,-1.4732680300626745e-20+0.j,0.+5.232674108418745e-21j,1.846675122360933e-21+0.j,0.-6.47616910774349e-22j,-2.2570530797441766e-22+0.j,0.+7.817995323995979e-23j,2.6916112963936686e-23+0.j
0.3372764911810431+0.j,0.-0.20834491003599712j,0.10077755048966722+0.j,0.-0.24294883228666145j,-0.10330151077630503+0.j,0.-0.1301747939326349j,-0.2113744238875325+0.j,0.+0.08081028691629812j,-0.11666580344914548+0.j,0.+0.1988473905328732j,0.10759083405635592+0.j,0.+0.06670491076467065j,0.18206120479051738+0.j,0.-0.15921434467902734j,-0.0262290188267865+0.j,0.-0.11957227716831728j,-0.18602460222465655+0.j,0.+0.14073871055393086j,0.01850094135483436+0.j,0.+0.11014092480318848j,0.18160411836325388+0.j,0.-0.16828049243002952j,-0.08360597717913226+0.j,0.-0.032216502813121675j,-0.1338618941873171+0.j,0.+0.18868700324951942j,0.18490117221135755+0.j,0.-0.13015054153337877j,-0.04417405660600534+0.j,0.-0.049999794338713016j,-0.13300298087787205+0.j,0.+0.19277863387477195j,0.22508498210982864+0.j,0.-0.2318927383772117j,-0.2189046781983636+0.j,0.+0.19316401758433072j,0.16128981158865888+0.j,0.-0.12848804595914048j,-0.09823213071521274+0.j,0.+0.07239514042891348j,0.051610792852762884+0.j,0.-0.03569141602520718j,-0.02399843169565277+0.j,0.+0.015719605129897157j,0.01004756627151892+0.j,0.-0.006275733854451942j,-0.0038352948057737406+0.j,0.+0.0022958654134739216j,0.0013475285489925111+0.j,0.-0.0007761755463040336j,-0.0004390983172150472+0.j,0.+0.00024415243969714645j,0.00013352054488582625+0.j,0.-0.00007186034582992076j,-0.00003808292514048361+0.j,0.+0.000019883752030497817j,0.000010233033854558485+0.j,0.-5.193319223961948e-6j,-2.60018168967364e-6+0.j,0.+1.2848496646261597e-6j,6.268335369790012e-7+0.j,0.-3.0203357708825513e-7j,-1.4378197601881162e-7+0.j,0.+6.76449057742618e-8j,3.146118879318236e-8+0.j,0.-1.4469244298059916e-8j,-6.582069075202757e-9+0.j,0.+2.962336664535077e-9j,1.3193684102780327e-9+0.j,0.-5.816435143562606e-10j,-2.538643907877386e-10+0.j,0.+1.0972144819426531e-10j,4.6969179141118775e-11+0.j,0.-1.9918163902852297e-11j,-8.369129836173801e-12+0.j,0.+3.4848377112870667e-12j,1.4382342558209035e-12+0.j,0.-5.88426550119972e-13j,-2.386923682603775e-13+0.j,0.+9.601388011490698e-14j,3.8303805711466804e-14+0.j,0.-1.5157347753788916e-14j,-5.950270864877285e-15+0.j,0.+2.3176045373927753e-15j,8.957482036482365e-16+0.j,0.-3.4358145365935287e-16j,-1.3080431024288008e-16+0.j,0.+4.9432521469615097e-17j,1.854599240650365e-17+0.j,0.-6.90845220206482e-18j,-2.5553485862820398e-18+0.j,0.+9.38646939766003e-19j,3.424363231806986e-19+0.j,0.-1.2408643703615937e-19j,-4.466589637170574e-20+0.j,0.+1.597254928322773e-20j,5.674883885421352e-21+0.j,0.-2.0033709308054638e-21j,-7.027866387876611e-22+0.j,0.+2.450070102283426e-22j
