2.2711010683240804e-14+0.j,0.-1.8002233719422006e-13j,-1.0090236187290294e-12+0.j,0.+4.617752359875774e-12j,1.830166398148024e-11+0.j,0.-6.487770960390687e-11j,-2.0994707019034875e-10+0.j,0.+6.290001262461825e-10j,1.7627700913615218e-9+0.j,0.-4.657623214997702e-9j,-1.1674930043290977e-8+0.j,0.+2.790280593256817e-8j,6.384798410594696e-8+0.j,0.-1.4036713887623213e-7j,-2.973660363247126e-7+0.j,0.+6.086052140145281e-7j,1.2060508290845638e-6+0.j,0.-2.3186280475146177e-6j,-4.331963280137793e-6+0.j,0.+7.87767211067795e-6j,0.000013962810268742072+0.j,0.-0.000024152001308046945j,-0.00004081611992519933+0.j,0.+0.00006746177028761078j,0.00010915460108108788+0.j,0.-0.00017304616404958817j,-0.0002690080255215561+0.j,0.+0.0004103678122164541j,0.0006147297160600842+0.j,0.-0.0009048469829865647j,-0.0013094968241446818+0.j,0.+0.001864290286388125j,0.0026123326700053426+0.j,0.-0.0036046362511860785j,-0.0049001787392194155+0.j,0.+0.0065655004233636394j,0.008673742350120318+0.j,0.-0.011303048461090509j,-0.014534286792038217+0.j,0.+0.0184480877684485j,0.023121249206633564+0.j,0.-0.028622614441771856j,-0.03500858757511962+0.j,0.+0.04231850295596081j,0.05057010924084858+0.j,0.-0.05975545657643652j,-0.06983748441009059+0.j,0.+0.08074759435589242j,0.09238445648598637+0.j,0.-0.10461423950440034j,-0.11727237870646384+0.j,0.+0.13016690552406873j,0.14308326535781934+0.j,0.-0.15579045372879652j,-0.16804821216035412+0.j,0.+0.17961495171088526j,0.19025601961587385+0.j,0.-0.19975189722168377j,-0.20790591736450564+0.j,0.+0.21455111637563187j,0.21955588760691727+0.j,0.-0.22282817549020376j,-0.22431803592955027+0.j,0.+0.22401848362868704j,0.22196464283346898+0.j,0.-0.21823130827861015j,-0.21292910205823565+0.j,0.+0.20619947512636616j,0.19820884612868248+0.j,0.-0.18914219385704298j,-0.1791964229839266+0.j,0.+0.16857380748356363j,0.15747578504335488+0.j,0.-0.14609733239321337j,-0.1346220998640552+0.j,0.+0.12321842775528032j,0.1120363111455641+0.j,0.-0.1012053270379732j,-0.0908334909388296+0.j,0.+0.08100697110616029j,0.07179055894365093+0.j,0.-0.06322877377150544j,-0.05534746921527337+0.j,0.+0.048155805909496j,0.04164845990637975+0.j,0.-0.03580794665394414j,-0.030606955098212946+0.j,0.+0.026010603824913797j,0.021978549758748554+0.j,0.-0.018466898545015476j,-0.015429883345892735+0.j,0.+0.01282129464284849j,0.010595657249767278+0.j,0.-0.008709161842305593j,-0.007120366831995272+0.j,0.+0.0057906924545391225j,0.004684732717239113+0.j,0.-0.0037704126577674133j,-0.003019018546997387+0.j,0.+0.0024051275771056068j
0.-1.8002233719422006e-13j,-1.404263875678132e-12+0.j,0.+7.743591673285757e-12j,3.4855647789284784e-11+0.j,0.-1.3583546417907515e-10j,-4.733394301946904e-10+0.j,0.+1.5052606244655938e-9j,4.4303990048879596e-9+0.j,0.-1.2193788626449643e-8j,-3.163106018584317e-8+0.j,0.+7.781444003416249e-8j,1.8245454245745688e-7+0.j,0.-4.094427615105442e-7j,-8.824346458610475e-7+0.j,0.+1.8319121162566913e-6j,3.672509609924935e-6+0.j,0.-7.125527490364316e-6j,-0.000013406288709239824+0.j,0.+0.000024500870948112468j,0.000043560995670429374+0.j,0.-0.0000754483534909378j,-0.0001274589371811801+0.j,0.+0.00021025235699726627j,0.0003389989168548452+0.j,0.-0.000534736991548945j,-0.0008259041660420421+0.j,0.+0.0012499679344081284j,0.0018550372008913044+0.j,0.-0.0027012877742402645j,-0.003861988662827614+0.j,0.+0.005423877981799651j,0.0074866154146957286+0.j,0.-0.010161040334078362j,-0.01356599782808827+0.j,0.+0.01782356374151221j,0.023052605728051505+0.j,0.-0.029360757117084482j,-0.03683504605923461+0.j,0.+0.045531600978455745j,0.055465027758220306+0.j,0.-0.06659820462482437j,-0.07883334709713204+0.j,0.+0.09200523926657657j,0.10587749507186972+0.j,0.-0.12014259680541237j,-0.13442625878421963+0.j,0.+0.14829639192358904j,0.16127661857697848+0.j,0.-0.17286393247733275j,-0.18254974689026737+0.j,0.+0.1898432579426777j,0.19429580063970497+0.j,0.-0.1955247183754983j,-0.19323522081751202+0.j,0.+0.18723877784137635j,0.1774667855651326+0.j,0.-0.16397853046674815j,-0.146962845601092+0.j,0.+0.12673326854295158j,0.10371693940565972+0.j,0.-0.07843788413917742j,-0.05149568116680152+0.j,0.+0.023540781928346785j,-0.004752070300358774+0.j,0.+0.032710812938974376j,0.05969195894672129+0.j,0.-0.08510408426507422j,-0.10842779870393439+0.j,0.+0.1292313708082589j,0.14718149100855363+0.j,0.-0.16204897962039205j,-0.1737095531580575+0.j,0.+0.18214003367623074j,0.18741060604434398+0.j,0.-0.18967388738917565j,-0.18915166734957897+0.j,0.+0.18612020856187186j,0.18089496977162028+0.j,0.-0.17381553844847616j,-0.16523144730493367+0.j,0.+0.15548941223539342j,0.14492238032735466+0.j,0.-0.13384062712451741j,-0.1225250018608661+0.j,0.+0.11122229536331697j,0.10014260279505675+0.j,0.-0.08945847510104313j,-0.0793055995289032+0.j,0.+0.06978471976452164j,0.060964497522839035+0.j,0.-0.05288502643719029j,-0.04556173187206886+0.j,0.+0.03898942280754653j,0.03314630036218404+0.j,0.-0.027997768407417762j,-0.023499932216823803+0.j,0.+0.01960270896357833j,0.016252507551972082+0.j,0.-0.013394463775917501j,-0.01097423970540808+0.j
-1.0090236187290294e-12+0.j,0.+7.743591673285757e-12j,4.199849943646069e-11+0.j,0.-1.8588167551279382e-10j,-7.120632537701455e-10+0.j,0.+2.438288621699995e-9j,7.617124636196412e-9+0.j,0.-2.201626274025932e-8j,-5.948528013608731e-8+0.j,0.+1.5142488262865148e-7j,3.6542005212447173e-7+0.j,0.-8.401650699269144e-7j,-1.8480025516105758e-6+0.j,0.+3.902160123775594e-6j,7.933148699616023e-6+0.j,0.-0.000015567486158562177j,-0.000029551093199091262+0.j,0.+0.00005436782644892799j,0.00009710830033055+0.j,0.-0.00016864224213156498j,-0.00028513539514510284+0.j,0.+0.0004699256158036394j,0.0007557291433891844+0.j,0.-0.0011870855188971647j,-0.0018228694453080714+0.j,0.+0.0027386048318743432j,0.004028219473852722+0.j,0.-0.005804791765876304j,-0.008199780602124394+0.j,0.+0.011360215141848108j,0.015443370672428009+0.j,0.-0.02060858467173407j,-0.027006080163191563+0.j,0.+0.03476295771555421j,0.04396687625397663+0.j,0.-0.05464833605628682j,-0.06676286274210114+0.j,0.+0.08017471821372456j,0.09464398019990981+0.j,0.-0.10981888755070268j,-0.125235207067427+0.j,0.+0.14032402184553885j,0.15442877759241594+0.j,0.-0.16683168561952738j,-0.17678872831385253+0.j,0.+0.18357162487022663j,0.18651428471687068+0.j,0.-0.18506059847882514j,-0.1788099772573186+0.j,0.+0.16755691573455425j,0.15132105880972882+0.j,0.-0.13036479541514043j,-0.10519625021236993+0.j,0.+0.07655662347347235j,0.04539204436684354+0.j,0.-0.012811339691944854j,0.019967738214779058+0.j,0.-0.051680341992329556j,-0.08108028707869239+0.j,0.+0.10700530419681467j,0.12843742144582987+0.j,0.-0.14455453324841244j,-0.1547699425046533+0.j,0.+0.15875762318216619j,0.1564620501317164+0.j,0.-0.14809258034578673j,-0.13410344712131775+0.j,0.+0.11516135974201872j,0.09210341995674601+0.j,0.-0.06588853050118827j,-0.03754566399637019+0.j,0.+0.00812229157344246j,-0.02136403003864828+0.j,0.+0.04996839953260644j,0.0768537394306518+0.j,0.-0.10131717002257848j,-0.12280705271122465+0.j,0.+0.1409308069277886j,0.15545415786694267+0.j,0.-0.16629290913645695j,-0.17349863931707651+0.j,0.+0.17723989135494506j,0.17778046659039803+0.j,0.-0.1754563675402987j,-0.17065277755319058+0.j,0.+0.1637822463911786j,0.15526499431848081+0.j,0.-0.14551197734349375j,-0.13491109350418834+0.j,0.+0.12381667082609468j,0.11254217336613596+0.j,0.-0.1013558993975274j,-0.09047932779032178+0.j,0.+0.08008769386883864j,0.07031234056196442+0.j,0.-0.06124438867754228j,-0.05293929473739218+0.j,0.+0.0454219087914331j,0.03869170105142563+0.j,0.-0.03272788882796539j
0.+4.617752359875774e-12j,3.4855647789284784e-11+0.j,0.-1.8588167551279382e-10j,-8.086808402979801e-10+0.j,0.+3.0440885963118576e-9j,1.0239451285401435e-8+0.j,0.-3.141117615791788e-8j,-8.912111125849542e-8+0.j,0.+2.3627937046057365e-7j,5.899578100389788e-7+0.j,0.-1.3958661034998039e-6j,-3.1452524860689913e-6+0.j,0.+6.776972529141341e-6j,0.000014011140673997623+0.j,0.-0.00002787607796019683j,-0.00005350485822534466+0.j,0.+0.00009928771333633525j,0.00017846630213731038+0.j,0.-0.0003112384464302052j,-0.0005273999653054846+0.j,0.+0.000869477239948876j,0.0013961966356798206+0.j,0.-0.002185996713448501j,-0.003340125595070824+0.j,0.+0.004984697228686438j,0.00727093413973391+0.j,0.-0.010372735514847782j,-0.014480716637973748+0.j,0.+0.019792004708931225j,0.0264953726711725+0.j,0.-0.0347517543539212j,-0.04467079324635874+0.j,0.+0.0562847863480055j,0.06952211716773672+0.j,0.-0.08418292748491726j,-0.09992024231205025+0.j,0.+0.11622992554648753j,0.1324526149250561+0.j,0.-0.14779011320071495j,-0.1613376013652786+0.j,0.+0.17213155569585398j,0.17921152282068004+0.j,0.-0.1816921182808458j,-0.17883998012298397+0.j,0.+0.17014915249474893j,0.15540769367463608+0.j,0.-0.13474834317527865j,-0.10867690973185205+0.j,0.+0.07807362874565893j,0.04416496036453446+0.j,0.-0.008465948340738213j,0.0273039372650289+0.j,0.-0.06132589653847772j,-0.0918000497107646+0.j,0.+0.11706754436334552j,0.13572658786467878+0.j,0.-0.14673279233567418j,-0.1494754666756044+0.j,0.+0.14382353590195773j,0.13013739718735506+0.j,0.-0.10924596083074757j,-0.08239107385710914+0.j,0.+0.05114419423841315j,0.017302326413097483+0.j,0.+0.017228338033768477j,0.05055200637982327+0.j,0.-0.08089722553202706j,-0.10671725125754743+0.j,0.+0.12677047487163537j,0.14017651326339786+0.j,0.-0.14644575414220976j,-0.14548233068069005+0.j,0.+0.1375624867591478j,0.12329193241448709+0.j,0.-0.10354697459245546j,-0.07940489014791145+0.j,0.+0.05206918732168694j,0.02279512477750598+0.j,0.+0.007179795552019602j,0.03669657117794947+0.j,0.-0.06472397283358473j,-0.0903947816692203+0.j,0.+0.11302851207792454j,0.13214110666876414+0.j,0.-0.1474428731173019j,-0.1588265033792534+0.j,0.+0.1663473654570958j,0.17019839748794807+0.j,0.-0.17068188934647935j,-0.16818024424178413+0.j,0.+0.16312751301915032j,0.15598312877098355+0.j,0.-0.14720887764590307j,-0.13724975655165295+0.j,0.+0.12651901573359287j,0.11538738213941696+0.j,0.-0.10417621861248605j,-0.09315419804428324+0.j,0.+0.08253695880713129j,0.07248915201915586+0.j
1.830166398148024e-11+0.j,0.-1.3583546417907515e-10j,-7.120632537701455e-10+0.j,0.+3.0440885963118576e-9j,1.1256038589795969e-8+0.j,0.-3.7178902276495834e-8j,-1.1195205646892766e-7+0.j,0.+3.1166305279283124e-7j,8.104161945720292e-7+0.j,0.-1.9837768372724872e-6j,-4.59946903023965e-6+0.j,0.+0.00001015088297445828j,0.000021411623111368125+0.j,0.-0.00004331337533073766j,-0.0000842695767298454+0.j,0.+0.00015807547231033712j,0.00028649998813208864+0.j,0.-0.0005026335022577261j,-0.0008549556334375774+0.j,0.+0.0014119302115847632j,0.002266720705982427+0.j,0.-0.0035413616054620163j,-0.005389449094984906+0.j,0.+0.007996174974269563j,0.011574383212020463+0.j,0.-0.01635534868338675j,-0.022573228286568034+0.j,0.+0.030442662152393378j,0.04012981750718002+0.j,0.-0.05171823015731361j,-0.06517201026305924+0.j,0.+0.08030018456021533j,0.09672694687104318+0.j,0.-0.11387316414669105j,-0.1309544340769236+0.j,0.+0.14700016625092774j,0.16089650978095785+0.j,0.-0.1714535463650097j,-0.17749421287773903+0.j,0.+0.17795923906051814j,0.17201940092619816+0.j,0.-0.15918405228917j,-0.13939362735852034+0.j,0.+0.11308392713630967j,0.08121166916441483+0.j,0.-0.04523394766032294j,-0.0070386566048513625+0.j,0.-0.031171886433294292j,-0.06703651449946571+0.j,0.+0.09821750759935703j,0.12259339066401888+0.j,0.-0.13844392197217295j,-0.14460885396999854+0.j,0.+0.14060401001087758j,0.12668207400869855+0.j,0.-0.10383081799728144j,-0.07370769125243058+0.j,0.+0.03851605321816223j,0.000834126331189634+0.j,0.+0.03658767190634158j,0.07104247331170258+0.j,0.-0.10007632298927757j,-0.1216728010104179+0.j,0.+0.13439744585431657j,0.13749084807400833+0.j,0.-0.13090449593237716j,-0.1152789616211323+0.j,0.+0.09186923041184047j,0.06242638457878385+0.j,0.-0.029048075658966162j,0.005987971521733247+0.j,0.-0.04039283651788981j,-0.07202409650374157+0.j,0.+0.0990209197297375j,0.11990810172903929+0.j,0.-0.13366398372381663j,-0.1397506603014899+0.j,0.+0.1381080919311013j,0.12911642517907038+0.j,0.-0.11353281290664557j,-0.0924102329507518+0.j,0.+0.0670062279996156j,0.03868920607992871+0.j,0.-0.008849079278430929j,0.021182259861571774+0.j,0.-0.050196645381674065j,-0.07715914525542886+0.j,0.+0.10124051127771382j,0.12183305462030533+0.j,0.-0.13855150891771698j,-0.15122121853181103+0.j,0.+0.15985645526904857j,0.16463184284087506+0.j,0.-0.16584979573648562j,-0.16390661154755742+0.j,0.+0.1592594520990345j,0.15239596700597013+0.j,0.-0.14380780572609408j,-0.13396877403006038+0.j,0.+0.12331795057258638j
0.-6.487770960390687e-11j,-4.733394301946904e-10+0.j,0.+2.438288621699995e-9j,1.0239451285401435e-8+0.j,0.-3.7178902276495834e-8j,-1.2053973843503381e-7+0.j,0.+3.561322603300512e-7j,9.723532966247954e-7+0.j,0.-2.4786245660721145e-6j,-5.945018368443717e-6+0.j,0.+0.000013499209081545496j,0.000029161828183638304+0.j,0.-0.00006017654739201302j,-0.00011901671293470865+0.j,0.+0.00022625073207099394j,0.0004144037708319145+0.j,0.-0.0007328420131691709j,-0.0012535094978221308+0.j,0.+0.0020770587924145187j,0.0033385469348561083+0.j,0.-0.005211455265322118j,-0.007908404935223564+0.j,0.+0.011676676832573259j,0.01678662170318526+0.j,0.-0.023511378563340582j,-0.03209709385383264+0.j,0.+0.042724077532343245j,0.05546098519324088+0.j,0.-0.07021601191207098j,-0.08669095382021892+0.j,0.+0.10434548683878735j,0.12237974582951847+0.j,0.-0.13974291514209422j,-0.15517383077664818+0.j,0.+0.16727649970833258j,0.174629155861675+0.j,0.-0.17592043938801669j,-0.17010117046330472+0.j,0.+0.15653579389437244j,0.1351347181531475+0.j,0.-0.10644816034624079j,-0.0717041725907075+0.j,0.+0.03277832846509795j,-0.00791027445555934+0.j,0.+0.04757326823938876j,0.08328483804884829+0.j,0.-0.11224996837144847j,-0.13208157280702254+0.j,0.+0.14105569893090686j,0.1383145143880076+0.j,0.-0.1239912246371405j,-0.09923903355055107+0.j,0.+0.06615680713832366j,0.027615919916033616+0.j,0.+0.012995667917002941j,0.0520862407469817+0.j,0.-0.08619741735919213j,-0.11232995501844344+0.j,0.+0.12822404945281415j,0.1325652379754368+0.j,0.-0.12509559745347146j,-0.10662063664232464+0.j,0.+0.0789137511906604j,0.04453094198619722+0.j,0.-0.006557446373926548j,0.03168594680550292+0.j,0.-0.06694637324760241j,-0.09632234476266194+0.j,0.+0.1175012101261487j,0.12893097898390715+0.j,0.-0.1299147532265573j,-0.12062447163172786+0.j,0.+0.10203873695046624j,0.0758163346654283+0.j,0.-0.044122069100520994j,-0.00942440428538884+0.j,0.-0.02571495222964113j,-0.058840753967413166+0.j,0.+0.08777744623701668j,0.11076429644302507+0.j,0.-0.12654550511329787j,-0.13441311914491774+0.j,0.+0.13420487706608475j,0.12626264055306058+0.j,0.-0.1113595880011092j,-0.09060578002003078+0.j,0.+0.06534208966295034j,0.037031955005224236+0.j,0.-0.007159157573333522j,0.022861909488885758+0.j,0.-0.05175900674541412j,-0.07845538707581502+0.j,0.+0.10210311291658025j,0.12209733950565699+0.j,0.-0.13807376868430432j,-0.14989229758189668+0.j,0.+0.1576103181200305j,0.16144920823317663+0.j,0.-0.1617573571062962j,-0.15897265881157358+0.j
-2.0994707019034875e-10+0.j,0.+1.5052606244655938e-9j,7.617124636196412e-9+0.j,0.-3.141117615791788e-8j,-1.1195205646892766e-7+0.j,0.+3.561322603300512e-7j,1.0319196364880664e-6+0.j,0.-2.7619104558866128e-6j,-6.898159266530417e-6+0.j,0.+0.00001620265346591454j,0.000036009037874933394+0.j,0.-0.00007609091992963443j,-0.00015349285331988583+0.j,0.+0.0002965657437141384j,0.000550356108210187+0.j,0.-0.0009832946817009748j,-0.0016947898802822825+0.j,0.+0.0028228539491700127j,0.004550309817424705+0.j,0.-0.007107528854886799j,-0.010769169423755722+0.j,0.+0.015842199870688557j,0.022642787989577577+0.j,0.-0.03146058375932977j,-0.042510593024443884+0.j,0.+0.055875181382560264j,0.07144153108753067+0.j,0.-0.0888426884825952j,-0.10741262570278381+0.j,0.+0.12616686888632817j,0.14381963606440964+0.j,0.-0.15884569132965398j,-0.16959019176781784+0.j,0.+0.17442303222438188j,0.1719263751674353+0.j,0.-0.16109636050505077j,-0.14153381336587212+0.j,0.+0.11359548179398264j,0.07847803136507653+0.j,0.-0.03821225026520279j,0.004445497814141069+0.j,0.-0.04622456032516225j,-0.08363932211050547+0.j,0.+0.1133476423078799j,0.13252802610820896+0.j,0.-0.13922857205296296j,-0.1326404710706619+0.j,0.+0.1132554217834021j,0.08287923038998116+0.j,0.-0.044491506389429794j,-0.001961347234564182+0.j,0.-0.040351634656504466j,-0.07806551925511561+0.j,0.+0.10725783529470333j,0.12490230237913588+0.j,0.-0.12920698596594316j,-0.11981247130748414+0.j,0.+0.0978263024056577j,0.06569053855953604+0.j,0.-0.026899986304705144j,0.01439333462746319+0.j,0.-0.053840964417825016j,-0.08736908761650518+0.j,0.+0.1116057280511465j,0.1242172678425326+0.j,0.-0.12412029059622733j,-0.11155095840093862+0.j,0.+0.08799149926653596j,0.055969658360932144+0.j,0.-0.01876022596450797j,0.019973379138424424+0.j,0.-0.056555715934601104j,-0.08765366742547308+0.j,0.+0.11057382620294123j,0.12347729581321504+0.j,0.-0.1254972920199456j,-0.11675639665996364+0.j,0.+0.0982908964988702j,0.0718982514031208+0.j,0.-0.03992966782719952j,-0.005052694888831745+0.j,0.-0.029991216623509502j,-0.06261175676756547+0.j,0.+0.09055938250727152j,0.112067105574799+0.j,0.-0.12593804513057283j,-0.1315781227721281+0.j,0.+0.12897825885011738j,0.11865424720677117+0.j,0.-0.10155495368231272j,-0.0789505864621124+0.j,0.+0.05231264970700374j,0.023196044126854574+0.j,0.+0.006868093802652929j,0.03646251386635354+0.j,0.-0.06435305917431047j,-0.0895353940809203+0.j,0.+0.11125970367016735j,0.12903541333027782+0.j,0.-0.1426191011212822j
0.+6.290001262461825e-10j,4.4303990048879596e-9+0.j,0.-2.201626274025932e-8j,-8.912111125849542e-8+0.j,0.+3.1166305279283124e-7j,9.723532966247954e-7+0.j,0.-2.7619104558866128e-6j,-7.242747039537734e-6+0.j,0.+0.000017714236104881482j,0.00004072127236602472+0.j,0.-0.00008851698021291308j,-0.000182828208531307+0.j,0.+0.0003602372409261732j,0.0006793336375249911+0.j,0.-0.0012294562058466137j,-0.002140305947081795+0.j,0.+0.0035909781943305828j,0.005816113734430081+0.j,0.-0.009106063409901364j,-0.013797436459569065+0.j,0.+0.02025044860876799j,0.028810384418339458+0.j,0.-0.039752434434181964j,-0.05321217599668986+0.j,0.+0.06910779268514315j,0.0870642290448189+0.j,0.-0.10635304206861541j,-0.12586376454830836+0.j,0.+0.14412218656131762j,0.1593673968832376+0.j,0.-0.16969250897682978j,-0.17324420584669206+0.j,0.+0.16846479372553358j,0.1543492191937195+0.j,0.-0.1306807181989255j,-0.09820463959444718+0.j,0.+0.058702225116415846j,0.014935481985851519+0.j,0.+0.029549765457812235j,0.07075488873508748+0.j,0.-0.10466343349627548j,-0.1277297103845865+0.j,0.+0.1373563063401216j,0.13229055026393782+0.j,0.-0.1128755696284807j,-0.08110806697724486+0.j,0.+0.040480403556043466j,-0.004384632121069829+0.j,0.+0.048266647773568414j,0.08598155397630693+0.j,0.-0.11303236831496119j,-0.12618732901208393+0.j,0.+0.12390379623156639j,0.10653694211223746+0.j,0.-0.07630214755989653j,-0.03699474047020234+0.j,0.-0.006495119401245078j,-0.04880617902964465+0.j,0.+0.08478374843248353j,0.11012059208286695+0.j,0.-0.12187743748225398j,-0.11881811778346901+0.j,0.+0.10152140941637815j,0.07226280942785165+0.j,0.-0.034690166137571136j,0.006657072510429817+0.j,0.-0.04691752020308448j,-0.08149130405786106+0.j,0.+0.10656494450046951j,0.11951730575322712+0.j,0.-0.11916516406644073j,-0.10582965236783598+0.j,0.+0.08122803596844526j,0.048215894016259385+0.j,0.-0.010420425807869423j,0.028185212593517354+0.j,0.-0.06371437799003815j,-0.09275824045321168+0.j,0.+0.11269732234311267j,0.12190750900107161+0.j,0.-0.11984907192053977j,-0.10704115231082337+0.j,0.+0.084936082718341j,0.055716761273013976+0.j,0.-0.022045453280744937j,0.013206183723543511+0.j,0.-0.0472179877927097j,-0.07744980306190909+0.j,0.+0.1018206363465785j,0.11882858672310326+0.j,0.-0.1276086885190283j,-0.12793201213106903+0.j,0.+0.1201542556049742j,0.10512535880978155+0.j,0.-0.0840733262380108j,-0.05847558219961985+0.j,0.+0.029930065285317674j,0.000036238034883257586+0.j,0.+0.02970639031095093j,0.057977406321362154+0.j
1.7627700913615218e-9+0.j,0.-1.2193788626449643e-8j,-5.948528013608731e-8+0.j,0.+2.3627937046057365e-7j,8.104161945720292e-7+0.j,0.-2.4786245660721145e-6j,-6.898159266530417e-6+0.j,0.+0.000017714236104881482j,0.00004240132184699212+0.j,0.-0.00009533240225610618j,-0.00020254068172736596+0.j,0.+0.00040857989171321564j,0.0007856453748608819+0.j,0.-0.0014446153554142677j,-0.002546871686292082+0.j,0.+0.004314695773381592j,0.007036850920758836+0.j,0.-0.011064927920880959j,-0.0167955321125847+0.j,0.+0.024633868883366713j,0.034936130748287206+0.j,0.-0.047931499187955404j,-0.06362940532624518+0.j,0.+0.08172335754214048j,0.10150809308487406+0.j,0.-0.1218306474280864j,-0.1410966622759767+0.j,0.+0.1573496331323773j,0.16843225270744727+0.j,0.-0.17222596176237673j,-0.1669488741232252+0.j,0.+0.15147608807017734j,0.12563343285856948+0.j,0.-0.09040939540550894j,-0.048033071845114426+0.j,0.+0.0018797382786894165j,-0.04381077172338126+0.j,0.+0.08438728591595795j,0.11536421624352726+0.j,0.-0.1330461493938205j,-0.13510607176024694+0.j,0.+0.12102002734217639j,0.09227491211054396+0.j,0.-0.052296190383727195j,-0.006084447239931745+0.j,0.-0.04040291766795746j,-0.08104415901828034+0.j,0.+0.11040593073222373j,0.12452695700147387+0.j,0.-0.12150906859430909j,-0.10181883084623732+0.j,0.+0.06824669486879523j,0.025524018277763835+0.j,0.+0.020347602385616857j,0.06295466149936702+0.j,0.-0.09638832104380647j,-0.11608142669825026+0.j,0.+0.11944187785770662j,0.1061914237881081+0.j,0.-0.07836566357369985j,-0.03998332163450848+0.j,0.-0.003557820947654123j,-0.04626233689910225+0.j,0.+0.08237754253619642j,0.10717105204786394+0.j,0.-0.11753860378060654j,-0.11236515927737575+0.j,0.+0.09260163128999763j,0.06106185204573342+0.j,0.-0.021983062379102317j,0.019577109202097143+0.j,0.-0.05841706808429674j,-0.08984774303931256+0.j,0.+0.11024569201192326j,0.11743971918135136+0.j,0.-0.11089484217424828j,-0.0916866049021436+0.j,0.+0.06228590214097069j,0.02619623793972339+0.j,0.+0.012500585421814937j,0.049628894616819824+0.j,0.-0.08137505238504941j,-0.10466589958629897+0.j,0.+0.11743524003042348j,0.11876065518270201+0.j,0.-0.10886965791210751j,-0.08902883446317426+0.j,0.+0.06134072380875033j,0.028479949342035352+0.j,0.+0.006597588812917449j,0.040940407232028145+0.j,0.-0.07185492975421807j,-0.09710678719968936+0.j,0.+0.11505803602693576j,0.12473644732284497+0.j,0.-0.12584014460246642j,-0.11868648222861213+0.j,0.+0.10411783568023332j,0.08337886150397592+0.j,0.-0.057979935628919774j
0.-4.657623214997702e-9j,-3.163106018584317e-8+0.j,0.+1.5142488262865148e-7j,5.899578100389788e-7+0.j,0.-1.9837768372724872e-6j,-5.945018368443717e-6+0.j,0.+0.00001620265346591454j,0.00004072127236602472+0.j,0.-0.00009533240225610618j,-0.0002094876862916633+0.j,0.+0.0004346674998623108j,0.0008556400766957769+0.j,0.-0.001604059086017177j,-0.0028727607539721068+0.j,0.+0.004927638813309896j,0.008112370484360221+0.j,0.-0.012839967864442893j,-0.019564727377242477+0.j,0.+0.028729289467359555j,0.04068471426681355+0.j,0.-0.05558687686359659j,-0.07327965821690281+0.j,0.+0.0931832196455797j,0.1142123065747719+0.j,0.-0.13475284680395866j,-0.15272299861637564+0.j,0.+0.1657358859364983j,0.17136547633418409+0.j,0.-0.1674960978647868j,-0.1527134238506728+0.j,0.+0.12667520592719433j,0.09038887926944222+0.j,0.-0.046324891794793724j,0.0016883586714219222+0.j,0.-0.048810421929449524j,-0.08975581639949429+0.j,0.+0.11951709489102116j,0.13413944900692282+0.j,0.-0.13141804261230403j,-0.11138719064672266+0.j,0.+0.07649381085346825j,0.03139433104405532+0.j,0.+0.017622686805015983j,0.06351774189433709+0.j,0.-0.09955479042063317j,-0.12035856196489507+0.j,0.+0.12279437853073968j,0.10651297218931251+0.j,0.-0.07405581666764037j,-0.030490572640901166+0.j,0.-0.017372053460179625j,-0.06205463855884862+0.j,0.+0.09660461289701784j,0.11570202460987435+0.j,0.-0.11649870895419293j,-0.09905088751981252+0.j,0.+0.06627774249728503j,0.023459652466575383+0.j,0.+0.0226331679201606j,0.06483141867228029+0.j,0.-0.09669461323494741j,-0.11349378086708552+0.j,0.+0.11289708507012065j,0.09526080352522691+0.j,0.-0.06349585729977972j,-0.022549089668710418+0.j,0.-0.021402775004394758j,-0.06190910725464897+0.j,0.+0.09319880123861689j,0.1109885649643054+0.j,0.-0.11303482605059088j,-0.09936408896883443+0.j,0.+0.07216892182622867j,0.03540668938414535+0.j,0.+0.005821737422503484j,0.04601089731259654+0.j,0.-0.07999692424263631j,-0.10360928679818265+0.j,0.+0.11414855440346132j,0.11064169289572816+0.j,0.-0.0938608235076088j,-0.06612396045739248+0.j,0.+0.03092266464501204j,-0.007561047051811716+0.j,0.+0.044979020085023566j,0.0773156553553294+0.j,0.-0.10130495113604063j,-0.11472631848014773+0.j,0.+0.11655875800654487j,0.10699203747197297+0.j,0.-0.08731008132446971j,-0.05967420510628888+0.j,0.+0.02684122884709882j,-0.00814621076230133+0.j,0.+0.042262104667092695j,0.07276304629418825+0.j,0.-0.09739660799646375j,-0.11454005527558116+0.j,0.+0.12326618381446217j,0.12334075799467618+0.j
