0.014071693820181844+0.j,0.04109122549445621+0.j,0.08484706280777246+0.j,0.14304704875744223+0.j,0.2088582444985494+0.j,0.2727528755931495+0.j,0.3251594869331836+0.j,0.3588807190769187+0.j,0.3705167532193221+0.j,0.3606528029618584+0.j,0.33303664946408235+0.j,0.2932232499060798+0.j,0.24717838860939484+0.j,0.20018961177358469+0.j,0.15623568516328482+0.j,0.11779783905848865+0.j,0.08599635604225837+0.j,0.060905751362479804+0.j,0.04192033740393973+0.j,0.02808346466734777+0.j,0.018337427289567415+0.j,0.011685074193752008+0.j,0.007274830026709792+0.j,0.00442957081898779+0.j,0.0026403332535065846+0.j,0.0015420251532867468+0.j,0.0008830951523272668+0.j,0.0004962817848651443+0.j,0.00027387477680111227+0.j,0.00014851001929044134+0.j,0.00007917678150984085+0.j,0.00004152596311393034+0.j,0.00002143618228760437+0.j,0.00001089665468668558+0.j,5.457031323916291e-6+0.j,2.6935506178579307e-6+0.j,1.3109212630866946e-6+0.j,6.293300399860276e-7+0.j,2.981188114140797e-7+0.j,1.393990436714218e-7+0.j,6.436244230124175e-8+0.j,2.9352378833490527e-8+0.j,1.322578247536214e-8+0.j,5.889655120223101e-9+0.j,2.592783433830522e-9+0.j,1.1286588806767891e-9+0.j,4.859443131505192e-10+0.j,2.0698567593013236e-10+0.j,8.724135254967769e-11+0.j,3.6393771738498084e-11+0.j,1.502950860847271e-11+0.j,6.1455734030804626e-12+0.j,2.4886478963840267e-12+0.j,9.982245287124526e-13+0.j,3.966743092923647e-13+0.j,1.56190798893566e-13+0.j,6.094865828736588e-14+0.j,2.3573791526864954e-14+0.j,9.038953632814458e-15+0.j,3.436330047181388e-15+0.j,1.2954538952693876e-15+0.j,4.843505090628727e-16+0.j,1.7962493855984202e-16+0.j,6.608441878015984e-17+0.j,2.4121916206979798e-17+0.j,8.736909617545835e-18+0.j,3.1404262007641643e-18+0.j,1.1203504876127923e-18+0.j,3.967365094158569e-19+0.j,1.3946985180021646e-19+0.j,4.867814681755265e-20+0.j,1.686970851649753e-20+0.j,5.8055590572135975e-21+0.j,1.9841994917220754e-21+0.j,6.735536454555965e-22+0.j,2.2711419340591094e-22+0.j,7.607469096096328e-23+0.j,2.531614363379348e-23+0.j,8.370530178182189e-24+0.j,2.7500598000538155e-24+0.j,8.978418835208937e-25+0.j,2.913131359512387e-25+0.j,9.394114710223035e-26+0.j,3.011060832215301e-26+0.j,9.593622014346893e-27+0.j,3.0386162592334348e-27+0.j,9.568180258500669e-28+0.j,2.9955214864036324e-28+0.j,9.324677487540389e-29+0.j,2.886300424881349e-29+0.j,8.884295504846042e-30+0.j,2.719599896982205e-30+0.j,8.279685091448746e-31+0.j,2.5071196556169088e-31+0.j,7.551163115910618e-32+0.j,2.262323808046916e-32+0.j,6.742514144915338e-33+0.j,1.9991193181014015e-33+0.j,5.896962891786202e-34+0.j,1.7306670066568976e-34+0.j
-0.04109122549445621+0.j,-0.10592017313009176+0.j,-0.18965298793188132+0.j,-0.27075706534104904+0.j,-0.3237998733699405+0.j,-0.32945359565144633+0.j,-0.28140376193352445+0.j,-0.18768849611985902+0.j,-0.06689044850000096+0.j,0.05839590304036966+0.j,0.16797280213631186+0.j,0.24830655250052394+0.j,0.29396122353070403+0.j,0.30663394884884654+0.j,0.2928118707552924+0.j,0.2611127825516738+0.j,0.22007051015884332+0.j,0.1767191302927321+0.j,0.13598823434056487+0.j,0.10071904651903617+0.j,0.07204533508576201+0.j,0.04991067119787517+0.j,0.03356438078463291+0.j,0.021953920724849196+0.j,0.013990250805650854+0.j,0.008698746853457008+0.j,0.005284060548287821+0.j,0.0031394879156676644+0.j,0.001826325436539118+0.j,0.001041191716955199+0.j,0.0005822160982510841+0.j,0.0003195763035875419+0.j,0.00017230980541994235+0.j,0.00009132180491533296+0.j,0.00004760260893773964+0.j,0.00002441870511264215+0.j,0.000012333238520729504+0.j,6.136294963645539e-6+0.j,3.0089041622722196e-6+0.j,1.4546875536796453e-6+0.j,6.936900349669098e-7+0.j,3.264078475230869e-7+0.j,1.5160410472108467e-7+0.j,6.952867589264799e-8+0.j,3.149627841494449e-8+0.j,1.4097085341731147e-8+0.j,6.235914665727221e-9+0.j,2.7270405454408e-9+0.j,1.1792824264304302e-9+0.j,5.04414793298213e-10+0.j,2.1345465528202028e-10+0.j,8.938626484959986e-11+0.j,3.7049175780666275e-11+0.j,1.52026812058909e-11+0.j,6.177080265774354e-12+0.j,2.4857174174539715e-12+0.j,9.908466898130602e-13+0.j,3.9131365913957015e-13+0.j,1.5313769558335894e-13+0.j,5.939497753755922e-14+0.j,2.2834799683177572e-14+0.j,8.70345018509073e-15+0.j,3.289250909257057e-15+0.j,1.2327534204279534e-15+0.j,4.582361329810345e-16+0.j,1.6896416278160247e-16+0.j,6.180852530152461e-17+0.j,2.2433923239564366e-17+0.j,8.080123197158228e-18+0.j,2.888270360324544e-18+0.j,1.0247418084889072e-18+0.j,3.6090755363015175e-19+0.j,1.2619121557513947e-19+0.j,4.380859078548325e-20+0.j,1.5101862811998846e-20+0.j,5.16994189764177e-21+0.j,1.7577873765875803e-21+0.j,5.936261831062285e-22+0.j,1.991430604691537e-22+0.j,6.636835766129328e-23+0.j,2.1975464396877532e-23+0.j,7.22990368435916e-24+0.j,2.363631944690356e-24+0.j,7.679175828844623e-25+0.j,2.4795362602420593e-25+0.j,7.957565932638847e-26+0.j,2.5384931505805303e-26+0.j,8.049872127074933e-27+0.j,2.5377552002457227e-27+0.j,7.9540448719576e-28+0.j,2.478751710850968e-28+0.j,7.680918263751297e-29+0.j,2.3667707196011438e-29+0.j,7.252526716552048e-30+0.j,2.210238641949371e-30+0.j,6.69933462594704e-31+0.j,2.0197251661379885e-31+0.j,6.056836761100728e-32+0.j,1.8068279637788693e-32+0.j,5.3620261121526735e-33+0.j
0.08484706280777246+0.j,0.18965298793188132+0.j,0.28568408751453217+0.j,0.3267951863059079+0.j,0.28568863987334936+0.j,0.16829846806837137+0.j,0.010425135732716178+0.j,-0.13891034515587877+0.j,-0.2372585005951859+0.j,-0.26247463051252995+0.j,-0.21626080153248767+0.j,-0.1187837142233764+0.j,0.0012396238092139038+0.j,0.11630504857344998+0.j,0.20666567934356797+0.j,0.26274058410717904+0.j,0.2841267094840114+0.j,0.2767124458851181+0.j,0.2493625953623377+0.j,0.2111745426484455+0.j,0.16973905088811345+0.j,0.13039570542819276+0.j,0.09622968365236681+0.j,0.0684908822321394+0.j,0.04716289535018041+0.j,0.03150143126902262+0.j,0.02045300521253429+0.j,0.01293231832509213+0.j,0.007975806924199668+0.j,0.004804539260369044+0.j,0.002830331453696775+0.j,0.0016323111394361241+0.j,0.0009225119590520613+0.j,0.0005113602520794167+0.j,0.0002782373791049032+0.j,0.00014871512864006402+0.j,0.0000781335505464964+0.j,0.000040376759040402446+0.j,0.000020534565162777678+0.j,0.0000102832548775139+0.j,5.073197245790048e-6+0.j,2.466833197123439e-6+0.j,1.1827495018142896e-6+0.j,5.59393289188379e-7+0.j,2.6108342484027414e-7+0.j,1.2029165263262414e-7+0.j,5.473104126532037e-8+0.j,2.4598798477900035e-8+0.j,1.0924678794306228e-8+0.j,4.795611211020688e-9+0.j,2.0813229223109083e-9+0.j,8.933242789280189e-10+0.j,3.7928145709520333e-10+0.j,1.5933110617822078e-10+0.j,6.624072776626683e-11+0.j,2.7260257908789497e-11+0.j,1.1107234162048261e-11+0.j,4.481671280395919e-12+0.j,1.7910827495228847e-12+0.j,7.091090894780182e-13+0.j,2.781693395376791e-13+0.j,1.0813801666438751e-13+0.j,4.1666962373918017e-14+0.j,1.591542866688732e-14+0.j,6.027319264819127e-15+0.j,2.2634628709396834e-15+0.j,8.430001165256715e-16+0.j,3.1142010180625143e-16+0.j,1.141269151516237e-16+0.j,4.1496143504202664e-17+0.j,1.4971303607920745e-17+0.j,5.360385373370849e-18+0.j,1.9048798637091504e-18+0.j,6.719291252943828e-19+0.j,2.3529422976265717e-19+0.j,8.180451000505706e-20+0.j,2.8240101558182166e-20+0.j,9.681037044059311e-21+0.j,3.295994523974311e-21+0.j,1.1145542732244704e-21+0.j,3.7437439433018334e-22+0.j,1.2492235955326746e-22+0.j,4.1413434961836297e-23+0.j,1.364100192435415e-23+0.j,4.464688617928543e-24+0.j,1.4521483735251224e-24+0.j,4.693965134758486e-25+0.j,1.5080337386278148e-25+0.j,4.815673660690205e-26+0.j,1.528655070792175e-26+0.j,4.823911391827286e-27+0.j,1.5134102881570258e-27+0.j,4.720750459678823e-28+0.j,1.4641689296244442e-28+0.j,4.5157015180782117e-29+0.j,1.3849709000220218e-29+0.j,4.22439298639172e-30+0.j,1.2815114497202095e-30+0.j,3.866703538504281e-31+0.j,1.1604985584703068e-31+0.j
-0.14304704875744223+0.j,-0.27075706534104904+0.j,-0.3267951863059079+0.j,-0.2652729568690518+0.j,-0.1043032999512148+0.j,0.08508134537683801+0.j,0.22043382375306886+0.j,0.2501191515778045+0.j,0.17316392949806692+0.j,0.03157267529248108+0.j,-0.11460820513378805+0.j,-0.21384570394443336+0.j,-0.23965735969020924+0.j,-0.19350283946143645+0.j,-0.09717829461148504+0.j,0.019153673000132234+0.j,0.12775283109445654+0.j,0.209836299567186+0.j,0.25739394830158624+0.j,0.2715211820349681+0.j,0.25908048572241227+0.j,0.2292479935916924+0.j,0.19087577613708842+0.j,0.1509764175690499+0.j,0.11420766193717205+0.j,0.0830380316835275+0.j,0.0582551650341722+0.j,0.03955590414761057+0.j,0.02606215394629209+0.j,0.0166976270288407+0.j,0.01042151843671651+0.j,0.006346264209936+0.j,0.0037758061355760452+0.j,0.002197503379499961+0.j,0.0012524036307175956+0.j,0.000699636805569776+0.j,0.0003834358467640574+0.j,0.00020632322249887724+0.j,0.00010908189583388955+0.j,0.000056701477893033426+0.j,0.000028996032072396478+0.j,0.000014595893900874073+0.j,7.236000074744458e-6+0.j,3.53471387739387e-6+0.j,1.702142232167552e-6+0.j,8.083672593230262e-7+0.j,3.7876240618799656e-7+0.j,1.7515960635891286e-7+0.j,7.997684201544853e-8+0.j,3.606645140365048e-8+0.j,1.6069015422557422e-8+0.j,7.075423202412548e-9+0.j,3.079759813268196e-9+0.j,1.3255630636690464e-9+0.j,5.643067477149552e-10+0.j,2.3766669489792667e-10+0.j,9.905164597743373e-11+0.j,4.085948281522215e-11+0.j,1.668611025661142e-11+0.j,6.747420074728069e-12+0.j,2.7022554660244668e-12+0.j,1.072020828332606e-12+0.j,4.213539787444093e-13+0.j,1.641095528099807e-13+0.j,6.334851814994839e-14+0.j,2.423958197391517e-14+0.j,9.195334387766236e-15+0.j,3.4588275476811224e-15+0.j,1.2902451253564994e-15+0.j,4.773734532286039e-16+0.j,1.752046982064909e-16+0.j,6.379570665397778e-17+0.j,2.304890500807807e-17+0.j,8.263717110793939e-18+0.j,2.9404808975846985e-18+0.j,1.0385536612299633e-18+0.j,3.641292236768405e-19+0.j,1.2674914803693848e-19+0.j,4.380694811464203e-20+0.j,1.503465872143131e-20+0.j,5.12436078849152e-21+0.j,1.7346948254719142e-21+0.j,5.832896541329275e-22+0.j,1.948330842246336e-22+0.j,6.465420076009478e-23+0.j,2.1316885063175012e-23+0.j,6.983611246264294e-24+0.j,2.273532159606114e-24+0.j,7.3556557007628895e-25+0.j,2.3652364749755385e-25+0.j,7.559506179242781e-26+0.j,2.401651351140247e-26+0.j,7.584996519245224e-27+0.j,2.3815525353451234e-27+0.j,7.434539010489068e-28+0.j,2.3076294198528073e-28+0.j,7.122371251452607e-29+0.j,2.1860364057026693e-29+0.j,6.672545041326449e-30+0.j,2.0255989886558232e-30+0.j
0.2088582444985494+0.j,0.3237998733699405+0.j,0.28568863987334936+0.j,0.1043032999512148+0.j,-0.1129831731059809+0.j,-0.2408390808418282+0.j,-0.21764516282085739+0.j,-0.07358412626460854+0.j,0.10089099465262527+0.j,0.21364767975760163+0.j,0.2172564164112171+0.j,0.12217280215550792+0.j,-0.020475873689133166+0.j,-0.14952138086611438+0.j,-0.22012386418851684+0.j,-0.2161506000684941+0.j,-0.1482203192950301+0.j,-0.043005802874384276+0.j,0.06931765666598419+0.j,0.16453804550990817+0.j,0.22886500866930495+0.j,0.25891058761868396+0.j,0.2589428203390412+0.j,0.23726837959580283+0.j,0.20306437251800338+0.j,0.16427808293906698+0.j,0.12664984047563219+0.j,0.09359709669053123+0.j,0.0666025999517378+0.j,0.04579484651157869+0.j,0.030512221989958975+0.j,0.019746309901248683+0.j,0.012437016709264647+0.j,0.00763667575046414+0.j,0.0045781753054275265+0.j,0.002683143439021641+0.j,0.0015390684728971964+0.j,0.0008649289167118462+0.j,0.00047666402806740296+0.j,0.00025782016607352285+0.j,0.00013696967353109133+0.j,0.00007152161800263985+0.j,0.000036731058455399915+0.j,0.000018563894501216707+0.j,9.238078337049203e-6+0.j,4.528888422808126e-6+0.j,2.188288341683554e-6+0.j,1.0425873930059594e-6+0.j,4.899991447460878e-7+0.j,2.2725951932807787e-7+0.j,1.040523261276429e-7+0.j,4.704727137518965e-8+0.j,2.1014146144593658e-8+0.j,9.275084336688098e-9+0.j,4.046504153247549e-9+0.j,1.7454961773499013e-9+0.j,7.446453263222426e-10+0.j,3.142541901486859e-10+0.j,1.3122543982516444e-10+0.j,5.4232538491451196e-11+0.j,2.2187172130355854e-11+0.j,8.987422935223754e-12+0.j,3.6053452728543265e-12+0.j,1.4325858554658014e-12+0.j,5.639451440476174e-13+0.j,2.1997463214074767e-13+0.j,8.50358451230872e-14+0.j,3.2583408694227615e-14+0.j,1.2377267268606038e-14+0.j,4.661793350832054e-15+0.j,1.7411858699007772e-15+0.j,6.450045217526261e-16+0.j,2.370093200943881e-16+0.j,8.639938648801579e-17+0.j,3.125029276218402e-17+0.j,1.1216298078667327e-17+0.j,3.9952974720221886e-18+0.j,1.4125482640855696e-18+0.j,4.957480128679855e-19+0.j,1.7273073002200206e-19+0.j,5.975512886065229e-20+0.j,2.052685325245404e-20+0.j,7.002523021201622e-21+0.j,2.372541510909753e-21+0.j,7.984379053387154e-22+0.j,2.669170633014014e-22+0.j,8.864579097820918e-23+0.j,2.924988583713221e-23+0.j,9.589836215258446e-24+0.j,3.1243155333065137e-24+0.j,1.0115563310860841e-24+0.j,3.254997507313354e-25+0.j,1.0410455110043765e-25+0.j,3.309630297529122e-26+0.j,1.0459511908310309e-26+0.j,3.286216832519456e-27+0.j,1.026511541910036e-27+0.j,3.1881851688102165e-28+0.j,9.846092026519364e-29+0.j,3.0237982646370265e-29+0.j
-0.2727528755931495+0.j,-0.32945359565144633+0.j,-0.16829846806837137+0.j,0.08508134537683801+0.j,0.2408390808418282+0.j,0.20153422606365456+0.j,0.02040192351928863+0.j,-0.1614259947706278+0.j,-0.22483328951223092+0.j,-0.14364803791061112+0.j,0.01842320119740452+0.j,0.1626950161725433+0.j,0.21600921449776508+0.j,0.16224712069481576+0.j,0.037267787363910156+0.j,-0.09898958312173421+0.j,-0.1930975599419251+0.j,-0.21714247892927752+0.j,-0.17212132594897536+0.j,-0.07974910039661202+0.j,0.030195913284540327+0.j,0.13091629184419992+0.j,0.20493593356115153+0.j,0.24551614081711234+0.j,0.25464245234131083+0.j,0.23953114277737117+0.j,0.20921667168031982+0.j,0.17207699198083867+0.j,0.13451326064256852+0.j,0.10059573814830652+0.j,0.07232738112348473+0.j,0.05018765124886371+0.j,0.03371286018427471+0.j,0.021978360632955798+0.j,0.013935267557926474+0.j,0.008608733426434315+0.j,0.005189723764430032+0.j,0.0030571879490950893+0.j,0.0017619577472543816+0.j,0.0009945567853470367+0.j,0.0005503536448020143+0.j,0.0002988196984519009+0.j,0.00015932139245165405+0.j,0.00008347358315175715+0.j,0.00004300518755278604+0.j,0.00002179985349593747+0.j,0.000010879061701261275+0.j,5.34762570380025e-6+0.j,2.590437522959135e-6+0.j,1.2371564236129005e-6+0.j,5.827733301197853e-7+0.j,2.708763461105398e-7+0.j,1.2428002540497652e-7+0.j,5.630455303851088e-8+0.j,2.519661288975266e-8+0.j,1.1141251629331596e-8+0.j,4.869097731568022e-9+0.j,2.1038200825164115e-9+0.j,8.989408274029356e-10+0.j,3.799506461802901e-10+0.j,1.5889227619194592e-10+0.j,6.575957440009894e-11+0.j,2.693967706113127e-11+0.j,1.0926858729958119e-11+0.j,4.388905791939988e-12+0.j,1.7460631067111121e-12+0.j,6.881572247104888e-13+0.j,2.6873086646680526e-13+0.j,1.0399791065236382e-13+0.j,3.989156201601361e-14+0.j,1.5168978098649137e-14+0.j,5.7189645821997806e-15+0.j,2.1381040429469858e-15+0.j,7.927803571225389e-16+0.j,2.915745867625935e-16+0.j,1.063842369435064e-16+0.j,3.851162768401026e-17+0.j,1.3833999566098535e-17+0.j,4.931709669591356e-18+0.j,1.7449862689896605e-18+0.j,6.128872970877398e-19+0.j,2.1370325558504526e-19+0.j,7.398266108140634e-20+0.j,2.5432090318314465e-20+0.j,8.681827650895661e-21+0.j,2.9434705716685644e-21+0.j,9.91217390226006e-22+0.j,3.315728000480936e-22+0.j,1.1018656446700762e-22+0.j,3.6379446449935594e-23+0.j,1.1934333084792549e-23+0.j,3.890369043081936e-24+0.j,1.2602858074070115e-24+0.j,4.057579274200371e-25+0.j,1.2984282842074045e-25+0.j,4.130040784072255e-26+0.j,1.3058935227724813e-26+0.j,4.104961766382532e-27+0.j,1.2828873200384314e-27+0.j,3.986349466512619e-28+0.j
0.3251594869331836+0.j,0.28140376193352445+0.j,0.010425135732716178+0.j,-0.22043382375306886+0.j,-0.21764516282085739+0.j,-0.02040192351928863+0.j,0.1772122863973709+0.j,0.21447890674250344+0.j,0.08163397068039525+0.j,-0.10411491278553335+0.j,-0.2074118460672261+0.j,-0.16901002897264464+0.j,-0.02742762664302747+0.j,0.12453574715223133+0.j,0.20340816783640647+0.j,0.1769349415422164+0.j,0.06854992344884672+0.j,-0.0661674923233101+0.j,-0.17090916809408024+0.j,-0.2112200886788281+0.j,-0.18159901285419167+0.j,-0.09957910660106761+0.j,0.006373384285643064+0.j,0.10855252067437496+0.j,0.18746294629854363+0.j,0.23423218349665817+0.j,0.24920836954030773+0.j,0.23867579623068025+0.j,0.2113702120804811+0.j,0.17580113847261583+0.j,0.13871457807273174+0.j,0.1045716442287001+0.j,0.07571298228971171+0.j,0.05286239268081816+0.j,0.035706179725650135+0.j,0.02339405722225111+0.j,0.014900129338662384+0.j,0.009242929131357411+0.j,0.005593254790666994+0.j,0.0033064780016898473+0.j,0.0019118362381523577+0.j,0.0010824251612113062+0.j,0.0006006692778563613+0.j,0.0003270012567706321+0.j,0.00017477934737098795+0.j,0.00009178608930004791+0.j,0.00004739170150197446+0.j,0.00002407330271248723+0.j,0.000012037206603343678+0.j,5.927928745577511e-6+0.j,2.876615842836928e-6+0.j,1.3761392248197587e-6+0.j,6.492792390703896e-7+0.j,3.0224883723925813e-7+0.j,1.388757806811821e-7+0.j,6.300460737430717e-8+0.j,2.8232442034725095e-8+0.j,1.2499520019214769e-8+0.j,5.4693795542500294e-9+0.j,2.3659576018478016e-9+0.j,1.0120876757471162e-9+0.j,4.2823678320995247e-10+0.j,1.792716024194284e-10+0.j,7.426819045448959e-11+0.j,3.045478305268392e-11+0.j,1.236410657593786e-11+0.j,4.97065674972055e-12+0.j,1.979220217967461e-12+0.j,7.807028832286249e-13+0.j,3.051177655121596e-13+0.j,1.1817208545180577e-13+0.j,4.536289291974271e-14+0.j,1.7262156081449444e-14+0.j,6.512762286221028e-15+0.j,2.4365555219223033e-15+0.j,9.040469825913624e-16+0.j,3.3271304019788115e-16+0.j,1.214706188422848e-16+0.j,4.399990869623524e-17+0.j,1.5814886135372147e-17+0.j,5.64114176825622e-18+0.j,1.9971276212945787e-18+0.j,7.01830263844513e-19+0.j,2.448465117658898e-19+0.j,8.480821860112652e-20+0.j,2.916818450998982e-20+0.j,9.962130289000704e-21+0.j,3.379162326811237e-21+0.j,1.1384693878518762e-21+0.j,3.8100389280829203e-22+0.j,1.2666959992200564e-22+0.j,4.183968713796687e-23+0.j,1.3731392913502077e-23+0.j,4.4780301176246856e-24+0.j,1.4512453754966028e-24+0.j,4.674233243053815e-25+0.j,1.4963355836161874e-25+0.j,4.7613410013906877e-26+0.j,1.506062476959591e-26+0.j,4.7358844475155436e-27+0.j
-0.3588807190769187+0.j,-0.18768849611985902+0.j,0.13891034515587877+0.j,0.2501191515778045+0.j,0.07358412626460854+0.j,-0.1614259947706278+0.j,-0.21447890674250344+0.j,-0.05950952973219438+0.j,0.13918763182183488+0.j,0.2074765536674754+0.j,0.10448073117209572+0.j,-0.07346699993947368+0.j,-0.19101401516906932+0.j,-0.17482849883452786+0.j,-0.04838282429878065+0.j,0.10247478025794275+0.j,0.191841474836757+0.j,0.17985684766192137+0.j,0.08252956465022675+0.j,-0.04844934607068022+0.j,-0.15659505780690786+0.j,-0.20463258520580843+0.j,-0.18356923506724127+0.j,-0.10825740920398196+0.j,-0.005903907309991103+0.j,0.09574802760446059+0.j,0.17637060100249338+0.j,0.22600743539543472+0.j,0.24406086359983045+0.j,0.23619023408153975+0.j,0.2108427173475328+0.j,0.17649690422023545+0.j,0.1400186507714037+0.j,0.10604652120959465+0.j,0.07709388780574561+0.j,0.05402126632361352+0.j,0.036607361798097864+0.j,0.0240549293279994+0.j,0.015362060116016986+0.j,0.009552865932354555+0.j,0.005793887655254472+0.j,0.003432257169278086+0.j,0.0019884265959597323+0.j,0.0011278325757825521+0.j,0.0006269303932817306+0.j,0.0003418416013083714+0.j,0.0001829852431819653+0.j,0.0000962312202190007+0.j,0.0000497531578226285+0.j,0.00002530476020927981+0.j,0.00001266811567529176+0.j,6.245725266453163e-6+0.j,3.0341094189056366e-6+0.j,1.4529775407935957e-6+0.j,6.862060100287734e-7+0.j,3.197384735520141e-7+0.j,1.470436037670761e-7+0.j,6.676742229119094e-8+0.j,2.994317312827401e-8+0.j,1.3267380476861632e-8+0.j,5.809766593994976e-9+0.j,2.5150318579115337e-9+0.j,1.076610173776909e-9+0.j,4.558445044809118e-10+0.j,1.9095275024521714e-10+0.j,7.915689849706139e-11+0.j,3.247905223315102e-11+0.j,1.3193602686615685e-11+0.j,5.3071168385195275e-12+0.j,2.114341036803581e-12+0.j,8.344397657619434e-13+0.j,3.2628538480605513e-13+0.j,1.2643255907345272e-13+0.j,4.855701663915377e-14+0.j,1.848617887728287e-14+0.j,6.9776973286566135e-15+0.j,2.611633349020715e-15+0.j,9.69416375803956e-16+0.j,3.569170857222814e-16+0.j,1.3035925239947743e-16+0.j,4.723790699973165e-17+0.j,1.6985117353326396e-17+0.j,6.060781903691486e-18+0.j,2.14645777954397e-18+0.j,7.545697939289345e-19+0.j,2.6333470726975633e-19+0.j,9.124208434422968e-20+0.j,3.1391068272148123e-20+0.j,1.0724692706434955e-20+0.j,3.638934780799295e-21+0.j,1.2263541669787e-21+0.j,4.1053499263937256e-22+0.j,1.3652631602208112e-22+0.j,4.5107909859868615e-23+0.j,1.4807998885912064e-23+0.j,4.830405497758069e-24+0.j,1.5658480672674943e-24+0.j,5.044624247906822e-25+0.j,1.6153055413905447e-25+0.j,5.1411449248901046e-26+0.j
0.3705167532193221+0.j,0.06689044850000096+0.j,-0.2372585005951859+0.j,-0.17316392949806692+0.j,0.10089099465262527+0.j,0.22483328951223092+0.j,0.08163397068039525+0.j,-0.13918763182183488+0.j,-0.20321005943342724+0.j,-0.0665728142663987+0.j,0.12409751596922872+0.j,0.19836354662800773+0.j,0.10722895492231037+0.j,-0.06299906270605587+0.j,-0.18132481837929276+0.j,-0.17204824345046388+0.j,-0.0531403507680192+0.j,0.09396623422303096+0.j,0.18457984051442988+0.j,0.17720682623493247+0.j,0.08506721645720036+0.j,-0.042445578134954184+0.j,-0.14982362932136167+0.j,-0.1994893291113456+0.j,-0.18141200260686027+0.j,-0.10928921003530867+0.j,-0.009476875385080845+0.j,0.0906781810103862+0.j,0.17084711575383876+0.j,0.2208297809136559+0.j,0.23970152459987124+0.j,0.2328248188691726+0.j,0.20843531555901795+0.j,0.17489434331592824+0.j,0.13902699157992288+0.j,0.10548063098963288+0.j,0.07680212439931425+0.j,0.05389224304867231+0.j,0.03656635691762157+0.j,0.024055910648364653+0.j,0.015379114010146178+0.j,0.009572929371451948+0.j,0.005811391542860796+0.j,0.0034455769827965105+0.j,0.0019977444086326517+0.j,0.0011339708088481367+0.j,0.0006307891673112258+0.j,0.0003441756017607746+0.j,0.00018435107622185082+0.j,0.00009700756389294798+0.j,0.00005018304495946665+0.j,0.000025537193012844073+0.j,0.000012791052779535706+0.j,6.309429483966025e-6+0.j,3.066491431619452e-6+0.j,1.469141943659592e-6+0.j,6.9413726879715e-7+0.j,3.235667852510416e-7+0.j,1.4886276204201568e-7+0.j,6.761897882319422e-8+0.j,3.0336080452819096e-8+0.j,1.3446165315756179e-8+0.j,5.890035135730438e-9+0.j,2.550605399556896e-9+0.j,1.0921789261496755e-9+0.j,4.6257567051015916e-10+0.j,1.9382875658206551e-10+0.j,8.037167234632541e-11+0.j,3.298644114554143e-11+0.j,1.3403232066670534e-11+0.j,5.392810221246836e-12+0.j,2.1490097745978257e-12+0.j,8.483242567737429e-13+0.j,3.3179121913850457e-13+0.j,1.28594842146092e-13+0.j,4.939819585288819e-14+0.j,1.8810396899056458e-14+0.j,7.101531502685202e-15+0.j,2.658512210518762e-15+0.j,9.87008643566861e-16+0.j,3.634626441318305e-16+0.j,1.3277427173504442e-16+0.j,4.8121616912006973e-17+0.j,1.730587545527009e-17+0.j,6.1762828405461176e-18+0.j,2.187723766536821e-18+0.j,7.692001393373007e-19+0.j,2.684825737265794e-19+0.j,9.303997447664263e-20+0.j,3.20143914047574e-20+0.j,1.0939241902835028e-20+0.j,3.712259736860231e-21+0.j,1.2512389691214013e-21+0.j,4.1892222685680833e-22+0.j,1.393340043990905e-22+0.j,4.60415223057296e-23+0.j,1.5116397732858652e-23+0.j,4.9316162933302996e-24+0.j,1.5988506074027192e-24+0.j,5.151557235648184e-25+0.j
