0.3999971498410071+0.j,0.5414897374822621+0.j,0.5183326494326708+0.j,0.4051177496579894+0.j,0.27421083375082134+0.j,0.16600949957687175+0.j,0.09174674147362932+0.j,0.04694344545851337+0.j,0.02246794239457437+0.j,0.010138539098624845+0.j,0.004340189716911241+0.j,0.001771518550477541+0.j,0.0006922905680670101+0.j,0.00025992620852413384+0.j,0.00009404146529031857+0.j,0.0000328705591052459+0.j,0.000011124498279468771+0.j,3.652492272955039e-6+0.j,1.1654305186994549e-6+0.j,3.619452816213339e-7+0.j,1.0956232883703003e-7+0.j,3.236569527689495e-8+0.j,9.3412916971282e-9+0.j,2.636794894834195e-9+0.j,7.286249887866136e-10+0.j,1.9727288259824096e-10+0.j,5.237379572433305e-11+0.j,1.3644747433983531e-11+0.j,3.490758618094919e-12+0.j,8.775142005938416e-13+0.j,2.168836728416029e-13+0.j,5.273261951865111e-14+0.j,1.2619370458300988e-14+0.j,2.9738157224260623e-15+0.j,6.904113590457182e-16+0.j,1.5798186600102548e-16+0.j,3.564423695762848e-17+0.j,7.932713937539823e-18+0.j,1.7420608806995495e-18+0.j,3.7762814764032547e-19+0.j,8.082909121626212e-20+0.j,1.708870296286403e-20+0.j,3.569585501957138e-21+0.j,7.369141479357577e-22+0.j,1.503917073130371e-22+0.j,3.034945985423267e-23+0.j,6.057666830255781e-24+0.j,1.1961614118220631e-24+0.j,2.337235653182737e-25+0.j,4.519993350592427e-26+0.j,8.653387004984185e-27+0.j,1.6403418771203108e-27+0.j,3.0793994925694765e-28+0.j,5.726133017279828e-29+0.j,1.0548674361387197e-29+0.j,1.9255281601568243e-30+0.j,3.483286480941904e-31+0.j,6.245757235060031e-32+0.j,1.1102082142351065e-32+0.j,1.9566437670558174e-33+0.j,3.4195540442913477e-34+0.j,5.927040403466456e-35+0.j,1.0190027975940602e-35+0.j,1.737954630416982e-36+0.j,2.9409103194692607e-37+0.j,4.938083579213975e-38+0.j,8.228483485313159e-39+0.j,1.3608671595921043e-39+0.j,2.234058858232743e-40+0.j,3.640855130872217e-41+0.j,5.89098222163581e-42+0.j,9.464373504177811e-43+0.j,1.5099374478916304e-43+0.j,2.3923838358551645e-44+0.j,3.7648556805576644e-45+0.j,5.885061891293172e-46+0.j,9.138555878818483e-47+0.j,1.4098260873600698e-47+0.j,2.1609841149100928e-48+0.j,3.2913294984152185e-49+0.j,4.981495037054274e-50+0.j,7.492910167418243e-51+0.j,1.120151933894178e-51+0.j,1.6644517884399768e-52+0.j,2.458469985055795e-53+0.j,3.6098468819085027e-54+0.j,5.269542222012878e-55+0.j,7.647977395322361e-56+0.j,1.103668361386171e-56+0.j,1.5837146090699619e-57+0.j,2.259898851942722e-58+0.j,3.2070197811192163e-59+0.j,4.5262762692054277e-60+0.j,6.353790886663472e-61+0.j,8.871607592772598e-62+0.j,1.2321791468916942e-62+0.j,1.7024390460667737e-63+0.j,2.340017135245669e-64+0.j,3.199921564189401e-65+0.j,4.3536656081699043e-66+0.j
-0.5414897374822621+0.j,-0.33303591280745504+0.j,0.06409760517765502+0.j,0.34935681653753053+0.j,0.4390269733513715+0.j,0.3884213622602953+0.j,0.28243788405036463+0.j,0.1791901238337101+0.j,0.1023604971680281+0.j,0.05367894220104209+0.j,0.026185413357236714+0.j,0.011996615934967841+0.j,0.005199542999285032+0.j,0.0021442181974191373+0.j,0.0008452476901453251+0.j,0.0003197230358044715+0.j,0.00011642262498283762+0.j,0.00004092297850160679+0.j,0.00001391852942094916+0.j,4.590016226623538e-6+0.j,1.470350259154964e-6+0.j,4.5826312341801386e-7+0.j,1.3916294312723567e-7+0.j,4.122974231681e-8+0.j,1.193123968444764e-8+0.j,3.376069937533774e-9+0.j,9.349980904348145e-10+0.j,2.536708671584652e-10+0.j,6.747565823441563e-11+0.j,1.7610389660667197e-11+0.j,4.512740422248976e-12+0.j,1.1361712451242016e-12+0.j,2.812174720942088e-13+0.j,6.846700873533127e-14+0.j,1.640554309805605e-14+0.j,3.870663261526909e-15+0.j,8.996383809033117e-16+0.j,2.0607664449992456e-16+0.j,4.654224585196501e-17+0.j,1.0367958654167014e-17+0.j,2.2789090221397204e-18+0.j,4.944251550175399e-19+0.j,1.059151835516591e-19+0.j,2.2409751756847127e-20+0.j,4.6845450968712935e-21+0.j,9.677731470419832e-22+0.j,1.9763958205523777e-22+0.j,3.990998711231021e-23+0.j,7.970849822775155e-24+0.j,1.5748762709133429e-24+0.j,3.0789741079840797e-25+0.j,5.957695740695786e-26+0.j,1.1411804718431776e-26+0.j,2.1643200609455323e-27+0.j,4.065030237209506e-28+0.j,7.562440992145088e-29+0.j,1.3937788997308167e-29+0.j,2.5452726835740447e-30+0.j,4.606334338138328e-31+0.j,8.262793586720948e-32+0.j,1.469318079463272e-32+0.j,2.5905207260982378e-33+0.j,4.529010408388228e-34+0.j,7.85281113758135e-35+0.j,1.3505516017353152e-35+0.j,2.3041891851726793e-36+0.j,3.900326286514431e-37+0.j,6.551078797554515e-38+0.j,1.0919565941749717e-38+0.j,1.8064611688773015e-39+0.j,2.9664097217468347e-40+0.j,4.835707410033672e-41+0.j,7.826381856845859e-42+0.j,1.2577046078504839e-42+0.j,2.0070402609571145e-43+0.j,3.180792577813745e-44+0.j,5.006766275035815e-45+0.j,7.828197289494308e-46+0.j,1.2158707101941389e-46+0.j,1.8761688484754185e-47+0.j,2.876418406415846e-48+0.j,4.3819114616025786e-49+0.j,6.63347996250082e-50+0.j,9.979747296287625e-51+0.j,1.4922141184143584e-51+0.j,2.2177296082013637e-52+0.j,3.2762986968417997e-53+0.j,4.811568504579619e-54+0.j,7.025031403753483e-55+0.j,1.0197593667752764e-55+0.j,1.471850579613989e-56+0.j,2.1123915892750936e-57+0.j,3.0147915721164214e-58+0.j,4.27896933193805e-59+0.j,6.040130852495703e-60+0.j,8.480169192217743e-61+0.j,1.1842375766142076e-61+0.j,1.6450304007714523e-62+0.j,2.2731803523399593e-63+0.j,3.1249447049638274e-64+0.j
0.5183326494326708+0.j,-0.06409760517765502+0.j,-0.39439235082325685+0.j,-0.25591317878910635+0.j,0.07381338977093752+0.j,0.3223522727549026+0.j,0.40240625198805074+0.j,0.3568659318608444+0.j,0.26039724998209973+0.j,0.1657560704816672+0.j,0.09496418307931527+0.j,0.0499266632802687+0.j,0.02440840582102417+0.j,0.011203766007838794+0.j,0.004863967870529039+0.j,0.0020087562176677614+0.j,0.0007928695555279464+0.j,0.00030025447666486086+0.j,0.00010944563917696875+0.j,0.00003850606701752172+0.j,0.000013107435801687877+0.j,4.3258141182435515e-6+0.j,1.386675267582056e-6+0.j,4.32457969745147e-7+0.j,1.314030228889375e-7+0.j,3.89516118796807e-8+0.j,1.1277580854722323e-8+0.j,3.192579846440808e-9+0.j,8.845594470224182e-10+0.j,2.4008237938176564e-10+0.j,6.388499512661536e-11+0.j,1.667909451355443e-11+0.j,4.275493918713972e-12+0.j,1.0767717898984212e-12+0.j,2.6659275730418096e-13+0.j,6.492417826886645e-14+0.j,1.5560668558190348e-14+0.j,3.672227317167246e-15+0.j,8.537154253083243e-16+0.j,1.9560042522107616e-16+0.j,4.4185470375431815e-17+0.j,9.844918637001794e-18+0.j,2.164355032286737e-18+0.j,4.696571154104352e-19+0.j,1.0062684470561868e-19+0.j,2.129436263282457e-20+0.j,4.452089542659232e-21+0.j,9.198902050387444e-22+0.j,1.8788823581553912e-22+0.j,3.794616785602619e-23+0.j,7.57965133542618e-24+0.j,1.4977765923538918e-24+0.j,2.9286029537777207e-25+0.j,5.667409851439228e-26+0.j,1.0857018216051712e-26+0.j,2.0593295474257333e-27+0.j,3.8682503113784264e-28+0.j,7.197100910846282e-29+0.j,1.3265778672828554e-29+0.j,2.4227856296625944e-30+0.j,4.385070242098092e-31+0.j,7.866600741330648e-32+0.j,1.3989876485826588e-32+0.j,2.4667309712284886e-33+0.j,4.312941348852901e-34+0.j,7.478763798571325e-35+0.j,1.2863206441681978e-35+0.j,2.1947678626956845e-36+0.j,3.715376682094101e-37+0.j,6.240872063986208e-38+0.j,1.0403213432226342e-38+0.j,1.721153516214991e-39+0.j,2.8265076200394797e-40+0.j,4.607934767030736e-41+0.j,7.458197647966463e-42+0.j,1.1986084897235101e-42+0.j,1.912845737405162e-43+0.j,3.0316825708193154e-44+0.j,4.7723203032116454e-45+0.j,7.462035568925125e-46+0.j,1.1590592983580911e-46+0.j,1.7885962970684696e-47+0.j,2.7422943909189663e-48+0.j,4.177790954398017e-49+0.j,6.324775565126604e-50+0.j,9.51575714413562e-51+0.j,1.42290069600653e-51+0.j,2.1148094071170046e-52+0.j,3.1243874534501594e-53+0.j,4.5886655683181833e-54+0.j,6.699863181399585e-55+0.j,9.725969543641607e-56+0.j,1.4038350566561516e-56+0.j,2.014853991949599e-57+0.j,2.8756953631507775e-58+0.j,4.081697803183483e-59+0.j,5.761874254526014e-60+0.j,8.089792407077732e-61+0.j,1.1297616143246284e-61+0.j,1.569411094109642e-62+0.j
-0.4051177496579894+0.j,0.34935681653753053+0.j,0.25591317878910635+0.j,-0.19437606550466735+0.j,-0.35319405731363346+0.j,-0.15665098846375355+0.j,0.14136280740893467+0.j,0.33576689814574634+0.j,0.37923868665047433+0.j,0.32146985580320653+0.j,0.2284058149817429+0.j,0.1428209505437004+0.j,0.08077623687734775+0.j,0.04205352381432446+0.j,0.020401327176923393+0.j,0.009306161759190723+0.j,0.004019333828784479+0.j,0.001652734562796074+0.j,0.0006499298822538145+0.j,0.00024533663065732565+0.j,0.00008917774510914005+0.j,0.0000312980513542481+0.j,0.00001063056417949958+0.j,3.501530025359945e-6+0.j,1.120474050327905e-6+0.j,3.4888410366073397e-7+0.j,1.0585612369780959e-7+0.j,3.1337490211436995e-8+0.j,9.062139731094181e-9+0.j,2.5625638158274706e-9+0.j,7.092759945449684e-10+0.j,1.923255025609679e-10+0.j,5.1132059665679635e-11+0.j,1.333862724405092e-11+0.j,3.4165907869567093e-12+0.j,8.598442657863552e-13+0.j,2.1274206395960335e-13+0.j,5.177713743931402e-14+0.j,1.2402307030183584e-14+0.j,2.9252376178053588e-15+0.j,6.796973459172913e-16+0.j,1.5565227887163923e-16+0.j,3.5144698783985337e-17+0.j,7.827041914217652e-18+0.j,1.720002017788143e-18+0.j,3.7308287381786193e-19+0.j,7.990438191115852e-20+0.j,1.690291150197984e-20+0.j,3.532711380197659e-21+0.j,7.296833487702364e-22+0.j,1.4899048765811685e-22+0.j,3.0081072804377865e-23+0.j,6.0068478501446965e-24+0.j,1.1866473374146875e-24+0.j,2.319622222610355e-25+0.j,4.487744662249268e-26+0.j,8.594986341117474e-27+0.j,1.6298802130266655e-27+0.j,3.0608602112910714e-28+0.j,5.69363044996344e-29+0.j,1.0492298983068028e-29+0.j,1.915854016034178e-30+0.j,3.466862449163016e-31+0.j,6.218172361482054e-32+0.j,1.1056252019996009e-32+0.j,1.9491125193782386e-33+0.j,3.4073150789437403e-34+0.j,5.90737582295249e-35+0.j,1.0158799150953804e-35+0.j,1.7330547355922824e-36+0.j,2.933318311568054e-37+0.j,4.926475026781176e-38+0.j,8.210981957045202e-39+0.j,1.3582684640301369e-39+0.j,2.2302643745083943e-40+0.j,3.6354181394634964e-41+0.j,5.883359821467415e-42+0.j,9.45396288525144e-43+0.j,1.5085614205737327e-43+0.j,2.3906428943988153e-44+0.j,3.762788994272074e-45+0.j,5.882855907341398e-46+0.j,9.136680370344297e-47+0.j,1.409769796277588e-47+0.j,2.161246081406459e-48+0.j,3.2922457509687697e-49+0.j,4.983645516476093e-50+0.j,7.49726575699567e-51+0.j,1.1209666431402313e-51+0.j,1.6658996897966207e-52+0.j,2.4609509381786747e-53+0.j,3.6139808081742634e-54+0.j,5.276277291232502e-55+0.j,7.658746106733604e-56+0.j,1.105362584369453e-56+0.j,1.5863424951357538e-57+0.j,2.263923375375949e-58+0.j,3.2131122982324893e-59+0.j,4.535401729058455e-60+0.j,6.367324543491908e-61+0.j
0.27421083375082134+0.j,-0.4390269733513715+0.j,0.07381338977093752+0.j,0.35319405731363346+0.j,0.04468933465015102+0.j,-0.2888510769073343+0.j,-0.28754131334666977+0.j,-0.040264114781982864+0.j,0.21815195100895518+0.j,0.35126569475965963+0.j,0.35368811413065865+0.j,0.2820974065260078+0.j,0.19269837402061143+0.j,0.1171567896652328+0.j,0.06486595399371091+0.j,0.033207966455317796+0.j,0.015891769108597294+0.j,0.007167387483627757+0.j,0.0030660633643321334+0.j,0.0012504290706586473+0.j,0.00048822791118554475+0.j,0.00018314726567083457+0.j,0.00006620495863266643+0.j,0.000023121127295856837+0.j,7.818549977970592e-6+0.j,2.565036991041704e-6+0.j,8.178329099457762e-7+0.j,2.5381096398138764e-7+0.j,7.677734252614718e-8+0.j,2.2666043109611738e-8+0.j,6.537784523965229e-9+0.j,1.8443620179774585e-9+0.j,5.093690646600805e-10+0.j,1.3783718346058168e-10+0.j,3.657586936324113e-11+0.j,9.524411636741313e-12+0.j,2.435534715859353e-12+0.j,6.11983492218038e-13+0.j,1.511931432441814e-13+0.j,3.674619449407191e-14+0.j,8.790348869565997e-15+0.j,2.070737384647409e-15+0.j,4.805827425926439e-16+0.j,1.0993173452690422e-16+0.j,2.479514865101609e-17+0.j,5.516534666204502e-18+0.j,1.211100941787215e-18+0.j,2.6245739880901577e-19+0.j,5.616222729913232e-20+0.j,1.1870591255254583e-20+0.j,2.4789734765369276e-21+0.j,5.116415667226346e-22+0.j,1.0439301336460505e-22+0.j,2.1062053801458794e-23+0.j,4.203013149658553e-24+0.j,8.297628784681876e-25+0.j,1.6209836707955205e-25+0.j,3.1342149802751595e-26+0.j,5.999219420802361e-27+0.j,1.137007364517306e-27+0.j,2.1341146824047274e-28+0.j,3.967695901570465e-29+0.j,7.308064327120463e-30+0.j,1.3337796241284483e-30+0.j,2.412432823807639e-31+0.j,4.3249886824161223e-32+0.j,7.686702569410838e-33+0.j,1.3545187190994046e-33+0.j,2.3669118903045647e-34+0.j,4.1019614172249463e-35+0.j,7.051341470294284e-36+0.j,1.202483287820361e-36+0.j,2.0345489124537343e-37+0.j,3.4157963203485484e-38+0.j,5.691174329298775e-39+0.j,9.411258572308686e-40+0.j,1.544819507926806e-40+0.j,2.517322891108678e-41+0.j,4.072647428562685e-42+0.j,6.542378871103555e-43+0.j,1.0436589275743294e-43+0.j,1.6534359374341032e-44+0.j,2.6017331238098987e-45+0.j,4.066533317858399e-46+0.j,6.314089189890091e-47+0.j,9.740010916578639e-48+0.j,1.4928189027562462e-48+0.j,2.2734710224984255e-49+0.j,3.440654813918509e-50+0.j,5.1748298288579145e-51+0.j,7.735482413100672e-52+0.j,1.1493369430572824e-52+0.j,1.697490928910486e-53+0.j,2.4922892511283176e-54+0.j,3.637896578403306e-55+0.j,5.279496605407262e-56+0.j,7.618221839597551e-57+0.j,1.0931044732594274e-57+0.j,1.5597108089702976e-58+0.j,2.2132355530358034e-59+0.j
-0.16600949957687175+0.j,0.3884213622602953+0.j,-0.3223522727549026+0.j,-0.15665098846375355+0.j,0.2888510769073343+0.j,0.21956215814042052+0.j,-0.14234061933175915+0.j,-0.3158472430790804+0.j,-0.18300151404110157+0.j,0.08002240739160545+0.j,0.282639009129327+0.j,0.35382015562541086+0.j,0.3203622385943012+0.j,0.23978910540426351+0.j,0.156770422142794+0.j,0.09224675131215251+0.j,0.04978320826747911+0.j,0.024963778883806517+0.j,0.011742941552783069+0.j,0.005219837743096806+0.j,0.002205280938525122+0.j,0.0008896906090403022+0.j,0.0003440919177020539+0.j,0.00012799609609003904+0.j,0.00004592243728020933+0.j,0.00001592991469352852+0.j,5.3540614967302925e-6+0.j,1.7468126938953758e-6+0.j,5.541447289135812e-7+0.j,1.7118211693095602e-7+0.j,5.156221145268714e-8+0.j,1.5162360211179124e-8+0.j,4.357531613959458e-9+0.j,1.2251450534747723e-9+0.j,3.372920663023819e-10+0.j,9.100449698899942e-11+0.j,2.4082185440959807e-11+0.j,6.25487087025838e-12+0.j,1.5955884829584543e-12+0.j,4.0001301993357343e-13+0.j,9.8612183557587e-14+0.j,2.3918086954082512e-14+0.j,5.710618361976067e-15+0.j,1.3427916749581071e-15+0.j,3.1109903788756104e-16+0.j,7.104569038318862e-17+0.j,1.59992676071583e-17+0.j,3.554271301899582e-18+0.j,7.791934322855881e-19+0.j,1.6862902739507078e-19+0.j,3.6037314558049683e-20+0.j,7.607454357716278e-21+0.j,1.5867940832699383e-21+0.j,3.2712788618508845e-22+0.j,6.667243303270809e-23+0.j,1.3437472318461304e-23+0.j,2.6787820397598728e-24+0.j,5.283322833075223e-25+0.j,1.0311553880600779e-25+0.j,1.9919641834261041e-26+0.j,3.8095079854319244e-27+0.j,7.213934544333881e-28+0.j,1.3529262780596118e-28+0.j,2.5133573790315755e-29+0.j,4.625824378323181e-30+0.j,8.436311864134055e-31+0.j,1.5248104907827016e-31+0.j,2.7317914646670386e-32+0.j,4.851923422269167e-33+0.j,8.544351299793255e-34+0.j,1.492124021069256e-34+0.j,2.584349734147029e-35+0.j,4.439929976747421e-36+0.j,7.567205353441722e-37+0.j,1.2796282433492466e-37+0.j,2.1472058044338606e-38+0.j,3.575659426515812e-39+0.j,5.909908707575814e-40+0.j,9.69606733364063e-41+0.j,1.579237233774308e-41+0.j,2.553767576486025e-42+0.j,4.1005457784018906e-43+0.j,6.538394139024879e-44+0.j,1.0354075372876792e-44+0.j,1.6285566513070616e-45+0.j,2.5443988368115788e-46+0.j,3.949086815870098e-47+0.j,6.089403542684667e-48+0.j,9.32944601862018e-49+0.j,1.420285009803926e-49+0.j,2.1486631097761475e-50+0.j,3.230487775811246e-51+0.j,4.827338737779837e-52+0.j,7.170005644987906e-53+0.j,1.058606742568025e-53+0.j,1.5537598474960905e-54+0.j,2.2672381633157518e-55+0.j,3.28930120466817e-56+0.j,4.744953620094218e-57+0.j,6.806283859917632e-58+0.j
0.09174674147362932+0.j,-0.28243788405036463+0.j,0.40240625198805074+0.j,-0.14136280740893467+0.j,-0.28754131334666977+0.j,0.14234061933175915+0.j,0.29822806603311924+0.j,0.020810566124043875+0.j,-0.26357144045934966+0.j,-0.2683553163982354+0.j,-0.052894674337441855+0.j,0.1871529263902172+0.j,0.3233260002556534+0.j,0.3390386990187721+0.j,0.27964323202557606+0.j,0.19689475037672985+0.j,0.12312514677566572+0.j,0.07000115456302529+0.j,0.03674868414698446+0.j,0.018011924273394472+0.j,0.008311306608673606+0.j,0.0036340068122253633+0.j,0.0015134621160968623+0.j,0.0006029558622856308+0.j,0.000230612716958931+0.j,0.0000849349624924842+0.j,0.000030201788376378077+0.j,0.000010392286791715067+0.j,3.4672933089234803e-6+0.j,1.1236730630177322e-6+0.j,3.542784995038754e-7+0.j,1.0882284434949126e-7+0.j,3.260773937580291e-8+0.j,9.542229318758214e-9+0.j,2.7300208772646674e-9+0.j,7.643432266606613e-10+0.j,2.096053312619272e-10+0.j,5.6345932599630266e-11+0.j,1.4859262556141684e-11+0.j,3.84689737474486e-12+0.j,9.783302076748326e-13+0.j,2.44560050570858e-13+0.j,6.012528193149721e-14+0.j,1.4545578816176274e-14+0.j,3.4643651798011274e-15+0.j,8.127157214408121e-16+0.j,1.8787446040347834e-16+0.j,4.2814596392334997e-17+0.j,9.622368638522603e-18+0.j,2.133536258063046e-18+0.j,4.6687370441853915e-19+0.j,1.0086159122026864e-19+0.j,2.1518782266909407e-20+0.j,4.5353082992577015e-21+0.j,9.445364992513535e-22+0.j,1.944344675782226e-22+0.j,3.9571701456401693e-23+0.j,7.96457285690928e-24+0.j,1.5856640330416046e-24+0.j,3.1234243314609077e-25+0.j,6.088607726115036e-26+0.j,1.1748011500855096e-26+0.j,2.2441847441337403e-27+0.j,4.2450790909761985e-28+0.j,7.952940207470774e-29+0.j,1.4759211109655305e-29+0.j,2.7137379931672335e-30+0.j,4.944417471912105e-31+0.j,8.928434263191077e-32+0.j,1.598146108529235e-32+0.j,2.835987905345037e-33+0.j,4.990022232215265e-34+0.j,8.707073101415333e-35+0.j,1.50685995520912e-35+0.j,2.5867953010387236e-36+0.j,4.405501654042937e-37+0.j,7.44434921952888e-38+0.j,1.24826975862698e-38+0.j,2.0772616421666208e-39+0.j,3.431027407703652e-40+0.j,5.625422630524281e-41+0.j,9.156520632447333e-42+0.j,1.4797733596739805e-42+0.j,2.374614521776012e-43+0.j,3.7841365155826266e-44+0.j,5.989045911426562e-45+0.j,9.41468845740872e-46+0.j,1.470113785781686e-46+0.j,2.2805039308979875e-47+0.j,3.514655649126954e-48+0.j,5.381992263154357e-49+0.j,8.189304592570534e-50+0.j,1.238309205348851e-50+0.j,1.8608994380048662e-51+0.j,2.7794650766387524e-52+0.j,4.1264449013903716e-53+0.j,6.089738299288288e-54+0.j,8.93427802810793e-55+0.j,1.3031318140926537e-55+0.j,1.8897936916231071e-56+0.j
-0.04694344545851337+0.j,0.1791901238337101+0.j,-0.3568659318608444+0.j,0.33576689814574634+0.j,0.040264114781982864+0.j,-0.3158472430790804+0.j,-0.020810566124043875+0.j,0.28758006197200897+0.j,0.15710727822584036+0.j,-0.16155434053563023+0.j,-0.2936816851473356+0.j,-0.16206627739326268+0.j,0.07960663477262915+0.j,0.2671453885350636+0.j,0.3363899323075526+0.j,0.3086119474425028+0.j,0.23467825670001125+0.j,0.15605965736685506+0.j,0.09344861803815747+0.j,0.051327744157175+0.j,0.026193117855720364+0.j,0.012536217209600783+0.j,0.005668022407141379+0.j,0.0024348726404376476+0.j,0.0009984612369313692+0.j,0.0003923589623945467+0.j,0.00014823760722464671+0.j,0.00005399778255232332+0.j,0.00001901048665977739+0.j,6.482389865177259e-6+0.j,2.1449529169510334e-6+0.j,6.898690792217547e-7+0.j,2.1598884293978949e-7+0.j,6.5916838333065e-8+0.j,1.9633197517908036e-8+0.j,5.7134258426174284e-9+0.j,1.6261201423736611e-9+0.j,4.530667890069839e-10+0.j,1.236791098908019e-10+0.j,3.310529936196007e-11+0.j,8.695267883584549e-12+0.j,2.2425768390273734e-12+0.j,5.682834319561955e-13+0.j,1.415767967358797e-13+0.j,3.4695107322986524e-14+0.j,8.367932063067531e-15+0.j,1.9872518405155787e-15+0.j,4.649124916735959e-16+0.j,1.0719151734173883e-16+0.j,2.4366742123293794e-17+0.j,5.463233334466545e-18+0.j,1.2085812327187991e-18+0.j,2.638919870699066e-19+0.j,5.689102296164978e-20+0.j,1.2113354033196949e-20+0.j,2.5481070654867063e-21+0.j,5.296963325942242e-22+0.j,1.0884540815474183e-22+0.j,2.2114630434478736e-23+0.j,4.443685968380549e-24+0.j,8.832918353748584e-25+0.j,1.7372448453300994e-25+0.j,3.3814933973761896e-26+0.j,6.51534909184418e-27+0.j,1.2428989845976133e-27+0.j,2.3479398451308815e-28+0.j,4.3931082271668575e-29+0.j,8.142700379798276e-30+0.j,1.4953800959534923e-30+0.j,2.7214077188791486e-31+0.j,4.9086746283394854e-32+0.j,8.776691323097347e-33+0.j,1.5558165444793544e-33+0.j,2.7347006254038634e-34+0.j,4.7670074437950416e-35+0.j,8.241861820751531e-36+0.j,1.4135306669926149e-36+0.j,2.4051419278189965e-37+0.j,4.0605532314790926e-38+0.j,6.802844777524243e-39+0.j,1.1311157385778056e-39+0.j,1.8667383494250745e-40+0.j,3.0582088732163474e-41+0.j,4.9739811944646395e-42+0.j,8.032285602068049e-43+0.j,1.28799926107231e-43+0.j,2.0510479700420242e-44+0.j,3.243850793900388e-45+0.j,5.0957813435747346e-46+0.j,7.951782953406572e-47+0.j,1.232707413014345e-47+0.j,1.8986032363498448e-48+0.j,2.90551529373607e-49+0.j,4.418368869203446e-50+0.j,6.677053786572272e-51+0.j,1.0028253036366554e-51+0.j,1.4969792928941162e-52+0.j,2.2212028292363303e-53+0.j,3.276224258469362e-54+0.j,4.803992722460165e-55+0.j
0.02246794239457437+0.j,-0.1023604971680281+0.j,0.26039724998209973+0.j,-0.37923868665047433+0.j,0.21815195100895518+0.j,0.18300151404110157+0.j,-0.26357144045934966+0.j,-0.15710727822584036+0.j,0.21238580977196322+0.j,0.2439601256085675+0.j,-0.040062125582513354+0.j,-0.2668045863920833+0.j,-0.23659095004141867+0.j,-0.02638144304009143+0.j,0.19239810934856705+0.j,0.3129138859780009+0.j,0.32412214160821573+0.j,0.2674065636021066+0.j,0.18936336621765568+0.j,0.1194476490523678+0.j,0.06861981152047238+0.j,0.03643765152067001+0.j,0.018076151135312236+0.j,0.008445227551496895+0.j,0.0037394423597494923+0.j,0.0015772570140162637+0.j,0.0006363861039225416+0.j,0.0002464856040351808+0.j,0.00009192185428428283+0.j,0.00003309230469949413+0.j,0.000011526482546431186+0.j,3.892160803337162e-6+0.j,1.276362174136366e-6+0.j,4.071264783906645e-7+0.j,1.2649425662964924e-7+0.j,3.833123477163082e-8+0.j,1.1341717333686384e-8+0.j,3.2802580200079437e-9+0.j,9.282412195109943e-10+0.j,2.572313136032876e-10+0.j,6.986399465607026e-11+0.j,1.8611413949651548e-11+0.j,4.866398809430853e-12+0.j,1.2497498403355476e-12+0.j,3.1542134274037825e-13+0.j,7.828163553833436e-14+0.j,1.9114463191464125e-14+0.j,4.594265224911748e-15+0.j,1.0874946712520885e-15+0.j,2.536231278818812e-16+0.j,5.830205763737852e-17+0.j,1.3215540193899982e-17+0.j,2.9549863896645148e-18+0.j,6.520045495069324e-19+0.j,1.420095532976732e-19+0.j,3.05419142516234e-20+0.j,6.48813581144924e-21+0.j,1.361807009177021e-21+0.j,2.8249078728050873e-22+0.j,5.792976929101159e-23+0.j,1.1746776514642002e-23+0.j,2.3559217676600726e-24+0.j,4.674440865305687e-25+0.j,9.17745647017489e-26+0.j,1.7833317214489804e-26+0.j,3.4304307459952104e-27+0.j,6.533682030986187e-28+0.j,1.2323752403689095e-28+0.j,2.3024132407128286e-29+0.j,4.261433384959981e-30+0.j,7.815094962375016e-31+0.j,1.4203334679784437e-31+0.j,2.55854333457405e-32+0.j,4.568863221257491e-33+0.j,8.08911005236841e-34+0.j,1.4201450079337744e-34+0.j,2.4726584059892334e-35+0.j,4.270249326887284e-36+0.j,7.315708183689077e-37+0.j,1.243449478878529e-37+0.j,2.0971112570394863e-38+0.j,3.509842924717776e-39+0.j,5.830107635443372e-40+0.j,9.612502946269714e-41+0.j,1.5733102141872031e-41+0.j,2.5565589154126794e-42+0.j,4.124821294654247e-43+0.j,6.608538930144225e-44+0.j,1.0514743078022785e-44+0.j,1.6615964664952694e-45+0.j,2.608109581702196e-46+0.j,4.0666626258463503e-47+0.j,6.299413856334101e-48+0.j,9.695015622611615e-49+0.j,1.4825830125421168e-49+0.j,2.2529239247591743e-50+0.j,3.402240743981549e-51+0.j,5.1063166113818524e-52+0.j,7.61740416045617e-53+0.j,1.1295213046247195e-53+0.j
