0.27428241958771343+0.j,0.4411765959752873+0.j,0.5017783985624304+0.j,0.4659784444325243+0.j,0.3747574930642942+0.j,0.26957512571269737+0.j,0.17701851156087012+0.j,0.10761781203339914+0.j,0.06120031510231852+0.j,0.03281307241642998+0.j,0.01669019421941025+0.j,0.008094304561342061+0.j,0.003758403569248089+0.j,0.0016766647320026944+0.j,0.0007207700046419375+0.j,0.00029934056141227246+0.j,0.00012037050179857157+0.j,0.00004695805539567903+0.j,0.000017802801305269683+0.j,6.569405016473752e-6+0.j,2.3627922269051233e-6+0.j,8.293357361626846e-7+0.j,2.8440258053928647e-7+0.j,9.538588382874849e-8+0.j,3.131792507680887e-8+0.j,1.0074824043891847e-8+0.j,3.1780833970041418e-9+0.j,9.837797999113906e-10+0.j,2.990428194644306e-10+0.j,8.932003267214033e-11+0.j,2.6230268695037333e-11+0.j,7.57768217396127e-12+0.j,2.1546458157304023e-12+0.j,6.033001230158665e-13+0.j,1.6642112321822308e-13+0.j,4.5246909420200744e-14+0.j,1.212975875158894e-14+0.j,3.2074935723622713e-15+0.j,8.369287558339693e-16+0.j,2.1556124334565943e-16+0.j,5.482203817974613e-17+0.j,1.3771388902421419e-17+0.j,3.4179648422794427e-18+0.j,8.383934117636705e-19+0.j,2.032993603257649e-19+0.j,4.8746590912261136e-20+0.j,1.1560585404080167e-20+0.j,2.7123478830232244e-21+0.j,6.297080797579297e-22+0.j,1.4469573134734024e-22+0.j,3.2914344512670304e-23+0.j,7.413351902287765e-24+0.j,1.6535884786552487e-24+0.j,3.6534569678789438e-25+0.j,7.996898981880004e-26+0.j,1.7344219404596537e-26+0.j,3.727994291926762e-27+0.j,7.942410038243311e-28+0.j,1.6774624261569432e-28+0.j,3.5127018445312663e-29+0.j,7.294241820858402e-30+0.j,1.5022068328910275e-30+0.j,3.0686572406504883e-31+0.j,6.218599685937261e-32+0.j,1.250308279554816e-32+0.j,2.4944506841800024e-33+0.j,4.938754609058497e-34+0.j,9.704977662694459e-35+0.j,1.893017275367216e-35+0.j,3.6655953879025784e-36+0.j,7.047092935280713e-37+0.j,1.3452262027047647e-37+0.j,2.550019863002989e-38+0.j,4.800612225103502e-39+0.j,8.976256627444276e-40+0.j,1.6671670650099554e-40+0.j,3.07600345933599e-41+0.j,5.638400883628143e-42+0.j,1.026888150847022e-42+0.j,1.8583353592557876e-43+0.j,3.34190107842467e-44+0.j,5.972629493359346e-45+0.j,1.0608968058177127e-45+0.j,1.8730466289031857e-46+0.j,3.2871796494842804e-47+0.j,5.734934607630574e-48+0.j,9.94703710821181e-49+0.j,1.7153336419940606e-49+0.j,2.941181074182426e-50+0.j,5.0146572315047003e-51+0.j,8.502262154892123e-52+0.j,1.4336009793861111e-52+0.j,2.4040797417731915e-53+0.j,4.0097923971709434e-54+0.j,6.652309624092172e-55+0.j,1.0978048512249204e-55+0.j,1.8022043042210153e-56+0.j,2.943287248833924e-57+0.j,4.782270137569716e-58+0.j,7.730916824419676e-59+0.j
-0.4411765959752873+0.j,-0.43533939696512824+0.j,-0.18318041555919634+0.j,0.11959069432208737+0.j,0.3291685827284061+0.j,0.40437820121807094+0.j,0.3755915380614693+0.j,0.2952463277664633+0.j,0.20594992141181312+0.j,0.13082191698304285+0.j,0.07691827469512985+0.j,0.04233562002937061+0.j,0.021994192841364116+0.j,0.010854242370777291+0.j,0.005114163970447121+0.j,0.0023100482172297787+0.j,0.0010037492232790992+0.j,0.0004207694039616734+0.j,0.00017059078382371186+0.j,0.00006703388372946853+0.j,0.00002557877858962933+0.j,9.493707885350052e-6+0.j,3.4324747785372827e-6+0.j,1.2105209885799995e-6+0.j,4.1691936787019616e-7+0.j,1.403845161268951e-7+0.j,4.625985460509883e-8+0.j,1.49314198795818e-8+0.j,4.724670294310736e-9+0.j,1.4667257686692045e-9+0.j,4.470352185552624e-10+0.j,1.3385543792881905e-10+0.j,3.940014825574653e-11+0.j,1.1407104305792799e-11+0.j,3.2501296693911954e-12+0.j,9.117820900425203e-13+0.j,2.51971034803067e-13+0.j,6.862326669377176e-14+0.j,1.842613875867709e-14+0.j,4.879893391743769e-15+0.j,1.2751490943959836e-15+0.j,3.28881377555115e-16+0.j,8.375108727670504e-17+0.j,2.1064558934833456e-17+0.j,5.23427067419846e-18+0.j,1.2853658634033302e-18+0.j,3.120205448772327e-19+0.j,7.489263495650177e-20+0.j,1.7778827245361275e-20+0.j,4.1752169962732766e-21+0.j,9.702114064187325e-22+0.j,2.231312395130209e-22+0.j,5.0798683993321834e-23+0.j,1.1450656175352862e-23+0.j,2.5561034368475056e-24+0.j,5.651681465482724e-25+0.j,1.2379586522549714e-25+0.j,2.686822235655944e-26+0.j,5.7789435281331305e-27+0.j,1.2319823839977017e-27+0.j,2.6036010445149905e-28+0.j,5.455358668979192e-29+0.j,1.1334802382416721e-29+0.j,2.335646512933272e-30+0.j,4.7737707051869965e-31+0.j,9.679081293452238e-32+0.j,1.9470626498625573e-32+0.j,3.8864426693362306e-33+0.j,7.698442378300285e-34+0.j,1.5134980376259438e-34+0.j,2.953506359877885e-35+0.j,5.721609693342077e-36+0.j,1.1004458353637396e-36+0.j,2.101521246823417e-37+0.j,3.985261881063073e-38+0.j,7.505506505670617e-39+0.j,1.4039257847198534e-39+0.j,2.60848977526936e-40+0.j,4.814528367613254e-41+0.j,8.828272810148472e-42+0.j,1.6083920098746976e-42+0.j,2.9116426788973074e-43+0.j,5.237803365943909e-44+0.j,9.363954892395566e-45+0.j,1.6638021068513914e-45+0.j,2.9383848644507954e-46+0.j,5.1583638939642015e-47+0.j,9.00207131508622e-48+0.j,1.561817407847128e-48+0.j,2.6940451349599557e-49+0.j,4.620564743634154e-50+0.j,7.880049942072006e-51+0.j,1.336392716255972e-51+0.j,2.2539140083839117e-52+0.j,3.780637186081157e-53+0.j,6.307290144098337e-54+0.j,1.0466366714776133e-54+0.j,1.7276233331933793e-55+0.j,2.8367840705063454e-56+0.j,4.633948792287568e-57+0.j
0.5017783985624304+0.j,0.18318041555919634+0.j,-0.22699657822584318+0.j,-0.360367430552151+0.j,-0.2052577294953455+0.j,0.06053600041092221+0.j,0.27321927830061626+0.j,0.36686486824039155+0.j,0.35625261947292997+0.j,0.2880936131322988+0.j,0.2050426191389552+0.j,0.13223833180283004+0.j,0.07868526283963097+0.j,0.043729184213884935+0.j,0.022900959753548316+0.j,0.011378349058263649+0.j,0.00539217475849926+0.j,0.0024478387256448636+0.j,0.001068284387644435+0.j,0.0004495541790173026+0.j,0.00018288736986250988+0.j,0.00007208691369084161+0.j,0.000027583093520206692+0.j,0.000010263285253060732+0.j,3.719178612258045e-6+0.j,1.3143642597716293e-6+0.j,4.5354927573758295e-7+0.j,1.5298709889767814e-7+0.j,5.049458736161483e-8+0.j,1.6322807324908595e-8+0.j,5.1721626902602946e-9+0.j,1.6077370528602602e-9+0.j,4.906094396496579e-10+0.j,1.4707012847323991e-10+0.j,4.333611530174091e-11+0.j,1.255923970940777e-11+0.j,3.5817809971750492e-12+0.j,1.0057187633115488e-12+0.j,2.781646569478854e-13+0.j,7.581741030710272e-14+0.j,2.037323795947609e-14+0.j,5.399425224650317e-15+0.j,1.411868331756739e-15+0.j,3.6437974399888316e-16+0.j,9.28482679254939e-17+0.j,2.336639691038879e-17+0.j,5.809517177085982e-18+0.j,1.4273955201299974e-18+0.j,3.466764833683501e-19+0.j,8.325196344792384e-20+0.j,1.977260140988754e-20+0.j,4.645545995645252e-21+0.j,1.079973947569055e-21+0.j,2.484786663756738e-22+0.j,5.659213467810653e-23+0.j,1.2761517576724836e-23+0.j,2.8497877631511626e-24+0.j,6.303301200348654e-25+0.j,1.3811704286728319e-25+0.j,2.998648503869719e-26+0.j,6.45172119961483e-27+0.j,1.3758383859434468e-27+0.j,2.9084971912836917e-28+0.j,6.095994022278867e-29+0.j,1.266946038521251e-29+0.j,2.6113816308616846e-30+0.j,5.338756979630287e-31+0.j,1.0827409820946996e-31+0.j,2.1786067089211266e-32+0.j,4.3496712270332114e-33+0.j,8.618053947580854e-34+0.j,1.6946789784107122e-34+0.j,3.3078050631432706e-35+0.j,6.409349339097963e-36+0.j,1.2329785338733376e-36+0.j,2.3550995924646725e-37+0.j,4.4670274690981114e-38+0.j,8.414450157092589e-39+0.j,1.574242627862646e-39+0.j,2.9254745581549057e-40+0.j,5.400557252557718e-41+0.j,9.904584302880709e-42+0.j,1.8047880884714756e-42+0.j,3.2677165275930098e-43+0.j,5.879301487183964e-44+0.j,1.0512461366711104e-44+0.j,1.868158434603271e-45+0.j,3.299788328584312e-46+0.j,5.793663080893629e-47+0.j,1.011221058479803e-47+0.j,1.754667774712617e-48+0.j,3.0271164626015652e-49+0.j,5.192513396273243e-50+0.j,8.856631265637054e-51+0.j,1.5022059859532301e-51+0.j,2.533887513917522e-52+0.j,4.250778103040082e-53+0.j,7.092487306177063e-54+0.j,1.1770717711313889e-54+0.j,1.9431496392161858e-55+0.j
-0.4659784444325243+0.j,0.11959069432208737+0.j,0.360367430552151+0.j,0.10766002555369225+0.j,-0.22550308420551646+0.j,-0.32120357951686884+0.j,-0.1681153033983397+0.j,0.07665886703832404+0.j,0.268252452555406+0.j,0.3495083926758595+0.j,0.33557094981350855+0.j,0.2698230869441629+0.j,0.19140529089846312+0.j,0.12318716079414278+0.j,0.07319877004454187+0.j,0.040641555036718895+0.j,0.021269707687868265+0.j,0.01056274850045583+0.j,0.005003889435096169+0.j,0.002270976530565321+0.j,0.0009909048378892306+0.j,0.000416930708260662+0.j,0.00016959713895448562+0.j,0.00006684308819564656+0.j,0.000025575124841191263+0.j,9.515754427386696e-6+0.j,3.448193327609915e-6+0.j,1.2185757679793765e-6+0.j,4.204913141315335e-7+0.j,1.418358141954745e-7+0.j,4.681410013119831e-8+0.j,1.5133145675197518e-8+0.j,4.7952408790886185e-9+0.j,1.4905901880886105e-9+0.j,4.548675790429132e-10+0.j,1.3635782691664855e-10+0.j,4.018024782967194e-11+0.j,1.1644836861161508e-11+0.j,3.321060630665533e-12+0.j,9.325288032515943e-13+0.j,2.5792635319870754e-13+0.j,7.030251606208012e-14+0.j,1.8891662306399643e-14+0.j,5.006864580791658e-15+0.j,1.3092442757016973e-15+0.j,3.37900500819624e-16+0.j,8.610264013813434e-17+0.j,2.1669175087319128e-17+0.j,5.387639627628224e-18+0.j,1.3237640701269838e-18+0.j,3.2151281502115996e-19+0.j,7.721041990643594e-20+0.j,1.8338028325929758e-20+0.j,4.308567102226112e-21+0.j,1.0016511957866578e-21+0.j,2.3046201152145824e-22+0.j,5.248959116167338e-23+0.j,1.1836578373905572e-23+0.j,2.643278854313026e-24+0.j,5.846621824129428e-25+0.j,1.2811222213896823e-25+0.j,2.781474460299177e-26+0.j,5.9845459180213376e-27+0.j,1.2762301702433403e-27+0.j,2.6979635994542736e-28+0.j,5.65480590616913e-29+0.j,1.1752679831034816e-29+0.j,2.4224489571569335e-30+0.j,4.95256100153347e-31+0.j,1.0044296836029514e-31+0.j,2.0210589255132047e-32+0.j,4.035168201838678e-33+0.j,7.995016957340976e-34+0.j,1.5721808210361017e-34+0.j,3.068737451075819e-35+0.j,5.946185437703365e-36+0.j,1.1438909106273463e-36+0.j,2.1849568711350864e-37+0.j,4.144351906130978e-38+0.j,7.806710412418246e-39+0.j,1.4605560826538252e-39+0.j,2.714232561184327e-40+0.j,5.01064214768083e-41+0.j,9.189567468190268e-42+0.j,1.674514697475983e-42+0.j,3.0318728172144064e-43+0.j,5.455017161093154e-44+0.j,9.753904940808832e-45+0.j,1.7333707316637507e-45+0.j,3.061733726232626e-46+0.j,5.375737944125257e-47+0.j,9.38284221887417e-48+0.j,1.628120713753271e-48+0.j,2.8088216564129053e-49+0.j,4.818101400492171e-50+0.j,8.218074843531817e-51+0.j,1.393908220341287e-51+0.j,2.3512300901058337e-52+0.j,3.9443849211904143e-53+0.j,6.581311188308353e-54+0.j
0.3747574930642942+0.j,-0.3291685827284061+0.j,-0.2052577294953455+0.j,0.22550308420551646+0.j,0.2890181366955973+0.j,0.006203957129224507+0.j,-0.2581877498596071+0.j,-0.28404760307957966+0.j,-0.10732676094372828+0.j,0.12129080747535367+0.j,0.2827424385483305+0.j,0.3394795315589821+0.j,0.3134119198038864+0.j,0.24598902046078572+0.j,0.1715928550775824+0.j,0.109063332634535+0.j,0.06417720651383634+0.j,0.03535366377672953+0.j,0.018382656096144097+0.j,0.009079318948770227+0.j,0.004281134740904912+0.j,0.0019351367649128137+0.j,0.0008413927473514136+0.j,0.00035292191241732243+0.j,0.0001431629760021486+0.j,0.000056284882409704956+0.j,0.000021487341236038818+0.j,7.978644325052431e-6+0.j,2.8858734136733884e-6+0.j,1.0181377858320818e-6+0.j,3.507837041731958e-7+0.j,1.1815429095249758e-7+0.j,3.894648559064214e-8+0.j,1.2574491799016094e-8+0.j,3.9799581260447235e-9+0.j,1.2358523213331668e-9+0.j,3.767590054190382e-10+0.j,1.1283823464811124e-10+0.j,3.322087510909109e-11+0.j,9.620033554219104e-12+0.j,2.7414808713415076e-12+0.j,7.6922729884521e-13+0.j,2.1261279902007543e-13+0.j,5.791374719154916e-14+0.j,1.5552947415130945e-14+0.j,4.119586433833968e-15+0.j,1.076629348532928e-15+0.j,2.777178101306719e-16+0.j,7.073128081473316e-17+0.j,1.7792117553260304e-17+0.j,4.4216399846596215e-18+0.j,1.0859348380931031e-18+0.j,2.6363799186200514e-19+0.j,6.328631802524538e-20+0.j,1.5025120600190092e-20+0.j,3.528875773308738e-21+0.j,8.200957728767898e-22+0.j,1.8862443731457764e-22+0.j,4.2946522772348213e-23+0.j,9.681497621142747e-24+0.j,2.161354200089124e-24+0.j,4.779245508735691e-25+0.j,1.0469376078502955e-25+0.j,2.272403773016119e-26+0.j,4.887940241858501e-27+0.j,1.0421058083953538e-27+0.j,2.20247352036206e-28+0.j,4.615169012290165e-29+0.j,9.589709231651205e-30+0.j,1.9761730349631486e-30+0.j,4.039289624180894e-31+0.j,8.190349111486019e-32+0.j,1.6476779283482802e-32+0.j,3.2890320121527334e-33+0.j,6.515405925672779e-34+0.j,1.2809808223451063e-34+0.j,2.499886107856853e-35+0.j,4.843078504598882e-36+0.j,9.315203836100903e-37+0.j,1.7790057553434117e-37+0.j,3.3738035870864534e-38+0.j,6.354213521379484e-39+0.j,1.1886235801128728e-39+0.j,2.2085501457557556e-40+0.j,4.076518045997065e-41+0.j,7.475296667293211e-42+0.j,1.3619502800328152e-42+0.j,2.4656060466765117e-43+0.j,4.435582713804731e-44+0.j,7.930057179827919e-45+0.j,1.4090741063790727e-45+0.j,2.488603214051804e-46+0.j,4.368913422143472e-47+0.j,7.624617716654185e-48+0.j,1.3228778225272546e-48+0.j,2.281959307346878e-49+0.j,3.9139146346704246e-50+0.j,6.675107106854298e-51+0.j,1.1320772828861727e-51+0.j,1.909377327549964e-52+0.j
-0.26957512571269737+0.j,0.40437820121807094+0.j,-0.06053600041092221+0.j,-0.32120357951686884+0.j,-0.006203957129224507+0.j,0.28455543066842265+0.j,0.19251885235166774+0.j,-0.10116728293912297+0.j,-0.28209136257564055+0.j,-0.23124234132655344+0.j,-0.03185463072383442+0.j,0.17517625636102804+0.j,0.3004721482820596+0.j,0.32841371660142643+0.j,0.2881860976814132+0.j,0.21875477802275242+0.j,0.14893369041589377+0.j,0.09290589356590061+0.j,0.05385562455434293+0.j,0.029303347373343527+0.j,0.015079079897149851+0.j,0.007381709228312802+0.j,0.0034539362409127376+0.j,0.0015507183099933565+0.j,0.0006702314337728192+0.j,0.0002796346188486059+0.j,0.0001128927433705753+0.j,0.000044192773214359517+0.j,0.00001680501693166476+0.j,6.2177242542003825e-6+0.j,2.241588055329168e-6+0.j,7.884521954303413e-7+0.j,2.70893879271967e-7+0.j,9.101009646638311e-8+0.j,2.9927350903689704e-8+0.j,9.640991081362175e-9+0.j,3.0451248828173963e-9+0.j,9.437271265267218e-10+0.j,2.871767008728543e-10+0.j,8.58608551570263e-11+0.j,2.523752842492749e-11+0.j,7.297076560481843e-12+0.j,2.0764932892766548e-12+0.j,5.818438971385833e-13+0.j,1.6061220209994893e-13+0.j,4.369549114144395e-14+0.j,1.1720870183568036e-14+0.j,3.1011117183934675e-15+0.j,8.095978762054326e-16+0.j,2.0862549008630888e-16+0.j,5.3082987921612315e-17+0.j,1.334043778255746e-17+0.j,3.312391332725223e-18+0.j,8.128192290462389e-19+0.j,1.9717201097680136e-19+0.j,4.729425354588455e-20+0.j,1.1219955909668262e-20+0.j,2.633278392769051e-21+0.j,6.115388682239504e-22+0.j,1.405619375894044e-22+0.j,3.1982959910609697e-23+0.j,7.205499159826793e-24+0.j,1.6076364166556978e-24+0.j,3.5527985328322186e-25+0.j,7.778393621439561e-26+0.j,1.6874098926990288e-26+0.j,3.62772741513698e-27+0.j,7.7303929068025575e-28+0.j,1.6330083706762227e-28+0.j,3.420266382069812e-29+0.j,7.103603331358921e-30+0.j,1.4632051422510698e-30+0.j,2.989496186742211e-31+0.j,6.059177866434949e-32+0.j,1.2184484671985443e-32+0.j,2.4312607912144677e-33+0.j,4.814357800807658e-34+0.j,9.461883266645591e-35+0.j,1.8458554820610532e-35+0.j,3.5747506819729716e-36+0.j,6.873334471324136e-37+0.j,1.3122218465644096e-37+0.j,2.4877588314774824e-38+0.j,4.683952530601567e-39+0.j,8.759124780435362e-40+0.j,1.6270192341095119e-40+0.j,3.0022515519460186e-41+0.j,5.503786068110435e-42+0.j,1.0024732011629649e-42+0.j,1.814330943603929e-43+0.j,3.263079088887684e-44+0.j,5.832302344642474e-45+0.j,1.036064852628393e-45+0.j,1.8293663009393632e-46+0.j,3.210796603426251e-47+0.j,5.60214206596037e-48+0.j,9.717504227581623e-49+0.j,1.6758843796851687e-49+0.j,2.873761929291128e-50+0.j,4.900078243383008e-51+0.j
0.17701851156087012+0.j,-0.3755915380614693+0.j,0.27321927830061626+0.j,0.1681153033983397+0.j,-0.2581877498596071+0.j,-0.19251885235166774+0.j,0.15813649420089534+0.j,0.2743763758260007+0.j,0.06841947552403448+0.j,-0.19364294602693574+0.j,-0.27761499874657725+0.j,-0.1581621656999544+0.j,0.05042936628986675+0.j,0.22662771682510852+0.j,0.31242069378556026+0.j,0.3120152771165061+0.j,0.2594266409645619+0.j,0.1896854108741055+0.j,0.12555303150464953+0.j,0.07659452525119326+0.j,0.043598557907587224+0.j,0.023363121067105957+0.j,0.011866844108476944+0.j,0.005744136584942025+0.j,0.0026613241634160104+0.j,0.0011844800327073727+0.j,0.0005079740186325237+0.j,0.0002104621598886705+0.j,0.00008443216194128687+0.j,0.00003286265144610944+0.j,0.000012431298626931702+0.j,4.577454532285266e-6+0.j,1.6429678682041937e-6+0.j,5.755400034560892e-7+0.j,1.9699534580797663e-7+0.j,6.595059098440672e-8+0.j,2.161590485829181e-8+0.j,6.942184377104756e-9+0.j,2.186417802296004e-9+0.j,6.757786315764896e-10+0.j,2.0511936397074402e-10+0.j,6.118084811445559e-11+0.j,1.7942705112226326e-11+0.j,5.1768313712001615e-12+0.j,1.470173524713387e-12+0.j,4.11161661212278e-13+0.j,1.1329073987957233e-13+0.j,3.076811205174195e-14+0.j,8.239640033487103e-15+0.j,2.1766231625214524e-15+0.j,5.673925754238866e-16+0.j,1.4600207679868604e-16+0.j,3.7098079041034265e-17+0.j,9.310989368104613e-18+0.j,2.308983219446979e-18+0.j,5.65911785458067e-19+0.j,1.3711866369811562e-19+0.j,3.2853064816609755e-20+0.j,7.78562369374257e-21+0.j,1.825371481999736e-21+0.j,4.234940265751923e-22+0.j,9.724679719878945e-23+0.j,2.2106772740437566e-23+0.j,4.976040218388295e-24+0.j,1.1092617415942137e-24+0.j,2.4493777399581025e-25+0.j,5.358288062380063e-26+0.j,1.1614996083710894e-26+0.j,2.4952053352009254e-27+0.j,5.313206481387841e-28+0.j,1.121597034433856e-28+0.j,2.34752955840037e-29+0.j,4.872383805680627e-30+0.j,1.002970625883067e-30+0.j,2.0479030093032335e-31+0.j,4.148215320039381e-32+0.j,8.336782186765685e-33+0.j,1.6625461476890748e-33+0.j,3.2903210547469366e-34+0.j,6.46311440620792e-35+0.j,1.260180128563181e-35+0.j,2.4392563192700175e-36+0.j,4.6877208970633126e-37+0.j,8.94519329818812e-38+0.j,1.6950571141153338e-38+0.j,3.189975369906714e-39+0.j,5.962650323494585e-40+0.j,1.1070823106965121e-40+0.j,2.0419614423061518e-41+0.j,3.741792581864283e-42+0.j,6.812601013440915e-43+0.j,1.23248848273622e-43+0.j,2.21576734247368e-44+0.j,3.958864704847845e-45+0.j,7.030001072603867e-46+0.j,1.240825088173942e-46+0.j,2.1770461120274202e-47+0.j,3.797145849069687e-48+0.j,6.584298369429823e-49+0.j,1.1351508856847024e-49+0.j
-0.10761781203339914+0.j,0.2952463277664633+0.j,-0.36686486824039155+0.j,0.07665886703832404+0.j,0.28404760307957966+0.j,-0.10116728293912297+0.j,-0.2743763758260007+0.j,-0.008669705781722116+0.j,0.25172529251506875+0.j,0.19530497439368105+0.j,-0.06267247913216009+0.j,-0.25185465856534506+0.j,-0.2377412492510977+0.j,-0.0690539204376325+0.j,0.1305648749036027+0.j,0.26764842265178773+0.j,0.3140052004690085+0.j,0.2889686090600217+0.j,0.22784380532858248+0.j,0.16028435666875782+0.j,0.10296278035316034+0.j,0.0613113861220593+0.j,0.0342039786428256+0.j,0.01801835303702333+0.j,0.009018131088481686+0.j,0.004309329250481884+0.j,0.001973965932974152+0.j,0.0008696914015901598+0.j,0.0003695940693235836+0.j,0.0001518745659917681+0.j,0.00006047458543335246+0.j,0.000023377789521794184+0.j,8.788172644494434e-6+0.j,3.217380908938203e-6+0.j,1.1486657275999392e-6+0.j,4.0040054327227236e-7+0.j,1.3642056513606646e-7+0.j,4.547596027900837e-8+0.j,1.4845574715490295e-8+0.j,4.749955623475744e-9+0.j,1.4907182768064622e-9+0.j,4.592256501408906e-10+0.j,1.3895365235073883e-10+0.j,4.1323376848550355e-11+0.j,1.208521604342713e-11+0.j,3.4776058720718273e-12+0.j,9.851298775548218e-13+0.j,2.748529008173243e-13+0.j,7.556056838229957e-14+0.j,2.047676764974873e-14+0.j,5.472325677425274e-15+0.j,1.4427481016141484e-15+0.j,3.7538093134687826e-16+0.j,9.641933890782216e-17+0.j,2.4457164691823182e-17+0.j,6.128173293596487e-18+0.j,1.5172794112257557e-18+0.j,3.713046837288987e-19+0.j,8.983402947561536e-20+0.j,2.1493495814191935e-20+0.j,5.086678710320147e-21+0.j,1.1910321897169567e-21+0.j,2.7597599136764415e-22+0.j,6.329515121379906e-23+0.j,1.4371759384848632e-23+0.j,3.2312854150456546e-24+0.j,7.195298800119976e-25+0.j,1.587119470325347e-25+0.j,3.4684376402074144e-26+0.j,7.51095379477641e-27+0.j,1.6119962994252494e-27+0.j,3.429328426929832e-28+0.j,7.232629038639969e-29+0.j,1.512478193895515e-29+0.j,3.1365303715069987e-30+0.j,6.45114674853431e-31+0.j,1.3161611782348845e-31+0.j,2.663923910261543e-32+0.j,5.349697763843033e-33+0.j,1.0660653134994864e-33+0.j,2.108319226255195e-34+0.j,4.1384360916246754e-35+0.j,8.063644090753445e-36+0.j,1.559797291904625e-36+0.j,2.995655424886687e-37+0.j,5.712764682023862e-38+0.j,1.0818680001847514e-38+0.j,2.0347787243770515e-39+0.j,3.801153972797828e-40+0.j,7.053560707557316e-41+0.j,1.3002722832102118e-41+0.j,2.381389502243661e-42+0.j,4.333443360062786e-43+0.j,7.835699666739271e-44+0.j,1.4079879185280229e-44+0.j,2.5143760665312854e-45+0.j,4.462770437505129e-46+0.j,7.87324788633186e-47+0.j,1.3807328597696043e-47+0.j,2.4071453261924864e-48+0.j
0.06120031510231852+0.j,-0.20594992141181312+0.j,0.35625261947292997+0.j,-0.268252452555406+0.j,-0.10732676094372828+0.j,0.28209136257564055+0.j,0.06841947552403448+0.j,-0.25172529251506875+0.j,-0.15182135447315206+0.j,0.15592856397974375+0.j,0.253998311789182+0.j,0.06973522088148984+0.j,-0.1732585267413908+0.j,-0.26379209408031923+0.j,-0.16559964751271455+0.j,0.026576471449727256+0.j,0.19994291649733884+0.j,0.29340605136372494+0.j,0.30388223735390163+0.j,0.25998005374264316+0.j,0.19487873791668212+0.j,0.1319520871459052+0.j,0.08222224378839685+0.j,0.04774895400920789+0.j,0.026080253894045613+0.j,0.013491316038024288+0.j,0.006646194846824639+0.j,0.0031318291130674417+0.j,0.0014168621253028164+0.j,0.0006173178078173338+0.j,0.00025971302279006054+0.j,0.00010574981182180151+0.j,0.00004175790324202347+0.j,0.000016019196332229083+0.j,5.979575112503515e-6+0.j,2.174906154208034e-6+0.j,7.717978949992239e-7+0.j,2.6752215749548626e-7+0.j,9.067014614041534e-8+0.j,3.007692707752805e-8+0.j,9.773478978207624e-9+0.j,3.113603660310979e-9+0.j,9.73197707238672e-10+0.j,2.986509285536755e-10+0.j,9.003926389683412e-11+0.j,2.6684954590369468e-11+0.j,7.778780281378248e-12+0.j,2.231493228403312e-12+0.j,6.302794244084459e-13+0.j,1.753580963670222e-13+0.j,4.807990588536523e-14+0.j,1.2996480141170918e-14+0.j,3.4648279740761113e-15+0.j,9.113638630355434e-16+0.j,2.365964408269588e-16+0.j,6.064224483642532e-17+0.j,1.535077300030694e-17+0.j,3.8388734521181255e-18+0.j,9.486814601170908e-19+0.j,2.317388710185977e-19+0.j,5.596965974394731e-20+0.j,1.3368732087884771e-20+0.j,3.1587507052606975e-21+0.j,7.384608903403284e-22+0.j,1.708527613510553e-22+0.j,3.912824323705723e-23+0.j,8.871977039716551e-24+0.j,1.9920335032476256e-24+0.j,4.429964827888598e-25+0.j,9.759094724831588e-26+0.j,2.130098763124671e-26+0.j,4.6072684737522356e-27+0.j,9.876678669161352e-28+0.j,2.0987928136289346e-28+0.j,4.421653999044294e-29+0.j,9.236758597539509e-30+0.j,1.9135292473961423e-30+0.j,3.931790107904137e-31+0.j,8.013872048836201e-32+0.j,1.620491236587734e-32+0.j,3.2512982008012386e-33+0.j,6.473285277025237e-34+0.j,1.2790895277913578e-34+0.j,2.508616796053905e-35+0.j,4.883963356609302e-36+0.j,9.43976736767494e-37+0.j,1.811531271967799e-37+0.j,3.451990554207968e-38+0.j,6.532432766901682e-39+0.j,1.2277306522728678e-39+0.j,2.2918920365277303e-40+0.j,4.249982693316473e-41+0.j,7.829249577449295e-42+0.j,1.43294698254007e-42+0.j,2.6058727815373306e-43+0.j,4.70895548092267e-44+0.j,8.456264460892399e-45+0.j,1.5092062407495265e-45+0.j,2.6771169645676187e-46+0.j,4.720268346702604e-47+0.j
