0.4245192204355089+0.j,0.-0.5557143057927548j,-0.5143879640163308+0.j,0.+0.3887625210070996j,0.2544536078461514+0.j,0.-0.14896280096984757j,-0.07960794690688705+0.j,0.+0.0393877907954117j,0.018229335922394722+0.j,0.-0.007954333804394809j,-0.003292744486325048+0.j,0.+0.0012996185679516126j,0.0004911108211782194+0.j,0.-0.0001783043942423031j,-0.00006238098779108418+0.j,0.+0.000021084380099672728j,6.9000949109795315e-6+0.j,0.-2.1907096574487337e-6j,-6.759316605069993e-7+0.j,0.+2.0299260068794396e-7j,5.941819145459444e-8+0.j,0.-1.6973210619694386e-8j,-4.737038112745724e-9+0.j,0.+1.2929959956503638e-9j,3.4549819116715996e-10+0.j,0.-9.045446152480085e-11j,-2.3221888614022624e-11+0.j,0.+5.850188697809974e-12j,1.4472550636969544e-12+0.j,0.-3.518036149874501e-13j,-8.408022967993458e-14+0.j,0.+1.9768206150851557e-14j,4.574530117452025e-15+0.j,0.-1.0424224123233057e-15j,-2.3402297752889313e-16+0.j,0.+5.178198534416817e-17j,1.1297482207670174e-17+0.j,0.-2.431280254283911e-18j,-5.1629443462654095e-19+0.j,0.+1.082229477740815e-19j,2.239977120271616e-20+0.j,0.-4.579371457853307e-21j,-9.249866115537794e-22+0.j,0.+1.8465260458157882e-22j,3.644041536345853e-23+0.j,0.-7.111009857544785e-24j,-1.3724817673270641e-24+0.j,0.+2.620667203854391e-25j,4.951599085523732e-26+0.j,0.-9.259800990040075e-27j,-1.7142370202862855e-27+0.j,0.+3.1422446878576547e-28j,5.704171151079434e-29+0.j,0.-1.0256727845837486e-29j,-1.827116211729235e-30+0.j,0.+3.2250692563127884e-31j,5.641560511123937e-32+0.j,0.-9.781738351707036e-33j,-1.6813427828852068e-33+0.j,0.+2.865394857743729e-34j,4.842426872002078e-35+0.j,0.-8.116193122340179e-36j,-1.3493069166699856e-36+0.j,0.+2.2253313736278693e-37j,3.6413206396926594e-38+0.j,0.-5.912300009037678e-39j,-9.526617198843119e-40+0.j,0.+1.5235458630021008e-40j,2.418551250892106e-41+0.j,0.-3.811403850921637e-42j,-5.9633481840635905e-43+0.j,0.+9.264355503299165e-44j,1.4292334855009591e-44+0.j,0.-2.1897572435574857e-45j,-3.3322250949339777e-46+0.j,0.+5.036837247725825e-47j,7.56319574815343e-48+0.j,0.-1.1282730045398634e-48j,-1.6723266658348505e-49+0.j,0.+2.4629851201857274e-50j,3.604715662665557e-51+0.j,0.-5.2430345923075505e-52j,-7.579316028516979e-53+0.j,0.+1.0890434031434845e-53j,1.555463285151329e-54+0.j,0.-2.2085361924553553e-55j,-3.1175219072311894e-56+0.j,0.+4.375262423534417e-57j,6.1054403076511506e-58+0.j,0.-8.471809961580299e-59j,-1.1689856215980846e-59+0.j,0.+1.6041415658233362e-60j,2.1892885086622588e-61+0.j,0.-2.9717737498212336e-62j,-4.0124167465160473e-63+0.j,0.+5.3888792289646946e-64j,7.1997439755761975e-65+0.j,0.-9.569415346930778e-66j,-1.2653963751372108e-66+0.j,0.+1.6648043719323416e-67j
0.-0.5557143057927548j,-0.3029352145978697+0.j,0.-0.11254226959400379j,-0.3820388727858939+0.j,0.+0.4444340929268489j,0.3739767148716207+0.j,0.-0.2606725538949952j,-0.15906248171104564+0.j,0.+0.08754249445638641j,0.04427543543743579+0.j,0.-0.02084346493068534j,-0.00921954020279661+0.j,0.+0.003859125144223025j,0.0015373169639305343+0.j,0.-0.0005854945008198266j,-0.000214000147190919+0.j,0.+0.00007530499308596909j,0.00002558208498017638+0.j,0.-8.409569693671944e-6j,-2.680591570504509e-6+0.j,0.+8.300294856842456e-7j,2.500696817791497e-7+0.j,0.-7.341042362996022e-8j,-2.102544815741146e-8+0.j,0.+5.882088549986586e-9j,1.6090820926504217e-9+0.j,0.-4.3083059223107066e-10j,-1.1300631881713462e-10+0.j,0.+2.9061768387958897e-11j,7.333180651608942e-12+0.j,0.-1.8168430436810985e-12j,-4.4226145629616284e-13+0.j,0.+1.0583760011753903e-13j,2.4914098113918793e-14+0.j,0.-5.77196858374242e-15j,-1.3167137128934313e-15+0.j,0.+2.95903011633597e-16j,6.553724881706011e-17+0.j,0.-1.4311565952419828e-17j,-3.0825891186925083e-18+0.j,0.+6.5513973575310275e-19j,1.374339195220837e-19+0.j,0.-2.84668708771414e-20j,-5.823824471135757e-21+0.j,0.+1.1771447076274832e-21j,2.35141113401228e-22+0.j,0.-4.643257644990267e-23j,-9.066204094348778e-24+0.j,0.+1.7508328917918476e-24j,3.344904497706037e-25+0.j,0.-6.323266917062267e-26j,-1.183076735854827e-26+0.j,0.+2.191234762602855e-27j,4.0184342081271317e-28+0.j,0.-7.297947358474711e-29j,-1.312808075398665e-29+0.j,0.+2.339570336103548e-30j,4.131237530078406e-31+0.j,0.-7.229454831477511e-32j,-1.253954619485859e-32+0.j,0.+2.1561358181665932e-33j,3.675811757902432e-34+0.j,0.-6.214066653250864e-35j,-1.0418485980248965e-35+0.j,0.+1.7325986123441574e-36j,2.8583319501505593e-37+0.j,0.-4.678467629787116e-38j,-7.598433404143696e-39+0.j,0.+1.2246882055468073e-39j,1.9591066029359632e-40+0.j,0.-3.1107864000214715e-41j,-4.903532012112334e-42+0.j,0.+7.673973378743982e-43j,1.1924727411757048e-43+0.j,0.-1.840080116381859e-44j,-2.819857171427998e-45+0.j,0.+4.2920073572387224e-46j,6.48898144246181e-47+0.j,0.-9.745722462077825e-48j,-1.454154896475008e-48+0.j,0.+2.155773551191486e-49j,3.175610470677227e-50+0.j,0.-4.64855317670059e-51j,-6.762524960416551e-52+0.j,0.+9.777630683875637e-53j,1.4051555820949464e-53+0.j,0.-2.0073024771515278e-54j,-2.850556746625975e-55+0.j,0.+4.024437069609956e-56j,5.648961153040729e-57+0.j,0.-7.884039262383123e-58j,-1.0941422926481983e-58+0.j,0.+1.5099797896623862e-59j,2.072371555576146e-60+0.j,0.-2.8287172519676976e-61j,-3.840277289320533e-62+0.j,0.+5.185753947580272e-63j,6.96565761239401e-64+0.j,0.-9.307591933796142e-65j,-1.2372604757578546e-65+0.j
-0.5143879640163308+0.j,0.-0.11254226959400379j,-0.40710814719792765+0.j,0.+0.2157925394228104j,-0.12890132142209426+0.j,0.+0.3565465009653391j,0.4064593352731804+0.j,0.-0.3404400784598389j,-0.23709266855595024+0.j,0.+0.14472283331755306j,0.0797094669937431+0.j,0.-0.04034833984557035j,-0.019011032353067156+0.j,0.+0.008415884611013825j,0.0035254048526957788+0.j,0.-0.0014053569500436448j,-0.0005355789714722308+0.j,0.+0.0001958702526363489j,0.00006896207269456346+0.j,0.-0.000023438788333924217j,-7.708471463473423e-6+0.j,0.+2.458129975822287e-6j,7.614361339539514e-7+0.j,0.-2.294849924198824e-7j,-6.738962873895159e-8+0.j,0.+1.9306902677981467e-8j,5.402836618174541e-9+0.j,0.-1.4783702025587325e-9j,-3.9593037143042786e-10+0.j,0.+1.0387607691988639e-10j,2.6719555144358324e-11+0.j,0.-6.743546048045277e-12j,-1.6710789615042652e-12+0.j,0.+4.068530318227952e-13j,9.738072867521761e-14+0.j,0.-2.292708217852113e-14j,-5.3124453321732296e-15+0.j,0.+1.2120634818292041e-15j,2.7242297495434133e-16+0.j,0.-6.03448152696663e-17j,-1.3179338126151532e-17+0.j,0.+2.839057827289358e-18j,6.03451440404934e-19+0.j,0.-1.2660472115818853e-19j,-2.6226553111829368e-20+0.j,0.+5.366033047018034e-21j,1.0847176002697878e-21+0.j,0.-2.1669828031970153e-22j,-4.2794517706159304e-23+0.j,0.+8.356564995792591e-24j,1.6139219507935072e-24+0.j,0.-3.08358368716578e-25j,-5.829703258539495e-26+0.j,0.+1.0908111467253674e-26j,2.0204873945966387e-27+0.j,0.-3.7055579241835704e-28j,-6.730168827086468e-29+0.j,0.+1.2107486453542407e-29j,2.157821215685405e-30+0.j,0.-3.810528762938616e-31j,-6.668613085194387e-32+0.j,0.+1.1567403683461325e-32j,1.989085867542266e-33+0.j,0.-3.391199227931896e-34j,-5.733210479264725e-35+0.j,0.+9.612754920316298e-36j,1.598681215884859e-36+0.j,0.-2.6375252413538012e-37j,-4.317248681540967e-38+0.j,0.+7.01207291269477e-39j,1.130228605204545e-39+0.j,0.-1.8080761577315452e-40j,-2.8710863131874757e-41+0.j,0.+4.525869345124502e-42j,7.08320446694859e-43+0.j,0.-1.1007127906677108e-43j,-1.6985484310944897e-44+0.j,0.+2.603056321700128e-45j,3.962157907411055e-46+0.j,0.-5.990490093120343e-47j,-8.997337393143796e-48+0.j,0.+1.3425313620918346e-48j,1.990354256303888e-49+0.j,0.-2.9320246841206543e-50j,-4.292112015629019e-51+0.j,0.+6.244169392132739e-52j,9.028418637681219e-53+0.j,0.-1.2975211925640063e-53j,-1.8535938832517192e-54+0.j,0.+2.6323456757410207e-55j,3.716461007161819e-56+0.j,0.-5.216797718717035e-57j,-7.281065238890652e-58+0.j,0.+1.0104863642050074e-58j,1.3945627948928753e-59+0.j,0.-1.9140119194035873e-60j,-2.612621058965533e-61+0.j,0.+3.546983240903714e-62j,4.7898061085159945e-63+0.j,0.-6.433946367939819e-64j
0.+0.3887625210070996j,-0.3820388727858939+0.j,0.+0.2157925394228104j,-0.24401713903065209+0.j,0.+0.34659639758968575j,0.10305870506658985+0.j,0.+0.19704033656584397j,0.3635801562632818+0.j,0.-0.37674716723465074j,-0.301278379297457+0.j,0.+0.20398396385530973j,0.12213766723641228+0.j,0.-0.06632858132659314j,-0.03321408880657199+0.j,0.+0.01551596922235592j,0.006820908633927622+0.j,0.-0.0028407546595479506j,-0.001126898759413423+0.j,0.+0.00042766223588955045j,0.0001558362498360351+0.j,0.-0.00005469280687921057j,-0.000018536900722648594+0.j,0.+6.081171630881865e-6j,1.9348817394778234e-6+0.j,0.-5.981500551805955e-7j,-1.799453911550086e-7+0.j,0.+5.2754643604971756e-8j,1.5091191862786354e-8+0.j,0.-4.217260558793014e-9j,-1.1524904155940117e-9+0.j,0.+3.0829097594359515e-10j,8.079473669992254e-11+0.j,0.-2.0761366353485293e-11j,-5.234851802907779e-12+0.j,0.+1.2960732998776821e-12j,3.1529075255186516e-13+0.j,0.-7.54067191452862e-14j,-1.774064533274825e-14+0.j,0.+4.107874566311338e-15j,9.366277897235932e-16+0.j,0.-2.10387471539674e-16j,-4.65762826586419e-17+0.j,0.+1.016670705529455e-17j,2.188945362000021e-18+0.j,0.-4.650377460298603e-19j,-9.751947981587744e-20+0.j,0.+2.0192400644008862e-20j,4.129660404965151e-21+0.j,0.-8.344500149999886e-22j,-1.6663628575749239e-22+0.j,0.+3.2895768870244293e-23j,6.42132055451696e-24+0.j,0.-1.2397387152975738e-24j,-2.3678843866393827e-25+0.j,0.+4.4752159908933676e-26j,8.37115267483567e-27+0.j,0.-1.550118944573281e-27j,-2.842106997905854e-28+0.j,0.+5.160540705397252e-29j,9.281323753981796e-30+0.j,0.-1.6537204341528658e-30j,-2.919620430099412e-31+0.j,0.+5.108281265836951e-32j,8.85883756087868e-33+0.j,0.-1.522997551477722e-33j,-2.5960132676954537e-34+0.j,0.+4.387957090178568e-35j,7.355734616536924e-36+0.j,0.-1.2230844160542821e-36j,-2.0174841075099443e-37+0.j,0.+3.301732948858515e-38j,5.361730934279354e-39+0.j,0.-8.640737944797866e-40j,-1.3820677737658205e-40+0.j,0.+2.194264595495301e-41j,3.458412907646445e-42+0.j,0.-5.4117605266582415e-43j,-8.408500734219249e-44+0.j,0.+1.2973584252550707e-44j,1.9879467840879313e-45+0.j,0.-3.025475988006869e-46j,-4.573688235406722e-47+0.j,0.+6.868500841522331e-48j,1.0247491161298878e-48+0.j,0.-1.5190428409359237e-49j,-2.237459096153644e-50+0.j,0.+3.2749723541962787e-51j,4.763888581714836e-52+0.j,0.-6.887317662732497e-53j,-9.897044610425715e-54+0.j,0.+1.4137069533979527e-54j,2.0074397682518798e-55+0.j,0.-2.8339031548788142e-56j,-3.977555334766923e-57+0.j,0.+5.550919378732581e-58j,7.7029866198133015e-59+0.j,0.-1.0629830605449333e-59j,-1.4587919421067458e-60+0.j,0.+1.9910695358880225e-61j,2.7029078475877263e-62+0.j
0.2544536078461514+0.j,0.+0.4444340929268489j,-0.12890132142209426+0.j,0.+0.34659639758968575j,-0.017162184996736878+0.j,0.+0.3200523670833945j,0.2551878480859763+0.j,0.+0.022688667324545775j,0.2675906930715732+0.j,0.-0.367927435046517j,-0.3428509600145086+0.j,0.+0.2583273501339081j,0.16813513201137573+0.j,0.-0.09783619994247154j,-0.051982327752495346+0.j,0.+0.025582110700252576j,0.011782480955663406+0.j,0.-0.005118785772354913j,-0.00211059893793913+0.j,0.+0.0008300699861745241j,0.00031266280474802024+0.j,0.-0.00011318415512381824j,-0.00003949262525922537+0.j,0.+0.0000133157147114419j,4.347970626901432e-6+0.j,0.-1.3775969275518216e-6j,-4.2424345762439996e-7+0.j,0.+1.2718306808758542e-7j,3.716725100297461e-8+0.j,0.-1.06009912843245e-8j,-2.9544417753285228e-9+0.j,0.+8.05363825068625e-10j,2.1493325458760598e-10+0.j,0.-5.620615935193705e-11j,-1.4413776081086424e-11+0.j,0.+3.627471801576159e-12j,8.965169039227999e-13+0.j,0.-2.1772894089159307e-13j,-5.1991647136300865e-14+0.j,0.+1.2213790763923979e-14j,2.824173914767574e-15+0.j,0.-6.430833592441802e-16j,-1.4427007225836053e-16+0.j,0.+3.190106544266928e-17j,6.955533034593177e-18+0.j,0.-1.4959553771157744e-18j,-3.1748827626807047e-19+0.j,0.+6.651310875512027e-20j,1.3759397418135412e-20+0.j,0.-2.811507943872197e-21j,-5.676172350850235e-22+0.j,0.+1.1325849416896371e-22j,2.234096429969341e-23+0.j,0.-4.357733807322411e-24j,-8.407250060859973e-25+0.j,0.+1.6046634703586082e-25j,3.0307398349296084e-26+0.j,0.-5.6655485485178686e-27j,-1.048465229677808e-27+0.j,0.+1.9211949625012593e-28j,3.4864015987430697e-29+0.j,0.-6.266889173337737e-30j,-1.116020890041229e-30+0.j,0.+1.9693032410777934e-31j,3.4438514898609304e-32+0.j,0.-5.9694846353894677e-33j,-1.0257854314643025e-33+0.j,0.+1.7477039380452362e-34j,2.9527935166795593e-35+0.j,0.-4.9478023328254215e-36j,-8.223635861970223e-37+0.j,0.+1.3559511104189e-37j,2.2182342540229603e-38+0.j,0.-3.600865497098035e-39j,-5.8008788287843075e-40+0.j,0.+9.275083691585013e-41j,1.4720660757905639e-41+0.j,0.-2.319364810779258e-42j,-3.628178428308769e-43+0.j,0.+5.635471473436932e-44j,8.692344241900792e-45+0.j,0.-1.3315284006472834e-45j,-2.02586957722827e-46+0.j,0.+3.0616789550857553e-47j,4.59656570300383e-48+0.j,0.-6.855994890609223e-49j,-1.0160316895557364e-49+0.j,0.+1.496164729805257e-50j,2.1893828015041068e-51+0.j,0.-3.1839629135103288e-52j,-4.602050236159341e-53+0.j,0.+6.611561069318928e-54j,9.441857736542323e-55+0.j,0.-1.340424642605558e-55j,-1.8918595014063546e-56+0.j,0.+2.654765741330239e-57j,3.704102767012193e-58+0.j,0.-5.139103368161119e-59j,-7.090331848396601e-60+0.j,0.+9.728534618428932e-61j
0.-0.14896280096984757j,0.3739767148716207+0.j,0.+0.3565465009653391j,0.10305870506658985+0.j,0.+0.3200523670833945j,0.17020358851824594+0.j,0.+0.2012071605335758j,0.3152247842286341+0.j,0.-0.1279543964960653j,0.14361768489146867+0.j,0.-0.3196153917643586j,-0.3572995783363477+0.j,0.+0.301768964444306j,0.2138342668834555+0.j,0.-0.13327966454922674j,-0.07505969622416249+0.j,0.+0.03886494443829409j,0.018729170366900513+0.j,0.-0.008476621579998591j,-0.0036283733281937515+0.j,0.+0.0014771002129658124j,0.0005745075517444731+0.j,0.-0.00021429722560762127j,-0.00007690692924406208+0.j,0.+0.000026627870565091472j,8.915882007383264e-6+0.j,0.-2.893042769891457e-6j,-9.113969111158846e-7+0.j,0.+2.79211535825705e-7j,8.330453757796321e-8+0.j,0.-2.4237423493519276e-8j,-6.88502280005504e-9+0.j,0.+1.9116005186008324e-9j,5.192691931284751e-10+0.j,0.-1.38129586619811e-10j,-3.6011664297899796e-11+0.j,0.+9.20868730804605e-12j,2.3113262816635868e-12+0.j,0.-5.698002006931048e-13j,-1.3805454343389203e-13+0.j,0.+3.289248287456201e-14j,7.71072805224941e-15+0.j,0.-1.779373738799278e-15j,-4.044073091554993e-16+0.j,0.+9.05619295826081e-17j,1.999083355662396e-17+0.j,0.-4.351592620083752e-18j,-9.344623696449032e-19+0.j,0.+1.9802827275890783e-19j,4.142780786189244e-20+0.j,0.-8.558473009315732e-21j,-1.7465200320032503e-21+0.j,0.+3.5216877151544054e-22j,7.018579567081935e-23+0.j,0.-1.3828795519321502e-23j,-2.6944288288004633e-24+0.j,0.+5.192804876584652e-25j,9.901281626040056e-26+0.j,0.-1.8682368178664046e-26j,-3.489125312888238e-27+0.j,0.+6.451112869400266e-28j,1.181059963446185e-28+0.j,0.-2.1414650544608648e-29j,-3.8461937836770364e-30+0.j,0.+6.84398273938566e-31j,1.2067516225348978e-31+0.j,0.-2.108769711954179e-32j,-3.6526767455208705e-33+0.j,0.+6.272350562647726e-34j,1.0679485718016018e-34+0.j,0.-1.8031551214548292e-35j,-3.0195230454160605e-36+0.j,0.+5.015612319223543e-37j,8.265058509224822e-38+0.j,0.-1.3513209810683167e-38j,-2.1923723070563662e-39+0.j,0.+3.5299153090235723e-40j,5.64102365256822e-41+0.j,0.-8.948355362865504e-42j,-1.4091810982456785e-42+0.j,0.+2.203301673043353e-43j,3.4206504357348314e-44+0.j,0.-5.2736801309088026e-45j,-8.074782690838604e-46+0.j,0.+1.228005622676053e-46j,1.8550760720247862e-47+0.j,0.-2.783897964640109e-48j,-4.150615391419356e-49+0.j,0.+6.148591889468044e-50j,9.050619888803516e-51+0.j,0.-1.3238996347555021e-51j,-1.924596180464811e-52+0.j,0.+2.7807690090550836e-53j,3.993586273398207e-54+0.j,0.-5.7011890920036764e-55j,-8.09100849142727e-56+0.j,0.+1.141575423760477e-56j,1.6014025777562366e-57+0.j,0.-2.2336696689212027e-58j,-3.0980454943854055e-59+0.j
-0.07960794690688705+0.j,0.-0.2606725538949952j,0.4064593352731804+0.j,0.+0.19704033656584397j,0.2551878480859763+0.j,0.+0.2012071605335758j,0.2777317019046521+0.j,0.+0.04886773700253275j,0.29560948644834406+0.j,0.-0.23346292787887868j,0.014602392311466565+0.j,0.-0.24181505216210847j,-0.34402806534281605+0.j,0.+0.3299156607586621j,0.25541059361804164+0.j,0.-0.17062062954095558j,-0.10180196356766848+0.j,0.+0.0554103011851196j,0.027909841413893462+0.j,0.-0.013145201725519803j,-0.00583508863572383+0.j,0.+0.002456376040452813j,0.0009855745675246361+0.j,0.-0.0003784701872216102j,-0.00013958352653687208+0.j,0.+0.000049589132602656966j,0.000017013803140772144+0.j,0.-5.650006353535802e-6j,-1.819627534200565e-6+0.j,0.+5.693229954899177e-7j,1.7332176754464388e-7+0.j,0.-5.14129385058938e-8j,-1.4878691184259739e-8+0.j,0.+4.205595382809156e-9j,1.1622894106891182e-9+0.j,0.-3.143694750323514e-10j,-8.328894220816149e-11+0.j,0.+2.1632517810368137e-11j,5.512200508592618e-12+0.j,0.-1.378932760022631e-12j,-3.388770640053474e-13+0.j,0.+8.186234427557562e-14j,1.9449744936902185e-14+0.j,0.-4.547374409794394e-15j,-1.0467425217243155e-15+0.j,0.+2.3733065822649483e-16j,5.302655556157268e-17+0.j,0.-1.1679887112324987e-17j,-2.5372294451032787e-18+0.j,0.+5.437732871115483e-19j,1.1501800423281036e-19+0.j,0.-2.4018655800597347e-20j,-4.9534115027344144e-21+0.j,0.+1.0091697971671448e-21j,2.0316707203233391e-22+0.j,0.-4.042881461972964e-23j,-7.954104789143784e-24+0.j,0.+1.5476160261590697e-24j,2.9785921938482335e-25+0.j,0.-5.67198025698533e-26j,-1.0688825918326961e-26+0.j,0.+1.9938333268501408e-27j,3.6821335124182358e-28+0.j,0.-6.733593522860983e-29j,-1.2195863630735159e-29+0.j,0.+2.188139882988195e-30j,3.889646542393098e-31+0.j,0.-6.851579038743555e-32j,-1.1961538489206792e-32+0.j,0.+2.0699847966890683e-33j,3.5513755076552474e-34+0.j,0.-6.041415903819079e-35j,-1.0191892841007135e-35+0.j,0.+1.705313447502127e-36j,2.8303765440616424e-37+0.j,0.-4.6604774940414047e-38j,-7.614066277530677e-39+0.j,0.+1.2343977533677804e-39j,1.986078654261567e-40+0.j,0.-3.171682692525022e-41j,-5.0278541001520724e-42+0.j,0.+7.912642601531975e-43j,1.2363782830655112e-43+0.j,0.-1.9182969909337287e-44j,-2.955680574595557e-45+0.j,0.+4.522907213142152e-46j,6.874428990915362e-47+0.j,0.-1.0378952535178158e-47j,-1.5567056819563634e-48+0.j,0.+2.319704915879042e-49j,3.4345388353300336e-50+0.j,0.-5.0529950355373107e-51j,-7.387686860026108e-52+0.j,0.+1.073447531817282e-52j,1.5502389789996813e-53+0.j,0.-2.2253275079595185e-54j,-3.1753958999789605e-55+0.j,0.+4.504441555572502e-56j,6.352620820383728e-57+0.j,0.-8.907644905919705e-58j
0.+0.0393877907954117j,-0.15906248171104564+0.j,0.-0.3404400784598389j,0.3635801562632818+0.j,0.+0.022688667324545775j,0.3152247842286341+0.j,0.+0.04886773700253275j,0.3019100945964304+0.j,0.-0.09401751705548461j,0.21967870898599645+0.j,0.-0.2862664268788102j,-0.10133827284187923+0.j,0.-0.14639473588930088j,-0.3055981624297808+0.j,0.+0.34020116699148334j,0.28946449881803077+0.j,0.-0.20758537436564023j,-0.13123143100550935+0.j,0.+0.07504514470534086j,0.0394778342841863+0.j,0.-0.019332407297158263j,-0.00889132366022196+0.j,0.+0.003867054492584595j,0.0015992491293947547+0.j,0.-0.0006317285789164608j,-0.00023925275113607805+0.j,0.+0.00008715261265366448j,0.00003061898054720866+0.j,0.-0.000010399711776983675j,-3.421986531320177e-6+0.j,0.+1.0928557996769255e-6j,3.393036080747713e-7+0.j,0.-1.0256392513204073e-7j,-3.0224407030527697e-8+0.j,0.+8.693612426870981e-9j,2.443416887567052e-9+0.j,0.-6.717139132066215e-10j,-1.8078378677107626e-10+0.j,0.+4.7674958187858166e-11j,1.2328671049508879e-11+0.j,0.-3.128612854814738e-12j,-7.796313013636483e-13+0.j,0.+1.9089778154286415e-13j,4.5955866445553833e-14+0.j,0.-1.088297200854419e-14j,-2.5365521001686594e-15+0.j,0.+5.821562829571204e-16j,1.3162320391743025e-16+0.j,0.-2.9329773554100025e-17j,-6.443834281526215e-18+0.j,0.+1.3963875412238432e-18j,2.985735531906026e-19+0.j,0.-6.301301115852045e-20j,-1.3130611456560408e-20+0.j,0.+2.7024076487170697e-21j,5.494863527247876e-22+0.j,0.-1.1041448678885202e-22j,-2.1931871163277072e-23+0.j,0.+4.3074274069000425e-24j,8.366815710548901e-25+0.j,0.-1.6077004558706718e-25j,-3.056688791037899e-26+0.j,0.+5.751656174773999e-27j,1.071324111877356e-27+0.j,0.-1.9757055716795812e-28j,-3.608117831707341e-29+0.j,0.+6.526448859697252e-30j,1.1694684677083862e-30+0.j,0.-2.076300595643251e-31j,-3.653037971794333e-32+0.j,0.+6.370154528892221e-33j,1.1011455962929867e-33+0.j,0.-1.887136938946537e-34j,-3.2069242504010913e-35+0.j,0.+5.404571539410673e-36j,9.033994548200325e-37+0.j,0.-1.497963393817714e-37j,-2.4642255407022087e-38+0.j,0.+4.0222674398141945e-39j,6.5151497571115994e-40+0.j,0.-1.047348029750271e-40j,-1.67116565510383e-41+0.j,0.+2.647019485398975e-42j,4.162458005263748e-43+0.j,0.-6.498936877136402e-44j,-1.0075761817560188e-44+0.j,0.+1.551310694393562e-45j,2.37217134636962e-46+0.j,0.-3.6029617965637717e-47j,-5.435988034559244e-48+0.j,0.+8.147801643983203e-49j,1.2133397783581093e-49+0.j,0.-1.7953140531174598e-50j,-2.6396691839176678e-51+0.j,0.+3.856948618638318e-52j,5.600887470603229e-53+0.j,0.-8.083902013092771e-54j,-1.1597602303135138e-54+0.j,0.+1.653976706749223e-55j,2.3449569499206692e-56+0.j
0.018229335922394722+0.j,0.+0.08754249445638641j,-0.23709266855595024+0.j,0.-0.37674716723465074j,0.2675906930715732+0.j,0.-0.1279543964960653j,0.29560948644834406+0.j,0.-0.09401751705548461j,0.2583971971634129+0.j,0.-0.20139165871990938j,0.11311931798413914+0.j,0.-0.288776072975456j,-0.191867490338786+0.j,0.-0.04518140422250526j,-0.24681751402266958+0.j,0.+0.33187056606334275j,0.3132905969755454+0.j,0.-0.24186895662503194j,-0.16211498396367915+0.j,0.+0.09738132564680017j,0.053472571561560454+0.j,0.-0.02720702468345563j,-0.01295485399528641+0.j,0.+0.005816750355505188j,0.0024776060724920287+0.j,0.-0.0010060186842728177j,-0.0003909833274695243+0.j,0.+0.00014593859087060052j,0.000052469704822641015+0.j,0.-0.000018216708056878537j,-6.120856270914721e-6+0.j,0.+1.9942533429738855e-6j,6.311388964749761e-7+0.j,0.-1.9431994978110844e-7j,-5.8285660424067734e-8+0.j,0.+1.705314033732742e-8j,4.87238938865247e-9+0.j,0.-1.3609055970260628e-9j,-3.719443513932306e-10+0.j,0.+9.955753997504023e-11j,2.6119771581472495e-11+0.j,0.-6.721872031448432e-12j,-1.6980090035199239e-12+0.j,0.+4.213091469676626e-13j,1.0273923655823472e-13+0.j,0.-2.4637275220107838e-14j,-5.813006484885387e-15+0.j,0.+1.3501361978734964e-15j,3.0883537252122785e-16+0.j,0.-6.960517067874775e-17j,-1.5463313926374973e-17+0.j,0.+3.3875208255847814e-18j,7.320526993950972e-19+0.j,0.-1.5611259512051404e-19j,-3.286360928805109e-20+0.j,0.+6.831461053375849e-21j,1.4027025457126452e-21+0.j,0.-2.8457558789419614e-22j,-5.70598200968006e-23+0.j,0.+1.1310429215103498e-23j,2.216939752655914e-24+0.j,0.-4.297939257249788e-25j,-8.24326508137841e-26+0.j,0.+1.5644718186311116e-26j,2.9387231811746694e-27+0.j,0.-5.464637552872809e-28j,-1.0061474365831298e-28+0.j,0.+1.8346027097245515e-29j,3.3134624847286636e-30+0.j,0.-5.92868354706022e-31j,-1.0511010517618848e-31+0.j,0.+1.8467659191334222e-32j,3.216096898783829e-33+0.j,0.-5.55216871832265e-34j,-9.503346619903787e-35+0.j,0.+1.6129944636469873e-35j,2.7151358447406664e-36+0.j,0.-4.533260685856633e-37j,-7.50838444286524e-38+0.j,0.+1.2338247281803199e-38j,2.0117982142904134e-39+0.j,0.-3.2552966497348105e-40j,-5.227832115605179e-41+0.j,0.+8.333469497047069e-42j,1.3187123706823728e-42+0.j,0.-2.0717619157774527e-43j,-3.231762151844283e-44+0.j,0.+5.006010267425233e-45j,7.700851127090922e-46+0.j,0.-1.1765789758845836e-46j,-1.7855764111112043e-47+0.j,0.+2.691840924798215e-48j,4.031545207640616e-49+0.j,0.-5.999036459404613e-50j,-8.869823985074322e-51+0.j,0.+1.3031873400972937e-51j,1.902790667202809e-52+0.j,0.-2.761217485345361e-53j,-3.9826119659966465e-54+0.j,0.+5.709850234068942e-55j
