0.003152414752962291+0.j,0.010699266443020456+0.j,0.025677317819880616+0.j,0.05031525531762552+0.j,0.08538475501772227+0.j,0.12960029380882143+0.j,0.1795729893771272+0.j,0.23035765244971038+0.j,0.27641926134344386+0.j,0.31272147003259326+0.j,0.33563585613342867+0.j,0.34346513572582277+0.j,0.3365136522041149+0.j,0.3167682632246681+0.j,0.287334845829395+0.j,0.2517986047089612+0.j,0.21365053243948798+0.j,0.17586935480647997+0.j,0.14069043400289133+0.j,0.10954647830525721+0.j,0.08313694740434764+0.j,0.06157367547086394+0.j,0.044554788818480996+0.j,0.031531245293358406+0.j,0.0218447034713684+0.j,0.014828144208455955+0.j,0.009869855140948836+0.j,0.0064467309870961005+0.j,0.004134958774460925+0.j,0.0026060505564194326+0.j,0.0016148525023356717+0.j,0.0009843797372137892+0.j,0.0005906066435138082+0.j,0.0003489410065554782+0.j,0.0002031062101520428+0.j,0.00011651982721171976+0.j,0.00006591120220149791+0.j,0.0000367763837635736+0.j,0.000020248267791630383+0.j,0.000011004396344833547+0.j,5.905366823782227e-6+0.j,3.130153266340535e-6+0.j,1.6392742216086608e-6+0.j,8.484534759283302e-7+0.j,4.341225511837438e-7+0.j,2.196426835632452e-7+0.j,1.0991285198259998e-7+0.j,5.441394327509306e-8+0.j,2.6656322400283466e-8+0.j,1.2924473010669607e-8+0.j,6.2035243802330984e-9+0.j,2.9482483006582607e-9+0.j,1.3876279426370977e-9+0.j,6.469128135617032e-10+0.j,2.9878550524740346e-10+0.j,1.3673787672985922e-10+0.j,6.20162454553521e-11+0.j,2.7879096406462724e-11+0.j,1.242439781215357e-11+0.j,5.489843880350759e-12+0.j,2.4054427251108606e-12+0.j,1.045299528828983e-12+0.j,4.5056303801209077e-13+0.j,1.9266194408763105e-13+0.j,8.173660648899563e-14+0.j,3.440888312425848e-14+0.j,1.4375046556289798e-14+0.j,5.960497499540948e-15+0.j,2.4532324764198796e-15+0.j,1.0023625020843412e-15+0.j,4.06617853188331e-16+0.j,1.6378266002799195e-16+0.j,6.551071261630926e-17+0.j,2.6023250673305212e-17+0.j,1.0267302009773752e-17+0.j,4.023799726036471e-18+0.j,1.566535395661275e-18+0.j,6.059063460044764e-19+0.j,2.3284603734484127e-19+0.j,8.891314194352018e-20+0.j,3.3738954093601484e-20+0.j,1.2723299708125118e-20+0.j,4.768738224034274e-21+0.j,1.7765404003027725e-21+0.j,6.578791108187803e-22+0.j,2.421850247312939e-22+0.j,8.863570663901102e-23+0.j,3.2252229142692506e-23+0.j,1.1668876734976674e-23+0.j,4.198021905358661e-24+0.j,1.5018760689558651e-24+0.j,5.343478332143467e-25+0.j,1.8907790888313458e-25+0.j,6.654416315593261e-26+0.j,2.3294676980585173e-26+0.j,8.111581602295253e-27+0.j,2.809833438821859e-27+0.j,9.682898089391945e-28+0.j,3.319731617422117e-28+0.j,1.1323900091075038e-28+0.j
-0.010699266443020456+0.j,-0.03316079635327723+0.j,-0.07201753089476466+0.j,-0.12629509096931757+0.j,-0.18916455622521866+0.j,-0.24893607909839274+0.j,-0.292014470636188+0.j,-0.3067262645097793+0.j,-0.2866145775161639+0.j,-0.23211598577189957+0.j,-0.1502328652319612+0.j,-0.052539285131892405+0.j,0.0476739159151169+0.j,0.13820867954048663+0.j,0.21002650935405992+0.j,0.25824094292437044+0.j,0.2820664926594981+0.j,0.28400475262832586+0.j,0.26864845176600594+0.j,0.2414556524655883+0.j,0.20774071571063998+0.j,0.17200087087817723+0.j,0.1375875976716004+0.j,0.10666050655569766+0.j,0.08033020280424408+0.j,0.05889693339680988+0.j,0.04211079983214727+0.j,0.02940512650494858+0.j,0.02007888218033735+0.j,0.013422523045450023+0.j,0.008793132337147186+0.j,0.005650142512591895+0.j,0.003563979227468018+0.j,0.0022084743221857405+0.j,0.0013453176292663818+0.j,0.000806125330493488+0.j,0.00047541695411338556+0.j,0.00027610348556758894+0.j,0.0001579824219036661+0.j,0.00008910157266587403+0.j,0.000049555153203226495+0.j,0.000027189086276461842+0.j,0.000014722030156297106+0.j,7.869796702055158e-6+0.j,4.154595749830505e-6+0.j,2.166717373505051e-6+0.j,1.1166459577652326e-6+0.j,5.688441303768014e-7+0.j,2.865195464958442e-7+0.j,1.4272871523679405e-7+0.j,7.033512086234683e-8+0.j,3.429569796926587e-8+0.j,1.655052447013281e-8+0.j,7.906467816646972e-9+0.j,3.739743669350479e-9+0.j,1.7517655261658888e-9+0.j,8.127700109623888e-10+0.j,3.7359099077067127e-10+0.j,1.701525816501059e-10+0.j,7.6801131195432e-11+0.j,3.436009753749209e-11+0.j,1.523937135516336e-11+0.j,6.701489947213977e-12+0.j,2.9223403937012265e-12+0.j,1.2638822681221945e-12+0.j,5.421981586938207e-13+0.j,2.3075031323249547e-13+0.j,9.743495392637e-14+0.j,4.082527326456632e-14+0.j,1.6976070391537196e-14+0.j,7.006309152261514e-15+0.j,2.8703461018360624e-15+0.j,1.1673992033407081e-15+0.j,4.714011024491271e-16+0.j,1.8901333897267577e-16+0.j,7.526070472557667e-17+0.j,2.9761866141394855e-17+0.j,1.1689851788015244e-17+0.j,4.560942663453743e-18+0.j,1.767810469850305e-18+0.j,6.807536205420524e-19+0.j,2.604678256008339e-19+0.j,9.902932576739577e-20+0.j,3.741571119947857e-20+0.j,1.404942611666816e-20+0.j,5.243371981269224e-21+0.j,1.945102758159241e-21+0.j,7.172750667860784e-22+0.j,2.6294866827353303e-22+0.j,9.583591552646195e-23+0.j,3.4728579211685996e-23+0.j,1.2513412986901796e-23+0.j,4.48355569622806e-24+0.j,1.5975510471202333e-24+0.j,5.661076810305791e-25+0.j,1.995177931092227e-25+0.j,6.994039509111304e-26+0.j,2.4387283351930122e-26+0.j,8.458866227799143e-27+0.j,2.9187591347380742e-27+0.j
0.025677317819880616+0.j,0.07201753089476466+0.j,0.13967507414644842+0.j,0.21489423755256928+0.j,0.2753704096444086+0.j,0.29832972115985723+0.j,0.26963963833140225+0.j,0.18980756262734363+0.j,0.07439776781029812+0.j,-0.0509429628498875+0.j,-0.15848118747279882+0.j,-0.22623754082320968+0.j,-0.24310773155076623+0.j,-0.21014381172069393+0.j,-0.13837973550350463+0.j,-0.044574733700687416+0.j,0.05348040273779574+0.j,0.1407711330111845+0.j,0.2072811152390628+0.j,0.24855737223675425+0.j,0.26498999295917025+0.j,0.260369581696114+0.j,0.24026396981114634+0.j,0.2106062165847998+0.j,0.17669726600873456+0.j,0.142662588961462+0.j,0.11129362119060894+0.j,0.08415518774309824+0.j,0.06183632117442326+0.j,0.04424520637020236+0.j,0.030882448057412023+0.j,0.021058741307536745+0.j,0.014047326908465304+0.j,0.009176803925136187+0.j,0.005877126478333454+0.j,0.0036932360640901437+0.j,0.0022791403889936886+0.j,0.0013822210567878664+0.j,0.0008243629877118392+0.j,0.00048379538655087917+0.j,0.00027954624779884816+0.j,0.0001591190339434396+0.j,0.00008926444173091086+0.j,0.00004937641139999112+0.j,0.000026941946558533193+0.j,0.000014507042936434622+0.j,7.71135737210414e-6+0.j,4.047965205107894e-6+0.j,2.0991334946336803e-6+0.j,1.0756627780853043e-6+0.j,5.448453448379097e-7+0.j,2.7286822937739687e-7+0.j,1.3515460012466499e-7+0.j,6.622419760143045e-8+0.j,3.2108149238591225e-8+0.j,1.5407294887200674e-8+0.j,7.318893861411425e-9+0.j,3.4424183075520627e-9+0.j,1.6034975168799283e-9+0.j,7.398489730799002e-10+0.j,3.3819584569281596e-10+0.j,1.531866624229294e-10+0.j,6.876623014160193e-11+0.j,3.059865383293248e-11+0.j,1.3498045102908074e-11+0.j,5.904008636175468e-12+0.j,2.5609104147127304e-12+0.j,1.101728499325103e-12+0.j,4.701613901078613e-13+0.j,1.9905307874925212e-13+0.j,8.361724840349698e-14+0.j,3.485632122989604e-14+0.j,1.442041908369972e-14+0.j,5.921547082741731e-15+0.j,2.4138052309446275e-15+0.j,9.76846379332835e-16+0.j,3.925122270552606e-16+0.j,1.5661288563713322e-16+0.j,6.205723150869033e-17+0.j,2.4422487306052864e-17+0.j,9.546865063798887e-18+0.j,3.7071891680881734e-18+0.j,1.4301459957996391e-18+0.j,5.481573211546515e-19+0.j,2.0876410987912959e-19+0.j,7.900741144471034e-20+0.j,2.9715010360345714e-20+0.j,1.1107435407388989e-20+0.j,4.126810382765243e-21+0.j,1.5240884572263326e-21+0.j,5.595412668488365e-22+0.j,2.042259607912176e-22+0.j,7.410994863841897e-23+0.j,2.673978871809411e-23+0.j,9.593648516060481e-24+0.j,3.42280242028921e-24+0.j,1.2144488952196525e-24+0.j,4.285511102398009e-25+0.j,1.5041043317029349e-25+0.j,5.250862869853694e-26+0.j
-0.05031525531762552+0.j,-0.12629509096931757+0.j,-0.21489423755256928+0.j,-0.2814147960880691+0.j,-0.2914557355043276+0.j,-0.2290818207380008+0.j,-0.10646272020423803+0.j,0.039949358660228015+0.j,0.16417042919700933+0.j,0.22868454278591416+0.j,0.21753858828423486+0.j,0.13984894651521165+0.j,0.023899735554890833+0.j,-0.0942877901064017+0.j,-0.1828044562868241+0.j,-0.2220813480091203+0.j,-0.20773693488858866+0.j,-0.14853523333528168+0.j,-0.06135434728848351+0.j,0.03459252879323281+0.j,0.12251879746339722+0.j,0.19089783828066265+0.j,0.23428175532226939+0.j,0.25257340721937893+0.j,0.249442250862571+0.j,0.23053066578731354+0.j,0.2019050509467354+0.j,0.16897696717193317+0.j,0.1359287469207364+0.j,0.10555750420489951+0.j,0.07940080795096242+0.j,0.058008125712270354+0.j,0.04125152256436831+0.j,0.028607568432205004+0.j,0.019377370059389623+0.j,0.012837233229775119+0.j,0.00832772051084193+0.j,0.005295586173515483+0.j,0.0033040038292653983+0.j,0.0020242755793242967+0.j,0.0012187941044253248+0.j,0.0007216421270188683+0.j,0.0004204533194943528+0.j,0.00024119558430229016+0.j,0.00013630393656166725+0.j,0.0000759188483724287+0.j,0.00004169581893086185+0.j,0.000022590357106254183+0.j,0.000012078563689120853+0.j,6.375762719360284e-6+0.j,3.323738756794359e-6+0.j,1.7117637550232932e-6+0.j,8.71202691421469e-7+0.j,4.3831048430539187e-7+0.j,2.180488677238328e-7+0.j,1.0728795656611443e-7+0.j,5.2225592429586685e-8+0.j,2.5156826170526743e-8+0.j,1.1994117591707533e-8+0.j,5.66129904258184e-9+0.j,2.646003176273455e-9+0.j,1.2248369811070773e-9+0.j,5.616469415021094e-10+0.j,2.5516773603082586e-10+0.j,1.1487941916354023e-10+0.j,5.126094902030498e-11+0.j,2.2674096237054516e-11+0.j,9.943529817146236e-12+0.j,4.3239854832352505e-12+0.j,1.864766036124493e-12+0.j,7.976679261619903e-13+0.j,3.384828118396494e-13+0.j,1.4250328198282116e-13+0.j,5.953083957706234e-14+0.j,2.4679784986403288e-14+0.j,1.0154874710751994e-14+0.j,4.147549489324812e-15+0.j,1.6816701447366157e-15+0.j,6.769696830197338e-16+0.j,2.705965905416647e-16+0.j,1.0740989517217049e-16+0.j,4.2342649297296386e-17+0.j,1.6579261602346736e-17+0.j,6.4483150198641664e-18+0.j,2.4914981487266347e-18+0.j,9.564151137921365e-19+0.j,3.647884459521891e-19+0.j,1.382549699836265e-19+0.j,5.207158104241283e-20+0.j,1.949106172074269e-20+0.j,7.25134315610302e-21+0.j,2.6815278483142365e-21+0.j,9.857321247592893e-22+0.j,3.6022954111626754e-22+0.j,1.308801769652116e-22+0.j,4.727942105717682e-23+0.j,1.698255574345182e-23+0.j,6.065893642344383e-24+0.j,2.1546411421559995e-24+0.j,7.611503712404311e-25+0.j
0.08538475501772227+0.j,0.18916455622521866+0.j,0.2753704096444086+0.j,0.2914557355043276+0.j,0.2131842359043113+0.j,0.06289336928296498+0.j,-0.0999000424414149+0.j,-0.2086308172252698+0.j,-0.22209953244489575+0.j,-0.14182096515443735+0.j,-0.007579965393228676+0.j,0.12342392347005537+0.j,0.2016677403093664+0.j,0.203091803708774+0.j,0.13382201168919786+0.j,0.022871710619770308+0.j,-0.09163408055912033+0.j,-0.17619706006776753+0.j,-0.21097276929332612+0.j,-0.19242206078345137+0.j,-0.1305625854157015+0.j,-0.043226914864279806+0.j,0.05012006191787337+0.j,0.13317201260853562+0.j,0.19537362695820598+0.j,0.23239615603153585+0.j,0.24510824621972166+0.j,0.23781157988565763+0.j,0.21640057906189863+0.j,0.1868687568156155+0.j,0.1543383278359499+0.j,0.12260297403055175+0.j,0.09406811366630505+0.j,0.06993906681030465+0.j,0.05052137051902882+0.j,0.03553430835014625+0.j,0.02437959658887244+0.j,0.01634118795640335+0.j,0.010715213599728506+0.j,0.0068815623764491435+0.j,0.004333033497514481+0.j,0.0026774216911498398+0.j,0.0016248804171243299+0.j,0.0009692406090581158+0.j,0.0005686481057669452+0.j,0.00032834336789293143+0.j,0.0001866957293721367+0.j,0.00010459033515265753+0.j,0.00005775802595284118+0.j,0.00003145533313454082+0.j,0.00001690135600870747+0.j,8.96326606669459e-6+0.j,4.6934250616799896e-6+0.j,2.4274148047882033e-6+0.j,1.2404276355150784e-6+0.j,6.264796765463087e-7+0.j,3.1280818695689094e-7+0.j,1.544562706767016e-7+0.j,7.544037813954824e-8+0.j,3.645708443942268e-8+0.j,1.7435861786278642e-8+0.j,8.254430046247027e-9+0.j,3.8690757608167215e-9+0.j,1.7959487326386955e-9+0.j,8.257211023718053e-10+0.j,3.7610415078862454e-10+0.j,1.697451230499892e-10+0.j,7.592361423930895e-11+0.j,3.366044040806908e-11+0.j,1.4794361180534668e-11+0.j,6.4472372335275406e-12+0.j,2.786230945029185e-12+0.j,1.1942335405069793e-12+0.j,5.077507287071293e-13+0.j,2.1417034202200476e-13+0.j,8.963382848361154e-14+0.j,3.722570039270824e-14+0.j,1.534351309231557e-14+0.j,6.277239873455034e-15+0.j,2.5493179189623708e-15+0.j,1.0278706476955724e-15+0.j,4.114892487133883e-16+0.j,1.6357956849859308e-16+0.j,6.457937011473119e-17+0.j,2.532183087538476e-17+0.j,9.862206959459834e-18+0.j,3.815670142657626e-18+0.j,1.4666420116650442e-18+0.j,5.601080584545841e-19+0.j,2.125449151536725e-19+0.j,8.014872785926786e-20+0.j,3.0036162170359624e-20+0.j,1.1187372939621346e-20+0.j,4.1417203162475336e-21+0.j,1.5241744369525977e-21+0.j,5.575981259945009e-22+0.j,2.0280159548128642e-22+0.j,7.333559492395954e-23+0.j,2.6368225669659717e-23+0.j,9.427535688210522e-24+0.j
-0.12960029380882143+0.j,-0.24893607909839274+0.j,-0.29832972115985723+0.j,-0.2290818207380008+0.j,-0.06289336928296498+0.j,0.11772223995424792+0.j,0.2205283943526719+0.j,0.19846462427876033+0.j,0.07321185805024492+0.j,-0.08271642830009582+0.j,-0.18905996679909884+0.j,-0.1985805250545852+0.j,-0.11489160022615462+0.j,0.016918841426296637+0.j,0.1367173465713264+0.j,0.19707095369220248+0.j,0.17999992233449352+0.j,0.09847383772389788+0.j,-0.014087761832535954+0.j,-0.11919596974185752+0.j,-0.18667116403130612+0.j,-0.20196218848548955+0.j,-0.16674771604723185+0.j,-0.09463809029217281+0.j,-0.004780409504226254+0.j,0.0841288090709704+0.j,0.15790996649685074+0.j,0.20862045113186897+0.j,0.2343037174605485+0.j,0.2375249589583397+0.j,0.223472401266159+0.j,0.19820778656689333+0.j,0.16738348422669772+0.j,0.13550913064944028+0.j,0.10569547679296007+0.j,0.07973163046132893+0.j,0.05834425725583837+0.j,0.041516383740014796+0.j,0.02878557937550858+0.j,0.01948086060879398+0.j,0.012887151336446336+0.j,0.008344025137884901+0.j,0.005293598749937364+0.j,0.0032939337614970414+0.j,0.0020121161388336655+0.j,0.0012075720148884196+0.j,0.0007125407234340706+0.j,0.00041364699887666925+0.j,0.0002363939283669426+0.j,0.0001330670961941192+0.j,0.00007381696339841107+0.j,0.00004037380941237117+0.j,0.00002178180187069451+0.j,0.000011596260545782036+0.j,6.094529880398469e-6+0.j,3.163137888213043e-6+0.j,1.6218096091345545e-6+0.j,8.217222774174844e-7+0.j,4.115527692241599e-7+0.j,2.0381023197195576e-7+0.j,9.982621761747965e-8+0.j,4.837195287004262e-8+0.j,2.31942143273625e-8+0.j,1.1007895869505823e-8+0.j,5.172069996058436e-9+0.j,2.406314302184118e-9+0.j,1.1088085050669072e-9+0.j,5.061293672986577e-10+0.j,2.2890133237118688e-10+0.j,1.0258753095243119e-10+0.j,4.5569563989459966e-11+0.j,2.0066002022441152e-11+0.j,8.760349048193984e-12+0.j,3.792476196043184e-12+0.j,1.6282800006410708e-12+0.j,6.934284655375784e-13+0.j,2.9295438473832766e-13+0.j,1.2279521769069683e-13+0.j,5.107418276216944e-14+0.j,2.1082081355992515e-14+0.j,8.637129728833441e-15+0.j,3.5125252064795934e-15+0.j,1.4181170341876019e-15+0.j,5.684527586365824e-16+0.j,2.262621931199196e-16+0.j,8.943534298952413e-17+0.j,3.5109843068078135e-17+0.j,1.3690295948496716e-17+0.j,5.302754734287796e-18+0.j,2.040489569156867e-18+0.j,7.800988562239117e-19+0.j,2.963361066107935e-19+0.j,1.1186015328634025e-19+0.j,4.196212197244201e-20+0.j,1.564462026605134e-20+0.j,5.797378274427425e-21+0.j,2.135452443393222e-21+0.j,7.819367587420177e-22+0.j,2.846478030120919e-22+0.j,1.0302171776681821e-22+0.j
0.1795729893771272+0.j,0.292014470636188+0.j,0.26963963833140225+0.j,0.10646272020423803+0.j,-0.0999000424414149+0.j,-0.2205283943526719+0.j,-0.1878398992401605+0.j,-0.036792889808742485+0.j,0.12772552329192677+0.j,0.20427697905083333+0.j,0.15517332218639399+0.j,0.019162965767296928+0.j,-0.12164251454320359+0.j,-0.1925584493905499+0.j,-0.16359035584065557+0.j,-0.056890617171440894+0.j,0.0724092631169103+0.j,0.16654056273720094+0.j,0.19008156492869951+0.j,0.14008749658410732+0.j,0.04102879722953043+0.j,-0.0693927968350967+0.j,-0.1556840279368943+0.j,-0.19534401133236712+0.j,-0.18265248861658664+0.j,-0.12632608337914744+0.j,-0.04367053317488968+0.j,0.045915023101172736+0.j,0.12602258101212624+0.j,0.18600062579117+0.j,0.22148062616320932+0.j,0.23332462757312608+0.j,0.2258162410487751+0.j,0.20478884616776438+0.j,0.17612556049741707+0.j,0.14480340647853504+0.j,0.11446053833191715+0.j,0.0873602516777294+0.j,0.06459557066494491+0.j,0.046396612042921705+0.j,0.03244304602348682+0.j,0.022126439712446554+0.j,0.014741453125033074+0.j,0.009607253020151528+0.j,0.006132044956429776+0.j,0.003837206177607798+0.j,0.0023563255537443974+0.j,0.0014211200597599191+0.j,0.0008424251127438606+0.j,0.0004911753606647635+0.j,0.0002818515053561832+0.j,0.00015926999786935797+0.j,0.00008867660993126682+0.j,0.0000486698549288338+0.j,0.000026344256418245558+0.j,0.000014069290437107112+0.j,7.4163812144284704e-6+0.j,3.860182012044936e-6+0.j,1.9845946088374373e-6+0.j,1.0081555854637316e-6+0.j,5.061862435045262e-7+0.j,2.5127426071534674e-7+0.j,1.2335638077078983e-7+0.j,5.990540389537882e-8+0.j,2.8785264176556988e-8+0.j,1.3689199176477723e-8+0.j,6.444486679530573e-9+0.j,3.0039686478453636e-9+0.j,1.3867217421359797e-9+0.j,6.340978342212274e-10+0.j,2.8726235253349573e-10+0.j,1.2895426379628848e-10+0.j,5.737240998255358e-11+0.j,2.5301933275832833e-11+0.j,1.1062608717025573e-11+0.j,4.796030970203105e-12+0.j,2.0620150629317492e-12+0.j,8.79325365311124e-13+0.j,3.719765302597425e-13+0.j,1.5611613748078053e-13+0.j,6.501334832199821e-14+0.j,2.6867918010277648e-14+0.j,1.1020332935082565e-14+0.j,4.4867865593491285e-15+0.j,1.8134486247233317e-15+0.j,7.27699158098055e-16+0.j,2.899488643090937e-16+0.j,1.1472514963687803e-16+0.j,4.508239304539676e-17+0.j,1.759578114562698e-17+0.j,6.821884233308932e-18+0.j,2.6274479491152773e-18+0.j,1.0053945999592636e-18+0.j,3.822515290022593e-19+0.j,1.4441381999390156e-19+0.j,5.421890359647241e-20+0.j,2.0230649597766606e-20+0.j,7.502738642775801e-21+0.j,2.765754377885914e-21+0.j,1.0134988857903793e-21+0.j
-0.23035765244971038+0.j,-0.3067262645097793+0.j,-0.18980756262734363+0.j,0.039949358660228015+0.j,0.2086308172252698+0.j,0.19846462427876033+0.j,0.036792889808742485+0.j,-0.14064168890473502+0.j,-0.20318056617531+0.j,-0.11722099568168287+0.j,0.04510012338432918+0.j,0.169937649523496+0.j,0.18113419246045498+0.j,0.08124469881534999+0.j,-0.062463767062800386+0.j,-0.1664920261881497+0.j,-0.1788977045429436+0.j,-0.10079786583915548+0.j,0.023220889392125212+0.j,0.1334557282588459+0.j,0.18415902163421963+0.j,0.16008159053680782+0.j,0.07669242328474934+0.j,-0.03161242148241282+0.j,-0.1273987656689668+0.j,-0.1831286581384352+0.j,-0.18744081405557117+0.j,-0.14466737967689908+0.j,-0.0698327184389417+0.j,0.017903409362980002+0.j,0.10094077692278977+0.j,0.1667769426845505+0.j,0.20919017607033033+0.j,0.22759663603239366+0.j,0.22539737154527476+0.j,0.20807376961035667+0.j,0.18155237456301038+0.j,0.1510861538207694+0.j,0.12067951719032914+0.j,0.09295262838406404+0.j,0.0692909198897268+0.j,0.05013317863328114+0.j,0.035288034343287+0.j,0.02421211875978041+0.j,0.01622042221472287+0.j,0.010625173191598997+0.j,0.006813887364387397+0.j,0.0042826722862003294+0.j,0.0026406962504592134+0.j,0.001598763705226884+0.j,0.0009511600263953356+0.j,0.0005564625256995605+0.j,0.00032034178437781116+0.j,0.0001815705151605882+0.j,0.00010138396913796609+0.j,0.00005579632245830532+0.j,0.000030280170160995867+0.j,0.000016211284915683695+0.j,8.565648084402293e-6+0.j,4.46840550803799e-6+0.j,2.302237607555868e-6+0.j,1.1719236120974717e-6+0.j,5.895735885245125e-7+0.j,2.9322201592517124e-7+0.j,1.4421095053157085e-7+0.j,7.01551968571179e-8+0.j,3.376698763274153e-8+0.j,1.6084261203616868e-8+0.j,7.583796422171235e-9+0.j,3.5403379392303417e-9+0.j,1.6366909954371638e-9+0.j,7.494453551482445e-10+0.j,3.3997593856303203e-10+0.j,1.528169171206884e-10+0.j,6.807482916294058e-11+0.j,3.005850052235075e-11+0.j,1.3157838572284297e-11+0.j,5.710924735578531e-12+0.j,2.4580943900940006e-12+0.j,1.0493590175625583e-12+0.j,4.443692333574491e-13+0.j,1.8668824549731171e-13+0.j,7.782153854689627e-14+0.j,3.219195201267049e-14+0.j,1.3216378314177918e-14+0.j,5.3857541188971666e-15+0.j,2.178708403344143e-15+0.j,8.750205885117994e-16+0.j,3.489398538507559e-16+0.j,1.3817871913565713e-16+0.j,5.434177598327372e-17+0.j,2.1226142367881702e-17+0.j,8.235579572004712e-18+0.j,3.174265177001519e-18+0.j,1.2155061194482676e-18+0.j,4.624596963485668e-19+0.j,1.7483576547920334e-19+0.j,6.568439180577699e-20+0.j,2.4524745851386828e-20+0.j,9.101045392690675e-21+0.j
0.27641926134344386+0.j,0.2866145775161639+0.j,0.07439776781029812+0.j,-0.16417042919700933+0.j,-0.22209953244489575+0.j,-0.07321185805024492+0.j,0.12772552329192677+0.j,0.20318056617531+0.j,0.10316623943740158+0.j,-0.07484538815896538+0.j,-0.1851752629480717+0.j,-0.15103327777271397+0.j,-0.009222964720199898+0.j,0.13341155614693007+0.j,0.18243046433981422+0.j,0.11425122493002303+0.j,-0.02078574120639966+0.j,-0.1398328797194407+0.j,-0.1790608658962921+0.j,-0.12435533198647869+0.j,-0.009970860111133864+0.j,0.10628070275491432+0.j,0.1734376810585911+0.j,0.16797187469993252+0.j,0.09811871152915635+0.j,-0.005464825456721359+0.j,-0.1052189797466534+0.j,-0.17075613882565144+0.j,-0.18685163049302875+0.j,-0.15444085487774098+0.j,-0.0864547815961423+0.j,-0.0014230299971180374+0.j,0.08253468398923916+0.j,0.1517610955062368+0.j,0.19873534729900694+0.j,0.2217728654324833+0.j,0.22353609049335207+0.j,0.2091462675048813+0.j,0.18447441522315644+0.j,0.15491400876821937+0.j,0.12470227627399846+0.j,0.0967063364404398+0.j,0.07252542161568291+0.j,0.05275844230279926+0.j,0.037318643667198476+0.j,0.02572035890662717+0.j,0.017301898906052368+0.j,0.011376749976489698+0.j,0.007321640072042072+0.j,0.0046169422032574054+0.j,0.002855558198235553+0.j,0.0017338302821621123+0.j,0.0010343102945579595+0.j,0.0006066533347864375+0.j,0.00035007763980442023+0.j,0.0001988778259562242+0.j,0.00011128829328248781+0.j,0.00006137309290114879+0.j,0.00003337181172779043+0.j,0.000017899794572799757+0.j,9.474646493390966e-6+0.j,4.95100352140171e-6+0.j,2.5550343486385e-6+0.j,1.3026329894914495e-6+0.j,6.563101740009337e-7+0.j,3.2688123994956345e-7+0.j,1.6098653086132957e-7+0.j,7.84198646950074e-8+0.j,3.7793047601747325e-8+0.j,1.802410595819181e-8+0.j,8.508502152221843e-9+0.j,3.9765538856866436e-9+0.j,1.8403795820687268e-9+0.j,8.43612505234165e-10+0.j,3.830876457432988e-10+0.j,1.7236683872524197e-10+0.j,7.685768119074212e-11+0.j,3.3968256931287485e-11+0.j,1.4882749374341793e-11+0.j,6.465256219299002e-12+0.j,2.785140637865877e-12+0.j,1.1899563883004033e-12+0.j,5.043115203423121e-13+0.j,2.12036140531021e-13+0.j,8.845476204253706e-14+0.j,3.6617449670835706e-14+0.j,1.5044019524666532e-14+0.j,6.134797396025253e-15+0.j,2.4834021802877888e-15+0.j,9.980510656154302e-16+0.j,3.9825772288886874e-16+0.j,1.5780720300454987e-16+0.j,6.209901012718448e-17+0.j,2.427060115021568e-17+0.j,9.422277840798513e-18+0.j,3.633717184940461e-18+0.j,1.3922119927284748e-18+0.j,5.299766654693505e-19+0.j,2.0046673258916458e-19+0.j,7.535257834969434e-20+0.j
