0.9005768692821484+0.j,0.-0.41214505648692545j,-0.1333719202344578+0.j,0.+0.035239771479957195j,0.008063663470931879+0.j,0.-0.0016503524387394151j,-0.00030834036410317723+0.j,0.+0.000053334799612761266j,8.629685747425251e-6+0.j,0.-1.3164459511646238e-6j,-1.9051638836417468e-7+0.j,0.+2.6288469605256764e-8j,3.4729936399599985e-9+0.j,0.-4.408203333674612e-10j,-5.3917147495324366e-11+0.j,0.+6.371043713861889e-12j,7.289200569362018e-13+0.j,0.-8.090674823208269e-14j,-8.727257714890696e-15+0.j,0.+9.162844306380742e-16j,9.3765832994748e-17+0.j,0.-9.364061893917925e-18j,-9.136550142219663e-19+0.j,0.+8.718617619429406e-20j,8.144629196005685e-21+0.j,0.-7.454707698030298e-22j,-6.690726110559151e-23+0.j,0.+5.8927860966187295e-24j,5.096487554234988e-25+0.j,0.-4.3311305631821467e-26j,-3.618844776930281e-27+0.j,0.+2.9745304233165556e-28j,2.4064272281652803e-29+0.j,0.-1.917101335635829e-30j,-1.5046480203087476e-31+0.j,0.+1.1639389528422333e-32j,8.87785932604277e-34+0.j,0.-6.679388491043398e-35j,-4.958772823985132e-36+0.j,0.+3.6338853052640712e-37j,2.629483965809925e-38+0.j,0.-1.879351025856873e-39j,-1.3271272509505933e-40+0.j,0.+9.262061193467122e-42j,6.390143552927884e-43+0.j,0.-4.35946971021545e-44j,-2.941602970972431e-45+0.j,0.+1.9636515889668462e-46j,1.2970989909233013e-47+0.j,0.-8.480166675346632e-49j,-5.488437119881501e-50+0.j,0.+3.517166368197166e-51j,2.232135459590611e-52+0.j,0.-1.403175259576718e-53j,-8.738650005549219e-55+0.j,0.+5.392526744707194e-56j,3.297824962449004e-57+0.j,0.-1.9990307744680018e-58j,-1.2012538429529946e-59+0.j,0.+7.157116574723836e-61j,4.228552944749613e-62+0.j,0.-2.477742452951944e-63j,-1.4400899648363073e-64+0.j,0.+8.303260362109821e-66j,4.749938383515204e-67+0.j,0.-2.6962527711249242e-68j,-1.5188606946927904e-69+0.j,0.+8.491997330712704e-71j,4.712861743106242e-72+0.j,0.-2.5965067796201097e-73j,-1.4202661870334176e-74+0.j,0.+7.713826743638029e-76j,4.160379414003538e-77+0.j,0.-2.22843933390784e-78j,-1.1855346792739113e-79+0.j,0.+6.264882608833164e-81j,3.2887847373033224e-82+0.j,0.-1.7152182641076876e-83j,-8.887945809148508e-85+0.j,0.+4.576328158075331e-86j,2.3415394142429626e-87+0.j,0.-1.1906613873675666e-88j,-6.017424507860636e-90+0.j,0.+3.02274082161853e-91j,1.5093521402669774e-92+0.j,0.-7.492218231008897e-94j,-3.697349456889643e-95+0.j,0.+1.814095644372873e-96j,8.850099457565841e-98+0.j,0.-4.293213188627869e-99j,-2.0710496329181655e-100+0.j,0.+9.93571481819803e-102j,4.740613083010009e-103+0.j,0.-2.249688266827939e-104j,-1.0619100311223798e-105+0.j,0.+4.986033906081373e-107j,2.328889687354019e-108+0.j,0.-1.0821621938501507e-109j,-5.002747993256085e-111+0.j,0.+2.3010196951680346e-112j
0.-0.41214505648692545j,0.7119604908468355+0.j,0.-0.5218240538984328j,-0.21487961520724075+0.j,0.+0.06678924272006052j,0.01727562310952882+0.j,0.-0.003901410754668568j,-0.0007913834853340618+0.j,0.+0.0001469042560641428j,0.00002528659152345573+0.j,0.-4.0757786321937025e-6j,-6.198405737400502e-7+0.j,0.+8.947652970384616e-8j,1.2320317155036461e-8+0.j,0.-1.624723710382766e-9j,-2.0590453409665536e-10+0.j,0.+2.515058778666142e-11j,2.9683877687110233e-12+0.j,0.-3.392642706752609e-13j,-3.762190088035792e-14+0.j,0.+4.0548370248217056e-15j,4.254036054212707e-16+0.j,0.-4.35032132710052e-17j,-4.341835147289646e-18+0.j,0.+4.23395934751806e-19j,4.038198455005e-20+0.j,0.-3.770550187286243e-21j,-3.44963519164795e-22+0.j,0.+3.094845456306488e-23j,2.7247213125422e-24+0.j,0.-2.3556964244678174e-25j,-2.0012746902688542e-26+0.j,0.+1.671635597815933e-27j,1.373613666427942e-28+0.j,0.-1.1109666108559526e-29j,-8.848350577673132e-31+0.j,0.+6.943004583014779e-32j,5.369623077137437e-33+0.j,0.-4.0947579880879986e-34j,-3.0801223192242424e-35+0.j,0.+2.2862371459858266e-36j,1.6750904837546615e-37+0.j,0.-1.2118851282980748e-38j,-8.660167944991321e-40+0.j,0.+6.114512140954638e-41j,4.26668768907016e-42+0.j,0.-2.943274095562568e-43j,-2.0076748286311465e-44+0.j,0.+1.3545216115088474e-45j,9.040883825407184e-47+0.j,0.-5.971265769840086e-48j,-3.903431929912487e-49+0.j,0.+2.5260494668907993e-50j,1.6185975732916377e-51+0.j,0.-1.027119816829504e-52j,-6.456077632779154e-54+0.j,0.+4.020305154163725e-55j,2.480654769588846e-56+0.j,0.-1.516918995444264e-57j,-9.194251617642178e-59+0.j,0.+5.524526872963899e-60j,3.2912661469060923e-61+0.j,0.-1.9443858498349555e-62j,-1.1392360230481713e-63+0.j,0.+6.620870404892447e-65j,3.8171834710287284e-66+0.j,0.-2.1834951067335087e-67j,-1.239354734385995e-68+0.j,0.+6.981112188222496e-70j,3.902914182334701e-71+0.j,0.-2.1658936451862767e-72j,-1.193207361977032e-73+0.j,0.+6.526359245174387e-75j,3.544431374592304e-76+0.j,0.-1.911550451323753e-77j,-1.0238360532552497e-78+0.j,0.+5.4465470578256595e-80j,2.8780472735656077e-81+0.j,0.-1.5107722247770922e-82j,-7.878835667018709e-84+0.j,0.+4.0824763870347214e-85j,2.101936463172902e-86+0.j,0.-1.075435895223958e-87j,-5.468301188772021e-89+0.j,0.+2.763480240353477e-90j,1.3881251350593905e-91+0.j,0.-6.931076598223818e-93j,-3.4403558584197515e-94+0.j,0.+1.697722350816995e-95j,8.329519427988186e-97+0.j,0.-4.063421579162299e-98j,-1.97110839658809e-99+0.j,0.+9.50830765838544e-101j,4.561386096817839e-102+0.j,0.-2.176293914605673e-103j,-1.0327400320434399e-104+0.j,0.+4.87463750248046e-106j,2.2887378688390655e-107+0.j,0.-1.0689964301719761e-108j,-4.9671408885320837e-110+0.j
-0.1333719202344578+0.j,0.-0.5218240538984328j,0.5430959733728259+0.j,0.-0.5695653622864776j,-0.28227237871271826+0.j,0.+0.10001259884910431j,0.028659743588650265+0.j,0.-0.007042776070873602j,-0.0015352281189616487+0.j,0.+0.00030344813672066853j,0.00005522359799803227+0.j,0.-9.357965078391957e-6j,-1.4893381360973357e-6+0.j,0.+2.241343776443844e-7j,3.207072765619883e-8+0.j,0.-4.382857532964864e-9j,-5.74247130520109e-10+0.j,0.+7.236535065384609e-11j,8.795375922941889e-12+0.j,0.-1.0335081008240003e-12j,-1.1765873391392729e-13+0.j,0.+1.3001511222156407e-14j,1.3968263159523586e-15+0.j,0.-1.4612153726011163e-16j,-1.4903545393357166e-17+0.j,0.+1.483862898348631e-18j,1.443791495754955e-19+0.j,0.-1.3742254327994097e-20j,-1.280720246094958e-21+0.j,0.+1.1696647238056713e-22j,1.0476568912867994e-23+0.j,0.-9.209623984241063e-25j,-7.951003911190889e-26+0.j,0.+6.745765166130363e-27j,5.627602876147346e-28+0.j,0.-4.618873125977731e-29j,-3.731569354790861e-30+0.j,0.+2.9689228555043283e-31j,2.3273136221224127e-32+0.j,0.-1.7982287589658662e-33j,-1.370074214818449e-34+0.j,0.+1.0297172285523362e-35j,7.637011811570219e-37+0.j,0.-5.591255492618833e-38j,-4.042191995831285e-39+0.j,0.+2.886560586295581e-40j,2.0367069698511255e-41+0.j,0.-1.4203081323392974e-42j,-9.791724894818357e-44+0.j,0.+6.675283226818372e-45j,4.501118638787847e-46+0.j,0.-3.0027097322335967e-47j,-1.982193152891615e-48+0.j,0.+1.2951256997967615e-49j,8.377241660985401e-51+0.j,0.-5.3653696140662926e-52j,-3.403225291145896e-53+0.j,0.+2.138228130434673e-54j,1.3309646610026732e-55+0.j,0.-8.209226039909303e-57j,-5.0180214028090136e-58+0.j,0.+3.040369008658714e-59j,1.826207319549862e-60+0.j,0.-1.0875972346946067e-61j,-6.42306671558513e-63+0.j,0.+3.762124293645152e-64j,2.1857390738000913e-65+0.j,0.-1.2597785562341333e-66j,-7.204026656314976e-68+0.j,0.+4.0878449672553806e-69j,2.3019862435527892e-70+0.j,0.-1.286618804921342e-71j,-7.138124591487066e-73+0.j,0.+3.9314450069781236e-74j,2.1498075758426314e-75+0.j,0.-1.1672676281471726e-76j,-6.293724041928738e-78+0.j,0.+3.370180088984211e-79j,1.792451022105359e-80+0.j,0.-9.46955994791267e-82j,-4.96980213368932e-83+0.j,0.+2.5912701064032724e-84j,1.3424158742861427e-85+0.j,0.-6.910315465355519e-87j,-3.534921465116783e-88+0.j,0.+1.7970766700774125e-89j,9.080115973982034e-91+0.j,0.-4.560225839699204e-92j,-2.276580002688125e-93+0.j,0.+1.1298265954778692e-94j,5.574462090546503e-96+0.j,0.-2.734549114763761e-97j,-1.3337938283945858e-98+0.j,0.+6.469040531390694e-100j,3.120086176788936e-101+0.j,0.-1.4965650795448267e-102j,-7.139258288556288e-104+0.j,0.+3.387385737664894e-105j,1.5986571895719121e-106+0.j,0.-7.504982672476438e-108j
0.+0.035239771479957195j,-0.21487961520724075+0.j,0.-0.5695653622864776j,0.3926043768314356+0.j,0.-0.5830949088802161j,-0.3379865630746921+0.j,0.+0.1338666440934306j,0.04191762635416379+0.j,0.-0.011095164396753607j,-0.0025789154843384545+0.j,0.+0.000539426685488231j,0.00010327256085929383+0.j,0.-0.000018322414524106533j,-3.0410833664720955e-6+0.j,0.+4.757118083458331e-7j,7.055428053368181e-8+0.j,0.-9.970047284044008e-9j,-1.3478610896586691e-9+0.j,0.+1.7493425392696445e-10j,2.1861468613506416e-11+0.j,0.-2.637418436979672e-12j,-3.07860466555178e-13+0.j,0.+3.4839186837832943e-14j,3.829028437654505e-15+0.j,0.-4.0935627761020425e-16j,-4.2630760768277485e-17+0.j,0.+4.330225970562563e-18j,4.295064452792321e-19+0.j,0.-4.164488621744864e-20j,-3.951015971238272e-21+0.j,0.+3.67112324493927e-22j,3.343411889547524e-23+0.j,0.-2.986842310675377e-24j,-2.619225884522742e-25+0.j,0.+2.2560935988794106e-26j,1.909988249445559e-27+0.j,0.-1.5901649651237465e-28j,-1.3026395472292802e-29+0.j,0.+1.0504981180097009e-30j,8.343735471129821e-32+0.j,0.-6.530002682031891e-33j,-5.03774532263984e-34+0.j,0.+3.8326704229112893e-35j,2.8765526905655758e-36+0.j,0.-2.1306074767570707e-37j,-1.5579073052908426e-38+0.j,0.+1.1249322090162975e-39j,8.023990790409455e-41+0.j,0.-5.6553606556463946e-42j,-3.939640947876455e-43+0.j,0.+2.713280028130144e-44j,1.8479249438168326e-45+0.j,0.-1.244890364350008e-46j,-8.297281495499649e-48+0.j,0.+5.472618488522423e-49j,3.5727441061992047e-50+0.j,0.-2.3091125508611655e-51j,-1.4777818473421158e-52+0.j,0.+9.366555071478402e-54j,5.880753808605864e-55+0.j,0.-3.6580187861091993e-56j,-2.2547178587031226e-57+0.j,0.+1.3773449273186418e-58j,8.339996584459183e-60+0.j,0.-5.0064253060010726e-61j,-2.9798344945125173e-62+0.j,0.+1.7588175081750015e-63j,1.0296113771602717e-64+0.j,0.-5.978710986439607e-66j,-3.4441288349493006e-67+0.j,0.+1.9685343667385735e-68j,1.116479911204301e-69+0.j,0.-6.2842586483554425e-71j,-3.510765511098964e-72+0.j,0.+1.9468934497090534e-73j,1.071819612151814e-74+0.j,0.-5.85848883057553e-76j,-3.1796393776039446e-77+0.j,0.+1.7137253570949104e-78j,9.173123601548581e-80+0.j,0.-4.876928428250237e-81j,-2.5755382387021983e-82+0.j,0.+1.351202495568984e-83j,7.04272983746155e-85+0.j,0.-3.6472552066417205e-86j,-1.8768573665726705e-87+0.j,0.+9.597783517716366e-89j,4.877742987076198e-90+0.j,0.-2.463814769255447e-91j,-1.2370022102397332e-92+0.j,0.+6.173586178943015e-94j,3.062949047250132e-95+0.j,0.-1.5108005544082303e-96j,-7.409157128479891e-98+0.j,0.+3.612878173783445e-99j,1.7518163165776602e-100+0.j,0.-8.446987051691888e-102j,-4.0506038947760033e-103+0.j,0.+1.9318282100413926e-104j,9.163756574038514e-106+0.j
0.008063663470931879+0.j,0.+0.06678924272006052j,-0.28227237871271826+0.j,0.-0.5830949088802161j,0.2591789623250456+0.j,0.-0.5745808922930988j,-0.38331556829709573+0.j,0.+0.16749721558289926j,0.05674164901766363+0.j,0.-0.01605263191185249j,-0.003954190282792869+0.j,0.+0.000870906841447281j,0.00017468073609134318+0.j,0.-0.00003233533329255125j,-5.580492309090662e-6+0.j,0.+9.050675270554405e-7j,1.388271868497829e-7+0.j,0.-2.0245357662637238e-8j,-2.819216202548683e-9+0.j,0.+3.7625796467579383e-10j,4.8280228414588167e-11+0.j,0.-5.9726393168698985e-12j,-7.1402479151031e-13+0.j,0.+8.266526620188717e-14j,9.285495829856251e-15+0.j,0.-1.0136358036301304e-15j,-1.0769668605158267e-16+0.j,0.+1.1151976212947257e-17j,1.1268379408961131e-18+0.j,0.-1.1122820525781877e-19j,-1.0736299189530544e-20+0.j,0.+1.0143469697606007e-21j,9.388251113072407e-23+0.j,0.-8.519117522277762e-24j,-7.584665499903561e-25+0.j,0.+6.629909977065682e-26j,5.6935781470520666e-27+0.j,0.-4.806490569494841e-28j,-3.990966939941832e-29+0.j,0.+3.261086952330783e-30j,2.6235786927572244e-31+0.j,0.-2.0790934118729743e-32j,-1.623646032940932e-33+0.j,0.+1.25004282546121e-34j,9.491692805689527e-36+0.j,0.-7.11062625464351e-37j,-5.257379699090004e-38+0.j,0.+3.83771261588334e-39j,2.766651190623834e-40+0.j,0.-1.970361432425668e-41j,-1.3866648112867074e-42+0.j,0.+9.646062826241447e-44j,6.634302207231279e-45+0.j,0.-4.512483253763728e-46j,-3.0360932881232477e-47+0.j,0.+2.0211259943574046e-48j,1.3315146614175966e-49+0.j,0.-8.682893706479929e-51j,-5.605792810313297e-52+0.j,0.+3.5838372269641026e-53j,2.2692357750761764e-54+0.j,0.-1.4233426932118715e-55j,-8.845316293136671e-57+0.j,0.+5.447084406472515e-58j,3.324542790807236e-59+0.j,0.-2.011336019758775e-60j,-1.2063899180303224e-61+0.j,0.+7.174711026209582e-63j,4.231515806995172e-64+0.j,0.-2.4752642151537787e-65j,-1.4362780055990844e-66+0.j,0.+8.268035097032253e-68j,4.72244328051198e-69+0.j,0.-2.67660303917225e-70j,-1.5055824068748476e-71+0.j,0.+8.40577025219246e-73j,4.6585478164135555e-74+0.j,0.-2.563125802496767e-75j,-1.400169336720692e-76+0.j,0.+7.59497187684536e-78j,4.0911860632297606e-79+0.j,0.-2.1887243737882093e-80j,-1.1630326749773355e-81+0.j,0.+6.1389049217388495e-83j,3.2190385061424625e-84+0.j,0.-1.6770068985039257e-85j,-8.680667676256151e-87+0.j,0.+4.4649468584807693e-88j,2.282226487750827e-89+0.j,0.-1.1593485591067475e-90j,-5.85349010926779e-92+0.j,0.+2.937604208685574e-93j,1.46548170325514e-94+0.j,0.-7.267862616707404e-96j,-3.583455087921832e-97+0.j,0.+1.7566904723454133e-98j,8.562783564413043e-100+0.j,0.-4.150390010704578e-101j,-2.000526173767586e-102+0.j,0.+9.589755233066187e-104j
0.-0.0016503524387394151j,0.01727562310952882+0.j,0.+0.10001259884910431j,-0.3379865630746921+0.j,0.-0.5745808922930988j,0.14158216773319512+0.j,0.-0.5509704199187315j,-0.41926422198742763+0.j,0.+0.2002560322127436j,0.07284149322171136+0.j,0.-0.021892564056588033j,-0.005686767552390102+0.j,0.+0.001313451984688163j,0.0002750463015724617+0.j,0.-0.0000529652282563917j,-9.480460256006204e-6+0.j,0.+1.590620898160383e-6j,2.5184116116687437e-7+0.j,0.-3.783586950809734e-8j,-5.418657143092998e-9+0.j,0.+7.426346399111025e-10j,9.772263244073634e-11+0.j,0.-1.2382177797066511e-11j,-1.5144938530133664e-12+0.j,0.+1.7921010490792905e-13j,2.055554376235227e-14+0.j,0.-2.289403487560599e-15j,-2.4798205989068494e-16+0.j,0.+2.615976773392071e-17j,2.691020569430969e-18+0.j,0.-2.7025499954617886e-19j,-2.6525567723668306e-20+0.j,0.+2.546902913496893e-21j,2.3944497001091696e-22+0.j,0.-2.2059908761037184e-23j,-1.9931447411339733e-24+0.j,0.+1.7673387460474255e-25j,1.5389834847836616e-26+0.j,0.-1.316889880607232e-27j,-1.1079420923713538e-28+0.j,0.+9.170051229194287e-30j,7.470234217330812e-31+0.j,0.-5.992554777399123e-32j,-4.735880792021009e-33+0.j,0.+3.688800078892696e-34j,2.8329548541936396e-35+0.j,0.-2.14599969460677e-36j,-1.604027625521778e-37+0.j,0.+1.1834093877978342e-38j,8.620661715609562e-40+0.j,0.-6.202449717489902e-41j,-4.408910113512507e-42+0.j,0.+3.097183673183036e-43j,2.1507368189710585e-44+0.j,0.-1.4767394903712886e-45j,-1.002821682101807e-46+0.j,0.+6.736729821970092e-48j,4.4779400537756205e-49+0.j,0.-2.9458139190342914e-50j,-1.9183181951668596e-51+0.j,0.+1.236833293481171e-52j,7.896968920491272e-54+0.j,0.-4.994003529346378e-55j,-3.1286275199096615e-56+0.j,0.+1.942003975069152e-57j,1.1945644422376378e-58+0.j,0.-7.282856034451554e-60j,-4.4014280460335524e-61+0.j,0.+2.6372422446939333e-62j,1.56687234688269e-63+0.j,0.-9.232195001984103e-65j,-5.395388428396478e-66+0.j,0.+3.127833517028543e-67j,1.7989649650964836e-68+0.j,0.-1.0266283434063679e-69j,-5.81389188976926e-71+0.j,0.+3.2676381255117126e-72j,1.822900344146993e-73+0.j,0.-1.0094879158049768e-74j,-5.550018761035067e-76+0.j,0.+3.0296155108066835e-77j,1.6421910660606528e-78+0.j,0.-8.839854907914924e-80j,-4.725991165215288e-81+0.j,0.+2.509614003444051e-82j,1.3238113254782847e-83+0.j,0.-6.937264721838673e-85j,-3.611855378605267e-86+0.j,0.+1.8684793820766802e-87j,9.604996253260703e-89+0.j,0.-4.906719301892382e-90j,-2.4911719677127156e-91+0.j,0.+1.2570924895469788e-92j,6.305413265615077e-94+0.j,0.-3.143936046805779e-95j,-1.5583965231408708e-96+0.j,0.+7.679906935832175e-98j,3.763020524450037e-99+0.j,0.-1.8333616019300389e-100j,-8.882152604669056e-102+0.j
-0.00030834036410317723+0.j,0.-0.003901410754668568j,0.028659743588650265+0.j,0.+0.1338666440934306j,-0.38331556829709573+0.j,0.-0.5509704199187315j,0.0386426889285428+0.j,0.-0.5167836612780518j,-0.4467101794659372+0.j,0.+0.2316533507612197j,0.08994770907880267+0.j,0.-0.028580195789250914j,-0.007796907570742079+0.j,0.+0.0018819612362143856j,0.00041024451088609936+0.j,0.-0.00008197411582504237j,-0.000015184346230540244+0.j,0.+2.630361686129855e-6j,4.291326960362484e-7+0.j,0.-6.631703905554311e-8j,-9.754320474405259e-9+0.j,0.+1.3710843764996662e-9j,1.8481119475372618e-10+0.j,0.-2.3959984852520632e-11j,-2.9955053372301143e-12+0.j,0.+3.619706400713492e-13j,4.236204033600789e-14+0.j,0.-4.810226950528291e-15j,-5.308149670571381e-16+0.j,0.+5.700906778957541e-17j,5.9668123588097404e-18+0.j,0.-6.093419455848976e-19j,-6.078232904736469e-20+0.j,0.+5.928280550312354e-21j,5.658715188078523e-22+0.j,0.-5.2907356181556645e-23j,-4.84916787212995e-24+0.j,0.+4.3600390774078475e-25j,3.8484196488650333e-26+0.j,0.-3.3367235802478375e-27j,-2.843561496013125e-28+0.j,0.+2.3831536940219842e-29j,1.9652421251492267e-30+0.j,0.-1.5953965172952085e-31j,-1.2755906837914682e-32+0.j,0.+1.0049266109767812e-33j,7.804002433342633e-35+0.j,0.-5.976275304182941e-36j,-4.5147652474547085e-37+0.j,0.+3.3657677720129274e-38j,2.4769824556544067e-39+0.j,0.-1.8000719958239796e-40j,-1.292161431027957e-41+0.j,0.+9.16493323822637e-43j,6.424620084004969e-44+0.j,0.-4.452314818533041e-45j,-3.0510844073565392e-46+0.j,0.+2.0680333108822565e-47j,1.3867443882386822e-48+0.j,0.-9.201685834086718e-50j,-6.043146641183594e-51+0.j,0.+3.928914879444012e-52j,2.529189896015575e-53+0.j,0.-1.6123967861085496e-54j,-1.0181771641268881e-55+0.j,0.+6.369599188215808e-57j,3.948315261434576e-58+0.j,0.-2.4254568355983037e-59j,-1.4768142363530275e-60+0.j,0.+8.914049222004454e-62j,5.334639141052177e-63+0.j,0.-3.165758928529318e-64j,-1.8631735504472774e-65+0.j,0.+1.0876507043834736e-66j,6.298576519098873e-68+0.j,0.-3.618817045913018e-69j,-2.063074260866586e-70+0.j,0.+1.1671812070785048e-71j,6.553700091212563e-73+0.j,0.-3.652648665459728e-74j,-2.020919990554754e-75+0.j,0.+1.1100836622443993e-76j,6.05441088651041e-78+0.j,0.-3.278994260354418e-79j,-1.763615187166964e-80+0.j,0.+9.421110783737299e-82j,4.9989076870718046e-83+0.j,0.-2.634883565617823e-84j,-1.3797443626673846e-85+0.j,0.+7.178328647279021e-87j,3.710831680063548e-88+0.j,0.-1.9062382959035286e-89j,-9.731394829882338e-91+0.j,0.+4.937397485203938e-92j,2.4898805592262826e-93+0.j,0.-1.2480958059845834e-94j,-6.2192374889240964e-96+0.j,0.+3.0808905642338384e-97j,1.5173813137050057e-98+0.j,0.-7.430555236055119e-100j
0.+0.000053334799612761266j,-0.0007913834853340618+0.j,0.-0.007042776070873602j,0.04191762635416379+0.j,0.+0.16749721558289926j,-0.41926422198742763+0.j,0.-0.5167836612780518j,-0.0507473365959484+0.j,0.-0.4751958222522863j,-0.46645177599613435+0.j,0.+0.2613201166549362j,0.10781179593630857+0.j,0.-0.036071599558093394j,-0.010299864016830284+0.j,0.+0.0025905335586033024j,0.0005863570991267622+0.j,0.-0.00012130672012413631j,-0.000023208110910647883+0.j,0.+4.143733679109209e-6j,6.955288448604037e-7+0.j,0.-1.1040901371243437e-7j,-1.6657817001864198e-8+0.j,0.+2.3987053159132837e-9j,3.3085429003198685e-10+0.j,0.-4.3847127239528284e-11j,-5.598361549515754e-12+0.j,0.+6.902797505460671e-13j,8.236535245525617e-14+0.j,0.-9.528636827473675e-15j,-1.0705602291040374e-15+0.j,0.+1.169878806418469e-16j,1.245126191679519e-17+0.j,0.-1.292314131540589e-18j,-1.3094762306622107e-19+0.j,0.+1.2967413053711152e-20j,1.2561755969725582e-21+0.j,0.-1.1914382706758529e-22j,-1.1073150086356682e-23+0.j,0.+1.0092016053191197e-24j,9.02604459168746e-26+0.j,0.-7.927108809837391e-27j,-6.840632933234651e-28+0.j,0.+5.803516992249266e-29j,4.843214759144373e-30+0.j,0.-3.977806374666873e-31j,-3.2168300852168676e-32+0.j,0.+2.5626101671277925e-33j,2.0118309435029027e-34+0.j,0.-1.5571468657198838e-35j,-1.1886727113762393e-36+0.j,0.+8.952547444485041e-38j,6.65474995566106e-39+0.j,0.-4.883818258140715e-40j,-3.539688049362304e-41+0.j,0.+2.5344109130247104e-42j,1.7931579325989097e-43+0.j,0.-1.2540272239050899e-44j,-8.670708917238186e-46+0.j,0.+5.9288296131268105e-47j,4.010080087600428e-48+0.j,0.-2.6835247035879942e-49j,-1.7771390240623422e-50+0.j,0.+1.1649076502870394e-51j,7.559679450667836e-53+0.j,0.-4.8578178166357673e-54j,-3.0916195732177195e-55+0.j,0.+1.9490182351751404e-56j,1.2173235317261955e-57+0.j,0.-7.534057947011117e-59j,-4.621199872468909e-60+0.j,0.+2.8096423444408463e-61j,1.693492076573667e-62+0.j,0.-1.0120787936037527e-63j,-5.997988499193288e-65+0.j,0.+3.525463613186073e-66j,2.0554335144425554e-67+0.j,0.-1.1888381109694036e-68j,-6.822254062906101e-70+0.j,0.+3.884821881944775e-71j,2.195346117964975e-72+0.j,0.-1.2313249624725279e-73j,-6.855322095826619e-75+0.j,0.+3.7889151974453914e-76j,2.0791162902349334e-77+0.j,0.-1.1328263394034156e-78j,-6.129303708668102e-80+0.j,0.+3.293545165366402e-81j,1.757766210409339e-82+0.j,0.-9.318432652345484e-84j,-4.9073512403755446e-85+0.j,0.+2.5675043639459864e-86j,1.334662097191428e-87+0.j,0.-6.893867931859424e-89j,-3.538511534838079e-90+0.j,0.+1.8050032209039944e-91j,9.150986751934869e-93+0.j,0.-4.6112910840538955e-94j,-2.30979343380839e-95+0.j,0.+1.1501390218710842e-96j,5.693561511642101e-98+0.j
8.629685747425251e-6+0.j,0.+0.0001469042560641428j,-0.0015352281189616487+0.j,0.-0.011095164396753607j,0.05674164901766363+0.j,0.+0.2002560322127436j,-0.4467101794659372+0.j,0.-0.4751958222522863j,-0.12763504676455253+0.j,0.-0.4285483778565194j,-0.47922678051232126+0.j,0.+0.2889808169902103j,0.12620548144773303+0.j,0.-0.044315907269066014j,-0.013206285439430409+0.j,0.+0.003452360320246603j,0.0008096064727154644+0.j,0.-0.0001730782899308598j,-0.000034141701308797945+0.j,0.+6.273384410009489e-6j,1.0818632472187335e-6+0.j,0.-1.76187776397858e-7j,-2.723574871096316e-8+0.j,0.+4.013669807632947e-9j,5.659618803675816e-10+0.j,0.-7.660567552884996e-11j,-9.980901058468131e-12+0.j,0.+1.2547979845748104e-12j,1.5254971069959457e-13+0.j,0.-1.796876506473971e-14j,-2.054202077506857e-15+0.j,0.+2.282762322693239e-16j,2.469342461651006e-17+0.j,0.-2.6035148006946313e-18j,-2.678572852291404e-19+0.j,0.+2.6920038449840273e-20j,2.6454731204447666e-21+0.j,0.-2.5443682890380287e-22j,-2.3970080107553635e-23+0.j,0.+2.2136524759672263e-24j,2.0054586942650416e-25+0.j,0.-1.783507290823781e-26j,-1.5579956950843531e-27+0.j,0.+1.3376536368924697e-28j,1.1293983651148457e-29+0.j,0.-9.382147170898736e-31j,-7.672223978042882e-32+0.j,0.+6.17880498570125e-33j,4.902764287789763e-34+0.j,0.-3.834508897039021e-35j,-2.9571963633559732e-36+0.j,0.+2.249639899032867e-37j,1.6887328706979578e-38+0.j,0.-1.2513223698412489e-39j,-9.15537200081147e-41+0.j,0.+6.616267793637927e-42j,4.723959519844612e-43+0.j,0.-3.33330730569149e-44j,-2.3250668513609286e-45+0.j,0.+1.6036009702535324e-46j,1.0938636597726252e-47+0.j,0.-7.38137029425641e-49j,-4.9284972056550225e-50+0.j,0.+3.2567822613611246e-51j,2.130340187139477e-52+0.j,0.-1.3796888163049795e-53j,-8.848465622893934e-55+0.j,0.+5.620682745128061e-56j,3.536887208532138e-57+0.j,0.-2.205151329342379e-58j,-1.3624232949746654e-59+0.j,0.+8.342787082733823e-61j,5.064100576294269e-62+0.j,0.-3.047543773092505e-63j,-1.818512708748379e-64+0.j,0.+1.076122634070846e-65j,6.316035911949924e-67+0.j,0.-3.677234689369496e-68j,-2.123962422677703e-69+0.j,0.+1.217234229208313e-70j,6.922370881395241e-72+0.j,0.-3.9069599794553436e-73j,-2.1886434067532056e-74+0.j,0.+1.2170548817233506e-75j,6.718777404632277e-77+0.j,0.-3.682644752502294e-78j,-2.0042975861206717e-79+0.j,0.+1.0832770099565089e-80j,5.814773563840945e-82+0.j,0.-3.1001447510192036e-83j,-1.6418213669391296e-84+0.j,0.+8.637786770675076e-86j,4.5149049523825965e-87+0.j,0.-2.3447701981698641e-88j,-1.210020109930964e-89+0.j,0.+6.205256604485895e-91j,3.1625336301988955e-92+0.j,0.-1.6019590212923857e-93j,-8.065667520596755e-95+0.j,0.+4.036760340157671e-96j
