0.1060340773009081+0.j,0.-0.22463187277843882j,-0.3364978520739785+0.j,0.+0.41157367182989735j,0.4359568501128301+0.j,0.-0.41303268468274085j,-0.3572191324211998+0.j,0.+0.286030014221445j,0.21423603922213347+0.j,0.-0.15128546071257765j,-0.10134984958889699+0.j,0.+0.06473701677299286j,0.039590225513113614+0.j,0.-0.023261740992152242j,-0.013170556152005387+0.j,0.+0.007204177440990445j,0.003815490056572607+0.j,0.-0.0019604319949603167j,-0.0009789070257955155+0.j,0.+0.00047576288758142255j,0.0002253727893933879+0.j,0.-0.00010418801139789492j,-0.00004705787641142627+0.j,0.+0.00002078711999887722j,8.989067024124298e-6+0.j,0.-3.8086453177306195e-6j,-1.5823763120584266e-6+0.j,0.+6.451397584031299e-7j,2.5828590565704493e-7+0.j,0.-1.0160793502416128e-7j,-3.930003293003267e-8+0.j,0.+1.495333227189674e-8j,5.600011397096701e-9+0.j,0.-2.0651797468323177e-9j,-7.503161857303228e-10+0.j,0.+2.6868053800927164e-10j,9.486606250942239e-11+0.j,0.-3.3039687390161065e-11j,-1.135455315007832e-11+0.j,0.+3.851799392969037e-12j,1.2902075562491894e-12+0.j,0.-4.268679702579107e-13j,-1.3953875384550672e-13+0.j,0.+4.5080272099216094e-14j,1.439746749924001e-14+0.j,0.-4.546799109670728e-15j,-1.4202106556579555e-15+0.j,0.+4.3886379487344586e-16j,1.341946036029667e-16+0.j,0.-4.061279959830991e-17j,-1.2167569688582588e-17+0.j,0.+3.6094802563788795e-18j,1.060398037040232e-18+0.j,0.-3.0857227089789904e-19j,-8.895818901439089e-20+0.j,0.+2.5411511887595233e-20j,7.193867052681902e-21+0.j,0.-2.0186029147622053e-21j,-5.615168790551015e-22+0.j,0.+1.5486836953568113e-22j,4.235581251297562e-23+0.j,0.-1.1488782722515394e-23j,-3.0910361745868096e-24+0.j,0.+8.250109813393944e-25j,2.1847193670946575e-25+0.j,0.-5.740700591357691e-26j,-1.4969898138034142e-26+0.j,0.+3.874425908561793e-27j,9.953568742976459e-28+0.j,0.-2.5385176723130723e-28j,-6.427722034118681e-29+0.j,0.+1.6160464125643977e-29j,4.034720896561731e-30+0.j,0.-1.0004099070216347e-30j,-2.463701230142348e-31+0.j,0.+6.026752059972108e-32j,1.464544071720941e-32+0.j,0.-3.535761796103343e-33j,-8.481284154852569e-34+0.j,0.+2.0215011123429223e-34j,4.788008442257695e-35+0.j,0.-1.127037364508084e-35j,-2.6366792689305633e-36+0.j,0.+6.1311815289002335e-37j,1.417197729892301e-37+0.j,0.-3.2564686492412333e-38j,-7.439154735614432e-39+0.j,0.+1.6896232703844753e-39j,3.815702112595925e-40+0.j,0.-8.568511333608202e-41j,-1.9134188017178003e-41+0.j,0.+4.249279100694713e-42j,9.385280564149528e-43+0.j,0.-2.061729580802139e-43j,-4.504988550811901e-44+0.j,0.+9.791693377473706e-45j,2.1171328220200496e-45+0.j,0.-4.553948912875691e-46j,-9.74543059325926e-47+0.j,0.+2.07495819788235e-47j
0.-0.22463187277843882j,-0.36984574881152776+0.j,0.+0.39518906964252604j,0.28908232379573295+0.j,0.-0.10042181622004955j,0.09982455131733992+0.j,0.-0.2549550394343608j,-0.33916196350667516+0.j,0.+0.35515866857774064j,0.3222117524500051+0.j,0.-0.2636982380367036j,-0.19899485950168186+0.j,0.+0.140384204458757j,0.0934648793806421+0.j,0.-0.05913580576042945j,-0.035747384410716065+0.j,0.+0.020733641576900025j,0.01157851774019578+0.j,0.-0.006243606198094586j,-0.003259059045839891+0.j,0.+0.001650226866869519j,0.0008120668618345613+0.j,0.-0.00038899356527585197j,-0.00018164439216850544+0.j,0.+0.00008279244784985276j,0.000036876767427588624+0.j,0.-0.0000160681122768514j,-6.855547960492687e-6+0.j,0.+2.8665832474122316e-6j,1.175657023858443e-6+0.j,0.-4.732729498134999e-7j,-1.8713487453700958e-7+0.j,0.+7.272526677431049e-8j,2.7794558707031765e-8+0.j,0.-1.0452428258959109e-8j,-3.8697340422750195e-9+0.j,0.+1.4111106555859921e-9j,5.070535639934447e-10+0.j,0.-1.796158321023029e-10j,-6.274917263073264e-11+0.j,0.+2.1627629697129938e-11j,7.357044793686527e-12+0.j,0.-2.4708095147477904e-12j,-8.195148048469914e-13+0.j,0.+2.6852784033267423e-13j,8.69488107842108e-14+0.j,0.-2.7829193334493306e-14j,-8.80674622883242e-15+0.j,0.+2.75624796410504e-15j,8.53324514847193e-16+0.j,0.-2.6139901507418704e-16j,-7.924718909042001e-17+0.j,0.+2.3781892243376075e-17j,7.066107721448355e-18+0.j,0.-2.079077021399523e-18j,-6.058976151890184e-19+0.j,0.+1.7492222452962097e-19j,5.003612005110161e-20+0.j,0.-1.4183655271526044e-20j,-3.985006274954913e-21+0.j,0.+1.1098749705968798e-21j,3.06470627774681e-22+0.j,0.-8.391444396333331e-23j,-2.278656354070759e-23+0.j,0.+6.137257772481774e-24j,1.6397610371348432e-24+0.j,0.-4.346631778869958e-25j,-1.1432597416297552e-25+0.j,0.+2.9840683371932265e-26j,7.730273355398422e-27+0.j,0.-1.9877057719479868e-27j,-5.073737435244539e-28+0.j,0.+1.285785792519317e-28j,3.235331451728422e-29+0.j,0.-8.083919381947479e-30j,-2.005951860498378e-30+0.j,0.+4.943738799007682e-31j,1.2102275338167168e-31+0.j,0.-2.9430253173350765e-32j,-7.110077753533478e-33+0.j,0.+1.7066521987103134e-33j,4.0704461353729705e-34+0.j,0.-9.647180179884466e-35j,-2.272240817470979e-35+0.j,0.+5.319089116285371e-36j,1.23760386460462e-36+0.j,0.-2.8623272225625912e-37j,-6.580837018891286e-38+0.j,0.+1.5041719488640983e-38j,3.4182033276412836e-39+0.j,0.-7.72344820015924e-40j,-1.7352647549174288e-40+0.j,0.+3.8769393320844657e-41j,8.614061960346257e-42+0.j,0.-1.9034833704211448e-42j,-4.1834838877822915e-43+0.j,0.+9.145349044244327e-44j,1.988659170345998e-44+0.j,0.-4.3017236865186356e-45j,-9.25700369831386e-46+0.j
-0.3364978520739785+0.j,0.+0.39518906964252604j,0.22214625772347688+0.j,0.+0.050961357509397565j,0.2583925722183247+0.j,0.-0.30831770276828735j,-0.20902066740474712+0.j,0.+0.031086371179203286j,-0.1462973377156685+0.j,0.+0.2707330982133216j,0.32546823497882227+0.j,0.-0.32033350044598125j,-0.2771407622462321+0.j,0.+0.21790079814393973j,0.1586995726591204+0.j,0.-0.10840060234668196j,-0.07004994062020352+0.j,0.+0.043103849483342054j,0.025382650407339627+0.j,0.-0.014362026347013642j,-0.00783401486084432+0.j,0.+0.004130872556358852j,0.0021106099252698814+0.j,0.-0.0010470386217012616j,-0.0005052118009595004+0.j,0.+0.00023747422274552436j,0.00010889109323859897+0.j,0.-0.00004876842462755128j,-0.000021356978810124996+0.j,0.+9.154493207720935e-6j,3.84433865623789e-6+0.j,0.-1.5829500022476972e-6j,-6.395972729937274e-7+0.j,0.+2.5377526697842345e-7j,9.894219609703932e-8+0.j,0.-3.792879487141353e-8j,-1.4304051689549064e-8+0.j,0.+5.309851749778196e-9j,1.94113128232205e-9+0.j,0.-6.991639715476016e-10j,-2.48224708537856e-10+0.j,0.+8.69024278735572e-11j,3.001294963155109e-11+0.j,0.-1.0229041759257347e-11j,-3.4416112800818793e-12+0.j,0.+1.1434903357471314e-12j,3.753038019559104e-13+0.j,0.-1.217145413078556e-13j,-3.9015218166837496e-14+0.j,0.+1.2364453892979928e-14j,3.875047656488365e-15+0.j,0.-1.2012882771590762e-15j,-3.6845776239397037e-16+0.j,0.+1.1183977573880418e-16j,3.3602121795126465e-17+0.j,0.-9.995139122964027e-18j,-2.94407586708362e-18+0.j,0.+8.588751862658888e-19j,2.482056809672329e-19+0.j,0.-7.1067439788949e-20j,-2.0164189005707133e-20+0.j,0.+5.670392812636284e-21j,1.5806526615310426e-21+0.j,0.-4.368344468176151e-22j,-1.1970667559664462e-22+0.j,0.+3.2531395476066763e-23j,8.768585904328635e-24+0.j,0.-2.3445350710162255e-24j,-6.2192800409065235e-25+0.j,0.+1.636944029322167e-25j,4.275533680457606e-26+0.j,0.-1.1083079668400945e-26j,-2.851632146297622e-27+0.j,0.+7.283452768750339e-28j,1.8468784299433866e-28+0.j,0.-4.649878432345511e-29j,-1.1624947191979516e-29+0.j,0.+2.886217543318158e-30j,7.117004242148765e-31+0.j,0.-1.7431539853999374e-31j,-4.2411520358196996e-32+0.j,0.+1.0251316510819232e-32j,2.4618427693319806e-33+0.j,0.-5.874380120499304e-34j,-1.3929005634536488e-34+0.j,0.+3.282229179118198e-35j,7.686735525128665e-36+0.j,0.-1.78925372531229e-36j,-4.1399089459661985e-37+0.j,0.+9.522032614794513e-38j,2.177303484809942e-38+0.j,0.-4.949808512897823e-39j,-1.1188373860645721e-39+0.j,0.+2.5146817696734182e-40j,5.620362129298384e-41+0.j,0.-1.249216919322208e-41j,-2.761405612111187e-42+0.j,0.+6.071098091031631e-43j,1.3276217311950225e-43+0.j,0.-2.8878612563736547e-44j
0.+0.41157367182989735j,0.28908232379573295+0.j,0.+0.050961357509397565j,0.2844775709913182+0.j,0.-0.25719726617397326j,-0.04352289117489883+0.j,0.-0.1803719424494485j,-0.2812623119008908+0.j,0.+0.22970147437797903j,0.07774176401854989+0.j,0.+0.09620550590370813j,0.23142131967752047+0.j,0.-0.3016935410960235j,-0.31039799650126026+0.j,0.+0.27661259114702186j,0.22227724131925153+0.j,0.-0.16466172987842678j,-0.11403149078393778+0.j,0.+0.07453667993900369j,0.04631194054256598+0.j,0.-0.027500735685910663j,-0.015674346208451463+0.j,0.+0.008604949013415821j,0.0045633715204273775+0.j,0.-0.002343543156734131j,-0.0011679639022769033+0.j,0.+0.0005659194672552046j,0.00026702416317728+0.j,0.-0.00012286807761101176j,-0.00005520459928652218+0.j,0.+0.000024247002775044053j,0.000010421698841532519+0.j,0.-4.387595648487679e-6j,-1.8109092675759214e-6+0.j,0.+7.333177280768975e-7j,2.915608734145946e-7+0.j,0.-1.1389378009500798e-7j,-4.373964925640738e-8+0.j,0.+1.652368504310916e-8j,6.14369437441947e-9+0.j,0.-2.2493798935023097e-9j,-8.113572245093216e-10+0.j,0.+2.884499916251435e-10j,1.0111595673033504e-10+0.j,0.-3.496478050335574e-11j,-1.193068944140338e-11+0.j,0.+4.0186190420776974e-12j,1.3366250491810572e-12+0.j,0.-4.391382867858452e-13j,-1.425550477143286e-13+0.j,0.+4.57380645918064e-14j,1.4507923858514333e-14+0.j,0.-4.550697787014333e-15j,-1.4118995911979957e-15+0.j,0.+4.3339691337033615e-16j,1.316505416688644e-16+0.j,0.-3.958300985650374e-17j,-1.178243090902983e-17+0.j,0.+3.472864579534326e-18j,1.0137973532805281e-18+0.j,0.-2.931602444398841e-19j,-8.398985377699738e-20+0.j,0.+2.3844638095219495e-20j,6.709164169085325e-21+0.j,0.-1.871237528550246e-21j,-5.174147967210503e-22+0.j,0.+1.4186083055368416e-22j,3.8571097501215666e-23+0.j,0.-1.0401533643420838e-23j,-2.7824457711647822e-24+0.j,0.+7.384246354928841e-25j,1.9444204739166748e-25+0.j,0.-5.080792196858759e-26j,-1.3175921420076017e-26+0.j,0.+3.3914733080916055e-27j,8.665661167284857e-28+0.j,0.-2.1982016702514083e-28j,-5.53644738710582e-29+0.j,0.+1.3846392124879654e-29j,3.4389561261523665e-30+0.j,0.-8.482869199386368e-31j,-2.078382431033764e-31+0.j,0.+5.058410269224886e-32j,1.2230573620601113e-32+0.j,0.-2.938062809703451e-33j,-7.012826904738342e-34+0.j,0.+1.6633297212759532e-34j,3.920588465634657e-35+0.j,0.-9.18428784939496e-36j,-2.1384241136025103e-36+0.j,0.+4.94912402966786e-37j,1.1386236834182287e-37+0.j,0.-2.604233786306109e-38j,-5.921849845435934e-39+0.j,0.+1.338879754767637e-39j,3.009961549471383e-40+0.j,0.-6.728887934055604e-41j,-1.4959455300424638e-41+0.j,0.+3.307538927327538e-42j,7.273389193017881e-43+0.j
0.4359568501128301+0.j,0.-0.10042181622004955j,0.2583925722183247+0.j,0.-0.25719726617397326j,0.012042967678844125+0.j,0.-0.24145393382016014j,-0.24436229509852206+0.j,0.+0.059315701602323516j,-0.15445511907902643+0.j,0.+0.2622047319212112j,0.22482560512204114+0.j,0.-0.08559280949980808j,0.0812664780722326+0.j,0.-0.21509862017659817j,-0.2877013127817243+0.j,0.+0.3002121950927562j,0.2701375701747792+0.j,0.-0.21867170555031137j,-0.16294480692238286+0.j,0.+0.11339329296196084j,0.07442666412163526+0.j,0.-0.04640914781493085j,-0.02764486155816152+0.j,0.+0.01580021998846582j,0.00869554823002613+0.j,0.-0.00462169939814875j,-0.0023782886912240217+0.j,0.+0.001187458222620172j,0.0005763322833749994+0.j,0.-0.0002723572955532969j,-0.00012550053476834572+0.j,0.+0.00005646167934843165j,0.00002482948230853718+0.j,0.-0.000010684214665236314j,-4.502900173533179e-6+0.j,0.+1.8603490524406774e-6j,7.540413425913503e-7+0.j,0.-3.000634577734119e-7j,-1.1731204264763605e-7+0.j,0.+4.508751998450785e-8j,1.7045425819833625e-8+0.j,0.-6.342104367738225e-9j,-2.3235590346932638e-9+0.j,0.+8.386400959217809e-10j,2.9832746267670823e-10+0.j,0.-1.0463793050561252e-10j,-3.620223915180898e-11+0.j,0.+1.2359320297798515e-11j,4.165050494768261e-12+0.j,0.-1.3859834567696175e-12j,-4.555604444261037e-13+0.j,0.+1.4795012932629525e-13j,4.748876506657921e-14+0.j,0.-1.5069244127346737e-14j,-4.728577366839486e-15+0.j,0.+1.4676287497990162e-15j,4.5066316489556885e-16+0.j,0.-1.369421188305724e-16j,-4.118755002974991e-17+0.j,0.+1.2263930962760336e-17j,3.615892101489647e-18+0.j,0.-1.0558616222304886e-18j,-3.0541110050327884e-19+0.j,0.+8.752383336742262e-20j,2.4854559971436227e-20+0.j,0.-6.995131228867797e-21j,-1.9514836380698832e-21+0.j,0.+5.39734276347675e-22j,1.4801494932436038e-22+0.j,0.-4.025352542246454e-23j,-1.0857634064719459e-23+0.j,0.+2.905076759006209e-24j,7.71129766451038e-25+0.j,0.-2.0309502504285637e-25j,-5.307938388231961e-26+0.j,0.+1.3767605439975272e-26j,3.5444309870292116e-27+0.j,0.-9.05812594297291e-28j,-2.298161921859499e-28+0.j,0.+5.789201972075162e-29j,1.4480936699509845e-29+0.j,0.-3.59713977437189e-30j,-8.874467729431241e-31+0.j,0.+2.174663948887704e-31j,5.293540466544665e-32+0.j,0.-1.2800971021324962e-32j,-3.075526899060802e-33+0.j,0.+7.34196750738835e-34j,1.7416349953157605e-34+0.j,0.-4.105708670922187e-35j,-9.61920332127469e-36+0.j,0.+2.239973707338931e-36j,5.1847955112758045e-37+0.j,0.-1.1929892308638282e-37j,-2.728903216776453e-38+0.j,0.+6.206064507447706e-39j,1.4032986617075181e-39+0.j,0.-3.155135922193829e-40j,-7.054203597897375e-41+0.j,0.+1.568436917909207e-41j
0.-0.41303268468274085j,0.09982455131733992+0.j,0.-0.30831770276828735j,-0.04352289117489883+0.j,0.-0.24145393382016014j,-0.21671445748178542+0.j,0.-0.03298667786908854j,-0.23293669621408258+0.j,0.+0.22136240549202432j,0.04119378487772247+0.j,0.+0.15781001473344988j,0.2523782280881063+0.j,0.-0.20959300722723037j,-0.07274970936610922+0.j,0.-0.08735588247119626j,-0.21388732356865914+0.j,0.+0.2811031270671816j,0.29093589988704066+0.j,0.-0.26052380157172433j,-0.21020723517138581+0.j,0.+0.15627354114395295j,0.10856048321850907+0.j,0.-0.07115745354929108j,-0.04432223445875098+0.j,0.+0.0263782423017414j,0.015065162977219573+0.j,0.-0.008285866359043617j,-0.004401626060341183+0.j,0.+0.0022640123564427973j,0.0011299561618555321+0.j,0.-0.0005482351326078553j,-0.00025900108851797005+0.j,0.+0.00011931414619935864j,0.000053665694444881925+0.j,0.-0.0000235949015484257j,-0.000010151028770876587+0.j,0.+4.277449171233479e-6j,1.7669291653319645e-6+0.j,0.-7.160745089235934e-7j,-2.8491804727129475e-7+0.j,0.+1.1137764795097467e-7j,4.2802057457610804e-8+0.j,0.-1.6179786734494824e-8j,-6.019471259269751e-9+0.j,0.+2.205168223129845e-9j,7.958466929603135e-10+0.j,0.-2.830839611481219e-10j,-9.928454028503949e-11+0.j,0.+3.434791605632633e-11j,1.1725566945054117e-11+0.j,0.-3.951259070588244e-12j,-1.3147729993595188e-12+0.j,0.+4.3213319411421824e-13j,1.4033536782280542e-13+0.j,0.-4.5042657687791646e-14j,-1.429246132015381e-14+0.j,0.+4.484659545992077e-15j,1.3918727598441455e-15+0.j,0.-4.2738628845744803e-16j,-1.298648308652434e-16+0.j,0.+3.9057747452436413e-17j,1.1629427491837502e-17+0.j,0.-3.428720946770562e-18j,-1.001180344159533e-18+0.j,0.+2.8958716709954386e-19j,8.29870881159414e-20+0.j,0.-2.3565706179397495e-20j,-6.632249918114513e-21+0.j,0.+1.850209866771334e-21j,5.117142811110788e-22+0.j,0.-1.403281997841459e-22j,-3.8162382682782757e-23+0.j,0.+1.0293410189157094e-23j,2.7540671358655936e-24+0.j,0.-7.310338809009548e-25j,-1.9253191414079707e-25+0.j,0.+5.0317955368257835e-26j,1.3051169854203936e-26+0.j,0.-3.359941448963922e-27j,-8.586534455196113e-28+0.j,0.+2.178486014618474e-28j,5.487665656766155e-29+0.j,0.-1.3726524157831016e-29j,-3.40970180971234e-30+0.j,0.+8.411951043048322e-31j,2.061304144427963e-31+0.j,0.-5.017551223987409e-32j,-1.2133449775163484e-32+0.j,0.+2.9151228320833193e-33j,6.9589845078255046e-34+0.j,0.-1.6507707525038113e-34j,-3.891473595925031e-35+0.j,0.+9.117200713284491e-36j,2.123058190589405e-36+0.j,0.-4.914137267007882e-37j,-1.1307040597621309e-37+0.j,0.+2.5864103977384104e-38j,5.881966687758243e-39+0.j,0.-1.3300055335824154e-39j,-2.9903261517181095e-40+0.j
-0.3572191324211998+0.j,0.-0.2549550394343608j,-0.20902066740474712+0.j,0.-0.1803719424494485j,-0.24436229509852206+0.j,0.-0.03298667786908854j,-0.24524360998433986+0.j,0.+0.16583002486692472j,-0.0775226636949377+0.j,0.+0.23548524655799125j,0.18966592479636352+0.j,0.-0.0045983158053802195j,0.17564623495856785+0.j,0.-0.24559359052394766j,-0.18667840448526668+0.j,0.+0.04686272098133915j,-0.10615917854312247+0.j,0.+0.22154565212750815j,0.2785968211383118+0.j,0.-0.28180379793890886j,-0.24862801923952765+0.j,0.+0.1984704367833373j,0.1463356288426627+0.j,0.-0.10098554510435293j,-0.06583074695488764+0.j,0.+0.04081497037385297j,0.024194449246954592+0.j,0.-0.013770147289130017j,-0.007550525125178953+0.j,0.+0.004000131713662144j,0.0020525072618021753+0.j,0.-0.0010221530665137848j,-0.0004949462957978896+0.j,0.+0.0002334026845917742j,0.00010734340826742575+0.j,0.-0.00004820779196912621j,-0.00002116540800275403+0.j,0.+9.093930753876757e-6j,3.827363631005511e-6+0.j,0.-1.5792221829204299e-6j,-6.39328168514813e-7+0.j,0.+2.541301889677324e-7j,9.925020493645484e-8+0.j,0.-3.810825589062113e-8j,-1.4393623766437541e-8+0.j,0.+5.3507988237291844e-9j,1.958769190236144e-9+0.j,0.-7.064299015784605e-10j,-2.5111264170512e-10+0.j,0.+8.801626764273215e-11j,3.043147499088556e-11+0.j,0.-1.0382694476758876e-11j,-3.496848338541706e-12+0.j,0.+1.1629680910510952e-12j,3.8205010870606654e-13+0.j,0.-1.240123128947038e-13j,-3.978554791440532e-14+0.j,0.+1.2618861559679469e-14j,3.9578751566785576e-15+0.j,0.-1.2278881157190105e-15j,-3.768888215830759e-16+0.j,0.+1.1447852061340052e-16j,3.441798490753374e-17+0.j,0.-1.0244435927431535e-17j,-3.0193863707909385e-18+0.j,0.+8.813751006806181e-19j,2.548557868440844e-19+0.j,0.-7.301246312002743e-20j,-2.0727291255351296e-20+0.j,0.+5.831801148972395e-21j,1.6264715161668886e-21+0.j,0.-4.497181094080953e-22j,-1.2329592092318482e-22+0.j,0.+3.3522278877599123e-23j,9.039717434596148e-24+0.j,0.-2.4180802034317205e-24j,-6.4170766865530115e-25+0.j,0.+1.6896969124115923e-25j,4.415075317786815e-26+0.j,0.-1.1449227855139116e-26j,-2.9469485896732126e-27+0.j,0.+7.529657573760671e-28j,1.9099887686425348e-28+0.j,0.-4.8104376073422485e-29j,-1.2030412460628988e-29+0.j,0.+2.9878675614019163e-30j,7.370019127935071e-31+0.j,0.-1.8056881472722589e-31j,-4.3946375762422473e-32+0.j,0.+1.0625462575302749e-32j,2.5524330785460105e-33+0.j,0.-6.092266987725564e-34j,-1.4449636284384746e-34+0.j,0.+3.4058288055738575e-35j,7.978297948908461e-36+0.j,0.-1.85759924012359e-36j,-4.299125642001697e-37+0.j,0.+9.890672526903994e-38j,2.2621404902773998e-38+0.j,0.-5.1438840013142956e-39j
0.+0.286030014221445j,-0.33916196350667516+0.j,0.+0.031086371179203286j,-0.2812623119008908+0.j,0.+0.059315701602323516j,-0.23293669621408258+0.j,0.+0.16583002486692472j,-0.11246134815660232+0.j,0.+0.23935316058090958j,0.10065366731779131+0.j,0.+0.1295907262574733j,0.23407688798435725+0.j,0.-0.1466628378044389j,0.04271548191319163+0.j,0.-0.19784595548928532j,-0.23574561147878667+0.j,0.+0.15585281216856464j,0.011957359593242836+0.j,0.+0.13218729171071614j,0.23334678089410327+0.j,0.-0.27725566279802283j,-0.2717184965244636+0.j,0.+0.23467763350704257j,0.1843954114582152+0.j,0.-0.13427735796661555j,-0.09172733926832714+0.j,0.+0.059287768349996425j,0.03649101865881854+0.j,0.-0.021494490720285808j,-0.012165388638694605+0.j,0.+0.006637590074723452j,0.003500880147357679+0.j,0.-0.0017891452352005413j,-0.0008877589179701863+0.j,0.+0.0004284431976317151j,0.00020142655060120476+0.j,0.-0.00009237757812687892j,-0.00004137908622970871+0.j,0.+0.00001812359751047284j,7.769557022804256e-6+0.j,0.-3.2631446714838105e-6j,-1.3437869367682953e-6+0.j,0.+5.430183587945082e-7j,2.15475751369358e-7+0.j,0.-8.401729168980403e-8j,-3.22100427575393e-8+0.j,0.+1.2148252564780244e-8j,4.509903106874289e-9+0.j,0.-1.6487985482243603e-9j,-5.939058285822619e-10+0.j,0.+2.1086649141179746e-10j,7.382726819685811e-11+0.j,0.-2.5498483047386624e-11j,-8.690804253252862e-12+0.j,0.+2.9241852017645777e-12j,9.71610931969101e-13+0.j,0.-3.189029829367785e-13j,-1.0342672699426422e-13+0.j,0.+3.315416565300693e-14j,1.050731795028666e-14+0.j,0.-3.2931085144610524e-15j,-1.0209101908075388e-15+0.j,0.+3.1314005087401966e-16j,9.505110138114359e-17+0.j,0.-2.8558600600251185e-17j,-8.495087535317721e-18+0.j,0.+2.50228217872162e-18j,7.300038060959152e-19+0.j,0.-2.1096679949824414e-19j,-6.04059850036069e-20+0.j,0.+1.7139437554534773e-20j,4.819867357642512e-21+0.j,0.-1.3435819946292518e-21j,-3.7132147513155353e-22+0.j,0.+1.017552241660197e-22j,2.7653232674923485e-23+0.j,0.-7.453793823387566e-24j,-1.993007328417036e-24+0.j,0.+5.286842644130894e-25j,1.3915345319596124e-25+0.j,0.-3.6345794403321967e-26j,-9.421667342367294e-27+0.j,0.+2.424175756463722e-27j,6.191715950914357e-28+0.j,0.-1.570055388266364e-28j,-3.9529475748199384e-29+0.j,0.+9.882642556994497e-30j,2.4536559389274846e-30+0.j,0.-6.0504015323937755e-31j,-1.481920722981035e-31+0.j,0.+3.6055804145713474e-32j,8.715112585399793e-33+0.j,0.-2.092934224233413e-33j,-4.9941216875086166e-34+0.j,0.+1.1841832139550785e-34j,2.7904182889493497e-35+0.j,0.-6.534974263005741e-36j,-1.5211615048462524e-36+0.j,0.+3.5196182552128425e-37j,8.095352037118967e-38+0.j
0.21423603922213347+0.j,0.+0.35515866857774064j,-0.1462973377156685+0.j,0.+0.22970147437797903j,-0.15445511907902643+0.j,0.+0.22136240549202432j,-0.0775226636949377+0.j,0.+0.23935316058090958j,0.06681379972509409+0.j,0.+0.17848292293543142j,0.20959747512327215+0.j,0.-0.023364631658488923j,0.1768342288991765+0.j,0.-0.21895299800116802j,-0.09167904418879125+0.j,0.-0.09433863265987928j,-0.2166611252364149+0.j,0.+0.2182365187262527j,0.11694411687672444+0.j,0.+0.028937919243104484j,0.16128959259937825+0.j,0.-0.24568877988575663j,-0.27482096546646423+0.j,0.+0.25980340892090553j,0.218808687441265+0.j,0.-0.16866744039571835j,-0.12095736555150158+0.j,0.+0.08158686867544962j,0.05216910438076106+0.j,0.-0.03181243377239411j,-0.018586629076718257+0.j,0.+0.010443955300741346j,0.005661693274735485+0.j,0.-0.0029688410910776114j,-0.0015092586006272089+0.j,0.+0.0007452850672082461j,0.00035809957607253756+0.j,0.-0.00016767262188149812j,-0.00007660908106045674+0.j,0.+0.00003419643359318379j,0.000014929167335116389+0.j,0.-6.380763598661778e-6j,-2.672282765119175e-6+0.j,0.+1.0975452686454014e-6j,4.424066082294186e-7+0.j,0.-1.7513923111820563e-7j,-6.813794678928926e-8+0.j,0.+2.606750916362399e-8j,9.812013833203208e-9+0.j,0.-3.6357336708758406e-9j,-1.3268258948182048e-9+0.j,0.+4.771152828952097e-10j,1.6912501613479328e-10+0.j,0.-5.912133867985063e-11j,-2.0389161584673624e-11+0.j,0.+6.93954319468821e-12j,2.331783055044851e-12+0.j,0.-7.737715670051812e-13j,-2.536525662559846e-13+0.j,0.+8.216664103554189e-14j,2.6308942106173087e-14+0.j,0.-8.328732945403418e-15j,-2.6075522741780984e-15+0.j,0.+8.07553960093416e-16j,2.474547656082868e-16+0.j,0.-7.504172899557584e-17j,-2.2526075777134445e-17+0.j,0.+6.6947308722579045e-18j,1.9702947309602154e-18+0.j,0.-5.743306976259964e-19j,-1.6584590105195564e-19+0.j,0.+4.7449919318088805e-20j,1.345326123249851e-20+0.j,0.-3.7805215407861415e-21j,-1.0531156719510048e-21+0.j,0.+2.90848243740264e-22j,7.965010729404099e-23+0.j,0.-2.163202778000666e-23j,-5.8271796902512856e-24+0.j,0.+1.5571388177640914e-24j,4.1281891246119052e-25+0.j,0.-1.0859479530692197e-25j,-2.834834935810544e-26+0.j,0.+7.344571375146698e-27j,1.8887483715288386e-27+0.j,0.-4.821679268447611e-28j,-1.2220396953503274e-28+0.j,0.+3.075246763560164e-29j,7.684681973031133e-30+0.j,0.-1.9070649840101627e-30j,-4.700455794174228e-31+0.j,0.+1.1507724196383224e-31j,2.7986780193206314e-32+0.j,0.-6.761895363831749e-33j,-1.623203526126175e-33+0.j,0.+3.871707888943446e-34j,9.176823937901919e-35+0.j,0.-2.1616067109613872e-35j,-5.060446402828606e-36+0.j,0.+1.1775014081384046e-36j
