0.5197026439648156+0.j,0.5945990921463955+0.j,0.4810370853723063+0.j,0.3177512352694824+0.j,0.1817718249211188+0.j,0.093005981596977+0.j,0.04344147582696026+0.j,0.018785591166862604+0.j,0.007598873040053729+0.j,0.0028979924471691774+0.j,0.0010484954852359998+0.j,0.000361692528547568+0.j,0.00011945882264439306+0.j,0.000037906690510375007+0.j,0.00001159100697383101+0.j,3.4240874911065767e-6+0.j,9.793866441151085e-7+0.j,2.717684466330331e-7+0.j,7.328786919412644e-8+0.j,1.923643591464024e-8+0.j,4.92128965928808e-9+0.j,1.2286794532623906e-9+0.j,2.9970678218013027e-10+0.j,7.149932937223933e-11+0.j,1.6698046379572698e-11+0.j,3.820893864293875e-12+0.j,8.573291998511565e-13+0.j,1.8877090115582199e-13+0.j,4.081552140906671e-14+0.j,8.671528692350519e-15+0.j,1.811358250376647e-15+0.j,3.72214101142047e-16+0.j,7.528130664541903e-17+0.j,1.499337813223401e-17+0.j,2.941909786542942e-18+0.j,5.689376103393398e-19+0.j,1.0848825141459607e-19+0.j,2.0405684278708763e-20+0.j,3.787291036887833e-21+0.j,6.938501588102942e-22+0.j,1.2551771134764497e-22+0.j,2.2427579199151415e-23+0.j,3.95937894498392e-24+0.j,6.908156329828013e-25+0.j,1.191530419406128e-25+0.j,2.0322081691816213e-26+0.j,3.4281403390021875e-27+0.j,5.72109262391182e-28+0.j,9.447734403534333e-29+0.j,1.5441836553536258e-29+0.j,2.4985224991496755e-30+0.j,4.002833189233523e-31+0.j,6.350897970952515e-32+0.j,9.980826735500814e-33+0.j,1.553956838468639e-33+0.j,2.397325046271867e-34+0.j,3.6652383729294134e-35+0.j,5.554361121857313e-36+0.j,8.344290803321255e-37+0.j,1.2428901344023241e-37+0.j,1.835804504144878e-38+0.j,2.689247843572583e-39+0.j,3.907547804123681e-40+0.j,5.632527756472048e-41+0.j,8.055317616188542e-42+0.j,1.1431291677549322e-42+0.j,1.609876845055084e-43+0.j,2.2502178637503544e-44+0.j,3.122046931576597e-45+0.j,4.3001558638912366e-46+0.j,5.880367827647032e-47+0.j,7.984443167318931e-48+0.j,1.0765834549301893e-48+0.j,1.4416358933067688e-49+0.j,1.9173837496891454e-50+0.j,2.5330731183763825e-51+0.j,3.3243768201034092e-52+0.j,4.33445200436944e-53+0.j,5.615083417274643e-54+0.j,7.227897453528018e-55+0.j,9.24562563311679e-56+0.j,1.1753389006017516e-56+0.j,1.4849967380649624e-57+0.j,1.8649009448542304e-58+0.j,2.328013215994531e-59+0.j,2.888985047554692e-60+0.j,3.56422723123892e-61+0.j,4.371948858997654e-62+0.j,5.332158525590927e-63+0.j,6.46662035146716e-64+0.j,7.798757665122825e-65+0.j,9.353497722277677e-66+0.j,1.1157051728406937e-66+0.j,1.3236625688640105e-67+0.j,1.5620059236916203e-68+0.j,1.8335391579253341e-69+0.j,2.141035598977737e-70+0.j,2.487180686876407e-71+0.j,2.874508613599562e-72+0.j,3.305333859880164e-73+0.j
-0.5945990921463955+0.j,-0.16058652617312452+0.j,0.2905288166336466+0.j,0.46963702234744453+0.j,0.42753477337402995+0.j,0.3000447074683095+0.j,0.17811519548042593+0.j,0.09344248299977041+0.j,0.04443969826923911+0.j,0.019480985270411953+0.j,0.007964658368352586+0.j,0.0030636486184445334+0.j,0.0011162651560065867+0.j,0.00038734533348713557+0.j,0.00012857241472728537+0.j,0.000040974230398961084+0.j,0.000012575819953248271+0.j,3.727180486290524e-6+0.j,1.0691661889747052e-6+0.j,2.9744573917435465e-7+0.j,8.039744010049566e-8+0.j,2.1146432966027343e-8+0.j,5.420118733654075e-9+0.j,1.3555398470675207e-9+0.j,3.3116927850488376e-10+0.j,7.911869357824962e-11+0.j,1.8501929998024053e-11+0.j,4.238837760304064e-12+0.j,9.521841073096182e-13+0.j,2.0987709174240862e-13+0.j,4.542351832085498e-14+0.j,9.659360535360745e-15+0.j,2.0194305198025143e-15+0.j,4.153040476935444e-16+0.j,8.405978633590878e-17+0.j,1.675364350338193e-17+0.j,3.2895027303004163e-18+0.j,6.365618407811672e-19+0.j,1.2145599305487769e-19+0.j,2.2857781235616414e-20+0.j,4.244687137463103e-21+0.j,7.780457914880317e-22+0.j,1.4081734423779507e-22+0.j,2.5173012160654878e-23+0.j,4.446027839509988e-24+0.j,7.76052125507706e-25+0.j,1.339088804812814e-25+0.j,2.2847587845767178e-26+0.j,3.855596383894417e-27+0.j,6.436741862264386e-28+0.j,1.0633167873656838e-28+0.j,1.7385049839191217e-29+0.j,2.8138225467617552e-30+0.j,4.509331472317639e-31+0.j,7.15658943011914e-32+0.j,1.1250171029815842e-32+0.j,1.7520592867125478e-33+0.j,2.70364606265441e-34+0.j,4.1346072025003446e-35+0.j,6.267170576862174e-36+0.j,9.417348612424357e-37+0.j,1.4030410911748121e-37+0.j,2.0728090664571096e-38+0.j,3.0370773768128216e-39+0.j,4.413860185277233e-40+0.j,6.363617673452723e-41+0.j,9.102636990016845e-42+0.j,1.2919959310704094e-42+0.j,1.819857409265616e-43+0.j,2.544168267271333e-44+0.j,3.530490405200711e-45+0.j,4.863534868332854e-46+0.j,6.651851264413798e-47+0.j,9.033393484304643e-48+0.j,1.21820503038528e-48+0.j,1.6315217908161009e-49+0.j,2.1702472859432023e-50+0.j,2.8675377466820715e-51+0.j,3.7638414011213235e-52+0.j,4.908099918577497e-53+0.j,6.359047515140185e-54+0.j,8.186590895884822e-55+0.j,1.047324585088567e-55+0.j,1.331559821176451e-56+0.j,1.6825748225954174e-57+0.j,2.11326885062894e-58+0.j,2.638355692812789e-59+0.j,3.27446976094598e-60+0.j,4.040245591493075e-61+0.j,4.956362780931481e-62+0.j,6.045548040794032e-63+0.j,7.332525978338684e-64+0.j,8.843910450551321e-65+0.j,1.0608028946040264e-65+0.j,1.2654673455241652e-66+0.j,1.501477271405021e-67+0.j,1.771998255219339e-68+0.j,2.0802193328259245e-69+0.j,2.4292956049568684e-70+0.j,2.8222831695909355e-71+0.j
0.4810370853723063+0.j,-0.2905288166336466+0.j,-0.3956274756398044+0.j,-0.0241177435386815+0.j,0.31828679868725374+0.j,0.4332524234988963+0.j,0.37559556164195324+0.j,0.2576270407972188+0.j,0.15093277028882793+0.j,0.07851050858221081+0.j,0.03711731271971031+0.j,0.016200254756041366+0.j,0.006601305302961149+0.j,0.002532562349491413+0.j,0.0009208029522106929+0.j,0.00031896146430786406+0.j,0.00010571865055399576+0.j,0.00003364917133741581+0.j,0.000010316574468312591+0.j,3.0547546989249017e-6+0.j,8.755636190190519e-7+0.j,2.434097884681442e-7+0.j,6.5749849226719e-8+0.j,1.7283870527777084e-8+0.j,4.427808251698755e-9+0.j,1.1068523354160155e-9+0.j,2.7029824541224627e-10+0.j,6.455116611339246e-11+0.j,1.5089951393729668e-11+0.j,3.4560162248986355e-12+0.j,7.761023643141193e-13+0.j,1.710180434976266e-13+0.j,3.700370104733684e-14+0.j,7.866980090605223e-15+0.j,1.644337180656341e-15+0.j,3.380934368496296e-16+0.j,6.841844635970078e-17+0.j,1.3633700824349129e-17+0.j,2.6764495255499536e-18+0.j,5.178429514087762e-19+0.j,9.878910759165195e-20+0.j,1.8589190964518262e-20+0.j,3.451530981756838e-21+0.j,6.325779253766841e-22+0.j,1.1447500843508822e-22+0.j,2.0461527221562182e-23+0.j,3.613481517133774e-24+0.j,6.306634373879716e-25+0.j,1.0881064504803777e-25+0.j,1.8563489073648505e-26+0.j,3.132347454982034e-27+0.j,5.228839642276324e-28+0.j,8.637029555393226e-29+0.j,1.4120228327124927e-29+0.j,2.2852197842876915e-30+0.j,3.6619320602142256e-31+0.j,5.811287462391651e-32+0.j,9.134709167646256e-33+0.j,1.42250854407786e-33+0.j,2.194964436278016e-34+0.j,3.356483329623992e-35+0.j,5.0873932233215345e-36+0.j,7.64410969556208e-37+0.j,1.1387909193436162e-37+0.j,1.6823218010471858e-38+0.j,2.4648051024868208e-39+0.j,3.581978722324851e-40+0.j,5.164008193308452e-41+0.j,7.386337693116296e-42+0.j,1.0483416022605816e-42+0.j,1.4765881965192457e-43+0.j,2.064185908724019e-44+0.j,2.8643067260769964e-45+0.j,3.945650103256889e-46+0.j,5.396244638535171e-47+0.j,7.327959941924535e-48+0.j,9.88180042482903e-49+0.j,1.3234043375068363e-49+0.j,1.7603268655229765e-50+0.j,2.325830581820106e-51+0.j,3.052709564300922e-52+0.j,3.980642653613325e-53+0.j,5.157246169019154e-54+0.j,6.639192049399398e-55+0.j,8.49337180565588e-56+0.j,1.0798080098706775e-56+0.j,1.364418474916733e-57+0.j,1.7136242775111207e-58+0.j,2.1393514938281616e-59+0.j,2.655082460882211e-60+0.j,3.275920093412141e-61+0.j,4.018624175362954e-62+0.j,4.901612889080148e-63+0.j,5.9449227823131285e-64+0.j,7.170120569945808e-65+0.j,8.60016066005515e-66+0.j,1.0259183109877771e-66+0.j,1.2172247872576588e-67+0.j,1.4365002692454593e-68+0.j,1.686328383052926e-69+0.j
-0.3177512352694824+0.j,0.46963702234744453+0.j,0.0241177435386815+0.j,-0.37969639041921815+0.j,-0.23809456439941193+0.j,0.12471963074327974+0.j,0.36461009619061485+0.j,0.4035549834057221+0.j,0.321003867832746+0.j,0.20956275303190405+0.j,0.1188219120529648+0.j,0.06037309074604117+0.j,0.028039987260906476+0.j,0.012068817219164958+0.j,0.004862719383832675+0.j,0.0018482865486296397+0.j,0.0006667770135159288+0.j,0.0002294336122805966+0.j,0.00007560863984281264+0.j,0.00002394497761067721+0.j,7.308985185115144e-6+0.j,2.1557381497500538e-6+0.j,6.157254611508867e-7+0.j,1.706361495448045e-7+0.j,4.596135933594551e-8+0.j,1.2050845084296064e-8+0.j,3.0799383111540164e-9+0.j,7.682551697784834e-10+0.j,1.872393338951401e-10+0.j,4.463367827314941e-11+0.j,1.0416224953472603e-11+0.j,2.381853305379204e-12+0.j,5.34099628092148e-13+0.j,1.1753082273802794e-13+0.j,2.5398027019260667e-14+0.j,5.393151553039479e-15+0.j,1.125995904638743e-15+0.j,2.312718839438886e-16+0.j,4.675475594457371e-17+0.j,9.308012483029717e-18+0.j,1.8256395104068904e-18+0.j,3.529288933952609e-19+0.j,6.7274459193453e-20+0.j,1.2649433172140046e-20+0.j,2.3469720264581848e-21+0.j,4.298438463280627e-22+0.j,7.773593825656021e-23+0.j,1.3885984283711384e-23+0.j,2.4507783829204117e-24+0.j,4.274907893001984e-25+0.j,7.371604043129723e-26+0.j,1.2569606031541598e-26+0.j,2.1198872483188934e-27+0.j,3.537021481314667e-28+0.j,5.839754288672429e-29+0.j,9.542835952576954e-30+0.j,1.5437487521057803e-30+0.j,2.472741741043331e-31+0.j,3.922538537156111e-32+0.j,6.16342571758212e-33+0.j,9.594465342019891e-34+0.j,1.4799171550533787e-34+0.j,2.26226625708527e-35+0.j,3.427747777764223e-36+0.j,5.148723418712401e-37+0.j,7.667967997796965e-38+0.j,1.1324351463436678e-38+0.j,1.6586660108240058e-39+0.j,2.4097688714472942e-40+0.j,3.473114433557073e-41+0.j,4.966434333910931e-42+0.j,7.04701434604607e-43+0.j,9.923201337297808e-44+0.j,1.3868657848798196e-44+0.j,1.9239836098645375e-45+0.j,2.649717146478256e-46+0.j,3.6230509383663738e-47+0.j,4.91892737524303e-48+0.j,6.6317853493402e-49+0.j,8.879662079772426e-50+0.j,1.1808889360187624e-50+0.j,1.559940103684444e-51+0.j,2.0470649241521506e-52+0.j,2.668810244343573e-53+0.j,3.457026859944753e-54+0.j,4.4496151678699785e-55+0.j,5.691301003029646e-56+0.j,7.234424122043894e-57+0.j,9.139717124833664e-58+0.j,1.1477047802738534e-58+0.j,1.432609316643196e-59+0.j,1.7776908973521642e-60+0.j,2.1930354711352963e-61+0.j,2.6898330985120947e-62+0.j,3.2803784416202686e-63+0.j,3.978043476841497e-64+0.j,4.797218036830798e-65+0.j,5.753214120859999e-66+0.j,6.862130460279108e-67+0.j,8.140674599894745e-68+0.j
0.1817718249211188+0.j,-0.42753477337402995+0.j,0.31828679868725374+0.j,0.23809456439941193+0.j,-0.24349272330215577+0.j,-0.3375445559009747+0.j,-0.05582803717086886+0.j,0.2514773585807648+0.j,0.3870804144814514+0.j,0.36162395763355787+0.j,0.2633748971742187+0.j,0.1625069991631834+0.j,0.08852878901365997+0.j,0.043645754296442164+0.j,0.01979693678641983+0.j,0.008359290299319005+0.j,0.0033151386255428936+0.j,0.001243346919077098+0.j,0.00044344973599165635+0.j,0.00015108731761783424+0.j,0.00004936144136901774+0.j,0.000015513783789040342+0.j,4.703424023043641e-6+0.j,1.3788441808418396e-6+0.j,3.9167897977633383e-7+0.j,1.0800962780595391e-7+0.j,2.8961846786329364e-8+0.j,7.562428695207121e-9+0.j,1.9255005471976554e-9+0.j,4.786243266930394e-10+0.j,1.1627568746100446e-10+0.j,2.7634987140344548e-11+0.j,6.431363054183052e-12+0.j,1.4668500542568978e-12+0.j,3.281291671092889e-13+0.j,7.204318688088095e-14+0.j,1.5535320796770756e-14+0.j,3.2922821441393203e-15+0.j,6.860814335566429e-16+0.j,1.406669647565444e-16+0.j,2.8390150036750005e-17+0.j,5.643002847732607e-18+0.j,1.1051354948507264e-18+0.j,2.133378681563945e-19+0.j,4.0610821817917376e-20+0.j,7.626088298648602e-21+0.j,1.4132020142784328e-21+0.j,2.5852179656593597e-22+0.j,4.670047560524581e-23+0.j,8.333175232986077e-24+0.j,1.4692384015896947e-24+0.j,2.56028382012077e-25+0.j,4.4107662675950457e-26+0.j,7.514168263304474e-27+0.j,1.2661779513819653e-27+0.j,2.110848383007817e-28+0.j,3.482291032114007e-29+0.j,5.68606881673273e-30+0.j,9.19152845374056e-31+0.j,1.4712212007532022e-31+0.j,2.3321987034058986e-32+0.j,3.662098791563887e-33+0.j,5.697025136418163e-34+0.j,8.782004155399809e-35+0.j,1.34164547732076e-35+0.j,2.031651614553919e-36+0.j,3.0499615774038756e-37+0.j,4.539805428422596e-38+0.j,6.701002640170269e-39+0.j,9.809839856355159e-40+0.j,1.4244971707902554e-40+0.j,2.052083036503948e-41+0.j,2.9330286088125227e-42+0.j,4.159856838691877e-43+0.j,5.85507245849171e-44+0.j,8.179514483429119e-45+0.j,1.1342590097959031e-45+0.j,1.5614680785082923e-46+0.j,2.1342019211710161e-47+0.j,2.896433145614478e-48+0.j,3.9035520248868266e-49+0.j,5.224762743291181e-50+0.j,6.945825429507842e-51+0.j,9.172153348166127e-52+0.j,1.2032263311635175e-52+0.j,1.568156305311017e-53+0.j,2.030644188981986e-54+0.j,2.612861056938274e-55+0.j,3.340961298058105e-56+0.j,4.245540687694478e-57+0.j,5.3620883589650926e-58+0.j,6.731416881487236e-59+0.j,8.400051910471966e-60+0.j,1.0420560304241031e-60+0.j,1.2851793379713354e-61+0.j,1.5759020251914667e-62+0.j,1.9213925160034578e-63+0.j,2.329444249162826e-64+0.j,2.808440403878161e-65+0.j,3.3672974993142585e-66+0.j
-0.093005981596977+0.j,0.3000447074683095+0.j,-0.4332524234988963+0.j,0.12471963074327974+0.j,0.3375445559009747+0.j,-0.07078354371445374+0.j,-0.3411963741154646+0.j,-0.1947283731471087+0.j,0.12004163010030934+0.j,0.33429314468372623+0.j,0.37665422212389144+0.j,0.3074992265565215+0.j,0.20645782345054153+0.j,0.12041645000456404+0.j,0.06290394882098618+0.j,0.03001215783692289+0.j,0.013257318134313953+0.j,0.005476638533289012+0.j,0.002132187932385983+0.j,0.0007871368321189395+0.j,0.00027691819458784163+0.j,0.00009322301724270857+0.j,0.00003013541770229959+0.j,9.3822166501907e-6+0.j,2.8204884640540657e-6+0.j,8.205562557130504e-7+0.j,2.3148113093295396e-7+0.j,6.343183253694511e-8+0.j,1.6910764537882418e-8+0.j,4.392324861830438e-9+0.j,1.1128913706492627e-9+0.j,2.7538431670808637e-10+0.j,6.662090918743802e-11+0.j,1.577193742722613e-11+0.j,3.65718529053372e-12+0.j,8.312863154475305e-13+0.j,1.8536330147371803e-13+0.j,4.0576101408107556e-14+0.j,8.72515278869817e-15+0.j,1.8441470345710304e-15+0.j,3.8334005928551825e-16+0.j,7.840969987359994e-17+0.j,1.5789518715372365e-17+0.j,3.1317362837448053e-18+0.j,6.120833207256982e-19+0.j,1.1793047553716892e-19+0.j,2.2407987395128866e-20+0.j,4.200519200498469e-21+0.j,7.771055682048726e-22+0.j,1.4193183285990178e-22+0.j,2.5600058429196753e-23+0.j,4.561370819347313e-24+0.j,8.030984480437715e-25+0.j,1.3975942098709498e-25+0.j,2.4046219894876187e-26+0.j,4.0914328062169144e-27+0.j,6.8860737856466885e-28+0.j,1.1466632449779564e-28+0.j,1.8895755728999114e-29+0.j,3.0821167137595923e-30+0.j,4.977129676682327e-31+0.j,7.95864369141371e-32+0.j,1.2604084651576658e-32+0.j,1.9773090169948258e-33+0.j,3.073298240748604e-34+0.j,4.7334193940536647e-35+0.j,7.225301519229772e-36+0.j,1.0932407325826062e-36+0.j,1.6399109441335229e-37+0.j,2.4391186418785934e-38+0.j,3.5976196761469076e-39+0.j,5.262919074647495e-40+0.j,7.637035286247817e-41+0.j,1.0994241948092413e-41+0.j,1.5703706185574948e-42+0.j,2.2258082341129545e-43+0.j,3.130925943492106e-44+0.j,4.371259174613638e-45+0.j,6.0581054635401905e-46+0.j,8.33508498204114e-47+0.j,1.1386002130311278e-47+0.j,1.544416186354276e-48+0.j,2.0803284034246845e-49+0.j,2.783013884675804e-50+0.j,3.697899469040292e-51+0.j,4.8807924434386174e-52+0.j,6.399695629940499e-53+0.j,8.336797967639164e-54+0.j,1.0790622435898476e-54+0.j,1.387830239947947e-55+0.j,1.7737945249028115e-56+0.j,2.2531028806228905e-57+0.j,2.8444761724575122e-58+0.j,3.569432453124608e-59+0.j,4.452489363278055e-60+0.j,5.5213337269691846e-61+0.j,6.8069460870197225e-62+0.j,8.343667040514616e-63+0.j,1.0169191709981045e-63+0.j,1.2324478611371412e-64+0.j
0.04344147582696026+0.j,-0.17811519548042593+0.j,0.37559556164195324+0.j,-0.36461009619061485+0.j,-0.05582803717086886+0.j,0.3411963741154646+0.j,0.08858334628421322+0.j,-0.27757996955713116+0.j,-0.2809223141702095+0.j,-0.009122140819020777+0.j,0.2556419601518254+0.j,0.3663646889755915+0.j,0.3384367193657263+0.j,0.2476532589008366+0.j,0.15455782563639564+0.j,0.08544171929139804+0.j,0.04281738587890302+0.j,0.01975734908828416+0.j,0.008489908308285016+0.j,0.003426598314509498+0.j,0.0013077649919551932+0.j,0.00047452365475489085+0.j,0.00016443275825635628+0.j,0.00005461956343076292+0.j,0.00001744703221146687+0.j,5.374030418129597e-6+0.j,1.600003249363671e-6+0.j,4.6141772684746654e-7+0.j,1.2912969567414036e-7+0.j,3.5126472261107135e-8+0.j,9.301724773874107e-9+0.j,2.4010085639634946e-9+0.j,6.04855369959391e-10+0.j,1.4887308363116564e-10+0.j,3.58365131528159e-11+0.j,8.444662271258078e-12+0.j,1.9496473299545356e-12+0.j,4.413561071356228e-13+0.j,9.803891549145847e-14+0.j,2.138349317011543e-14+0.j,4.582515696468543e-15+0.j,9.654518428482162e-16+0.j,2.0007755676485752e-16+0.j,4.0806757874236935e-17+0.j,8.194888477747301e-18+0.j,1.6211759358763837e-18+0.j,3.160683197102042e-19+0.j,6.075369342226347e-20+0.j,1.1517889954373667e-20+0.j,2.1544702483981784e-21+0.j,3.977645676549671e-22+0.j,7.250581765483964e-23+0.j,1.3053198787441281e-23+0.j,2.3216036133645567e-24+0.j,4.0804669201975044e-25+0.j,7.089250910098358e-26+0.j,1.2177897164509666e-26+0.j,2.0688718383503608e-27+0.j,3.4768621233111816e-28+0.j,5.781398398557962e-29+0.j,9.514035762281129e-30+0.j,1.54979484835852e-30+0.j,2.4994745232367803e-31+0.j,3.9918335544461895e-32+0.j,6.314315793548921e-33+0.j,9.894373089990953e-34+0.j,1.5361494842541322e-34+0.j,2.3633840442146563e-35+0.j,3.603799338865997e-36+0.j,5.447281594996998e-37+0.j,8.163137656181984e-38+0.j,1.2129850449319946e-38+0.j,1.7874573836002835e-39+0.j,2.612502935314524e-40+0.j,3.7877016019772083e-41+0.j,5.448134936777334e-42+0.j,7.77546945977595e-43+0.j,1.1011943133580813e-43+0.j,1.5477835526485863e-44+0.j,2.1593064653659143e-45+0.j,2.9903606739823322e-46+0.j,4.1113473214343834e-47+0.j,5.612299511713515e-48+0.j,7.607415083452625e-49+0.j,1.0240362008732348e-49+0.j,1.3690414640683747e-50+0.j,1.8179463312496394e-51+0.j,2.3979917603928132e-52+0.j,3.1423494264650867e-53+0.j,4.091084385819505e-54+0.j,5.2921925505833555e-55+0.j,6.802698688801197e-56+0.j,8.689794758351594e-57+0.j,1.1031991910124203e-57+0.j,1.3920252636890011e-58+0.j,1.7459062536623286e-59+0.j,2.1767394299307988e-60+0.j,2.697951016481741e-61+0.j,3.324554363131846e-62+0.j,4.0731797044968093e-63+0.j
-0.018785591166862604+0.j,0.09344248299977041+0.j,-0.2576270407972188+0.j,0.4035549834057221+0.j,-0.2514773585807648+0.j,-0.1947283731471087+0.j,0.27757996955713116+0.j,0.20861849069277985+0.j,-0.1752649801769477+0.j,-0.31459123525104415+0.j,-0.1214514368300347+0.j,0.16203543994817624+0.j,0.33333227672545024+0.j,0.35411770200289827+0.j,0.2833984675430062+0.j,0.18930154617554815+0.j,0.11066002445309335+0.j,0.0581823179833132+0.j,0.028010913005563496+0.j,0.012505420661648359+0.j,0.005226485640619922+0.j,0.0020599150297408242+0.j,0.0007701341364230206+0.j,0.0002744403047390515+0.j,0.00009359108136658288+0.j,0.0000306478757318032+0.j,9.665194033306327e-6+0.j,2.9428110752016752e-6+0.j,8.669953233987552e-7+0.j,2.476408118301977e-7+0.j,6.869631985052148e-8+0.j,1.853643004652324e-8+0.j,4.872011939529076e-9+0.j,1.2489086807542151e-9+0.j,3.1260335306281713e-10+0.j,7.648111651204748e-11+0.j,1.830759925909428e-11+0.j,4.291514459113895e-12+0.j,9.859332040875326e-13+0.j,2.221628592860949e-13+0.j,4.913468790546729e-14+0.j,1.0672896653965191e-14+0.j,2.278343955870216e-15+0.j,4.782417336926925e-16+0.j,9.876420413898626e-17+0.j,2.007678225061442e-17+0.j,4.019172894604292e-18+0.j,7.927223044733145e-19+0.j,1.541097811021501e-19+0.j,2.954180526773867e-20+0.j,5.586056836243421e-21+0.j,1.0422945859449525e-21+0.j,1.9197289499965887e-22+0.j,3.4913539266151455e-23+0.j,6.271708415709595e-24+0.j,1.1131228141644319e-24+0.j,1.9524815329097367e-25+0.j,3.3855820714422663e-26+0.j,5.8048788502310756e-27+0.j,9.844019238312717e-28+0.j,1.6514781664393356e-28+0.j,2.741521940432689e-29+0.j,4.504251174138976e-30+0.j,7.325802930718505e-31+0.j,1.1797117351550819e-31+0.j,1.8813413076878552e-32+0.j,2.971735720206945e-33+0.j,4.650296231755104e-34+0.j,7.210295341867905e-35+0.j,1.1078960568574021e-35+0.j,1.687281469359094e-36+0.j,2.5473303937020726e-37+0.j,3.8129108574045733e-38+0.j,5.6593158957883326e-39+0.j,8.330429114740501e-40+0.j,1.2162567657138693e-40+0.j,1.7615463957996322e-41+0.j,2.5312120398032426e-42+0.j,3.608956258849189e-43+0.j,5.106281830330382e-44+0.j,7.17047468536188e-45+0.j,9.994462040115464e-46+0.j,1.3828859202229572e-46+0.j,1.899653481270653e-47+0.j,2.591003033545217e-48+0.j,3.50921618551748e-49+0.j,4.720010681921887e-50+0.j,6.305323125278378e-51+0.j,8.366484025575267e-52+0.j,1.1027793265631688e-52+0.j,1.4440490660298225e-53+0.j,1.878709946694507e-54+0.j,2.428610041400034e-55+0.j,3.119687016860777e-56+0.j,3.9824791487169965e-57+0.j,5.052641314445184e-58+0.j,6.371450693711929e-59+0.j,7.986283769217352e-60+0.j,9.951043162697626e-61+0.j,1.2326510019055388e-61+0.j
0.007598873040053729+0.j,-0.04443969826923911+0.j,0.15093277028882793+0.j,-0.321003867832746+0.j,0.3870804144814514+0.j,-0.12004163010030934+0.j,-0.2809223141702095+0.j,0.1752649801769477+0.j,0.2795141213334304+0.j,-0.05864273101764863+0.j,-0.30259593172633165+0.j,-0.20795864353931134+0.j,0.06361736864743309+0.j,0.2816744237367824+0.j,0.3538174771393246+0.j,0.31148583622647846+0.j,0.22295023669587058+0.j,0.13777825809856506+0.j,0.0759429114487315+0.j,0.03810920592434656+0.j,0.017658664538121784+0.j,0.007634627800325806+0.j,0.0031044592111190137+0.j,0.0011948133763035652+0.j,0.0004374864537932515+0.j,0.00015304998954772007+0.j,0.00005134162055400188+0.j,0.000016565712268409802+0.j,5.154791109959334e-6+0.j,1.5505378714508819e-6+0.j,4.5176633779669534e-7+0.j,1.2773075483286648e-7+0.j,3.510210496219816e-8+0.j,9.389912722609753e-9+0.j,2.448241459863018e-9+0.j,6.229197996618993e-10+0.j,1.5483542562221458e-10+0.j,3.763604015511525e-11+0.j,8.954323617446889e-12+0.j,2.087015496252247e-12+0.j,4.768960089305511e-13+0.j,1.0691613634292876e-13+0.j,2.353307597094478e-14+0.j,5.088671799022365e-15+0.j,1.0816256286109812e-15+0.j,2.2611871047590775e-16+0.j,4.6516655468922816e-17+0.j,9.421171290692924e-18+0.j,1.8794269152732254e-18+0.j,3.694524297150319e-19+0.j,7.159492302304368e-20+0.j,1.3682488364113948e-20+0.j,2.579686143939422e-21+0.j,4.799977658906382e-22+0.j,8.8171095909884e-23+0.j,1.599429401138214e-23+0.j,2.8660672129080635e-24+0.j,5.074750905651809e-25+0.j,8.881148228172013e-26+0.j,1.53660852895845e-26+0.j,2.6290925132947783e-27+0.j,4.449397097594104e-28+0.j,7.449874688337933e-29+0.j,1.234369082485674e-29+0.j,2.02432999543053e-30+0.j,3.286594551283803e-31+0.j,5.283533186607509e-32+0.j,8.411975010814443e-33+0.j,1.326616647305239e-33+0.j,2.072729800878302e-34+0.j,3.2089492855690965e-35+0.j,4.923528911675309e-36+0.j,7.4877568785437e-37+0.j,1.1288971912671719e-37+0.j,1.687516698418044e-38+0.j,2.5014643409292528e-39+0.j,3.677499616214202e-40+0.j,5.362665077564244e-41+0.j,7.757722832099635e-42+0.j,1.1134417331359146e-42+0.j,1.5857431386609934e-43+0.j,2.2412029349575052e-44+0.j,3.143850624441229e-45+0.j,4.377467672152283e-46+0.j,6.050773343024642e-47+0.j,8.303686914951048e-48+0.j,1.1314807722350802e-48+0.j,1.5310250532504429e-49+0.j,2.0573962193061468e-50+0.j,2.7459624625883234e-51+0.j,3.640421743281619e-52+0.j,4.794326913003744e-53+0.j,6.272776813283498e-54+0.j,8.154263229955525e-55+0.j,1.0532654892989945e-55+0.j,1.3519289616212316e-56+0.j,1.7245134317925427e-57+0.j,2.186296029791895e-58+0.j,2.754946812430941e-59+0.j,3.4507283273076374e-60+0.j
