1.216155670940932e-11+0.j,8.622319209039345e-11+0.j,4.3225898244544044e-10+0.j,1.769368645944766e-9+0.j,6.272248540352559e-9+0.j,1.9887179085879012e-8+0.j,5.7561550944667925e-8+0.j,1.5424759267327837e-7+0.j,3.8664137708860536e-7+0.j,9.137386636534792e-7+0.j,2.0485988735443718e-6+0.j,4.379207407402068e-6+0.j,8.96271979926326e-6+0.j,0.000017623942647435495+0.j,0.000033394425822101354+0.j,0.00006113125036297765+0.j,0.0001083523201165289+0.j,0.00018631536951355075+0.j,0.00031134891548066087+0.j,0.0005064137447248928+0.j,0.0008028333673404174+0.j,0.001242083219831395+0.j,0.001877475515064504+0.j,0.0027755259462144332+0.j,0.00401674811347958+0.j,0.0056956005294834825+0.j,0.007919317872615383+0.j,0.010805399317020344+0.j,0.014477605321354411+0.j,0.019060428583153717+0.j,0.024672148027645675+0.j,0.03141673456847512+0.j,0.039375037582958246+0.j,0.04859582271978415+0.j,0.059087335770166755+0.j,0.0708101172839205+0.j,0.08367177670863744+0.j,0.09752434825500896+0.j,0.11216469662056314+0.j,0.12733823038005895+0.j,0.14274593255837673+0.j,0.15805445497064546+0.j,0.17290877102015054+0.j,0.18694666578372793+0.j,0.199814183772537+0.j,0.21118106906521622+0.j,0.22075522720615529+0.j,0.22829531262918765+0.j,0.23362069071244354+0.j,0.2366182245168419+0.j,0.2372455727467633+0.j,0.2355309351527513+0.j,0.23156942232926275+0.j,0.2255164389558604+0.j,0.21757863753596215+0.j,0.20800311353393516+0.j,0.19706556826221658+0.j,0.1850581643038255+0.j,0.17227774588466305+0.j,0.15901500330381158+0.j,0.14554503841778066+0.j,0.13211965021788696+0.j,0.11896151822854191+0.j,0.10626032774985318+0.j,0.09417076355935415+0.j,0.08281220359084614+0.j,0.072269874584938+0.j,0.06259718845726749+0.j,0.053818959692705316+0.j,0.04593520733972584+0.j,0.03892526596673759+0.j,0.03275196355037385+0.j,0.027365665961683647+0.j,0.022708033124616563+0.j,0.018715377300330446+0.j,0.015321556352578852+0.j,0.012460372176894302+0.j,0.01006747545568827+0.j,0.00808180199188349+0.j,0.006446583137228897+0.j,0.005109983784813046+0.j,0.004025426861091967+0.j,0.003151664223062845+0.j,0.002452651387181898+0.j,0.0018972785985507292+0.j,0.0014590043027914623+0.j,0.0011154298815404186+0.j,0.000847847172372242+0.j,0.0006407832749168175+0.j,0.00048156076096563547+0.j,0.00035988584471657447+0.j,0.0002674724135067617+0.j,0.00019770607329574303+0.j,0.00014534947382286744+0.j,0.00010628805621736805+0.j,0.00007731390152827769+0.j,0.00005594443614065582+0.j,0.0000402722562432202+0.j,0.00002884216462355416+0.j,0.000020551578381383067+0.j
-8.622319209039345e-11+0.j,-5.991449587225264e-10+0.j,-2.942698384450348e-9+0.j,-1.179580256108159e-8+0.j,-4.093034702484805e-8+0.j,-1.2697125450965343e-7+0.j,-3.593873293601302e-7+0.j,-9.412934096278643e-7+0.j,-2.304937915916539e-6+0.j,-5.3183143211896635e-6+0.j,-0.000011634692486194191+0.j,-0.000024253338323163613+0.j,-0.00004837400943816042+0.j,-0.00009263495425047994+0.j,-0.00017081755939779125+0.j,-0.00030407322540095834+0.j,-0.0005236729467284451+0.j,-0.0008741935160875235+0.j,-0.0014169371695419554+0.j,-0.002233241509195291+0.j,-0.003427189258421697+0.j,-0.005127096068267376+0.j,-0.007485068117318154+0.j,-0.010673910347229691+0.j,-0.014880757975255716+0.j,-0.020297015799412062+0.j,-0.027104523597982415+0.j,-0.03545830377012397+0.j,-0.04546675039573317+0.j,-0.05717062950033996+0.j,-0.07052270821975097+0.j,-0.08537014213228827+0.j,-0.10144185952500338+0.j,-0.11834304236531894+0.j,-0.13555839873282424+0.j,-0.15246526766472426+0.j,-0.1683567476538005+0.j,-0.18247407827978637+0.j,-0.1940465358294627+0.j,-0.2023362413321384+0.j,-0.2066846290243088+0.j,-0.20655696890247244+0.j,-0.20158132930708625+0.j,-0.19157871445200744+0.j,-0.1765817855475152+0.j,-0.15684050305985903+0.j,-0.13281411368683096+0.j,-0.10515003509467637+0.j,-0.07465124920359595+0.j,-0.04223469797011961+0.j,-0.008883805019325043+0.j,0.024401425684179835+0.j,0.05665326986456607+0.j,0.08698091887500452+0.j,0.11460823625252026+0.j,0.1389026841842863+0.j,0.15939427106346818+0.j,0.175784189425013+0.j,0.18794357425123467+0.j,0.19590345542400586+0.j,0.19983746389040152+0.j,0.2000391578963652+0.j,0.19689596175234977+0.j,0.19086166998335655+0.j,0.18242929194485966+0.j,0.17210573154334438+0.j,0.16038945229443016+0.j,0.14775190730891494+0.j,0.1346231503157581+0.j,0.12138171429508932+0.j,0.10834856767597649+0.j,0.09578474531814782+0.j,0.08389210621820685+0.j,0.07281658943686428+0.j,0.06265331684425096+0.j,0.05345291559899064+0.j,0.04522849300269986+0.j,0.037962779544573194+0.j,0.03161505150118634+0.j,0.026127542919052723+0.j,0.021431150719962676+0.j,0.01745032069739509+0.j,0.014107073016874357+0.j,0.011324181983423878+0.j,0.009027566237231098+0.j,0.00714797320732709+0.j,0.005622057331569163+0.j,0.004392957369667093+0.j,0.003410476345544461+0.j,0.0026309604244285456+0.j,0.0020169623038288668+0.j,0.00153676211577761+0.j,0.0011638057007827196+0.j,0.0008761073857737338+0.j,0.0006556527348834248+0.j,0.0004878265352908641+0.j,0.00036088270997528373+0.j,0.00026546593369918274+0.j,0.0001941893737438042+0.j,0.00014126901761690334+0.j
4.3225898244544044e-10+0.j,2.942698384450348e-9+0.j,1.4153356989625894e-8+0.j,5.5531329688735895e-8+0.j,1.885125463249291e-7+0.j,5.718229122287243e-7+0.j,1.581780218724974e-6+0.j,4.046593222787404e-6+0.j,9.672658283355169e-6+0.j,0.00002177256241006226+0.j,0.0000464355859571717+0.j,0.00009430243469109488+0.j,0.00018310301617908037+0.j,0.0003410727820488531+0.j,0.0006112631967213129+0.j,0.0010565939361958316+0.j,0.0017652578712245772+0.j,0.0028558004893454356+0.j,0.00448088899683639+0.j,0.006828518957431231+0.j,0.010119249261054+0.j,0.014598085488837058+0.j,0.02051991283826808+0.j,0.028127949995573845+0.j,0.03762554730375948+0.j,0.049142723019381294+0.j,0.06269999923852902+0.j,0.07817319479687218+0.j,0.09526365997111133+0.j,0.11347880533058351+0.j,0.13212753290734897+0.j,0.1503342442466443+0.j,0.1670734981038878+0.j,0.18122525088811758+0.j,0.19164816652564307+0.j,0.19726603425155884+0.j,0.19716021982097381+0.j,0.19065961589698344+0.j,0.17741899957133708+0.j,0.15747718631883503+0.j,0.1312878902269791+0.j,0.09971861817193851+0.j,0.06401597404146815+0.j,0.025739073021314975+0.j,-0.013334028635943657+0.j,-0.051319274289942346+0.j,-0.08634940343176034+0.j,-0.11669620160673602+0.j,-0.14088200085489094+0.j,-0.15777145554655883+0.j,-0.1666366961551025+0.j,-0.16719162345460428+0.j,-0.15959403046252796+0.j,-0.14441710480939218+0.j,-0.12259437865071558+0.j,-0.09534412992285651+0.j,-0.06408045574183698+0.j,-0.030318686356578528+0.j,0.004417476035526074+0.j,0.03868061498393282+0.j,0.07117094165288396+0.j,0.10079084828150202+0.j,0.12668092472770737+0.j,0.14823732752781107+0.j,0.1651118062907597+0.j,0.1771967916436506+0.j,0.18459868453138942+0.j,0.18760285336169805+0.j,0.18663387388716493+0.j,0.18221429354297236+0.j,0.1749247394744159+0.j,0.16536759537637488+0.j,0.15413582097907788+0.j,0.14178784423884822+0.j,0.1288288708082446+0.j,0.11569846319955379+0.j,0.10276386265889911+0.j,0.09031826565172163+0.j,0.07858311827592575+0.j,0.06771344198467498+0.j,0.05780523387094366+0.j,0.04890407350151555+0.j,0.04101419521569949+0.j,0.0341074312538354+0.j,0.02813158149345545+0.j,0.023017908031301635+0.j,0.01868757914258978+0.j,0.015056992472260734+0.j,0.012041989755021179+0.j,0.0095610352718361+0.j,0.00753746958611727+0.j,0.0059009718163633386+0.j,0.004588371223252035+0.j,0.00354394571404453+0.j,0.0027193342625292283+0.j,0.0020731750580864346+0.j,0.0015705637683172539+0.j,0.0011824084228056995+0.j,0.0008847403861760482+0.j,0.0006580255207215491+0.j
-1.769368645944766e-9+0.j,-1.179580256108159e-8+0.j,-5.5531329688735895e-8+0.j,-2.131534142034349e-7+0.j,-7.075176374606994e-7+0.j,-2.0972779823750422e-6+0.j,-5.666032057941277e-6+0.j,-0.00001414773848926409+0.j,-0.000032985099171166244+0.j,-0.00007236824286757082+0.j,-0.00015032402268087432+0.j,-0.0002970914226552156+0.j,-0.0005608919576642532+0.j,-0.0010149562257171238+0.j,-0.00176528639924427+0.j,-0.0029581371174413253+0.j,-0.004785642930200327+0.j,-0.007487513404831264+0.j,-0.011346399537138036+0.j,-0.016674566616452748+0.j,-0.023790031998555478+0.j,-0.03298142606302917+0.j,-0.04446249702671105+0.j,-0.05831926399856405+0.j,-0.07445505309717847+0.j,-0.09254064454663548+0.j,-0.11197807589359149+0.j,-0.13188687460898454+0.j,-0.15112033519855406+0.j,-0.1683168136108772+0.j,-0.18198704211717437+0.j,-0.19063359460280846+0.j,-0.19289350550406884+0.j,-0.18769045192970282+0.j,-0.17437964390518074+0.j,-0.15286729675633454+0.j,-0.12368768688696744+0.j,-0.08802437167343742+0.j,-0.04766785688920704+0.j,-0.0049091424133391875+0.j,0.037623763598272214+0.j,0.07717214545114506+0.j,0.11107588039455106+0.j,0.1370026427237661+0.j,0.15315341546724404+0.j,0.15842306520845545+0.j,0.15249961297954717+0.j,0.13589257416020128+0.j,0.10988845014805015+0.j,0.07643914902673762+0.j,0.03799585668913495+0.j,-0.002694084847327253+0.j,-0.042806900677458334+0.j,-0.0796578625830983+0.j,-0.11089347711076189+0.j,-0.13464499048454068+0.j,-0.1496327548248791+0.j,-0.15521654484054254+0.j,-0.15139239833813484+0.j,-0.13874139350759898+0.j,-0.11833953266124944+0.j,-0.09164031679573233+0.j,-0.06034259389273131+0.j,-0.026255938823560327+0.j,0.008825602918570007+0.j,0.04323279456265987+0.j,0.07550756758448061+0.j,0.10446330661611884+0.j,0.12921852249031074+0.j,0.1492056030975339+0.j,0.16415802761832976+0.j,0.1740805336473566+0.j,0.17920724828970142+0.j,0.17995279828964936+0.j,0.17686100259253051+0.j,0.17055504419935222+0.j,0.16169213996554221+0.j,0.15092478982392202+0.j,0.1388697840901033+0.j,0.12608534818135095+0.j,0.11305615211110971+0.j,0.10018542785772115+0.j,0.08779312171909849+0.j,0.07611884666266855+0.j,0.0653283671976527+0.j,0.05552241706372045+0.j,0.04674678758344636+0.j,0.03900280337635862+0.j,0.03225749780278362+0.j,0.026452993639811986+0.j,0.0215147711636394+0.j,0.017358657243466587+0.j,0.013896490927899328+0.j,0.011040512577480972+0.j,0.008706586723394895+0.j,0.006816407058526204+0.j,0.005298849734669305+0.j,0.004090643151152215+0.j,0.0031365131742755533+0.j,0.0023889462148516255+0.j
6.272248540352559e-9+0.j,4.093034702484805e-8+0.j,1.885125463249291e-7+0.j,7.075176374606994e-7+0.j,2.2949313079981428e-6+0.j,6.643628106238899e-6+0.j,0.000017516930228107904+0.j,0.00004265697126088459+0.j,0.00009692120844844275+0.j,0.00020706109275103377+0.j,0.00041846054690576845+0.j,0.0008038774822078027+0.j,0.0014737327820761267+0.j,0.002586763784868765+0.j,0.00435896812297994+0.j,0.007067860637851087+0.j,0.011048388246502006+0.j,0.016676688292346524+0.j,0.024338524598681553+0.j,0.034380895145313874+0.j,0.04704800320827342+0.j,0.062406300058142516+0.j,0.0802671478579959+0.j,0.10011908568951129+0.j,0.12108385219179034+0.j,0.1419104108409786+0.j,0.1610186674972993+0.j,0.17659922239692039+0.j,0.18676776873668696+0.j,0.18976361353667687+0.j,0.18417268912063103+0.j,0.16914801393299342+0.j,0.1445964434282526+0.j,0.1113009153627695+0.j,0.07095274455660217+0.j,0.026078514680791347+0.j,-0.02014045640420185+0.j,-0.06414314053540653+0.j,-0.10233118165776625+0.j,-0.13144037868018638+0.j,-0.14889684073492052+0.j,-0.15311331647527487+0.j,-0.14368741199174137+0.j,-0.12147509474994696+0.j,-0.08852836084665487+0.j,-0.04790297204542655+0.j,-0.003358299983442428+0.j,0.041015703881880416+0.j,0.08120127236368543+0.j,0.11363984741340874+0.j,0.1355613981104567+0.j,0.1452226276879372+0.j,0.14203285084469333+0.j,0.12656030010492214+0.j,0.100425465096552+0.j,0.06610004519011921+0.j,0.026638881783323607+0.j,-0.01462293725691826+0.j,-0.05437491502635901+0.j,-0.08960810397222169+0.j,-0.11784038572495469+0.j,-0.13727418350164264+0.j,-0.14687936217566996+0.j,-0.1464023656031795+0.j,-0.13630970305340576+0.j,-0.1176791236591627+0.j,-0.09205491619185181+0.j,-0.061284741367647125+0.j,-0.02735448841300396+0.j,0.007764739650706516+0.j,0.04224676281476101+0.j,0.07451063912874774+0.j,0.10328800020518834+0.j,0.12765763966819502+0.j,0.14705032156076578+0.j,0.16122871615457854+0.j,0.17024848968992695+0.j,0.17440693511839428+0.j,0.174185259093005+0.j,0.17018989798813883+0.j,0.16309719464465333+0.j,0.1536045896779417+0.j,0.1423903038922894+0.j,0.1300824162763455+0.j,0.11723734461871055+0.j,0.10432704897821134+0.j,0.0917338095588897+0.j,0.07975116557143565+0.j,0.06858951123152952+0.j,0.058384891929680695+0.j,0.04920968824694426+0.j,0.04108408035708707+0.j,0.03398741789213986+0.j,0.02786885458813164+0.j,0.022656824105158537+0.j,0.018267121238637957+0.j,0.014609505109820925+0.j,0.011592856363041394+0.j,0.00912900087283691+0.j,0.007135362187378367+0.j
-1.9887179085879012e-8+0.j,-1.2697125450965343e-7+0.j,-5.718229122287243e-7+0.j,-2.0972779823750422e-6+0.j,-6.643628106238899e-6+0.j,-0.00001876976679488117+0.j,-0.00004826253223973121+0.j,-0.00011452451954827195+0.j,-0.00025334710202104446+0.j,-0.0005264872586065548+0.j,-0.0010339682812099123+0.j,-0.0019281463603576237+0.j,-0.003427346651270543+0.j,-0.005825430508580243+0.j,-0.009492330167189287+0.j,-0.014859841743761792+0.j,-0.022387329512144616+0.j,-0.03250391783016737+0.j,-0.045527439840840574+0.j,-0.061565673412557094+0.j,-0.08041151803993647+0.j,-0.101449559548045+0.j,-0.12359542320017577+0.j,-0.14528991122064705+0.j,-0.16456602267705775+0.j,-0.1791981996020486+0.j,-0.1869302182397401+0.j,-0.18576284450203867+0.j,-0.17426740118424836+0.j,-0.15187989739524654+0.j,-0.11912529210068207+0.j,-0.07772485511649034+0.j,-0.030552036523027237+0.j,0.018577424292101005+0.j,0.06527011858069254+0.j,0.10503716564193973+0.j,0.13383457441658375+0.j,0.14858824310767885+0.j,0.14762713727795992+0.j,0.13095755573836818+0.j,0.10033199838365599+0.j,0.059094884944805054+0.j,0.01181964303503409+0.j,-0.036217759814184805+0.j,-0.07965987023705166+0.j,-0.11370095714468686+0.j,-0.134648874569798+0.j,-0.1403432798380561+0.j,-0.13037926503346747+0.j,-0.10611333666893147+0.j,-0.07045860092587726+0.j,-0.02750345744235513+0.j,0.01799076219447178+0.j,0.06114554577143691+0.j,0.09750439775897501+0.j,0.12349269634220023+0.j,0.13675017637103892+0.j,0.13630760597714006+0.j,0.12260053835262827+0.j,0.09733302863606924+0.j,0.06322043630370483+0.j,0.023651242638728972+0.j,-0.01768749329680685+0.j,-0.057177621449885696+0.j,-0.0915930528566689+0.j,-0.11835091717696523+0.j,-0.13567447872225016+0.j,-0.14266313156400134+0.j,-0.13927512652564128+0.j,-0.12623677805434397+0.j,-0.10489720316893954+0.j,-0.07705003955752966+0.j,-0.04474332510863812+0.j,-0.010096311801473032+0.j,0.02486190263402235+0.j,0.058321708944560555+0.j,0.08878486628307117+0.j,0.11511790407343193+0.j,0.13656964567544436+0.j,0.15275809617105574+0.j,0.16363354099404395+0.j,0.1694253348504226+0.j,0.17057967490048104+0.j,0.16769485142746288+0.j,0.16145927145935587+0.j,0.15259616225466352+0.j,0.14181745730997516+0.j,0.12978808092360702+0.j,0.1171007666581218+0.j,0.10426071614068005+0.j,0.09167883742529016+0.j,0.0796719791687765+0.j,0.06846846249987958+0.j,0.05821726136655407+0.j,0.04899934645855587+0.j,0.04083994245294302+0.j,0.03372071457965509+0.j,0.027591167794260796+0.j,0.022378788284793758+0.j,0.017997668888663592+0.j
5.7561550944667925e-8+0.j,3.593873293601302e-7+0.j,1.581780218724974e-6+0.j,5.666032057941277e-6+0.j,0.000017516930228107904+0.j,0.00004826253223973121+0.j,0.00012092154871243227+0.j,0.00027935085127554196+0.j,0.0006010475990645022+0.j,0.0012135817994643901+0.j,0.0023130308536366004+0.j,0.00418083683035281+0.j,0.007193318613603707+0.j,0.011816237625730856+0.j,0.018576155983546477+0.j,0.028001708697970855+0.j,0.04053197893097147+0.j,0.056396012052431305+0.j,0.07547641321573903+0.j,0.09717932111031986+0.j,0.12034047435168634+0.j,0.14319993902547945+0.j,0.16347409637874957+0.j,0.17854160244228487+0.j,0.1857408994258383+0.j,0.18275318105476993+0.j,0.16802096245537715+0.j,0.14113403454994725+0.j,0.1031068316299996+0.j,0.0564777870871849+0.j,0.005183068263227833+0.j,-0.045808185705325785+0.j,-0.09106789626743116+0.j,-0.12542146689805722+0.j,-0.1446950434377193+0.j,-0.1463777862314659+0.j,-0.130084003953499+0.j,-0.0977261819395784+0.j,-0.05335384880112759+0.j,-0.0026673796465943806+0.j,0.04772951534548111+0.j,0.09122978601641406+0.j,0.12213953520560303+0.j,0.13647079559390274+0.j,0.13248977094581138+0.j,0.1109390816536489+0.j,0.0749046836360334+0.j,0.029353775013459982+0.j,-0.0195803404833997+0.j,-0.06545481027692225+0.j,-0.10238708935454768+0.j,-0.125814211048534+0.j,-0.13304053875355099+0.j,-0.12350976663482277+0.j,-0.09878058085906198+0.j,-0.062228655606975596+0.j,-0.01853397755770408+0.j,0.02696293230148913+0.j,0.06894195614335966+0.j,0.10273135410748532+0.j,0.12480851396004056+0.j,0.13312341835174257+0.j,0.12722287738204444+0.j,0.10818116562446398+0.j,0.07836606214598453+0.j,0.041085844856685504+0.j,0.00017130618941972565+0.j,-0.0404525893941856+0.j,-0.0771570421200801+0.j,-0.10692456938314186+0.j,-0.12756569194129092+0.j,-0.1378282919448089+0.j,-0.13740386175079014+0.j,-0.12684525472773434+0.j,-0.10741749752045694+0.j,-0.08090654731248055+0.j,-0.049410879115118586+0.j,-0.01513811187347675+0.j,0.01977563807939269+0.j,0.0534114745290015+0.j,0.08417195855844908+0.j,0.11084248095344042+0.j,0.13261262004920715+0.j,0.14906339512144254+0.j,0.16012815401529745+0.j,0.1660355226116717+0.j,0.16724258613235607+0.j,0.1643655159295169+0.j,0.15811346110553776+0.j,0.14922993370034884+0.j,0.13844433016698188+0.j,0.12643479947925346+0.j,0.11380248444476555+0.j,0.10105627297563245+0.j,0.08860660466587077+0.j,0.07676655941494666+0.j,0.0657583643140127+0.j,0.055723538684107676+0.j,0.04673509995942457+0.j,0.03881052458959753+0.j
-1.5424759267327837e-7+0.j,-9.412934096278643e-7+0.j,-4.046593222787404e-6+0.j,-0.00001414773848926409+0.j,-0.00004265697126088459+0.j,-0.00011452451954827195+0.j,-0.00027935085127554196+0.j,-0.0006276544644999906+0.j,-0.0013119876333698769+0.j,-0.0025705092197300904+0.j,-0.00474771725876167+0.j,-0.008303843901714833+0.j,-0.013801923612594885+0.j,-0.021861111506505996+0.j,-0.03306781089747941+0.j,-0.04784342442330733+0.j,-0.0662788724846718+0.j,-0.08795977295040525+0.j,-0.11181921009164451+0.j,-0.13606320003988026+0.j,-0.15821313627146247+0.j,-0.17529682350624007+0.j,-0.18419490666048208+0.j,-0.1821156722135512+0.j,-0.16713477200134005+0.j,-0.13870609056834668+0.j,-0.09803475114739497+0.j,-0.048210019009011285+0.j,0.005972863253470494+0.j,0.05852031351862432+0.j,0.10303106777481177+0.j,0.13365945692356881+0.j,0.14609246989583974+0.j,0.13836138386518823+0.j,0.11132361779326999+0.j,0.06870035804771066+0.j,0.016632272814729676+0.j,-0.037195300471197776+0.j,-0.08472289303792471+0.j,-0.1187879784278357+0.j,-0.13427696010328466+0.j,-0.12895555383149646+0.j,-0.10383068499275147+0.j,-0.06298031661244712+0.j,-0.012882227849199913+0.j,0.03863960761367698+0.j,0.0836681357873587+0.j,0.11543329542684025+0.j,0.12933563219088806+0.j,0.12359443511987173+0.j,0.09943117482615448+0.j,0.060780263126629305+0.j,0.013596774033749186+0.j,-0.03510847579708271+0.j,-0.07834131458103798+0.j,-0.11013382551632481+0.j,-0.12634374850907967+0.j,-0.12514051239849355+0.j,-0.10713106963559262+0.j,-0.07513673816376056+0.j,-0.033682560118611336+0.j,0.011703743116103971+0.j,0.05526903755055395+0.j,0.09177574190411808+0.j,0.11711169117675958+0.j,0.12870307748892487+0.j,0.12569905979119556+0.j,0.10893071914598648+0.j,0.0806759830465847+0.j,0.044282669834256695+0.j,0.0037123962050185405+0.j,-0.036931089676624604+0.j,-0.07383302508726437+0.j,-0.10381537653448428+0.j,-0.12457478895745891+0.j,-0.1348011544982536+0.j,-0.13418226946358877+0.j,-0.12331177328654412+0.j,-0.10352515233027931+0.j,-0.07669193170998523+0.j,-0.0449917180581347+0.j,-0.010698322890344334+0.j,0.024009194702019947+0.j,0.05719604530993272+0.j,0.08727559885364983+0.j,0.11306710037204566+0.j,0.13381115171995278+0.j,0.14915000754743796+0.j,0.15908145211851069+0.j,0.1638954970371285+0.j,0.16410261626984182+0.j,0.16036100858221147+0.j,0.15340874446070465+0.j,0.1440048780662196+0.j,0.132881894774487+0.j,0.12071036930464722+0.j,0.10807551491191683+0.j,0.09546444348122143+0.j,0.0832624202244523+0.j,0.07175614634057574+0.j
3.8664137708860536e-7+0.j,2.304937915916539e-6+0.j,9.672658283355169e-6+0.j,0.000032985099171166244+0.j,0.00009692120844844275+0.j,0.00025334710202104446+0.j,0.0006010475990645022+0.j,0.0013119876333698769+0.j,0.0026610108332711514+0.j,0.005051738061792018+0.j,0.00902684564471237+0.j,0.015247457948740245+0.j,0.024426201740166017+0.j,0.03720361076063437+0.j,0.053969177560939205+0.j,0.07464571552497198+0.j,0.09847567609092746+0.j,0.1238652246319321+0.j,0.14834953423701147+0.j,0.16873488823427218+0.j,0.1814467118675284+0.j,0.1830693964394384+0.j,0.17101126582250567+0.j,0.14417863367833256+0.j,0.10351114804413371+0.j,0.05222928184660854+0.j,-0.004319281759189014+0.j,-0.05925674126039758+0.j,-0.10516443478244321+0.j,-0.1353166796733584+0.j,-0.14493648781353138+0.j,-0.13221771416476336+0.j,-0.09888060190445318+0.j,-0.05010534789807204+0.j,0.006192372096577116+0.j,0.06064379258229987+0.j,0.1040445418276618+0.j,0.12900384701512335+0.j,0.1313035212331083+0.j,0.11069422260986453+0.j,0.07096443015197358+0.j,0.019261240176339442+0.j,-0.035209362581757664+0.j,-0.08285329782122015+0.j,-0.11541097823180078+0.j,-0.1274080189706323+0.j,-0.11707039072920608+0.j,-0.08655019386877444+0.j,-0.041443679443246756+0.j,0.01028405334077126+0.j,0.05974909360066571+0.j,0.09869788420325178+0.j,0.12087781562522754+0.j,0.12300073725268072+0.j,0.10515805841531878+0.j,0.07065190125781368+0.j,0.025310099083350232+0.j,-0.02356477569173045+0.j,-0.06841337341753162+0.j,-0.10259545096490685+0.j,-0.12134077439298352+0.j,-0.12234594253713904+0.j,-0.1059570903190807+0.j,-0.07494931762391244+0.j,-0.03397447859820778+0.j,0.011208907613096165+0.j,0.05459062835153606+0.j,0.09071913315701305+0.j,0.11536019141735429+0.j,0.12593186089836883+0.j,0.1216843065799306+0.j,0.10363209019537424+0.j,0.07427867925540335+0.j,0.03719459903806047+0.j,-0.003479452919428825+0.j,-0.04353444938261852+0.j,-0.07913999161111948+0.j,-0.10719276576544573+0.j,-0.12554181471015677+0.j,-0.13308458221511485+0.j,-0.12974366975289234+0.j,-0.11634605156456733+0.j,-0.09443347159072633+0.j,-0.06603501564845095+0.j,-0.03343111445788475+0.j,0.0010664562579976904+0.j,0.03530046354321563+0.j,0.06740895354667785+0.j,0.09591654666391865+0.j,0.11977773629167257+0.j,0.13837795098879935+0.j,0.15150089412352044+0.j,0.15927194187482424+0.j,0.16208738366982617+0.j,0.16053833776917045+0.j,0.15533660422022902+0.j,0.14724784379858719+0.j,0.13703556048550125+0.j,0.12541761543545185+0.j,0.11303554072051818+0.j
-9.137386636534792e-7+0.j,-5.3183143211896635e-6+0.j,-0.00002177256241006226+0.j,-0.00007236824286757082+0.j,-0.00020706109275103377+0.j,-0.0005264872586065548+0.j,-0.0012135817994643901+0.j,-0.0025705092197300904+0.j,-0.005051738061792018+0.j,-0.009277619275247841+0.j,-0.01600789029339112+0.j,-0.026054334062364543+0.j,-0.04011950588081108+0.j,-0.058565603267369634+0.j,-0.08114278045839038+0.j,-0.1067342059471028+0.j,-0.13319716771055587+0.j,-0.15738532116385825+0.j,-0.17541839040370522+0.j,-0.18321952722377688+0.j,-0.17727277739988587+0.j,-0.1554783116914454+0.j,-0.11792224147346612+0.j,-0.06735289281754867+0.j,-0.009182254400920988+0.j,0.049086591088154996+0.j,0.0989803458885588+0.j,0.13255857019301734+0.j,0.1440130759585165+0.j,0.13101415558752047+0.j,0.09547098840308972+0.j,0.04347565826503749+0.j,-0.0156303745764979+0.j,-0.07092938161197627+0.j,-0.11202154944780701+0.j,-0.1311062424713544+0.j,-0.12459794660625294+0.j,-0.09391174039432676+0.j,-0.04522820213713774+0.j,0.011729540910677832+0.j,0.06565567484567793+0.j,0.1059451418022134+0.j,0.1248183280988245+0.j,0.11884378550801294+0.j,0.08955197606060042+0.j,0.04303298580493214+0.j,-0.011371922551709993+0.j,-0.06298975503203852+0.j,-0.10193643194770652+0.j,-0.12100593196326495+0.j,-0.11696360186967315+0.j,-0.09101863470321972+0.j,-0.04842694487555704+0.j,0.002650419765642846+0.j,0.0527719701325679+0.j,0.09298803196425551+0.j,0.11642216203783633+0.j,0.11938565576724097+0.j,0.10185806790352281+0.j,0.06729657208970741+0.j,0.021860915137121278+0.j,-0.02676386530219959+0.j,-0.07071223460788024+0.j,-0.10321050176797045+0.j,-0.11957391976523128+0.j,-0.11779336305863848+0.j,-0.09865862728577283+0.j,-0.06544611885477916+0.j,-0.023264441844624756+0.j,0.021806690551380948+0.j,0.06363408987923368+0.j,0.09686593430363098+0.j,0.11757510678751917+0.j,0.12364482418793674+0.j,0.11487623933565824+0.j,0.09283942120870661+0.j,0.060521133574665424+0.j,0.021842104624875232+0.j,-0.018877527369997208+0.j,-0.05743164522437758+0.j,-0.0901620073413609+0.j,-0.11427366641433066+0.j,-0.12801414157242372+0.j,-0.1307179331508532+0.j,-0.12273349506982101+0.j,-0.10526020800218569+0.j,-0.08012795390162832+0.j,-0.04955207765999069+0.j,-0.015892857954329806+0.j,0.018557617235916916+0.j,0.0517457501800152+0.j,0.08197604926006491+0.j,0.10797895360878264+0.j,0.12893111799695803+0.j,0.14443610330910872+0.j,0.15447543778221237+0.j,0.1593405479171735+0.j,0.15955541587309083+0.j,0.15579836512071063+0.j,0.14882946658146096+0.j
