0.22800298845250078+0.j,0.3920586194927384+0.j,0.4767014528210515+0.j,0.473256203147206+0.j,0.40688978449710655+0.j,0.3128976138752844+0.j,0.2196529766704934+0.j,0.14275737053877763+0.j,0.08678886594152407+0.j,0.04974543418534014+0.j,0.027049777229314963+0.j,0.014024190976511109+0.j,0.006961417187296069+0.j,0.0033199875262539522+0.j,0.0015257483224926573+0.j,0.0006774039716360302+0.j,0.0002912045887655637+0.j,0.0001214462811197364+0.j,0.00004922190693864236+0.j,0.000019417445796129247+0.j,7.465992866680948e-6+0.j,2.8014855728247216e-6+0.j,1.0270403748308101e-6+0.j,3.6824263184592824e-7+0.j,1.2925248809052047e-7+0.j,4.4450778817162735e-8+0.j,1.4990052973159654e-8+0.j,4.9605719422298894e-9+0.j,1.6119931939358615e-9+0.j,5.147243002287238e-10+0.j,1.61593732151271e-10+0.j,4.990615734917198e-11+0.j,1.517014072018561e-11+0.j,4.540912217415709e-12+0.j,1.3391034066813672e-12+0.j,3.8921588764978914e-13+0.j,1.1154491485127107e-13+0.j,3.153257092555912e-14+0.j,8.79585476799611e-15+0.j,2.421900034582429e-15+0.j,6.5847104844881245e-16+0.j,1.768297053846814e-16+0.j,4.6918167906495375e-17+0.j,1.230317734826591e-17+0.j,3.1893443573903914e-18+0.j,8.175336231714062e-19+0.j,2.0727034692682653e-19+0.j,5.198747354105357e-20+0.j,1.2902936520150985e-20+0.j,3.1695746708203806e-21+0.j,7.707729279666468e-22+0.j,1.855888289295022e-22+0.j,4.4254824878362265e-23+0.j,1.045281246439745e-23+0.j,2.445945330110926e-24+0.j,5.671211813798974e-25+0.j,1.3031437381886283e-25+0.j,2.96801000548649e-26+0.j,6.701342745927972e-27+0.j,1.5001900892131435e-27+0.j,3.3302829492276097e-28+0.j,7.332071363195044e-29+0.j,1.6011842353063904e-29+0.j,3.468817869673619e-30+0.j,7.45593267486544e-31+0.j,1.590214709843189e-31+0.j,3.365846187349455e-32+0.j,7.070780105521457e-33+0.j,1.4744272266985377e-33+0.j,3.052173824843706e-34+0.j,6.272933889681319e-35+0.j,1.2801238917623203e-35+0.j,2.5941567946462813e-36+0.j,5.22089860497397e-37+0.j,1.0436139266841914e-37+0.j,2.0721428960255744e-38+0.j,4.0871763070421625e-39+0.j,8.009187788359913e-40+0.j,1.5593788593761111e-40+0.j,3.0168141992672093e-41+0.j,5.799813613055164e-42+0.j,1.1081077557032806e-42+0.j,2.1041928247375254e-43+0.j,3.9715218490122304e-44+0.j,7.45122675633626e-45+0.j,1.3897247248959961e-45+0.j,2.576855261964878e-46+0.j,4.750516887056675e-47+0.j,8.707831108698845e-48+0.j,1.5871773632410144e-48+0.j,2.876833140714213e-49+0.j,5.185664838908432e-50+0.j,9.296532614236828e-51+0.j,1.6576391294627095e-51+0.j,2.9399268872960683e-52+0.j,5.186629125205238e-53+0.j,9.102486530076985e-54+0.j,1.5892222792591225e-54+0.j,2.760463912107958e-55+0.j,4.7706213078919e-56+0.j
-0.3920586194927384+0.j,-0.44615467132998854+0.j,-0.2652491719161957+0.j,0.01189156733374642+0.j,0.2468520716717951+0.j,0.3717955041596037+0.j,0.38873899546173585+0.j,0.335671168450231+0.j,0.25454251653330096+0.j,0.17482769157977782+0.j,0.11079589576230219+0.j,0.06559890521017694+0.j,0.03661083735292297+0.j,0.019390919137479725+0.j,0.009798681550804333+0.j,0.004744379488455709+0.j,0.002208880041648991+0.j,0.0009918364130694893+0.j,0.00043061424961091674+0.j,0.00018116438301505098+0.j,0.0000739994378033287+0.j,0.000029396231089484304+0.j,0.000011374102459660763+0.j,4.292307317714625e-6+0.j,1.5817592050383566e-6+0.j,5.698278678326723e-7+0.j,2.00879500667481e-7+0.j,6.9360733860418e-8+0.j,2.3477004252601282e-8+0.j,7.795763694816817e-9+0.j,2.541395376938824e-9+0.j,8.139005481301657e-10+0.j,2.5622630357112323e-10+0.j,7.93375761773216e-11+0.j,2.4175208454280326e-11+0.j,7.2529731026397875e-12+0.j,2.143490184988774e-12+0.j,6.242799382027e-13+0.j,1.792550608948411e-13+0.j,5.076555884758391e-14+0.j,1.4185178176595257e-14+0.j,3.912207449724066e-15+0.j,1.0653101392591414e-15+0.j,2.865072845983214e-16+0.j,7.612586372088606e-17+0.j,1.998899647176632e-17+0.j,5.1883746425034864e-18+0.j,1.3315797409566669e-18+0.j,3.379927594252513e-19+0.j,8.487036799985388e-20+0.j,2.108690809320521e-20+0.j,5.185293619160987e-21+0.j,1.2622024543243994e-21+0.j,3.042060342528001e-22+0.j,7.260628749698271e-23+0.j,1.7164432577882916e-23+0.j,4.019866473575646e-24+0.j,9.328160410107916e-25+0.j,2.1451372905243405e-25+0.j,4.889436425779192e-26+0.j,1.1047769383454557e-26+0.j,2.474956759722794e-27+0.j,5.49794988186546e-28+0.j,1.2112531255464242e-28+0.j,2.646847087079967e-29+0.j,5.737722460971517e-30+0.j,1.2340197079022634e-30+0.j,2.6334794580723636e-31+0.j,5.577182046843964e-32+0.j,1.1722681081971443e-32+0.j,2.4457666768782755e-33+0.j,5.06554654385421e-34+0.j,1.041613764314039e-34+0.j,2.1266734724343202e-35+0.j,4.3117339598006144e-36+0.j,8.681649952780773e-37+0.j,1.7361719584554323e-37+0.j,3.448762042068609e-38+0.j,6.805382816790871e-39+0.j,1.3341311372561805e-39+0.j,2.5985909520058666e-40+0.j,5.029289487420778e-41+0.j,9.672519642314445e-42+0.j,1.848719275486051e-42+0.j,3.511833610608057e-43+0.j,6.630723907965543e-44+0.j,1.2444678195406444e-44+0.j,2.321843882796998e-45+0.j,4.306645841891223e-46+0.j,7.942031082872633e-47+0.j,1.4562605657981703e-47+0.j,2.6551547005249158e-48+0.j,4.814058052231315e-49+0.j,8.680214894911837e-50+0.j,1.5565877563261483e-50+0.j,2.776300486367894e-51+0.j,4.925317694285575e-52+0.j,8.69163756254311e-53+0.j,1.5257827079821424e-53+0.j,2.6645945144888366e-54+0.j
0.4767014528210515+0.j,0.2652491719161957+0.j,-0.12363997754355756+0.j,-0.33932144011938675+0.j,-0.2833285668627831+0.j,-0.06175627062770988+0.j,0.1713035590622124+0.j,0.3191237386539719+0.j,0.3618457937734504+0.j,0.3273943979159919+0.j,0.2562106142176961+0.j,0.18007813777308623+0.j,0.11616897321568562+0.j,0.06976239816928695+0.j,0.03938939837999296+0.j,0.021066135312762233+0.j,0.010733369168584302+0.j,0.005233969372266481+0.j,0.002451928253639124+0.j,0.0011069656936550354+0.j,0.0004829166598102905+0.j,0.0002040429033758537+0.j,0.00008366657367913361+0.j,0.00003335247031681579+0.j,0.000012945738275509144+0.j,4.8995134077187645e-6+0.j,1.8102955545521713e-6+0.j,6.537431623084455e-7+0.j,2.309785697762256e-7+0.j,7.991895186872805e-8+0.j,2.71027973224756e-8+0.j,9.015867372496819e-9+0.j,2.944058343997804e-9+0.j,9.443301370882488e-10+0.j,2.9772273241663276e-10+0.j,9.23133112563529e-11+0.j,2.8165503410485167e-11+0.j,8.460442088164272e-12+0.j,2.503218133664498e-12+0.j,7.298434125373172e-13+0.j,2.097828177427286e-13+0.j,5.946929895311998e-14+0.j,1.6632683300645658e-14+0.j,4.591277614642844e-15+0.j,1.251277354519049e-15+0.j,3.3679219021188917e-16+0.j,8.955534937775484e-17+0.j,2.353252034757715e-17+0.j,6.112418699111708e-18+0.j,1.5697854925480151e-18+0.j,3.9871240950660753e-19+0.j,1.0017890238580036e-19+0.j,2.4905209826919838e-20+0.j,6.127702734279956e-21+0.j,1.4924194226064614e-21+0.j,3.598804650456783e-22+0.j,8.593791123833e-23+0.j,2.0326009666217144e-23+0.j,4.762542307385928e-24+0.j,1.1056574450935296e-24+0.j,2.5437255349780136e-25+0.j,5.800401726916536e-26+0.j,1.311148399796899e-26+0.j,2.9384412608545166e-27+0.j,6.5300540237107095e-28+0.j,1.4391704177557463e-28+0.j,3.14602698174592e-29+0.j,6.822202431074036e-30+0.j,1.4677566201783744e-30+0.j,3.1333174269147157e-31+0.j,6.637852521096741e-32+0.j,1.3956420378312274e-32+0.j,2.9126788054822422e-33+0.j,6.034352695562224e-34+0.j,1.2411788864403588e-34+0.j,2.534827426006092e-35+0.j,5.140628466738499e-36+0.j,1.0353331029181358e-36+0.j,2.0710050105341328e-37+0.j,4.114900665955816e-38+0.j,8.12182524659622e-39+0.j,1.5925823608736673e-39+0.j,3.1027090220953857e-40+0.j,6.006300360356748e-41+0.j,1.155406874905045e-41+0.j,2.2088128836506236e-42+0.j,4.196742430101409e-43+0.j,7.925517543283671e-44+0.j,1.4877727774993056e-44+0.j,2.7763244786181358e-45+0.j,5.150610666165202e-46+0.j,9.500176074524194e-47+0.j,1.7422797236930652e-47+0.j,3.1772077685518477e-48+0.j,5.7615910536427344e-49+0.j,1.039047224108216e-49+0.j,1.8635907914142238e-50+0.j,3.324405822016451e-51+0.j,5.898627394967137e-52+0.j,1.0410846624804249e-52+0.j
-0.473256203147206+0.j,0.01189156733374642+0.j,0.33932144011938675+0.j,0.21322909522099565+0.j,-0.1105337745195327+0.j,-0.30446566554606946+0.j,-0.25740205762854773+0.j,-0.05514683678326493+0.j,0.16189624615394138+0.j,0.30170706881612736+0.j,0.3433787452989814+0.j,0.31182931007918746+0.j,0.24482688675951156+0.j,0.17256679519044277+0.j,0.11159928374603025+0.j,0.06716348768625686+0.j,0.03799435935304377+0.j,0.02035438717097262+0.j,0.010386346783040793+0.j,0.005071585432662721+0.j,0.0023787466397361496+0.j,0.0010751091554202015+0.j,0.0004694889015687471+0.j,0.0001985508294447839+0.j,0.00008148285577991577+0.j,0.00003250702408519389+0.j,0.000012626564864661157+0.j,4.781868279096029e-6+0.j,1.7679091253931158e-6+0.j,6.388002017159998e-7+0.j,2.2581899800534265e-7+0.j,7.817259673503597e-8+0.j,2.652291869282879e-8+0.j,8.826831678875547e-9+0.j,2.8835179508729296e-9+0.j,9.252705888778295e-10+0.j,2.9182074688348797e-10+0.j,9.051470103929246e-11+0.j,2.7625807371408113e-11+0.j,8.300912696795273e-12+0.j,2.4567446757525592e-12+0.j,7.164951678705705e-13+0.j,2.0600126729142159e-13+0.j,5.841222745685916e-14+0.j,1.6341020553600444e-14+0.j,4.5118182531120235e-15+0.j,1.2298960277918997e-15+0.j,3.311078402544959e-16+0.j,8.806183878591062e-17+0.j,2.3144605838938647e-17+0.j,6.012791629642408e-18+0.j,1.5444784961388762e-18+0.j,3.92352816746884e-19+0.j,9.859749939544254e-20+0.j,2.4516007633179736e-20+0.j,6.0328786840134636e-21+0.j,1.4695445027599819e-21+0.j,3.5441556238196427e-22+0.j,8.464470520541394e-23+0.j,2.0022834889178907e-23+0.j,4.692116279510448e-24+0.j,1.0894445673566779e-24+0.j,2.5067305178234665e-25+0.j,5.716716353872982e-26+0.j,1.2923792867005302e-26+0.j,2.89669781494084e-27+0.j,6.4379786286938455e-28+0.j,1.419025381711318e-28+0.j,3.1023031509567684e-29+0.j,6.72804625772891e-30+0.j,1.447637320213105e-30+0.j,3.0906534037911315e-31+0.j,6.548058903330181e-32+0.j,1.3768829282508556e-32+0.j,2.8737734844192826e-33+0.j,5.954243677590929e-34+0.j,1.2248004016066426e-34+0.j,2.501574566694913e-35+0.j,5.0735799648440465e-36+0.j,1.0219056176001048e-36+0.j,2.044294300438642e-37+0.j,4.062116959229424e-38+0.j,8.01819760990391e-39+0.j,1.5723685060727946e-39+0.j,3.0635297667607743e-40+0.j,5.930837814937039e-41+0.j,1.1409621642769259e-41+0.j,2.1813325869655532e-42+0.j,4.14477856888734e-43+0.j,7.827843241758757e-44+0.j,1.469521685723762e-44+0.j,2.742420003094257e-45+0.j,5.087990505573909e-46+0.j,9.385178432353553e-47+0.j,1.72128020661733e-47+0.j,3.139074619972932e-48+0.j,5.69272649319019e-49+0.j,1.0266787867361064e-49+0.j,1.8414962268294604e-50+0.j,3.2851474135492726e-51+0.j
0.40688978449710655+0.j,-0.2468520716717951+0.j,-0.2833285668627831+0.j,0.1105337745195327+0.j,0.30826232118785085+0.j,0.13818883394196818+0.j,-0.15158712062561727+0.j,-0.29309751810391804+0.j,-0.2171823580647076+0.j,-0.016553232734936987+0.j,0.18181525236377366+0.j,0.3013288646211673+0.j,0.3296102760318234+0.j,0.293000813761838+0.j,0.22689359696393252+0.j,0.15836617333285052+0.j,0.10166070161538573+0.j,0.06082736010801968+0.j,0.03424834355012716+0.j,0.018276139234045682+0.j,0.009295243333911381+0.j,0.004526050534151675+0.j,0.002117703677894834+0.j,0.0009550875041221688+0.j,0.0004162919981504429+0.j,0.00017575869220977998+0.j,0.00007202107878647296+0.j,0.000028693488105743284+0.j,0.000011131645395376836+0.j,4.211022049097956e-6+0.j,1.5552748129627943e-6+0.j,5.614433122955638e-7+0.j,1.9830197855847277e-7+0.j,6.85922706585414e-8+0.j,2.325526358888862e-8+0.j,7.734044558687048e-9+0.j,2.524914092135875e-9+0.j,8.097166532270433e-10+0.j,2.552333041873677e-10+0.j,7.912471000046375e-11+0.j,2.413756424182859e-11+0.j,7.2494022144567945e-12+0.j,2.144596728279211e-12+0.j,6.251994522782332e-13+0.j,1.7968198114536603e-13+0.j,5.0930339409167756e-14+0.j,1.4242896821717865e-14+0.j,3.931195782939059e-15+0.j,1.0712785936461e-15+0.j,2.8831748118981467e-16+0.j,7.665894243865458e-17+0.j,2.014206981495213e-17+0.j,5.231364640873322e-18+0.j,1.3434149930305679e-18+0.j,3.4119230539827923e-19+0.j,8.572092294051668e-20+0.j,2.130950009719721e-20+0.j,5.242694251550068e-21+0.j,1.2767995802342381e-21+0.j,3.0786919796040423e-22+0.j,7.351398212344692e-23+0.j,1.7386631986389811e-23+0.j,4.07362728223286e-24+0.j,9.45677426413965e-25+0.j,2.175572112206873e-25+0.j,4.960699112253923e-26+0.j,1.121292637339653e-26+0.j,2.51285327555594e-27+0.j,5.584065931448309e-28+0.j,1.230637787739939e-28+0.j,2.6900806867802625e-29+0.j,5.833280442021968e-30+0.j,1.254955177430214e-30+0.j,2.6789522211764845e-31+0.j,5.675120011933224e-32+0.j,1.1931878342936281e-32+0.j,2.4900904237513155e-33+0.j,5.15871297563752e-34+0.j,1.061044482040484e-34+0.j,2.1668882440413857e-35+0.j,4.3943392989086984e-36+0.j,8.85007718243869e-37+0.j,1.77026390775015e-37+0.j,3.517275875669883e-38+0.j,6.942105701977807e-39+0.j,1.3612260929675133e-39+0.j,2.6519202688794786e-40+0.j,5.133549648047391e-41+0.j,9.87500260628629e-42+0.j,1.887786974330955e-42+0.j,3.5867275339039127e-43+0.j,6.773387657972345e-44+0.j,1.2714735970358824e-44+0.j,2.3726495643249796e-45+0.j,4.401644154927149e-46+0.j,8.1185950016919105e-47+0.j,1.4888820667651385e-47+0.j,2.7150722938252895e-48+0.j,4.923475066305566e-49+0.j,8.87888211765787e-50+0.j
-0.3128976138752844+0.j,0.3717955041596037+0.j,0.06175627062770988+0.j,-0.30446566554606946+0.j,-0.13818883394196818+0.j,0.20199532198537462+0.j,0.2679485439946549+0.j,0.046031237377399614+0.j,-0.20372939663380993+0.j,-0.2786512993609398+0.j,-0.16322545361237367+0.j,0.03795416986376319+0.j,0.21334687816748105+0.j,0.3061634285408135+0.j,0.31580331269877787+0.j,0.2712078959207024+0.j,0.20511710108986836+0.j,0.14067692593858144+0.j,0.08907487806960399+0.j,0.052707989491320675+0.j,0.029404250745631376+0.j,0.015569054311584363+0.j,0.007865412847669251+0.j,0.0038075075718172076+0.j,0.0017723639799884377+0.j,0.000795699044350962+0.j,0.0003454073852072997+0.j,0.00014529661533165466+0.j,0.0000593409678930488+0.j,0.000023570282737671268+0.j,9.118851394351177e-6+0.j,3.440854016434241e-6+0.j,1.267857800860551e-6+0.j,4.566996572136534e-7+0.j,1.6098349667220956e-7+0.j,5.558017584634327e-8+0.j,1.8810964224134405e-8+0.j,6.245838060434909e-9+0.j,2.0359607492104833e-9+0.j,6.519810459665725e-10+0.j,2.052367264978622e-10+0.j,6.354468607230383e-11+0.j,1.9361572173493202e-11+0.j,5.808414755106101e-12+0.j,1.7164661277318646e-12+0.j,4.99880591337903e-13+0.j,1.4352660243611582e-13+0.j,4.0644811294132704e-14+0.j,1.135655305964396e-14+0.j,3.13191676518766e-15+0.j,8.527893218365757e-16+0.j,2.293398081271544e-16+0.j,6.093331206917893e-17+0.j,1.5999005244052242e-17+0.j,4.1525358204060645e-18+0.j,1.0656876014304213e-18+0.j,2.704901060882697e-19+0.j,6.791752951181365e-20+0.j,1.6874116302585838e-20+0.j,4.149199654383461e-21+0.j,1.0099580475496298e-21+0.j,2.4340300758720247e-22+0.j,5.809203597640582e-23+0.j,1.3732717929226203e-23+0.j,3.2160572580351542e-24+0.j,7.46265981087085e-25+0.j,1.7160842607672064e-25+0.j,3.9113669707957706e-26+0.j,8.837531190479563e-27+0.j,1.9797525705881363e-27+0.j,4.397758180906842e-28+0.j,9.688422389458484e-29+0.j,2.1170684325648595e-29+0.j,4.589165989258775e-30+0.j,9.869719121780254e-31+0.j,2.106208569800513e-31+0.j,4.460415006443668e-32+0.j,9.375116221281272e-33+0.j,1.955934212147231e-33+0.j,4.050935029593095e-34+0.j,8.329628964903514e-35+0.j,1.700630493523773e-35+0.j,3.447875077713037e-36+0.j,6.942125542783933e-37+0.j,1.3882694238387425e-37+0.j,2.757625431694159e-38+0.j,5.44146475127885e-39+0.j,1.0667267319735397e-39+0.j,2.077706300310339e-40+0.j,4.021097637917622e-41+0.j,7.733383034252441e-42+0.j,1.4780630148549943e-42+0.j,2.807683494582027e-43+0.j,5.301119001565087e-44+0.j,9.94907760983012e-45+0.j,1.8562003358954648e-45+0.j,3.442895293881673e-46+0.j,6.349056608703123e-47+0.j,1.1641522974913534e-47+0.j,2.1225296343569623e-48+0.j
0.2196529766704934+0.j,-0.38873899546173585+0.j,0.1713035590622124+0.j,0.25740205762854773+0.j,-0.15158712062561727+0.j,-0.2679485439946549+0.j,0.013896427417231435+0.j,0.2571037459771311+0.j,0.1961695833738532+0.j,-0.05390434412059961+0.j,-0.245153611175985+0.j,-0.24765199692053141+0.j,-0.09609342376441637+0.j,0.09911249831335792+0.j,0.24597959552389198+0.j,0.3089419327181806+0.j,0.2988891872522429+0.j,0.24650884347980365+0.j,0.18112934565986788+0.j,0.12150909204446986+0.j,0.07558950656793065+0.j,0.04408089701097056+0.j,0.024290978325468605+0.j,0.012726756980846876+0.j,0.006370822133894206+0.j,0.003059245015467679+0.j,0.0014139049295917036+0.j,0.0006307220223018884+0.j,0.0002722194210818288+0.j,0.00011391393584126752+0.j,0.000046303354235799656+0.j,0.000018311958471686104+0.j,7.056280447095601e-6+0.j,2.652788621815656e-6+0.j,9.741528145562657e-7+0.j,3.497950038896775e-7+0.j,1.229378427847356e-7+0.j,4.232828701325348e-8+0.j,1.428911078087741e-8+0.j,4.733013492934556e-9+0.j,1.539332393222743e-9+0.j,4.918939092427705e-10+0.j,1.5453168387418575e-10+0.j,4.7754663949446715e-11+0.j,1.4524308590922314e-11+0.j,4.349821746101289e-12+0.j,1.2833515346753328e-12+0.j,3.7317107710905447e-13+0.j,1.0698862817286295e-13+0.j,3.0255459529461616e-14+0.j,8.442409962935403e-15+0.j,2.325291052358123e-15+0.j,6.323831527096772e-16+0.j,1.6986819175621916e-16+0.j,4.5081950825184404e-17+0.j,1.1824317761705247e-17+0.j,3.0658463386563944e-18+0.j,7.860286423436421e-19+0.j,1.9931861298213355e-19+0.j,5.000137767682513e-20+0.j,1.2411934531593745e-20+0.j,3.049404504708221e-21+0.j,7.416508037125031e-22+0.j,1.7859939331276947e-22+0.j,4.259320855136073e-23+0.j,1.0061464343943841e-23+0.j,2.3546157677340986e-24+0.j,5.459987214111215e-25+0.j,1.2547231899386732e-25+0.j,2.857974734572937e-26+0.j,6.453421362786863e-27+0.j,1.4447993989327818e-27+0.j,3.207550537700554e-28+0.j,7.062335541043314e-29+0.j,1.5423770632034813e-29+0.j,3.3416175910439455e-30+0.j,7.1829317417146125e-31+0.j,1.5320701362723923e-31+0.j,3.242940361021377e-32+0.j,6.812909514983358e-33+0.j,1.4207186401439373e-33+0.j,2.9411174700593044e-34+0.j,6.044928625623092e-35+0.j,1.233641239336172e-35+0.j,2.50004952761978e-36+0.j,5.031671990976956e-37+0.j,1.0058212557125377e-37+0.j,1.997164220347004e-38+0.j,3.93939813923298e-39+0.j,7.719812323611264e-40+0.j,1.5030763534117203e-40+0.j,2.9079605137997827e-41+0.j,5.5906713026765476e-42+0.j,1.0681724363528058e-42+0.j,2.0284011892457473e-43+0.j,3.828544956343482e-44+0.j,7.183111357423174e-45+0.j,1.3397420894405622e-45+0.j,2.4842176154304996e-46+0.j,4.579808185425468e-47+0.j
-0.14275737053877763+0.j,0.335671168450231+0.j,-0.3191237386539719+0.j,-0.05514683678326493+0.j,0.29309751810391804+0.j,0.046031237377399614+0.j,-0.2571037459771311+0.j,-0.15320103371312563+0.j,0.147360476537974+0.j,0.2574690355840947+0.j,0.09490278762571185+0.j,-0.1463617568319505+0.j,-0.26179931749816854+0.j,-0.19536868685178488+0.j,-0.01970138822808409+0.j,0.1592890024920331+0.j,0.27282154740962755+0.j,0.30557355924570273+0.j,0.27757355471726813+0.j,0.21944074656283175+0.j,0.15626054535201006+0.j,0.10227570737356058+0.j,0.06235982918434551+0.j,0.035759734103623805+0.j,0.019424835381976847+0.j,0.01005145055749678+0.j,0.004976996159303096+0.j,0.00236693384130724+0.j,0.0010845225689548195+0.j,0.00048004046740386365+0.j,0.00020573066849949445+0.j,0.00008554022112131952+0.j,0.00003456657999831356+0.j,0.000013596776029330905+0.j,5.2133377224199445e-6+0.j,1.9509323360018336e-6+0.j,7.133604587657093e-7+0.j,2.551323786556395e-7+0.j,8.933511225331886e-8+0.j,3.065174564728874e-8+0.j,1.0313619801577599e-8+0.j,3.4057278182921564e-9+0.j,1.104455495894172e-9+0.j,3.519666801868681e-10+0.j,1.1028760648448274e-10+0.j,3.399879739976193e-11+0.j,1.0316601286238945e-11+0.j,3.0828804308138116e-12+0.j,9.076569650958004e-13+0.j,2.6340160503509896e-13+0.j,7.53742062788139e-14+0.j,2.1276547051589798e-14+0.j,5.926675192018961e-15+0.j,1.6296788351466176e-15+0.j,4.425023929887759e-16+0.j,1.1868250498113706e-16+0.j,3.1451659146726015e-17+0.j,8.237747111505442e-18+0.j,2.133035284333053e-18+0.j,5.4616482700385675e-19+0.j,1.3832225117401236e-19+0.j,3.465811626796735e-20+0.j,8.593302815446882e-21+0.j,2.1088766804298003e-21+0.j,5.123515279885775e-22+0.j,1.232528568521156e-22+0.j,2.9364393903492813e-23+0.j,6.929788868888652e-24+0.j,1.6202078450978963e-24+0.j,3.753593701968843e-25+0.j,8.618287402920742e-26+0.j,1.9613753856781485e-26+0.j,4.425200713794288e-27+0.j,9.899241825886475e-28+0.j,2.1959864201909935e-28+0.j,4.831434846993327e-29+0.j,1.0543854963829726e-29+0.j,2.2827362916167853e-30+0.j,4.903424892763139e-31+0.j,1.0451618091392714e-31+0.j,2.2108481110700807e-32+0.j,4.641680762308703e-33+0.j,9.673436052014218e-34+0.j,2.001345853095848e-34+0.j,4.1109748126566384e-35+0.j,8.384803652796086e-36+0.j,1.6982799403851354e-36+0.j,3.4161401086488413e-37+0.j,6.825157208576722e-38+0.j,1.3545022356910084e-38+0.j,2.6703938784187654e-39+0.j,5.230424020992933e-40+0.j,1.0178901930416735e-40+0.j,1.968352951139115e-41+0.j,3.782489203093292e-42+0.j,7.223686630560785e-43+0.j,1.371132905944714e-43+0.j,2.5868535552587976e-44+0.j,4.851401039597013e-45+0.j,9.044742807032007e-46+0.j
0.08678886594152407+0.j,-0.25454251653330096+0.j,0.3618457937734504+0.j,-0.16189624615394138+0.j,-0.2171823580647076+0.j,0.20372939663380993+0.j,0.1961695833738532+0.j,-0.147360476537974+0.j,-0.2427883425509507+0.j,-0.00022805067384670227+0.j,0.23016330051594738+0.j,0.20026352321564816+0.j,-0.02009579160936393+0.j,-0.21495621741603754+0.j,-0.24647108661108702+0.j,-0.12381645316123048+0.j,0.05940772041383012+0.j,0.21192990640762524+0.j,0.2896104246725284+0.j,0.29436130897415136+0.j,0.25196820938770714+0.j,0.1909928447361599+0.j,0.1316936236841085+0.j,0.08399622406140897+0.j,0.05012841263198891+0.j,0.028227836307512202+0.j,0.015094762020327196+0.j,0.007704356269373408+0.j,0.0037687958772496003+0.j,0.001773030456760062+0.j,0.0008045210960690916+0.j,0.00035297733459652424+0.j,0.00015006580554676412+0.j,0.00006193894134561957+0.j,0.00002486104063699288+0.j,9.71841540449668e-6+0.j,3.704867348323878e-6+0.j,1.3790327984694557e-6+0.j,5.017371451953772e-7+0.j,1.786119608509348e-7+0.j,6.226925623374495e-8+0.j,2.1277949031835688e-8+0.j,7.132052737190127e-9+0.j,2.3465977625398437e-9+0.j,7.583860503549596e-10+0.j,2.409005704703557e-10+0.j,7.525430891599655e-11+0.j,2.313156327947884e-11+0.j,6.9996769773963796e-12+0.j,2.086202257749162e-12+0.j,6.126805159830479e-13+0.j,1.7737553651769934e-13+0.j,5.0641661938801095e-14+0.j,1.4263956138622347e-14+0.j,3.9650119639511406e-15+0.j,1.0880984308092859e-15+0.j,2.9488346217171626e-16+0.j,7.894484566263061e-17+0.j,2.0884041250683634e-17+0.j,5.460634438592606e-18+0.j,1.4116414293718214e-18+0.j,3.6088451436690833e-19+0.j,9.125984261499006e-20+0.j,2.283281169279906e-20+0.j,5.65332160788288e-21+0.j,1.3854953909794135e-21+0.j,3.3616489371670995e-22+0.j,8.076641667910426e-23+0.j,1.921863282760935e-23+0.j,4.530084683520461e-24+0.j,1.057933400697375e-24+0.j,2.4482275152306144e-25+0.j,5.615097559726757e-26+0.j,1.2765654820963341e-26+0.j,2.8772326029145775e-27+0.j,6.430082298872967e-28+0.j,1.4250472176673518e-28+0.j,3.132366787447778e-29+0.j,6.829739709691757e-30+0.j,1.477337116770703e-30+0.j,3.170684068847343e-31+0.j,6.752686182348792e-32+0.j,1.4272535986453032e-32+0.j,2.9941664762674276e-33+0.j,6.2351764221274206e-34+0.j,1.2890387109575045e-34+0.j,2.645895363622022e-35+0.j,5.3927796507940897e-36+0.j,1.0915121821972649e-36+0.j,2.1941273561606497e-37+0.j,4.380792909343312e-38+0.j,8.688413872104472e-39+0.j,1.7118407892675336e-39+0.j,3.3508774907569723e-40+0.j,6.517218816364038e-41+0.j,1.259534228230916e-41+0.j,2.4190008860004435e-42+0.j,4.617150976732853e-43+0.j,8.75904813984116e-44+0.j,1.6516443806234855e-44+0.j
