0.016838784541106756+0.j,0.-0.04812517816610004j,-0.09725657309811048+0.j,0.+0.16047964161694675j,0.22932508358883708+0.j,0.-0.2931083351203449j,-0.341990587905881+0.j,0.+0.36942539309128747j,0.37328742579897484+0.j,0.-0.3556179847756744j,-0.3213995962763493+0.j,0.+0.2769558829573761j,0.22849756795290707+0.j,0.-0.1811221297008686j,-0.13834679693726312+0.j,0.+0.10209044325433513j,0.0729435185579624+0.j,0.-0.05056195503431318j,-0.034060358584064525+0.j,0.+0.022332329435105124j,0.014271862017106752+0.j,0.-0.008900872932963048j,-0.005423540294286249+0.j,0.+0.0032320685509879977j,0.0018855434859105364+0.j,0.-0.0010777751324967048j,-0.0006040920150896141+0.j,0.+0.0003322636438068629j,0.00017945907221440086+0.j,0.-0.00009524189537190997j,-0.00004969686720618233+0.j,0.+0.00002550995990027929j,0.000012888322569988025+0.j,0.-6.412111083907558e-6j,-3.142846638823617e-6+0.j,0.+1.5182761763785942e-6j,7.232045293529895e-7+0.j,0.-3.3979883512329107e-7j,-1.5754031073338294e-7+0.j,0.+7.209763261844952e-8j,3.25801154723196e-8+0.j,0.-1.454193841906646e-8j,-6.412970857175249e-9+0.j,0.+2.7950311275441255e-9j,1.2042646020574546e-9+0.j,0.-5.130707713106698e-10j,-2.1620213031898966e-10+0.j,0.+9.013068054138909e-11j,3.7180364399079437e-11+0.j,0.-1.5180190170225737e-11j,-6.135554531718153e-12+0.j,0.+2.4554457460207164e-12j,9.731735152994346e-13+0.j,0.-3.820445042774415e-13j,-1.485862722286703e-13+0.j,0.+5.726100323108124e-14j,2.1868880405497e-14+0.j,0.-8.27848244272414e-15j,-3.106693048191059e-15+0.j,0.+1.1559364276849735e-15j,4.265008836081157e-16+0.j,0.-1.5606899296043447e-16j,-5.664771464285197e-17+0.j,0.+2.0397349117902178e-17j,7.286942668121618e-18+0.j,0.-2.583153918688037e-18j,-9.08740590864379e-19+0.j,0.+3.172956631783091e-19j,1.0996925683983868e-19+0.j,0.-3.783627341316933e-20j,-1.2924714110104802e-20+0.j,0.+4.383826740208055e-21j,1.4765519909244594e-21+0.j,0.-4.9391125618678605e-22j,-1.6409474534676533e-22+0.j,0.+5.415339053311683e-23j,1.7753356213625973e-23+0.j,0.-5.7822480035252706e-24j,-1.871160426078055e-24+0.j,0.+6.016710126402914e-25j,1.9225414207343547e-25+0.j,0.-6.105128456318287e-26j,-1.9268570236027e-26+0.j,0.+6.044662461345181e-27j,1.8849247710843324e-27+0.j,0.-5.84313834915064e-28j,-1.800771273422893e-28+0.j,0.+5.51773117882287e-29j,1.6810507018115345e-29+0.j,0.-5.092692093311165e-30j,-1.5342204770497118e-30+0.j,0.+4.5965150781993635e-31j,1.3696083206057743e-31+0.j,0.-4.0589763588074854e-32j,-1.1965041391655424e-32+0.j,0.+3.508439670727248e-33j,1.0233872615151732e-33+0.j,0.-2.9697216838204697e-34j,-8.573621810861403e-35+0.j,0.+2.4626819969909595e-35j
0.-0.04812517816610004j,-0.12070278016417141+0.j,0.+0.20989961320687645j,0.29019684120171024+0.j,0.-0.3344508788669863j,-0.32491596135338363+0.j,0.+0.259441857710286j,0.1509942341327648+0.j,0.-0.021961151937602594j,0.10350751410508706+0.j,0.-0.20600406155901113j,-0.2744230744196422+0.j,0.+0.3063581957168294j,0.3062133828762002+0.j,0.-0.2823023679725094j,-0.24404076630730961+0.j,0.+0.19988949177313625j,0.1562479685720565+0.j,0.-0.11717184046739187j,-0.0846399537771991+0.j,0.+0.05908428945914183j,0.03996322913099912+0.j,0.-0.02624833843861992j,-0.016773146654675674+0.j,0.+0.010444961864750892j,0.0063474404566051575+0.j,0.-0.0037691038941213726j,-0.0021893460365582464+0.j,0.+0.0012452806393206197j,0.0006942157279483592+0.j,0.-0.00037962789951742095j,-0.00020379308387601192+0.j,0.+0.00010747135124820674j,0.000055711988848229824+0.j,0.-0.000028406468282434262j,-0.00001425410428520894+0.j,0.+7.042741436144631e-6j,3.4279377153733725e-6+0.j,0.-1.6444111260350843e-6j,-7.777841825493902e-7+0.j,0.+3.628716276103179e-7j,1.6705372580737218e-7+0.j,0.-7.591428735380408e-8j,-3.4064474487404634e-8+0.j,0.+1.5098355689098864e-8j,6.612098348413565e-9+0.j,0.-2.8619104610346955e-9j,-1.2246140086053649e-9+0.j,0.+5.181823408822079e-10j,2.1687762863637657e-10+0.j,0.-8.980476403530407e-11j,-3.6798969539015526e-11+0.j,0.+1.492514510905958e-11j,5.992928483489802e-12+0.j,0.-2.3827833180108707e-12j,-9.38293571486036e-13+0.j,0.+3.66000939609464e-13j,1.414465569816528e-13+0.j,0.-5.416812776834575e-14j,-2.0559300458331988e-14+0.j,0.+7.734907265708405e-15j,2.8850338368316182e-15+0.j,0.-1.0669895399467646e-15j,-3.91331754510441e-16+0.j,0.+1.423527402472266e-16j,5.1366566527438336e-17+0.j,0.-1.8388464704407512e-17j,-6.53153259130192e-18+0.j,0.+2.30219537605141e-18j,8.053373365501139e-19+0.j,0.-2.79622194485484e-19j,-9.637661776054309e-20+0.j,0.+3.297802376386195e-20j,1.1204069366529108e-20+0.j,0.-3.779803159745018e-21j,-1.2663320096906164e-21+0.j,0.+4.2135929325789043e-22j,1.3925942710559707e-22+0.j,0.-4.571966270132765e-23j,-1.4911664330440267e-23+0.j,0.+4.8320475763505375e-24j,1.5558029541124937e-24+0.j,0.-4.977733990351931e-25j,-1.58269408414828e-25+0.j,0.+5.0013139181132955e-26j,1.5708181146927512e-26+0.j,0.-4.904043884463091e-27j,-1.5219510914160628e-27+0.j,0.+4.695647044727336e-28j,1.440351126081632e-28+0.j,0.-4.3928723387383877e-29j,-1.332184841503233e-29+0.j,0.+4.01738887736747e-30j,1.2047970520322837e-30+0.j,0.-3.593363187846586e-31j,-1.0659369137168521e-31+0.j,0.+3.1450711288993987e-32j,9.23045035778196e-33+0.j,0.-2.6948407123531716e-33j,-7.8268124728406e-34+0.j
-0.09725657309811048+0.j,0.+0.20989961320687645j,0.3034850951443017+0.j,0.-0.3293877368888229j,-0.265494256126517+0.j,0.+0.12781209921779j,-0.03846274369235682+0.j,0.+0.18022576719746272j,0.25760699353381267+0.j,0.-0.25576583511346723j,-0.18486548483992588+0.j,0.+0.07146152663525622j,-0.053074678453572326+0.j,0.+0.16223403500912498j,0.23965725419320627+0.j,0.-0.2799328591149484j,-0.2862931853779011+0.j,0.+0.2670101852797542j,0.23195035810320283+0.j,0.-0.1900982800251065j,-0.14825110266524238+0.j,0.+0.11069295730539797j,0.07949755082497154+0.j,0.-0.055115454723663075j,-0.03699557405229736+0.j,0.+0.024100921570978304j,0.01526900860464629+0.j,0.-0.009424104365158626j,-0.005675184761512265+0.j,0.+0.003338941058579391j,0.0019214927712700365+0.j,0.-0.0010827493956378227j,-0.0005979825872905688+0.j,0.+0.00032396187051919676j,0.0001722995464576152+0.j,0.-0.00009002654454878669j,-0.00004624230801435682+0.j,0.+0.000023364428443231643j,0.000011618829955149816+0.j,0.-5.689692387582047e-6j,-2.7450263156181115e-6+0.j,0.+1.3053709069973937e-6j,6.12120528494476e-7+0.j,0.-2.831588896306526e-7j,-1.29264155311246e-7+0.j,0.+5.8255344767064056e-8j,2.5926851024395052e-8+0.j,0.-1.1398793053326068e-8j,-4.952159900413427e-9+0.j,0.+2.1265819251350303e-9j,9.029009481046513e-10+0.j,0.-3.7912448511504485e-10j,-1.5747631378778564e-10+0.j,0.+6.472072787074238e-11j,2.6324783219498235e-11+0.j,0.-1.0599215848047134e-11j,-4.225328548790288e-12+0.j,0.+1.6680598120103605e-12j,6.52244200503632e-13+0.j,0.-2.526597793736621e-13j,-9.69763878052247e-14+0.j,0.+3.688703269933465e-14j,1.3906900540517818e-14+0.j,0.-5.197618340913589e-15j,-1.926024860906914e-15+0.j,0.+7.07728358811693e-16j,2.5791705798748374e-16+0.j,0.-9.323130558024905e-17j,-3.343252654303437e-17+0.j,0.+1.1894823131533618e-17j,4.199349115229282e-18+0.j,0.-1.4712731951778134e-18j,-5.116141438652582e-19+0.j,0.+1.7659509159507152e-19j,6.051305766504012e-20+0.j,0.-2.0587331775867288e-20j,-6.954666270258058e-21+0.j,0.+2.333035123234444e-21j,7.772795966581502e-22+0.j,0.-2.572085179135303e-22j,-8.454452081234401e-23+0.j,0.+2.760682733548549e-23j,8.956045199106148e-24+0.j,0.-2.886832843623761e-24j,-9.246310272001442e-25+0.j,0.+2.943009832235422e-25j,9.30948090974773e-26+0.j,0.-2.9268667219870193e-26j,-9.14653421957742e-27+0.j,0.+2.8413055138597265e-27j,8.774409861070519e-28+0.j,0.-2.6939320501481494e-28j,-8.223439731722571e-29+0.j,0.+2.4960155338607084e-29j,7.533486694953766e-30+0.j,0.-2.2611385901978375e-30j,-6.749437526824651e-31+0.j,0.+2.0037496526097667e-31j,5.916712647992201e-32+0.j,0.-1.737815797431953e-32j
0.+0.16047964161694675j,0.29019684120171024+0.j,0.-0.3293877368888229j,-0.24002599397880908+0.j,0.+0.05773851253355708j,-0.13185337307250414+0.j,0.+0.24421962116714196j,0.23863137150901753+0.j,0.-0.13076077036291345j,0.024158215981975675+0.j,0.-0.16192237365799364j,-0.23607430786435854+0.j,0.+0.23049970856322724j,0.1572129065840665+0.j,0.-0.044984412762686984j,0.0739825723935095+0.j,0.-0.1740749569005172j,-0.24093000675925202+0.j,0.+0.2713056036442672j,0.2700544653763628+0.j,0.-0.2462077318668315j,-0.2095850038661053+0.j,0.+0.16858184020637496j,0.12917468265861742+0.j,0.-0.09484495500000707j,-0.0670289423993407+0.j,0.+0.04575633933823634j,0.030256643532262914+0.j,0.-0.01942669216153908j,-0.012135397592513373+0.j,0.+0.0073880712557428405j,0.004390128479593448+0.j,0.-0.0025495347381073296j,-0.0014487258148446235+0.j,0.+0.000806312764738428j,0.000439965363382276+0.j,0.-0.00023555829660929536j,-0.00012384482920551893+0.j,0.+0.00006398278868445978j,0.000032503926396545125+0.j,0.-0.00001624634798340038j,-7.993991687054728e-6+0.j,0.+3.874212198373856e-6j,1.8502204201271886e-6+0.j,0.-8.711217626256491e-7j,-4.0451283069624484e-7+0.j,0.+1.853341337571756e-7j,8.381268631710747e-8+0.j,0.-3.742378779441861e-8j,-1.650491811805824e-8+0.j,0.+7.191889340075959e-9j,3.097176035049478e-9+0.j,0.-1.3185749883159232e-9j,-5.551068631708725e-10+0.j,0.+2.311491968900842e-10j,9.522659537862954e-11+0.j,0.-3.8821780708572304e-11j,-1.5665373474036478e-11+0.j,0.+6.258161549798936e-12j,2.4756099071597613e-12+0.j,0.-9.699115659736038e-13j,-3.764247608661719e-13+0.j,0.+1.4474339856925362e-13j,5.5153017673427e-14+0.j,0.-2.0828705082458937e-14j,-7.797360221755663e-15+0.j,0.+2.893960405636871e-15j,1.0650307732817114e-15+0.j,0.-3.887039643153709e-16j,-1.4070953650833825e-16+0.j,0.+5.052825655343576e-17j,1.8001464860454725e-17+0.j,0.-6.363540743590202e-18j,-2.232339309193339e-18+0.j,0.+7.772187388109807e-19j,2.6859485815275776e-19+0.j,0.-9.214498135106843e-20j,-3.138426636026405e-20+0.j,0.+1.0613629966783704e-20j,3.564278391846306e-21+0.j,0.-1.1887151427581384e-21j,-3.9375316438551406e-22+0.j,0.+1.2955400153406095e-22j,4.234454208708236e-23+0.j,0.-1.374998250985531e-23j,-4.4361088067538064e-24+0.j,0.+1.4221121241559745e-24j,4.530356940283343e-25+0.j,0.-1.4342747745848309e-25j,-4.513019550805276e-26+0.j,0.+1.4114636797919565e-26j,4.388051904341935e-27+0.j,0.-1.3561399377536518e-27j,-4.166758746514349e-28+0.j,0.+1.272866875810976e-28j,3.8662272648027417e-29+0.j,0.-1.1677230557542323e-29j,-3.507260974629099e-30+0.j,0.+1.047608729336553e-30j,3.1121417902886134e-31+0.j
0.22932508358883708+0.j,0.-0.3344508788669863j,-0.265494256126517+0.j,0.+0.05773851253355708j,-0.15751777624077265+0.j,0.+0.2529718231564092j,0.1875026027061615+0.j,0.-0.017931556237797026j,0.1506188453758936+0.j,0.-0.23066319736602064j,-0.19318925140549717+0.j,0.+0.06883182960833273j,-0.07950907781745102+0.j,0.+0.1908823332741575j,0.2298357816705194+0.j,0.-0.19283288718788263j,-0.10078761686993849+0.j,0.-0.014576224226983089j,-0.12339456533290175+0.j,0.+0.2053895692280221j,0.25202979088404226+0.j,0.-0.26463623696606664j,-0.2506172935771309+0.j,0.+0.21965469126447265j,0.18087881115808252+0.j,0.-0.14132816425698094j,-0.1055052261805197+0.j,0.+0.07564177428538449j,0.052290850450644986+0.j,0.-0.03496651083601768j,-0.022676616133212524+0.j,0.+0.014294035197696037j,0.008773878483901315+0.j,0.-0.005252754749323693j,-0.00307150595609765+0.j,0.+0.0017563957079283694j,0.000983283760285631+0.j,0.-0.0005394485794769467j,-0.00029028412393505696+0.j,0.+0.00015333814849333554j,0.00007957044187232539+0.j,0.-0.00004059029430382595j,-0.00002036725223167302+0.j,0.+0.000010058492918853998j,4.891655674502364e-6+0.j,0.-2.3437831992011628e-6j,-1.1069276474613407e-6+0.j,0.+5.155252439653064e-7j,2.3685714490428608e-7+0.j,0.-1.0739776264130539e-7j,-4.807650228674685e-8+0.j,0.+2.1254323198465272e-8j,9.282786009654719e-9+0.j,0.-4.006438820333627e-9j,-1.7092811159564458e-9+0.j,0.+7.210455497634631e-10j,3.008290478305454e-10+0.j,0.-1.2416322137673378e-10j,-5.070906478966655e-11+0.j,0.+2.0497283933999158e-11j,8.201994274263228e-12+0.j,0.-3.249715524266842e-12j,-1.2751477414446694e-12+0.j,0.+4.956190039913916e-13j,1.9084789321951137e-13+0.j,0.-7.282078246830666e-14j,-2.7537563376342524e-14+0.j,0.+1.0322116591076082e-14j,3.835777193222556e-15+0.j,0.-1.4133351694582998e-15j,-5.164254462310954e-16+0.j,0.+1.8715527183840002e-16j,6.728026038095229e-17+0.j,0.-2.3995049611416097e-17j,-8.491010414811073e-18+0.j,0.+2.981634350988349e-18j,1.0391028512895204e-18+0.j,0.-3.59436411705749e-19j,-1.2342231195396322e-19+0.j,0.+4.2074656689511585e-20j,1.4241266012843066e-20+0.j,0.-4.786545666163323e-21j,-1.5976608700335687e-21+0.j,0.+5.296362978675707e-22j,1.7439837216034989e-22+0.j,0.-5.704509699751529e-23j,-1.8537194987419945e-23+0.j,0.+5.984902327682256e-24j,1.9199681835693164e-24+0.j,0.-6.1205509989463825e-25j,-1.9390152611849121e-25+0.j,0.+6.105200947213366e-26j,1.9106436418082187e-26+0.j,0.-5.943640988467134e-27j,-1.83801882527439e-27+0.j,0.+5.650702738534068e-28j,1.7271894169755236e-28+0.j,0.-5.249182279440088e-29j,-1.586302537254282e-29+0.j,0.+4.767063190504958e-30j
0.-0.2931083351203449j,-0.32491596135338363+0.j,0.+0.12781209921779j,-0.13185337307250414+0.j,0.+0.2529718231564092j,0.1658142760465189+0.j,0.+0.03746317469676674j,0.1989371280994459+0.j,0.-0.2151929888831735j,-0.09274223853087096+0.j,0.-0.07928514610334134j,-0.19856962045266974+0.j,0.+0.20825711913889278j,0.11576878821819117+0.j,0.+0.02564616001058612j,0.15162085675266287+0.j,0.-0.21612980997179004j,-0.2044735601251841+0.j,0.+0.13005842845125148j,0.021975234571143403+0.j,0.+0.08865113025613112j,0.17826662801613807+0.j,0.-0.23478300730198762j,-0.2567659403390095+0.j,0.+0.25005184133684416j,0.22382089388364765+0.j,0.-0.1874279143341809j,-0.14849161776778785+0.j,0.+0.1121663608790305j,0.08124113522238872+0.j,0.-0.05666634084163684j,-0.03819461716211807+0.j,0.+0.024947168450879395j,0.01582677410299779+0.j,0.-0.009771710372524979j,-0.005881530699390907+0.j,0.+0.0034561351945860156j,0.0019853330928991204+0.j,0.-0.0011161349070209906j,-0.0006147326369684601+0.j,0.+0.0003320040396981272j,0.00017597520818551926+0.j,0.-0.00009160975862569111j,-0.00004687239983809396+0.j,0.+0.000023586117380467506j,0.00001167929650787955+0.j,0.-5.694243847284416e-6j,-2.734865226083894e-6+0.j,0.+1.29456122387898e-6j,6.042113461370985e-7+0.j,0.-2.781733021980814e-7j,-1.2637814825630124e-7+0.j,0.+5.667848232249634e-8j,2.5101793342999777e-8+0.j,0.-1.0981810084521802e-8j,-4.747450822519932e-9+0.j,0.+2.0285799258619636e-9j,8.57018453295378e-10+0.j,0.-3.580716811483988e-10j,-1.4799306911592908e-10+0.j,0.+6.052142131242121e-11j,2.449476037336906e-11+0.j,0.-9.813618707269305e-12j,-3.892857642686025e-12+0.j,0.+1.5292511492549543e-12j,5.950370996087569e-13+0.j,0.-2.2937432750258126e-13j,-8.761097837051352e-14+0.j,0.+3.3163445387074627e-14j,1.2442847195870956e-14+0.j,0.-4.628154720561621e-15j,-1.7068305545641635e-15+0.j,0.+6.242110901832873e-16j,2.2640860964843785e-16+0.j,0.-8.145814435837931e-17j,-2.907461175568194e-17+0.j,0.+1.0296437374542845e-17j,3.6183259115062745e-18+0.j,0.-1.261909742666499e-18j,-4.368169103676861e-19+0.j,0.+1.500963712275711e-19j,5.1202140139805614e-20+0.j,0.-1.7342006848105804e-20j,-5.832418768499215e-21+0.j,0.+1.9479582251338185e-21j,6.461515943495286e-22+0.j,0.-2.128894304761147e-22j,-6.967525993453604e-23+0.j,0.+2.265409620726377e-23j,7.318065810460462e-24+0.j,0.-2.3488976106298536e-24j,-7.491794928916757e-25+0.j,0.+2.3746334657669987e-25j,7.480492536982999e-26+0.j,0.-2.3421777670247846e-26j,-7.289502419809157e-27+0.j,0.+2.2552558206736276e-27j,6.936564069866086e-28+0.j,0.-2.1211612363020867e-28j,-6.449305822547704e-29+0.j
-0.341990587905881+0.j,0.+0.259441857710286j,-0.03846274369235682+0.j,0.+0.24421962116714196j,0.1875026027061615+0.j,0.+0.03746317469676674j,0.2095252579744385+0.j,0.-0.19164941022300086j,-0.021368337411606608+0.j,0.-0.15534746567465538j,-0.21223740076138667+0.j,0.+0.12433287078545918j,-0.03783128235308823+0.j,0.+0.17147040272953742j,0.20676296553203247+0.j,0.-0.13635682541900773j,-0.004578380641609796+0.j,0.-0.12522666313881j,-0.202410066910211+0.j,0.+0.2058005820463166j,0.14355675898537656+0.j,0.-0.04214542554593546j,0.0674163735400968+0.j,0.-0.16009200647570934j,-0.22177840259755366+0.j,0.+0.24926823976912985j,0.2472347090050728+0.j,0.-0.22433879109073712j,-0.18990599167464473+0.j,0.+0.1518061074183215j,0.1155440031159607+0.j,0.-0.08423990026030968j,-0.05909903326471125+0.j,0.+0.04004005972462068j,0.02627390046500979+0.j,0.-0.01673851761690322j,-0.010374227470328052+0.j,0.+0.006266111442404602j,0.0036940371322533127+0.j,0.-0.0021283440290278794j,-0.0011998598380290972+0.j,0.+0.0006625570425397764j,0.00035869893975570236+0.j,0.-0.00019055569939923305j,-0.00009941143829571288+0.j,0.+0.000050966166938697864j,0.00002569462361287849+0.j,0.-0.000012746138397183814j,-6.224909245956079e-6+0.j,0.+2.99453998669234e-6j,1.419643106491357e-6+0.j,0.-6.635530914945847e-7j,-3.059163305596301e-7+0.j,0.+1.3916561877510448e-7j,6.249211190568035e-8+0.j,0.-2.7709888669670378e-8j,-1.2136811650119653e-8+0.j,0.+5.2525581464143025e-9j,2.246790657704103e-9+0.j,0.-9.5017224893852e-10j,-3.9738047870126713e-10+0.j,0.+1.6439402786778843e-10j,6.728938299619719e-11+0.j,0.-2.725768191913304e-11j,-1.0929732453920948e-11+0.j,0.+4.339109127766468e-12j,1.7058872610952615e-12+0.j,0.-6.642681277201488e-13j,-2.562483245870626e-13+0.j,0.+9.794474973268007e-14j,3.710041302732911e-14+0.j,0.-1.3929190813091888e-14j,-5.1843224810335255e-15+0.j,0.+1.9131278319639875e-15j,7.000778268765493e-16+0.j,0.-2.5407458942548263e-16j,-9.146370716069405e-17+0.j,0.+3.2663827510361526e-17j,1.157369869612117e-17+0.j,0.-4.069287570938353e-18j,-1.4199015975035317e-18+0.j,0.+4.917480610017533e-19j,1.6905223408142407e-19+0.j,0.-5.769535172209943e-20j,-1.9550089723300825e-20+0.j,0.+6.577936837561021e-21j,2.1978970355715053e-21+0.j,0.-7.293636596780007e-22j,-2.4040376607516264e-22+0.j,0.+7.871162320240584e-23j,2.560211913139098e-23+0.j,0.-8.273520314060062e-24j,-2.6565565304367444e-24+0.j,0.+8.47613840657889e-25j,2.6875855100707123e-25+0.j,0.-8.469269254830961e-26j,-2.652664041546699e-26+0.j,0.+8.258547208155538e-27j,2.5558878468750306e-27+0.j,0.-7.863710750810659e-28j
0.+0.36942539309128747j,0.1509942341327648+0.j,0.+0.18022576719746272j,0.23863137150901753+0.j,0.-0.017931556237797026j,0.1989371280994459+0.j,0.-0.19164941022300086j,0.002501552612025847+0.j,0.-0.1817993121048788j,-0.19203900199758153+0.j,0.+0.04358754841745482j,-0.1317466918084808+0.j,0.+0.20365608374557534j,0.13367057145533373+0.j,0.+0.019146084855744414j,0.15537449208653153+0.j,0.-0.20120648001917008j,-0.14240735422212875+0.j,0.+0.017838190938670062j,-0.1111622977649133+0.j,0.+0.19279345847324575j,0.20312122928640444+0.j,0.-0.147540431964726j,-0.05073218240061258+0.j,0.-0.0568631210996621j,-0.1498570139468206+0.j,0.+0.2133336633646832j,0.2432238703576385+0.j,0.-0.24353715403582074j,-0.2225507057585367+0.j,0.+0.18945544804583772j,0.15215507470713358+0.j,0.-0.11627246984648311j,-0.08506610924577931+0.j,0.+0.0598623763742168j,0.04066893030054787+0.j,0.-0.026752932228243716j,-0.017082271024418758+0.j,0.+0.010609221587631544j,0.006420276838732505+0.j,0.-0.0037916016302732333j,-0.002188136971256359+0.j,0.+0.0012354525751385403j,0.0006831854603459163+0.j,0.-0.00037036210476662837j,-0.00019699927956011275+0.j,0.+0.00010289486792338851j,0.00005281110585339297+0.j,0.-0.00002665294786190025j,-0.000013234797010377769+0.j,0.+6.469716552218347e-6j,3.115125579192325e-6+0.j,0.-1.4780836498091544e-6j,-6.914367649426476e-7+0.j,0.+3.190216935404526e-7j,1.4523630937358343e-7+0.j,0.-6.526496269197265e-8j,-2.8959308554557126e-8+0.j,0.+1.2692414554795538e-8j,5.496487140921076e-9+0.j,0.-2.3525607883675868e-9j,-9.954840716550564e-10+0.j,0.+4.165648829514065e-10j,1.7242383030311898e-10+0.j,0.-7.061295723069381e-11j,-2.8618397918109552e-11+0.j,0.+1.1480924216431015e-11j,4.560070837423817e-12+0.j,0.-1.793569415512249e-12j,-6.987175027430794e-13+0.j,0.+2.6965185111101244e-13j,1.0311024495152736e-13+0.j,0.-3.907258034169186e-14j,-1.4675286721198337e-14+0.j,0.+5.464054095944449e-15j,2.0170859048375256e-15+0.j,0.-7.383793046842586e-16j,-2.6806664824887985e-16+0.j,0.+9.65327044847017e-17j,3.448520513810066e-17+0.j,0.-1.2222895383986121e-17j,-4.2988546803239265e-18+0.j,0.+1.5004499723406621e-18j,5.197941553320513e-19+0.j,0.-1.7874414485978874e-19j,-6.101979569101905e-20+0.j,0.+2.0682101014219417e-20j,6.960631674532017e-21+0.j,0.-2.3263579575218875e-21j,-7.721840989656656e-22+0.j,0.+2.54579206715284e-22j,8.337252342818236e-23+0.j,0.-2.712439031362908e-23j,-8.76742510844152e-24+0.j,0.+2.815763598293737e-24j,8.986040910597337e-25+0.j,0.-2.8498615591245374e-25j,-8.982485008045773e-26+0.j,0.+2.813973060225366e-26j,8.762470430025864e-27+0.j
0.37328742579897484+0.j,0.-0.021961151937602594j,0.25760699353381267+0.j,0.-0.13076077036291345j,0.1506188453758936+0.j,0.-0.2151929888831735j,-0.021368337411606608+0.j,0.-0.1817993121048788j,-0.18119831885535057+0.j,0.+0.0012193191249286102j,-0.17066291171254375+0.j,0.+0.1842349240041079j,0.044429052212606686+0.j,0.+0.12454360107804507j,0.19617578595755014+0.j,0.-0.13078194570544435j,0.016422788907032245+0.j,0.-0.14941022278413246j,-0.195586357066254+0.j,0.+0.13981490487677206j,0.01904592697953494+0.j,0.+0.10711641176478547j,0.18775560878666006+0.j,0.-0.19890442903263428j,-0.14532829484560678+0.j,0.+0.050902897044386636j,-0.0545946859597286+0.j,0.+0.14615239318174436j,0.2089470648154982+0.j,0.-0.23880364022605502j,-0.23953154265511786+0.j,0.+0.21919769399639358j,0.18682214839437455+0.j,0.-0.1501950985218637j,-0.11488008946798403+0.j,0.+0.08411705364969861j,0.0592392174960107+0.j,0.-0.04027350437477225j,-0.026509814457708118+0.j,0.+0.016937131560523167j,0.010524935799856016+0.j,0.-0.006372591154672738j,-0.003765283455018657+0.j,0.+0.0021739513713210064j,0.0012279779950349263+0.j,0.-0.0006793321157207244j,-0.00036841713000582626+0.j,0.+0.00019603748765086834j,0.00010242868001062702+0.j,0.-0.000052589524885917256j,-0.000026549640512273638+0.j,0.+0.000013187541962260198j,6.448507282857572e-6+0.j,0.-3.1057854874444483e-6j,-1.4740486128178374e-6+0.j,0.+6.89727304156652e-7j,3.1831190278955225e-7+0.j,0.-1.449477246025004e-7j,-6.515022152757555e-8+0.j,0.+2.8914779998046842e-8j,1.2675595131898355e-8+0.j,0.-5.490329782726335e-9j,-2.3503906494656483e-9+0.j,0.+9.94755926659241e-10j,4.163370820950532e-10+0.j,0.-1.7236031704929842e-10j,-7.059914219013897e-11+0.j,0.+2.861758400143612e-11j,1.1482457165276554e-11+0.j,0.-4.5613954818842795e-12j,-1.7943634109369643e-12+0.j,0.+6.991299876224007e-13j,2.698496834492462e-13+0.j,0.-1.0320024160581775e-13j,-3.911196589484206e-14+0.j,0.+1.4692007730965208e-14j,5.4709778573299496e-15+0.j,0.-2.0198924892489675e-15j,-7.3949596791204e-16+0.j,0.+2.6850360100457163e-16j,9.670111830866857e-17+0.j,0.-3.4549219351622465e-17j,-1.2246914379773596e-17+0.j,0.+4.3077582271784546e-18j,1.5037128036168409e-18+0.j,0.-5.209769230553411e-19j,-1.7916846446706007e-19+0.j,0.+6.117051313257821e-20j,2.073512548905713e-20+0.j,0.-6.97911495432606e-21j,-2.33274358580025e-21+0.j,0.+7.743712034632728e-22j,2.5532202963834982e-22+0.j,0.-8.362275969317667e-23j,-2.7208019093589524e-23+0.j,0.+8.795157434991917e-24j,2.8248904360085034e-24+0.j,0.-9.015855647261609e-25j,-2.859530673921217e-25+0.j,0.+9.013620220978847e-26j
