0.003500439396667034+0.j,0.-0.011771959243111193j,-0.02799367644871679+0.j,0.+0.054353247580528716j,0.09139484258146965+0.j,0.-0.13745573794209676j,-0.1887180477678312+0.j,0.+0.23987810094415243j,0.2852146276709552+0.j,0.-0.3197250965767815j,-0.34001878719519246+0.j,0.+0.34477261121269787j,0.33470971793503257+0.j,0.-0.3121927637255636j,-0.2805982778685391+0.j,0.+0.24364951907107707j,0.20484801214094508+0.j,0.-0.16708346760938053j,-0.1324412936309862+0.j,0.+0.10218162390620643j,0.07683940428930214+0.j,0.-0.056389796671184496j,-0.04043108302813063+0.j,0.+0.028351604614199444j,0.01946248135574757+0.j,0.-0.013090444445792842j,-0.008633639382060241+0.j,0.+0.005587765981289826j,0.00355128380132762+0.j,0.-0.002217749899168187j,-0.0013616896220186604+0.j,0.+0.0008224764419084094j,0.0004889615000780177+0.j,0.-0.0002862489364351207j,-0.0001650937414702861+0.j,0.+0.00009384751437598764j,0.00005260144937581896+0.j,0.-0.000029081917328126632j,-0.000015865633726253916+0.j,0.+8.543804596995486e-6j,4.54304980779865e-6+0.j,0.-2.3860621775390173e-6j,-1.2381786128401466e-6+0.j,0.+6.350022396929329e-7j,3.219401229426214e-7+0.j,0.-1.6139684298123122e-7j,-8.002806317429902e-8+0.j,0.+3.9257222013289044e-8j,1.90557098789887e-8+0.j,0.-9.154893128053537e-9j,-4.3540605409296775e-9+0.j,0.+2.050385689510174e-9j,9.562249627239155e-10+0.j,0.-4.417212870530764e-10j,-2.0215181070448814e-10+0.j,0.+9.166899661726683e-11j,4.119596219621787e-11+0.j,0.-1.8350310188166472e-11j,-8.103182118988478e-12+0.j,0.+3.5477726442886344e-12j,1.5403036417768403e-12+0.j,0.-6.632352670653468e-13j,-2.8326828515699126e-13+0.j,0.+1.2002006715817708e-13j,5.045335666598024e-14+0.j,0.-2.1045515768356402e-14j,-8.711918271500554e-15+0.j,0.+3.579336902194327e-15j,1.4597359649976976e-15+0.j,0.-5.909843082167442e-16j,-2.375489506990803e-16+0.j,0.+9.480912288348621e-17j,3.7575958478620366e-17+0.j,0.-1.4790226467479437e-17j,-5.782094040761084e-18+0.j,0.+2.245332723675118e-18j,8.661639343168936e-19+0.j,0.-3.319563040585527e-19j,-1.2640370566893066e-19+0.j,0.+4.782692367400845e-20j,1.7982647875482772e-20+0.j,0.-6.719505559310743e-21j,-2.4954942764291313e-21+0.j,0.+9.211783420699376e-22j,3.3801055518108555e-22+0.j,0.-1.2329543189139762e-22j,-4.471198463311391e-23+0.j,0.+1.6120945425928184e-23j,5.779301588976449e-24+0.j,0.-2.0601865229339804e-24j,-7.303171072316009e-25+0.j,0.+2.5746426806684956e-25j,9.027120452643806e-26+0.j,0.-3.147994391362177e-26j,-1.0919335495635927e-26+0.j,0.+3.767563613848278e-27j,1.2931567293794422e-27+0.j,0.-4.415617885117075e-28j,-1.5000461914184273e-28+0.j,0.+5.070061438086677e-29j
0.-0.011771959243111193j,-0.03608859749779256+0.j,0.+0.07749452194853473j,0.13430321526311748+0.j,0.-0.1986538787748678j,-0.25789784148031014+0.j,0.+0.2979613798928169j,0.30740776697562433+0.j,0.-0.28069756238729937j,-0.21958993177203928+0.j,0.+0.1324218590836649j,0.031753735702897495+0.j,0.+0.0687003419158352j,0.15691043130798443+0.j,0.-0.2244678308173982j,-0.26736040859555293+0.j,0.+0.28569529103636454j,0.28270917024139286+0.j,0.-0.2634757453305047j,-0.2336619522063273+0.j,0.+0.1985596025423161j,0.16248379748916775+0.j,0.-0.12852207185448733j,-0.09855436560795716+0.j,0.+0.07344170715888759j,0.053289311096289586+0.j,0.-0.037713547929503j,-0.02607007864521757+0.j,0.+0.017624729633812834j,0.011665967324053424+0.j,0.-0.007567761444267335j,-0.004815583011156457+0.j,0.+0.0030082544076605114j,0.0018462163042901325+0.j,0.-0.0011138943958098927j,-0.000661099049973715+0.j,0.+0.00038618668922316693j,0.0002221597905945137+0.j,0.-0.00012591693580374632j,-0.00007034808103130963+0.j,0.+0.000038757512258823395j,0.000021065397808048962+0.j,0.-0.000011299462113328358j,-5.983770950281679e-6+0.j,0.+3.1294454034138617e-6j,1.6168632663945315e-6+0.j,0.-8.255126926389896e-7j,-4.1662292872326625e-7+0.j,0.+2.078977604677397e-7j,1.026021118110386e-7+0.j,0.-5.0092187466303085e-8j,-2.4198775458632327e-8+0.j,0.+1.156976196583207e-8j,5.47591644708625e-9+0.j,0.-2.5661398113898894e-9j,-1.1909156001967899e-9+0.j,0.+5.474461529057911e-10j,2.4931069752941087e-10+0.j,0.-1.1250084005421561e-10j,-5.031058217206519e-11+0.j,0.+2.2300895705273047e-11j,9.799699311201512e-12+0.j,0.-4.269689965081468e-12j,-1.8447454571835353e-12+0.j,0.+7.904861646950451e-13j,3.359920070922581e-13+0.j,0.-1.4167644311365479e-13j,-5.92728332335548e-14+0.j,0.+2.460688387759319e-14j,1.0138000486459277e-14+0.j,0.-4.145653600658772e-15j,-1.6827804564535459e-15+0.j,0.+6.781143341789009e-16j,2.7130967631196973e-16+0.j,0.-1.07785187059971e-16j,-4.2523361147243136e-17+0.j,0.+1.666145212796531e-17j,6.484190376188511e-18+0.j,0.-2.5066636995185033e-18j,-9.626590187944948e-19+0.j,0.+3.6730145992530153e-19j,1.3924616909626603e-19+0.j,0.-5.2455376677437834e-20j,-1.9637116942920862e-20+0.j,0.+7.306011246474799e-21j,2.701661452862318e-21+0.j,0.-9.930286289164056e-22j,-3.6283097438151244e-22+0.j,0.+1.317921121921795e-22j,4.759342572775653e-23+0.j,0.-1.7088592869031466e-23j,-6.100930203905661e-24+0.j,0.+2.165928920764645e-24j,7.646770847500238e-25+0.j,0.-2.6848771232015855e-25j,-9.375822088023062e-26+0.j,0.+3.256555444385919e-26j,1.1251146775430758e-26+0.j,0.-3.866773945947308e-27j,-1.3220212165785538e-27+0.j
-0.02799367644871679+0.j,0.+0.07749452194853473j,0.148193095054341+0.j,0.-0.224461541207731j,-0.28246477581883533+0.j,0.+0.2991807716017674j,0.2618589177306925+0.j,0.-0.17357985758570205j,-0.052682252877380854+0.j,0.-0.07326538695684068j,-0.1761193132732051+0.j,0.+0.23504651888821365j,0.24114961418123318+0.j,0.-0.1979802453995702j,-0.11863770943499126+0.j,0.+0.021051611546799735j,-0.07682706429773581+0.j,0.+0.16065636628767965j,0.2215831424888957+0.j,0.-0.2564395108242764j,-0.26672995571874136+0.j,0.+0.25702076662333306j,0.2332727693482007+0.j,0.-0.20147762620867768j,-0.1667582234220384+0.j,0.+0.13293385696670437j,0.10245466319268105+0.j,0.-0.07657387061872281j,-0.055633759094286424+0.j,0.+0.0393713429226173j,0.027185987855157773+0.j,0.-0.01834286763919949j,-0.012108713957411046+0.j,0.+0.007829291483727737j,0.004963307990987512+0.j,0.-0.003087663427062954j,-0.0018864551792122325+0.j,0.+0.0011327565797537912j,0.0006689420591785107+0.j,0.-0.000388746651088367j,-0.000222440958751726+0.j,0.+0.0001253886605493225j,0.00006966370001453003+0.j,0.-0.00003816406477173371j,-0.00002062456373214396+0.j,0.+0.00001099936793977972j,5.791137628307426e-6+0.j,0.-3.011093436417051e-6j,-1.5466470595281116e-6+0.j,0.+7.850539632220101e-7j,3.938915186660007e-7+0.j,0.-1.954085469383421e-7j,-9.587717621302342e-8+0.j,0.+4.653728552924543e-8j,2.235142533469294e-8+0.j,0.-1.0624957714694059e-8j,-4.99990805210736e-9+0.j,0.+2.329702770812244e-9j,1.0750526041432399e-9+0.j,0.-4.913975830836939e-10j,-2.2253095814270727e-10+0.j,0.+9.985707256264216e-11j,4.4409109316804896e-11+0.j,0.-1.9576777479068323e-11j,-8.555682941750948e-12+0.j,0.+3.7074767182392065e-12j,1.5932210648254621e-12+0.j,0.-6.79061116448937e-13j,-2.871019585073932e-13+0.j,0.+1.2042458871404474e-13j,5.0118870469850976e-14+0.j,0.-2.0698936227997537e-14j,-8.484129307791783e-15+0.j,0.+3.451669909879395e-15j,1.3939995486863983e-15+0.j,0.-5.589263765059154e-16j,-2.2251073008745865e-16+0.j,0.+8.796221045568131e-17j,3.453291872080032e-17+0.j,0.-1.3464937404048567e-17j,-5.214948677443235e-18+0.j,0.+2.0063652916363994e-18j,7.668718245348014e-19+0.j,0.-2.912231329541556e-19j,-1.0988939468551735e-19+0.j,0.+4.120482493944486e-20j,1.5354560407247945e-20+0.j,0.-5.68666288584443e-21j,-2.093347243168842e-21+0.j,0.+7.659860495608095e-22j,2.7862979367075077e-22+0.j,0.-1.0076087092975073e-22j,-3.6227950717099207e-23+0.j,0.+1.2951266743766544e-23j,4.6038991663016566e-24+0.j,0.-1.6274671482653423e-24j,-5.721352382338836e-25+0.j,0.+2.0003765709126208e-25j,6.956285298782777e-26+0.j,0.-2.406140451821132e-26j
0.+0.054353247580528716j,0.13430321526311748+0.j,0.-0.224461541207731j,-0.2876272497267785+0.j,0.+0.2892550656360835j,0.21623668113487962+0.j,0.-0.08532655529923695j,0.06296895458057732+0.j,0.-0.18116549315476013j,-0.23350231244963732+0.j,0.+0.20819413861741515j,0.11912960227497343+0.j,0.+0.001870698079335289j,0.11758937798350749+0.j,0.-0.1973361604353576j,-0.22440762851118515+0.j,0.+0.19778603319974752j,0.12904957011541884+0.j,0.-0.03670544990747091j,0.059729080593200055+0.j,0.-0.14423417614298803j,-0.20666294950226308+0.j,0.+0.24308707261888599j,0.254708870965267+0.j,0.-0.24608269527011606j,-0.22328170456896204+0.j,0.+0.1924180496724442j,0.15868617816004207+0.j,0.-0.12591709064035372j,-0.09652796677620973+0.j,0.+0.07171809969702203j,0.0517757370370632+0.j,0.-0.036396962059830375j,-0.024958505668714607+0.j,0.+0.016720435260632147j,0.010957836887411547+0.j,0.-0.007033189605857175j,-0.0044256233349506775+0.j,0.+0.0027326749780788324j,0.0016571043235101563+0.j,0.-0.000987604936845167j,-0.0005788719853890296+0.j,0.+0.0003339005628493454j,0.00018964217451864258+0.j,0.-0.000106112053241018j,-0.00005852193404377635+0.j,0.+0.0000318268825652988j,0.000017075566049272804+0.j,0.-9.041363737310473e-6j,-4.726418555372823e-6+0.j,0.+2.4401794046948666e-6j,1.244646038224528e-6+0.j,0.-6.27393046575371e-7j,-3.126303976549727e-7+0.j,0.+1.5404287444206802e-7j,7.507339241094041e-8+0.j,0.-3.619711288595297e-8j,-1.7270682657769637e-8+0.j,0.+8.156280059938957e-9j,3.813437936127852e-9+0.j,0.-1.76552492483273e-9j,-8.095625883608687e-10+0.j,0.+3.6773042237644615e-10j,1.6549732655213051e-10+0.j,0.-7.380932627992898e-11j,-3.262600391266717e-11+0.j,0.+1.4296167924512715e-11j,6.210786344320553e-12+0.j,0.-2.675532972300865e-12j,-1.1430731210585204e-12+0.j,0.+4.843939305744342e-13j,2.036306868436604e-13+0.j,0.-8.493065864452426e-14j,-3.5149364325469944e-14+0.j,0.+1.443628214273519e-14j,5.884771807597224e-15+0.j,0.-2.3811684700574593e-15j,-9.56500395313467e-16+0.j,0.+3.8147101774779637e-16j,1.5106530404131875e-16+0.j,0.-5.940715828003346e-17j,-2.320205736429468e-17+0.j,0.+9.000558454210318e-18j,3.4682313784095293e-18+0.j,0.-1.3276438754150966e-18j,-5.049266145953259e-19+0.j,0.+1.9080301772290333e-19j,7.164546631900637e-20+0.j,0.-2.673461453456548e-20j,-9.914600236928416e-21+0.j,0.+3.654483553386103e-21j,1.3389333272484998e-21+0.j,0.-4.876473087378693e-22j,-1.7656217783091336e-22+0.j,0.+6.355720093748359e-23j,2.2747655405605194e-23+0.j,0.-8.095471849532867e-24j,-2.8649003808150116e-24+0.j,0.+1.0082454035901765e-24j,3.528899203554551e-25+0.j
0.09139484258146965+0.j,0.-0.1986538787748678j,-0.28246477581883533+0.j,0.+0.2892550656360835j,0.19875438092987757+0.j,0.-0.04020441472798875j,0.1213583883333674+0.j,0.-0.21875855397475957j,-0.21557774977774102+0.j,0.+0.12088528335450685j,-0.019121677651728952+0.j,0.+0.1449348083633423j,0.20948409771668877+0.j,0.-0.19435378029879896j,-0.11183065140628969+0.j,0.-0.0047989954759625544j,-0.11623856337913813+0.j,0.+0.19074984098418415j,0.2120353611158729+0.j,0.-0.18043196503845335j,-0.10897110267579374+0.j,0.+0.017021190027104914j,-0.07591730560388418+0.j,0.+0.15461002753804193j,0.21011936317634866+0.j,0.-0.23975914030787324j,-0.24570844082555737+0.j,0.+0.23308636706373864j,0.20811490780469186+0.j,0.-0.17673062079137977j,-0.1437589285096286+0.j,0.+0.11259397443690446j,0.0852425032446796+0.j,0.-0.06257465283391321j,-0.04465055512969173+0.j,0.+0.031034140653626804j,0.021047220873007488+0.j,0.-0.013948937125650204j,-0.009045701454097473+0.j,0.+0.005746358330809002j,0.0035795688839180694+0.j,0.-0.0021885068360035253j,-0.0013143067008631586+0.j,0.+0.0007758833903265364j,0.0004505447993944756+0.j,0.-0.00025750616853389486j,-0.00014494071480064278+0.j,0.+0.00008038453762124816j,0.000043948466631112914+0.j,0.-0.00002369731273422096j,-0.00001260725781722549+0.j,0.+6.620314252184463e-6j,3.4326753560363717e-6+0.j,0.-1.7580579715690872e-6j,-8.896547410481668e-7+0.j,0.+4.449705546780088e-7j,2.2003356332915708e-7+0.j,0.-1.0760049728247847e-7j,-5.2050036824143825e-8+0.j,0.+2.4912502109530634e-8j,1.180065610961292e-8+0.j,0.-5.533317876923912e-9j,-2.5689133614027673e-9+0.j,0.+1.1811015521826168e-9j,5.378791185623442e-10+0.j,0.-2.4267436674153495e-10j,-1.0848848569464125e-10+0.j,0.+4.806616800197861e-11j,2.1108826473098555e-11+0.j,0.-9.190248575899161e-12j,-3.967310821132276e-12+0.j,0.+1.6983834407745599e-12j,7.211211584373256e-13+0.j,0.-3.037203692836774e-13j,-1.2690856204649865e-13+0.j,0.+5.2615707071415026e-14j,2.1647197107282632e-14+0.j,0.-8.838981368303651e-15j,-3.5823488688423456e-15+0.j,0.+1.4412783744806005e-15j,5.756915976508834e-16+0.j,0.-2.2831801394139e-16j,-8.991736739186132e-17+0.j,0.+3.5167673062420484e-17j,1.3661003141120578e-17+0.j,0.-5.271103094501383e-18j,-2.0204136244699056e-18+0.j,0.+7.69374372563525e-19j,2.9109284045056424e-19+0.j,0.-1.0943555037332396e-19j,-4.088407379294874e-20+0.j,0.+1.5179362750970936e-20j,5.60132099377956e-21+0.j,0.-2.0544613332360064e-21j,-7.490456471544594e-22+0.j,0.+2.714893607120532e-22j,9.782778259402372e-23+0.j,0.-3.504825310114922e-23j,-1.2485171417558439e-23+0.j,0.+4.422574079279393e-24j
0.-0.13745573794209676j,-0.25789784148031014+0.j,0.+0.2991807716017674j,0.21623668113487962+0.j,0.-0.04020441472798875j,0.13828786729657713+0.j,0.-0.22656195025166515j,-0.1854146444805969+0.j,0.+0.047513854502478935j,-0.10741922021776878+0.j,0.+0.1997161699273801j,0.18961658179877092+0.j,0.-0.09052721782253412j,0.045479349405307075+0.j,0.-0.1570253542923367j,-0.20091394872914203+0.j,0.+0.16623541765480812j,0.07255004633022998+0.j,0.+0.043026077658189964j,0.14196749259717248+0.j,0.-0.1969739018259878j,-0.1977248270923512+0.j,0.+0.14988182826992566j,0.06970543918117678+0.j,0.+0.02271891672514649j,0.10924895533311889+0.j,0.-0.1771951243905633j,-0.2204182927361899+0.j,0.+0.23858299019548906j,0.23540828647611214+0.j,0.-0.216689725904453j,-0.18861810132588672+0.j,0.+0.15663996672504862j,0.12488111951188194+0.j,0.-0.0960213245241947j,-0.07145963210938877+0.j,0.+0.05161880238414831j,0.036275750678887324+0.j,0.-0.02485003925873395j,-0.016620878732956878+0.j,0.+0.010869566626120349j,0.006958861484112392+0.j,0.-0.004366208411675266j,-0.0026873930939567484+0.j,0.+0.0016240330903108263j,0.0009643510524200485+0.j,0.-0.0005630673845082706j,-0.0003234833238998528+0.j,0.+0.0001829648989492091j,0.00010194024997224476+0.j,0.-0.00005597645731931897j,-0.000030307552419629602+0.j,0.+0.000016187207287295953j,8.531902565128513e-6+0.j,0.-4.439547813438384e-6j,-2.2814255047770524e-6+0.j,0.+1.1582308936099384e-6j,5.81090146240389e-7+0.j,0.-2.8819203187843304e-7j,-1.4132991881583376e-7+0.j,0.+6.85515238366149e-8j,3.289593717057714e-8+0.j,0.-1.562123637920692e-8j,-7.342388313610667e-9+0.j,0.+3.4166795702641285e-9j,1.574374084456441e-9+0.j,0.-7.185155754460043e-10j,-3.2484265448621494e-10+0.j,0.+1.4551208034532997e-10j,6.459388785419542e-11+0.j,0.-2.8420017383202305e-11j,-1.2395643108321452e-11+0.j,0.+5.360362404689325e-12j,2.2986116383713206e-12+0.j,0.-9.775680361537358e-13j,-4.1238193587626997e-13+0.j,0.+1.7257690465133992e-13j,7.16561113332828e-14+0.j,0.-2.952340896820153e-14j,-1.2071905644610364e-14+0.j,0.+4.8992865962387015e-15j,1.9737289499493157e-15+0.j,0.-7.893838359635388e-16j,-3.13459837141988e-16+0.j,0.+1.2359873172957754e-16j,4.839814126963147e-17+0.j,0.-1.882212848676682e-17j,-7.270692091136466e-18+0.j,0.+2.789909671350343e-18j,1.0635334923869023e-18+0.j,0.-4.0280701342025386e-19j,-1.5158800784416784e-19+0.j,0.+5.668795450902392e-20j,2.1067356315603417e-20+0.j,0.-7.781384670426648e-21j,-2.8567005353518584e-21+0.j,0.+1.042476044340396e-21j,3.7817492038406305e-22+0.j,0.-1.3638782072024545e-22j,-4.8904056086553806e-23+0.j
-0.1887180477678312+0.j,0.+0.2979613798928169j,0.2618589177306925+0.j,0.-0.08532655529923695j,0.1213583883333674+0.j,0.-0.22656195025166515j,-0.1727673828522227+0.j,0.+0.009847722522027053j,-0.1488648681066175+0.j,0.+0.20567215538153671j,0.13552007210482422+0.j,0.+0.010085380030456679j,0.14387018841787783+0.j,0.-0.19569273129763773j,-0.14611504144593288+0.j,0.+0.027563278768396163j,-0.09986037383972647+0.j,0.+0.180209271564356j,0.18473245383302028+0.j,0.-0.11834693564968769j,-0.011236734406713732+0.j,0.-0.09704072624874462j,-0.17283593359772167+0.j,0.+0.1977509698125457j,0.1706025163103868+0.j,0.-0.10361712195273413j,-0.01585787999718368+0.j,0.-0.07326722579293028j,-0.14859855461513785+0.j,0.+0.20132025335277512j,0.22888762146933567+0.j,0.-0.23358156720467185j,-0.22053806390888245+0.j,0.+0.19589939351353836j,0.16544531093269715+0.j,0.-0.13380396939794464j,-0.10417027996530048+0.j,0.+0.07837949075425812j,0.05717443594216125+0.j,0.-0.04053600066676434j,-0.027991695797841935+0.j,0.+0.018859671143127504j,0.012416888475013634+0.j,0.-0.007998994276092313j,-0.005047800027056134+0.j,0.+0.003123604692965786j,0.0018971111939262496+0.j,0.-0.0011317960402332532j,-0.0006637497558263871+0.j,0.+0.00038290822486304653j,0.00021742401286695086+0.j,0.-0.00012158765940753586j,-0.00006699900509937132+0.j,0.+0.00003639611259966175j,0.000019500488908105735+0.j,0.-0.000010309145364958036j,-5.37969217153278e-6+0.j,0.+2.7721072950841968e-6j,1.4110132257603363e-6+0.j,0.-7.096797335886415e-7j,-3.528075318340597e-7+0.j,0.+1.7341393436799293e-7j,8.429867211963374e-8+0.j,0.-4.053795570349389e-8j,-1.9289254531375806e-8+0.j,0.+9.084152997804118e-9j,4.235131607478567e-9+0.j,0.-1.9550436314973654e-9j,-8.93804433934281e-10+0.j,0.+4.0477214384223534e-10j,1.8161124041826703e-10+0.j,0.-8.074532304681683e-11j,-3.5580328241230446e-11+0.j,0.+1.5541497060069666e-11j,6.730319598523646e-12+0.j,0.-2.8900505814291996e-12j,-1.2307408746251476e-12+0.j,0.+5.198540109747325e-13j,2.1782600752324239e-13+0.j,0.-9.055438764864059e-14j,-3.7353955787609356e-14+0.j,0.+1.5291323190756275e-14j,6.212796834423673e-15+0.j,0.-2.505609686161899e-15j,-1.003166061781508e-15+0.j,0.+3.987611341912688e-16j,1.5739081180322809e-16+0.j,0.-6.169032887051163e-17j,-2.4014261006811847e-17+0.j,0.+9.284912393189096e-18j,3.5660189122689176e-18+0.j,0.-1.3605871775560311e-18j,-5.157563139888208e-19+0.j,0.+1.9425655027991003e-19j,7.270364883442575e-20+0.j,0.-2.7040932688340644e-20j,-9.99554836562449e-21+0.j,0.+3.6723558793341985e-21j,1.3411238797295582e-21+0.j,0.-4.868677660466984e-22j
0.+0.23987810094415243j,0.30740776697562433+0.j,0.-0.17357985758570205j,0.06296895458057732+0.j,0.-0.21875855397475957j,-0.1854146444805969+0.j,0.+0.009847722522027053j,-0.16025001630911956+0.j,0.+0.19974868015328343j,0.09263144622773302+0.j,0.+0.07356669283006126j,0.18270285215504778+0.j,0.-0.16966745978737607j,-0.052681551016334364+0.j,0.-0.09102557684003376j,-0.17885504164218086+0.j,0.+0.1686035358466172j,0.07344150622605855+0.j,0.+0.054165680071713046j,0.15391846363825556+0.j,0.-0.1857599032219148j,-0.14281033722141465+0.j,0.+0.04765564380400523j,-0.061931954346498425+0.j,0.+0.14931206098675132j,0.19070150107978664+0.j,0.-0.17953908137013638j,-0.12427368150696944+0.j,0.+0.04234806127256931j,-0.04656097311721591+0.j,0.+0.1258351736690739j,0.18477124451141136+0.j,0.-0.2190941121209045j,-0.22983494085899842+0.j,0.+0.2214449364962698j,0.1998697357114712+0.j,0.-0.17102881588536678j,-0.13986698593402075+0.j,0.+0.1099446884443151j,0.08342880923243945+0.j,0.-0.061319539956869576j,-0.04377181281735063+0.j,0.+0.030413556821034107j,0.020607532920986698+0.j,0.-0.013638319062273481j,-0.008828118415266503+0.j,0.+0.005595893595714819j,0.0034771654187914476+0.j,0.-0.0021200503719770564j,-0.0012694050020925613+0.j,0.+0.0007469992383828676j,0.0004323230849216491+0.j,0.-0.0002462301642399172j,-0.00013809316968252855+0.j,0.+0.00007630183199708515j,0.00004155715404792988+0.j,0.-0.000022320579845980353j,-0.000011827718974572798+0.j,0.+6.185959381012632e-6j,3.194385277240152e-6+0.j,0.-1.6292784928147844e-6j,-8.210615845561684e-7+0.j,0.+4.0894497154037593e-7j,2.0136852365043866e-7+0.j,0.-9.805682915527872e-8j,-4.7232324000075604e-8+0.j,0.+2.2510536913486586e-8j,1.0617492541989865e-8+0.j,0.-4.9573227593354285e-9j,-2.2916933378495814e-9+0.j,0.+1.0491572167264734e-9j,4.757580242432569e-10+0.j,0.-2.137352543226377e-10j,-9.514593604966877e-11+0.j,0.+4.1976350174368813e-11j,1.8356620443378562e-11+0.j,0.-7.958382818945933e-12j,-3.4211231448309706e-12+0.j,0.+1.458443421674099e-12j,6.16666414853461e-13+0.j,0.-2.5864936982499956e-13j,-1.0762952723290403e-13+0.j,0.+4.443925521669242e-14j,1.820840852640746e-14+0.j,0.-7.404569672459166e-15j,-2.988830612621092e-15+0.j,0.+1.1976386992421746e-15j,4.764542702924154e-16+0.j,0.-1.882061803150487e-16j,-7.382590078530051e-17+0.j,0.+2.876003877844578e-17j,1.1128031838570707e-17+0.j,0.-4.2769734024237195e-18j,-1.6329917316827537e-18+0.j,0.+6.194403597957731e-19j,2.3346449706075516e-19+0.j,0.-8.743488912908973e-20j,-3.254070806869374e-20+0.j,0.+1.2036004956376445e-20j,4.424709283538906e-21+0.j
0.2852146276709552+0.j,0.-0.28069756238729937j,-0.052682252877380854+0.j,0.-0.18116549315476013j,-0.21557774977774102+0.j,0.+0.047513854502478935j,-0.1488648681066175+0.j,0.+0.19974868015328343j,0.07725080270456423+0.j,0.+0.10172684756884456j,0.191035769876057+0.j,0.-0.13096876652692052j,0.02203007869827696+0.j,0.-0.15364615330240924j,-0.17792038737632299+0.j,0.+0.08801641629345872j,-0.052469926761039384+0.j,0.+0.1584579587847001j,0.17456515486557259+0.j,0.-0.09953385538432158j,0.022498270953326776+0.j,0.-0.13116420886865526j,-0.1801616781817594+0.j,0.+0.15444105703593014j,0.07026247861100986+0.j,0.+0.03720518761448995j,0.13032037757115028+0.j,0.-0.18207317139647602j,-0.18214300102339243+0.j,0.+0.13598921925884647j,0.05945285690739575+0.j,0.+0.028014111919069037j,0.10903998642876037+0.j,0.-0.17170891675992278j,-0.2105192402899321+0.j,0.+0.2255405622588389j,0.22063478402392028+0.j,0.-0.20150978305491277j,-0.17410899313056777+0.j,0.+0.14355459610446883j,0.11364366674928425+0.j,0.-0.08677340651930315j,-0.06413215878064496+0.j,0.+0.0460086114337196j,0.03211301192194695+0.j,0.-0.02184949695913972j,-0.014515576941017603+0.j,0.+0.009429206947319479j,0.0059965449738232065+0.j,0.-0.003737536731733781j,-0.002285331763399327+0.j,0.+0.0013720492590935602j,0.0008094447036682259+0.j,0.-0.0004695811464374639j,-0.0002680538390191323+0.j,0.+0.0001506537104106438j,0.00008341076578583405+0.j,0.-0.000045516507967461j,-0.000024492013482278213+0.j,0.+0.000013001061410348476j,6.810975190741501e-6+0.j,0.-3.5227515503434115e-6j,-1.799503884412902e-6+0.j,0.+9.081721701623585e-7j,4.5296680205065183e-7+0.j,0.-2.2334581945332957e-7j,-1.0889953445011e-7+0.j,0.+5.2520396569049575e-8j,2.50607963435755e-8+0.j,0.-1.1834019911080935e-8j,-5.531474281598393e-9+0.j,0.+2.5598623532459996e-9j,1.1731432423544713e-9+0.j,0.-5.325148803590055e-10j,-2.3946526300655883e-10+0.j,0.+1.0669981052097873e-10j,4.711640129283632e-11+0.j,0.-2.0622524158730856e-11j,-8.948367008331655e-12+0.j,0.+3.849872135648789e-12j,1.6425367950863743e-12+0.j,0.-6.950459420948292e-13j,-2.917444232585309e-13+0.j,0.+1.2149017312090666e-13j,5.0197967162196855e-14+0.j,0.-2.0582230022616855e-14j,-8.37554625609464e-15+0.j,0.+3.382981598769621e-15j,1.3564432367163056e-15+0.j,0.-5.399670457831199e-16j,-2.1342396495288642e-16+0.j,0.+8.376732416076371e-17j,3.2651678364867004e-17+0.j,0.-1.2640910881775016e-17j,-4.8611001726987015e-18+0.j,0.+1.8570101653424635e-18j,7.04784816490942e-19+0.j,0.-2.657659282190016e-19j,-9.958169014110883e-20+0.j,0.+3.707942917330051e-20j
