0.004792478778578183+0.j,0.-0.015662987211458944j,-0.036197117734612795+0.j,0.+0.068301109398806j,0.11161232552805814+0.j,0.-0.1631328974133934j,-0.21766084931556298+0.j,0.+0.2688720722116498j,0.3106812871006576+0.j,0.-0.3384606902833198j,-0.3498022758463634+0.j,0.+0.3446995234570822j,0.3252104219177313+0.j,0.-0.2947862168207059j,-0.25748833003149546+0.j,0.+0.21728328369599012j,0.17753366530314524+0.j,0.-0.14072480438800072j,-0.10840487074918095+0.j,0.+0.0812805044601125j,0.059399910059516885+0.j,0.-0.04236337331866554j,-0.02951845273251947+0.j,0.+0.020116112984044355j,0.013420010023911487+0.j,0.-0.008771971879009023j,-0.005622441580599196+0.j,0.+0.0035363681007276205j,0.002184202217201001+0.j,0.-0.0013255870098494342j,-0.0007909736338399772+0.j,0.+0.00046429665518862276j,0.00026824705378285273+0.j,0.-0.0001526133008142045j,-0.00008553962105691156+0.j,0.+0.000047254992076404634j,0.0000257401361162941+0.j,0.-0.000013830069800383782j,-7.332413841387856e-6+0.j,0.+3.8373292132578975e-6j,1.982957741482062e-6+0.j,0.-1.0121291327908277e-6j,-5.104176401588312e-7+0.j,0.+2.543934015336969e-7j,1.253412146435047e-7+0.j,0.-6.106636046801348e-8j,-2.942642587394808e-8+0.j,0.+1.4028233364500298e-8j,6.617542788389739e-9+0.j,0.-3.0896772348829885e-9j,-1.4280470145719594e-9+0.j,0.+6.535394562774964e-10j,2.9619964625216936e-10+0.j,0.-1.3297224330752558e-10j,-5.913961739707149e-11+0.j,0.+2.606222925163919e-11j,1.1382350164261904e-11+0.j,0.-4.927298908988328e-12j,-2.114507876099117e-12+0.j,0.+8.996999496797295e-13j,3.7960896981936045e-13+0.j,0.-1.5884953330753423e-13j,-6.593325147448301e-14+0.j,0.+2.7148673432912838e-14j,1.1091059147943258e-14+0.j,0.-4.496045916859728e-15j,-1.8087275971835155e-15+0.j,0.+7.221878182248678e-16j,2.8622666939691394e-16+0.j,0.-1.126159608285582e-16j,-4.3991150619428944e-17+0.j,0.+1.7062809493943658e-17j,6.572017157362516e-18+0.j,0.-2.5139211592827633e-18j,-9.55102954209357e-19+0.j,0.+3.6044080548544164e-19j,1.3512681808205171e-19+0.j,0.-5.032810549898965e-20j,-1.8624202115002707e-20+0.j,0.+6.848232956129924e-21j,2.5023492679007215e-21+0.j,0.-9.086985019788301e-22j,-3.279648353281386e-22+0.j,0.+1.1765289810055848e-22j,4.1954387130071463e-23+0.j,0.-1.4872443006215262e-23j,-5.2414021505581534e-24+0.j,0.+1.836547862850247e-24j,6.398457799000273e-25+0.j,0.-2.2166376291702996e-25j,-7.636385452043703e-26+0.j,0.+2.6162638493008156e-26j,8.914603293320023e-27+0.j,0.-3.0211684595637984e-27j,-1.0184164605704664e-27+0.j,0.+3.414900092922797e-28j,1.139086699155785e-28+0.j,0.-3.779943501051695e-29j,-1.2479197713561892e-29+0.j,0.+4.0990523332871534e-30j
0.-0.015662987211458944j,-0.04639797604052692+0.j,0.+0.0961501827503306j,0.16052940405221441+0.j,0.-0.228174029185235j,-0.2835852707963738+0.j,0.+0.311776278638018j,0.3028629021424743+0.j,0.-0.25489700871981325j,-0.17412806108304077+0.j,0.+0.07293230499334098j,-0.03360095196994171+0.j,0.+0.1312073558977935j,0.20912973946922891+0.j,0.-0.2614544865225069j,-0.28711335284216016+0.j,0.+0.28890990214784934j,0.2720671388255398+0.j,0.-0.24275127576179978j,-0.20688140308236022+0.j,0.+0.16936410151011347j,0.13375076821909251+0.j,0.-0.1022283450777527j,-0.07582117233079566+0.j,0.+0.05468856544312339j,0.0384311107860467+0.j,0.-0.026352948109575797j,-0.017657351680977453+0.j,0.+0.011574196563578422j,0.007429947895276189+0.j,0.-0.0046754447017631744j,-0.0028865203243270353+0.j,0.+0.0017497618397067003j,0.001042184589718714+0.j,0.-0.0006103165122874342j,-0.0003516184060910291+0.j,0.+0.00019940492208524445j,0.0001113711009335548+0.j,0.-0.00006129016268353298j,-0.00003324958382900238+0.j,0.+0.000017788612310008984j,9.389240402526304e-6+0.j,0.-4.891177371376504e-6j,-2.515612737581033e-6+0.j,0.+1.2778093246240268e-6j,6.412346984747142e-7+0.j,0.-3.179994849617053e-7j,-1.558897305930843e-7+0.j,0.+7.556271106680961e-8j,3.622498224015748e-8+0.j,0.-1.71801119924003e-8j,-8.062369522486923e-9+0.j,0.+3.744687496791759e-9j,1.72178031526308e-9+0.j,0.-7.838597730235995e-10j,-3.534134319256597e-10+0.j,0.+1.5783157421443298e-10j,6.983124700952194e-11+0.j,0.-3.061446407278559e-11j,-1.3301404744970896e-11+0.j,0.+5.7283913273533365e-12j,2.445681892233658e-12+0.j,0.-1.0352965610602508e-12j,-4.3460048641054696e-13+0.j,0.+1.8094110643339405e-13j,7.47248050893012e-14+0.j,0.-3.061468763785514e-14j,-1.2444787869583498e-14+0.j,0.+5.019854884587025e-15j,2.009520909770808e-15+0.j,0.-7.984389394026884e-16j,-3.149106090371252e-16+0.j,0.+1.2330378779079593e-16j,4.793523293117366e-17+0.j,0.-1.8504058566742294e-17j,-7.09342592658493e-18+0.j,0.+2.7006227590403134e-18j,1.0212485170457571e-18+0.j,0.-3.836173666932532e-19j,-1.4315383699963132e-19+0.j,0.+5.307417114483257e-20j,1.9551295515445007e-20+0.j,0.-7.15674599632759e-21j,-2.6033835390341015e-21+0.j,0.+9.411894730690941e-22j,3.3819357339842515e-22+0.j,0.-1.2079118446969921e-22j,-4.2886259168130676e-23+0.j,0.+1.5137174322145973e-23j,5.3118418814199014e-24+0.j,0.-1.853311431914355e-24j,-6.429588729995704e-25+0.j,0.+2.218081193214455e-25j,7.60954069088405e-26+0.j,0.-2.596288208319942e-26j,-8.810223324259308e-27+0.j,0.+2.973623839690656e-27j,9.983325378118754e-28+0.j,0.-3.334102597367583e-28j,-1.1076974870405685e-28+0.j
-0.036197117734612795+0.j,0.+0.0961501827503306j,0.17580481568952339+0.j,0.-0.25322354106670225j,-0.30028665517066455+0.j,0.+0.29458991562988013j,0.22932997274295117+0.j,0.-0.1166352749787472j,0.01665956102825854+0.j,0.-0.13830876912456588j,-0.22081583737890617+0.j,0.+0.24869311831158106j,0.22091462936439762+0.j,0.-0.14878378356151142j,-0.050915272937977166+0.j,0.-0.05250447964370759j,-0.1444092543503853+0.j,0.+0.21356350686279577j,0.25520392663963504+0.j,0.-0.27010736301439636j,-0.26281649495619486+0.j,0.+0.23970477773862106j,0.20735170647439033+0.j,0.-0.17145067699410058j,-0.1362671303975217+0.j,0.+0.1045390925222919j,0.07766375433969079+0.j,0.-0.05602082592646412j,-0.03931982586785307+0.j,0.+0.026902639553116663j,0.017971125400698403+0.j,0.-0.011736504152634277j,-0.007502386792273982+0.j,0.+0.0046990806470572155j,0.002886597466060799+0.j,0.-0.0017405480365143666j,-0.0010309663630287927+0.j,0.+0.0006002947105827295j,0.00034381398710861083+0.j,0.-0.00019381033894684676j,-0.00010758722819654404+0.j,0.+0.000058842860601517096j,0.000031723408231940136+0.j,0.-0.000016865882773021385j,-8.846256009932061e-6+0.j,0.+4.579290305032867e-6j,2.340357699094347e-6+0.j,0.-1.1812989854676552e-6j,-5.890753874338127e-7+0.j,0.+2.9030050956372557e-7j,1.4142172252501816e-7+0.j,0.-6.81232005172887e-8j,-3.2456217644415807e-8+0.j,0.+1.5297929446566834e-8j,7.135135308691924e-9+0.j,0.-3.2938579185851984e-9j,-1.5053397943385123e-9+0.j,0.+6.812102262218328e-10j,3.053028367074402e-10+0.j,0.-1.3553959399257217e-10j,-5.961649861356686e-11+0.j,0.+2.5984111413729633e-11j,1.1224413151210253e-11+0.j,0.-4.806227082038139e-12j,-2.040317239476288e-12+0.j,0.+8.588342082445263e-13j,3.585108703010556e-13+0.j,0.-1.4843544701526163e-13j,-6.096408942082573e-14+0.j,0.+2.484097439449676e-14j,1.0043295969226346e-14+0.j,0.-4.029491524717412e-15j,-1.6045089604896261e-15+0.j,0.+6.34164484888135e-16j,2.4881581340961197e-16+0.j,0.-9.692086753294619e-17j,-3.7485682796254064e-17+0.j,0.+1.4396821197845247e-17j,5.491156329944091e-18+0.j,0.-2.0801696647080142e-18j,-7.827301067992705e-19+0.j,0.+2.925789700238757e-19j,1.0865015507698215e-19+0.j,0.-4.0087699228433515e-20j,-1.469676752950019e-20+0.j,0.+5.354240315448315e-21j,1.9385354920833113e-21+0.j,0.-6.97562557686359e-22j,-2.4949329496331186e-22+0.j,0.+8.870189625728319e-23j,3.1349921287330604e-23+0.j,0.-1.101539299636448e-23j,-3.848161325837282e-24+0.j,0.+1.33667345329784e-24j,4.6168368172013225e-25+0.j,0.-1.58576415799302e-25j,-5.416698167931981e-26+0.j,0.+1.840175013341484e-26j,6.217817627460322e-27+0.j,0.-2.0897605391510414e-27j
0.+0.068301109398806j,0.16052940405221441+0.j,0.-0.25322354106670225j,-0.3020080562511461+0.j,0.+0.27421990121795037j,0.16819955686366525+0.j,0.-0.01611453693088883j,0.13022574488839225+0.j,0.-0.2218998856190543j,-0.23212254463878268+0.j,0.+0.16414597913401965j,0.04643418407120922+0.j,0.+0.08053773562811947j,0.17912719498570026+0.j,0.-0.22533659842280743j,-0.21292182793862466+0.j,0.+0.15123498394605292j,0.059214727200425726+0.j,0.+0.04157191599982339j,0.13257781734505192+0.j,0.-0.20150019227300195j,-0.24304305549218264+0.j,0.+0.2578672726600963j,0.25061695781466675+0.j,0.-0.22781040602344274j,-0.1961122905384696+0.j,0.+0.16120936969604216j,0.12728437806021498+0.j,0.-0.09695303657561243j,-0.07148714539388928+0.j,0.+0.05116351827070629j,0.03562322703228335+0.j,0.-0.02417484924432872j,-0.016015807055110347+0.j,0.+0.01037268073382168j,0.006575330355000028+0.j,0.-0.004084082961494163j,-0.0024879260521956394+0.j,0.+0.0014877146265451283j,0.0008739341193707693+0.j,0.-0.0005046866733757396j,-0.0002867015185872124+0.j,0.+0.0001603102520030163j,0.00008827829315199042+0.j,0.-0.000047899225308316495j,-0.000025620642173569263+0.j,0.+0.000013515422986007452j,7.0343845239888184e-6+0.j,0.-3.613657095704823e-6j,-1.8329456441455669e-6+0.j,0.+9.182952189156412e-7j,4.5455358739342006e-7+0.j,0.-2.2237717493031548e-7j,-1.0755312317914496e-7+0.j,0.+5.144017970818273e-8j,2.433557378555051e-8+0.j,0.-1.139063511713326e-8j,-5.2762340110365255e-9+0.j,0.+2.419177610854047e-9j,1.0981774853748486e-9+0.j,0.-4.936598555835386e-10j,-2.197957105410256e-10+0.j,0.+9.694576092348874e-11j,4.2367751048551365e-11+0.j,0.-1.8349094110985996e-11j,-7.876607410900316e-12+0.j,0.+3.3518077382135046e-12j,1.4141702789225864e-12+0.j,0.-5.916596470245871e-13j,-2.45500540232067e-13+0.j,0.+1.0104239799165323e-13j,4.1255693307479514e-14+0.j,0.-1.671281431860637e-14j,-6.718236332885133e-15+0.j,0.+2.680116834742559e-15j,1.061197025860979e-15+0.j,0.-4.170918053130027e-16j,-1.627453503442729e-16+0.j,0.+6.304829284410052e-17j,2.4253309454480576e-17+0.j,0.-9.264999913619182e-18j,-3.515111474979631e-18+0.j,0.+1.3246263290596566e-18j,4.958478460322115e-19+0.j,0.-1.8439252312949403e-19j,-6.812648938803286e-20+0.j,0.+2.5009414257299143e-20j,9.123087520006828e-21+0.j,0.-3.3072424807581738e-21j,-1.1915445204406533e-21+0.j,0.+4.266854631499656e-22j,1.5187672439827666e-22+0.j,0.-5.373930696838296e-23j,-1.890345799499471e-23+0.j,0.+6.611027371818326e-24j,2.2988179988193543e-24+0.j,0.-7.948348446651379e-25j,-2.7328384325596807e-25+0.j,0.+9.344223047284087e-26j,3.1775429388743546e-26+0.j
0.11161232552805814+0.j,0.-0.228174029185235j,-0.30028665517066455+0.j,0.+0.27421990121795037j,0.1461006370103554+0.j,0.+0.03172862285816022j,0.17966843003093647+0.j,0.-0.23412224522857533j,-0.1784444054332405+0.j,0.+0.046466660610437666j,-0.09878346093301457+0.j,0.+0.19632620364678013j,0.21203482809763644+0.j,0.-0.14752417005569685j,-0.033111130875090225+0.j,0.-0.08842226541524113j,-0.17870728564850177+0.j,0.+0.2150148354157876j,0.19354697581427183+0.j,0.-0.12604439891572344j,-0.03282282640540652+0.j,0.-0.06453300893594281j,-0.14859998094080706+0.j,0.+0.20880538644621846j,0.2416137378134389+0.j,0.-0.24905466394442685j,-0.23655446765181506+0.j,0.+0.21083606321623208j,0.17832974843595786+0.j,0.-0.14423534414679534j,-0.11216819467134871+0.j,0.+0.08422051826081377j,0.061253055678754324+0.j,0.-0.043265190002361835j,-0.02974347749363638+0.j,0.+0.01993791332460061j,0.013052102441606098+0.j,0.-0.008355679435376852j,-0.005237196331164292+0.j,0.+0.0032172727169244076j,0.0019389028935987724+0.j,0.-0.0011472805601490618j,-0.0006670526371379882+0.j,0.+0.00038135483600487766j,0.00021451281166018504+0.j,0.-0.00011879163824761403j,-0.00006479797871028222+0.j,0.+0.00003483349543428879j,0.000018462667286802305+0.j,0.-9.652543568848397e-6j,-4.979835321308314e-6+0.j,0.+2.536173906610558e-6j,1.275524897944135e-6+0.j,0.-6.337102418630867e-7j,-3.1111589373867655e-7+0.j,0.+1.5097800207175933e-7j,7.2441695306778e-8+0.j,0.-3.437669609116962e-8j,-1.6138069892088186e-8+0.j,0.+7.49647224172534e-9j,3.4465228258113698e-9+0.j,0.-1.5686304216869916e-9j,-7.06915405343209e-10+0.j,0.+3.1550749940366917e-10j,1.394863511909529e-10+0.j,0.-6.109622793215738e-11j,-2.6517668767171035e-11+0.j,0.+1.140693802922371e-11j,4.863929559838538e-12+0.j,0.-2.0561693093066415e-12j,-8.618868665680224e-13+0.j,0.+3.5828236545963473e-13j,1.477223103269616e-13+0.j,0.-6.041875823750895e-14j,-2.4516589979366707e-14+0.j,0.+9.871121223889004e-15j,3.94407182175134e-15+0.j,0.-1.5640371591237718e-15j,-6.156354242042083e-16+0.j,0.+2.405598827761586e-16j,9.332395975849838e-17+0.j,0.-3.594837964506511e-17j,-1.3750743465815605e-17+0.j,0.+5.2236843651285035e-18j,1.970940462841309e-18+0.j,0.-7.386805571145374e-19j,-2.750211092765053e-19+0.j,0.+1.0172790797915397e-19j,3.738663675167995e-20+0.j,0.-1.3653102814770373e-20j,-4.954735949438216e-21+0.j,0.+1.7869748976350024e-21j,6.405586144533537e-22+0.j,0.-2.2823100321037503e-22j,-8.083468921941616e-23+0.j,0.+2.846161370660313e-23j,9.963005343569132e-24+0.j,0.-3.467528619883645e-24j,-1.1999900340542449e-24+0.j,0.+4.129443081431086e-25j
0.-0.1631328974133934j,-0.2835852707963738+0.j,0.+0.29458991562988013j,0.16819955686366525+0.j,0.+0.03172862285816022j,0.19247528383632184+0.j,0.-0.2278469314367966j,-0.12960719663636786+0.j,0.-0.0353289598690511j,-0.1714924870725578+0.j,0.+0.21009597349519368j,0.14043139568575547+0.j,0.-0.005763470406681239j,0.12627413403205812+0.j,0.-0.19845982752918379j,-0.1865883995336255+0.j,0.+0.10302452799248224j,-0.01525364840503122+0.j,0.+0.12507314742254758j,0.19306565629663697+0.j,0.-0.204114859939929j,-0.16158840951652545+0.j,0.+0.08182857987112602j,-0.013520896463839928+0.j,0.+0.10432634398770418j,0.1762457257675262+0.j,0.-0.22218332140177635j,-0.24154430915954722+0.j,0.+0.2382819129903262j,0.21866011073404978+0.j,0.-0.1893576386753755j,-0.15619959956604493+0.j,0.+0.12353528761353469j,0.09412542257916225+0.j,0.-0.06934865966341593j,-0.04955253286326041+0.j,0.+0.03442204479488154j,0.023292872086973244+0.j,0.-0.015380317252164514j,-0.009924318247948863+0.j,0.+0.006265915349939455j,0.0038753043569874353+0.j,0.-0.002350168904741833j,-0.0013987929974763635+0.j,0.+0.0008177487179311373j,0.0004699122333569221+0.j,0.-0.0002656039657816242j,-0.0001477541032197519+0.j,0.+0.00008094255032508997j,0.00004368910517480952+0.j,0.-0.000023245481200381955j,-0.000012197439495108115+0.j,0.+6.3146042163167e-6j,3.226575475752272e-6+0.j,0.-1.6278564773141617e-6j,-8.111848018794737e-7+0.j,0.+3.993880457503871e-7j,1.943462361192475e-7+0.j,0.-9.349535837077109e-8j,-4.447922509001489e-8+0.j,0.+2.0931093882001383e-8j,9.745471942589729e-9+0.j,0.-4.490488113093087e-9j,-2.04815409019269e-9+0.j,0.+9.249202918803729e-10j,4.136267682081889e-10+0.j,0.-1.832153180860133e-10j,-8.039819238601767e-11+0.j,0.+3.4957575417403903e-11j,1.5063393368260332e-11+0.j,0.-6.43374475066222e-12j,-2.7241720308901008e-12+0.j,0.+1.1436746288816688e-12j,4.761379236401771e-13+0.j,0.-1.9660208510908625e-13j,-8.052468539971393e-14+0.j,0.+3.272004864060814e-14j,1.3191654246327175e-14+0.j,0.-5.277637295800971e-15j,-2.0954993921355647e-15+0.j,0.+8.25836961930758e-16j,3.2307943677344867e-16+0.j,0.-1.254817155885236e-16j,-4.838983611749486e-17+0.j,0.+1.8530002328484132e-17j,7.046738073946622e-18+0.j,0.-2.661549562500393e-18j,-9.985181984072048e-19+0.j,0.+3.72128103700109e-19j,1.377789787396949e-19+0.j,0.-5.068335313060975e-20j,-1.852577829590523e-20+0.j,0.+6.729026026239876e-21j,2.4289999905896598e-21+0.j,0.-8.714378333007927e-22j,-3.1075066462751077e-22+0.j,0.+1.101505854099127e-22j,3.88143366843425e-23+0.j,0.-1.3597494706652543e-23j,-4.7360579713695465e-24+0.j
-0.21766084931556298+0.j,0.+0.311776278638018j,0.22932997274295117+0.j,0.-0.01611453693088883j,0.17966843003093647+0.j,0.-0.2278469314367966j,-0.11153057517079225+0.j,0.-0.07317379103372654j,-0.19679533356417162+0.j,0.+0.18554570942569829j,0.058925709586452886+0.j,0.+0.09710003092910008j,0.19091004638106285+0.j,0.-0.17696546655756076j,-0.07190904909892172+0.j,0.-0.06483607421370037j,-0.1672366108520659+0.j,0.+0.19376837494467372j,0.14045935165421708+0.j,0.-0.03502947910509005j,0.08014682110727146+0.j,0.-0.16626382777680973j,-0.20023807272192617+0.j,0.+0.17825168077486792j,0.11215613096383174+0.j,0.-0.02220144540352282j,0.07043557467615691+0.j,0.-0.1490403488841335j,-0.20386656184762425+0.j,0.+0.23211075146301677j,0.23628753568282176+0.j,0.-0.22200558352249453j,-0.19589997454668942+0.j,0.+0.1641286342896061j,0.1315345417467603+0.j,0.-0.10137722148272912j,-0.07545064292640119+0.j,0.+0.05440085996012299j,0.038097847337934636+0.j,0.-0.02597069976548559j,-0.01726415197964198+0.j,0.+0.011208863633928905j,0.007117367471509629+0.j,0.-0.004425204123845978j,-0.002696864202292082+0.j,0.+0.0016125144490119732j,0.0009467446941962706+0.j,0.-0.0005462332222021323j,-0.000309913728083872+0.j,0.+0.0001730202068462057j,0.00009510418859542381+0.j,0.-0.0000514971492886515j,-0.000027482998696183656+0.j,0.+0.000014462513531074955j,7.507751129606215e-6+0.j,0.-3.846253034788611e-6j,-1.9453250928338135e-6+0.j,0.+9.716892350142623e-7j,4.795003744592094e-7+0.j,0.-2.338374927108053e-7j,-1.127282476313953e-7+0.j,0.+5.373629144187855e-8j,2.5335854043593264e-8+0.j,0.-1.1818085135457892e-8j,-5.4551639202477444e-9+0.j,0.+2.4924018751804254e-9j,1.1273888781582724e-9+0.j,0.-5.049709444649279e-10j,-2.240183346648074e-10+0.j,0.+9.84485012330769e-11j,4.2867028671406774e-11+0.j,0.-1.849709299768485e-11j,-7.910855383591468e-12+0.j,0.+3.353933488818355e-12j,1.4098241608044859e-12+0.j,0.-5.876528909018849e-13j,-2.429325742097835e-13+0.j,0.+9.961410337209245e-14j,4.052147296655892e-14+0.j,0.-1.6354452749554053e-14j,-6.549804988877881e-15+0.j,0.+2.6032484660461354e-15j,1.0269501829448057e-15+0.j,0.-4.0214215017883927e-16j,-1.5633444344111035e-16+0.j,0.+6.034225102863304e-17j,2.3127334527531425e-17+0.j,0.-8.802601102725184e-18j,-3.3275198591772367e-18+0.j,0.+1.2493843985209437e-18j,4.659911835729489e-19+0.j,0.-1.726651938107029e-19j,-6.356463771580709e-20+0.j,0.+2.3251297092089205e-20j,8.451538838438901e-21+0.j,0.-3.0529282900676747e-21j,-1.0960337126194244e-21+0.j,0.+3.91102985843569e-22j,1.3872375172624604e-22+0.j,0.-4.891417658131832e-23j
0.+0.2688720722116498j,0.3028629021424743+0.j,0.-0.1166352749787472j,0.13022574488839225+0.j,0.-0.23412224522857533j,-0.12960719663636786+0.j,0.-0.07317379103372654j,-0.2019206884533904+0.j,0.+0.16487124692899127j,0.006055951791045668+0.j,0.+0.14897979558992705j,0.19381300267222032+0.j,0.-0.10869355968628677j,0.0415646549775901+0.j,0.-0.16143915988574262j,-0.1853547686735256+0.j,0.+0.10856109346805523j,-0.021261255831346335+0.j,0.+0.13721404529819148j,0.1881368263996515+0.j,0.-0.15821438378885258j,-0.06656399835371998+0.j,0.-0.047404196639971495j,-0.1427716118948036+0.j,0.+0.19151376349969743j,0.18453016541098302+0.j,0.-0.12979534586284863j,-0.04577382475914902+0.j,0.-0.04624843160281541j,-0.12822845355327117+0.j,0.+0.18863366312535967j,0.2230085010492922+0.j,0.-0.2326766027099886j,-0.22260117399643323+0.j,0.+0.1992399168226261j,0.16889093270317698+0.j,0.-0.1366992658958918j,-0.10626587999707235+0.j,0.+0.07968866284880172j,0.057844594549450366+0.j,0.-0.04075578679449509j,-0.027935813507845096+0.j,0.+0.01866405551994338j,0.012173878654089502+0.j,0.-0.007763191741353959j,-0.004845892077391651+0.j,0.+0.0029641534902022245j,0.0017784481356080705+0.j,0.-0.0010475441368229094j,-0.0006062262685558689+0.j,0.+0.00034493566098350213j,0.0001930924251643217+0.j,0.-0.00010640837402204715j,-0.00005775759624053143+0.j,0.+0.00003089488309508553j,0.000016293474459880033+0.j,0.-8.47582542577568e-6j,-4.350811575297239e-6+0.j,0.+2.2046821926854403e-6j,1.1032308306339545e-6+0.j,0.-5.453551401042085e-7j,-2.6639407714133423e-7+0.j,0.+1.2862744973770502e-7j,6.140891910454846e-8+0.j,0.-2.899587621884253e-8j,-1.354441795694969e-8+0.j,0.+6.260523128860784e-9j,2.8641043029677766e-9+0.j,0.-1.2971554137561702e-9j,-5.817184601258209e-10+0.j,0.+2.583687172289779e-10j,1.1367319379759263e-10+0.j,0.-4.955055190753365e-11j,-2.140371498590145e-11+0.j,0.+9.163362468367565e-12j,3.888817005214219e-12+0.j,0.-1.6362370592027367e-12j,-6.82664898340842e-13+0.j,0.+2.8246566469266423e-13j,1.1592638960779893e-13+0.j,0.-4.7197298847426485e-14j,-1.9064601813176777e-14+0.j,0.+7.641343391733859e-15j,3.0394629165667083e-15+0.j,0.-1.1999444762636709e-15j,-4.70232852843991e-16+0.j,0.+1.82936791674202e-16j,7.065984310460563e-17+0.j,0.-2.710026929218628e-17j,-1.0321630426890939e-17+0.j,0.+3.9042703887845744e-18j,1.4668652629144624e-18+0.j,0.-5.474443664411195e-19j,-2.0296853525656594e-19+0.j,0.+7.476439760547967e-20j,2.736375783733104e-20+0.j,0.-9.95194108133703e-21j,-3.596883948821894e-21+0.j,0.+1.2920107137884466e-21j,4.612755784432416e-22+0.j
0.3106812871006576+0.j,0.-0.25489700871981325j,0.01665956102825854+0.j,0.-0.2218998856190543j,-0.1784444054332405+0.j,0.-0.0353289598690511j,-0.19679533356417162+0.j,0.+0.16487124692899127j,-0.011412203208153763+0.j,0.+0.16787472163158845j,0.17891669634847862+0.j,0.-0.049256346491969874j,0.11177623142066193+0.j,0.-0.18658554363574598j,-0.13155784347443356+0.j,0.-0.006882509103905122j,-0.13668904261935447+0.j,0.+0.18282097850456394j,0.12665874537139915+0.j,0.-0.005930782814249819j,0.11465395198875093+0.j,0.-0.1794219960563861j,-0.16515938358753254+0.j,0.+0.08459466316185524j,-0.025993811414553886+0.j,0.+0.1253273652882276j,0.1826881538832796+0.j,0.-0.18555768854830193j,-0.13907497999651922+0.j,0.+0.060113400571720765j,-0.030347410075009015+0.j,0.+0.11363973964121278j,0.17715952719042596+0.j,0.-0.21535308233726835j,-0.2286826432305542+0.j,0.+0.22158695894690372j,0.2003159691157801+0.j,0.-0.17119281797785815j,-0.139520982387262+0.j,0.+0.10910845891483407j,0.08225119337355816+0.j,0.-0.059985044763800635j,-0.04244270108135353+0.j,0.+0.02920393359708017j,0.019579919419625638+0.j,0.-0.0128126046371971j,-0.008194965959046716+0.j,0.+0.005129639358799922j,0.003145854744728348+0.j,0.-0.001892045900881958j,-0.00111699301845565+0.j,0.+0.0006478018373643873j,0.00036933630100923707+0.j,0.-0.00020714649753303678j,-0.0001143596444831192+0.j,0.+0.00006217998092042418j,0.00003331467750252206+0.j,0.-0.00001759690640386821j,-9.167411632320786e-6+0.j,0.+4.7124630630442386e-6j,2.391164991762281e-6+0.j,0.-1.198093133844628e-6j,-5.929808941103678e-7+0.j,0.+2.900019691727282e-7j,1.4018595983675036e-7+0.j,0.-6.700040854970285e-8j,-3.1669353392293774e-8+0.j,0.+1.4808230323699883e-8j,6.851366018434756e-9+0.j,0.-3.1373566280951057e-9j,-1.4222017349583884e-9+0.j,0.+6.383554397223957e-10j,2.8376399096811606e-10+0.j,0.-1.249484377451601e-10j,-5.4508605801753213e-11+0.j,0.+2.356343059465082e-11j,1.0095469466662322e-11+0.j,0.-4.287473684161734e-12j,-1.8052317984811316e-12+0.j,0.+7.536818134181028e-13j,3.120550221331184e-13+0.j,0.-1.281517657332373e-13j,-5.220694583462718e-14+0.j,0.+2.1100860701089927e-14j,8.462451420991727e-15+0.j,0.-3.3679870825895573e-15j,-1.3303783164788531e-15+0.j,0.+5.216281582205677e-16j,2.030378657011327e-16+0.j,0.-7.846404333904567e-17j,-3.0108422172634364e-17+0.j,0.+1.147291112690912e-17j,4.341810960346553e-18+0.j,0.-1.6320065883129334e-18j,-6.093509338977496e-19+0.j,0.+2.260202431269848e-19j,8.329138432298998e-20+0.j,0.-3.049743071886351e-20j,-1.1096177326404553e-20+0.j,0.+4.012047302565841e-21j
