0.013304008493350075+0.j,0.-0.03910423523124892j,-0.08127370947330116+0.j,0.+0.1379211081997316j,0.20269452853599154+0.j,0.-0.2664393139658077j,-0.3197157011111699+0.j,0.+0.3551863179570419j,0.36910720084181353+0.j,0.-0.36163674064802015j,-0.3361350727445258+0.j,0.+0.29789195205522023j,0.25276063082080746+0.j,0.-0.20605304541695535j,-0.16186624913939207+0.j,0.+0.12284343640643437j,0.0902678812226645+0.j,0.-0.06435022523649905j,-0.044581543657052684+0.j,0.+0.030062118669986822j,0.01975813144203275+0.j,0.-0.012672943719338638j,-0.007941589762425436+0.j,0.+0.004867263005833673j,0.0029202529860181924+0.j,0.-0.0017166895189084075j,-0.0009895696450411926+0.j,0.+0.00055976503336433j,0.0003109338709840904+0.j,0.-0.0001697111271879308j,-0.00009107327914382332+0.j,0.+0.000048078555413668544j,0.000024981453552784987+0.j,0.-0.000012782094311944832j,-6.443233086164247e-6+0.j,0.+3.2011874342323597e-6j,1.5681988691617626e-6+0.j,0.-7.5777724099185e-7j,-3.613192021165752e-7+0.j,0.+1.700591571464189e-7j,7.903351724696642e-8+0.j,0.-3.627944751800691e-8j,-1.6454220118586648e-8+0.j,0.+7.375379270341365e-9j,3.2681298474012966e-9+0.j,0.-1.4319713524616516e-9j,-6.205784596962213e-10+0.j,0.+2.6606579836963957e-10j,1.1287810659498173e-10+0.j,0.-4.7397229778576354e-11j,-1.970195125966832e-11+0.j,0.+8.10896517996735e-12j,3.3052555793327913e-12+0.j,0.-1.3344687110839663e-12j,-5.337683257332375e-13+0.j,0.+2.1154985759759845e-13j,8.309215203785169e-14+0.j,0.-3.2349223652137916e-14j,-1.2485074810713828e-14+0.j,0.+4.777563041631236e-15j,1.8128926345137793e-15+0.j,0.-6.822577069416794e-16j,-2.5467944148159643e-16+0.j,0.+9.431155321724415e-17j,3.4651033595203315e-17+0.j,0.-1.2632834265559724e-17j,-4.570567361592792e-18+0.j,0.+1.6412471914606784e-18j,5.850066768419295e-19+0.j,0.-2.0700343907930376e-19j,-7.272267141151038e-20+0.j,0.+2.536774905549441e-20j,8.787330641363605e-21+0.j,0.-3.022990769791228e-21j,-1.0329094351679865e-21+0.j,0.+3.5056850460388097e-22j,1.181972529757212e-22+0.j,0.-3.959162286476811e-23j,-1.3176415638293694e-23+0.j,0.+4.3573758635671705e-24j,1.4319284345825654e-24+0.j,0.-4.676490829246521e-25j,-1.5179394360739342e-25+0.j,0.+4.89729968663104e-26j,1.570573702465048e-26+0.j,0.-5.007144696179551e-27j,-1.5870192675678064e-27+0.j,0.+5.001080628467113e-28j,1.5669812633781525e-28+0.j,0.-4.8821383638051477e-29j,-1.5126209532120267e-29+0.j,0.+4.6606951707813385e-30j,1.4282297288599466e-30+0.j,0.-4.3530923200187895e-31j,-1.3197000531838242e-31+0.j,0.+3.9797401343917627e-32j,1.1938791880677623e-32+0.j,0.-3.5629997976604175e-33j,-1.0578986017243962e-33+0.j,0.+3.125127417490004e-34j
0.-0.03910423523124892j,-0.10163437370816315+0.j,0.+0.18358462702787973j,0.2646188629446334+0.j,0.-0.3199342015064917j,-0.3299015860047957+0.j,0.+0.28709429977361534j,0.19810458341731108+0.j,0.-0.08029160589563893j,0.04436917118635121+0.j,0.-0.1555999530136336j,-0.23924540570281244+0.j,0.+0.28899317153468496j,0.3056933680812489+0.j,0.-0.2952093160586069j,-0.2658337623392679+0.j,0.+0.22605096994336427j,0.18304053786775878+0.j,0.-0.14197714650246243j,-0.10596539352261652+0.j,0.+0.07636715791572703j,0.05329377514426928+0.j,0.-0.03609880158891056j,-0.023780267056690348+0.j,0.+0.01526117402189322j,0.009555429999966846+0.j,0.-0.005844808921431641j,-0.003496647314896627+0.j,0.+0.002048075752312016j,0.0011756012456392668+0.j,0.-0.0006618560587560062j,-0.00036575811633448067+0.j,0.+0.00019854583897234033j,0.00010593734276285473+0.j,0.-0.0000555932967867517j,-0.00002870948778388406+0.j,0.+0.000014597745597576177j,7.311660172324214e-6+0.j,0.-3.6092335395126577e-6j,-1.7565858420116828e-6+0.j,0.+8.432467373791419e-7j,3.994258958705337e-7+0.j,0.-1.8675409588702535e-7j,-8.621921595298233e-8+0.j,0.+3.9316775594764994e-8j,1.7714313600176566e-8+0.j,0.-7.888047024174856e-9j,-3.4724291093874576e-9+0.j,0.+1.511577315280353e-9j,6.508329127816832e-10+0.j,0.-2.7723943139660364e-10j,-1.16865537883965e-10+0.j,0.+4.87595006341503e-11j,2.01402437129821e-11+0.j,0.-8.237406525735054e-12j,-3.3367271208516594e-12+0.j,0.+1.3388628920188871e-12j,5.322484937879981e-13+0.j,0.-2.096671894431269e-13j,-8.185707333026901e-14+0.j,0.+3.167824115686128e-14j,1.2153796183589878e-14+0.j,0.-4.623527809844866e-15j,-1.7442471298417622e-15+0.j,0.+6.526432597974713e-16j,2.42234099312932e-16+0.j,0.-8.919544348485631e-17j,-3.258761758162075e-17+0.j,0.+1.1814571349519117e-17j,4.25098889989374e-18+0.j,0.-1.5181625753774282e-18j,-5.382091481984411e-19+0.j,0.+1.894240441077878e-19j,6.619356297844109e-20+0.j,0.-2.296873757347522e-20j,-7.914838344390536e-21+0.j,0.+2.7087702880355614e-21j,9.208057335567787e-22+0.j,0.-3.1093454162677246e-22j,-1.0430698664194491e-22+0.j,0.+3.476471279148941e-23j,1.1512803290241799e-23+0.j,0.-3.7885773202571785e-24j,-1.2389631834305472e-24+0.j,0.+4.0268133716687085e-25j,1.3008232950089183e-25+0.j,0.-4.17696521944367e-26j,-1.3332771550540647e-26+0.j,0.+4.2308494670997506e-27j,1.334787343840216e-27+0.j,0.-4.187001141587331e-28j,-1.305957441029599e-28+0.j,0.+4.0505847434706665e-29j,1.2493852038463195e-29+0.j,0.-3.8325825050888136e-30j,-1.1693087085098299e-30+0.j,0.+3.548418271704196e-31j,1.0711080170681203e-31+0.j,0.-3.216243593632739e-32j,-9.607395048252039e-33+0.j
-0.08127370947330116+0.j,0.+0.18358462702787973j,0.27992541265750714+0.j,0.-0.32513590729554764j,-0.290719298539703+0.j,0.+0.17980257037733263j,0.025286570798238376+0.j,0.+0.12536638792093713j,0.22933218759907842+0.j,0.-0.26254049759933434j,-0.2241843384766171+0.j,0.+0.13233015412798085j,0.01461030116367246+0.j,0.+0.10144198117314242j,0.1952296108979882+0.j,0.-0.2559587398991061j,-0.28207016945284946+0.j,0.+0.27861720688966335j,0.2540382476084773+0.j,0.-0.2173659255216056j,-0.17637153663912467+0.j,0.+0.13669281835273409j,0.10172819865686479+0.j,0.-0.0729924092847836j,-0.0506586454580325+0.j,0.+0.03409652273724428j,0.022304821632497834+0.j,0.-0.014207815136013746j,-0.008826563528519892+0.j,0.+0.0053554865123438865j,0.0031774914354083493+0.j,0.-0.0018455432257268997j,-0.0010503775000037321+0.j,0.+0.0005863182812836389j,0.0003212465036612858+0.j,0.-0.00017289403775370263j,-0.00009146428551068714+0.j,0.+0.000047590823061305813j,0.000024369406009749875+0.j,0.-0.00001228707969590463j,-6.103098177463362e-6+0.j,0.+2.9878006493353384e-6j,1.442252235112909e-6+0.j,0.-6.867462756845053e-7j,-3.2268851883779845e-7+0.j,0.+1.496786537776478e-7j,6.856045416479945e-8+0.j,0.-3.102167734530837e-8j,-1.3869717284262355e-8+0.j,0.+6.1292437350602775e-9j,2.677953908755049e-9+0.j,0.-1.1570987623099328e-9j,-4.945585766614484e-10+0.j,0.+2.091456841935895e-10j,8.753126272442858e-11+0.j,0.-3.626231608590408e-11j,-1.4873625924635492e-11+0.j,0.+6.041353919023994e-12j,2.4304764288403398e-12+0.j,0.-9.686537021510703e-13j,-3.8251003093032157e-13+0.j,0.+1.4968852066441504e-13j,5.805999608759453e-14+0.j,0.-2.2324266015227384e-14j,-8.510506933652391e-15+0.j,0.+3.217182980778714e-15j,1.2061463647184147e-15+0.j,0.-4.4852629294778e-16j,-1.654615864380786e-16+0.j,0.+6.055969664966719e-17j,2.1993861086310317e-17+0.j,0.-7.926890940788948e-18j,-2.835558537963414e-18+0.j,0.+1.0068339177218887e-18j,3.549018135472321e-19+0.j,0.-1.2420412559974823e-19j,-4.316046907809487e-20+0.j,0.+1.489368754315274e-20j,5.10418785001951e-21+0.j,0.-1.7374030727707606e-21j,-5.874408021278897e-22+0.j,0.+1.9731322402081487e-22j,6.584378232836087e-23+0.j,0.-2.183115792192653e-23j,-7.19247172448425e-24+0.j,0.+2.3547998013110534e-24j,7.661934030429078e-25+0.j,0.-2.477791263521613e-25j,-7.964626143578878e-26+0.j,0.+2.5449082327066145e-26j,8.083805099049158e-27+0.j,0.-2.5528582645172944e-27j,-8.015566297265175e-28+0.j,0.+2.5024600177989826e-28j,7.768794696772335e-29+0.j,0.-2.3983976767400726e-29j,-7.363709954758587e-30+0.j,0.+2.248569742671524e-30j,6.829296435050095e-31+0.j,0.-2.063149156755791e-31j
0.+0.1379211081997316j,0.2646188629446334+0.j,0.-0.32513590729554764j,-0.2718287147268022+0.j,0.+0.11791469467686268j,-0.0701928721707982+0.j,0.+0.21136804015846716j,0.2513720540325631+0.j,0.-0.1844532049940685j,-0.048315006583120775+0.j,0.-0.09889139287973464j,-0.20471666749751274+0.j,0.+0.23986669491304505j,0.20256033895073083+0.j,0.-0.11216401932442077j,0.0021858861780373385+0.j,0.-0.11243961961521509j,-0.1986492005401133+0.j,0.+0.25136826194242884j,0.2704466019657542+0.j,0.-0.26193472634892223j,-0.2346681452465316+0.j,0.+0.19753362045915898j,0.1578048473271967+0.j,0.-0.12048622382758589j,-0.08837727194271248+0.j,0.+0.06252626615536713j,0.04280386847763049+0.j,0.-0.028426954824946712j,-0.01835466547158886+0.j,0.+0.01154334712194981j,0.0070823276013958995+0.j,0.-0.0042450331869757895j,-0.002488728650516126+0.j,0.+0.0014286876316441962j,0.0008038653217020134+0.j,0.-0.0004437080469375636j,-0.00024045060818862247+0.j,0.+0.00012802221161019805j,0.00006701402563842603+0.j,0.-0.00003450914212157711j,-0.000017491927195663637+0.j,0.+8.731831012938257e-6j,4.294873590335552e-6+0.j,0.-2.0824370814468445e-6j,-9.957632779051281e-7+0.j,0.+4.6976191222110534e-7j,2.1872645282344985e-7+0.j,0.-1.0054986344840777e-7j,-4.565249684970847e-8+0.j,0.+2.0478057398305608e-8j,9.07789559088224e-9+0.j,0.-3.978122691177423e-9j,-1.723796199796037e-9+0.j,0.+7.387898422375835e-10j,3.1324949357705124e-10+0.j,0.-1.3143063754277576e-10j,-5.4580482736017923e-11+0.j,0.+2.2439136569856545e-11j,9.13466108599233e-12+0.j,0.-3.682833300121157e-12j,-1.4708125367977323e-12+0.j,0.+5.819655367242266e-13j,2.281801509853745e-13+0.j,0.-8.866907713423456e-14j,-3.415470930137229e-14+0.j,0.+1.304310096592191e-14j,4.9388782981227696e-15+0.j,0.-1.8546247344814128e-15j,-6.907563676710342e-16+0.j,0.+2.5520764629287803e-16j,9.3544714464893e-17+0.j,0.-3.402174640967722e-17j,-1.22788856262173e-17+0.j,0.+4.398229103205178e-18j,1.5637352423907855e-18+0.j,0.-5.5190394036569375e-19j,-1.933862604308273e-19+0.j,0.+6.728142029289156e-20j,2.324429275829512e-20+0.j,0.-7.97502657075749e-21j,-2.7175923207339115e-21+0.j,0.+9.198424045176468e-22j,3.092850795577069e-22+0.j,0.-1.0331403821508887e-22j,-3.428876996171075e-23+0.j,0.+1.1307668505300547e-23j,3.705597720783832e-24+0.j,0.-1.2068187558100008e-24j,-3.9062323703808436e-25+0.j,0.+1.2567218480599567e-25j,4.018993823342245e-26+0.j,0.-1.2776851034411795e-26j,-4.038212132875471e-27+0.j,0.+1.268945573585587e-27j,3.9647380052945434e-28+0.j,0.-1.2317767924056452e-28j,-3.805601484122557e-29+0.j,0.+1.1692718109044473e-29j,3.573016664845505e-30+0.j
0.20269452853599154+0.j,0.-0.3199342015064917j,-0.290719298539703+0.j,0.+0.11791469467686268j,-0.09853643367595596+0.j,0.+0.23499096596946353j,0.22466679787552754+0.j,0.-0.08981306616281341j,0.08441375777349146+0.j,0.-0.20567408829113112j,-0.22172758794358316+0.j,0.+0.13686720488262438j,-0.0020617169954455904+0.j,0.+0.13473483546863024j,0.2141148420247305+0.j,0.-0.22041715760073521j,-0.16087411338367308+0.j,0.+0.060142814596886446j,-0.051977462503079906+0.j,0.+0.15038498534508316j,0.21978694811966956+0.j,0.-0.25528990527579054j,-0.26004205704284816+0.j,0.+0.2417524932677649j,0.2094698489206191+0.j,0.-0.17133268882097522j,-0.13342754681198918+0.j,0.+0.09954168052538928j,0.07147097011497958+0.j,0.-0.04956714767894677j,-0.03330174426215341+0.j,0.+0.021726838672455943j,0.013793172271131597+0.j,0.-0.00853539163946376j,-0.005156170464260957+0.j,0.+0.003044721495012214j,0.0017595043849587065+0.j,0.-0.000996109245939429j,-0.0005529718447614636+0.j,0.+0.0003012626615804492j,0.00016120090276483664+0.j,0.-0.00008477630712102677j,-0.00004384766454039845+0.j,0.+0.000022317299807983422j,0.000011184049107631813+0.j,0.-5.521291674954093e-6j,-2.6864161566529844e-6+0.j,0.+1.2888133235814405e-6j,6.099184470365727e-7+0.j,0.-2.8483173659062786e-7j,-1.313105557957443e-7+0.j,0.+5.978004221251681e-8j,2.688440543666273e-8+0.j,0.-1.1947223437059602e-8j,-5.247875752043332e-9+0.j,0.+2.2791417262621157e-9j,9.78916415415859e-10+0.j,0.-4.159260561483912e-10j,-1.7485880901424592e-10+0.j,0.+7.275446590000458e-11j,2.9965947093863073e-11+0.j,0.-1.2220357246610124e-11j,-4.935314279083126e-12+0.j,0.+1.974261195626883e-12j,7.824088842921876e-13+0.j,0.-3.072413126886209e-13j,-1.1956840784054942e-13+0.j,0.+4.6122812810417497e-14j,1.7637884168857365e-14+0.j,0.-6.68767109324931e-15j,-2.5145775596641417e-15+0.j,0.+9.3773176882501e-16j,3.468768549921419e-16+0.j,0.-1.2729540945102842e-16j,-4.634966579963243e-17+0.j,0.+1.6746761100626906e-17j,6.0050631845496416e-18+0.j,0.-2.1372603153667194e-18j,-7.550910632586899e-19+0.j,0.+2.6484440424664013e-19j,9.223121060746545e-20+0.j,0.-3.189373421326558e-20j,-1.0952584357356907e-20+0.j,0.+3.735543501701653e-21j,1.2654877320990703e-21+0.j,0.-4.258619987461543e-22j,-1.4237227132360032e-22+0.j,0.+4.728955648425206e-23j,1.56072035108703e-23+0.j,0.-5.118476724085188e-24j,-1.6681956967003803e-24+0.j,0.+5.403533332205851e-25j,1.7396678734962546e-25+0.j,0.-5.567302209805936e-26j,-1.7711065053724086e-26+0.j,0.+5.601401579732258e-27j,1.761290035908105e-27+0.j,0.-5.506510402592622e-28j,-1.711835640639677e-28+0.j,0.+5.291948599537062e-29j
0.-0.2664393139658077j,-0.3299015860047957+0.j,0.+0.17980257037733263j,-0.0701928721707982+0.j,0.+0.23499096596946353j,0.21035612604574766+0.j,0.-0.03790186968008889j,0.14777123615199367+0.j,0.-0.22456632465093745j,-0.15710296603016874+0.j,0.+0.0005909372141575763j,-0.14896500482543165+0.j,0.+0.21474386215997454j,0.17378276507954182+0.j,0.-0.05599666505229116j,0.08112230633062784+0.j,0.-0.18282727451994285j,-0.21758026274363426+0.j,0.+0.18243666391705915j,0.09635637421113018+0.j,0.+0.011862894122259037j,0.1148539566007565+0.j,0.-0.19367873081343392j,-0.23994757847240983+0.j,0.+0.25430779134426j,0.2431742367024813+0.j,0.-0.21530987266372642j,-0.17921135933296334+0.j,0.+0.14161095149016537j,0.1069695201480764+0.j,0.-0.0776395113488665j,-0.054361028453915876+0.j,0.+0.03683409220533851j,0.02421564018320027+0.j,0.-0.015479859460068305j,-0.009639698073751037+0.j,0.+0.005856999518104143j,0.0034769967891126034+0.j,0.-0.0020192094042966713j,-0.0011483604763346872+0.j,0.+0.0006402029995861472j,0.00035017178625281386+0.j,0.-0.00018806789800584667j,-0.00009925079425932758+0.j,0.+0.000051502523353140734j,0.00002629448143173793+0.j,0.-0.0000132156478262506j,-6.542267668441006e-6+0.j,0.+3.1915121875681835e-6j,1.5349391490090543e-6+0.j,0.-7.28111024649988e-7j,-3.407921987849402e-7+0.j,0.+1.5744564312202893e-7j,7.182481320981703e-8+0.j,0.-3.236431842946849e-8j,-1.440933274416811e-8+0.j,0.+6.340694248861758e-9j,2.75847285274091e-9+0.j,0.-1.1867434782387401e-9j,-5.050249378715556e-10+0.j,0.+2.1263901623104639e-10j,8.86030532841755e-11+0.j,0.-3.654491215768963e-11j,-1.4923487226960212e-11+0.j,0.+6.034865308768747e-12j,2.4171506525891715e-12+0.j,0.-9.59092010439926e-13j,-3.770644026680076e-13+0.j,0.+1.4690776059572802e-13j,5.6730975203933774e-14+0.j,0.-2.1717594542448188e-14j,-8.243018115539645e-15+0.j,0.+3.1024767670558363e-15j,1.1580864465209675e-15+0.j,0.-4.287891868721633e-16j,-1.574980847096181e-16+0.j,0.+5.739731732521254e-17j,2.0756168807630283e-17+0.j,0.-7.448944516587993e-18j,-2.6532930984099587e-18+0.j,0.+9.38140893637453e-19j,3.2929956419222463e-19+0.j,0.-1.1476275016299282e-19j,-3.971389810757206e-20+0.j,0.+1.364770502063902e-20j,4.657949544639124e-21+0.j,0.-1.5790259786639007e-21j,-5.317203242752309e-22+0.j,0.+1.7787535562047234e-22j,5.911869285575483e-23+0.j,0.-1.9523036121052365e-23j,-6.406478659069096e-24+0.j,0.+2.089180501454259e-24j,6.7709758114854995e-25+0.j,0.-2.1811150755115814e-25j,-6.983777343556164e-26+0.j,0.+2.2228919211654585e-26j,7.033854280658003e-27+0.j,0.-2.2128175142518272e-27j,-6.921567991971149e-28+0.j
-0.3197157011111699+0.j,0.+0.28709429977361534j,0.025286570798238376+0.j,0.+0.21136804015846716j,0.22466679787552754+0.j,0.-0.03790186968008889j,0.16487551487832466+0.j,0.-0.2182578170464097j,-0.09883839147804557+0.j,0.-0.08651966165486238j,-0.20210995781979077+0.j,0.+0.1795517225786147j,0.04701505534485336+0.j,0.+0.10756257314916402j,0.19826397222124978+0.j,0.-0.18588177509597556j,-0.08691268346824844+0.j,0.-0.04665721629013663j,-0.15794393071576066+0.j,0.+0.20902492383454221j,0.19015682772326675+0.j,0.-0.11562635840453431j,-0.012477552190464444+0.j,0.-0.09127489476146754j,-0.17473676046997716+0.j,0.+0.2273049949083153j,0.2478449667755286+0.j,0.-0.2416953005561528j,-0.21721374080082162+0.j,0.+0.18297064033703944j,0.14602704891779492+0.j,0.-0.11124606764670704j,-0.0813420934578476+0.j,0.+0.05732587804682123j,0.03906958911154623+0.j,0.-0.02582019006613504j,-0.016584194396766488+0.j,0.+0.01037230816896357j,0.006327285712923298+0.j,0.-0.0037700109660126833j,-0.002196837974487208+0.j,0.+0.0012533408876301373j,0.0007007940851287705+0.j,0.-0.00038437294556922547j,-0.00020697161162830735+0.j,0.+0.00010949322384050348j,0.00005694791411971286+0.j,0.-0.00002913763822937334j,-0.000014674650165393122+0.j,0.+7.2786448936170705e-6j,3.5572857848034196e-6+0.j,0.-1.713854218934653e-6j,-8.143370777599147e-7+0.j,0.+3.8175631963517226e-7j,1.766386514582233e-7+0.j,0.-8.069726147582536e-8j,-3.641267867357381e-8+0.j,0.+1.623328359335411e-8j,7.152399574686185e-9+0.j,0.-3.1153993758713314e-9j,-1.3418714178293347e-9+0.j,0.+5.716841375463718e-10j,2.4096664682483384e-10+0.j,0.-1.0051150785824978e-10j,-4.149832673886577e-11+0.j,0.+1.6962696762560986e-11j,6.865912672349397e-12+0.j,0.-2.7524947930231448e-12j,-1.0931049469364814e-12+0.j,0.+4.30113727902164e-13j,1.6771299187440796e-13+0.j,0.-6.481641674548841e-14j,-2.4831813872098632e-14+0.j,0.+9.43201755298046e-15j,3.55253738268071e-15+0.j,0.-1.327007790537808e-15j,-4.916654829983675e-16+0.j,0.+1.807115867451463e-16j,6.589901832721207e-17+0.j,0.-2.3845329456100307e-17j,-8.562727878217635e-18+0.j,0.+3.0518044504089363e-18j,1.0796592554214275e-18+0.j,0.-3.791843023716016e-19j,-1.3221914199912774e-19+0.j,0.+4.57787567250702e-20j,1.573994919712884e-20+0.j,0.-5.3747103031610815e-21j,-1.8228910432425446e-21+0.j,0.+6.141304458028332e-22j,2.055389103996014e-22+0.j,0.-6.83438037371452e-23j,-2.2579434649510337e-23+0.j,0.+7.412623924826888e-24j,2.4183050200430898e-24+0.j,0.-7.840878249395085e-25j,-2.526773480966996e-25+0.j,0.+8.093725738890208e-26j,2.5771697926482237e-26+0.j,0.-8.157948886550224e-27j
0.+0.3551863179570419j,0.19810458341731108+0.j,0.+0.12536638792093713j,0.2513720540325631+0.j,0.-0.08981306616281341j,0.14777123615199367+0.j,0.-0.2182578170464097j,-0.0775967507396227+0.j,0.-0.12352347883673673j,-0.20819072177720419+0.j,0.+0.121122119472785j,-0.053886287564947205+0.j,0.+0.18285728340594856j,0.18356674204090986+0.j,0.-0.06814376903701021j,0.0837244492702968+0.j,0.-0.18447168321025392j,-0.18727720061554845+0.j,0.+0.10064890732917366j,-0.02799900215785545+0.j,0.+0.14206297417545027j,0.2009068496656514+0.j,0.-0.19112175987904342j,-0.12401880305208596+0.j,0.+0.02511453395956944j,-0.0776982621412175+0.j,0.+0.1627312082742389j,0.21824784877466352+0.j,0.-0.2420782459899895j,-0.23884688079154476+0.j,0.+0.216557302297054j,0.18371364364685192+0.j,0.-0.14748756703195898j,-0.11292740100044288+0.j,0.+0.08293594670982192j,0.058677465566081305+0.j,0.-0.04013057187687525j,-0.026605136808795775+0.j,0.+0.017137485037961066j,0.010746573346456513+0.j,0.-0.0065714854247818704j,-0.003924293219348344+0.j,0.+0.002291502493157912j,0.001309886368904673+0.j,0.-0.0007337400532873805j,-0.00040312794771321414+0.j,0.+0.00021741770771102324j,0.00011519279495878522+0.j,0.-0.000059997529152341094j,-0.000030739306263743565+0.j,0.+0.000015501050569171815j,7.69785148115298e-6+0.j,0.-3.766496124713421e-6j,-1.8166385636338175e-6+0.j,0.+8.640773286445016e-7j,4.0547850121643033e-7+0.j,0.-1.8779386745955168e-7j,-8.58718251467213e-8+0.j,0.+3.8781454435797096e-8j,1.7303812904053273e-8+0.j,0.-7.630211106321652e-9j,-3.3260910672647623e-9+0.j,0.+1.43368592922045e-9j,6.112372593349598e-10+0.j,0.-2.57815905554042e-10j,-1.0761104136976805e-10+0.j,0.+4.4457974795911506e-11j,1.818370388681217e-11+0.j,0.-7.364528006265112e-12j,-2.9540894428562595e-12+0.j,0.+1.1738192500620655e-12j,4.621224390645484e-13+0.j,0.-1.8028823173218276e-13j,-6.971167272516045e-14+0.j,0.+2.672033942054523e-14j,1.0154176522476692e-14+0.j,0.-3.826301463833014e-15j,-1.4299094323042957e-15+0.j,0.+5.300217382792236e-16j,1.948917619132002e-16+0.j,0.-7.1099213329217e-17j,-2.573727778124266e-17+0.j,0.+9.245707009876848e-18j,3.2964678997401955e-18+0.j,0.-1.1666448594920607e-18j,-4.0988114373041997e-19+0.j,0.+1.429728376679509e-19j,4.951889530020499e-20+0.j,0.-1.7031555631543323e-20j,-5.817635603609482e-21+0.j,0.+1.9737365665754153e-21j,6.651549251543986e-22+0.j,0.-2.2268283650206216e-22j,-7.406606502713111e-23+0.j,0.+2.4476969635702096e-23j,8.037817547154407e-24+0.j,0.-2.6229866277344577e-24j,-8.506792843713187e-25+0.j,0.+2.7420856749752288e-25j,8.785657285681954e-26+0.j
0.36910720084181353+0.j,0.-0.08029160589563893j,0.22933218759907842+0.j,0.-0.1844532049940685j,0.08441375777349146+0.j,0.-0.22456632465093745j,-0.09883839147804557+0.j,0.-0.12352347883673673j,-0.2059615080701264+0.j,0.+0.0853339448612095j,-0.10689502204329117+0.j,0.+0.198026537284061j,0.12402708831464722+0.j,0.+0.04233690684610331j,0.17202143386319677+0.j,0.-0.18031557569358808j,-0.07329746426153808+0.j,0.-0.07429418720169802j,-0.17632214240140004+0.j,0.+0.18420675564557953j,0.10336056501481351+0.j,0.+0.021387295730857975j,0.1345538888043629+0.j,0.-0.19518321573462152j,-0.18870801545789334+0.j,0.+0.12514014763603948j,0.029036628458624893+0.j,0.+0.07215464214960285j,0.15673827441374064+0.j,0.-0.21269519817823224j,-0.23748012320295714+0.j,0.+0.23537950949148262j,0.21415921283842398+0.j,0.-0.18219527923269077j,-0.14661933060633855+0.j,0.+0.11249575613828662j,0.08277028463007999+0.j,0.-0.05865618126544655j,-0.0401753937137154+0.j,0.+0.026670776648224304j,0.017201025662515294+0.j,0.-0.010798734095312807j,-0.006610371590322236+0.j,0.+0.003951404988745805j,0.002309458171587277+0.j,0.-0.0013212895184237434j,-0.0007407278597469404+0.j,0.+0.0004072781537357042j,0.00021981454631326896+0.j,0.-0.0001165422314482494j,-0.000060739679555583235+0.j,0.+0.00003113867939892771j,0.000015711630355393092+0.j,0.-7.80677434288429e-6j,-3.821822166012232e-6+0.j,0.+1.8442593745463118e-6j,8.776411690506154e-7+0.j,0.-4.1203503909790836e-7j,-1.9091554221832856e-7+0.j,0.+8.73366022309638e-8j,3.9459179914154747e-8+0.j,0.-1.761315790860454e-8j,-7.769569009590062e-9+0.j,0.+3.3880775665345135e-9j,1.4609195120559918e-9+0.j,0.-6.230597385146647e-10j,-2.6288875990017767e-10+0.j,0.+1.0976318516866144e-10j,4.536098400602742e-11+0.j,0.-1.8558534221083527e-11j,-7.518489450698164e-12+0.j,0.+3.01668318687816e-12j,1.1990130155354557e-12+0.j,0.-4.721638529547565e-13j,-1.8425218077566624e-13+0.j,0.+7.12618456317148e-14j,2.7321007568902512e-14+0.j,0.-1.038483597286067e-14j,-3.914095793269271e-15+0.j,0.+1.4630372952134268e-15j,5.42416046935279e-16+0.j,0.-1.994903078121822e-16j,-7.279141787293424e-17+0.j,0.+2.6354983504138774e-17j,9.46940745272671e-18+0.j,0.-3.376851295997124e-18j,-1.1953088026709937e-18+0.j,0.+4.2002561556733684e-19j,1.4653651921026948e-19+0.j,0.-5.076167616231818e-20j,-1.7461849429045073e-20+0.j,0.+5.9655660448113866e-21j,2.0242396101552433e-21+0.j,0.-6.82278296276336e-22j,-2.284493796962638e-22+0.j,0.+7.599509047738297e-23j,2.5118026920754033e-23+0.j,0.-8.249473934739084e-24j,-2.6924218208299043e-24+0.j,0.+8.733141881271079e-25j
