0.1708198361529301+0.j,0.-0.32113637337657697j,-0.426899551242859+0.j,0.+0.46335757627454127j,0.4355494507328459+0.j,0.-0.36618762684968165j,-0.28104718400611617+0.j,0.+0.19970154082197702j,0.1327356618981294+0.j,0.-0.08317974079142787j,-0.04945028059296873+0.j,0.+0.02803003339793439j,0.01521192549904159+0.j,0.-0.007931653092890298j,-0.003985207059072541+0.j,0.+0.0019344453231987836j,0.0009091753767858324+0.j,0.-0.00041454759706312233j,-0.00018369162119954071+0.j,0.+0.0000792252729661062j,0.0000333042719318814+0.j,0.-0.000013662856095701283j,-5.476225854281536e-6+0.j,0.+2.1466865283758226e-6j,8.237856217784667e-7+0.j,0.-3.097386497676578e-7j,-1.1419837507739582e-7+0.j,0.+4.1317043737259465e-8j,1.4679167353550443e-8+0.j,0.-5.124525049962562e-9j,-1.7589123190580601e-9+0.j,0.+5.939016628893447e-10j,1.9737436677138812e-10+0.j,0.-6.459292885438953e-11j,-2.0825561339835633e-11+0.j,0.+6.617803867176349e-12j,2.0735467861783273e-12+0.j,0.-6.408614889758825e-13j,-1.9544455413142837e-13+0.j,0.+5.883590903081097e-14j,1.7488947325595715e-14+0.j,0.-5.134792981634339e-15j,-1.4895308118835336e-15+0.j,0.+4.2703793964261126e-16j,1.2102952265218683e-16+0.j,0.-3.39184705695171e-17j,-9.401746623947065e-18+0.j,0.+2.5781656120544204e-18j,6.995864517530943e-19+0.j,0.-1.8788605505497142e-19j,-4.995290427204499e-20+0.j,0.+1.3150033305780016e-20j,3.428280737634772e-21+0.j,0.-8.852983225206678e-22j,-2.2648735448390325e-22+0.j,0.+5.741347210267833e-23j,1.4423511191793893e-23+0.j,0.-3.591573558610537e-24j,-8.865882400204068e-25+0.j,0.+2.169937164980085e-25j,5.266507785178678e-26+0.j,0.-1.2676781668981129e-26j,-3.026665060972532e-27+0.j,0.+7.16878055388619e-28j,1.6846376279058653e-28+0.j,0.-3.9282671577084666e-29j,-9.090342484900079e-30+0.j,0.+2.0878247523762792e-30j,4.759822781641243e-31+0.j,0.-1.0772523136586943e-31j,-2.4205809612250622e-32+0.j,0.+5.4005953268437634e-33j,1.1965382480308187e-33+0.j,0.-2.6327908088481215e-34j,-5.753759313134128e-35+0.j,0.+1.2490282372230496e-35j,2.693498004704241e-36+0.j,0.-5.770620219799288e-37j,-1.2283620467115998e-37+0.j,0.+2.598148926433601e-38j,5.460975716832626e-39+0.j,0.-1.140719678240534e-39j,-2.3682263277211527e-40+0.j,0.+4.886921425491548e-41j,1.0024135090545643e-41+0.j,0.-2.0440364946778927e-42j,-4.143722060401124e-43+0.j,0.+8.351840441748076e-44j,1.6737556275779459e-44+0.j,0.-3.335402458024899e-45j,-6.609645805196182e-46+0.j,0.+1.3025928462729392e-46j,2.5530891068586975e-47+0.j,0.-4.977092312998913e-48j,-9.650792248166073e-49+0.j,0.+1.8614542278759276e-49j,3.5716421756350145e-50+0.j,0.-6.817627569979678e-51j,-1.2947068114767829e-51+0.j,0.+2.446273626159376e-52j
0.-0.32113637337657697j,-0.43290729898570923+0.j,0.+0.3484034495790117j,0.13168718898470638+0.j,0.+0.1078947263938678j,0.2854959849402609+0.j,0.-0.36861222245104436j,-0.36814780902138533+0.j,0.+0.31530203254020484j,0.24183146808618475+0.j,0.-0.17007233244124972j,-0.11131237081408539+0.j,0.+0.06850090204054123j,0.03993609795493027+0.j,0.-0.022185453863443644j,-0.011797939063832856+0.j,0.+0.006028557763257888j,0.0029692885647146458+0.j,0.-0.0014134415434138607j,-0.0006517519816223005+0.j,0.+0.0002916951195085384j,0.0001269335710419647+0.j,0.-0.000053789328632021684j,-0.0000222273477191462+0.j,0.+8.967880015616548e-6j,3.5366283659521074e-6+0.j,0.-1.3646737623647296e-6j,-5.157173107855838e-7+0.j,0.+1.9103283332199724e-7j,6.941577589215988e-8+0.j,0.-2.4761475149987017e-8j,-8.676691301982563e-9+0.j,0.+2.988557019168752e-9j,1.0123965683832862e-9+0.j,0.-3.3748680522999144e-10j,-1.1076440169723185e-10+0.j,0.+3.5808614950804485e-11j,1.140809154949401e-11+0.j,0.-3.5831054024751205e-12j,-1.1099410344934485e-12+0.j,0.+3.3923224409276064e-13j,1.0233063955360257e-13+0.j,0.-3.04769868172258e-14j,-8.964687698593705e-15+0.j,0.+2.605117216423138e-15j,7.481249717825787e-16+0.j,0.-2.1237124698651e-16j,-5.960825037937484e-17+0.j,0.+1.6546852936236067e-17j,4.543884788764365e-18+0.j,0.-1.234645014511424e-18j,-3.320134066842059e-19+0.j,0.+8.838116964335088e-20j,2.3293925146249777e-20+0.j,0.-6.079797776005718e-21j,-1.5717395012818286e-21+0.j,0.+4.025272982570494e-22j,1.0214306659899712e-22+0.j,0.-2.5685848952604957e-23j,-6.4020715510497584e-24+0.j,0.+1.5818172705351666e-24j,3.8749542270142483e-25+0.j,0.-9.412703551393284e-26j,-2.2675699057339643e-26+0.j,0.+5.418317419812709e-27j,1.2843479854073445e-27+0.j,0.-3.020443504048862e-28j,-7.048260963845946e-29+0.j,0.+1.6321810986150707e-29j,3.751285416999573e-30+0.j,0.-8.557877242412887e-31j,-1.9380881346423656e-31+0.j,0.+4.35761134835236e-32j,9.728270181392327e-33+0.j,0.-2.1566432714312816e-33j,-4.748088020292765e-34+0.j,0.+1.0382405858148936e-34j,2.255048908340844e-35+0.j,0.-4.86554525533363e-36j,-1.0429476168971778e-36+0.j,0.+2.221190275027747e-37j,4.7004261302315984e-38+0.j,0.-9.884436290585454e-39j,-2.0656841502507832e-39+0.j,0.+4.290486616173098e-40j,8.857522935924269e-41+0.j,0.-1.8176606826602137e-41j,-3.707994439326976e-42+0.j,0.+7.520059567733056e-43j,1.5163132952101914e-43+0.j,0.-3.039981166250367e-44j,-6.06031653664754e-45+0.j,0.+1.20140582676769e-45j,2.368542068445035e-46+0.j,0.-4.644037915431528e-47j,-9.056480695770614e-48+0.j,0.+1.756699370654645e-48j,3.389490155426568e-49+0.j,0.-6.505705808296344e-50j,-1.2422277723646786e-50+0.j
-0.426899551242859+0.j,0.+0.3484034495790117j,0.030239477920604548+0.j,0.+0.25164823912388373j,0.32966262611986663+0.j,0.-0.20892480198141747j,0.004482436392805034+0.j,0.-0.2002165711427681j,-0.31715189171210456+0.j,0.+0.34738027833362073j,0.3146675813132978+0.j,0.-0.2508829439690476j,-0.18159749484478568+0.j,0.+0.12155505014394696j,0.07616896367230022+0.j,0.-0.04507389075266176j,-0.02535560554707795+0.j,0.+0.013628919943192815j,0.0070289207641536875+0.j,0.-0.003490119189052932j,-0.001673258628057228+0.j,0.+0.0007764622936610728j,0.0003494867014425341+0.j,0.-0.0001528607771314066j,-0.00006507642603301942+0.j,0.+0.000027004860934708843j,0.000010937378966700931+0.j,0.-4.328567724626178e-6j,-1.67568982458485e-6+0.j,0.+6.351541627050904e-7j,2.3592971500662962e-7+0.j,0.-8.59517489680847e-8j,-3.073395565997285e-8+0.j,0.+1.0793756351879847e-8j,3.7255831457873925e-9+0.j,0.-1.2645650043444899e-9j,-4.2233171922624113e-10+0.j,0.+1.3885343973576539e-10j,4.496355147629182e-11+0.j,0.-1.4347075591104334e-11j,-4.512852085242413e-12+0.j,0.+1.3999070586604951e-12j,4.284236121814861e-13+0.j,0.-1.293988528924493e-13j,-3.8585024931646814e-14+0.j,0.+1.1362643223026447e-14j,3.305567647145182e-15+0.j,0.-9.502681616128943e-16j,-2.7002319587366485e-16+0.j,0.+7.586237386062545e-17j,2.1078160460968032e-17+0.j,0.-5.793292879668866e-18j,-1.5754541810957457e-18+0.j,0.+4.2400436154175764e-19j,1.129566648474253e-19+0.j,0.-2.97933517140494e-20j,-7.781767897419144e-21+0.j,0.+2.0131248272321393e-21j,5.159120111243444e-22+0.j,0.-1.309993371703149e-22j,-3.296281644827842e-23+0.j,0.+8.220758092509849e-24j,2.032356335348518e-24+0.j,0.-4.98142954001642e-25j,-1.210703363905899e-25+0.j,0.+2.918182618780737e-26j,6.976497708112777e-27+0.j,0.-1.6545126891913853e-27j,-3.892834636728996e-28+0.j,0.+9.088219733841262e-29j,2.1055270630606077e-29+0.j,0.-4.8413059610582416e-30j,-1.1049253931718945e-30+0.j,0.+2.503339088267486e-31j,5.630784434038312e-32+0.j,0.-1.2575506413332725e-32j,-2.78890051362513e-33+0.j,0.+6.142340658874913e-34j,1.3435979337036494e-34+0.j,0.-2.919304536810517e-35j,-6.300908105036911e-36+0.j,0.+1.3510721722343129e-36j,2.878343444320157e-37+0.j,0.-6.093002914281768e-38j,-1.2816811628203964e-38+0.j,0.+2.679308436985086e-39j,5.5666372372453085e-40+0.j,0.-1.1495376887776181e-40j,-2.359638066945396e-41+0.j,0.+4.8149357743000686e-42j,9.767621835470106e-43+0.j,0.-1.9700171701793757e-43j,-3.950598926561826e-44+0.j,0.+7.877635615369282e-45j,1.5620555611256966e-45+0.j,0.-3.0802907960066172e-46j,-6.040988738806549e-47+0.j,0.+1.1783416844486995e-47j,2.2861601339527764e-48+0.j,0.-4.412035402889075e-49j
0.+0.46335757627454127j,0.13168718898470638+0.j,0.+0.25164823912388373j,0.30337895022673633+0.j,0.-0.06723807756342368j,0.19882524704327842+0.j,0.-0.3003295333742009j,-0.21046840840410785+0.j,0.+0.01728496852632365j,-0.17227598234543492+0.j,0.+0.2926859300084801j,0.3302337250580347+0.j,0.-0.3046596252966063j,-0.24608925043353716+0.j,0.+0.17991498368077602j,0.12139569470230263+0.j,0.-0.07657266986196685j,-0.04556555873852084+0.j,0.+0.02575469578136563j,0.013900880740364129+0.j,0.-0.007195290933293273j,-0.003584252574217017+0.j,0.+0.001723336307728564j,0.0008017694828341322+0.j,0.-0.0003617214930687612j,-0.00015854833356302234+0.j,0.+0.00006762870628843626j,0.000028113901346132748+0.j,0.-0.000011405195943581302j,-4.520533866312001e-6+0.j,0.+1.752455262835698e-6j,6.651157351443346e-7+0.j,0.-2.4735854331915404e-7j,-9.021743579112509e-8+0.j,0.+3.229344356904998e-8j,1.1352727787702777e-8+0.j,0.-3.9221820311886395e-9j,-1.3324684694161003e-9+0.j,0.+4.4537949048770064e-10j,1.4654604752928607e-10+0.j,0.-4.748985475742115e-11j,-1.5163855177268083e-11+0.j,0.+4.77296079194867e-12j,1.481535859399833e-12+0.j,0.-4.5367961921566636e-13j,-1.3710612463634617e-13+0.j,0.+4.0905742206548867e-14j,1.2052390827150797e-14+0.j,0.-3.507988961510592e-15j,-1.0089445904267374e-15+0.j,0.+2.8682856936130535e-16j,8.06194309806611e-17+0.j,0.-2.240940069220159e-17j,-6.161691981759951e-18+0.j,0.+1.6762947792016015e-18j,4.513137837418257e-19+0.j,0.-1.2027564581026648e-19j,-3.173489039108802e-20+0.j,0.+8.29167489169089e-21j,2.1457340352832422e-21+0.j,0.-5.500689428368496e-22j,-1.3971474561800633e-22+0.j,0.+3.5166140793254083e-23j,8.772741446160182e-24+0.j,0.-2.169413777749058e-24j,-5.318777374529984e-25+0.j,0.+1.2930259371069813e-25j,3.11738306991419e-26+0.j,0.-7.454526965278713e-27j,-1.768294198570216e-27+0.j,0.+4.161492900191076e-28j,9.717575680034397e-29+0.j,0.-2.2518170485535697e-29j,-5.178754640387345e-30+0.j,0.+1.1821804384258167e-30j,2.678897433758252e-31+0.j,0.-6.026824970781858e-32j,-1.3462515203103485e-32+0.j,0.+2.9861571153063302e-33j,6.577947226840399e-34+0.j,0.-1.4391322053316943e-34j,-3.127402263699917e-35+0.j,0.+6.751163729308643e-36j,1.4478495465712468e-36+0.j,0.-3.0850001751521253e-37j,-6.531456317514718e-38+0.j,0.+1.3741151472200217e-38j,2.8729548573454993e-39+0.j,0.-5.96980999430553e-40j,-1.2329653868866983e-40+0.j,0.+2.531230985309813e-41j,5.165760599429747e-42+0.j,0.-1.0480662339852655e-42j,-2.1140963863010796e-43+0.j,0.+4.2400541136213717e-44j,8.455842314327155e-45+0.j,0.-1.6769066024536298e-45j,-3.3071541771685337e-46+0.j,0.+6.486643444461393e-47j,1.265410695660683e-47+0.j
0.4355494507328459+0.j,0.+0.1078947263938678j,0.32966262611986663+0.j,0.-0.06723807756342368j,0.24017612534462007+0.j,0.-0.26206732578505004j,-0.0387952359040191+0.j,0.-0.19946135455473402j,-0.28139965605334777+0.j,0.+0.18786439593457221j,0.0027283152274568297+0.j,0.+0.17494975845197916j,0.28560592858313744+0.j,0.-0.31791259782798603j,-0.2912733364236503+0.j,0.+0.23429366247968816j,0.17081418215210858+0.j,0.-0.11502763373196846j,-0.07245010347390243+0.j,0.+0.04306443035152673j,0.024319844395975867+0.j,0.-0.013117336857291164j,-0.006785906062278649+0.j,0.+0.0033787635241588616j,0.0016239131285033246+0.j,0.-0.0007552705817451405j,-0.0003406505130829936+0.j,0.+0.00014927787050343522j,0.00006366167135946359+0.j,0.-0.000026460193154777123j,-0.000010732709135781937+0.j,0.+4.253429764579721e-6j,1.648717916881985e-6+0.j,0.-6.256802333446114e-7j,-2.326713920614062e-7+0.j,0.+8.485389363769522e-8j,3.037138872149824e-8+0.j,0.-1.0676349770476862e-8j,-3.688293336767681e-9+0.j,0.+1.2529458384595713e-9j,4.187795125279318e-10+0.j,0.-1.3778791446229904e-10j,-4.464999226799082e-11+0.j,0.+1.4256576107909419e-11j,4.487246248654776e-12+0.j,0.-1.3928099196192234e-12j,-4.2649868124196073e-13+0.j,0.+1.2888874601148304e-13j,3.845324741134914e-14+0.j,0.-1.132956797607461e-14j,-3.2975430829363148e-15+0.j,0.+9.484017452347566e-16j,2.696129781772726e-16+0.j,0.-7.577954804318169e-17j,-2.1063809002454156e-17+0.j,0.+5.791638943573875e-18j,1.5756041772389448e-18+0.j,0.-4.2420026615141343e-19j,-1.1304880735615764e-19+0.j,0.+2.9827822567505955e-20j,7.793335297125661e-21+0.j,0.-2.0167580418530616e-21j,-5.1700183749761355e-22+0.j,0.+1.3131504400513622e-22j,3.3051748066635654e-23+0.j,0.-8.245229103706787e-24j,-2.0389550063026148e-24+0.j,0.+4.998907198729331e-25j,1.215258487032467e-25+0.j,0.-2.929880469977441e-26j,-7.006131014168095e-27+0.j,0.+1.66192431049936e-27j,3.9111506354074654e-28+0.j,0.-9.132971167969264e-29j,-2.1163433355156787e-29+0.j,0.+4.8671789557078576e-30j,1.1110530323437089e-30+0.j,0.-2.517713019673759e-31j,-5.664191276991368e-32+0.j,0.+1.265245493170284e-32j,2.8064710749435808e-33+0.j,0.-6.182123613730279e-34j,-1.352531631894666e-34+0.j,0.+2.93920566398314e-35j,6.34489456708469e-36+0.j,0.-1.3607200642285782e-36j,-2.899346859908085e-37+0.j,0.+6.138392799962397e-38j,1.2914199195433529e-38+0.j,0.-2.7000567711466263e-39j,-5.610536279666569e-40+0.j,0.+1.1587628264447077e-40j,2.378895035370934e-41+0.j,0.-4.854870350826722e-42j,-9.849903486239697e-43+0.j,0.+1.9868630724504895e-43j,3.9848729967212973e-44+0.j,0.-7.946939605889851e-45j,-1.5759842870786743e-45+0.j,0.+3.1081175845359834e-46j
0.-0.36618762684968165j,0.2854959849402609+0.j,0.-0.20892480198141747j,0.19882524704327842+0.j,0.-0.26206732578505004j,0.019843366475105196+0.j,0.-0.2544633283630372j,-0.213600013205987+0.j,0.-0.01571448415868217j,-0.21959051250513+0.j,0.+0.2633865491848816j,0.1511355243675792+0.j,0.+0.03090819220406113j,0.19324112437466492+0.j,0.-0.2870818512347377j,-0.30751812953741164+0.j,0.+0.275505446211765j,0.21825645775088937+0.j,0.-0.15733726083183006j,-0.10502488868512833+0.j,0.+0.0656819835695117j,0.03881246595212492+0.j,0.-0.021809916339554924j,-0.011713456090806994+0.j,0.+0.0060371971714117045j,0.002996187398384989+0.j,0.-0.001435880443158535j,-0.0006660950854823121+0.j,0.+0.0002997324503811632j,0.00013107123481128724+0.j,0.-0.0000557904606595565j,-0.00002314816476047491+0.j,0.+9.374263322534242e-6j,3.709593187966718e-6+0.j,0.-1.4359562665214992e-6j,-5.442498413162152e-7+0.j,0.+2.0215218414323637e-7j,7.364298259795201e-8+0.j,0.-2.6331737382711865e-8j,-9.24743013841317e-9+0.j,0.+3.1917776719379283e-9j,1.083357017525164e-9+0.j,0.-3.618078937378304e-10j,-1.1895328295282033e-10+0.j,0.+3.85191928936279e-11j,1.2290735641127619e-11+0.j,0.-3.866023450759794e-12j,-1.1992571522106459e-12+0.j,0.+3.6701765635543947e-13j,1.1085238588562831e-13+0.j,0.-3.305483470776724e-14j,-9.734140537367465e-15+0.j,0.+2.8318269714308843e-15j,8.140847052509009e-16+0.j,0.-2.3132763749838233e-16j,-6.499143830575796e-17+0.j,0.+1.805784403273362e-17j,4.963206172360334e-18+0.j,0.-1.3497284099258976e-18j,-3.6325770349334493e-19+0.j,0.+9.677437194911324e-20j,2.55253632737622e-20+0.j,0.-6.667069285731617e-21j,-1.7247715209525225e-21+0.j,0.+4.420187701421588e-22j,1.1223760689245502e-22+0.j,0.-2.8242156243399354e-23j,-7.043518359704687e-24+0.j,0.+1.7413331890805948e-24j,4.268155598122165e-25+0.j,0.-1.0373569360925718e-25j,-2.5003863911215007e-26+0.j,0.+5.97772986961738e-27j,1.417663224656963e-27+0.j,0.-3.3355928737045076e-28j,-7.787355063878531e-29+0.j,0.+1.8041640555180577e-29j,4.148410552125896e-30+0.j,0.-9.467953515833681e-31j,-2.145096154220952e-31+0.j,0.+4.8250282868189713e-32j,1.0776066952525004e-32+0.j,0.-2.3898553312551968e-33j,-5.263519496199025e-34+0.j,0.+1.151371211718342e-34j,2.5016646882301143e-35+0.j,0.-5.3995361567882976e-36j,-1.1578050067245308e-36+0.j,0.+2.466624313272e-37j,5.221499692135432e-38+0.j,0.-1.0983665616296421e-38j,-2.2961137474271633e-39+0.j,0.+4.7705334867713445e-40j,9.851458673443193e-41+0.j,0.-2.0222086887146429e-41j,-4.1264281389756474e-42+0.j,0.+8.370970115464892e-43j,1.6883406998059493e-43+0.j,0.-3.385759470243879e-44j,-6.751372794898895e-45+0.j
-0.28104718400611617+0.j,0.-0.36861222245104436j,0.004482436392805034+0.j,0.-0.3003295333742009j,-0.0387952359040191+0.j,0.-0.2544633283630372j,-0.1754559736050348+0.j,0.-0.11091485931388656j,-0.2587048387526548+0.j,0.+0.14928839331370747j,-0.08134226491811013+0.j,0.+0.24063130952012204j,0.23745979224956928+0.j,0.-0.10281597567519171j,0.07484679897367186+0.j,0.-0.2178976260496606j,-0.29072594171126176+0.j,0.+0.29623402229485113j,0.25727570803128635+0.j,0.-0.1993776274506691j,-0.1413377394278578+0.j,0.+0.09309136474285876j,0.05758121162661019+0.j,0.-0.03371139820943946j,-0.018793393351630584+0.j,0.+0.010023818182025447j,0.005135030330070289+0.j,0.-0.002534737726737162j,-0.001208886676879928+0.j,0.+0.0005583605728506737j,0.00025026528960170525+0.j,0.-0.00010904730514275704j,-0.0000462636961038697+0.j,0.+0.000019137501873727865j,7.728508784393977e-6+0.j,0.-3.0504548260581934e-6j,-1.1779836069878323e-6+0.j,0.+4.454793279021627e-7j,1.6512129771358431e-7+0.j,0.-6.003566469024338e-8j,-2.1427088444386226e-8+0.j,0.+7.512041651596826e-9j,2.588607488862392e-9+0.j,0.-8.772864962251698e-10j,-2.925637238796363e-10+0.j,0.+9.60560756922567e-11j,3.10643522017704e-11+0.j,0.-9.899838369273237e-12j,-3.110327231331165e-12+0.j,0.+9.637616601028571e-13j,2.946338527694911e-13+0.j,0.-8.889967104343223e-14j,-2.64831206926408e-14+0.j,0.+7.791645501101391e-15j,2.2647113034489798e-15+0.j,0.-6.504985976299052e-16j,-1.8469281814182217e-16+0.j,0.+5.184877723449115e-17j,1.4395325248314675e-17+0.j,0.-3.953699598986919e-18j,-1.0744478710458566e-18+0.j,0.+2.8897653532146767e-19j,7.693562043868235e-20+0.j,0.-2.0280020057700755e-20j,-5.293832989281863e-21+0.j,0.+1.3687200753400775e-21j,3.50574314849275e-22+0.j,0.-8.896971331586437e-23j,-2.2375551582562212e-23+0.j,0.+5.577569328163984e-24j,1.3782360464688289e-24+0.j,0.-3.376564239232217e-25j,-8.202804738817273e-26+0.j,0.+1.9762720172643514e-26j,4.722664528792208e-27+0.j,0.-1.1195426069785186e-27j,-2.633071285014776e-28+0.j,0.+6.144784293004063e-29j,1.4230646229689936e-29+0.j,0.-3.2708972476782725e-30j,-7.4624651544583275e-31+0.j,0.+1.6901228161867846e-31j,3.8003252552710596e-32+0.j,0.-8.484661677357339e-33j,-1.8810614919597276e-33+0.j,0.+4.141602284756006e-34j,9.056737933940264e-35+0.j,0.-1.967221153402208e-35j,-4.2447434053682554e-36+0.j,0.+9.099225824327793e-37j,1.93797904716446e-37+0.j,0.-4.1012976123530863e-38j,-8.624940310554137e-39+0.j,0.+1.802551456108027e-39j,3.744116166144181e-40+0.j,0.-7.72989381094297e-41j,-1.586324475910924e-41+0.j,0.+3.236203077083348e-42j,6.563492345673546e-43+0.j,0.-1.3234855475336596e-43j
0.+0.19970154082197702j,-0.36814780902138533+0.j,0.-0.2002165711427681j,-0.21046840840410785+0.j,0.-0.19946135455473402j,-0.213600013205987+0.j,0.-0.11091485931388656j,-0.2542678940424013+0.j,0.+0.06525293982020974j,-0.1872650061138297+0.j,0.+0.23623250770367044j,0.0690156176276947+0.j,0.+0.14633035778408252j,0.2505459905703359+0.j,0.-0.198587062811209j,-0.045265349158282946+0.j,0.-0.12285134418821358j,-0.24257092152039691+0.j,0.+0.29222081061384775j,0.28219379882431656+0.j,0.-0.23658042737624566j,-0.17865692904091462+0.j,0.+0.12411831114170892j,0.0804207602705402+0.j,0.-0.04906750281150626j,-0.028393627506814508+0.j,0.+0.015669626686054903j,0.00828391022907129+0.j,0.-0.0042104861243130514j,-0.0020638191374232+0.j,0.+0.0009780871167257106j,0.0004491776539882548+0.j,0.-0.00020027970607793273j,-0.00008685122713205748+0.j,0.+0.000036685412732307124j,0.000015113932729625646+0.j,0.-6.080750532683278e-6j,-2.391723745960281e-6+0.j,0.+9.206064498854031e-7j,3.4709114531087315e-7+0.j,0.-1.2828740622895812e-7j,-4.6519068832387466e-8+0.j,0.+1.6561302014201608e-8j,5.792442039196752e-9+0.j,0.-1.991588886078091e-9j,-6.735305994646826e-10+0.j,0.+2.241646492159366e-10j,7.345930707460084e-11+0.j,0.-2.371378075889634e-11j,-7.544339623088787e-12+0.j,0.+2.366405666083781e-12j,7.321087746594061e-13+0.j,0.-2.234817527326676e-13j,-6.73351115500725e-14+0.j,0.+2.0031767513855778e-14j,5.885900857027439e-15+0.j,0.-1.7086521196659291e-15j,-4.901919483758018e-16+0.j,0.+1.3901749749825008e-16j,3.8983161223726296e-17+0.j,0.-1.081178500263912e-17j,-2.9664309484364487e-18+0.j,0.+8.053541368293328e-19j,2.1639664308971827e-19+0.j,0.-5.755941846675203e-20j,-1.5159055780349324e-20+0.j,0.+3.9536840806022105e-21j,1.0213786644497118e-21+0.j,0.-2.613993444429941e-22j,-6.628726602230399e-23+0.j,0.+1.665850027334724e-23j,4.149459909530148e-24+0.j,0.-1.0246236622084285e-24j,-2.508529794367916e-25+0.j,0.+6.090023392719886e-26j,1.4663043547455447e-26+0.j,0.-3.501816786391982e-27j,-8.296284276567531e-28+0.j,0.+1.9500678208035622e-28j,4.548256566176231e-29+0.j,0.-1.0527396242732234e-29j,-2.418398278536274e-30+0.j,0.+5.5146010000951155e-31j,1.248322875796595e-31+0.j,0.-2.8055118791094225e-32j,-6.260573576420503e-33+0.j,0.+1.3873185564271994e-33j,3.0530952864827722e-34+0.j,0.-6.673405240405383e-35j,-1.448896605728299e-35+0.j,0.+3.124991018433239e-36j,6.696060068164169e-37+0.j,0.-1.4255610740956337e-37j,-3.01567146620906e-38+0.j,0.+6.339409771017696e-39j,1.3243849619940839e-39+0.j,0.-2.7498781827500195e-40j,-5.675169570095996e-41+0.j,0.+1.164238610959603e-41j,2.3742900283679913e-42+0.j
0.1327356618981294+0.j,0.+0.31530203254020484j,-0.31715189171210456+0.j,0.+0.01728496852632365j,-0.28139965605334777+0.j,0.-0.01571448415868217j,-0.2587048387526548+0.j,0.+0.06525293982020974j,-0.21089620986718757+0.j,0.+0.19368066231870512j,-0.05235193499305422+0.j,0.+0.2311345453151649j,0.18178795104498388+0.j,0.+0.020004885262264672j,0.19944628993431773+0.j,0.-0.24184000641541792j,-0.14567049747094152+0.j,0.-0.017855408057191175j,-0.16962591937287974+0.j,0.+0.2627767071913055j,0.28893961434812915+0.j,0.-0.26455616533491766j,-0.21377125795630383+0.j,0.+0.15699955343996938j,0.1066791361546781+0.j,0.-0.06786751202890387j,-0.040772206125390974+0.j,0.+0.02328087416077229j,0.01269919232052981+0.j,0.-0.006644767680402328j,-0.0033464632207015005+0.j,0.+0.0016268114161848584j,0.0007652353568654808+0.j,0.-0.0003490425839668j,-0.00015466469118895337+0.j,0.+0.00006668726537420629j,0.000028019799333777852+0.j,0.-0.000011487441001034959j,-4.6007413870282555e-6+0.j,0.+1.8019428654261669e-6j,6.908505801059146e-7+0.j,0.-2.59503129434287e-7j,-9.558077326748281e-8+0.j,0.+3.454573559265209e-8j,1.2260730942799812e-8+0.j,0.-4.275792067741813e-9j,-1.4660740795118287e-9+0.j,0.+4.94513015483483e-10j,1.641759759315839e-10+0.j,0.-5.367411545609694e-11j,-1.7287969744351647e-11+0.j,0.+5.48827054634776e-12j,1.7179768040660896e-12+0.j,0.-5.304657256857415e-13j,-1.6162723270567206e-13+0.j,0.+4.86115546675158e-14j,1.4436939773266787e-14+0.j,0.-4.235037119325048e-15j,-1.2274814275230151e-15+0.j,0.+3.5161819460307257e-16j,9.957351258931837e-17+0.j,0.-2.7883318914339685e-17j,-7.722899369313132e-18+0.j,0.+2.1161870425145454e-18j,5.738041051749987e-19+0.j,0.-1.5399381349923536e-19j,-4.091317683106746e-20+0.j,0.+1.0762920565413363e-20j,2.8040605764079915e-21+0.j,0.-7.236275818986711e-22j,-1.8500796858582587e-22+0.j,0.+4.686921292390127e-23j,1.176734292016163e-23+0.j,0.-2.9284092054940935e-24j,-7.22460981661413e-25+0.j,0.+1.7672203492158128e-25j,4.28669822419617e-26+0.j,0.-1.0312671583761409e-26j,-2.4608987393713374e-27+0.j,0.+5.825684047473045e-28j,1.3683125481541434e-28+0.j,0.-3.189053246845246e-29j,-7.37611322482448e-30+0.j,0.+1.6932942922789545e-30j,3.858554420443374e-31+0.j,0.-8.728728229642295e-32j,-1.960455388295907e-32+0.j,0.+4.372067009335406e-33j,9.682410158828293e-34+0.j,0.-2.1295544332172038e-34j,-4.652038115490811e-35+0.j,0.+1.0094541274770526e-35j,2.17599165287531e-36+0.j,0.-4.6600725432912035e-37j,-9.915839308015734e-38+0.j,0.+2.0965404126058117e-38j,4.405027879362745e-39+0.j,0.-9.198131155110235e-40j,-1.908925879182275e-40+0.j,0.+3.937760365381957e-41j
