0.00038820320392676566+0.j,0.-0.0015385763551410633j,-0.0043118534781616+0.j,0.+0.009866504214886152j,0.01955209274340153+0.j,0.-0.03465518207630385j,-0.0560728329364061+0.j,0.+0.08399693066448395j,0.11770051464470468+0.j,0.-0.15549522087787784j,-0.19488435861124054+0.j,0.+0.2328844976997237j,0.26644642376804933+0.j,0.-0.2928856931963935j,-0.3102373474991972+0.j,0.+0.3174741634984041j,0.31456350461946475+0.j,0.-0.30237355961555634j,-0.2824668576193629+0.j,0.+0.2568328887575561j,0.2276122213587584+0.j,0.-0.19685473633809755j,-0.16633914564136434+0.j,0.+0.1374644779275936j,0.11121024683339878+0.j,0.-0.08815252140966244j,-0.06851852469368977+0.j,0.+0.0522620041174114j,0.03914416042806183+0.j,0.-0.028808982663050483j,-0.020846215997530688+0.j,0.+0.014839057749349422j,0.010396598543090595+0.j,0.-0.007172891191797573j,-0.004875450179642308+0.j,0.+0.003266183941652399j,0.002157492662492227+0.j,0.-0.0014057510088628905j,-0.0009038087552815412+0.j,0.+0.0005735934443119602j,0.00035944638641383396+0.j,0.-0.00022248571517190257j,-0.0001360621801277792+0.j,0.+0.00008223621932157059j,0.00004913565348677382+0.j,0.-0.000029030226079797124j,-0.000016964124093637203+0.j,0.+9.807141698234754e-6j,5.610244259904415e-6+0.j,0.-3.1764620316452003e-6j,-1.780404178659305e-6+0.j,0.+9.880830638657003e-7j,5.430648852465857e-7+0.j,0.-2.956471697272419e-7j,-1.5945450158782195e-7+0.j,0.+8.521486850288776e-8j,4.5131659527838134e-8+0.j,0.-2.369211400945492e-8j,-1.2329621810734608e-8+0.j,0.+6.361853855618228e-9j,3.2551274812532085e-9+0.j,0.-1.6518211502810608e-9j,-8.314327291034788e-10+0.j,0.+4.1516122063300844e-10j,2.0567747483027818e-10+0.j,0.-1.0110904115780301e-10j,-4.932623442878005e-11+0.j,0.+2.3883639086574412e-11j,1.1479050908841275e-11+0.j,0.-5.4769827752423776e-12j,-2.5944917473300932e-12+0.j,0.+1.220346212969184e-12j,5.700024837213959e-13+0.j,0.-2.644084050962984e-13j,-1.2182020757219156e-13+0.j,0.+5.5750483988235645e-14j,2.5345553763382174e-14+0.j,0.-1.1447650459719668e-14j,-5.137229851120785e-15+0.j,0.+2.290737842475394e-15j,1.0150567775775994e-15+0.j,0.-4.470002483548251e-16j,-1.956414066675105e-16+0.j,0.+8.511021136935357e-17j,3.680458834498537e-17+0.j,0.-1.5821674307286138e-17j,-6.761812954280598e-18+0.j,0.+2.873184172152944e-18j,1.213897641876861e-18+0.j,0.-5.099727880737554e-19j,-2.130520349796812e-19+0.j,0.+8.851664181440744e-20j,3.657555744922454e-20+0.j,0.-1.5031745638282086e-20j,-6.144767143371782e-21+0.j,0.+2.498639295670387e-21j,1.0107130838757336e-21+0.j,0.-4.06726022041024e-22j,-1.6283541293002766e-22+0.j,0.+6.486212921031905e-23j
0.-0.0015385763551410633j,-0.005709678463854972+0.j,0.+0.014913411045088242j,0.03163583618783459+0.j,0.-0.057758334465475396j,-0.09363002064989545+0.j,0.+0.13734747640077014j,0.18455255696106637+0.j,0.-0.22890646554678262j,-0.2631769096184559+0.j,0.+0.28067143511530823j,0.27663919190002717+0.j,0.-0.24927882004725252j,-0.2001156198638148+0.j,0.+0.1336942306517585j,0.056709938241905615+0.j,0.+0.02317852930467715j,0.09857317261188701+0.j,0.-0.16335375926224296j,-0.21333168832646363+0.j,0.+0.24648986605916076j,0.2628504832817351+0.j,0.-0.2640740811352221j,-0.25291780040616707+0.j,0.+0.23267305031305935j,0.20667393971128084+0.j,0.-0.17793008753008197j,-0.1489012705412646+0.j,0.+0.1214034122586022j,0.09661832773730082+0.j,0.-0.07517291971847531j,-0.057254775882159714+0.j,0.+0.04273726407978789j,0.031295396178481094+0.j,0.-0.022501778701236937j,-0.015898596266337724+0.j,0.+0.01104625408627429j,0.007552064179737569+0.j,0.-0.0050835412920995394j,-0.0033709453120987134+0.j,0.+0.002203119794633693j,0.0014197961606358827+0.j,0.-0.0009026132764567189j,-0.0005662903287813252+0.j,0.+0.00035075269058420535j,0.00021455569646816887+0.j,0.-0.00012965819665762408j,-0.00007743126298021384+0.j,0.+0.000045710636571963844j,0.00002668235113950208+0.j,0.-0.000015404653945527185j,-8.798532436452928e-6+0.j,0.+4.972824418301526e-6j,2.7818255433647606e-6+0.j,0.-1.540583750320068e-6j,-8.448118189367895e-7+0.j,0.+4.5881814620066324e-7j,2.4683695503252487e-7+0.j,0.-1.3156743800262385e-7j,-6.949151309500145e-8+0.j,0.+3.637757246399089e-8j,1.887665049982097e-8+0.j,0.-9.7112127123935e-9j,-4.953872900620369e-9+0.j,0.+2.5061226145665344e-9j,1.2574965922454394e-9+0.j,0.-6.259177220222027e-10j,-3.090939509496457e-10+0.j,0.+1.5145429753853322e-10j,7.364508286139605e-11+0.j,0.-3.554090557500341e-11j,-1.7024944589882603e-11+0.j,0.+8.095874587593754e-12j,3.8221663061212185e-12+0.j,0.-1.7917137499074614e-12j,-8.340365294727905e-13+0.j,0.+3.8556872641304684e-13j,1.7703554609195157e-13+0.j,0.-8.074238803853051e-14j,-3.658175386045666e-14+0.j,0.+1.6465979902430912e-14j,7.363902711857352e-15+0.j,0.-3.2723684781084707e-15j,-1.445058416749639e-15+0.j,0.+6.3417934236266e-16j,2.766150648030589e-16+0.j,0.-1.1992489362275207e-16j,-5.1682623250116876e-17+0.j,0.+2.214178298333305e-17j,9.430698377705304e-18+0.j,0.-3.993631719012813e-18j,-1.6815664582922086e-18+0.j,0.+7.040608970389589e-19j,2.9314617461008974e-19+0.j,0.-1.2138445774825535e-19j,-4.9988856315781746e-20+0.j,0.+2.0475778547266053e-20j,8.342381095704988e-21+0.j,0.-3.3810121587007558e-21j,-1.3631220545343892e-21+0.j
-0.0043118534781616+0.j,0.+0.014913411045088242j,0.036085090493270765+0.j,0.-0.07039416828568182j,-0.11712765008253245+0.j,0.+0.17107377628255724j,0.22274374653102735+0.j,0.-0.26025413055042707j,-0.2724042504610729+0.j,0.+0.25196819124837483j,0.19809900424236662+0.j,0.-0.11704725905698649j,-0.020977935388501918+0.j,0.-0.07471563807280898j,-0.15477866937609863+0.j,0.+0.20720737681715884j,0.225357654146956+0.j,0.-0.20867443864663482j,-0.16207867507956453+0.j,0.+0.09437101910768828j,0.016172734895572038+0.j,0.+0.06208112834731204j,0.13170997638846757+0.j,0.-0.18671775425120743j,-0.22406775923548788+0.j,0.+0.24342065000857355j,0.24652519806166387+0.j,0.-0.2364617297590311j,-0.21690500914564728+0.j,0.+0.19151798186427535j,0.16352939689845547+0.j,0.-0.13549982292969734j,-0.10924810863859295+0.j,0.+0.08589437699959365j,0.06597308805254798+0.j,0.-0.049575947613263525j,-0.03649495282381368+0.j,0.+0.026347108619713833j,0.01867208242940248+0.j,0.-0.013001251090327634j,-0.008901092183776754+0.j,0.+0.005996076618211371j,0.0039767536343496045+0.j,0.-0.0025982194280393086j,-0.001673154207825298+0.j,0.+0.001062474699451466j,0.0006656064459283665+0.j,0.-0.00041154065384674016j,-0.0002512303106406583+0.j,0.+0.00015147893576184684j,0.00009024028066934707+0.j,0.-0.00005313184078654991j,-0.000030927569991817434+0.j,0.+0.000017803126615395488j,0.000010137310342367156+0.j,0.-5.711307931089238e-6j,-3.1844881154204286e-6+0.j,0.+1.7576591427983846e-6j,9.60540516157042e-7+0.j,0.-5.19844439150214e-7j,-2.78672705705702e-7+0.j,0.+1.4799998027358106e-7j,7.788511096573253e-8+0.j,0.-4.0620839122225685e-8j,-2.0999939348388526e-8+0.j,0.+1.0762968409977148e-8j,5.469636284900812e-9+0.j,0.-2.7565262922901773e-9j,-1.3778619552804539e-9+0.j,0.+6.832025519644571e-10j,3.3608695405564673e-10+0.j,0.-1.64047052007257e-10j,-7.946101456303454e-11+0.j,0.+3.8199808132464374e-11j,1.8228060076177453e-11+0.j,0.-8.634577420079767e-12j,-4.060791798838257e-12+0.j,0.+1.89624969102532e-12j,8.793064431161474e-13+0.j,0.-4.049378355376428e-13j,-1.8521748964413995e-13+0.j,0.+8.41515494218316e-14j,3.7981185648081704e-14+0.j,0.-1.7030989404555804e-14j,-7.587764071224174e-15+0.j,0.+3.359130989788263e-15j,1.4777972946503886e-15+0.j,0.-6.461186722381333e-16j,-2.8077148943539155e-16+0.j,0.+1.2127462438644053e-16j,5.2070912590241136e-17+0.j,0.-2.222593610844118e-17j,-9.43181103683665e-18+0.j,0.+3.9795143528750886e-18j,1.6695295108125548e-18+0.j,0.-6.964910913901163e-19j,-2.889496763516087e-19+0.j,0.+1.1921781055934353e-19j,4.8921395943908205e-20+0.j,0.-1.9967385498715692e-20j
0.+0.009866504214886152j,0.03163583618783459+0.j,0.-0.07039416828568182j,-0.12499282219828263+0.j,0.+0.1867305940979568j,0.24024467296078686+0.j,0.-0.2677536413525243j,-0.2552741170046416+0.j,0.+0.19832984007113202j,0.10474268902915197+0.j,0.+0.006733169179833315j,0.11149988824837416+0.j,0.-0.18609221725227662j,-0.2146354760519032+0.j,0.+0.19276467229700214j,0.1280421122716906+0.j,0.-0.037144773614784195j,0.05896380876484889+0.j,0.-0.14027292120971974j,-0.19194663804870218+0.j,0.+0.20665801742576384j,0.18484481580992226+0.j,0.-0.13326597637374588j,-0.06256439776441573+0.j,0.-0.015399421806629576j,-0.0898259384295079+0.j,0.+0.1525051091026552j,0.19849722379438114+0.j,0.-0.2260743839658518j,-0.2361482552647198+0.j,0.+0.23144047732829004j,0.21561896432613936+0.j,0.-0.19255597844400651j,-0.1657890598601398+0.j,0.+0.1382020888130281j,0.11189991952259006+0.j,0.-0.08822734429055706j,-0.06787786839879813+0.j,0.+0.0510440634484636j,0.037573322770807153+0.j,0.-0.027106127556265937j,-0.019185571703126514+0.j,0.+0.013335545028244829j,0.009110427610014663+0.j,0.-0.006121864405086888j,-0.004048913938675507+0.j,0.+0.0026373578614607577j,0.0016928473303479408+0.j,0.-0.0010712903634893891j,-0.0006687168576729501+0.j,0.+0.0004119198212910507j,0.00025049243874049424+0.j,0.-0.00015043615874058705j,-0.00008925632537783775+0.j,0.+0.00005233579113344252j,0.000030336594496159317+0.j,0.-0.00001738883536709194j,-9.858936872608555e-6+0.j,0.+5.5304363699948424e-6j,3.0701974918429504e-6+0.j,0.-1.6871482964031038e-6j,-9.179471183008812e-7+0.j,0.+4.945979759465844e-7j,2.6396467171014643e-7+0.j,0.-1.3956696827477538e-7j,-7.312127142539312e-8+0.j,0.+3.796702130632975e-8j,1.954093175387274e-8+0.j,0.-9.970827732446045e-9j,-5.044670534699227e-9+0.j,0.+2.5311382518408295e-9j,1.2596321325202317e-9+0.j,0.-6.218382174911736e-10j,-3.045620032584431e-10+0.j,0.+1.4801148181767265e-10j,7.138241785068082e-11+0.j,0.-3.4167735463514974e-11j,-1.6233845527527254e-11+0.j,0.+7.65696048122048e-12j,3.585660082403623e-12+0.j,0.-1.6672701299379073e-12j,-7.698603689978076e-13+0.j,0.+3.5304554429871003e-13j,1.6080687857109866e-13+0.j,0.-7.275699026308405e-14j,-3.2702500637116335e-14+0.j,0.+1.460367375306987e-14j,6.479715093006826e-15+0.j,0.-2.8569260646809156e-15j,-1.251777312155426e-15+0.j,0.+5.450983498415416e-16j,2.3592621339669633e-16+0.j,0.-1.0149952595593506e-16j,-4.3408064872241785e-17+0.j,0.+1.845553901618472e-17j,7.801236880804422e-18+0.j,0.-3.2787658263051187e-18j,-1.3702398687960784e-18+0.j,0.+5.694432309344551e-19j,2.353420915304132e-19+0.j
0.01955209274340153+0.j,0.-0.057758334465475396j,-0.11712765008253245+0.j,0.+0.1867305940979568j,0.24504440824502732+0.j,0.-0.26731298428398137j,-0.2363592268150615+0.j,0.+0.15166266432300363j,0.032010916151095595+0.j,0.+0.08992998077974991j,0.1789556093963418+0.j,0.-0.20978957747765445j,-0.17564871076955227+0.j,0.+0.08985280500165016j,-0.019551463352279443+0.j,0.+0.11955078336694713j,0.18247577692794634+0.j,0.-0.1934223489509786j,-0.15289262180607455+0.j,0.+0.0746559310968556j,-0.019679049863109917+0.j,0.+0.10721275175132153j,0.16941117759616875+0.j,0.-0.19557899248013302j,-0.18376732499412587+0.j,0.+0.13950624238879863j,0.07320172452604604+0.j,0.+0.0028651632878087317j,0.07717090146600426+0.j,0.-0.14075749497741516j,-0.18808145083678668+0.j,0.+0.21701875729474854j,0.22828134446754833+0.j,0.-0.22453678727444876j,-0.209483960778632+0.j,0.+0.18705928898254606j,0.16086283755674619+0.j,0.-0.1338218876350281j,-0.1080614762016044+0.j,0.+0.08492734913323705j,0.06510205157834933+0.j,0.-0.048762601143647395j,-0.03574179285988891+0.j,0.+0.025669705135571222j,0.01808439390765105+0.j,0.-0.012509771868810877j,-0.008504178999744693+0.j,0.+0.005685753260389915j,0.003741258000600132+0.j,0.-0.0024243443840205737j,-0.0015479845876976337+0.j,0.+0.0009744562008720499j,0.0006050494647530843+0.j,0.-0.0003707198680493725j,-0.0002242367454168041+0.j,0.+0.00013394938097087834j,0.00007905031994413497+0.j,0.-0.00004610431720557115j,-0.000026582248426974044+0.j,0.+0.000015155945139390816j,8.547463306353485e-6+0.j,0.-4.769462281734121e-6j,-2.6338345890089274e-6+0.j,0.+1.4397856704696343e-6j,7.792838992368168e-7+0.j,0.-4.1771067015197735e-7j,-2.2178214265176602e-7+0.j,0.+1.1666317742436002e-7j,6.08104987783381e-8+0.j,0.-3.1415117568889696e-8j,-1.60875062533182e-8+0.j,0.+8.167707795433806e-9j,4.111892345194456e-9+0.j,0.-2.052954578949176e-9j,-1.0166617348820815e-9+0.j,0.+4.994525739110542e-10j,2.434397864267451e-10+0.j,0.-1.1774030938290536e-10j,-5.651320057405888e-11+0.j,0.+2.692270445913158e-11j,1.273159076769058e-11+0.j,0.-5.9771112768238174e-12j,-2.786073550423106e-12+0.j,0.+1.2895338451313919e-12j,5.927298105209507e-13+0.j,0.-2.7058779641713594e-13j,-1.2269568796322458e-13+0.j,0.+5.526638447685031e-14j,2.473109126170943e-14+0.j,0.-1.0995491699045459e-14j,-4.857499559698652e-15+0.j,0.+2.1324270218196295e-15j,9.303244504260619e-16+0.j,0.-4.033928061404956e-16j,-1.7385573094315165e-16+0.j,0.+7.448174411428271e-17j,3.172068839017805e-17+0.j,0.-1.3430694656199991e-17j,-5.653896370745303e-18+0.j,0.+2.366575436806901e-18j
0.-0.03465518207630385j,-0.09363002064989545+0.j,0.+0.17107377628255724j,0.24024467296078686+0.j,0.-0.26731298428398137j,-0.22875552014616088+0.j,0.+0.12610911895268523j,-0.010848935244030106+0.j,0.+0.13510191050507728j,0.20234389146646398+0.j,0.-0.1900103605330154j,-0.10640828054762326+0.j,0.-0.01367538210145609j,-0.12396508563625797+0.j,0.+0.18500656694326925j,0.17803411846904763+0.j,0.-0.1095709508154385j,-0.0063634796961008645+0.j,0.-0.09599798754376715j,-0.1657183957509345+0.j,0.+0.18419206990574122j,0.14969960369417654+0.j,0.-0.07538212876985546j,0.016691758281952344+0.j,0.-0.10277300096556663j,-0.16364785418277616+0.j,0.+0.18837649991014924j,0.1751838057047722+0.j,0.-0.1300016476403554j,-0.06363402226982155+0.j,0.-0.011418348347473652j,-0.08366330374660182+0.j,0.+0.14440070633315158j,0.18848429933665725+0.j,0.-0.21421965247740135j,-0.22268850677230276+0.j,0.+0.21681078729025627j,0.20040110812176445+0.j,0.-0.1773875050235257j,-0.15126947161424092+0.j,0.+0.12482043589934183j,0.09999444489297189+0.j,0.-0.07797676646657503j,-0.05931714405662056+0.j,0.+0.04409489773333725j,0.03208018840012967+0.j,0.-0.022870751948989545j,-0.01599558382740667+0.j,0.+0.0109854550001131j,0.007414951555611004+0.j,0.-0.0049227188425359225j,-0.0032166876645381656+0.j,0.+0.0020701045685533235j,0.0013128144799650385+0.j,0.-0.0008208605225473268j,-0.0005062900526297344+0.j,0.+0.0003081673265489784j,0.00018518682476642947+0.j,0.-0.00010990983757606071j,-0.00006444980869625054+0.j,0.+0.0000373517497834824j,0.000021401354048135973+0.j,0.-0.000012126659524679583j,-6.797231682335979e-6+0.j,0.+3.769889063369331e-6j,2.0693751709667144e-6+0.j,0.-1.124519617269899e-6j,-6.050758447459155e-7+0.j,0.+3.224487375820203e-7j,1.7021913067034364e-7+0.j,0.-8.903024429784872e-8j,-4.614548347417931e-8+0.j,0.+2.3706132453791165e-8j,1.2072751341116764e-8+0.j,0.-6.095887950390875e-9j,-3.052257329951299e-9+0.j,0.+1.515738822242896e-9j,7.466374416890151e-10+0.j,0.-3.648699209937665e-10j,-1.7691627818088685e-10+0.j,0.+8.51246607521767e-11j,4.064951045298108e-11+0.j,0.-1.926726902005177e-11j,-9.065687421905585e-12+0.j,0.+4.2349296936354925e-12j,1.9642832344626308e-12+0.j,0.-9.047331496461031e-13j,-4.1384717677952196e-13+0.j,0.+1.8802077423886604e-13j,8.48515867343417e-14+0.j,0.-3.804022665689301e-14j,-1.694317286599241e-14+0.j,0.+7.498135720165212e-15j,3.297281857383949e-15+0.j,0.-1.440918268154909e-15j,-6.258041077590625e-16+0.j,0.+2.701391946992146e-16j,1.1590985300143517e-16+0.j,0.-4.9438949545632574e-17j,-2.096360488012375e-17+0.j
-0.0560728329364061+0.j,0.+0.13734747640077014j,0.22274374653102735+0.j,0.-0.2677536413525243j,-0.2363592268150615+0.j,0.+0.12610911895268523j,-0.024708242506075118+0.j,0.+0.15376722810071078j,0.2060705371932429+0.j,0.-0.16193141375923858j,-0.04621602576865613+0.j,0.-0.08510434869002216j,-0.17261109704282304+0.j,0.+0.18044856802366746j,0.10998482415507341+0.j,0.+0.0044580186991444734j,0.11344033356473361+0.j,0.-0.17413914558361498j,-0.16634868695339436+0.j,0.+0.0973062719739242j,-0.0045322653076343405+0.j,0.+0.10237461811405481j,0.1646830050584041+0.j,0.-0.17459754299965227j,-0.13290541825764196+0.j,0.+0.055001252096011165j,-0.035862929319466066+0.j,0.+0.11615572099420221j,0.1680947999997562+0.j,0.-0.1828453626080523j,-0.16076513366875927+0.j,0.+0.10941478049663077j,0.04043133724891944+0.j,0.+0.033678007939027185j,0.10207035434826735+0.j,0.-0.15707480243342845j,-0.19466867757082337+0.j,0.+0.21414800872288453j,0.2173149153903074+0.j,0.-0.2074939032372294j,-0.18861393560215176+0.j,0.+0.16449550220321216j,0.1383923417174175+0.j,0.-0.11277230165451745j,-0.0892850887476521+0.j,0.+0.06885241323269378j,0.05182064897731498+0.j,0.-0.038129672542859136j,-0.027467639765727227+0.j,0.+0.019396000832413867j,0.013440055995888833+0.j,0.-0.009147398279616432j,-0.006120198184953218+0.j,0.+0.004028379912716185j,0.0026102733889184844+0.j,0.-0.0016660904138758171j,-0.001048120270993874+0.j,0.+0.0006501992101593523j,0.0003979327461760799+0.j,0.-0.00024037569340704964j,-0.00014337225252652178+0.j,0.+0.00008446898850908885j,0.00004917453111264716+0.j,0.-0.000028296800318606303j,-0.00001609990380285511+0.j,0.+9.059930245749948e-6j,5.043843969183691e-6+0.j,0.-2.7787322538071514e-6j,-1.5152598070648833e-6+0.j,0.+8.180586413598412e-7j,4.373561593596038e-7+0.j,0.-2.3159620086309943e-7j,-1.2149560961858488e-7+0.j,0.+6.315479376082388e-8j,3.253483098766964e-8+0.j,0.-1.661360026568913e-8j,-8.410565307464101e-9+0.j,0.+4.221853005172457e-9j,2.1016721690963405e-9+0.j,0.-1.0377090525106098e-9j,-5.082733697352382e-10+0.j,0.+2.4699618936536564e-10j,1.19100102554218e-10+0.j,0.-5.6992640462855685e-11j,-2.7068488615844108e-11+0.j,0.+1.2761443607879488e-11j,5.9727785297194405e-12+0.j,0.-2.775507525968149e-12j,-1.2806923492677907e-12+0.j,0.+5.868527642909872e-13j,2.670788741576189e-13+0.j,0.-1.207309790667217e-13j,-5.4213592639728197e-14+0.j,0.+2.4185116604415284e-14j,1.0719580704550024e-14+0.j,0.-4.721010797542319e-15j,-2.066125380682137e-15+0.j,0.+8.986254534469469e-16j,3.8845080588530993e-16+0.j,0.-1.6690239701693693e-16j
0.+0.08399693066448395j,0.18455255696106637+0.j,0.-0.26025413055042707j,-0.2552741170046416+0.j,0.+0.15166266432300363j,-0.010848935244030106+0.j,0.+0.15376722810071078j,0.20563459057128458+0.j,0.-0.1443089472682144j,-0.008910732015364606+0.j,0.-0.12431359452381845j,-0.18542090597576846+0.j,0.+0.14714314206294052j,0.035082123543492855+0.j,0.+0.09043588510443112j,0.1676793951254618+0.j,0.-0.16319337878219883j,-0.0840759110088567+0.j,0.-0.030054046280690274j,-0.12829645418995067+0.j,0.+0.17126693898262263j,0.14550674815943412+0.j,0.-0.0652038332061816j,0.0369667165385034+0.j,0.-0.1241999230355137j,-0.1687759259859925+0.j,0.+0.1597236228084913j,0.1035675165593977+0.j,0.-0.019494049570281315j,0.06823853156599204+0.j,0.-0.13770018824526223j,-0.1744138966473665+0.j,0.+0.17337262254921068j,0.13823571262119047+0.j,0.-0.07867836126077882j,-0.007061318408405495+0.j,0.-0.06459909141138881j,-0.12676349725257385+0.j,0.+0.17341268826634876j,0.20212215661058228+0.j,0.-0.21346220546642863j,-0.21006091768039575+0.j,0.+0.19561874464946774j,0.17406992469735974+0.j,0.-0.1489863357581629j,-0.1232383154137687+0.j,0.+0.09887459675940395j,0.07715921661475421+0.j,0.-0.05870048078478728j,-0.04361739454270925+0.j,0.+0.03170483030825269j,0.02257470852108835+0.j,0.-0.015763567180669763j,-0.010805976789230213+0.j,0.+0.007278483798400621j,0.00482095346107084+0.j,0.-0.0031423343880623467j,-0.0020168873066158974+0.j,0.+0.0012754909838055292j,0.0007951963833745302+0.j,0.-0.0004889767784406496j,-0.0002967001613444082+0.j,0.+0.00017772445851513144j,0.00010513507380149569+0.j,0.-0.0000614438755593967j,-0.000035488636037476034+0.j,0.+0.000020263740037717727j,0.000011441973662904811+0.j,0.-6.390828400423595e-6j,-3.531873569697624e-6+0.j,0.+1.931770389501605e-6j,1.0459550550006744e-6+0.j,0.-5.607602109778325e-7j,-2.9774371545785656e-7+0.j,0.+1.5660273609028777e-7j,8.16081107411988e-8+0.j,0.-4.214310912570338e-8j,-2.1570366629050138e-8+0.j,0.+1.0944634650647194e-8j,5.505918173291833e-9+0.j,0.-2.7467049445702417e-9j,-1.3589839577379181e-9+0.j,0.+6.669609979498606e-10j,3.2473690262851607e-10+0.j,0.-1.5687978548132663e-10j,-7.520788350189503e-11+0.j,0.+3.5782910844999166e-11j,1.6898838684302234e-11+0.j,0.-7.922424699280184e-12j,-3.687473511879607e-12+0.j,0.+1.7041863109194908e-12j,7.821119413744133e-13+0.j,0.-3.564751739676324e-13j,-1.6137700444355818e-13+0.j,0.+7.25684978768808e-14j,3.241825384908338e-14+0.j,0.-1.4388177307466583e-14j,-6.34505148493916e-15+0.j,0.+2.7804504576077895e-15j,1.210827290670854e-15+0.j
0.11770051464470468+0.j,0.-0.22890646554678262j,-0.2724042504610729+0.j,0.+0.19832984007113202j,0.032010916151095595+0.j,0.+0.13510191050507728j,0.2060705371932429+0.j,0.-0.1443089472682144j,0.0034219950997913637+0.j,0.-0.1405766091294205j,-0.1841566526040334+0.j,0.+0.1140500266039777j,-0.020909298938610692+0.j,0.+0.13841268958910644j,0.17313237259444006+0.j,0.-0.11112594851317685j,0.008460111054813995+0.j,0.-0.12008199963024287j,-0.168227032868407+0.j,0.+0.13345872877277698j,0.03713291668239225+0.j,0.+0.07359314409904018j,0.14992891595575983+0.j,0.-0.16235800861659153j,-0.11000663818915353+0.j,0.+0.016940376169580867j,-0.08045275187999278+0.j,0.+0.1483072766572826j,0.1664410875287883+0.j,0.-0.13273465712225133j,-0.060808738240390806+0.j,0.-0.026666001942469j,-0.105889786656681+0.j,0.+0.15841897221699097j,0.1747323412380368+0.j,0.-0.15467294263642486j,-0.10549865337913258+0.j,0.+0.03870147309609321j,-0.03328048849067373+0.j,0.+0.09966162037843102j,0.1528454352720522+0.j,0.-0.1888982211069075j,-0.2071996915303868+0.j,0.+0.20960830236980207j,0.19946338323392948+0.j,0.-0.18066470207432467j,-0.1569672873803152+0.j,0.+0.13153701271290055j,0.10674678985976119+0.j,0.-0.08415749975290486j,-0.06461716250798866+0.j,0.+0.04841801182367165j,0.0354657757346606+0.j,0.-0.025432113101635914j,-0.01787579179685229+0.j,0.+0.012328995071572767j,0.008351854779191007+0.j,0.-0.005561578629336114j,-0.0036433563315658936+0.j,0.+0.0023495774578647525j,0.0014925573470581655+0.j,0.-0.0009344808121647372j,-0.0005769422851605652+0.j,0.+0.0003514177334619725j,0.00021126879879937538+0.j,0.-0.00012541361902118959j,-0.0000735388252480384+0.j,0.+0.0000426093969595795j,0.00002440366474277221+0.j,0.-0.000013819778640329994j,-7.740533894762642e-6+0.j,0.+4.289283008790035e-6j,2.3521011507429775e-6+0.j,0.-1.276710124882177e-6j,-6.861129179469393e-7+0.j,0.+3.651428087083642e-7j,1.924801511841267e-7+0.j,0.-1.0052012879676227e-7j,-5.2017302940679546e-8+0.j,0.+2.6677825335032923e-8j,1.3562427766027191e-8+0.j,0.-6.835688328422699e-9j,-3.416293925239633e-9+0.j,0.+1.6932609643971322e-9j,8.324403756564422e-10+0.j,0.-4.059806558107733e-10j,-1.9644481105743034e-10+0.j,0.+9.43227923692e-11j,4.494582709556468e-11+0.j,0.-2.1257518066586968e-11j,-9.9801748307368e-12+0.j,0.+4.651749929455819e-12j,2.152760580333864e-12+0.j,0.-9.892891251501434e-13j,-4.5148605315944e-13+0.j,0.+2.046459211314499e-13j,9.21387236614738e-14+0.j,0.-4.121004057467182e-14j,-1.8311580099156578e-14+0.j,0.+8.084432402132831e-15j
