0.023054110763106803+0.j,0.06330367638882574+0.j,0.12291205843658444+0.j,0.19485628656266415+0.j,0.2675253761387951+0.j,0.3285190349475113+0.j,0.3682692610600648+0.j,0.3822055662282167+0.j,0.3710501156558647+0.j,0.33961891781290016+0.j,0.29489841000136274+0.j,0.24414995333022477+0.j,0.19352923494858262+0.j,0.14738573814497377+0.j,0.10816132533948647+0.j,0.07668438304680684+0.j,0.052641407625231985+0.j,0.03505771371872008+0.j,0.02268965513040889+0.j,0.014293271777961716+0.j,0.008776012052595577+0.j,0.005258575586709352+0.j,0.003078487096875865+0.j,0.0017626008565299047+0.j,0.0009879362318865608+0.j,0.0005425496230045424+0.j,0.00029216847200082643+0.j,0.0001543945707440945+0.j,0.00008011863950299192+0.j,0.00004085216940560957+0.j,0.00002048024058242327+0.j,0.000010100311416109244+0.j,4.90275659259994e-6+0.j,2.343494397494033e-6+0.j,1.1035830418295196e-6+0.j,5.122141282522364e-7+0.j,2.344125504691153e-7+0.j,1.0581824520466584e-7+0.j,4.7135629793624115e-8+0.j,2.0725144531678374e-8+0.j,8.99804435041429e-9+0.j,3.8586621787095835e-9+0.j,1.6349055580746664e-9+0.j,6.84603318042671e-10+0.j,2.8339567539387843e-10+0.j,1.1600254541883582e-10+0.j,4.696444130965844e-11+0.j,1.8810519443859097e-11+0.j,7.45522451939964e-12+0.j,2.9244435607017575e-12+0.j,1.1356350794530493e-12+0.j,4.3665080831791556e-13+0.j,1.662697155616639e-13+0.j,6.271274002405967e-14+0.j,2.343362379940648e-14+0.j,8.67638202583657e-15+0.j,3.1836492149026574e-15+0.j,1.1578927617144058e-15+0.j,4.1747925469743197e-16+0.j,1.4924144688951965e-16+0.j,5.2904715450807546e-17+0.j,1.859987487160156e-17+0.j,6.486265701560525e-18+0.j,2.2439078479656716e-18+0.j,7.701859427239398e-19+0.j,2.6231278993738196e-19+0.j,8.866006717572027e-20+0.j,2.97420713997465e-20+0.j,9.903696268508055e-21+0.j,3.2738088965280113e-21+0.j,1.0744466638892905e-21+0.j,3.50135579633856e-22+0.j,1.1330538572080073e-22+0.j,3.6414108400876356e-23+0.j,1.1623431968876857e-23+0.j,3.685397217129277e-24+0.j,1.1608017779779929e-24+0.j,3.6323965895604903e-25+0.j,1.1293446923087063e-25+0.j,3.4889402072628443e-26+0.j,1.0710977089560977e-26+0.j,3.267887808493392e-27+0.j,9.909249630363605e-28+0.j,2.9866358934969906e-28+0.j,8.947942699832483e-29+0.j,2.6649820530489223e-29+0.j,7.890883294626803e-30+0.j,2.322985779182368e-30+0.j,6.799637686594661e-31+0.j,1.9791163478297296e-31+0.j,5.728364288825517e-32+0.j,1.6488854649511642e-32+0.j,4.720381865157154e-33+0.j,1.3440524477794443e-33+0.j,3.8065614628395295e-34+0.j,1.0723871493655738e-34+0.j,3.005360276386026e-35+0.j,8.378981506073229e-36+0.j,2.3241210875737998e-36+0.j,6.413893008808507e-37+0.j
-0.06330367638882574+0.j,-0.15076978925710535+0.j,-0.24797607080358017+0.j,-0.3221608222025511+0.j,-0.3448783209199358+0.j,-0.30386685079642345+0.j,-0.20651687153153095+0.j,-0.07513933148680312+0.j,0.06218383731016348+0.j,0.18059969300110762+0.j,0.26421552899115675+0.j,0.3076624418851508+0.j,0.31435341151322793+0.j,0.29307695798868455+0.j,0.25446959738079755+0.j,0.2083413812426252+0.j,0.16219087553227887+0.j,0.12078202988704899+0.j,0.08643435536772538+0.j,0.059654394735318986+0.j,0.039823633959060634+0.j,0.025777355135264305+0.j,0.016211769055360262+0.j,0.009924026130248703+0.j,0.0059221973223589994+0.j,0.0034499084194440062+0.j,0.001964213391967889+0.j,0.0010942039226140797+0.j,0.0005969836109567019+0.j,0.00031927718034575154+0.j,0.00016752039310864914+0.j,0.0000862949741919254+0.j,0.0000436736391771984+0.j,0.00002172925275804284+0.j,0.000010634503448856174+0.j,5.122410019924469e-6+0.j,2.4296175125605698e-6+0.j,1.1353123422865964e-6+0.j,5.228789863923987e-7+0.j,2.3745328444539073e-7+0.j,1.0636982979201348e-7+0.j,4.7020196881365955e-8+0.j,2.0517744851372446e-8+0.j,8.840958445132612e-9+0.j,3.762975941001171e-9+0.j,1.582547645695307e-9+0.j,6.578091177517913e-10+0.j,2.703206775220909e-10+0.j,1.0985199664919394e-10+0.j,4.4156418979451334e-11+0.j,1.7560628233827893e-11+0.j,6.911068670827725e-12+0.j,2.692178118893016e-12+0.j,1.0382605371496799e-12+0.j,3.9649686903880785e-13+0.j,1.4996415616465123e-13+0.j,5.6186199150146485e-14+0.j,2.08565971923142e-14+0.j,7.671903248957804e-15+0.j,2.7969208382889275e-15+0.j,1.0107496100461763e-15+0.j,3.6212612949658564e-16+0.j,1.2864509480263585e-16+0.j,4.532165040965946e-17+0.j,1.5836429460574852e-17+0.j,5.489159793663691e-18+0.j,1.8875898329053232e-18+0.j,6.440459550129746e-19+0.j,2.1806510470909987e-19+0.j,7.327681401189099e-20+0.j,2.4440355547453805e-20+0.j,8.09202043416325e-21+0.j,2.6598766337658933e-21+0.j,8.680930974475385e-22+0.j,2.813295286429875e-22+0.j,9.054223835469829e-23+0.j,2.8941133001117094e-23+0.j,9.188584036765633e-24+0.j,2.897942016340949e-24+0.j,9.079816274295102e-25+0.j,2.8264930863842915e-25+0.j,8.742558662276279e-26+0.j,2.687102790085121e-26+0.j,8.207663562937087e-27+0.j,2.4915978058846313e-27+0.j,7.517825139573038e-28+0.j,2.2547289967581745e-28+0.j,6.72226339994105e-29+0.j,1.9924443588688628e-29+0.j,5.871325011419703e-30+0.j,1.7202609757184517e-30+0.j,5.011748132087514e-31+0.j,1.451939654120556e-31+0.j,4.1831115900216255e-32+0.j,1.1985838256534964e-32+0.j,3.4157132071021345e-33+0.j,9.681971316881876e-34+0.j,2.729860351144156e-34+0.j,7.656594202662357e-35+0.j,2.1363538832658905e-35+0.j
0.12291205843658444+0.j,0.24797607080358017+0.j,0.3307069755088729+0.j,0.32180837945420043+0.j,0.21402048055273248+0.j,0.04469524661228509+0.j,-0.1253343151697994+0.j,-0.24046521586280997+0.j,-0.27101641283716765+0.j,-0.218745204603902+0.j,-0.10917452732277216+0.j,0.022274971100731872+0.j,0.14325926614293358+0.j,0.23240127373137967+0.j,0.2813239816092117+0.j,0.2923726689452748+0.j,0.2743644072001594+0.j,0.23835007750600812+0.j,0.1945229055441255+0.j,0.15058205666727986+0.j,0.11132116017531966+0.j,0.07899334199071047+0.j,0.054016624185157035+0.j,0.03570803738046525+0.j,0.022879143166103694+0.j,0.014239697847687794+0.j,0.008625054082326514+0.j,0.005092446144626437+0.j,0.0029350173412813953+0.j,0.0016533290178357737+0.j,0.0009112932661618868+0.j,0.0004919758891831606+0.j,0.0002603820272456441+0.j,0.0001352130807573991+0.j,0.00006894377682369289+0.j,0.000034541515659063084+0.j,0.000017015136846652366+0.j,8.245828196146562e-6+0.j,3.933476380271405e-6+0.j,1.8479256348221462e-6+0.j,8.553929531626581e-7+0.j,3.903142552440737e-7+0.j,1.7563582632995578e-7+0.j,7.797103506087742e-8+0.j,3.4161479227622265e-8+0.j,1.4776646614232639e-8+0.j,6.312412657827573e-9+0.j,2.6639863779736553e-9+0.j,1.1110039704650818e-9+0.j,4.5800439500651514e-10+0.j,1.8668592407770168e-10+0.j,7.525811576941174e-11+0.j,3.0012471215471774e-11+0.j,1.1842921529976632e-11+0.j,4.625111410337988e-12+0.j,1.7880728310344699e-12+0.j,6.844431453727086e-13+0.j,2.594565129488345e-13+0.j,9.742024704983317e-14+0.j,3.623852649658889e-14+0.j,1.3356868712899692e-14+0.j,4.878933693826595e-15+0.j,1.7664523090686883e-15+0.j,6.340211130255883e-16+0.j,2.256295489108764e-16+0.j,7.962364356778311e-17+0.j,2.7867828979712844e-17+0.j,9.674719707408428e-18+0.j,3.332000123822986e-18+0.j,1.1385663162730459e-18+0.j,3.86057450302695e-19+0.j,1.299085478756199e-19+0.j,4.338763720865823e-20+0.j,1.4384193772426578e-20+0.j,4.7341674631841754e-21+0.j,1.5469853307122823e-21+0.j,5.01946988200164e-22+0.j,1.6173421487905953e-22+0.j,5.175596960570644e-23+0.j,1.645032249778794e-23+0.j,5.1937808107088636e-24+0.j,1.629021401116226e-24+0.j,5.076234086066754e-25+0.j,1.5716827592624843e-25+0.j,4.8353988427592134e-26+0.j,1.4783549999215048e-26+0.j,4.49198359433061e-27+0.j,1.3565746997978738e-27+0.j,4.072186928258198e-28+0.j,1.2151269972925035e-28+0.j,3.6045942243774563e-29+0.j,1.063070067779686e-29+0.j,3.117220596822142e-30+0.j,9.088704622147882e-31+0.j,2.635076680186406e-31+0.j,7.597465215860378e-32+0.j,2.1784878635791776e-32+0.j,6.212676029960515e-33+0.j,1.762239828742762e-33+0.j,4.9720915113973375e-34+0.j
-0.19485628656266415+0.j,-0.3221608222025511+0.j,-0.32180837945420043+0.j,-0.17946579844680158+0.j,0.032299023882159245+0.j,0.20544249592066643+0.j,0.2619049889883922+0.j,0.1897656128478328+0.j,0.03697264567065845+0.j,-0.12263066046821303+0.j,-0.22629452262216943+0.j,-0.24436650427738024+0.j,-0.18256340185425346+0.j,-0.070214981432979+0.j,0.05605252469772671+0.j,0.1655521146172044+0.j,0.24024737865782136+0.j,0.27525417836007887+0.j,0.27545289342147755+0.j,0.2508161866210179+0.j,0.21232032130374984+0.j,0.16929751802671808+0.j,0.12828075688466922+0.j,0.0929562040993269+0.j,0.064726568435937+0.j,0.04347176405312874+0.j,0.02824697048472212+0.j,0.017801949920344846+0.j,0.010904706214432095+0.j,0.006504266145181831+0.j,0.003783584026848608+0.j,0.0021494534113578284+0.j,0.0011939948471122433+0.j,0.0006492320089422183+0.j,0.0003458963578726766+0.j,0.00018072809614566083+0.j,0.00009268069764913075+0.j,0.000046682830398782415+0.j,0.00002311125590938712+0.j,0.000011252777134920382+0.j,5.391589468647835e-6+0.j,2.543478334477174e-6+0.j,1.1819813103247196e-6+0.j,5.413366139727289e-7+0.j,2.444490810886391e-7+0.j,1.0888096537308542e-7+0.j,4.7854834931957537e-8+0.j,2.0761949124954775e-8+0.j,8.894636566337569e-9+0.j,3.763980561470121e-9+0.j,1.5738361452730913e-9+0.j,6.504167659502812e-10+0.j,2.65744822987379e-10+0.j,1.073726711371114e-10+0.j,4.291292861461457e-11+0.j,1.6968856778137674e-11+0.j,6.640288697849024e-12+0.j,2.5720940711540727e-12+0.j,9.863788244009714e-13+0.j,3.745806397625868e-13+0.j,1.4088856034944847e-13+0.j,5.249473250535e-14+0.j,1.9379516605404136e-14+0.j,7.089768144031622e-15+0.j,2.570720582079814e-15+0.j,9.240185699514664e-16+0.j,3.2928826171676406e-16+0.j,1.1636058937683565e-16+0.j,4.0778556085896984e-17+0.j,1.4174706844944234e-17+0.j,4.887769000719799e-18+0.j,1.6721596270795755e-18+0.j,5.676355482712951e-19+0.j,1.912224248900572e-19+0.j,6.39346646927365e-20+0.j,2.1218353639837594e-20+0.j,6.990570000332876e-21+0.j,2.2865756603152896e-21+0.j,7.42635578823002e-22+0.j,2.3951180324464846e-22+0.j,7.671523879228362e-23+0.j,2.4405138747601608e-23+0.j,7.711983020660629e-24+0.j,2.4208903652756346e-24+0.j,7.5499927126596875e-25+0.j,2.3394693914880734e-25+0.j,7.203171093505525e-26+0.j,2.2039452150834006e-26+0.j,6.701666922061577e-27+0.j,2.0253649160742894e-27+0.j,6.084077199055546e-28+0.j,1.8167239137538636e-28+0.j,5.392832842619948e-29+0.j,1.5915089304912934e-29+0.j,4.669763297372284e-30+0.j,1.3623955134711466e-30+0.j,3.952412922481942e-31+0.j,1.1402491621014828e-31+0.j,3.2714667870846514e-32+0.j,9.335056053904778e-33+0.j
0.2675253761387951+0.j,0.3448783209199358+0.j,0.21402048055273248+0.j,-0.032299023882159245+0.j,-0.22381031853089833+0.j,-0.2459481665570562+0.j,-0.10796436715181255+0.j,0.08593153138723576+0.j,0.21760799570424885+0.j,0.2238231211162611+0.j,0.11679198987658354+0.j,-0.03976723336918452+0.j,-0.17260717933794478+0.j,-0.23272011782237775+0.j,-0.2083167786240143+0.j,-0.1187473513031897+0.j,0.0012597501283995625+0.j,0.11737605484882835+0.j,0.20572286058157752+0.j,0.255980878053239+0.j,0.2693396501696567+0.j,0.2540521709827118+0.j,0.220916495143257+0.j,0.17998345087234094+0.j,0.1388297775352067+0.j,0.10213243431741587+0.j,0.07205037993916075+0.j,0.04894682902419839+0.j,0.032128059348721524+0.j,0.020431873400704226+0.j,0.012618044505799418+0.j,0.0075819883599328826+0.j,0.004440292808593163+0.j,0.00253813455062094+0.j,0.001417926450607382+0.j,0.0007750469620277356+0.j,0.000414939543416063+0.j,0.00021778475938710802+0.j,0.00011215585183274105+0.j,0.000056715521061854046+0.j,0.000028182093890831188+0.j,0.000013769473471704556+0.j,6.6190260827588975e-6+0.j,3.132163904468061e-6+0.j,1.459797282625942e-6+0.j,6.704204539797419e-7+0.j,3.0353165172570413e-7+0.j,1.355332646095015e-7+0.j,5.97097271941473e-8+0.j,2.5963520369306378e-8+0.j,1.1146903257750661e-8+0.j,4.7267379494879354e-9+0.j,1.9802601400662515e-9+0.j,8.199098601163262e-10+0.j,3.355956439021765e-10+0.j,1.3582822937314814e-10+0.j,5.437495126579006e-11+0.j,2.1535217405437878e-11+0.j,8.44000659103851e-12+0.j,3.2739841930548306e-12+0.j,1.257313483464235e-12+0.j,4.781154637536082e-13+0.j,1.800651160765398e-13+0.j,6.717626826191548e-14+0.j,2.4829635559746235e-14+0.j,9.09428682167219e-15+0.j,3.3012891858897635e-15+0.j,1.1879145519329413e-15+0.j,4.2378061834841935e-16+0.j,1.4990508618384009e-16+0.j,5.258645485308669e-17+0.j,1.8296767258454876e-17+0.j,6.315044708014224e-18+0.j,2.162403811659404e-18+0.j,7.34700491524442e-19+0.j,2.477137594382295e-19+0.j,8.289104811332234e-20+0.j,2.753167741749696e-20+0.j,9.07765296557126e-21+0.j,2.9715101223814268e-21+0.j,9.658041686967093e-22+0.j,3.117118602665329e-22+0.j,9.991089968439491e-23+0.j,3.180602494601898e-23+0.j,1.0057347027352276e-23+0.j,3.1591802997928608e-24+0.j,9.858723406669488e-25+0.j,3.0567475987071677e-25+0.j,9.417322823714369e-26+0.j,2.8831001521479306e-26+0.j,8.771843963631598e-27+0.j,2.6524951516940373e-27+0.j,7.972299921564328e-28+0.j,2.3818257016665815e-28+0.j,7.07399677439587e-29+0.j,2.0887128245452457e-29+0.j,6.1317063372319984e-30+0.j,1.7897886331725356e-30+0.j,5.1947936730260765e-31+0.j,1.4993697525639637e-31+0.j
-0.3285190349475113+0.j,-0.30386685079642345+0.j,-0.04469524661228509+0.j,0.20544249592066643+0.j,0.2459481665570562+0.j,0.07821207459906998+0.j,-0.13684333310508615+0.j,-0.23326839930835694+0.j,-0.15852514383626964+0.j,0.017098749272255284+0.j,0.17311405843738337+0.j,0.22206436213491487+0.j,0.15035311089435563+0.j,0.007457740647050285+0.j,-0.1336038919693714+0.j,-0.21499444134212095+0.j,-0.21396868287166043+0.j,-0.1418139976974656+0.j,-0.029920631549646647+0.j,0.08668519974032238+0.j,0.1812148070733875+0.j,0.24000798078777222+0.j,0.2616206299997795+0.j,0.25279484934432506+0.j,0.2238421210295619+0.j,0.18501500252837227+0.j,0.14442048969721707+0.j,0.10732363606366802+0.j,0.07637633680751346+0.j,0.05228443496295019+0.j,0.03455280598705906+0.j,0.0221080560183606+0.j,0.01372843766165446+0.j,0.008290509719936074+0.j,0.004877442738682066+0.j,0.00279972925830068+0.j,0.001570126771065516+0.j,0.0008613196394989075+0.j,0.00046266465381130924+0.j,0.00024358803851191738+0.j,0.00012580833092824958+0.j,0.00006379243155392812+0.j,0.00003177961412972835+0.j,0.0000155645224088409+0.j,7.498880226862019e-6+0.j,3.556120860544514e-6+0.j,1.6607514639675027e-6+0.j,7.641766507723942e-7+0.j,3.466113910774172e-7+0.j,1.550380159022423e-7+0.j,6.841555186572231e-8+0.j,2.979595748872579e-8+0.j,1.2811528154960127e-8+0.j,5.440417121190339e-9+0.j,2.282389970468943e-9+0.j,9.462488463284806e-10+0.j,3.877961921173733e-10+0.j,1.571458899959264e-10+0.j,6.298204654245905e-11+0.j,2.497194817657603e-11+0.j,9.797442969628332e-12+0.j,3.804485210436585e-12+0.j,1.4624997508666594e-12+0.j,5.56675832374022e-13+0.j,2.0984652863320553e-13+0.j,7.835681224853921e-14+0.j,2.898722798558831e-14+0.j,1.0625953013608806e-14+0.j,3.860413179125111e-15+0.j,1.3901928719777278e-15+0.j,4.963177245618918e-16+0.j,1.7569266077837023e-16+0.j,6.167652533174961e-17+0.j,2.147433725992602e-17+0.j,7.416727200356146e-18+0.j,2.5412922409737823e-18+0.j,8.639764797887024e-19+0.j,2.914792809912513e-19+0.j,9.75941272237704e-20+0.j,3.2433966073725825e-20+0.j,1.0700040648957253e-20+0.j,3.5045071073321276e-21+0.j,1.1396470325745565e-21+0.j,3.680104077029749e-22+0.j,1.180155664840815e-22+0.j,3.758805581606948e-23+0.j,1.189138800605231e-23+0.j,3.737033408638792e-24+0.j,1.1667335957044565e-24+0.j,3.6191304454753104e-25+0.j,1.1154782545831827e-25+0.j,3.416472233949985e-26+0.j,1.0398944528808831e-26+0.j,3.1457846704318587e-27+0.j,9.458668967061846e-28+0.j,2.826991432421874e-28+0.j,8.399312378009099e-29+0.j,2.4809518682849852e-29+0.j,7.285815522601126e-30+0.j,2.1274158451739407e-30+0.j
0.3682692610600648+0.j,0.20651687153153095+0.j,-0.1253343151697994+0.j,-0.2619049889883922+0.j,-0.10796436715181255+0.j,0.13684333310508615+0.j,0.23161321061439483+0.j,0.11368577281065646+0.j,-0.0916487385121243+0.j,-0.21332052479656136+0.j,-0.1719861650044996+0.j,-0.014536216660291942+0.j,0.1455008594667335+0.j,0.2129536726570593+0.j,0.1611616152024664+0.j,0.02976208961624735+0.j,-0.11122593493263842+0.j,-0.20118971926154583+0.j,-0.21208807383149775+0.j,-0.1504181106948704+0.j,-0.04487668272013168+0.j,0.06997333590330318+0.j,0.1663040271327021+0.j,0.22884183867250235+0.j,0.2546630742425358+0.j,0.24951432340594557+0.j,0.22324432491029503+0.j,0.18605251533180178+0.j,0.14622781265695659+0.j,0.10930141963321652+0.j,0.07817791593045044+0.j,0.0537564824064595+0.j,0.035666813872151336+0.j,0.022902393351048402+0.j,0.01426775585859496+0.j,0.00864165180048769+0.j,0.005097798748686818+0.j,0.002933522529680316+0.j,0.0016489606272045967+0.j,0.000906506285760974+0.j,0.0004879106930341551+0.j,0.00025735989094130855+0.j,0.0001331540178082751+0.j,0.00006762822900411175+0.j,0.00003374269437220384+0.j,0.000016550124043848624+0.j,7.984753326241714e-6+0.j,3.791485910484221e-6+0.j,1.7728672066438832e-6+0.j,8.167272115706243e-7+0.j,3.708624876244518e-7+0.j,1.6606267989246538e-7+0.j,7.335522321912714e-8+0.j,3.1978347639977495e-8+0.j,1.3762696216196196e-8+0.j,5.8495355078392555e-9+0.j,2.45611912626253e-9+0.j,1.0191078718691641e-9+0.j,4.179836640100805e-10+0.j,1.6950651233152962e-10+0.j,6.798531749208285e-11+0.j,2.6974532184471077e-11+0.j,1.0590249246752774e-11+0.j,4.115008198258968e-12+0.j,1.5828580653177858e-12+0.j,6.02851633046681e-13+0.j,2.273855143473364e-13+0.j,8.495367765931197e-14+0.j,3.1444771919782447e-14+0.j,1.1532894258709219e-14+0.j,4.1920413407722506e-15+0.j,1.5103625711737616e-15+0.j,5.394779534217213e-16+0.j,1.9105964698760928e-16+0.j,6.710125581837276e-17+0.j,2.3373306350121047e-17+0.j,8.076009256640954e-18+0.j,2.768330657562713e-18+0.j,9.415406481771008e-19+0.j,3.1777067230575104e-19+0.j,1.0643737221574161e-19+0.j,3.5385913414596943e-20+0.j,1.1678079015470674e-20+0.j,3.8261717658681076e-21+0.j,1.244673617683198e-21+0.j,4.0205831067782764e-22+0.j,1.2897585751924879e-22+0.j,4.109184859778078e-23+0.j,1.3003842040927622e-23+0.j,4.087861664786942e-24+0.j,1.276638277927388e-24+0.j,3.961177734024085e-25+0.j,1.2212433931131208e-25+0.j,3.7414266461337277e-26+0.j,1.1391059306705431e-26+0.j,3.446805197935481e-27+0.j,1.0366404287636985e-27+0.j,3.0990639166763783e-28+0.j,9.209908962836286e-29+0.j,2.721029313218761e-29+0.j
-0.3822055662282167+0.j,-0.07513933148680312+0.j,0.24046521586280997+0.j,0.1897656128478328+0.j,-0.08593153138723576+0.j,-0.23326839930835694+0.j,-0.11368577281065646+0.j,0.11362526059077778+0.j,0.21665217804399833+0.j,0.1174732491192224+0.j,-0.07647220740890745+0.j,-0.2005097611513971+0.j,-0.17003938082223616+0.j,-0.022728167641673454+0.j,0.13390156529429414+0.j,0.20502808044207257+0.j,0.16043107529518957+0.j,0.03547018199308452+0.j,-0.10250722504271052+0.j,-0.1933066591988417+0.j,-0.2076780746786464+0.j,-0.15035001078881946+0.j,-0.04854795537587566+0.j,0.063949816115062+0.j,0.15943253387679998+0.j,0.22231135280580058+0.j,0.2491835423381449+0.j,0.24534990443625068+0.j,0.22034356196543298+0.j,0.18419455189039458+0.j,0.14513905605356603+0.j,0.10872817180744312+0.j,0.0779196513869236+0.j,0.05367215223883242+0.j,0.03566673026376772+0.j,0.022934996702117984+0.j,0.014306710967088016+0.j,0.008675651699026473+0.j,0.005123538893108632+0.j,0.00295137491418635+0.j,0.0016605899408952593+0.j,0.0009137196752210459+0.j,0.0004922074869824584+0.j,0.00025983194560348324+0.j,0.00013453333395354987+0.j,0.00006837691963101436+0.j,0.00003413899031289738+0.j,0.000016755077942718958+0.j,8.088483376818918e-6+0.j,3.842931357460189e-6+0.j,1.797898361178781e-6+0.j,8.28687397034633e-7+0.j,3.764793887956125e-7+0.j,1.686574170492917e-7+0.j,7.45350771326774e-8+0.j,3.2506759345553557e-8+0.j,1.3995919578660483e-8+0.j,5.9510322037243635e-9+0.j,2.4996922218090457e-9+0.j,1.0375691615679258e-9+0.j,4.2570618741272887e-10+0.j,1.726971252139192e-10+0.j,6.928776381343422e-11+0.j,2.75000164988779e-11+0.j,1.0799857543835079e-11+0.j,4.197694322888192e-12+0.j,1.6151245576298143e-12+0.j,6.153105071724281e-13+0.j,2.321467621717489e-13+0.j,8.675494965053939e-14+0.j,3.2119534344986136e-14+0.j,1.1783232688119584e-14+0.j,4.284043259415988e-15+0.j,1.5438624098734328e-15+0.j,5.515656929647236e-16+0.j,1.953826016556243e-16+0.j,6.863383514028483e-17+0.j,2.3912000728523394e-17+0.j,8.263770889236222e-18+0.j,2.8332361285003056e-18+0.j,9.637956925684567e-19+0.j,3.253408955694978e-19+0.j,1.089923089934173e-19+0.j,3.624156903306127e-20+0.j,1.1962472359174227e-20+0.j,3.919991410034029e-21+0.j,1.2753972594259045e-21+0.j,4.120469225240107e-22+0.j,1.3220018042627838e-22+0.j,4.212536838342891e-23+0.j,1.333283791403418e-23+0.j,4.1918768296670526e-24+0.j,1.3093030261369244e-24+0.j,4.063078880510831e-25+0.j,1.2528250870506573e-25+0.j,3.838676003676723e-26+0.j,1.1688616421842064e-26+0.j,3.5372789292184936e-27+0.j,1.06397917124338e-27+0.j,3.1811695215998507e-28+0.j
0.3710501156558647+0.j,-0.06218383731016348+0.j,-0.27101641283716765+0.j,-0.03697264567065845+0.j,0.21760799570424885+0.j,0.15852514383626964+0.j,-0.0916487385121243+0.j,-0.21665217804399833+0.j,-0.09670348086015115+0.j,0.11574978411962268+0.j,0.20557929503190844+0.j,0.10498586228114688+0.j,-0.0804968676544356+0.j,-0.19469373060396297+0.j,-0.16005991412161172+0.j,-0.015691647401601862+0.j,0.1342049255423436+0.j,0.19943155838071844+0.j,0.15272061517317959+0.j,0.029690365920328123+0.j,-0.10402809934026991+0.j,-0.19051519923392105+0.j,-0.20219630242650222+0.j,-0.14440037337739497+0.j,-0.04401483889382995+0.j,0.06601682298357113+0.j,0.158866879436458+0.j,0.21959053222250174+0.j,0.24509525635063567+0.j,0.24070318586566533+0.j,0.21578833988807786+0.j,0.1801517996450342+0.j,0.1418109364998059+0.j,0.10614993930102767+0.j,0.07602225256933595+0.j,0.052336726771562474+0.j,0.034763334715104614+0.j,0.022345310236545318+0.j,0.013934146573283315+0.j,0.008447234567790778+0.j,0.004987352705522452+0.j,0.0028722694687202746+0.j,0.0016157533822959216+0.j,0.0008888878944787543+0.j,0.000478753222628714+0.j,0.0002526926178938034+0.j,0.00013081951920671344+0.j,0.00006648140109594465+0.j,0.00003318898710136952+0.j,0.000016287207506512714+0.j,7.861905370547521e-6+0.j,3.7349703826041693e-6+0.j,1.7472555356596351e-6+0.j,8.052883300423202e-7+0.j,3.6582520452648376e-7+0.j,1.6387463785022185e-7+0.j,7.241738109497383e-8+0.j,3.158154297102193e-8+0.j,1.3596910999170989e-8+0.j,5.781116390183659e-9+0.j,2.428219091504433e-9+0.j,1.0078630251363911e-9+0.j,4.135029908430286e-10+0.j,1.6774093264922302e-10+0.j,6.72971509668836e-11+0.j,2.6709154379977703e-11+0.j,1.0488975157874461e-11+0.j,4.0767532017065045e-12+0.j,1.5685518993833586e-12+0.j,5.975539143645615e-13+0.j,2.2544254176397106e-13+0.j,8.424779137070075e-14+0.j,3.1190693362862996e-14+0.j,1.1442271283882241e-14+0.j,4.160007088388561e-15+0.j,1.4991381731166799e-15+0.j,5.355790063979912e-16+0.j,1.8971679367314268e-16+0.j,6.6642622496684e-17+0.j,2.321795500473766e-17+0.j,8.02381396958801e-18+0.j,2.7509339578951348e-18+0.j,9.357879412190923e-19+0.j,3.15883132608117e-19+0.j,1.0582278254795511e-19+0.j,3.518731083869076e-20+0.j,1.1614379159693175e-20+0.j,3.805890836150728e-21+0.j,1.2382633900527072e-21+0.j,4.000467457014631e-22+0.j,1.2834908913295562e-22+0.j,4.089792598047343e-23+0.j,1.2944257612241912e-23+0.j,4.069679179759424e-24+0.j,1.271127388302469e-24+0.j,3.9445868795047146e-25+0.j,1.2162817717998436e-25+0.j,3.726686077216771e-26+0.j,1.1347551487611795e-26+0.j,3.4340464459244135e-27+0.j
