0.0008514383428051568+0.j,0.-0.003201359136270553j,-0.008511391993821447+0.j,0.+0.018476561774299183j,0.03473540412106851+0.j,0.-0.05840749049898644j,-0.08965491745761536+0.j,0.+0.12741081339682325j,0.16937234013915273+0.j,0.-0.21227674836660942j,-0.2523966694345275+0.j,0.+0.2861333439949441j,0.3105696700285407+0.j,0.-0.32386838654909195j,-0.32545109201581346+0.j,0.+0.31595213676372624j,0.2969904597907639+0.j,0.-0.2708315350382277j,-0.24001819861258072+0.j,0.+0.20703728539973648j,0.17406632491985854+0.j,0.-0.14281910460927827j,-0.11448699564254984+0.j,0.+0.0897580551861031j,0.06888886134395573+0.j,0.-0.05180363029556824j,-0.038199239309021964+0.j,0.+0.027641017487179693j,0.0196406656825171+0.j,0.-0.013713186976324648j,-0.009413669860538666+0.j,0.+0.006357103902779219j,0.004225377484907798+0.j,0.-0.002765602359922589j,-0.0017833289993088174+0.j,0.+0.0011333880854869451j,0.0007102456553028691+0.j,0.-0.00043902466173425733j,-0.00026778010768745744+0.j,0.+0.00016122307552826845j,0.00009584697243677689+0.j,0.-0.00005628175924104661j,-0.000032653084490999924+0.j,0.+0.000018722816356353436j,0.000010612703537350535+0.j,0.-5.948411010908505e-6j,-3.2976400292010473e-6+0.j,0.+1.8085707824895628e-6j,9.815130653751686e-7+0.j,0.-5.27204657483383e-7j,-2.803337776115267e-7+0.j,0.+1.475949623369432e-7j,7.695751859871938e-8+0.j,0.-3.9746081102916693e-8j,-2.0336613164410708e-8+0.j,0.+1.03104703151172e-8j,5.1804281655982316e-9+0.j,0.-2.5799389031471788e-9j,-1.2737277709474708e-9+0.j,0.+6.234933204578802e-10j,3.026476968266009e-10+0.j,0.-1.456980197043665e-10j,-6.957272235288668e-11+0.j,0.+3.295717028722284e-11j,1.5489632792583936e-11+0.j,0.-7.223798729903665e-12j,-3.3432962606910327e-12+0.j,0.+1.5357433890290929e-12j,7.002375425941099e-13+0.j,0.-3.169582345711118e-13j,-1.4244073711953427e-13+0.j,0.+6.356034287327542e-14j,2.8164443622652998e-14+0.j,0.-1.2394269623737433e-14j,-5.417342239072562e-15+0.j,0.+2.3519973843386368e-15j,1.0144046504297557e-15+0.j,0.-4.346573843087846e-16j,-1.85046533603426e-16+0.j,0.+7.827960069412335e-17j,3.2906735573526515e-17+0.j,0.-1.3747492302401679e-17j,-5.70818121782703e-18+0.j,0.+2.355808038062814e-18j,9.66454582132335e-19+0.j,0.-3.9414242096364957e-19j,-1.598030807120546e-19+0.j,0.+6.441792247415707e-20j,2.5819425313502058e-20+0.j,0.-1.029041196175869e-20j,-4.078427063164994e-21+0.j,0.+1.6075082003178509e-21j,6.301449738742969e-22+0.j,0.-2.4568587889229864e-22j,-9.527905959489815e-23+0.j,0.+3.675503601161215e-23j,1.41046537508316e-23+0.j,0.-5.384653419800662e-24j,-2.0451535049393883e-24+0.j,0.+7.728398485637152e-25j
0.-0.003201359136270553j,-0.011185487649530914+0.j,0.+0.027474938233730324j,0.05472864486570328+0.j,0.-0.0936499956023084j,-0.14193807586186588+0.j,0.+0.19402877770947763j,0.24185270562444353+0.j,0.-0.27645804450227873j,-0.29003132883625243+0.j,0.+0.2777189229080079j,0.23873984470897722+0.j,0.-0.17652909512688839j,-0.09795161258277696+0.j,0.+0.011872823010592677j,-0.07250482021920704+0.j,0.+0.1471415213441197j,0.20621206043526488+0.j,0.-0.246586285305722j,-0.2677668021341714+0.j,0.+0.2714195305038316j,0.2606805012313778+0.j,0.-0.23941646853047574j,-0.21157522420384098+0.j,0.+0.18070471954321182j,0.14966564007867525+0.j,0.-0.12052078176996299j,-0.09456043592172236+0.j,0.+0.07241474461317174j,0.054207428306950745+0.j,0.-0.0397153618614888j,-0.028510750991743963+0.j,0.+0.02007403421491239j,0.013874440059671957+0.j,0.-0.009420879982023995j,-0.00628884270760889+0.j,0.+0.004129845750647682j,0.002669548213838294+0.j,0.-0.0016994919884737066j,-0.0010660967570558849+0.j,0.+0.0006592851633716563j,0.0004021038987051131+0.j,0.-0.0002419737704328614j,-0.000143723882889233+0.j,0.+0.00008428995961000698j,0.00004882649676010046+0.j,0.-0.000027945149746111545j,-0.000015807359046568965+0.j,0.+8.839713335042529e-6j,4.888332306178617e-6+0.j,0.-2.673861023853594e-6j,-1.447035050235446e-6+0.j,0.+7.749665713145506e-7j,4.1081621615750975e-7+0.j,0.-2.156083595800475e-7j,-1.1205358515762699e-7+0.j,0.+5.7678383259468944e-8j,2.941095325190663e-8+0.j,0.-1.4859086246100677e-8j,-7.439389672600498e-9+0.j,0.+3.691620582033561e-9j,1.8159379124308043e-9+0.j,0.-8.856379248909184e-10j,-4.282993017977746e-10+0.j,0.+2.054172350154676e-10j,9.772034478038205e-11+0.j,0.-4.611581690282282e-11j,-2.1591752612360586e-11+0.j,0.+1.0031211578785139e-11j,4.624865172043721e-12+0.j,0.-2.1162938807799805e-12j,-9.612437558837518e-13+0.j,0.+4.3343070743713187e-13j,1.9403537177333832e-13+0.j,0.-8.625064390609864e-14j,-3.807218528215095e-14+0.j,0.+1.669013475958149e-14j,7.267077947997717e-15+0.j,0.-3.1430257671196125e-15j,-1.3504027762774915e-15+0.j,0.+5.764266028927686e-16j,2.444708407960403e-16+0.j,0.-1.0302640482583736e-16j,-4.3146303286018297e-17+0.j,0.+1.7957523741836688e-17j,7.428318180995024e-18+0.j,0.-3.054276064179001e-18j,-1.2483362288525843e-18+0.j,0.+5.072141252874273e-19j,2.0488861487670394e-19+0.j,0.-8.228876869297314e-20j,-3.286157629680071e-20+0.j,0.+1.3049368189191122e-20j,5.153133300775372e-21+0.j,0.-2.0237691955744383e-21j,-7.90468580485576e-22+0.j,0.+3.0709164898070794e-22j,1.1866874236876867e-22+0.j,0.-4.561568986256216e-23j,-1.7443187119435995e-23+0.j
-0.008511391993821447+0.j,0.+0.027474938233730324j,0.061861602464118856+0.j,0.-0.11185620632702242j,-0.17158745119451596+0.j,0.+0.2292943892432019j,0.2700166224351638+0.j,0.-0.2800145344722514j,-0.2513082771389215+0.j,0.+0.1846446445751894j,0.08983619468399122+0.j,0.+0.01657557072593689j,0.11545628912650892+0.j,0.-0.1896405809973188j,-0.2275895611124062+0.j,0.+0.22528223663095875j,0.18612773401887087+0.j,0.-0.11926447458651268j,-0.036958035150122207+0.j,0.-0.048123525658296154j,-0.12513508844488894+0.j,0.+0.18643356144416098j,0.22804745032070212+0.j,0.-0.24938976513965996j,-0.2524819118409092+0.j,0.+0.24097450274856197j,0.2192008538353303+0.j,0.-0.1914156149174583j,-0.1612850641351432+0.j,0.+0.13162688467099098j,0.10435399796629977+0.j,0.-0.0805585504270082j,-0.060672555095829556+0.j,0.+0.04465340537957764j,0.0321586693577431+0.j,0.-0.0226903432664118j,-0.015701358439623017+0.j,0.+0.010665661707199148j,0.007117884209700719+0.j,0.-0.004670342464497498j,-0.0030149008487436106+0.j,0.+0.0019159746295091097j,0.0011993405412202638+0.j,0.-0.0007398702919143407j,-0.00045002467011153054+0.j,0.+0.0002700083160638321j,0.00015986641991257516+0.j,0.-0.0000934424179146018j,-0.00005393795177772862+0.j,0.+0.000030757833569787506j,0.000017332718628120155+0.j,0.-9.655132036674025e-6j,-5.318071232528891e-6+0.j,0.+2.8971554184275435e-6j,1.561429876036378e-6+0.j,0.-8.327450635544137e-7j,-4.395834308971882e-7+0.j,0.+2.2972396973078892e-7j,1.1887726343968696e-7+0.j,0.-6.092653378522167e-8j,-3.093237470248114e-8+0.j,0.+1.5559641814679997e-8j,7.756085868222916e-9+0.j,0.-3.831919405295453e-9j,-1.8766878715610555e-9+0.j,0.+9.112512141555755e-10j,4.3875340654660123e-10+0.j,0.-2.095090099546344e-10j,-9.9230681419976e-11+0.j,0.+4.662398701209738e-11j,2.1734521485935414e-11+0.j,0.-1.0053635756175705e-11j,-4.615108645556045e-12+0.j,0.+2.102703469297908e-12j,9.509581600736957e-13+0.j,0.-4.269533817674771e-13j,-1.9031897163679105e-13+0.j,0.+8.42387222963684e-14j,3.70265850528121e-14+0.j,0.-1.6163320741103846e-14j,-7.00816273521061e-15+0.j,0.+3.0183865130517636e-15j,1.2914628440788913e-15+0.j,0.-5.489889385003972e-16j,-2.318766805281239e-16+0.j,0.+9.731920522078187e-17j,4.059039475330599e-17+0.j,0.-1.6825406632512224e-17j,-6.932005322223568e-18+0.j,0.+2.838806812414891e-18j,1.1556550446060643e-18+0.j,0.-4.676996502380522e-19j,-1.881839498623254e-19+0.j,0.+7.528429075274671e-20j,2.9947545763881105e-20+0.j,0.-1.1846263008135848e-20j,-4.6600683090262784e-21+0.j,0.+1.8231435577515528e-21j,7.094036388434581e-22+0.j,0.-2.745589596670108e-22j
0.+0.018476561774299183j,0.05472864486570328+0.j,0.-0.11185620632702242j,-0.18095627122096677+0.j,0.+0.24332226318554848j,0.27623467619381176+0.j,0.-0.26188186519322054j,-0.19539940158086125+0.j,0.+0.08827913384247661j,-0.034451414980994126+0.j,0.+0.1420967069869531j,0.20800552741317965+0.j,0.-0.21748180552387783j,-0.17133105547527103+0.j,0.+0.08438179872289527j,-0.01986220244912003+0.j,0.+0.11622025431767212j,0.18417286004910838+0.j,0.-0.21190846537617805j,-0.19747574609910976+0.j,0.+0.14738931200703356j,0.0736343525450351+0.j,0.+0.009818207575853796j,0.09005855678337134+0.j,0.-0.15729209187104168j,-0.20574414131805924+0.j,0.+0.23356768921272106j,0.242076824217043+0.j,0.-0.23466613878807993j,-0.21571950628550024+0.j,0.+0.18970870533287748j,0.16057436617031823+0.j,0.-0.131394912998789j,-0.1042943198661489+0.j,0.+0.08051560223868108j,0.06058648464072168+0.j,0.-0.0445170867616664j,-0.031988300080363206+0.j,0.+0.022507838387333338j,0.015525499491309925+0.j,0.-0.01050892135097126j,-0.006986417705221466+0.j,0.+0.004565387664565515j,0.002934516791676103+0.j,0.-0.0018565722471848975j,-0.0011568029839895825+0.j,0.+0.0007102545490477029j,0.0004299243669280961+0.j,0.-0.00025668096293440795j,-0.00015121841597308063+0.j,0.+0.00008794239889973927j,0.00005050523271886102+0.j,0.-0.00002865303111513607j,-0.00001606361968049797+0.j,0.+8.90203160351459e-6j,4.877917186175597e-6+0.j,0.-2.6436205169428763e-6j,-1.417414094437845e-6+0.j,0.+7.520298828030807e-7j,3.9492682616867706e-7+0.j,0.-2.0532362693083837e-7j,-1.057048739686497e-7+0.j,0.+5.3898133675418523e-8j,2.7224505520594806e-8+0.j,0.-1.3624956506454537e-8j,-6.757359076560838e-9+0.j,0.+3.3216995097769916e-9j,1.6186647573961405e-9+0.j,0.-7.820520631187585e-10j,-3.746821035503351e-10+0.j,0.+1.7803387269057907e-10j,8.391049568511318e-11+0.j,0.-3.9234060107319926e-11j,-1.8201233740346707e-11+0.j,0.+8.3788484734822e-12j,3.827958792313941e-12+0.j,0.-1.7358064226877188e-12j,-7.813335773718712e-13+0.j,0.+3.491574386006437e-13j,1.5491827965654056e-13+0.j,0.-6.825368335756248e-14j,-2.986315697253008e-14+0.j,0.+1.2977001801746005e-14j,5.6012327265239665e-15+0.j,0.-2.401617636795837e-15j,-1.0229969870335576e-15+0.j,0.+4.3294551838483543e-16j,1.820613092899792e-16+0.j,0.-7.607880986080181e-17j,-3.15941409136032e-17+0.j,0.+1.3040084955249198e-17j,5.349567525488622e-18+0.j,0.-2.1814929569395513e-18j,-8.843364679884172e-19+0.j,0.+3.564024967252949e-19j,1.4280834136275807e-19+0.j,0.-5.689648941396143e-20j,-2.2540583201019288e-20+0.j,0.+8.880157280945776e-21j,3.4792000220225716e-21+0.j
0.03473540412106851+0.j,0.-0.0936499956023084j,-0.17158745119451596+0.j,0.+0.24332226318554848j,0.2764825773401094+0.j,0.-0.24727067687472j,-0.15401336296093596+0.j,0.+0.020908104546921276j,-0.11037425408312612+0.j,0.+0.19718636893301933j,0.21266524762129588+0.j,0.-0.1554036717096595j,-0.048583390473176766+0.j,0.-0.06997344966590008j,-0.16189570274413834+0.j,0.+0.20074501927995683j,0.17876632676987192+0.j,0.-0.10664548162011082j,-0.007692178455455769+0.j,0.-0.09059507638336292j,-0.1644815295436666+0.j,0.+0.19928087689469756j,0.1911458113576878+0.j,0.-0.14576425890689115j,-0.07510709255413275+0.j,0.-0.006437168201961799j,-0.08544616532846308+0.j,0.+0.15172919792284428j,0.19930949111208202+0.j,0.-0.2263114556303534j,-0.2341252948839558+0.j,0.+0.22625149961790475j,0.20715423976596975+0.j,0.-0.18133283628405653j,-0.1527005671822474+0.j,0.+0.12426751671847716j,0.0980686126364195+0.j,0.-0.07525635057683504j,-0.05628047439639652+0.j,0.+0.041093210836570575j,0.029339470658661285+0.j,0.-0.02051070038712189j,-0.014055783425664463+0.j,0.+0.009451817403201524j,0.006242388772470447+0.j,0.-0.004052376323883123j,-0.002587651680319452+0.j,0.+0.0016263845027462255j,0.0010067488744245395+0.j,0.-0.0006140971024281438j,-0.00036930865915855006+0.j,0.+0.00021906879052599026j,0.00012823233278678155+0.j,0.-0.00007409946512654197j,-0.000042285944369752746+0.j,0.+0.00002383927279989901j,0.000013281564420352907+0.j,0.-7.31475092181812e-6j,-3.983557544444826e-6+0.j,0.+2.1457745066180244e-6j,1.143542514185856e-6+0.j,0.-6.030922759541924e-7j,-3.148335656098054e-7+0.j,0.+1.6272030027793151e-7j,8.328349616760637e-8+0.j,0.-4.2220315089841914e-8j,-2.1203822892671346e-8+0.j,0.+1.0551598008811522e-8j,5.203690406973819e-9+0.j,0.-2.5437145987051756e-9j,-1.2327091391451618e-9+0.j,0.+5.923207222277643e-10j,2.822431797748236e-10+0.j,0.-1.3339018290543498e-10j,-6.253447257860829e-11+0.j,0.+2.908502585527791e-11j,1.3422419441938047e-11+0.j,0.-6.14693514352643e-12j,-2.7938697251699007e-12+0.j,0.+1.2604476932340112e-12j,5.645006491248444e-13+0.j,0.-2.509996998812259e-13j,-1.1081480418630605e-13+0.j,0.+4.8582900241804814e-14j,2.1153100949425803e-14+0.j,0.-9.147705406508534e-15j,-3.929516781576758e-15+0.j,0.+1.6768534604687074e-15j,7.109172624247981e-16+0.j,0.-2.994669531930266e-16j,-1.2534918476563663e-16+0.j,0.+5.214020823076783e-17j,2.1554480629748453e-17+0.j,0.-8.856251010935367e-18j,-3.6169536514656746e-18+0.j,0.+1.468415350044146e-18j,5.926513728846984e-19+0.j,0.-2.378070694459906e-19j,-9.487575464068946e-20+0.j,0.+3.7637428809136624e-20j
0.-0.05840749049898644j,-0.14193807586186588+0.j,0.+0.2292943892432019j,0.27623467619381176+0.j,0.-0.24727067687472j,-0.1393024142465634+0.j,0.-0.0118983910865246j,-0.1470741458869683+0.j,0.+0.21204091016579618j,0.18348575870147021+0.j,0.-0.07873241622495568j,0.05412267305478705+0.j,0.-0.15905748992890215j,-0.19599853448372653+0.j,0.+0.15513922104773412j,0.057140638260021664+0.j,0.+0.058508500003735225j,0.15030472309958148+0.j,0.-0.18941119664776682j,-0.16733019850707384+0.j,0.+0.09538510573885889j,-0.001996557651477859+0.j,0.+0.09660391580320324j,0.16485987553052686+0.j,0.-0.1930611125087815j,-0.17876864591255043+0.j,0.+0.12899849986006307j,0.05657330129994013+0.j,0.+0.023918432026515685j,0.09945870124191437+0.j,0.-0.16066652283253655j,-0.2025259825143843+0.j,0.+0.2240467419586767j,0.22727819150509107+0.j,0.-0.21609258363945463j,-0.19505222391554+0.j,0.+0.16854262400368836j,0.14023211333297395+0.j,0.-0.11283197165714463j,-0.08808468511192381+0.j,0.+0.06689490957240156j,0.0495267695427958+0.j,0.-0.035810894535467055j,-0.025326442295259606+0.j,0.+0.01754206129865951j,0.011913106207140135+0.j,0.-0.007940336484785232j,-0.005198828565761026+0.j,0.+0.0033463224954523954j,0.002119019827740947+0.j,0.-0.0013209540109656536j,-0.0008111136776876347+0.j,0.+0.0004908532918529733j,0.00029289617265886074+0.j,0.-0.00017241198726237618j,-0.00010016093698568548+0.j,0.+0.00005744855087843612j,0.000032543988341824014+0.j,0.-0.000018214802409642422j,-0.00001007585536160111+0.j,0.+5.510317209820018e-6j,2.9801242141032775e-6+0.j,0.-1.5943152397202576e-6j,-8.439345393909629e-7+0.j,0.+4.421248650379034e-7j,2.2928956726258405e-7+0.j,0.-1.177398499979946e-7j,-5.987625196054094e-8+0.j,0.+3.0162379067905335e-8j,1.5053602504466078e-8+0.j,0.-7.4449113489054015e-9j,-3.649218230541132e-9+0.j,0.+1.7731079420089475e-9j,8.541544345975129e-10+0.j,0.-4.080107287909771e-10j,-1.9328857652655096e-10+0.j,0.+9.082454328747539e-11j,4.2337322209617246e-11+0.j,0.-1.9580563925560396e-11j,-8.985973036740156e-12+0.j,0.+4.0925844189371826e-12j,1.850015950668865e-12+0.j,0.-8.301365112903137e-13j,-3.698018192341947e-13+0.j,0.+1.635617512317823e-13j,7.183462698773289e-14+0.j,0.-3.133069922228876e-14j,-1.3571689402097525e-14+0.j,0.+5.83938948225434e-15j,2.4958103233167402e-15+0.j,0.-1.059756356186174e-15j,-4.470842755680189e-16+0.j,0.+1.874127740569439e-16j,7.806779198913752e-17+0.j,0.-3.2317891301533804e-17j,-1.3296798908502633e-17+0.j,0.+5.437731966226661e-18j,2.21048655991066e-18+0.j,0.-8.932834449717606e-19j,-3.588832194521064e-19+0.j
-0.08965491745761536+0.j,0.+0.19402877770947763j,0.2700166224351638+0.j,0.-0.26188186519322054j,-0.15401336296093596+0.j,0.-0.0118983910865246j,-0.15756632631721304+0.j,0.+0.2129056210751606j,0.15565409438756111+0.j,0.-0.021952798859795748j,0.11602561944944059+0.j,0.-0.18968196078051644j,-0.16761064804879827+0.j,0.+0.06672951674161631j,-0.06125554426845588+0.j,0.+0.157586334606703j,0.18312023758623555+0.j,0.-0.13223177543014136j,-0.030408887444598402+0.j,0.-0.08020950296910147j,-0.15908655821615966+0.j,0.+0.18151388889107511j,0.1444629338650012+0.j,0.-0.06391842783268985j,0.033372862016907215+0.j,0.-0.11967625082519551j,-0.1741251966790053+0.j,0.+0.18680768677642767j,0.1589268541833416+0.j,0.-0.10008382005593099j,-0.024225098900378488+0.j,0.-0.05432450139539789j,-0.12380419977822803+0.j,0.+0.17656641945863374j,0.20933034432630612+0.j,0.-0.22250994833042972j,-0.2190671689326289+0.j,0.+0.20328318952030766j,0.17971379089683623+0.j,0.-0.15245709636433047j,-0.12475065760961533+0.j,0.+0.09884451087276828j,0.0760661482302482+0.j,0.-0.056992185943309126j,-0.041657440194132776+0.j,0.+0.029754413757516425j,0.020797559841458556+0.j,0.-0.014243337183426777j,-0.009567935957806122+0.j,0.+0.006310238690171153j,0.004089432060736727+0.j,0.-0.0026061582122841533j,-0.0016343990873933735+0.j,0.+0.001009268632216819j,0.0006140378309729929+0.j,0.-0.0003682571714199865j,-0.00021781376227298296+0.j,0.+0.0001271136270627241j,0.0000732238310425317+0.j,0.-0.00004165190585793027j,-0.000023404370161979673+0.j,0.+0.000012995301519612002j,7.132500999859141e-6+0.j,0.-3.87074069919753e-6j,-2.0776213897973454e-6+0.j,0.+1.1032538749190147e-6j,5.797379633140977e-7+0.j,0.-3.015366569720136e-7j,-1.5527454867560726e-7+0.j,0.+7.917847371687645e-8j,3.998997630542085e-8+0.j,0.-2.0008692758496658e-8j,-9.919559696712982e-9+0.j,0.+4.87361477938545e-9j,2.3733993776102924e-9+0.j,0.-1.1458397215739558e-9j,-5.485043142745647e-10+0.j,0.+2.6037922442568906e-10j,1.2259341506009883e-10+0.j,0.-5.7256462596268696e-11j,-2.6530057811734877e-11+0.j,0.+1.219735923482212e-11j,5.564971851243295e-12+0.j,0.-2.5199003269009216e-12j,-1.1326060459290655e-12+0.j,0.+5.053586282545793e-13j,2.2386919653951513e-13+0.j,0.-9.847133990682546e-14j,-4.301220850353201e-14+0.j,0.+1.86588195546284e-14j,8.039516342696304e-15+0.j,0.-3.4408881345909363e-15j,-1.4630069374791457e-15+0.j,0.+6.180115444480587e-16j,2.593935807161925e-16+0.j,0.-1.0818605907434104e-16j,-4.4840331106469156e-17+0.j,0.+1.847084555683579e-17j,7.56239386232212e-18+0.j,0.-3.0776523313393748e-18j
0.+0.12741081339682325j,0.24185270562444353+0.j,0.-0.2800145344722514j,-0.19539940158086125+0.j,0.+0.020908104546921276j,-0.1470741458869683+0.j,0.+0.2129056210751606j,0.1449991004009157+0.j,0.+0.006401812032812928j,0.14529748962464772+0.j,0.-0.19112548134743154j,-0.1241158993153243+0.j,0.-0.010156359857932337j,-0.1335838497934947+0.j,0.+0.18142155163510745j,0.1342808897913314+0.j,0.-0.021988540312198226j,0.09745444329222556+0.j,0.-0.16882775153465038j,-0.1640866160003889+0.j,0.+0.09050302431879863j,-0.017592139397985023+0.j,0.+0.11648989525182842j,0.17102525191034193+0.j,0.-0.16578092739597705j,-0.10700608931454961+0.j,0.+0.016807767806691045j,-0.07649808859326693+0.j,0.+0.14776050316417202j,0.1812482905227641+0.j,0.-0.17276630655288408j,-0.12818160109367974+0.j,0.+0.05979053068653479j,-0.01788581273099662+0.j,0.+0.09164892306940338j,0.15186250671793275+0.j,0.-0.19328337788556893j,-0.21475959532270217+0.j,0.+0.21823979949579855j,0.2075336255212617+0.j,0.-0.18715593162467742j,-0.16144536675494053+0.j,0.+0.13401913705954985j,0.10753533506065878+0.j,0.-0.0836865567928634j,-0.06333615755867131+0.j,0.+0.04671891297118378j,0.03364895214008875+0.j,0.-0.023700582220007475j,-0.016346743340196857+0.j,0.+0.011053229575667496j,0.007334544822628007+0.j,0.-0.004780505118940185j,-0.0030629534189226797+0.j,0.+0.0019305792583027715j,0.001197845263272581+0.j,0.-0.0007320480653553998j,-0.000440902332912612+0.j,0.+0.0002618353250261972j,0.00015339089104261515+0.j,0.-0.00008868376648740648j,-0.000050621684877438245+0.j,0.+0.000028539081947040495j,0.000015896697969378242+0.j,0.-8.751460773082707e-6j,-4.763164270114926e-6+0.j,0.+2.5637691136949367e-6j,1.3650562184598464e-6+0.j,0.-7.191573918395338e-7j,-3.749788446640363e-7+0.j,0.+1.9355357742952926e-7j,9.892464048696239e-8+0.j,0.-5.007364608343334e-8j,-2.5107516346797543e-8+0.j,0.+1.2473044779442039e-8j,6.140391997156769e-9+0.j,0.-2.996069372107815e-9j,-1.449151671567957e-9+0.j,0.+6.949492404250033e-10j,3.304744106547374e-10+0.j,0.-1.558596527131814e-10j,-7.291280597617567e-11+0.j,0.+3.3838332227349056e-11j,1.5581444157342877e-11+0.j,0.-7.1196164192163066e-12j,-3.228569676107271e-12+0.j,0.+1.45318564861473e-12j,6.492924259258266e-13+0.j,0.-2.880163449259629e-13j,-1.2685254092723115e-13+0.j,0.+5.547950997731487e-14j,2.4096957449728625e-14+0.j,0.-1.0395163604345327e-14j,-4.4543264892776596e-15+0.j,0.+1.896073635054996e-15j,8.018450278517215e-16+0.j,0.-3.3691961207317786e-16j,-1.4066958134082834e-16+0.j,0.+5.836447136972428e-17j,2.4066159611644855e-17+0.j
0.16937234013915273+0.j,0.-0.27645804450227873j,-0.2513082771389215+0.j,0.+0.08827913384247661j,-0.11037425408312612+0.j,0.+0.21204091016579618j,0.15565409438756111+0.j,0.+0.006401812032812928j,0.15350928769366512+0.j,0.-0.1863596742086578j,-0.09162328968492786+0.j,0.-0.059122214678922015j,-0.1655115705006288+0.j,0.+0.16463153746328085j,0.06445617301057795+0.j,0.+0.06991668046009293j,0.16067160079631745+0.j,0.-0.1616036576754423j,-0.07824788382214394+0.j,0.-0.04205407310353325j,-0.13913439457598997+0.j,0.+0.17001759967417696j,0.1256814597516399+0.j,0.-0.029832547438529873j,0.0758451433087134+0.j,0.-0.15081452857579045j,-0.17056472632467223+0.j,0.+0.13256983991671353j,0.05330918550426254+0.j,0.+0.040386943646320644j,0.1213205763443268+0.j,0.-0.1696938351850401j,-0.17688123491508256+0.j,0.+0.14521147512146573j,0.08496006742432198+0.j,0.-0.010179487612608454j,0.06520962433773646+0.j,0.-0.1301830175096181j,-0.17794270680579286+0.j,0.+0.2059775998548978j,0.21526535548654674+0.j,0.-0.20907641392535598j,-0.1917607551950365+0.j,0.+0.16775952299394456j,0.14094479526080078+0.j,0.-0.11428478447704386j,-0.08976943258826668+0.j,0.+0.06850825558566971j,0.050916621954134246+0.j,0.-0.03692556228310569j,-0.026173353855741707+0.j,0.+0.018157930009446363j,0.012344575056446077+0.j,0.-0.008232870461040653j,-0.005391389433543446+0.j,0.+0.0034696774332469544j,0.002196059616390636+0.j,0.-0.0013679243411288207j,-0.0008390975906829067+0.j,0.+0.0005071562085086862j,0.00030218734313172744+0.j,0.-0.00017759260407908064j,-0.000102986652249752+0.j,0.+0.00005895547743478839j,0.00003332898146926268+0.j,0.-0.00001861363462817508j,-0.000010273025943912356+0.j,0.+5.604818915801999e-6j,3.0237836053695354e-6+0.j,0.-1.6135720983169133e-6j,-8.519037932498654e-7+0.j,0.+4.451097467518433e-7j,2.3020900133879163e-7+0.j,0.-1.1788410639623995e-7j,-5.978060764269696e-8+0.j,0.+3.002807297957575e-8j,1.4943163183366413e-8+0.j,0.-7.3686449365390895e-9j,-3.601150551127502e-9+0.j,0.+1.7445311435493347e-9j,8.378613148315557e-10+0.j,0.-3.9901644026133675e-10j,-1.8845221588419683e-10+0.j,0.+8.828106026671521e-11j,4.102525599082223e-11+0.j,0.-1.8915242175637926e-11j,-8.65379521202372e-12+0.j,0.+3.9290781621750854e-12j,1.7705875962498132e-12+0.j,0.-7.920241237472159e-13j,-3.5172520361856653e-13+0.j,0.+1.5508181854000376e-13j,6.789804768570782e-14+0.j,0.-2.952146639715685e-14j,-1.274813468191228e-14+0.j,0.+5.467967875203758e-15j,2.3297918081728005e-15+0.j,0.-9.861890379237527e-16j,-4.1475728566639597e-16+0.j,0.+1.7332310928461802e-16j
