0.18421958918076137+0.j,0.338846565071291+0.j,0.44071249904001814+0.j,0.46801742021258563+0.j,0.4304267964601544+0.j,0.3540638411577131+0.j,0.2658723838014423+0.j,0.18483809652505304+0.j,0.12020257519833133+0.j,0.07369869458474085+0.j,0.04286739308505998+0.j,0.023773767373320875+0.j,0.012623351163209744+0.j,0.006439768652649012+0.j,0.003165727478347816+0.j,0.0015034714114707374+0.j,0.0006913571538799032+0.j,0.00030842194984401184+0.j,0.00013371382240607194+0.j,0.000056424378155867785+0.j,0.00002320700317580161+0.j,9.314867730115244e-6+0.j,3.652856654695904e-6+0.j,1.4009930794857499e-6+0.j,5.260144166575346e-7+0.j,1.9350621620102781e-7+0.j,6.980323092456234e-8+0.j,2.4709327230320936e-8+0.j,8.589130142749346e-9+0.j,2.933711898911983e-9+0.j,9.851993417314384e-10+0.j,3.254696853830753e-10+0.j,1.0582854689464263e-10+0.j,3.388544091888681e-11+0.j,1.068909558274322e-11+0.j,3.3233357273391337e-12+0.j,1.018803067935956e-12+0.j,3.080751439570458e-13+0.j,9.192468277236685e-14+0.j,2.7074915777694273e-14+0.j,7.874162927355395e-15+0.j,2.2619330504922945e-15+0.j,6.419813019737936e-16+0.j,1.8007583176722508e-16+0.j,4.993400141567366e-17+0.j,1.3691700494336962e-17+0.j,3.713177862492625e-18+0.j,9.96240290305186e-19+0.j,2.6449091618464565e-19+0.j,6.949923096846407e-20+0.j,1.8078495058686737e-20+0.j,4.656337645831799e-21+0.j,1.1877090647358737e-21+0.j,3.0008163285354776e-22+0.j,7.511208411918627e-23+0.j,1.8629266078977764e-23+0.j,4.578982779405719e-24+0.j,1.1155752241431673e-24+0.j,2.694338405729813e-25+0.j,6.45198596354832e-26+0.j,1.532092782741345e-26+0.j,3.608173622364784e-27+0.j,8.428666310909883e-28+0.j,1.9532411438375291e-28+0.j,4.490897624463789e-29+0.j,1.0245749997227892e-29+0.j,2.3197386841019667e-30+0.j,5.212774540986011e-31+0.j,1.1627377246373363e-31+0.j,2.5746873302100555e-32+0.j,5.6603430649083385e-33+0.j,1.2356084156650247e-33+0.j,2.6784397858070905e-34+0.j,5.766173892073317e-35+0.j,1.2329320822629563e-35+0.j,2.6186400144990795e-36+0.j,5.525050880060431e-37+0.j,1.1581323615747245e-37+0.j,2.4120048343347943e-38+0.j,4.991509549324744e-39+0.j,1.0264887425363168e-39+0.j,2.0978718691076063e-40+0.j,4.2612725383530484e-41+0.j,8.603349048473092e-42+0.j,1.7266136824185246e-42+0.j,3.4447125975658495e-43+0.j,6.832364786666398e-44+0.j,1.3473446351559025e-44+0.j,2.6418286116861566e-45+0.j,5.15082641355854e-46+0.j,9.986721466689407e-47+0.j,1.9256152614821009e-47+0.j,3.692690283398414e-48+0.j,7.043178374364668e-49+0.j,1.336201757471705e-49+0.j,2.521607653819584e-50+0.j,4.733792045389508e-51+0.j,8.84078006130257e-52+0.j,1.642649200430052e-52+0.j,3.036648382879047e-53+0.j
-0.338846565071291+0.j,-0.43904200406897215+0.j,-0.3314285427481545+0.j,-0.09751715305234743+0.j,0.14432402322183716+0.j,0.3112118992114258+0.j,0.3782401109903881+0.j,0.3634479838632306+0.j,0.301705002143692+0.j,0.22504912609245184+0.j,0.15420706923839975+0.j,0.0984464874508936+0.j,0.059135829876578436+0.j,0.03366907228326745+0.j,0.01827248821017432+0.j,0.009495381186752673+0.j,0.004742229369417133+0.j,0.0022832388671029983+0.j,0.001062575350875323+0.j,0.0004790601659123196+0.j,0.00020965140382759361+0.j,0.0000892144322846296+0.j,0.000036971675627462724+0.j,0.000014941551258415792+0.j,5.8959052748159985e-6+0.j,2.2741440466915087e-6+0.j,8.582985418592608e-7+0.j,3.172588228092469e-7+0.j,1.1495094775799885e-7+0.j,4.0857722337576754e-8+0.j,1.4256463327096674e-8+0.j,4.8867011199573255e-9+0.j,1.6464775346760816e-9+0.j,5.456111152859856e-10+0.j,1.7792325662468862e-10+0.j,5.712472386907047e-11+0.j,1.8066066421856667e-11+0.j,5.630475325693242e-12+0.j,1.7300199365369934e-12+0.j,5.242688808814332e-13+0.j,1.5675336429042768e-13+0.j,4.6258729138326253e-14+0.j,1.3478165380873172e-14+0.j,3.878528227490794e-15+0.j,1.1026412164673719e-15+0.j,3.0978346711259065e-16+0.j,8.603175145337658e-17+0.j,2.362381807521586e-17+0.j,6.4156605806438295e-18+0.j,1.723602148796055e-18+0.j,4.581808730136782e-19+0.j,1.2054158669089963e-19+0.j,3.139270101291072e-20+0.j,8.094693668944782e-21+0.j,2.0669823101065346e-21+0.j,5.2278015512636025e-22+0.j,1.3098625382679882e-22+0.j,3.25186148696241e-23+0.j,8.000381344105398e-24+0.j,1.9508852022010495e-24+0.j,4.715879468710391e-25+0.j,1.1302353310869362e-25+0.j,2.686045041816213e-26+0.j,6.330774672827609e-27+0.j,1.479989037767736e-27+0.j,3.4322209553813164e-28+0.j,7.897002660795653e-29+0.j,1.8029061377219338e-29+0.j,4.084694414836417e-30+0.j,9.184846651899728e-31+0.j,2.050023754296618e-31+0.j,4.542216690982511e-32+0.j,9.991822961994585e-33+0.j,2.182399128116321e-33+0.j,4.733469459002177e-34+0.j,1.0195842274923556e-34+0.j,2.1812517362556143e-35+0.j,4.635189972053257e-36+0.j,9.78469299588083e-37+0.j,2.0520248460492784e-37+0.j,4.2757333968319906e-38+0.j,8.852524042693587e-39+0.j,1.821323534458977e-39+0.j,3.72395728441734e-40+0.j,7.567512839592144e-41+0.j,1.5284984161091807e-41+0.j,3.06882310437293e-42+0.j,6.124980128321148e-43+0.j,1.2153285029297659e-43+0.j,2.3975537691001315e-44+0.j,4.702811001222992e-45+0.j,9.172534691367826e-46+0.j,1.779063322067825e-46+0.j,3.431551979257919e-47+0.j,6.582838875318892e-48+0.j,1.2559868730862834e-48+0.j,2.3835892476611183e-49+0.j,4.499630497408596e-50+0.j,8.449783046068654e-51+0.j,1.5785603528238095e-51+0.j
0.44071249904001814+0.j,0.3314285427481545+0.j,-0.007977574370534186+0.j,-0.27908210743440853+0.j,-0.3256215920566979+0.j,-0.1765738294102494+0.j,0.047086070105449886+0.j,0.2349127198177862+0.j,0.3344907342850498+0.j,0.34730831607850615+0.j,0.30265949044241336+0.j,0.23360561732636334+0.j,0.1642300901443282+0.j,0.1069765196916682+0.j,0.06531432716263864+0.j,0.03769133452244201+0.j,0.02068912904088691+0.j,0.010856216863272445+0.j,0.005467703954363469+0.j,0.0026519992957440646+0.j,0.0012422432887615321+0.j,0.0005633136228427114+0.j,0.00024780449193674694+0.j,0.00010594368878897127+0.j,0.00004409068682390937+0.j,0.00001788736316062763+0.j,7.083217957654818e-6+0.j,2.7409552818427533e-6+0.j,1.0375656785791722e-6+0.j,3.845795707505769e-7+0.j,1.3969895776451713e-7+0.j,4.9771983929460564e-8+0.j,1.7405353735691753e-8+0.j,5.9783876067792176e-9+0.j,2.0182007258662526e-9+0.j,6.700085078145943e-10+0.j,2.1886249020556853e-10+0.j,7.038194977813565e-11+0.j,2.229256482254186e-11+0.j,6.957683686773284e-12+0.j,2.1407242821051808e-12+0.j,6.495657577859009e-13+0.j,1.944540816079805e-13+0.j,5.74511689833289e-14+0.j,1.675778658784608e-14+0.j,4.827374237663105e-15+0.j,1.3737742231874941e-15+0.j,3.863286473128166e-16+0.j,1.0738822806926219e-16+0.j,2.951413872898776e-17+0.j,8.022088995398647e-18+0.j,2.156920527707991e-18+0.j,5.738137538100562e-19+0.j,1.510756539969084e-19+0.j,3.937289212126327e-20+0.j,1.0159405454040106e-20+0.j,2.5959284936171902e-21+0.j,6.569806997725751e-22+0.j,1.647126000108892e-22+0.j,4.0915822060236914e-23+0.j,1.0072078992134397e-23+0.j,2.457428267700661e-24+0.j,5.943530117863269e-25+0.j,1.425199368070985e-25+0.j,3.3887358058784176e-26+0.j,7.990832225647864e-27+0.j,1.868950395442401e-27+0.j,4.3362301629596295e-28+0.j,9.981393169221368e-29+0.j,2.2797542677744094e-29+0.j,5.167197232140964e-30+0.j,1.1623653895741374e-30+0.j,2.59537381253624e-31+0.j,5.752734404515156e-32+0.j,1.2659368512236236e-32+0.j,2.766036492542809e-33+0.j,6.001440115902089e-34+0.j,1.2931446444063169e-34+0.j,2.767412992968416e-35+0.j,5.8826925973919245e-36+0.j,1.2422031848741959e-36+0.j,2.6059218822489055e-37+0.j,5.431495134198275e-38+0.j,1.1248708717639784e-38+0.j,2.3149751479623966e-39+0.j,4.734614381675276e-40+0.j,9.62389542525628e-41+0.j,1.944364792321152e-41+0.j,3.904783456915869e-42+0.j,7.79542033858692e-43+0.j,1.5471620009172788e-43+0.j,3.052919121846865e-44+0.j,5.989726185213403e-45+0.j,1.1685278001399235e-45+0.j,2.266935427182221e-46+0.j,4.3735517378460136e-47+0.j,8.391716604397191e-48+0.j,1.6014544829680087e-48+0.j,3.039841311223967e-49+0.j,5.73963774272139e-50+0.j
-0.46801742021258563+0.j,-0.09751715305234743+0.j,0.27908210743440853+0.j,0.2883954312361965+0.j,0.02353964536049114+0.j,-0.23286197502553668+0.j,-0.2997164536764048+0.j,-0.17754188547668462+0.j,0.028396318455263282+0.j,0.21052868791022203+0.j,0.3126841741009837+0.j,0.33146984125791595+0.j,0.2928060537739111+0.j,0.22826780440099015+0.j,0.16173473297372618+0.j,0.10602072482968995+0.j,0.06507345735209648+0.j,0.037721150073769576+0.j,0.020785729124542737+0.j,0.010943779140158271+0.j,0.005528224635948954+0.j,0.002688452352386665+0.j,0.001262302957543921+0.j,0.000573631999641506+0.j,0.0002528316198853517+0.j,0.00010828325131599637+0.j,0.000045136903300590126+0.j,0.000018338879110005742+0.j,7.271907282019498e-6+0.j,2.817516089500024e-6+0.j,1.0677931951385631e-6+0.j,3.962136476149092e-7+0.j,1.4407089355221614e-7+0.j,5.137824122901688e-8+0.j,1.7983010719288027e-8+0.j,6.181948060503113e-9+0.j,2.088555151103128e-9+0.j,6.938772496005032e-10+0.j,2.268174651758964e-10+0.j,7.298822941995192e-11+0.j,2.313251302418882e-11+0.j,7.224116476957546e-12+0.j,2.2239507764220904e-12+0.j,6.751806397349737e-13+0.j,2.0222518898257098e-13+0.j,5.977616783107987e-14+0.j,1.744404748481983e-14+0.j,5.027290879904172e-15+0.j,1.431272982599203e-15+0.j,4.0266163076326116e-16+0.j,1.1197185876068567e-16+0.j,3.0785364896861496e-17+0.j,8.370611114285597e-18+0.j,2.2514029646606522e-18+0.j,5.991474251634357e-19+0.j,1.5779580744751494e-19+0.j,4.113688561531612e-20+0.j,1.0617705167230673e-20+0.j,2.7138059570894643e-21+0.j,6.870020567002673e-22+0.j,1.7228501110146642e-22+0.j,4.280783824507829e-23+0.j,1.0540440808206735e-23+0.j,2.5723177195318877e-24+0.j,6.222844972500681e-25+0.j,1.4925115273906794e-25+0.j,3.5495581735690075e-26+0.j,8.371826284210044e-27+0.j,1.9584604557601735e-27+0.j,4.544808057264544e-28+0.j,1.0463525555988614e-28+0.j,2.3903205692378074e-29+0.j,5.4187868379868355e-30+0.j,1.21917597398467e-30+0.j,2.7226901089271025e-31+0.j,6.035943264820231e-32+0.j,1.3284751652417564e-32+0.j,2.9031401145031095e-33+0.j,6.2998826060964886e-34+0.j,1.3576544244618588e-34+0.j,2.90589284342195e-35+0.j,6.177939569387685e-36+0.j,1.3047294832874731e-36+0.j,2.737461879746472e-37+0.j,5.706416920403638e-38+0.j,1.1819600839919936e-38+0.j,2.432770694936414e-39+0.j,4.976143248724391e-40+0.j,1.0116058552982356e-40+0.j,2.0440389556425966e-41+0.j,4.10542571939458e-42+0.j,8.196897194929661e-43+0.j,1.627021779966564e-43+0.j,3.210845852382415e-44+0.j,6.300234241407799e-45+0.j,1.2292306146849587e-45+0.j,2.384938109180156e-46+0.j,4.6016645827754595e-47+0.j,8.830256902134937e-48+0.j,1.6853034394809202e-48+0.j
0.4304267964601544+0.j,-0.14432402322183716+0.j,-0.3256215920566979+0.j,-0.02353964536049114+0.j,0.2667464632603419+0.j,0.2404768911952238+0.j,-0.009552938644538723+0.j,-0.23320567577758877+0.j,-0.2771977009743883+0.j,-0.15102478687139434+0.j,0.04530534433552423+0.j,0.2136814788587804+0.j,0.3048343997136205+0.j,0.3179300248209565+0.j,0.27830557399463585+0.j,0.2156927021500516+0.j,0.15219461795399847+0.j,0.0994609385883843+0.j,0.060902399892616206+0.j,0.03523665904090786+0.j,0.019386830130339257+0.j,0.010194234991289646+0.j,0.005144063413442709+0.j,0.00249933762418145+0.j,0.001172581225823896+0.j,0.0005324929852607704+0.j,0.00023455764686104957+0.j,0.00010040319339878771+0.j,0.000041832277440141914+0.j,0.000016988993167345403+0.j,6.734056324442229e-6+0.j,2.6082202286526016e-6+0.j,9.881621439010833e-7+0.j,3.6656053710352417e-7+0.j,1.332533906521575e-7+0.j,4.750904201303132e-8+0.j,1.662503939071476e-8+0.j,5.713946685047364e-9+0.j,1.9300735710241895e-9+0.j,6.41111409676931e-10+0.j,2.0953451130693674e-10+0.j,6.741629370262149e-11+0.j,2.1363487236740498e-11+0.j,6.67075934553359e-12+0.j,2.0533381545521986e-12+0.j,6.233088895733706e-13+0.j,1.8666788613068996e-13+0.j,5.517167756651735e-14+0.j,1.6098731682747527e-14+0.j,4.639135129848584e-15+0.j,1.3206454410143746e-15+0.j,3.7150678806658666e-16+0.j,1.032999184634519e-16+0.j,2.83989115219418e-17+0.j,7.721158113778101e-18+0.j,2.0765762853012815e-18+0.j,5.525850305122836e-19+0.j,1.4552343455368725e-19+0.j,3.7935180561926256e-20+0.j,9.790746706442995e-21+0.j,2.5023002482965286e-21+0.j,6.334249144075255e-22+0.j,1.588407830442198e-22+0.j,3.946536552808792e-23+0.j,9.716967559767052e-24+0.j,2.3712455338972466e-24+0.j,5.736164311745007e-25+0.j,1.3757251839980827e-25+0.j,3.2716764896574416e-26+0.j,7.71611975083655e-27+0.j,1.8049985433495368e-27+0.j,4.188528398932766e-28+0.j,9.642915694449881e-29+0.j,2.2027814364856044e-29+0.j,4.993473467560559e-30+0.j,1.123447968409159e-30+0.j,2.508829316047414e-31+0.j,5.561664810078967e-32+0.j,1.2240531302107255e-32+0.j,2.6748681530300676e-33+0.j,5.804365680625181e-34+0.j,1.2508344342289706e-34+0.j,2.6771875976595125e-35+0.j,5.6915664407832236e-36+0.j,1.2019817871811247e-36+0.j,2.521825584247844e-37+0.j,5.256786114327954e-38+0.j,1.08880406988606e-38+0.j,2.2409825886619824e-39+0.j,4.583748867458319e-40+0.j,9.318159826668052e-41+0.j,1.8827779482182924e-41+0.j,3.78145967087903e-42+0.j,7.54991947457224e-43+0.j,1.4985732100366106e-43+0.j,2.9573043519537826e-44+0.j,5.802637303495907e-45+0.j,1.1321251736894113e-45+0.j,2.1964975541577167e-46+0.j,4.2380031624935747e-47+0.j
-0.3540638411577131+0.j,0.3112118992114258+0.j,0.1765738294102494+0.j,-0.23286197502553668+0.j,-0.2404768911952238+0.j,0.0689331010197121+0.j,0.2712873667288109+0.j,0.1805289595479678+0.j,-0.066964986304582+0.j,-0.2476685910060783+0.j,-0.2508489263833307+0.j,-0.10857309713559696+0.j,0.08028085858408023+0.j,0.23000533344804522+0.j,0.30306790996046257+0.j,0.30461320404172276+0.j,0.2606493960586551+0.j,0.19881765240065016+0.j,0.13861628999423042+0.j,0.08973538674630589+0.j,0.054525947703690146+0.j,0.03134552520926971+0.j,0.017152163797367847+0.j,0.008976862200479113+0.j,0.004511223345327353+0.j,0.002183949084949063+0.j,0.0010213265677298695+0.j,0.0004624722718016588+0.j,0.00020318659904894297+0.j,0.00008677052615583297+0.j,0.00003607501177648905+0.j,0.000014622174827347284+0.j,5.785483103467569e-6+0.j,2.237106278812958e-6+0.j,8.462603176250466e-7+0.j,3.1347497361290717e-7+0.j,1.1380458203645508e-7+0.j,4.052477363550938e-8+0.j,1.4164608919048926e-8+0.j,4.863031691248346e-9+0.j,1.6409763637628043e-9+0.j,5.44559705670696e-10+0.j,1.7781763773258443e-10+0.j,5.716275727417015e-11+0.j,1.8099619185461087e-11+0.j,5.6472881615650904e-12+0.j,1.737038739177246e-12+0.j,5.269293514629582e-13+0.j,1.5770057008133064e-13+0.j,4.658090568801765e-14+0.j,1.3583886526274319e-14+0.j,3.9122063411140645e-15+0.j,1.1131001372819814e-15+0.j,3.129595692672617e-16+0.j,8.697701605655313e-17+0.j,2.3900018046053796e-17+0.j,6.495003762958721e-18+0.j,1.7460359942129787e-18+0.j,4.644299408954472e-19+0.j,1.222578755898172e-19+0.j,3.1857779767218035e-20+0.j,8.219111399249316e-21+0.j,2.0998587989010365e-21+0.j,5.313651180939295e-22+0.j,1.3320252493998563e-22+0.j,3.3084467078904875e-23+0.j,8.143312965474517e-24+0.j,1.9866154282334786e-24+0.j,4.804299674066846e-25+0.j,1.1519020124562057e-25+0.j,2.738630664193e-26+0.j,6.457212434481887e-27+0.j,1.5101133239743505e-27+0.j,3.5033547948536656e-28+0.j,8.063512340407187e-29+0.j,1.8415504961794716e-29+0.j,4.17363327771114e-30+0.j,9.38786139889755e-31+0.j,2.0959924710040867e-31+0.j,4.645483564151139e-32+0.j,1.0222012559616806e-32+0.j,2.2333200037356762e-33+0.j,4.845271192321522e-34+0.j,1.043951022738578e-34+0.j,2.2339744859200888e-35+0.j,4.748455567060951e-36+0.j,1.0026320842009605e-36+0.j,2.1032156453775954e-37+0.j,4.3834488709398045e-38+0.j,9.077662299381748e-39+0.j,1.8680698964653774e-39+0.j,3.820387821032955e-40+0.j,7.765159384410306e-41+0.j,1.5687525186946878e-41+0.j,3.1502962693576336e-42+0.j,6.288864927373003e-43+0.j,1.2480940545480917e-43+0.j,2.4626693768580876e-44+0.j,4.8314505894059424e-45+0.j,9.425184123600772e-46+0.j
0.2658723838014423+0.j,-0.3782401109903881+0.j,0.047086070105449886+0.j,0.2997164536764048+0.j,-0.009552938644538723+0.j,-0.2712873667288109+0.j,-0.13478106152103927+0.j,0.1574616702229751+0.j,0.2587420005688203+0.j,0.10396341037308444+0.j,-0.1313721758615797+0.j,-0.25812172080518064+0.j,-0.2138297685990407+0.j,-0.054544578004588194+0.j,0.12376025311682409+0.j,0.25045335661345275+0.j,0.3017053444758349+0.j,0.28944285284502885+0.j,0.2402730147340394+0.j,0.17928571246995556+0.j,0.12288921742206502+0.j,0.07847083511435667+0.j,0.04714226811247306+0.j,0.026841176301706703+0.j,0.014566172312156737+0.j,0.007568532668992411+0.j,0.0037793215732337413+0.j,0.0018192827613842373+0.j,0.0008464781194811098+0.j,0.0003815451326964152+0.j,0.0001669354729984699+0.j,0.00007101956173635114+0.j,0.000029424051512033654+0.j,0.000011888280524707993+0.j,4.689907281748229e-6+0.j,1.808519314955707e-6+0.j,6.823959929571216e-7+0.j,2.5217762550259096e-7+0.j,9.134867180135086e-8+0.j,3.246107785632809e-8+0.j,1.1324057591333038e-8+0.j,3.880699223024805e-9+0.j,1.307243355347811e-9+0.j,4.33104572525297e-10+0.j,1.412061756050323e-10+0.j,4.5327206635285344e-11+0.j,1.4332261800697789e-11+0.j,4.465960177201396e-12+0.j,1.371961308844797e-12+0.j,4.156885458697808e-13+0.j,1.2426712753234664e-13+0.j,3.666575410910488e-14+0.j,1.068137835148582e-14+0.j,3.073229969608935e-15+0.j,8.735662304833363e-16+0.j,2.453890753298436e-16+0.j,6.813855564861353e-17+0.j,1.8707818818332316e-17+0.j,5.079898409251639e-18+0.j,1.3645607415808503e-18+0.j,3.626908159687809e-19+0.j,9.540733585064275e-20+0.j,2.484392799328799e-20+0.j,6.4053093496359915e-21+0.j,1.6354072334850265e-21+0.j,4.135795100623451e-22+0.j,1.0361381554043155e-22+0.j,2.5720370554768675e-23+0.j,6.3271813150922875e-24+0.j,1.5427190624999204e-24+0.j,3.728846104987279e-25+0.j,8.935900593402635e-26+0.j,2.123447099713582e-26+0.j,5.0043157203868625e-27+0.j,1.16978752430935e-27+0.j,2.712597060944997e-28+0.j,6.240721237572169e-29+0.j,1.4246524468389946e-29+0.j,3.2274500290060114e-30+0.j,7.256660659260881e-31+0.j,1.6195319791396077e-31+0.j,3.588103551089982e-32+0.j,7.892399597428489e-33+0.j,1.7237188828049365e-33+0.j,3.7383542232947095e-34+0.j,8.051805131179761e-35+0.j,1.722446964781451e-35+0.j,3.6599752958164995e-36+0.j,7.725542276720126e-37+0.j,1.62007875676661e-37+0.j,3.3754870381532894e-38+0.j,6.988207798904154e-39+0.j,1.4376699742158222e-39+0.j,2.9393460902032832e-40+0.j,5.972740404394123e-41+0.j,1.2063140844520151e-41+0.j,2.4218245278314523e-42+0.j,4.833384905327276e-43+0.j,9.589958192255822e-44+0.j,1.8917692432711514e-44+0.j
-0.18483809652505304+0.j,0.3634479838632306+0.j,-0.2349127198177862+0.j,-0.17754188547668462+0.j,0.23320567577758877+0.j,0.1805289595479678+0.j,-0.1574616702229751+0.j,-0.24425055580821697+0.j,-0.01154735099390258+0.j,0.221109075095536+0.j,0.21559176544666275+0.j,0.0147659924059374+0.j,-0.1893033012631155+0.j,-0.2534807229602223+0.j,-0.1631774928144622+0.j,0.00704788090969537+0.j,0.16890022574424915+0.j,0.26894921379178677+0.j,0.29710007083251355+0.j,0.2712100751002132+0.j,0.21761391042482928+0.j,0.1582963766672652+0.j,0.10633997624340119+0.j,0.0667922670196552+0.j,0.03957359998254069+0.j,0.022265731380989966+0.j,0.0119590053908946+0.j,0.006157650107969156+0.j,0.0030500824237797474+0.j,0.0014576670281196368+0.j,0.0006738176554249793+0.j,0.0003019281028175168+0.j,0.0001313902094413671+0.j,0.00005562180078782043+0.j,0.000022940006874179462+0.j,9.229644270336836e-6+0.j,3.6269253253686645e-6+0.j,1.3935575679807841e-6+0.j,5.240492476010004e-7+0.j,1.9305086913468925e-7+0.j,6.972417906652243e-8+0.j,2.4708042495684804e-8+0.j,8.596919585222698e-9+0.j,2.9388747494764663e-9+0.j,9.876821751621436e-10+0.j,3.265109099118969e-10+0.j,1.0623139430330973e-10+0.j,3.403287279547935e-11+0.j,1.0740822735259725e-11+0.j,3.3408761020257297e-12+0.j,1.0245821733467349e-12+0.j,3.099320742996423e-13+0.j,9.250816108055085e-14+0.j,2.7254573987144203e-14+0.j,7.92845910916303e-15+0.j,2.2780603455076155e-15+0.j,6.4669426635108965e-16+0.j,1.814321532680359e-16+0.j,5.0318686154604345e-17+0.j,1.3799300918887377e-17+0.j,3.742877194659129e-18+0.j,1.0043336881999077e-18+0.j,2.6666948119286505e-19+0.j,7.00787258212363e-20+0.j,1.8230877635545865e-20+0.j,4.6959636886065175e-21+0.j,1.1979026392351488e-21+0.j,3.026764266370533e-22+0.j,7.576586261728565e-23+0.j,1.879235430189736e-23+0.j,4.61927157559285e-24+0.j,1.1254338146233932e-24+0.j,2.718238938424139e-25+0.j,6.509404319114185e-26+0.j,1.5457646505696768e-26+0.j,3.640445047448115e-27+0.j,8.504192401912646e-28+0.j,1.9707693012904272e-28+0.j,4.531243995216552e-29+0.j,1.0337872807682887e-29+0.j,2.3406069871047638e-30+0.j,5.259680121214589e-31+0.j,1.1732002634791035e-31+0.j,2.597849560412382e-32+0.j,5.711241896987433e-33+0.j,1.2467121966405321e-33+0.j,2.7024900147386206e-34+0.j,5.817898916474011e-35+0.j,1.243979521679864e-35+0.j,2.6420740306231146e-36+0.j,5.57442498954084e-37+0.j,1.1684661887049854e-37+0.j,2.433491700610813e-38+0.j,5.0358984422228457e-39+0.j,1.0356005196205717e-39+0.j,2.1164583204709313e-40+0.j,4.298950769749734e-41+0.j,8.679262751415985e-42+0.j,1.7418163400283512e-42+0.j,3.4749762703826742e-43+0.j
0.12020257519833133+0.j,-0.301705002143692+0.j,0.3344907342850498+0.j,-0.028396318455263282+0.j,-0.2771977009743883+0.j,0.066964986304582+0.j,0.2587420005688203+0.j,0.01154735099390258+0.j,-0.2367411659568777+0.j,-0.15603787115859333+0.j,0.10700538224804021+0.j,0.24320124010991737+0.j,0.1411909283459326+0.j,-0.07647355480682617+0.j,-0.22920706962703497+0.j,-0.22802331121067576+0.j,-0.09987076547881553+0.j,0.07131116368617046+0.j,0.2102158496196923+0.j,0.2814905830931533+0.j,0.2873036752120172+0.j,0.24963267571312187+0.j,0.19335059865504384+0.j,0.13687233790668987+0.j,0.08995238246901063+0.j,0.05547721273082936+0.j,0.03236302412596578+0.j,0.017965697259252233+0.j,0.009536400945436327+0.j,0.004859244435537094+0.j,0.0023845678337836794+0.j,0.0011300636791774406+0.j,0.0005184114741234174+0.j,0.0002306832093367174+0.j,0.00009974910037333292+0.j,0.00004198031133631231+0.j,0.0000172203962868925+0.j,6.893749554968459e-6+0.j,2.6963923857630644e-6+0.j,1.0315259631155904e-6+0.j,3.863323422323211e-7+0.j,1.4177686807900873e-7+0.j,5.102255088637008e-8+0.j,1.801995032817271e-8+0.j,6.24996988588664e-9+0.j,2.1301597429958597e-9+0.j,7.138620245691015e-10+0.j,2.3535588329714683e-10+0.j,7.637827860741157e-11+0.j,2.4409565666882542e-11+0.j,7.68589138024407e-12+0.j,2.385390393036114e-12+0.j,7.30015608568066e-13+0.j,2.2038345527710922e-13+0.j,6.565348209376379e-14+0.j,1.930714342364254e-14+0.j,5.6066276038584376e-15+0.j,1.6082136749501632e-15+0.j,4.557981389791145e-16+0.j,1.2767634892294454e-16+0.j,3.5356901106080056e-17+0.j,9.682226438216372e-18+0.j,2.6225280888541534e-18+0.j,7.027662850476965e-19+0.j,1.8635679638205624e-19+0.j,4.89121514745395e-20+0.j,1.270911740983853e-20+0.j,3.269847047824719e-21+0.j,8.331743334574455e-22+0.j,2.1029093145076856e-22+0.j,5.258456237131088e-23+0.j,1.3029359427402704e-23+0.j,3.1995308935639228e-24+0.j,7.787836637393475e-25+0.j,1.8792349846355832e-25+0.j,4.4961755288536626e-26+0.j,1.0667566719043676e-26+0.j,2.5101946632376194e-27+0.j,5.859052585941817e-28+0.j,1.3566928384991636e-28+0.j,3.1169097611956327e-29+0.j,7.105722110303849e-30+0.j,1.6076245515440256e-30+0.j,3.609965529946528e-31+0.j,8.046585331440804e-32+0.j,1.7805618089422867e-32+0.j,3.911872915801803e-33+0.j,8.533727511369748e-34+0.j,1.8486812001248006e-34+0.j,3.9773717711635456e-35+0.j,8.499273723532732e-36+0.j,1.8040907662044733e-36+0.j,3.804208559251369e-37+0.j,7.969609584460557e-38+0.j,1.6588725915143982e-38+0.j,3.4310560244982154e-39+0.j,7.0520604264966055e-40+0.j,1.4404940333218866e-40+0.j,2.9244694214956865e-41+0.j,5.90139996336893e-42+0.j
