0.00022996569563619982+0.j,0.-0.000941320153024066j,-0.002724561774676779+0.j,0.+0.006438880012741098j,0.013178155772601587+0.j,0.-0.024123700887950614j,-0.040312767156318624+0.j,0.+0.062368872130600314j,0.09026038823817321+0.j,0.-0.12315448793832218j,-0.15941329668571635+0.j,0.+0.19674445487433054j,0.23248031112420894+0.j,0.-0.26393002708247154j,-0.2887347694604417+0.j,0.+0.30516010495214574j,0.31227848559728427+0.j,0.-0.3100215649516972j,-0.2991093244522222+0.j,0.+0.28088429144371085j,0.25709092940757944+0.j,0.-0.22964204582427153j,-0.20040768306500503+0.j,0.+0.1710506581068831j,0.1429201386683181+0.j,0.-0.11700319600216456j,-0.09392589698073057+0.j,0.+0.0739908079125556j,0.05723649805089948+0.j,0.-0.04350591985390285j,-0.032513373152324984+0.j,0.+0.02390316898777146j,0.017296363067469636+0.j,0.-0.012324579861931062j,-0.008651809834399721+0.j,0.+0.005986145150312073j,0.004083854806639129+0.j,0.-0.0027481708675578167j,-0.0018248460570090914+0.j,0.+0.001196102037827496j,0.0007741275702355115+0.j,0.-0.0004948743073567642j,-0.0003125680346501816+0.j,0.+0.0001951122937546243j,0.00012040169381138304+0.j,0.-0.00007346840984500461j,-0.000044340034278372274+0.j,0.+0.000026474111636643266j,0.000015641380373223805+0.j,0.-9.146424162897023e-6j,-5.294691199195525e-6+0.j,0.+3.034798412491569e-6j,1.7226715314631265e-6+0.j,0.-9.685874603409502e-7j,-5.395308254541401e-7+0.j,0.+2.977893886784865e-7j,1.6288815531584445e-7+0.j,0.-8.831335371494862e-8j,-4.7466442221208866e-8+0.j,0.+2.5295016993859704e-8j,1.336699084602282e-8+0.j,0.-7.0055628463752305e-9j,-3.6418452608129446e-9+0.j,0.+1.8781294150172885e-9j,9.609699956835489e-10+0.j,0.-4.878962160820291e-10j,-2.458271139328217e-10+0.j,0.+1.2293249087042532e-10j,6.102201233966605e-11+0.j,0.-3.007019748592952e-11j,-1.4711655977184038e-11+0.j,0.+7.146718672150043e-12j,3.4475830647618425e-12+0.j,0.-1.651686461382114e-12j,-7.859339500037484e-13+0.j,0.+3.7147510833107333e-13j,1.744203775386072e-13+0.j,0.-8.13628513418559e-14j,-3.770970707789165e-14+0.j,0.+1.7366564496594253e-14j,7.94773211434775e-15+0.j,0.-3.614722906762817e-15j,-1.6339636297687298e-15+0.j,0.+7.341378904219732e-16j,3.278780147205064e-16+0.j,0.-1.4557176049910273e-16j,-6.425430181924219e-17+0.j,0.+2.8197907591333196e-17j,1.2304099859797918e-17+0.j,0.-5.3386216603666e-18j,-2.3034680340219996e-18+0.j,0.+9.884069578498658e-19j,4.2180932894374613e-19+0.j,0.-1.7903956195306504e-19j,-7.558913579877456e-20+0.j,0.+3.1744747557816716e-20j,1.3262046966574405e-20+0.j,0.-5.51187036550016e-21j,-2.2790836065362365e-21+0.j,0.+9.375986217448755e-22j
0.-0.000941320153024066j,-0.0036231465176350106+0.j,0.+0.009821239598965572j,0.021637232123102968+0.j,0.-0.0410644750288474j,-0.06927845752699073+0.j,0.+0.10592176732615108j,0.14863737382649927+0.j,0.-0.19305765414095027j,-0.23332794212851588+0.j,0.+0.26307885044433194j,0.2766213295529736+0.j,0.-0.27007046188088396j,-0.24212690067597462+0.j,0.+0.19434426898199264j,0.13084898879780918+0.j,0.-0.05761123870655255j,0.01854379090776928+0.j,0.-0.09096386411730811j,-0.15404172925005613+0.j,0.+0.20380068122575012j,0.23814328945898333+0.j,0.-0.2567865326198834j,-0.26095865654682404+0.j,0.+0.25295768504742383j,0.23567071180513968+0.j,0.-0.21213406377490965j,-0.18518619763348887+0.j,0.+0.15723600558349451j,0.13014489602621593+0.j,0.-0.10520452444112628j,-0.08318379543393013+0.j,0.+0.06441742195568513j,0.04891175425061235+0.j,0.-0.03644951999663822j,-0.026681668408679547+0.j,0.+0.019200400121834594j,0.013592012409913208+0.j,0.-0.009471208146411862j,-0.006500147330454568+0.j,0.+0.004396071835088617j,0.0029311626246612335+0.j,0.-0.001927715192651893j,-0.0012509911868892395+0.j,0.+0.0008013874649026409j,0.0005069503719660975+0.j,0.-0.00031678963367102347j,-0.0001956132979547263+0.j,0.+0.00011939305661938866j,0.00007205054210016711+0.j,0.-0.00004300218983406641j,-0.00002538929717534563+0.j,0.+0.00001483281942520868j,8.57651238359102e-6+0.j,0.-4.909169933490067e-6j,-2.7823243523634325e-6+0.j,0.+1.5617005327321685e-6j,8.682849500019775e-7+0.j,0.-4.782797518862989e-7j,-2.610563949627857e-7+0.j,0.+1.4121916416805708e-7j,7.572361766342397e-8+0.j,0.-4.0254666927850496e-8j,-2.1218490655002147e-8+0.j,0.+1.1091490271665438e-8j,5.750478879091212e-9+0.j,0.-2.9574417920274805e-9j,-1.508981243703005e-9+0.j,0.+7.639454693587994e-10j,3.838003590616419e-10+0.j,0.-1.9136600034633838e-10j,-9.470890430963439e-11+0.j,0.+4.6529903523578524e-11j,2.2695303141274354e-11+0.j,0.-1.0991275373096902e-11j,-5.285826065228929e-12+0.j,0.+2.5244887915304593e-12j,1.1974894860855602e-12+0.j,0.-5.64219844847285e-13j,-2.640845308297601e-13+0.j,0.+1.2279876883920827e-13j,5.67334190598667e-14+0.j,0.-2.6044393599761448e-14j,-1.1881065477409204e-14+0.j,0.+5.386379589139779e-15j,2.4270160515185676e-15+0.j,0.-1.086964397978013e-15j,-4.839015410739606e-16+0.j,0.+2.1415536430578415e-16j,9.422402940957429e-17+0.j,0.-4.121781059754251e-17j,-1.792783161549181e-17+0.j,0.+7.75387148475949e-18j,3.334917993959925e-18+0.j,0.-1.426443430347132e-18j,-6.068107692807515e-19+0.j,0.+2.567481066687072e-19j,1.0805423811151185e-19+0.j,0.-4.5235744277682026e-20j,-1.883871672233106e-20+0.j
-0.002724561774676779+0.j,0.+0.009821239598965572j,0.024803498662880306+0.j,0.-0.05059840040824197j,-0.08825755547389555+0.j,0.+0.13559127911643545j,0.1865866865821771+0.j,0.-0.23205527913238239j,-0.2615122953008724+0.j,0.+0.2658084373816732j,0.239719605267564+0.j,0.-0.18367957130826829j,-0.10411219076950044+0.j,0.+0.012266038777938347j,-0.07809653750114846+0.j,0.+0.15350373040934284j,0.20334657074246487+0.j,0.-0.22163742221069097j,-0.2076548920556999+0.j,0.+0.16548969529421234j,0.10275899531797282+0.j,0.-0.028893447477131667j,0.04658770884678924+0.j,0.-0.11548545466481383j,-0.17182531062614936+0.j,0.+0.21221398135206612j,0.23572093681025427+0.j,0.-0.24342646022945663j,-0.23779862069613336+0.j,0.+0.22204483114242626j,0.19954451142020993+0.j,0.-0.1734230319759071j,-0.14628507236554683+0.j,0.+0.1200943779942589j,0.096168655519073+0.j,0.-0.07525172690079453j,-0.0576269975261683+0.j,0.+0.04324325462555404j,0.03183269614645811+0.j,0.-0.023009663679640826j,-0.016345530209326737+0.j,0.+0.011420089970746353j,0.007852686074399807+0.j,0.-0.005317572463214808j,-0.003548128878422188+0.j,0.+0.0023339948154870995j,0.0015143310692084827+0.j,0.-0.0009695106149520351j,-0.0006127336715628513+0.j,0.+0.00038242202911397197j,0.00023578695645010652+0.j,0.-0.00014366350514103757j,-0.00008652833475462308+0.j,0.+0.000051532710892994815j,0.000030355739509516845+0.j,0.-0.000017690730749243344j,-0.000010202482747227836+0.j,0.+5.824031080568299e-6j,3.291522241336183e-6+0.j,0.-1.8421210394411918e-6j,-1.0211193055822406e-6+0.j,0.+5.607335064270411e-7j,3.0509794988770887e-7+0.j,0.-1.6451385196290462e-7j,-8.792664392757092e-8+0.j,0.+4.6587008252512123e-8j,2.4473951804556355e-8+0.j,0.-1.2749829032808953e-8j,-6.5876294420875014e-9+0.j,0.+3.3762899472854465e-9j,1.716702833269354e-9+0.j,0.-8.660686108222027e-10j,-4.3357703960126013e-10+0.j,0.+2.154220824087313e-10j,1.0623693696483174e-10+0.j,0.-5.2008219227559677e-11j,-2.5277127187076526e-11+0.j,0.+1.2198021435120015e-11j,5.845238693394923e-12+0.j,0.-2.781699147542185e-12j,-1.3147878517169055e-12+0.j,0.+6.172770866797e-13j,2.8788810712266597e-13+0.j,0.-1.3339065366874811e-13j,-6.140774046697862e-14+0.j,0.+2.8090131334007117e-14j,1.276889334717899e-14+0.j,0.-5.768415528044024e-15j,-2.5899873333060133e-15+0.j,0.+1.1558719604879643e-15j,5.127729667871399e-16+0.j,0.-2.261389270573003e-16j,-9.914962536194848e-17+0.j,0.+4.3221750705001486e-17j,1.8734340864229514e-17+0.j,0.-8.07472675727764e-18j,-3.460975323533111e-18+0.j,0.+1.475290930525503e-18j,6.254491015397451e-19+0.j,0.-2.637347955828935e-19j
0.+0.006438880012741098j,0.021637232123102968+0.j,0.-0.05059840040824197j,-0.0947742742081167+0.j,0.+0.15015059190242525j,0.20649903224971608+0.j,0.-0.24920002901439522j,-0.2633938258502516+0.j,0.+0.2390799491579235j,0.1752250023220331+0.j,0.-0.08122499289491959j,0.024943345356943983+0.j,0.-0.12131373800905498j,-0.18773882409838336+0.j,0.+0.21106101708720812j,0.18814187079660627+0.j,0.-0.12606153621410032j,-0.03972780962050255+0.j,0.-0.052153641544001934j,-0.13148955461897438+0.j,0.+0.1844451199402507j,0.20359167692383454+0.j,0.-0.18834324424932553j,-0.14392799378382556+0.j,0.+0.07942771884886676j,0.0055023712332890875+0.j,0.+0.0676684023464129j,0.13187992130276127+0.j,0.-0.18169734544725286j,-0.21459366980210218+0.j,0.+0.23058949215247249j,0.23160009865461434+0.j,0.-0.2206858641907144j,-0.20135704046913847+0.j,0.+0.1770252494592659j,0.15063820860068314+0.j,0.-0.12449137045710804j,-0.10018380000173516+0.j,0.+0.07867455801052552j,0.060396328862959085+0.j,0.-0.045390481633492116j,-0.033438123239269736+0.j,0.+0.024172032433303445j,0.017162920603380236+0.j,0.-0.011979559169537217j,-0.008225979924721913+0.j,0.+0.00556063440187345j,0.0037026779523164424+0.j,0.-0.0024299862521534464j,-0.0015725664539629465+0.j,0.+0.0010040027309439785j,0.0006326586160242777+0.j,0.-0.0003936288945014126j,-0.0002419077928663498+0.j,0.+0.0001468959127645351j,0.00008816750624326645+0.j,0.-0.00005232145272197018j,-0.000030707822846321566+0.j,0.+0.000017829320397948147j,0.000010243519043899529+0.j,0.-5.825033273395124e-6j,-3.279316292568277e-6+0.j,0.+1.8280990998375366e-6j,1.0093435024843316e-6+0.j,0.-5.520623755608085e-7j,-2.9917849111009945e-7+0.j,0.+1.6067383754678858e-7j,8.552807245067068e-8+0.j,0.-4.513296877868624e-8j,-2.3614070117146557e-8+0.j,0.+1.2251994479910482e-8j,6.304728810477275e-9+0.j,0.-3.2181919661702947e-9j,-1.6296838154289199e-9+0.j,0.+8.188388218865983e-10j,4.082751268926553e-10+0.j,0.-2.0203224106414198e-10j,-9.923245072052773e-11+0.j,0.+4.838406154947475e-11j,2.342152413810683e-11+0.j,0.-1.1257431575587376e-11j,-5.373044548562703e-12+0.j,0.+2.546846421525271e-12j,1.1990275314862602e-12+0.j,0.-5.607138122342214e-13j,-2.6048304402526445e-13+0.j,0.+1.2022174072357158e-13j,5.5130261324207643e-14+0.j,0.-2.512104215886613e-14j,-1.1375274302601938e-14+0.j,0.+5.119149570640336e-15j,2.2897055398514775e-15+0.j,0.-1.0179831581677325e-15j,-4.498970060382714e-16+0.j,0.+1.976645336529157e-16j,8.634125092365503e-17+0.j,0.-3.749832698361535e-17j,-1.6193425302332224e-17+0.j,0.+6.953883779774847e-18j,2.969654540617819e-18+0.j
0.013178155772601587+0.j,0.-0.0410644750288474j,-0.08825755547389555+0.j,0.+0.15015059190242525j,0.21253194760733438+0.j,0.-0.25475848455464917j,-0.25711745992777496+0.j,0.+0.20941522166045204j,0.11681867385282037+0.j,0.-4.925815359278739e-6j,0.11081564600868878+0.j,0.-0.1857467954944534j,-0.20508403482201404+0.j,0.+0.16553485423176048j,0.08074157259739578+0.j,0.+0.02365669956780851j,0.11827946788790769+0.j,0.-0.178573457303433j,-0.1910158393703261+0.j,0.+0.15544731960119593j,0.08347565231130699+0.j,0.+0.005935260822156955j,0.09199146080297158+0.j,0.-0.1570605138666597j,-0.18998913237422238+0.j,0.+0.18730785024204433j,0.15252211595509302+0.j,0.-0.09410482502549392j,-0.02295001802843069+0.j,0.-0.050036207796674705j,-0.11575219645924754+0.j,0.+0.1679288453921872j,0.20339652334338282+0.j,0.-0.22176381133421097j,-0.22474227682687267+0.j,0.+0.2153435455154749j,0.19712393720681182+0.j,0.-0.17358420529029567j,-0.14776765690455843+0.j,0.+0.12205087587553408j,0.09809137723530348+0.j,0.-0.07688419739938081j,-0.05888013032886062+0.j,0.+0.04412675826480296j,0.03240496225284668+0.j,0.-0.023344933053350135j,-0.016514963748887584+0.j,0.+0.011482795930115933j,0.007853113011411679+0.j,0.-0.005286453377815024j,-0.0035050163984661035+0.j,0.+0.0022901739049687835j,0.0014754611584140986+0.j,0.-0.0009377293931821153j,-0.0005881809643479005+0.j,0.+0.0003642562951788914j,0.00022280872107065502+0.j,0.-0.00013466088220880247j,-0.00008044146619081278+0.j,0.+0.000047509871039082335j,0.0000277511544168967+0.j,0.-0.000016035858225861673j,-9.169195887255621e-6+0.j,0.+5.189267058057794e-6j,2.9074936632097886e-6+0.j,0.-1.61311990166248e-6j,-8.864251173499626e-7+0.j,0.+4.825396991295739e-7j,2.602697319493051e-7+0.j,0.-1.391214804622913e-7j,-7.370915630013768e-8+0.j,0.+3.871497549768594e-8j,2.016217539202231e-8+0.j,0.-1.0412724158381652e-8j,-5.333655859497427e-9+0.j,0.+2.7100784237145834e-9j,1.3661400429918814e-9+0.j,0.-6.833184259868329e-10j,-3.3917323262668163e-10+0.j,0.+1.6708773049287056e-10j,8.17041794305581e-11+0.j,0.-3.966168211108395e-11j,-1.9114981947432032e-11+0.j,0.+9.147443786728268e-12j,4.347047584224192e-12+0.j,0.-2.051644448019297e-12j,-9.617579511013647e-13+0.j,0.+4.4784433541718534e-13j,2.0716977981301677e-13+0.j,0.-9.521447486403056e-14j,-4.348053875289067e-14+0.j,0.+1.973055360222594e-14j,8.897583299137926e-15+0.j,0.-3.9877537847629925e-15j,-1.7764058610820363e-15+0.j,0.+7.865871632533876e-16j,3.462379380218341e-16+0.j,0.-1.515155159234143e-16j,-6.592117590181891e-17+0.j,0.+2.851728139030051e-17j
0.-0.024123700887950614j,-0.06927845752699073+0.j,0.+0.13559127911643545j,0.20649903224971608+0.j,0.-0.25475848455464917j,-0.2538244672137263+0.j,0.+0.1916007763633623j,0.079126351515942+0.j,0.+0.05104541483790594j,0.15671968035454384+0.j,0.-0.20286414466666233j,-0.175658661641992+0.j,0.+0.08766553992126974j,-0.02766286813579827+0.j,0.+0.12918868401565814j,0.1831540454475149+0.j,0.-0.17420192928565953j,-0.10879687726850763+0.j,0.+0.010850933389739064j,-0.08779928298243322+0.j,0.+0.15808557376614352j,0.18193916426862405+0.j,0.-0.15594804700963036j,-0.09021251985607588+0.j,0.+0.003688429050548015j,-0.08194614862876014+0.j,0.+0.1479233044452023j,0.1821627263814062+0.j,0.-0.18068076053920418j,-0.14686636717895932+0.j,0.+0.08933076344202555j,0.019186955031949143+0.j,0.+0.05249599980292577j,0.11657818504621359+0.j,0.-0.16687999762780287j,-0.20040805503810652+0.j,0.+0.21697574452013949j,0.2184748811651876+0.j,0.-0.20803774793172825j,-0.18926841303966604+0.j,0.+0.16564765271937765j,0.14014809377024265+0.j,0.-0.11504663990880057j,-0.09189276709479088+0.j,0.+0.07158116345092251j,0.054480061647493784+0.j,0.-0.04057668477647034j,-0.029613715163440604+0.j,0.+0.021202370944123135j,0.014906843480591824+0.j,0.-0.010301011857066696j,-0.0070017724938907615+0.j,0.+0.004684635598659278j,0.0030871625141108343+0.j,0.-0.0020049794888788264j,-0.00128397438058602+0.j,0.+0.0008111649883551862j,0.0005057809767316747+0.j,0.-0.0003113837007757182j,-0.00018935477389008705+0.j,0.+0.00011377824432220095j,0.00006757565435469725+0.j,0.-0.00003968311458442376j,-0.00002304803536306555+0.j,0.+0.00001324327931326217j,7.530168478690257e-6+0.j,0.-4.238081372762735e-6j,-2.361519997351313e-6+0.j,0.+1.3030732757475189e-6j,7.121857992714136e-7+0.j,0.-3.856142259440614e-7j,-2.0688642813962285e-7+0.j,0.+1.1000447781279813e-7j,5.797821373621044e-8+0.j,0.-3.029485276832232e-8j,-1.5696138275036576e-8+0.j,0.+8.064998813270718e-9j,4.110249928243857e-9+0.j,0.-2.0780069614865044e-9j,-1.042319065186588e-9+0.j,0.+5.187846837292253e-10j,2.562489988208219e-10+0.j,0.-1.2562602003782853e-10j,-6.113520726050966e-11+0.j,0.+2.953573336143008e-11j,1.4167631996891044e-11+0.j,0.-6.7481837132862995e-12j,-3.1919945016542443e-12+0.j,0.+1.4995710399993745e-12j,6.997523103890533e-13+0.j,0.-3.243660932194051e-13j,-1.4937591238601682e-13+0.j,0.+6.834688610051417e-14j,3.107333356688481e-14+0.j,0.-1.403863096566977e-14j,-6.303260962351796e-15+0.j,0.+2.8128351637505767e-15j,1.2476582772911189e-15+0.j,0.-5.501136349168788e-16j,-2.4112747971108383e-16+0.j
-0.040312767156318624+0.j,0.+0.10592176732615108j,0.1865866865821771+0.j,0.-0.24920002901439522j,-0.25711745992777496+0.j,0.+0.1916007763633623j,0.06635681510204416+0.j,0.+0.07472559155192987j,0.17666849411075353+0.j,0.-0.19937437794777352j,-0.13667909660816077+0.j,0.+0.018861294937839793j,-0.10192224759077992+0.j,0.+0.17526719908474958j,0.17362960968672006+0.j,0.-0.10180082791656106j,0.00798298282015155+0.j,0.-0.1114166550135861j,-0.17030888150665313+0.j,0.+0.16602948762903422j,0.10387568660146021+0.j,0.-0.008284874866735278j,0.08778445299474716+0.j,0.-0.15457628966354497j,-0.17426135934743614+0.j,0.+0.14446799637189373j,0.07660798021177434+0.j,0.+0.009383221318504031j,0.09158346283137013+0.j,0.-0.15179756108156886j,-0.17912383566182918+0.j,0.+0.1709884878340288j,0.13203567955119255+0.j,0.-0.07169808415967069j,-0.0013591587371470475+0.j,0.-0.06815448802306105j,-0.12831245110477363+0.j,0.+0.17372075402940185j,0.20216752625005957+0.j,0.-0.2141105643873758j,-0.21187754782205767+0.j,0.+0.19881420273124348j,0.17854422917136178+0.j,0.-0.1544264385687343j,-0.12922854417073934+0.j,0.+0.10499224761984055j,0.08304134981044654+0.j,0.-0.06407935102655792j,-0.048329260234281385+0.j,0.+0.03568021160606524j,0.02581847876261527+0.j,0.-0.018331791699579995j,-0.012784233403529946+0.j,0.+0.008764257373553805j,0.0059109953577464736+0.j,0.-0.003924745868609654j,-0.002567080462811784+0.j,0.+0.0016549751417700655j,0.001052188170190158+0.j,0.-0.000660013541324942j,-0.00040865919514824925+0.j,0.+0.0002498596330167976j,0.00015091145881893303+0.j,0.-0.0000900727497862583j,-0.00005314391603387107+0.j,0.+0.00003100541302598666j,0.0000178925470525406+0.j,0.-0.000010215909353012307j,-5.772514080493588e-6+0.j,0.+3.228813099992882e-6j,1.7881832592157336e-6+0.j,0.-9.807730772674166e-7j,-5.328487202541622e-7+0.j,0.+2.868173072057021e-7j,1.5298750536129714e-7+0.j,0.-8.087888980249389e-8j,-4.238566283228283e-8+0.j,0.+2.2023183978671152e-8j,1.134718953489426e-8+0.j,0.-5.7984313531601445e-9j,-2.939077523015059e-9+0.j,0.+1.477922651734919e-9j,7.373811361469033e-10+0.j,0.-3.650810755421955e-10j,-1.7939026360108888e-10+0.j,0.+8.749313712897694e-11j,4.236099699282926e-11+0.j,0.-2.0362222238327977e-11j,-9.718496808985163e-12+0.j,0.+4.60611195376527e-12j,2.1680855642100818e-12+0.j,0.-1.013604520682525e-12j,-4.707097249455345e-13+0.j,0.+2.1715576198929476e-13j,9.953204464217203e-14+0.j,0.-4.532799864643161e-14j,-2.051255574718474e-14+0.j,0.+9.224845894568539e-15j,4.123063968059671e-15+0.j,0.-1.831627509533137e-15j
0.+0.062368872130600314j,0.14863737382649927+0.j,0.-0.23205527913238239j,-0.2633938258502516+0.j,0.+0.20941522166045204j,0.079126351515942+0.j,0.+0.07472559155192987j,0.18196661301826783+0.j,0.-0.1934431485326422j,-0.10813375384450546+0.j,0.-0.026838373353057977j,-0.14215554241085468+0.j,0.+0.1823816443420441j,0.13226357750974482+0.j,0.-0.020761383425052887j,0.09666916208761966+0.j,0.-0.16625905388099488j,-0.15993486311327207+0.j,0.+0.08482493175495359j,-0.023717107281654177+0.j,0.+0.11993242987983897j,0.16710023348577976+0.j,0.-0.15050099650177257j,-0.08002593996551713+0.j,0.-0.016615643012122205j,-0.10581302900348284+0.j,0.+0.15990360169169748j,0.16497209850295264+0.j,0.-0.12292458195721954j,-0.0484406649758217+0.j,0.-0.03712392133206296j,-0.11241077801976043+0.j,0.+0.1613131223206561j,0.17575536033891104+0.j,0.-0.15591209355855237j,-0.1084826535918971+0.j,0.+0.04395549350600541j,-0.02623142249577306+0.j,0.+0.09197876284246125j,0.14593796446160248+0.j,0.-0.18402118638220957j,-0.20518584844353419+0.j,0.+0.21076318839445793j,0.20360115042013135+0.j,0.-0.18723491663755126j,-0.1652180769607466+0.j,0.+0.14067019185494367j,0.11603749953148244+0.j,0.-0.09302774401157955j,-0.07266547196226583+0.j,0.+0.05541497407172113j,0.04132783363161442+0.j,0.-0.0301852406248908j,-0.021617991534585046+0.j,0.+0.015197330818744805j,0.01049680128143652+0.j,0.-0.007129264442177086j,-0.0047648890389971905+0.j,0.+0.0031359659978259435j,0.002033589751665787+0.j,0.-0.001300075112081945j,-0.0008197967037102134+0.j,0.+0.0005101272393778317j,0.00031338061311708356+0.j,0.-0.00019013413755745092j,-0.00011397340278972197+0.j,0.+0.00006752315697222996j,0.0000395501866056612+0.j,0.-0.00002290989144469347j,-0.000013128059445361018+0.j,0.+7.44386129767387e-6j,4.177601568297301e-6+0.j,0.-2.321088226351896e-6j,-1.2770021900207033e-6+0.j,0.+6.958594181653015e-7j,3.7563944302429607e-7+0.j,0.-2.0092148841253178e-7j,-1.0650473129250183e-7+0.j,0.+5.5959895153729024e-8j,2.9149099419213186e-8+0.j,0.-1.5055156697245773e-8j,-7.711271552475996e-9+0.j,0.+3.917538103551237e-9j,1.974287220746464e-9+0.j,0.-9.871388608821263e-10j,-4.897513417502238e-10+0.j,0.+2.411343098076353e-10j,1.1783732330266615e-10+0.j,0.-5.7160998529223255e-11j,-2.75271094811605e-11+0.j,0.+1.3161771931236335e-11j,6.2489712237426686e-12+0.j,0.-2.946381868702014e-12j,-1.379749872105899e-12+0.j,0.+6.417791502997102e-13j,2.965422184745157e-13+0.j,0.-1.3612681014189124e-13j,-6.208637950818176e-14+0.j,0.+2.8137319257719132e-14j,1.267184673321185e-14+0.j
0.09026038823817321+0.j,0.-0.19305765414095027j,-0.2615122953008724+0.j,0.+0.2390799491579235j,0.11681867385282037+0.j,0.+0.05104541483790594j,0.17666849411075353+0.j,0.-0.1934431485326422j,-0.09798479690957462+0.j,0.-0.048686003268303364j,-0.15973777338642342+0.j,0.+0.1742570753260088j,0.08983890180102214+0.j,0.+0.04107970961847385j,0.14492234061578316+0.j,0.-0.16832854899468447j,-0.10389967985236233+0.j,0.-0.010904001122906135j,-0.11714344059850147+0.j,0.+0.1650474564447767j,0.13606647418625004+0.j,0.-0.047515132329275206j,0.05929896866465346+0.j,0.-0.13937311415354428j,-0.1626551942014605+0.j,0.+0.12376029645194479j,0.04065574274288805+0.j,0.+0.05501363924573039j,0.13073777204699624+0.j,0.-0.16393797943355792j,-0.14753077646529086+0.j,0.+0.08960264778122425j,0.008631199336356407+0.j,0.+0.07327490175303505j,0.13669258447336372+0.j,0.-0.16911717236038823j,-0.16651395949647757+0.j,0.+0.1324920435565877j,0.07594183646884714+0.j,0.-0.008118178792866311j,0.06001128637115475+0.j,0.-0.11965020436428186j,-0.16512282593925598+0.j,0.+0.19398225476909634j,0.20652018117228876+0.j,0.-0.20496258003581083j,-0.19260077624434632+0.j,0.+0.17303226732347868j,0.14960268032956905+0.j,0.-0.12507026685182923j,-0.10146699038644419+0.j,0.+0.08010620654611555j,0.06168155910042956+0.j,0.-0.0464084067067321j,-0.03417157425048068+0.j,0.+0.02465674042597843j,0.017454436363471406+0.j,0.-0.012134169209238904j,-0.008291478520796381+0.j,0.+0.005573311374438427j,0.003687742934248408+0.j,0.-0.00240353789402646j,-0.0015439600150453502+0.j,0.+0.000978015805447975j,0.0006112116255680961+0.j,0.-0.00037702308329874007j,-0.000229643993988651+0.j,0.+0.0001381721337762651j,0.00008215236538253469+0.j,0.-0.00004828361118472155j,-0.000028060548790506676+0.j,0.+0.00001613012573164822j,9.17371999983461e-6+0.j,0.-5.163373163399422e-6j,-2.8768010403222114e-6+0.j,0.+1.5869992895508218e-6j,8.670244391571691e-7+0.j,0.-4.692086105572721e-7j,-2.5157561619444733e-7+0.j,0.+1.3366659391650075e-7j,7.038968536000599e-8+0.j,0.-3.6745443726797945e-8j,-1.9018643916522807e-8+0.j,0.+9.761293503385174e-9j,4.968831934603914e-9+0.j,0.-2.5089096474417873e-9j,-1.2567869796730703e-9+0.j,0.+6.246605310451819e-10j,3.0809864719965436e-10+0.j,0.-1.5081840807686758e-10j,-7.32809826726268e-11+0.j,0.+3.534697591345717e-11j,1.6927281214037366e-11+0.j,0.-8.049045341651057e-12j,-3.800759882440424e-12+0.j,0.+1.782422131316234e-12j,8.302493167787264e-13+0.j,0.-3.8415520244149376e-13j,-1.7658192924905035e-13+0.j,0.+8.064306587674957e-14j
