0.38291927257028696+0.j,0.-0.530569464348553j,-0.5198311258538874+0.j,0.+0.41584997446013244j,0.288098972817009+0.j,0.-0.1785219960633053j,-0.1009836665700102+0.j,0.+0.05288556416449045j,0.02590759948350962+0.j,0.-0.011965778137565898j,-0.005242953096411137+0.j,0.+0.0021903557456713846j,0.0008761108517692635+0.j,0.-0.0003366839470398552j,-0.00012467903103570972+0.j,0.+0.00004460492518491007j,0.00001545104474881255+0.j,0.-5.192403284977548e-6j,-1.6957709447976054e-6+0.j,0.+5.390454886581725e-7j,1.6701114145467553e-7+0.j,0.-5.0497609928002485e-8j,-1.4917447196402182e-8+0.j,0.+4.309884359920488e-9j,1.218975629768273e-9+0.j,0.-3.378003110675911e-10j,-9.179275349994089e-11+0.j,0.+2.4477189033184084e-11j,6.409402605139965e-12+0.j,0.-1.6491250171907244e-12j,-4.171843219378653e-13+0.j,0.+1.0382027106471434e-13j,2.54297561490325e-14+0.j,0.-6.133667817516935e-15j,-1.4575243532062311e-15+0.j,0.+3.413632967771829e-16j,7.8831646987282e-17+0.j,0.-1.7957040596282917e-17j,-4.036249391451405e-18+0.j,0.+8.955311882217978e-19j,1.961940110472129e-19+0.j,0.-4.245499989402467e-20j,-9.076934996611403e-21+0.j,0.+1.917962112695226e-21j,4.006348384460693e-22+0.j,0.-8.275180615022031e-23j,-1.6905716898420902e-23+0.j,0.+3.41680103089875e-24j,6.833356790152997e-25+0.j,0.-1.3526052958958103e-25j,-2.650459104972329e-26+0.j,0.+5.142461465410239e-27j,9.881079661199302e-28+0.j,0.-1.8806219128368606e-28j,-3.54600740857401e-29+0.j,0.+6.625113459446397e-30j,1.226688610918003e-30+0.j,0.-2.251292536943504e-31j,-4.0959341061302583e-32+0.j,0.+7.38859704335898e-33j,1.3216649808823091e-33+0.j,0.-2.3447227208571983e-34j,-4.126013774263253e-35+0.j,0.+7.202701638589287e-36j,1.2474997421118563e-36+0.j,0.-2.1439705354957244e-37j,-3.656637183371808e-38+0.j,0.+6.189841040835937e-39j,1.040064004616755e-39+0.j,0.-1.7348844213296223e-40j,-2.873138446251768e-41+0.j,0.+4.724571279944997e-42j,7.71491567915699e-43+0.j,0.-1.2511367475337323e-43j,-2.0152268765002844e-44+0.j,0.+3.224247273563862e-45j,5.124559871912533e-46+0.j,0.-8.091820406712541e-47j,-1.2695036688563794e-47+0.j,0.+1.9790439593728622e-48j,3.0658116763632797e-49+0.j,0.-4.719956442931403e-50j,-7.222143128782222e-51+0.j,0.+1.0984039126242025e-51j,1.6605710205908842e-52+0.j,0.-2.495646207450031e-53j,-3.7287976725478945e-54+0.j,0.+5.539163939572949e-55j,8.181593712910985e-56+0.j,0.-1.2016498380530618e-56j,-1.7550589318948893e-57+0.j,0.+2.549212469275917e-58j,3.6825372353576567e-59+0.j,0.-5.291035786377855e-60j,-7.56156689354042e-61+0.j,0.+1.0749419760352057e-61j,1.5201429583438207e-62+0.j,0.-2.138619839360988e-63j,-2.9933367651450046e-64+0.j,0.+4.168434761669504e-65j
0.-0.530569464348553j,-0.3522329557559559+0.j,0.-0.03006524817158236j,-0.3241759757006463+0.j,0.+0.4325126302437648j,0.39685043201481984+0.j,0.-0.29736574749365385j,-0.19389991110749527+0.j,0.+0.11368562977765224j,0.0611431250004372+0.j,0.-0.030574524725164722j,-0.014353971197574157+0.j,0.+0.006373683641628701j,0.002692356381593935+0.j,0.-0.001087001845049896j,-0.00042107563182733104+0.j,0.+0.0001570108735448737j,0.00005651174271906614+0.j,0.-0.00001967985662974521j,-6.644797649180269e-6+0.j,0.+2.1792755912990976e-6j,6.953721681906868e-7+0.j,0.-2.161853061645809e-7j,-6.556982690821819e-8+0.j,0.+1.9425033509075838e-8j,5.62682510753876e-9+0.j,0.-1.5952631727355303e-9j,-4.430537677942491e-10+0.j,0.+1.2064029994630476e-10j,3.223067670632752e-11+0.j,0.-8.454582915241063e-12j,-2.17893157628184e-12+0.j,0.+5.520609025250973e-13j,1.3758407289519237e-13+0.j,0.-3.374558948414645e-14j,-8.149840477454984e-15+0.j,0.+1.9389513669689844e-15j,4.546330762277971e-16+0.j,0.-1.0510204202566053e-16j,-2.396552949426386e-17+0.j,0.+5.391991902174009e-18j,1.197429365326239e-18+0.j,0.-2.625629270181685e-19j,-5.686393235522436e-20+0.j,0.+1.2167205388416391e-20j,2.572880048153786e-21+0.j,0.-5.378256483042705e-22j,-1.1116546736902041e-22+0.j,0.+2.2725468232354612e-23j,4.5959339924687006e-24+0.j,0.-9.19711856495007e-25j,-1.8215529213431646e-25+0.j,0.+3.5713703572704037e-26j,6.932957312572572e-27+0.j,0.-1.332836069249351e-27j,-2.537992507823388e-28+0.j,0.+4.787812083557809e-29j,8.949358867974706e-30+0.j,0.-1.6577804248663213e-30j,-3.0437709550808235e-31+0.j,0.+5.540053961446628e-32j,9.99765083912499e-33+0.j,0.-1.7890668447298924e-33j,-3.175121926449312e-34+0.j,0.+5.58930888025216e-35j,9.760597852746668e-36+0.j,0.-1.691103864356442e-36j,-2.9073206554956063e-37+0.j,0.+4.960163360093714e-38j,8.399036470843946e-39+0.j,0.-1.411698500764353e-39j,-2.355486256402699e-40+0.j,0.+3.9020344977296475e-41j,6.418270474967135e-42+0.j,0.-1.0483457251136192e-42j,-1.7005627922148278e-43+0.j,0.+2.73982817099219e-44j,4.384663509486461e-45+0.j,0.-6.970601005822618e-46j,-1.1009380889708423e-46+0.j,0.+1.727631121460793e-47j,2.6938312211731648e-48+0.j,0.-4.174032983707179e-49j,-6.427491679410601e-50+0.j,0.+9.836950934879343e-51j,1.4963913878208928e-51+0.j,0.-2.26270120106064e-52j,-3.4012407782298665e-53+0.j,0.+5.082832948688477e-54j,7.55200056219718e-55+0.j,0.-1.1156671943942199e-55j,-1.6388978596132372e-56+0.j,0.+2.394093802667304e-57j,3.477998190173607e-58+0.j,0.-5.025077137568458e-59j,-7.221160760224259e-60+0.j,0.+1.0321607750641568e-60j,1.4675346613628629e-61+0.j,0.-2.075650224906518e-62j,-2.920575023091638e-63+0.j
-0.5198311258538874+0.j,0.-0.03006524817158236j,-0.3816897052605655+0.j,0.+0.28079263218611866j,-0.03469517096885362+0.j,0.+0.29504404509787724j,0.39601782933097684+0.j,0.-0.3663448543338759j,-0.2764151065618078+0.j,0.+0.18125800641575351j,0.10676446518508298+0.j,0.-0.0576401590070726j,-0.028915220277373487+0.j,0.+0.013611903576464097j,0.006058303704934546+0.j,0.-0.0025643237843759716j,-0.0010371486505039917+0.j,0.+0.0004023934389881258j,0.00015025367745385377+0.j,0.-0.00005414708009509442j,-0.000018877526517531626+0.j,0.+6.380361665467225e-6j,2.094478698101027e-6+0.j,0.-6.688773004597097e-7j,-2.0810865828051564e-7+0.j,0.+6.316492231870284e-8j,1.8724830232192582e-8+0.j,0.-5.4272844848961635e-9j,-1.5395567746289092e-9+0.j,0.+4.2780622456003647e-10j,1.1654540578936065e-10+0.j,0.-3.115089463064101e-11j,-8.174838712110841e-12+0.j,0.+2.1076825151713943e-12j,5.342110615528778e-13+0.j,0.-1.3318303530822036e-13j,-3.2677136395905185e-14+0.j,0.+7.894313533048125e-15j,1.878724782219119e-15+0.j,0.-4.4063756618786275e-16j,-1.0189424420816735e-16+0.j,0.+2.324008739852243e-17j,5.230061860850921e-18+0.j,0.-1.161741160222702e-18j,-2.5479453444766656e-19+0.j,0.+5.519331584480484e-20j,1.181215879069285e-20+0.j,0.-2.4982910025952073e-21j,-5.2233182279296955e-22+0.j,0.+1.0798241320438561e-22j,2.2078572402177938e-23+0.j,0.-4.4658486162250375e-24j,-8.938225048037024e-25+0.j,0.+1.7705490215514593e-25j,3.4718842495695277e-26+0.j,0.-6.740788773654412e-27j,-1.2960702983749242e-27+0.j,0.+2.468309909808262e-28j,4.656954426252481e-29+0.j,0.-8.70583570359064e-30j,-1.6128627388262756e-30+0.j,0.+2.961641746071684e-31j,5.391170661578756e-32+0.j,0.-9.730026784785622e-33j,-1.7413583427264053e-33+0.j,0.+3.090765809474356e-34j,5.441348867564768e-35+0.j,0.-9.503123398875651e-36j,-1.646646955748608e-36+0.j,0.+2.831145842134776e-37j,4.83062431086343e-38+0.j,0.-8.180383270702e-39j,-1.3750611521509246e-39+0.j,0.+2.294539417654121e-40j,3.801368718122777e-41+0.j,0.-6.253165787072432e-42j,-1.0214535484292017e-42+0.j,0.+1.6570594611844314e-43j,2.6699262727199117e-44+0.j,0.-4.273089209555008e-45j,-6.793677335040228e-46+0.j,0.+1.0730646127914489e-46j,1.683998062341397e-47+0.j,0.-2.6259586131178573e-48j,-4.069112109226577e-49+0.j,0.+6.266296867561156e-50j,9.590803955815059e-51+0.j,0.-1.459029916255742e-51j,-2.2063282953920737e-52+0.j,0.+3.3166809489148465e-53j,4.956727296444094e-54+0.j,0.-7.365013887360952e-55j,-1.0880982183288852e-55+0.j,0.+1.5984782535531245e-56j,2.3351616968049235e-57+0.j,0.-3.3925453149638435e-58j,-4.901839871058211e-59+0.j,0.+7.044384736633752e-60j,1.0069378571524122e-60+0.j,0.-1.4317347318428265e-61j
0.+0.41584997446013244j,-0.3241759757006463+0.j,0.+0.28079263218611866j,-0.15706366207897357+0.j,0.+0.3519865441100628j,0.19123549118290026+0.j,0.+0.10045239770757093j,0.31186186209958405+0.j,0.-0.37711449363148875j,-0.33376380798189287+0.j,0.+0.2455218229184875j,0.1583279140774199+0.j,0.-0.0921489720523131j,-0.04930269890406437+0.j,0.+0.024558603488692658j,0.011495393516038909+0.j,0.-0.005092362968663524j,-0.0021470044220850662+0.j,0.+0.0008654599737255655j,0.000334814020037242+0.j,0.-0.000124705680463758j,-0.00004484113440419413+0.j,0.+0.00001560257825011691j,5.264266276847268e-6+0.j,0.-1.7253897486715947e-6j,-5.50227825232084e-7+0.j,0.+1.7097316982451554e-7j,5.183281894553593e-8+0.j,0.-1.534902676657822e-8j,-4.444443841113665e-9+0.j,0.+1.259609088613844e-9j,3.497212424934122e-10+0.j,0.-9.519875959439196e-11j,-2.5426787236759295e-11+0.j,0.+6.668163146704723e-12j,1.7181355447055873e-12+0.j,0.-4.3521879688165157e-13j,-1.0844310741505488e-13+0.j,0.+2.6593141898651356e-14j,6.421341134116428e-15+0.j,0.-1.5274684282858077e-15j,-3.580958757823134e-16+0.j,0.+8.277254536917673e-17j,1.8871335063351452e-17+0.j,0.-4.2453016044842156e-18j,-9.426619207434301e-19+0.j,0.+2.0667549674580032e-19j,4.4755310355218366e-20+0.j,0.-9.575313550173546e-21j,-2.0245960994710835e-21+0.j,0.+4.2317413194208575e-22j,8.745973541463702e-23+0.j,0.-1.7877778107335672e-23j,-3.61525214252078e-24+0.j,0.+7.234062546437339e-25j,1.432647647731369e-25+0.j,0.-2.808671707267289e-26j,-5.451981748962624e-27+0.j,0.+1.0480538316410288e-27j,1.995580779409023e-28+0.j,0.-3.764343698838076e-29j,-7.035878070643559e-30+0.j,0.+1.3032524578500195e-30j,2.392707343673651e-31+0.j,0.-4.354803199383133e-32j,-7.858329576627256e-33+0.j,0.+1.406168437734802e-33j,2.4954588921207186e-34+0.j,0.-4.392664678368371e-35j,-7.670557840014194e-36+0.j,0.+1.3289297599520097e-36j,2.284580642564552e-37+0.j,0.-3.8975520388474305e-38j,-6.5994590271184e-39+0.j,0.+1.1091857195883464e-39j,1.8506608282738104e-40+0.j,0.-3.0656444083329185e-41j,-5.042356621159283e-42+0.j,0.+8.235792092264996e-43j,1.335916263711946e-43+0.j,0.-2.1522663114243018e-44j,-3.444256206487237e-45+0.j,0.+5.4754052619479955e-46j,8.647611253541966e-47+0.j,0.-1.3569749602063153e-47j,-2.1158217433933796e-48+0.j,0.+3.278330704881125e-49j,5.048087789597723e-50+0.j,0.-7.725643453647827e-51j,-1.1751908848521022e-51+0.j,0.+1.776968576651604e-52j,2.6710345305441085e-53+0.j,0.-3.991515274020387e-54j,-5.930400812792786e-55+0.j,0.+8.760865279217678e-56j,1.2869295015661533e-56+0.j,0.-1.879900126681083e-57j,-2.7309510842812188e-58+0.j,0.+3.9456490992494834e-59j,5.669882934061301e-60+0.j
0.288098972817009+0.j,0.+0.4325126302437648j,-0.03469517096885362+0.j,0.+0.3519865441100628j,0.08679101636646125+0.j,0.+0.2610458405189167j,0.3038076517626212+0.j,0.-0.08317044959507318j,0.1797760672676282+0.j,0.-0.3344416907931225j,-0.3576305135314597+0.j,0.+0.2974630227508004j,0.21039160229603618+0.j,0.-0.1319672360728794j,-0.07522281486059697+0.j,0.+0.0395935747623802j,0.019462821105452544+0.j,0.-0.009010740293571072j,-0.00395489742085718+0.j,0.+0.0016542686507803254j,0.0006622713798205908+0.j,0.-0.0002546708759865868j,-0.00009435238643032943+0.j,0.+0.00003376660855097041j,0.00001169942407015503+0.j,0.-3.9322790344170405e-6j,-1.2843617736829085e-6+0.j,0.+4.08291783846989e-7j,1.2650301267849724e-7+0.j,0.-3.824942888457608e-8j,-1.1298959283382531e-8+0.j,0.+3.2643180095622595e-9j,9.232077802739538e-10+0.j,0.-2.558220565148934e-10j,-6.951151347896406e-11+0.j,0.+1.8534376092599867e-11j,4.852889029131856e-12+0.j,0.-1.2485374029901577e-12j,-3.1582049706074364e-13+0.j,0.+7.858838300290082e-14j,1.9247840429947067e-14+0.j,0.-4.642197861866056e-15j,-1.1030188147173726e-15+0.j,0.+2.583139636925957e-16j,5.96480120359171e-17+0.j,0.-1.3586102563386009e-17j,-3.053538259426012e-18+0.j,0.+6.774416343674456e-19j,1.4840320916710038e-19+0.j,0.-3.2110966447009236e-20j,-6.864855039657392e-21+0.j,0.+1.4504421807313185e-21j,3.0295491713411457e-22+0.j,0.-6.257146434099768e-23j,-1.2782111994728141e-23+0.j,0.+2.5832090075365225e-24j,5.16589315406934e-25+0.j,0.-1.0224792368086367e-25j,-2.0034441056164797e-26+0.j,0.+3.886874186553972e-27j,7.4680591036043035e-28+0.j,0.-1.4212789641069035e-28j,-2.679739228318027e-29+0.j,0.+5.006357170907057e-30j,9.269130587724272e-31+0.j,0.-1.7010351415775737e-31j,-3.094649853391885e-32+0.j,0.+5.582108101576335e-33j,9.984718783569181e-34+0.j,0.-1.7712693857665417e-34j,-3.1167569130323755e-35+0.j,0.+5.440605888816836e-36j,9.42263415282085e-37+0.j,0.-1.6193142085924906e-37j,-2.7616907742150513e-38+0.j,0.+4.674702112090297e-39j,7.854457077536019e-40+0.j,0.-1.3101128078135861e-40j,-2.1695872006340062e-41+0.j,0.+3.567514393079626e-42j,5.825291123680085e-43+0.j,0.-9.446581896383867e-44j,-1.5215199643381302e-44+0.j,0.+2.434255540049063e-45j,3.8688227063135586e-46+0.j,0.-6.108762317507e-47j,-9.583540564686662e-48+0.j,0.+1.4939387344528696e-48j,2.314240145711775e-49+0.j,0.-3.5627620382020104e-50j,-5.451312246809152e-51+0.j,0.+8.290551866126327e-52j,1.2533301236872624e-52+0.j,0.-1.8835534181185026e-53j,-2.814173580069352e-54+0.j,0.+4.180359716826563e-55j,6.174402600932597e-56+0.j,0.-9.06823546436784e-57j,-1.324416543866838e-57+0.j,0.+1.923654951146312e-58j
0.-0.1785219960633053j,0.39685043201481984+0.j,0.+0.29504404509787724j,0.19123549118290026+0.j,0.+0.2610458405189167j,0.24854940119437435+0.j,0.+0.0977054317992808j,0.3079330685523676+0.j,0.-0.21660237774612903j,0.03395640695882907+0.j,0.-0.2513644054865064j,-0.3461272973736168+0.j,0.+0.33045750520680406j,0.25747209509264063+0.j,0.-0.1742112220602805j,-0.10575537693832274+0.j,0.+0.05876690347239564j,0.03030411776618098+0.j,0.-0.01464600530634153j,-0.006684438366990185+0.j,0.+0.002898157467487893j,0.001199444338963333+0.j,0.-0.00047573619933553944j,-0.00018143967324153423+0.j,0.+0.00006672932505408416j,0.000023724050784016222+0.j,0.-8.171114523832627e-6j,-2.731586972315261e-6+0.j,0.+8.878064710048698e-7j,2.809581448856514e-7+0.j,0.-8.669012604397926e-8j,-2.6111430445128062e-8+0.j,0.+7.6860735300526e-9j,2.213242290750211e-9+0.j,0.-6.24029143039992e-10j,-1.7242525736237706e-10+0.j,0.+4.672583242912051e-11j,1.2427622840650084e-11+0.j,0.-3.2462803065523407e-12j,-8.333409544879139e-13+0.j,0.+2.1035449180569478e-13j,5.224086547393958e-14+0.j,0.-1.2770876402086165e-14j,-3.0746205648202326e-15+0.j,0.+7.293218561919696e-16j,1.705253384476342e-16+0.j,0.-3.931654886632916e-17j,-8.942190865622712e-18+0.j,0.+2.0070173298295395e-18j,4.446778053574089e-19+0.j,0.-9.72899494473498e-20j,-2.1025814915372513e-20+0.j,0.+4.489807926389359e-21j,9.475770223326755e-22+0.j,0.-1.9771031404539147e-22j,-4.079277089459696e-23+0.j,0.+8.32496366639034e-24j,1.680847830335675e-24+0.j,0.-3.358294360404523e-25j,-6.641204367322532e-26+0.j,0.+1.3001765060943562e-26j,2.520410629000567e-27+0.j,0.-4.838788279747442e-28j,-9.201909171277958e-29+0.j,0.+1.7336921527563963e-29j,3.2366270522572295e-30+0.j,0.-5.9884060239157e-31j,-1.0982380310727857e-31+0.j,0.+1.9967089337584916e-32j,3.5994007944855246e-33+0.j,0.-6.4343517514484286e-34j,-1.1407710053803717e-34+0.j,0.+2.006176942687559e-35j,3.500041824659946e-36+0.j,0.-6.058496568148253e-37j,-1.0406312078271257e-37+0.j,0.+1.7738638610096707e-38j,3.00112972467283e-39+0.j,0.-5.040091405533322e-40j,-8.402875709166275e-41+0.j,0.+1.390909044047417e-41j,2.2860982235059097e-42+0.j,0.-3.731292336112681e-43j,-6.048303752390145e-44+0.j,0.+9.737745098509013e-45j,1.5573032096151027e-45+0.j,0.-2.474094933479696e-46j,-3.905039044502424e-47+0.j,0.+6.124021583785445e-48j,9.543021506505625e-49+0.j,0.-1.477772584156372e-49j,-2.2742364585072133e-50+0.j,0.+3.478587320386659e-51j,5.288611379486313e-52+0.j,0.-7.992511308547359e-53j,-1.2007660125803205e-53+0.j,0.+1.7934818520767443e-54j,2.663350459895327e-55+0.j,0.-3.9326108338665277e-56j,-5.774081322400927e-57+0.j
-0.1009836665700102+0.j,0.-0.29736574749365385j,0.39601782933097684+0.j,0.+0.10045239770757093j,0.3038076517626212+0.j,0.+0.0977054317992808j,0.30381795613142903+0.j,0.-0.06865306854304895j,0.23304606974582895+0.j,0.-0.2844906063393828j,-0.09835054405426209+0.j,0.-0.1445568742775133j,-0.30256963346353527+0.j,0.+0.3407772931588421j,0.2947499096298985+0.j,0.-0.21562999970479202j,-0.13945541978459142+0.j,0.+0.08177745618446024j,0.044203537280408066+0.j,0.-0.02228160381577183j,-0.010564672330588193+0.j,0.+0.004743472320556173j,0.0020276536738004676+0.j,0.-0.0008288050624011154j,-0.0003251328947275447+0.j,0.+0.00012279079631960496j,0.00004476343539785862+0.j,0.-0.000015788387992739742j,-5.398701132402462e-6+0.j,0.+1.7929003882358419e-6j,5.792039301264788e-7+0.j,0.-1.8227895624856278e-7j,-5.59540218694629e-8+0.j,0.+1.677348623924634e-8j,4.91557895053745e-9+0.j,0.-1.4096386145995669e-9j,-3.95922725633855e-10+0.j,0.+1.0900333108549257e-10j,2.9439190746698836e-11+0.j,0.-7.80503140268981e-12j,-2.032686893158619e-12+0.j,0.+5.203293788920089e-13j,1.3099229896886284e-13+0.j,0.-3.2449235938989253e-14j,-7.913559913128517e-15+0.j,0.+1.9008699253200997e-15j,4.499232814741904e-16+0.j,0.-1.049812359747423e-16j,-2.415703549751944e-17+0.j,0.+5.483991032102582e-18j,1.2286407220667498e-18+0.j,0.-2.717529373937481e-19j,-5.93585953718122e-20+0.j,0.+1.2808112819063511e-20j,2.730893238207798e-21+0.j,0.-5.755226546292221e-22j,-1.1991483203825577e-22+0.j,0.+2.4708464307704566e-23j,5.036001282670765e-24+0.j,0.-1.0155318787419396e-24j,-2.0265867706276812e-25+0.j,0.+4.003069356737519e-26j,7.828273250838307e-27+0.j,0.-1.5158946160950222e-27j,-2.907262032341985e-28+0.j,0.+5.52319475044273e-29j,1.03959342766192e-29+0.j,0.-1.9389959623679767e-30j,-3.584273279303758e-31+0.j,0.+6.567563885775654e-32j,1.193032540624243e-32+0.j,0.-2.148862626088732e-33j,-3.838264249863355e-34+0.j,0.+6.799710326019123e-35j,1.1949034908720592e-35+0.j,0.-2.083137125719036e-36j,-3.6032923208691655e-37+0.j,0.+6.184862968159135e-38j,1.0535626714965518e-38+0.j,0.-1.7813104790378444e-39j,-2.989617509227014e-40+0.j,0.+4.981209551902055e-41j,8.240285741792984e-42+0.j,0.-1.3535734786639199e-42j,-2.20798501362828e-43+0.j,0.+3.577062893697382e-44j,5.755903874934244e-45+0.j,0.-9.200178389368684e-46j,-1.4608746410969092e-46+0.j,0.+2.3046282129657657e-47j,3.61240389590246e-48+0.j,0.-5.626451750473362e-49j,-8.708638181974371e-50+0.j,0.+1.3396053675796848e-50j,2.0480818407202422e-51+0.j,0.-3.1123867234939787e-52j,-4.70161303736863e-53+0.j,0.+7.060538368335443e-54j,1.0541348656304821e-54+0.j,0.-1.5647721081207389e-55j
0.+0.05288556416449045j,-0.19389991110749527+0.j,0.-0.3663448543338759j,0.31186186209958405+0.j,0.-0.08317044959507318j,0.3079330685523676+0.j,0.-0.06865306854304895j,0.2678640599733267+0.j,0.-0.1954404087671844j,0.11526049673926388+0.j,0.-0.2885247247794901j,-0.1989939650458653+0.j,0.-0.030812407332023756j,-0.23386642751650252+0.j,0.+0.32757012206067504j,0.3185433641039543+0.j,0.-0.25296853625209864j,-0.17449838303315546+0.j,0.+0.10798609156505279j,0.06115675479757036+0.j,0.-0.03213002190635557j,-0.01581437315390102+0.j,0.+0.007347387013634199j,0.003241385767624689+0.j,0.-0.0013643753284011103j,-0.0005501373677920011+0.j,0.+0.00021320554764854818j,0.0000796451977485638+0.j,0.-0.000028749453856661446j,-0.00001004957221264386+0.j,0.+3.408324932167417e-6j,1.123426424545387e-6+0.j,0.-3.604254489194424e-7j,-1.127052994744592e-7+0.j,0.+3.439265416410067e-8j,1.0253335105063805e-8+0.j,0.-2.98941352642418e-9j,-8.531678264466966e-10+0.j,0.+2.3855264956311286e-10j,6.540036698820778e-11+0.j,0.-1.7593067119049143e-11j,-4.646915604768608e-12+0.j,0.+1.2059402673041343e-12j,3.076678362784425e-13+0.j,0.-7.721017585066033e-14j,-1.906904304410261e-14+0.j,0.+4.637214929088118e-15j,1.1108593447957138e-15+0.j,0.-2.6225426646680195e-16j,-6.10415195366809e-17+0.j,0.+1.4013138307146958e-17j,3.1740365564129946e-18+0.j,0.-7.095873152841664e-19j,-1.5662480850598856e-19+0.j,0.+3.414384477183292e-20j,7.353452782950577e-21+0.j,0.-1.5650239933809932e-21j,-3.2924534553535197e-22+0.j,0.+6.848573393528315e-23j,1.40886817064326e-23+0.j,0.-2.867039715634578e-24j,-5.772835471074277e-25+0.j,0.+1.1503545733902328e-25j,2.2690939467622373e-26+0.j,0.-4.431379961699644e-27j,-8.569893514279128e-28+0.j,0.+1.6415070789550128e-28j,3.1147195852305284e-29+0.j,0.-5.855704051913396e-30j,-1.0909269570630308e-30+0.j,0.+2.0143664478108143e-31j,3.687015623144725e-32+0.j,0.-6.690680842309673e-33j,-1.203891775826115e-33+0.j,0.+2.1482620943984427e-34j,3.802145028700083e-35+0.j,0.-6.675268174184166e-36j,-1.1626864804671094e-36+0.j,0.+2.0093885483467185e-37j,3.446073353804451e-38+0.j,0.-5.8653610150134527e-39j,-9.908854851360618e-40+0.j,0.+1.661720973480676e-40j,2.766589456312005e-41+0.j,0.-4.573282984575772e-42j,-7.506745372166272e-43+0.j,0.+1.2236518097841113e-43j,1.9810149449180245e-44+0.j,0.-3.1855279988594023e-45j,-5.088360554983837e-46+0.j,0.+8.074489634808107e-47j,1.2730047867343193e-47+0.j,0.-1.9941544817666035e-48j,-3.1041058115897024e-49+0.j,0.+4.80172701901037e-50j,7.382017707064422e-51+0.j,0.-1.1279815326690728e-51j,-1.7132077483776457e-52+0.j,0.+2.586606074817938e-53j,3.8823361964864354e-54+0.j
0.02590759948350962+0.j,0.+0.11368562977765224j,-0.2764151065618078+0.j,0.-0.37711449363148875j,0.1797760672676282+0.j,0.-0.21660237774612903j,0.23304606974582895+0.j,0.-0.1954404087671844j,0.17212164116344322+0.j,0.-0.26375971176451196j,-0.01247744461206+0.j,0.-0.24084199279388183j,-0.2588112314824395+0.j,0.+0.07528830434396727j,-0.1489060326040115+0.j,0.+0.2924957230233672j,0.3265640268117771+0.j,0.-0.28327850985231695j,-0.20884730858385753+0.j,0.+0.1364582503713938j,0.08095745286894974+0.j,0.-0.04430943425722794j,-0.022625830390019218+0.j,0.+0.010870209566647067j,0.004945864152392139+0.j,0.-0.0021423961223792846j,-0.0008873290325295839+0.j,0.+0.0003526669829975151j,0.00013491872828562968+0.j,0.-0.00004981424126743389j,-0.000017791241445754875+0.j,0.+6.15894979120555e-6j,2.0702874985685256e-6+0.j,0.-6.768154339977204e-7j,-2.154996411700065e-7+0.j,0.+6.691448981861722e-8j,2.0286153357828344e-8+0.j,0.-6.011026711654412e-9j,-1.7425739096077197e-9+0.j,0.+4.946716330821357e-10j,1.3762116819486084e-10+0.j,0.-3.7551566917786346e-11j,-1.0056654794978417e-11+0.j,0.+2.6451370598558955e-12j,6.837212848973759e-13+0.j,0.-1.7377846090335483e-13j,-4.345427833246475e-14+0.j,0.+1.0695678521678148e-14j,2.5925653549358304e-15+0.j,0.-6.191431538689241e-16j,-1.4573903753104863e-16+0.j,0.+3.3826541696523714e-17j,7.744624275893503e-18+0.j,0.-1.7496847193446292e-18j,-3.901967899430814e-19+0.j,0.+8.592360413376807e-20j,1.868873281601366e-20+0.j,0.-4.016180080817565e-21j,-8.529704074978394e-22+0.j,0.+1.7908460509075156e-22j,3.7178937417852744e-23+0.j,0.-7.634072302603499e-24j,-1.550735768571202e-24+0.j,0.+3.1170160580834906e-25j,6.200882264248745e-26+0.j,0.-1.221155407261889e-26j,-2.381100299625041e-27+0.j,0.+4.597870558417621e-28j,8.79403058979583e-29+0.j,0.-1.6662813095450453e-29j,-3.128325600661711e-30+0.j,0.+5.82036698384902e-31j,1.073328355202794e-31+0.j,0.-1.9621188110338733e-32j,-3.556254750342766e-33+0.j,0.+6.391422836801325e-34j,1.1391989747061449e-34+0.j,0.-2.0139897607679703e-35j,-3.53205137206394e-36+0.j,0.+6.14558923340134e-37j,1.0610108262466098e-37+0.j,0.-1.817804912193528e-38j,-3.090976985472572e-39+0.j,0.+5.216914484344102e-40j,8.740738288816463e-41+0.j,0.-1.4539337999966852e-41j,-2.401306765240391e-42+0.j,0.+3.93822295467677e-43j,6.41423051445543e-44+0.j,0.-1.0375792314248977e-44j,-1.667132674939729e-45+0.j,0.+2.6609085105307897e-46j,4.219279554297828e-47+0.j,0.-6.647096239706741e-48j,-1.0405111465141123e-48+0.j,0.+1.6185179278086472e-49j,2.50194834569228e-50+0.j,0.-3.8438145053935116e-51j,-5.869514366481329e-52+0.j,0.+8.909005395983097e-53j
