3.1327811276136576e-8+0.j,1.8416255552370558e-7+0.j,7.655218901472584e-7+0.j,2.5981741974001374e-6+0.j,7.636767147110608e-6+0.j,0.000020076861613277052+0.j,0.00004818273843494842+0.j,0.00010705667187640456+0.j,0.00022250512753432908+0.j,0.00043600357248772153+0.j,0.0008105155039967356+0.j,0.0014366013262776388+0.j,0.002437905790758884+0.j,0.003974811354080115+0.j,0.006244875474853566+0.j,0.009478714276014969+0.j,0.013930308031761918+0.j,0.01986129390245659+0.j,0.027519628344539273+0.j,0.0371139384231078+0.j,0.048785787970917815+0.j,0.06258279504546324+0.j,0.07843590178319793+0.j,0.0961440151151719+0.j,0.11536867717702838+0.j,0.1356404392827481+0.j,0.15637732959377607+0.j,0.17691440224773897+0.j,0.19654203690827132+0.j,0.21454961158105107+0.j,0.23027054253292972+0.j,0.24312455076579575+0.j,0.2526533761357872+0.j,0.25854694765260194+0.j,0.260658106064084+0.j,0.25900520518337833+0.j,0.25376312897653464+0.j,0.24524430864318109+0.j,0.23387210153369684+0.j,0.22014934292946994+0.j,0.20462499265880874+0.j,0.18786160456050682+0.j,0.17040591325075827+0.j,0.15276424298147603+0.j,0.13538378537659074+0.j,0.11864014668893888+0.j,0.10283099499691582+0.j,0.0881751867262415+0.j,0.07481644155172132+0.j,0.06283046692422131+0.j,0.05223439440432175+0.j,0.042997455413302785+0.j,0.03505196439935981+0.j,0.028303862518502757+0.j,0.022642277309017186+0.j,0.017947751147758494+0.j,0.014098967345502061+0.j,0.010977947657826179+0.j,0.00847380445663353+0.j,0.006485205032056631+0.j,0.00492174790096036+0.j,0.0037044669641507297+0.j,0.0027656751043417115+0.j,0.0020483405591540764+0.j,0.0015051627315726959+0.j,0.0010974836452374783+0.j,0.0007941405425510108+0.j,0.0005703366046147462+0.j,0.0004065819256026137+0.j,0.0002877363975453155+0.j,0.00020217016282326862+0.j,0.0001410454774959595+0.j,0.00009771566594376736+0.j,0.00006723169259650689+0.j,0.000045944069905341816+0.j,0.00003118674945497497+0.j,0.000021029773447476453+0.j,0.000014088362263969473+0.j,9.377444187472631e-6+0.j,6.202149368404848e-6+0.j,4.076322224301638e-6+0.j,2.66254695955634e-6+0.j,1.728469135460916e-6+0.j,1.1153055456992384e-6+0.j,7.15361391940327e-7+0.j,4.5612861005933496e-7+0.j,2.8914079243821776e-7+0.j,1.822304801854738e-7+0.j,1.1419601853312486e-7+0.j,7.115857427324307e-8+0.j,4.409377302551912e-8+0.j,2.7172390355319772e-8+0.j,1.6653488068883502e-8+0.j,1.0151612104034301e-8+0.j,6.155202806972767e-9+0.j,3.7123750335741225e-9+0.j,2.2273450734058454e-9+0.j,1.3294527830255671e-9+0.j,7.894618692624457e-10+0.j,4.664282434391052e-10+0.j
-1.8416255552370558e-7+0.j,-1.0512836280636032e-6+0.j,-4.239724533108616e-6+0.j,-0.000013947611486180003+0.j,-0.000039696878947343294+0.j,-0.00010094679310633461+0.j,-0.00023406726338620943+0.j,-0.0005018599947282591+0.j,-0.0010052087228428906+0.j,-0.0018955596889060075+0.j,-0.00338590321555834+0.j,-0.005756977573798568+0.j,-0.009354853172764872+0.j,-0.01457619011663752+0.j,-0.021838520270437693+0.j,-0.03153493341380069+0.j,-0.043975355517204766+0.j,-0.05931976349659853+0.j,-0.0775115733737214+0.j,-0.09822139756008426+0.j,-0.12081181704412353+0.j,-0.14433242364507617+0.j,-0.16755117029215566+0.j,-0.1890234124358689+0.j,-0.20719463870453042+0.j,-0.22052766919705294+0.j,-0.2276409531162582+0.j,-0.22744226363363745+0.j,-0.21924199428431798+0.j,-0.20283244446142518+0.j,-0.17852358981372696+0.j,-0.14713120391795137+0.j,-0.10991898970614279+0.j,-0.06850173038978029+0.j,-0.024720643781546682+0.j,0.01949537772754661+0.j,0.06226833971663618+0.j,0.10189639491159765+0.j,0.13695524440520776+0.j,0.16636871996501523+0.j,0.18944550464881119+0.j,0.20588271282459544+0.j,0.2157402142809246+0.j,0.21939186273507405+0.j,0.21746105213343128+0.j,0.21074830089770757+0.j,0.20015799956978658+0.j,0.18663027187807257+0.j,0.17108234503734623+0.j,0.15436214591736264+0.j,0.13721524182878006+0.j,0.12026487925147965+0.j,0.10400383098848986+0.j,0.08879607459741874+0.j,0.07488597785187401+0.j,0.062412612095168706+0.j,0.05142698406032797+0.j,0.04191029708165057+0.j,0.033791753474016244+0.j,0.026964831761039462+0.j,0.021301370265626285+0.j,0.016663132399825163+0.j,0.012910802885073552+0.j,0.00991056374729067+0.j,0.0075385284507859425+0.j,0.00568338162870954+0.j,0.004247592974885298+0.j,0.0031475600417728545+0.j,0.00231299809988545+0.j,0.0016858461875207255+0.j,0.0012189051018407383+0.j,0.0008743711514123515+0.j,0.0006223827297684518+0.j,0.00043965718238224584+0.j,0.0003082637150742926+0.j,0.0002145540023865297+0.j,0.00014825490136050295+0.j,0.00010171616847543715+0.j,0.00006929913712196412+0.j,0.00004688881270885485+0.j,0.00003151078774143475+0.j,0.00002103494629773331+0.j,0.00001394947107261485+0.j,9.190707796587379e-6+0.j,6.016646173656149e-6+0.j,3.913924755467461e-6+0.j,2.5302299508546685e-6+0.j,1.6256721607079793e-6+0.j,1.0381647852864724e-6+0.j,6.590128240240819e-7+0.j,4.158614256996914e-7+0.j,2.60893140166497e-7+0.j,1.6272981066722707e-7+0.j,1.0092351755733088e-7+0.j,6.223977505101215e-8+0.j,3.8170060266368505e-8+0.j,2.3280106850195598e-8+0.j,1.4121531126093555e-8+0.j,8.520008668689666e-9+0.j,5.113117961420621e-9+0.j
7.655218901472584e-7+0.j,4.239724533108616e-6+0.j,0.000016572287727467652+0.j,0.00005278447030686356+0.j,0.00014528600286249863+0.j,0.00035684660082841753+0.j,0.0007981194447628353+0.j,0.0016482181918153628+0.j,0.0031747042255796895+0.j,0.005747041124660977+0.j,0.009835829859878173+0.j,0.015989800529856935+0.j,0.024784341119373644+0.j,0.0367396202622667+0.j,0.052212791585324325+0.j,0.07127630063345629+0.j,0.0936012979097509+0.j,0.11836968443295902+0.j,0.14423870458364432+0.j,0.16937731350993965+0.j,0.19158393625324174+0.j,0.20848205402304873+0.j,0.2177756425642676+0.j,0.21753370465258057+0.j,0.20646471729295268+0.j,0.18413973300876604+0.j,0.15112788900004528+0.j,0.10901953138042073+0.j,0.06032811905964239+0.j,0.00827973363038599+0.j,-0.04348468825570545+0.j,-0.09125709860106891+0.j,-0.1316165558812168+0.j,-0.16174692150092332+0.j,-0.17968177179959802+0.j,-0.18445172706442728+0.j,-0.17612345421222295+0.j,-0.15573390042060745+0.j,-0.125135738128448+0.j,-0.08677897560566278+0.j,-0.04345837470353641+0.j,0.0019433557628886656+0.j,0.04669007460484952+0.j,0.08838410674949208+0.j,0.1251028774811995+0.j,0.15547554894210755+0.j,0.1787020290408273+0.j,0.19452227660117946+0.j,0.2031474455251008+0.j,0.20516604430376262+0.j,0.2014381531253709+0.j,0.1929892348319457+0.j,0.1809126768106114+0.j,0.1662873864304426+0.j,0.1501139469587995+0.j,0.13327033641480457+0.j,0.11648621521992235+0.j,0.10033338619176836+0.j,0.08522921729323295+0.j,0.07144952265351544+0.j,0.05914751094796017+0.j,0.048375807884308245+0.j,0.03910912129148777+0.j,0.03126574027398589+0.j,0.024726665100438527+0.j,0.019351698591550143+0.j,0.014992263130506422+0.j,0.011501029980735643+0.j,0.008738663745242077+0.j,0.0065781082206860355+0.j,0.004906889049959652+0.j,0.003627903151864478+0.j,0.002659123344818212+0.j,0.0019325845787229344+0.j,0.0013929480282594195+0.j,0.0009958697924340918+0.j,0.0007063377644656818+0.j,0.0004970864750264733+0.j,0.00034715650458366955+0.j,0.0002406321848815531+0.j,0.0001655677064479647+0.j,0.00011309593391839039+0.j,0.00007670459340901153+0.j,0.000051659497631513+0.j,0.00003455276327613164+0.j,0.000022954438484741708+0.j,0.000015147730092331551+0.j,9.930462948832301e-6+0.j,6.4680741014385885e-6+0.j,4.186056363403689e-6+0.j,2.692150980583427e-6+0.j,1.7206651858376045e-6+0.j,1.093032526313948e-6+0.j,6.901532363002444e-7+0.j,4.3318017728404183e-7+0.j,2.7029378089099774e-7+0.j,1.676798213464256e-7+0.j,1.03427188069245e-7+0.j,6.343497812177303e-8+0.j,3.868950505236243e-8+0.j
-2.5981741974001374e-6+0.j,-0.000013947611486180003+0.j,-0.00005278447030686356+0.j,-0.00016257771508740328+0.j,-0.00043214909037233754+0.j,-0.0010235706314297272+0.j,-0.002204152692949377+0.j,-0.004374889671337995+0.j,-0.008083387669940304+0.j,-0.014006655274022405+0.j,-0.022890101805703347+0.j,-0.03543505447397824+0.j,-0.052138222904187126+0.j,-0.07310121030064932+0.j,-0.097843079775212+0.j,-0.12515975221110975+0.j,-0.1530763718236724+0.j,-0.1789299548526476+0.j,-0.19959949813062014+0.j,-0.211872252033385+0.j,-0.2129037603508835+0.j,-0.20070270783108082+0.j,-0.1745564405058043+0.j,-0.1353139269014+0.j,-0.08546110540850212+0.j,-0.02895624599023617+0.j,0.029166041934475008+0.j,0.0833723883013937+0.j,0.12830709311426688+0.j,0.15946640550282368+0.j,0.17376944545039838+0.j,0.16994203087230886+0.j,0.14866093436690636+0.j,0.11244481983349566+0.j,0.06531699002802437+0.j,0.012297361735018867+0.j,-0.041198155022561835+0.j,-0.0899658296835717+0.j,-0.129551478786197+0.j,-0.15665628160613562+0.j,-0.1693746955692824+0.j,-0.16725462849378422+0.j,-0.15119430886286175+0.j,-0.12320906926905241+0.j,-0.08611264745617306+0.j,-0.04316121052526539+0.j,0.002295021810698648+0.j,0.047116204945185446+0.j,0.08860855983337387+0.j,0.1246789744036014+0.j,0.15390764446757801+0.j,0.1755471087016479+0.j,0.18946230911475817+0.j,0.19602950390932494+0.j,0.19601228727162645+0.j,0.19043123452536784+0.j,0.18044052764215412+0.j,0.16722105799459167+0.j,0.15189558064456138+0.j,0.13546797820374423+0.j,0.11878587547237608+0.j,0.10252385569326151+0.j,0.08718335750321755+0.j,0.07310487608098047+0.j,0.060488196418393245+0.j,0.04941687672000619+0.j,0.03988390999336363+0.j,0.03181628225557625+0.j,0.025096911246352653+0.j,0.019583120750903907+0.j,0.015121345561147238+0.j,0.011558159679336828+0.j,0.00874798313913085+0.j,0.006557969834775051+0.j,0.004870634539663136+0.j,0.0035847672992732446+0.j,0.0026151308777300967+0.j,0.00189136130859352+0.j,0.0013564076783089756+0.j,0.0009647654142384464+0.j,0.0006806839989019055+0.j,0.0004764684878645465+0.j,0.0003309454583886479+0.j,0.00022812750006503764+0.j,0.00015608460898186149+0.j,0.00010601397595640646+0.j,0.0000714897035125812+0.j,0.0000478691238260435+0.j,0.00003183105805177391+0.j,0.000021022297404334127+0.j,0.000013790839505206081+0.j,8.987289762424935e-6+0.j,5.818870068574527e-6+0.j,3.7433738623791454e-6+0.j,2.3930050464716327e-6+0.j,1.5202664366396324e-6+0.j,9.599087640872365e-7+0.j,6.024369078731224e-7+0.j,3.758378904451641e-7+0.j,2.3309438437562256e-7+0.j
7.636767147110608e-6+0.j,0.000039696878947343294+0.j,0.00014528600286249863+0.j,0.00043214909037233754+0.j,0.0011076304100304452+0.j,0.002525405556781622+0.j,0.00522501387492105+0.j,0.0099432153592621+0.j,0.017572329112795288+0.j,0.029044430895217663+0.j,0.04513400205059084+0.j,0.06619468499542819+0.j,0.09187363532626922+0.j,0.12087156751902459+0.j,0.15082858012816086+0.j,0.17840752142817498+0.j,0.19961514911705336+0.j,0.2103506047980055+0.j,0.2071114968542157+0.j,0.18773531636786672+0.j,0.15202347306897926+0.j,0.10209809600634136+0.j,0.042381064949548346+0.j,-0.02084582447398371+0.j,-0.08025577086423333+0.j,-0.128542185368657+0.j,-0.1595514593075132+0.j,-0.16927937641254678+0.j,-0.15654814809383927+0.j,-0.12323934455890904+0.j,-0.07404069903317699+0.j,-0.015753921953928864+0.j,0.04371221289584507+0.j,0.09648896889331145+0.j,0.13584510208837766+0.j,0.1570648457568342+0.j,0.15798508855821747+0.j,0.13913566412847495+0.j,0.10349504424780855+0.j,0.0559326557529949+0.j,0.0024493666171141537+0.j,-0.05065505833689345+0.j,-0.09756419954185079+0.j,-0.13357746974413848+0.j,-0.1555288824605925+0.j,-0.16196762271983456+0.j,-0.15311250286251352+0.j,-0.1306208836779446+0.j,-0.09723024022417627+0.j,-0.056336729619530006+0.j,-0.011571257056377538+0.j,0.033577723525721546+0.j,0.07606091066735905+0.j,0.11346718539683982+0.j,0.14412296350041132+0.j,0.16710187793846454+0.j,0.18216280593050196+0.j,0.18963817685915202+0.j,0.19029484304924077+0.j,0.18518743093104065+0.j,0.17552001522854185+0.j,0.162527129530057+0.j,0.1473803334548099+0.j,0.13112236329754912+0.j,0.1146276258354829+0.j,0.09858556945749875+0.j,0.0835022358108013+0.j,0.0697149047961811+0.j,0.05741498808278269+0.j,0.04667498285810117+0.j,0.03747616992598442+0.j,0.029734668330765584+0.j,0.023324327477185828+0.j,0.01809567640895291+0.j,0.013890725444587033+0.j,0.010553823538442062+0.j,0.007939030778021041+0.j,0.005914595549438324+0.j,0.004365160462293375+0.j,0.0031922897765682785+0.j,0.0023138397415955825+0.j,0.0016626026541833518+0.j,0.0011845607399194645+0.j,0.000836997210303362+0.j,0.0005866348257049066+0.j,0.00040790950429523385+0.j,0.000281438171742434+0.j,0.00019270491837451966+0.j,0.00013096563075553724+0.j,0.00008835633616587669+0.j,0.000059182343216368646+0.j,0.00003936193137973806+0.j,0.00002599822638842704+0.j,0.000017054743255128576+0.j,0.000011112960955757079+0.j,7.193571964482177e-6+0.j,4.626311350582575e-6+0.j,2.9562703856820894e-6+0.j,1.8772169415317134e-6+0.j,1.1846397241286037e-6+0.j
-0.000020076861613277052+0.j,-0.00010094679310633461+0.j,-0.00035684660082841753+0.j,-0.0010235706314297272+0.j,-0.002525405556781622+0.j,-0.00553159491977273+0.j,-0.010969981994280443+0.j,-0.01995813400550987+0.j,-0.0336199117167541+0.j,-0.05278129770464345+0.j,-0.0775810859197261+0.j,-0.10707955652092618+0.j,-0.13898502557387293+0.j,-0.1696264122374378+0.j,-0.19426758479279121+0.j,-0.20778595579257114+0.j,-0.20563794328091856+0.j,-0.18493410437750218+0.j,-0.14537851140362612+0.j,-0.08981661611828742+0.j,-0.024195112203268143+0.j,0.04314217774225085+0.j,0.10274405876656716+0.j,0.1457003864883753+0.j,0.1653194148336452+0.j,0.15847669288024085+0.j,0.12633534268957938+0.j,0.07426697782657642+0.j,0.010972878950460207+0.j,-0.05302484431834393+0.j,-0.10722244410836311+0.j,-0.14294320397329394+0.j,-0.1547728877687733+0.j,-0.1413682739266012+0.j,-0.10552078243404796+0.j,-0.053507025271608534+0.j,0.006110529842797223+0.j,0.06398187313675059+0.j,0.1114847839955837+0.j,0.1420004353556144+0.j,0.15176211974985465+0.j,0.14018474554328245+0.j,0.10968142859563948+0.j,0.06505728655274601+0.j,0.012626563175096375+0.j,-0.04077799241867403+0.j,-0.0887433477642196+0.j,-0.12603514882917585+0.j,-0.14909824056793727+0.j,-0.156271004711834+0.j,-0.14773184857509267+0.j,-0.12523059068423364+0.j,-0.09167724531584401+0.j,-0.0506658866213111+0.j,-0.006004289509011747+0.j,0.038695315606781355+0.j,0.08032858171712973+0.j,0.11649860190793543+0.j,0.14560417844160742+0.j,0.1668313275257284+0.j,0.1800705372573267+0.j,0.18578547321590275+0.j,0.18485802892079012+0.j,0.17843101412051093+0.j,0.16776459023732038+0.j,0.15411689218259833+0.j,0.1386539614662112+0.j,0.12238970545557354+0.j,0.10615335972781104+0.j,0.09057990203821173+0.j,0.07611792127501456+0.j,0.06304936164277845+0.j,0.05151608438627125+0.j,0.04154906892678439+0.j,0.03309710228288773+0.j,0.026052821543310192+0.j,0.02027487421829684+0.j,0.015605689080000741+0.j,0.011884887654207966+0.j,0.008958723114278632+0.j,0.0066861347855833855+0.j,0.004942086305872509+0.j,0.003618848296708249+0.j,0.002625823549431647+0.j,0.0018884200285569372+0.j,0.0013463739041836115+0.j,0.0009518246908808054+0.j,0.0006673554889814158+0.j,0.0004641372670861923+0.j,0.0003202580986005556+0.j,0.000219275350326119+0.j,0.00014899901425525713+0.j,0.00010049521628425099+0.j,0.00006728794069367429+0.j,0.000044731920165047574+0.j,0.000029528560730102334+0.j,0.000019358201215428413+0.j,0.000012604830054571377+0.j,8.152812548004303e-6+0.j,5.238701133405229e-6+0.j
0.00004818273843494842+0.j,0.00023406726338620943+0.j,0.0007981194447628353+0.j,0.002204152692949377+0.j,0.00522501387492105+0.j,0.010969981994280443+0.j,0.02079541690347778+0.j,0.03604886760840922+0.j,0.057639223992918515+0.j,0.08549475341621403+0.j,0.11804756097678719+0.j,0.1519364248173812+0.j,0.1821187280112445+0.j,0.2025083593035521+0.j,0.20711684449029222+0.j,0.1915043733112008+0.j,0.15420030511843702+0.j,0.09768568285430489+0.j,0.028580639513378227+0.j,-0.04315081526131306+0.j,-0.10591577052103224+0.j,-0.1488024204292982+0.j,-0.16396590966821972+0.j,-0.14850680947436856+0.j,-0.10535158187738437+0.j,-0.042873569171897254+0.j,0.02670160344910303+0.j,0.08976338319106666+0.j,0.1341010443142803+0.j,0.15137876114936757+0.j,0.13875747324082027+0.j,0.09933151383653345+0.j,0.04132840921348556+0.j,-0.023702916144356972+0.j,-0.0832830152407022+0.j,-0.12644465062016738+0.j,-0.14572965482643202+0.j,-0.13837684339160924+0.j,-0.10653636185395471+0.j,-0.05655726829132775+0.j,0.002427533035053152+0.j,0.06028465958053363+0.j,0.10766799372884021+0.j,0.13749221802967224+0.j,0.14587330086065753+0.j,0.13244293652975972+0.j,0.1000672419088933+0.j,0.05409779599275491+0.j,0.0013417003014928952+0.j,-0.05104676276213431+0.j,-0.09657182234392482+0.j,-0.1301660210100455+0.j,-0.14865138508391482+0.j,-0.15087948209490132+0.j,-0.1375878822566037+0.j,-0.11104431346890425+0.j,-0.07456553468064826+0.j,-0.031997292308444586+0.j,0.012771387250591655+0.j,0.056206896466557514+0.j,0.09541320205335255+0.j,0.12828957161414753+0.j,0.15357339446188936+0.j,0.1707894120282453+0.j,0.1801326866498616+0.j,0.1823136005561116+0.j,0.17839034146955657+0.j,0.16960913017408566+0.j,0.1572662256729736+0.j,0.14259959497920432+0.j,0.12671281132225218+0.j,0.11052966204217295+0.j,0.09477523060981272+0.j,0.07997777571139367+0.j,0.06648534018727004+0.j,0.054491399816213+0.j,0.04406471980467765+0.j,0.03517967425710653+0.j,0.027744405570520863+0.j,0.021625222824361655+0.j,0.016666484037819132+0.j,0.01270584644540222+0.j,0.009585205349421054+0.j,0.00715790066138026+0.j,0.005292886681570631+0.j,0.0038765733793130904+0.j,0.002812992066850211+0.j,0.0020228447541337192+0.j,0.0014418874827917434+0.j,0.0010189895166343899+0.j,0.000714112330139377+0.j,0.000496370001663339+0.j,0.0003422675038785555+0.j,0.00023416480073357306+0.j,0.0001589805868902702+0.j,0.00010712732393355146+0.j,0.00007165622753431571+0.j,0.000047584549564602454+0.j,0.00003137576635025639+0.j,0.00002054444966862599+0.j
-0.00010705667187640456+0.j,-0.0005018599947282591+0.j,-0.0016482181918153628+0.j,-0.004374889671337995+0.j,-0.0099432153592621+0.j,-0.01995813400550987+0.j,-0.03604886760840922+0.j,-0.059301147061640476+0.j,-0.08953006777374913+0.j,-0.12460307168520743+0.j,-0.1601027416070726+0.j,-0.1896053442120043+0.j,-0.2057160288793547+0.j,-0.20176500100136285+0.j,-0.1738004643409738+0.j,-0.1223133471006023+0.j,-0.05308848472655835+0.j,0.02325712527160961+0.j,0.09314258756947766+0.j,0.14296315887064198+0.j,0.16239484105252713+0.j,0.14717088915801887+0.j,0.10051547074389656+0.j,0.032752119186035974+0.j,-0.04090171130289784+0.j,-0.10383548581791047+0.j,-0.1419559953438078+0.j,-0.14700331967212174+0.j,-0.11843080028501848+0.j,-0.063397330010537+0.j,0.005080175958395872+0.j,0.07130005551937386+0.j,0.12055259330957821+0.j,0.14239915627030567+0.j,0.13280688994376094+0.j,0.09471943020488012+0.j,0.03704552808324429+0.j,-0.027584490203553445+0.j,-0.08569637213969523+0.j,-0.12580314039359825+0.j,-0.14059143796139942+0.j,-0.12807078864158752+0.j,-0.09155962056387322+0.j,-0.038639537029526716+0.j,0.020597025386219117+0.j,0.07558288655311644+0.j,0.1171765366323138+0.j,0.13909435446674046+0.j,0.13868017444047698+0.j,0.11697001989169517+0.j,0.07814360827205012+0.j,0.028547118927974808+0.j,-0.024485970483287278+0.j,-0.07379517055122543+0.j,-0.1133568397474826+0.j,-0.13893894590585912+0.j,-0.14840444511325024+0.j,-0.1416834972259991+0.j,-0.12048053764008197+0.j,-0.08780756215708166+0.j,-0.04744055221420343+0.j,-0.0033856454230151776+0.j,0.040579025677115396+0.j,0.08124515483042334+0.j,0.11618389801992544+0.j,0.14382829880850642+0.j,0.1634483117892396+0.j,0.17504656716530667+0.j,0.1792054615600022+0.j,0.17691401348372848+0.j,0.16939777672051495+0.j,0.1579685098270901+0.j,0.14390354305308467+0.j,0.1283587842329725+0.j,0.11231459541677688+0.j,0.09655054603160057+0.j,0.08164324324297108+0.j,0.06798082882074141+0.j,0.055788008267905684+0.j,0.04515632499658807+0.j,0.03607552728927308+0.j,0.028463075751859877+0.j,0.022189948868393074+0.j,0.017101832894719643+0.j,0.013035491252993643+0.j,0.00983059812492815+0.j,0.007337616176637165+0.j,0.0054224371351680335+0.j,0.003968527724544106+0.j,0.002877271116746189+0.j,0.0020670983027969722+0.j,0.0014718898299911213+0.j,0.0010390138459372019+0.j,0.0007272623882526598+0.j,0.0005048601335307868+0.j,0.0003476502914729802+0.j,0.00023751037183723604+0.j,0.00016101405889078904+0.j,0.00010833162730099743+0.j,0.00007234733764182826+0.j
0.00022250512753432908+0.j,0.0010052087228428906+0.j,0.0031747042255796895+0.j,0.008083387669940304+0.j,0.017572329112795288+0.j,0.0336199117167541+0.j,0.057639223992918515+0.j,0.08953006777374913+0.j,0.12677692541154037+0.j,0.16401234865693382+0.j,0.19344488654284173+0.j,0.20633605728634025+0.j,0.19533921738770157+0.j,0.15710811643612219+0.j,0.09431450804234832+0.j,0.016228306294919153+0.j,-0.06263881132440746+0.j,-0.1257263922984466+0.j,-0.15870059646681278+0.j,-0.15359031288894104+0.j,-0.11147462227141446+0.j,-0.042768256028859475+0.j,0.03514532543618025+0.j,0.10236071467770197+0.j,0.14173789372491694+0.j,0.14350556477743118+0.j,0.1078473215503715+0.j,0.04473987990773865+0.j,-0.028873067488130223+0.j,-0.09372137940667817+0.j,-0.1333269701262692+0.j,-0.1381887271232377+0.j,-0.10795475563886806+0.j,-0.05111699088748645+0.j,0.017539351387339353+0.j,0.08092196754699002+0.j,0.12393533362478515+0.j,0.13700064899918088+0.j,0.11799116912142607+0.j,0.07225506570422754+0.j,0.010898954548668653+0.j,-0.05209682309140144+0.j,-0.10315077430411992+0.j,-0.13196436061026548+0.j,-0.1334263235216622+0.j,-0.10824030620520696+0.j,-0.06229672152154518+0.j,-0.005074642126069433+0.j,0.05247921034300862+0.j,0.10010702625039544+0.j,0.1300124394751264+0.j,0.13797099655821846+0.j,0.12367246551856209+0.j,0.0903502526341107+0.j,0.04387383343785095+0.j,-0.008455330030762254+0.j,-0.05915612247165158+0.j,-0.10165841901452413+0.j,-0.1310893843502637+0.j,-0.1446903681824639+0.j,-0.14187111550683293+0.j,-0.12396282721781866+0.j,-0.0937641317987864+0.j,-0.05498421396408701+0.j,-0.011679030260882005+0.j,0.03224428757181024+0.j,0.07340659317265956+0.j,0.109198350697231+0.j,0.1378858676995481+0.j,0.15860120317413215+0.j,0.1712446791907149+0.j,0.17633227253088157+0.j,0.17481836715444052+0.j,0.16791913413207618+0.j,0.15695487743380318+0.j,0.14322247300990498+0.j,0.1279025651017293+0.j,0.11200107303962929+0.j,0.09632103402195966+0.j,0.08145880722607778+0.j,0.06781795358087733+0.j,0.05563435625367701+0.j,0.04500701785328087+0.j,0.0359301566176971+0.j,0.028323484896146965+0.j,0.022058721823165865+0.j,0.016981369988471728+0.j,0.012927531807695078+0.j,0.00973605549910307+0.j,0.0072566098636571465+0.j,0.005354431774274727+0.j,0.003912514420841925+0.j,0.002831949048344555+0.j,0.0020310326697410993+0.j,0.00144363544909894+0.j,0.001017202546430749+0.j,0.0007106576168811139+0.j,0.0004923847444920298+0.j,0.00033839422860792046+0.j,0.00023072455859949684+0.j
-0.00043600357248772153+0.j,-0.0018955596889060075+0.j,-0.005747041124660977+0.j,-0.014006655274022405+0.j,-0.029044430895217663+0.j,-0.05278129770464345+0.j,-0.08549475341621403+0.j,-0.12460307168520743+0.j,-0.16401234865693382+0.j,-0.19460879157825006+0.j,-0.20617521123272473+0.j,-0.1904585635810255+0.j,-0.14451503212422492+0.j,-0.07308820431764478+0.j,0.011136945577496653+0.j,0.08995979186451711+0.j,0.14437983678058153+0.j,0.16027475208278993+0.j,0.13317325544337755+0.j,0.07037689348021645+0.j,-0.010522005554983956+0.j,-0.08647498268926397+0.j,-0.13573498679646748+0.j,-0.14439433058771012+0.j,-0.11058409741694539+0.j,-0.0449724110160172+0.j,0.03258341732810136+0.j,0.09912828556345729+0.j,0.1354911259903133+0.j,0.13182031195678892+0.j,0.09014601382848088+0.j,0.0233393921141358+0.j,-0.04903150230934769+0.j,-0.10655277827654898+0.j,-0.1337223070724874+0.j,-0.12398026465513641+0.j,-0.0810100108652076+0.j,-0.01716597730665758+0.j,0.05030334498569567+0.j,0.10403285311586552+0.j,0.1309703180712218+0.j,0.12534729621891738+0.j,0.08958415536670225+0.j,0.033118709566829455+0.j,-0.030332435551545026+0.j,-0.0862511264758396+0.j,-0.12263539530886859+0.j,-0.13241773167901003+0.j,-0.11455352289037384+0.j,-0.07371037548994472+0.j,-0.01880764160409675+0.j,0.03913438175354891+0.j,0.08930215148126365+0.j,0.12307312074775101+0.j,0.13534029890670207+0.j,0.12502741970633763+0.j,0.09482639279512542+0.j,0.050328876874170515+0.j,-0.0011966892861333487+0.j,-0.052115007474668316+0.j,-0.09558942874924985+0.j,-0.1264417910578232+0.j,-0.1416285973756431+0.j,-0.14033382738292752+0.j,-0.1237392601361923+0.j,-0.09456982421517086+0.j,-0.05652385114711039+0.j,-0.013690224682257597+0.j,0.029967239180349325+0.j,0.07100621837403759+0.j,0.10675999897277534+0.j,0.13545089936026986+0.j,0.15618264045564123+0.j,0.16884178093581134+0.j,0.17394188611730382+0.j,0.17244219418804993+0.j,0.1655670363521746+0.j,0.15464497838124194+0.j,0.14097909801687614+0.j,0.12575307804371622+0.j,0.10997250497854959+0.j,0.09443714571922686+0.j,0.0797379569039+0.j,0.06627190260897763+0.j,0.05426796512968314+0.j,0.04381867059019023+0.j,0.034912697973348734+0.j,0.02746544889851438+0.j,0.021345656259278336+0.j,0.016397105200997904+0.j,0.012455291289615431+0.j,0.009359351930260745+0.j,0.006959908394488048+0.j,0.005123590428268414+0.j,0.003735029464840635+0.j,0.002697042390949025+0.j,0.0019296207536991389+0.j,0.0013682167977915956+0.j,0.0009616960085683362+0.j,0.0006702169634607459+0.j
