0.8669277265366704+0.j,0.-0.46329913224583635j,-0.17507538203846343+0.j,0.+0.05401856576145786j,0.014434164392473994+0.j,0.-0.003449731059188924j,-0.000752641579950995+0.j,0.+0.0001520259693193147j,0.000028724427487405427+0.j,0.-5.116921100346746e-6j,-8.647435159336015e-7+0.j,0.+1.393379977147352e-7j,2.1495994196858773e-8+0.j,0.-3.186137057200808e-9j,-4.5507086307404895e-10+0.j,0.+6.279311010920719e-11j,8.389394102330162e-12+0.j,0.-1.0873884844861771e-12j,-1.369705093286089e-13+0.j,0.+1.6793022272748515e-14j,2.006746249272222e-15+0.j,0.-2.340245432679195e-16j,-2.6664206232407994e-17+0.j,0.+2.971278329021815e-18j,3.241278200618517e-19+0.j,0.-3.464375014773244e-20j,-3.630921148364093e-21+0.j,0.+3.734337185576488e-22j,3.7714912750328744e-23+0.j,0.-3.742766228947094e-24j,-3.651830979843482e-25+0.j,0.+3.505164587867713e-26j,3.311402863814374e-27+0.j,0.-3.080588173919773e-28j,-2.8234023972250843e-29+0.j,0.+2.5504531526364398e-30j,2.2716671303359207e-31+0.j,0.-1.9958248504980904e-32j,-1.7302514477078223e-33+0.j,0.+1.4806605709144923e-34j,1.2511348161202654e-35+0.j,0.-1.0442170378641392e-36j,-8.610824218446443e-38+0.j,0.+7.01760774976392e-39j,5.653811763733351e-40+0.j,0.-4.5041586784033413e-41j,-3.549060150306157e-42+0.j,0.+2.7665786730520482e-43j,2.1340323557266017e-44+0.j,0.-1.6292268306122623e-45j,-1.231331940615018e-46+0.j,0.+9.214433728674891e-48j,6.828818545257571e-49+0.j,0.-5.012867572754155e-50j,-3.645591018844825e-51+0.j,0.+2.6270309819808945e-52j,1.876073180201824e-53+0.j,0.-1.3279781851333188e-54j,-9.318704447930657e-56+0.j,0.+6.483479258423104e-57j,4.47312561624796e-58+0.j,0.-3.0607282404052217e-59j,-2.0773396937369637e-60+0.j,0.+1.3986718643528035e-61j,9.343389322084211e-63+0.j,0.-6.193360514193591e-64j,-4.074112216365518e-65+0.j,0.+2.6599543254616996e-66j,1.7238454097435212e-67+0.j,0.-1.1090531640186894e-68j,-7.084055237619728e-70+0.j,0.+4.4929476493039776e-71j,2.829721560840023e-72+0.j,0.-1.7699494685993613e-73j,-1.099571820881996e-74+0.j,0.+6.78533920922253e-76j,4.159521382637774e-77+0.j,0.-2.533241489941023e-78j,-1.5328790361741233e-79+0.j,0.+9.21664654809677e-81j,5.506891669308007e-82+0.j,0.-3.269961335447789e-83j,-1.9298088116807119e-84+0.j,0.+1.1320193036454103e-85j,6.600742385893547e-87+0.j,0.-3.826149315142891e-88j,-2.204912108657347e-89+0.j,0.+1.2633109192840061e-90j,7.196933795289578e-92+0.j,0.-4.076909754027853e-93j,-2.2966162696308172e-94+0.j,0.+1.2866082584881188e-95j,7.168544983236503e-97+0.j,0.-3.972538677735883e-98j,-2.189690838300947e-99+0.j,0.+1.2006034649619354e-100j,6.548511124922609e-102+0.j,0.-3.5533279849832224e-103j,-1.9182307658284003e-104+0.j,0.+1.0302956084297123e-105j
0.-0.46329913224583635j,0.6193337468202245+0.j,0.-0.5616410158069023j,-0.2743711280602023+0.j,0.+0.10032329837047696j,0.030432184949896725+0.j,0.-0.008047857937201372j,-0.001910057497068889+0.j,0.+0.00041464361198754194j,0.00008343872336000389+0.j,0.-0.000015718993427011535j,-2.7935654740281415e-6+0.j,0.+4.711932024032812e-7j,7.580219003752422e-8+0.j,0.-1.167823658564006e-8j,-1.7289242976207064e-9+0.j,0.+2.466890228592119e-10j,3.400924136302806e-11+0.j,0.-4.540199539942518e-12j,-5.880661663547699e-13+0.j,0.+7.402824351506442e-14j,9.07100037472298e-15+0.j,0.-1.0834226556544762e-15j,-1.2628914525230893e-16+0.j,0.+1.4383012829047118e-17j,1.6021249625214345e-18+0.j,0.-1.747087395059168e-19j,-1.8667251162017022e-20+0.j,0.+1.9558700879617932e-21j,2.0110083064336368e-22+0.j,0.-2.030481560584682e-23j,-2.0145213155031653e-24+0.j,0.+1.9651238876516928e-25j,1.8857929963527076e-26+0.j,0.-1.7811874606615056e-27j,-1.6567173813958059e-28+0.j,0.+1.5181317629642168e-29j,1.3711351839188335e-30+0.j,0.-1.221062343286723e-31j,-1.0726288114083738e-32+0.j,0.+9.297657177147194e-34j,7.955367146436464e-35+0.j,0.-6.721282323850305e-36j,-5.608991901092157e-37+0.j,0.+4.6247395514123417e-38j,3.768621333639393e-39+0.j,0.-3.035902337521592e-40j,-2.4183280447941797e-41+0.j,0.+1.9053373421307897e-42j,1.485115817357603e-43+0.j,0.-1.145456918118721e-44j,-8.74422561484939e-46+0.j,0.+6.608128429830288e-47j,4.944665428922102e-48+0.j,0.-3.66420772722335e-49j,-2.6896034137069757e-50+0.j,0.+1.9558639603711688e-51j,1.409307276025975e-52+0.j,0.-1.0063779998374976e-53j,-7.123184022552319e-55+0.j,0.+4.998176386923069e-56j,3.4772658003535765e-57+0.j,0.-2.3989182127595324e-58j,-1.641362554011655e-59+0.j,0.+1.1139442446028804e-60j,7.499783051623965e-62+0.j,0.-5.009737202595437e-63j,-3.3205893789013984e-64+0.j,0.+2.184242041161943e-65j,1.4260065958126528e-66+0.j,0.-9.241146246539828e-68j,-5.945120059709373e-69+0.j,0.+3.797270045518062e-70j,2.4082562869445636e-71+0.j,0.-1.5166918273836336e-72j,-9.486309434972366e-74+0.j,0.+5.893092478270105e-75j,3.636427179039748e-76+0.j,0.-2.2291063709424415e-77j,-1.3575271755273665e-78+0.j,0.+8.214189630434016e-80j,4.93872734034463e-81+0.j,0.-2.9507627412534987e-82j,-1.7520898196013003e-83+0.j,0.+1.033985294050118e-84j,6.065136274076547e-86+0.j,0.-3.5364415257376757e-87j,-2.0498537792800346e-88+0.j,0.+1.1812445401037019e-89j,6.767786148371913e-91+0.j,0.-3.8554227307590945e-92j,-2.1839564634113447e-93+0.j,0.+1.2302403112780913e-94j,6.8918645879386376e-96+0.j,0.-3.839817111110902e-97j,-2.127830423630739e-98+0.j,0.+1.172846726824953e-99j,6.430545972530667e-101+0.j,0.-3.507363927677222e-102j,-1.90310945977406e-103+0.j
-0.17507538203846343+0.j,0.-0.5616410158069023j,0.4070961047287898+0.j,0.-0.5841852786550332j,-0.3501083566404379+0.j,0.+0.14712509200157622j,0.04966889811200497+0.j,0.-0.014334374919065477j,-0.0036634259702956052+0.j,0.+0.0008480614012044042j,0.00018063463163013192+0.j,0.-0.00003580865117621298j,-6.664751514602905e-6+0.j,0.+1.172666896224861e-6j,1.9614067317641895e-7+0.j,0.-3.1328827559523776e-8j,-4.796915452298968e-9+0.j,0.+7.06364213790565e-10j,1.0031203520977877e-10+0.j,0.-1.3771611409383963e-11j,-1.8316540837936566e-12+0.j,0.+2.3645109919319476e-13j,2.967569182897743e-14+0.j,0.-3.626341774004864e-15j,-4.3204325789589233e-16+0.j,0.+5.024620503865665e-17j,5.710523290666841e-18+0.j,0.-6.348667598440037e-19j,-6.910735752289285e-20+0.j,0.+7.371737729923236e-21j,7.711872130848666e-22+0.j,0.-7.917887468182973e-23j,-7.983825503805063e-24+0.j,0.+7.911109030969465e-25j,7.708014698579469e-26+0.j,0.-7.38863630735578e-27j,-6.971488126414255e-28+0.j,0.+6.477917999327877e-29j,5.930497171363638e-30+0.j,0.-5.351531907564272e-31j,-4.7618071030673585e-32+0.j,0.+4.179630919004078e-33j,3.620208264673128e-34+0.j,0.-3.095334672121074e-35j,-2.613374045244714e-36+0.j,0.+2.17946540111178e-37j,1.7958949754281938e-38+0.j,0.-1.4625696791705131e-39j,-1.1775338986995571e-40+0.j,0.+9.374817876914444e-42j,7.382293595063539e-43+0.j,0.-5.75123048365592e-44j,-4.433726351313972e-45+0.j,0.+3.3830569932900023e-46j,2.5554769077179664e-47+0.j,0.-1.9113630427899785e-48j,-1.4158133679849458e-49+0.j,0.+1.0388200186111525e-50j,7.551322084986611e-52+0.j,0.-5.439113963383853e-53j,-3.882641040099084e-54+0.j,0.+2.7471929458923846e-55j,1.9269944259411762e-56+0.j,0.-1.3401869884579498e-57j,-9.242854074368165e-59+0.j,0.+6.322118450653084e-60j,4.289366140251657e-61+0.j,0.-2.887046916059607e-62j,-1.927965695118344e-63+0.j,0.+1.2775629946379906e-64j,8.401447569522452e-66+0.j,0.-5.4835824172686e-67j,-3.5527225916404044e-68+0.j,0.+2.285028904816933e-69j,1.4591537076128075e-70+0.j,0.-9.251955019491115e-72j,-5.825484557056974e-73+0.j,0.+3.642826083447609e-74j,2.2625245103582776e-75+0.j,0.-1.395841692238362e-76j,-8.55471524819228e-78+0.j,0.+5.2088153914250977e-79j,3.151177882485969e-80+0.j,0.-1.8942749791486164e-81j,-1.1315766693140371e-82+0.j,0.+6.717839967628577e-84j,3.9638120224921676e-85+0.j,0.-2.3246972193682156e-86j,-1.3552553857372267e-87+0.j,0.+7.854309234952883e-89j,4.525399769027459e-90+0.j,0.-2.592371893992245e-91j,-1.4765824045571137e-92+0.j,0.+8.363076889144975e-94j,4.710314092140606e-95+0.j,0.-2.638370487936865e-96j,-1.4697721093569418e-97+0.j,0.+8.143632011158853e-99j,4.488128258265476e-100+0.j,0.-2.460457625799637e-101j
0.+0.05401856576145786j,-0.2743711280602023+0.j,0.-0.5841852786550332j,0.22684888479143986+0.j,0.-0.5665350088393072j,-0.40659329050244725+0.j,0.+0.19274122959470405j,0.07144770095171311+0.j,0.-0.022277605878973504j,-0.006083575134624844+0.j,0.+0.001492607356362488j,0.00033484041947347336+0.j,0.-0.00006956092918457372j,-0.000013511966570742585+0.j,0.+2.472731878845005e-6j,4.2891753744207313e-7+0.j,0.-7.087076568417277e-8j,-1.1200997921423551e-8+0.j,0.+1.6992811584009475e-9j,2.481972627387835e-10+0.j,0.-3.4993000761351667e-11j,-4.773145481037827e-12+0.j,0.+6.311563287436628e-13j,8.104938175067222e-14+0.j,0.-1.012353881796981e-14j,-1.2316982604179774e-15+0.j,0.+1.4615887125623005e-16j,1.6935685154131524e-17+0.j,0.-1.918227286008241e-18j,-2.1258899636934769e-19+0.j,0.+2.307353588078177e-20j,2.454589836304623e-21+0.j,0.-2.5613375549807883e-22j,-2.623526058141932e-23+0.j,0.+2.6394934935218445e-24j,2.6099909981200533e-25+0.j,0.-2.5379885456314203e-26j,-2.42831890113311e-27+0.j,0.+2.2872096835022523e-28j,2.1217593006927646e-29+0.j,0.-1.939410862753792e-30j,-1.747470491113945e-31+0.j,0.+1.5527047326766909e-32j,1.361038240175633e-33+0.j,0.-1.1773595042677081e-34j,-1.005430792406327e-35+0.j,0.+8.47889574701527e-37j,7.063230297507772e-38+0.j,0.-5.813946542733596e-39j,-4.730021098346927e-40+0.j,0.+3.8044757025562774e-41j,3.02605251341557e-42+0.j,0.-2.380748166831387e-43j,-1.853133828119421e-44+0.j,0.+1.4274247383566826e-45j,1.0882924332904681e-46+0.j,0.-8.214348015314387e-48j,-6.139335162038193e-49+0.j,0.+4.544359860288341e-50j,3.332011445240855e-51+0.j,0.-2.4204660321797517e-52j,-1.7423034992303645e-53+0.j,0.+1.2429449142904709e-54j,8.789247073243463e-56+0.j,0.-6.161540220195384e-57j,-4.282807876978303e-58+0.j,0.+2.9521017935414212e-59j,2.0181675255365015e-60+0.j,0.-1.3685606271254806e-61j,-9.206780138709467e-63+0.j,0.+6.145293343652983e-64j,4.070250386725617e-65+0.j,0.-2.6754340428375534e-66j,-1.7454661051260707e-67+0.j,0.+1.130369989356552e-68j,7.267222129378607e-70+0.j,0.-4.638741021278362e-71j,-2.940083583881289e-72+0.j,0.+1.850503230948355e-73j,1.1567306090851922e-74+0.j,0.-7.181700391033924e-76j,-4.429088917024797e-77+0.j,0.+2.7135131153390057e-78j,1.6516469253556138e-79+0.j,0.-9.98864683079923e-81j,-6.002549245932536e-82+0.j,0.+3.584586125554109e-83j,2.1274053725544394e-84+0.j,0.-1.2548803984863434e-85j,-7.357451109512736e-87+0.j,0.+4.288019464461668e-88j,2.4843972244660413e-89+0.j,0.-1.4310346336336865e-90j,-8.19545906776508e-92+0.j,0.+4.666798005333506e-93j,2.6425012530776405e-94+0.j,0.-1.487952827995054e-95j,-8.332351254709759e-97+0.j,0.+4.640625507506241e-98j,2.5706417851039442e-99+0.j
0.014434164392473994+0.j,0.+0.10032329837047696j,-0.3501083566404379+0.j,0.-0.5665350088393072j,0.07546649733988593+0.j,0.-0.5247606304547329j,-0.4464711505953068+0.j,0.+0.23588132090422922j,0.09508956493951216+0.j,0.-0.03179083208665822j,-0.009220141032865567+0.j,0.+0.0023857374182138054j,0.000561373418925704+0.j,0.-0.00012179225004426211j,-0.00002461784233061221+0.j,0.+4.673814722370423e-6j,8.388978767544664e-7+0.j,0.-1.4311083600484506e-7j,-2.330684413651123e-8+0.j,0.+3.6371772599587244e-9j,5.456355600458594e-10+0.j,0.-7.890361725429885e-11j,-1.1025368707121277e-11+0.j,0.+1.4918027083673924e-12j,1.9582454404301714e-13+0.j,0.-2.4979728066621638e-14j,-3.101171989881481e-15+0.j,0.+3.7520654487422966e-16j,4.429504653670784e-17+0.j,0.-5.108179668076005e-18j,-5.760335227540126e-19+0.j,0.+6.357812065605196e-20j,6.874187619856858e-21+0.j,0.-7.286779445214398e-22j,-7.578297881600874e-23+0.j,0.+7.737986137696299e-24j,7.7621560440627e-25+0.j,0.-7.654104318393959e-26j,-7.42346556718754e-27+0.j,0.+7.085114953823869e-28j,6.657769529475124e-29+0.j,0.-6.1624506336056686e-30j,-5.620962134892802e-31+0.j,0.+5.054514956729237e-32j,4.482593242323564e-33+0.j,0.-3.922117966226729e-34j,-3.386925461677254e-35+0.j,0.+2.8875455526052626e-36j,2.4312394485945693e-37+0.j,0.-2.0222423201597855e-38j,-1.6621491535546645e-39+0.j,0.+1.3503837084775078e-40j,1.0846972129478806e-41+0.j,0.-8.616537016088561e-43j,-6.770706600408938e-44+0.j,0.+5.2639526055437334e-45j,4.050068070327183e-46+0.j,0.-3.0844436131883663e-47j,-2.3256463116502857e-48+0.j,0.+1.736391137335895e-49j,1.2840148175863771e-50+0.j,0.-9.405666370357367e-52j,-6.826243319104015e-53+0.j,0.+4.90929917994466e-54j,3.499234733445239e-55+0.j,0.-2.4723522864320697e-56j,-1.7317965470421727e-57+0.j,0.+1.2028070355070927e-58j,8.284548915447585e-60+0.j,0.-5.659457977113807e-61j,-3.8350517745890318e-62+0.j,0.+2.578182092528067e-63j,1.7197120300804478e-64+0.j,0.-1.1382819082654142e-65j,-7.477329258730235e-67+0.j,0.+4.875227071762745e-68j,3.1553136236116875e-69+0.j,0.-2.027383240186561e-70j,-1.2933610740920716e-71+0.j,0.+8.192907537098143e-73j,5.1538665070844205e-74+0.j,0.-3.219930319442247e-75j,-1.99810458794068e-76+0.j,0.+1.2316507261778576e-77j,7.542106646110019e-79+0.j,0.-4.588499416148324e-80j,-2.7736893033962346e-81+0.j,0.+1.6660550909613325e-82j,9.944884345081614e-84+0.j,0.-5.899599342048316e-85j,-3.478487583503686e-86+0.j,0.+2.038616436779078e-87j,1.1876512210860182e-88+0.j,0.-6.878300237839441e-90j,-3.9604261515400664e-91+0.j,0.+2.26725505954437e-92j,1.2905800218064078e-93+0.j,0.-7.305053244214759e-95j,-4.111903354704733e-96+0.j,0.+2.3018130932172353e-97j
0.-0.003449731059188924j,0.030432184949896725+0.j,0.+0.14712509200157622j,-0.40659329050244725+0.j,0.-0.5247606304547329j,-0.04995004886926885+0.j,0.-0.46814092299517146j,-0.4718967132511271+0.j,0.+0.275642712102885j,0.11997810521660605+0.j,0.-0.04275543405478193j,-0.01310549361057103+0.j,0.+0.0035618015998398643j,0.000876079380354193+0.j,0.-0.00019791380837153638j,-0.000041522323054642465+0.j,0.+8.160279343669156e-6j,1.5126481035553851e-6+0.j,0.-2.6596343929922743e-7j,-4.456412658545194e-8+0.j,0.+7.143948915040858e-9j,1.099362366585441e-9+0.j,0.-1.6287458688353327e-10j,-2.3290244154139016e-11+0.j,0.+3.2215743772520066e-12j,4.3190689637457507e-13+0.j,0.-5.6221371383288296e-14j,-7.116799007898652e-15+0.j,0.+8.773143307702381e-16j,1.0545575562212973e-16+0.j,0.-1.2374763055370706e-17j,-1.4191168846113124e-18+0.j,0.+1.5919842196188276e-19j,1.748595545260702e-20+0.j,0.-1.882047651199192e-21j,-1.9865355522255306e-22+0.j,0.+2.057768192674961e-23j,2.0932416025464913e-24+0.j,0.-2.092349034908403e-25j,-2.0563278460210076e-26+0.j,0.+1.9880612204475414e-27j,1.8917669451993395e-28+0.j,0.-1.7726139100261555e-29j,-1.636309503222353e-30+0.j,0.+1.4886981554594224e-31j,1.3354042037707851e-32+0.j,0.-1.1815426090584595e-33j,-1.0315105178034256e-34+0.j,0.+8.888626623071312e-36j,7.562652235413904e-37+0.j,0.-6.355166741897009e-38j,-5.276204843959785e-39+0.j,0.+4.328932600585914e-40j,3.5109249470062683e-41+0.j,0.-2.8155011865662167e-42j,-2.2330086140212516e-43+0.j,0.+1.7519759240105944e-44j,1.3600886204066059e-45+0.j,0.-1.0449654007258042e-46j,-7.947358094382993e-48+0.j,0.+5.9843476937197895e-49j,4.462391629714308e-50+0.j,0.-3.295762345246603e-51j,-2.41134289706412e-52+0.j,0.+1.7480411820898146e-53j,1.2557581622994077e-54+0.j,0.-8.941112403784749e-56j,-6.310669444406377e-57+0.j,0.+4.415933299520992e-58j,3.0640473595755683e-59+0.j,0.-2.1084095917274396e-60j,-1.4389964464651624e-61+0.j,0.+9.742412452367834e-63j,6.543805772860931e-64+0.j,0.-4.361187295583962e-65j,-2.884305492231612e-66+0.j,0.+1.893172301376457e-67j,1.2333890814468278e-68+0.j,0.-7.976611173109829e-70j,-5.1214277344617796e-71+0.j,0.+3.2648453961111345e-72j,2.0666956971212483e-73+0.j,0.-1.2991969724414147e-74j,-8.111460858868259e-76+0.j,0.+5.030240284777844e-77j,3.098723829370094e-78+0.j,0.-1.896353929197667e-79j,-1.1530157085529762e-80+0.j,0.+6.965725246014876e-82j,4.181651399143e-83+0.j,0.-2.494674517795378e-84j,-1.4791012750692572e-85+0.j,0.+8.716305712956803e-87j,5.105629637626696e-88+0.j,0.-2.9728945903910302e-89j,-1.7208910509674826e-90+0.j,0.+9.903769361381072e-92j,5.666956437786787e-93+0.j,0.-3.2242575837688914e-94j,-1.8241802075894092e-95+0.j
-0.000752641579950995+0.j,0.-0.008047857937201372j,0.04966889811200497+0.j,0.+0.19274122959470405j,-0.4464711505953068+0.j,0.-0.46814092299517146j,-0.1520862206106229+0.j,0.-0.4026944012309227j,-0.4847613193083629+0.j,0.+0.31141589639266604j,0.1455629442822795+0.j,0.-0.05503185358274547j,-0.017756874349011013+0.j,0.+0.005051692265666021j,0.001295053713726673+0.j,0.-0.0003038701166474387j,-0.00006602530893150984+0.j,0.+0.000013405776453650195j,2.561957065329305e-6+0.j,0.-4.635626757463034e-7j,-7.980396746874433e-8+0.j,0.+1.3125252343453511e-8j,2.0695836639981977e-9+0.j,0.-3.1380920286228235e-10j,-4.587762458133161e-11+0.j,0.+6.481780310895354e-12j,8.868198603573492e-13+0.j,0.-1.1771083844253653e-13j,-1.5182635825387308e-14+0.j,0.+1.90575410282864e-15j,2.331063867932433e-16+0.j,0.-2.781859677869702e-17j,-3.2425771068921688e-18+0.j,0.+3.695384130334243e-19j,4.121428594966513e-20+0.j,0.-4.502235889753678e-21j,-4.821103309717662e-22+0.j,0.+5.064340169480269e-23j,5.222226230926314e-24+0.j,0.-5.289600554606794e-25j,-5.26604134366169e-26+0.j,0.+5.1556468733079734e-27j,4.966471051038159e-28+0.j,0.-4.709699214373022e-29j,-4.398667560785007e-30+0.j,0.+4.047832759341259e-31j,3.6717886223546803e-32+0.j,0.-3.2844075316198075e-33j,-2.898159656905353e-34+0.j,0.+2.523636896488213e-35j,2.1692843312778874e-36+0.j,0.-1.841322271305202e-37j,-1.543828043929196e-38+0.j,0.+1.2789388505109423e-39j,1.0471347929034728e-40+0.j,0.-8.475634725191761e-42j,-6.7837304435452705e-43+0.j,0.+5.37027886369182e-44j,4.2058889426454015e-45+0.j,0.-3.25947871334641e-46j,-2.5001190059512434e-47+0.j,0.+1.89838609837806e-48j,1.4272677184075108e-49+0.j,0.-1.0626881352123982e-50j,-7.83727521214016e-52+0.j,0.+5.726110514731278e-53j,4.145371470341935e-54+0.j,0.-2.974044198671678e-55j,-2.1148534895200967e-56+0.j,0.+1.4908308867470388e-57j,1.0419714133318807e-58+0.j,0.-7.22145211455082e-60j,-4.963574504680652e-61+0.j,0.+3.383949574242753e-62j,2.288594085414048e-63+0.j,0.-1.535619751070586e-64j,-1.0224014386162011e-65+0.j,0.+6.755123354512096e-67j,4.4296446851142324e-68+0.j,0.-2.883211671105168e-69j,-1.862957954488201e-70+0.j,0.+1.1950718040264043e-71j,7.611909593823603e-73+0.j,0.-4.81443080111239e-74j,-3.02405606821611e-75+0.j,0.+1.886553052137304e-76j,1.1690205567505824e-77+0.j,0.-7.195944823147395e-79j,-4.4005165796434355e-80+0.j,0.+2.6736607914038457e-81j,1.6141038919894523e-82+0.j,0.-9.683091288874484e-84j,-5.772818540548433e-85+0.j,0.+3.420473835053796e-86j,2.014380346900206e-87+0.j,0.-1.1791935555970166e-88j,-6.861956755371085e-90+0.j,0.+3.969723319230036e-91j,2.283238686061328e-92+0.j,0.-1.3057197351562745e-93j
0.+0.0001520259693193147j,-0.001910057497068889+0.j,0.-0.014334374919065477j,0.07144770095171311+0.j,0.+0.23588132090422922j,-0.4718967132511271+0.j,0.-0.4026944012309227j,-0.23342640738395795+0.j,0.-0.3325815508570452j,-0.4867648156399594+0.j,0.+0.3428109496551937j,0.17135693091362453+0.j,0.-0.06846690129770222j,-0.023178150139312327+0.j,0.+0.006882583993348382j,0.0018343858374381527+0.j,0.-0.00044607199092858683j,-0.00010018518154379236+0.j,0.+0.000020979577427211413j,4.127212213216384e-6+0.j,0.-7.674443430569151e-7j,-1.355733583840297e-7+0.j,0.+2.2850550523437638e-8j,3.6880526932447496e-9+0.j,0.-5.717949199215343e-10j,-8.53913070746074e-11+0.j,0.+1.2312870966374126e-11j,1.7179032344357977e-12+0.j,0.-2.3235493836083873e-13j,-3.051780880425564e-14+0.j,0.+3.898200685773361e-15j,4.849339973625358e-16+0.j,0.-5.882369408240156e-17j,-6.965772028334537e-18+0.j,0.+8.060981281449825e-19j,9.124853901881295e-20+0.j,0.-1.0112729893094123e-20j,-1.098175045358147e-21+0.j,0.+1.1694071832597095e-22j,1.2219632308527128e-23+0.j,0.-1.2538195132890355e-24j,-1.2640489432873954e-25+0.j,0.+1.2528386453060779e-26j,1.2214162041864099e-27+0.j,0.-1.1718992197650454e-28j,-1.1070895694113624e-29+0.j,0.+1.0302371014744767e-30j,9.447974497591313e-32+0.j,0.-8.542057899615142e-33j,-7.6168348049350925e-34+0.j,0.+6.700885966513731e-35j,5.8181529438513135e-36+0.j,0.-4.9874148015250236e-37j,-4.2221993275975356e-38+0.j,0.+3.531050821255131e-39j,2.918061261493642e-40+0.j,0.-2.3835690678154485e-41j,-1.9249370022639736e-42+0.j,0.+1.5373348273780351e-43j,1.2144699473489964e-44+0.j,0.-9.492276672937913e-46j,-7.34199808754413e-47+0.j,0.+5.620948463523253e-48j,4.260337932181009e-49+0.j,0.-3.197436386557322e-50j,-2.376645175938312e-51+0.j,0.+1.7498850587777544e-52j,1.2764763773390586e-53+0.j,0.-9.226708383284367e-55j,-6.609699165237375e-56+0.j,0.+4.6933744419883434e-57j,3.303868595770171e-58+0.j,0.-2.305991195333237e-59j,-1.5960667073812016e-60+0.j,0.+1.0956256136292724e-61j,7.46016463163234e-63+0.j,0.-5.0392430704849745e-64j,-3.3772772926274695e-65+0.j,0.+2.2459747826468033e-66j,1.4822806609449905e-67+0.j,0.-9.709404582344286e-69j,-6.313048054609555e-70+0.j,0.+4.074894048326888e-71j,2.6113756837028275e-72+0.j,0.-1.661659464713135e-73j,-1.0499701552356224e-74+0.j,0.+6.588940917696222e-76j,4.106750926946187e-77+0.j,0.-2.5425207406019776e-78j,-1.5636959446069823e-79+0.j,0.+9.554304346288443e-81j,5.800175483704164e-82+0.j,0.-3.4987581960514775e-83j,-2.0972587425867513e-84+0.j,0.+1.2493643144688995e-85j,7.397041825451449e-87+0.j,0.-4.3530239241542e-88j,-2.5463575543751527e-89+0.j,0.+1.4807225473998105e-90j,8.560199281340944e-92+0.j
0.000028724427487405427+0.j,0.+0.00041464361198754194j,-0.0036634259702956052+0.j,0.-0.022277605878973504j,0.09508956493951216+0.j,0.+0.275642712102885j,-0.4847613193083629+0.j,0.-0.3325815508570452j,-0.29626576755390677+0.j,0.-0.26078460870680836j,-0.47944746251357906+0.j,0.+0.3696045693676893j,0.1969320973700284+0.j,0.-0.08289913904648147j,-0.029361386127295122+0.j,0.+0.009077769674979688j,0.002509930607610015+0.j,0.-0.0006313266696681064j,-0.000146313802520117+0.j,0.+0.00003155188734391738j,6.380691321082625e-6+0.j,0.-1.2177861451293411e-6j,-2.2050550132490738e-7+0.j,0.+3.8048157264175254e-8j,6.279857303199651e-9+0.j,0.-9.946659697975495e-10j,-1.5161492232462123e-10+0.j,0.+2.2295600473564416e-11j,3.1700005419311273e-12+0.j,0.-4.366244592067566e-13j,-5.836094016092189e-14+0.j,0.+7.58199024993125e-15j,9.587535980020774e-16+0.j,0.-1.1815534512672536e-16j,-1.4207999340072497e-17+0.j,0.+1.6688343195994364e-18j,1.9165664032590314e-19+0.j,0.-2.1540754147261805e-20j,-2.3713217502494193e-21+0.j,0.+2.5588928610936846e-22j,2.708702655777746e-23+0.j,0.-2.814571173059424e-24j,-2.8726283208906873e-25+0.j,0.+2.8815089556127365e-26j,2.8423325488538247e-27+0.j,0.-2.758485224971224e-28j,-2.635241793979533e-29+0.j,0.+2.479278421308484e-30j,2.298131937918692e-31+0.j,0.-2.0996599043796167e-32j,-1.8915477648221904e-33+0.j,0.+1.6808977093269551e-34j,1.4739203379247457e-35+0.j,0.-1.2757368525141878e-36j,-1.0902878469941135e-37+0.j,0.+9.203358282134545e-39j,7.675428249636159e-40+0.j,0.-6.326017792895756e-41j,-5.1540044480009636e-42+0.j,0.+4.151985985693215e-43j,3.3080278201962645e-44+0.j,0.-2.607268287512365e-45j,-2.0333053082195316e-46+0.j,0.+1.5693250883636568e-47j,1.1989641657043617e-48+0.j,0.-9.069190642380637e-50j,-6.793330484944833e-51+0.j,0.+5.039977727005881e-52j,3.704102843826856e-53+0.j,0.-2.6972433959682495e-54j,-1.9463075206782664e-55+0.j,0.+1.3919578118292748e-56j,9.86803541760757e-58+0.j,0.-6.93569264981003e-59j,-4.8335461695679203e-60+0.j,0.+3.3405590786164746e-61j,2.2898558077047874e-62+0.j,0.-1.5570028781073952e-63j,-1.0503108571945087e-64+0.j,0.+7.029859478075581e-66j,4.669037661901599e-67+0.j,0.-3.0775854805447406e-68j,-2.0134622739409918e-69+0.j,0.+1.3075993871941072e-70j,8.430428241727042e-72+0.j,0.-5.3965086107795885e-73j,-3.4301079499372454e-74+0.j,0.+2.1650930319329296e-75j,1.3572512473487972e-76+0.j,0.-8.450819268964743e-78j,-5.2267433370427726e-79+0.j,0.+3.2114062173183337e-80j,1.960324503304859e-81+0.j,0.-1.1889548507139886e-82j,-7.165434757413556e-84+0.j,0.+4.291348372303267e-85j,2.5541856665808546e-86+0.j,0.-1.5109539895859048e-87j,-8.884274044324516e-89+0.j,0.+5.1927292778221925e-90j
