0.7579033926535844+0.j,0.5643193656695236+0.j,0.2971125928229074+0.j,0.12772371292879378+0.j,0.04755023223248555+0.j,0.015833566236801315+0.j,0.0048129818177363995+0.j,0.0013544915624849562+0.j,0.00035656803980951043+0.j,0.00008849775665946874+0.j,0.000020837392142643963+0.j,4.6779774643278334e-6+0.j,1.0054919669751338e-6+0.j,2.0764335250707821e-7+0.j,4.1320457116075574e-8+0.j,7.943841875899935e-9+0.j,1.4787055487017177e-9+0.j,2.6703509667796457e-10+0.j,4.686441447599785e-11+0.j,8.005297899410936e-12+0.j,1.332826450940589e-12+0.j,2.1655841227938207e-13+0.j,3.437754199781449e-14+0.j,5.337304816484903e-15+0.j,8.111991529031664e-16+0.j,1.208004597512617e-16+0.j,1.7639773980527715e-17+0.j,2.527680843830385e-18+0.j,3.5567580610904167e-19+0.j,4.917749790349614e-20+0.j,6.6852384785129305e-21+0.j,8.940198473677589e-22+0.j,1.1767474724681367e-22+0.j,1.5252372639815174e-23+0.j,1.9476416430283248e-24+0.j,2.451241679894306e-25+0.j,3.0419073708446293e-26+0.j,3.7235417370331265e-27+0.j,4.4975451403345655e-28+0.j,5.362339794806398e-29+0.j,6.312994889601546e-30+0.j,7.340989661127179e-31+0.j,8.43414513784232e-32+0.j,9.576745481919425e-33+0.j,1.074985757318903e-33+0.j,1.1931843717683266e-34+0.j,1.3099048301137225e-35+0.j,1.422662609802051e-36+0.j,1.5289468972221742e-37+0.j,1.626317985616865e-38+0.j,1.7125038864752725e-39+0.j,1.7854906519257403e-40+0.j,1.843601326578638e-41+0.j,1.8855592342054412e-42+0.j,1.9105323830758617e-43+0.j,1.9181570464406699e-44+0.j,1.9085399321090382e-45+0.j,1.8822396868772174e-46+0.j,1.8402296866629495e-47+0.j,1.783845058572764e-48+0.j,1.714717607866729e-49+0.j,1.6347027492194128e-50+0.j,1.5458026635292758e-51+0.j,1.4500897394496405e-52+0.j,1.3496339537830262e-53+0.j,1.2464372523123026e-54+0.j,1.1423772758600467e-55+0.j,1.0391620002488219e-56+0.j,9.382960841803335e-58+0.j,8.410589981582139e-59+0.j,7.484943812116911e-60+0.j,6.614095680513526e-61+0.j,5.803838619185325e-62+0.j,5.057839001038789e-63+0.j,4.37784361934301e-64+0.j,3.763922870932628e-65+0.j,3.214733843271816e-66+0.j,2.7277889309681808e-67+0.j,2.2997178937517604e-68+0.j,1.9265137888361983e-69+0.j,1.6037557678219198e-70+0.j,1.3268041611146759e-71+0.j,1.0909654617023531e-72+0.j,8.916266865924526e-74+0.j,7.243600975135196e-75+0.j,5.850003941386519e-76+0.j,4.696972701293379e-77+0.j,3.7494668029019943e-78+0.j,2.976043533231232e-79+0.j,2.3488505206154777e-80+0.j,1.8435088537837263e-81+0.j,1.438916638906913e-82+0.j,1.1169991018913395e-83+0.j,8.624272147772746e-85+0.j,6.623226830238251e-86+0.j,5.059631983934104e-87+0.j,3.844982927237221e-88+0.j,2.906830120156055e-89+0.j,2.1863400823716604e-90+0.j,1.6361051908795057e-91+0.j
-0.5643193656695236+0.j,0.3377227343315936+0.j,0.5768441403156093+0.j,0.41951364187282864+0.j,0.22004249542585433+0.j,0.09453620202299205+0.j,0.03520051026145235+0.j,0.011725426238791326+0.j,0.0035655874055938947+0.j,0.001003810499759679+0.j,0.0002643393828323417+0.j,0.00006562668499984318+0.j,0.00001545632053528254+0.j,3.4707458504027563e-6+0.j,7.461639164323489e-7+0.j,1.5411862007343154e-7+0.j,3.067435359424946e-8+0.j,5.898030294850204e-9+0.j,1.098039681498299e-9+0.j,1.9831666565605318e-10+0.j,3.480838524978841e-11+0.j,5.946533134904035e-12+0.j,9.901521751891314e-13+0.j,1.6089485159834365e-13+0.j,2.5543344505417784e-14+0.j,3.966050212773758e-15+0.j,6.028296865821643e-16+0.j,8.977689484426227e-17+0.j,1.3110400882021354e-17+0.j,1.878756274637789e-18+0.j,2.643785573882412e-19+0.j,3.655616366366316e-20+0.j,4.969721762575052e-21+0.j,6.646333527459565e-22+0.j,8.748567701042593e-23+0.j,1.1339888906792045e-23+0.j,1.448095587778558e-24+0.j,1.8225952873591033e-25+0.j,2.2618574811553493e-26+0.j,2.768789154493286e-27+0.j,3.3444361990437116e-28+0.j,3.987629551188655e-29+0.j,4.6947061265852626e-30+0.j,5.459332336404128e-31+0.j,6.272453054302636e-32+0.j,7.122381616584277e-33+0.j,7.995037305383691e-34+0.j,8.874326526334129e-35+0.j,9.742653429829689e-36+0.j,1.0581535969461625e-36+0.j,1.1372295222947835e-37+0.j,1.2096779956574768e-38+0.j,1.2738085410481978e-39+0.j,1.3281225365247966e-40+0.j,1.3713719676930584e-41+0.j,1.4026065318215822e-42+0.j,1.421206698358035e-43+0.j,1.4269012782963272e-44+0.j,1.419769064724397e-45+0.j,1.400225097803852e-46+0.j,1.3689930041960344e-47+0.j,1.327065601766965e-48+0.j,1.2756565014143168e-49+0.j,1.2161457554736483e-50+0.j,1.1500226931644834e-51+0.j,1.0788289632637562e-52+0.j,1.0041045031162342e-53+0.j,9.273387124221344e-55+0.j,8.49928577086578e-56+0.j,7.731449110450409e-57+0.j,6.981073076339719e-58+0.j,6.257678556736236e-59+0.j,5.569032093161229e-60+0.j,4.9211422551719025e-61+0.j,4.3183210952858875e-62+0.j,3.763298388240249e-63+0.j,3.257375634409774e-64+0.j,2.8006069404678038e-65+0.j,2.3919947241099336e-66+0.j,2.029689546799875e-67+0.j,1.711185079121289e-68+0.j,1.4335010786116547e-69+0.j,1.1933491624720309e-70+0.j,9.872779676435126e-72+0.j,8.117959194492054e-73+0.j,6.634712189199382e-74+0.j,5.390097776838854e-75+0.j,4.35312671571692e-76+0.j,3.495152625159798e-77+0.j,2.790104793474311e-78+0.j,2.214588868630929e-79+0.j,1.7478814847747406e-80+0.j,1.3718434083916966e-81+0.j,1.0707734672391003e-82+0.j,8.31222688271919e-84+0.j,6.41784999636946e-85+0.j,4.9287777022543035e-86+0.j,3.7652253474941503e-87+0.j,2.8613359645003857e-88+0.j,2.1631988105644225e-89+0.j
0.2971125928229074+0.j,-0.5768441403156093+0.j,0.034015882130034224+0.j,0.4856141246444438+0.j,0.4774301137284333+0.j,0.29814468361766455+0.j,0.14520853328974354+0.j,0.05968071997669289+0.j,0.02157358052226739+0.j,0.007035249634936616+0.j,0.002105414556482868+0.j,0.0005853785345643281+0.j,0.0001526141815392929+0.j,0.000037578701871331405+0.j,8.789877135774656e-6+0.j,1.9623110138510787e-6+0.j,4.1976332270320604e-7+0.j,8.63250433899527e-8+0.j,1.7115976014426882e-8+0.j,3.2799724155900067e-9+0.j,6.088058424139203e-10+0.j,1.0966122613847066e-10+0.j,1.9201106816896865e-11+0.j,3.273058696292724e-12+0.j,5.439076147111905e-13+0.j,8.822124604874212e-14+0.j,1.3982409232430967e-14+0.j,2.167670412853873e-15+0.j,3.290117917756358e-16+0.j,4.893375921458708e-17+0.j,7.137197180451175e-18+0.j,1.021612701743736e-18+0.j,1.4360810982504973e-19+0.j,1.9837177598837656e-20+0.j,2.694292547524852e-21+0.j,3.6000842394634163e-22+0.j,4.734865572206318e-23+0.j,6.13253549168203e-24+0.j,7.825422498730418e-25+0.j,9.842316206721811e-26+0.j,1.2206317884247146e-26+0.j,1.4932631327798172e-27+0.j,1.8026439276345668e-28+0.j,2.1481024438294574e-29+0.j,2.527629550187046e-30+0.j,2.937786582032689e-31+0.j,3.3736805764260125e-32+0.j,3.829015045551074e-33+0.j,4.296219557916348e-34+0.j,4.766655919249282e-35+0.j,5.230893163386955e-36+0.j,5.679038374707522e-37+0.j,6.101106035931199e-38+0.j,6.487405518528551e-39+0.j,6.828924779164488e-40+0.j,7.117688421390346e-41+0.j,7.347069999446169e-42+0.j,7.512041605770278e-43+0.j,7.60934809664838e-44+0.j,7.63759838313998e-45+0.j,7.597271611643716e-46+0.j,7.490641341995856e-47+0.j,7.321625600961061e-48+0.j,7.095574617954304e-49+0.j,6.819010906584112e-50+0.j,6.499338017277724e-51+0.j,6.1445347386434794e-52+0.j,5.762850852741915e-53+0.j,5.362518916707368e-54+0.j,4.951494171501431e-55+0.j,4.537231820036339e-56+0.j,4.1265078290973253e-57+0.j,3.725286333350277e-58+0.j,3.3386338619778797e-59+0.j,2.9706781298911877e-60+0.j,2.6246071448016524e-61+0.j,2.302702935120942e-62+0.j,2.0064033098122114e-63+0.j,1.7363846873657735e-64+0.j,1.4926591133158718e-65+0.j,1.2746790398406318e-66+0.j,1.0814441722567673e-67+0.j,9.11605599589087e-69+0.j,7.63563429910926e-70+0.j,6.355551673823909e-71+0.j,5.257330333541078e-72+0.j,4.322293014270305e-73+0.j,3.532094551663649e-74+0.j,2.869135713808291e-75+0.j,2.31686778394225e-76+0.j,1.8599994453267903e-77+0.j,1.4846193139481048e-78+0.j,1.1782481823264119e-79+0.j,9.29834890339313e-81+0.j,7.297089400908923e-82+0.j,5.695017225902291e-83+0.j,4.4204670286816865e-84+0.j,3.412672670623727e-85+0.j,2.6205928881466502e-86+0.j,2.0017391131074602e-87+0.j
-0.12772371292879378+0.j,0.41951364187282864+0.j,-0.4856141246444438+0.j,-0.17474147298895198+0.j,0.3554997048750252+0.j,0.4881922350577174+0.j,0.35921754578937093+0.j,0.19615395941554786+0.j,0.08818408773057537+0.j,0.03434220192174717+0.j,0.01193946739015524+0.j,0.003779917539724377+0.j,0.0011051507960098106+0.j,0.000301537300037548+0.j,0.0000774006536702355+0.j,0.000018811198246376+0.j,4.3513139668345504e-6+0.j,9.621268892223166e-7+0.j,2.0409443774468254e-7+0.j,4.1664256655949895e-8+0.j,8.20713695578176e-9+0.j,1.5636073366594322e-9+0.j,2.8870977092465727e-10+0.j,5.1758424405305006e-11+0.j,9.023791250162456e-12+0.j,1.5322012070521606e-12+0.j,2.5370551328340085e-13+0.j,4.101538259808275e-14+0.j,6.480905856345119e-15+0.j,1.0019034304837811e-15+0.j,1.5167397241098805e-16+0.j,2.250370486685215e-17+0.j,3.2748383978566855e-18+0.j,4.677665477055565e-19+0.j,6.562365993186528e-20+0.j,9.047999453618703e-21+0.j,1.2267513710961825e-21+0.j,1.636467401198115e-22+0.j,2.1489452007488563e-23+0.j,2.779185743016944e-24+0.j,3.541432826109208e-25+0.j,4.448294263021693e-26+0.j,5.50978639669098e-27+0.j,6.7323564476316535e-28+0.j,8.1179474912434e-29+0.j,9.663176642818853e-30+0.j,1.1358697203014654e-30+0.j,1.3188809493909337e-31+0.j,1.513137291995117e-32+0.j,1.715805409660984e-33+0.j,1.9234923992088194e-34+0.j,2.132339270855775e-35+0.j,2.3381445888384732e-36+0.j,2.536512396100568e-37+0.j,2.723016660132831e-38+0.j,2.8933731547505322e-39+0.j,3.043609048930181e-40+0.j,3.1702205608367265e-41+0.j,3.2703098365851396e-42+0.j,3.3416936482672072e-43+0.j,3.38297843939602e-44+0.j,3.393598504798737e-45+0.j,3.373816483022321e-46+0.j,3.3246876692441164e-47+0.j,3.247991750115445e-48+0.j,3.1461372762723663e-49+0.j,3.0220454237479006e-50+0.j,2.879020300587739e-51+0.j,2.720613225890261e-52+0.j,2.550488084790704e-53+0.j,2.3722941190699766e-54+0.j,2.1895514480306518e-55+0.j,2.0055533399826868e-56+0.j,1.823287884932223e-57+0.j,1.6453803598476633e-58+0.j,1.4740563196964403e-59+0.j,1.3111243602687257e-60+0.j,1.1579766295419338e-61+0.j,1.0156045367838672e-62+0.j,8.84626725312081e-64+0.j,7.653262205792088e-65+0.j,6.576937112623633e-66+0.j,5.6147412963494495e-67+0.j,4.762140266338305e-68+0.j,4.013076442458636e-69+0.j,3.36040033517821e-70+0.j,2.7962601621409186e-71+0.j,2.3124421414803713e-72+0.j,1.9006575199419413e-73+0.j,1.5527756365501663e-74+0.j,1.2610049228386902e-75+0.j,1.0180256872521178e-76+0.j,8.170798570188585e-78+0.j,6.520236200073648e-79+0.j,5.173492060851953e-80+0.j,4.0818196592212565e-81+0.j,3.2025853942959773e-82+0.j,2.4989134479401363e-83+0.j,1.9392394085387327e-84+0.j,1.4968108614964015e-85+0.j
0.04755023223248555+0.j,-0.22004249542585433+0.j,0.4774301137284333+0.j,-0.3554997048750252+0.j,-0.30709037780674087+0.j,0.21571177613760079+0.j,0.4641779171682344+0.j,0.40217403312669964+0.j,0.24457355561890146+0.j,0.11949088100058483+0.j,0.049854847351603476+0.j,0.018392142117963015+0.j,0.0061355728870389915+0.j,0.0018800796777552425+0.j,0.0005353091611671956+0.j,0.0001428825045796469+0.j,0.00003600244679903466+0.j,8.612273545505437e-6+0.j,1.9649970710716064e-6+0.j,4.293023378357471e-7+0.j,9.010867695148965e-8+0.j,1.8222798147235703e-8+0.j,3.559500551625713e-9+0.j,6.730325781152065e-10+0.j,1.2342226447743486e-10+0.j,2.1989055284168778e-11+0.j,3.811909958528458e-12+0.j,6.438766512290374e-13+0.j,1.0610372730552156e-13+0.j,1.7077374666173898e-14+0.j,2.6873588776643195e-15+0.j,4.138645699782624e-16+0.j,6.243090040536056e-17+0.j,9.232112464514814e-18+0.j,1.339331101313347e-18+0.j,1.9074892623538084e-19+0.j,2.66872913700434e-20+0.j,3.670094629137777e-21+0.j,4.96392824934163e-22+0.j,6.606612995429403e-23+0.j,8.656713065921407e-24+0.j,1.1172511735422524e-24+0.j,1.4208997121137442e-25+0.j,1.781440404306863e-26+0.j,2.2026477407963278e-27+0.j,2.6868673457354394e-28+0.j,3.234655365684367e-29+0.j,3.8444646476501594e-30+0.j,4.512405072898867e-31+0.j,5.232102841147974e-32+0.j,5.9946785467623314e-33+0.j,6.7888568403544935e-34+0.j,7.60121184567854e-35+0.j,8.416543009192799e-36+0.j,9.218366519310962e-37+0.j,9.989498693791982e-38+0.j,1.0712700584640708e-38+0.j,1.1371348132915862e-39+0.j,1.1950089952411091e-40+0.j,1.2435455410409682e-41+0.j,1.2816379019969729e-42+0.j,1.3084612927874945e-43+0.j,1.323500693638076e-44+0.j,1.326564435274042e-45+0.j,1.3177831265486019e-46+0.j,1.2975945853304672e-47+0.j,1.2667162368536256e-48+0.j,1.2261070961268127e-49+0.j,1.1769219149294826e-50+0.j,1.1204603308684104e-51+0.j,1.0581139059312448e-52+0.j,9.913138015259536e-54+0.j,9.214815359968591e-55+0.j,8.49984848064434e-56+0.j,7.781001892576348e-57+0.j,7.069828343154385e-58+0.j,6.37645071545511e-59+0.j,5.709424498618545e-60+0.j,5.075676422098804e-61+0.j,4.480511538649118e-62+0.j,3.9276786724449645e-63+0.j,3.4194827282877834e-64+0.j,2.9569318215176634e-65+0.j,2.5399074209841554e-66+0.j,2.1673465508274274e-67+0.j,1.8374264067716896e-68+0.j,1.547743344388272e-69+0.j,1.2954799375424414e-70+0.j,1.0775555528206955e-71+0.j,8.907575341722142e-73+0.j,7.318515636289268e-74+0.j,5.976710090065002e-75+0.j,4.8518606349272965e-76+0.j,3.9155422198465205e-77+0.j,3.1415413873633955e-78+0.j,2.5060519608930983e-79+0.j,1.9877521795010995e-80+0.j,1.5677872080964094e-81+0.j,1.2296794612325419e-82+0.j,9.591869507442226e-84+0.j
-0.015833566236801315+0.j,0.09453620202299205+0.j,-0.29814468361766455+0.j,0.4881922350577174+0.j,-0.21571177613760079+0.j,-0.3789194001937094+0.j,0.08173561852470722+0.j,0.41530435674697597+0.j,0.4272747904971132+0.j,0.28834105544055527+0.j,0.15238465346081095+0.j,0.06782236108355882+0.j,0.026449923581806496+0.j,0.009267273616038262+0.j,0.002967724517952939+0.j,0.0008796047773863384+0.j,0.00024360768019069588+0.j,0.00006351746441382929+0.j,0.000015686323436651195+0.j,3.6875327581202853e-6+0.j,8.285997390384521e-7+0.j,1.7859989683226558e-7+0.j,3.7039199674953326e-8+0.j,7.410167681188326e-9+0.j,1.4334426017618806e-9+0.j,2.686585236153623e-10+0.j,4.8873447893565334e-11+0.j,8.64367629900921e-12+0.j,1.4883591896385792e-12+0.j,2.4984508516733e-13+0.j,4.09360009348708e-14+0.j,6.553658494343139e-15+0.j,1.0262151253313074e-15+0.j,1.5731372206495697e-16+0.j,2.3628425277651242e-17+0.j,3.480020276818285e-18+0.j,5.029465818472905e-19+0.j,7.137519081980019e-20+0.j,9.952460749270216e-21+0.j,1.3643506099276306e-21+0.j,1.8398066889410597e-22+0.j,2.4417024627286246e-23+0.j,3.1907875502652293e-24+0.j,4.1075764219468983e-25+0.j,5.211261145107846e-26+0.j,6.518474275360055e-27+0.j,8.041962640463508e-28+0.j,9.789250230176407e-29+0.j,1.1761381229069547e-29+0.j,1.3951840528668743e-30+0.j,1.634574746913256e-31+0.j,1.89194084543166e-32+0.j,2.164029567889011e-33+0.j,2.446749360916506e-34+0.j,2.7352623985396513e-35+0.j,3.024122650654591e-36+0.j,3.3074538933368846e-37+0.j,3.579159008065887e-38+0.j,3.833149479031444e-39+0.j,4.063582366986591e-40+0.j,4.2650913569574464e-41+0.j,4.432998798169325e-42+0.j,4.563496937516634e-43+0.j,4.653788666574205e-44+0.j,4.7021808601058666e-45+0.j,4.708126537082226e-46+0.j,4.672215357344496e-47+0.j,4.5961151168716405e-48+0.j,4.48246968937892e-49+0.j,4.334761096793911e-50+0.j,4.1571449516220196e-51+0.j,3.954269342070215e-52+0.j,3.7310873325367167e-53+0.j,3.492672691514883e-54+0.j,3.244047345323977e-55+0.j,2.9900275292196983e-56+0.j,2.7350938221962305e-57+0.j,2.4832883630313028e-58+0.j,2.2381406949175977e-59+0.j,2.0026219937803464e-60+0.j,1.7791259915502534e-61+0.j,1.5694737688950083e-62+0.j,1.3749387894844732e-63+0.j,1.1962880786795787e-64+0.j,1.0338352890313273e-65+0.j,8.875015011630194e-67+0.j,7.568799283493464e-68+0.j,6.413011682847205e-69+0.j,5.398962182715314e-70+0.j,4.516550870296842e-71+0.j,3.7547945172703043e-72+0.j,3.102283861875447e-73+0.j,2.547566991009949e-74+0.j,2.0794585274882782e-75+0.j,1.687277754209042e-76+0.j,1.3610213388363894e-77+0.j,1.0914780130107991e-78+0.j,8.702935030521844e-80+0.j,6.899943233264483e-81+0.j,5.439788584112716e-82+0.j
0.0048129818177363995+0.j,-0.03520051026145235+0.j,0.14520853328974354+0.j,-0.35921754578937093+0.j,0.4641779171682344+0.j,-0.08173561852470722+0.j,-0.4037648481450692+0.j,-0.03795688906525797+0.j,0.3496720244340519+0.j,0.43565461821279444+0.j,0.3259258317194765+0.j,0.1857136073770878+0.j,0.08787523158900147+0.j,0.03611622933511764+0.j,0.013253885179818448+0.j,0.004425008081119909+0.j,0.0013623383494160107+0.j,0.00039074521316236885+0.j,0.00010524725159890029+0.j,0.000026793105533289277+0.j,6.480610690564752e-6+0.j,1.4958785621661274e-6+0.j,3.3073383656031027e-7+0.j,7.026618609140231e-8+0.j,1.4384607044708526e-8+0.j,2.8443374328090318e-9+0.j,5.4440108948641e-10+0.j,1.0104879222869027e-10+0.j,1.822005342932201e-11+0.j,3.1961881085043497e-12+0.j,5.462271418530838e-13+0.j,9.105663240208108e-14+0.j,1.4823083957000896e-14+0.j,2.3588686228288215e-15+0.j,3.672991512591656e-16+0.j,5.601023542573352e-17+0.j,8.37139162662424e-18+0.j,1.2272597280013148e-18+0.j,1.7659834187941623e-19+0.j,2.4959169589401905e-20+0.j,3.466812910942793e-21+0.j,4.735152153493358e-22+0.j,6.363146061042672e-23+0.j,8.417080139273312e-24+0.j,1.09649610947992e-24+0.j,1.4073482179453683e-25+0.j,1.780438377403339e-26+0.j,2.221035249536765e-27+0.j,2.733066626295053e-28+0.j,3.31868477225805e-29+0.j,3.977862729945922e-30+0.j,4.708053403437758e-31+0.j,5.503942313139381e-32+0.j,6.357321213692295e-33+0.j,7.257103401418506e-34+0.j,8.189492906950725e-35+0.j,9.138309528365977e-36+0.j,1.0085460659739337e-36+0.j,1.1011540066246333e-37+0.j,1.1896524112983288e-38+0.j,1.2720528338120605e-39+0.j,1.3464582352849818e-40+0.j,1.411137927616226e-41+0.j,1.4645957402290994e-42+0.j,1.505627638214119e-43+0.j,1.5333657432521693e-44+0.j,1.5473066304044913e-45+0.j,1.547322813087053e-46+0.j,1.5336573983946659e-47+0.j,1.5069029110841737e-48+0.j,1.4679661728563722e-49+0.j,1.4180218261985182e-50+0.j,1.358457571132874e-51+0.j,1.2908144225137277e-52+0.j,1.2167252996617144e-53+0.j,1.1378550520058591e-54+0.j,1.05584464113424e-55+0.j,9.722616876995991e-57+0.j,8.885590017191866e-58+0.j,8.060420971336008e-59+0.j,7.258460916198329e-60+0.j,6.489218484711441e-61+0.j,5.760307571343517e-62+0.j,5.077471906105797e-63+0.j,4.444674290994973e-64+0.j,3.864236986480637e-65+0.j,3.3370193235306436e-66+0.j,2.862619056329898e-67+0.j,2.4395850860004944e-68+0.j,2.0656307858753148e-69+0.j,1.737839056454873e-70+0.j,1.4528522614198639e-71+0.j,1.2070421987799502e-72+0.j,9.966571280559365e-74+0.j,8.179445227037931e-75+0.j,6.672495957840457e-76+0.j,5.4109073349772e-77+0.j,4.362137666051468e-78+0.j,3.4962753307752395e-79+0.j,2.7862346844656538e-80+0.j
-0.0013544915624849562+0.j,0.011725426238791326+0.j,-0.05968071997669289+0.j,0.19615395941554786+0.j,-0.40217403312669964+0.j,0.41530435674697597+0.j,0.03795688906525797+0.j,-0.39308284519471337+0.j,-0.13898393663502365+0.j,0.27388687344812934+0.j,0.42898331126346784+0.j,0.35630527158130665+0.j,0.21842593618609768+0.j,0.1095897586460155+0.j,0.047346091793064864+0.j,0.01815639506832557+0.j,0.0063065878421819975+0.j,0.002013085657720798+0.j,0.0005969671382232354+0.j,0.00016585554868949528+0.j,0.000043464810899142345+0.j,0.000010803769929379637+0.j,2.5588326097990443e-6+0.j,5.797313555869791e-7+0.j,1.2605951231387892e-7+0.j,2.638388553414321e-8+0.j,5.328536396046233e-9+0.j,1.0407448971040043e-9+0.j,1.9697001290764073e-10+0.j,3.618562856364235e-11+0.j,6.46301624063389e-12+0.j,1.1238641726347617e-12+0.j,1.905156885625611e-13+0.j,3.152063790867611e-14+0.j,5.095326221139555e-15+0.j,8.055432112662938e-16+0.j,1.246633590164064e-16+0.j,1.890101862936615e-17+0.j,2.809729511566706e-18+0.j,4.098163723124835e-19+0.j,5.86881806228754e-20+0.j,8.256960486134786e-21+0.j,1.1419632036476046e-21+0.j,1.5534045233900348e-22+0.j,2.0794155707976752e-23+0.j,2.740518813402878e-24+0.j,3.5576027783274875e-25+0.j,4.55095562465038e-26+0.j,5.739120292795142e-27+0.j,7.137618650800995e-28+0.j,8.757611288151934e-29+0.j,1.0604575660435538e-29+0.j,1.2677096097087026e-30+0.j,1.496586302825569e-31+0.j,1.7452974526844436e-32+0.j,2.0111620525677534e-33+0.j,2.2906209350449046e-34+0.j,2.579296886215516e-35+0.j,2.872102263813327e-36+0.j,3.163390790072248e-37+0.j,3.4471469268104944e-38+0.j,3.7172033763868044e-39+0.j,3.967475045257108e-40+0.j,4.1921964533902384e-41+0.j,4.3861491889439024e-42+0.j,4.544866618690219e-43+0.j,4.664804604931158e-44+0.j,4.7434693017166265e-45+0.j,4.7794959958676926e-46+0.j,4.772676170042514e-47+0.j,4.7239332300348495e-48+0.j,4.635250402443562e-49+0.j,4.509556951840296e-50+0.j,4.350580920257404e-51+0.j,4.1626779502691965e-52+0.j,3.9506463761648087e-53+0.j,3.719538678651106e-54+0.j,3.474478674285699e-55+0.j,3.220492569962376e-56+0.j,2.9623604001284687e-57+0.j,2.7044925357306023e-58+0.j,2.4508340613068985e-59+0.j,2.2047979966877576e-60+0.j,1.969226704433859e-61+0.j,1.746379455495697e-62+0.j,1.5379430738973998e-63+0.j,1.3450618660174082e-64+0.j,1.1683826536687703e-65+0.j,1.0081106430792972e-66+0.j,8.640720286915363e-68+0.j,7.357795965792542e-69+0.j,6.224980987495386e-70+0.j,5.233067596589456e-71+0.j,4.3715689827063915e-72+0.j,3.629232593548344e-73+0.j,2.99448212493305e-74+0.j,2.45578472414893e-75+0.j,2.0019440546104097e-76+0.j,1.6223230825876776e-77+0.j,1.307002771840567e-78+0.j
0.00035656803980951043+0.j,-0.0035655874055938947+0.j,0.02157358052226739+0.j,-0.08818408773057537+0.j,0.24457355561890146+0.j,-0.4272747904971132+0.j,0.3496720244340519+0.j,0.13898393663502365+0.j,-0.3564955151414781+0.j,-0.21951506862545214+0.j,0.19328556725257204+0.j,0.4092306485567511+0.j,0.3788827269098676+0.j,0.24959017457281976+0.j,0.1325098303003604+0.j,0.06005166019653268+0.j,0.02401681957893118+0.j,0.008663410553053877+0.j,0.0028624777089739737+0.j,0.0008763269015973165+0.j,0.0002507985965637769+0.j,0.00006757696466961484+0.j,0.000017242416425405066+0.j,4.186098301262005e-6+0.j,9.709391694804913e-7+0.j,2.1589831841745869e-7+0.j,4.61614961963914e-8+0.j,9.515171772703878e-9+0.j,1.8952033311651095e-9+0.j,3.6549391481922605e-10+0.j,6.837178826839804e-11+0.j,1.2426604495339676e-11+0.j,2.197575352437947e-12+0.j,3.786414280903678e-13+0.j,6.364012212649508e-14+0.j,1.0445581286646798e-14+0.j,1.6759977439728197e-15+0.j,2.6312302364219843e-16+0.j,4.045415764044707e-17+0.j,6.095831190272228e-18+0.j,9.00927683999183e-19+0.j,1.306873861642081e-19+0.j,1.861845297716463e-20+0.j,2.6066396113275738e-21+0.j,3.5883162002070706e-22+0.j,4.8596232736847657e-23+0.j,6.477879854222689e-24+0.j,8.503256384064495e-25+0.j,1.0996437570537056e-25+0.j,1.4015701241060038e-26+0.j,1.7613503715040905e-27+0.j,2.18327206183486e-28+0.j,2.6702746302797553e-29+0.j,3.2235698884682624e-30+0.j,3.842300556349483e-31+0.j,4.523264963397498e-32+0.j,5.260734356458538e-33+0.j,6.046385106730217e-34+0.j,6.869361712555727e-35+0.j,7.716478282809588e-36+0.j,8.572556801171996e-37+0.j,9.420890704145552e-38+0.j,1.0243813009645811e-38+0.j,1.10233402377289e-39+0.j,1.1741857387244733e-40+0.j,1.2382805801846445e-41+0.j,1.2931335166345583e-42+0.j,1.3374883145932432e-43+0.j,1.370365108214263e-44+0.j,1.3910951228377356e-45+0.j,1.3993409608249405e-46+0.j,1.3951017971962853e-47+0.j,1.3787037741166556e-48+0.j,1.350776754839661e-49+0.j,1.3122193379201893e-50+0.j,1.264154595494237e-51+0.j,1.2078793577161814e-52+0.j,1.1448100105972869e-53+0.j,1.0764277159487501e-54+0.j,1.0042257244674784e-55+0.j,9.296610720875337e-57+0.j,8.541124683189355e-58+0.j,7.788456486095328e-59+0.j,7.049869143458571e-60+0.j,6.335050625074036e-61+0.j,5.652014433559278e-62+0.j,5.007075011960023e-63+0.j,4.404888633105433e-64+0.j,3.848548499833534e-65+0.j,3.339721807614532e-66+0.j,2.8788163937917135e-67+0.j,2.4651651836747236e-68+0.j,2.097217781361769e-69+0.j,1.7727300726858203e-70+0.j,1.488944445505102e-71+0.j,1.2427550420689844e-72+0.j,1.030854217057694e-73+0.j,8.49857988904545e-75+0.j,6.964096759246979e-76+0.j,5.672620647468538e-77+0.j
