5.255485176006417e-13+0.j,0.-3.95206432172453e-12j,-2.1014554878200815e-11+0.j,0.+9.123694964309805e-11j,3.4304567649971163e-10+0.j,0.-1.153660802162502e-9j,-3.5417157322915722e-9+0.j,0.+1.0066439077029456e-8j,2.676344806047996e-8+0.j,0.-6.708601563501721e-8j,-1.5953030223233233e-7+0.j,0.+3.617079333774831e-7j,7.851969431268748e-7+0.j,0.-1.6376387756757467e-6j,-3.291283434916694e-6+0.j,0.+6.390441202799581e-6j,0.000012013845454728276+0.j,0.-0.000021911331485249834j,-0.00003883682386949855+0.j,0.+0.0000670005077445591j,0.00011266117722073617+0.j,0.-0.00018487399515444233j,-0.0002963982771852834+0.j,0.+0.0004647537962080113j,0.0007133924584187675+0.j,0.-0.001072925824308603j,-0.0015823196208355388+0.j,0.+0.0022899369254975087j,0.003254285816982541+0.j,0.-0.004544309302347818j,-0.006239049695790334+0.j,0.+0.00842653030291689j,0.011201727063882746+0.j,0.-0.01466355274232208j,-0.01891084504209727+0.j,0.+0.024037433884056214j,0.030126455711674317+0.j,0.-0.03724417581246546j,-0.045433663659785156+0.j,0.+0.05470873136175516j,0.0650485825270312+0.j,0.-0.0763936213670733j,-0.0886428358569594+0.j,0.+0.10165309421311637j,0.11524058475017629+0.j,0.-0.12918449305946j,-0.14323285821497267+0.j,0.+0.1571103942008077j,0.17052791752177468+0.j,0.-0.18319289986029422j,-0.19482057648955825+0.j,0.+0.205144994616272j,0.21392938469776376+0.j,0.-0.22097528167016228j,-0.2261299075290726+0.j,0.+0.22929144396755902j,0.23041196340357817+0.j,0.-0.22949793690142556j,-0.22660838615201895+0.j,0.+0.2218508826582704j,0.21537571124632385+0.j,0.-0.2073686001911827j,-0.19804247271283318+0.j,0.+0.1876286934466555j,0.17636827054704612+0.j,0.-0.1645034334684863j,-0.15226994398648228+0.j,0.+0.13989042046590033j,0.12756886985061688+0.j,0.-0.11548653511004589j,-0.10379908388065708+0.j,0.+0.09263509154477215j,0.08209571236875819+0.j,0.-0.07225538751511389j,-0.06316340932853584+0.j,0.+0.05484614667876702j,0.04730973479780313+0.j,0.-0.04054304280021506j,-0.034520750378350396+0.j,0.+0.029206389362256568j,0.024555233375721235+0.j,0.-0.020516947423249242j,-0.017037937007329865+0.j,0.+0.01406336183880133j,0.011538801353671389+0.j,0.-0.009411577501180367j,-0.007631754406804093+0.j,0.+0.006152844632640771j,0.004932258177738731+0.j,0.-0.00393153355928049j,-0.0031163908553901195+0.j,0.+0.0024566450633286777j,0.0019260151070378082+0.j,0.-0.0015018598384530565j,-0.0011648678686485014+0.j,0.+0.0008987234056041868j,0.0006897657480085399+0.j,0.-0.0005266558909546523j,-0.0004000599694391313+0.j,0.+0.000302356068090748j
0.-3.95206432172453e-12j,-2.919351999838464e-11+0.j,0.+1.5243796934629531e-10j,6.496930762519348e-10+0.j,0.-2.3971900773260936e-9j,-7.908322906061268e-9+0.j,0.+2.3807414084254426e-8j,6.632796340386876e-8+0.j,0.-1.7278585756997674e-7j,-4.241887666877748e-7+0.j,0.+9.875048901556586e-7j,2.1908998436903933e-6+0.j,0.-4.651597540165884e-6j,-9.48378713644123e-6+0.j,0.+0.000018622589131485894j,0.000035308295887832425+0.j,0.-0.00006478096930040878j,-0.0001152363353275279+0.j,0.+0.00019908653595616837j,0.0003345503108462033+0.j,0.-0.0005475636971364645j,-0.0008739527779975029+0.j,0.+0.0013617450059797232j,0.0020734188177705276+0.j,0.-0.0030878098080808713j,-0.004501316331287312+0.j,0.+0.0064279915884821095j,0.008998088002420121+0.j,0.-0.01235464728195675j,-0.016647817103829694+0.j,0.+0.022026727991123384j,0.02862897878883235+0.j,0.-0.03656804359655189j,-0.045919204863447256+0.j,0.+0.056704905991052164j,0.06888066623516514+0.j,0.-0.08232287379956693j,-0.0968198364969007+0.j,0.+0.11206739894167649j,0.12767022008643805+0.j,0.-0.143149450557912j,-0.157957078570997+0.j,0.+0.1714966650152337j,0.18314961372317276+0.j,0.-0.19230557979230103j,-0.19839516503548385+0.j,0.+0.20092273614158168j,0.1994970656764352+0.j,0.-0.19385755841016356j,-0.18389408485196493+0.j,0.+0.16965887896147994j,0.15136952830487754+0.j,0.-0.12940273938599367j,-0.10427923794103414+0.j,0.+0.07664080227716134j,0.047220971635979075+0.j,0.-0.016811376751385543j,0.013774122782913484+0.j,0.-0.04373525171366164j,-0.07231895605377228+0.j,0.+0.09884900531738622j,0.1227500894301652+0.j,0.-0.1435654056887092j,-0.16096723110297467+0.j,0.+0.1747604664702481j,0.18487958295400875+0.j,0.-0.19137977027345876j,-0.19442335821305234+0.j,0.+0.19426275079510763j,0.19122117572860145+0.j,0.-0.18567251968685827j,-0.1780214080294449+0.j,0.+0.16868451533722997j,0.15807388193375985+0.j,0.-0.14658278246623016j,-0.13457446462279968+0.j,0.+0.12237386490230326j,0.11026222575990581+0.j,0.-0.0984743919252451j,-0.087198456668454+0.j,0.+0.0765773611560856j,0.06671201882079583+0.j,0.-0.05766553684456561j,-0.04946813216641412+0.j,0.+0.042122383118328915j,0.03560851324402613+0.j,0.-0.029889465043333105j,-0.024915583215574452+0.j,0.+0.02062878544706769j,0.016966151040159486+0.j,0.-0.013862901935378076j,-0.011254786109521372+0.j,0.+0.00907989989860209j,0.007280004045871942+0.j,0.-0.005801399167772557j,-0.004595431055912379+0.j,0.+0.003618696074015833j,0.002833013126881872+0.j,0.-0.0022052224330098113j,-0.0017068636289644416+0.j
-2.1014554878200815e-11+0.j,0.+1.5243796934629531e-10j,7.813742773777901e-10+0.j,0.-3.2679553635659566e-9j,-1.1827921591911997e-8+0.j,0.+3.826112185280499e-8j,1.1289501124525812e-7+0.j,0.-3.081501690895537e-7j,-7.861089490880144e-7+0.j,0.+1.8890308843372337e-6j,4.302405618427615e-6+0.j,0.-9.3339023448476e-6j,-0.00001936763922420408+0.j,0.+0.00003856943178011728j,0.00007393129720970335+0.j,0.-0.0001367469143135733j,-0.0002445968936879954+0.j,0.+0.0004238859011004825j,0.0007129060859742657+0.j,0.-0.0011652990453175774j,-0.001853653176625435+0.j,0.+0.002872813732112272j,0.004342317090293848+0.j,0.-0.006407215512578337j,-0.009236467680094387+0.j,0.+0.013018070125060682j,0.017950228494240317+0.j,0.-0.02422813799800369j,-0.03202636401335361+0.j,0.+0.04147736735338029j,0.052647358158305645+0.j,0.-0.06551131628486398j,-0.07992959392303885+0.j,0.+0.09562891919181392j,0.11219075507085707+0.j,0.-0.1290497656089398j,-0.14550456692575847+0.j,0.+0.16074200745813455j,0.17387499542529594+0.j,0.-0.18399248553236255j,-0.19021880305787317+0.j,0.+0.19177819301551827j,0.18805950386543038+0.j,0.-0.17867539210593175j,-0.16351046174770845+0.j,0.+0.14275336445015382j,0.1169090456758597+0.j,0.-0.08678892601712578j,-0.05347869561415507+0.j,0.+0.0182853776111841j,-0.017332824193070338+0.j,0.+0.051848832893024895j,0.08375502736261435+0.j,0.-0.1116509614001319j,-0.134323959467371+0.j,0.+0.15081677873665356j,0.1604777268452225+0.j,0.-0.16299018345772412j,-0.15838022470091045+0.j,0.+0.14700281690647668j,0.12950866474018824+0.j,0.-0.10679513116827843j,-0.0799455950458208+0.j,0.+0.05016212489366431j,0.018696420049827432+0.j,0.+0.013216359459301205j,0.044416913925300484+0.j,0.-0.07387121367736335j,-0.10070796677171878+0.j,0.+0.1242431756681904j,0.1439918142496277+0.j,0.-0.15966752199499304j,-0.17117189178385742+0.j,0.+0.1785753946433935j,0.18209223426932566+0.j,0.-0.18205147113643205j,-0.17886662987399818+0.j,0.+0.17300574314540218j,0.16496343361913748+0.j,0.-0.15523623548208432j,-0.14430194702775131+0.j,0.+0.13260341824776858j,0.12053683610544426+0.j,0.-0.10844429085112449j,-0.09661019690289399+0.j,0.+0.08526100206469617j,0.07456754428681092+0.j,0.-0.0646493970108371j,-0.055580571302400246+0.j,0.+0.04739600350433112j,0.04009833936671777+0.j,0.-0.03366461899468367j,-0.028052562660926556+0.j,0.+0.02320624868665031j,0.019061056341345188+0.j,0.-0.015547816064587681j,-0.01259616491114233+0.j,0.+0.010137146908784133j,0.0081051269076985+0.j,0.-0.00643910404417262j
0.+9.123694964309805e-11j,6.496930762519348e-10+0.j,0.-3.2679553635659566e-9j,-1.3406805328122688e-8+0.j,0.+4.757868359863711e-8j,1.5084499352573792e-7+0.j,0.-4.360364331867848e-7j,-1.1654171154684984e-6+0.j,0.+2.9097694117295683e-6j,6.8398500667294015e-6+0.j,0.-0.00001523047386142512j,-0.000032285661144644904+0.j,0.+0.00006541888355310065j,0.00012713637927920217+0.j,0.-0.000237661181055078j,-0.00042838602630000373+0.j,0.+0.0007461402436429624j,0.001258089148916317+0.j,0.-0.0020568542623031747j,-0.003265163467763235+0.j,0.+0.005039045387488247j,0.007568324401696177+0.j,0.-0.01107302020234334j,-0.01579428351123069+0.j,0.+0.021978775456147955j,0.029855965739209563+0.j,0.-0.03960868638636493j,-0.05133838082307701+0.j,0.+0.06502771885822263j,0.08050443803449597+0.j,0.-0.09741121429097883j,-0.11518684538640879+0.j,0.+0.13306386359959846j,0.15008676270729446+0.j,0.-0.16515331283868315j,-0.1770790525681761+0.j,0.+0.18468222154954012j,0.186883464011997+0.j,0.-0.18281199161664097j,-0.17190794863609896+0.j,0.+0.15400982228271132j,0.12941611987139554+0.j,0.-0.0989122650531105j,-0.06375663664695208+0.j,0.+0.02562359595941761j,-0.013494213628290933+0.j,0.+0.05141758264792104j,0.08593587932155733+0.j,0.-0.11497219663725292j,-0.1367436420840484+0.j,0.+0.1499020614893832j,0.15364221823435836+0.j,0.-0.14776755216007884j,-0.13270775096315404+0.j,0.+0.10948700193476205j,0.07964642839848925+0.j,0.-0.04512834953556482j,-0.008133213376691262+0.j,0.-0.029037951626028388j,-0.06414207775999811+0.j,0.+0.0951407892806703j,0.12032436910363395+0.j,0.-0.13840473717942947j,-0.14857248174957532+0.j,0.+0.1505164124610234j,0.14440734489097043+0.j,0.-0.13085058714432687j,-0.11081367145799441+0.j,0.+0.08553714299584544j,0.05643666501029714+0.j,0.-0.02500438903932006j,0.0072833991964210195+0.j,0.-0.03904674092521784j,-0.06906661390764779+0.j,0.+0.09633146998529118j,0.12006513389562351+0.j,0.-0.13973693719907693j,-0.15505610097471573+0.j,0.+0.16595317512375823j,0.17255178492962797+0.j,0.-0.17513405357315j,-0.17410291283275828+0.j,0.+0.16994414773014707j,0.16319051435127443+0.j,0.-0.15438969130132113j,-0.14407723421699453+0.j,0.+0.13275514785680642j,0.12087620654690583+0.j,0.-0.1088337626941777j,-0.09695649387218737+0.j,0.+0.08550735052040132j,0.07468586965853594+0.j,0.-0.06463300110806335j,-0.05543763469005835+0.j,0.+0.047144102230408595j,0.03976004040077479+0.j,0.-0.03326412498133584j,-0.02761331229538565+0.j,0.+0.022749340547101954j,0.01860434669184881+0.j
3.4304567649971163e-10+0.j,0.-2.3971900773260936e-9j,-1.1827921591911997e-8+0.j,0.+4.757868359863711e-8j,1.654863050389763e-7+0.j,0.-5.139739033839637e-7j,-1.4547252460971237e-6+0.j,0.+3.8050792576704277e-6j,9.292416729629344e-6+0.j,0.-0.000021352788239656643j,-0.00004645095209315512+0.j,0.+0.00009613534304665235j,0.0001900508293550153+0.j,0.-0.0003600898950360321j,-0.0006557419679934244+0.j,0.+0.001150477890837462j,0.0019486722947332626+0.j,0.-0.0031921352309881262j,-0.005064843470418796+0.j,0.+0.007794016668896104j,0.01164539299657296+0.j,0.-0.01691056044606566j,-0.023884624262545028+0.j,0.+0.03283342676784522j,0.04395099454485047+0.j,0.-0.05730977319210569j,-0.0728083038748881+0.j,0.+0.09012296955398004j,0.1086718897165754+0.j,0.-0.1275995593740509j,-0.14579007255800938+0.j,0.+0.16191456153202816j,0.17451486634073213+0.j,0.-0.18212073435576348j,-0.18339259871598393+0.j,0.+0.1772769524199626j,0.16315735983208782+0.j,0.-0.14098201380329753j,-0.11134903945236398+0.j,0.+0.07553372616301662j,0.03544739707980323+0.j,0.+0.006474855036566345j,0.04745173710540903+0.j,0.-0.0845842665206822j,-0.11511359645856649+0.j,0.+0.1366816197267479j,0.14756604487275568+0.j,0.-0.14686336385818013j,-0.13459821997496704+0.j,0.+0.11174553120546477j,0.08016133562325514+0.j,0.-0.042428470896174436j,-0.0016325905561966672+0.j,0.-0.0389085076572904j,-0.07593459002671939+0.j,0.+0.10652268495706912j,0.128329651747455+0.j,0.-0.13977536974484106j,-0.140151379723984+0.j,0.+0.12964814923064535j,0.10930268976684596+0.j,0.-0.08087603926102732j,-0.04667632645648481+0.j,0.+0.009347203103338681j,-0.028356884092063467+0.j,0.+0.06378775565286192j,0.09459473567081449+0.j,0.-0.11887608495304604j,-0.13528174043699095+0.j,0.+0.14306382622652886j,0.1420764453913036+0.j,0.-0.13273052505780128j,-0.11591265148174609+0.j,0.+0.09287874052714899j,0.06513404063942592+0.j,0.-0.03431048817438918j,-0.002051051396614578+0.j,0.-0.030091313476680856j,-0.06073482079194575+0.j,0.+0.08872726792140836j,0.11318108567732621+0.j,0.-0.13348631507588885j,-0.14930425597338318+0.j,0.+0.16054549889321929j,0.1673365364223131+0.j,0.-0.16997920782170328j,-0.16890694117626065+0.j,0.+0.16464121706371376j,0.1577509839697277+0.j,0.-0.148816998470129j,-0.1384023181155766+0.j,0.+0.12702949945130304j,0.11516448597683733+0.j,0.-0.10320673127137651j,-0.09148479558054885+0.j,0.+0.08025647230163879j,0.0697124279550709+0.j,0.-0.0599823543874303j,-0.05114271225875931+0.j,0.+0.04322526806089676j
0.-1.153660802162502e-9j,-7.908322906061268e-9+0.j,0.+3.826112185280499e-8j,1.5084499352573792e-7+0.j,0.-5.139739033839637e-7j,-1.563005223315948e-6+0.j,0.+4.329203134283259e-6j,0.000011075207366484452+0.j,0.-0.00002643726163652847j,-0.000059342229027703786+0.j,0.+0.0001260169043622701j,0.0002544047558896508+0.j,0.-0.000490207704481753j,-0.0009045326649667591+0.j,0.+0.0016027111402249826j,0.002733272678462579+0.j,0.-0.004495337240952242j,-0.007141959787948041+0.j,0.+0.010976391140962542j,0.016338039442808858+0.j,0.-0.02357536193658385j,-0.03300417192151181+0.j,0.+0.04485197467241816j,0.05919182915678658+0.j,0.-0.07587252910173256j,-0.09445505373229826+0.j,0.+0.11416755219645829j,0.13389186262362368+0.j,0.-0.1521931211299798j,-0.1674000780890324+0.j,0.+0.17773743380500537j,0.18150346397022157+0.j,0.-0.17727753515144556j,-0.16413426051652172+0.j,0.+0.14183557119353965j,0.11097024821785605+0.j,0.-0.07301336150367747j,-0.030285765814689253+0.j,0.-0.01419435743559479j,-0.056961420099872005+0.j,0.+0.09443223034674646j,0.12328080107394844+0.j,0.-0.14081402906481497j,-0.14530063328943074+0.j,0.+0.13620893446183463j,0.11431877743117785+0.j,0.-0.08168795205856887j,-0.04147179227162851+0.j,0.-0.0023863854910986656j,-0.04555944479328042+0.j,0.+0.08378824771684992j,0.11332805140391727+0.j,0.-0.1313373138559804j,-0.13616443595160022+0.j,0.+0.12750122213576215j,0.10638868439080719+0.j,0.-0.07507885281808166j,-0.036773058196984613+0.j,0.-0.004729403773631131j,-0.045429756877538176+0.j,0.+0.08152999350639079j,0.10979218858371526+0.j,0.-0.12782168247165918j,-0.13424992800387894+0.j,0.+0.12880562221795674j,0.11227568648248998+0.j,0.-0.08636917234407561j,-0.05350605909055423+0.j,0.+0.016558440079603366j,-0.021426467408037508+0.j,0.+0.057493485095464744j,0.0890130126011111+0.j,0.-0.11386329300049539j,-0.13055090452290816+0.j,0.+0.13826621363731692j,0.1368770637590267+0.j,0.-0.12686923380486362j,-0.10924583553110022+0.j,0.+0.08539971695716128j,0.05697319656198452+0.j,0.-0.025718322964652762j,0.00663130830931764+0.j,0.-0.03846894902639905j,-0.0683981202703426+0.j,0.+0.09528883904437171j,0.11830703460766091+0.j,0.-0.13691962184702267j,-0.15087916774393373+0.j,0.+0.1601929332026385j,0.16508134891930848+0.j,0.-0.16593078622419j,-0.16324493116340763+0.j,0.+0.1575982881181244j,0.14959444613696468+0.j,0.-0.13983083784177103j,-0.12887088542022154+0.j,0.+0.11722371430599957j,0.10533105248051808+0.j,0.-0.09356053120127225j,-0.08220435448296831+0.j
-3.5417157322915722e-9+0.j,0.+2.3807414084254426e-8j,1.1289501124525812e-7+0.j,0.-4.360364331867848e-7j,-1.4547252460971237e-6+0.j,0.+4.329203134283259e-6j,0.000011727562350997188+0.j,0.-0.00002932459265850365j,-0.0000683733198441446+0.j,0.+0.0001498005630164043j,0.000310258903409574+0.j,0.-0.0006103898488793899j,-0.001145145253200593+0.j,0.+0.002055331099342435j,0.0035385948761566823+0.j,0.-0.005856983978695347j,-0.009337180386263001+0.j,0.+0.014358894483494533j,0.021327065415902676+0.j,0.-0.03062482516243503j,-0.04254685006351551+0.j,0.+0.057216688234877924j,0.07449649302586252+0.j,0.-0.093902505383196j,-0.11454349797417704+0.j,0.+0.13510098605958423j,0.15386824219825992+0.j,0.-0.1688594059496154j,-0.17799037575727922+0.j,0.+0.1793207210755703j,0.17133243499774753+0.j,0.-0.15320945736515398j,-0.12507421418996495+0.j,0.+0.08813624505831341j,0.04471469303406414+0.j,0.+0.0018889933297383838j,0.04767091617274644+0.j,0.-0.08833573174712561j,-0.11979390108004495+0.j,0.+0.13868177475877383j,0.14283131593225537+0.j,0.-0.13161766571798164j,-0.10612592931624495+0.j,0.+0.06910201960311438j,0.024682746466763904+0.j,0.+0.022067155197102017j,0.06575397235285556+0.j,0.-0.10131141954594847j,-0.12462609819840664+0.j,0.+0.1330469253886309j,0.12570946652441367+0.j,0.-0.10363224438831652j,-0.06957419324089385+0.j,0.+0.027675477405711506j,-0.017067090132765677+0.j,0.+0.059417973865992714j,0.09453221366624998+0.j,0.-0.11851600806178268j,-0.12885125983084803+0.j,0.+0.12463791714591033j,0.10663395428066198+0.j,0.-0.07709973389728639j,-0.03947751692156878+0.j,0.-0.0020449792677354663j,-0.04302772877193744+0.j,0.+0.07926707815428634j,0.10722468273321527+0.j,0.-0.12435354890011235j,-0.12929415407961212+0.j,0.+0.12193123137960771j,0.10331853762047016+0.j,0.-0.07549281916229267j,-0.041207925626644167+0.j,0.+0.0036249850986614473j,-0.03400518139326724+0.j,0.+0.06863502120995334j,0.09766301411345939+0.j,0.-0.1191092588442796j,-0.13171602799829346+0.j,0.+0.13497399296237536j,0.12908195921452448+0.j,0.-0.11485313715991272j,-0.09358398659945849+0.j,0.+0.0669025792502561j,0.03661250993898451+0.j,0.-0.0045460840509035875j,0.027562686499577226+0.j,0.-0.05817834078847805j,-0.08603409986339608+0.j,0.+0.1101716713333808j,0.12995309949262332+0.j,0.-0.1450488770673469j,-0.15540763125034943+0.j,0.+0.16121310450920473j,0.16283398304304558+0.j,0.-0.16077152605073644j,-0.1556090687188297+0.j,0.+0.14796645351672902j,0.13846140936180376+0.j,0.-0.12767893996287913j
0.+1.0066439077029456e-8j,6.632796340386876e-8+0.j,0.-3.081501690895537e-7j,-1.1654171154684984e-6+0.j,0.+3.8050792576704277e-6j,0.000011075207366484452+0.j,0.-0.00002932459265850365j,-0.00007162024073892903+0.j,0.+0.00016298471256703565j,0.0003482424886466431+0.j,0.-0.0007027872338355708j,-0.001345950005156344+0.j,0.+0.002455600389257768j,0.004281193461525237+0.j,0.-0.007150891709993182j,-0.011467036143558863+0.j,0.+0.01768366700761582j,0.026260613174692887+0.j,0.-0.03759138101361222j,-0.05190685703861991+0.j,0.+0.06916335243124182j,0.08893078633237277+0.j,0.-0.11030325862306026j,-0.13185796944255343+0.j,0.+0.15168752365262383j,0.16752381943003486+0.j,0.-0.17695876902880703j,-0.17774930044607057+0.j,0.+0.1681742098139881j,0.14739240980742865+0.j,0.-0.11574033314762351j,-0.07490456367193925+0.j,0.+0.027916499513800253j,-0.021061029809874687+0.j,0.+0.06715251839143617j,0.10535408319495672+0.j,0.-0.13120879412902806j,-0.14147348782433813+0.j,0.+0.13466810561228032j,0.11140816586243382+0.j,0.-0.07444935880690616j,-0.02841651283104326+0.j,0.-0.02075977335114486j,-0.06662569836956896+0.j,0.+0.10309341276730036j,0.12530254109673405+0.j,0.-0.13032047608911398j,-0.11757102112139865+0.j,0.+0.08892287017198372j,0.04842286845742924+0.j,0.-0.0017147786847636387j,0.0447671009884422+0.j,0.-0.08470668465434791j,-0.11278133680466049+0.j,0.+0.12537646481961942j,0.12104062486158267+0.j,0.-0.10062470957070137j,-0.06709782876793331+0.j,0.+0.025080061853402624j,-0.019828970587930397+0.j,0.+0.06182217490861135j,0.09564643772168215+0.j,0.-0.11725120577683609j,-0.1242448916662527+0.j,0.+0.11611209608857094j,0.09418068029351041+0.j,0.-0.061361956660328815j,-0.021715008099013482+0.j,0.-0.020095799165792457j,-0.05937409481626723+0.j,0.+0.09192336736936697j,0.11447794278228943+0.j,0.-0.1249924573030203j,-0.12277087385429596+0.j,0.+0.10843738306015914j,0.08376975719099233+0.j,0.-0.05142901157584241j,-0.014626634406425554+0.j,0.-0.023227856228740032j,-0.0588599475605051+0.j,0.+0.08941226891158523j,0.11265430298719054+0.j,0.-0.12710891961432796j,-0.1320951829981388+0.j,0.+0.12769545192567675j,0.11466105425114388+0.j,0.-0.09427449813870166j,-0.06818736005802209+0.j,0.+0.03825201123306022j,0.006362731216523813+0.j,0.+0.0256818938901407j,0.056287493655280456+0.j,0.-0.08413960353482416j,-0.10824635791067243+0.j,0.+0.12795089230287507j,0.14291818910653795+0.j,0.-0.15310227380730568j,-0.15870006394024702+0.j,0.+0.1600979293296171j,0.15781630861788334+0.j
2.676344806047996e-8+0.j,0.-1.7278585756997674e-7j,-7.861089490880144e-7+0.j,0.+2.9097694117295683e-6j,9.292416729629344e-6+0.j,0.-0.00002643726163652847j,-0.0000683733198441446+0.j,0.+0.00016298471256703565j,0.00036170408140332735+0.j,0.-0.0007529942168471575j,-0.001479139969834842+0.j,0.+0.0027543603253022218j,0.004880212183372804+0.j,0.-0.008252038180425025j,-0.013348451716302822+0.j,0.+0.020695426817085572j,0.0307983874942258+0.j,0.-0.04404043451146911j,-0.060552562295610686+0.j,0.+0.08007155409194258j,0.10181132832604436+0.j,0.-0.12438113381343607j,-0.1457861279829312+0.j,0.+0.1635399740176537j,0.17490400069125436+0.j,0.-0.1772441668103351j,-0.16846901701663278+0.j,0.+0.14748463088340008j,0.1145830472077225+0.j,0.-0.07167521048580786j,-0.02229242451811449+0.j,0.-0.028687750140194774j,-0.07558806674332173+0.j,0.+0.11269323362910066j,0.1351186844861583+0.j,0.-0.13964330615325957j,-0.12535253868145999+0.j,0.+0.09395766119434078j,0.049705185271694034+0.j,0.+0.001140377364473387j,0.051179153044850996+0.j,0.-0.09299146792594663j,-0.12030402084771308+0.j,0.+0.12900690893874817j,0.11784136187265644+0.j,0.-0.08863196016431521j,-0.04601560627253429+0.j,0.-0.0032921597607760288j,-0.051571484780558174+0.j,0.+0.09133192625023798j,0.11649812201868477+0.j,0.-0.1233510347600033j,-0.11107387336603618+0.j,0.+0.08182239817694063j,0.04032148858687045+0.j,0.+0.00693148165989123j,0.052714410957353915+0.j,0.-0.0902027670628952j,-0.11398655473858664+0.j,0.+0.12082870457191447j,0.11006155556660495+0.j,0.-0.08358128511445734j,-0.04546511311448978+0.j,0.+0.0012921248814956384j,-0.04271262392663081+0.j,0.+0.08057403209165312j,0.1073715544472715+0.j,0.-0.11984572599269727j,-0.11673789873841087+0.j,0.+0.09883871753327877j,0.06876394873187407+0.j,0.-0.030511969969094572j,0.011118784925545667+0.j,0.-0.05116383977311021j,-0.08509264986580183+0.j,0.+0.10930327884124584j,0.12146240770293139+0.j,0.-0.12066676067883843j,-0.10742710612708332+0.j,0.+0.08349740471325666j,0.051587183276545864+0.j,0.-0.015003732217117738j,0.022727707871894258+0.j,0.-0.05822204365293577j,-0.0885358709966491+0.j,0.+0.11138910792916827j,0.12529561128957759+0.j,0.-0.1296030864258577j,-0.1244520018349515+0.j,0.+0.110669899741662j,0.08962120687025142+0.j,0.-0.06303355468101982j,-0.0328201685018541+0.j,0.+0.0009147106578243941j,-0.030869243109942095+0.j,0.+0.06094649237457406j,0.08803305752829552+0.j,0.-0.11118416972221182j,-0.12980093674744084+0.j,0.+0.14361120221387022j
0.-6.708601563501721e-8j,-4.241887666877748e-7+0.j,0.+1.8890308843372337e-6j,6.8398500667294015e-6+0.j,0.-0.000021352788239656643j,-0.000059342229027703786+0.j,0.+0.0001498005630164043j,0.0003482424886466431+0.j,0.-0.0007529942168471575j,-0.0015257725131793873+0.j,0.+0.002913928473800948j,0.005268906705804471+0.j,0.-0.009052416494524053j,-0.014819507138956349+0.j,0.+0.023167506623388772j,0.03464296495029848+0.j,0.-0.04960620648328752j,-0.06806466346101858+0.j,0.+0.08950018497260888j,0.11272878820750304+0.j,0.-0.13583952891738008j,-0.1562578939613883+0.j,0.+0.170965220363239j,0.17687868682432314+0.j,0.-0.1713596542179314j,-0.15277857222144217+0.j,0.+0.12103204637438544j,0.0778922488718545+0.j,0.-0.027078668909834076j,0.026019755245233447+0.j,0.-0.07498161038284254j,-0.11328251456797403+0.j,0.+0.13537704489386088j,0.13773991752839781+0.j,0.-0.11965604024199951j,-0.08357622036418996+0.j,0.+0.03492560544920482j,-0.018646311621846413+0.j,0.+0.06847221798640299j,0.10632809632278863+0.j,0.-0.12588298551800092j,-0.1238595510316965+0.j,0.+0.10067292994455104j,0.06041029192353726+0.j,0.-0.010139481382110151j,0.04133391832457107+0.j,0.-0.0850330472048439j,-0.1134079216851449+0.j,0.+0.12166762461925186j,0.10860172422739163+0.j,0.-0.07674607195886866j,-0.031874191282385875+0.j,0.-0.018078075587061922j,-0.06444499787582417+0.j,0.+0.09935214169727388j,0.1170520354655666+0.j,0.-0.11484527995020773j,-0.09344311467619053+0.j,0.+0.056733985211482665j,0.011023533852164655+0.j,0.+0.0360949665674347j,0.07702886373339357+0.j,0.-0.10540909432834515j,-0.11705050586804944+0.j,0.+0.1105103371688282j,0.08718241930774671+0.j,0.-0.050945063892294994j,-0.007450668428571859+0.j,0.-0.03680587366576942j,-0.07548068112528142+0.j,0.+0.10328235528003503j,0.11665627703070655+0.j,0.-0.1141715441639417j,-0.0965824140648876+0.j,0.+0.06658631157051051j,0.028341367722947416+0.j,0.+0.013166858991497273j,0.05280938654099908+0.j,0.-0.08595350326337824j,-0.10898071280314034+0.j,0.+0.11963127163530282j,0.11715277042922305+0.j,0.-0.10225810641440201j,-0.07692126316954907+0.j,0.+0.044055236122886116j,0.00712428784825819+0.j,0.+0.03025717521727146j,0.06469312581427962+0.j,0.-0.09330666609515406j,-0.11395097920950552+0.j,0.+0.1253219004586076j,0.12697558462548306+0.j,0.-0.11926424336555788j,-0.10320924138493395+0.j,0.+0.0803338672167049j,0.05247814630151892+0.j,0.-0.021615740529134057j,0.010310971634103765+0.j,0.-0.04152634360740672j,-0.07052110460488649+0.j
