2.5281392565177803e-12+0.j,0.-1.8475678202610734e-11j,-9.547392752860537e-11+0.j,0.+4.028316249950219e-10j,1.4719496669447896e-9+0.j,0.-4.810689806769978e-9j,-1.4352618007964603e-8+0.j,0.+3.964436841442105e-8j,1.024320600144715e-7+0.j,0.-2.495249913652022e-7j,-5.766515268279504e-7+0.j,0.+1.270622380729343e-6j,2.6805584081103575e-6+0.j,0.-5.433166267048195e-6j,-0.000010611783349163748+0.j,0.+0.00002002359913741386j,0.00003658318792835163+0.j,0.-0.00006484201232200694j,-0.00011169137279383638+0.j,0.+0.00018725879544341883j,0.0003060036625904089+0.j,0.-0.00048799612596315563j,-0.0007603340342689303+0.j,0.+0.0011586170359721491j,0.0017283579281526919+0.j,0.-0.002526172940604831j,-0.0036205604407483208+0.j,0.+0.005092057707944588j,0.007032564081661775+0.j,0.-0.009543641044700919j,-0.012733648750738858+0.j,0.+0.016713654337480222j,0.02159214678692087+0.j,0.-0.027468709160463962j,-0.03442692152461744+0.j,0.+0.042526884183805444j,0.05179784731095831+0.j,0.-0.06223149669604338j,-0.07377646545088413+0.j,0.+0.08633461135888945j,0.09975951744516119+0.j,0.-0.11385754318733408j,-0.128391584985785+0.j,0.+0.1430875110858097j,0.15764303529081916+0.j,0.-0.17173860402349148j,-0.1850497103336417+0.j,0.+0.19725993136572956j,0.20807392330920915+0.j,0.-0.21722960527502783j,-0.22450882033835284+0.j,0.+0.22974587202179614j,0.2328334868745354+0.j,0.-0.23372593421819574j,-0.23243922646793566+0.j,0.+0.22904851148372743j,0.22368293742962467+0.j,0.-0.21651840865995525j,-0.20776874991466135+0.j,0.+0.1976758513886195j,0.18649937890338655+0.j,0.-0.1745066049544048j,-0.16196285423554735+0.j,0.+0.14912296974210748j,0.13622410209751068+0.j,0.-0.1234800147557453j,-0.11107698984321243+0.j,0.+0.09917132086710446j,0.08788829478514265+0.j,0.-0.07732250049258468j,-0.06753925519456969+0.j,0.+0.058576914222169776j,0.050449822030588135+0.j,0.-0.04315166976483921j,-0.03665904463348094+0.j,0.+0.030934984875416616j,0.02593238788247098+0.j,0.-0.021597154910399013j,-0.017870991121633508+0.j,0.+0.014693812388686762j,0.012005738896555528+0.j,0.-0.00974867925163521j,-0.007867527188769869+0.j,0.+0.006311006148408872j,0.00503220537506348+0.j,0.-0.0039888553860297745j,-0.00314339141615094+0.j,0.+0.002462851540722067j,0.0019186523705149862+0.j,0.-0.0014862801864994823j,-0.0011449297244735316+0.j,0.+0.0008771170061130287j,0.0006682870028306498+0.j,0.-0.0005064317643122819j,-0.00038173010153913706+0.j,0.+0.0002862160621223292j,0.0002134802893342136+0.j,0.-0.00015840588516162545j,-0.00011693854122449477+0.j,0.+0.00008588938075364335j
0.-1.8475678202610734e-11j,-1.3249238390746194e-10+0.j,0.+6.715962866987379e-10j,2.7785336406118858e-9+0.j,0.-9.95136617661295e-9j,-3.186521107784773e-8+0.j,0.+9.310540437138748e-8j,2.51748159076779e-7+0.j,0.-6.364437671288277e-7j,-1.516236060946601e-6+0.j,0.+3.4251103812594503e-6j,7.373189961732319e-6+0.j,0.-0.000015187994522648822j,-0.000030040766767925222+0.j,0.+0.00005722201929366524j,0.00010523349152853416+0.j,0.-0.00018725606923158133j,-0.00032303001466492143+0.j,0.+0.0005411408059149802j,0.0008816385749584712+0.j,0.-0.0013988323940789507j,-0.00216399779031083+0.j,0.+0.003267627384612023j,0.0048207561039415436+0.j,0.-0.006954823612168895j,-0.009819518696754334+0.j,0.+0.013578102876844255j,0.018399847372654647+0.j,0.-0.024449443172225485j,-0.03187355000478818+0.j,0.+0.04078501418373339j,0.05124567158409832+0.j,0.-0.06324901402829627j,-0.07670428340694532+0.j,0.+0.09142371802986912j,0.1071146694396047+0.j,0.-0.12337811120423764j,-0.13971467194178097+0.j,0.+0.1555387654699615j,0.17020070774234503+0.j,0.-0.18301596879830498j,-0.19329998608274784+0.j,0.+0.2004063435856861j,0.2037656721628264+0.j,0.-0.20292240595744326j,-0.19756656949549897+0.j,0.+0.18755807261366259j,0.172941529655239+0.j,0.-0.1539503432332232j,-0.13099962980994853+0.j,0.+0.10466843215231522j,0.07567247911950725+0.j,0.-0.04482944128167189j,-0.013019132810027097+0.j,0.-0.01885861113249568j,-0.0499256094154953+0.j,0.+0.07936397227440482j,0.10644948574965576+0.j,0.-0.13057804824693928j,-0.1512840728052951+0.j,0.+0.16825040596227397j,0.1813099240888544+0.j,0.-0.1904395033629773j,-0.19574748503229458+0.j,0.+0.19745605221235085j,0.1958800912830676+0.j,0.-0.19140413593085465j,-0.18445890139523421+0.j,0.+0.17549873420198223j,0.16498105630164675+0.j,0.-0.15334860065157419j,-0.14101494462842548+0.j,0.+0.12835357112225157j,0.11569044246371034+0.j,0.-0.10329987145517819j,-0.09140332302183954+0.j,0.+0.08017068057605607j,0.06972346011818904+0.j,0.-0.06013944631947666j,-0.05145825034794991+0.j,0.+0.043687340134211335j,0.036808161289921724+0.j,0.-0.03078204287907549j,-0.02555565979781888+0.j,0.+0.021065897207616063j,0.017244028398226474+0.j,0.-0.014019173211944484j,-0.011321048618092973+0.j,0.+0.00908205612503097j,0.007238773191917898+0.j,0.-0.005732928927947626j,-0.0045119497208368714+0.j,0.+0.003529159705799989j,0.0027437158150081455+0.j,0.-0.0021203490303375355j,-0.0016289736788827826+0.j,0.+0.0012442161956292377j,0.0009449045163922995+0.j,0.-0.0007135497097795783j,-0.0005358429592014348+0.j
-9.547392752860537e-11+0.j,0.+6.715962866987379e-10j,3.3380127040029364e-9+0.j,0.-1.3535667877037391e-8j,-4.749470819701263e-8+0.j,0.+1.489304707408115e-7j,4.2593434844865853e-7+0.j,0.-1.1267360739919616e-6j,-2.785356487818348e-6+0.j,0.+6.485119345664089e-6j,0.0000143090105011291+0.j,0.-0.000030068706642719465j,-0.0000604241158213564+0.j,0.+0.00011651512105705851j,0.0002162170514810876+0.j,0.-0.00038709001445610063j,-0.000670009196441671+0.j,0.+0.001123332078510021j,0.0018272802716235977+0.j,0.-0.002888000413430491j,-0.004440545570417812+0.j,0.+0.006649824346030311j,0.009708447966527759+0.j,0.-0.013830418078678974j,-0.019239785897780606+0.j,0.+0.026153805472134084j,0.03476070078996449+0.j,0.-0.045192932598421054j,-0.05749771137130193+0.j,0.+0.07160734812615922j,0.08731273180894841+0.j,0.-0.1042436330214268j,-0.12185953917606593+0.j,0.+0.13945424713101956j,0.15617645811892972+0.j,0.-0.17106719092056155j,-0.18311308064332188+0.j,0.+0.19131275209769155j,0.19475167811820815+0.j,0.-0.19267949250768657j,-0.18458283720039675+0.j,0.+0.17024663815873656j,0.14979729539077988+0.j,0.-0.12372261307052135j,-0.09286526290501848+0.j,0.+0.05838896192864174j,0.02171909291473446+0.j,0.+0.015538082284527875j,0.05169143782265828+0.j,0.-0.0850686339374324j,-0.11411915146952543+0.j,0.+0.13750861377152324j,0.15419722213179926+0.j,0.-0.16349669833175007j,-0.16510214976942217+0.j,0.+0.1590975206019622j,0.14593552959307068+0.j,0.-0.12639500380562363j,-0.10152012096941118+0.j,0.+0.07254715401774914j,0.040824815603305316+0.j,0.-0.007734238803505334j,0.025385931529366253+0.j,0.-0.05730481682735304j,-0.08695164715095383+0.j,0.+0.1134531974616162j,0.13615566942750973+0.j,0.-0.15463156677386028j,-0.16867309860616472+0.j,0.+0.17827436939760777j,0.18360505643373554+0.j,0.-0.18497844414653355j,-0.18281661154077297+0.j,0.+0.1776153012106621j,0.16991059208830844+0.j,0.-0.160249010511413j,-0.14916219890978255+0.j,0.+0.13714676376448268j,0.12464947931566503+0.j,0.-0.11205765413179011j,-0.09969418634025017+0.j,0.+0.08781664251787646j,0.07661958958633468+0.j,0.-0.06623937759393216j,-0.05676059966231762+0.j,0.+0.04822352793741002j,0.04063192568382075+0.j,0.-0.03396075176789494j,-0.02816339301961742+0.j,0.+0.023178173335271463j,0.01893398957349726+0.j,0.-0.015355009512831825j,-0.012364434740478852+0.j,0.+0.009887381403155435j,0.007852965589939106+0.j,0.-0.0061956998555013154j,-0.004856315569718856+0.j,0.+0.0037821250438629436j,0.0029270302592847596+0.j,0.-0.0022512737602472807j
0.+4.028316249950219e-10j,2.7785336406118858e-9+0.j,0.-1.3535667877037391e-8j,-5.3772815638805275e-8+0.j,0.+1.8476402444782445e-7j,5.670645635255738e-7+0.j,0.-1.5865185351980411e-6j,-4.103394144795561e-6+0.j,0.+9.912258055606768e-6j,0.000022538182029038276+0.j,0.-0.00004853362673964584j,-0.00009946874695909559+0.j,0.+0.00019480909824161176j,0.00036582757097574736+0.j,0.-0.0006605797398374758j,-0.0011497667207263458+0.j,0.+0.0019330130574867013j,0.0031447162774250787+0.j,0.-0.004958224203911664j,-0.0075867397377382415+0.j,0.+0.01127913834554446j,0.01630891890864264+0.j,0.-0.022954890745699816j,-0.03147298800039395+0.j,0.+0.042059793208324064j,0.054809857913730525+0.j,0.-0.06967055381157714j,-0.08639971986328075+0.j,0.+0.10453249006923133j,0.12336409630023863+0.j,0.-0.14195490432277197j,-0.1591623398139283+0.j,0.+0.1737017370743232j,0.18423471991432874+0.j,0.-0.18947989500665835j,-0.18833692072515+0.j,0.+0.18001197846346156j,0.16413084918132975+0.j,0.-0.14082558525528002j,-0.11078235892499094+0.j,0.+0.07524140187592296j,0.03594470307173056+0.j,0.+0.004967243619196527j,0.04510255238721566+0.j,0.-0.08199660657481107j,-0.11330599761882548+0.j,0.+0.13699930822340073j,0.15152622998995618+0.j,0.-0.15594853290290636j,-0.15002027633160675+0.j,0.+0.13420987825829048j,0.10966259316167776+0.j,0.-0.0781078767446942j,-0.04172135763431484+0.j,0.+0.0029551318991805245j,-0.03564753096844669+0.j,0.+0.07163639061924358j,0.1028217950855146+0.j,0.-0.12741263671459827j,-0.144115400655134+0.j,0.+0.15218924029478678j,0.15145633880967604+0.j,0.-0.14227077545750785j,-0.12545235003832186+0.j,0.+0.10219409147841706j,0.07395338186198974+0.j,0.-0.042336786632561754j,-0.00898792185003129+0.j,0.-0.024513787149959592j,-0.05673755005621835+0.j,0.+0.08646512058169845j,0.1127325839128858+0.j,0.-0.13485037968980837j,-0.1524035125683357+0.j,0.+0.16523506760224144j,0.17341685732777964+0.j,0.-0.17721130338549804j,-0.17702855570116127+0.j,0.+0.17338245771621028j,0.16684836840619394+0.j,0.-0.15802514176617552j,-0.14750282383043467+0.j,0.+0.13583692298928865j,0.12352949038608223+0.j,0.-0.11101674420273382j,-0.09866259844353902+0.j,0.+0.0867572129895592j,0.07551955606365095+0.j,0.-0.06510294452575112j,-0.055602579569534114+0.j,0.+0.04706420249712812j,0.039493135726823385+0.j,0.-0.032863129304885726j,-0.027124587906536355+0.j,0.+0.022211896565131888j,0.018049687937459622+0.j,0.-0.014557995957296314j,-0.011656319173614638+0.j,0.+0.00926667291679576j,0.0073157450970547+0.j
1.4719496669447896e-9+0.j,0.-9.95136617661295e-9j,-4.749470819701263e-8+0.j,0.+1.8476402444782445e-7j,6.213562640423517e-7+0.j,0.-1.8654855511797319e-6j,-5.102640769378861e-6+0.j,0.+0.000012895065092154183j,0.00003041638686927173+0.j,0.-0.00006748629281937535j,-0.00014170622784644035+0.j,0.+0.00028297560493740294j,0.0005395489283698902+0.j,0.-0.0009855394899999646j,-0.0017293624233988309+0.j,0.+0.002922048735427388j,0.004763710230646391+0.j,0.-0.0075058074827053295j,-0.011446436434907786+0.j,0.+0.01691580267029863j,0.024249587190338606+0.j,0.-0.03374915485252584j,-0.045629531425508615+0.j,0.+0.05995863112225351j,0.07659402685347479+0.j,0.-0.0951261336277183j,-0.11483843926216078+0.j,0.+0.13469579186159703j,0.15337030153312078+0.j,0.-0.169310955443757j,-0.1808577539312827+0.j,0.+0.18639461042725003j,0.18452832255977747+0.j,0.-0.17427474187521022j,-0.15522901017034357+0.j,0.+0.12769538040527184j,0.09275430716000549+0.j,0.-0.05225024944529278j,-0.008692453045939573+0.j,0.-0.0349282094493194j,-0.07539195292813969+0.j,0.+0.1095478173916287j,0.1346244941020968+0.j,0.-0.14851885481531854j,-0.15002794924057647+0.j,0.+0.13899595424631572j,0.11635712918568304+0.j,0.-0.08406796985505127j,-0.04493480742924625+0.j,0.+0.0023553079881740617j,-0.03999790914059839+0.j,0.+0.07851721260657298j,0.10998735693175007+0.j,0.-0.13186682085628146j,-0.14249598306906608+0.j,0.+0.14121425796183282j,0.12837904110580436+0.j,0.-0.10529013745418755j,-0.07403296386304377+0.j,0.+0.037261198419503j,-0.0020559635354788146+0.j,0.+0.040895426530104695j,0.07642576118999735+0.j,0.-0.10621584299394275j,-0.12839145185481096+0.j,0.+0.14173136151787052j,0.14570113309199004+0.j,0.-0.1404288355575424j,-0.12663170642474647+0.j,0.+0.1055060130036208j,0.07859397437110781+0.j,0.-0.04764164767347291j,-0.014460413990712486+0.j,0.-0.019197538994738614j,-0.05174216314526479+0.j,0.+0.08182238162158458j,0.10837517382383896+0.j,0.-0.13064781710953657j,-0.14819618258483247+0.j,0.+0.16086335324701614j,0.1687435781256783+0.j,0.-0.1721367544195656j,-0.17149834176904674+0.j,0.+0.16738898225529072j,0.16042725518401596+0.j,0.-0.15124805709559952j,-0.14046816605336676+0.j,0.+0.12865970231970658j,0.11633148647124508+0.j,0.-0.10391774784483278j,-0.0917732570128589+0.j,0.+0.08017373556556295j,0.06932031345861396+0.j,0.-0.059346830863073866j,-0.05032888797396852+0.j,0.+0.04229370383758809j,0.03523002856201915+0.j,0.-0.02909754159001294j,-0.023835346558331267+0.j,0.+0.019369330261663775j
0.-4.810689806769978e-9j,-3.186521107784773e-8+0.j,0.+1.489304707408115e-7j,5.670645635255738e-7+0.j,0.-1.8654855511797319e-6j,-5.475504605096058e-6+0.j,0.+0.000014633135061433665j,0.00003610668559916126+0.j,0.-0.00008309704559835573j,-0.00017975376693387147+0.j,0.+0.000367690415498687j,0.0007146488550378016+0.j,0.-0.0013249933103005392j,-0.00235098644312669+0.j,0.+0.0040028543613794135j,0.006554622956966468+0.j,0.-0.010341844909324343j,-0.01574695823187566+0.j,0.+0.02316847211355638j,0.032971748310755+0.j,0.-0.0454219483200235j,-0.060603587914716546+0.j,0.+0.0783355911733193j,0.09809495922109389+0.j,0.-0.11896514479050692j,-0.13962590914497985+0.j,0.+0.158399013257567j,0.17335821717160957+0.j,0.-0.18250305766078914j,-0.18398481698375044+0.j,0.+0.17636171470687498j,0.15885078259960717+0.j,0.-0.13153826513406944j,-0.09551043347526113+0.j,0.+0.05287326380632796j,0.0066422290111284+0.j,0.+0.03949900757440327j,0.0815524609772151+0.j,0.-0.11563494470162616j,-0.13843059072445218+0.j,0.+0.14760735870511357j,0.14213923453274152+0.j,0.-0.12248587768969861j,-0.09059925470429904+0.j,0.+0.04974973467456472j,0.004188764508901365+0.j,0.+0.04131218201658506j,0.08198961385478729+0.j,0.-0.11361718925625443j,-0.1329704777311652+0.j,0.+0.1381710410117336j,0.12887028538384684+0.j,0.-0.10625505278290069j,-0.07287997870502029+0.j,0.+0.03235296416737812j,-0.011083141230731815+0.j,0.+0.0530193434859064j,0.08934373284323441+0.j,0.-0.11664753957896346j,-0.13253291595654595+0.j,0.+0.13579596691406637j,0.12647503657182788+0.j,0.-0.10577033369597255j,-0.07585468906400056+0.j,0.+0.039605164761125376j,0.00029062604048759536+0.j,0.+0.03874883942157149j,0.0743981027010851+0.j,0.-0.10401271630184868j,-0.12559657858162546+0.j,0.+0.13790311367678504j,0.1404602870554839+0.j,0.-0.13352718894884016j,-0.11799539468821295+0.j,0.+0.09525157687672774j,0.06701892380747841+0.j,0.-0.03519407765370861j,-0.0016939752038185774+0.j,0.-0.03167633376244646j,-0.06332757998994694+0.j,0.+0.09195832489034901j,0.1165949864426012+0.j,0.-0.13660239851066153j,-0.1516694281996834+0.j,0.+0.16177534357020876j,0.1671430516591992+0.j,0.-0.168185134378456j,-0.16544795171928967+0.j,0.+0.15955812212183237j,0.15117458396452507+0.j,0.-0.14094832217961054j,-0.12949081175013205+0.j,0.+0.11735135397006527j,0.10500279904634774+0.j,0.-0.0928346700487947j,-0.08115241753987805+0.j,0.+0.0701814161866842j,0.06007433083111395+0.j,0.-0.05092059358760595j,-0.0427569105630863+0.j
-1.4352618007964603e-8+0.j,0.+9.310540437138748e-8j,4.2593434844865853e-7+0.j,0.-1.5865185351980411e-6j,-5.102640769378861e-6+0.j,0.+0.000014633135061433665j,0.0000381822256231447+0.j,0.-0.00009191814101960835j,-0.00020622633020864342+0.j,0.+0.00043451987967040625j,0.0008649375046591635+0.j,0.-0.00163428853680581j,-0.0029424307727266116+0.j,0.+0.0050637940412672075j,0.008351262445002148+0.j,0.-0.01322654690015247j,-0.0201510785218066+0.j,0.+0.02957288532978749j,0.04184824347850838+0.j,0.-0.05714209854767613j,-0.07531777334966876+0.j,0.+0.09583317510537294j,0.11766597870092797+0.j,0.-0.1392923086582517j,-0.1587407355853226+0.j,0.+0.1737351373132973j,0.1819264778520025+0.j,0.-0.18119648790503018j,-0.1699984749563893+0.j,0.+0.14768572014503564j,0.1147698675765876+0.j,0.-0.07305331408883299j,-0.02559219409480184+0.j,0.-0.023530687269483017j,-0.06961375035928062+0.j,0.+0.10788407761135799j,0.13411474487892838+0.j,0.-0.14522350238075304j,-0.1397591946132702+0.j,0.+0.11819308863273681j,0.08295800419884511+0.j,0.-0.03821502952845061j,0.010630360398024804+0.j,0.-0.05760095606975705j,-0.09691638407618884+0.j,0.+0.12374814597406963j,0.134852414457725+0.j,0.-0.1289898161566058j,-0.1070734643267859+0.j,0.+0.07202718345179104j,0.028378440294533694+0.j,0.+0.01835186019909859j,0.06237355500446949+0.j,0.-0.09836355682622897j,-0.12211537211879399+0.j,0.+0.13101984241973588j,0.12432282861547775+0.j,0.-0.1031390417705574j,-0.07023516094344744+0.j,0.+0.029624827647886983j,-0.013960730037255847+0.j,0.+0.05565200382347054j,0.09099621997266326+0.j,0.-0.1164237713886655j,-0.12957898571452442+0.j,0.+0.12948947759463028j,0.11657045559367463+0.j,0.-0.09248027660996436j,-0.0598589816275874+0.j,0.+0.02199115111515006j,-0.017562196868348687+0.j,0.+0.055320290212746696j,0.08819242159648454+0.j,0.-0.11371541955462647j,-0.13020461361365607+0.j,0.+0.13681526573076086j,0.13352111618217785+0.j,0.-0.12102405559151302j,-0.10061356219303534+0.j,0.+0.07399641369557798j,0.04311660091930884+0.j,0.-0.009982863189348726j,0.02348252578204788+0.j,0.-0.05556451371785466j,-0.08484082197905717+0.j,0.+0.11023158485392831j,0.1310156553759557+0.j,0.-0.14681852807822218j,-0.15757824681324628+0.j,0.+0.16349620225722897j,0.1649795251599569+0.j,0.-0.16258103450834502j,-0.1569416019231185+0.j,0.+0.14873852932782258j,0.13864226180807335+0.j,0.-0.12728258953536303j,-0.11522450955989591+0.j,0.+0.10295316062373457j,0.09086672075798226+0.j,0.-0.07927585314489873j
0.+3.964436841442105e-8j,2.51748159076779e-7+0.j,0.-1.1267360739919616e-6j,-4.103394144795561e-6+0.j,0.+0.000012895065092154183j,0.00003610668559916126+0.j,0.-0.00009191814101960835j,-0.0002157112901471416+0.j,0.+0.0004713675209489204j,0.0009663790226383312+0.j,0.-0.0018697536869692495j,-0.0034299259436549015+0.j,0.+0.005987707522174793j,0.00997720188519935+0.j,0.-0.015906318941077142j,-0.024308972332304023+0.j,0.+0.03566404177921771j,0.05028214381432326+0.j,0.-0.06816983913013144j,-0.08889082517519453+0.j,0.+0.11145270563529033j,0.1342532946429973+0.j,0.-0.15511935507606456j,-0.17146131301702852+0.j,0.+0.1805496321093701j,0.17989416199735145+0.j,0.-0.16768109332214973j,-0.14319896225663004+0.j,0.+0.10717168252063065j,0.061917977959050595+0.j,0.-0.011275378147413247j,0.03973801454812649+0.j,0.-0.08550456923259632j,-0.12056256509985583+0.j,0.+0.14042589189659607j,0.1423330661277402+0.j,0.-0.12578961055182192j,-0.0927930403146186+0.j,0.+0.04767810970224103j,-0.003416455542344445+0.j,0.+0.053391425729669095j,0.09521470085128174+0.j,0.-0.1229701836022949j,-0.13275650007817763+0.j,0.+0.12328627245080093j,0.09608551201593338+0.j,0.-0.05525940069765079j,-0.006863027507330509+0.j,0.-0.042019533980510705j,-0.08433844569640228+0.j,0.+0.11411467346051586j,0.12729021744204935+0.j,0.-0.12226761209037194j,-0.10006834667581169+0.j,0.+0.06410252241710228j,0.019602395226846935+0.j,0.+0.027179310046565732j,0.06987624453502451+0.j,0.-0.10288343001246804j,-0.1220779285394548+0.j,0.+0.12529452167375452j,0.11250825399782784+0.j,0.-0.08572134978593252j,-0.048593568673847766+0.j,0.+0.00588676949430088j,-0.03718724756872676+0.j,0.+0.07562272196085355j,0.1051962455482519+0.j,0.-0.1228995309619881j,-0.12719048604633396+0.j,0.+0.11805189619599081j,0.09687221080843536+0.j,0.-0.06618281240956483j,-0.029298879239584397+0.j,0.-0.010084027865901441j,-0.04828764221504662+0.j,0.+0.08200074889388498j,0.10855044914856335+0.j,0.-0.12607766682829363j,-0.13361272476143501+0.j,0.+0.13105816133260184j,0.11909452660106609+0.j,0.-0.09903021023088797j,-0.07261841904880041+0.j,0.+0.04186363693897948j,0.008836916814627217+0.j,0.+0.02448505343822327j,0.05634722928849013+0.j,0.-0.08530498357047261j,-0.11027400739958097+0.j,0.+0.1305445487313556j,0.14576570924179655+0.j,0.-0.1559069461143092j,-0.1612043718372145+0.j,0.+0.16209909513344245j,0.1591739211506664+0.j,0.-0.15309345521921464j,-0.144551237095837+0.j,0.+0.13422613949244117j,0.12274901834717024+0.j
1.024320600144715e-7+0.j,0.-6.364437671288277e-7j,-2.785356487818348e-6+0.j,0.+9.912258055606768e-6j,0.00003041638686927173+0.j,0.-0.00008309704559835573j,-0.00020622633020864342+0.j,0.+0.0004713675209489204j,0.0010021955179519602+0.j,0.-0.0019969435462481666j,-0.003750575032813434+0.j,0.+0.0066696704830541435j,0.0112700945261381+0.j,0.-0.018145968316871586j,-0.027899724460226028+0.j,0.+0.041028249073578126j,0.05776972002870129+0.j,0.-0.07792883190820835j,-0.10071219347359288+0.j,0.+0.1246169616510893j,0.147419788051618+0.j,0.-0.16630605479778862j,-0.17815934305000636+0.j,0.+0.17999949678042243j,0.16951961040371885+0.j,0.-0.14563605690387765j,-0.10894111672574924+0.j,0.+0.06194381452153753j,0.009006602764780361+0.j,0.+0.04406678704371601j,0.09077062789625451+0.j,0.-0.12486962447179153j,-0.1414483926422672+0.j,0.+0.13784573383567916j,0.11428257281993294+0.j,0.-0.07403454774878993j,-0.023077806550927726+0.j,0.-0.030764607685758182j,-0.0790483165641862+0.j,0.+0.11409776242227937j,0.130311912619777+0.j,0.-0.12514321964573413j,-0.09956278829561137+0.j,0.+0.057918056065287105j,0.007202187087052213+0.j,0.+0.044135889849004156j,0.08762720045572503+0.j,0.-0.11620743471899314j,-0.12537986483550637+0.j,0.+0.11391838192884678j,0.0840003304859909+0.j,0.-0.04076363624483988j,0.008615861559225455+0.j,0.-0.05615160724936511j,-0.09435880607803199+0.j,0.+0.11743008664129573j,0.1220882380776344+0.j,0.-0.10799546884296693j,-0.07767991148493279+0.j,0.+0.03602166136072107j,-0.01059153830079769+0.j,0.+0.05528498530598997j,0.09172519002570577+0.j,0.-0.11500017665514538j,-0.1222332899703178+0.j,0.+0.11286329159162892j,0.08857973209476293+0.j,0.-0.0529541750510915j,-0.010847401197757548+0.j,0.-0.032304267869681054j,-0.07121519590220114+0.j,0.+0.10139184427039885j,0.11961524978763928+0.j,0.-0.12422082978856412j,-0.11516390421541932+0.j,0.+0.09388841642713816j,0.06303883543111889+0.j,0.-0.026069117472394557j,0.013192561428333348+0.j,0.-0.050967935767528685j,-0.08389595857972285+0.j,0.+0.10931125950121648j,0.12541691329844962+0.j,0.-0.13134922024015705j,-0.12714442515107058+0.j,0.+0.11362617172313885j,0.09223759633645981+0.j,0.-0.06484345640417669j,-0.03352612011058438+0.j,0.+0.0003954259134395305j,-0.03257274751558988+0.j,0.+0.06366001638638845j,0.0914873678169286+0.j,0.-0.115056265335419j,-0.133753435148047+0.j,0.+0.14732613234103611j,0.15583585762434632+0.j,0.-0.159598647008559j,-0.15911941645062277+0.j,0.+0.1550266656620999j
0.-2.495249913652022e-7j,-1.516236060946601e-6+0.j,0.+6.485119345664089e-6j,0.000022538182029038276+0.j,0.-0.00006748629281937535j,-0.00017975376693387147+0.j,0.+0.00043451987967040625j,0.0009663790226383312+0.j,0.-0.0019969435462481666j,-0.003862368575203774+0.j,0.+0.007031455515833034j,0.012100932697912455+0.j,0.-0.019752532429135657j,-0.03065869828780405+0.j,0.+0.04533186431361208j,0.06392662287865575+0.j,0.-0.08602298403021859j,-0.11043812384473942+0.j,0.+0.13512737720666154j,0.15723609398564858+0.j,0.-0.17334731519430432j,-0.1799349042918158+0.j,0.+0.1739821706442153j,0.15367224292635864+0.j,0.-0.11901263973363908j,-0.0722374517917947+0.j,0.+0.017847386173887782j,-0.03779611879279889+0.j,0.+0.08731849129022337j,0.12351425214959547+0.j,0.-0.14066310891130065j,-0.1357198506804306+0.j,0.+0.10911254355283691j,0.0649398203679918+0.j,0.-0.010468949979683333j,0.04501975811035109+0.j,0.-0.09185144762898821j,-0.1217350047651053+0.j,0.+0.12934682026549885j,0.11339050568967532+0.j,0.-0.07690124308676823j,-0.026715030198254226+0.j,0.-0.027804820585653946j,-0.07653695775789797+0.j,0.+0.11051707795046846j,0.12361982008238862+0.j,0.-0.11367889251560195j,-0.0828345971602263+0.j,0.+0.037056379526477064j,-0.015047291098783916+0.j,0.+0.0638829917199722j,0.10066036855996299+0.j,0.-0.11897186734366708j,-0.11587744595995507+0.j,0.+0.09231571990839596j,0.052799044811042854+0.j,0.-0.00448543502320179j,0.0441711792696536+0.j,0.-0.08492769068105648j,-0.11114130009430032+0.j,0.+0.11880856799668359j,0.10710030418706094+0.j,0.-0.07833820131855006j,-0.03745894224424716+0.j,0.-0.008906254874299925j,-0.05355657467832493+0.j,0.+0.08985458459537018j,0.11268882649994018+0.j,0.-0.11913278315837066j,-0.10872844594282502+0.j,0.+0.08338826138079018j,0.04696771853839824+0.j,0.-0.00460388182047984j,0.03806184128833588+0.j,0.-0.07565616912354242j,-0.10373692104631642+0.j,0.+0.11927050616598087j,0.12088334963497929+0.j,0.-0.10888254699386456j,-0.08507211997439791+0.j,0.+0.052413933627428425j,0.014594878696367492+0.j,0.+0.024435646944813805j,0.06090015320260809+0.j,0.-0.09155406433104434j,-0.1139439920096688+0.j,0.+0.12655069379144507j,0.12881936932908272+0.j,0.-0.12109205655529573j,-0.10446500208914648+0.j,0.+0.0805978163052244j,0.05150137057184531+0.j,0.-0.019328526237317702j,0.01381312511539696+0.j,0.-0.04601328130005571j,-0.07566857406662264+0.j,0.+0.1015482338899746j,0.12281866153701602+0.j,0.-0.1390330014128419j,-0.15009369728193206+0.j
