0.03629317475060621+0.j,0.-0.09346638416786934j,-0.17020445614168317+0.j,0.+0.2530700675185047j,0.3258676640251499+0.j,0.-0.3753070714166645j,-0.3945859381421955+0.j,0.+0.3840812145843241j,0.3497104056424753+0.j,0.-0.3002049039604893j,-0.2444827739041775+0.j,0.+0.18983767397428267j,0.14113094938664772+0.j,0.-0.10080476673417967j,-0.06938211480673825+0.j,0.+0.04613519768147561j,0.02970317518230729+0.j,0.-0.018552775869175028j,-0.011261678569769796+0.j,0.+0.006653601849549527j,0.003831530557039559+0.j,0.-0.002153243417316652j,-0.001182258023023148+0.j,0.+0.0006348612706509448j,0.0003337364909277687+0.j,0.-0.0001718953675793848j,-0.00008681764101437135+0.j,0.+0.00004302853711228125j,0.000020941512606457944+0.j,0.-0.000010014736587209303j,-4.708790683446939e-6+0.j,0.+2.178005743482329e-6j,9.915497596897162e-7+0.j,0.-4.4451664289216425e-7j,-1.9632655653967432e-7+0.j,0.+8.546248354565797e-8j,3.66821465004944e-8+0.j,0.-1.5530461491302885e-8j,-6.488182315361301e-9+0.j,0.+2.675600222946914e-9j,1.0894861405241853e-9+0.j,0.-4.381877816992272e-10j,-1.74126993122573e-10+0.j,0.+6.838523676284369e-11j,2.6550120636161816e-11+0.j,0.-1.0192734783434467e-11j,-3.870279148990551e-12+0.j,0.+1.453864202503244e-12j,5.404228541231062e-13+0.j,0.-1.9882278316461262e-13j,-7.24121810817676e-14+0.j,0.+2.61130152783576e-14j,9.325794325415026e-15+0.j,0.-3.2989701081257722e-15j,-1.156144140942374e-15+0.j,0.+4.0147741573524843e-16j,1.3816485595522398e-16+0.j,0.-4.7129262399520566e-17j,-1.5937020386037235e-17+0.j,0.+5.343325173932367e-18j,1.7765051113131498e-18+0.j,0.-5.857766094718769e-19j,-1.91587276299494e-19+0.j,0.+6.216227076452849e-20j,2.0010934287057115e-20+0.j,0.-6.392064808439704e-21j,-2.026281054877489e-21+0.j,0.+6.375184599247489e-22j,1.990988678289633e-22+0.j,0.-6.172693701766321e-23j,-1.9000113236531428e-23+0.j,0.+5.807075827693477e-24j,1.762469990014262e-24+0.j,0.-5.312400182389327e-25j,-1.5903964775768817e-25+0.j,0.+4.7293913812284125e-26j,1.397104661016267e-26+0.j,0.-4.100285157017458e-27j,-1.195631206584939e-27+0.j,0.+3.4642895061251665e-28j,9.974695962644957e-29+0.j,0.-2.854221278698407e-29j,-8.117292495701973e-30+0.j,0.+2.294576975273152e-30j,6.447531468143499e-31+0.j,0.-1.8010032216964486e-31j,-5.001447866105093e-32+0.j,0.+1.3809139026124476e-32j,3.7910171403247825e-33+0.j,0.-1.0348829378746423e-33j,-2.809315104226261e-34+0.j,0.+7.584208085891554e-35j,2.0363236656149124e-35+0.j,0.-5.437957591510574e-36j,-1.444449529207032e-36+0.j,0.+3.81655083274687e-37j,1.0031500906193255e-37+0.j,0.-2.623073933382286e-38j,-6.82382649770784e-39+0.j,0.+1.766203986811607e-39j
0.-0.09346638416786934j,-0.2044122755012988+0.j,0.+0.3061487867007616j,0.35693256233827586+0.j,0.-0.3330719890870204j,-0.23787195969648778+0.j,0.+0.09687255521264225j,-0.0548458660421962+0.j,0.+0.18573101355429572j,0.27600880271424677+0.j,0.-0.31971092562073666j,-0.321965679029238+0.j,0.+0.29416023775703604j,0.24925077219184255+0.j,0.-0.19849604777862528j,-0.14990307444191897+0.j,0.+0.10804573616888308j,0.07469007298751346+0.j,0.-0.0497103836888255j,-0.03195339325344793+0.j,0.+0.01988841111210306j,0.012012997141804599+0.j,0.-0.007054919164599955j,-0.004034942072863731+0.j,0.+0.0022506955032026523j,0.0012259976089824718+0.j,0.-0.0006529149962219836j,-0.0003403056268220753+0.j,0.+0.00017375460993385768j,0.00008698238793752106+0.j,0.-0.00004272634860226828j,-0.000020608384487637905+0.j,0.+9.767107342913963e-6j,4.551249004833861e-6+0.j,0.-2.0863522900443955e-6j,-9.413906930269579e-7+0.j,0.+4.1830679203641157e-7j,1.8313294434548837e-7+0.j,0.-7.902707625274029e-8j,-3.3628170206189686e-8+0.j,0.+1.4116210819587804e-8j,5.847643221716762e-9+0.j,0.-2.3913494043610656e-9j,-9.657134762451914e-10+0.j,0.+3.852413995267807e-10j,1.5185411334457024e-10+0.j,0.-5.916329992348133e-11j,-2.2789137688962883e-11+0.j,0.+8.680907182012721e-12j,3.2709285360274538e-12+0.j,0.-1.219405152636979e-12j,-4.4987714930069686e-13+0.j,0.+1.6428676617757644e-13j,5.939691785059897e-14+0.j,0.-2.1264944121628044e-14j,-7.540263321166464e-15+0.j,0.+2.6485637482446227e-15j,9.217490559913964e-16+0.j,0.-3.178829096422394e-16j,-1.0865382695077007e-16+0.j,0.+3.681415724974003e-17j,1.2366388747737439e-17+0.j,0.-4.119011907271511e-18j,-1.3605893880615794e-18+0.j,0.+4.457636920867568e-19j,1.4487172489811198e-19+0.j,0.-4.671106649562055e-20j,-1.4944013925134297e-20+0.j,0.+4.744369449085898e-21j,1.4948730541417683e-21+0.j,0.-4.675133169623235e-22j,-1.4514274605940258e-22+0.j,0.+4.4735755654022424e-23j,1.369043941532393e-23+0.j,0.-4.160322123702716e-24j,-1.255526991052474e-24+0.j,0.+3.763189256735545e-25j,1.1203590755789562e-25+0.j,0.-3.3133610125701694e-26j,-9.734838686441797e-27+0.j,0.+2.8416748166910883e-27j,8.24217426810579e-28+0.j,0.-2.375561383553421e-28j,-6.804279392490796e-29+0.j,0.+1.9369702427167852e-29j,5.4805151066807164e-30+0.j,0.-1.541378604623691e-30j,-4.309411075327547e-31+0.j,0.+1.1977814052565908e-31j,3.309923385478656e-32+0.j,0.-9.094274245507721e-33j,-2.4845985025096093e-33+0.j,0.+6.7500992048801756e-34j,1.8237148489977358e-34+0.j,0.-4.900304135637128e-35j,-1.3095870159659266e-35+0.j,0.+3.481098025314809e-36j,9.204358237744816e-37+0.j,0.-2.4209756343630582e-37j,-6.334768345592787e-38+0.j
-0.17020445614168317+0.j,0.+0.3061487867007616j,0.3530917747811158+0.j,0.-0.2750283286766045j,-0.10175295655457109+0.j,0.-0.09346269244556046j,-0.23559914717448946+0.j,0.+0.2811075516431749j,0.22852875683358737+0.j,0.-0.10862346201874976j,0.034973425047830194+0.j,0.-0.16348160353099467j,-0.25297900406479723+0.j,0.+0.2960729517053405j,0.29798964462726135+0.j,0.-0.27062683495859524j,-0.2272361271222144+0.j,0.+0.1789923875824038j,0.13354645583980457+0.j,0.-0.09502982148326176j,-0.06482824314778393+0.j,0.+0.04256987088710094j,0.026995432491691097+0.j,0.-0.016576671671058016j,-0.009878880572309007+0.j,0.+0.005724840146175532j,0.003231423872002318+0.j,0.-0.0017792584298641802j,-0.0009568958825626909+0.j,0.+0.0005032408942488532j,0.00025907566685566313+0.j,0.-0.00013068545592004048j,-0.0000646474086573461+0.j,0.+0.000031386247446454664j,0.000014965984403839226+0.j,0.-7.013543497799975e-6j,-3.2322360740650224e-6+0.j,0.+1.4657161987014639e-6j,6.543478565311914e-7+0.j,0.-2.877364408213857e-7j,-1.2468380135638752e-7+0.j,0.+5.3265168724555737e-8j,2.2442564900908774e-8+0.j,0.-9.329644365708952e-9j,-3.8280641734461245e-9+0.j,0.+1.5508305403312774e-9j,6.205290006112531e-10+0.j,0.-2.4530518837307e-10j,-9.583538445662497e-11+0.j,0.+3.701186152181029e-11j,1.4134077578911556e-11+0.j,0.-5.338457444076697e-12j,-1.994762346558999e-12+0.j,0.+7.37554724029646e-13j,2.6991148150892137e-13+0.j,0.-9.778331313748317e-14j,-3.5076227042286717e-14+0.j,0.+1.2460934760990866e-14j,4.3848984166736286e-15+0.j,0.-1.5286849925261806e-15j,-5.280820845141917e-16+0.j,0.+1.8079334758888077e-16j,6.135232222750522e-17+0.j,0.-2.064023212091953e-17j,-6.884909826399868e-18+0.j,0.+2.2774292601950903e-18j,7.471627625285202e-19+0.j,0.-2.4314644725149107e-19j,-7.849821936796972e-20+0.j,0.+2.5144662250216347e-20j,7.992435646647707e-21+0.j,0.-2.5212237572591604e-21j,-7.893916264109569e-22+0.j,0.+2.4534148800682545e-22j,7.569964869633222e-23+0.j,0.-2.3190322113870515e-23j,-7.054302661834708e-24+0.j,0.+2.1309775377339575e-24j,6.393269449463254e-25+0.j,0.-1.9051414328327697e-25j,-5.639376997347978e-26+0.j,0.+1.6583388720242023e-26j,4.84497133780839e-27+0.j,0.-1.4064408619583614e-27j,-4.056950258796035e-28+0.j,0.+1.1629486536785872e-28j,3.3131254659076765e-29+0.j,0.-9.381336345269906e-30j,-2.6404211453449932e-30+0.j,0.+7.3874538304569055e-31j,2.054755261097873e-31+0.j,0.-5.681972201414237e-32j,-1.5622158178619372e-32+0.j,0.+4.270851262222197e-33j,1.1610402331264066e-33+0.j,0.-3.138822718420194e-34j,-8.439168959770182e-35+0.j,0.+2.2566907453366044e-35j,6.0021854811665075e-36+0.j,0.-1.5879497377368292e-36j
0.+0.2530700675185047j,0.35693256233827586+0.j,0.-0.2750283286766045j,-0.05583663570510276+0.j,0.-0.16628303601119238j,-0.2703283694813449+0.j,0.+0.2181265605935804j,0.05808371743333508+0.j,0.+0.11925661692940669j,0.23431562014389745+0.j,0.-0.2503189614321097j,-0.17610512164239356+0.j,0.+0.0491809614910892j,-0.08639898874873313+0.j,0.+0.1965220207740612j,0.26394109307546787+0.j,0.-0.28711776982759046j,-0.2747936948664192+0.j,0.+0.23987523620058163j,0.19478857595955043+0.j,0.-0.14897547196020927j,-0.10822400362448908+0.j,0.+0.07514134720882895j,0.05009979054231252+0.j,0.-0.032197402978196586j,-0.020005840346111043+0.j,0.+0.012048800628784325j,0.007048764787420867+0.j,0.-0.004012954810200544j,-0.0022268618324284358+0.j,0.+0.0012061783896375779j,0.0006385008735434797+0.j,0.-0.00033069531513667743j,-0.00016774426630524738+0.j,0.+0.00008340954156651577j,0.00004069041652758478+0.j,0.-0.000019489747300888972j,-9.171926374778862e-6+0.j,0.+4.243599029295199e-6j,1.9314611643201206e-6+0.j,0.-8.652776668107511e-7j,-3.8173894219101763e-7+0.j,0.+1.659310771272771e-7j,7.109431152324753e-8+0.j,0.-3.0038025115876025e-8j,-1.252016208055631e-8+0.j,0.+5.150072002177598e-9j,2.0913902579074197e-9+0.j,0.-8.38727027035969e-10j,-3.3228266697484547e-10+0.j,0.+1.3008490814974494e-10j,5.033876002507374e-11+0.j,0.-1.9259839884476283e-11j,-7.287691989940463e-12+0.j,0.+2.7278593021262933e-12j,1.010301896339381e-12+0.j,0.-3.703187859297664e-13j,-1.3436607306706752e-13+0.j,0.+4.827061282106362e-14j,1.717282032158604e-14+0.j,0.-6.051303394541495e-15j,-2.1124397505065336e-15+0.j,0.+7.3067524109134335e-16j,2.5046254091931594e-16+0.j,0.-8.509625680899506e-17j,-2.866129443671988e-17+0.j,0.+9.571164240098164e-18j,3.16942891786353e-18+0.j,0.-1.0408928313718545e-18j,-3.390776616813712e-19+0.j,0.+1.0957663118672767e-19j,3.513321452269235e-20+0.j,0.-1.1177709235267816e-20j,-3.529188168311653e-21+0.j,0.+1.1059472252256213e-21j,3.44017498875022e-22+0.j,0.-1.0623330657823953e-22j,-3.2570242394587985e-23+0.j,0.+9.91530687540751e-24j,2.9975033575508887e-24+0.j,0.-8.999612078340146e-25j,-2.6837345980054077e-25+0.j,0.+7.949630588915346e-26j,2.3392939803252318e-26+0.j,0.-6.83897411294196e-27j,-1.9865625852144884e-27+0.j,0.+5.733958660318472e-28j,1.6446854002101893e-28+0.j,0.-4.688362327191649e-29j,-1.3283201943595145e-29+0.j,0.+3.740761921826609e-30j,1.0471880273614231e-30+0.j,0.-2.914254223467851e-31j,-8.063034093520739e-32+0.j,0.+2.218029281905004e-32j,6.066839596979969e-33+0.j,0.-1.650107700241476e-33j,-4.463176456307269e-34+0.j,0.+1.2005621452931318e-34j,3.211887277981619e-35+0.j
0.3258676640251499+0.j,0.-0.3330719890870204j,-0.10175295655457109+0.j,0.-0.16628303601119238j,-0.26995229562215317+0.j,0.+0.16218036635218577j,-0.050210901775495184+0.j,0.+0.21376236097990195j,0.2357045022499526+0.j,0.-0.12283342687729434j,0.04816034488214328+0.j,0.-0.18834389071396399j,-0.2416947660544186+0.j,0.+0.19991457701260706j,0.09141541938788161+0.j,0.+0.040697431175224195j,0.15817273030236428+0.j,0.-0.23806818225739262j,-0.2740482195627668+0.j,0.+0.27197491406660423j,0.2437310582244314+0.j,0.-0.20199019851744043j,-0.15705143902260524+0.j,0.+0.11567123126212431j,0.08125968372027513+0.j,0.-0.054732829683904284j,-0.0354903522052474+0.j,0.+0.02222730483881232j,0.013481965835608446+0.j,0.-0.007937775345000548j,-0.004545367194665502+0.j,0.+0.002535687851892739j,0.0013801307648965801+0.j,0.-0.0007338527527550132j,-0.00038165142112500373+0.j,0.+0.00019433341622660942j,0.00009697512309234391+0.j,0.-0.00004746544912664161j,-0.000022805472003529936+0.j,0.+0.00001076357255372451j,4.9936348942697144e-6+0.j,0.-2.2786910471502777e-6j,-1.0233130921218851e-6+0.j,0.+4.5249626904301453e-7j,1.9711445662061404e-7+0.j,0.-8.462891387049747e-8j,-3.582640459315826e-8+0.j,0.+1.4960562282858977e-8j,6.16479491340947e-9+0.j,0.-2.507678203531545e-9j,-1.0072917797354054e-9+0.j,0.+3.996769300953738e-10j,1.5669889601731335e-10+0.j,0.-6.072282146168808e-11j,-2.3264140669071967e-11+0.j,0.+8.814249827127392e-12j,3.3033596543106086e-12+0.j,0.-1.2249052296149258e-12j,-4.494947283281784e-13+0.j,0.+1.6327408897676855e-13j,5.871803867500431e-14+0.j,0.-2.0910995519013305e-14j,-7.375823890047463e-15+0.j,0.+2.577267403740526e-15j,8.922752989153346e-16+0.j,0.-3.0612803656760306e-16j,-1.040983434093122e-16+0.j,0.+3.509053778283149e-17j,1.1727576355410425e-17+0.j,0.-3.886536596404163e-18j,-1.2773664156147039e-18+0.j,0.+4.1641499284181505e-19j,1.3466454014127883e-19+0.j,0.-4.3206807866528043e-20j,-1.3755530628175638e-20+0.j,0.+4.345915121711323e-21j,1.362745359166345e-21+0.j,0.-4.241574120521251e-22j,-1.310587731650831e-22+0.j,0.+4.020482882018786e-23j,1.2246400408844772e-23+0.j,0.-3.704252237723021e-24j,-1.1127484757840508e-24+0.j,0.+3.320008042622324e-25j,9.839365853875814e-26+0.j,0.-2.896809999177339e-26j,-8.472974067004382e-27+0.j,0.+2.4623610851007677e-27j,7.110557656437205e-28+0.j,0.-2.0404538915739935e-28j,-5.819093761529893e-29+0.j,0.+1.6493877297505258e-29j,4.646881113940721e-30+0.j,0.-1.3013782049520313e-30j,-3.623094510475704e-31+0.j,0.+1.0028136255621537e-31j,2.7596548561761643e-32+0.j,0.-7.551133619882142e-33j,-2.0545683070760976e-33+0.j,0.+5.5591400671547995e-34j
0.-0.3753070714166645j,-0.23787195969648778+0.j,0.-0.09346269244556046j,-0.2703283694813449+0.j,0.+0.16218036635218577j,-0.08316653852959638+0.j,0.+0.2354883996330666j,0.18678323634268046+0.j,0.-0.0010743208478130673j,0.17476152474837053+0.j,0.-0.22917974814821718j,-0.14548537687580881+0.j,0.-0.013417320571643375j,-0.15947624083594905+0.j,0.+0.22923645013828786j,0.2052080422203519+0.j,0.-0.10936831959079957j,0.01746911887531571+0.j,0.-0.13607683944414176j,-0.22098040971337934+0.j,0.+0.263240817163538j,0.2668646445832844+0.j,0.-0.24281952655729727j,-0.20361737843529618+0.j,0.+0.15983487539580207j,0.11866548938796073+0.j,0.-0.08393524072169276j,-0.05687257850741377+0.j,0.+0.037072004901967374j,0.023326808796512787+0.j,0.-0.014208526203403512j,-0.008397480235935005+0.j,0.+0.004825320262028729j,0.0027004300207124085+0.j,0.-0.0014740997235307516j,-0.0007859378019334476+0.j,0.+0.0004097634534146016j,0.0002091341281255342+0.j,0.-0.00010458778114605358j,-0.00005129563607144511+0.j,0.+0.00002469273030877095j,0.00001167518875460734+0.j,0.-5.425707812988221e-6j,-2.4797957775945695e-6+0.j,0.+1.1153009431733735e-6j,4.938748778071688e-7+0.j,0.-2.1543035417335713e-7j,-9.261135440936216e-8+0.j,0.+3.925351261562953e-8j,1.6410727051331417e-8+0.j,0.-6.769860489625353e-9j,-2.756717561773044e-9+0.j,0.+1.1084467117452397e-9j,4.4023918529743767e-10+0.j,0.-1.7276186646755617e-10j,-6.700691125245485e-11+0.j,0.+2.569358911113848e-11j,9.742682678843235e-12+0.j,0.-3.654186517813574e-12j,-1.3560196829974533e-12+0.j,0.+4.979715182931357e-13j,1.8100975941587644e-13+0.j,0.-6.514035775332381e-14j,-2.3213296909862922e-14+0.j,0.+8.193064250773735e-15j,2.8645717196017093e-15+0.j,0.-9.923266402951615e-16j,-3.4064816328546156e-16+0.j,0.+1.159006694391309e-16j,3.908982536269833e-17+0.j,0.-1.3070924756189281e-17j,-4.3338935781571166e-18+0.j,0.+1.4250884610909915e-18j,4.647905043311317e-19+0.j,0.-1.503774410579369e-19j,-4.826968014228864e-20+0.j,0.+1.5374000450414894e-20j,4.859289988437027e-21+0.j,0.-1.524345031503996e-21j,-4.746437667393657e-22+0.j,0.+1.4671493739904076e-22j,4.502456347578378e-23+0.j,0.-1.3719507772753116e-23j,-4.151311264068021e-24+0.j,0.+1.247476786579225e-24j,3.7232441667335487e-25+0.j,0.-1.1038059972792328e-25j,-3.250763586028373e-26+0.j,0.+9.511249921299452e-27j,2.764945179165645e-27+0.j,0.-7.986718238523359e-28j,-2.292547583234287e-28+0.j,0.+6.539896316646575e-29j,1.8542119127764102e-29+0.j,0.-5.2253637670278586e-30j,-1.463774612452492e-30+0.j,0.+4.076275225989014e-31j,1.1285342479871508e-31+0.j,0.-3.1064013990527456e-32j,-8.501996648685777e-33+0.j
-0.3945859381421955+0.j,0.+0.09687255521264225j,-0.23559914717448946+0.j,0.+0.2181265605935804j,-0.050210901775495184+0.j,0.+0.2354883996330666j,0.1644184876199857+0.j,0.+0.0579785786323727j,0.21454919673754347+0.j,0.-0.18505448704334787j,-0.015336151987880456+0.j,0.-0.157352140122735j,-0.2198539379271662+0.j,0.+0.14791849480144134j,-0.0025920567633234627+0.j,0.+0.14670543275693387j,0.22011695114728408+0.j,0.-0.20246079087421026j,-0.11280946682601428+0.j,0.-0.00981872430016892j,-0.12669014714245402+0.j,0.+0.21190546018806186j,0.2557141494317261+0.j,0.-0.2613370814580861j,-0.2391894439543465+0.j,0.+0.2015004455067887j,0.1587750675848186+0.j,0.-0.11825951045918542j,-0.0838824825413567+0.j,0.+0.05697715562829288j,0.037221936865825034+0.j,0.-0.023467566251355453j,-0.014319961388936202+0.j,0.+0.008477232721849654j,0.004878487596010614+0.j,0.-0.0027339790259903853j,-0.0014943343001853177+0.j,0.+0.0007976793430820463j,0.0004163490751437479+0.j,0.-0.0002127169654464052j,-0.00010648361022182807+0.j,0.+0.00005227346754383376j,0.000025185229036857578+0.j,0.-0.000011917783458362398j,-5.54272671231279e-6+0.j,0.+2.5351330598965037e-6j,1.1409809810602167e-6+0.j,0.-5.055798350028237e-7j,-2.2067457008387848e-7+0.j,0.+9.492253859164959e-8j,4.0256072041149565e-8+0.j,0.-1.683904011172188e-8j,-6.9501710831852604e-9+0.j,0.+2.831552565327825e-9j,1.1390812150208618e-9+0.j,0.-4.526135872967865e-10j,-1.7769607149743507e-10+0.j,0.+6.894981303261632e-11j,2.6449335769364876e-11+0.j,0.-1.003317546973894e-11j,-3.76455930754323e-12+0.j,0.+1.397484768832864e-12j,5.13378464239979e-13+0.j,0.-1.8667316049768014e-13j,-6.720038262865925e-14+0.j,0.+2.395495603721997e-14j,8.45740885771825e-15+0.j,0.-2.9578678827228663e-15j,-1.0249383186767503e-15+0.j,0.+3.5194049149394194e-16j,1.1977481671968812e-16+0.j,0.-4.040695643510509e-17j,-1.3514754985328543e-17+0.j,0.+4.4821493455897915e-18j,1.4741885403364738e-18+0.j,0.-4.809153325043951e-19j,-1.5562931477474232e-19+0.j,0.+4.996636577688481e-20j,1.591777125051929e-20+0.j,0.-5.032198020956442e-21j,-1.5789025587918725e-21+0.j,0.+4.917277049889763e-22j,1.5202460012046359e-22+0.j,0.-4.6662668174667846e-23j,-1.42212269724551e-23+0.j,0.+4.3038819794809395e-24j,1.2935468337104646e-24+0.j,0.-3.8613930524704654e-25j,-1.1449494096066287e-25+0.j,0.+3.372471581264122e-26j,9.868888435904192e-27+0.j,0.-2.8693487089157373e-27j,-8.289528137333583e-28+0.j,0.+2.3798138016068115e-28j,6.789804029825728e-29+0.j,0.-1.9253342192841407e-29j,-5.426531815533294e-30+0.j,0.+1.520329822167298e-30j,4.234319683400912e-31+0.j,0.-1.1724389200945885e-31j
0.+0.3840812145843241j,-0.0548458660421962+0.j,0.+0.2811075516431749j,0.05808371743333508+0.j,0.+0.21376236097990195j,0.18678323634268046+0.j,0.+0.0579785786323727j,0.22085355219892058+0.j,0.-0.14685572946706527j,0.06314798234642048+0.j,0.-0.2062545464544698j,-0.17238797276596388+0.j,0.+0.007978642542515093j,-0.15562982687648863+0.j,0.+0.21171139212963425j,0.13900543706392715+0.j,0.+0.007540800281166818j,0.14595664248767393+0.j,0.-0.21485329745927362j,-0.1954119341595554+0.j,0.+0.10672071059984581j,-0.013169689098705759+0.j,0.+0.12676173865566642j,0.2091415309220471+0.j,0.-0.25108053746017206j,-0.25588948898242+0.j,0.+0.23379324068560503j,0.1967168536592678+0.j,0.-0.1548696698834074j,-0.1152741854329991+0.j,0.+0.08172290919233653j,0.05548767197078464+0.j,0.-0.03623703388931956j,-0.022840530849188415+0.j,0.+0.013934299175392845j,0.008247435248655293+0.j,0.-0.0047455297329908j,-0.002659132962442285+0.j,0.+0.0014532716548202123j,0.0007756911177458091+0.j,0.-0.00040484201733874143j,-0.0002068248438520621+0.j,0.+0.00010352857831868914j,0.000050820549629257415+0.j,0.-0.000024484296961656154j,-0.000011585734807916764+0.j,0.+5.3881567118024076e-6j,2.4643827172661186e-6+0.j,0.-1.1091190393199354e-6j,-4.914545359917016e-7+0.j,0.+2.1450678638946063e-7j,9.226869178489675e-8+0.j,0.-3.9130344446900635e-8j,-1.636807932981777e-8+0.j,0.+6.755768404431174e-9j,2.7523484379780835e-9+0.j,0.-1.1072191261966143e-9j,-4.3995381425476476e-10+0.j,0.+1.727262646090709e-10j,6.702164618946082e-11+0.j,0.-2.5709791349881802e-11j,-9.752686687906329e-12+0.j,0.+3.659336534725939e-12j,1.3584318719310008e-12+0.j,0.-4.990352174759694e-13j,-1.8145894068335158e-13+0.j,0.+6.532378306274425e-14j,2.3286176242377966e-14+0.j,0.-8.221356081054607e-15j,-2.8753341922387365e-15+0.j,0.+9.963473996258902e-16j,3.4212583399693285e-16+0.j,0.-1.164355970692954e-16j,-3.9280777078726345e-17+0.j,0.+1.3138198390034776e-17j,4.3573023608326006e-18+0.j,0.-1.4331384925952799e-18j,-4.675278894822783e-19+0.j,0.+1.5129831189700416e-19j,4.8576276334200095e-20+0.j,0.-1.547506548424963e-20j,-4.892284802748128e-21+0.j,0.+1.535016684794788e-21j,4.780641750838505e-22+0.j,0.-1.4780159676647921e-22j,-4.536684109560042e-23+0.j,0.+1.3826419684216482e-23j,4.184433723698432e-24+0.j,0.-1.2576568055294675e-24j,-3.75428830799747e-25+0.j,0.+1.113200780732843e-25j,3.278982279230069e-26+0.j,0.-9.595388139692612e-27j,-2.789851868581753e-27+0.j,0.+8.059926816696471e-28j,2.3139166461231773e-28+0.j,0.-6.601845885412407e-29j,-1.872050887053312e-29+0.j,0.+5.2763940078245364e-30j,1.4782775814494516e-30+0.j
0.3497104056424753+0.j,0.+0.18573101355429572j,0.22852875683358737+0.j,0.+0.11925661692940669j,0.2357045022499526+0.j,0.-0.0010743208478130673j,0.21454919673754347+0.j,0.-0.14685572946706527j,0.08713970530216308+0.j,0.-0.21326099441332844j,-0.11719556888956069+0.j,0.-0.08489364291797766j,-0.20386663885564707+0.j,0.+0.15187357797263706j,-0.013113228426311881+0.j,0.+0.1633316983656161j,0.20344936055549695+0.j,0.-0.12190270684023295j,0.02330854162330456+0.j,0.-0.15318633378030097j,-0.2118029507716068+0.j,0.+0.18489846798122436j,0.09357857626835256+0.j,0.+0.024509192845533195j,0.13363201274768377+0.j,0.-0.21086152567288402j,-0.24843987635204462+0.j,0.+0.25039262930679357j,0.2270129015987655+0.j,0.-0.18990458235874286j,-0.1488178424686907+0.j,0.+0.11034953799176012j,0.07798110381860648+0.j,0.-0.05280119519545862j,-0.034399619420720715+0.j,0.+0.021636292235454494j,0.013174592250502017+0.j,0.-0.007784476143045431j,-0.004472225213967554+0.j,0.+0.0025024611626422374j,0.0013658847112077367+0.j,0.-0.0007281836748993422j,-0.0003796312785923016+0.j,0.+0.00019374843413630648j,0.00009689151676869352+0.j,0.-0.00004752066290957878j,-0.000022875636855534275+0.j,0.+0.000010816180300924377j,5.026614424386273e-6+0.j,0.-2.2974545169113547e-6j,-1.0333254202236442e-6+0.j,0.+4.5759137186400935e-7j,1.9961129697108268e-7+0.j,0.-8.581456214073879e-8j,-3.6374311955425816e-8+0.j,0.+1.5207728985184705e-8j,6.273893617397503e-9+0.j,0.-2.554883256729039e-9j,-1.0273426291050977e-9+0.j,0.+4.0804788730021076e-10j,1.601372737418822e-10+0.j,0.-6.211354731122873e-11j,-2.3818462286089713e-11+0.j,0.+9.032119689046296e-12j,3.3878481936243262e-12+0.j,0.-1.2572487555580257e-12j,-4.617230632784778e-13+0.j,0.+1.6784203079550182e-13j,6.04046465679266e-14+0.j,0.-2.1526741373124084e-14j,-7.59816736572079e-15+0.j,0.+2.656702838292421e-15j,9.203615388659302e-16+0.j,0.-3.1595856444842843e-16j,-1.0750533729927009e-16+0.j,0.+3.62599783493962e-17j,1.2125218605730963e-17+0.j,0.-4.02050567357459e-18j,-1.322096497221842e-18+0.j,0.+4.3121830910067205e-19j,1.3952144665349278e-19+0.j,0.-4.478687472476282e-20j,-1.426530318308029e-20+0.j,0.+4.5090436460553624e-21j,1.4145299079024966e-21+0.j,0.-4.404672269712726e-22j,-1.3615602009497892e-22+0.j,0.+4.1785774955499653e-23j,1.2733085496886544e-23+0.j,0.-3.852976342094734e-24j,-1.1578683558921692e-24+0.j,0.+3.4559197530949e-25j,1.0245898681464227e-25+0.j,0.-3.017571920481771e-26j,-8.829264703186581e-27+0.j,0.+2.566775807054064e-27j,7.414536657521673e-28+0.j,0.-2.128374413953609e-28j,-6.071756303583139e-29+0.j,0.+1.72153723040571e-29j
