0.0947802248421549+0.j,0.2057492688092939+0.j,0.3158230828695177+0.j,0.3958255346509313+0.j,0.42962978018941644+0.j,0.41709015701069024+0.j,0.36963652748419185+0.j,0.30328185483597014+0.j,0.2327673165668987+0.j,0.16843072228796915+0.j,0.11562237259131773+0.j,0.07567738211332224+0.j,0.04742376643882693+0.j,0.02855255210863488+0.j,0.016565382976816704+0.j,0.009284882608132537+0.j,0.005038914527753204+0.j,0.0026529746300262788+0.j,0.0013574298972051793+0.j,0.0006760225387065585+0.j,0.00032814571965608446+0.j,0.00015544532391408039+0.j,0.00007194272565104957+0.j,0.0000325644341034826+0.j,0.000014429739157319194+0.j,6.264826414310842e-6+0.j,2.6671223208112203e-6+0.j,1.1142473702074724e-6+0.j,4.571125741855643e-7+0.j,1.8426579909875039e-7+0.j,7.303056715832616e-8+0.j,2.8473731954061785e-8+0.j,1.092672389381273e-8+0.j,4.129082545147092e-9+0.j,1.5372152079411195e-9+0.j,5.640546918433129e-10+0.j,2.040753413286493e-10+0.j,7.282998749710063e-11+0.j,2.5647143571302877e-11+0.j,8.915121479041411e-12+0.j,3.059974698630769e-12+0.j,1.0374005479550915e-12+0.j,3.474900661420498e-13+0.j,1.1503466492673903e-13+0.j,3.764635726992716e-14+0.j,1.2182523798103378e-14+0.j,3.89923058562161e-15+0.j,1.2346690322187648e-15+0.j,3.868570382463608e-16+0.j,1.1997010208989709e-16+0.j,3.6830582887097946e-17+0.j,1.119551483987392e-17+0.j,3.370256570203346e-18+0.j,1.0049526392341681e-18+0.j,2.968720292313736e-19+0.j,8.689774410792752e-20+0.j,2.5207806389641672e-20+0.j,7.248000132158938e-21+0.j,2.0659735718611788e-21+0.j,5.838742490589294e-22+0.j,1.6363050187281026e-22+0.j,4.5479942902883035e-23+0.j,1.2538472504091126e-23+0.j,3.429216644913596e-24+0.j,9.305195499043317e-25+0.j,2.505471053107485e-25+0.j,6.69480586005139e-26+0.j,1.7755019439127753e-26+0.j,4.673984433372818e-27+0.j,1.2214713422402136e-27+0.j,3.1692378061138475e-28+0.j,8.164812568835938e-29+0.j,2.0888176917667489e-29+0.j,5.307129353030501e-30+0.j,1.3392584000521598e-30+0.j,3.3570229726078142e-31+0.j,8.359264802959952e-32+0.j,2.06796548620669e-32+0.j,5.082958346078609e-33+0.j,1.2414338154860197e-33+0.j,3.0130000810881054e-34+0.j,7.267368795531958e-35+0.j,1.7421712376330685e-35+0.j,4.15118758812716e-36+0.j,9.832258362852017e-37+0.j,2.315071374553517e-37+0.j,5.41920681285041e-38+0.j,1.2612368896460615e-38+0.j,2.9186088474087397e-39+0.j,6.715857263187315e-40+0.j,1.5367413185399648e-40+0.j,3.4970403073130035e-41+0.j,7.914569375441452e-42+0.j,1.781584320490777e-42+0.j,3.988990673867113e-43+0.j,8.884270727130056e-44+0.j,1.968369982848597e-44+0.j,4.3385182861437824e-45+0.j,9.513689218125243e-46+0.j,2.0756395097002637e-46+0.j
-0.2057492688092939+0.j,-0.351861062262399+0.j,-0.39461653055007717+0.j,-0.312237934645792+0.j,-0.14099087452010067+0.j,0.05526051103130731+0.j,0.21924969635914204+0.j,0.31960093527646466+0.j,0.35251845779748703+0.j,0.33267190383950646+0.j,0.2816312287910261+0.j,0.21919528133941696+0.j,0.15920645093511612+0.j,0.10900683399087362+0.j,0.07087367179573337+0.j,0.0440017942817461+0.j,0.026201035810847845+0.j,0.01501688952459095+0.j,0.008308904177467075+0.j,0.004449387473504985+0.j,0.0023109247384764803+0.j,0.0011663113051014263+0.j,0.000572929657465142+0.j,0.0002743341954365608+0.j,0.00012820836256048485+0.j,0.00005854898702764074+0.j,0.00002615467296364441+0.j,0.000011439961724026976+0.j,4.903741184688287e-6+0.j,2.0616216572026657e-6+0.j,8.507303173804058e-7+0.j,3.448061047296476e-7+0.j,1.3735197824991654e-7+0.j,5.380582199990217e-8+0.j,2.0739489131621477e-8+0.j,7.869835766001783e-9+0.j,2.941320632030427e-9+0.j,1.0832422286246318e-9+0.j,3.9327927897109124e-10+0.j,1.408133810071013e-10+0.j,4.97415743891823e-11+0.j,1.7341405144794798e-11+0.j,5.968791208262427e-12+0.j,2.0289270629561015e-12+0.j,6.813307888422899e-13+0.j,2.2609357337042114e-13+0.j,7.416143199530999e-14+0.j,2.405155392030797e-14+0.j,7.714247262709996e-15+0.j,2.4475677185793026e-15+0.j,7.683647593244462e-16+0.j,2.3871970591904954e-16+0.j,7.341583997361874e-17+0.j,2.2354283214585794e-17+0.j,6.740412626975606e-18+0.j,2.0130239440823807e-18+0.j,5.955619712862221e-19+0.j,1.745807787521508e-19+0.j,5.0714301272344704e-20+0.j,1.4601567699340667e-20+0.j,4.1674607764516545e-21+0.j,1.1792670429952732e-21+0.j,3.308908652242963e-22+0.j,9.207688380010432e-23+0.j,2.5413757818203303e-23+0.j,6.958199851973255e-24+0.j,1.8901232081341513e-24+0.j,5.094508140146055e-25+0.j,1.3626533806551348e-25+0.j,3.617345604220621e-26+0.j,9.531583120344008e-27+0.j,2.4932051835715403e-27+0.j,6.474631870757476e-28+0.j,1.6694792544353656e-28+0.j,4.274638575367212e-29+0.j,1.086957415640073e-29+0.j,2.7451215427901787e-30+0.j,6.88631036901468e-31+0.j,1.7160366143170245e-31+0.j,4.2483412796053085e-32+0.j,1.0449658412376535e-32+0.j,2.553939757645849e-33+0.j,6.20269115048012e-34+0.j,1.4970793979949945e-34+0.j,3.5911872347156795e-35+0.j,8.562337743884776e-36+0.j,2.0292685262905442e-36+0.j,4.780909832360691e-37+0.j,1.119787806106836e-37+0.j,2.6076219975984423e-38+0.j,6.037625233868971e-39+0.j,1.3900439035840195e-39+0.j,3.1824334589406265e-40+0.j,7.24578730321837e-41+0.j,1.6407169252654547e-41+0.j,3.695127090834719e-42+0.j,8.277477510578316e-43+0.j,1.844438887996631e-43+0.j,4.0883904569963203e-44+0.j,9.015420646602555e-45+0.j
0.3158230828695177+0.j,0.39461653055007717+0.j,0.253871390401214+0.j,-0.004022445321915495+0.j,-0.22515153065371682+0.j,-0.3077504816409213+0.j,-0.2408320922317574+0.j,-0.08040563646456082+0.j,0.09808954119051659+0.j,0.23715650973252028+0.j,0.3115758538689419+0.j,0.32402119851422884+0.j,0.29253627332845994+0.j,0.23857399314668024+0.j,0.17961459208814262+0.j,0.1265532269495875+0.j,0.08423753890233805+0.j,0.05333771352289269+0.j,0.0322965832359178+0.j,0.018779997076992436+0.j,0.01052295210149195+0.j,0.005697975739365692+0.j,0.0029887756573831036+0.j,0.0015217987333838894+0.j,0.0007535229671139632+0.j,0.00036341289963381647+0.j,0.00017095421178267976+0.j,0.00007853817717031943+0.j,0.00003527722330439373+0.j,0.000015508321360988697+0.j,6.678763761973714e-6+0.j,2.8200546648076766e-6+0.j,1.1683904973199481e-6+0.j,4.7533497108425303e-7+0.j,1.9001217767244906e-7+0.j,7.467938794607436e-8+0.j,2.88739874826996e-8+0.j,1.0988332340103977e-8+0.j,4.1180636211709835e-9+0.j,1.5205271323460382e-9+0.j,5.533837617952745e-10+0.j,1.9859567217869622e-10+0.j,7.03062665465624e-11+0.j,2.4561763394349814e-11+0.j,8.470675481868661e-12+0.j,2.8847843109237987e-12+0.j,9.704696252977424e-13+0.j,3.225919838394153e-13+0.j,1.0598677636813195e-13+0.j,3.4426583734588904e-14+0.j,1.1058406323404279e-14+0.j,3.5136194644601775e-15+0.j,1.1045438540133568e-15+0.j,3.436175648534093e-16+0.j,1.0580979648769308e-16+0.j,3.225705026887606e-17+0.j,9.737739771339152e-18+0.j,2.9114511252917884e-18+0.j,8.623003172879581e-19+0.j,2.5303589993610534e-19+0.j,7.357906916338268e-20+0.j,2.120539120909097e-20+0.j,6.0579668265497415e-21+0.j,1.715783273558063e-21+0.j,4.818556457176568e-22+0.j,1.3419994299705566e-22+0.j,3.707049461650182e-23+0.j,1.0157877055220204e-23+0.j,2.761417249594242e-24+0.j,7.448517411857096e-25+0.j,1.9937416661205217e-25+0.j,5.296391559539256e-26+0.j,1.39653815438091e-26+0.j,3.6554003214091745e-27+0.j,9.49889308084105e-28+0.j,2.4508239530430725e-28+0.j,6.279082084908132e-29+0.j,1.5975989434329273e-29+0.j,4.037089532198061e-30+0.j,1.0133006720230313e-30+0.j,2.526485726118795e-31+0.j,6.258094677354471e-32+0.j,1.540108663581042e-32+0.j,3.76600405792603e-33+0.j,9.150939711755759e-34+0.j,2.2097366123725293e-34+0.j,5.303209635901284e-35+0.j,1.2650080239229762e-35+0.j,2.9994104987090278e-36+0.j,7.069648980935504e-37+0.j,1.6565690665603405e-37+0.j,3.8592305190002154e-38+0.j,8.939236071918872e-39+0.j,2.058908172567776e-39+0.j,4.715613088413112e-40+0.j,1.0740662706922995e-40+0.j,2.43300068753494e-41+0.j,5.4814764998603825e-42+0.j,1.2283508343902619e-42+0.j,2.7380518438055366e-43+0.j
-0.3958255346509313+0.j,-0.312237934645792+0.j,0.004022445321915495+0.j,0.25891277798974927+0.j,0.27754087662771054+0.j,0.09503865320790283+0.j,-0.13338663905011092+0.j,-0.2671035765746537+0.j,-0.2542388632181287+0.j,-0.12733553737107395+0.j,0.04248414429888914+0.j,0.19052198834511025+0.j,0.2814025499883069+0.j,0.3099546553918411+0.j,0.2902652214568976+0.j,0.24301948920116748+0.j,0.18668606018567563+0.j,0.1336765412788878+0.j,0.09017241782127125+0.j,0.05774071625003491+0.j,0.03530117931224987+0.j,0.020699760770564343+0.j,0.011684316460434352+0.j,0.0063682531988101644+0.j,0.00335989582843154+0.j,0.0017197629147251796+0.j,0.0008555992779740274+0.j,0.0004144296275814861+0.j,0.00019572465185859508+0.j,0.00009024454615908778+0.j,0.00004067102914389442+0.j,0.00001793480736581063+0.j,7.745899639182779e-6+0.j,3.279368849006676e-6+0.j,1.362071014074891e-6+0.j,5.554184105018962e-7+0.j,2.2250881168875685e-7+0.j,8.763027925993541e-8+0.j,3.3946534063427266e-8+0.j,1.2942191390613759e-8+0.j,4.858616372544908e-9+0.j,1.796871507196991e-9+0.j,6.549611259840779e-10+0.j,2.3539162393601826e-10+0.j,8.344797501815289e-11+0.j,2.919124411241806e-11+0.j,1.0079877527498598e-11+0.j,3.436920344691028e-12+0.j,1.157533210166999e-12+0.j,3.8519313297273114e-13+0.j,1.2668628258026918e-13+0.j,4.119130837443918e-14+0.j,1.3244023920938226e-14+0.j,4.211928599218107e-15+0.j,1.3252329476514038e-15+0.j,4.126222645317984e-16+0.j,1.2716193873781092e-16+0.j,3.879686074633332e-17+0.j,1.172082615367519e-17+0.j,3.506919719128697e-18+0.j,1.0393932584169385e-18+0.j,3.0520938284826397e-19+0.j,8.880845728798033e-20+0.j,2.5610676106875737e-20+0.j,7.320946985955157e-21+0.j,2.0747212819637878e-21+0.j,5.829925526206481e-22+0.j,1.6245731181315316e-22+0.j,4.490024470591825e-23+0.j,1.2309758677191413e-23+0.j,3.348097272228769e-24+0.j,9.035429645730569e-25+0.j,2.419661258552348e-25+0.j,6.430822638279292e-26+0.j,1.6964236344886992e-26+0.j,4.442281309578478e-27+0.j,1.1548577149009242e-27+0.j,2.9808968452722674e-28+0.j,7.640214049028627e-29+0.j,1.9446750397005614e-29+0.j,4.916014142100784e-30+0.j,1.2343669073527596e-30+0.j,3.0787886601230496e-31+0.j,7.628836318301288e-32+0.j,1.8780920136417784e-32+0.j,4.594010210090615e-33+0.j,1.1166549786205233e-33+0.j,2.697320545591135e-34+0.j,6.475395487517569e-35+0.j,1.5450874693513653e-35+0.j,3.664586077445848e-36+0.j,8.639988183670445e-37+0.j,2.025108378651213e-37+0.j,4.71911013120419e-38+0.j,1.0933968106512545e-38+0.j,2.5190094706769377e-39+0.j,5.770904931823553e-40+0.j,1.3147626341012464e-40+0.j,2.9789738277676814e-41+0.j,6.713174411627822e-42+0.j
0.42962978018941644+0.j,0.14099087452010067+0.j,-0.22515153065371682+0.j,-0.27754087662771054+0.j,-0.04233061178876976+0.j,0.20714500029807184+0.j,0.26117621213729925+0.j,0.11346078708696437+0.j,-0.10179015997707741+0.j,-0.2431480629398522+0.j,-0.2474475327573074+0.j,-0.1363409415918203+0.j,0.024558906461624626+0.j,0.17088029526801304+0.j,0.26481764535466024+0.j,0.2983223734407749+0.j,0.2834095773639922+0.j,0.23977040302635783+0.j,0.18569745447856004+0.j,0.13385434631239648+0.j,0.090796200148009+0.j,0.058417603865842375+0.j,0.03586306299727591+0.j,0.02110589259865065+0.j,0.01195213363497448+0.j,0.0065331056671219636+0.j,0.0034558832640567195+0.j,0.0017730894328892711+0.j,0.0008840378250684401+0.j,0.00042905315331214785+0.j,0.00020300045654669615+0.j,0.00009375687966825618+0.j,0.00004231988158566374+0.j,0.000018688969745590213+0.j,8.082526560133063e-6+0.j,3.426208206791313e-6+0.j,1.4247437485733117e-6+0.j,5.816200611861061e-7+0.j,2.3324902832271338e-7+0.j,9.195053974886115e-8+0.j,3.565325135427506e-8+0.j,1.3604834412383638e-8+0.j,5.111633114577071e-9+0.j,1.8919391481351996e-9+0.j,6.901311062679865e-10+0.j,2.4820878579514833e-10+0.j,8.805160705715318e-11+0.j,3.0821639561584524e-11+0.j,1.064945259253961e-11+0.j,3.6332768841850206e-12+0.j,1.2243578524419561e-12+0.j,4.076513863376133e-13+0.j,1.341422859606022e-13+0.j,4.36373395325895e-14+0.j,1.4037203516425896e-14+0.j,4.466234308299989e-15+0.j,1.4058693364286958e-15+0.j,4.3791560630580947e-16+0.j,1.350122375680472e-16+0.j,4.120826972331028e-17+0.j,1.2454082270016879e-17+0.j,3.7276855913473194e-18+0.j,1.1052176752213155e-18+0.j,3.2464976241341517e-19+0.j,9.449653479211499e-20+0.j,2.725977439746909e-20+0.j,7.79477647308296e-21+0.j,2.2096683813269165e-21+0.j,6.210938461607697e-22+0.j,1.7312368682933275e-22+0.j,4.786138402758424e-23+0.j,1.3125077301412955e-23+0.j,3.570777655713858e-24+0.j,9.638794728400305e-25+0.j,2.581871262930276e-25+0.j,6.863563765930946e-26+0.j,1.8109970570224115e-26+0.j,4.7433705558381555e-27+0.j,1.2334013781672508e-27+0.j,3.184309998118283e-28+0.j,8.163266065737354e-29+0.j,2.0782279475335806e-29+0.j,5.254661573377474e-30+0.j,1.3196514466526317e-30+0.j,3.2921235287172677e-31+0.j,8.158941674607341e-32+0.j,2.0089529611238494e-32+0.j,4.914964448945776e-33+0.j,1.1948714151557095e-33+0.j,2.886733857908517e-34+0.j,6.931238518542454e-35+0.j,1.6541175637850387e-35+0.j,3.923787124718326e-36+0.j,9.252505876736016e-37+0.j,2.1689960172092295e-37+0.j,5.055143163359945e-38+0.j,1.1714200613503059e-38+0.j,2.699136519338396e-39+0.j,6.184404639705358e-40+0.j,1.4091558456543272e-40+0.j
-0.41709015701069024+0.j,0.05526051103130731+0.j,0.3077504816409213+0.j,0.09503865320790283+0.j,-0.20714500029807184+0.j,-0.24342966190631676+0.j,-0.026637271939125677+0.j,0.19887865955689513+0.j,0.24233701105143315+0.j,0.09948545950627648+0.j,-0.10363801747450406+0.j,-0.23466245104559885+0.j,-0.23506058306150399+0.j,-0.12629275783677682+0.j,0.028849023584876145+0.j,0.1690623912111645+0.j,0.25851759533992713+0.j,0.28980922583603225+0.j,0.2746548586802917+0.j,0.23204344617723366+0.j,0.17956256514030772+0.j,0.1293642718229047+0.j,0.0877214734372248+0.j,0.05642782698274663+0.j,0.034637407702251856+0.j,0.02038335965759031+0.j,0.01154275681432671+0.j,0.00630940880278887+0.j,0.0033376600446013765+0.j,0.0017125146561909974+0.j,0.0008538858248010333+0.j,0.00041444666694831885+0.j,0.0001961035394981082+0.j,0.0000905782503653799+0.j,0.00004088824910244778+0.j,0.00001805814792512769+0.j,7.810321656052755e-6+0.j,3.311077724714408e-6+0.j,1.3769746769816927e-6+0.j,5.621623089699055e-7+0.j,2.2546276241256987e-7+0.j,8.888762512734875e-8+0.j,3.446811655250441e-8+0.j,1.3153531815744026e-8+0.j,4.942410279735575e-9+0.j,1.8294290136920275e-9+0.j,6.673728817693751e-10+0.j,2.400390682358884e-10+0.j,8.515873082575608e-11+0.j,2.9810827615199804e-11+0.j,1.0300807857793352e-11+0.j,3.5145321562167983e-12+0.j,1.1844091500467233e-12+0.j,3.943719469049378e-13+0.j,1.297794322254096e-13+0.j,4.2220259037571337e-14+0.j,1.3582042692919974e-14+0.j,4.3216270607859876e-15+0.j,1.3604151816029654e-15+0.j,4.23776744281129e-16+0.j,1.3065904927926664e-16+0.j,3.988135378662901e-17+0.j,1.2053575866327324e-17+0.j,3.6079593709772115e-18+0.j,1.0697638399173258e-18+0.j,3.142479593763694e-19+0.j,9.14724087371777e-20+0.j,2.638839219789411e-20+0.j,7.545888398089779e-21+0.j,2.1391905169308095e-21+0.j,6.013050699311488e-22+0.j,1.6761351923771749e-22+0.j,4.6339609273734765e-23+0.j,1.2708175584410421e-23+0.j,3.457466962498471e-24+0.j,9.333220740359904e-25+0.j,2.500095839286586e-25+0.j,6.64637308215873e-26+0.j,1.7537410530579568e-26+0.j,4.5935365714408885e-27+0.j,1.1944739546256616e-27+0.j,3.0838941496967376e-28+0.j,7.906052381059909e-29+0.j,2.0127984198553577e-29+0.j,5.0893577432960295e-30+0.j,1.2781692412760005e-30+0.j,3.188716554493145e-31+0.j,7.902856090974356e-32+0.j,1.945943615906522e-32+0.j,4.7609201601144506e-33+0.j,1.1574480902762205e-33+0.j,2.7963835343224066e-34+0.j,6.714447537636439e-35+0.j,1.6024152929941073e-35+0.j,3.801222005604875e-36+0.j,8.963674600074144e-37+0.j,2.1013297763119252e-37+0.j,4.897534488718902e-38+0.j,1.1349196748478563e-38+0.j,2.615083664716665e-39+0.j
0.36963652748419185+0.j,-0.21924969635914204+0.j,-0.2408320922317574+0.j,0.13338663905011092+0.j,0.26117621213729925+0.j,0.026637271939125677+0.j,-0.21982299429325636+0.j,-0.20502316505568127+0.j,0.01487971103496829+0.j,0.2086343185281072+0.j,0.22028197753898268+0.j,0.06763764348548205+0.j,-0.12354580302666907+0.j,-0.2340757672984972+0.j,-0.2184821556445244+0.j,-0.10421333177269942+0.j,0.0469724750812193+0.j,0.17831321595100236+0.j,0.25855777268131674+0.j,0.2831087531945665+0.j,0.26451825261098244+0.j,0.2212846982416058+0.j,0.1699725895363605+0.j,0.12174113783090042+0.j,0.0821590506318731+0.j,0.05263903024297681+0.j,0.03220184487128571+0.j,0.018894316886272702+0.j,0.010671956604175298+0.j,0.005820116696288089+0.j,0.003072562574506662+0.j,0.0015736145424390966+0.j,0.0007833313420296091+0.j,0.0003796306817753451+0.j,0.00017938309676645902+0.j,0.00008275088679087776+0.j,0.00003731153076822115+0.j,0.00001646082905681876+0.j,7.112384173561204e-6+0.j,3.012406999142553e-6+0.j,1.2516856696003283e-6+0.j,5.105996018790595e-7+0.j,2.04627977759628e-7+0.j,8.061630776454005e-8+0.j,3.123983547603234e-8+0.j,1.1914058743144608e-8+0.j,4.4740157497419446e-9+0.j,1.6551203230282374e-9+0.j,6.034630514020274e-10+0.j,2.1694218584118738e-10+0.j,7.692759346451476e-11+0.j,2.691708452120988e-11+0.j,9.296847240717964e-12+0.j,3.1706704151192017e-12+0.j,1.0681018135066704e-12+0.j,3.555100135731445e-13+0.j,1.1694824999642897e-13+0.j,3.803272481954583e-14+0.j,1.2230848010280965e-14+0.j,3.890447455082827e-15+0.j,1.2243061638137446e-15+0.j,3.812652031463826e-16+0.j,1.1751841245055846e-16+0.j,3.586057909862743e-17+0.j,1.0835492443305635e-17+0.j,3.2425288481744728e-18+0.j,9.611772608273444e-19+0.j,2.822832450486321e-19+0.j,8.214919629783991e-20+0.j,2.369354433106335e-20+0.j,6.773833891948421e-21+0.j,1.919922520215439e-21+0.j,5.395628532569557e-22+0.j,1.5037370166112272e-22+0.j,4.156554561323945e-23+0.j,1.1396856522425488e-23+0.j,3.1001523813779706e-24+0.j,8.367234378114094e-25+0.j,2.240962640209553e-25+0.j,5.95651597742254e-26+0.j,1.5714649012345693e-26+0.j,4.115474546745222e-27+0.j,1.070002456695738e-27+0.j,2.762133415944427e-28+0.j,7.080169489201526e-29+0.j,1.8022898648128034e-29+0.j,4.5564780009287914e-30+0.j,1.144189850338573e-30+0.j,2.854108697295571e-31+0.j,7.072694657055517e-32+0.j,1.7413202830329882e-32+0.j,4.259789660209828e-33+0.j,1.0354970412312229e-33+0.j,2.501470281208617e-34+0.j,6.005667922405387e-35+0.j,1.4331103608495527e-35+0.j,3.3992443373273196e-36+0.j,8.014950701195932e-37+0.j,1.8787353613914872e-37+0.j,4.3783097567222007e-38+0.j
-0.30328185483597014+0.j,0.31960093527646466+0.j,0.08040563646456082+0.j,-0.2671035765746537+0.j,-0.11346078708696437+0.j,0.19887865955689513+0.j,0.20502316505568127+0.j,-0.051604214061674966+0.j,-0.23138758786651556+0.j,-0.15430967720974528+0.j,0.06862727345355622+0.j,0.22064228564816551+0.j,0.1899261514630016+0.j,0.02369150444846332+0.j,-0.15177142172395153+0.j,-0.23431947470830833+0.j,-0.19609603919178184+0.j,-0.07310230679428788+0.j,0.07379405545953495+0.j,0.19368927573717254+0.j,0.2615074263081508+0.j,0.2765979011104751+0.j,0.25283559197555694+0.j,0.20821449865540623+0.j,0.15801037637330084+0.j,0.1120763871311869+0.j,0.07502729206314064+0.j,0.04774063212462116+0.j,0.029032435310039118+0.j,0.016946382568625566+0.j,0.009527789521414089+0.j,0.005174823490154158+0.j,0.0027218164669753574+0.j,0.0013893188823564824+0.j,0.000689483827905609+0.j,0.00033321679631410147+0.j,0.0001570477571295057+0.j,0.00007227586010656092+0.j,0.00003251695442647144+0.j,0.000014316341947131065+0.j,6.174038611500324e-6+0.j,2.6103312440186907e-6+0.j,1.0828139531609855e-6+0.j,4.410214956040833e-7+0.j,1.7648391037241812e-7+0.j,6.943211286051499e-8+0.j,2.6870578239441015e-8+0.j,1.0235038008740304e-8+0.j,3.838988971790363e-9+0.j,1.4186149811563499e-9+0.j,5.166843127686516e-10+0.j,1.8555832986568046e-10+0.j,6.573566651810413e-11+0.j,2.297992483704175e-11+0.j,7.930047867405612e-12+0.j,2.7022617537801864e-12+0.j,9.095796817352386e-13+0.j,3.02514578539346e-13+0.j,9.944163339520436e-14+0.j,3.231654005104566e-14+0.j,1.0385536940850271e-14+0.j,3.3013249751254775e-15+0.j,1.0382592604696755e-15+0.j,3.231321091274535e-16+0.j,9.954182160297222e-17+0.j,3.035797005725137e-17+0.j,9.167869094086007e-18+0.j,2.7420541738220495e-18+0.j,8.124110069831748e-19+0.j,2.3847609427230406e-19+0.j,6.936772530829566e-20+0.j,1.9997935428798367e-20+0.j,5.714746380336147e-21+0.j,1.6190468180527182e-21+0.j,4.548170666719302e-22+0.j,1.267042158487798e-22+0.j,3.5009212266378434e-23+0.j,9.595521789199984e-24+0.j,2.6091916771506032e-24+0.j,7.03961435075731e-25+0.j,1.8847333234873152e-25+0.j,5.007951916025623e-26+0.j,1.320775748676863e-26+0.j,3.457838728635696e-27+0.j,8.987392337050202e-28+0.j,2.319323040395734e-28+0.j,5.943350230786945e-29+0.j,1.5124696588413237e-29+0.j,3.822687786269656e-30+0.j,9.596617896344295e-31+0.j,2.3931730863982014e-31+0.j,5.928909491149052e-32+0.j,1.459343742338211e-32+0.j,3.569100270334588e-33+0.j,8.673884595038978e-34+0.j,2.094868423423545e-34+0.j,5.028306031999587e-35+0.j,1.1996133372166256e-35+0.j,2.844772211789511e-36+0.j,6.706123745751145e-37+0.j
0.2327673165668987+0.j,-0.35251845779748703+0.j,0.09808954119051659+0.j,0.2542388632181287+0.j,-0.10179015997707741+0.j,-0.24233701105143315+0.j,0.01487971103496829+0.j,0.23138758786651556+0.j,0.12598460985166496+0.j,-0.12699168820671602+0.j,-0.22519455527744833+0.j,-0.0888692466145264+0.j,0.12446313026252386+0.j,0.2239261761726971+0.j,0.14782472649265405+0.j,-0.02798254566134177+0.j,-0.18087504339002516+0.j,-0.2297509856079245+0.j,-0.16629003107100193+0.j,-0.03493127947583879+0.j,0.10554398458831692+0.j,0.211402940476562+0.j,0.2646356674006028+0.j,0.2689000109724356+0.j,0.23936591183703923+0.j,0.19330745136737898+0.j,0.1444655064402881+0.j,0.10119323882256531+0.j,0.06703229458205427+0.j,0.042269845593817724+0.j,0.025503997619656306+0.j,0.01478382111359765+0.j,0.008260666366719906+0.j,0.004461740038392279+0.j,0.0023349788379656874+0.j,0.0011864166589723544+0.j,0.0005863261956165836+0.j,0.0002822726088317428+0.j,0.0001325649841867254+0.j,0.000060807770093023315+0.j,0.000027273769827635657+0.j,0.00001197365811227301+0.j,5.149965928806877e-6+0.j,2.1719190693810115e-6+0.j,8.98836562445938e-7+0.j,3.6527954375290126e-7+0.j,1.458693225155415e-7+0.j,5.727463963083992e-8+0.j,2.212421565964686e-8+0.j,8.412233023103895e-9+0.j,3.1499848102660685e-9+0.j,1.162148845970185e-9+0.j,4.226309750379113e-10+0.j,1.5156054926115696e-10+0.j,5.361732372429716e-11+0.j,1.871878845599036e-11+0.j,6.451414691909842e-12+0.j,2.195734923764386e-12+0.j,7.382244714962499e-13+0.j,2.4525037490763805e-13+0.j,8.053164183643102e-14+0.j,2.6144250703264188e-14+0.j,8.393640950053698e-15+0.j,2.6656055353932073e-15+0.j,8.375577688795579e-16+0.j,2.604382557343171e-16+0.j,8.016033643360077e-17+0.j,2.4426926391785988e-17+0.j,7.370871579351379e-18+0.j,2.2028878876170706e-18+0.j,6.521824155553741e-19+0.j,1.9130464583783578e-19+0.j,5.560776683629136e-20+0.j,1.602027542251171e-20+0.j,4.575068821158443e-21+0.j,1.2953423185039287e-21+0.j,3.636592247544449e-22+0.j,1.0124870941456602e-22+0.j,2.7959465536536727e-23+0.j,7.65897080263499e-24+0.j,2.0814691737139054e-24+0.j,5.61282689086428e-25+0.j,1.5019580322578575e-25+0.j,3.988863881245657e-26+0.j,1.0514900192602655e-26+0.j,2.7515245961404516e-27+0.j,7.148259950757842e-28+0.j,1.8438730545208933e-28+0.j,4.722904977086299e-29+0.j,1.2013718411665629e-29+0.j,3.035128650343811e-30+0.j,7.61637665565006e-31+0.j,1.8985871233821094e-31+0.j,4.7017721068441474e-32+0.j,1.1568543011224963e-32+0.j,2.8282510926512797e-33+0.j,6.8709170997120595e-34+0.j,1.6588352422162349e-34+0.j,3.9803118265820434e-35+0.j,9.492681646277581e-36+0.j
