0.25631277150538323+0.j,0.-0.42293266565681j,-0.4934659770531187+0.j,0.+0.47010792270697316j,0.38785425269507107+0.j,0.-0.28620982525294486j,-0.1928012726521762+0.j,0.+0.12024356927873978j,0.07014841275778426+0.j,0.-0.038583140726850505j,-0.020132539504933662+0.j,0.+0.010016204902211053j,0.004771045521826292+0.j,0.-0.00218344806886078j,-0.0009628969969643577+0.j,0.+0.0004102373382736529j,0.00016922954132270635+0.j,0.-0.00006772557479421717j,-0.000026340100644162263+0.j,0.+9.971066496274336e-6j,3.678981446837216e-6+0.j,0.-1.3247042611081308e-6j,-4.660243140181866e-7+0.j,0.+1.6034138875792582e-7j,5.4005874508368985e-8+0.j,0.-1.782263781301429e-8j,-5.767482567973928e-9+0.j,0.+1.8314935411693932e-9j,5.711199865844883e-10+0.j,0.-1.7499649196626027e-10j,-5.2719307679946005e-11+0.j,0.+1.562391380850755e-11j,4.557386150899173e-12+0.j,0.-1.3090608700440812e-12j,-3.7044297705397134e-13+0.j,0.+1.0332093473372193e-13j,2.8414371816406963e-14+0.j,0.-7.707937421088737e-15j,-2.0632286734779454e-15+0.j,0.+5.451500348532374e-16j,1.4222863154788351e-16+0.j,0.-3.665186566268789e-17j,-9.331950444307347e-18+0.j,0.+2.3482221433758204e-18j,5.841358001109951e-19+0.j,0.-1.4368404635851484e-19j,-3.495671526114196e-20+0.j,0.+8.413615694218959e-21j,2.0038399709360016e-21+0.j,0.-4.723522389574058e-22j,-1.102254699330736e-22+0.j,0.+2.546817667774701e-23j,5.827699707541769e-24+0.j,0.-1.3208704162259891e-24j,-2.965953352951351e-25+0.j,0.+6.599088528913911e-26j,1.4550935783209475e-26+0.j,0.-3.180200336584548e-27j,-6.890352897841766e-28+0.j,0.+1.48018651237421e-28j,3.1531294463442425e-29+0.j,0.-6.661589479809983e-30j,-1.3959922395893766e-30+0.j,0.+2.9021089481512317e-31j,5.985834544350334e-32+0.j,0.-1.2250928717165081e-32j,-2.4882730057449044e-33+0.j,0.+5.0160471452372775e-34j,1.0037097348691598e-34+0.j,0.-1.9938136914054468e-35j,-3.9322084933872636e-36+0.j,0.+7.700312413549242e-37j,1.4974181066802586e-37+0.j,0.-2.89189575120412e-38j,-5.5471224944696945e-39+0.j,0.+1.0569102447342825e-39j,2.0004711586352088e-40+0.j,0.-3.7617325479573994e-41j,-7.028159296579934e-42+0.j,0.+1.3047551921165071e-42j,2.4070495098265633e-43+0.j,0.-4.413097237843166e-44j,-8.041509022290496e-45+0.j,0.+1.4564631141790108e-45j,2.6221699149344633e-46+0.j,0.-4.69301940955076e-47j,-8.350339014911748e-48+0.j,0.+1.4772209710821574e-48j,2.5983946376301975e-49+0.j,0.-4.5447614340576845e-50j,-7.904798778947134e-51+0.j,0.+1.367322958447491e-51j,2.3522212837752292e-52+0.j,0.-4.0247386471224914e-53j,-6.849750301909979e-54+0.j,0.+1.1596152564618726e-54j,1.9528967693119717e-55+0.j,0.-3.271857668179137e-56j,-5.453588283202618e-57+0.j,0.+9.04410787048991e-58j
0.-0.42293266565681j,-0.44155350581282776+0.j,0.+0.2161336954266739j,-0.07899963867247739+0.j,0.+0.3002312203200262j,0.39500373463151134+0.j,0.-0.38293345017454233j,-0.3116945464924087+0.j,0.+0.2243507507437339j,0.14678055835444342+0.j,0.-0.08879061049569961j,-0.050244693116818194+0.j,0.+0.026824617609709625j,0.013599418605123445+0.j,0.-0.006580872216363917j,-0.0030523658680652647+0.j,0.+0.0013617096546623846j,0.0005859996911526067+0.j,0.-0.0002438724079639035j,-0.00009836093166441666+0.j,0.+0.00003852140743772141j,0.000014673363173537847+0.j,0.-5.444443456709856e-6j,-1.970400424482027e-6+0.j,0.+6.963959851472286e-7j,2.406208663834398e-7+0.j,0.-8.136125839113751e-8j,-2.694663561193368e-8+0.j,0.+8.748967925601815e-9j,2.78681971208232e-9+0.j,0.-8.715049908309858e-10j,-2.6774821331918227e-10+0.j,0.+8.086222104525844e-11j,2.402015506932023e-11+0.j,0.-7.0218160675022784e-12j,-2.0210839764417802e-12+0.j,0.+5.730400554714498e-13j,1.6011928048068741e-13+0.j,0.-4.411045649608278e-14j,-1.1985326087747536e-14+0.j,0.+3.2131451039409087e-15j,8.502296468812143e-16+0.j,0.-2.2213291512616804e-16j,-5.731897279921397e-17+0.j,0.+1.4612481663143766e-17j,3.68141409339103e-18+0.j,0.-9.16831772574033e-19j,-2.257681552353629e-19+0.j,0.+5.498477375828332e-20j,1.324746802406039e-20+0.j,0.-3.1581555518047222e-21j,-7.451431643024495e-22+0.j,0.+1.7403755202875888e-22j,4.0246772577944075e-23+0.j,0.-9.216974104630388e-24j,-2.0907206441799615e-24+0.j,0.+4.698205807915165e-25j,1.0460961961255994e-25+0.j,0.-2.3082731361062192e-26j,-5.048340129574649e-27+0.j,0.+1.094518865265511e-27j,2.3527522847743384e-28+0.j,0.-5.0149930451131265e-29j,-1.0601478130840709e-29+0.j,0.+2.2229170135471582e-30j,4.623785838923367e-31+0.j,0.-9.542120385029436e-32j,-1.9539712093883738e-32+0.j,0.+3.970719836705819e-33j,8.00844706886583e-34+0.j,0.-1.6032602302584936e-34j,-3.186277630763122e-35+0.j,0.+6.286848068557177e-36j,1.2316764391846705e-36+0.j,0.-2.3961716768776814e-37j,-4.6295519657156787e-38+0.j,0.+8.8838392069469e-39j,1.6933352952650465e-39+0.j,0.-3.206303052518915e-40j,-6.03147156921941e-41+0.j,0.+1.1272906462867049e-41j,2.0935255975553288e-42+0.j,0.-3.8635394094498595e-43j,-7.085837539962671e-44+0.j,0.+1.291602992441968e-44j,2.340083352199085e-45+0.j,0.-4.214341160188483e-46j,-7.544926698216031e-47+0.j,0.+1.3428809110825047e-47j,2.3763290927436515e-48+0.j,0.-4.1811049690086076e-49j,-7.315080294899527e-50+0.j,0.+1.27267693541721e-50j,2.201989264196529e-51+0.j,0.-3.7891035799658235e-52j,-6.484966726395119e-53+0.j,0.+1.10396220958968e-53j,1.8693924886581252e-54+0.j,0.-3.1489861048355653e-55j,-5.2770181942785145e-56+0.j
-0.4934659770531187+0.j,0.+0.2161336954266739j,-0.18937476945962764+0.j,0.+0.3568831985975143j,0.2385790102282361+0.j,0.+0.013827957110176245j,0.23737052372474451+0.j,0.-0.35272642798780807j,-0.3616229268589958+0.j,0.+0.304660371260901j,0.22461291124104674+0.j,0.-0.1496083401157292j,-0.09177564864024725+0.j,0.+0.052522203959753856j,0.028302302401868297+0.j,0.-0.014461045885321051j,-0.007044589767379099+0.j,0.+0.003286303734846425j,0.001473455584991851+0.j,0.-0.0006369004658518515j,-0.00026609887861401757+0.j,0.+0.00010770315769868006j,0.00004231361607302034+0.j,0.-0.00001616399807530831j,-6.013131981431541e-6+0.j,0.+2.1813819365341548e-6j,7.726408364253298e-7+0.j,0.-2.674997728707178e-7j,-9.061702769439871e-8+0.j,0.+3.006349420646052e-8j,9.776458743773399e-9+0.j,0.-3.1187174712435195e-9j,-9.766450807942776e-10+0.j,0.+3.0043785111614555e-10j,9.084477836885424e-11+0.j,0.-2.7016219965665607e-11j,-7.906126039421429e-12+0.j,0.+2.2779157867043226e-12j,6.464769185579441e-13+0.j,0.-1.8080235927742394e-13j,-4.985100010507043e-14+0.j,0.+1.3556109095299174e-14j,3.6370632572228185e-15+0.j,0.-9.631097846045821e-16j,-2.5180037942167527e-16+0.j,0.+6.501771573151271e-17j,1.6585708151280998e-17+0.j,0.-4.18108696259779e-18j,-1.0418788685105226e-18+0.j,0.+2.567039704176816e-19j,6.255249276372218e-20+0.j,0.-1.5078491642324434e-20j,-3.596437398764881e-21+0.j,0.+8.48954327270033e-22j,1.983742578565204e-22+0.j,0.-4.5894825738753214e-23j,-1.0514880288923621e-23+0.j,0.+2.3860999814083376e-24j,5.364077582149211e-25+0.j,0.-1.1948106022710562e-25j,-2.637384374293311e-26+0.j,0.+5.7701654630203394e-27j,1.2514434997139779e-27+0.j,0.-2.690962791153565e-28j,-5.737737936508939e-29+0.j,0.+1.2133086385852138e-29j,2.5448279561397042e-30+0.j,0.-5.2949175815881635e-31j,-1.0930219667521023e-31+0.j,0.+2.2388295078671212e-32j,4.550797271008154e-33+0.j,0.-9.180759352904327e-34j,-1.83841339775907e-34+0.j,0.+3.6545051582424206e-35j,7.212416700313104e-36+0.j,0.-1.4133331717085896e-36j,-2.750193351277468e-37+0.j,0.+5.314703649224738e-38j,1.020077307849153e-38+0.j,0.-1.9447567021767155e-39j,-3.6831084480919e-40+0.j,0.+6.929767045851348e-41j,1.295431754882067e-41+0.j,0.-2.406235593448951e-42j,-4.4414469567021105e-43+0.j,0.+8.14718696995968e-44j,1.4853235212439593e-44+0.j,0.-2.6915168065683376e-45j,-4.848054605906082e-46+0.j,0.+8.680869580571247e-47j,1.5453060559113942e-47+0.j,0.-2.7349591870178167e-48j,-4.8128364645275556e-49+0.j,0.+8.421577709487712e-50j,1.4653975846449168e-50+0.j,0.-2.535794649993992e-51j,-4.3641095266301015e-52+0.j,0.+7.470091674657323e-53j,1.2718332550313834e-53+0.j,0.-2.1539373391987862e-54j
0.+0.47010792270697316j,-0.07899963867247739+0.j,0.+0.3568831985975143j,0.1506154769675091+0.j,0.+0.1848072725465933j,0.3211775929683627+0.j,0.-0.20657898134634353j,0.026559229013960645+0.j,0.-0.23149422374393955j,-0.3361099125658527+0.j,0.+0.34225026153341276j,0.28757430280764323+0.j,0.-0.2117852025944345j,-0.14101016513556316+0.j,0.+0.08649830629621377j,0.04950933519124157+0.j,0.-0.02668521857690968j,-0.01363873027976104+0.j,0.+0.006646057254485441j,0.0031013622523276417+0.j,0.-0.0013909667584023136j,-0.0006014263938223434+0.j,0.+0.0002513508152381664j,0.00010176221727485599+0.j,0.-0.00003999018830007488j,-0.000015280289921173833+0.j,0.+5.685746411216439e-6j,2.063084752679633e-6+0.j,0.-7.30897605398941e-7j,-2.5309934034222084e-7+0.j,0.+8.575542292267312e-8j,2.8455823958466408e-8+0.j,0.-9.255272710636297e-9j,-2.9529485649082e-9+0.j,0.+9.248798505269863e-10j,2.8455657460394157e-10+0.j,0.-8.605503912838149e-11j,-2.5595310788447016e-11+0.j,0.+7.491285561872441e-12j,2.158661540891637e-12+0.j,0.-6.127055518986179e-13j,-1.7137701051256485e-13+0.j,0.+4.725741170224312e-14j,1.2852177966403765e-14+0.j,0.-3.448548173183381e-15j,-9.132785531363214e-16+0.j,0.+2.387944446491547e-16j,6.166494756748437e-17+0.j,0.-1.5731785985209184e-17j,-3.966150346379858e-18+0.j,0.+9.88397980276845e-19j,2.4354577875203043e-19+0.j,0.-5.93505655664537e-20j,-1.4307680679284804e-20+0.j,0.+3.412823894634175e-21j,8.056654177684638e-22+0.j,0.-1.8827114821737348e-22j,-4.356014588162507e-23+0.j,0.+9.980589752219236e-24j,2.2649882266085373e-24+0.j,0.-5.092100991064824e-25j,-1.1342921185423644e-25+0.j,0.+2.503931484725143e-26j,5.478475872671705e-27+0.j,0.-1.1882410340347207e-27j,-2.555183955601656e-28+0.j,0.+5.448485026151209e-29j,1.1521959286273833e-29+0.j,0.-2.416756584141967e-30j,-5.028663680974221e-31+0.j,0.+1.0381035282699026e-31j,2.126428076249488e-32+0.j,0.-4.322495904479352e-33j,-8.720525911227722e-34+0.j,0.+1.7463198240623897e-34j,3.4715650003935936e-35+0.j,0.-6.851619582740568e-36j,-1.3426793317418599e-36+0.j,0.+2.612798534193178e-37j,5.049359954796862e-38+0.j,0.-9.691803457950421e-39j,-1.8477818011943482e-39+0.j,0.+3.4995603475489244e-40j,6.584622379086851e-41+0.j,0.-1.2309480703776784e-41j,-2.286525251294969e-42+0.j,0.+4.2206050473471796e-43j,7.742300481956657e-44+0.j,0.-1.4115466586499152e-44j,-2.5578958658943828e-45+0.j,0.+4.607492139286514e-46j,8.250332043299739e-47+0.j,0.-1.4687015925826428e-47j,-2.5994444849369495e-48+0.j,0.+4.574474607498156e-49j,8.0046764779351e-50+0.j,0.-1.3928867161992967e-50j,-2.4103727495795182e-51+0.j,0.+4.148349874672555e-52j,7.10092766912854e-53+0.j
0.38785425269507107+0.j,0.+0.3002312203200262j,0.2385790102282361+0.j,0.+0.1848072725465933j,0.30308745866361764+0.j,0.-0.058361098005830635j,0.22292626363092713+0.j,0.-0.29519052897386483j,-0.1534298057202911+0.j,0.-0.06993977853729917j,-0.24906889020629708+0.j,0.+0.33029974292708303j,0.32336365620632546+0.j,0.-0.26546325321294506j,-0.19244196052171417+0.j,0.+0.12665644582835306j,0.07700250130889091+0.j,0.-0.043760593478173175j,-0.023448903648127156+0.j,0.+0.011926021729523456j,0.0057872642205371305+0.j,0.-0.002690908987889051j,-0.001203097359679791+0.j,0.+0.0005187609584717104j,0.00021627230766692754+0.j,0.-0.00008736873697251579j,-0.00003426632341511317+0.j,0.+0.000013069890795843283j,4.855395007078368e-6+0.j,0.-1.7591868830002486e-6j,-6.223900903312599e-7+0.j,0.+2.152560180097743e-7j,7.284932478001776e-8+0.j,0.-2.4147468801379888e-8j,-7.846194701753511e-9+0.j,0.+2.5010631081687884e-9j,7.826715310998356e-10+0.j,0.-2.4060922390677796e-10j,-7.270949305071064e-11+0.j,0.+2.161056602683036e-11j,6.3207852542454155e-12+0.j,0.-1.820223304078796e-12j,-5.163360891170133e-13+0.j,0.+1.4434032320573143e-13j,3.978068818788751e-14+0.j,0.-1.0813297841026831e-14j,-2.900065110802366e-15+0.j,0.+7.676705387892725e-16j,2.0063441182137712e-16+0.j,0.-5.1789048536041594e-17j,-1.3206998699440778e-17+0.j,0.+3.328353566967069e-18j,8.291506555607314e-19+0.j,0.-2.0423501998568898e-19j,-4.975408542096798e-20+0.j,0.+1.1990389654602972e-20j,2.8591941704184188e-21+0.j,0.-6.747694686818169e-22j,-1.576377841489012e-22+0.j,0.+3.64624936681081e-23j,8.352146867126045e-24+0.j,0.-1.894946234498871e-24j,-4.259130084196266e-25+0.j,0.+9.48517802055506e-26j,2.093356617660063e-26+0.j,0.-4.579141794785249e-27j,-9.929688642784894e-28+0.j,0.+2.134828707023928e-28j,4.551235274383489e-29+0.j,0.-9.622662925880864e-30j,-2.0179940431597907e-30+0.j,0.+4.198170705515675e-31j,8.665050371346703e-32+0.j,0.-1.774623898420499e-32j,-3.606762981426423e-33+0.j,0.+7.2753713045516065e-34j,1.4566920219737484e-34+0.j,0.-2.895360500869733e-35j,-5.71354705287061e-36+0.j,0.+1.119494213254478e-36j,2.178181904785351e-37+0.j,0.-4.208863576575803e-38j,-8.077462874471617e-39+0.j,0.+1.539800339188436e-39j,2.9158958473453984e-40+0.j,0.-5.485744495472044e-41j,-1.0253967852745281e-41+0.j,0.+1.904482670493939e-42j,3.515003651550444e-43+0.j,0.-6.447217584022114e-44j,-1.17530324156023e-44+0.j,0.+2.1295657761166517e-45j,3.835547613821315e-46+0.j,0.-6.867360031596801e-47j,-1.2223865708314628e-47+0.j,0.+2.1632819898436296e-48j,3.8065569228152476e-49+0.j,0.-6.660308047189566e-50j,-1.1588484122857563e-50+0.j,0.+2.005193053311176e-51j
0.-0.28620982525294486j,0.39500373463151134+0.j,0.+0.013827957110176245j,0.3211775929683627+0.j,0.-0.058361098005830635j,0.26002097287481546+0.j,0.-0.2284356658368446j,0.045939556862392185+0.j,0.-0.26016909731534726j,-0.2574584427505517+0.j,0.+0.08488596735764771j,-0.12569031910777076+0.j,0.+0.27307797127624084j,0.32551456286542224+0.j,0.-0.30219602279989927j,-0.23985548684379093+0.j,0.+0.16974737581162982j,0.10969328154379877+0.j,0.-0.06572620638251907j,-0.03690974258045555+0.j,0.+0.019581439566623355j,0.009874656115423755+0.j,0.-0.0047566950132311575j,-0.0021975463754256254+0.j,0.+0.0009769541924417784j,0.0004191274486530358+0.j,0.-0.00017394517819391777j,-0.00006998305735749226+0.j,0.+0.000027346058327265156j,0.000010395180428775937+0.j,0.-3.849829045168646e-6j,-1.390894655924052e-6+0.j,0.+4.908016345598399e-7j,1.693341289411422e-7+0.j,0.-5.717894136503143e-8j,-1.891346695962404e-8+0.j,0.+6.133498665358186e-9j,1.951543652197362e-9+0.j,0.-6.096592377127341e-10j,-1.8711944799970877e-10+0.j,0.+5.64596053244989e-11j,1.6756774549041378e-11+0.j,0.-4.894487727772982e-12j,-1.4076813927960016e-12+0.j,0.+3.9882717636658347e-13j,1.113625927286026e-13+0.j,0.-3.0658307207979777e-14j,-8.324943078965987e-15+0.j,0.+2.2304857406088425e-15j,5.89868292609874e-16+0.j,0.-1.5402549240592117e-16j,-3.972367477723922e-17+0.j,0.+1.0121761443429049e-17j,2.5488075229634082e-18+0.j,0.-6.344696637870478e-19j,-1.5616754830318778e-19+0.j,0.+3.801762979667988e-20j,9.155817043905799e-21+0.j,0.-2.1818561298879e-21j,-5.145967528749596e-22+0.j,0.+1.2014647191553503e-22j,2.7774454546460725e-23+0.j,0.-6.3584996871867394e-24j,-1.4418470976962454e-24+0.j,0.+3.2390450987394894e-25j,7.209795378859457e-26+0.j,0.-1.59041054440321e-26j,-3.477327150673182e-27+0.j,0.+7.537009335019532e-28j,1.6197002159284904e-28+0.j,0.-3.451556668107501e-29j,-7.294588031074443e-30+0.j,0.+1.5291516461965545e-30j,3.179956031173273e-31+0.j,0.-6.560960090575993e-32j,-1.3432060479622519e-32+0.j,0.+2.7289680396057056e-33j,5.5028145449836255e-34+0.j,0.-1.1014137120315989e-34j,-2.1884790438984047e-35+0.j,0.+4.317241974385957e-36j,8.456427799463386e-37+0.j,0.-1.6448537068320486e-37j,-3.177381881077285e-38+0.j,0.+6.096130200377288e-39j,1.1617736269446916e-39+0.j,0.-2.1994291333636847e-40j,-4.136731360429941e-41+0.j,0.+7.730369953274937e-42j,1.4354056232954896e-42+0.j,0.-2.6485934493711702e-43j,-4.856867647595359e-44+0.j,0.+8.851782402506325e-45j,1.6035077271292913e-45+0.j,0.-2.887412613253991e-46j,-5.168624165048225e-47+0.j,0.+9.198128971047644e-48j,1.6274659030696784e-48+0.j,0.-2.8631290074412527e-49j,-5.008580416796655e-50+0.j
-0.1928012726521762+0.j,0.-0.38293345017454233j,0.23737052372474451+0.j,0.-0.20657898134634353j,0.22292626363092713+0.j,0.-0.2284356658368446j,0.1061384600939661+0.j,0.-0.277685263697685j,-0.12221286700223082+0.j,0.-0.14520746437760107j,-0.2751951677269297+0.j,0.+0.1996056804700234j,0.0062022277119801374+0.j,0.+0.1826815269196314j,0.29366155550338974+0.j,0.-0.31623854939199514j,-0.27733440832529843+0.j,0.+0.21183405483366047j,0.14571879104524912+0.j,0.-0.09209690613326767j,-0.054196897278401844+0.j,0.+0.029981594089168395j,0.01570424537540605+0.j,0.-0.007832739111429706j,-0.0037369811313106354+0.j,0.+0.001711860011512915j,0.0007553076065224359+0.j,0.-0.00032185033080770354j,-0.00013275939038098492+0.j,0.+0.00005311731173846124j,0.000020650946224045552+0.j,0.-7.813821141234391e-6j,-2.881511913319632e-6+0.j,0.+1.0369622773325056e-6j,3.645780546140689e-7+0.j,0.-1.2535946928013422e-7j,-4.2196597150911094e-8+0.j,0.+1.391654837517963e-8j,4.500588679884054e-9+0.j,0.-1.4282817582550935e-9j,-4.4510710846648937e-10+0.j,0.+1.3630108290911053e-10j,4.1037154570503515e-11+0.j,0.-1.215458731546532e-11j,-3.5433548454794452e-12+0.j,0.+1.017215341707773e-12j,2.876965139974824e-13+0.j,0.-8.019877218329329e-14j,-2.2043959084061902e-14+0.j,0.+5.976787352898111e-15j,1.5990459544417903e-15+0.j,0.-4.2229831674123294e-16j,-1.101249481402221e-16+0.j,0.+2.836584165064236e-17j,7.219020894159952e-18+0.j,0.-1.8157522028500693e-18j,-4.514896926386954e-19+0.j,0.+1.1101051578343797e-19j,2.6996814965641607e-20+0.j,0.-6.495245398037228e-21j,-1.5463628139236055e-21+0.j,0.+3.6437968273169564e-22j,8.499906492799704e-23+0.j,0.-1.9632613585075887e-23j,-4.490859128679123e-24+0.j,0.+1.0175324720981391e-24j,2.284082811823087e-25+0.j,0.-5.080360064381138e-26j,-1.1198707413671306e-26+0.j,0.+2.4468153648994617e-27j,5.2998201361570345e-28+0.j,0.-1.1381831367459756e-28j,-2.4239102417271896e-29+0.j,0.+5.119582189837795e-30j,1.072566860279852e-30+0.j,0.-2.229166476179296e-31j,-4.596672220090366e-32+0.j,0.+9.405467978294776e-33j,1.909872795543181e-33+0.j,0.-3.849155124908583e-34j,-7.700370585199191e-35+0.j,0.+1.5292904389319346e-35j,3.0154074225876574e-36+0.j,0.-5.903695619310413e-37j,-1.1478017043948412e-37+0.j,0.+2.2162387846974173e-38j,4.250242475947989e-39+0.j,0.-8.096511459862288e-40j,-1.5321729335330372e-40+0.j,0.+2.8805857338244053e-41j,5.380883255880003e-42+0.j,0.-9.987613407446023e-43j,-1.8422137374281992e-43+0.j,0.+3.376932146431111e-44j,6.152359890985921e-45+0.j,0.-1.1141161363724948e-45j,-2.0054877480428627e-46+0.j,0.+3.5887327326707293e-47j,6.384454432614597e-48+0.j,0.-1.129268894526212e-48j
0.+0.12024356927873978j,-0.3116945464924087+0.j,0.-0.35272642798780807j,0.026559229013960645+0.j,0.-0.29519052897386483j,0.045939556862392185+0.j,0.-0.277685263697685j,-0.06704435547465702+0.j,0.-0.2206380423637184j,-0.22913730207753652+0.j,0.-0.001926287960556785j,-0.2204881534305147+0.j,0.+0.25747706521984587j,0.12238444111466476+0.j,0.+0.07520400981305939j,0.23264931695762972+0.j,0.-0.30514374760944907j,-0.3000807944610928+0.j,0.+0.2488103620019504j,0.18263531618100626+0.j,0.-0.12187143021064241j,-0.07517328338516312+0.j,0.+0.04335748391797479j,0.023581350282601467+0.j,0.-0.012172787103606893j,-0.005994601893306042+0.j,0.+0.002828119606543799j,0.0012826676317538351+0.j,0.-0.0005609031637820916j,-0.00023709113978336087+0.j,0.+0.00009708399240987341j,0.00003858499145372631+0.j,0.-0.00001490955176624463j,-5.609737678032854e-6+0.j,0.+2.057978670056001e-6j,7.370388934597256e-7+0.j,0.-2.5797197789792025e-7j,-8.833357593249423e-8+0.j,0.+2.9617713001657748e-8j,9.732362156407051e-9+0.j,0.-3.136648336888914e-9j,-9.922211861352964e-10+0.j,0.+3.082746326954986e-10j,9.412931644653374e-11+0.j,0.-2.8263293690344604e-11j,-8.34964180193097e-12+0.j,0.+2.4281844677029374e-12j,6.954602105489336e-13+0.j,0.-1.9626161794029354e-13j,-5.459531549263596e-14+0.j,0.+1.497636575403348e-14j,4.052781768344001e-15+0.j,0.-1.0823100280233925e-15j,-2.853315222180368e-16+0.j,0.+7.428274225090899e-17j,1.9102922841958518e-17+0.j,0.-4.854144080161279e-18j,-1.2191236106511237e-18+0.j,0.+3.027058532909578e-19j,7.432629600285644e-20+0.j,0.-1.8051717697029383e-20j,-4.33760707337968e-21+0.j,0.+1.0314176241407669e-21j,2.427530041763984e-22+0.j,0.-5.656264811134116e-23j,-1.3050156759758839e-23+0.j,0.+2.981982621759401e-24j,6.749587990904593e-25+0.j,0.-1.5135913544294491e-25j,-3.363356416564374e-26+0.j,0.+7.406977884826891e-27j,1.6168943090817645e-27+0.j,0.-3.499135860074006e-28j,-7.50831489606936e-29+0.j,0.+1.5976749703714962e-29j,3.371773660653433e-30+0.j,0.-7.058464657861234e-31j,-1.4658850121673609e-31+0.j,0.+3.0205193487292214e-32j,6.176009490113439e-33+0.j,0.-1.2532273508314428e-33j,-2.5240432372868896e-34+0.j,0.+5.046110007197804e-35j,1.0015121576755889e-35+0.j,0.-1.973515680638268e-36j,-3.86147974398519e-37+0.j,0.+7.503061749707857e-38j,1.4478929170711393e-38+0.j,0.-2.775159746407986e-39j,-5.283631607281353e-40+0.j,0.+9.993288130037238e-41j,1.8778157147448454e-41+0.j,0.-3.5059247682082174e-42j,-6.504182828451722e-43+0.j,0.+1.1991071326168572e-43j,2.1970100742697195e-44+0.j,0.-4.000809028357e-45j,-7.241647935944825e-46+0.j,0.+1.3029631719334046e-46j,2.3305725105032987e-47+0.j
0.07014841275778426+0.j,0.+0.2243507507437339j,-0.3616229268589958+0.j,0.-0.23149422374393955j,-0.1534298057202911+0.j,0.-0.26016909731534726j,-0.12221286700223082+0.j,0.-0.2206380423637184j,-0.19576149651295238+0.j,0.-0.10034649390089577j,-0.2573070612068607+0.j,0.+0.12637092508375028j,-0.1198332245489151+0.j,0.+0.2568227775882623j,0.20577236289097728+0.j,0.-0.032747018790195655j,0.15099923443015148+0.j,0.-0.2697566993376141j,-0.30496871429248185+0.j,0.+0.2768956366013492j,0.21767370615218753+0.j,0.-0.15359924467767383j,-0.09936663928590504+0.j,0.+0.05975916159800995j,0.033742663440919286+0.j,0.-0.018021484054282166j,-0.009157036916926247+0.j,0.+0.0044472971596052555j,0.0020724283664842603+0.j,0.-0.0009296121599959775j,-0.00040248757769658126+0.j,0.+0.00016860008703447864j,0.0000684719594072713+0.j,0.-0.000027008800461462084j,-0.00001036417458164726+0.j,0.+3.874593063014338e-6j,1.4129983630043255e-6+0.j,0.-5.032571459651465e-7j,-1.7524000681791738e-7+0.j,0.+5.971641600453929e-8j,1.9932346692778583e-8+0.j,0.-6.5220417521989485e-9j,-2.0936212464429216e-9+0.j,0.+6.597916101424491e-10j,2.0426440531350862e-10+0.j,0.-6.21612226968119e-11j,-1.8605168900565566e-11+0.j,0.+5.479808729128004e-12j,1.5890263755181045e-12+0.j,0.-4.538725815147379e-13j,-1.277512868875252e-13+0.j,0.+3.5449133900634564e-14j,9.701202161898284e-15+0.j,0.-2.6193075262824322e-15j,-6.979775296809874e-16+0.j,0.+1.8362661594414283e-16j,4.770974354270121e-17+0.j,0.-1.2245799422698931e-17j,-3.1059964302957135e-18+0.j,0.+7.786958902340214e-19j,1.9301982562514296e-19+0.j,0.-4.7316435573437824e-20j,-1.1473672457922036e-20+0.j,0.+2.752789829406326e-21j,6.536113256061742e-22+0.j,0.-1.5361507486954232e-22j,-3.5744074666315776e-23+0.j,0.+8.235974617209546e-24j,1.8795253463656737e-24+0.j,0.-4.24895461385419e-25j,-9.516829742906485e-26+0.j,0.+2.112280858153774e-26j,4.6465482462138126e-27+0.j,0.-1.013203030030777e-27j,-2.1903587076040424e-28+0.j,0.+4.6951560164309567e-29j,9.980723450615498e-30+0.j,0.-2.1043133943950373e-30j,-4.4010116187554605e-31+0.j,0.+9.131535134807508e-32j,1.8799141570683587e-32+0.j,0.-3.840495867345459e-33j,-7.786498230254239e-34+0.j,0.+1.5669376725949222e-34j,3.13013816174053e-35+0.j,0.-6.207600770671406e-36j,-1.2222989912231126e-36+0.j,0.+2.3898365053441237e-37j,4.64021861311727e-38+0.j,0.-8.948072603775754e-39j,-1.7138844741882456e-39+0.j,0.+3.260871552402818e-40j,6.163452176033436e-41+0.j,0.-1.1574164842467862e-41j,-2.1595673172628882e-42+0.j,0.+4.003967305750988e-43j,7.377264556321749e-44+0.j,0.-1.3508737803124183e-44j,-2.458563732607681e-45+0.j,0.+4.447616913784436e-46j
