3.4873423562089973e-6+0.j,0.000017482941906783533+0.j,0.00006197541541567178+0.j,0.00017938195338619957+0.j,0.00044964387631638806+0.j,0.0010080999909041891+0.j,0.002063231289945736+0.j,0.0039094784659865715+0.j,0.0069293701620700915+0.j,0.011579570115752844+0.j,0.018357450533722407+0.j,0.027748272696856768+0.j,0.04015736987054094+0.j,0.05583589917986094+0.j,0.07481168324946968+0.j,0.09683753517271965+0.j,0.1213678518547565+0.j,0.14757035919727837+0.j,0.17437443429248503+0.j,0.20055151221986553+0.j,0.22481789288553283+0.j,0.24594678820914442+0.j,0.26287527799153343+0.j,0.27479305780946345+0.j,0.28120307521470794+0.j,0.28194863169855017+0.j,0.2772063963768345+0.j,0.2674491949198042+0.j,0.2533857627546737+0.j,0.23588652903188603+0.j,0.21590487197354993+0.j,0.19440235665591432+0.j,0.17228460283994063+0.j,0.1503520749390474+0.j,0.1292676629779179+0.j,0.10954077392315047+0.j,0.09152600038024375+0.j,0.0754333772769389+0.j,0.061346767508546424+0.j,0.049246946767180236+0.j,0.03903635368922294+0.j,0.030563088975806823+0.j,0.02364245278495455+0.j,0.01807499694057869+0.j,0.013660664458299507+0.j,0.010209053906523756+0.j,0.007546168718712945+0.j,0.005518200953226348+0.j,0.003992977132659262+0.j,0.00285968839447961+0.j,0.0020274662828741+0.j,0.0014232738901929155+0.j,0.0009894793619992187+0.j,0.0006813789856669945+0.j,0.0004648488761776766+0.j,0.00031423197167251653+0.j,0.0002105117234334772+0.j,0.0001397844264331176+0.j,0.00009201629060627846+0.j,0.00006005631017335267+0.j,0.00003886896268168764+0.j,0.00002494927688779317+0.j,0.00001588481085596806+0.j,0.000010033020579628429+0.j,6.287263266212793e-6+0.j,3.909533127110494e-6+0.j,2.4125307609155083e-6+0.j,1.4775949155198982e-6+0.j,8.982988868101882e-7+0.j,5.4214598515767e-7+0.j,3.248532049519557e-7+0.j,1.9327599213326532e-7+0.j,1.1419092551473001e-7+0.j,6.700235887849879e-8+0.j,3.904758353541304e-8+0.j,2.260390434695487e-8+0.j,1.2998600446356635e-8+0.j,7.426277297782182e-9+0.j,4.215448523033062e-9+0.j,2.3776623151943638e-9+0.j,1.332677639222442e-9+0.j,7.423394336541278e-10+0.j,4.109751237270208e-10+0.j,2.2614990962942547e-10+0.j,1.237019954534139e-10+0.j,6.726469423042418e-11+0.j,3.6362846827111775e-11+0.j,1.9544212684854585e-11+0.j,1.0444719323368303e-11+0.j,5.5503669999035064e-12+0.j,2.9330561389932397e-12+0.j,1.5414151002830718e-12+0.j,8.05648541766083e-13+0.j,4.188167871807518e-13+0.j,2.1656091811246802e-13+0.j,1.1138794998990894e-13+0.j,5.699313208404069e-14+0.j,2.901059172883622e-14+0.j,1.4691410007663705e-14+0.j,7.40228516381986e-15+0.j
-0.000017482941906783533+0.j,-0.00008415913065834065+0.j,-0.00028597404367109553+0.j,-0.0007919431843126451+0.j,-0.0018954162010062865+0.j,-0.004048429608601438+0.j,-0.007874177189543122+0.j,-0.014140421633402518+0.j,-0.023681035410451034+0.j,-0.03726324523422624+0.j,-0.05541279322453851+0.j,-0.07822443430035848+0.j,-0.10519636123816159+0.j,-0.1351302310913623+0.j,-0.16613135639822654+0.j,-0.19572700409208574+0.j,-0.22109803748983986+0.j,-0.23939559697122526+0.j,-0.2480957645974732+0.j,-0.2453356446826241+0.j,-0.2301761452716855+0.j,-0.2027493350310227+0.j,-0.16426851753599225+0.j,-0.11690255186363847+0.j,-0.06353760550813543+0.j,-0.007465448344675506+0.j,0.047954792728207685+0.j,0.0996152600967005+0.j,0.14492028158486756+0.j,0.18196440566362712+0.j,0.2096172161846377+0.j,0.2275185642384782+0.j,0.23599888383600195+0.j,0.2359461696646555+0.j,0.22864375822792518+0.j,0.21560180527072795+0.j,0.19840132270488972+0.j,0.1785640529944416+0.j,0.1574554831889309+0.j,0.13622286188736007+0.j,0.11576578339490481+0.j,0.09673401647482455+0.j,0.07954577332978138+0.j,0.06441933391080595+0.j,0.05141155031460113+0.j,0.04045791668107016+0.j,0.03141029265863418+0.j,0.024069769222940945+0.j,0.018213398908095178+0.j,0.013614488356141142+0.j,0.010056841937143776+0.j,0.007343768199025952+0.j,0.005302860088337029+0.j,0.0037875908261049973+0.j,0.0026766858361030508+0.j,0.001872086042262229+0.j,0.0012961474797387284+0.j,0.0008885534673056168+0.j,0.000603265203927219+0.j,0.00040571284902399534+0.j,0.0002703340965451287+0.j,0.00017849917743040033+0.j,0.00011681617060791525+0.j,0.00007578367131486865+0.j,0.00004874450089075128+0.j,0.00003109004442957471+0.j,0.000019666561631386096+0.j,0.0000123398529637005+0.j,7.681157039632308e-6+0.j,4.743914058462446e-6+0.j,2.9073462859995092e-6+0.j,1.7683196258443421e-6+0.j,1.067532770932866e-6+0.j,6.397476808154803e-7+0.j,3.806205308402108e-7+0.j,2.2484282147436292e-7+0.j,1.318909507367334e-7+0.j,7.683242270297636e-8+0.j,4.445398030488045e-8+0.j,2.5547894855321887e-8+0.j,1.4585403354369022e-8+0.j,8.272560725460376e-9+0.j,4.661845744356415e-9+0.j,2.610414051831122e-9+0.j,1.4525483197048837e-9+0.j,8.03260877653817e-10+0.j,4.4149083250329764e-10+0.j,2.4118990356335583e-10+0.j,1.3097890882768882e-10+0.j,7.070987131320924e-11+0.j,3.795124181043134e-11+0.j,2.025206296279654e-11+0.j,1.0745811428483307e-11+0.j,5.669757171620741e-12+0.j,2.9749039652864266e-12+0.j,1.552358362169434e-12+0.j,8.056533711964356e-13+0.j,4.158797145921437e-13+0.j,2.1353839848890624e-13+0.j,1.0906812933305653e-13+0.j
0.00006197541541567178+0.j,0.00028597404367109553+0.j,0.0009295924592693705+0.j,0.002457120250129362+0.j,0.005599098697200715+0.j,0.011354393145189361+0.j,0.020901145591672297+0.j,0.03539525293209346+0.j,0.05566624154656259+0.j,0.08185970285253591+0.j,0.1131100880745538+0.j,0.14734388030304588+0.j,0.18130144170191018+0.j,0.21082504758710321+0.j,0.23139933873395413+0.j,0.23886470721723999+0.j,0.23017256853367407+0.j,0.20402928515896787+0.j,0.16128979579460043+0.j,0.10500971368323032+0.j,0.04013376172390631+0.j,-0.027128276943886115+0.j,-0.09012673781354626+0.j,-0.14265288942117207+0.j,-0.17972737160413577+0.j,-0.19817503324127927+0.j,-0.19691237088203054+0.j,-0.17692974337714648+0.j,-0.1410028485625936+0.j,-0.09320703159832547+0.j,-0.03832857134735296+0.j,0.018731494709166234+0.j,0.07347999602485826+0.j,0.12222460381040391+0.j,0.16230995997409334+0.j,0.1921969641005619+0.j,0.2114066143519005+0.j,0.2203632689328857+0.j,0.22017750690299528+0.j,0.21240711504112644+0.j,0.19882814137661672+0.j,0.18123871720080917+0.j,0.1613085282497336+0.j,0.14047798446883364+0.j,0.11990425834029537+0.j,0.10044681510977431+0.j,0.08268276382490417+0.j,0.06694193273759518+0.j,0.053352487580042324+0.j,0.04188962050468623+0.j,0.03242186534182931+0.j,0.024751581955213185+0.j,0.01864786778136277+0.j,0.013871483188691705+0.j,0.010192295011556468+0.j,0.007400286713714612+0.j,0.005311425017873322+0.j,0.003769694003949287+0.j,0.0026464873937553065+0.j,0.001838354140891438+0.j,0.0012638713718963273+0.j,0.0008602057369581006+0.j,0.0005797388160073909+0.j,0.00038698301135903197+0.j,0.00025590242649108736+0.j,0.0001676750721737484+0.j,0.00010888256211409876+0.j,0.00007008481513155866+0.j,0.000044724096272189027+0.j,0.000028299844664443476+0.j,0.000017759099812960787+0.j,0.000011053984856880575+0.j,6.825612613450463e-6+0.j,4.1816772938117005e-6+0.j,2.542168570466774e-6+0.j,1.533768165923067e-6+0.j,9.184829900977831e-7+0.j,5.459979807625765e-7+0.j,3.222330688332694e-7+0.j,1.8882400471531105e-7+0.j,1.0987516564570277e-7+0.j,6.349547433455738e-8+0.j,3.644442120300424e-8+0.j,2.0778163532275575e-8+0.j,1.1768266859622878e-8+0.j,6.6219708277346855e-9+0.j,3.7022895717718903e-9+0.j,2.0568360797544527e-9+0.j,1.1355646840052523e-9+0.j,6.23078333120162e-10+0.j,3.3980258742270726e-10+0.j,1.842034277572575e-10+0.j,9.926326415767555e-11+0.j,5.317789850652613e-11+0.j,2.832413685808697e-11+0.j,1.5000143531121874e-11+0.j,7.899087378783174e-12+0.j,4.136471282138471e-12+0.j,2.154184088709262e-12+0.j,1.1157393527048882e-12+0.j
-0.00017938195338619957+0.j,-0.0007919431843126451+0.j,-0.002457120250129362+0.j,-0.0061823087231071515+0.j,-0.013368821291073064+0.j,-0.025635807162417264+0.j,-0.04443884390891345+0.j,-0.07052117044656982+0.j,-0.1033204428782922+0.j,-0.1405183761024001+0.j,-0.1779317205257602+0.j,-0.209883537588499+0.j,-0.23007204206880746+0.j,-0.23280402886028004+0.j,-0.21432925186686533+0.j,-0.17394655589073094+0.j,-0.11457822537636302+0.j,-0.04262307869825432+0.j,0.03292964688659957+0.j,0.101963109201327+0.j,0.1549705535225276+0.j,0.18470417362137895+0.j,0.1873995609565936+0.j,0.16334560200310047+0.j,0.11672050442258765+0.j,0.05477057882010546+0.j,-0.013467346654729082+0.j,-0.07863077554058721+0.j,-0.13240994201186193+0.j,-0.16861677204339776+0.j,-0.18380810454450963+0.j,-0.17742565103244093+0.j,-0.15150406369129582+0.j,-0.11006193020911981+0.j,-0.0583214327340485+0.j,-0.0019018011553618387+0.j,0.05389344829752545+0.j,0.10461507852457538+0.j,0.14699574120787198+0.j,0.17906907115912857+0.j,0.20011195171769447+0.j,0.21045866758215576+0.j,0.21124097133402273+0.j,0.2041040483529235+0.j,0.1909382344460716+0.j,0.17365342997205582+0.j,0.1540102273019304+0.j,0.13351074140697486+0.j,0.11334402316349157+0.j,0.0943759836632704+0.j,0.07717164984631555+0.j,0.062037672363538396+0.j,0.049074571092608966+0.j,0.03823053135395753+0.j,0.02935108913827293+0.j,0.022221372977397687+0.j,0.016599477631270485+0.j,0.012240943656869833+0.j,0.008915219972677382+0.j,0.006415466801601235+0.j,0.004563214010285035+0.j,0.003209327869559071+0.j,0.0022325484408251247+0.j,0.0015366114376094097+0.j,0.0010467126988257588+0.j,0.0007058414001025645+0.j,0.00047131556687214925+0.j,0.0003117050728464957+0.j,0.0002042208121069579+0.j,0.0001325780183418548+0.j,0.00008529920934576267+0.j,0.00005440046704741359+0.j,0.00003439715764673306+0.j,0.000021566479741859123+0.j,0.000013410464003972931+0.j,8.271496576079978e-6+0.j,5.061335367504564e-6+0.j,3.072904993510122e-6+0.j,1.8513813468190265e-6+0.j,1.1070385330513205e-6+0.j,6.57059736677982e-7+0.j,3.871464886161975e-7+0.j,2.2647761811253316e-7+0.j,1.3155400135770476e-7+0.j,7.588557615966453e-8+0.j,4.347471826309161e-8+0.j,2.4738941556747442e-8+0.j,1.398412283680251e-8+0.j,7.853092749397793e-9+0.j,4.381652221605292e-9+0.j,2.429214267181464e-9+0.j,1.3383273967045185e-9+0.j,7.327643025223163e-10+0.j,3.9875608841892174e-10+0.j,2.1568806680561805e-10+0.j,1.1597233076243856e-10+0.j,6.19904675284105e-11+0.j,3.2943488933602506e-11+0.j,1.7406821376244357e-11+0.j,9.145443868256872e-12+0.j
0.00044964387631638806+0.j,0.0018954162010062865+0.j,0.005599098697200715+0.j,0.013368821291073064+0.j,0.0273283567235855+0.j,0.04931264248336007+0.j,0.07999433928784176+0.j,0.11798329503434271+0.j,0.15925394778616064+0.j,0.19724667032607116+0.j,0.22382962082773272+0.j,0.2310336320557477+0.j,0.21317613507619343+0.j,0.1687848888242921+0.j,0.10170730568209357+0.j,0.020972543727655633+0.j,-0.06068809239602713+0.j,-0.12936884859441833+0.j,-0.17295958790731586+0.j,-0.1838151109807519+0.j,-0.16045712782338403+0.j,-0.10790255803860925+0.j,-0.036571354717791583+0.j,0.03992165642770208+0.j,0.10753846002048792+0.j,0.15451177956808687+0.j,0.17339575699624607+0.j,0.1621089322524997+0.j,0.12386502701265019+0.j,0.06613488846248895+0.j,-0.0010374561517777136+0.j,-0.06695995351839802+0.j,-0.12207115423580749+0.j,-0.1592779463172266+0.j,-0.1746927579434451+0.j,-0.1677500160108977+0.j,-0.14079624478602706+0.j,-0.09832058981606723+0.j,-0.04601835367269684+0.j,0.010134457928741339+0.j,0.0646598470864452+0.j,0.11312919731918439+0.j,0.1524614346598081+0.j,0.18098686310025958+0.j,0.19832536940855341+0.j,0.2051417100332035+0.j,0.20284104204864079+0.j,0.1932586622779728+0.j,0.17838344172410744+0.j,0.1601385719757502+0.j,0.14022885064255272+0.j,0.12005252340627687+0.j,0.1006683012510476+0.j,0.08280440431575607+0.j,0.0668956716937932+0.j,0.053136029624667985+0.j,0.04153604437049213+0.j,0.03197815843556208+0.j,0.02426498228812385+0.j,0.018158361512372323+0.j,0.013408714819375153+0.j,0.009775328392062781+0.j,0.007038967411341301+0.j,0.005008438269859277+0.j,0.003522726104145641+0.j,0.0024501517722731133+0.j,0.0016857283948121288+0.j,0.0011476133419188069+0.j,0.0007732872774915411+0.j,0.0005158689262058406+0.j,0.000340800231768908+0.j,0.00022301020788628338+0.j,0.000144580746969408+0.j,0.00009288557397578012+0.j,0.00005914588855400032+0.j,0.00003733544532877107+0.j,0.000023367731347398313+0.j,0.000014503888259263105+0.j,8.92885620275233e-6+0.j,5.452784587507038e-6+0.j,3.3038223131500468e-6+0.j,1.986336480261551e-6+0.j,1.1851850785165742e-6+0.j,7.018976690445137e-7+0.j,4.1263923835751515e-7+0.j,2.408402635057759e-7+0.j,1.3957264529494946e-7+0.j,8.03217449373528e-8+0.j,4.590656581210601e-8+0.j,2.6059791064778968e-8+0.j,1.4694864235260438e-8+0.j,8.231924297235514e-9+0.j,4.581624998285848e-9+0.j,2.533728225911854e-9+0.j,1.3923920510950937e-9+0.j,7.604340915278888e-10+0.j,4.127590106341928e-10+0.j,2.226905690511248e-10+0.j,1.1942952031311338e-10+0.j,6.367361476238892e-11+0.j
-0.0010080999909041891+0.j,-0.004048429608601438+0.j,-0.011354393145189361+0.j,-0.025635807162417264+0.j,-0.04931264248336007+0.j,-0.08323041446705627+0.j,-0.12532773431131577+0.j,-0.169867554255028+0.j,-0.20780841614318699+0.j,-0.22856475009551253+0.j,-0.22287630717558393+0.j,-0.18598361227602533+0.j,-0.12002438211280017+0.j,-0.0346789383742668+0.j,0.05440371712791288+0.j,0.12914185159071223+0.j,0.173579316676771+0.j,0.17814119084419736+0.j,0.14231465650582298+0.j,0.07495252633622586+0.j,-0.00788590513809966+0.j,-0.08692210175739014+0.j,-0.144345466436176+0.j,-0.16794103092039667+0.j,-0.15363688250222293+0.j,-0.10595156012220239+0.j,-0.036411610066115006+0.j,0.03948767093972883+0.j,0.10591479533363317+0.j,0.15003229998361622+0.j,0.16432270397622106+0.j,0.14754073554302335+0.j,0.10428632679718879+0.j,0.04349412256857098+0.j,-0.023685518754267144+0.j,-0.08609864684567838+0.j,-0.13445584070145616+0.j,-0.1625727773155193+0.j,-0.16787817342036426+0.j,-0.1512436864903374+0.j,-0.11630257428901287+0.j,-0.06847763880436351+0.j,-0.013938436973798568+0.j,0.0413327811456611+0.j,0.09224901871380436+0.j,0.13504911508447728+0.j,0.16745671062155137+0.j,0.18861361682564493+0.j,0.1988550148045537+0.j,0.19939838672542592+0.j,0.19201003823535126+0.j,0.17869769849548464+0.j,0.16145977710128495+0.j,0.14210505960843675+0.j,0.12214317972360238+0.j,0.10273705137889896+0.j,0.08470350227855207+0.j,0.06854690797649185+0.j,0.05451167801760362+0.j,0.04264196871840067+0.j,0.032840117928950446+0.j,0.024918375492302993+0.j,0.018641143147093357+0.j,0.013756954673506865+0.j,0.01002079394342188+0.j,0.007208137932939815+0.j,0.005122446318636394+0.j,0.0035978340406715302+0.j,0.0024984815310041893+0.j,0.0017160584194450437+0.j,0.0011661318561008028+0.j,0.0007842455721496555+0.j,0.0005221147113364434+0.j,0.0003441931279754406+0.j,0.0002247330635100972+0.j,0.0001453651041150552+0.j,0.00009316999137682895+0.j,0.00005918393309760773+0.j,0.000037267304366597566+0.j,0.000023266377557739752+0.j,0.00001440398033172929+0.j,8.844268890141063e-6+0.j,5.386868872925468e-6+0.j,3.255159021913185e-6+0.j,1.951788620362306e-6+0.j,1.1613921404205234e-6+0.j,6.859126195704564e-7+0.j,4.0212259345457377e-7+0.j,2.3404626790231108e-7+0.j,1.3525405333123206e-7+0.j,7.761649588334126e-8+0.j,4.423448800943596e-8+0.j,2.5039034197026078e-8+0.j,1.4078892992288196e-8+0.j,7.864245710548487e-9+0.j,4.36440567904739e-9+0.j,2.4066509917686575e-9+0.j,1.3187433826090036e-9+0.j,7.181326113633166e-10+0.j,3.8867179613261317e-10+0.j
0.002063231289945736+0.j,0.007874177189543122+0.j,0.020901145591672297+0.j,0.04443884390891345+0.j,0.07999433928784176+0.j,0.12532773431131577+0.j,0.17327202106732575+0.j,0.21229058543367355+0.j,0.22916564839931547+0.j,0.21328053463232827+0.j,0.16107473185252824+0.j,0.07886804886852816+0.j,-0.017372235218287756+0.j,-0.10569533914159991+0.j,-0.16431850687071356+0.j,-0.17828878204101567+0.j,-0.1443689408478975+0.j,-0.0724157490900923+0.j,0.017280815593696756+0.j,0.09984894326475958+0.j,0.15298367940946897+0.j,0.16314623887267496+0.j,0.1289819889789035+0.j,0.06110453632663002+0.j,-0.02144061146047146+0.j,-0.09676385072535403+0.j,-0.146033814176803+0.j,-0.15805826578946433+0.j,-0.13146775894837312+0.j,-0.07421210178313446+0.j,-0.0008292018176949495+0.j,0.07154573191212678+0.j,0.1272927665584012+0.j,0.1555557208455837+0.j,0.15201276899419255+0.j,0.11900812705430211+0.j,0.06428675334239711+0.j,-0.0011610210649796143+0.j,-0.06554408038677853+0.j,-0.1184636335006769+0.j,-0.1524784583849743+0.j,-0.1638724400763385+0.j,-0.15264765300061878+0.j,-0.12190795255952017+0.j,-0.07687206879746139+0.j,-0.023764390414636575+0.j,0.03120821853442812+0.j,0.08265269095573638+0.j,0.1264925746089564+0.j,0.16017614959372917+0.j,0.18263556061939207+0.j,0.194068393100873+0.j,0.19561957582475456+0.j,0.18903357345955948+0.j,0.17633042281596473+0.j,0.1595397041973602+0.j,0.14050816413708606+0.j,0.12078196441422487+0.j,0.10155448585052378+0.j,0.08366518597065065+0.j,0.0676334055261814+0.j,0.053712129909992905+0.j,0.041949410961537134+0.j,0.03224848925428955+0.j,0.024420933665319923+0.j,0.01822991055411674+0.j,0.013422816704923467+0.j,0.009753935559785617+0.j,0.0069985884604144896+0.j,0.004960586273978091+0.j,0.0034747876318510285+0.j,0.002406369506683951+0.j,0.0016481184957035451+0.j,0.0011167311903098596+0.j,0.0007488158480565059+0.j,0.0004970393789353666+0.j,0.00032667151614026486+0.j,0.00021263984371733795+0.j,0.00013711744968403867+0.j,0.00008760956341332425+0.j,0.00005547684325031552+0.j,0.00003482244998165084+0.j,0.000021670842086461722+0.j,0.000013373301062952956+0.j,8.185054952499513e-6+0.j,4.969298295004763e-6+0.j,2.9931342734726722e-6+0.j,1.788871861047072e-6+0.j,1.0610006927795152e-6+0.j,6.245891868905252e-7+0.j,3.649826296296315e-7+0.j,2.117401576425764e-7+0.j,1.219663004228834e-7+0.j,6.976416177786089e-8+0.j,3.9630478518828484e-8+0.j,2.2360289699114183e-8+0.j,1.2532042243023954e-8+0.j,6.977601987179813e-9+0.j,3.859869366478492e-9+0.j,2.1215919979525312e-9+0.j
-0.0039094784659865715+0.j,-0.014140421633402518+0.j,-0.03539525293209346+0.j,-0.07052117044656982+0.j,-0.11798329503434271+0.j,-0.169867554255028+0.j,-0.21229058543367355+0.j,-0.22898315814065134+0.j,-0.20728242115628726+0.j,-0.14428154690172854+0.j,-0.05029069958589144+0.j,0.05247609087961237+0.j,0.13617999769852002+0.j,0.17660063679270324+0.j,0.16188032582528636+0.j,0.0972897802475438+0.j,0.00400771229228329+0.j,-0.0877670031978077+0.j,-0.14886779561721344+0.j,-0.16072676148573933+0.j,-0.12110298581227988+0.j,-0.044159350518149273+0.j,0.04482805639478861+0.j,0.1180168258632977+0.j,0.15376999117876047+0.j,0.1428323778950625+0.j,0.09022171179821112+0.j,0.012689279850960453+0.j,-0.0670071006175095+0.j,-0.12697007540276312+0.j,-0.15206244772106575+0.j,-0.13731219101775172+0.j,-0.08822730883519889+0.j,-0.018368870934758932+0.j,0.05478932010003284+0.j,0.1144103740148366+0.j,0.14807241083577588+0.j,0.14999956693730515+0.j,0.12148998071339237+0.j,0.06975936661260937+0.j,0.005738947017892457+0.j,-0.05851038548770083+0.j,-0.11216207070342527+0.j,-0.1473387756529366+0.j,-0.15997968935192067+0.j,-0.14987671995579155+0.j,-0.12005389254464588+0.j,-0.07574649077711856+0.j,-0.023246738030004863+0.j,0.03116086191909737+0.j,0.08202490321365524+0.j,0.12524387328722583+0.j,0.15827487758415965+0.j,0.1800842756193966+0.j,0.1909165644419505+0.j,0.19196360060673653+0.j,0.18500693895738504+0.j,0.1720881323964323+0.j,0.15524110041805786+0.j,0.13630145968256197+0.j,0.11679258339514544+0.j,0.09787809438561425+0.j,0.08036529121668166+0.j,0.06474273544735609+0.j,0.05123667815287277+0.j,0.03987398314605009+0.j,0.03054273066454799+0.j,0.02304506411499069+0.j,0.017139665974093103+0.j,0.012573347368931948+0.j,0.009102609335474231+0.j,0.006506784388477924+0.j,0.00459464253545583+0.j,0.003206299326378719+0.j,0.002212029133638368+0.j,0.00150926866532956+0.j,0.001018765716361622+0.j,0.0006805298834499073+0.j,0.0004499966768377807+0.j,0.0002946298580590012+0.j,0.00019105503499670929+0.j,0.00012273175958111285+0.j,0.00007812117645184717+0.j,0.000049281645538060165+0.j,0.00003081716264758544+0.j,0.00001910614598805399+0.j,0.000011746389938054586+0.j,7.162435967823695e-6+0.j,4.332242723999386e-6+0.j,2.5997283479511984e-6+0.j,1.5479995122649385e-6+0.j,9.147513752462622e-7+0.j,5.365175045841599e-7+0.j,3.123705397010539e-7+0.j,1.8055774390338278e-7+0.j,1.0362737192468117e-7+0.j,5.906029699413322e-8+0.j,3.342936760057095e-8+0.j,1.879398866894066e-8+0.j,1.0495744702255215e-8+0.j
0.0069293701620700915+0.j,0.023681035410451034+0.j,0.05566624154656259+0.j,0.1033204428782922+0.j,0.15925394778616064+0.j,0.20780841614318699+0.j,0.22916564839931547+0.j,0.20728242115628726+0.j,0.1384153674628288+0.j,0.03587617499000884+0.j,-0.07217372923979862+0.j,-0.15198252183758942+0.j,-0.1771029381615618+0.j,-0.1394203623491492+0.j,-0.053304723730300214+0.j,0.04922211952347801+0.j,0.13048504162059546+0.j,0.16140515719656184+0.j,0.132210792820833+0.j,0.055460086365502696+0.j,-0.03948187005965019+0.j,-0.11793885133370696+0.j,-0.1526856595127967+0.j,-0.13316970973014666+0.j,-0.06813907447526049+0.j,0.018665710529647488+0.j,0.0975809106365214+0.j,0.1432567052824903+0.j,0.14250646237111206+0.j,0.09747088040120377+0.j,0.023647177290521192+0.j,-0.05595570592860702+0.j,-0.11824554873552306+0.j,-0.14663253530360842+0.j,-0.13497993894347254+0.j,-0.08818702298444421+0.j,-0.01975046088679408+0.j,0.05257445021894125+0.j,0.11158109276539989+0.j,0.1445973563396155+0.j,0.1458146670711163+0.j,0.11669905195923648+0.j,0.06473795892460468+0.j,0.0011141169516552109+0.j,-0.06198344121932878+0.j,-0.11377557884196131+0.j,-0.1466017649303921+0.j,-0.15673425907606783+0.j,-0.14433648186810125+0.j,-0.11276393106123171+0.j,-0.06748320077345143+0.j,-0.014886256741520734+0.j,0.038775560649106894+0.j,0.0881938322449996+0.j,0.12948187267875705+0.j,0.16034083199331053+0.j,0.17997168658269772+0.j,0.18881511814300647+0.j,0.18820379089858502+0.j,0.17999945216503854+0.j,0.1662674562491684+0.j,0.14901965661925975+0.j,0.13003731301481908+0.j,0.11077102837902841+0.j,0.09230546156990202+0.j,0.07537220825589408+0.j,0.06039371649119394+0.j,0.04754310454968266+0.j,0.03680806317505252+0.j,0.028050693491536195+0.j,0.021058508117664316+0.j,0.015584552188595785+0.j,0.01137656130993083+0.j,0.00819630165884062+0.j,0.0058308591454760686+0.j,0.004097819284066521+0.j,0.0028461632302642244+0.j,0.0019544297028658824+0.j,0.0013273555372417052+0.j,0.0008918748032385872+0.j,0.0005930651856437317+0.j,0.000390397018819096+0.j,0.0002544671721989415+0.j,0.00016428079510049778+0.j,0.00010506878435281106+0.j,0.0000665868983943415+0.j,0.000041823754796559316+0.j,0.000026041294042486317+0.j,0.0000160764123910075+0.j,9.841933245329478e-6+0.j,5.975996266864387e-6+0.j,3.5995591943178743e-6+0.j,2.151120322640476e-6+0.j,1.2756184367805289e-6+0.j,7.507219952732948e-7+0.j,4.385294517057861e-7+0.j,2.542940956138935e-7+0.j,1.4640167573805597e-7+0.j,8.369130901185889e-8+0.j,4.751049236642464e-8+0.j
-0.011579570115752844+0.j,-0.03726324523422624+0.j,-0.08185970285253591+0.j,-0.1405183761024001+0.j,-0.19724667032607116+0.j,-0.22856475009551253+0.j,-0.21328053463232827+0.j,-0.14428154690172854+0.j,-0.03587617499000884+0.j,0.0784632110524515+0.j,0.15842528249976007+0.j,0.1741847311221789+0.j,0.12045985508723034+0.j,0.020132106690171042+0.j,-0.08481099110095486+0.j,-0.15107047345042457+0.j,-0.15242217046375459+0.j,-0.09038728407849857+0.j,0.007325821346952667+0.j,0.09941928131897043+0.j,0.14865259665206632+0.j,0.1367763535781292+0.j,0.07075671184660724+0.j,-0.02154692652709444+0.j,-0.10359900489768856+0.j,-0.14475712264522902+0.j,-0.1313404390352482+0.j,-0.07037911025642088+0.j,0.014540591948582872+0.j,0.0929247521388292+0.j,0.13844021084433653+0.j,0.13739407340495224+0.j,0.09208733291795201+0.j,0.01861251852007553+0.j,-0.05943939888240072+0.j,-0.11881597245693729+0.j,-0.14336933683833472+0.j,-0.12790219010742318+0.j,-0.0784313223173052+0.j,-0.009359980898840749+0.j,0.06116921489053675+0.j,0.11620904745632066+0.j,0.1439160996444043+0.j,0.13964327724411899+0.j,0.10604303614700937+0.j,0.05152953387939769+0.j,-0.012237087185535662+0.j,-0.07310067112170988+0.j,-0.12076366233432557+0.j,-0.1483469523878166+0.j,-0.15301693500794417+0.j,-0.1357659414497218+0.j,-0.10057938577932955+0.j,-0.05328265485426512+0.j,-0.0003453946116316637+0.j,0.05214451405397466+0.j,0.09921222680535675+0.j,0.1373926030352381+0.j,0.1648197371385817+0.j,0.18107910525449358+0.j,0.18690944905100512+0.j,0.18383885892287277+0.j,0.17382384616087268+0.j,0.15893853023305585+0.j,0.14113908909475273+0.j,0.12211006869367767+0.j,0.1031858399264483+0.j,0.08533269814297229+0.j,0.0691740732927557+0.j,0.05504180435330043+0.j,0.04303907862357147+0.j,0.033104261690765635+0.j,0.02506856330554968+0.j,0.018703739823324187+0.j,0.013758553352422232+0.j,0.009984434031724077+0.j,0.0071518046139617455+0.j,0.0050589744927696115+0.j,0.00353556064182793+0.j,0.002442198959148934+0.j,0.0016679942745916588+0.j,0.001126808753128853+0.j,0.0007531620481963074+0.j,0.0004982414994785737+0.j,0.0003263071954237882+0.j,0.00021162304131466258+0.j,0.00013594275995296002+0.j,0.00008651810883372987+0.j,0.00005456460408609851+0.j,0.000034108144956125803+0.j,0.000021136524826833006+0.j,0.00001298728578648684+0.j,7.913880287517132e-6+0.j,4.783216884623432e-6+0.j,2.8680058813269958e-6+0.j,1.7062240840816796e-6+0.j,1.0072840117238614e-6+0.j,5.901857426069417e-7+0.j,3.432455482201066e-7+0.j,1.981785745344834e-7+0.j
