0.3396218539201657+0.j,0.499122233423305+0.j,0.5186844231963683+0.j,0.44010253079861056+0.j,0.3233963827296692+0.j,0.21255016347966404+0.j,0.12752552077752938+0.j,0.07083687165363055+0.j,0.03680659711619953+0.j,0.018030829234826667+0.j,0.008379671387415162+0.j,0.0037131452049866927+0.j,0.0015752975497769007+0.j,0.0006420993184645061+0.j,0.00025220255309620684+0.j,0.00009570070492624571+0.j,0.00003516142220503337+0.j,0.000012532948640659078+0.j,4.341384936273921e-6+0.j,1.463736093912859e-6+0.j,4.810155008943443e-7+0.j,1.5426262318498765e-7+0.j,4.8334881624279966e-8+0.j,1.4811806468164728e-8+0.j,4.443382452842505e-9+0.j,1.3060354910717894e-9+0.j,3.764259824143733e-10+0.j,1.0646552451425043e-10+0.j,2.9569315418476203e-11+0.j,8.069628815224552e-12+0.j,2.1652309128268258e-12+0.j,5.715242462135113e-13+0.j,1.4848102535766128e-13+0.j,3.7986149717943796e-14+0.j,9.574081160155522e-15+0.j,2.3783423550222746e-15+0.j,5.825516106525382e-16+0.j,1.4074884280831059e-16+0.j,3.355554695451523e-17+0.j,7.896657580394572e-18+0.j,1.8349515355299543e-18+0.j,4.211569360080606e-19+0.j,9.550598759954388e-20+0.j,2.1404626778375074e-20+0.j,4.742339145065748e-21+0.j,1.038957158448205e-21+0.j,2.251282583173802e-22+0.j,4.826056145592071e-23+0.j,1.0237243632469636e-23+0.j,2.149296278012704e-24+0.j,4.467068087081853e-25+0.j,9.192820319488478e-26+0.j,1.8735202320177852e-26+0.j,3.782088962868033e-27+0.j,7.563906432262554e-28+0.j,1.498911841976185e-28+0.j,2.9436987592242025e-29+0.j,5.7301662787169906e-30+0.j,1.105769267246128e-30+0.j,2.115679106397244e-31+0.j,4.014074786203844e-32+0.j,7.553214699507984e-33+0.j,1.4097667798318577e-33+0.j,2.6102871497309865e-34+0.j,4.795231582609434e-35+0.j,8.741061890931339e-36+0.j,1.581260837612327e-36+0.j,2.8390785031484353e-37+0.j,5.059810274350186e-38+0.j,8.952018578091323e-39+0.j,1.572473163778853e-39+0.j,2.7426182125184957e-40+0.j,4.750183590137212e-41+0.j,8.170718579886179e-42+0.j,1.3959044132062728e-42+0.j,2.368843317943428e-43+0.j,3.993381739001012e-44+0.j,6.688161517512426e-45+0.j,1.1129374048620598e-45+0.j,1.8402146375503287e-46+0.j,3.023672673357783e-47+0.j,4.937459577623067e-48+0.j,8.013235650996202e-49+0.j,1.2926476350079148e-49+0.j,2.0727732750756845e-50+0.j,3.304103365027819e-51+0.j,5.2361934999958114e-52+0.j,8.250254554208058e-53+0.j,1.2925200836550876e-53+0.j,2.0135090424748477e-54+0.j,3.1192028371309143e-55+0.j,4.805451613252158e-56+0.j,7.362945443924121e-57+0.j,1.122073732852764e-57+0.j,1.7008607399757297e-58+0.j,2.56459175460449e-59+0.j,3.846749559416187e-60+0.j,5.7400983444701154e-61+0.j,8.52153011117601e-62+0.j,1.2586682384301264e-62+0.j
-0.499122233423305+0.j,-0.3939086919558045+0.j,-0.056414512093652745+0.j,0.25159500861132866+0.j,0.4049284474279993+0.j,0.4107638403734381+0.j,0.33322269922101727+0.j,0.23329603613827973+0.j,0.14626444151281326+0.j,0.08392094372062332+0.j,0.0447033790465551+0.j,0.022335235072028243+0.j,0.010547590285171148+0.j,0.004736160544077743+0.j,0.0020318684215755722+0.j,0.0008361305991924672+0.j,0.0003311281486591041+0.j,0.0001265553213292082+0.j,0.000046792520119057695+0.j,0.000016772491495766034+0.j,5.839106666570658e-6+0.j,1.9775792527757027e-6+0.j,6.52520910561341e-7+0.j,2.1003790948630888e-7+0.j,6.603255857635926e-8+0.j,2.0297508834458316e-8+0.j,6.106289361280328e-9+0.j,1.7995006704207315e-9+0.j,5.199063210311296e-10+0.j,1.4737617863101128e-10+0.j,4.1017064997360806e-11+0.j,1.1215559994471624e-11+0.j,3.014815544125316e-12+0.j,7.971325453070789e-13+0.j,2.0742494855188578e-13+0.j,5.314571832943544e-14+0.j,1.3413912342916429e-14+0.j,3.336672825718438e-15+0.j,8.183195267256289e-16+0.j,1.9794907106951448e-16+0.j,4.724612752824571e-17+0.j,1.1130473110888514e-17+0.j,2.589049371369378e-18+0.j,5.948175232411646e-19+0.j,1.3501269510692607e-19+0.j,3.028568396574104e-20+0.j,6.7156925467626375e-21+0.j,1.4724758754102262e-21+0.j,3.1931390382773443e-22+0.j,6.850201129088923e-23+0.j,1.4541321045937244e-23+0.j,3.0550232376890982e-24+0.j,6.353696773001371e-25+0.j,1.3083601832243966e-25+0.j,2.668094158904045e-26+0.j,5.38925689981007e-27+0.j,1.0784211064397487e-27+0.j,2.1382309474776514e-28+0.j,4.201456228038502e-29+0.j,8.1826460092835e-30+0.j,1.5798054963402027e-30+0.j,3.02408748255222e-31+0.j,5.740222082343116e-32+0.j,1.080605839149755e-32+0.j,2.017757025826261e-33+0.j,3.737577060452879e-34+0.j,6.868883658969421e-35+0.j,1.2525935136068493e-35+0.j,2.2668030584382292e-36+0.j,4.071431532782388e-37+0.j,7.258698982786312e-38+0.j,1.2846827948885097e-38+0.j,2.2573780733845826e-39+0.j,3.93847840046677e-40+0.j,6.823570039872639e-41+0.j,1.174075188204868e-41+0.j,2.0064213480660876e-42+0.j,3.4058862843102537e-43+0.j,5.743262461123345e-44+0.j,9.621558523143134e-45+0.j,1.601500872902419e-45+0.j,2.6487424709996685e-46+0.j,4.3532940037362673e-47+0.j,7.110432306613304e-48+0.j,1.1542687990004957e-48+0.j,1.862444075057338e-49+0.j,2.987146156183593e-50+0.j,4.7627470255726946e-51+0.j,7.549470733563277e-52+0.j,1.1897696518524481e-52+0.j,1.8643413123256476e-53+0.j,2.904906971781243e-54+0.j,4.501018394040552e-55+0.j,6.935662876355987e-56+0.j,1.062894298246748e-56+0.j,1.620103689814899e-57+0.j,2.4562430665689843e-58+0.j,3.7042500967933987e-59+0.j,5.557171541201126e-60+0.j,8.293836348676575e-61+0.j
0.5186844231963683+0.j,0.056414512093652745+0.j,-0.33528311548226697+0.j,-0.3305492025570585+0.j,-0.06498980936608055+0.j,0.21338510828684967+0.j,0.3651810834941062+0.j,0.3809629362692328+0.j,0.3145950615245435+0.j,0.2230636625708455+0.j,0.1411974880668028+0.j,0.08162809273803148+0.j,0.04374894527453779+0.j,0.02196939858472192+0.j,0.010419199153442842+0.j,0.004695599621880073+0.j,0.002020828351309951+0.j,0.0008338807255451094+0.j,0.000331039495995218+0.j,0.00012679437427889995+0.j,0.00004697131531106789+0.j,0.00001686578122693923+0.j,5.880793091661845e-6+0.j,1.9945361041374046e-6+0.j,6.589720766652958e-7+0.j,2.1236731689949882e-7+0.j,6.683809458011222e-8+0.j,2.056591090321327e-8+0.j,6.192831870600326e-9+0.j,1.8265919682505954e-9+0.j,5.281608310729296e-10+0.j,1.4982921287264533e-10+0.j,4.1729264211964324e-11+0.j,1.1417863923472816e-11+0.j,3.071107089092145e-12+0.j,8.124921465239563e-13+0.j,2.115385406466617e-13+0.j,5.422797087935336e-14+0.j,1.3693827580064126e-14+0.j,3.4078938606139037e-15+0.j,8.361573042682729e-16+0.j,2.0234922873002857e-16+0.j,4.8315713090305864e-17+0.j,1.138679775187934e-17+0.j,2.649637212655971e-18+0.j,6.08948767999097e-19+0.j,1.3826613594432219e-19+0.j,3.1025340593503354e-20+0.j,6.88180027405839e-21+0.j,1.5093363638094443e-21+0.j,3.273988147301638e-22+0.j,7.025531252983868e-23+0.j,1.4917351265179834e-23+0.j,3.1348017016149793e-24+0.j,6.5211724092856385e-25+0.j,1.3431555904078323e-25+0.j,2.739657915286048e-26+0.j,5.5349897683032774e-27+0.j,1.1078113580175195e-27+0.j,2.1969413377897715e-28+0.j,4.317647488903947e-29+0.j,8.410499911892964e-30+0.j,1.6240886548896946e-30+0.j,3.109395831102833e-31+0.j,5.903145798302838e-32+0.j,1.1114578412571963e-32+0.j,2.075693586169549e-33+0.j,3.845485182796944e-34+0.j,7.068247892747834e-35+0.j,1.2891352871337373e-35+0.j,2.3332594728257566e-36+0.j,4.191365698540627e-37+0.j,7.473511578465282e-38+0.j,1.3228717529145963e-38+0.j,2.324772809282211e-39+0.j,4.056557112092596e-40+0.j,7.028979591697767e-41+0.j,1.2095579681547364e-41+0.j,2.0672917107662073e-42+0.j,3.5095979054316094e-43+0.j,5.918781035541448e-44+0.j,9.916633633418842e-45+0.j,1.6507835768902663e-45+0.j,2.73052235861264e-46+0.j,4.488135976376182e-47+0.j,7.331368011766807e-48+0.j,1.1902440334483619e-48+0.j,1.920664059007855e-49+0.j,3.0807953857136477e-50+0.j,4.912485068126991e-51+0.j,7.787476378793567e-52+0.j,1.2273793733775506e-52+0.j,1.9234294889070458e-53+0.j,2.9972103980604317e-54+0.j,4.644395659455964e-55+0.j,7.157133341415068e-56+0.j,1.0969156511736138e-56+0.j,1.672081042173703e-57+0.j,2.535225319849283e-58+0.j,3.8236277644664377e-59+0.j
-0.44010253079861056+0.j,0.25159500861132866+0.j,0.3305492025570585+0.j,-0.0548128833084571+0.j,-0.32654163954934545+0.j,-0.2649582528818209+0.j,-0.008083188726282319+0.j,0.23457715078706629+0.j,0.3551766893594423+0.j,0.35562562972936773+0.j,0.28745092449632537+0.j,0.20111135776597056+0.j,0.1261353068183965+0.j,0.0724297081152963+0.j,0.03861865884531582+0.j,0.01931383218319682+0.j,0.009129354650885138+0.j,0.004102987816350521+0.j,0.0017616960389077346+0.j,0.0007255130627602382+0.j,0.00028752661448560245+0.j,0.0001099638427896311+0.j,0.00004068291216371172+0.j,0.000014590819481564276+0.j,5.08226373864032e-6+0.j,1.7220953531229426e-6+0.j,5.684804845693455e-7+0.j,1.8306415600967077e-7+0.j,5.757529214558599e-8+0.j,1.7704437705264068e-8+0.j,5.328047734525782e-9+0.j,1.5706697936749199e-9+0.j,4.5393297617683836e-10+0.j,1.2871228109563948e-10+0.j,3.583243044712523e-11+0.j,9.800430009961111e-12+0.j,2.635065395657016e-12+0.j,6.968866322854803e-13+0.j,1.8137958188247262e-13+0.j,4.648220745587378e-14+0.j,1.1734391405774776e-14+0.j,2.9194515178202845e-15+0.j,7.161257158219074e-16+0.j,1.7325866603608863e-16+0.j,4.1359904319535135e-17+0.j,9.745309179972342e-18+0.j,2.2671909361658762e-18+0.j,5.209482028401265e-19+0.j,1.1826217079313118e-19+0.j,2.6531796279028526e-20+0.j,5.8840427671964225e-21+0.j,1.290288425001082e-21+0.j,2.798388527795995e-22+0.j,6.004034212298426e-23+0.j,1.2746517277968262e-23+0.j,2.678232768918622e-24+0.j,5.570636060293183e-25+0.j,1.1472249393744617e-25+0.j,2.3397201135134782e-26+0.j,4.7264138782068604e-27+0.j,9.458668959129136e-28+0.j,1.875572190410261e-28+0.j,3.6856606527839157e-29+0.j,7.178677680823715e-30+0.j,1.3860803608166955e-30+0.j,2.6534578911617633e-31+0.j,5.037077255360504e-32+0.j,9.483056658435275e-33+0.j,1.7708432275327618e-33+0.j,3.28042977556442e-34+0.j,6.029138515455586e-35+0.j,1.0995297231951884e-35+0.j,1.9899288848545318e-36+0.j,3.5743503570732834e-37+0.j,6.372858631580365e-38+0.j,1.1279666115738797e-38+0.j,1.982114909327129e-39+0.j,3.4584106446415858e-40+0.j,5.992150459971698e-41+0.j,1.0310728549955073e-41+0.j,1.7621278453904534e-42+0.j,2.9913464352128242e-43+0.j,5.044475430995487e-44+0.j,8.45129096664916e-45+0.j,1.4067748923111895e-45+0.j,2.326786316942403e-46+0.j,3.8243149771713517e-47+0.j,6.246692380620924e-48+0.j,1.014096094415721e-48+0.j,1.6363380579265967e-49+0.j,2.624602328656059e-50+0.j,4.184864698821906e-51+0.j,6.6337166482080726e-52+0.j,1.0454889555215578e-52+0.j,1.6383164601049115e-53+0.j,2.552819318407227e-54+0.j,3.955612976913983e-55+0.j,6.095450734697194e-56+0.j,9.341625897045004e-57+0.j,1.423932674344593e-57+0.j
0.3233963827296692+0.j,-0.4049284474279993+0.j,-0.06498980936608055+0.j,0.32654163954934545+0.j,0.18513662311507462+0.j,-0.1703878832555755+0.j,-0.3185665681828014+0.j,-0.18306516400650302+0.j,0.07075105865723864+0.j,0.27144401402197627+0.j,0.35106864636032076+0.j,0.32890267303340087+0.j,0.2556482743880521+0.j,0.17417082040235166+0.j,0.10712579215122717+0.j,0.0605925105371654+0.j,0.03191922698159808+0.j,0.015805687005206473+0.j,0.00740922107599432+0.j,0.0033064055952696544+0.j,0.00141101606255866+0.j,0.0005780025464104364+0.j,0.00022799343081707018+0.j,0.00008683256234447499+0.j,0.000032005510834862166+0.j,0.000011440228296011406+0.j,3.972767763887399e-6+0.j,1.342436320193259e-6+0.j,4.4203472306257993e-7+0.j,1.4201663389998319e-7+0.j,4.4570440541085324e-8+0.j,1.3678496711816343e-8+0.j,4.1089657702720706e-9+0.j,1.2092427805970516e-9+0.j,3.489271535053318e-10+0.j,9.879220132607395e-11+0.j,2.7464989832596977e-11+0.j,7.502151909966702e-12+0.j,2.014667413569105e-12+0.j,5.322014817617289e-13+0.j,1.3836697431319507e-13+0.j,3.5423110047584927e-14+0.j,8.933880243554358e-15+0.j,2.2206611507149587e-15+0.j,5.442418793739126e-16+0.j,1.315642829728286e-16+0.j,3.138197283760118e-17+0.j,7.388735542017427e-18+0.j,1.7177160377461217e-18+0.j,3.944214887024898e-19+0.j,8.948034980087051e-20+0.j,2.0062104699047043e-20+0.j,4.446569737409186e-21+0.j,9.745099226793873e-22+0.j,2.1123590046757963e-22+0.j,4.529733060615359e-23+0.j,9.611687639233115e-24+0.j,2.0185685518884626e-24+0.j,4.196574978302325e-25+0.j,8.638558997090004e-26+0.j,1.7610279807063855e-26+0.j,3.555907410204807e-27+0.j,7.113305179829119e-28+0.j,1.4099508269838209e-28+0.j,2.7696190393390375e-29+0.j,5.392487026288872e-30+0.j,1.0408262119677365e-30+0.j,1.991829264837902e-31+0.j,3.7798392266082566e-32+0.j,7.113811585215043e-33+0.j,1.327998882872051e-33+0.j,2.4593255033806713e-34+0.j,4.5186854770177887e-35+0.j,8.238329313847307e-36+0.j,1.4905571447944232e-36+0.j,2.676643430506318e-37+0.j,4.77104259520907e-38+0.j,8.442362750122353e-39+0.j,1.483161236722364e-39+0.j,2.587204561298168e-40+0.j,4.481613212201006e-41+0.j,7.709765021666193e-42+0.j,1.3173218606311749e-42+0.j,2.2357660952159866e-43+0.j,3.769495347789385e-44+0.j,6.313934790951449e-45+0.j,1.0507845789317969e-45+0.j,1.7376397913590701e-46+0.j,2.855440574130539e-47+0.j,4.663240227608776e-48+0.j,7.568971755530746e-49+0.j,1.2211042790167993e-49+0.j,1.9582446913330177e-50+0.j,3.12183765344321e-51+0.j,4.9478088909796174e-52+0.j,7.796580395203428e-53+0.j,1.2215542901812291e-53+0.j,1.9031228619542063e-54+0.j,2.9484499976433942e-55+0.j,4.542766706088615e-56+0.j
-0.21255016347966404+0.j,0.4107638403734381+0.j,-0.21338510828684967+0.j,-0.2649582528818209+0.j,0.1703878832555755+0.j,0.2971229481791981+0.j,0.022725224997695703+0.j,-0.2566146615583194+0.j,-0.27806182328784157+0.j,-0.08348230197771896+0.j,0.1531422277720429+0.j,0.3045498159289864+0.j,0.34151066897280197+0.j,0.2977478203718952+0.j,0.2210357981812632+0.j,0.1457232824179701+0.j,0.08741247422230093+0.j,0.04846796173441913+0.j,0.02511952032005912+0.j,0.012270117302229237+0.j,0.0056854300855379404+0.j,0.0025118340204899987+0.j,0.0010625811743630621+0.j,0.00043192129680184513+0.j,0.00016920519921984577+0.j,0.00006404748244266459+0.j,0.00002347665861735215+0.j,8.34957051614837e-6+0.j,2.886259710648694e-6+0.j,9.71221078521901e-7+0.j,3.1857465666860146e-7+0.j,1.0198939919708975e-7+0.j,3.190357270578634e-8+0.j,9.761357264062298e-9+0.j,2.9239892814270173e-9+0.j,8.582439438167249e-10+0.j,2.470361079231797e-10+0.j,6.978210942954056e-11+0.j,1.9357878515847435e-11+0.j,5.276873921217307e-12+0.j,1.4143523153549317e-12+0.j,3.729411077940657e-13+0.j,9.679419211758224e-14+0.j,2.473976469013626e-14+0.j,6.2298461206357856e-15+0.j,1.5462558711505425e-15+0.j,3.7842863128145506e-16+0.j,9.135910853946763e-17+0.j,2.1764202099500036e-17+0.j,5.118070805837305e-18+0.j,1.1884598860647638e-18+0.j,2.7259163248655764e-19+0.j,6.177586466176734e-20+0.j,1.3836491913371793e-20+0.j,3.06373298500331e-21+0.j,6.708188489750485e-22+0.j,1.452766442903901e-22+0.j,3.112610158649821e-23+0.j,6.599179601642571e-24+0.j,1.3847944799106489e-24+0.j,2.87674220187238e-25+0.j,5.917296603931987e-26+0.j,1.2054124765783904e-26+0.j,2.432304759337587e-27+0.j,4.862362025389203e-28+0.j,9.631585766812507e-29+0.j,1.8907802065591994e-29+0.j,3.679137838242148e-30+0.j,7.097075915303915e-31+0.j,1.3573928895760016e-31+0.j,2.5744627060879054e-32+0.j,4.842645667293396e-33+0.j,9.035496462047097e-34+0.j,1.6724414143099395e-34+0.j,3.071382671311208e-35+0.j,5.596982354495248e-36+0.j,1.0121903557535675e-36+0.j,1.8168054347396485e-37+0.j,3.2369863071957224e-38+0.j,5.725406981578157e-39+0.j,1.005426713955978e-39+0.j,1.7531425946386628e-40+0.j,3.035636748814096e-41+0.j,5.2202330420026503e-42+0.j,8.916166417341194e-43+0.j,1.5127048227785187e-43+0.j,2.549508638857834e-44+0.j,4.2689647552077874e-45+0.j,7.102135982915847e-46+0.j,1.174062855717825e-46+0.j,1.9286986991030481e-47+0.j,3.1487774253031975e-48+0.j,5.109249457867057e-49+0.j,8.240281602491485e-50+0.j,1.321077399740987e-50+0.j,2.105457378589317e-51+0.j,3.336004504013878e-52+0.j,5.255307022263393e-53+0.j,8.231699122051698e-54+0.j,1.2821203867943955e-54+0.j
0.12752552077752938+0.j,-0.33322269922101727+0.j,0.3651810834941062+0.j,0.008083188726282319+0.j,-0.3185665681828014+0.j,-0.022725224997695703+0.j,0.28348830257284474+0.j,0.1785093191074532+0.j,-0.1294819820016578+0.j,-0.29046720862301156+0.j,-0.19965722713565198+0.j,0.02463222561571822+0.j,0.22579943322186077+0.j,0.3240478134469485+0.j,0.3222005894287921+0.j,0.2620574520722889+0.j,0.18551952162340546+0.j,0.11805738590702448+0.j,0.06887780102517563+0.j,0.03733870787655217+0.j,0.018990931151102116+0.j,0.009129419418823745+0.j,0.004172270141083663+0.j,0.0018212736009474437+0.j,0.0007623231179395814+0.j,0.00030696155640523896+0.j,0.00011923997695642491+0.j,0.00004479195102377522+0.j,0.00001630544014920044+0.j,5.762685004046858e-6+0.j,1.9805784193234115e-6+0.j,6.62938398794061e-7+0.j,2.1639297175005765e-7+0.j,6.896390596129025e-8+0.j,2.148234748875046e-8+0.j,6.5471771626612906e-9+0.j,1.9540433924029336e-9+0.j,5.71591421963803e-10+0.j,1.6400014734526978e-10+0.j,4.6187089432836774e-11+0.j,1.2776248947087556e-11+0.j,3.4734515780687246e-12+0.j,9.28634994107764e-13+0.j,2.442808308154186e-13+0.j,6.325782597670827e-14+0.j,1.613341602653038e-14+0.j,4.054339609926133e-15+0.j,1.0043360638132422e-15+0.j,2.453445281224084e-16+0.j,5.912565583819154e-17+0.j,1.406154744949123e-17+0.j,3.3013771031218555e-18+0.j,7.65423848986261e-19+0.j,1.753019817191712e-19+0.j,3.967130192721531e-20+0.j,8.87343539373839e-21+0.j,1.9622225773415684e-21+0.j,4.290976995389391e-22+0.j,9.281561700107178e-23+0.j,1.9862957011165544e-23+0.j,4.2065063107554016e-24+0.j,8.817528094242286e-25+0.j,1.8298225772028334e-25+0.j,3.760049800121761e-26+0.j,7.652142828763944e-27+0.j,1.5426118276208183e-27+0.j,3.0809928719038487e-28+0.j,6.097597196512797e-29+0.j,1.1960014317523725e-29+0.j,2.325294888442259e-30+0.j,4.481917151641344e-31+0.j,8.565503611700727e-32+0.j,1.6233306348010354e-32+0.j,3.0513059791571017e-33+0.j,5.689144875039012e-34+0.j,1.0523170684458716e-34+0.j,1.931251377566416e-35+0.j,3.517030090635719e-36+0.j,6.356372944978556e-37+0.j,1.1402184625601739e-37+0.j,2.030299598841065e-38+0.j,3.58898885418248e-39+0.j,6.298965647969129e-40+0.j,1.0977298496180392e-40+0.j,1.8997372738392416e-41+0.j,3.265164091262161e-42+0.j,5.574043000625879e-43+0.j,9.452110970478884e-44+0.j,1.5922777450386461e-44+0.j,2.664880146205158e-45+0.j,4.431408119140917e-46+0.j,7.322282426513738e-47+0.j,1.2023375832496067e-47+0.j,1.9620736080230014e-48+0.j,3.182335622365801e-49+0.j,5.130392195783892e-50+0.j,8.221676428268804e-51+0.j,1.3098030952697016e-51+0.j,2.0745186247650638e-52+0.j,3.2668075280120936e-53+0.j
-0.07083687165363055+0.j,0.23329603613827973+0.j,-0.3809629362692328+0.j,0.23457715078706629+0.j,0.18306516400650302+0.j,-0.2566146615583194+0.j,-0.1785093191074532+0.j,0.18433135226600275+0.j,0.2627581205920835+0.j,0.014527669512312285+0.j,-0.2362706941615834+0.j,-0.2639660943216867+0.j,-0.09317413651626223+0.j,0.12771323197190887+0.j,0.2792993674684232+0.j,0.32608775906555926+0.j,0.29314270470754694+0.j,0.22353370660628716+0.j,0.1510532831427075+0.j,0.09273618179862418+0.j,0.052565002827900206+0.j,0.02782211965824769+0.j,0.013867151045576594+0.j,0.006551215174285509+0.j,0.0029488941738043234+0.j,0.0012701466905213228+0.j,0.0005253566311649733+0.j,0.0002093019857388915+0.j,0.00008052668460540555+0.j,0.000029987097964430204+0.j,0.000010829735254242783+0.j,3.7997193403091273e-6+0.j,1.2972216549503274e-6+0.j,4.315336771875372e-7+0.j,1.4005620101017285e-7+0.j,4.43992149085307e-8+0.j,1.3762185565963183e-8+0.j,4.174975796169594e-9+0.j,1.240670200411431e-9+0.j,3.6144823710403276e-10+0.j,1.0331141122836429e-10+0.j,2.8991077806036318e-11+0.j,7.992353161660495e-12+0.j,2.1659109507469515e-12+0.j,5.773064957134037e-13+0.j,1.5142619946960723e-13+0.j,3.9105613104584615e-14+0.j,9.947699292567703e-15+0.j,2.4936871175067813e-15+0.j,6.162779534208707e-16+0.j,1.5020916447964157e-16+0.j,3.612119356918143e-17+0.j,8.572865639774288e-18+0.j,2.008782425554116e-18+0.j,4.6485799234703485e-19+0.j,1.062720758544814e-19+0.j,2.4007905418180852e-20+0.j,5.360986087985755e-21+0.j,1.1835976653585263e-21+0.j,2.584289993938747e-22+0.j,5.581618660126839e-23+0.j,1.1927804496805932e-23+0.j,2.5225387929505782e-24+0.j,5.280607447424974e-25+0.j,1.0944266727928603e-25+0.j,2.246109142141138e-26+0.j,4.565600064751538e-27+0.j,9.1931866385581e-28+0.j,1.8340492377409814e-28+0.j,3.6258128646703064e-29+0.j,7.10427007587588e-30+0.j,1.379815382759378e-30+0.j,2.656901068177004e-31+0.j,5.072778571944333e-32+0.j,9.604918763563538e-33+0.j,1.8037565082992402e-33+0.j,3.3601279302605176e-34+0.j,6.209874978436338e-35+0.j,1.1387090655272892e-35+0.j,2.0720377755965777e-36+0.j,3.7418644571354716e-37+0.j,6.707071735823564e-38+0.j,1.193383305587784e-38+0.j,2.108022738993902e-39+0.j,3.6971226355453816e-40+0.j,6.438568224049134e-41+0.j,1.1135098645975043e-41+0.j,1.9125792602413662e-42+0.j,3.2629137647446826e-43+0.j,5.529573548648636e-44+0.j,9.309270606372957e-45+0.j,1.557093682023111e-45+0.j,2.5877663088783154e-46+0.j,4.2734815255434793e-47+0.j,7.013251857103702e-48+0.j,1.1438560835306614e-48+0.j,1.85425896529736e-49+0.j,2.9877782257197457e-50+0.j,4.785600700342902e-51+0.j,7.620178114676361e-52+0.j
0.03680659711619953+0.j,-0.14626444151281326+0.j,0.3145950615245435+0.j,-0.3551766893594423+0.j,0.07075105865723864+0.j,0.27806182328784157+0.j,-0.1294819820016578+0.j,-0.2627581205920835+0.j,0.04780312822285494+0.j,0.271148545751949+0.j,0.13900787582473148+0.j,-0.1398960637934122+0.j,-0.2748781564229588+0.j,-0.185133545181261+0.j,0.023825725913485512+0.j,0.2130123212666651+0.j,0.3088417809881784+0.j,0.31117790016513597+0.j,0.2568137887417518+0.j,0.18460333940988105+0.j,0.11931618165506501+0.j,0.07070875972134284+0.j,0.038932441462024514+0.j,0.020108909499642585+0.j,0.009814802169592315+0.j,0.004552993776206001+0.j,0.0020168159947535217+0.j,0.0008563891609672076+0.j,0.00034972676959779973+0.j,0.0001377370458170611+0.j,0.00005244267197569332+0.j,0.00001934403394564794+0.j,6.925406729325501e-6+0.j,2.4104462079318407e-6+0.j,8.168567412606787e-7+0.j,2.6987888136895643e-7+0.j,8.703417310168743e-8+0.j,2.742739595957745e-8+0.j,8.454500785387704e-9+0.j,2.5515183587326154e-9+0.j,7.545425712982639e-10+0.j,2.1881748922593918e-10+0.j,6.22741047954769e-11+0.j,1.740410857652272e-11+0.j,4.77954494102782e-12+0.j,1.2905220386281092e-12+0.j,3.4278812712927293e-13+0.j,8.961695582645407e-14+0.j,2.3071076053066022e-14+0.j,5.851344823842596e-15+0.j,1.4626467135652924e-15+0.j,3.604911005261427e-16+0.j,8.763690365959644e-17+0.j,2.1022006966002868e-17+0.j,4.977431204917466e-18+0.j,1.1636493303261472e-18+0.j,2.686950581794351e-19+0.j,6.129802110195597e-20+0.j,1.3819903492775178e-20+0.j,3.080011579750561e-21+0.j,6.787350620576905e-22+0.j,1.4792983633397575e-22+0.j,3.1894899841448704e-23+0.j,6.804478367586368e-24+0.j,1.4367152969793285e-24+0.j,3.002888926623007e-25+0.j,6.214230315477961e-26+0.j,1.2734985583310304e-26+0.j,2.5849548790952034e-27+0.j,5.1979040493339765e-28+0.j,1.0356163640811358e-28+0.j,2.044733972172659e-29+0.j,4.0013944741836696e-30+0.j,7.76228459260149e-31+0.j,1.4929185405132203e-31+0.j,2.8471711754574455e-32+0.j,5.384959836647587e-33+0.j,1.010185976812448e-33+0.j,1.8798659055318749e-34+0.j,3.4706753752474813e-35+0.j,6.357932766738564e-36+0.j,1.1558042631862172e-36+0.j,2.0853028898105485e-37+0.j,3.7343849388502203e-38+0.j,6.638673146630946e-39+0.j,1.1716599578176041e-39+0.j,2.05316817257924e-40+0.j,3.5726740102775425e-41+0.j,6.173767900742638e-42+0.j,1.059586007261724e-42+0.j,1.806304698371327e-43+0.j,3.0588171092942743e-44+0.j,5.145902127499342e-45+0.j,8.601058133687948e-46+0.j,1.4284350463613214e-46+0.j,2.3573407654234914e-47+0.j,3.86608704249373e-48+0.j,6.301465770332406e-49+0.j,1.0208565608446876e-49+0.j,1.6438900850768067e-50+0.j
