0.0012609569163016593+0.j,0.0046075456786812425+0.j,0.011904853434527532+0.j,0.025114979442536534+0.j,0.045885158130551114+0.j,0.0749819329620292+0.j,0.111853713763494+0.j,0.15447947665368159+0.j,0.1995699724382296+0.j,0.24307670685509744+0.j,0.2808747800719285+0.j,0.3094466633124036+0.j,0.3264108470715066+0.j,0.3307975678018736+0.j,0.32304847205154097+0.j,0.30478350779861396+0.j,0.27842028465365554+0.j,0.24674355285229052+0.j,0.21250980004477338+0.j,0.178144149278923+0.j,0.14555461071753584+0.j,0.11606084310387432+0.j,0.09041568607092257+0.j,0.06888890242931568+0.j,0.05138224149084024+0.j,0.03755021629707138+0.j,0.026908852019087996+0.j,0.018922681940840187+0.j,0.01306691528046119+0.j,0.00886632155428375+0.j,0.005914965989109685+0.j,0.003881868382548041+0.j,0.0025074669557908578+0.j,0.0015949521188836629+0.j,0.0009994880194691084+0.j,0.000617323730451327+0.j,0.0003759508948874009+0.j,0.00022583937448796454+0.j,0.00013386815112884735+0.j,0.00007832751766033277+0.j,0.00004525366618024149+0.j,0.000025824459577675943+0.j,0.000014560490257214658+0.j,8.11355476032442e-6+0.j,4.469451560481654e-6+0.j,2.434542605487491e-6+0.j,1.3116195001758191e-6+0.j,6.990823495917626e-7+0.j,3.6870338083532705e-7+0.j,1.9246354518774412e-7+0.j,9.945643328295682e-8+0.j,5.088821222777386e-8+0.j,2.5786056109595483e-8+0.j,1.2942446842420172e-8+0.j,6.435598049307787e-9+0.j,3.1708592738430735e-9+0.j,1.54829016777866e-9+0.j,7.49349340462685e-10+0.j,3.595338074967639e-10+0.j,1.7103426653215775e-10+0.j,8.068204653064695e-11+0.j,3.7746908605337045e-11+0.j,1.751680705118897e-11+0.j,8.064065986617675e-12+0.j,3.6832694191305485e-12+0.j,1.6693454213339853e-12+0.j,7.508335044222236e-13+0.j,3.3517810704958947e-13+0.j,1.4852193164481606e-13+0.j,6.533342785202884e-14+0.j,2.853355121939799e-14+0.j,1.2373599452773866e-14+0.j,5.328429284466849e-15+0.j,2.2788050739723443e-15+0.j,9.67967373835253e-16+0.j,4.084129355916465e-16+0.j,1.7118357588721105e-16+0.j,7.128302691035996e-17+0.j,2.9492272160923014e-17+0.j,1.2124507004093945e-17+0.j,4.953230022614306e-18+0.j,2.011015363822816e-18+0.j,8.114800807122693e-19+0.j,3.254679428370171e-19+0.j,1.2975914559742728e-19+0.j,5.1427796386031856e-20+0.j,2.0263669407217286e-20+0.j,7.938306563386519e-21+0.j,3.0921170955458384e-21+0.j,1.197651133699785e-21+0.j,4.61294712456555e-22+0.j,1.766961886292689e-22+0.j,6.731357703001631e-23+0.j,2.5505309420270516e-23+0.j,9.612493766073643e-24+0.j,3.603658844047124e-24+0.j,1.3439324945365462e-24+0.j,4.986100053041629e-25+0.j,1.8404217305662164e-25+0.j,6.758793170697171e-26+0.j
-0.0046075456786812425+0.j,-0.015575048268871102+0.j,-0.03698436683747661+0.j,-0.07115050525583969+0.j,-0.11743474030235629+0.j,-0.1713821918176449+0.j,-0.22504680220450343+0.j,-0.2685320134919298+0.j,-0.29229617858142415+0.j,-0.28949412501147853+0.j,-0.25764243503950635+0.j,-0.19916408396671118+0.j,-0.1207529063289437+0.j,-0.03184565575372965+0.j,0.05730971319002309+0.j,0.1374802136587478+0.j,0.20178430034428702+0.j,0.2463535178600212+0.j,0.2703318925256504+0.j,0.27536873490134073+0.j,0.26482725641918214+0.j,0.24292786248063544+0.j,0.21399403771588182+0.j,0.18189785047483303+0.j,0.14973423829904353+0.j,0.11970244592049101+0.j,0.09314414602739246+0.j,0.0706788801415376+0.j,0.0523828183048058+0.j,0.037969889315035824+0.j,0.02694951473220706+0.j,0.018748761737189198+0.j,0.01279686129063117+0.j,0.008576334450666094+0.j,0.005647952638441511+0.j,0.003657345496107028+0.j,0.002330215097706585+0.j,0.001461601311282933+0.j,0.0009030122115070712+0.j,0.0005497970206439532+0.j,0.000330029495507006+0.j,0.0001954020849526985+0.j,0.00011415748964504856+0.j,0.00006583253205581138+0.j,0.00003748782543202729+0.j,0.000021086156271644226+0.j,0.000011719204182355701+0.j,6.437558306239265e-6+0.j,3.496139776356075e-6+0.j,1.8776604817772115e-6+0.j,9.97508253853442e-7+0.j,5.243151050581046e-7+0.j,2.7273768175887037e-7+0.j,1.4043352785764506e-7+0.j,7.159145061160473e-8+0.j,3.6141329830555034e-8+0.j,1.807107459411881e-8+0.j,8.951206522703853e-9+0.j,4.3931354248792306e-9+0.j,2.1366711315665487e-9+0.j,1.0300129511183727e-9+0.j,4.922194511188677e-10+0.j,2.3321291610821406e-10+0.j,1.0956919031100122e-10+0.j,5.1053834835204734e-11+0.j,2.359566718804345e-11+0.j,1.081827526591096e-11+0.j,4.921093882852326e-12+0.j,2.2212492666781725e-12+0.j,9.949870043641874e-13+0.j,4.423568725800483e-13+0.j,1.9521475437381344e-13+0.j,8.552335388204206e-14+0.j,3.7199349565528065e-14+0.j,1.6066062691932045e-14+0.j,6.890499541585796e-15+0.j,2.9349554043935994e-15+0.j,1.2416610869867858e-15+0.j,5.217896720338311e-16+0.j,2.178300126196317e-16+0.j,9.034574914489794e-17+0.j,3.72308055407535e-17+0.j,1.5245364562769194e-17+0.j,6.203673162502172e-18+0.j,2.5088221135426996e-18+0.j,1.0084026721744465e-18+0.j,4.028781693917631e-19+0.j,1.6000029605525644e-19+0.j,6.316929822432681e-20+0.j,2.4794748445623534e-20+0.j,9.676342063578292e-21+0.j,3.754821946851542e-21+0.j,1.44884600635476e-21+0.j,5.559520435320188e-22+0.j,2.1215902782585566e-22+0.j,8.052320443723559e-23+0.j,3.03977624591396e-23+0.j,1.1414275473606463e-23+0.j,4.2634957933678695e-24+0.j,1.5842297103203384e-24+0.j
0.011904853434527532+0.j,0.03698436683747661+0.j,0.07998417073272525+0.j,0.13854036109666826+0.j,0.20280273523523823+0.j,0.2571321008701214+0.j,0.28462725169606906+0.j,0.27280182773964784+0.j,0.21816303057627312+0.j,0.12793335643312764+0.j,0.01836109815478243+0.j,-0.08963022934653576+0.j,-0.17585224733444613+0.j,-0.22557875826368085+0.j,-0.23233099138017474+0.j,-0.19826858989185586+0.j,-0.13251211915705657+0.j,-0.048224363919755035+0.j,0.040584231557484904+0.j,0.12172847107288078+0.j,0.18653880838092998+0.j,0.23046786807398056+0.j,0.25278849314696+0.j,0.25570628242836035+0.j,0.24323331283571836+0.j,0.22010649445289254+0.j,0.19092995039427985+0.j,0.15961524310998396+0.j,0.1291108274354601+0.j,0.10136224377655433+0.j,0.07742531276256016+0.j,0.05765779589554622+0.j,0.04193085861269064+0.j,0.029821792454093988+0.j,0.0207681036779154+0.j,0.014177329434428171+0.j,0.009496055290608285+0.j,0.006246187684739655+0.j,0.004037793583403507+0.j,0.002567043101526023+0.j,0.0016060456301821998+0.j,0.000989397407423853+0.j,0.0006004877732071706+0.j,0.00035923016606850545+0.j,0.00021192190399529863+0.j,0.00012333852207753598+0.j,0.0000708458862638607+0.j,0.00004017775888671825+0.j,0.00002250423352422415+0.j,0.000012453560015527946+0.j,6.810967230897087e-6+0.j,3.6824584064930507e-6+0.j,1.9688006159897003e-6+0.j,1.0411547508366327e-6+0.j,5.447379384737792e-7+0.j,2.820477317691869e-7+0.j,1.4455038179599923e-7+0.j,7.334525048693499e-8+0.j,3.685285639875825e-8+0.j,1.8340159105469735e-8+0.j,9.041709820867791e-9+0.j,4.416648980525164e-9+0.j,2.137992616247035e-9+0.j,1.0258022985737458e-9+0.j,4.879054052743051e-10+0.j,2.3008578465590976e-10+0.j,1.0759481772548576e-10+0.j,4.990030411577524e-11+0.j,2.2955457186103103e-11+0.j,1.0476064477536193e-11+0.j,4.743472631106188e-12+0.j,2.131254585192065e-12+0.j,9.503155692289523e-13+0.j,4.2057662275525354e-13+0.j,1.8476374610825217e-13+0.j,8.058065079034517e-14+0.j,3.4892632494724016e-14+0.j,1.5002748621306467e-14+0.j,6.405984787871433e-15+0.j,2.7165738704109515e-15+0.j,1.1442450321781147e-15+0.j,4.787608661061027e-16+0.j,1.9900290765800366e-16+0.j,8.218250608895994e-17+0.j,3.3722169589768195e-17+0.j,1.375003527182948e-17+0.j,5.5715926792950085e-18+0.j,2.243759531985698e-18+0.j,8.98106751530618e-19+0.j,3.5732776939281916e-19+0.j,1.413267549067494e-19+0.j,5.556888703925543e-20+0.j,2.1722951865961684e-20+0.j,8.443358504925897e-21+0.j,3.263244356550098e-21+0.j,1.2541514869169618e-21+0.j,4.79340198524967e-22+0.j,1.8220401910659568e-22+0.j,6.888402178313684e-23+0.j,2.5903061388718425e-23+0.j
-0.025114979442536534+0.j,-0.07115050525583969+0.j,-0.13854036109666826+0.j,-0.21228640110086244+0.j,-0.26786854920853254+0.j,-0.28063948784343845+0.j,-0.23682191528976276+0.j,-0.14073889940501938+0.j,-0.014762384514454751+0.j,0.1079758645543016+0.j,0.19483793910917316+0.j,0.22424652726959696+0.j,0.19172483743155408+0.j,0.10982479053350062+0.j,0.00282941654957116+0.j,-0.10123213494354963+0.j,-0.17832855585265942+0.j,-0.21370579217812422+0.j,-0.20374328636373332+0.j,-0.15466875866524163+0.j,-0.07922855389589337+0.j,0.007330590440474725+0.j,0.0908167013839724+0.j,0.16049091647292785+0.j,0.21011135969356073+0.j,0.2378081763299926+0.j,0.24518212214606513+0.j,0.236058821987952+0.j,0.215254991333583+0.j,0.18758382370616467+0.j,0.1571958632938932+0.j,0.12725024786546618+0.j,0.09985047019449303+0.j,0.07615561769309198+0.j,0.05658184850304801+0.j,0.04102748825318997+0.j,0.02907843221166293+0.j,0.02017182997475702+0.j,0.013712045749966522+0.j,0.009142929725371531+0.j,0.00598533468451856+0.j,0.0038500281861470055+0.j,0.0024351718591584994+0.j,0.0015155629527657945+0.j,0.0009286674350107163+0.j,0.0005605698719173494+0.j,0.0003335070621403969+0.j,0.0001956554065684917+0.j,0.00011323515812937487+0.j,0.00006467722306114134+0.j,0.00003647274297208847+0.j,0.00002031366819215041+0.j,0.000011177832344652201+0.j,6.0787465412665935e-6+0.j,3.2680434445149545e-6+0.j,1.7374087487590898e-6+0.j,9.136359118720338e-7+0.j,4.75348281670034e-7+0.j,2.447504315807337e-7+0.j,1.247406175717598e-7+0.j,6.294491368514424e-8+0.j,3.1453779351352275e-8+0.j,1.556795463009324e-8+0.j,7.633437331879071e-9+0.j,3.708672104789949e-9+0.j,1.7856774188164332e-9+0.j,8.522114382824641e-10+0.j,4.032014908813061e-10+0.j,1.8914516910689255e-10+0.j,8.798975903143353e-11+0.j,4.0597169713048766e-11+0.j,1.858005033571596e-11+0.j,8.436146802729046e-12+0.j,3.800529255288859e-12+0.j,1.6990314794282619e-12+0.j,7.538224009605698e-13+0.j,3.3196941657829154e-13+0.j,1.451236041197031e-13+0.j,6.298497307698456e-14+0.j,2.7141962280901007e-14+0.j,1.1614379706088631e-14+0.j,4.935657539563675e-15+0.j,2.083198688010933e-15+0.j,8.733619677326986e-16+0.j,3.637272393715075e-16+0.j,1.5049230219195952e-16+0.j,6.18653569829654e-17+0.j,2.5270415350305294e-17+0.j,1.0257575301130983e-17+0.j,4.137894724129084e-18+0.j,1.659015931802442e-18+0.j,6.611366119209619e-19+0.j,2.6189890930153973e-19+0.j,1.0313581308262906e-19+0.j,4.037842259317382e-20+0.j,1.571749104046295e-20+0.j,6.083315927680904e-21+0.j,2.341258486506408e-21+0.j,8.960620812762399e-22+0.j,3.410623908667378e-22+0.j
0.045885158130551114+0.j,0.11743474030235629+0.j,0.20280273523523823+0.j,0.26786854920853254+0.j,0.27711040556415023+0.j,0.21324321513399527+0.j,0.08896272094123875+0.j,-0.05615546901868902+0.j,-0.1720639304778402+0.j,-0.21941587120827719+0.j,-0.18524478614458834+0.j,-0.08659704558984078+0.j,0.03812440835479303+0.j,0.14498657719275523+0.j,0.20029401512232706+0.j,0.1904306176744398+0.j,0.12334264559193137+0.j,0.02280751806904372+0.j,-0.08109872458979939+0.j,-0.16146781725901324+0.j,-0.20109900431252412+0.j,-0.19492843792008221+0.j,-0.1487306828980466+0.j,-0.0754466842510989+0.j,0.009246640847707524+0.j,0.09080200236460699+0.j,0.15834564329703377+0.j,0.20572151882726375+0.j,0.23128129132064804+0.j,0.23687547867709965+0.j,0.2265220484697106+0.j,0.20512810047101385+0.j,0.17749088309256028+0.j,0.14766205213955752+0.j,0.11865463011580177+0.j,0.09241399582268989+0.j,0.06995606410797921+0.j,0.051584592745027774+0.j,0.037121798482194907+0.j,0.026111683508291104+0.j,0.01797725433764776+0.j,0.012128405395428752+0.j,0.00802644939801392+0.j,0.005215305893939781+0.j,0.0033298749033472204+0.j,0.0020906820895764525+0.j,0.0012916663181616755+0.j,0.0007857414781112056+0.j,0.0004708891671150337+0.j,0.0002781575333736229+0.j,0.0001620326819628379+0.j,0.00009312059662512325+0.j,0.00005282003220324079+0.j,0.00002958203201554297+0.j,0.000016364013778833087+0.j,8.943977366801273e-6+0.j,4.8315721685526664e-6+0.j,2.580436907303823e-6+0.j,1.3629124074500573e-6+0.j,7.120803096764473e-7+0.j,3.6811774985710033e-7+0.j,1.8834157740161414e-7+0.j,9.539094381564047e-8+0.j,4.7837086990410295e-8+0.j,2.375799200022035e-8+0.j,1.1687696114194366e-8+0.j,5.696462589339477e-9+0.j,2.7511750495011097e-9+0.j,1.3168734283573301e-9+0.j,6.248212801520874e-10+0.j,2.9391639496958175e-10+0.j,1.370930971295438e-10+0.j,6.341560685190847e-11+0.j,2.9095654266333116e-11+0.j,1.3242557772413212e-11+0.j,5.9797858664986455e-12+0.j,2.6793263443494565e-12+0.j,1.191368555327559e-12+0.j,5.257747105749421e-13+0.j,2.3032287994322737e-13+0.j,1.0016303174364133e-13+0.j,4.3247244530185207e-14+0.j,1.8541128440018804e-14+0.j,7.893786170925061e-15+0.j,3.3377163464965054e-15+0.j,1.4017497473315236e-15+0.j,5.84775867917706e-16+0.j,2.423516773220646e-16+0.j,9.978812730155829e-17+0.j,4.082493732302806e-17+0.j,1.659672997132981e-17+0.j,6.705102688294311e-18+0.j,2.6922095516678634e-18+0.j,1.0744013050738921e-18+0.j,4.2619787977656546e-19+0.j,1.6806417760566048e-19+0.j,6.588542600535352e-20+0.j,2.56793690585412e-20+0.j,9.951529608103844e-21+0.j,3.834730349013285e-21+0.j
-0.0749819329620292+0.j,-0.1713821918176449+0.j,-0.2571321008701214+0.j,-0.28063948784343845+0.j,-0.21324321513399527+0.j,-0.0713549613044187+0.j,0.08822032486217826+0.j,0.1970269818910834+0.j,0.21014172983507265+0.j,0.1277042511391232+0.j,-0.007588374586956932+0.j,-0.13325230852918915+0.j,-0.1964554894455814+0.j,-0.1754519517831464+0.j,-0.08469585098990128+0.j,0.035732604492776966+0.j,0.13909575024787832+0.j,0.19016234052777634+0.j,0.17579940924252818+0.j,0.10576754723603733+0.j,0.005684613824385163+0.j,-0.09359352740301999+0.j,-0.16584130337753406+0.j,-0.19570271244304463+0.j,-0.18040553994566053+0.j,-0.1277054056669352+0.j,-0.051695629738352636+0.j,0.03178802400527615+0.j,0.10888418866282215+0.j,0.16991574702230014+0.j,0.21005945866112058+0.j,0.22883107019834623+0.j,0.22889590269476998+0.j,0.21468456997967156+0.j,0.19115941539571032+0.j,0.16291492652431716+0.j,0.1336560491347332+0.j,0.10600556578725769+0.j,0.08154737152250167+0.j,0.061005872127066346+0.j,0.04447797234978162+0.j,0.03165973162672705+0.j,0.022035263186146268+0.j,0.01501572556507145+0.j,0.010029676608691222+0.j,0.006573195723581173+0.j,0.004230612781743981+0.j,0.0026761767356500597+0.j,0.0016650407174194563+0.j,0.0010195729991084512+0.j,0.0006148302308438715+0.j,0.0003653204987351207+0.j,0.0002139905394425042+0.j,0.0001236289249491056+0.j,0.0000704756872495482+0.j,0.00003965774620039571+0.j,0.00002203689640119852+0.j,0.0000120965172400136+0.j,6.561486666777128e-6+0.j,3.518131974620115e-6+0.j,1.865169344829594e-6+0.j,9.78006963344231e-7+0.j,5.07338720142841e-7+0.j,2.6043263823530273e-7+0.j,1.323237149110625e-7+0.j,6.656154042574298e-8+0.j,3.3154795560171726e-8+0.j,1.6356722028997134e-8+0.j,7.993900815906156e-9+0.j,3.870933648464574e-9+0.j,1.8575719970281626e-9+0.j,8.83535034578722e-10+0.j,4.16602906336071e-10+0.j,1.9476485331448278e-10+0.j,9.029326574643536e-11+0.j,4.151650782194836e-11+0.j,1.893515188540937e-11+0.j,8.567594608714673e-12+0.j,3.846348895168572e-12+0.j,1.7135375217433453e-12+0.j,7.576129352923197e-13+0.j,3.324771649756094e-13+0.j,1.4483953145467018e-13+0.j,6.264289318030728e-14+0.j,2.6900660564262457e-14+0.j,1.1471127354089068e-14+0.j,4.857865345617456e-15+0.j,2.0432614070613008e-15+0.j,8.536563891836016e-16+0.j,3.5429365400584694e-16+0.j,1.460844634129158e-16+0.j,5.984711603123647e-17+0.j,2.4362288214228292e-17+0.j,9.855182751808487e-18+0.j,3.962033842109548e-18+0.j,1.5831161669864429e-18+0.j,6.287555246094869e-19+0.j,2.482319846841863e-19+0.j,9.742540258411433e-20+0.j,3.801509518787586e-20+0.j
0.111853713763494+0.j,0.22504680220450343+0.j,0.28462725169606906+0.j,0.23682191528976276+0.j,0.08896272094123875+0.j,-0.08822032486217826+0.j,-0.20295694294783126+0.j,-0.19862462213102278+0.j,-0.08597012466552788+0.j,0.06686818512184835+0.j,0.17618537791414102+0.j,0.18850338434295397+0.j,0.10461372241946608+0.j,-0.027445569766927597+0.j,-0.14166290806194173+0.j,-0.1872197328452087+0.j,-0.14914390192802857+0.j,-0.049540152447844016+0.j,0.06712343768167275+0.j,0.1550594277430141+0.j,0.18462425990177572+0.j,0.1502523532852796+0.j,0.06817451053860224+0.j,-0.03276103777441102+0.j,-0.12228686753109132+0.j,-0.17774772334825698+0.j,-0.18872344840142313+0.j,-0.15708252795399075+0.j,-0.09375715902708359+0.j,-0.01409030839857908+0.j,0.06658860144128864+0.j,0.13611454625982464+0.j,0.18700904206892358+0.j,0.21655444158966805+0.j,0.22589092987859452+0.j,0.2186667799990947+0.j,0.19967807246261288+0.j,0.1737720706646937+0.j,0.14512716810026988+0.j,0.11690078533507643+0.j,0.09116681611303981+0.j,0.06904013183777265+0.j,0.050892844439320774+0.j,0.0365901977410087+0.j,0.025701085188251267+0.j,0.01766188715449856+0.j,0.011889371192187921+0.j,0.007848512498226228+0.j,0.005085559364026303+0.j,0.003237310114604231+0.j,0.002026085525246208+0.j,0.0012475587446692487+0.j,0.0007562557096839935+0.j,0.00045157717482428557+0.j,0.00026575521798429555+0.j,0.00015421660582545088+0.j,0.00008828304754724465+0.j,0.00004987739111840539+0.j,0.000027821553939974525+0.j,0.00001532745988340635+0.j,8.34295832389071e-6+0.j,4.48819750979596e-6+0.j,2.387033952716942e-6+0.j,1.2554669886017498e-6+0.j,6.531765649076657e-7+0.j,3.3623800582752537e-7+0.j,1.7130124733486018e-7+0.j,8.639191812992318e-8+0.j,4.314009243257313e-8+0.j,2.13342015095816e-8+0.j,1.0450736964066317e-8+0.j,5.071969172706965e-9+0.j,2.4391910035881354e-9+0.j,1.1626031992380557e-9+0.j,5.492974108734626e-10+0.j,2.5730297573926475e-10+0.j,1.19511969092526e-10+0.j,5.50519679810881e-11+0.j,2.5153140699776576e-11+0.j,1.1400667579809615e-11+0.j,5.126791170482819e-12+0.j,2.2876774529064473e-12+0.j,1.013053470359673e-12+0.j,4.45257364348437e-13+0.j,1.9425939338002643e-13+0.j,8.413844328791636e-14+0.j,3.618230449841453e-14+0.j,1.5450180855539593e-14+0.j,6.5516601759269214e-15+0.j,2.759263115233351e-15+0.j,1.1542530625478397e-15+0.j,4.796407794514469e-16+0.j,1.9800588903704894e-16+0.j,8.121303259768482e-17+0.j,3.3097604021631684e-17+0.j,1.3403775719273489e-17+0.j,5.394523517342181e-18+0.j,2.1577891088543256e-18+0.j,8.578840377011905e-19+0.j,3.3903513429735225e-19+0.j
-0.15447947665368159+0.j,-0.2685320134919298+0.j,-0.27280182773964784+0.j,-0.14073889940501938+0.j,0.05615546901868902+0.j,0.1970269818910834+0.j,0.19862462213102278+0.j,0.07136052622635583+0.j,-0.09360661051019768+0.j,-0.18983160028960253+0.j,-0.16340419959277927+0.j,-0.039479120814673245+0.j,0.10232843117103173+0.j,0.18046913496422026+0.j,0.15683460820632886+0.j,0.05119308516807928+0.j,-0.07706923767911379+0.j,-0.1640048270721914+0.j,-0.17214414316445517+0.j,-0.10356377262464553+0.j,0.007116490076720807+0.j,0.1122673400443164+0.j,0.1722141646632678+0.j,0.16882256978741453+0.j,0.1082268934056416+0.j,0.01438424200250531+0.j,-0.08192087651656087+0.j,-0.15370118512367215+0.j,-0.1846784579961394+0.j,-0.17137350085250608+0.j,-0.12113422253406443+0.j,-0.047855553330029145+0.j,0.03274977462291522+0.j,0.10696155112749647+0.j,0.1652881888617713+0.j,0.20311008365937594+0.j,0.22011727206709936+0.j,0.21907950822853614+0.j,0.20444372951259962+0.j,0.18110642464181817+0.j,0.1535372117811136+0.j,0.1252874025536817+0.j,0.09882575509130714+0.j,0.07560266571710939+0.j,0.056241099574490895+0.j,0.04077157859211624+0.j,0.02885565936868404+0.j,0.01996820363988995+0.j,0.013528640749335009+0.j,0.008984125193648477+0.j,0.0058538790634557825+0.j,0.0037458381157859655+0.j,0.0023558186271159043+0.j,0.0014572641036648217+0.j,0.0008872071527774688+0.j,0.0005319414747118665+0.j,0.00031426404587352067+0.j,0.00018303687237762123+0.j,0.00010514772635108059+0.j,0.00005960301747869457+0.j,0.00003335187377573606+0.j,0.000018429805260686473+0.j,0.00001006060664839126+0.j,5.427195340167435e-6+0.j,2.8940830498461404e-6+0.j,1.5260170912419051e-6+0.j,7.95870144239022e-7+0.j,4.106525214190176e-7+0.j,2.0968403027007856e-7+0.j,1.0597866613034992e-7+0.j,5.303131367002323e-8+0.j,2.627853291508015e-8+0.j,1.2897759463049296e-8+0.j,6.271298634373915e-9+0.j,3.021430675140301e-9+0.j,1.4426405735725932e-9+0.j,6.827617291604362e-10+0.j,3.2034491697174637e-10+0.j,1.490299020206863e-10+0.j,6.875471716248004e-11+0.j,3.146075690450058e-11+0.j,1.428022748851155e-11+0.j,6.43072371914679e-12+0.j,2.8734305817419777e-12+0.j,1.2741280373913324e-12+0.j,5.60725653955284e-13+0.j,2.4494268195365085e-13+0.j,1.0621973254620619e-13+0.j,4.573208730902244e-14+0.j,1.9550541623777864e-14+0.j,8.299729156400535e-15+0.j,3.499293957237632e-15+0.j,1.4653825456623352e-15+0.j,6.095609319453826e-16+0.j,2.518946802206914e-16+0.j,1.0341790072310298e-16+0.j,4.2187644846964436e-17+0.j,1.7101122790498932e-17+0.j,6.888896855814126e-18+0.j,2.75800735328019e-18+0.j
0.1995699724382296+0.j,0.29229617858142415+0.j,0.21816303057627312+0.j,0.014762384514454751+0.j,-0.1720639304778402+0.j,-0.21014172983507265+0.j,-0.08597012466552788+0.j,0.09360661051019768+0.j,0.19228965599960202+0.j,0.14595610516605886+0.j,-0.001138478470779822+0.j,-0.14060585940741943+0.j,-0.1805485841285833+0.j,-0.10270199802015181+0.j,0.03612568978657816+0.j,0.14861896886025597+0.j,0.17196267405418722+0.j,0.09952889103975807+0.j,-0.023616521459550174+0.j,-0.13149928715633033+0.j,-0.172942400758848+0.j,-0.1335066452812552+0.j,-0.0363068574186255+0.j,0.0739037002579741+0.j,0.15259239037985664+0.j,0.17273711547834988+0.j,0.1317640471677396+0.j,0.0480662479462523+0.j,-0.04896495428354204+0.j,-0.13022217177011508+0.j,-0.1753716733431116+0.j,-0.17662900539209644+0.j,-0.13802010304218384+0.j,-0.07166709247395447+0.j,0.0069732832261736755+0.j,0.08332984714877509+0.j,0.1464949888689612+0.j,0.19035420246522136+0.j,0.21335459517233604+0.j,0.21743056154268392+0.j,0.20661360362543837+0.j,0.18572752458856007+0.j,0.15939782997016497+0.j,0.13144801357981376+0.j,0.10464684207903986+0.j,0.08071522179663272+0.j,0.060488570033041644+0.j,0.04414484378876761+0.j,0.031434439721686115+0.j,0.021875206316577238+0.j,0.014897764814893471+0.j,0.009941121900518322+0.j,0.006506600206915858+0.j,0.004181039285804624+0.j,0.0026399121315355926+0.j,0.0016390686941793085+0.j,0.0010013913310283542+0.j,0.0006023925618776675+0.j,0.00035700291859966816+0.j,0.00020854882548827617+0.j,0.00012014274560712616+0.j,0.00006828665237194247+0.j,0.00003830924312708797+0.j,0.000021221186219520234+0.j,0.000011611599276876129+0.j,6.277964832586035e-6+0.j,3.3549763816103527e-6+0.j,1.7726992392237561e-6+0.j,9.263595510819841e-7+0.j,4.788949823932025e-7+0.j,2.449786762992165e-7+0.j,1.2403637326542126e-7+0.j,6.217315557600217e-8+0.j,3.085924819985753e-8+0.j,1.5170064244111792e-8+0.j,7.387476222097752e-9+0.j,3.56446611853891e-9+0.j,1.7043632399662285e-9+0.j,8.077469428806061e-10+0.j,3.794959045295242e-10+0.j,1.767777745044146e-10+0.j,8.165908032285938e-11+0.j,3.7411269299123676e-11+0.j,1.7001373233576396e-11+0.j,7.664950265157945e-12+0.j,3.428755300464494e-12+0.j,1.5220238233971808e-12+0.j,6.705301170519074e-13+0.j,2.932103254568549e-13+0.j,1.2727845287853658e-13+0.j,5.485220086755787e-14+0.j,2.347167585198652e-14+0.j,9.973575025992204e-15+0.j,4.208804727528371e-15+0.j,1.7640502309495729e-15+0.j,7.344279335929797e-16+0.j,3.037484620702858e-16+0.j,1.2480876237632806e-16+0.j,5.0954255936760294e-17+0.j,2.0670809925452802e-17+0.j
