0.02397745473590061+0.j,0.-0.06549525285458822j,-0.12650321664908432+0.j,0.+0.19950219788451856j,0.27247360154388506+0.j,0.-0.3328481699113652j,-0.3711737815611056+0.j,0.+0.38320839519573857j,0.3700809793560362+0.j,0.-0.33696302890322594j,-0.2910643372632967+0.j,0.+0.23971731099562085j,0.18902337695987423+0.j,0.-0.14320249505834884j,-0.10454260323963115+0.j,0.+0.07373173001676135j,0.050350197237820284+0.j,0.-0.03335672916703138j,-0.02147602740965275+0.j,0.+0.013458104382946475j,0.008220072309680918+0.j,0.-0.004899736600314401j,-0.0028534360042118383+0.j,0.+0.0016252155243009533j,0.0009061750169262436+0.j,0.-0.0004950497249837965j,-0.0002651971746754893+0.j,0.+0.0001394099444582713j,0.00007196502520395055+0.j,0.-0.000036503056127886524j,-0.000018204356934733652+0.j,0.+8.931023633020765e-6j,4.3125385745684796e-6+0.j,0.-2.050608560915777e-6j,-9.606165197637712e-7+0.j,0.+4.435297667654699e-7j,2.019195013454786e-7+0.j,0.-9.067428638710675e-8j,-4.01789970212343e-8+0.j,0.+1.7574117719222392e-8j,7.590148604109433e-9+0.j,0.-3.237912391300262e-9j,-1.3647314249404607e-9+0.j,0.+5.684859130883999e-10j,2.340992986391964e-10+0.j,0.-9.532363586549851e-11j,-3.8390911761729745e-11+0.j,0.+1.52962946529676e-11j,6.030764441392504e-12+0.j,0.-2.35332045007655e-12j,-9.090814792385434e-13+0.j,0.+3.477158320379559e-13j,1.317132714481514e-13+0.j,0.-4.941949978816761e-14j,-1.836995991707659e-14+0.j,0.+6.76602514210065e-15j,2.4697121431152185e-15+0.j,0.-8.935434025779898e-16j,-3.204855103194974e-16+0.j,0.+1.1396962954963024e-16j,4.0190208085797877e-17+0.j,0.-1.405601074856883e-17j,-4.8761042163837915e-18+0.j,0.+1.6780675830682145e-18j,5.72962507231752e-19+0.j,0.-1.9412267583681744e-19j,-6.526961405287476e-20+0.j,0.+2.1781128974025385e-20j,7.214939166047611e-21+0.j,0.-2.372547257025248e-21j,-7.745912645056957e-22+0.j,0.+2.5110199539283773e-22j,8.083336511610048e-23+0.j,0.-2.5842586121089188e-23j,-8.205912007845221e-24+0.j,0.+2.588230599310902e-24j,8.109665001872254e-25+0.j,0.-2.5244355955276125e-25j,-7.807711136080512e-26+0.j,0.+2.3994788980581734e-26j,7.327885668870468e-27+0.j,0.-2.2240416631118832e-27j,-6.708767416926904e-28+0.j,0.+2.0114555182178886e-28j,5.994839127454689e-29+0.j,0.-1.776130261091178e-29j,-5.2315735019701184e-30+0.j,0.+1.5320729626965005e-30j,4.461129760074466e-31+0.j,0.-1.2916849387810551e-31j,-3.719136209918025e-32+0.j,0.+1.0649473359182546e-32j,3.032780374857839e-33+0.j,0.-8.5902584454066e-34j,-2.4201876847730865e-34+0.j,0.+6.782565357593706e-35j,1.8908849890430458e-35+0.j,0.-5.2442814381253804e-36j,-1.4470371995811528e-36+0.j,0.+3.972545149934173e-37j
0.-0.06549525285458822j,-0.15492510993305636+0.j,0.+0.25292366809963257j,0.32583720453066284+0.j,0.-0.34526673833917504j,-0.29991687559765373+0.j,0.+0.19856593589804145j,0.06471356116514906+0.j,0.+0.07298793269240625j,0.18981668666866905+0.j,0.-0.2705182822779318j,-0.31055501113032147+0.j,0.+0.31408118548915487j,0.29037087424604296+0.j,0.-0.25025291099755137j,-0.20349097236497968+0.j,0.+0.1573936023862533j,0.11648411379633403+0.j,0.-0.0828580993763811j,-0.056850552258565286+0.j,0.+0.037733058640825774j,0.024285302373320432+0.j,0.-0.015187541925478706j,-0.009245265520500168+0.j,0.+0.005486648888255373j,0.0031786295160112265+0.j,0.-0.0017998728872448723j,-0.000997201822116696+0.j,0.+0.000541113113439078j,0.00028783415169257234+0.j,0.-0.00015020963748368026j,-0.00007696216762779982+0.j,0.+0.00003874164964906233j,0.0000191723392910843+0.j,0.-9.333042387493799e-6j,-4.471566963813056e-6+0.j,0.+2.109628448895798e-6j,9.805484050578321e-7+0.j,0.-4.4920351073373917e-7j,-2.0291344123899582e-7+0.j,0.+9.041572440991326e-8j,3.975619400468259e-8+0.j,0.-1.725625918516992e-8j,-7.396303346687023e-9+0.j,0.+3.1314585556605266e-9j,1.3100060038057057e-9+0.j,0.-5.416502408243754e-10j,-2.2141246914900675e-10+0.j,0.+8.950259487540135e-11j,3.57871743035405e-11+0.j,0.-1.4157300757570949e-11j,-5.542342411965073e-12+0.j,0.+2.1476351342757856e-12j,8.238960048425321e-13+0.j,0.-3.129794880512734e-13j,-1.17753635578046e-13+0.j,0.+4.388619115388633e-14j,1.620517285298748e-14+0.j,0.-5.929606478874231e-15j,-2.1503839016503212e-15+0.j,0.+7.730240010447356e-16j,2.7550107668241765e-16+0.j,0.-9.735789078755295e-17j,-3.411917731230085e-17+0.j,0.+1.1859473617159846e-17j,4.089118562192538e-18+0.j,0.-1.39877384928693e-18j,-4.74758903778691e-19+0.j,0.+1.5990393314910837e-19j,5.3451090367049297e-20+0.j,0.-1.7734331488637726e-20j,-5.840928160282408e-21+0.j,0.+1.909871931933705e-21j,6.200506500943596e-22+0.j,0.-1.9989159705661876e-22j,-6.399544055831119e-23+0.j,0.+2.0348488005049744e-23j,6.42664378183865e-24+0.j,0.-2.016250800752747e-24j,-6.284219433694666e-25+0.j,0.+1.9459954209736262e-25j,5.98759237435901e-26+0.j,0.-1.8307030633128323e-26j,-5.5625419133714616e-27+0.j,0.+1.679778314813251e-27j,5.041812417104613e-28+0.j,0.-1.5042131913658868e-28j,-4.4611958430315533e-29+0.j,0.+1.3153545204760056e-29j,3.855793157867444e-30+0.j,0.-1.1238104266472968e-30j,-3.2569357515493943e-31+0.j,0.+9.386201484587578e-32j,2.6900615751794634e-32+0.j,0.-7.667481870452784e-33j,-2.1736390285144853e-33+0.j,0.+6.129027887705939e-34j,1.7190563633601426e-34+0.j,0.-4.796310502536496e-35j,-1.331272380021154e-35+0.j
-0.12650321664908432+0.j,0.+0.25292366809963257j,0.33359361755892375+0.j,0.-0.31958329562277404j,-0.20607475537798237+0.j,0.+0.033370840953143834j,-0.13594378156292478+0.j,0.+0.24648946094158541j,0.2704023512168209+0.j,0.-0.2117976391285397j,-0.09805947795353274+0.j,0.-0.03458870117432941j,-0.1540576490049624+0.j,0.+0.2399055347998686j,0.28488892584027875+0.j,0.-0.29230569420612995j,-0.27155571974897363+0.j,0.+0.2338897332983942j,0.18941301579370784+0.j,0.-0.14557972250896994j,-0.10689632651555504+0.j,0.+0.07536234332601051j,0.051210699070070496+0.j,0.-0.03364635212819669j,-0.02142914929309624+0.j,0.+0.013258752207656828j,0.007984280974106984+0.j,0.-0.004687073102541481j,-0.002686034725452634+0.j,0.+0.0015045494823877378j,0.0008246489432596053+0.j,0.-0.00044272452292707504j,-0.00023301968542766436+0.j,0.+0.00012033820445094664j,0.000061022931769601674+0.j,0.-0.00003040614487156917j,-0.000014896532424313264+0.j,0.+7.179938749415654e-6j,3.406480753358836e-6+0.j,0.-1.591704359339381e-6j,-7.328197176963293e-7+0.j,0.+3.325860394186885e-7j,1.4885553145781526e-7+0.j,0.-6.572811985477975e-8j,-2.8643366902492328e-8+0.j,0.+1.2323552841235031e-8j,5.236377795948498e-9+0.j,0.-2.198091699685623e-9j,-9.118220632350678e-10+0.j,0.+3.738927874520168e-10j,1.515912319164577e-10+0.j,0.-6.078590322249266e-11j,-2.4112383186788004e-11+0.j,0.+9.464284248474269e-12j,3.676573470355987e-12+0.j,0.-1.413838688513298e-12j,-5.383280723109352e-13+0.j,0.+2.0298807103588396e-13j,7.5814569871339e-14+0.j,0.-2.8052568658857915e-14j,-1.0285052044682641e-14+0.j,0.+3.7370378889943625e-15j,1.3458795952990208e-15+0.j,0.-4.805190660782696e-16j,-1.7010079636785863e-16+0.j,0.+5.971132331938612e-17j,2.0788484517193654e-17+0.j,0.-7.178998413627034e-18j,-2.4594439927104144e-18+0.j,0.+8.359828692390147e-19j,2.8196728784737564e-19+0.j,0.-9.438279908065314e-20j,-3.1356676526790466e-20+0.j,0.+1.0340915529808462e-20j,3.3855328792264558e-21+0.j,0.-1.10047469265731e-21j,-3.551915538295906e-22+0.j,0.+1.138460700038701e-22j,3.624001573769207e-23+0.j,0.-1.1458151097679812e-23j,-3.5986228976217445e-24+0.j,0.+1.1227743458748353e-24j,3.4803319046292867e-25+0.j,0.-1.0719081872979542e-25j,-3.2804922114959855e-26+0.j,0.+9.976995414674149e-27j,3.0156007045877867e-27+0.j,0.-9.05929328391892e-28j,-2.7051635555658044e-28+0.j,0.+8.029767708162166e-29j,2.3694821814629543e-29+0.j,0.-6.951442925623649e-30j,-2.0276680569616263e-30+0.j,0.+5.880954220978616e-31j,1.6961169007553354e-31+0.j,0.-4.864611685262056e-32j,-1.3875599289826684e-32+0.j,0.+3.9363405408726753e-33j,1.1106993498905107e-33+0.j,0.-3.117370051988811e-34j
0.+0.19950219788451856j,0.32583720453066284+0.j,0.-0.31958329562277404j,-0.17040597686073944+0.j,0.-0.04403232173047439j,-0.2134138013361279+0.j,0.+0.26158395903882503j,0.1810692326321545+0.j,0.-0.023923065199056168j,0.13433464161785127+0.j,0.-0.2320428829511998j,-0.24231779796233976+0.j,0.+0.17377957844234432j,0.05764702282539039+0.j,0.+0.06897043145847619j,0.17604961581321354+0.j,0.-0.2467934929767319j,-0.27757555362703373+0.j,0.+0.274196256807903j,0.24709212300857927+0.j,0.-0.20730412192364386j,-0.16397073372329424+0.j,0.+0.12332023604006616j,0.08873394554381583+0.j,0.-0.06137136428511872j,-0.0409508789452667+0.j,0.+0.026441080378889228j,0.01656108316812962+0.j,0.-0.010083227418357096j,-0.005978468014665308+0.j,0.+0.0034572886447218057j,0.001952675710705883+0.j,0.-0.0010784479894203481j,-0.0005830592145562937+0.j,0.+0.0003088824040804954j,0.00016048090958553258+0.j,0.-0.00008183736376508859j,-0.000040991763144516365+0.j,0.+0.000020181390738444735j,9.772039889666701e-6+0.j,0.-4.656387475874327e-6j,-2.18461567487683e-6+0.j,0.+1.009670042155076e-6j,4.5990125928419596e-7+0.j,0.-2.0654744504709644e-7j,-9.150039475268576e-8+0.j,0.+3.999828023206811e-8j,1.725967468644867e-8+0.j,0.-7.354375651058124e-9j,-3.0954364883004694e-9+0.j,0.+1.28734360106937e-9j,5.291641082466856e-10+0.j,0.-2.150454048704362e-10j,-8.642285580162537e-11+0.j,0.+3.43554085147102e-11j,1.3512449449051449e-11+0.j,0.-5.259509723058611e-12j,-2.0263948467556698e-12+0.j,0.+7.72968637979291e-13j,2.9197537987567106e-13+0.j,0.-1.0923483520596209e-13j,-4.04843639230912e-14+0.j,0.+1.486627797132313e-14j,5.409791388795008e-15+0.j,0.-1.951164632813962e-15j,-6.976082332951104e-16+0.j,0.+2.472864031186293e-16j,8.692088850052807e-17+0.j,0.-3.030019692380718e-17j,-1.0476690263161719e-17+0.j,0.+3.59350372370281e-18j,1.2228790782653844e-18+0.j,0.-4.1292827539123117e-19j,-1.3837064689306054e-19+0.j,0.+4.601956109199585e-20j,1.5192158171729732e-20+0.j,0.-4.978778804023863e-21j,-1.6199401988126215e-21+0.j,0.+5.233509297144471e-22j,1.6789921255756478e-22+0.j,0.-5.349442106282364e-23j,-1.692831914248098e-23+0.j,0.+5.321142602467407e-24j,1.6615781691688088e-24+0.j,0.-5.154654181415664e-25j,-1.588832880277887e-25+0.j,0.+4.86623316516181e-26j,1.4810808790493464e-26+0.j,0.-4.47991797696072e-27j,-1.3467909151158432e-27+0.j,0.+4.024405155813626e-28j,1.195381131946299e-28+0.j,0.-3.5297609072899467e-29j,-1.0362120666806799e-29+0.j,0.+3.0244473206027798e-30j,8.777408216031503e-31+0.j,0.-2.533014460658367e-31j,-7.269218227434371e-32+0.j,0.+2.074642910658269e-32j,5.8888564134201064e-33+0.j
0.27247360154388506+0.j,0.-0.34526673833917504j,-0.20607475537798237+0.j,0.-0.04403232173047439j,-0.23054388718685137+0.j,0.+0.24224398396179497j,0.09588538946440038+0.j,0.+0.09874459309163285j,0.2233972215468503+0.j,0.-0.21935447433052277j,-0.10451489085608613+0.j,0.-0.05384983592982319j,-0.1823642516259849+0.j,0.+0.23455316487381367j,0.202045272430927+0.j,0.-0.10688216289040066j,0.015036720125225063+0.j,0.-0.1296741726553677j,-0.214338355298974+0.j,0.+0.26012651639287104j,0.2693855685634051+0.j,0.-0.2510475297910405j,-0.2161186965295442+0.j,0.+0.1745216061023431j,0.1335338797524026+0.j,0.-0.09749903454089473j,-0.06829229936151333+0.j,0.+0.04607735414918784j,0.03004516403584054+0.j,0.-0.018984723898230898j,-0.011650856771727381+0.j,0.+0.00695778339187816j,0.004050091820825824+0.j,0.-0.0023012827405506633j,-0.0012780335927017+0.j,0.+0.0006945068756625716j,0.0003696719238111906+0.j,0.-0.00019291341046521503j,-0.00009878201346151506+0.j,0.+0.00004967003870169868j,0.000024542361140646596+0.j,0.-0.000011924036844826753j,-5.699989411510758e-6+0.j,0.+2.6823064605401324e-6j,1.2432241470924948e-6+0.j,0.-5.678129337360042e-7j,-2.5566458751178373e-7+0.j,0.+1.135344956211694e-7j,4.974490031952081e-8+0.j,0.-2.151266848076221e-8j,-9.185808712879734e-9+0.j,0.+3.874020997559147e-9j,1.614226318213489e-9+0.j,0.-6.647435687597578e-10j,-2.7061635068586525e-10+0.j,0.+1.0893840114018734e-10j,4.337568928389935e-11+0.j,0.-1.7086629753677642e-11j,-6.6605863075698855e-12+0.j,0.+2.5698719229468187e-12j,9.816264050061858e-13+0.j,0.-3.712834429775952e-13j,-1.390832220831194e-13+0.j,0.+5.161019483688885e-14j,1.897432847395836e-14+0.j,0.-6.912625494503575e-15j,-2.4959623272271867e-15+0.j,0.+8.933495052127553e-16j,3.1700098266489386e-16+0.j,0.-1.1153744720697905e-16j,-3.891924946816964e-17+0.j,0.+1.3469531892840793e-17j,4.624272548677939e-18+0.j,0.-1.5750482447123384e-18j,-5.323026388962233e-19+0.j,0.+1.785215902544724e-19j,5.942122833653848e-20+0.j,0.-1.96318418075463e-20j,-6.438686579231942e-21+0.j,0.+2.0965111319964707e-21j,6.778071680016026e-22+0.j,0.-2.1760474806881227e-22j,-6.937878159914889e-23+0.j,0.+2.1969628797775236e-23j,6.910301860476265e-24+0.j,0.-2.159180551439987e-24j,-6.702500722218051e-25+0.j,0.+2.0671788639144574e-25j,6.335032496170012e-26+0.j,0.-1.9292327684167445e-26j,-5.838750092113625e-27+0.j,0.+1.7562576601346583e-27j,5.250763271169239e-28+0.j,0.-1.5604666051803667e-28j,-4.610155203087682e-29+0.j,0.+1.3540543205360738e-29j,3.954083416894578e-30+0.j,0.-1.1480843476055206e-30j,-3.3147314827963977e-31+0.j,0.+9.5169373414952e-32j
0.-0.3328481699113652j,-0.29991687559765373+0.j,0.+0.033370840953143834j,-0.2134138013361279+0.j,0.+0.24224398396179497j,0.06537640115247607+0.j,0.+0.1482333613538174j,0.2340774949178223+0.j,0.-0.14799434113853446j,0.03175989174314644+0.j,0.-0.18254082292650295j,-0.2208024915248416+0.j,0.+0.1393486268781511j,-0.00752817884578742+0.j,0.+0.14566814847346873j,0.21938761661794776+0.j,0.-0.20956517471564473j,-0.1306809709493546+0.j,0.+0.01579190044986039j,-0.10005715023469734+0.j,0.+0.19117714070369388j,0.24540161204579766+0.j,0.-0.26259556871277745j,-0.25033094556098895+0.j,0.+0.21923542972847027j,0.17948800913862523+0.j,0.-0.1389075324048698j,-0.10240981094585784+0.j,0.+0.07233636443774613j,0.04916698707043852+0.j,0.-0.03227043849857435j,-0.02051091374926829+0.j,0.+0.01265444518702989j,0.0075936744275653485+0.j,0.-0.004439791535103112j,-0.0025329636814268425+0.j,0.+0.0014119738525418045j,0.0007699572836119287+0.j,0.-0.0004111554869028004j,-0.00021520724783001207+0.j,0.+0.00011050763914210193j,0.000055712467915613175+0.j,0.-0.000027596151752309352j,-0.000013438999584839072+0.j,0.+6.438309695707496e-6j,3.0360437933088254e-6+0.j,0.-1.4099472781072626e-6j,-6.451613682323232e-7+0.j,0.+2.910064174232522e-7j,1.2944673498758705e-7+0.j,0.-5.680783519876749e-8j,-2.4604695711568387e-8+0.j,0.+1.0521436519622278e-8j,4.443503001090579e-9+0.j,0.-1.8539908950874374e-9j,-7.64455978175682e-10+0.j,0.+3.1159076889387545e-10j,1.2558050607486547e-10+0.j,0.-5.005852816492472e-11j,-1.9740562434169202e-11+0.j,0.+7.703162771645266e-12j,2.975121382946588e-12+0.j,0.-1.1375227019352506e-12j,-4.306505062440606e-13+0.j,0.+1.6146759541285996e-13j,5.996859253426692e-14+0.j,0.-2.2065799183294012e-14j,-8.045424844762588e-15+0.j,0.+2.9072682851568783e-15j,1.041354524192663e-15+0.j,0.-3.697919553705436e-16j,-1.302048651641539e-16+0.j,0.+4.546436314186141e-17j,1.574527392862847e-17+0.j,0.-5.4090815813052e-18j,-1.8435209380212144e-18+0.j,0.+6.234175352600023e-19j,2.0920388264219332e-19+0.j,0.-6.967419465673244e-20j,-2.3032217910441646e-20+0.j,0.+7.55804917671559e-21j,2.462299723401425e-21+0.j,0.-7.964803668116105e-22j,-2.5583299834996854e-22+0.j,0.+8.160719866252174e-23j,2.585429374571515e-23+0.j,0.-8.135980417360533e-24j,-2.5433123829857776e-24+0.j,0.+7.898427340739769e-25j,2.437082015275271e-25+0.j,0.-7.471791687877603e-26j,-2.2763550811758262e-26+0.j,0.+6.892083593088524e-27j,2.0739109361728782e-27+0.j,0.-6.202854853603986e-28j,-1.8441115624694104e-28+0.j,0.+5.450146033455356e-29j,1.601345454667396e-29+0.j,0.-4.677865270617021e-30j,-1.3587054394909494e-30+0.j
-0.3711737815611056+0.j,0.+0.19856593589804145j,-0.13594378156292478+0.j,0.+0.26158395903882503j,0.09588538946440038+0.j,0.+0.1482333613538174j,0.2306780078936572+0.j,0.-0.1009198842050944j,0.10525434472379859+0.j,0.-0.2166721765693197j,-0.16255753736988648+0.j,0.-0.0009347748544503475j,-0.15686803351085818+0.j,0.+0.21351063162171513j,0.1509415407594397+0.j,0.-0.014327312065797272j,0.12456304115158462+0.j,0.-0.2070225964157251j,-0.20873583149555994+0.j,0.+0.13968006622839546j,0.030511595527055683+0.j,0.+0.08400144041104411j,0.17707632643502694+0.j,0.-0.23497808474150322j,-0.25618272355990457+0.j,0.+0.2473573939568736j,0.2187321253698571+0.j,0.-0.1804656444647055j,-0.1405649829320178+0.j,0.+0.1042020718421883j,0.07395452570462781+0.j,0.-0.050479052796729464j,-0.03325639227657315+0.j,0.+0.021209260853665497j,0.013125552025996407+0.j,0.-0.00789849496964575j,-0.004629913784413468+0.j,0.+0.0026477091899733815j,0.001479185588172137+0.j,0.-0.0008082577624501427j,-0.0004324307466729701+0.j,0.+0.0002267466509787524j,0.00011662764020980403+0.j,0.-0.00005889021317227227j,-0.000029213337742191913+0.j,0.+0.000014246409947872661j,6.8341297585561916e-6+0.j,0.-3.2267254090543114e-6j,-1.5002777292694194e-6+0.j,0.+6.872683019340179e-7j,3.103315956482334e-7+0.j,0.-1.381840878576581e-7j,-6.070134161037974e-8+0.j,0.+2.6315534086646725e-8j,1.1263041389756643e-8+0.j,0.-4.760757366606239e-9j,-1.9879828810073625e-9+0.j,0.+8.203468480510355e-10j,3.346231719290215e-10+0.j,0.-1.3496068631857973e-10j,-5.383500055319174e-11+0.j,0.+2.1244006838373563e-11j,8.295175095105926e-12+0.j,0.-3.205757323072096e-12j,-1.2264389746006065e-12+0.j,0.+4.645812770124623e-13j,1.7428676766544084e-13+0.j,0.-6.476450565014506e-14j,-2.384291195898072e-14+0.j,0.+8.697765735997372e-15j,3.1445314084259744e-15+0.j,0.-1.1268727636760425e-15j,-4.003435525500457e-16+0.j,0.+1.4102485048771864e-16j,4.926367760718437e-17+0.j,0.-1.7068199231414358e-17j,-5.865938514983588e-18+0.j,0.+2.0000161224838798e-18j,6.765985360473889e-19+0.j,0.-2.2713484883092686e-19j,-7.567345224454812e-20+0.j,0.+2.502422608769933e-20j,8.21455101546859e-21+0.j,0.-2.6770737666624993e-21j,-8.662356153025128e-22+0.j,0.+2.783270655140247e-22j,8.88099831346745e-23+0.j,0.-2.814472979734437e-23j,-8.85935615310527e-24+0.j,0.+2.7702357311778727e-24j,8.605565372801423e-25+0.j,0.-2.6559983339612825e-25j,-8.145138933604264e-26+0.j,0.+2.4821450018547804e-26j,7.517068069524626e-27+0.j,0.-2.2625404250174035e-27j,-6.768676252573263e-28+0.j,0.+2.012810322486062e-28j,5.950111066760633e-29+0.j,0.-1.7486425756943512e-29j
0.+0.38320839519573857j,0.06471356116514906+0.j,0.+0.24648946094158541j,0.1810692326321545+0.j,0.+0.09874459309163285j,0.2340774949178223+0.j,0.-0.1009198842050944j,0.1264859857445733+0.j,0.-0.21655491376495106j,-0.10435015666345233+0.j,0.-0.09114462368202976j,-0.20474174050753896+0.j,0.+0.1607302776713508j,0.006658218193039457+0.j,0.+0.14611409386163365j,0.2061639426722028+0.j,0.-0.15026262392905582j,-0.0196174363448833+0.j,0.-0.11647099803827836j,-0.1996852185550048+0.j,0.+0.20460152776775153j,0.13957266322278294+0.j,0.-0.03389905683946116j,0.07838129141564643+0.j,0.-0.17060589988514724j,-0.22876234704882256+0.j,0.+0.2508949937819025j,0.24326446184894868+0.j,0.-0.21580875009182632j,-0.17852547522439072+0.j,0.+0.13936642049148673j,0.10351542883652394+0.j,0.-0.07359408631296271j,-0.05031069754645249+0.j,0.+0.03319181089098992j,0.021195037718972732+0.j,0.-0.013132072878337543j,-0.007910931051864398+0.j,0.+0.00464183031650326j,0.0026569869868648325+0.j,0.-0.0014856541002959492j,-0.0008124502897460316+0.j,0.+0.00043500452310460684j,0.00022825951543192183+0.j,0.-0.00011748505267944j,-0.000059361006995300216+0.j,0.+0.000029464670211485937j,0.000014377209265132212+0.j,0.-6.900629113134716e-6j,-3.2598100817008873e-6+0.j,0.+1.5164082834894053e-6j,6.949845294174363e-7+0.j,0.-3.139568695903e-7j,-1.3985843558152758e-7+0.j,0.+6.146212680093064e-8j,2.665585976815762e-8+0.j,0.-1.1413015773096822e-8j,-4.825901650888237e-9+0.j,0.+2.015888866801547e-9j,8.321415278230231e-10+0.j,0.-3.39543931405803e-10j,-1.3698795098510617e-10+0.j,0.+5.466005696955684e-11j,2.1575827294272614e-11+0.j,0.-8.427095059834976e-12j,-3.2576180339070563e-12+0.j,0.+1.2466046017455536e-12j,4.723392438132629e-13+0.j,0.-1.772404113111958e-13j,-6.587763960298052e-14+0.j,0.+2.4258263339361237e-14j,8.851247775197124e-15+0.j,0.-3.200709030274613e-15j,-1.1472440769717367e-15+0.j,0.+4.0766347867220063e-16j,1.436316333149204e-16+0.j,0.-5.01838911502103e-17j,-1.7390254203787565e-17+0.j,0.+5.977701527059143e-18j,2.0384805467493643e-18+0.j,0.-6.897289135578443e-19j,-2.315812988064215e-19+0.j,0.+7.716737091097448e-20j,2.552227825732213e-20+0.j,0.-8.379333878658594e-21j,-2.7311855277958844e-21+0.j,0.+8.838742515902353e-22j,2.8403503511564716e-22+0.j,0.-9.064394202439976e-23j,-2.872983680404693e-23+0.j,0.+9.044736532707557e-24j,2.828569310806399e-24+0.j,0.-8.787888680842388e-25j,-2.7126060351317265e-25+0.j,0.+8.319744655045302e-26j,2.5356543634145662e-26+0.j,0.-7.680007819750175e-27j,-2.3118449625635543e-27+0.j,0.+6.916943385591953e-28j,2.0571237845328814e-28+0.j
0.3700809793560362+0.j,0.+0.07298793269240625j,0.2704023512168209+0.j,0.-0.023923065199056168j,0.2233972215468503+0.j,0.-0.14799434113853446j,0.10525434472379859+0.j,0.-0.21655491376495106j,-0.08265049345379821+0.j,0.-0.12891569670977937j,-0.2046893408547217+0.j,0.+0.09085144022977211j,-0.095532191439728+0.j,0.+0.1984615752770273j,0.14991671688281297+0.j,0.+0.0009734955212724302j,0.1464447061315739+0.j,0.-0.20009812321130013j,-0.14190725242898242+0.j,0.+0.013350819539270505j,-0.118137477314415+0.j,0.+0.19670098334510186j,0.19871728696430638+0.j,0.-0.13317486244680982j,-0.02900114310822332+0.j,0.-0.08066574444708983j,-0.17010700118172742+0.j,0.+0.2259924863001182j,0.24669025875431813+0.j,0.-0.23847781890419512j,-0.21112089512080962+0.j,0.+0.17437373064833325j,0.1359578543699685+0.j,0.-0.1008830716708952j,-0.07166338766378598+0.j,0.+0.048956685613891174j,0.032279251955343646+0.j,0.-0.020601661113314677j,-0.012758657499562035+0.j,0.+0.007682916181866054j,0.004506442872540926+0.j,0.-0.0025786740080609256j,-0.0014414547274276645+0.j,0.+0.0007880763767373066j,0.0004218555997648636+0.j,0.-0.00022131276726091071j,-0.00011388738344492057+0.j,0.+0.000057532949153912846j,0.00002855258958724399+0.j,0.-0.000013930045662161202j,-6.6850639093198e-6+0.j,0.+3.1575665129516853e-6j,1.4686680631670642e-6+0.j,0.-6.730285909658339e-7j,-3.040062309937678e-7+0.j,0.+1.3541233533740773e-7j,5.950273124624783e-8+0.j,0.-2.580383294589071e-8j,-1.1047306493697886e-8+0.j,0.+4.670904373427227e-9j,1.951001117590295e-9+0.j,0.-8.053011160382394e-10j,-3.2857072642975874e-10+0.j,0.+1.325526915831875e-10j,5.288724370359384e-11+0.j,0.-2.0874893607123733e-11j,-8.152895267756136e-12+0.j,0.+3.151464379671066e-12j,1.205924946521371e-12+0.j,0.-4.569049530645078e-13j,-1.7144142813616398e-13+0.j,0.+6.371960830482333e-14j,2.3462679697007042e-14+0.j,0.-8.560635192094162e-15j,-3.095508327379704e-15+0.j,0.+1.1094980846619543e-15j,3.9423766405918003e-16+0.j,0.-1.388969046038458e-16j,-4.852812553663081e-17+0.j,0.+1.6815986631611333e-17j,5.780140346047543e-18+0.j,0.-1.971055852395205e-18j,-6.668980343337075e-19+0.j,0.+2.239100344867249e-19j,7.460934730039744e-20+0.j,0.-2.467566238402047e-20j,-8.101194871579912e-21+0.j,0.+2.640470571738951e-21j,8.544988498279272e-22+0.j,0.-2.7458960564252275e-22j,-8.76279074827244e-23+0.j,0.+2.777336957304881e-23j,8.743460671671478e-24+0.j,0.-2.7343024259158884e-24j,-8.494871170992476e-25+0.j,0.+2.622115001060812e-25j,8.042072687602353e-26+0.j,0.-2.450988370164806e-26j,-7.423458125119021e-27+0.j,0.+2.2345851476618548e-27j
