0.0027656316493645497+0.j,0.-0.009492594007477265j,-0.02303883312786101+0.j,0.+0.04565521812032061j,0.07835216415002354+0.j,0.-0.12026979330018972j,-0.16852778376138938+0.j,0.+0.2186316638004802j,0.2653130648376115+0.j,0.-0.30354840276260286j,-0.32947200758726647+0.j,0.+0.34096731513267087j,0.33784126691418626+0.j,0.-0.3216115159113401j,-0.295024541071905+0.j,0.+0.26145869196726523j,0.22435392048156236+0.j,0.-0.18676684075183012j,-0.15109639067079958+0.j,0.+0.11897832757451311j,0.09131527520535375+0.j,0.-0.06839500020207065j,-0.05004994274139883+0.j,0.+0.03582038399429562j,0.025096617207003548+0.j,0.-0.017228035278081283j,-0.011596839554736909+0.j,0.+0.007660345128874294j,0.004968895820712132+0.j,0.-0.003167024787954884j,-0.001984638469986238+0.j,0.+0.0012234638134851292j,0.00074234657604279+0.j,0.-0.0004435476779993982j,-0.0002610907114853912+0.j,0.+0.00015147744450265957j,0.00008665373558118284+0.j,0.-0.00004889641265623063j,-0.0000272254940622794+0.j,0.+0.000014963529230901902j,8.120721393074907e-6+0.j,0.-4.353045962405877e-6j,-2.3054684204279918e-6+0.j,0.+1.2067450337363128e-6j,6.244242374578206e-7+0.j,0.-3.194949996398543e-7j,-1.6168722963296794e-7+0.j,0.+8.095009468922325e-8j,4.010396500319922e-8+0.j,0.-1.966436119848393e-8j,-9.545208314207911e-9+0.j,0.+4.587656503144863e-9j,2.183633716409913e-9+0.j,0.-1.0295144030167586e-9j,-4.808682655053351e-10+0.j,0.+2.225539683565378e-10j,1.02077940511651e-10+0.j,0.-4.640716535912715e-11j,-2.0915180411508057e-11+0.j,0.+9.346008668236234e-12j,4.1413422636528736e-12+0.j,0.-1.819980677715819e-12j,-7.93343928982204e-13+0.j,0.+3.4306925399902925e-13j,1.4719138146113575e-13+0.j,0.-6.266373446984466e-14j,-2.6474933365354442e-14+0.j,0.+1.1101663120997764e-14j,4.620874339412863e-15+0.j,0.-1.9093703895953045e-15j,-7.833065055375463e-16+0.j,0.+3.1907525818287006e-16j,1.2906766444651258e-16+0.j,0.-5.184974101522822e-17j,-2.0688133108316236e-17+0.j,0.+8.19938426846963e-18j,3.228234053349284e-18+0.j,0.-1.262729195904894e-18j,-4.907422964623824e-19+0.j,0.+1.895092947698654e-19j,7.272372102828815e-20+0.j,0.-2.7734743449343695e-20j,-1.0512543284049611e-20+0.j,0.+3.960584841847811e-21j,1.4832359670893973e-21+0.j,0.-5.521935831132316e-22j,-2.0437732007441068e-22+0.j,0.+7.520793148143894e-23j,2.751774730041699e-23+0.j,0.-1.0011714235353858e-23j,-3.622244490490486e-24+0.j,0.+1.3033097210926875e-24j,4.663846961249643e-25+0.j,0.-1.6599438094738792e-25j,-5.876517454789074e-26+0.j,0.+2.0694207433200578e-26j,7.249428180837859e-27+0.j,0.-2.5264368940273253e-27j,-8.759634535500252e-28+0.j,0.+3.0217529869330974e-28j
0.-0.009492594007477265j,-0.029816198621307053+0.j,0.+0.06565260222755866j,0.11679989877549077+0.j,0.-0.17762099721843172j,-0.23760631247383032+0.j,0.+0.2838453860848853j,0.3045360642987387+0.j,0.-0.29226148006614144j,-0.24594277473120646+0.j,0.+0.17095631723396626j,0.07758145028552829+0.j,0.+0.02155861566223125j,0.11422325744553112+0.j,0.-0.1907349444708369j,-0.24520945236772387+0.j,0.+0.2757753560863509j,0.2839872169301039+0.j,0.-0.2737700912096647j,-0.25023957218121096+0.j,0.+0.21866199102918643j,0.1837041205217402+0.j,0.-0.14901246010391048j,-0.11708328028497457+0.j,0.+0.08934314996275773j,0.06635057484940962+0.j,0.-0.048041767163632024j,-0.033966020683701116+0.j,0.+0.023479785904435717j,0.015888010318976842+0.j,0.-0.010534550945474402j,-0.0068506529630070635+0.j,0.+0.0043729690494194624j,0.002742049032658587+0.j,0.-0.001690152526467053j,-0.0010247110662867116+0.j,0.+0.0006114394002446384j,0.0003592648790683246+0.j,0.-0.0002079705207770597j,-0.00011866320423279727+0.j,0.+0.00006676457429977463j,0.000037056844956275824+0.j,0.-0.00002029780575737127j,-0.000010976005625373475+0.j,0.+5.861403376058232e-6j,3.092148979834332e-6+0.j,0.-1.6119546264568963e-6j,-8.30623379777337e-7+0.j,0.+4.231881791276026e-7j,2.1323293975424647e-7+0.j,0.-1.0628561093954936e-7j,-5.242001534875187e-8+0.j,0.+2.5587083526049887e-8j,1.236344776144652e-8+0.j,0.-5.9148505072883015e-9j,-2.802333142848787e-9+0.j,0.+1.315074984242561e-9j,6.113862818741342e-10+0.j,0.-2.8163838711985165e-10j,-1.285738498476164e-10+0.j,0.+5.8179368352891253e-11j,2.6098120728908263e-11+0.j,0.-1.1607514401222124e-11j,-5.119441169000291e-12+0.j,0.+2.2393428532254022e-12j,9.716114802475175e-13+0.j,0.-4.182115564110672e-13j,-1.7860196323902647e-13+0.j,0.+7.568623769443412e-14j,3.1830252638239105e-14+0.j,0.-1.3286362893858318e-14j,-5.505082484818321e-15+0.j,0.+2.2644389638116106e-15j,9.247885582647693e-16+0.j,0.-3.750195865060678e-16j,-1.5102139627746491e-16+0.j,0.+6.040017112604638e-17j,2.3993520242958183e-17+0.j,0.-9.467726841359733e-18j,-3.711352204573602e-18+0.j,0.+1.4454099708497277e-18j,5.593183610362021e-19+0.j,0.-2.1506613850501266e-19j,-8.217974515188231e-20+0.j,0.+3.120838637957962e-20j,1.1779442643734673e-20+0.j,0.-4.419339740726797e-21j,-1.6481653829630218e-21+0.j,0.+6.110626109726623e-22j,2.2523828033299643e-22+0.j,0.-8.254667845396707e-23j,-3.008060531061977e-23+0.j,0.+1.0900115851968575e-23j,3.927901623754352e-24+0.j,0.-1.407673049945683e-24j,-5.01742471075063e-25+0.j,0.+1.778784776561216e-25j,6.27269915243298e-26+0.j,0.-2.2003842980054379e-26j,-7.678557310160788e-27+0.j
-0.02303883312786101+0.j,0.+0.06565260222755866j,0.12952479351836785+0.j,0.-0.20306944968625507j,-0.26591191258450975+0.j,0.+0.29583476086715604j,0.27735574057347745+0.j,0.-0.2080927994145929j,-0.10025595007539889+0.j,0.-0.023069142773206663j,-0.13502824355319318+0.j,0.+0.21263540953774282j,0.2423584252154164+0.j,0.-0.22225964461707248j,-0.16071355512747973+0.j,0.+0.07278212544509352j,-0.02424134454411139+0.j,0.+0.11477024352908846j,0.18751277182103823+0.j,0.-0.23647654480611058j,-0.260627273957121+0.j,0.+0.2626899814185367j,0.24761957292356196+0.j,0.-0.22116092435059279j,-0.18874966149450753+0.j,0.+0.15484074165543832j,0.12263147476371335+0.j,0.-0.09408009145639479j,-0.07010301127384634+0.j,0.+0.05084764534337547j,0.035966303003679805+0.j,0.-0.02484781190829573j,-0.016789274325582023+0.j,0.+0.011108042430748881j,0.007203702865324256+0.j,0.-0.0045834083392216835j,-0.0028634976330287627+0.j,0.+0.00175795280265711j,0.001061248111586639+0.j,0.-0.0006303735131177172j,-0.0003686381978084582+0.j,0.+0.0002123513039282962j,0.00012055236499520915+0.j,0.-0.00006747793227154129j,-0.000037256213916541914+0.j,0.+0.00002029833169910548j,0.000010917159461527759+0.j,0.-5.7982901265563075e-6j,-3.0421154796592457e-6+0.j,0.+1.5771513667071979e-6j,8.082060783561911e-7+0.j,0.-4.094909511082747e-7j,-2.0519000066498413e-7+0.j,0.+1.0171108600768526e-7j,4.988682527134128e-8+0.j,0.-2.4216384431027164e-8j,-1.1636823590515058e-8+0.j,0.+5.53672494768854e-9j,2.6088704007105064e-9+0.j,0.-1.217635090412855e-9j,-5.630247672055899e-10+0.j,0.+2.5796507925948454e-10j,1.171363731040313e-10+0.j,0.-5.272196346270713e-11j,-2.3524974893236822e-11+0.j,0.+1.0408085914363783e-11j,4.566470022804881e-12+0.j,0.-1.9871016341154633e-12j,-8.577265055574853e-13+0.j,0.+3.6730293431202753e-13j,1.560638810261252e-13+0.j,0.-6.580162972254501e-14j,-2.7534628196988186e-14+0.j,0.+1.143616826661475e-14j,4.715084507066396e-15+0.j,0.-1.9299827557701666e-15j,-7.843652382343139e-16+0.j,0.+3.1654015512167073e-16j,1.2686100618157916e-16+0.j,0.-5.0496168506739185e-17j,-1.996459551399367e-17+0.j,0.+7.841048948897651e-18j,3.0594124696986976e-18+0.j,0.-1.1860137772944944e-18j,-4.568418543860272e-19+0.j,0.+1.7486469870757648e-19j,6.651709029060391e-20+0.j,0.-2.5147396689119267e-20j,-9.449623585908603e-21+0.j,0.+3.5296354368800366e-21j,1.3106008555271815e-21+0.j,0.-4.838011844488945e-22j,-1.7756165707372097e-22+0.j,0.+6.47957357853594e-23j,2.3511868749088508e-23+0.j,0.-8.483971744640957e-24j,-3.0444569819898013e-24+0.j,0.+1.0865398112740617e-24j,3.8568490103795415e-25+0.j,0.-1.3617465052992868e-25j
0.+0.04565521812032061j,0.11679989877549077+0.j,0.-0.20306944968625507j,-0.27289055310731475+0.j,0.+0.29246356807130847j,0.2429541886634501+0.j,0.-0.13125225784156397j,0.011297955691944493+0.j,0.-0.14114054663476167j,-0.21936368093438963+0.j,0.+0.22546226221377313j,0.1628124601481802+0.j,0.-0.05500206215504705j,0.06406543512156061+0.j,0.-0.1616554980951526j,-0.2151367418935421+0.j,0.+0.21612131015284575j,0.16973007720805647+0.j,0.-0.09045870930281306j,0.003279821279042063+0.j,0.-0.0941042185143746j,-0.16899176468938923+0.j,0.+0.22066912612435546j,0.24736098680290342+0.j,0.-0.25149921445961965j,-0.23803107027424392+0.j,0.+0.21282446515020564j,0.18145932697593872+0.j,0.-0.148498837878523j,-0.11719618923384788+0.j,0.+0.08952125769729408j,0.0663754828328823+0.j,0.-0.04788191924584687j,-0.03367131954592651+0.j,0.+0.023119927023303618j,0.015522555837736915+0.j,0.-0.010202903062927135j,-0.006572602029231166+0.j,0.+0.0041535630740238355j,0.0025771962062013203+0.j,0.-0.0015712817024317316j,-0.0009419896037132732+0.j,0.+0.0005556515854461513j,0.0003226853223059327+0.j,0.-0.00018459152131803776j,-0.0001040682299820448+0.j,0.+0.000057849664089810196j,0.00003172110125263095+0.j,0.-0.000017164710844723833j,-9.169179805546598e-6+0.j,0.+4.837100886389552e-6j,2.520845696003759e-6+0.j,0.-1.2982292146066018e-6j,-6.608919918029268e-7+0.j,0.+3.3266468363288503e-7j,1.6561389567479558e-7+0.j,0.-8.156646847010913e-8j,-3.975181149261069e-8+0.j,0.+1.917490239640133e-8j,9.156644542004382e-9+0.j,0.-4.3297039533573454e-9j,-2.027619272125879e-9+0.j,0.+9.40599981606522e-10j,4.323090978942441e-10+0.j,0.-1.9689373079426425e-10j,-8.88774733008214e-11+0.j,0.+3.9769042554786474e-11j,1.7642528315781235e-11+0.j,0.-7.760770630172611e-12j,-3.385640940708615e-12+0.j,0.+1.464975613778255e-12j,6.288290883127129e-13+0.j,0.-2.6779646234630325e-13j,-1.1316245661762613e-13+0.j,0.+4.7454644927641657e-14j,1.975084586540553e-14+0.j,0.-8.159685432667842e-15j,-3.3464970535300902e-15+0.j,0.+1.3626485834005057e-15j,5.509337003974312e-16+0.j,0.-2.2119797970536843e-16j,-8.8200759677884e-17+0.j,0.+3.493128929171839e-17j,1.3741957768118773e-17+0.j,0.-5.370488116346478e-18j,-2.0852034475200905e-18+0.j,0.+8.044331535399953e-19j,3.08371811825084e-19+0.j,0.-1.1747296876428195e-19j,-4.4474823653089706e-20+0.j,0.+1.6735439411999763e-20j,6.2594954506790445e-21+0.j,0.-2.3273021611899094e-21j,-8.60218112256838e-22+0.j,0.+3.161091964104994e-22j,1.1549629773781707e-22+0.j,0.-4.195950188469157e-23j,-1.51583587627792e-23+0.j,0.+5.445794538350732e-24j,1.945738720992775e-24+0.j
0.07835216415002354+0.j,0.-0.17762099721843172j,-0.26591191258450975+0.j,0.+0.29246356807130847j,0.2290269589946691+0.j,0.-0.08996673830868222j,0.07230556986874294+0.j,0.-0.19301964124622809j,-0.2262435995891068+0.j,0.+0.16475478123780515j,0.04008737606299815+0.j,0.+0.09447283149650881j,0.1876065056820385+0.j,0.-0.20910362348382813j,-0.15757303350286106+0.j,0.+0.056166924756119486j,-0.05937234550346307+0.j,0.+0.15425964806260678j,0.204809246518456+0.j,0.-0.20277892057341862j,-0.15416503325670597+0.j,0.+0.07439892393356061j,-0.01761484974224657+0.j,0.+0.1046322083197226j,0.17429252606278572+0.j,0.-0.2202460015780582j,-0.24161934778942745+0.j,0.+0.24151893428367185j,0.22524684400023212+0.j,0.-0.19871664932667982j,-0.16732119062522882+0.j,0.+0.13530495132253934j,0.10556465187812133+0.j,0.-0.07974459816085741j,-0.058490172549981574+0.j,0.+0.0417503052935542j,0.02905774053210563+0.j,0.-0.0197512088236105j,-0.0131298952422162+0.j,0.+0.008546586992551727j,0.005453221801375445+0.j,0.-0.0034139406780985034j,-0.0020988020098451463+0.j,0.+0.0012680423440962227j,0.0007534355123373256+0.j,0.-0.00044053989987669724j,-0.0002536326188136531+0.j,0.+0.0001438598218620116j,0.00008042753805040594+0.j,0.-0.000044340606915467365j,-0.00002411665352874802+0.j,0.+0.000012945702456606216j,6.861055005017214e-6+0.j,0.-3.5914219607169538e-6j,-1.85736272923961e-6+0.j,0.+9.493318865750077e-7j,4.796884433171068e-7+0.j,0.-2.3968575767895716e-7j,-1.1846297583531346e-7+0.j,0.+5.792824161943308e-8j,2.8033019188192033e-8+0.j,0.-1.3428292930436045e-8j,-6.368514588115674e-9+0.j,0.+2.9909740883032142e-9j,1.3913330685735397e-9+0.j,0.-6.411750556350175e-10j,-2.9277152322059495e-10+0.j,0.+1.324842248059164e-10j,5.942319777754707e-11+0.j,0.-2.642256224813418e-11j,-1.164900344209623e-11+0.j,0.+5.092873683806411e-12j,2.2083113362368252e-12+0.j,0.-9.498208553258389e-13j,-4.0528984155696673e-13+0.j,0.+1.715888100578227e-13j,7.208852516528714e-14+0.j,0.-3.0057313140927796e-14j,-1.2439192792335694e-14+0.j,0.+5.110246292378603e-15j,2.0842368387091915e-15+0.j,0.-8.44023317302146e-16j,-3.3939785635224623e-16+0.j,0.+1.3553604521140319e-16j,5.375688537724395e-17+0.j,0.-2.1178161158786557e-17j,-8.288145729784192e-18+0.j,0.+3.222407693296092e-18j,1.2447882965539017e-18+0.j,0.-4.777924801003878e-19j,-1.8224173509478097e-19+0.j,0.+6.908059358742675e-20j,2.6025436981720194e-20+0.j,0.-9.745563197973865e-21j,-3.62756456058071e-21+0.j,0.+1.3423142600561245e-21j,4.938043103819494e-22+0.j,0.-1.80612247097932e-22j,-6.568413291549383e-23+0.j,0.+2.3753265267174207e-23j
0.-0.12026979330018972j,-0.23760631247383032+0.j,0.+0.29583476086715604j,0.2429541886634501+0.j,0.-0.08996673830868222j,0.09092890978750864+0.j,0.-0.20954195516362198j,-0.21073012704707877+0.j,0.+0.10312899714756134j,-0.05064068903950092+0.j,0.+0.17146472222717496j,0.20447404501056687+0.j,0.-0.14161744055140182j,-0.018465583145835098+0.j,0.-0.10802424589126508j,-0.18670882862047125+0.j,0.+0.1916104097741196j,0.12730983095075088+0.j,0.-0.02169305463480694j,0.0879830932991268+0.j,0.-0.16891604720226666j,-0.2017426922672589+0.j,0.+0.18309911872827117j,0.12282975614101597+0.j,0.-0.038299612420093665j,0.05165451264666439+0.j,0.-0.13135485932699822j,-0.19074346217508628+0.j,0.+0.2257864467214179j,0.2374381532662141+0.j,0.-0.2299180294876402j,-0.20893464917137364+0.j,0.+0.1802567683790138j,0.1487933354233589+0.j,0.-0.1181666368686812j,-0.09066414700078591+0.j,0.+0.06742448192268309j,0.04872769092444046+0.j,0.-0.034296066356623425j,-0.02355087568546977+0.j,0.+0.015802757203180858j,0.010375285781225577+0.j,0.-0.006672899884043899j,-0.004208463292368558+0.j,0.+0.0026051054618086407j,0.0015840821688221252+0.j,0.-0.0009469001263023301j,-0.0005567994873550445+0.j,0.+0.00032227788379590825j,0.00018371562832638694+0.j,0.-0.00010319848719370118j,-0.000057150890107409884+0.j,0.+0.00003121698472818967j,0.000016825179687468747+0.j,0.-8.951583597661548e-6j,-4.702960261122043e-6+0.j,0.+2.4407551723364614e-6j,1.251699337094607e-6+0.j,0.-6.345007841723004e-7j,-3.1801441031181616e-7+0.j,0.+1.576389094964855e-7j,7.730283037021332e-8+0.j,0.-3.7510292276231166e-8j,-1.801486874087065e-8+0.j,0.+8.565151775537534e-9j,4.032325381640064e-9+0.j,0.-1.880103282521455e-9j,-8.683577749832088e-10+0.j,0.+3.973636621592232e-10j,1.8018901183505189e-10+0.j,0.-8.098307069834002e-11j,-3.607929796852183e-11+0.j,0.+1.5936360856884227e-11j,6.979980194439263e-12+0.j,0.-3.0319179094085993e-12j,-1.3062936885617742e-12+0.j,0.+5.583211676944605e-13j,2.367581238080073e-13+0.j,0.-9.962283740312001e-14j,-4.160063614313815e-14+0.j,0.+1.7241702335408164e-14j,7.09332405052635e-15+0.j,0.-2.8970615875852446e-15j,-1.1747655153767187e-15+0.j,0.+4.730161881038078e-16j,1.891370496061263e-16+0.j,0.-7.510971804113873e-17j,-2.962623313404649e-17+0.j,0.+1.1608021140157928e-17j,4.518360867890822e-18+0.j,0.-1.7473625638360433e-18j,-6.714317884117782e-19+0.j,0.+2.563739469872421e-19j,9.728242623378384e-20+0.j,0.-3.6687479543295426e-20j,-1.3751748281581273e-20+0.j,0.+5.123741686979292e-21j,1.897744368184826e-21+0.j,0.-6.987800125597324e-22j,-2.558149141691941e-22+0.j
-0.16852778376138938+0.j,0.+0.2838453860848853j,0.27735574057347745+0.j,0.-0.13125225784156397j,0.07230556986874294+0.j,0.-0.20954195516362198j,-0.20269129475222897+0.j,0.+0.06895394830685062j,-0.09882091036198806+0.j,0.+0.19726686466291896j,0.17488771707120498+0.j,0.-0.054354475164094404j,0.09072884001238936+0.j,0.-0.18258037040737954j,-0.17957538151706773+0.j,0.+0.09082400634118024j,-0.036400574456683814+0.j,0.+0.14413575889920066j,0.19010975033847302+0.j,0.-0.16188918992685192j,-0.07605882395596326+0.j,0.-0.03332148334689313j,-0.1297406066862989+0.j,0.+0.18637301129463343j,0.19199226448051498+0.j,0.-0.15055952889762628j,-0.07653326549419813+0.j,0.-0.011366877796603014j,-0.09567021009395589+0.j,0.+0.16367827335208793j,0.2087557172128356+0.j,0.-0.22984142524254556j,-0.2299295029033677+0.j,0.+0.21424325908326775j,0.18861824475997274+0.j,0.-0.15835660538696317j,-0.12760249087990738+0.j,0.+0.09915412254797597j,0.0745713786260559+0.j,0.-0.05443754295706308j,-0.038664520715942785+0.j,0.+0.02677108056141559j,0.01810003964885518+0.j,0.-0.011966673884754685j,-0.0077461741627607005+0.j,0.+0.004914683469987368j,0.0030592831921042994+0.j,0.-0.0018699787928704388j,-0.0011232755961009546+0.j,0.+0.0006635546450268225j,0.00038573468377634684+0.j,0.-0.00022079014795830116j,-0.0001245049336078237+0.j,0.+0.00006920351749186854j,0.00003793215220296946+0.j,0.-0.000020512252510528728j,-0.000010947678099059871+0.j,0.+5.768971733588407e-6j,3.002598562006262e-6+0.j,0.-1.544059841523044e-6j,-7.847586895680801e-7+0.j,0.+3.943145643804457e-7j,1.9593261829234143e-7+0.j,0.-9.630394361758699e-8j,-4.683441481387951e-8+0.j,0.+2.2541078674996547e-8j,1.0739219727413163e-8+0.j,0.-5.065874508123812e-9j,-2.366522919873124e-9+0.j,0.+1.0950362828767534e-9j,5.019852942949562e-10+0.j,0.-2.2802258725405573e-10j,-1.0265156370974672e-10+0.j,0.+4.580653874456009e-11j,2.0264416530692213e-11+0.j,0.-8.889007406112588e-12j,-3.866787000755409e-12+0.j,0.+1.668352967764402e-12j,7.140472731231556e-13+0.j,0.-3.031976490793768e-13j,-1.2774414794464486e-13+0.j,0.+5.3410554778490575e-14j,2.216342192343894e-14+0.j,0.-9.128958417120561e-15j,-3.73275717345254e-15+0.j,0.+1.5153403780317727e-15j,6.10813985533839e-16+0.j,0.-2.4449559120053486e-16j,-9.719412068039541e-17+0.j,0.+3.837586679383262e-17j,1.5051048437955667e-17+0.j,0.-5.864157185956291e-18j,-2.2699357660407366e-18+0.j,0.+8.73028452496977e-19j,3.3364668590434377e-19+0.j,0.-1.2671398774267222e-19j,-4.782736133867218e-20+0.j,0.+1.794222469541625e-20j,6.6904785946242256e-21+0.j,0.-2.4799977424782055e-21j
0.+0.2186316638004802j,0.3045360642987387+0.j,0.-0.2080927994145929j,0.011297955691944493+0.j,0.-0.19301964124622809j,-0.21073012704707877+0.j,0.+0.06895394830685062j,-0.1132371044254651+0.j,0.+0.20191557264192586j,0.14386259072200225+0.j,0.+0.00889657352750638j,0.14871911113838504+0.j,0.-0.1888695443457924j,-0.11321956456946092+0.j,0.-0.025243886323559783j,-0.14504515130859433+0.j,0.+0.18453557911534962j,0.13026160923568592+0.j,0.-0.015498610462428168j,0.10318812009368461+0.j,0.-0.17497130578885467j,-0.17496582048809686+0.j,0.+0.10924025156269376j,0.006607516673436745+0.j,0.+0.09602354583389493j,0.16750988933040895+0.j,0.-0.19087872042604975j,-0.16505463856714597+0.j,0.+0.10137953149895576j,0.017613138317799502+0.j,0.+0.0680267198489335j,0.14113504763192836+0.j,0.-0.19313331633440625j,-0.22129376578051274+0.j,0.+0.22747405936885537j,0.21632665738151755+0.j,0.-0.19357988247139954j,-0.16473384212645895+0.j,0.+0.13428041250697342j,0.10539533224993704+0.j,0.-0.0799710040479327j,-0.05884386093973374+0.j,0.+0.042094244591281915j,0.02933615797920805+0.j,0.-0.019952901255303315j,-0.01326430066849727+0.j,0.+0.0086298732588366j,0.005501266067100476+0.j,0.-0.0034395246940825772j,-0.002111076196070238+0.j,0.+0.001273009475326664j,0.0007547456569372068+0.j,0.-0.0004402518355060152j,-0.00025281266892380176+0.j,0.+0.00014300051307503025j,0.00007971546704466116+0.j,0.-0.000043814951569682924j,-0.000023755850425821458+0.j,0.+0.000012710655802365822j,6.7140307057438265e-6+0.j,0.-3.5024742340660845e-6j,-1.8050596032069024e-6+0.j,0.+9.193336484482892e-7j,4.628624231414985e-7+0.j,0.-2.3043730966250168e-7j,-1.1347341249544652e-7+0.j,0.+5.5282562644792574e-8j,2.6652727035737928e-8+0.j,0.-1.2719092275231555e-8j,-6.009361700654353e-9+0.j,0.+2.8115815545136057e-9j,1.3029008916912232e-9+0.j,0.-5.981289774957882e-10j,-2.7207078357503954e-10+0.j,0.+1.226450626027953e-10j,5.479913396409305e-11+0.j,0.-2.427304252308257e-11j,-1.0660321678616843e-11+0.j,0.+4.6427794883928125e-12j,2.0054465821790942e-12+0.j,0.-8.592722174390191e-13j,-3.6525505268339094e-13+0.j,0.+1.540510234629165e-13j,6.447494671561942e-14+0.j,0.-2.6781121092723185e-14j,-1.1041534393724335e-14+0.j,0.+4.519005975608704e-15j,1.836189605977449e-15+0.j,0.-7.407984513168502e-16j,-2.967808777981614e-16+0.j,0.+1.1807802566182622e-16j,4.665973594380639e-17+0.j,0.-1.8314579843792257e-17j,-7.14123635365034e-18+0.j,0.+2.766373121814023e-18j,1.0647485505621235e-18+0.j,0.-4.0721082949088095e-19j,-1.547617213834964e-19+0.j,0.+5.845407706011132e-20j,2.1943566857163334e-20+0.j
0.2653130648376115+0.j,0.-0.29226148006614144j,-0.10025595007539889+0.j,0.-0.14114054663476167j,-0.2262435995891068+0.j,0.+0.10312899714756134j,-0.09882091036198806+0.j,0.+0.20191557264192586j,0.13179071306833837+0.j,0.+0.03958422221763408j,0.17163940219554072+0.j,0.-0.17004089275362605j,-0.047053282226833706+0.j,0.-0.10336859780043216j,-0.1804092705860528+0.j,0.+0.14144802522330582j,0.01881209373720029+0.j,0.+0.11092994873774735j,0.17658459905199378+0.j,0.-0.14910541774141797j,-0.04917576981232722+0.j,0.-0.07116205882531212j,-0.15758317439270544+0.j,0.+0.1772075298902076j,0.12797068259435726+0.j,0.-0.03352871255147604j,0.07034832897986033+0.j,0.-0.15037012383096002j,-0.1857632504573266+0.j,0.+0.1716470487691667j,0.11665922194267735+0.j,0.-0.0373589340990348j,0.047899688030917736+0.j,0.-0.12371205107480929j,-0.1801653302363739+0.j,0.+0.21328022915057676j,0.22398581668519632+0.j,0.-0.2164020932014692j,-0.1960776299100787+0.j,0.+0.16858418047405113j,0.13862501885168171+0.j,0.-0.10963408213726228j,-0.08374617592746099+0.j,0.+0.06199158848187188j,0.0445862200416967+0.j,0.-0.03122601674021576j,-0.021334184676945457+0.j,0.+0.01424155591711785j,0.009301375883117736+0.j,0.-0.005950564169811824j,-0.0037328728750361693+0.j,0.+0.0022982952925994994j,0.0013899786838431614+0.j,0.-0.0008263752486871467j,-0.00048329314250014036+0.j,0.+0.0002782144982365353j,0.00015773714811737194+0.j,0.-0.00008812580740363554j,-0.00004853999816868587+0.j,0.+0.000026370680972596247j,0.000014136821139765121+0.j,0.-7.48105403010539e-6j,-3.909446994440049e-6+0.j,0.+2.0181826057698766e-6j,1.0295332253514488e-6+0.j,0.-5.191455699533278e-7j,-2.588412783085107e-7+0.j,0.+1.2764196627805821e-7j,6.227056013980486e-8+0.j,0.-3.006141801047442e-8j,-1.4364031882345435e-8+0.j,0.+6.794873905969484e-9j,3.1828634739760093e-9+0.j,0.-1.47664268115602e-9j,-6.786392142116986e-10+0.j,0.+3.0902264200425114e-10j,1.394465441672987e-10+0.j,0.-6.236866102206473e-11j,-2.765275567203224e-11+0.j,0.+1.2156066404831364e-11j,5.299038173411578e-12+0.j,0.-2.2909445313998598e-12j,-9.82443328458794e-13+0.j,0.+4.179607567787869e-13j,1.7642338142821582e-13+0.j,0.-7.389669371258393e-14j,-3.0718204562134496e-14+0.j,0.+1.2674199887699638e-14j,5.190981048816617e-15+0.j,0.-2.11072261749615e-15j,-8.521437293128683e-16+0.j,0.+3.4161756880862017e-16j,1.360058237967691e-16+0.j,0.-5.377838593344221e-17j,-2.1121886344532574e-17+0.j,0.+8.240865884309315e-18j,3.1942402372098352e-18+0.j,0.-1.2301417806370986e-18j,-4.707310556457084e-19+0.j,0.+1.7900156943665978e-19j
