1.3537974758698537e-9+0.j,0.-8.651677305256926e-9j,-3.909596409721622e-8+0.j,0.+1.4425069436014275e-7j,4.609295263537547e-7+0.j,0.-1.3173347235151802e-6j,-3.436901825871022e-6+0.j,0.+8.30165573195974e-6j,0.000018757127837334953+0.j,0.-0.000039956891660820884j,-0.00008074921491555746+0.j,0.+0.0001555924711897732j,0.00028704141878334435+0.j,0.-0.0005087676680919226j,-0.0008689646290937249+0.j,0.+0.0014338478913305786j,0.00229081333835487+0.j,0.-0.0035506826249587734j,-0.00534837949251953+0.j,0.+0.007841371446799339j,0.011205303952389178+0.j,0.-0.01562646007684531j,-0.021290991120382092+0.j,0.+0.02837125670595779j,0.0370100408933153+0.j,0.-0.04730381561061635j,-0.05928654085375107+0.j,0.+0.07291566518305895j,0.0880619785616353+0.j,0.-0.10450475524151631j,-0.12193321854642004+0.j,0.+0.1399548016757471j,0.15811003197678525+0.j,0.-0.17589320770773081j,-0.19277744635273966+0.j,0.+0.20824223360671693j,0.22180134505638618+0.j,0.-0.23302897557087765j,-0.24158209332930053+0.j,0.+0.24721740826549388j,0.24980185896781662+0.j,0.-0.2493161145902919j,-0.24585119150204673+0.j,0.+0.23959883503720633j,0.2308367634076344+0.j,0.-0.21991017897122986j,-0.2072111059289031+0.j,0.+0.19315711590842102j,0.17817087219737196+0.j,0.-0.1626616893720045j,-0.14701000380160706+0.j,0.+0.13155531937683626j,0.11658786621828782+0.j,0.-0.10234391628859033j,-0.08900445889724044+0.j,0.+0.07669676249323436j,0.06549824011279526+0.j,0.-0.05544199069929863j,-0.046523398421444075+0.j,0.+0.03870722509595731j,0.0319347135803325+0.j,0.-0.02613031952422067j,-0.021207793601690225+0.j,0.+0.0170754369522005j,0.013640442255014575+0.j,0.-0.010812307428143805j,-0.008505366460958206+0.j,0.+0.006640522330243233j,0.005146291682494302+0.j,0.-0.0039592822665235105j,-0.003024224707652696+0.j,0.+0.002293672963307228j,0.0017274753526642281+0.j,0.-0.001292102724085959j,-0.0009599039851985552+0.j,0.+0.0007083432757388835j,0.0005192584730271811+0.j,0.-0.0003781680566655344j,-0.00027364288023704774+0.j,0.+0.00019675112297452734j,0.00014057847857745087+0.j,0.-0.00009982123572924215j,-0.00007044702025480333+0.j,0.+0.000049416296542719385j,0.000034456976283347185+0.j,0.-0.0000238843987772897j,-0.0000164593128627544+0.j,0.+0.000011277132590917245j,7.682524662523078e-6+0.j,0.-5.204219100180776e-6j,-3.505749897959874e-6+0.j,0.+2.3485880479258394e-6j,1.5648025502312158e-6+0.j,0.-1.036966397469449e-6j,-6.835139288217581e-7+0.j,0.+4.481590584038048e-7j,2.923096648508937e-7+0.j,0.-1.8967230427913573e-7j,-1.2244399614573717e-7+0.j,0.+7.864416581878193e-8j
0.-8.651677305256926e-9j,-5.3936245184464925e-8+0.j,0.+2.3761421227648675e-7j,8.541428565202422e-7+0.j,0.-2.6571486021805466e-6j,-7.387986015660077e-6+0.j,0.+0.0000187373186437768j,0.00004395998164565145+0.j,0.-0.00009639004672988318j,-0.00019908005489159797+0.j,0.+0.0003896870612718781j,0.0007265257944281431+0.j,0.-0.0012953997838519007j,-0.0022164253696885334+0.j,0.+0.0036496347006500615j,0.005797767816496182+0.j,0.-0.008904447940428108j,-0.01324598708250672+0.j,0.+0.019115475143666003j,0.02679859697258073+0.j,0.-0.03654175696261104j,-0.04851444674648926+0.j,0.+0.06276917265174298j,0.07920342471862407+0.j,0.-0.09752887347085731j,-0.1172530242401162+0.j,0.+0.13767783142829115j,0.15791828757766363+0.j,0.-0.1769418965943651j,-0.1936274752740615+0.j,0.+0.20683923905382245j,0.21550997740733657+0.j,0.-0.21872563618127197j,-0.21580303235716308+0.j,0.+0.20635283545439698j,0.19032131733330976+0.j,0.-0.1680065194360132j,-0.1400471281069646+0.j,0.+0.10738513968061611j,0.07120598687454939+0.j,0.-0.0328618813902905j,0.006214515193238617+0.j,0.-0.04459845934337592j,-0.08095621031473775+0.j,0.+0.11411654467789206j,0.14312598747836855+0.j,0.-0.16728493015324192j,-0.1861637593168455+0.j,0.+0.1995999287833961j,0.20767839947783825+0.j,0.-0.2106989382182805j,-0.20913436093503335+0.j,0.+0.2035839420661804j,0.19472595043359925+0.j,0.-0.18327270558801453j,-0.1699307855410144+0.j,0.+0.15536816530739664j,0.14018922216179078+0.j,0.-0.12491778424566947j,-0.10998777623621074+0.j,0.+0.09574055675370544j,0.08242775258083983+0.j,0.-0.07021826257430312j,-0.0592081051392599+0.j,0.+0.04943188627806697j,0.0408748374863849+0.j,0.-0.03348458292643136j,-0.027182016562670244+0.j,0.+0.021870881398598323j,0.01744583005384713+0.j,0.-0.013798900142143161j,-0.010824455900004205+0.j,0.+0.008422729960219848j,0.006502149577298375+0.j,0.-0.004980655197121797j,-0.0037862219447532186+0.j,0.+0.0028567822828753234j,0.0021397261276383662+0.j,0.-0.0015911276109312022j,-0.0011748189833703277+0.j,0.+0.0008614044209186599j,0.0006272814069556624+0.j,0.-0.00045371584711333736j,-0.00032599949480457616+0.j,0.+0.00023270456257985006j,0.00016504023652101824+0.j,0.-0.00011630871194744055j,-0.00008145378051962775+0.j,0.+0.000056692376061920576j,0.00003921832895943391+0.j,0.-0.00002696745532841187j,-0.000018433663783954747+0.j,0.+0.000012526723402956156j,8.463495894315903e-6+0.j,0.-5.685648059635387e-6j,-3.798031592963357e-6+0.j,0.+2.522988512997712e-6j,1.6667826033438826e-6+0.j,0.-1.0951604459125885e-6j,-7.157132129383762e-7+0.j
-3.909596409721622e-8+0.j,0.+2.3761421227648675e-7j,1.0198158591046312e-6+0.j,0.-3.5687594467619867e-6j,-0.000010799417547317942+0.j,0.+0.000029184163372507516j,0.00007187548446606351+0.j,0.-0.00016359593716699887j,-0.0003476558994365773+0.j,0.+0.0006951463809597827j,0.0013157957997922778+0.j,0.-0.002369191808034194j,-0.004074149557615937+0.j,0.+0.0067131444744256245j,0.010628181535475345+0.j,0.-0.016204529391748858j,-0.023839642629744574+0.j,0.+0.033896433397552085j,0.04664273737884872+0.j,0.-0.062182017305492075j,-0.08038351662510058+0.j,0.+0.10082254420368544j,0.1227426685472863+0.j,0.-0.1450508152745883j,-0.16635338216951107+0.j,0.+0.18503669054001695j,0.19938896239887924+0.j,0.-0.20775446188942154j,-0.20870455435823834+0.j,0.+0.2012062806032236j,0.18476744809818654+0.j,0.-0.15953863556742756j,-0.12635682750830607+0.j,0.+0.0867220824514195j,0.04270673488911539+0.j,0.+0.0031950533600135812j,0.048262255033124084+0.j,0.-0.08976602284122515j,-0.12518981818151417+0.j,0.+0.15242803000186228j,0.16994367994454163+0.j,0.-0.17687119670998855j,-0.17305697369563597+0.j,0.+0.15903752987590472j,0.13596164372005887+0.j,0.-0.10546806276582596j,-0.06953380552766579+0.j,0.+0.03030946358390507j,-0.01004263775258525+0.j,0.+0.04949373467244222j,0.08626701245729504+0.j,0.-0.11892264870449819j,-0.14640707591925683+0.j,0.+0.16806764914244762j,0.18363681829185763+0.j,0.-0.19319192297849472j,-0.19709779945388461+0.j,0.+0.19593958151176377j,0.1904525410482806+0.j,0.-0.1814547501790958j,-0.16978697092655085+0.j,0.+0.156262692814698j,0.14162981207073178+0.j,0.-0.126544202579475j,-0.11155444434383673+0.j,0.+0.09709628134137234j,0.08349497169940646+0.j,0.-0.07097353639439911j,-0.05966495903034541+0.j,0.+0.04962658248499508j,0.04085523288415582+0.j,0.-0.03330192827127695j,-0.02688535880138385+0.j,0.+0.02150362845505744j,0.017044006888473368+0.j,0.-0.013390645169916308j,-0.01043035929415515+0.j,0.+0.008056684355900458j,0.006172457301976892+0.j,0.-0.004691206111321057j,-0.0035376172180630896+0.j,0.+0.002647329501512752j,0.001966269508342961+0.j,0.-0.0014497045530141694j,-0.0010611522483464848+0.j,0.+0.0007712497359760918j,0.0005566551173716504+0.j,0.-0.00039902809789840493j,-0.0002841167356980578+0.j,0.+0.00020096206694059557j,0.00014122162785862403+0.j,0.-0.00009860576210060385j,-0.00006841632567606667+0.j,0.+0.000047175271613915415j,0.000032329995577754936+0.j,0.-0.00002202274416416888j,-0.000014912431260764778+0.j,0.+0.000010038577265124554j,6.718570403177363e-6+0.j,0.-4.470908596657626e-6j
0.+1.4425069436014275e-7j,8.541428565202422e-7+0.j,0.-3.5687594467619867e-6j,-0.000012147682118938352+0.j,0.+0.000035725297199081217j,0.00009373756215260462+0.j,0.-0.00022392323877882202j,-0.0004938212651108376+0.j,0.+0.0010155799474093456j,0.0019626939714972942+0.j,0.-0.003585677228733458j,-0.006221947808352133+0.j,0.+0.010293830480296955j,0.016288181334410397+0.j,0.-0.024712293981492373j,-0.03602381756732101+0.j,0.+0.05053734470323486j,0.0683165094145785+0.j,0.-0.08906673267591009j,-0.11204866199479997+0.j,0.+0.13603431982766553j,0.1593258031171508+0.j,0.-0.17984959563506647j,-0.19532868405099346+0.j,0.+0.20352124680767322j,0.20250105527867684+0.j,0.-0.19094359685029857j,-0.16837580016225648+0.j,0.+0.1353478375595728j,0.0934933154470621+0.j,0.-0.04545836668452976j,0.005301416894404188+0.j,0.-0.05483765923384163j,-0.09910345516660489+0.j,0.+0.13437683353935356j,0.15765992065801077+0.j,0.-0.16700317361065936j,-0.16171435763882502+0.j,0.+0.14242786184821193j,0.11102882662964436+0.j,0.-0.07044540469616417j,-0.024338505548919524+0.j,0.-0.023270559637145517j,-0.06838920596843186+0.j,0.+0.10741554980960735j,0.1374362145386831+0.j,0.-0.15643384865890142j,-0.16339120918517377+0.j,0.+0.15829174218490352j,0.1420280632161509+0.j,0.-0.11623835353957353j,-0.08309576901889312+0.j,0.+0.04507741162175231j,0.004737636485180047+0.j,0.+0.03549378960410305j,0.07347396538531455+0.j,0.-0.10746124614269452j,-0.1361795575644231+0.j,0.+0.15883566229259186j,0.1750963122813321+0.j,0.-0.18503464077679735j,-0.18905613126204984+0.j,0.+0.18781424992138157j,0.18212464211620322+0.j,0.-0.17288500818794597j,-0.16100571351757642+0.j,0.+0.14735412835397227j,0.13271384248527002+0.j,0.-0.11775839152879965j,-0.10303802801943691+0.j,0.+0.08897737519647694j,0.07588147460083296+0.j,0.-0.06394771336181483j,-0.05328131420763144+0.j,0.+0.043912411395113995j,0.03581314786738493+0.j,0.-0.028913655359191128j,-0.023116177677781912+0.j,0.+0.018306940966142615j,0.014365649697792617+0.j,0.-0.011172690351851575j,-0.00861426067127328+0.j,0.+0.006585720371906645j,0.004993490733470226+0.j,0.-0.003755827710429171j,-0.002802767249741281+0.j,0.+0.0020755019635749395j,0.001525402766271793+0.j,0.-0.0011128531154515398j,-0.0008060208244207025+0.j,0.+0.0005796552165962488j,0.00041396664603817466+0.j,0.-0.00029362121505402416j,-0.00020686541271085565+0.j,0.+0.0001447825832627572j,0.00010067467734736282+0.j,0.-0.00006955769875920615j,-0.00004775676757316701+0.j,0.+0.00003258602833968061j,0.00002209912974706058+0.j
4.609295263537547e-7+0.j,0.-2.6571486021805466e-6j,-0.000010799417547317942+0.j,0.+0.000035725297199081217j,0.00010200666833228207+0.j,0.-0.0002595809686217792j,-0.0006007055267530582+0.j,0.+0.001281702571554545j,0.0025467510674255637+0.j,0.-0.004748098002645116j,-0.008354154111645522+0.j,0.+0.013935044695055956j,0.022115523782240836+0.j,0.-0.03348875550529538j,-0.048491700954773585+0.j,0.+0.06725307199764505j,0.08943619314476471+0.j,0.-0.11410883925491982j,-0.13967699144713877+0.j,0.+0.1639167495699066j,0.18412701890658578+0.j,0.-0.19740578957580923j,-0.20102787033611014+0.j,0.+0.19287671726042774j,0.17186328510670415+0.j,0.-0.13825592078830404j,-0.09385065144623818+0.j,0.+0.04193134373180498j,-0.012998592047175331+0.j,0.+0.06569259106812392j,0.11078720541464267+0.j,0.-0.1434905485573794j,-0.16023010943894478+0.j,0.+0.15915971517362862j,0.14044547743359848+0.j,0.-0.10628448409864295j,-0.06065159455692204+0.j,0.+0.008811485732315267j,-0.04333216248128097+0.j,0.+0.08995638031649188j,0.12600719664945628+0.j,0.-0.1477656210218717j,-0.15322304313408755+0.j,0.+0.14222890221719858j,0.11640750410862938+0.j,0.-0.07887226260214428j,-0.03378992613247724+0.j,0.-0.014138302781472165j,-0.06020835096640154+0.j,0.+0.10019362598370124j,0.13072436521648204+0.j,0.-0.1495349873964081j,-0.15556855181806686+0.j,0.+0.14894591170528976j,0.13082179371807662+0.j,0.-0.10315955793478065j,-0.06846044986329147+0.j,0.+0.02948221908131258j,-0.011022897523287655+0.j,0.+0.05052827710676546j,0.08689713754313805+0.j,0.-0.11848539185425269j,-0.14418498229609608+0.j,0.+0.16341515833284231j,0.17607277050793568+0.j,0.-0.1824542957539384j,-0.18316225734490826+0.j,0.+0.1790073604223912j,0.17091548961724923+0.j,0.-0.15984614823691856j,-0.14672633084097247+0.j,0.+0.13240149023566833j,0.11760336117923628+0.j,0.-0.10293301670906015j,-0.088856661469251+0.j,0.+0.07571125613914244j,0.063717030575764+0.j,0.-0.052994178962123314j,-0.04358143780163025+0.j,0.+0.0354547386768962j,0.028544631889404957+0.j,0.-0.02275164399398449j,-0.017959130546579855+0.j,0.+0.014043500200175802j,0.010881915441321402+0.j,0.-0.008357725440711495j,-0.0063639696708519145+0.j,0.+0.004805321448367976j,0.003598832860939583+0.j,0.-0.002673809789064134j,-0.001971098928658926+0.j,0.+0.0014420163879540512j,0.0010470956693829092+0.j,0.-0.0007547855980602584j,-0.0005401882039517393+0.j,0.+0.00038389354850878804j,0.00027094291689397734+0.j,0.-0.00018993299370276745j,-0.00013226060968944675+0.j,0.+0.00009149928553369333j
0.-1.3173347235151802e-6j,-7.387986015660077e-6+0.j,0.+0.000029184163372507516j,0.00009373756215260462+0.j,0.-0.0002595809686217792j,-0.0006398746909163981+0.j,0.+0.001432457263738292j,0.002952336405137047+0.j,0.-0.005657364494641541j,-0.01015321979744263+0.j,0.+0.017161314097727996j,0.027435088404531724+0.j,0.-0.0416179991787668j,-0.060050517298230105+0.j,0.+0.08255167921473207j,0.10821891817312408+0.j,0.-0.13530232601373596j,-0.16121040967245176+0.j,0.+0.18268997714219343j,0.19619282574909935+0.j,0.-0.19840077676297146j,-0.18683684932676872+0.j,0.+0.1604549634108964j,0.12008413037588749+0.j,0.-0.06861285882113138j,-0.010836874529499248+0.j,0.-0.04704722396989416j,-0.0982495951253282+0.j,0.+0.1363775935101979j,0.15644440467675463+0.j,0.-0.15571605734063337j,-0.13423749104246005+0.j,0.+0.09493144030276134j,0.043239218367386374+0.j,0.+0.013645152280639731j,0.06782318003797781+0.j,0.-0.11184918555177338j,-0.1398069843225937+0.j,0.+0.14813473503110922j,0.13607482769333967+0.j,0.-0.10569299264662092j,-0.06148384883708314+0.j,0.+0.009645381168010983j,-0.04284853907185842+0.j,0.+0.08922693148543216j,0.12380590456387994+0.j,0.-0.142659944993259j,-0.1440051640031094+0.j,0.+0.1282692947624947j,0.0978710263345352+0.j,0.-0.05676964233880248j,-0.00987024767741468+0.j,0.-0.03762155193117211j,-0.0808076953856186+0.j,0.+0.11559805639281376j,0.1390572044962947+0.j,0.-0.1495782248830896j,-0.14688901970545815+0.j,0.+0.1319162165056504j,0.10654471530819422+0.j,0.-0.07331658157590878j,-0.03511211816730275+0.j,0.-0.005150022339913995j,-0.044766053185019174+0.j,0.+0.08143657760786027j,0.11338576238670682+0.j,0.-0.13941238451671153j,-0.15888163772916422+0.j,0.+0.17167074845172353j,0.1780832184424665+0.j,0.-0.17874626073536956j,-0.17450425581900272+0.j,0.+0.1663183987271051j,0.1551796663527979+0.j,0.-0.14203924243186675j,-0.12775790600433568+0.j,0.+0.11307380139107297j,0.09858653443086308+0.j,0.-0.08475466281203071j,-0.0719032891623958+0.j,0.+0.06023851212813874j,0.04986582054920291+0.j,0.-0.04081001327373095j,-0.03303479400541775+0.j,0.+0.026460751700130385j,0.02098094124102534+0.j,0.-0.01647369708980312j,-0.0128126329285976+0.j,0.+0.009874004841184062j,0.0075417549027229245+0.j,0.-0.005710621428607335j,-0.004287718409921168+0.j,0.+0.0031929659991544643j,0.0023587104132561506+0.j,0.-0.0017288166632586609j,-0.0012574595813503219+0.j,0.+0.0009077834880993598j,0.0006505520291613013+0.j,0.-0.00046286892010774283j,-0.0003270179718193093+0.j
-3.436901825871022e-6+0.j,0.+0.0000187373186437768j,0.00007187548446606351+0.j,0.-0.00022392323877882202j,-0.0006007055267530582+0.j,0.+0.001432457263738292j,0.003097379704145192+0.j,0.-0.006155360163885137j,-0.011350894451839925+0.j,0.+0.019560733718263223j,0.03166579933657816+0.j,0.-0.048341106942325386j,-0.06978151275057379+0.j,0.+0.0954106481904672j,0.1236471174343057+0.j,0.-0.15181548199288308j,-0.1762805021449052+0.j,0.+0.19284721293702534j,0.19741013687345563+0.j,0.-0.1867642413845256j,-0.1594264872598607+0.j,0.+0.11628000368350438j,0.06085869075018785+0.j,0.+0.0008559058971497685j,0.06115858648210606+0.j,0.-0.11178220722122041j,-0.14530408674496453+0.j,0.+0.15652913550812395j,0.14356322518798165+0.j,0.-0.10833654424876676j,-0.05643997782165196+0.j,0.-0.0037241930154233134j,-0.06233384183301349+0.j,0.+0.10982364424116935j,0.13852987661816568+0.j,0.-0.14399324324870066j,-0.12568026382538566+0.j,0.+0.08700127019547992j,0.034640910775993364+0.j,0.+0.022654254243374812j,0.07559263962448019+0.j,0.-0.11587808283300643j,-0.13750635335308653+0.j,0.+0.13761233627813607j,0.11675701463711909+0.j,0.-0.0786492899157276j,-0.029394119690886254+0.j,0.-0.023571178418521518j,-0.07265590436998667+0.j,0.+0.11121635226084214j,0.1344183745609229+0.j,0.-0.13975923391921038j,-0.12721115260978977+0.j,0.+0.09901104716451438j,0.059170095888367+0.j,0.-0.012807167353338067j,0.0345799665232611+0.j,0.-0.07780032786534426j,-0.1125295631521441+0.j,0.+0.13569161707297667j,0.14564237345675138+0.j,0.-0.14216460160603553j,-0.12630598099126045+0.j,0.+0.10010582160047353j,0.06626120093155126+0.j,0.-0.027780756865622095j,0.012333708604813623+0.j,0.-0.051349027851387063j,-0.0869895008040313+0.j,0.+0.1175480229727354j,0.1419243162620636+0.j,0.-0.1596018464989364j,-0.17057886130005978+0.j,0.+0.1752701685368684j,0.17439533274832078+0.j,0.-0.16886655376258305j,-0.15968627227754778+0.j,0.+0.1478611019824865j,0.13433546389188009+0.j,0.-0.11994559095058022j,-0.10539253026347704+0.j,0.+0.09123142674752661j,0.07787366776944116+0.j,0.-0.06559829108687545j,-0.054569271299350595+0.j,0.+0.044855765245793065j,0.03645299181448239+0.j,0.-0.029302048292624578j,-0.0233075531164394+0.j,0.+0.018352509636414296j,0.014310185899557456+0.j,0.-0.011053097575395398j,-0.008459373186498384+0.j,0.+0.006416888051191917j,0.004825594213167847+0.j,0.-0.0035984666611282j,-0.0026614480658482976+0.j,0.+0.0019527189519243026j,0.00142155830873432+0.j,0.-0.001026998627091031j
0.+8.30165573195974e-6j,0.00004395998164565145+0.j,0.-0.00016359593716699887j,-0.0004938212651108376+0.j,0.+0.001281702571554545j,0.002952336405137047+0.j,0.-0.006155360163885137j,-0.011770569273083245+0.j,0.+0.02083713218809746j,0.034377219751382186+0.j,0.-0.05310752552283496j,-0.0770702230124213+0.j,0.+0.10526021042809844j,0.1353632341304478+0.j,0.-0.1637320811485655j,-0.1857014716143016+0.j,0.+0.19627285381943438j,0.19109898631698904+0.j,0.-0.1675902968365845j,-0.12588424379849755+0.j,0.+0.06939711474722274j,0.004733461726032181+0.j,0.+0.05914144485309795j,0.1123831409396323+0.j,0.-0.14614052165523397j,-0.15442518221358723+0.j,0.+0.13554232472349131j,0.09271633906812418+0.j,0.-0.03371115437412949j,0.03052750006837102+0.j,0.-0.08795015382132981j,-0.1277688482645411+0.j,0.+0.14260145935190366j,0.12993147308884265+0.j,0.-0.09257211300457131j,-0.03804589038331249+0.j,0.-0.022971909739547016j,-0.0788004939059761+0.j,0.+0.11903352569401567j,0.13648612905456872+0.j,0.-0.12843602260689682j,-0.096951629341716+0.j,0.+0.04829719448288211j,-0.008411215137366816+0.j,0.+0.06299195312350171j,0.10605983673892921+0.j,0.-0.13061591295317357j,-0.1331008056698888+0.j,0.+0.11377268463278824j,0.07640779960065795+0.j,0.-0.027442315051786757j,0.025241829979336005+0.j,0.-0.07364760937367047j,-0.11088113952935683+0.j,0.+0.13207699579474352j,0.13492226287266093+0.j,0.-0.11975023129945374j,-0.0892462759282867+0.j,0.+0.047861650167306403j,0.0010601189075219858+0.j,0.+0.04547287823735385j,0.08654471173066292+0.j,0.-0.11800993465080158j,-0.13711759201918386+0.j,0.+0.14264110439792455j,0.13481128765336173+0.j,0.-0.11509495846354706j,-0.0858731890141533+0.j,0.+0.05007520677910938j,0.010818077208556353+0.j,0.+0.028908760029984694j,0.06648859800865248+0.j,0.-0.09984037788567941j,-0.1274995318242846+0.j,0.+0.1486259918115998j,0.16295443795938064+0.j,0.-0.1707045164106814j,-0.17246872840513933+0.j,0.+0.16909368526537083j,0.16156720389399581+0.j,0.-0.15091998822727845j,-0.13814697285487262+0.j,0.+0.12415019491493727j,0.10970253815601402+0.j,0.-0.09542993920143641j,-0.08180862770365177+0.j,0.+0.06917358182440776j,0.05773447249184575+0.j,0.-0.04759578938122161j,-0.03877844589306297+0.j,0.+0.03124083175158326j,0.024897932731062864+0.j,0.-0.019637710269020024j,-0.01533439886312112+0.j,0.+0.011858726841045839j,0.009085302038865506+0.j,0.-0.006897543123874378j,-0.005190599257434617+0.j,0.+0.00387270590686059j,0.002865391733822564+0.j
0.000018757127837334953+0.j,0.-0.00009639004672988318j,-0.0003476558994365773+0.j,0.+0.0010155799474093456j,0.0025467510674255637+0.j,0.-0.005657364494641541j,-0.011350894451839925+0.j,0.+0.02083713218809746j,0.035309768051784984+0.j,0.-0.05557229333882019j,-0.08155859003582457+0.j,0.+0.11186177418292569j,0.1434382108529372+0.j,0.-0.17166470658132368j,-0.19087477290270155+0.j,0.+0.19538272612260615j,0.18084602013110473+0.j,0.-0.14566310273474167j,-0.09201244354482527+0.j,0.+0.02615443051776107j,-0.04224155802670533+0.j,0.+0.10174118386308983j,0.14147635240183642+0.j,0.-0.15364423653896925j,-0.13554304302022802+0.j,0.+0.09057269656147443j,0.027856362179289287+0.j,0.+0.039519756672236124j,0.09728791547850575+0.j,0.-0.13315930847423676j,-0.13960221465759554+0.j,0.+0.11555653135286599j,0.06666234274221133+0.j,0.-0.003947979298580024j,0.058699070640351646+0.j,0.-0.1076659002059564j,-0.132611269326177+0.j,0.+0.1286423584791923j,0.09720791360416359+0.j,0.-0.04556388324025764j,0.01499823707785936+0.j,0.-0.07170261664375911j,-0.11301927448274647+0.j,0.+0.13097711020894198j,0.12260075468201788+0.j,0.-0.0902377476495068j,-0.040796811863644936+0.j,0.-0.01585822266249761j,-0.06896602660880807+0.j,0.+0.10893386974057359j,0.1290151196105408+0.j,0.-0.12632095526838633j,-0.10204837152903105+0.j,0.+0.06096761012270544j,0.010342950301792863+0.j,0.+0.04145948119514651j,0.08640178914593634+0.j,0.-0.11799866766190084j,-0.1321622246019987+0.j,0.+0.12758237041884j,0.10564668587689344+0.j,0.-0.0699768572145215j,-0.025706580701314787+0.j,0.-0.021355010703937416j,-0.06553750150662672+0.j,0.+0.10199112354562861j,0.1271653081281292+0.j,0.-0.13905443860919156j,-0.13721908192002252+0.j,0.+0.1226197797291317j,0.09731803391448647+0.j,0.-0.06410536827750449j,-0.02611796803248609+0.j,0.-0.01351589219020001j,-0.05196255325170456+0.j,0.+0.08688584446704085j,0.11656198124808644+0.j,0.-0.13991336773861568j,-0.15647568656238936+0.j,0.+0.1663165857866739j,0.16992506845530242+0.j,0.-0.16808908629248925j,-0.1617756781250822+0.j,0.+0.15202407924314196j,0.13985822988918908+0.j,0.-0.12622151576834117j,-0.11193367568765901+0.j,0.+0.09766773454279504j,0.08394355278745111+0.j,0.-0.07113402380426398j,-0.0594799457268813+0.j,0.+0.049109976073097805j,0.04006268740522249+0.j,0.-0.03230844672327025j,-0.025769539555692205+0.j,0.+0.020337584293695563j,0.01588779570841908+0.j,0.-0.012290045345663943j,-0.00941693452788073+0.j,0.+0.007149257899861292j
0.-0.000039956891660820884j,-0.00019908005489159797+0.j,0.+0.0006951463809597827j,0.0019626939714972942+0.j,0.-0.004748098002645116j,-0.01015321979744263+0.j,0.+0.019560733718263223j,0.034377219751382186+0.j,0.-0.05557229333882019j,-0.0830716879759782+0.j,0.+0.11515975910516389j,0.14812426852915078+0.j,0.-0.17638872782617343j,-0.19329307433234624+0.j,0.+0.1925025954976048j,0.169790781093436+0.j,0.-0.1247323058114483j,-0.06174601671396374+0.j,0.-0.009991581768272284j,-0.07797617455624427+0.j,0.+0.12897272123929324j,0.15220650809260014+0.j,0.-0.142306895857853j,-0.10113112023771338+0.j,0.+0.037837111800558786j,-0.032964902218151175+0.j,0.+0.0946036795812715j,0.13243458511808512+0.j,0.-0.1375387940808279j,-0.1090220570353936+0.j,0.+0.05426952264043579j,-0.012929400930433946+0.j,0.+0.07588973512427172j,0.11923858612697671+0.j,0.-0.13271568583078414j,-0.11359640083655481+0.j,0.+0.0671599631150804j,0.005156139358469195+0.j,0.+0.05726024784076569j,0.1052931121411281+0.j,0.-0.12800671084850773j,-0.12073080609147045+0.j,0.+0.08586106249859664j,0.031971656384702056+0.j,0.+0.028434166292870797j,0.08191696842934842+0.j,0.-0.117101029174345j,-0.12701119006093764+0.j,0.+0.11029011714556719j,0.0711328601092449+0.j,0.-0.018071564290504938j,0.038025431351911755+0.j,0.-0.0862518551220677j,-0.11776642802093419+0.j,0.+0.12730673038902754j,0.11388645650527991+0.j,0.-0.08063708463219979j,-0.033923908384635194+0.j,0.-0.01801516240997776j,-0.06660668954585451+0.j,0.+0.10436511439205441j,0.12597592170406796+0.j,0.-0.1289053224177045j,-0.11350418476218237+0.j,0.+0.08266289054968576j,0.04113723830787563+0.j,0.+0.005302624181847506j,0.05074714241852899+0.j,0.-0.08991665365362146j,-0.11873478498915774+0.j,0.+0.13466097541177516j,0.13677995587383018+0.j,0.-0.12568022932380776j,-0.10317588908752473+0.j,0.+0.0719358659335308j,0.035083376600576206+0.j,0.+0.004181232206081166j,0.042895539617979+0.j,0.-0.07856547420060334j,-0.10930378970770539+0.j,0.+0.13388172605157636j,0.15170772997201284+0.j,0.-0.1627519721202813j,-0.16743678493137806+0.j,0.+0.1665118178774696j,0.16092956823035132+0.j,0.-0.1517328789898917j,-0.13996174803782835+0.j,0.+0.1265829153148087j,0.11244253019120665+0.j,0.-0.0982399018067892j,-0.08451890307456343+0.j,0.+0.07167293276147761j,0.05995927996363048+0.j,0.-0.04951910196363818j,-0.04039984888005276+0.j,0.+0.032577701853394495j,0.025978325590820292+0.j,0.-0.020494896717761613j,-0.01600291478207045+0.j
