0.059164511294077585+0.j,0.-0.1406929935968021j,-0.23657489799564174+0.j,0.+0.324802395076577j,0.3861894596204431+0.j,0.-0.4107017969300249j,-0.39871462562626225+0.j,0.+0.35836396711000246j,0.30129403318876224+0.j,0.-0.2388253732685663j,-0.1795939300002872+0.j,0.+0.12876757008950804j,0.08839487098507313+0.j,0.-0.05829973477746509j,-0.037052178711521+0.j,0.+0.022749890437863445j,0.013524789268489525+0.j,0.-0.0078004064949187355j,-0.004372120988835309+0.j,0.+0.002385209662522491j,0.0012683022154665062+0.j,0.-0.0006581491013063571j,-0.00033367536261227616+0.j,0.+0.00016545176786356182j,0.00008031135994051064+0.j,0.-0.00003819602461921055j,-0.00001781323016667765+0.j,0.+8.152146700272204e-6j,3.663567178384233e-6+0.j,0.-1.6177684053940711e-6j,-7.02371548636726e-7+0.j,0.+2.9998342067322775e-7j,1.2610533284538292e-7+0.j,0.-5.220206363396559e-8j,-2.128920294898285e-8+0.j,0.+8.557296279169218e-9j,3.391536593693373e-9+0.j,0.-1.3258879822114938e-9j,-5.114771361172987e-10+0.j,0.+1.9476239667601984e-10j,7.32295395514512e-11+0.j,0.-2.7196033280005237e-11j,-9.979116841850515e-12+0.j,0.+3.618837389514019e-12j,1.2973403310346586e-12+0.j,0.-4.598951731354839e-13j,-1.6124680735913108e-13+0.j,0.+5.5931103053605646e-14j,1.9197468101012173e-14+0.j,0.-6.521644231685271e-15j,-2.193225518104113e-15+0.j,0.+7.303136048496458e-16j,2.4083461513450253e-16+0.j,0.-7.866692279822329e-17j,-2.545695596100787e-17+0.j,0.+8.16274661335783e-18j,2.593901562755532e-18+0.j,0.-8.1700977358743875e-19j,-2.5510821499475263e-19+0.j,0.+7.897863565050681e-20j,2.424628416550127e-20+0.j,0.-7.382296127747451e-21j,-2.229496558570666e-21+0.j,0.+6.679557926361765e-22j,1.985495569911754e-22+0.j,0.-5.8563015749537e-23j,-1.7142045917790223e-23+0.j,0.+4.980081402691987e-24j,1.4361280810965634e-24+0.j,0.-4.1113061483939774e-25j,-1.168535704107662e-25+0.j,0.+3.2977976269021467e-26j,9.24206336612223e-27+0.j,0.-2.572282722504472e-27j,-7.110727400872107e-28+0.j,0.+1.9525159347907216e-28j,5.32597323562695e-29+0.j,0.-1.4433272327400952e-29j,-3.886231731685602e-30+0.j,0.+1.0397437938805103e-30j,2.764346837127859e-31+0.j,0.-7.304007519760031e-32j,-1.918074512130864e-32+0.j,0.+5.0065391553966235e-33j,1.299000035479453e-33+0.j,0.-3.350509772400588e-34j,-8.591576318327625e-35+0.j,0.+2.190404963157337e-35j,5.5525728812706095e-36+0.j,0.-1.399621010318205e-36j,-3.508329598231245e-37+0.j,0.+8.74562557761448e-38j,2.168244010527167e-38+0.j,0.-5.346602166195668e-39j,-1.3113696616519214e-39+0.j,0.+3.199444038774917e-40j,7.765154314321518e-41+0.j,0.-1.8748883586355132e-41j,-4.5037426208051473e-42+0.j,0.+1.0763838057494765e-42j
0.-0.1406929935968021j,-0.2754029179683905+0.j,0.+0.36360431101722207j,0.3626191761170098+0.j,0.-0.2687523462636956j,-0.11310150186394381+0.j,0.-0.057867903103119234j,-0.2027115274960386+0.j,0.+0.2971302452998836j,0.3359562268245334+0.j,0.-0.3281584274158724j,-0.2894368650870194+0.j,0.+0.23586126443832736j,0.1800756816526751+0.j,0.-0.13002768648317536j,-0.08940331401646369+0.j,0.+0.058837661850149756j,0.03721479632196165+0.j,0.-0.022697434093319625j,-0.013385613619672816+0.j,0.+0.007650963816675657j,0.004247014726994028+0.j,0.-0.0022935141131730894j,-0.0012068071177622542+0.j,0.+0.0006195646935182252j,0.00031072679148254443+0.j,0.-0.00015240247804814544j,-0.00007317448375604603+0.j,0.+0.00003442515615764995j,0.000015881865628226243+0.j,0.-7.190645485470691e-6j,-3.1972797899752332e-6+0.j,0.+1.3970844631887221e-6j,6.002836663177175e-7+0.j,0.-2.537620743461212e-7j,-1.055994036026212e-7+0.j,0.+4.3278715937446546e-8j,1.7476954892173355e-8+0.j,0.-6.957031666507806e-9j,-2.731029417303125e-9+0.j,0.+1.0576459722416229e-9j,4.042257709467983e-10+0.j,0.-1.525201360018014e-10j,-5.683186301038681e-11+0.j,0.+2.0919580987689347e-11j,7.609194454201674e-12+0.j,0.-2.7357164978964078e-12j,-9.724484561610634e-13+0.j,0.+3.418505392270702e-13j,1.1887383034185617e-13+0.j,0.-4.089950626768348e-14j,-1.3926079957646141e-14+0.j,0.+4.693662456286017e-15j,1.5662328057948581e-15+0.j,0.-5.175449123871554e-16j,-1.693828563983891e-16+0.j,0.+5.491611380188589e-17j,1.7640681057352543e-17+0.j,0.-5.615514649515777e-18j,-1.7717124712925166e-18+0.j,0.+5.541083052220007e-19j,1.7181445958828046e-19+0.j,0.-5.2826523095869536e-20j,-1.6107683872627542e-20+0.j,0.+4.871496213598959e-21j,1.4614950649032238e-21+0.j,0.-4.350044659268577e-22j,-1.2847107752819237e-22+0.j,0.+3.7651695918945177e-23j,1.0951708675438713e-23+0.j,0.-3.1618881439460335e-24j,-9.062041776714396e-25+0.j,0.+2.5784981458051526e-25j,7.284734501585199e-26+0.j,0.-2.0436684256955007e-26j,-5.693762986339322e-27+0.j,0.+1.575512478414635e-27j,4.330299853829181e-28+0.j,0.-1.1822976472998735e-28j,-3.206907620548062e-29+0.j,0.+8.642390532422777e-30j,2.3142231191052484e-30+0.j,0.-6.1579426899613885e-31j,-1.6283937244551842e-31+0.j,0.+4.279667191860558e-32j,1.1179438566616848e-32+0.j,0.-2.9028275657559687e-33j,-7.4928113914605476e-34+0.j,0.+1.922742009884035e-34j,4.905457410237765e-35+0.j,0.-1.2443691252954621e-35j,-3.1387624757256453e-36+0.j,0.+7.872901726755076e-37j,1.963836794325581e-37+0.j,0.-4.871879894700463e-38j,-1.2020823768380462e-38+0.j,0.+2.9501470538507254e-39j,7.201942292370957e-40+0.j,0.-1.7489459448798514e-40j,-4.225203648461175e-41+0.j
-0.23657489799564174+0.j,0.+0.36360431101722207j,0.33599677288039465+0.j,0.-0.16442067397577295j,0.06091459478292882+0.j,0.-0.2347548930011151j,-0.29320227422200157+0.j,0.+0.23259796577191857j,0.09420066951752525+0.j,0.+0.0653989239077992j,0.19942342966811813+0.j,0.-0.28291240388079186j,-0.3123725375743722+0.j,0.+0.29853381075081636j,0.2577942586353926+0.j,0.-0.20576404800148035j,-0.15393538504732301+0.j,0.+0.10896320597530885j,0.07347871334753737+0.j,0.-0.04745031624885369j,-0.02946395142030319+0.j,0.+0.017650612222173616j,0.010229216390846991+0.j,0.-0.0057484417797642j,-0.003138706086251996+0.j,0.+0.001668005699764762j,0.0008640770141055811+0.j,0.-0.0004369197585153772j,-0.0002159080383031533+0.j,0.+0.00010438177401143283j,0.000049419149648935803+0.j,0.-0.000022933382044158505j,-0.000010439925316479242+0.j,0.+4.665608513615337e-6j,2.0483327022315112e-6+0.j,0.-8.839978003839682e-7j,-3.752472794541015e-7+0.j,0.+1.567613422189241e-7j,6.448204980090908e-8+0.j,0.-2.6129201240321068e-8j,-1.043510593594093e-8+0.j,0.+4.108991240544317e-9j,1.5959329864314165e-9+0.j,0.-6.116441491854914e-10j,-2.313888456180258e-10+0.j,0.+8.643544500228068e-11j,3.189231454809729e-11+0.j,0.-1.1626708245899192e-11j,-4.189184256597196e-12+0.j,0.+1.4921878086004556e-12j,5.255967396936741e-13+0.j,0.-1.831157160110816e-13j,-6.311697239982428e-14+0.j,0.+2.1528489992484605e-14j,7.268133981947037e-15+0.j,0.-2.4292115904890496e-15j,-8.039485281263297e-16+0.j,0.+2.6350906346677817e-16j,8.555550171811153e-17+0.j,0.-2.752092163953169e-17j,-8.772337204290535e-18+0.j,0.+2.7712575758466726e-18j,8.677947657309748e-19+0.j,0.-2.6940309755208873e-19j,-8.292741191797118e-20+0.j,0.+2.5314301230568403e-20j,7.66419109475847e-21+0.j,0.-2.3017465964452724e-21j,-6.857974454733767e-22+0.j,0.+2.0273836983238253e-22j,5.947447570294556e-23+0.j,0.-1.731534293384032e-23j,-5.003651282266553e-24+0.j,0.+1.4353129632440563e-24j,4.087488699683781e-25+0.j,0.-1.1557457370176924e-25j,-3.244949220172457e-26+0.j,0.+9.047659061803451e-27j,2.50546835411435e-27+0.j,0.-6.891384821099437e-28j,-1.8829048962677914e-28+0.j,0.+5.110847648363795e-29j,1.3782801704120214e-29+0.j,0.-3.6931631028768586e-30j,-9.833572572523923e-31+0.j,0.+2.6020197001539925e-31j,6.842738423416715e-32+0.j,0.-1.7885548455426385e-32j,-4.646860239771173e-33+0.j,0.+1.2001437618023986e-33j,3.081440528489406e-34+0.j,0.-7.865946567370558e-35j,-1.996429649824165e-35+0.j,0.+5.038384572121071e-36j,1.2644181432940918e-36+0.j,0.-3.1555816642370072e-37j,-7.832204556549124e-38+0.j,0.+1.9334392121719475e-38j,4.747274804889434e-39+0.j,0.-1.159445855430233e-39j
0.+0.324802395076577j,0.3626191761170098+0.j,0.-0.16442067397577295j,0.1102575707930291+0.j,0.-0.2734885325979002j,-0.24366323944193702+0.j,0.+0.07055465306105348j,-0.1285315535723648+0.j,0.+0.2504993171580996j,0.2529489382486583+0.j,0.-0.15439422233472772j,-0.006554069438761729+0.j,0.-0.13695704021773641j,-0.24038722109507718+0.j,0.+0.29097150184381787j,0.29394444275642767+0.j,0.-0.2638481514708218j,-0.21683991094431962+0.j,0.+0.16602262218362443j,0.11977108574142493+0.j,0.-0.08206404510526527j,-0.05372111216695986+0.j,0.+0.03375401573034573j,0.020431170111585024+0.j,0.-0.011949803409985435j,-0.006770597528981309+0.j,0.+0.003724152648036486j,0.0019923678056656116+0.j,0.-0.0010383838088334914j,-0.0005279757873522998+0.j,0.+0.0002622347804712174j,0.00012737425475246064+0.j,0.-0.00006056675394176953j,-0.000028219729261364074+0.j,0.+0.000012894547294729832j,5.782714962513592e-6+0.j,0.-2.5470673905278453e-6j,-1.102601712732052e-6+0.j,0.+4.693879236318523e-7j,1.96619593678701e-7+0.j,0.-8.108361139368115e-8j,-3.2935588956024553e-8+0.j,0.+1.3183322221293943e-8j,5.202355979582716e-9+0.j,0.-2.024736482258017e-9j,-7.774947380478741e-10+0.j,0.+2.946760565648458e-10j,1.1027068144370274e-10+0.j,0.-4.0755347549225754e-11j,-1.4881706979121862e-11+0.j,0.+5.370220087326497e-12j,1.9156845600405145e-12+0.j,0.-6.757159027526237e-13j,-2.35734322530895e-13+0.j,0.+8.135895860492134e-14j,2.778513636301765e-14+0.j,0.-9.39162305381607e-15j,-3.142549086554046e-15+0.j,0.+1.0411787908121632e-15j,3.4162948549173816e-16+0.j,0.-1.1103343817665668e-16j,-3.5751897725356716e-17+0.j,0.+1.1406877371350594e-17j,3.606861761704995e-18+0.j,0.-1.1304655074988287e-18j,-3.512511584367427e-19+0.j,0.+1.0821214706673672e-19j,3.3059401318194234e-20+0.j,0.-1.001694913539407e-20j,-3.0106220288995365e-21+0.j,0.+8.97664666764681e-22j,2.655609264773883e-22+0.j,0.-7.795781259198079e-23j,-2.2711831601789576e-23+0.j,0.+6.567374113734942e-24j,1.8850677587650897e-24+0.j,0.-5.371614939988859e-25j,-1.5197466311344117e-25+0.j,0.+4.2694340280363464e-26j,1.191092139610531e-26+0.j,0.-3.3001848676760014e-27j,-9.082173731710905e-28+0.j,0.+2.4827879411199233e-28j,6.742583443019532e-29+0.j,0.-1.8192294828319118e-29j,-4.877077838210242e-30+0.j,0.+1.299207690653332e-30j,3.4393701287778157e-31+0.j,0.-9.048874270320015e-32j,-2.366238572614933e-32+0.j,0.+6.150395780835229e-33j,1.589130630822809e-33+0.j,0.-4.081866780736889e-34j,-1.0423911473189653e-34+0.j,0.+2.646698863700109e-35j,6.682036913106289e-36+0.j,0.-1.677535332226851e-36j,-4.188131040401311e-37+0.j,0.+1.0398754691853261e-37j,2.567917157733616e-38+0.j
0.3861894596204431+0.j,0.-0.2687523462636956j,0.06091459478292882+0.j,0.-0.2734885325979002j,-0.21491979925521162+0.j,0.-0.016054324486784607j,-0.21453594811817445+0.j,0.+0.24615881738211354j,0.1160721682623862+0.j,0.+0.07499314617873962j,0.2163729375019578+0.j,0.-0.24824107594638578j,-0.17419365409255347+0.j,0.+0.038917155088114525j,-0.1037587219233217+0.j,0.+0.21396448024419237j,0.2741739111686972+0.j,0.-0.28611463734225884j,-0.26258631722570186+0.j,0.+0.21943031214515676j,0.17024228842148076+0.j,0.-0.12415804417185389j,-0.08585371198720528+0.j,0.+0.05664666207140925j,0.03583764700463972+0.j,0.-0.021824280322648947j,-0.012833693704354991+0.j,0.+0.007306710688992258j,0.004036673265480122+0.j,0.-0.0021681717166677043j,-0.0011341245636000384+0.j,0.+0.0005785829744393044j,0.0002882550363687493+0.j,0.-0.0001404115491641909j,-0.00006694234851924429+0.j,0.+0.00003126694766172488j,0.000014319686372224474+0.j,0.-6.435611602686203e-6j,-2.840345327562513e-6+0.j,0.+1.2318829809153486e-6j,5.253574815140221e-7+0.j,0.-2.2043386305509124e-7j,-9.104855963683379e-8+0.j,0.+3.703882066637677e-8j,1.4846854798960018e-8+0.j,0.-5.866732780564049e-9j,-2.2862436391117993e-9+0.j,0.+8.789869908409781e-10j,3.335308112518965e-10+0.j,0.-1.2494939377069082e-10j,-4.622959764296586e-11+0.j,0.+1.6897775726459398e-11j,6.103673923998884e-12+0.j,0.-2.1793553303459647e-12j,-7.694075531289399e-13+0.j,0.+2.686506160341709e-13j,9.279583790980258e-14+0.j,0.-3.171611439375011e-14j,-1.0728510711623388e-14+0.j,0.+3.5925261812540134e-15j,1.1911067509411226e-15+0.j,0.-3.91090495608183e-16j,-1.2719260556026728e-16+0.j,0.+4.098108903694874e-17j,1.3083325605358282e-17+0.j,0.-4.139415157144036e-18j,-1.2981249034858241e-18+0.j,0.+4.035697306654087e-19j,1.2439726917048685e-19+0.j,0.-3.802389021987698e-20j,-1.152701386955054e-20+0.j,0.+3.4661770033982324e-21j,1.033987893569827e-21+0.j,0.-3.0603159473151867e-22j,-8.987868549488021e-23+0.j,0.+2.6196221941408667e-23j,7.578135818467113e-24+0.j,0.-2.176088890800691e-24j,-6.203384478934039e-25+0.j,0.+1.7557573449280136e-25j,4.9343346000733057e-26+0.j,0.-1.377096309236782e-26j,-3.816926014969462e-27+0.j,0.+1.0507945363854243e-27j,2.8735338446217207e-28+0.j,0.-7.806349875631592e-29j,-2.1069324030511653e-29+0.j,0.+5.650160814167103e-30j,1.5056166343640739e-30+0.j,0.-3.987000118802772e-31j,-1.049277412053552e-31+0.j,0.+2.7446044755259177e-32j,7.135869552843256e-33+0.j,0.-1.8442647656477404e-33j,-4.738486552755947e-34+0.j,0.+1.2103921779522365e-34j,3.074057528663082e-35+0.j,0.-7.762935449944298e-36j,-1.9493780964219367e-36+0.j,0.+4.8679902548967715e-37j
0.-0.4107017969300249j,-0.11310150186394381+0.j,0.-0.2347548930011151j,-0.24366323944193702+0.j,0.-0.016054324486784607j,-0.23199312881138448+0.j,0.+0.21056640910599556j,0.007940729199956682+0.j,0.+0.18792947465259863j,0.23548028955990966+0.j,0.-0.12405030337324857j,0.05693541974163265+0.j,0.-0.19932329339419497j,-0.23949151064109636+0.j,0.+0.17546538376012083j,0.047829922079885685+0.j,0.+0.09117493527586933j,0.2012767181553012+0.j,0.-0.26361107805168815j,-0.27851690529168793+0.j,0.+0.2578126644705389j,0.21685422743986005+0.j,0.-0.16913306514212936j,-0.12389354163905227+0.j,0.+0.08599427323107343j,0.05692589703534362+0.j,0.-0.036118738292142565j,-0.022052324693482058+0.j,0.+0.012997943110693423j,0.007415805996813013+0.j,0.-0.004104804310474481j,-0.0022086404170186488+0.j,0.+0.001157160762145715j,0.0005912168022090239+0.j,0.-0.0002949571895588153j,-0.00014386127328708018+0.j,0.+0.00006866943455212843j,0.000032109663636362166+0.j,0.-0.000014721128207945071j,-6.622579352223006e-6+0.j,0.+2.9255881030072232e-6j,1.269969573249077e-6+0.j,0.-5.420504093412258e-7j,-2.2761702964994873e-7+0.j,0.+9.408567933856479e-8j,3.830145653139325e-8+0.j,0.-1.5363324770069218e-8j,-6.0747119397854856e-9+0.j,0.+2.3687407991686426e-9j,9.112363726755323e-10+0.j,0.-3.4596077955178725e-10j,-1.2967517816184058e-10+0.j,0.+4.800260110110438e-11j,1.7554438508516138e-11+0.j,0.-6.34384882322202e-12j,-2.2661336732313597e-12+0.j,0.+8.003911220074418e-13j,2.7958560008976587e-13+0.j,0.-9.661171913223782e-14j,-3.303309243184188e-14+0.j,0.+1.117816669837943e-14j,3.74444311063527e-15+0.j,0.-1.2419059323825452e-15j,-4.0790670794220846e-16+0.j,0.+1.3270464689461965e-16j,4.2770447922245136e-17+0.j,0.-1.3658722229056265e-17j,-4.3227321424152585e-18+0.j,0.+1.3559985781249525e-18j,4.216779904812721e-19+0.j,0.-1.3001370964156978e-19j,-3.975093326105325e-20+0.j,0.+1.2053599430594142e-20j,3.625406066742263e-21+0.j,0.-1.0817435586014766e-21j,-3.202396954251476e-22+0.j,0.+9.407253754107558e-23j,2.7424542118205045e-23+0.j,0.-7.935149692850494e-24j,-2.279076629111675e-24+0.j,0.+6.498276557898456e-25j,1.8395809867263522e-25+0.j,0.-5.170895493655849e-26j,-1.4433848012902422e-26+0.j,0.+4.001383584075781e-27j,1.101769986624781e-27+0.j,0.-3.0134519005086864e-28j,-8.187832906370396e-29+0.j,0.+2.21025730209915e-29j,5.9281971164124774e-30+0.j,0.-1.5799531449784597e-30j,-4.184489339771681e-31+0.j,0.+1.1014161634560779e-31j,2.881405196895794e-32+0.j,0.-7.492616545963426e-33j,-1.93673654626388e-33+0.j,0.+4.976755288062891e-34j,1.2714252214922565e-34+0.j,0.-3.229487066263835e-35j,-8.156487649269458e-36+0.j
-0.39871462562626225+0.j,0.-0.057867903103119234j,-0.29320227422200157+0.j,0.+0.07055465306105348j,-0.21453594811817445+0.j,0.+0.21056640910599556j,-0.027572530694381685+0.j,0.+0.21972875341219267j,0.19161353314154647+0.j,0.+0.0015583442112655848j,0.1835741048635959+0.j,0.-0.22323854794146364j,-0.11298679293703397+0.j,0.-0.06089448227547572j,-0.19548525733812502+0.j,0.+0.23100122354583763j,0.1666197441421406+0.j,0.-0.041931760936670934j,0.09270445223475417+0.j,0.-0.19871153121045307j,-0.2582120972887764+0.j,0.+0.2717984365877907j,0.25104766058999806+0.j,0.-0.21086648499746724j,-0.16430272865968149+0.j,0.+0.12027067679169004j,0.08343616524916374+0.j,0.-0.05521073179435008j,-0.03501989446836105+0.j,0.+0.02137641366107424j,0.012597249109230789+0.j,0.-0.007186167770202976j,-0.003977249896847809+0.j,0.+0.0021398216061551223j,0.0011210292317382561+0.j,0.-0.0005727269049686028j,-0.00028572153653695246+0.j,0.+0.00013935277770889807j,0.00006651608608028965+0.j,0.-0.00003110237415809015j,-0.000014259227524932832+0.j,0.+6.414773154830632e-6j,2.8337941030917152e-6+0.j,0.-1.2301295700455577e-6j,-5.250502336397002e-7+0.j,0.+2.2048069431465882e-7j,9.113701619777603e-8+0.j,0.-3.710160673728428e-8j,-1.4882275767612143e-8+0.j,0.+5.8846005958631195e-9j,2.29464961814515e-9+0.j,0.-8.827499884676717e-10j,-3.351518408572841e-10+0.j,0.+1.2562609036963443e-10j,4.650462489529586e-11+0.j,0.-1.7006964205338465e-11j,-6.146122656979474e-12+0.j,0.+2.195545797221527e-12j,7.754750479456557e-13+0.j,0.-2.7088748723530794e-13j,-9.36079011852694e-14+0.j,0.+3.200666624851453e-14j,1.0831042181488975e-14+0.j,0.-3.62823404276991e-15j,-1.2033863389256092e-15+0.j,0.+3.952623603529229e-16j,1.2859346336735306e-16+0.j,0.-4.1446190487951536e-17j,-1.3236063884841702e-17+0.j,0.+4.18904445020961e-18j,1.314085542036363e-18+0.j,0.-4.0865140081357367e-19j,-1.2599948161584343e-19+0.j,0.+3.8524266721279216e-20j,1.1681837015502475e-20+0.j,0.-3.5136481835266446e-21j,-1.0484145908788402e-21+0.j,0.+3.103779908258979e-22j,9.11770466814884e-23+0.j,0.-2.658084910209956e-23j,-7.691150092726664e-24+0.j,0.+2.209030360547541e-24j,6.298649462514827e-25+0.j,0.-1.7830952849666645e-25j,-5.0121919010589395e-26+0.j,0.+1.3991048097603126e-26j,3.8786840333170994e-27+0.j,0.-1.0679997542919781e-27j,-2.9211266287768377e-28+0.j,0.+7.937082657663752e-29j,2.1425969721443496e-29+0.j,0.-5.746797840583372e-30j,-1.5316270758769538e-30+0.j,0.+4.056549222065332e-31j,1.0677537411178985e-31+0.j,0.-2.793375244226397e-32j,-7.263796333667913e-33+0.j,0.+1.8776118867061565e-33j,4.824881068575116e-34+0.j,0.-1.23263960880384e-34j
0.+0.35836396711000246j,-0.2027115274960386+0.j,0.+0.23259796577191857j,-0.1285315535723648+0.j,0.+0.24615881738211354j,0.007940729199956682+0.j,0.+0.21972875341219267j,0.16991926594399606+0.j,0.+0.06267802935590779j,0.21866996111693865+0.j,0.-0.16313348789530716j,0.02947592548519816+0.j,0.-0.19073554946182467j,-0.2087068922166038+0.j,0.+0.08958398455728539j,-0.07853764342660575+0.j,0.+0.19948350542582835j,0.22196992827754822+0.j,0.-0.15056299700487j,-0.025870142217621694+0.j,0.-0.10380323728716369j,-0.20294454018735672+0.j,0.+0.25620595552652853j,0.26553612347803013+0.j,0.-0.2427738721205752j,-0.20240390969508706+0.j,0.+0.15679917735849683j,0.11424207206170096+0.j,0.-0.07894564729592358j,-0.052066446453896756+0.j,0.+0.032930996379492185j,0.020050952447767275+0.j,0.-0.011789928141258147j,-0.006712298729249914+0.j,0.+0.00370835813429334j,0.0019919316854116824+0.j,0.-0.0010420165489929544j,-0.0005316432613788187+0.j,0.+0.00026489761131940725j,0.0001290489736855312+0.j,0.-0.00006153272753202957j,-0.000028743932856588968+0.j,0.+0.00001316591215324836j,5.917860417697775e-6+0.j,0.-2.612183870669422e-6j,-1.13307767699143e-6+0.j,0.+4.832840199046044e-7j,2.0280682302186787e-7+0.j,0.-8.377865026033456e-8j,-3.408573250625788e-8+0.j,0.+1.3664829806896594e-8j,5.4003184959453014e-9+0.j,0.-2.1047370576951874e-9j,-8.092989821564332e-10+0.j,0.+3.0712320782888566e-10j,1.15069405135544e-10+0.j,0.-4.257883520623744e-11j,-1.5565033777769673e-11+0.j,0.+5.622864748200732e-12j,2.0078861460810287e-12+0.j,0.-7.08942747433956e-13j,-2.475627020296723e-13+0.j,0.+8.551996630665167e-14j,2.923207650616374e-14+0.j,0.-9.889147130632367e-15j,-3.3117543349803615e-15+0.j,0.+1.0981122046767968e-15j,3.6058716741186775e-16+0.j,0.-1.1728189608763395e-16j,-3.779095607608792e-17+0.j,0.+1.2065824030799843e-17j,3.817785140459828e-18+0.j,0.-1.1973520699577285e-18j,-3.722683503792698e-19+0.j,0.+1.1475716013942015e-19j,3.507972693383154e-20+0.j,0.-1.0635220510816058e-20j,-3.1982306593318797e-21+0.j,0.+9.541204782822925e-22j,2.8241133294463913e-22+0.j,0.-8.294687939208823e-23j,-2.4177361027663453e-23+0.j,0.+6.994536507658026e-24j,2.008625421974707e-24+0.j,0.-5.726328376767252e-25j,-1.6208273132141018e-25+0.j,0.+4.555384526143722e-26j,1.2714065950651451e-26+0.j,0.-3.524172080946578e-27j,-9.702506056123163e-28+0.j,0.+2.653412261071171e-28j,7.208722120091438e-29+0.j,0.-1.9457287852005326e-29j,-5.218113517377257e-30+0.j,0.+1.3905535726435398e-30j,3.6824747901880584e-31+0.j,0.-9.691783120002062e-32j,-2.535202104750258e-32+0.j,0.+6.591720968492863e-33j,1.7037031323896982e-33+0.j
0.30129403318876224+0.j,0.+0.2971302452998836j,0.09420066951752525+0.j,0.+0.2504993171580996j,0.1160721682623862+0.j,0.+0.18792947465259863j,0.19161353314154647+0.j,0.+0.06267802935590779j,0.2226157365441452+0.j,0.-0.11736639231911981j,0.10732618383432199+0.j,0.-0.21607281616073842j,-0.12426017334073683+0.j,0.-0.06767102750905594j,-0.20077564986912083+0.j,0.+0.18869834306745673j,0.05664649386847738+0.j,0.+0.10417375624325825j,0.20636925105729723+0.j,0.-0.21028287378193866j,-0.12817672138431507+0.j,0.+0.002444888646555524j,-0.12114062697907942+0.j,0.+0.21116918754609965j,0.2558102439878212+0.j,0.-0.2589968077776019j,-0.2330601356050897+0.j,0.+0.19200961089501764j,0.14735389745503716+0.j,0.-0.10653323811885741j,-0.0731395481879279+0.j,0.+0.04796691934527147j,0.030189538344477018+0.j,0.-0.018302100938977158j,-0.01071996111020252+0.j,0.+0.006081873597529649j,0.0033494511665778165+0.j,0.-0.0017939629504768397j,-0.0009359773074788131+0.j,0.+0.0004763803347097276j,0.00023682871798672212+0.j,0.-0.00011513421292276285j,-0.000054791400746799986+0.j,0.+0.00002554847826444917j,0.000011682422736194546+0.j,0.-5.242704459797512e-6j,-2.310704417850083e-6+0.j,0.+1.000893535101894e-6j,4.2633644293388813e-7+0.j,0.-1.7868404631677428e-7j,-7.372564360946159e-8+0.j,0.+2.996169336882874e-8j,1.1998609787039117e-8+0.j,0.-4.736981519550791e-9j,-1.844407001078132e-9+0.j,0.+7.085393938642074e-10j,2.6864692990047856e-10+0.j,0.-1.0056810720323682e-10j,-3.718271993225348e-11+0.j,0.+1.3581858741006598e-11j,4.902779994708975e-12+0.j,0.-1.7494941309235706e-12j,-6.172845959670491e-13+0.j,0.+2.154129804278384e-13j,7.436651068195993e-14+0.j,0.-2.5404053240077523e-14j,-8.589053734344282e-15+0.j,0.+2.874728759662036e-15j,9.526786139265118e-16+0.j,0.-3.1266488441620437e-16j,-1.0164282995619113e-16+0.j,0.+3.273542400017528e-17j,1.0446683246122166e-17+0.j,0.-3.3039309018666202e-18j,-1.0357280552614596e-18+0.j,0.+3.21877374139881e-19j,9.918143233348229e-20+0.j,0.-3.030599571005842e-20j,-9.184296497948542e-21+0.j,0.+2.760840155006002e-21j,8.233255695861444e-22+0.j,0.-2.4360826960448634e-22j,-7.152467584346549e-23+0.j,0.+2.0840825551008377e-23j,6.027249956214103e-24+0.j,0.-1.7302838435321317e-24j,-4.931244378610299e-25+0.j,0.+1.3953478802361522e-25j,3.9204843284327745e-26+0.j,0.-1.0938843083716276e-26j,-3.031234177787451e-27+0.j,0.+8.343049752824597e-28j,2.2810097174975952e-28+0.j,0.-6.195338469939263e-29j,-1.671768588632171e-29+0.j,0.+4.482260976623733e-30j,1.1941631479511828e-30+0.j,0.-3.1616261769074063e-31j,-8.319009294685609e-32+0.j,0.+2.1756047772374534e-32j
